STRPU_22262	BRALA00047
STRPU_10739	BRALA28381
STRPU_22386	BRALA12757
STRPU_08040	BRALA01567
STRPU_05821	BRALA11760
STRPU_22523	BRALA09265
STRPU_02732	BRALA18860
STRPU_25471	BRALA19973
STRPU_16716	BRALA02287
STRPU_09297	BRALA25349
STRPU_17894	BRALA23902
STRPU_20147	BRALA23094
STRPU_10274	BRALA27934
STRPU_09335	BRALA24475
STRPU_08012	BRALA01809
STRPU_20157	BRALA02541
STRPU_27128	BRALA16598
STRPU_20500	BRALA26145
STRPU_24859	BRALA14777
STRPU_09624	BRALA27591
STRPU_14841	BRALA28427
STRPU_23349	BRALA15282
STRPU_02794	BRALA00798
STRPU_14812	BRALA14969
STRPU_22045	BRALA00402
STRPU_04470	BRALA03835
STRPU_22683	BRALA19721
STRPU_26822	BRALA33877
STRPU_25452	BRALA22014
STRPU_13952	BRALA18126
STRPU_08310	BRALA06241
STRPU_21154	BRALA10883
STRPU_20365	BRALA18469
STRPU_18968	BRALA00833
STRPU_19046	BRALA05371
STRPU_01981	BRALA20439
STRPU_05456	BRALA28306
STRPU_11446	BRALA13875
STRPU_23504	BRALA32206
STRPU_24928	BRALA04725
STRPU_06634	BRALA16210
STRPU_26819	BRALA15102
STRPU_06506	BRALA05892
STRPU_22507	BRALA10607
STRPU_11434	BRALA14363
STRPU_21350	BRALA30883
STRPU_21025	BRALA12059
STRPU_24148	BRALA04598
STRPU_27230	BRALA14568
STRPU_05770	BRALA13185
STRPU_26839	BRALA22868
STRPU_27138	BRALA16527
STRPU_21139	BRALA17389
STRPU_26514	BRALA01612
STRPU_07527	BRALA13666
STRPU_08068	BRALA21916
STRPU_17785	BRALA33353
STRPU_23985	BRALA00325
STRPU_24909	BRALA07055
STRPU_04268	BRALA03685
STRPU_08332	BRALA25355
STRPU_14206	BRALA23582
STRPU_26719	BRALA16595
STRPU_09909	BRALA32769
STRPU_08809	BRALA18633
STRPU_17282	BRALA19291
STRPU_19225	BRALA05291
STRPU_11705	BRALA02162
STRPU_26095	BRALA26598
STRPU_22192	BRALA04329
STRPU_11389	BRALA26787
STRPU_20388	BRALA21829
STRPU_08308	BRALA16767
STRPU_08820	BRALA23022
STRPU_24397	BRALA16004
STRPU_21023	BRALA28909
STRPU_12263	BRALA02399
STRPU_19455	BRALA21768
STRPU_17774	BRALA19031
STRPU_25377	BRALA03316
STRPU_17764	BRALA29789
STRPU_07731	BRALA01757
STRPU_11467	BRALA32334
STRPU_24884	BRALA21117
STRPU_24139	BRALA07126
STRPU_21833	BRALA12038
STRPU_20141	BRALA24100
STRPU_19147	BRALA00696
STRPU_19719	BRALA23646
STRPU_10330	BRALA29533
STRPU_20490	BRALA21198
STRPU_05954	BRALA11685
STRPU_18985	BRALA01134
STRPU_17084	BRALA34167
STRPU_08163	BRALA18659
STRPU_22532	BRALA18578
STRPU_18134	BRALA23724
STRPU_22977	BRALA24796
STRPU_07517	BRALA30716
STRPU_23161	BRALA12755
STRPU_03777	BRALA18863
STRPU_15768	BRALA25856
STRPU_08790	BRALA16740
STRPU_12707	BRALA29308
STRPU_20502	BRALA13359
STRPU_07722	BRALA17848
STRPU_22011	BRALA04263
STRPU_08506	BRALA18646
STRPU_22382	BRALA18952
STRPU_07021	BRALA03143
STRPU_26021	BRALA26566
STRPU_08361	BRALA16711
STRPU_02898	BRALA09052
STRPU_11538	BRALA19187
STRPU_06113	BRALA31824
STRPU_23591	BRALA19714
STRPU_20204	BRALA01090
STRPU_08093	BRALA25353
STRPU_04114	BRALA03811
STRPU_04942	BRALA11857
STRPU_05891	BRALA19420
STRPU_11207	BRALA05555
STRPU_20778	BRALA24118
STRPU_16290	BRALA09138
STRPU_16494	BRALA09143
STRPU_24666	BRALA13717
STRPU_10012	BRALA17596
STRPU_14827	BRALA34230
STRPU_20403	BRALA27337
STRPU_20384	BRALA02842
STRPU_05243	BRALA11875
STRPU_23140	BRALA17319
STRPU_24475	BRALA21118
STRPU_08087	BRALA19478
STRPU_19903	BRALA02789
STRPU_26799	BRALA04449
STRPU_21504	BRALA33818
STRPU_27219	BRALA16546
STRPU_14394	BRALA30351
STRPU_10200	BRALA21704
STRPU_19484	BRALA03050
STRPU_19765	BRALA21811
STRPU_17743	BRALA19297
STRPU_22235	BRALA10712
STRPU_22104	BRALA04443
STRPU_26673	BRALA15033
STRPU_24429	BRALA15994
STRPU_09243	BRALA06378
STRPU_09242	BRALA06379
STRPU_20968	BRALA15163
STRPU_23995	BRALA26266
STRPU_22604	BRALA30431
STRPU_10014	BRALA16261
STRPU_21449	BRALA28844
STRPU_25046	BRALA11341
STRPU_14352	BRALA30315
STRPU_11352	BRALA05761
STRPU_26807	BRALA01611
STRPU_12470	BRALA35166
STRPU_06336	BRALA23816
STRPU_22393	BRALA20063
STRPU_26896	BRALA15031
STRPU_06845	BRALA11582
STRPU_25867	BRALA03161
STRPU_22886	BRALA08005
STRPU_07351	BRALA23768
STRPU_25179	BRALA04852
STRPU_15393	BRALA26855
STRPU_04757	BRALA20668
STRPU_17913	BRALA19321
STRPU_20996	BRALA24429
STRPU_09912	BRALA13986
STRPU_08792	BRALA13108
STRPU_06593	BRALA06113
STRPU_20822	BRALA17436
STRPU_23136	BRALA04278
STRPU_11701	BRALA08898
STRPU_26939	BRALA18512
STRPU_23887	BRALA17141
STRPU_16982	BRALA23005
STRPU_24667	BRALA13724
STRPU_26148	BRALA26575
STRPU_23090	BRALA04182
STRPU_06949	BRALA12140
STRPU_26241	BRALA19092
STRPU_04930	BRALA18730
STRPU_04601	BRALA03733
STRPU_14837	BRALA27666
STRPU_17479	BRALA23721
STRPU_24499	BRALA09641
STRPU_10755	BRALA05443
STRPU_25726	BRALA03296
STRPU_11790	BRALA02295
STRPU_08493	BRALA25275
STRPU_13334	BRALA01444
STRPU_15755	BRALA02585
STRPU_23156	BRALA28039
STRPU_24564	BRALA01058
STRPU_26066	BRALA34488
STRPU_10312	BRALA25602
STRPU_17909	BRALA24502
STRPU_21913	BRALA15373
STRPU_10724	BRALA34122
STRPU_26716	BRALA12422
STRPU_12909	BRALA25345
STRPU_09832	BRALA21665
STRPU_09926	BRALA29298
STRPU_09826	BRALA14249
STRPU_12188	BRALA02049
STRPU_23993	BRALA15284
STRPU_11840	BRALA23419
STRPU_05378	BRALA23252
STRPU_05331	BRALA20185
STRPU_25510	BRALA03349
STRPU_04451	BRALA33511
STRPU_20127	BRALA02632
STRPU_12093	BRALA02491
STRPU_05218	BRALA34272
STRPU_07374	BRALA34373
STRPU_19393	BRALA23648
STRPU_21355	BRALA31035
STRPU_14715	BRALA04290
STRPU_03433	BRALA17785
STRPU_25335	BRALA03399
STRPU_11419	BRALA32184
STRPU_20556	BRALA31907
STRPU_21325	BRALA24418
STRPU_16146	BRALA00327
STRPU_04991	BRALA31286
STRPU_19148	BRALA01057
STRPU_09870	BRALA21712
STRPU_18380	BRALA28855
STRPU_16841	BRALA07122
STRPU_14536	BRALA15067
STRPU_06670	BRALA02398
STRPU_06472	BRALA33134
STRPU_25909	BRALA27308
STRPU_24617	BRALA19457
STRPU_13511	BRALA35222
STRPU_04568	BRALA06730
STRPU_21388	BRALA30314
STRPU_06807	BRALA12147
STRPU_21510	BRALA13287
STRPU_25661	BRALA20551
STRPU_06495	BRALA29961
STRPU_06801	BRALA05335
STRPU_05771	BRALA29252
STRPU_21042	BRALA26134
STRPU_18032	BRALA19274
STRPU_24535	BRALA10276
STRPU_14361	BRALA07240
STRPU_10205	BRALA24410
STRPU_17384	BRALA27969
STRPU_22597	BRALA35170
STRPU_22150	BRALA10732
STRPU_23378	BRALA07966
STRPU_20700	BRALA28842
STRPU_08814	BRALA16890
STRPU_23719	BRALA04140
STRPU_11804	BRALA08841
STRPU_21348	BRALA22286
STRPU_13836	BRALA22527
STRPU_09567	BRALA16266
STRPU_17709	BRALA19295
STRPU_24939	BRALA01479
STRPU_11423	BRALA17282
STRPU_06102	BRALA11637
STRPU_23907	BRALA04243
STRPU_08271	BRALA10466
STRPU_20340	BRALA18327
STRPU_11758	BRALA24719
STRPU_19390	BRALA18311
STRPU_05743	BRALA08294
STRPU_13277	BRALA20296
STRPU_06127	BRALA31261
STRPU_24384	BRALA01474
STRPU_06109	BRALA24215
STRPU_23491	BRALA10704
STRPU_24163	BRALA11298
STRPU_19319	BRALA00652
STRPU_13303	BRALA07368
STRPU_20262	BRALA20617
STRPU_11558	BRALA13028
STRPU_08317	BRALA10432
STRPU_23805	BRALA17153
STRPU_24073	BRALA04835
STRPU_26985	BRALA01671
STRPU_24009	BRALA13768
STRPU_11447	BRALA18745
STRPU_02810	BRALA23943
STRPU_27383	BRALA23191
STRPU_00175	BRALA19617
STRPU_16567	BRALA17850
STRPU_10753	BRALA08686
STRPU_24495	BRALA14695
STRPU_07572	BRALA30068
STRPU_08132	BRALA04625
STRPU_03872	BRALA25788
STRPU_22275	BRALA15362
STRPU_22276	BRALA09427
STRPU_16002	BRALA09545
STRPU_26195	BRALA03249
STRPU_07007	BRALA12128
STRPU_17076	BRALA24513
STRPU_18649	BRALA00917
STRPU_22286	BRALA19738
STRPU_27285	BRALA09465
STRPU_13998	BRALA07433
STRPU_21032	BRALA26159
STRPU_14257	BRALA17718
STRPU_17897	BRALA21716
STRPU_14806	BRALA02319
STRPU_23130	BRALA26080
STRPU_23152	BRALA20324
STRPU_21251	BRALA15234
STRPU_19074	BRALA00725
STRPU_08075	BRALA23043
STRPU_12646	BRALA18291
STRPU_16148	BRALA08003
STRPU_08384	BRALA16718
STRPU_17424	BRALA19314
STRPU_08996	BRALA33857
STRPU_15635	BRALA11719
STRPU_21395	BRALA20859
STRPU_26055	BRALA03251
STRPU_15403	BRALA28411
STRPU_08808	BRALA25028
STRPU_26208	BRALA03093
STRPU_04965	BRALA11886
STRPU_26863	BRALA17127
STRPU_21148	BRALA26148
STRPU_24406	BRALA09691
STRPU_13717	BRALA09090
STRPU_11362	BRALA26674
STRPU_04722	BRALA03705
STRPU_03309	BRALA25002
STRPU_26733	BRALA18489
STRPU_10212	BRALA34160
STRPU_20693	BRALA21571
STRPU_05856	BRALA11898
STRPU_20308	BRALA02912
STRPU_20696	BRALA22623
STRPU_06100	BRALA14197
STRPU_27250	BRALA15050
STRPU_25021	BRALA11315
STRPU_22838	BRALA22724
STRPU_09672	BRALA35301
STRPU_22152	BRALA25785
STRPU_03726	BRALA24657
STRPU_05688	BRALA08296
STRPU_20579	BRALA29141
STRPU_14726	BRALA14983
STRPU_04154	BRALA03749
STRPU_11353	BRALA26683
STRPU_15432	BRALA10361
STRPU_05921	BRALA19445
STRPU_27359	BRALA09457
STRPU_22106	BRALA04444
STRPU_25985	BRALA19111
STRPU_13850	BRALA07416
STRPU_04270	BRALA03608
STRPU_26380	BRALA31423
STRPU_12036	BRALA01991
STRPU_04469	BRALA12493
STRPU_27064	BRALA18525
STRPU_21998	BRALA09426
STRPU_26435	BRALA01934
STRPU_08464	BRALA06404
STRPU_25495	BRALA20006
STRPU_26571	BRALA14565
STRPU_19399	BRALA20647
STRPU_24365	BRALA14728
STRPU_10181	BRALA11418
STRPU_09806	BRALA29530
STRPU_20550	BRALA17769
STRPU_25897	BRALA03278
STRPU_20972	BRALA15160
STRPU_25362	BRALA03150
STRPU_21078	BRALA31457
STRPU_18201	BRALA05406
STRPU_11546	BRALA29283
STRPU_18784	BRALA01000
STRPU_04115	BRALA03748
STRPU_20036	BRALA10358
STRPU_05475	BRALA18722
STRPU_21999	BRALA32511
STRPU_14723	BRALA29476
STRPU_06629	BRALA05979
STRPU_10222	BRALA29843
STRPU_08356	BRALA11162
STRPU_17528	BRALA23893
STRPU_11289	BRALA03711
STRPU_22930	BRALA07958
STRPU_26858	BRALA18222
STRPU_26183	BRALA16894
STRPU_14247	BRALA35482
STRPU_19410	BRALA02958
STRPU_09779	BRALA16278
STRPU_16713	BRALA27284
STRPU_14184	BRALA31136
STRPU_08553	BRALA11243
STRPU_11528	BRALA02487
STRPU_06054	BRALA05866
STRPU_04553	BRALA03831
STRPU_07127	BRALA16694
STRPU_24904	BRALA09811
STRPU_13245	BRALA17672
STRPU_24297	BRALA13776
STRPU_09615	BRALA11460
STRPU_21871	BRALA10844
STRPU_24897	BRALA14711
STRPU_05371	BRALA11786
STRPU_05398	BRALA22739
STRPU_14320	BRALA14976
STRPU_08486	BRALA27384
STRPU_05762	BRALA28668
STRPU_22062	BRALA04177
STRPU_06508	BRALA12127
STRPU_23509	BRALA26083
STRPU_16900	BRALA12360
STRPU_10892	BRALA18778
STRPU_10734	BRALA14329
STRPU_10473	BRALA26681
STRPU_24976	BRALA02915
STRPU_07481	BRALA09608
STRPU_23362	BRALA15298
STRPU_24625	BRALA27825
STRPU_21818	BRALA23445
STRPU_21985	BRALA24172
STRPU_25733	BRALA20010
STRPU_19467	BRALA23102
STRPU_06731	BRALA13645
STRPU_18651	BRALA16557
STRPU_21903	BRALA07819
STRPU_14838	BRALA26859
STRPU_14220	BRALA29460
STRPU_04047	BRALA31059
STRPU_27030	BRALA31166
STRPU_26803	BRALA01390
STRPU_21328	BRALA21477
STRPU_20019	BRALA02586
STRPU_07888	BRALA01537
STRPU_20364	BRALA20609
STRPU_04771	BRALA06733
STRPU_04849	BRALA03731
STRPU_10284	BRALA25078
STRPU_05865	BRALA31576
STRPU_10960	BRALA05724
STRPU_25491	BRALA21225
STRPU_14743	BRALA33935
STRPU_23354	BRALA09277
STRPU_24835	BRALA09786
STRPU_22184	BRALA00557
STRPU_22439	BRALA04354
STRPU_03631	BRALA12217
STRPU_20717	BRALA29567
STRPU_21996	BRALA27206
STRPU_23910	BRALA27203
STRPU_24538	BRALA13744
STRPU_11444	BRALA05463
STRPU_25739	BRALA16148
STRPU_26151	BRALA12464
STRPU_16622	BRALA17151
STRPU_06172	BRALA14199
STRPU_15084	BRALA26858
STRPU_07028	BRALA01824
STRPU_15008	BRALA29326
STRPU_15279	BRALA29411
STRPU_23984	BRALA18574
STRPU_10341	BRALA29153
STRPU_17247	BRALA31254
STRPU_11443	BRALA31316
STRPU_02128	BRALA11247
STRPU_05459	BRALA14581
STRPU_26944	BRALA01420
STRPU_25354	BRALA12451
STRPU_03305	BRALA11435
STRPU_22442	BRALA10746
STRPU_02839	BRALA24714
STRPU_05739	BRALA03392
STRPU_26430	BRALA13548
STRPU_10416	BRALA08921
STRPU_26194	BRALA16481
STRPU_08650	BRALA21955
STRPU_19920	BRALA10107
STRPU_25250	BRALA03323
STRPU_21553	BRALA31005
STRPU_07478	BRALA01903
STRPU_16986	BRALA34231
STRPU_09238	BRALA18627
STRPU_26831	BRALA21608
STRPU_05336	BRALA22461
STRPU_25065	BRALA24832
STRPU_21468	BRALA22481
STRPU_24975	BRALA04514
STRPU_14566	BRALA25503
STRPU_15095	BRALA25445
STRPU_08537	BRALA13110
STRPU_23291	BRALA09425
STRPU_06769	BRALA12190
STRPU_26732	BRALA23188
STRPU_18681	BRALA06551
STRPU_08186	BRALA20597
STRPU_08149	BRALA16772
STRPU_08983	BRALA23886
STRPU_24902	BRALA18758
STRPU_09265	BRALA11196
STRPU_22451	BRALA07893
STRPU_04976	BRALA20376
STRPU_20971	BRALA26230
STRPU_21077	BRALA12040
STRPU_24633	BRALA07078
STRPU_22430	BRALA00359
STRPU_22295	BRALA25649
STRPU_18557	BRALA28871
STRPU_20037	BRALA21732
STRPU_23159	BRALA18970
STRPU_20408	BRALA10022
STRPU_12501	BRALA09820
STRPU_11539	BRALA02217
STRPU_13302	BRALA32475
STRPU_06150	BRALA06062
STRPU_17878	BRALA19302
STRPU_16784	BRALA14413
STRPU_25721	BRALA03335
STRPU_15459	BRALA24253
STRPU_13516	BRALA07431
STRPU_06803	BRALA25557
STRPU_12094	BRALA15038
STRPU_21813	BRALA24433
STRPU_07797	BRALA01904
STRPU_24575	BRALA12845
STRPU_20635	BRALA13349
STRPU_21345	BRALA10840
STRPU_25507	BRALA03398
STRPU_08793	BRALA19984
STRPU_15071	BRALA34747
STRPU_09627	BRALA11521
STRPU_19395	BRALA02649
STRPU_22367	BRALA09331
STRPU_18765	BRALA00706
STRPU_07152	BRALA01776
STRPU_16995	BRALA22981
STRPU_25453	BRALA25633
STRPU_05894	BRALA20385
STRPU_14409	BRALA28422
STRPU_08487	BRALA19571
STRPU_09569	BRALA28884
STRPU_22021	BRALA10676
STRPU_20493	BRALA15202
STRPU_22193	BRALA16807
STRPU_20311	BRALA10060
STRPU_08936	BRALA06365
STRPU_08470	BRALA23013
STRPU_15057	BRALA12216
STRPU_21130	BRALA15268
STRPU_14843	BRALA33091
STRPU_26960	BRALA17107
STRPU_19068	BRALA12585
STRPU_22551	BRALA00024
STRPU_23508	BRALA20462
STRPU_24959	BRALA06969
STRPU_11791	BRALA02299
STRPU_13721	BRALA20299
STRPU_15918	BRALA09097
STRPU_19582	BRALA10080
STRPU_17376	BRALA27521
STRPU_22256	BRALA27092
STRPU_10593	BRALA27276
STRPU_11068	BRALA05479
STRPU_03202	BRALA31719
STRPU_25859	BRALA28098
STRPU_20070	BRALA10114
STRPU_19843	BRALA23114
STRPU_25278	BRALA03307
STRPU_20458	BRALA15220
STRPU_26956	BRALA15036
STRPU_26907	BRALA01649
STRPU_26366	BRALA27204
STRPU_14306	BRALA26873
STRPU_15638	BRALA28079
STRPU_12453	BRALA07762
STRPU_10556	BRALA05637
STRPU_17373	BRALA23896
STRPU_23697	BRALA19760
STRPU_17218	BRALA18844
STRPU_06426	BRALA28863
STRPU_13736	BRALA14077
STRPU_26004	BRALA25386
STRPU_22632	BRALA20032
STRPU_14675	BRALA34594
STRPU_25247	BRALA03094
STRPU_13830	BRALA07414
STRPU_19075	BRALA21747
STRPU_08042	BRALA01751
STRPU_21235	BRALA22511
STRPU_21463	BRALA13391
STRPU_14727	BRALA32750
STRPU_21453	BRALA26125
STRPU_13483	BRALA07410
STRPU_23891	BRALA19729
STRPU_22103	BRALA08004
STRPU_21357	BRALA31036
STRPU_21508	BRALA32999
STRPU_05810	BRALA11777
STRPU_08348	BRALA21938
STRPU_14477	BRALA07186
STRPU_08419	BRALA23313
STRPU_17371	BRALA02664
STRPU_18171	BRALA00765
STRPU_04948	BRALA08213
STRPU_22080	BRALA00111
STRPU_14404	BRALA00406
STRPU_19587	BRALA18369
STRPU_25586	BRALA19112
STRPU_27294	BRALA13497
STRPU_26994	BRALA17604
STRPU_15708	BRALA05427
STRPU_05869	BRALA16972
STRPU_09010	BRALA27390
STRPU_20673	BRALA29145
STRPU_26212	BRALA28438
STRPU_26332	BRALA09674
STRPU_26258	BRALA20020
STRPU_12476	BRALA11223
STRPU_10592	BRALA13874
STRPU_08649	BRALA23050
STRPU_05953	BRALA27359
STRPU_24829	BRALA09680
STRPU_21118	BRALA22261
STRPU_09566	BRALA13716
STRPU_21976	BRALA24489
STRPU_11440	BRALA28326
STRPU_14746	BRALA17732
STRPU_03310	BRALA34431
STRPU_19109	BRALA00991
STRPU_08127	BRALA10440
STRPU_05242	BRALA11889
STRPU_17911	BRALA19310
STRPU_12549	BRALA09847
STRPU_24758	BRALA15533
STRPU_08367	BRALA06537
STRPU_13816	BRALA32894
STRPU_14818	BRALA23901
STRPU_06447	BRALA05941
STRPU_06354	BRALA11730
STRPU_08821	BRALA10893
STRPU_13970	BRALA09161
STRPU_11506	BRALA12312
STRPU_05189	BRALA22150
STRPU_14311	BRALA34363
STRPU_03487	BRALA27664
STRPU_09856	BRALA21447
STRPU_20998	BRALA30382
STRPU_13486	BRALA09042
STRPU_08247	BRALA06449
STRPU_06802	BRALA06021
STRPU_21794	BRALA31348
STRPU_10771	BRALA05658
STRPU_20191	BRALA10043
STRPU_23365	BRALA19737
STRPU_26197	BRALA17170
STRPU_25055	BRALA16045
STRPU_07605	BRALA15155
STRPU_13183	BRALA09208
STRPU_10030	BRALA16380
STRPU_12652	BRALA22898
STRPU_23099	BRALA00236
STRPU_03489	BRALA31690
STRPU_18016	BRALA28634
STRPU_22372	BRALA34105
STRPU_21965	BRALA24004
STRPU_12598	BRALA21792
STRPU_20038	BRALA18333
STRPU_20907	BRALA31003
STRPU_04477	BRALA03838
STRPU_22610	BRALA30027
STRPU_26860	BRALA23182
STRPU_17723	BRALA08960
STRPU_04546	BRALA03973
STRPU_14491	BRALA17760
STRPU_23151	BRALA15342
STRPU_07707	BRALA15130
STRPU_26329	BRALA03215
STRPU_26129	BRALA13532
STRPU_26133	BRALA33348
STRPU_09908	BRALA23632
STRPU_26677	BRALA09513
STRPU_12927	BRALA07685
STRPU_03694	BRALA12053
STRPU_27358	BRALA23176
STRPU_20129	BRALA02596
STRPU_19996	BRALA02905
STRPU_05316	BRALA19389
STRPU_14015	BRALA07338
STRPU_18523	BRALA05260
STRPU_20601	BRALA13324
STRPU_12571	BRALA29780
STRPU_22370	BRALA15377
STRPU_24876	BRALA15991
STRPU_21286	BRALA15186
STRPU_21525	BRALA24136
STRPU_13410	BRALA21005
STRPU_14906	BRALA32821
STRPU_25588	BRALA03369
STRPU_10601	BRALA05488
STRPU_25254	BRALA03277
STRPU_05767	BRALA16981
STRPU_11343	BRALA05669
STRPU_25298	BRALA03289
STRPU_04612	BRALA18097
STRPU_06167	BRALA13594
STRPU_15402	BRALA28412
STRPU_24472	BRALA16020
STRPU_05192	BRALA19454
STRPU_04569	BRALA06731
STRPU_14594	BRALA24271
STRPU_12533	BRALA07724
STRPU_20496	BRALA15203
STRPU_25355	BRALA26597
STRPU_05419	BRALA22957
STRPU_08937	BRALA05859
STRPU_19575	BRALA28337
STRPU_06094	BRALA13584
STRPU_14742	BRALA07564
STRPU_15544	BRALA24632
STRPU_02774	BRALA21739
STRPU_07169	BRALA17895
STRPU_11465	BRALA33679
STRPU_10535	BRALA05499
STRPU_26354	BRALA16616
STRPU_20716	BRALA21201
STRPU_24409	BRALA09627
STRPU_20004	BRALA02572
STRPU_21316	BRALA22260
STRPU_24477	BRALA13743
STRPU_05006	BRALA16946
STRPU_16566	BRALA00532
STRPU_26247	BRALA09812
STRPU_04383	BRALA03897
STRPU_19740	BRALA31718
STRPU_03707	BRALA12054
STRPU_27301	BRALA15087
STRPU_22636	BRALA17339
STRPU_07783	BRALA18535
STRPU_22699	BRALA18049
STRPU_21591	BRALA13424
STRPU_23618	BRALA09544
STRPU_12534	BRALA29771
STRPU_13012	BRALA23863
STRPU_17811	BRALA24813
STRPU_17683	BRALA19007
STRPU_20796	BRALA31449
STRPU_08007	BRALA01713
STRPU_23262	BRALA10952
STRPU_26964	BRALA09476
STRPU_27428	BRALA22837
STRPU_23722	BRALA00519
STRPU_03333	BRALA04605
STRPU_13973	BRALA14478
STRPU_25907	BRALA03347
STRPU_25106	BRALA29363
STRPU_25826	BRALA29428
STRPU_17292	BRALA27520
STRPU_18056	BRALA33597
STRPU_08274	BRALA06415
STRPU_11079	BRALA06428
STRPU_05919	BRALA08070
STRPU_13723	BRALA14155
STRPU_05786	BRALA08114
STRPU_13521	BRALA20271
STRPU_04372	BRALA06666
STRPU_16842	BRALA07121
STRPU_09917	BRALA22364
STRPU_10285	BRALA21693
STRPU_23754	BRALA15016
STRPU_02791	BRALA01041
STRPU_11711	BRALA08810
STRPU_19465	BRALA35910
STRPU_26417	BRALA30343
STRPU_20791	BRALA28837
STRPU_03693	BRALA29054
STRPU_23049	BRALA08674
STRPU_23765	BRALA10726
STRPU_06387	BRALA14191
STRPU_26039	BRALA28440
STRPU_26572	BRALA06405
STRPU_05904	BRALA03794
STRPU_14514	BRALA29414
STRPU_06173	BRALA16206
STRPU_17431	BRALA22055
STRPU_15541	BRALA23584
STRPU_07709	BRALA17551
STRPU_05922	BRALA19446
STRPU_23704	BRALA09255
STRPU_19043	BRALA01008
STRPU_20766	BRALA21470
STRPU_24351	BRALA25601
STRPU_25112	BRALA04850
STRPU_04465	BRALA03837
STRPU_24463	BRALA02160
STRPU_04450	BRALA06867
STRPU_21008	BRALA11959
STRPU_22082	BRALA10674
STRPU_16032	BRALA22169
STRPU_05957	BRALA05811
STRPU_24827	BRALA10284
STRPU_07009	BRALA13653
STRPU_26988	BRALA16542
STRPU_25830	BRALA16504
STRPU_21868	BRALA22108
STRPU_22839	BRALA18989
STRPU_23179	BRALA09381
STRPU_27106	BRALA14635
STRPU_05816	BRALA18690
STRPU_23715	BRALA12771
STRPU_02771	BRALA24486
STRPU_08160	BRALA10442
STRPU_13534	BRALA14069
STRPU_08366	BRALA06538
STRPU_25922	BRALA13678
STRPU_17083	BRALA28207
STRPU_25502	BRALA09466
STRPU_05329	BRALA20191
STRPU_11749	BRALA02107
STRPU_13972	BRALA09181
STRPU_08950	BRALA11256
STRPU_10824	BRALA08666
STRPU_21803	BRALA18900
STRPU_10459	BRALA25886
STRPU_20269	BRALA02746
STRPU_06768	BRALA12189
STRPU_10227	BRALA11537
STRPU_26998	BRALA03270
STRPU_16484	BRALA19194
STRPU_08337	BRALA06466
STRPU_06156	BRALA13611
STRPU_17208	BRALA30436
STRPU_17797	BRALA11230
STRPU_05396	BRALA12681
STRPU_24333	BRALA16012
STRPU_22056	BRALA04264
STRPU_11187	BRALA14416
STRPU_06139	BRALA13606
STRPU_19013	BRALA01103
STRPU_26542	BRALA08427
STRPU_17682	BRALA04404
STRPU_20828	BRALA31039
STRPU_24084	BRALA11309
STRPU_13526	BRALA29072
STRPU_15358	BRALA32456
STRPU_12683	BRALA23861
STRPU_18704	BRALA01215
STRPU_12460	BRALA26111
STRPU_08958	BRALA18625
STRPU_20522	BRALA11938
STRPU_25653	BRALA03213
STRPU_20973	BRALA29459
STRPU_20816	BRALA26154
STRPU_15001	BRALA07188
STRPU_18650	BRALA01101
STRPU_12444	BRALA25396
STRPU_25920	BRALA03147
STRPU_06176	BRALA13676
STRPU_00668	BRALA27874
STRPU_14021	BRALA19390
STRPU_19238	BRALA05242
STRPU_18718	BRALA06601
STRPU_11540	BRALA02216
STRPU_12346	BRALA00021
STRPU_12928	BRALA29770
STRPU_24664	BRALA13748
STRPU_03628	BRALA21190
STRPU_13331	BRALA20262
STRPU_19844	BRALA10188
STRPU_13243	BRALA09049
STRPU_26942	BRALA18514
STRPU_09542	BRALA20633
STRPU_20021	BRALA11171
STRPU_08289	BRALA26384
STRPU_24954	BRALA04797
STRPU_25378	BRALA03319
STRPU_06480	BRALA12183
STRPU_22833	BRALA22685
STRPU_23399	BRALA00513
STRPU_17504	BRALA25406
STRPU_13804	BRALA15442
STRPU_21292	BRALA28981
STRPU_11466	BRALA08607
STRPU_05469	BRALA12644
STRPU_09310	BRALA11409
STRPU_05943	BRALA19740
STRPU_26251	BRALA12448
STRPU_15353	BRALA22201
STRPU_11354	BRALA18001
STRPU_23149	BRALA24858
STRPU_21180	BRALA22124
STRPU_21838	BRALA23447
STRPU_23382	BRALA00223
STRPU_10736	BRALA15789
STRPU_25497	BRALA03180
STRPU_08404	BRALA25289
STRPU_23475	BRALA25728
STRPU_10598	BRALA06705
STRPU_23510	BRALA28052
STRPU_12715	BRALA04508
STRPU_24559	BRALA21136
STRPU_06948	BRALA15290
STRPU_26079	BRALA03450
STRPU_20585	BRALA24431
STRPU_24000	BRALA29772
STRPU_23278	BRALA11073
STRPU_21339	BRALA25705
STRPU_22017	BRALA10652
STRPU_23138	BRALA17317
STRPU_18405	BRALA00795
STRPU_26384	BRALA15039
STRPU_25890	BRALA22426
STRPU_18383	BRALA01261
STRPU_24858	BRALA09763
STRPU_17420	BRALA28199
STRPU_15902	BRALA14917
STRPU_04957	BRALA29821
STRPU_14376	BRALA18476
STRPU_25025	BRALA04825
STRPU_24465	BRALA32040
STRPU_21605	BRALA18856
STRPU_21623	BRALA30885
STRPU_04868	BRALA09690
STRPU_14413	BRALA20015
STRPU_15385	BRALA31684
STRPU_22612	BRALA07884
STRPU_20416	BRALA18484
