BRALA00047	OFUSG13305.1
BRALA16666	OFUSG17339.1
BRALA18488	OFUSG09196.1
BRALA29056	OFUSG19562.1
BRALA15041	OFUSG19684.1
BRALA30971	OFUSG11284.1
BRALA12818	OFUSG05488.1
BRALA22292	OFUSG09603.1
BRALA22285	OFUSG12113.1
BRALA34098	OFUSG22958.1
BRALA33115	OFUSG24116.1
BRALA24254	OFUSG24004.1
BRALA34295	OFUSG22017.1
BRALA26231	OFUSG11408.1
BRALA19944	OFUSG20631.1
BRALA24387	OFUSG26552.1
BRALA05474	OFUSG17507.1
BRALA23203	OFUSG20057.1
BRALA17585	OFUSG09019.1
BRALA30427	OFUSG00084.1
BRALA23671	OFUSG07280.1
BRALA16312	OFUSG05907.1
BRALA31447	OFUSG12277.1
BRALA06073	OFUSG24838.1
BRALA06359	OFUSG18463.1
BRALA20237	OFUSG04951.1
BRALA09778	OFUSG17694.1
BRALA18620	OFUSG10120.1
BRALA25357	OFUSG10039.1
BRALA35029	OFUSG00543.1
BRALA18717	OFUSG02291.1
BRALA04756	OFUSG04551.1
BRALA34327	OFUSG19116.1
BRALA12062	OFUSG12513.1
BRALA12042	OFUSG12213.1
BRALA08232	OFUSG03455.1
BRALA34066	OFUSG01448.1
BRALA29422	OFUSG15741.1
BRALA01179	OFUSG16524.1
BRALA03031	OFUSG07971.1
BRALA14091	OFUSG04307.1
BRALA28684	OFUSG20390.1
BRALA15910	OFUSG03000.1
BRALA23984	OFUSG19290.1
BRALA30304	OFUSG25106.1
BRALA04006	OFUSG18054.1
BRALA19366	OFUSG15647.1
BRALA13987	OFUSG10646.1
BRALA19997	OFUSG23178.1
BRALA00151	OFUSG23715.1
BRALA06679	OFUSG26287.1
BRALA04704	OFUSG12992.1
BRALA06151	OFUSG24759.1
BRALA29438	OFUSG10102.1
BRALA14254	OFUSG14583.1
BRALA17301	OFUSG06190.1
BRALA17093	OFUSG20992.1
BRALA24870	OFUSG17108.1
BRALA11882	OFUSG02698.1
BRALA34333	OFUSG12336.1
BRALA15924	OFUSG02911.1
BRALA19743	OFUSG19091.1
BRALA24790	OFUSG19343.1
BRALA02658	OFUSG00428.1
BRALA11877	OFUSG03898.1
BRALA27140	OFUSG14315.1
BRALA13791	OFUSG23484.1
BRALA03348	OFUSG22793.1
BRALA02281	OFUSG01013.1
BRALA32464	OFUSG18839.1
BRALA28908	OFUSG25095.1
BRALA28965	OFUSG25738.1
BRALA16395	OFUSG06967.1
BRALA01823	OFUSG26350.1
BRALA08065	OFUSG20307.1
BRALA23787	OFUSG13114.1
BRALA29060	OFUSG11927.1
BRALA10884	OFUSG21699.1
BRALA04178	OFUSG04049.1
BRALA10821	OFUSG11699.1
BRALA03751	OFUSG10754.1
BRALA01352	OFUSG26572.1
BRALA10363	OFUSG12773.1
BRALA23941	OFUSG15140.1
BRALA27485	OFUSG09944.1
BRALA16693	OFUSG17329.1
BRALA09391	OFUSG06294.1
BRALA25697	OFUSG08987.1
BRALA06736	OFUSG17971.1
BRALA28894	OFUSG05362.1
BRALA23035	OFUSG10348.1
BRALA20375	OFUSG02979.5
BRALA19113	OFUSG04938.1
BRALA12741	OFUSG06456.1
BRALA19410	OFUSG02810.1
BRALA12949	OFUSG16871.1
BRALA16221	OFUSG26957.1
BRALA21917	OFUSG05974.1
BRALA09386	OFUSG06061.1
BRALA11189	OFUSG10209.1
BRALA23985	OFUSG15651.1
BRALA06602	OFUSG04667.1
BRALA26853	OFUSG23823.1
BRALA14198	OFUSG23185.1
BRALA07237	OFUSG22700.1
BRALA11135	OFUSG10878.1
BRALA08285	OFUSG02626.1
BRALA05146	OFUSG21117.1
BRALA12896	OFUSG25751.1
BRALA03648	OFUSG18361.1
BRALA31282	OFUSG21718.1
BRALA14452	OFUSG03932.1
BRALA02228	OFUSG00233.1
BRALA22690	OFUSG06595.1
BRALA16041	OFUSG23497.1
BRALA12339	OFUSG00748.1
BRALA32119	OFUSG12829.1
BRALA10201	OFUSG13575.1
BRALA05665	OFUSG21407.1
BRALA25729	OFUSG19315.1
BRALA16686	OFUSG13392.1
BRALA16362	OFUSG19300.1
BRALA19175	OFUSG23063.1
BRALA02545	OFUSG07429.1
BRALA18397	OFUSG26592.1
BRALA16528	OFUSG08957.1
BRALA21753	OFUSG09367.1
BRALA23588	OFUSG15115.1
BRALA16700	OFUSG17337.1
BRALA22310	OFUSG03903.1
BRALA18893	OFUSG11713.1
BRALA19535	OFUSG07211.1
BRALA05428	OFUSG17483.1
BRALA35265	OFUSG13455.1
BRALA13754	OFUSG13694.1
BRALA14934	OFUSG22665.1
BRALA09177	OFUSG24290.1
BRALA15993	OFUSG13744.1
BRALA03624	OFUSG10388.1
BRALA14237	OFUSG13782.1
BRALA17306	OFUSG18690.1
BRALA20883	OFUSG12548.1
BRALA00218	OFUSG13425.1
BRALA15281	OFUSG07023.1
BRALA20221	OFUSG10104.1
BRALA28370	OFUSG05741.1
BRALA24694	OFUSG22028.1
BRALA19189	OFUSG01690.1
BRALA11408	OFUSG05859.1
BRALA06641	OFUSG10684.1
BRALA13625	OFUSG26414.1
BRALA02259	OFUSG01669.1
BRALA32765	OFUSG26002.1
BRALA08374	OFUSG18728.1
BRALA18244	OFUSG07334.2
BRALA10345	OFUSG17212.1
BRALA19352	OFUSG22136.1
BRALA18296	OFUSG25596.1
BRALA00564	OFUSG13207.1
BRALA21417	OFUSG18647.1
BRALA30819	OFUSG23636.1
BRALA31037	OFUSG22091.1
BRALA00627	OFUSG17238.1
BRALA02157	OFUSG01792.1
BRALA10099	OFUSG25539.1
BRALA33995	OFUSG08581.1
BRALA02559	OFUSG07245.1
BRALA08270	OFUSG07879.1
BRALA27366	OFUSG11149.1
BRALA28983	OFUSG05883.1
BRALA02516	OFUSG00245.1
BRALA25695	OFUSG08825.1
BRALA07409	OFUSG04536.1
BRALA12225	OFUSG14095.1
BRALA00541	OFUSG21297.1
BRALA15011	OFUSG22455.1
BRALA15012	OFUSG22452.1
BRALA11592	OFUSG25767.1
BRALA20520	OFUSG06295.1
BRALA19451	OFUSG02754.1
BRALA15200	OFUSG21541.1
BRALA24008	OFUSG08071.1
BRALA03321	OFUSG05291.1
BRALA06506	OFUSG11081.1
BRALA12366	OFUSG00773.1
BRALA22884	OFUSG15317.1
BRALA14039	OFUSG03914.1
BRALA02242	OFUSG08118.1
BRALA09460	OFUSG08431.1
BRALA22272	OFUSG11662.1
BRALA10146	OFUSG25414.1
BRALA13330	OFUSG12535.1
BRALA21319	OFUSG07312.1
BRALA09926	OFUSG05792.1
BRALA25637	OFUSG20501.1
BRALA22485	OFUSG21826.1
BRALA25278	OFUSG09701.1
BRALA12831	OFUSG17217.1
BRALA34458	OFUSG04382.1
BRALA21273	OFUSG16889.1
BRALA30670	OFUSG18679.1
BRALA03258	OFUSG05021.1
BRALA02540	OFUSG05255.1
BRALA27623	OFUSG07809.1
BRALA32124	OFUSG10301.1
BRALA31683	OFUSG00463.1
BRALA16372	OFUSG19263.1
BRALA23571	OFUSG22551.1
BRALA03827	OFUSG10309.1
BRALA05370	OFUSG16867.1
BRALA23065	OFUSG12797.1
BRALA21289	OFUSG17060.1
BRALA17605	OFUSG09698.1
BRALA09693	OFUSG16874.1
BRALA35912	OFUSG18080.1
BRALA25286	OFUSG11194.1
BRALA03121	OFUSG05340.1
BRALA01241	OFUSG26289.1
BRALA05520	OFUSG17524.1
BRALA16529	OFUSG19651.1
BRALA18725	OFUSG03772.1
BRALA11488	OFUSG05769.1
BRALA23417	OFUSG00110.1
BRALA01597	OFUSG20266.1
BRALA07432	OFUSG16099.1
BRALA13350	OFUSG25302.1
BRALA28067	OFUSG03096.1
BRALA15819	OFUSG12732.1
BRALA19610	OFUSG17157.1
BRALA04397	OFUSG06719.1
BRALA24423	OFUSG21956.1
BRALA14479	OFUSG03865.1
BRALA16960	OFUSG07887.1
BRALA34155	OFUSG12011.1
BRALA28381	OFUSG18965.1
BRALA12757	OFUSG18691.1
BRALA31819	OFUSG05602.1
BRALA01567	OFUSG13226.1
BRALA11760	OFUSG03109.1
BRALA09265	OFUSG03901.1
BRALA18626	OFUSG10628.1
BRALA02287	OFUSG08206.1
BRALA04094	OFUSG00118.1
BRALA25349	OFUSG10958.1
BRALA34597	OFUSG18888.1
BRALA18608	OFUSG26575.1
BRALA01030	OFUSG20908.1
BRALA23094	OFUSG09931.1
BRALA27934	OFUSG06674.1
BRALA24475	OFUSG06869.1
BRALA21968	OFUSG11192.1
BRALA01809	OFUSG23492.1
BRALA16598	OFUSG09260.1
BRALA28633	OFUSG00906.1
BRALA06846	OFUSG08910.1
BRALA27591	OFUSG18905.1
BRALA01127	OFUSG20630.1
BRALA19185	OFUSG01327.1
BRALA28427	OFUSG22628.1
BRALA15282	OFUSG06908.1
BRALA14969	OFUSG24084.1
BRALA27168	OFUSG13132.1
BRALA03835	OFUSG10676.1
BRALA19721	OFUSG18764.1
BRALA18340	OFUSG08278.1
BRALA33877	OFUSG19669.1
BRALA31536	OFUSG15335.1
BRALA22056	OFUSG00045.1
BRALA10883	OFUSG21698.1
BRALA18469	OFUSG07112.1
BRALA09770	OFUSG17078.1
BRALA24495	OFUSG05675.1
BRALA11000	OFUSG06331.1
BRALA23864	OFUSG09939.1
BRALA23865	OFUSG13257.1
BRALA28306	OFUSG02086.1
BRALA13875	OFUSG26432.1
BRALA04725	OFUSG04578.1
BRALA16210	OFUSG03441.1
BRALA15102	OFUSG08759.1
BRALA05892	OFUSG24613.1
BRALA14363	OFUSG23671.1
BRALA18691	OFUSG03012.1
BRALA12059	OFUSG08839.1
BRALA04598	OFUSG04490.1
BRALA22029	OFUSG04999.1
BRALA14568	OFUSG19621.1
BRALA10140	OFUSG08254.1
BRALA16527	OFUSG09021.1
BRALA17389	OFUSG12169.1
BRALA01612	OFUSG09804.1
BRALA13666	OFUSG17294.1
BRALA21916	OFUSG20951.1
BRALA34260	OFUSG01151.1
BRALA21275	OFUSG12938.1
BRALA04460	OFUSG04633.1
BRALA00325	OFUSG13331.1
BRALA07055	OFUSG16187.1
BRALA03685	OFUSG18031.1
BRALA00518	OFUSG21299.1
BRALA25355	OFUSG09947.1
BRALA25648	OFUSG06309.1
BRALA16595	OFUSG20064.1
BRALA01156	OFUSG17201.1
BRALA18633	OFUSG10902.1
BRALA13017	OFUSG10012.1
BRALA11375	OFUSG16158.1
BRALA10096	OFUSG25502.1
BRALA14472	OFUSG02343.1
BRALA09088	OFUSG16450.1
BRALA26598	OFUSG20469.1
BRALA04329	OFUSG04005.1
BRALA12463	OFUSG20794.1
BRALA14064	OFUSG03946.1
BRALA05434	OFUSG13593.1
BRALA09157	OFUSG04570.1
BRALA22954	OFUSG02029.1
BRALA28877	OFUSG05600.1
BRALA09225	OFUSG06103.1
BRALA07902	OFUSG16805.1
BRALA21829	OFUSG25573.1
BRALA20035	OFUSG05739.1
BRALA16767	OFUSG20990.1
BRALA21409	OFUSG06501.1
BRALA23022	OFUSG10293.1
BRALA16004	OFUSG23496.1
BRALA02399	OFUSG00686.1
BRALA17852	OFUSG13029.1
BRALA17124	OFUSG16726.1
BRALA13435	OFUSG07911.1
BRALA19031	OFUSG01108.1
BRALA11231	OFUSG10374.1
BRALA01757	OFUSG13204.1
BRALA14362	OFUSG23674.1
BRALA32334	OFUSG23366.1
BRALA07126	OFUSG16508.1
BRALA14607	OFUSG08809.1
BRALA02638	OFUSG17956.1
BRALA12038	OFUSG25364.1
BRALA24100	OFUSG08157.1
BRALA05473	OFUSG13589.1
BRALA00696	OFUSG23512.1
BRALA25125	OFUSG08827.1
BRALA23646	OFUSG08100.1
BRALA29533	OFUSG06924.1
BRALA21198	OFUSG12284.1
BRALA01134	OFUSG23436.1
BRALA21794	OFUSG07747.1
BRALA34167	OFUSG07143.1
BRALA17522	OFUSG09928.1
BRALA14467	OFUSG15848.1
BRALA23724	OFUSG01059.1
BRALA17015	OFUSG03863.1
BRALA30716	OFUSG12626.1
BRALA12755	OFUSG18694.1
BRALA18863	OFUSG09220.1
BRALA25856	OFUSG17066.1
BRALA16740	OFUSG10261.1
BRALA29308	OFUSG07080.1
BRALA19970	OFUSG22980.1
BRALA00093	OFUSG17693.1
BRALA05624	OFUSG12849.1
BRALA24515	OFUSG00488.1
BRALA18952	OFUSG19192.1
BRALA03143	OFUSG13414.1
BRALA26566	OFUSG20297.1
BRALA19409	OFUSG20677.1
BRALA16711	OFUSG11060.1
BRALA31033	OFUSG23284.1
BRALA32177	OFUSG04486.1
BRALA09052	OFUSG09068.1
BRALA19187	OFUSG01438.1
BRALA03340	OFUSG04954.1
BRALA19714	OFUSG06423.1
BRALA18800	OFUSG25667.1
BRALA01090	OFUSG06983.1
BRALA29394	OFUSG05195.1
BRALA06429	OFUSG10861.1
BRALA25353	OFUSG10356.1
BRALA10356	OFUSG17077.1
BRALA03811	OFUSG10992.1
BRALA19420	OFUSG03655.1
BRALA05555	OFUSG21387.1
BRALA10868	OFUSG09065.1
BRALA21446	OFUSG03705.1
BRALA22931	OFUSG00481.1
BRALA13717	OFUSG23560.1
BRALA21415	OFUSG05766.1
BRALA17596	OFUSG06668.1
BRALA27337	OFUSG05118.1
BRALA02842	OFUSG07448.1
BRALA15659	OFUSG01216.1
BRALA17319	OFUSG06066.1
BRALA27607	OFUSG05404.1
BRALA21118	OFUSG13762.1
BRALA02789	OFUSG14221.1
BRALA04449	OFUSG26167.1
BRALA00315	OFUSG06914.1
BRALA16546	OFUSG19682.1
BRALA30351	OFUSG11473.1
BRALA21704	OFUSG06704.1
BRALA07349	OFUSG24334.1
BRALA03050	OFUSG08415.1
BRALA21811	OFUSG07600.1
BRALA19297	OFUSG01254.1
BRALA15182	OFUSG11282.1
BRALA15033	OFUSG09820.1
BRALA15994	OFUSG13289.1
BRALA06378	OFUSG18199.1
BRALA06379	OFUSG18520.1
BRALA15163	OFUSG11682.1
BRALA26266	OFUSG18306.1
BRALA16261	OFUSG06768.1
BRALA21807	OFUSG25488.1
BRALA14443	OFUSG04233.1
BRALA30315	OFUSG00219.1
BRALA05761	OFUSG12835.1
BRALA01611	OFUSG08683.1
BRALA00896	OFUSG23627.1
BRALA23816	OFUSG14257.1
BRALA20063	OFUSG19403.1
BRALA15031	OFUSG20056.1
BRALA11582	OFUSG24988.1
BRALA24783	OFUSG18789.1
BRALA11445	OFUSG06274.1
BRALA08005	OFUSG16361.1
BRALA23768	OFUSG23663.1
BRALA04852	OFUSG04059.1
BRALA20668	OFUSG17832.1
BRALA19321	OFUSG00031.1
BRALA26936	OFUSG25556.1
BRALA22723	OFUSG05645.1
BRALA24429	OFUSG11743.1
BRALA24446	OFUSG17722.1
BRALA06113	OFUSG14490.1
BRALA08278	OFUSG03698.1
BRALA17436	OFUSG11237.1
BRALA12337	OFUSG19115.1
BRALA04278	OFUSG15953.1
BRALA08898	OFUSG00192.1
BRALA18512	OFUSG09780.1
BRALA22735	OFUSG02430.1
BRALA29427	OFUSG05066.1
BRALA23005	OFUSG00367.1
BRALA13724	OFUSG12915.1
BRALA26575	OFUSG22772.1
BRALA12140	OFUSG24695.1
BRALA19092	OFUSG20296.1
BRALA03733	OFUSG18006.1
BRALA23721	OFUSG00473.1
BRALA14453	OFUSG04254.1
BRALA05610	OFUSG16954.1
BRALA05443	OFUSG21486.1
BRALA03296	OFUSG00021.1
BRALA02295	OFUSG01262.1
BRALA25275	OFUSG10879.1
BRALA01444	OFUSG23661.1
BRALA02585	OFUSG26009.1
BRALA01058	OFUSG21104.1
BRALA25602	OFUSG06517.1
BRALA24502	OFUSG01428.1
BRALA05196	OFUSG23620.1
BRALA20467	OFUSG06614.1
BRALA34122	OFUSG01619.1
BRALA01293	OFUSG01622.1
BRALA12422	OFUSG25022.1
BRALA21665	OFUSG05456.1
BRALA29298	OFUSG06825.1
BRALA14249	OFUSG19164.1
BRALA02049	OFUSG00160.1
BRALA15284	OFUSG18740.1
BRALA30111	OFUSG02993.1
BRALA16702	OFUSG21108.1
BRALA20185	OFUSG02744.1
BRALA02632	OFUSG08034.1
BRALA02491	OFUSG01617.1
BRALA09640	OFUSG13571.1
BRALA34272	OFUSG02999.1
BRALA24386	OFUSG00814.1
BRALA26387	OFUSG17824.1
BRALA12045	OFUSG19570.1
BRALA31035	OFUSG11226.1
BRALA04290	OFUSG14929.1
BRALA17785	OFUSG09521.1
BRALA03399	OFUSG05144.1
BRALA22301	OFUSG11220.1
BRALA25838	OFUSG05977.1
BRALA05336	OFUSG00216.1
BRALA31907	OFUSG22075.1
BRALA28671	OFUSG16319.1
BRALA24418	OFUSG26830.1
BRALA00327	OFUSG25436.1
BRALA14573	OFUSG08227.1
BRALA01057	OFUSG13400.1
BRALA28666	OFUSG18112.1
BRALA06852	OFUSG10690.1
BRALA21712	OFUSG05810.1
BRALA12884	OFUSG16971.1
BRALA09309	OFUSG05700.1
BRALA07122	OFUSG09938.1
BRALA15067	OFUSG22331.1
BRALA02398	OFUSG25454.1
BRALA33134	OFUSG13879.1
BRALA27308	OFUSG20348.1
BRALA19457	OFUSG24239.1
BRALA24484	OFUSG11341.1
BRALA35222	OFUSG16592.1
BRALA10430	OFUSG18315.1
BRALA30314	OFUSG21709.1
BRALA12147	OFUSG24694.1
BRALA13287	OFUSG12090.1
BRALA20551	OFUSG04760.1
BRALA19286	OFUSG01682.1
BRALA05335	OFUSG23417.1
BRALA26134	OFUSG11618.1
BRALA14677	OFUSG09669.1
BRALA19274	OFUSG01859.1
BRALA10276	OFUSG00446.1
BRALA12739	OFUSG06348.1
BRALA24410	OFUSG19554.1
BRALA35170	OFUSG06161.1
BRALA10732	OFUSG26463.1
BRALA15092	OFUSG09713.1
BRALA28842	OFUSG25074.1
BRALA08841	OFUSG00824.1
BRALA22286	OFUSG25150.1
BRALA22527	OFUSG16459.1
BRALA00733	OFUSG13064.1
BRALA17282	OFUSG16929.1
BRALA27555	OFUSG07959.1
BRALA11637	OFUSG11070.1
BRALA34877	OFUSG00723.1
BRALA04243	OFUSG24301.1
BRALA10466	OFUSG10593.1
BRALA18327	OFUSG25471.1
BRALA17054	OFUSG16756.1
BRALA24719	OFUSG00778.1
BRALA26090	OFUSG10667.1
BRALA29301	OFUSG06016.1
BRALA08294	OFUSG02739.1
BRALA20296	OFUSG04397.1
BRALA31261	OFUSG14219.1
BRALA01474	OFUSG16877.1
BRALA25007	OFUSG12099.1
BRALA28518	OFUSG13172.1
BRALA24215	OFUSG24648.1
BRALA11298	OFUSG16668.1
BRALA00652	OFUSG17304.1
BRALA07368	OFUSG16191.1
BRALA33199	OFUSG06671.1
BRALA30875	OFUSG06669.1
BRALA20617	OFUSG07270.1
BRALA07608	OFUSG07584.1
BRALA21352	OFUSG25572.1
BRALA10432	OFUSG10944.1
BRALA34474	OFUSG19005.1
BRALA01671	OFUSG24702.1
BRALA18745	OFUSG26433.1
BRALA18855	OFUSG21004.1
BRALA23943	OFUSG08891.1
BRALA01428	OFUSG13311.1
BRALA20061	OFUSG18704.1
BRALA19617	OFUSG12847.1
BRALA25003	OFUSG09323.1
BRALA17850	OFUSG25444.1
BRALA08686	OFUSG13719.1
BRALA30068	OFUSG17737.1
BRALA04625	OFUSG04663.1
BRALA25788	OFUSG19824.1
BRALA15362	OFUSG05290.1
BRALA09427	OFUSG05882.1
BRALA12128	OFUSG14516.1
BRALA16353	OFUSG06800.1
BRALA06179	OFUSG18236.1
BRALA24513	OFUSG00273.1
BRALA11936	OFUSG21378.1
BRALA19957	OFUSG00701.1
BRALA19738	OFUSG19191.1
BRALA07433	OFUSG24310.1
BRALA26159	OFUSG25041.1
BRALA00106	OFUSG21150.1
BRALA18127	OFUSG24269.1
BRALA12146	OFUSG24993.1
BRALA21716	OFUSG04655.1
BRALA19064	OFUSG20857.1
BRALA03854	OFUSG10672.1
BRALA26080	OFUSG05939.1
BRALA20324	OFUSG19454.1
BRALA04798	OFUSG04504.1
BRALA00725	OFUSG23353.1
BRALA16339	OFUSG05575.1
BRALA26238	OFUSG11703.1
BRALA13050	OFUSG10640.1
BRALA16129	OFUSG17098.1
BRALA03590	OFUSG02603.1
BRALA20094	OFUSG19368.1
BRALA17055	OFUSG16755.1
BRALA15876	OFUSG03257.1
BRALA33857	OFUSG12556.1
BRALA20859	OFUSG11737.1
BRALA03251	OFUSG20862.1
BRALA30311	OFUSG25107.1
BRALA28411	OFUSG24213.1
BRALA25028	OFUSG09999.1
BRALA05742	OFUSG24264.1
BRALA22830	OFUSG15336.1
BRALA03093	OFUSG23107.1
BRALA18596	OFUSG20907.1
BRALA09090	OFUSG15931.1
BRALA26674	OFUSG13655.1
BRALA15960	OFUSG23701.1
BRALA03705	OFUSG18108.1
BRALA25002	OFUSG08871.1
BRALA18489	OFUSG09197.1
BRALA34160	OFUSG19109.1
BRALA10180	OFUSG09599.1
BRALA18749	OFUSG23247.1
BRALA15853	OFUSG13233.1
BRALA11235	OFUSG17809.1
BRALA21571	OFUSG12590.1
BRALA11898	OFUSG02738.1
BRALA10204	OFUSG21302.1
BRALA14197	OFUSG14483.1
BRALA22724	OFUSG23262.1
BRALA25785	OFUSG26279.1
BRALA24657	OFUSG08927.1
BRALA05741	OFUSG13174.1
BRALA08296	OFUSG02524.1
BRALA29141	OFUSG12266.1
BRALA10118	OFUSG22911.1
BRALA02512	OFUSG24821.1
BRALA03749	OFUSG10303.1
BRALA26683	OFUSG21308.1
BRALA10361	OFUSG22307.1
BRALA19445	OFUSG03080.1
BRALA09457	OFUSG20013.1
BRALA04444	OFUSG04270.1
BRALA19111	OFUSG20642.1
BRALA03608	OFUSG10442.1
BRALA31423	OFUSG22437.1
BRALA01991	OFUSG00346.1
BRALA12493	OFUSG20277.1
BRALA05544	OFUSG06518.1
BRALA18525	OFUSG09567.1
BRALA09426	OFUSG19458.1
BRALA01934	OFUSG19656.1
BRALA20006	OFUSG12672.1
BRALA30535	OFUSG00740.1
BRALA14565	OFUSG19618.1
BRALA14728	OFUSG23553.1
BRALA14966	OFUSG08115.1
BRALA17769	OFUSG12510.1
BRALA03278	OFUSG23204.1
BRALA15160	OFUSG11522.1
BRALA03150	OFUSG20422.1
BRALA31457	OFUSG11291.1
BRALA05406	OFUSG12754.1
BRALA03748	OFUSG10157.1
BRALA08303	OFUSG09630.1
BRALA18722	OFUSG03171.1
BRALA32511	OFUSG06251.1
BRALA32145	OFUSG15532.1
BRALA05979	OFUSG14746.1
BRALA29843	OFUSG19501.1
BRALA14639	OFUSG21306.1
BRALA16636	OFUSG26453.1
BRALA11162	OFUSG10009.1
BRALA23893	OFUSG00660.1
BRALA03711	OFUSG10951.1
BRALA07958	OFUSG24234.1
BRALA16894	OFUSG20320.1
BRALA02958	OFUSG07970.1
BRALA16278	OFUSG19262.1
BRALA27284	OFUSG25561.1
BRALA11243	OFUSG10081.1
BRALA02487	OFUSG01252.1
BRALA16694	OFUSG21097.1
BRALA34818	OFUSG01104.1
BRALA09811	OFUSG23537.1
BRALA17672	OFUSG18623.1
BRALA28777	OFUSG03372.1
BRALA13776	OFUSG21216.1
BRALA11460	OFUSG06444.1
BRALA25017	OFUSG12334.1
BRALA05133	OFUSG12737.1
BRALA11786	OFUSG03846.1
BRALA11506	OFUSG19298.1
BRALA22739	OFUSG03491.1
BRALA14976	OFUSG15590.1
BRALA18640	OFUSG11142.1
BRALA28668	OFUSG03471.1
BRALA04177	OFUSG12551.1
BRALA23589	OFUSG15122.1
BRALA12127	OFUSG01419.1
BRALA26083	OFUSG06694.1
BRALA12360	OFUSG00516.1
BRALA18778	OFUSG16980.1
BRALA14329	OFUSG12778.1
BRALA26681	OFUSG21237.1
BRALA02915	OFUSG13727.1
BRALA18746	OFUSG07938.1
BRALA09608	OFUSG17647.1
BRALA15298	OFUSG05940.1
BRALA22732	OFUSG19521.1
BRALA27825	OFUSG16040.1
BRALA01978	OFUSG26828.1
BRALA23445	OFUSG12581.1
BRALA24172	OFUSG04532.1
BRALA15183	OFUSG11817.1
BRALA23102	OFUSG07493.1
BRALA02910	OFUSG08176.1
BRALA13645	OFUSG09597.1
BRALA16557	OFUSG21375.1
BRALA29279	OFUSG23996.1
BRALA07819	OFUSG12091.1
BRALA26859	OFUSG15296.1
BRALA29460	OFUSG15382.1
BRALA31059	OFUSG07867.1
BRALA31166	OFUSG20032.1
BRALA01390	OFUSG21856.1
BRALA21477	OFUSG12014.1
BRALA02586	OFUSG25604.1
BRALA01537	OFUSG15853.1
BRALA01195	OFUSG17299.1
BRALA20609	OFUSG26694.1
BRALA06733	OFUSG18030.1
BRALA03731	OFUSG17805.1
BRALA25078	OFUSG19024.1
BRALA26081	OFUSG06695.1
BRALA05724	OFUSG21440.1
BRALA21225	OFUSG20729.1
BRALA09786	OFUSG13116.1
BRALA00557	OFUSG17102.1
BRALA22916	OFUSG03686.1
BRALA04354	OFUSG16597.1
BRALA12217	OFUSG13040.1
BRALA29567	OFUSG11750.1
BRALA27206	OFUSG19201.1
BRALA27203	OFUSG19215.1
BRALA13744	OFUSG17204.1
BRALA00783	OFUSG21036.1
BRALA18257	OFUSG08241.1
BRALA21691	OFUSG06760.1
BRALA05463	OFUSG10004.1
BRALA25716	OFUSG09765.1
BRALA01893	OFUSG08631.1
BRALA17096	OFUSG12675.1
BRALA12773	OFUSG18745.1
BRALA30364	OFUSG14933.1
BRALA03413	OFUSG13533.1
BRALA16148	OFUSG20337.1
BRALA19083	OFUSG20676.1
BRALA01066	OFUSG04662.1
BRALA12464	OFUSG04747.1
BRALA17151	OFUSG07105.1
BRALA14199	OFUSG14517.1
BRALA01824	OFUSG21289.1
BRALA29326	OFUSG24126.1
BRALA29411	OFUSG15364.1
BRALA29153	OFUSG19542.1
BRALA11247	OFUSG10497.1
BRALA14581	OFUSG03473.1
BRALA01420	OFUSG09375.1
BRALA10746	OFUSG17696.1
BRALA08580	OFUSG23258.1
BRALA24714	OFUSG19643.1
BRALA03457	OFUSG20259.1
BRALA03392	OFUSG03509.1
BRALA13548	OFUSG08603.1
BRALA18946	OFUSG19255.1
BRALA08921	OFUSG01069.1
BRALA16481	OFUSG26923.1
BRALA19060	OFUSG00611.1
BRALA21955	OFUSG10248.1
BRALA13392	OFUSG08418.1
BRALA10106	OFUSG07230.1
BRALA03323	OFUSG20779.1
BRALA01903	OFUSG17190.1
BRALA34231	OFUSG00301.1
BRALA04628	OFUSG24304.1
BRALA18627	OFUSG10629.1
BRALA21608	OFUSG09055.1
BRALA22899	OFUSG08408.1
BRALA20619	OFUSG04151.1
BRALA22461	OFUSG02328.1
BRALA24832	OFUSG08755.1
BRALA22481	OFUSG12440.1
BRALA04514	OFUSG26259.1
BRALA24074	OFUSG06070.1
BRALA25445	OFUSG22450.1
BRALA18338	OFUSG26235.1
BRALA12190	OFUSG14215.1
BRALA01766	OFUSG26371.1
BRALA23188	OFUSG09566.1
BRALA06551	OFUSG21076.1
BRALA20597	OFUSG21962.1
BRALA21793	OFUSG25412.1
BRALA16772	OFUSG00322.1
BRALA23885	OFUSG10332.1
BRALA18758	OFUSG13290.1
BRALA18685	OFUSG03014.1
BRALA11196	OFUSG17819.1
BRALA07893	OFUSG16086.1
BRALA20376	OFUSG03583.1
BRALA26230	OFUSG11409.1
BRALA21822	OFUSG19069.1
BRALA12040	OFUSG25281.1
BRALA07078	OFUSG16071.1
BRALA00359	OFUSG17197.1
BRALA25649	OFUSG05691.1
BRALA21732	OFUSG26604.1
BRALA18970	OFUSG06133.1
BRALA10022	OFUSG08416.1
BRALA09819	OFUSG08340.1
BRALA02217	OFUSG00208.1
BRALA06062	OFUSG24698.1
BRALA14413	OFUSG07017.1
BRALA03335	OFUSG20338.1
BRALA07431	OFUSG04722.1
BRALA08582	OFUSG26445.1
BRALA23018	OFUSG09948.1
BRALA25555	OFUSG24827.1
BRALA25557	OFUSG24869.1
