AENJA_23461	OFUSG13305.1
AENJA_23794	OFUSG19626.1
AENJA_24151	OFUSG16213.1
AENJA_24484	OFUSG18769.1
AENJA_24759	OFUSG01086.1
AENJA_25185	OFUSG20904.1
AENJA_25404	OFUSG04257.1
AENJA_25557	OFUSG08374.1
AENJA_26181	OFUSG20878.1
AENJA_26387	OFUSG21167.1
AENJA_26763	OFUSG14554.1
AENJA_00162	OFUSG26530.1
AENJA_00168	OFUSG10545.1
AENJA_09024	OFUSG13662.1
AENJA_03492	OFUSG03363.1
AENJA_01495	OFUSG21854.1
AENJA_02280	OFUSG09190.1
AENJA_02770	OFUSG07939.1
AENJA_03749	OFUSG00878.1
AENJA_03822	OFUSG21907.1
AENJA_03998	OFUSG13570.1
AENJA_04473	OFUSG04125.1
AENJA_04866	OFUSG17150.1
AENJA_06165	OFUSG04989.1
AENJA_06268	OFUSG21917.1
AENJA_06745	OFUSG12256.1
AENJA_08233	OFUSG04262.1
AENJA_22593	OFUSG11186.1
AENJA_09713	OFUSG12615.1
AENJA_11042	OFUSG06256.1
AENJA_25602	OFUSG23413.1
AENJA_11226	OFUSG14182.1
AENJA_18654	OFUSG15796.1
AENJA_11596	OFUSG16733.1
AENJA_11848	OFUSG11480.1
AENJA_25236	OFUSG11245.1
AENJA_12351	OFUSG17958.1
AENJA_14073	OFUSG00054.1
AENJA_14839	OFUSG06422.1
AENJA_15441	OFUSG15945.1
AENJA_15825	OFUSG03127.1
AENJA_15890	OFUSG17110.1
AENJA_26536	OFUSG22087.2
AENJA_16041	OFUSG23454.1
AENJA_16063	OFUSG12843.1
AENJA_16434	OFUSG14229.1
AENJA_17461	OFUSG12479.1
AENJA_17533	OFUSG17289.1
AENJA_17803	OFUSG08234.1
AENJA_17824	OFUSG21402.1
AENJA_17984	OFUSG13558.1
AENJA_18248	OFUSG20710.1
AENJA_18262	OFUSG25379.1
AENJA_18273	OFUSG16648.1
AENJA_18723	OFUSG01453.1
AENJA_19225	OFUSG01253.1
AENJA_20789	OFUSG12491.1
AENJA_20790	OFUSG12495.1
AENJA_21096	OFUSG09156.1
AENJA_21140	OFUSG09451.1
AENJA_21426	OFUSG26411.1
AENJA_21648	OFUSG18158.1
AENJA_21752	OFUSG22295.1
AENJA_24152	OFUSG04172.1
AENJA_21816	OFUSG21357.1
AENJA_22479	OFUSG26252.1
AENJA_23909	OFUSG06790.1
AENJA_24227	OFUSG19169.1
AENJA_24441	OFUSG25793.1
AENJA_24466	OFUSG21161.1
AENJA_24565	OFUSG13218.1
AENJA_24574	OFUSG01472.1
AENJA_24768	OFUSG09761.1
AENJA_24993	OFUSG21496.1
AENJA_25174	OFUSG22987.1
AENJA_26332	OFUSG16596.1
AENJA_26411	OFUSG09629.1
AENJA_26723	OFUSG01613.1
AENJA_00164	OFUSG26512.1
AENJA_00483	OFUSG19655.1
AENJA_01831	OFUSG25812.1
AENJA_01995	OFUSG12678.1
AENJA_01998	OFUSG18595.1
AENJA_02279	OFUSG09196.1
AENJA_03324	OFUSG19562.1
AENJA_03695	OFUSG17588.1
AENJA_03733	OFUSG19684.1
AENJA_03851	OFUSG11284.1
AENJA_13120	OFUSG05488.1
AENJA_07377	OFUSG24113.1
AENJA_04106	OFUSG09603.1
AENJA_04114	OFUSG17303.1
AENJA_04219	OFUSG12113.1
AENJA_04333	OFUSG22958.1
AENJA_04675	OFUSG06580.1
AENJA_04695	OFUSG24116.1
AENJA_04699	OFUSG24004.1
AENJA_05254	OFUSG04998.1
AENJA_05506	OFUSG22017.1
AENJA_05594	OFUSG11408.1
AENJA_05616	OFUSG20631.1
AENJA_06344	OFUSG09635.1
AENJA_06698	OFUSG17507.1
AENJA_06782	OFUSG20057.1
AENJA_06787	OFUSG09019.1
AENJA_06849	OFUSG00084.1
AENJA_06906	OFUSG07280.1
AENJA_07167	OFUSG05907.1
AENJA_07642	OFUSG12277.1
AENJA_07665	OFUSG24838.1
AENJA_07870	OFUSG05073.1
AENJA_08082	OFUSG18463.1
AENJA_08315	OFUSG04951.1
AENJA_15319	OFUSG10120.1
AENJA_08859	OFUSG10039.1
AENJA_09315	OFUSG02293.1
AENJA_09314	OFUSG02291.1
AENJA_09855	OFUSG04551.1
AENJA_10130	OFUSG19116.1
AENJA_10165	OFUSG12513.1
AENJA_10534	OFUSG01448.1
AENJA_10577	OFUSG13956.1
AENJA_10753	OFUSG15741.1
AENJA_11557	OFUSG07971.1
AENJA_11593	OFUSG04307.1
AENJA_12148	OFUSG03000.1
AENJA_12200	OFUSG16466.1
AENJA_12445	OFUSG19290.1
AENJA_12804	OFUSG25106.1
AENJA_12977	OFUSG18054.1
AENJA_13194	OFUSG15647.1
AENJA_13218	OFUSG10646.1
AENJA_13237	OFUSG23178.1
AENJA_13297	OFUSG23715.1
AENJA_14384	OFUSG01650.1
AENJA_15393	OFUSG02491.1
AENJA_16289	OFUSG12992.1
AENJA_16292	OFUSG16446.1
AENJA_16359	OFUSG24759.1
AENJA_16679	OFUSG10102.1
AENJA_17155	OFUSG05394.1
AENJA_17257	OFUSG14583.1
AENJA_17478	OFUSG06190.1
AENJA_17544	OFUSG20992.1
AENJA_18705	OFUSG17108.1
AENJA_19096	OFUSG02698.1
AENJA_19791	OFUSG19091.1
AENJA_19795	OFUSG19343.1
AENJA_20699	OFUSG00428.1
AENJA_21694	OFUSG03898.1
AENJA_23390	OFUSG14315.1
AENJA_23468	OFUSG03547.1
AENJA_23575	OFUSG23484.1
AENJA_23860	OFUSG20299.1
AENJA_24204	OFUSG22793.1
AENJA_25755	OFUSG18839.1
AENJA_25997	OFUSG25095.1
AENJA_25999	OFUSG25738.1
AENJA_26243	OFUSG06967.1
AENJA_00349	OFUSG13114.1
AENJA_00890	OFUSG11927.1
AENJA_01261	OFUSG21699.1
AENJA_01447	OFUSG04049.1
AENJA_01489	OFUSG11699.1
AENJA_02246	OFUSG10754.1
AENJA_02564	OFUSG12773.1
AENJA_02627	OFUSG15140.1
AENJA_03032	OFUSG09944.1
AENJA_03403	OFUSG17329.1
AENJA_03512	OFUSG06294.1
AENJA_03526	OFUSG08987.1
AENJA_03748	OFUSG17971.1
AENJA_04034	OFUSG05362.1
AENJA_04245	OFUSG10348.1
AENJA_05371	OFUSG09083.1
AENJA_05460	OFUSG02979.5
AENJA_06595	OFUSG06456.1
AENJA_18531	OFUSG05974.1
AENJA_08389	OFUSG06061.1
AENJA_08868	OFUSG10209.1
AENJA_09544	OFUSG15651.1
AENJA_10369	OFUSG04667.1
AENJA_10140	OFUSG13182.1
AENJA_10278	OFUSG06646.1
AENJA_10455	OFUSG10878.1
AENJA_10956	OFUSG02626.1
AENJA_10978	OFUSG21117.1
AENJA_11385	OFUSG25751.1
AENJA_11409	OFUSG18361.1
AENJA_18633	OFUSG03932.1
AENJA_11741	OFUSG00233.1
AENJA_22075	OFUSG06595.1
AENJA_11858	OFUSG10367.1
AENJA_12315	OFUSG23497.1
AENJA_12511	OFUSG00748.1
AENJA_12635	OFUSG02743.1
AENJA_12794	OFUSG13575.1
AENJA_13112	OFUSG21407.1
AENJA_13567	OFUSG19315.1
AENJA_13649	OFUSG13392.1
AENJA_13907	OFUSG19300.1
AENJA_22242	OFUSG23063.1
AENJA_14209	OFUSG07429.1
AENJA_14267	OFUSG18420.1
AENJA_14434	OFUSG19006.1
AENJA_14781	OFUSG26592.1
AENJA_15240	OFUSG09367.1
AENJA_15484	OFUSG15115.1
AENJA_15526	OFUSG17337.1
AENJA_15787	OFUSG11713.1
AENJA_15800	OFUSG07211.1
AENJA_15893	OFUSG17483.1
AENJA_15935	OFUSG13455.1
AENJA_16463	OFUSG13694.1
AENJA_22123	OFUSG19858.1
AENJA_18192	OFUSG26342.1
AENJA_18356	OFUSG24290.1
AENJA_18879	OFUSG13744.1
AENJA_18916	OFUSG10388.1
AENJA_18932	OFUSG13782.1
AENJA_19001	OFUSG18690.1
AENJA_20231	OFUSG12548.1
AENJA_19121	OFUSG13425.1
AENJA_20103	OFUSG07023.1
AENJA_21005	OFUSG10104.1
AENJA_21296	OFUSG22028.1
AENJA_21458	OFUSG03496.1
AENJA_21691	OFUSG03974.1
AENJA_21855	OFUSG01690.1
AENJA_21978	OFUSG20980.1
AENJA_23082	OFUSG05859.1
AENJA_23534	OFUSG26414.1
AENJA_24254	OFUSG13267.1
AENJA_24423	OFUSG01669.1
AENJA_24827	OFUSG18728.1
AENJA_24909	OFUSG07334.2
AENJA_25180	OFUSG17212.1
AENJA_25323	OFUSG22136.1
AENJA_25399	OFUSG25596.1
AENJA_25690	OFUSG13207.1
AENJA_25752	OFUSG18647.1
AENJA_26435	OFUSG23636.1
AENJA_26696	OFUSG06341.1
AENJA_06613	OFUSG17962.1
AENJA_00054	OFUSG08581.1
AENJA_00096	OFUSG07245.1
AENJA_00838	OFUSG11149.1
AENJA_01257	OFUSG05883.1
AENJA_01963	OFUSG00245.1
AENJA_02400	OFUSG08825.1
AENJA_02555	OFUSG04536.1
AENJA_02659	OFUSG14095.1
AENJA_02675	OFUSG21297.1
AENJA_03261	OFUSG22455.1
AENJA_10750	OFUSG22452.1
AENJA_03292	OFUSG25767.1
AENJA_03511	OFUSG06295.1
AENJA_03622	OFUSG21541.1
AENJA_03663	OFUSG01048.1
AENJA_03793	OFUSG08071.1
AENJA_04038	OFUSG05291.1
AENJA_04230	OFUSG11081.1
AENJA_04285	OFUSG00773.1
AENJA_04592	OFUSG15317.1
AENJA_04653	OFUSG03914.1
AENJA_22892	OFUSG08118.1
AENJA_04853	OFUSG10937.1
AENJA_05414	OFUSG26819.1
AENJA_05490	OFUSG11662.1
AENJA_20654	OFUSG25414.1
AENJA_05770	OFUSG12535.1
AENJA_06069	OFUSG07312.1
AENJA_06433	OFUSG23203.1
AENJA_07022	OFUSG20501.1
AENJA_07354	OFUSG21826.1
AENJA_07912	OFUSG17217.1
AENJA_08292	OFUSG16889.1
AENJA_08477	OFUSG18679.1
AENJA_08998	OFUSG07809.1
AENJA_09252	OFUSG10301.1
AENJA_09503	OFUSG17960.1
AENJA_09585	OFUSG00463.1
AENJA_10277	OFUSG19263.1
AENJA_11053	OFUSG22551.1
AENJA_11247	OFUSG10309.1
AENJA_11780	OFUSG17060.1
AENJA_12369	OFUSG09698.1
AENJA_12653	OFUSG16874.1
AENJA_12709	OFUSG22059.1
AENJA_13200	OFUSG24055.1
AENJA_13216	OFUSG18080.1
AENJA_13617	OFUSG11194.1
AENJA_13629	OFUSG05340.1
AENJA_13693	OFUSG26289.1
AENJA_15214	OFUSG19651.1
AENJA_15313	OFUSG15649.1
AENJA_16192	OFUSG03772.1
AENJA_16746	OFUSG05769.1
AENJA_16771	OFUSG00110.1
AENJA_16797	OFUSG20266.1
AENJA_16830	OFUSG16099.1
AENJA_17161	OFUSG25302.1
AENJA_17538	OFUSG03096.1
AENJA_17997	OFUSG12732.1
AENJA_17999	OFUSG17157.1
AENJA_18452	OFUSG06719.1
AENJA_18515	OFUSG21956.1
AENJA_18943	OFUSG07887.1
AENJA_19107	OFUSG12011.1
AENJA_19405	OFUSG18965.1
AENJA_19980	OFUSG18691.1
AENJA_20349	OFUSG05602.1
AENJA_20549	OFUSG13226.1
AENJA_20720	OFUSG03109.1
AENJA_20975	OFUSG03901.1
AENJA_21494	OFUSG10628.1
AENJA_21659	OFUSG08206.1
AENJA_21703	OFUSG00118.1
AENJA_21908	OFUSG10958.1
AENJA_21963	OFUSG18888.1
AENJA_22029	OFUSG08232.1
AENJA_22613	OFUSG18862.1
AENJA_22695	OFUSG26575.1
AENJA_22715	OFUSG20908.1
AENJA_22940	OFUSG09931.1
AENJA_23077	OFUSG06674.1
AENJA_23083	OFUSG06869.1
AENJA_23304	OFUSG11192.1
AENJA_23329	OFUSG23492.1
AENJA_23724	OFUSG09260.1
AENJA_24294	OFUSG00906.1
AENJA_24810	OFUSG18905.1
AENJA_24872	OFUSG20630.1
AENJA_25138	OFUSG01327.1
AENJA_25441	OFUSG10595.1
AENJA_25542	OFUSG22628.1
AENJA_25887	OFUSG06908.1
AENJA_26245	OFUSG20726.1
AENJA_26698	OFUSG24084.1
AENJA_00099	OFUSG08278.1
AENJA_06205	OFUSG19669.1
AENJA_00307	OFUSG15335.1
AENJA_00589	OFUSG00045.1
AENJA_00758	OFUSG07112.1
AENJA_00983	OFUSG17078.1
AENJA_04941	OFUSG05675.1
AENJA_01172	OFUSG06331.1
AENJA_06102	OFUSG04017.1
AENJA_02369	OFUSG26432.1
AENJA_03156	OFUSG04578.1
AENJA_03181	OFUSG03441.1
AENJA_03286	OFUSG24613.1
AENJA_03584	OFUSG12731.1
AENJA_03758	OFUSG23671.1
AENJA_24258	OFUSG10052.1
AENJA_03933	OFUSG03012.1
AENJA_04417	OFUSG08839.1
AENJA_04591	OFUSG15340.1
AENJA_05057	OFUSG04490.1
AENJA_05255	OFUSG04999.1
AENJA_06076	OFUSG08254.1
AENJA_06206	OFUSG09021.1
AENJA_06252	OFUSG12169.1
AENJA_06343	OFUSG09804.1
AENJA_06545	OFUSG17294.1
AENJA_06546	OFUSG20951.1
AENJA_07122	OFUSG01151.1
AENJA_07144	OFUSG05169.1
AENJA_07431	OFUSG12938.1
AENJA_08284	OFUSG04633.1
AENJA_08342	OFUSG13331.1
AENJA_08800	OFUSG16187.1
AENJA_08993	OFUSG18031.1
AENJA_09036	OFUSG21299.1
AENJA_09805	OFUSG09947.1
AENJA_10034	OFUSG11634.1
AENJA_10364	OFUSG06309.1
AENJA_10380	OFUSG22163.1
AENJA_10387	OFUSG20064.1
AENJA_10658	OFUSG17201.1
AENJA_10682	OFUSG17813.1
AENJA_13048	OFUSG13006.1
AENJA_11517	OFUSG10012.1
AENJA_11744	OFUSG16158.1
AENJA_11880	OFUSG02343.1
AENJA_11975	OFUSG16450.1
AENJA_12320	OFUSG13359.1
AENJA_12915	OFUSG11924.1
AENJA_13298	OFUSG04005.1
AENJA_13621	OFUSG20794.1
AENJA_13636	OFUSG03946.1
AENJA_14017	OFUSG04570.1
AENJA_17487	OFUSG02029.1
AENJA_14437	OFUSG05600.1
AENJA_14583	OFUSG06103.1
AENJA_14806	OFUSG16805.1
AENJA_14941	OFUSG25573.1
AENJA_15025	OFUSG05739.1
AENJA_15049	OFUSG20990.1
AENJA_15085	OFUSG06501.1
AENJA_15228	OFUSG10293.1
AENJA_15293	OFUSG23496.1
AENJA_15513	OFUSG00686.1
AENJA_15518	OFUSG13029.1
AENJA_15986	OFUSG26117.1
AENJA_16247	OFUSG07911.1
AENJA_16717	OFUSG01108.1
AENJA_17842	OFUSG10374.1
AENJA_17988	OFUSG13204.1
AENJA_18178	OFUSG23366.1
AENJA_18593	OFUSG16508.1
AENJA_18681	OFUSG08809.1
AENJA_18939	OFUSG17956.1
AENJA_19137	OFUSG25364.1
AENJA_19232	OFUSG08157.1
AENJA_19400	OFUSG13589.1
AENJA_19411	OFUSG23512.1
AENJA_19507	OFUSG08827.1
AENJA_19716	OFUSG08100.1
AENJA_19955	OFUSG06924.1
AENJA_19989	OFUSG12284.1
AENJA_20334	OFUSG23436.1
AENJA_20690	OFUSG07747.1
AENJA_20826	OFUSG07143.1
AENJA_20913	OFUSG09928.1
AENJA_21483	OFUSG15848.1
AENJA_21680	OFUSG07576.1
AENJA_21770	OFUSG12262.1
AENJA_22572	OFUSG01059.1
AENJA_23348	OFUSG03863.1
AENJA_23433	OFUSG12626.1
AENJA_23963	OFUSG09220.1
AENJA_24562	OFUSG17066.1
AENJA_24858	OFUSG10261.1
AENJA_24910	OFUSG07080.1
AENJA_24952	OFUSG15040.1
AENJA_25172	OFUSG22980.1
AENJA_25591	OFUSG17693.1
AENJA_25619	OFUSG12849.1
AENJA_26622	OFUSG00488.1
AENJA_00002	OFUSG04954.1
AENJA_00051	OFUSG06423.1
AENJA_00181	OFUSG25667.1
AENJA_00564	OFUSG06983.1
AENJA_04584	OFUSG05492.1
AENJA_00944	OFUSG10861.1
AENJA_00967	OFUSG10356.1
AENJA_00978	OFUSG17077.1
AENJA_01571	OFUSG03655.1
AENJA_01871	OFUSG21387.1
AENJA_02475	OFUSG03705.1
AENJA_02911	OFUSG19123.1
AENJA_02946	OFUSG23560.1
AENJA_02975	OFUSG05766.1
AENJA_02982	OFUSG06668.1
AENJA_03131	OFUSG22650.1
AENJA_03548	OFUSG17366.1
AENJA_03700	OFUSG05118.1
AENJA_03792	OFUSG07448.1
AENJA_03902	OFUSG06066.1
AENJA_04967	OFUSG02211.1
AENJA_05729	OFUSG25707.1
AENJA_05895	OFUSG06914.1
AENJA_06254	OFUSG25141.1
AENJA_06372	OFUSG19682.1
AENJA_06384	OFUSG11473.1
AENJA_06476	OFUSG06704.1
AENJA_06829	OFUSG08415.1
AENJA_06904	OFUSG07600.1
AENJA_07129	OFUSG13241.1
AENJA_07506	OFUSG09820.1
AENJA_07705	OFUSG13289.1
AENJA_08084	OFUSG18199.1
AENJA_08085	OFUSG18520.1
AENJA_08566	OFUSG11682.1
AENJA_08612	OFUSG18306.1
AENJA_09171	OFUSG06768.1
AENJA_09761	OFUSG26425.1
AENJA_09827	OFUSG25488.1
AENJA_10643	OFUSG14206.1
AENJA_10747	OFUSG00219.1
AENJA_10784	OFUSG12835.1
AENJA_10799	OFUSG08683.1
AENJA_10875	OFUSG26181.1
AENJA_10876	OFUSG23627.1
AENJA_11020	OFUSG14257.1
AENJA_11046	OFUSG19403.1
AENJA_11207	OFUSG20056.1
AENJA_11227	OFUSG24988.1
AENJA_11372	OFUSG18789.1
AENJA_11694	OFUSG06274.1
AENJA_11725	OFUSG16361.1
AENJA_12066	OFUSG04059.1
AENJA_12157	OFUSG17832.1
AENJA_12506	OFUSG00031.1
AENJA_22782	OFUSG05645.1
AENJA_13141	OFUSG11743.1
AENJA_13190	OFUSG07444.1
AENJA_14064	OFUSG17722.1
AENJA_14091	OFUSG14490.1
AENJA_14656	OFUSG03698.1
AENJA_15786	OFUSG11237.1
AENJA_15961	OFUSG13044.1
AENJA_16074	OFUSG19115.1
AENJA_16228	OFUSG15953.1
AENJA_16345	OFUSG00192.1
AENJA_16374	OFUSG09780.1
AENJA_17611	OFUSG00367.1
AENJA_17893	OFUSG12915.1
AENJA_18106	OFUSG22772.1
AENJA_18759	OFUSG24695.1
AENJA_18832	OFUSG20296.1
AENJA_19068	OFUSG18006.1
AENJA_19176	OFUSG14973.1
AENJA_19805	OFUSG00473.1
AENJA_19834	OFUSG24757.1
AENJA_19884	OFUSG04254.1
AENJA_20055	OFUSG16954.1
AENJA_20056	OFUSG21486.1
AENJA_20528	OFUSG24115.1
AENJA_20623	OFUSG00021.1
AENJA_20627	OFUSG20846.1
AENJA_20961	OFUSG01262.1
AENJA_21038	OFUSG10879.1
AENJA_21377	OFUSG23661.1
AENJA_21817	OFUSG21104.1
AENJA_22316	OFUSG12376.1
AENJA_22324	OFUSG05427.1
AENJA_22426	OFUSG06517.1
AENJA_22573	OFUSG01428.1
AENJA_22721	OFUSG23620.1
AENJA_22930	OFUSG06614.1
AENJA_23165	OFUSG01619.1
AENJA_23555	OFUSG25022.1
AENJA_24350	OFUSG05456.1
AENJA_24809	OFUSG06825.1
AENJA_24828	OFUSG19164.1
AENJA_25294	OFUSG01552.1
AENJA_25298	OFUSG00160.1
AENJA_25520	OFUSG18740.1
AENJA_26001	OFUSG21108.1
AENJA_26253	OFUSG02744.1
AENJA_26551	OFUSG08034.1
AENJA_26560	OFUSG01617.1
AENJA_26616	OFUSG13571.1
AENJA_26659	OFUSG02999.1
AENJA_00732	OFUSG22075.1
AENJA_01025	OFUSG16319.1
AENJA_01405	OFUSG25436.1
AENJA_01716	OFUSG13400.1
AENJA_01997	OFUSG18112.1
AENJA_02161	OFUSG13189.1
AENJA_02252	OFUSG10690.1
AENJA_02300	OFUSG05810.1
AENJA_03782	OFUSG05700.1
AENJA_25499	OFUSG09938.1
AENJA_03846	OFUSG22331.1
AENJA_04085	OFUSG25454.1
AENJA_04438	OFUSG15028.1
AENJA_04821	OFUSG20348.1
AENJA_04835	OFUSG24239.1
AENJA_05271	OFUSG11341.1
AENJA_05469	OFUSG16592.1
AENJA_05902	OFUSG18315.1
AENJA_06023	OFUSG21709.1
AENJA_06151	OFUSG24694.1
AENJA_06781	OFUSG09199.1
AENJA_07045	OFUSG04760.1
AENJA_07123	OFUSG01682.1
AENJA_07209	OFUSG23417.1
AENJA_07640	OFUSG01899.1
AENJA_07854	OFUSG09669.1
AENJA_07877	OFUSG01859.1
AENJA_07917	OFUSG00446.1
AENJA_08079	OFUSG18610.1
AENJA_08141	OFUSG19554.1
AENJA_08973	OFUSG26463.1
AENJA_09308	OFUSG09713.1
AENJA_09386	OFUSG25074.1
AENJA_09847	OFUSG00824.1
AENJA_10120	OFUSG25150.1
AENJA_10222	OFUSG16459.1
AENJA_10245	OFUSG13064.1
AENJA_10915	OFUSG16929.1
AENJA_10944	OFUSG07959.1
AENJA_11291	OFUSG00723.1
AENJA_11462	OFUSG24301.1
AENJA_11512	OFUSG10593.1
AENJA_11569	OFUSG25471.1
AENJA_11674	OFUSG16756.1
AENJA_11745	OFUSG00778.1
AENJA_11761	OFUSG13092.1
AENJA_12075	OFUSG06016.1
AENJA_12149	OFUSG02739.1
AENJA_12559	OFUSG04397.1
AENJA_12579	OFUSG14219.1
AENJA_12648	OFUSG16877.1
AENJA_12814	OFUSG12099.1
AENJA_13049	OFUSG13172.1
AENJA_13446	OFUSG24648.1
AENJA_14113	OFUSG16668.1
AENJA_14498	OFUSG17304.1
AENJA_14629	OFUSG16191.1
AENJA_14743	OFUSG06669.1
AENJA_14786	OFUSG07270.1
AENJA_14906	OFUSG07584.1
AENJA_14942	OFUSG25572.1
AENJA_15282	OFUSG21100.1
AENJA_15456	OFUSG10944.1
AENJA_16425	OFUSG19005.1
AENJA_17043	OFUSG24702.1
AENJA_17371	OFUSG26433.1
AENJA_17526	OFUSG08885.1
AENJA_17850	OFUSG21004.1
AENJA_17972	OFUSG08891.1
AENJA_17987	OFUSG13311.1
AENJA_26008	OFUSG09769.1
AENJA_18290	OFUSG18704.1
AENJA_18362	OFUSG21821.1
AENJA_18384	OFUSG12847.1
AENJA_18624	OFUSG09323.1
AENJA_18937	OFUSG25444.1
AENJA_19319	OFUSG20234.1
AENJA_19585	OFUSG13719.1
AENJA_20051	OFUSG17737.1
AENJA_20094	OFUSG04663.1
AENJA_20213	OFUSG19824.1
AENJA_20581	OFUSG20258.1
AENJA_20684	OFUSG14516.1
AENJA_20800	OFUSG06800.1
AENJA_21037	OFUSG18236.1
AENJA_21121	OFUSG26327.1
AENJA_22122	OFUSG00701.1
AENJA_22247	OFUSG19191.1
AENJA_22601	OFUSG24310.1
AENJA_22813	OFUSG25041.1
AENJA_22878	OFUSG22678.1
AENJA_22980	OFUSG21150.1
AENJA_23349	OFUSG24269.1
AENJA_23391	OFUSG24993.1
AENJA_23752	OFUSG04655.1
AENJA_23954	OFUSG20857.1
AENJA_24230	OFUSG10672.1
AENJA_24370	OFUSG19454.1
AENJA_24429	OFUSG04504.1
AENJA_25025	OFUSG23353.1
AENJA_25479	OFUSG17859.1
AENJA_25748	OFUSG05575.1
AENJA_26286	OFUSG15102.1
AENJA_26454	OFUSG10640.1
AENJA_26593	OFUSG08006.1
AENJA_00165	OFUSG13516.1
AENJA_00310	OFUSG15336.1
AENJA_00516	OFUSG23107.1
AENJA_00935	OFUSG21692.1
AENJA_01020	OFUSG04405.1
AENJA_01633	OFUSG20907.1
AENJA_01684	OFUSG15931.1
AENJA_01705	OFUSG13655.1
AENJA_01729	OFUSG23701.1
AENJA_02064	OFUSG18108.1
AENJA_02278	OFUSG09197.1
AENJA_02302	OFUSG19109.1
AENJA_02374	OFUSG23247.1
AENJA_02411	OFUSG13238.1
AENJA_02425	OFUSG17809.1
AENJA_02429	OFUSG12590.1
AENJA_07147	OFUSG02738.1
AENJA_02591	OFUSG21302.1
AENJA_03118	OFUSG14483.1
AENJA_03219	OFUSG19649.1
AENJA_03379	OFUSG23262.1
AENJA_03763	OFUSG13174.1
AENJA_03888	OFUSG02524.1
AENJA_04014	OFUSG12266.1
AENJA_20691	OFUSG22911.1
AENJA_04057	OFUSG24821.1
AENJA_04594	OFUSG22307.1
AENJA_05091	OFUSG20013.1
AENJA_05573	OFUSG04270.1
AENJA_05767	OFUSG12557.1
AENJA_05851	OFUSG10442.1
AENJA_06209	OFUSG22437.1
AENJA_06337	OFUSG00346.1
AENJA_06438	OFUSG20277.1
AENJA_06472	OFUSG06518.1
AENJA_06731	OFUSG09567.1
AENJA_06979	OFUSG19458.1
AENJA_06984	OFUSG19656.1
AENJA_07138	OFUSG12672.1
AENJA_07626	OFUSG00740.1
AENJA_07853	OFUSG08248.1
AENJA_07918	OFUSG23553.1
AENJA_19675	OFUSG02236.1
AENJA_07958	OFUSG19166.1
AENJA_08421	OFUSG08115.1
AENJA_08571	OFUSG11522.1
AENJA_08634	OFUSG20422.1
AENJA_08666	OFUSG11291.1
AENJA_09310	OFUSG09630.1
AENJA_09414	OFUSG06251.1
AENJA_11814	OFUSG14824.1
AENJA_10102	OFUSG14746.1
AENJA_10126	OFUSG19501.1
AENJA_10671	OFUSG21306.1
AENJA_10728	OFUSG26453.1
AENJA_10811	OFUSG10009.1
AENJA_10896	OFUSG00660.1
AENJA_10914	OFUSG10951.1
AENJA_11219	OFUSG20320.1
AENJA_11558	OFUSG07970.1
AENJA_11716	OFUSG19262.1
AENJA_11759	OFUSG25561.1
AENJA_11806	OFUSG15608.1
AENJA_11868	OFUSG10081.1
AENJA_12058	OFUSG01252.1
AENJA_12557	OFUSG23537.1
AENJA_12596	OFUSG18623.1
AENJA_12664	OFUSG17446.1
AENJA_12798	OFUSG21216.1
AENJA_13331	OFUSG12334.1
AENJA_13463	OFUSG09843.1
AENJA_13686	OFUSG03846.1
AENJA_13913	OFUSG19298.1
AENJA_14330	OFUSG03491.1
AENJA_14443	OFUSG15590.1
AENJA_15048	OFUSG11142.1
AENJA_15096	OFUSG03471.1
AENJA_15517	OFUSG18774.1
AENJA_15963	OFUSG12551.1
AENJA_16598	OFUSG15122.1
AENJA_16800	OFUSG01419.1
AENJA_16835	OFUSG06694.1
AENJA_16841	OFUSG00516.1
AENJA_16867	OFUSG16980.1
AENJA_16982	OFUSG12778.1
AENJA_17017	OFUSG21237.1
AENJA_17022	OFUSG09569.1
AENJA_17231	OFUSG13727.1
AENJA_17320	OFUSG07938.1
AENJA_17547	OFUSG17647.1
AENJA_18134	OFUSG19521.1
AENJA_18596	OFUSG16040.1
AENJA_18689	OFUSG08299.1
AENJA_19062	OFUSG26828.1
AENJA_19075	OFUSG00806.1
AENJA_19146	OFUSG12581.1
AENJA_19212	OFUSG04532.1
AENJA_19374	OFUSG11817.1
AENJA_19702	OFUSG07493.1
AENJA_19753	OFUSG08176.1
AENJA_19903	OFUSG09597.1
AENJA_23132	OFUSG17293.1
AENJA_20328	OFUSG21375.1
AENJA_20422	OFUSG23996.1
AENJA_20974	OFUSG12091.1
AENJA_21249	OFUSG15296.1
AENJA_21485	OFUSG04513.1
AENJA_21608	OFUSG15382.1
AENJA_21681	OFUSG08124.1
AENJA_21685	OFUSG07867.1
AENJA_21950	OFUSG20032.1
AENJA_22037	OFUSG21856.1
AENJA_22354	OFUSG11903.1
AENJA_22523	OFUSG12014.1
AENJA_22615	OFUSG25604.1
AENJA_22871	OFUSG04530.1
AENJA_23497	OFUSG17299.1
AENJA_23655	OFUSG26694.1
AENJA_23704	OFUSG18030.1
AENJA_23712	OFUSG17805.1
AENJA_23907	OFUSG19024.1
AENJA_24372	OFUSG06695.1
AENJA_24530	OFUSG21440.1
AENJA_25166	OFUSG20729.1
AENJA_25584	OFUSG13116.1
AENJA_25597	OFUSG17102.1
