Orthogroup	BRAFL	MOUSE
OG0002217	bflo_16001	MOUSE27976, MOUSE27972, MOUSE27973
OG0002218	bflo_05105	MOUSE27635, MOUSE27633, MOUSE27632, MOUSE27637, MOUSE27636, MOUSE27631, MOUSE27630, MOUSE27634, MOUSE27629, MOUSE32914, MOUSE32915
OG0002221	bflo_24458	MOUSE04129, MOUSE04127, MOUSE41700, MOUSE41701, MOUSE33775, MOUSE33774
OG0002222	bflo_24361	MOUSE23109, MOUSE23108, MOUSE23107, MOUSE23105, MOUSE23104
OG0002223	bflo_03567	MOUSE23432, MOUSE23433, MOUSE23434, MOUSE02308, MOUSE02307, MOUSE02309
OG0002224	bflo_07288	MOUSE11430, MOUSE11429, MOUSE02849, MOUSE02852, MOUSE02848
OG0002225	bflo_09171	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382, MOUSE20117
OG0002226	bflo_25646	MOUSE48785, MOUSE48782, MOUSE48781, MOUSE48783, MOUSE36591, MOUSE36592, MOUSE48779, MOUSE48784
OG0002227	bflo_08980	MOUSE13859, MOUSE13857
OG0002228	bflo_13849, bflo_23702	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217, MOUSE44273, MOUSE44272
OG0002229	bflo_20886	MOUSE15295
OG0002231	bflo_22316, bflo_22314, bflo_22315	MOUSE54580, MOUSE54579, MOUSE54583, MOUSE54582, MOUSE54577, MOUSE54581, MOUSE54578
OG0002233	bflo_14649, bflo_11361, bflo_14273, bflo_14272, bflo_03863	MOUSE53746
OG0002234	bflo_07718, bflo_23277	MOUSE14022
OG0002235	bflo_10558	MOUSE40366, MOUSE09547, MOUSE12842
OG0002236	bflo_00985, bflo_26611	MOUSE28803, MOUSE28802, MOUSE21593, MOUSE21594
OG0002239	bflo_06586	MOUSE44568, MOUSE13262
OG0002240	bflo_24002	MOUSE15586, MOUSE15589, MOUSE15588, MOUSE15590, MOUSE15587
OG0002241	bflo_20706	MOUSE02699, MOUSE02698
OG0002242	bflo_05016	MOUSE13506, MOUSE49780
OG0002244	bflo_15224	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633
OG0002245	bflo_01128	MOUSE05689, MOUSE05690, MOUSE05688, MOUSE05691, MOUSE05692, MOUSE50212
OG0002246	bflo_05448	MOUSE44548, MOUSE44547, MOUSE30817, MOUSE30816, MOUSE13275, MOUSE13274, MOUSE13273, MOUSE13272
OG0002248	bflo_07117	MOUSE11009, MOUSE11005, MOUSE11012, MOUSE11004, MOUSE11003, MOUSE11010, MOUSE11013, MOUSE11008, MOUSE11011, MOUSE11006, MOUSE11007, MOUSE48110, MOUSE48112, MOUSE48111
OG0002251	bflo_09054	MOUSE36972, MOUSE47801, MOUSE47800
OG0002252	bflo_22997	MOUSE41828, MOUSE41826, MOUSE06430, MOUSE17174, MOUSE17173
OG0002253	bflo_10171	MOUSE07418
OG0002255	bflo_12727	MOUSE43703
OG0002256	bflo_10449	MOUSE31010, MOUSE31006, MOUSE31007, MOUSE31008, MOUSE31009, MOUSE39398, MOUSE39396, MOUSE39397
OG0002257	bflo_11090	MOUSE18627, MOUSE27486, MOUSE27485, MOUSE27484, MOUSE27487
OG0002258	bflo_20237	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969
OG0002259	bflo_20110	MOUSE04521, MOUSE04523, MOUSE02703, MOUSE02702, MOUSE02705
OG0002260	bflo_19694	MOUSE24753, MOUSE07667
OG0002261	bflo_23458	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699
OG0002262	bflo_19389	MOUSE05200, MOUSE39751, MOUSE15494, MOUSE15493
OG0002263	bflo_21631	MOUSE52252, MOUSE52251, MOUSE52253, MOUSE52250
OG0002264	bflo_17703	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984, MOUSE33892, MOUSE33894
OG0002265	bflo_01211	MOUSE47642, MOUSE47641, MOUSE47643, MOUSE13611
OG0002266	bflo_23114	MOUSE05060, MOUSE05059, MOUSE05062, MOUSE05061
OG0002267	bflo_15780	MOUSE25221, MOUSE25219, MOUSE25217, MOUSE25216, MOUSE25222, MOUSE25220, MOUSE25223
OG0002268	bflo_19386	MOUSE08730, MOUSE08729
OG0002270	bflo_11641	MOUSE14390, MOUSE14389
OG0002271	bflo_14933	MOUSE53745, MOUSE53743, MOUSE03438, MOUSE03437, MOUSE29699, MOUSE29700, MOUSE29696
OG0002272	bflo_03132, bflo_06911	MOUSE13967, MOUSE13968
OG0002274	bflo_20803	MOUSE46547, MOUSE46546, MOUSE46544, MOUSE46545, MOUSE38027, MOUSE38025
OG0002275	bflo_02038	MOUSE06670, MOUSE06671, MOUSE34141, MOUSE34140, MOUSE28678, MOUSE13364
OG0002276	bflo_26483, bflo_00626	MOUSE05207, MOUSE05206, MOUSE39827, MOUSE39826, MOUSE39825, MOUSE39828
OG0002278	bflo_08399	MOUSE07574, MOUSE07575, MOUSE07569, MOUSE07578, MOUSE07577, MOUSE07576, MOUSE43186, MOUSE07570, MOUSE07571, MOUSE07572, MOUSE07573, MOUSE07568
OG0002279	bflo_22353	MOUSE13084, MOUSE13087, MOUSE21805, MOUSE21804, MOUSE21807
OG0002280	bflo_17412	MOUSE34276, MOUSE34275, MOUSE00618, MOUSE34277, MOUSE34274
OG0002281	bflo_09442	MOUSE48367, MOUSE21171, MOUSE27875, MOUSE27874
OG0002282	bflo_15825	MOUSE48795, MOUSE17775, MOUSE17776, MOUSE48796
OG0002284	bflo_12122	MOUSE09416, MOUSE09417, MOUSE09415
OG0002285	bflo_09908	MOUSE02821, MOUSE02820, MOUSE21050, MOUSE21049
OG0002286	bflo_23617	MOUSE18090
OG0002288	bflo_07962	MOUSE31538, MOUSE31539, MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002289	bflo_07698, bflo_21267	MOUSE47486, MOUSE47485, MOUSE54572, MOUSE04047
OG0002290	bflo_20219	MOUSE37250, MOUSE37251, MOUSE37253, MOUSE38066, MOUSE38067, MOUSE38068, MOUSE38069, MOUSE46470, MOUSE46469, MOUSE46468, MOUSE46471, MOUSE46467
OG0002291	bflo_25807	MOUSE10481, MOUSE10479, MOUSE10480
OG0002292	bflo_09968	MOUSE27260, MOUSE27259
OG0002293	bflo_04454	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310, MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088
OG0002294	bflo_25668	MOUSE09806, MOUSE09805, MOUSE40046, MOUSE40045, MOUSE40041, MOUSE40043, MOUSE40044, MOUSE40039, MOUSE40040, MOUSE40042, MOUSE40038, MOUSE40037
OG0002295	bflo_06117	MOUSE10420, MOUSE10075, MOUSE10076, MOUSE48482, MOUSE48483, MOUSE10077, MOUSE10078, MOUSE10079, MOUSE10074
OG0002296	bflo_26931, bflo_09788	MOUSE21048, MOUSE21047
OG0002297	bflo_19555, bflo_07421, bflo_19556, bflo_18716, bflo_25916, bflo_25367, bflo_26405, bflo_26046	MOUSE33563
OG0002312	bflo_10393	MOUSE19412, MOUSE19411
OG0002314	bflo_14181	MOUSE36536
OG0002315	bflo_25387, bflo_25395, bflo_26059, bflo_07029, bflo_25167	MOUSE33107, MOUSE33106, MOUSE33105, MOUSE33718
OG0002316	bflo_20730	MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002318	bflo_15753, bflo_04573, bflo_07141	MOUSE48919, MOUSE48920
OG0002319	bflo_21275	MOUSE54442, MOUSE29415, MOUSE29414, MOUSE29413, MOUSE29416, MOUSE29412
OG0002320	bflo_06974	MOUSE50960, MOUSE50959, MOUSE17364
OG0002321	bflo_09188	MOUSE40396
OG0002324	bflo_19395	MOUSE38970, MOUSE38971, MOUSE38972, MOUSE38969
OG0002325	bflo_11703	MOUSE17400, MOUSE17399
OG0002327	bflo_11578	MOUSE54331, MOUSE48336, MOUSE11268, MOUSE11270
OG0002328	bflo_25622	MOUSE13222, MOUSE13223
OG0002329	bflo_12689	MOUSE09229, MOUSE09230, MOUSE49607, MOUSE49606
OG0002330	bflo_06994, bflo_21027, bflo_09828	MOUSE15237, MOUSE04532, MOUSE04530, MOUSE04531, MOUSE04529, MOUSE04528
OG0002331	bflo_13938	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868, MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885, MOUSE19888
OG0002332	bflo_26840, bflo_06982	MOUSE36884, MOUSE36885, MOUSE40574, MOUSE40576, MOUSE40575
OG0002333	bflo_07164	MOUSE10311
OG0002334	bflo_00109	MOUSE13363, MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738
OG0002336	bflo_22402, bflo_21752	MOUSE13088, MOUSE21803, MOUSE54038, MOUSE54037
OG0002337	bflo_19851	MOUSE37555, MOUSE37556, MOUSE04951
OG0002339	bflo_19830	MOUSE47602, MOUSE47603, MOUSE47604
OG0002339	bflo_01872	MOUSE15828
OG0002340	bflo_12722	MOUSE32022
OG0002341	bflo_14641, bflo_21521	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002342	bflo_01588	MOUSE08982, MOUSE08983
OG0002343	bflo_03003	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061, MOUSE41254
OG0002344	bflo_05342	MOUSE04380, MOUSE04379, MOUSE37757, MOUSE37756, MOUSE37755
OG0002346	bflo_03740	MOUSE14308, MOUSE14307, MOUSE14309, MOUSE27028, MOUSE27029
OG0002347	bflo_08799	MOUSE19963, MOUSE19961
OG0002347	bflo_21368, bflo_21290	MOUSE41748, MOUSE19960
OG0002348	bflo_14911	MOUSE45676, MOUSE45671, MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002349	bflo_12631	MOUSE49202
OG0002349	bflo_22988	MOUSE36003
OG0002350	bflo_15844	MOUSE23676, MOUSE23674, MOUSE23673, MOUSE23675, MOUSE26072
OG0002352	bflo_12709	MOUSE39869, MOUSE39871, MOUSE39870
OG0002354	bflo_13214	MOUSE19705
OG0002354	bflo_13170	MOUSE28903
OG0002355	bflo_14385	MOUSE48771, MOUSE03381
OG0002356	bflo_10383	MOUSE44073, MOUSE44075
OG0002357	bflo_08632	MOUSE00083, MOUSE00084, MOUSE00086, MOUSE00085
OG0002358	bflo_10333	MOUSE45979, MOUSE45980, MOUSE45978, MOUSE23517, MOUSE23516
OG0002360	bflo_02497	MOUSE05156, MOUSE05158, MOUSE05157, MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921
OG0002361	bflo_23630, bflo_04272, bflo_17174	MOUSE28023, MOUSE07757
OG0002362	bflo_03211	MOUSE20723, MOUSE44925, MOUSE01507, MOUSE01506, MOUSE01508
OG0002363	bflo_23777	MOUSE16931, MOUSE06139, MOUSE06138, MOUSE06137
OG0002364	bflo_13815, bflo_05491, bflo_13395	MOUSE49586, MOUSE49585, MOUSE49587
OG0002366	bflo_12505	MOUSE28622, MOUSE21652, MOUSE21651, MOUSE49762
OG0002367	bflo_25184	MOUSE31303
OG0002367	bflo_06197	MOUSE10439, MOUSE10441
OG0002368	bflo_07364	MOUSE07877, MOUSE07876, MOUSE18790, MOUSE18789
OG0002369	bflo_17338	MOUSE08123, MOUSE08122
OG0002370	bflo_23279	MOUSE42316, MOUSE42317, MOUSE42320
OG0002371	bflo_22133, bflo_22130, bflo_04827, bflo_04271, bflo_00029	MOUSE24651, MOUSE24650, MOUSE24614, MOUSE08089, MOUSE08088
OG0002372	bflo_20060	MOUSE46396, MOUSE46395
OG0002373	bflo_07066	MOUSE08287, MOUSE08286, MOUSE18206, MOUSE18204, MOUSE18205
OG0002374	bflo_12674	MOUSE18527, MOUSE28943
OG0002375	bflo_06120, bflo_03734, bflo_21167	MOUSE06971, MOUSE06970, MOUSE06968
OG0002376	bflo_15696	MOUSE20330, MOUSE20331, MOUSE20329
OG0002378	bflo_10463	MOUSE27255, MOUSE27252, MOUSE27251, MOUSE27254
OG0002379	bflo_22498	MOUSE29839, MOUSE29835, MOUSE29838, MOUSE29840, MOUSE29837, MOUSE29841, MOUSE29836, MOUSE29834, MOUSE04259
OG0002380	bflo_07584	MOUSE41132, MOUSE36721, MOUSE27956, MOUSE27954, MOUSE27955, MOUSE41133, MOUSE41130, MOUSE41131, MOUSE36719, MOUSE36720
OG0002383	bflo_15792	MOUSE50826, MOUSE50782
OG0002384	bflo_07330, bflo_06047, bflo_06046, bflo_06045	MOUSE53768, MOUSE05774, MOUSE04789, MOUSE18881, MOUSE18882, MOUSE02230, MOUSE02231, MOUSE02232
OG0002385	bflo_04371	MOUSE46178, MOUSE46176, MOUSE46179, MOUSE14183, MOUSE14184, MOUSE06270, MOUSE06271, MOUSE14185
OG0002395	bflo_25550	MOUSE33475, MOUSE33478, MOUSE33476, MOUSE33477, MOUSE20808
OG0002396	bflo_15291	MOUSE20180, MOUSE20179, MOUSE02991, MOUSE02989, MOUSE02990
OG0002398	bflo_14682	MOUSE53838, MOUSE53837, MOUSE21931, MOUSE48036
OG0002399	bflo_00974	MOUSE06604, MOUSE06603, MOUSE06599, MOUSE06601, MOUSE06597, MOUSE06598, MOUSE06602, MOUSE06600, MOUSE28800, MOUSE28801, MOUSE21605, MOUSE21604, MOUSE21606
OG0002400	bflo_11518	MOUSE40934, MOUSE35436, MOUSE40933, MOUSE35435, MOUSE17294
OG0002401	bflo_14859	MOUSE13044, MOUSE13042, MOUSE13043, MOUSE13041, MOUSE36445, MOUSE36444, MOUSE36446
OG0002403	bflo_22153	MOUSE29997
OG0002404	bflo_25216	MOUSE31815, MOUSE31814, MOUSE48813, MOUSE48814
OG0002406	bflo_24870	MOUSE50625
OG0002407	bflo_06998	MOUSE11498
OG0002408	bflo_13189	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061
OG0002409	bflo_11396	MOUSE54368, MOUSE08540, MOUSE08541, MOUSE08542
OG0002410	bflo_05594	MOUSE29135
OG0002411	bflo_08287	MOUSE51872, MOUSE51871, MOUSE30722, MOUSE30723
OG0002412	bflo_21931, bflo_17586	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	bflo_25614	MOUSE50441, MOUSE50440
OG0002414	bflo_01680	MOUSE18989, MOUSE18986, MOUSE18987, MOUSE18985, MOUSE18988, MOUSE29116
OG0002415	bflo_07511	MOUSE00788, MOUSE00787
OG0002418	bflo_24092	MOUSE41399
OG0002419	bflo_27367	MOUSE16975
OG0002420	bflo_10616	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958
OG0002421	bflo_06231	MOUSE51777
OG0002421	bflo_12659	MOUSE49295
OG0002422	bflo_17604	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002423	bflo_04147	MOUSE08768, MOUSE08767, MOUSE08769, MOUSE52339
OG0002424	bflo_09230	MOUSE47860, MOUSE37174, MOUSE37173, MOUSE37171
OG0002425	bflo_00948, bflo_15829	MOUSE34534, MOUSE34535, MOUSE34533, MOUSE34532
OG0002426	bflo_22946	MOUSE14116
OG0002427	bflo_10456	MOUSE02199, MOUSE02200, MOUSE02198, MOUSE44408, MOUSE23603
OG0002428	bflo_00700	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358
OG0002429	bflo_13260	MOUSE28588, MOUSE28586, MOUSE28585
OG0002431	bflo_24377	MOUSE15536, MOUSE41386, MOUSE41385, MOUSE41389, MOUSE41388, MOUSE41384, MOUSE41383, MOUSE41387, MOUSE34806, MOUSE34805
OG0002432	bflo_14225	MOUSE48289, MOUSE48290, MOUSE00731, MOUSE00732
OG0002433	bflo_23332	MOUSE06088, MOUSE06086, MOUSE06087
OG0002434	bflo_19349	MOUSE14682
OG0002435	bflo_25999	MOUSE32656, MOUSE32658
OG0002436	bflo_20619	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131
OG0002437	bflo_16671	MOUSE25419, MOUSE25416, MOUSE25418
OG0002438	bflo_18794	MOUSE14861, MOUSE14859, MOUSE14863, MOUSE14865, MOUSE14858, MOUSE14864, MOUSE26521
OG0002438	bflo_07151	MOUSE14860, MOUSE14862
OG0002439	bflo_04094	MOUSE24943, MOUSE24942
OG0002441	bflo_18128	MOUSE54605, MOUSE54604, MOUSE54606
OG0002442	bflo_12847	MOUSE42404
OG0002444	bflo_12548	MOUSE28361, MOUSE49756, MOUSE49758
OG0002445	bflo_18122	MOUSE34337
OG0002446	bflo_23291	MOUSE14189, MOUSE14187, MOUSE14186, MOUSE14191, MOUSE14190, MOUSE14188, MOUSE14192, MOUSE14193
OG0002447	bflo_14524	MOUSE44489
OG0002448	bflo_07090	MOUSE11077, MOUSE11074, MOUSE11075, MOUSE11076
OG0002449	bflo_15682	MOUSE20239, MOUSE20238, MOUSE20237, MOUSE24757, MOUSE24754, MOUSE24758, MOUSE24756
OG0002449	bflo_15594	MOUSE07670, MOUSE07671
OG0002450	bflo_03594	MOUSE30343, MOUSE30344, MOUSE30338, MOUSE30342, MOUSE30341, MOUSE30339, MOUSE30337, MOUSE10244, MOUSE10243
OG0002451	bflo_11446	MOUSE52541, MOUSE52545, MOUSE52546, MOUSE52542, MOUSE52544, MOUSE52540, MOUSE02051, MOUSE52543, MOUSE02049, MOUSE02048, MOUSE02047, MOUSE02050
OG0002452	bflo_00746	MOUSE26238, MOUSE26237, MOUSE05827, MOUSE05830, MOUSE05831
OG0002453	bflo_12392	MOUSE50652, MOUSE50651, MOUSE50650
OG0002454	bflo_20017	MOUSE37791, MOUSE37793, MOUSE38210, MOUSE38209
OG0002455	bflo_24330	MOUSE35024, MOUSE35023, MOUSE35025, MOUSE35026, MOUSE35028, MOUSE35027, MOUSE29474, MOUSE29473, MOUSE29469, MOUSE29466, MOUSE29470, MOUSE29471, MOUSE29467, MOUSE29468, MOUSE29472
OG0002456	bflo_18853	MOUSE53275, MOUSE53282, MOUSE53276
OG0002457	bflo_12132	MOUSE08012
OG0002459	bflo_15121	MOUSE46120, MOUSE46124, MOUSE46123, MOUSE46121
OG0002461	bflo_15469	MOUSE29823, MOUSE30128
OG0002464	bflo_06971	MOUSE00761, MOUSE00762, MOUSE09599, MOUSE09598, MOUSE09600, MOUSE09596, MOUSE09597, MOUSE48305, MOUSE48304
OG0002465	bflo_04835, bflo_22713, bflo_22758	MOUSE13532, MOUSE33997, MOUSE13529, MOUSE13531, MOUSE13530, MOUSE33996, MOUSE47665
OG0002466	bflo_16717	MOUSE23753, MOUSE23754, MOUSE23752
OG0002467	bflo_05975	MOUSE34362, MOUSE13433, MOUSE13431, MOUSE13430, MOUSE13432, MOUSE06807, MOUSE06808
OG0002470	bflo_11232	MOUSE40644
OG0002476	bflo_16460	MOUSE18114
OG0002476	bflo_12860	MOUSE49569
OG0002477	bflo_10778	MOUSE48838, MOUSE48839, MOUSE42739, MOUSE21455
OG0002478	bflo_09371	MOUSE32475, MOUSE32476, MOUSE32477, MOUSE32474, MOUSE32473, MOUSE32472, MOUSE09462, MOUSE09460, MOUSE09461
OG0002479	bflo_20166	MOUSE04347, MOUSE04349, MOUSE04348, MOUSE04350, MOUSE37622, MOUSE37619, MOUSE37620, MOUSE37618, MOUSE37623, MOUSE37624
OG0002480	bflo_17881, bflo_17977, bflo_27229, bflo_02269	MOUSE06240, MOUSE06238
OG0002481	bflo_00653	MOUSE43445, MOUSE20163, MOUSE28056, MOUSE28055
OG0002482	bflo_20508	MOUSE45847, MOUSE17267
OG0002484	bflo_08394	MOUSE37164, MOUSE37166
OG0002486	bflo_02598	MOUSE03701, MOUSE03700
OG0002487	bflo_18585	MOUSE07251, MOUSE07250, MOUSE07256, MOUSE07254, MOUSE07255, MOUSE07249, MOUSE07253, MOUSE07252, MOUSE49926
OG0002489	bflo_09137	MOUSE21419, MOUSE27891
OG0002490	bflo_12104	MOUSE54267, MOUSE06889
OG0002491	bflo_07700	MOUSE19153
OG0002492	bflo_21795	MOUSE22837
OG0002493	bflo_16729	MOUSE18357
OG0002494	bflo_13228	MOUSE15175, MOUSE15172, MOUSE28842, MOUSE15173, MOUSE15174, MOUSE28843, MOUSE28845, MOUSE28844
OG0002495	bflo_02452	MOUSE26565, MOUSE26564, MOUSE26610, MOUSE26616, MOUSE26608, MOUSE26614, MOUSE26606, MOUSE26612, MOUSE26617, MOUSE26613, MOUSE26611, MOUSE26605, MOUSE26615, MOUSE26607, MOUSE26609, MOUSE26563, MOUSE26561, MOUSE26562, MOUSE26560
OG0002496	bflo_09729	MOUSE32442, MOUSE32440, MOUSE32441, MOUSE17163, MOUSE17162
OG0002497	bflo_07342	MOUSE05518, MOUSE05517, MOUSE18374
OG0002499	bflo_25023, bflo_25020	MOUSE35125, MOUSE35126
OG0002500	bflo_20308	MOUSE46266, MOUSE46265, MOUSE46264, MOUSE46267
OG0002501	bflo_20143	MOUSE04877
OG0002503	bflo_14806	MOUSE03370, MOUSE03368, MOUSE03371, MOUSE03369
OG0002504	bflo_20578	MOUSE37298, MOUSE37295, MOUSE37297, MOUSE37296, MOUSE38039, MOUSE38040
OG0002505	bflo_19741, bflo_18505	MOUSE38688, MOUSE38685, MOUSE38684, MOUSE38687, MOUSE38686
OG0002506	bflo_15908, bflo_05827, bflo_06746	MOUSE07691, MOUSE24767, MOUSE24766, MOUSE24765
OG0002507	bflo_25600	MOUSE09837, MOUSE31332, MOUSE31333
OG0002508	bflo_20959	MOUSE01046, MOUSE04671, MOUSE04674, MOUSE04670, MOUSE04672
OG0002509	bflo_13462	MOUSE11067, MOUSE11066
OG0002510	bflo_21793	MOUSE50160, MOUSE50157, MOUSE50156
OG0002511	bflo_25280	MOUSE35458, MOUSE35460, MOUSE35461, MOUSE35459, MOUSE22205, MOUSE22206, MOUSE22208
OG0002512	bflo_14728	MOUSE12994, MOUSE12993, MOUSE54804, MOUSE54805, MOUSE54803, MOUSE54801, MOUSE54802
OG0002514	bflo_03471	MOUSE30969
OG0002515	bflo_03623	MOUSE33009, MOUSE44902
OG0002516	bflo_09647	MOUSE51264, MOUSE16767, MOUSE51260, MOUSE51259, MOUSE51257, MOUSE51262, MOUSE51261, MOUSE51258
OG0002517	bflo_00396	MOUSE26352, MOUSE26351, MOUSE05602, MOUSE05670
OG0002518	bflo_24581	MOUSE34539
OG0002519	bflo_15025	MOUSE19409, MOUSE19408, MOUSE13052, MOUSE13055, MOUSE13054, MOUSE13053, MOUSE13051
OG0002520	bflo_07063	MOUSE36750, MOUSE36751, MOUSE03593, MOUSE36749, MOUSE36748
OG0002521	bflo_02383, bflo_02440, bflo_02799, bflo_02384, bflo_02798	MOUSE52387
OG0002522	bflo_25129	MOUSE34944, MOUSE34945, MOUSE34943, MOUSE34942
OG0002523	bflo_03694	MOUSE41057, MOUSE39451, MOUSE39450, MOUSE39448, MOUSE39447, MOUSE39449, MOUSE44522
OG0002524	bflo_03870	MOUSE37810, MOUSE37811, MOUSE38180, MOUSE38182, MOUSE38179, MOUSE38181, MOUSE46499, MOUSE46502, MOUSE46503, MOUSE46500
OG0002525	bflo_13844	MOUSE00130, MOUSE15800
OG0002526	bflo_06290	MOUSE35751, MOUSE35750, MOUSE35749
OG0002527	bflo_15960	MOUSE23816, MOUSE23815, MOUSE26080
OG0002528	bflo_10783	MOUSE19182
OG0002529	bflo_21754	MOUSE22924, MOUSE22925, MOUSE22926, MOUSE22923, MOUSE45282, MOUSE45283, MOUSE45284
OG0002530	bflo_06442	MOUSE19507, MOUSE51776, MOUSE51775
OG0002531	bflo_23389	MOUSE08672, MOUSE08670, MOUSE11680, MOUSE11677, MOUSE11676, MOUSE11678, MOUSE11679, MOUSE20307, MOUSE20308, MOUSE20310, MOUSE20309
OG0002532	bflo_23293	MOUSE06200, MOUSE06199, MOUSE06198
OG0002533	bflo_20865	MOUSE04461, MOUSE04460
OG0002534	bflo_24432	MOUSE51440, MOUSE32299
OG0002535	bflo_08937	MOUSE40311, MOUSE40312
OG0002536	bflo_08807	MOUSE46860, MOUSE36193, MOUSE47941, MOUSE47940, MOUSE47939, MOUSE47938
OG0002538	bflo_18555	MOUSE22260, MOUSE38986, MOUSE38988, MOUSE38985, MOUSE38987, MOUSE38984, MOUSE22261, MOUSE05178
OG0002539	bflo_13364	MOUSE27151, MOUSE27152, MOUSE14352, MOUSE14351
OG0002540	bflo_01311	MOUSE12683, MOUSE29303, MOUSE29302
OG0002541	bflo_20840	MOUSE41743, MOUSE41744, MOUSE41745
OG0002542	bflo_18845	MOUSE25108, MOUSE25110, MOUSE05302, MOUSE02385
OG0002543	bflo_20301	MOUSE01120, MOUSE01119
OG0002545	bflo_11987	MOUSE35306, MOUSE31227
OG0002547	bflo_04652, bflo_04971	MOUSE18564, MOUSE00372, MOUSE00370
OG0002548	bflo_23945	MOUSE08254, MOUSE43212, MOUSE24491, MOUSE24489
OG0002549	bflo_22197	MOUSE29977, MOUSE29973, MOUSE29976, MOUSE29972, MOUSE29975, MOUSE29974, MOUSE29971
OG0002550	bflo_08738	MOUSE35947, MOUSE35946, MOUSE35936, MOUSE35937, MOUSE35940, MOUSE35943, MOUSE35939, MOUSE35941, MOUSE35945, MOUSE35938, MOUSE35942, MOUSE35944
OG0002551	bflo_15193, bflo_14552, bflo_14554	MOUSE03440, MOUSE03439, MOUSE48212, MOUSE48213
OG0002552	bflo_06677	MOUSE30754, MOUSE30753, MOUSE51981, MOUSE51979, MOUSE51980, MOUSE51977, MOUSE51978
OG0002553	bflo_08458	MOUSE19779
OG0002555	bflo_08769	MOUSE08699
OG0002556	bflo_03204, bflo_03836	MOUSE55416
OG0002557	bflo_14058	MOUSE12279, MOUSE12278, MOUSE17585, MOUSE17586, MOUSE12281
OG0002558	bflo_14250	MOUSE24579, MOUSE24578, MOUSE07565
OG0002559	bflo_14842	MOUSE09451, MOUSE09450, MOUSE09452, MOUSE32457, MOUSE32459, MOUSE32458, MOUSE32456, MOUSE32460
OG0002560	bflo_15907	MOUSE32855, MOUSE32854, MOUSE32853, MOUSE32846, MOUSE32845, MOUSE32847, MOUSE32848, MOUSE32849, MOUSE32850, MOUSE32851
OG0002561	bflo_23744, bflo_23953	MOUSE20491
OG0002562	bflo_25771	MOUSE01503, MOUSE01502, MOUSE01501
OG0002563	bflo_14809	MOUSE45287, MOUSE45290, MOUSE45288, MOUSE45289, MOUSE45293, MOUSE45291, MOUSE45294
OG0002564	bflo_22944	MOUSE05982, MOUSE05984, MOUSE05983, MOUSE38599, MOUSE38600
OG0002565	bflo_10050, bflo_03463, bflo_03428	MOUSE52310, MOUSE52309, MOUSE52311
OG0002566	bflo_25702	MOUSE37161
OG0002567	bflo_14496	MOUSE52768, MOUSE52770, MOUSE52769
OG0002568	bflo_11043	MOUSE36225
OG0002569	bflo_15249	MOUSE17372, MOUSE17371, MOUSE17370, MOUSE50887, MOUSE50888
OG0002570	bflo_12783	MOUSE28452, MOUSE28454
OG0002571	bflo_14934	MOUSE05093, MOUSE05094, MOUSE05091, MOUSE05092, MOUSE05090, MOUSE14222, MOUSE14221, MOUSE14219, MOUSE14220
OG0002572	bflo_03604	MOUSE02126, MOUSE27273, MOUSE44188
OG0002573	bflo_22782	MOUSE06517, MOUSE06515, MOUSE06518, MOUSE06516, MOUSE06519
OG0002576	bflo_10971	MOUSE52085, MOUSE43437, MOUSE43436
OG0002576	bflo_15281	MOUSE18738, MOUSE18739
OG0002578	bflo_00731	MOUSE34012, MOUSE34013, MOUSE25966, MOUSE25967, MOUSE25968, MOUSE25441, MOUSE25442, MOUSE25509
