Orthogroup	BRAFL	CAEEL
OG0003185	bflo_03286	CAEEL04813
OG0003187	bflo_06988	CAEEL16181
OG0003188	bflo_05779	CAEEL00953
OG0003189	bflo_17966, bflo_17711	CAEEL04624
OG0003191	bflo_02395	CAEEL09839
OG0003193	bflo_22117	CAEEL17615
OG0003197	bflo_21320	CAEEL11467
OG0003198	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477	CAEEL05062
OG0003199	bflo_11640	CAEEL11688
OG0003202	bflo_08512	CAEEL12123
OG0003203	bflo_00895	CAEEL08247
OG0003206	bflo_14678, bflo_27134	CAEEL08436
OG0003207	bflo_11574	CAEEL11116
OG0003210	bflo_16532	CAEEL11876
OG0003211	bflo_12109	CAEEL09585
OG0003212	bflo_11237, bflo_11720	CAEEL11323
OG0003213	bflo_06414	CAEEL18737
OG0003214	bflo_15011	CAEEL08551
OG0003215	bflo_23368	CAEEL02895
OG0003217	bflo_13097, bflo_13181	CAEEL06035, CAEEL06032
OG0003218	bflo_21266	CAEEL08847
OG0003219	bflo_14338	CAEEL16215
OG0003221	bflo_01510	CAEEL00088
OG0003222	bflo_14038	CAEEL00115
OG0003223	bflo_13052	CAEEL00485
OG0003224	bflo_00958	CAEEL05675
OG0003225	bflo_08138	CAEEL04615, CAEEL20133
OG0003226	bflo_03250	CAEEL04904, CAEEL04903
OG0003228	bflo_11373	CAEEL14683
OG0003229	bflo_14282	CAEEL10166
OG0003230	bflo_10210	CAEEL06311
OG0003232	bflo_13766	CAEEL04540
OG0003235	bflo_14854	CAEEL11765
OG0003236	bflo_27409, bflo_22679	CAEEL15067
OG0003251	bflo_12651	CAEEL01743
OG0003252	bflo_14795	CAEEL19657
OG0003254	bflo_05940	CAEEL15715
OG0003255	bflo_08217	CAEEL01327
OG0003257	bflo_05917, bflo_05925	CAEEL04888
OG0003258	bflo_24354	CAEEL04539
OG0003259	bflo_06895	CAEEL11844
OG0003263	bflo_23703	CAEEL12235
OG0003266	bflo_10178	CAEEL05061
OG0003267	bflo_26847, bflo_07095	CAEEL11406
OG0003268	bflo_13173	CAEEL00711
OG0003269	bflo_23123	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993
OG0003270	bflo_12004	CAEEL17531, CAEEL17532, CAEEL07171
OG0003275	bflo_13276	CAEEL01894
OG0003276	bflo_17428	CAEEL05343
OG0003277	bflo_11010	CAEEL10684
OG0003279	bflo_14292	CAEEL09246
OG0003281	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079	CAEEL19540
OG0003282	bflo_05872	CAEEL04466
OG0003283	bflo_27041, bflo_12474	CAEEL10540
OG0003284	bflo_02462	CAEEL20144
OG0003286	bflo_23054	CAEEL11061
OG0003287	bflo_03086	CAEEL09759
OG0003288	bflo_14155	CAEEL07836
OG0003289	bflo_13357	CAEEL00474
OG0003290	bflo_07091	CAEEL07995, CAEEL07996
OG0003291	bflo_04904	CAEEL07282
OG0003293	bflo_00129	CAEEL09078
OG0003296	bflo_21081	CAEEL07972
OG0003297	bflo_22943, bflo_27414	CAEEL06799, CAEEL06798, CAEEL02997
OG0003298	bflo_15165	CAEEL00404
OG0003300	bflo_03067, bflo_03066	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626
OG0003301	bflo_01141	CAEEL11183
OG0003303	bflo_15649	CAEEL08080
OG0003305	bflo_03407	CAEEL04396
OG0003306	bflo_11444, bflo_26999	CAEEL11131
OG0003307	bflo_07093	CAEEL09527
OG0003309	bflo_18723	CAEEL07134
OG0003311	bflo_01504	CAEEL06729
OG0003316	bflo_24864	CAEEL06426
OG0003317	bflo_23280, bflo_23472	CAEEL11191
OG0003318	bflo_11452	CAEEL00777
OG0003320	bflo_10097	CAEEL05307
OG0003323	bflo_15869	CAEEL08557, CAEEL08556
OG0003325	bflo_08410	CAEEL11598
OG0003327	bflo_15914	CAEEL15863
OG0003328	bflo_16009, bflo_14605, bflo_13901, bflo_13749, bflo_00426	CAEEL07600, CAEEL14983, CAEEL18520
OG0003329	bflo_06538	CAEEL02070
OG0003330	bflo_05318	CAEEL02745
OG0003331	bflo_20334	CAEEL07758
OG0003332	bflo_06531	CAEEL15994, CAEEL15100
OG0003333	bflo_03278	CAEEL05869
OG0003335	bflo_16036	CAEEL06219
OG0003336	bflo_16347	CAEEL18158
OG0003337	bflo_24672	CAEEL05608
OG0003340	bflo_00966	CAEEL05767
OG0003341	bflo_13784	CAEEL15411
OG0003343	bflo_21197	CAEEL02966
OG0003344	bflo_06379	CAEEL04271
OG0003348	bflo_01497	CAEEL00995
OG0003349	bflo_08162	CAEEL11343
OG0003350	bflo_21636	CAEEL18859
OG0003354	bflo_00257	CAEEL07057
OG0003356	bflo_13961	CAEEL05068
OG0003357	bflo_10674	CAEEL05202
OG0003358	bflo_11374	CAEEL15398
OG0003359	bflo_09270	CAEEL08412
OG0003360	bflo_08028	CAEEL09119
OG0003361	bflo_21492	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	bflo_19412, bflo_19416	CAEEL04399
OG0003364	bflo_03561	CAEEL06262
OG0003366	bflo_23663	CAEEL13316, CAEEL13290
OG0003368	bflo_08973	CAEEL04652
OG0003369	bflo_08608	CAEEL11911
OG0003370	bflo_05182	CAEEL19630, CAEEL09274
OG0003372	bflo_25213	CAEEL04956
OG0003374	bflo_01562	CAEEL09698
OG0003375	bflo_05681	CAEEL04860
OG0003377	bflo_09240, bflo_09241	CAEEL19646
OG0003378	bflo_09811	CAEEL04638
OG0003380	bflo_20421	CAEEL07698, CAEEL08643
OG0003384	bflo_10672	CAEEL12353
OG0003386	bflo_24755	CAEEL04616
OG0003387	bflo_20271, bflo_20266	CAEEL12649, CAEEL12648
OG0003392	bflo_04347	CAEEL18713
OG0003394	bflo_00632	CAEEL09212
OG0003401	bflo_04587	CAEEL18173, CAEEL19529
OG0003419	bflo_19082	CAEEL20583, CAEEL07865
OG0003421	bflo_14823	CAEEL18393
OG0003425	bflo_06597	CAEEL12188
OG0003426	bflo_17220	CAEEL06462
OG0003429	bflo_03695	CAEEL00390
OG0003430	bflo_10656	CAEEL05290
OG0003431	bflo_18771	CAEEL20649
OG0003433	bflo_22519	CAEEL17744
OG0003434	bflo_00872	CAEEL08434
OG0003435	bflo_21768	CAEEL04157
OG0003439	bflo_21650	CAEEL10524
OG0003443	bflo_23995	CAEEL18884
OG0003444	bflo_03457	CAEEL04842
OG0003448	bflo_13876	CAEEL01220
OG0003450	bflo_14312	CAEEL06420
OG0003451	bflo_17722	CAEEL02776, CAEEL02805
OG0003452	bflo_09208	CAEEL02730
OG0003453	bflo_09284	CAEEL11697
OG0003454	bflo_18619	CAEEL07771
OG0003455	bflo_03202, bflo_03230	CAEEL01134
OG0003456	bflo_23918	CAEEL00212, CAEEL00213
OG0003457	bflo_01506	CAEEL19244
OG0003458	bflo_03987	CAEEL14113
OG0003459	bflo_13470	CAEEL16050
OG0003460	bflo_16240	CAEEL19133
OG0003462	bflo_15758	CAEEL11837
OG0003463	bflo_24804	CAEEL07464
OG0003464	bflo_22976	CAEEL15673
OG0003465	bflo_16970	CAEEL00222
OG0003466	bflo_09344	CAEEL06482
OG0003467	bflo_12624	CAEEL09664
OG0003468	bflo_18674	CAEEL10655
OG0003472	bflo_14735	CAEEL07680, CAEEL07681
OG0003473	bflo_23011	CAEEL09171
OG0003475	bflo_17402	CAEEL01731
OG0003477	bflo_05188	CAEEL02502
OG0003478	bflo_05169	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	bflo_11660	CAEEL12384
OG0003480	bflo_13731	CAEEL01792
OG0003486	bflo_20523	CAEEL04926
OG0003487	bflo_10772	CAEEL02123
OG0003489	bflo_02309	CAEEL00223
OG0003491	bflo_22547	CAEEL18627, CAEEL05479
OG0003496	bflo_14755	CAEEL01506
OG0003498	bflo_01724	CAEEL16452
OG0003500	bflo_07514	CAEEL01330
OG0003500	bflo_20102	CAEEL01125
OG0003501	bflo_25164	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	bflo_20275	CAEEL02400, CAEEL02281
OG0003503	bflo_23296	CAEEL04457, CAEEL04454
OG0003505	bflo_12682	CAEEL07950
OG0003506	bflo_15168	CAEEL05248
OG0003507	bflo_26224	CAEEL05679
OG0003508	bflo_14628	CAEEL17418
OG0003509	bflo_24353	CAEEL04891
OG0003510	bflo_13265	CAEEL01116
OG0003511	bflo_06537	CAEEL08351
OG0003513	bflo_18565	CAEEL07182
OG0003514	bflo_10920	CAEEL12733, CAEEL12734
OG0003515	bflo_14188	CAEEL06636
OG0003517	bflo_03023	CAEEL05196
OG0003518	bflo_25746	CAEEL01719
OG0003519	bflo_18795	CAEEL07239
OG0003522	bflo_23156	CAEEL06276
OG0003523	bflo_24396	CAEEL18694
OG0003524	bflo_24392	CAEEL04264, CAEEL04265
OG0003526	bflo_05929	CAEEL16001
OG0003528	bflo_17528	CAEEL00365
OG0003530	bflo_14631	CAEEL19423
OG0003531	bflo_24099	CAEEL15168, CAEEL18062
OG0003532	bflo_09668	CAEEL05027
OG0003538	bflo_15185	CAEEL11099
OG0003539	bflo_11094	CAEEL05895
OG0003541	bflo_13586	CAEEL01632
OG0003542	bflo_23060	CAEEL01115
OG0003543	bflo_03236	CAEEL08637
OG0003544	bflo_07217	CAEEL06236, CAEEL08896
OG0003545	bflo_23382	CAEEL12984
OG0003548	bflo_09354	CAEEL19888
OG0003550	bflo_00232	CAEEL06728
OG0003551	bflo_25362	CAEEL05919
OG0003552	bflo_16108	CAEEL18151
OG0003554	bflo_10753, bflo_21018	CAEEL05099
OG0003556	bflo_06642	CAEEL11919
OG0003560	bflo_11890	CAEEL04113
OG0003561	bflo_04334	CAEEL01643
OG0003562	bflo_01200	CAEEL19208, CAEEL04183
OG0003563	bflo_23836	CAEEL07782
OG0003564	bflo_09292	CAEEL18104
OG0003566	bflo_03002	CAEEL04245
OG0003567	bflo_04792	CAEEL15549
OG0003569	bflo_11253	CAEEL10722
OG0003570	bflo_26249	CAEEL08761
OG0003571	bflo_05241	CAEEL00659
OG0003573	bflo_20068	CAEEL10174, CAEEL18886
OG0003577	bflo_00343	CAEEL07169
OG0003578	bflo_20566, bflo_14712	CAEEL08037
OG0003579	bflo_07074	CAEEL10103
OG0003581	bflo_18883, bflo_18884	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	bflo_10944	CAEEL10165, CAEEL10958
OG0003585	bflo_01255	CAEEL19947
OG0003587	bflo_15618, bflo_16153, bflo_16042, bflo_15641, bflo_15655, bflo_15620, bflo_15665, bflo_16037, bflo_16146, bflo_15653, bflo_15657, bflo_00011, bflo_15660, bflo_15661, bflo_15643, bflo_16169, bflo_04856, bflo_19791, bflo_14362, bflo_20812, bflo_16594, bflo_16374, bflo_20809, bflo_23522, bflo_15646, bflo_16156, bflo_00399	CAEEL01025
OG0003597	bflo_10323	CAEEL05204
OG0003598	bflo_16711	CAEEL20069
OG0003599	bflo_06072	CAEEL01022
OG0003604	bflo_20404	CAEEL08873
OG0003607	bflo_05933	CAEEL05764
OG0003611	bflo_09170	CAEEL15351
OG0003612	bflo_25558	CAEEL12107
OG0003613	bflo_12262	CAEEL10330
OG0003615	bflo_26275	CAEEL04572
OG0003618	bflo_01473	CAEEL10379
OG0003619	bflo_14248	CAEEL19948, CAEEL09130
OG0003620	bflo_25025	CAEEL05074
OG0003621	bflo_04483, bflo_26752	CAEEL18738
OG0003623	bflo_10738	CAEEL11847
OG0003624	bflo_11072	CAEEL11456
OG0003629	bflo_22183	CAEEL18064
OG0003630	bflo_20004	CAEEL01945
OG0003632	bflo_03937	CAEEL04287
OG0003634	bflo_24973	CAEEL05819, CAEEL05206, CAEEL08505
OG0003638	bflo_17869	CAEEL14206
OG0003639	bflo_21388, bflo_21692	CAEEL07019
OG0003640	bflo_26670, bflo_02410	CAEEL01151
OG0003641	bflo_13272	CAEEL02290
OG0003644	bflo_16458	CAEEL07060
OG0003645	bflo_14727	CAEEL08952
OG0003646	bflo_03551	CAEEL04268
OG0003647	bflo_06536	CAEEL08061
OG0003649	bflo_06468	CAEEL02106
OG0003650	bflo_21715	CAEEL01596
OG0003652	bflo_17868	CAEEL00198, CAEEL00197
OG0003655	bflo_17616	CAEEL01543
OG0003656	bflo_08293	CAEEL00717
OG0003657	bflo_00252	CAEEL18724
OG0003658	bflo_00698	CAEEL17892
OG0003659	bflo_02419	CAEEL00820
OG0003661	bflo_26559, bflo_21119	CAEEL11758
OG0003664	bflo_23017, bflo_23489	CAEEL10164
OG0003666	bflo_11627, bflo_27012	CAEEL12155
OG0003667	bflo_20479	CAEEL14775
OG0003668	bflo_06147	CAEEL09161, CAEEL09163
OG0003669	bflo_25341	CAEEL08786, CAEEL08784
OG0003672	bflo_23403	CAEEL12653
OG0003676	bflo_15747	CAEEL00672
OG0003677	bflo_19132	CAEEL08632
OG0003678	bflo_25551	CAEEL03764
OG0003679	bflo_02036, bflo_13294	CAEEL14380
OG0003680	bflo_01532	CAEEL10627
OG0003681	bflo_03957	CAEEL03276
OG0003686	bflo_12834	CAEEL01983
OG0003688	bflo_24589, bflo_24522	CAEEL03025
OG0003689	bflo_19565	CAEEL07514
OG0003690	bflo_13292	CAEEL08798
OG0003692	bflo_09441	CAEEL09322
OG0003693	bflo_11485	CAEEL09517
OG0003694	bflo_07368	CAEEL08779
OG0003695	bflo_16279	CAEEL18980
OG0003696	bflo_11319	CAEEL15341
OG0003697	bflo_23717	CAEEL07546
OG0003698	bflo_10629	CAEEL05872
OG0003700	bflo_22951	CAEEL08489
OG0003701	bflo_01336	CAEEL04838
OG0003702	bflo_11082	CAEEL19917
OG0003704	bflo_06360	CAEEL02747
OG0003708	bflo_17394	CAEEL02697, CAEEL19979
OG0003710	bflo_18086	CAEEL05057
OG0003712	bflo_23878	CAEEL12274
OG0003716	bflo_24004	CAEEL00239
OG0003718	bflo_02164	CAEEL00456
OG0003719	bflo_04239	CAEEL01088
OG0003721	bflo_09733	CAEEL19092
OG0003724	bflo_24348	CAEEL04996
OG0003725	bflo_25499, bflo_25497	CAEEL04639
OG0003727	bflo_07862	CAEEL20128
OG0003729	bflo_02888	CAEEL01397
OG0003731	bflo_09228	CAEEL14842
OG0003732	bflo_21803	CAEEL10948
OG0003733	bflo_25583	CAEEL05542
OG0003734	bflo_15650	CAEEL18003
OG0003735	bflo_17363	CAEEL04830, CAEEL04829
OG0003736	bflo_12719	CAEEL10845
OG0003737	bflo_15994	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	bflo_04782, bflo_26767	CAEEL06789
OG0003740	bflo_09974	CAEEL07837
OG0003741	bflo_10194	CAEEL07870
OG0003743	bflo_17350	CAEEL12238
OG0003745	bflo_13758, bflo_07859	CAEEL16018, CAEEL17606
OG0003746	bflo_18735	CAEEL07398
OG0003747	bflo_06649	CAEEL02767
OG0003748	bflo_12393	CAEEL00242
OG0003749	bflo_09949, bflo_09953	CAEEL20507
OG0003750	bflo_14314	CAEEL05076
OG0003752	bflo_09978	CAEEL04520
OG0003753	bflo_22685	CAEEL18657
OG0003754	bflo_10581	CAEEL19668, CAEEL05669
OG0003755	bflo_20955	CAEEL09173
OG0003756	bflo_13745	CAEEL01606
OG0003759	bflo_25051	CAEEL09625
OG0003761	bflo_07994	CAEEL19863
OG0003764	bflo_23348	CAEEL15954
OG0003767	bflo_13723, bflo_13725, bflo_13724	CAEEL07794
OG0003768	bflo_14840	CAEEL07458
OG0003771	bflo_23473	CAEEL18560, CAEEL05367
OG0003776	bflo_19353	CAEEL14271
OG0003778	bflo_03437	CAEEL10576
OG0003779	bflo_10120	CAEEL12785
OG0003795	bflo_11372	CAEEL09855
OG0003798	bflo_17437	CAEEL11938
OG0003803	bflo_25196	CAEEL19629
OG0003806	bflo_23190, bflo_00688	CAEEL10842
OG0003807	bflo_23696	CAEEL06933
OG0003808	bflo_01527	CAEEL08177
OG0003811	bflo_14145	CAEEL07020
OG0003812	bflo_24338	CAEEL07296
OG0003813	bflo_08536	CAEEL10820
OG0003817	bflo_16520	CAEEL02053
OG0003818	bflo_26938, bflo_10045	CAEEL15512
OG0003821	bflo_11241	CAEEL09346
OG0003824	bflo_01655	CAEEL17849
OG0003825	bflo_06191	CAEEL18577
OG0003826	bflo_20813	CAEEL02634
OG0003827	bflo_26098, bflo_25484, bflo_25483, bflo_26097	CAEEL04098
OG0003829	bflo_16298	CAEEL08428
OG0003831	bflo_15015	CAEEL08097
OG0003832	bflo_11645	CAEEL11899
OG0003833	bflo_15287	CAEEL05813, CAEEL14180
OG0003834	bflo_13313	CAEEL00145
OG0003837	bflo_04359	CAEEL11909, CAEEL11910
OG0003838	bflo_14249	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	bflo_15827	CAEEL11415
OG0003840	bflo_06986	CAEEL01767
OG0003841	bflo_04276	CAEEL10859, CAEEL18915
OG0003843	bflo_13315	CAEEL14293
OG0003846	bflo_08816	CAEEL00811, CAEEL18648
OG0003847	bflo_18871	CAEEL07371
OG0003847	bflo_16688	CAEEL06874
OG0003848	bflo_27156, bflo_15576	CAEEL08837
OG0003850	bflo_11358	CAEEL11705
OG0003851	bflo_00415, bflo_00554, bflo_00750	CAEEL08777
OG0003852	bflo_07596	CAEEL00155
OG0003853	bflo_21440	CAEEL13793
OG0003854	bflo_02025	CAEEL01789
OG0003856	bflo_23888	CAEEL07428
OG0003857	bflo_23884	CAEEL19675
OG0003858	bflo_16889	CAEEL06932
OG0003863	bflo_08746	CAEEL18943
OG0003864	bflo_17590	CAEEL01846
OG0003865	bflo_02430	CAEEL02514
OG0003866	bflo_18467, bflo_18468	CAEEL00295
OG0003867	bflo_24398	CAEEL15761
OG0003868	bflo_15648	CAEEL18485
OG0003869	bflo_18781	CAEEL00094
OG0003870	bflo_10490	CAEEL17745
OG0003871	bflo_21378	CAEEL20153
OG0003872	bflo_16387	CAEEL14869
OG0003873	bflo_24827, bflo_16172	CAEEL07437
OG0003875	bflo_10585	CAEEL00868
OG0003876	bflo_25231	CAEEL04369
OG0003877	bflo_22483	CAEEL18175
OG0003879	bflo_01976	CAEEL00338, CAEEL01399
OG0003881	bflo_12239	CAEEL12169
OG0003884	bflo_08247	CAEEL01060
OG0003885	bflo_05699	CAEEL01791
OG0003886	bflo_02594	CAEEL10383
OG0003887	bflo_07640	CAEEL09446
OG0003892	bflo_11576	CAEEL11760
OG0003893	bflo_18061	CAEEL05797
OG0003894	bflo_15776	CAEEL01425
OG0003895	bflo_22849	CAEEL15379
OG0003897	bflo_24684	CAEEL07613
OG0003898	bflo_21662	CAEEL05728
OG0003900	bflo_22302	CAEEL08813
OG0003901	bflo_25007	CAEEL00786, CAEEL18671
OG0003904	bflo_13785, bflo_08053	CAEEL00419
OG0003906	bflo_04877	CAEEL00814
OG0003909	bflo_13163	CAEEL09488, CAEEL14422
OG0003910	bflo_17784	CAEEL08553
OG0003911	bflo_01450	CAEEL20590
OG0003912	bflo_13927	CAEEL02731
OG0003913	bflo_25822	CAEEL05199
OG0003915	bflo_22605	CAEEL04887
OG0003916	bflo_12715	CAEEL07068
OG0003917	bflo_14511	CAEEL07507
OG0003918	bflo_07118	CAEEL11925, CAEEL11924
OG0003920	bflo_17349	CAEEL00358
OG0003921	bflo_01051	CAEEL14832, CAEEL18358
OG0003922	bflo_24628, bflo_03949	CAEEL11421, CAEEL11420
OG0003923	bflo_18828	CAEEL08718
OG0003925	bflo_24965	CAEEL04108
OG0003926	bflo_24571	CAEEL10754, CAEEL19332
OG0003929	bflo_05243	CAEEL00949
OG0003930	bflo_03015	CAEEL05047
OG0003931	bflo_23064	CAEEL15548
OG0003932	bflo_06821	CAEEL12182, CAEEL12183
OG0003933	bflo_12445	CAEEL11609
OG0003934	bflo_25582	CAEEL10046
OG0003937	bflo_09216	CAEEL19289
OG0003938	bflo_17513	CAEEL07167
OG0003939	bflo_25332	CAEEL04128
OG0003940	bflo_12482	CAEEL15126, CAEEL19780
OG0003943	bflo_06013, bflo_05488	CAEEL00131
OG0003944	bflo_17891	CAEEL05219
OG0003945	bflo_23336	CAEEL17988
OG0003946	bflo_08890	CAEEL18782
OG0003947	bflo_10038, bflo_26937	CAEEL16177
OG0003949	bflo_04795, bflo_20040, bflo_04980	CAEEL02494
OG0003950	bflo_04796	CAEEL05823
OG0003951	bflo_10924	CAEEL10367
OG0003953	bflo_14937	CAEEL12236
OG0003954	bflo_06529	CAEEL11860
OG0003955	bflo_15067	CAEEL08204
OG0003959	bflo_16654	CAEEL18903
OG0003959	bflo_16392	CAEEL01523
OG0003961	bflo_01052	CAEEL10706
OG0003964	bflo_22238, bflo_22112, bflo_22610	CAEEL20597
OG0003965	bflo_01681	CAEEL09858, CAEEL18478
OG0003967	bflo_23352	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	bflo_09937	CAEEL18441
OG0003969	bflo_11550	CAEEL01428, CAEEL15342
OG0003970	bflo_08004	CAEEL00141, CAEEL08636
OG0003971	bflo_09929	CAEEL03035
OG0003972	bflo_13739	CAEEL09414
OG0003973	bflo_07614	CAEEL17822
OG0003999	bflo_00820	CAEEL08414
OG0004000	bflo_02654	CAEEL02254
OG0004004	bflo_00245	CAEEL09931
OG0004005	bflo_05822	CAEEL09757
OG0004007	bflo_25579	CAEEL08380, CAEEL20738
OG0004009	bflo_08409	CAEEL10425
OG0004010	bflo_25494	CAEEL11606
OG0004012	bflo_10107	CAEEL08889
OG0004014	bflo_01604	CAEEL07353
OG0004015	bflo_27508, bflo_25882	CAEEL03765
OG0004016	bflo_26991, bflo_11062	CAEEL09802
OG0004017	bflo_06408	CAEEL08935
OG0004021	bflo_20663	CAEEL07321
OG0004023	bflo_13771, bflo_13445	CAEEL00807
OG0004025	bflo_08844	CAEEL20824
OG0004027	bflo_19261	CAEEL07583
OG0004028	bflo_08558	CAEEL11434
OG0004031	bflo_16318	CAEEL15887
OG0004032	bflo_22471	CAEEL15185
OG0004033	bflo_10163	CAEEL15848
OG0004035	bflo_13352	CAEEL06509
OG0004036	bflo_04917	CAEEL05364
OG0004037	bflo_21736	CAEEL05545
OG0004038	bflo_25870	CAEEL04280
OG0004040	bflo_07645	CAEEL09311
OG0004041	bflo_06689	CAEEL06388
OG0004042	bflo_01092	CAEEL00958
OG0004044	bflo_01005	CAEEL07379
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	CAEEL19277, CAEEL00270
OG0004048	bflo_05759	CAEEL05729
OG0004051	bflo_00363	CAEEL06861
OG0004052	bflo_07404	CAEEL02741
OG0004053	bflo_06844	CAEEL01273
OG0004054	bflo_17321	CAEEL15244
OG0004056	bflo_08362	CAEEL01652
OG0004057	bflo_03481	CAEEL03603
OG0004059	bflo_09431	CAEEL14867
OG0004061	bflo_25941	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	bflo_04519	CAEEL02350
OG0004064	bflo_06053	CAEEL00654
OG0004065	bflo_24951	CAEEL05056
OG0004067	bflo_21757	CAEEL02869
OG0004068	bflo_04452	CAEEL10640
OG0004071	bflo_16403	CAEEL00928
OG0004072	bflo_19459	CAEEL09095, CAEEL07075
OG0004073	bflo_16850	CAEEL03280
OG0004076	bflo_06535	CAEEL07566
OG0004080	bflo_18882	CAEEL12810
OG0004081	bflo_21861	CAEEL18163
OG0004084	bflo_14479, bflo_04730	CAEEL14072
OG0004085	bflo_21712	CAEEL04587
OG0004087	bflo_00774	CAEEL07761
OG0004089	bflo_24435	CAEEL11769, CAEEL11770
OG0004090	bflo_02550	CAEEL02918
OG0004091	bflo_25644, bflo_25537	CAEEL04573
OG0004092	bflo_18722	CAEEL07326
OG0004095	bflo_08947	CAEEL02755
OG0004096	bflo_25120, bflo_16105, bflo_16136	CAEEL09363
OG0004097	bflo_23785	CAEEL05789
OG0004098	bflo_25548	CAEEL05361
OG0004099	bflo_23751	CAEEL07071
OG0004100	bflo_10859	CAEEL19773
OG0004101	bflo_02365, bflo_02328	CAEEL10753
OG0004102	bflo_10530	CAEEL20123
OG0004103	bflo_18116, bflo_01589	CAEEL10626
OG0004104	bflo_06763	CAEEL04801
OG0004105	bflo_05301	CAEEL05115
OG0004106	bflo_24930	CAEEL04225
OG0004110	bflo_06903	CAEEL01260
OG0004112	bflo_05743	CAEEL00522
OG0004113	bflo_11906	CAEEL09663
OG0004114	bflo_18466	CAEEL13365
OG0004115	bflo_24357	CAEEL05975
OG0004116	bflo_14868	CAEEL17798
OG0004118	bflo_11032	CAEEL09754
OG0004119	bflo_05817	CAEEL00177
OG0004120	bflo_06902	CAEEL09396
OG0004121	bflo_24414	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	bflo_16663	CAEEL20018
OG0004123	bflo_01120	CAEEL05731
OG0004124	bflo_01444	CAEEL02724, CAEEL02723
OG0004128	bflo_11243	CAEEL11738
OG0004130	bflo_05927	CAEEL02356
OG0004133	bflo_21730	CAEEL05363
OG0004134	bflo_09300	CAEEL07495
OG0004135	bflo_23100	CAEEL19516
OG0004136	bflo_25663, bflo_25662	CAEEL04479
OG0004137	bflo_05477	CAEEL00169, CAEEL00170
OG0004139	bflo_12568	CAEEL04347
OG0004142	bflo_11007	CAEEL10168
OG0004144	bflo_18803	CAEEL00709
OG0004145	bflo_17954	CAEEL14333
OG0004147	bflo_26420	CAEEL07109
OG0004148	bflo_18685	CAEEL07951
OG0004151	bflo_13322	CAEEL01499
OG0004153	bflo_07572, bflo_07571	CAEEL11562
OG0004156	bflo_12353	CAEEL05393
OG0004157	bflo_11422	CAEEL18994
OG0004158	bflo_02113	CAEEL00394
OG0004159	bflo_05541	CAEEL16103
OG0004160	bflo_25508	CAEEL08700
OG0004161	bflo_13481, bflo_27086	CAEEL18958
OG0004164	bflo_07953	CAEEL10119
OG0004166	bflo_10003	CAEEL04359
OG0004167	bflo_06366	CAEEL14218
OG0004168	bflo_03869	CAEEL08233
OG0004169	bflo_23613	CAEEL01556
OG0004170	bflo_08931	CAEEL10605
OG0004171	bflo_08244	CAEEL11852
OG0004176	bflo_07261	CAEEL01489
OG0004178	bflo_11717	CAEEL09854
OG0004179	bflo_23006	CAEEL10656
OG0004180	bflo_19742, bflo_19473	CAEEL08381
OG0004181	bflo_14869	CAEEL13830
OG0004182	bflo_27213, bflo_17268, bflo_17270, bflo_04774	CAEEL14269
OG0004184	bflo_17251	CAEEL15780, CAEEL15781
OG0004185	bflo_21307	CAEEL19854
OG0004186	bflo_07573	CAEEL13926
OG0004187	bflo_13222	CAEEL02068
OG0004188	bflo_11714, bflo_16377	CAEEL15410
OG0004189	bflo_20223	CAEEL17811
OG0004215	bflo_20025	CAEEL08870
OG0004216	bflo_12603	CAEEL02995
OG0004217	bflo_14087	CAEEL08020
OG0004218	bflo_21045, bflo_20460	CAEEL08860
OG0004219	bflo_02280	CAEEL00713
OG0004223	bflo_01727	CAEEL05790
OG0004225	bflo_00301	CAEEL07717
OG0004227	bflo_25102	CAEEL05233
OG0004228	bflo_01224	CAEEL13669
OG0004229	bflo_07812	CAEEL11625
OG0004230	bflo_14845	CAEEL07897
OG0004231	bflo_05384	CAEEL00452
OG0004232	bflo_10173	CAEEL03690
OG0004233	bflo_24143	CAEEL12306
OG0004236	bflo_07373	CAEEL15188
OG0004240	bflo_14064	CAEEL11686
OG0004241	bflo_22009	CAEEL20251
OG0004243	bflo_02341	CAEEL01439
OG0004244	bflo_11658	CAEEL12157
OG0004245	bflo_10377	CAEEL11730
OG0004246	bflo_23079	CAEEL17853
OG0004248	bflo_24542, bflo_24543	CAEEL11465
OG0004249	bflo_14267	CAEEL17634
OG0004250	bflo_20438	CAEEL16187
