Orthogroup	BRAFL	APOSJ_ok
OG0004029	bflo_19601	APOSJ_34860
OG0004031	bflo_16318	APOSJ_00925, APOSJ_00926
OG0004032	bflo_22471	APOSJ_52434
OG0004033	bflo_10163	APOSJ_09114, APOSJ_09115
OG0004034	bflo_00483	APOSJ_09656
OG0004035	bflo_13352	APOSJ_51358
OG0004036	bflo_04917	APOSJ_40159, APOSJ_40158, APOSJ_40160
OG0004037	bflo_21736	APOSJ_10038, APOSJ_10035, APOSJ_10042, APOSJ_10034, APOSJ_10036, APOSJ_10040, APOSJ_10037, APOSJ_10039, APOSJ_10041
OG0004038	bflo_25870	APOSJ_21288, APOSJ_21290, APOSJ_21296, APOSJ_21292, APOSJ_21289, APOSJ_21291, APOSJ_21294, APOSJ_21295, APOSJ_32719, APOSJ_21293
OG0004039	bflo_00182	APOSJ_14426, APOSJ_25302, APOSJ_09581
OG0004040	bflo_07645	APOSJ_40736, APOSJ_40737, APOSJ_40735
OG0004041	bflo_06689	APOSJ_47244, APOSJ_53806, APOSJ_53805, APOSJ_53325, APOSJ_53324, APOSJ_53810, APOSJ_53803, APOSJ_47233, APOSJ_47247, APOSJ_53326, APOSJ_53804, APOSJ_65368
OG0004042	bflo_01092	APOSJ_17978, APOSJ_29710
OG0004043	bflo_18420	APOSJ_26050, APOSJ_01961, APOSJ_07353, APOSJ_01963, APOSJ_26049, APOSJ_26051, APOSJ_20231, APOSJ_12142, APOSJ_01962, APOSJ_32270, APOSJ_32269, APOSJ_54342, APOSJ_32268, APOSJ_20232
OG0004044	bflo_01005	APOSJ_22041, APOSJ_22040, APOSJ_22042
OG0004045	bflo_10090	APOSJ_39327, APOSJ_39326, APOSJ_46036, APOSJ_39329, APOSJ_39325, APOSJ_39328
OG0004046	bflo_20151	APOSJ_04043, APOSJ_13899
OG0004046	bflo_12442	APOSJ_36815, APOSJ_36816
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	APOSJ_53255
OG0004048	bflo_05759	APOSJ_22838, APOSJ_22668, APOSJ_13992, APOSJ_13993, APOSJ_22669, APOSJ_50449
OG0004049	bflo_17743	APOSJ_01252, APOSJ_01253
OG0004050	bflo_12480	APOSJ_60744, APOSJ_22726, APOSJ_14315
OG0004051	bflo_00363	APOSJ_22991
OG0004052	bflo_07404	APOSJ_60180
OG0004053	bflo_06844	APOSJ_39826
OG0004054	bflo_17321	APOSJ_30472, APOSJ_30474
OG0004055	bflo_18237	APOSJ_62925, APOSJ_50076, APOSJ_62926, APOSJ_50073, APOSJ_62924
OG0004056	bflo_08362	APOSJ_04445, APOSJ_24694, APOSJ_24693
OG0004057	bflo_03481	APOSJ_49349, APOSJ_49351
OG0004058	bflo_03305	APOSJ_20251, APOSJ_04192
OG0004059	bflo_09431	APOSJ_64165
OG0004060	bflo_10224	APOSJ_01695, APOSJ_35915, APOSJ_31686, APOSJ_57348, APOSJ_19432, APOSJ_31684, APOSJ_31687, APOSJ_31685, APOSJ_35869
OG0004061	bflo_25941	APOSJ_22224, APOSJ_02916, APOSJ_02911, APOSJ_02910, APOSJ_17922, APOSJ_02914, APOSJ_02912, APOSJ_02913
OG0004062	bflo_09235	APOSJ_23125, APOSJ_23126
OG0004063	bflo_04519	APOSJ_33697, APOSJ_33694, APOSJ_33695, APOSJ_33696
OG0004064	bflo_06053	APOSJ_47478, APOSJ_47476, APOSJ_47479
OG0004065	bflo_24951	APOSJ_57919, APOSJ_27155, APOSJ_57917
OG0004066	bflo_16059	APOSJ_30873
OG0004067	bflo_21757	APOSJ_50812, APOSJ_50813, APOSJ_11707, APOSJ_48072, APOSJ_50809, APOSJ_10624, APOSJ_50816, APOSJ_50815, APOSJ_50811, APOSJ_50814
OG0004068	bflo_04452	APOSJ_00827
OG0004069	bflo_07987	APOSJ_27427, APOSJ_36388
OG0004070	bflo_23729	APOSJ_19094, APOSJ_34894, APOSJ_19097, APOSJ_34895
OG0004071	bflo_16403	APOSJ_06090, APOSJ_17404
OG0004072	bflo_19459	APOSJ_01871, APOSJ_07850
OG0004073	bflo_03411	APOSJ_55609
OG0004074	bflo_06358	APOSJ_20136
OG0004075	bflo_12360	APOSJ_25500, APOSJ_25499, APOSJ_01170
OG0004076	bflo_06535	APOSJ_49321, APOSJ_39483, APOSJ_49320, APOSJ_49319
OG0004077	bflo_27169, bflo_16619, bflo_16837	APOSJ_40655
OG0004078	bflo_09450	APOSJ_22359, APOSJ_05472, APOSJ_57994, APOSJ_57993, APOSJ_05475, APOSJ_05474, APOSJ_57997, APOSJ_57995, APOSJ_57992, APOSJ_57996, APOSJ_57991
OG0004079	bflo_15451	APOSJ_62613, APOSJ_47957
OG0004080	bflo_18882	APOSJ_45292
OG0004081	bflo_21861	APOSJ_65053
OG0004082	bflo_00978	APOSJ_39700, APOSJ_39703, APOSJ_39702, APOSJ_39704, APOSJ_39701
OG0004083	bflo_19440	APOSJ_48918, APOSJ_48916, APOSJ_48919, APOSJ_48920
OG0004084	bflo_04730	APOSJ_09771, APOSJ_44099, APOSJ_44104
OG0004085	bflo_21712	APOSJ_21960, APOSJ_21961, APOSJ_21959
OG0004086	bflo_15527	APOSJ_41297, APOSJ_57692, APOSJ_57697, APOSJ_06527, APOSJ_57696, APOSJ_25807, APOSJ_21077, APOSJ_41294, APOSJ_41301, APOSJ_06529, APOSJ_57693, APOSJ_21071, APOSJ_57689, APOSJ_21078, APOSJ_41295
OG0004087	bflo_00774	APOSJ_45327, APOSJ_45325, APOSJ_45326, APOSJ_45328
OG0004088	bflo_08888	APOSJ_45441, APOSJ_45440, APOSJ_45439
OG0004089	bflo_24435	APOSJ_62508
OG0004090	bflo_02550	APOSJ_56654, APOSJ_44717
OG0004091	bflo_25537	APOSJ_57744
OG0004092	bflo_18722	APOSJ_23296
OG0004093	bflo_10011	APOSJ_65145, APOSJ_65146, APOSJ_63815, APOSJ_65144
OG0004094	bflo_17070	APOSJ_32919, APOSJ_32918, APOSJ_49433
OG0004095	bflo_08947	APOSJ_27133, APOSJ_27132, APOSJ_64762
OG0004096	bflo_25120, bflo_16105	APOSJ_33043, APOSJ_26027
OG0004097	bflo_23785	APOSJ_27095
OG0004098	bflo_25548	APOSJ_06194
OG0004099	bflo_23751	APOSJ_44643
OG0004100	bflo_10859	APOSJ_41204
OG0004101	bflo_02328	APOSJ_32768
OG0004102	bflo_10530	APOSJ_41142, APOSJ_41138, APOSJ_41139, APOSJ_41140, APOSJ_41137, APOSJ_41141
OG0004104	bflo_06763	APOSJ_14574
OG0004105	bflo_05301	APOSJ_39532, APOSJ_47284
OG0004106	bflo_23964, bflo_24930	APOSJ_02716, APOSJ_02715
OG0004107	bflo_26512, bflo_10561	APOSJ_32696
OG0004108	bflo_14163	APOSJ_56759, APOSJ_58846
OG0004110	bflo_06903	APOSJ_25256, APOSJ_25257, APOSJ_28123
OG0004111	bflo_06133	APOSJ_40483, APOSJ_40481, APOSJ_40482
OG0004112	bflo_05743	APOSJ_59470, APOSJ_19667, APOSJ_19666
OG0004113	bflo_11906	APOSJ_08212, APOSJ_08213, APOSJ_08211, APOSJ_51701
OG0004114	bflo_18466	APOSJ_62752, APOSJ_62754, APOSJ_62749, APOSJ_62750, APOSJ_62751, APOSJ_62753
OG0004116	bflo_14868	APOSJ_16580, APOSJ_16579, APOSJ_16576, APOSJ_16578, APOSJ_16575, APOSJ_16574
OG0004117	bflo_06359	APOSJ_25960, APOSJ_25964, APOSJ_05764, APOSJ_25962, APOSJ_60826, APOSJ_25965, APOSJ_25963, APOSJ_25959, APOSJ_32591, APOSJ_25958, APOSJ_25961
OG0004118	bflo_11032	APOSJ_47133, APOSJ_47137, APOSJ_47136, APOSJ_47139, APOSJ_43904, APOSJ_53847, APOSJ_53851, APOSJ_47131
OG0004119	bflo_05817	APOSJ_47977, APOSJ_40715, APOSJ_54587, APOSJ_54583
OG0004120	bflo_06902	APOSJ_44036
OG0004121	bflo_24414	APOSJ_21633, APOSJ_06170
OG0004122	bflo_16663	APOSJ_57556, APOSJ_57558, APOSJ_20446
OG0004123	bflo_01120	APOSJ_14093, APOSJ_14094
OG0004124	bflo_01444	APOSJ_19925
OG0004125	bflo_02477	APOSJ_50965, APOSJ_49701, APOSJ_49700, APOSJ_49699
OG0004126	bflo_12737	APOSJ_31629
OG0004129	bflo_11922	APOSJ_62244, APOSJ_62246, APOSJ_35048
OG0004130	bflo_05927	APOSJ_35159
OG0004131	bflo_16570	APOSJ_60771, APOSJ_30292, APOSJ_64136, APOSJ_64137, APOSJ_64135, APOSJ_57239
OG0004132	bflo_13126	APOSJ_54495, APOSJ_54497, APOSJ_52756, APOSJ_54498, APOSJ_59337, APOSJ_54496, APOSJ_59341, APOSJ_52758, APOSJ_52757, APOSJ_59351
OG0004133	bflo_21730	APOSJ_16443, APOSJ_23365, APOSJ_23367, APOSJ_23366
OG0004134	bflo_09300	APOSJ_05189, APOSJ_38091
OG0004135	bflo_23100	APOSJ_47790, APOSJ_47789, APOSJ_30737, APOSJ_47791
OG0004136	bflo_25663, bflo_25662	APOSJ_23894, APOSJ_23893
OG0004137	bflo_05477	APOSJ_50022, APOSJ_50020, APOSJ_50023, APOSJ_50019, APOSJ_50017, APOSJ_50018, APOSJ_50024, APOSJ_50021
OG0004138	bflo_18230	APOSJ_38040
OG0004139	bflo_26265	APOSJ_27508, APOSJ_27509, APOSJ_27507
OG0004140	bflo_13590	APOSJ_27400, APOSJ_27401
OG0004141	bflo_11700	APOSJ_53724, APOSJ_51744
OG0004142	bflo_11007	APOSJ_07656, APOSJ_20891
OG0004143	bflo_04320	APOSJ_63017, APOSJ_20148
OG0004144	bflo_18803	APOSJ_49624, APOSJ_49625
OG0004145	bflo_17954	APOSJ_33579
OG0004146	bflo_20192	APOSJ_28241, APOSJ_28240, APOSJ_28242, APOSJ_45825
OG0004147	bflo_26420	APOSJ_12002
OG0004148	bflo_18685	APOSJ_15590, APOSJ_02537
OG0004149	bflo_22473	APOSJ_52046, APOSJ_52047
OG0004150	bflo_09053	APOSJ_63641, APOSJ_63642
OG0004151	bflo_13322	APOSJ_49143, APOSJ_27120, APOSJ_17144
OG0004153	bflo_07572, bflo_07571	APOSJ_31271, APOSJ_31272, APOSJ_31274
OG0004154	bflo_05130, bflo_01086	APOSJ_28192
OG0004155	bflo_23494	APOSJ_13245
OG0004156	bflo_12353	APOSJ_39218
OG0004157	bflo_11422	APOSJ_56768, APOSJ_56766, APOSJ_56765, APOSJ_56770, APOSJ_56769
OG0004158	bflo_02113	APOSJ_24295
OG0004159	bflo_05541	APOSJ_32908, APOSJ_32907
OG0004160	bflo_25508	APOSJ_52623, APOSJ_52627, APOSJ_52621, APOSJ_52620, APOSJ_52622, APOSJ_52624, APOSJ_52625, APOSJ_52626, APOSJ_58471
OG0004161	bflo_13481, bflo_27086	APOSJ_05031, APOSJ_05028, APOSJ_59026, APOSJ_05032
OG0004162	bflo_23463	APOSJ_08687, APOSJ_08685, APOSJ_08686
OG0004166	bflo_10003	APOSJ_58064, APOSJ_58065
OG0004167	bflo_06366	APOSJ_25942, APOSJ_25943, APOSJ_25941
OG0004168	bflo_03869	APOSJ_58123, APOSJ_58120, APOSJ_58124, APOSJ_58125
OG0004169	bflo_23613	APOSJ_65086, APOSJ_65087, APOSJ_38510
OG0004170	bflo_08931	APOSJ_23584, APOSJ_23583, APOSJ_23582
OG0004171	bflo_08244	APOSJ_58574, APOSJ_58572, APOSJ_58573, APOSJ_58575
OG0004174	bflo_25477	APOSJ_18373, APOSJ_18369, APOSJ_18372, APOSJ_50665, APOSJ_18371, APOSJ_18365, APOSJ_18370, APOSJ_56083, APOSJ_18367, APOSJ_18368, APOSJ_56082
OG0004175	bflo_13043	APOSJ_52302
OG0004176	bflo_07261	APOSJ_31398, APOSJ_31399
OG0004178	bflo_11717	APOSJ_00181, APOSJ_00182
OG0004179	bflo_23006	APOSJ_03859
OG0004180	bflo_19742, bflo_19473	APOSJ_30579, APOSJ_30578
OG0004181	bflo_14869	APOSJ_35918, APOSJ_35919
OG0004182	bflo_17268, bflo_17270, bflo_04774	APOSJ_28808, APOSJ_10411
OG0004183	bflo_08248	APOSJ_05371
OG0004184	bflo_17251	APOSJ_47177, APOSJ_39370
OG0004185	bflo_21307	APOSJ_41979, APOSJ_49424, APOSJ_36097, APOSJ_49425, APOSJ_36100, APOSJ_49422, APOSJ_36096, APOSJ_49423, APOSJ_36099, APOSJ_36095, APOSJ_36094, APOSJ_36098, APOSJ_49426, APOSJ_36093, APOSJ_36092
OG0004186	bflo_07573	APOSJ_13580
OG0004187	bflo_13222	APOSJ_45565
OG0004188	bflo_11714, bflo_16377	APOSJ_58128, APOSJ_02500, APOSJ_02502, APOSJ_02501
OG0004189	bflo_20223	APOSJ_31087, APOSJ_31088
OG0004190	bflo_23894	APOSJ_12010, APOSJ_12009, APOSJ_34396, APOSJ_12008
OG0004214	bflo_05900	APOSJ_20331, APOSJ_57526, APOSJ_24641, APOSJ_57525, APOSJ_17823, APOSJ_57524, APOSJ_17822, APOSJ_02899, APOSJ_17821, APOSJ_20332, APOSJ_57523, APOSJ_08722, APOSJ_32980, APOSJ_32979
OG0004215	bflo_20025	APOSJ_02006, APOSJ_02007, APOSJ_12289, APOSJ_02005
OG0004216	bflo_12603	APOSJ_12090, APOSJ_10918, APOSJ_12092, APOSJ_12094, APOSJ_12093
OG0004217	bflo_14087	APOSJ_38534, APOSJ_38531, APOSJ_41385, APOSJ_38532
OG0004218	bflo_21045, bflo_20460	APOSJ_08748
OG0004219	bflo_02280	APOSJ_02049, APOSJ_59197, APOSJ_59196, APOSJ_59195
OG0004220	bflo_01267	APOSJ_55157, APOSJ_23051
OG0004223	bflo_01727	APOSJ_02983
OG0004225	bflo_00301	APOSJ_43476, APOSJ_06200
OG0004226	bflo_19811	APOSJ_55907, APOSJ_48839, APOSJ_55912, APOSJ_55908, APOSJ_55910
OG0004227	bflo_25102	APOSJ_04016, APOSJ_04014, APOSJ_04017, APOSJ_04015
OG0004229	bflo_07812	APOSJ_13672
OG0004230	bflo_14845	APOSJ_35640
OG0004231	bflo_05384	APOSJ_13654
OG0004232	bflo_10173	APOSJ_13650, APOSJ_55643, APOSJ_13653, APOSJ_56259, APOSJ_13651
OG0004233	bflo_24143	APOSJ_09043, APOSJ_09044
OG0004234	bflo_24055	APOSJ_07834, APOSJ_61770, APOSJ_16301, APOSJ_07833, APOSJ_10112, APOSJ_07832, APOSJ_07828, APOSJ_07830, APOSJ_07831, APOSJ_61771
OG0004235	bflo_23719	APOSJ_47650
OG0004236	bflo_07373	APOSJ_08973, APOSJ_08972, APOSJ_57202
OG0004237	bflo_14843	APOSJ_14261
OG0004239	bflo_16055	APOSJ_53430, APOSJ_53429, APOSJ_53433, APOSJ_53432, APOSJ_63234, APOSJ_53431
OG0004240	bflo_14064	APOSJ_06645, APOSJ_06646
OG0004241	bflo_22009	APOSJ_05501, APOSJ_05500, APOSJ_05499, APOSJ_05504, APOSJ_25697, APOSJ_25722, APOSJ_05502, APOSJ_05505, APOSJ_50433, APOSJ_05503
OG0004243	bflo_02341	APOSJ_56942
OG0004244	bflo_11658	APOSJ_33632, APOSJ_33631, APOSJ_33630
OG0004245	bflo_10377	APOSJ_13915, APOSJ_13916
OG0004246	bflo_23079	APOSJ_35916, APOSJ_35917
OG0004247	bflo_19177, bflo_17721	APOSJ_00766
OG0004248	bflo_24542, bflo_24543	APOSJ_37110, APOSJ_58250, APOSJ_32234, APOSJ_37111, APOSJ_37112, APOSJ_30287
OG0004249	bflo_14267	APOSJ_41833, APOSJ_41834
OG0004250	bflo_20438	APOSJ_60151
OG0004251	bflo_16457	APOSJ_15522, APOSJ_15523
OG0004252	bflo_03055	APOSJ_42187, APOSJ_03029, APOSJ_42188, APOSJ_03028, APOSJ_64630, APOSJ_42185, APOSJ_64632, APOSJ_64627
OG0004253	bflo_21064	APOSJ_20071, APOSJ_20074, APOSJ_20072, APOSJ_20073
OG0004254	bflo_08133	APOSJ_48800
OG0004255	bflo_25003	APOSJ_03997, APOSJ_24781, APOSJ_13373, APOSJ_03998, APOSJ_03995, APOSJ_56904, APOSJ_04001, APOSJ_03999, APOSJ_04000, APOSJ_56875
OG0004257	bflo_01868	APOSJ_46277, APOSJ_22093, APOSJ_46278
OG0004258	bflo_14122	APOSJ_34700, APOSJ_34699
OG0004259	bflo_03895	APOSJ_46164
OG0004260	bflo_07593	APOSJ_26627, APOSJ_26628, APOSJ_26632, APOSJ_30733, APOSJ_36864, APOSJ_26629, APOSJ_36865, APOSJ_59311, APOSJ_26630, APOSJ_59295, APOSJ_26631, APOSJ_36863, APOSJ_36862
OG0004262	bflo_17291	APOSJ_50876, APOSJ_50878
OG0004263	bflo_18760	APOSJ_30040, APOSJ_30037, APOSJ_30038
OG0004264	bflo_07431	APOSJ_48793
OG0004265	bflo_16650	APOSJ_02351, APOSJ_29353, APOSJ_29349, APOSJ_29354, APOSJ_29352, APOSJ_29351, APOSJ_16013, APOSJ_29350, APOSJ_29348
OG0004267	bflo_04121	APOSJ_62461, APOSJ_62460
OG0004268	bflo_13534	APOSJ_17745, APOSJ_46152, APOSJ_16921, APOSJ_24703, APOSJ_56905, APOSJ_46151, APOSJ_17746, APOSJ_17743, APOSJ_56906, APOSJ_46147
OG0004269	bflo_23956	APOSJ_26849
OG0004270	bflo_05847	APOSJ_56363, APOSJ_14578
OG0004271	bflo_11927	APOSJ_52454, APOSJ_64171
OG0004272	bflo_05950	APOSJ_30712
OG0004273	bflo_23163	APOSJ_05593, APOSJ_05595, APOSJ_05597, APOSJ_05596, APOSJ_05594, APOSJ_05592
OG0004274	bflo_04876, bflo_13254	APOSJ_39749, APOSJ_39745, APOSJ_39746, APOSJ_39747, APOSJ_48323, APOSJ_48318
OG0004275	bflo_19058	APOSJ_49270, APOSJ_39918
OG0004277	bflo_17664	APOSJ_06862, APOSJ_06864, APOSJ_06863, APOSJ_06861
OG0004278	bflo_26456	APOSJ_25642, APOSJ_25639, APOSJ_48824, APOSJ_04148, APOSJ_48819, APOSJ_25640
OG0004279	bflo_15836	APOSJ_05513, APOSJ_34392, APOSJ_53404, APOSJ_05510, APOSJ_05514, APOSJ_05511, APOSJ_53405, APOSJ_53406, APOSJ_05509, APOSJ_63080
OG0004280	bflo_05742	APOSJ_38937, APOSJ_38938, APOSJ_38941, APOSJ_43710, APOSJ_38940
OG0004281	bflo_09552	APOSJ_26617
OG0004282	bflo_01697	APOSJ_10756
OG0004284	bflo_10091	APOSJ_05498, APOSJ_34344
OG0004285	bflo_09644	APOSJ_39575, APOSJ_39572, APOSJ_39573, APOSJ_47529, APOSJ_39576, APOSJ_47530
OG0004286	bflo_19820	APOSJ_08505, APOSJ_31523, APOSJ_31521, APOSJ_08506, APOSJ_08504, APOSJ_31522, APOSJ_31524
OG0004287	bflo_22517	APOSJ_07020, APOSJ_07021
OG0004288	bflo_13055	APOSJ_13285, APOSJ_46655, APOSJ_46656
OG0004289	bflo_16900	APOSJ_49583, APOSJ_49584
OG0004290	bflo_12592	APOSJ_19375
OG0004291	bflo_09709	APOSJ_44191, APOSJ_44190, APOSJ_44192
OG0004292	bflo_24769	APOSJ_39213, APOSJ_39212, APOSJ_45311, APOSJ_39211, APOSJ_39214, APOSJ_39215, APOSJ_39216, APOSJ_39210, APOSJ_64722
OG0004294	bflo_20010	APOSJ_27622, APOSJ_42083, APOSJ_27624, APOSJ_27623
OG0004295	bflo_25243	APOSJ_47074, APOSJ_54516, APOSJ_54514, APOSJ_47073
OG0004296	bflo_08135	APOSJ_22554, APOSJ_22553
OG0004297	bflo_01520	APOSJ_22517, APOSJ_22516, APOSJ_22518
OG0004298	bflo_14807	APOSJ_63519, APOSJ_63520, APOSJ_20797, APOSJ_58640, APOSJ_03555, APOSJ_20804
OG0004299	bflo_14117	APOSJ_51105
OG0004301	bflo_21149	APOSJ_09439, APOSJ_09438
OG0004302	bflo_20299	APOSJ_24435, APOSJ_24434
OG0004303	bflo_21593	APOSJ_25759, APOSJ_25760
OG0004304	bflo_10723	APOSJ_04217
OG0004305	bflo_05913	APOSJ_42738, APOSJ_42737
OG0004306	bflo_06377	APOSJ_59910
OG0004307	bflo_23131	APOSJ_11587, APOSJ_11586
OG0004308	bflo_17611	APOSJ_45570, APOSJ_45566, APOSJ_45567, APOSJ_29960, APOSJ_45568, APOSJ_45571, APOSJ_45569, APOSJ_18006
OG0004309	bflo_07674	APOSJ_57811, APOSJ_21592, APOSJ_57812, APOSJ_57813
OG0004310	bflo_07406	APOSJ_01689
OG0004311	bflo_05859	APOSJ_05007
OG0004312	bflo_18032	APOSJ_35494, APOSJ_54590, APOSJ_62061, APOSJ_35495, APOSJ_39999, APOSJ_35493, APOSJ_39998, APOSJ_15672, APOSJ_44374, APOSJ_40000, APOSJ_63055
OG0004313	bflo_20212	APOSJ_41236, APOSJ_28624, APOSJ_64383, APOSJ_64387, APOSJ_41233, APOSJ_41234, APOSJ_04597, APOSJ_41238, APOSJ_64384, APOSJ_64390, APOSJ_64391, APOSJ_04601, APOSJ_64392, APOSJ_64388, APOSJ_41237, APOSJ_04600, APOSJ_64386, APOSJ_04599, APOSJ_64389, APOSJ_11146
OG0004314	bflo_15802	APOSJ_00039
OG0004315	bflo_09497	APOSJ_14022, APOSJ_14026, APOSJ_14025, APOSJ_14023, APOSJ_14029, APOSJ_14027, APOSJ_22837, APOSJ_59550
OG0004316	bflo_24460	APOSJ_18501, APOSJ_18502
OG0004317	bflo_19864	APOSJ_43919, APOSJ_43917, APOSJ_43920, APOSJ_43918, APOSJ_43915, APOSJ_43916
OG0004318	bflo_23343	APOSJ_26723, APOSJ_26724
OG0004319	bflo_03033	APOSJ_34892, APOSJ_34893
OG0004320	bflo_22155	APOSJ_23045, APOSJ_01384, APOSJ_13649, APOSJ_18159, APOSJ_29036, APOSJ_29033, APOSJ_29035, APOSJ_29037, APOSJ_29034, APOSJ_61655, APOSJ_29038, APOSJ_21401
OG0004322	bflo_04745	APOSJ_13602, APOSJ_13603, APOSJ_13604
OG0004323	bflo_18175	APOSJ_56748, APOSJ_56747, APOSJ_56749
OG0004324	bflo_01085	APOSJ_02561, APOSJ_02562
OG0004325	bflo_12662	APOSJ_61779, APOSJ_53171, APOSJ_53169, APOSJ_53172
OG0004327	bflo_14246	APOSJ_51086, APOSJ_15955, APOSJ_07746, APOSJ_07748, APOSJ_07747
OG0004328	bflo_01149	APOSJ_52562, APOSJ_58043, APOSJ_58039
OG0004329	bflo_09988, bflo_02398	APOSJ_01699, APOSJ_34942, APOSJ_01698, APOSJ_01696
OG0004330	bflo_18848	APOSJ_17652, APOSJ_17651, APOSJ_45675, APOSJ_45673
OG0004331	bflo_18890	APOSJ_19200, APOSJ_19199, APOSJ_19198, APOSJ_19201
OG0004332	bflo_24713	APOSJ_28541, APOSJ_28545, APOSJ_28544, APOSJ_28542, APOSJ_28543
OG0004333	bflo_01460	APOSJ_17714, APOSJ_17711, APOSJ_17713, APOSJ_17712
OG0004334	bflo_25607	APOSJ_42520
OG0004335	bflo_14442	APOSJ_54019, APOSJ_54020
OG0004336	bflo_07414, bflo_13336	APOSJ_40288, APOSJ_40289
OG0004337	bflo_09505	APOSJ_45076, APOSJ_45077, APOSJ_45078, APOSJ_54767, APOSJ_38756
OG0004338	bflo_14114	APOSJ_04497
OG0004339	bflo_21099	APOSJ_13041, APOSJ_50529, APOSJ_50532, APOSJ_13038, APOSJ_50527, APOSJ_13040, APOSJ_09231, APOSJ_18720, APOSJ_30667, APOSJ_30668, APOSJ_53447, APOSJ_30669, APOSJ_18719, APOSJ_53451, APOSJ_50530, APOSJ_13037, APOSJ_30665, APOSJ_13039, APOSJ_50531, APOSJ_50528, APOSJ_30666, APOSJ_30664
OG0004340	bflo_23322	APOSJ_35593, APOSJ_35594, APOSJ_55772, APOSJ_17582, APOSJ_17581, APOSJ_26363, APOSJ_35595, APOSJ_26357, APOSJ_26359, APOSJ_26362, APOSJ_26364, APOSJ_55774, APOSJ_17585, APOSJ_17583, APOSJ_26358, APOSJ_26356, APOSJ_26360, APOSJ_17584, APOSJ_26361, APOSJ_45127
OG0004341	bflo_23516	APOSJ_38627, APOSJ_21802, APOSJ_07251
OG0004342	bflo_08386	APOSJ_36827, APOSJ_05808, APOSJ_05807, APOSJ_05809, APOSJ_15497, APOSJ_36828
OG0004343	bflo_09298	APOSJ_24841, APOSJ_24840
OG0004344	bflo_07396	APOSJ_24339, APOSJ_52491, APOSJ_24337, APOSJ_24338, APOSJ_52492
OG0004345	bflo_16427	APOSJ_44437, APOSJ_11717, APOSJ_01270, APOSJ_44438, APOSJ_01268, APOSJ_07906, APOSJ_44435, APOSJ_11725, APOSJ_01271, APOSJ_01269
OG0004346	bflo_19751	APOSJ_49887
OG0004348	bflo_21350	APOSJ_30450, APOSJ_30451, APOSJ_30446, APOSJ_30447, APOSJ_30449, APOSJ_30448
OG0004349	bflo_12358	APOSJ_30052, APOSJ_64727, APOSJ_01320, APOSJ_00779, APOSJ_10507, APOSJ_01947, APOSJ_10511, APOSJ_10509, APOSJ_10508, APOSJ_10510, APOSJ_29532, APOSJ_01307
OG0004350	bflo_18288, bflo_18444	APOSJ_19518
OG0004351	bflo_24757	APOSJ_12501, APOSJ_12503
OG0004352	bflo_24539	APOSJ_53767, APOSJ_53766
OG0004353	bflo_24646	APOSJ_63075, APOSJ_63070, APOSJ_63105, APOSJ_03421, APOSJ_42992, APOSJ_42991
OG0004354	bflo_14863	APOSJ_26785, APOSJ_26784, APOSJ_26782, APOSJ_24985, APOSJ_26783, APOSJ_26781
OG0004355	bflo_16043	APOSJ_07536
OG0004356	bflo_23965, bflo_24929	APOSJ_06683, APOSJ_06682, APOSJ_06680, APOSJ_06685
OG0004357	bflo_11494	APOSJ_35867, APOSJ_35868
OG0004358	bflo_11539	APOSJ_61183, APOSJ_61184
OG0004359	bflo_15102	APOSJ_38643
OG0004360	bflo_05338	APOSJ_25195, APOSJ_58506, APOSJ_58505, APOSJ_25197, APOSJ_43982, APOSJ_58501, APOSJ_58502, APOSJ_58510
OG0004361	bflo_15552	APOSJ_00896, APOSJ_00897, APOSJ_00899, APOSJ_41452, APOSJ_41451
OG0004362	bflo_04119	APOSJ_02275, APOSJ_02274, APOSJ_02277, APOSJ_02276
OG0004364	bflo_13993	APOSJ_40812, APOSJ_40813, APOSJ_35046
OG0004365	bflo_19418	APOSJ_18792, APOSJ_18789, APOSJ_43314
OG0004366	bflo_12765	APOSJ_23971
OG0004367	bflo_21281	APOSJ_44562, APOSJ_44563, APOSJ_44564
OG0004368	bflo_16051	APOSJ_17084, APOSJ_17086
OG0004369	bflo_16942	APOSJ_26885, APOSJ_53321, APOSJ_26884
OG0004370	bflo_21301	APOSJ_40093, APOSJ_40091
OG0004372	bflo_04811	APOSJ_30246
OG0004373	bflo_06065	APOSJ_12330, APOSJ_12332, APOSJ_12331, APOSJ_12333, APOSJ_12328, APOSJ_12329
OG0004374	bflo_20012	APOSJ_13715, APOSJ_56287, APOSJ_47185
OG0004375	bflo_07701	APOSJ_18781, APOSJ_53821, APOSJ_18780, APOSJ_18779
OG0004376	bflo_20526	APOSJ_39982
OG0004377	bflo_19356	APOSJ_55933, APOSJ_41101
OG0004378	bflo_07641	APOSJ_41606
OG0004379	bflo_09448	APOSJ_25357
OG0004381	bflo_09247	APOSJ_17436
OG0004382	bflo_06113	APOSJ_41045, APOSJ_56596
OG0004383	bflo_27132, bflo_14288, bflo_14991	APOSJ_27540, APOSJ_57599, APOSJ_57597, APOSJ_57598
OG0004384	bflo_15995	APOSJ_15893, APOSJ_15895, APOSJ_36980, APOSJ_36978, APOSJ_36979, APOSJ_36977, APOSJ_31503, APOSJ_63014
