Orthogroup	BRAFL	NEMVE
OG0002926	bflo_06182	NEMVE14101
OG0002927	bflo_02244	NEMVE23439, NEMVE21167
OG0002944	bflo_01745	NEMVE07941, NEMVE14748
OG0002945	bflo_22945	NEMVE20667, NEMVE25829, NEMVE19739
OG0002948	bflo_24612	NEMVE08172
OG0002949	bflo_22993	NEMVE02841
OG0002952	bflo_14626	NEMVE14872
OG0002953	bflo_11098	NEMVE01967
OG0002954	bflo_09804	NEMVE09987
OG0002955	bflo_10404	NEMVE23334
OG0002956	bflo_03036	NEMVE09856
OG0002957	bflo_21819, bflo_21211	NEMVE24351
OG0002958	bflo_26057	NEMVE03054
OG0002959	bflo_24974	NEMVE08292
OG0002960	bflo_16007	NEMVE24935
OG0002962	bflo_23844	NEMVE13850
OG0002964	bflo_23022	NEMVE23109, NEMVE00411
OG0002967	bflo_05869	NEMVE00059, NEMVE11778
OG0002968	bflo_16573	NEMVE14045
OG0002968	bflo_17865	NEMVE08461
OG0002969	bflo_19691, bflo_19692	NEMVE16923
OG0002970	bflo_23315, bflo_23314, bflo_19913, bflo_20630, bflo_22729, bflo_22730, bflo_22728, bflo_20631, bflo_19912, bflo_20208, bflo_20209	NEMVE20957
OG0002972	bflo_05190	NEMVE18324
OG0002973	bflo_11691	NEMVE14446
OG0002974	bflo_12717	NEMVE16053, NEMVE12234
OG0002975	bflo_17392	NEMVE00359, NEMVE05044, NEMVE05062
OG0002976	bflo_06168	NEMVE16983
OG0002977	bflo_20350	NEMVE23902
OG0002978	bflo_20000	NEMVE18285
OG0002979	bflo_18017	NEMVE20703
OG0002981	bflo_26562	NEMVE13758
OG0002982	bflo_17282	NEMVE19019
OG0002983	bflo_04491	NEMVE14799
OG0002984	bflo_23742	NEMVE24430
OG0002985	bflo_14855	NEMVE09374
OG0002987	bflo_08736	NEMVE13966
OG0002988	bflo_14375, bflo_14313, bflo_06455, bflo_18734	NEMVE17993, NEMVE18119, NEMVE22698, NEMVE12168, NEMVE21696
OG0002989	bflo_12281, bflo_07369	NEMVE24838
OG0002990	bflo_09319	NEMVE22509
OG0002991	bflo_07835	NEMVE10995, NEMVE19941
OG0002992	bflo_00388	NEMVE15343
OG0002994	bflo_12787	NEMVE14678
OG0002995	bflo_15689	NEMVE01173
OG0002995	bflo_22637, bflo_05323	NEMVE20944, NEMVE19293
OG0002996	bflo_04215	NEMVE10362
OG0002997	bflo_25686	NEMVE10464, NEMVE15011
OG0002998	bflo_21850	NEMVE21235, NEMVE07505
OG0003000	bflo_08062	NEMVE18438, NEMVE01176
OG0003001	bflo_02143	NEMVE04781
OG0003002	bflo_19016	NEMVE06701, NEMVE21583, NEMVE01740
OG0003004	bflo_10517	NEMVE01048
OG0003005	bflo_25599	NEMVE23085
OG0003006	bflo_23446	NEMVE13182
OG0003008	bflo_15918	NEMVE02620
OG0003010	bflo_04794	NEMVE05883
OG0003011	bflo_14700	NEMVE16402
OG0003012	bflo_05326	NEMVE14500
OG0003013	bflo_19393, bflo_19612	NEMVE06720
OG0003014	bflo_01493	NEMVE14970
OG0003016	bflo_14974	NEMVE13442
OG0003017	bflo_09195	NEMVE14592, NEMVE20788
OG0003018	bflo_14657, bflo_17790	NEMVE13086
OG0003020	bflo_12891	NEMVE13860, NEMVE14831
OG0003021	bflo_25104	NEMVE17537, NEMVE17536
OG0003022	bflo_21363	NEMVE16219
OG0003023	bflo_20853	NEMVE03872, NEMVE05429
OG0003024	bflo_10487	NEMVE15701, NEMVE14428
OG0003025	bflo_13188, bflo_12224	NEMVE18058
OG0003026	bflo_15640	NEMVE16626
OG0003027	bflo_01434	NEMVE24954
OG0003028	bflo_02463	NEMVE23714
OG0003029	bflo_13998	NEMVE01153
OG0003030	bflo_01465	NEMVE22656
OG0003031	bflo_20430	NEMVE15133
OG0003032	bflo_10314	NEMVE01025
OG0003033	bflo_17532	NEMVE12220, NEMVE10638, NEMVE10429, NEMVE11260, NEMVE11231, NEMVE10428, NEMVE11218, NEMVE19978, NEMVE25621
OG0003034	bflo_14512	NEMVE18430
OG0003035	bflo_08294	NEMVE09016
OG0003036	bflo_16842	NEMVE14583
OG0003037	bflo_09575	NEMVE16728
OG0003037	bflo_10932	NEMVE16727
OG0003038	bflo_13256	NEMVE01498
OG0003039	bflo_05558, bflo_06154	NEMVE01445
OG0003041	bflo_05283	NEMVE00931
OG0003042	bflo_19071	NEMVE01686
OG0003043	bflo_14220	NEMVE04685
OG0003044	bflo_20099	NEMVE23709, NEMVE22835
OG0003045	bflo_18957	NEMVE10197
OG0003045	bflo_22134	NEMVE22197
OG0003046	bflo_11903	NEMVE00912
OG0003048	bflo_12696	NEMVE11900
OG0003049	bflo_25818	NEMVE13400, NEMVE20256
OG0003051	bflo_00923	NEMVE06347
OG0003051	bflo_22450	NEMVE13742
OG0003052	bflo_09325, bflo_26918	NEMVE21843, NEMVE16809
OG0003053	bflo_25336	NEMVE09913
OG0003054	bflo_22442	NEMVE10073
OG0003055	bflo_25637	NEMVE03488
OG0003056	bflo_18212	NEMVE08587
OG0003057	bflo_17866	NEMVE15860, NEMVE22167
OG0003058	bflo_01459	NEMVE02311, NEMVE06214, NEMVE08497
OG0003059	bflo_08502	NEMVE14365
OG0003060	bflo_26348	NEMVE06198
OG0003062	bflo_13079	NEMVE24622
OG0003063	bflo_11663	NEMVE05637
OG0003064	bflo_06964	NEMVE14804
OG0003065	bflo_19457	NEMVE19798, NEMVE01502
OG0003066	bflo_03016	NEMVE23872
OG0003067	bflo_10237	NEMVE22043
OG0003069	bflo_06497	NEMVE09720, NEMVE22839, NEMVE06688
OG0003071	bflo_14796	NEMVE22922
OG0003072	bflo_12228	NEMVE06185
OG0003073	bflo_06059	NEMVE15009
OG0003074	bflo_12708	NEMVE07409
OG0003075	bflo_12501, bflo_19989, bflo_14228	NEMVE08481, NEMVE06766
OG0003077	bflo_23487	NEMVE26018, NEMVE14523
OG0003078	bflo_24383, bflo_17438, bflo_17436, bflo_17435	NEMVE06351
OG0003079	bflo_06301	NEMVE15110
OG0003084	bflo_14074, bflo_15209	NEMVE17306
OG0003085	bflo_22399	NEMVE02968
OG0003086	bflo_18801, bflo_19341	NEMVE01170, NEMVE01723
OG0003099	bflo_26887, bflo_02629, bflo_16149	NEMVE16155
OG0003101	bflo_01542	NEMVE07960
OG0003103	bflo_02855	NEMVE09551
OG0003104	bflo_16005	NEMVE05338
OG0003105	bflo_07269	NEMVE20895, NEMVE14871, NEMVE08962
OG0003106	bflo_19114	NEMVE13367
OG0003107	bflo_12594	NEMVE04878
OG0003108	bflo_23281	NEMVE21879
OG0003109	bflo_23327	NEMVE22295
OG0003110	bflo_22448	NEMVE22391
OG0003111	bflo_02071	NEMVE22410
OG0003112	bflo_08398, bflo_09454	NEMVE05734
OG0003113	bflo_01744	NEMVE15155, NEMVE20084, NEMVE03544
OG0003114	bflo_20937	NEMVE14366, NEMVE00009, NEMVE13168, NEMVE12974, NEMVE03951
OG0003115	bflo_02956	NEMVE00301
OG0003116	bflo_14734, bflo_18557	NEMVE13077
OG0003118	bflo_00599	NEMVE06986
OG0003119	bflo_09328	NEMVE25471
OG0003121	bflo_05128	NEMVE06066
OG0003122	bflo_17079	NEMVE14780
OG0003122	bflo_11331	NEMVE01334
OG0003123	bflo_13105, bflo_03106, bflo_03107, bflo_03105, bflo_03104	NEMVE23471, NEMVE15940, NEMVE23474, NEMVE23475
OG0003124	bflo_20947	NEMVE07294
OG0003125	bflo_09377	NEMVE08001
OG0003126	bflo_25347	NEMVE22974
OG0003127	bflo_16528	NEMVE23321, NEMVE12556
OG0003128	bflo_20579	NEMVE24270
OG0003129	bflo_07740, bflo_07601, bflo_07737, bflo_20157, bflo_20156	NEMVE13080, NEMVE11504
OG0003130	bflo_20145	NEMVE01488, NEMVE21603
OG0003131	bflo_20297	NEMVE22604
OG0003132	bflo_13312	NEMVE18843
OG0003133	bflo_13064	NEMVE01926
OG0003134	bflo_18233	NEMVE25482, NEMVE17821, NEMVE06152, NEMVE23073, NEMVE16971, NEMVE07892
OG0003134	bflo_22695	NEMVE06574
OG0003135	bflo_11156	NEMVE14450
OG0003136	bflo_06361	NEMVE18312
OG0003138	bflo_18045, bflo_24475	NEMVE08372
OG0003140	bflo_05963, bflo_05965	NEMVE23520
OG0003141	bflo_24349	NEMVE13946
OG0003142	bflo_06487	NEMVE18327
OG0003143	bflo_05643	NEMVE19221
OG0003144	bflo_18077	NEMVE13803
OG0003145	bflo_16411	NEMVE22594, NEMVE14437
OG0003146	bflo_01499	NEMVE21927
OG0003147	bflo_10687	NEMVE02983
OG0003148	bflo_12082	NEMVE09246
OG0003149	bflo_05831, bflo_05830	NEMVE13799
OG0003150	bflo_21673	NEMVE11610, NEMVE19993, NEMVE19992, NEMVE00919
OG0003153	bflo_13277	NEMVE14674
OG0003154	bflo_15309, bflo_20484, bflo_01436	NEMVE25099
OG0003155	bflo_23835, bflo_23490	NEMVE02938
OG0003156	bflo_17373	NEMVE19363
OG0003156	bflo_27205	NEMVE21986
OG0003157	bflo_14340	NEMVE04632
OG0003158	bflo_02352	NEMVE04924
OG0003159	bflo_18570, bflo_07057	NEMVE13613, NEMVE14314
OG0003160	bflo_09900	NEMVE13326
OG0003161	bflo_11644	NEMVE04772
OG0003162	bflo_06527	NEMVE13463
OG0003163	bflo_25957	NEMVE21987
OG0003164	bflo_15147	NEMVE17247
OG0003165	bflo_17531	NEMVE08402
OG0003167	bflo_20648	NEMVE20093, NEMVE19857, NEMVE11737, NEMVE25876
OG0003168	bflo_11347, bflo_11349, bflo_11348, bflo_11346	NEMVE22739, NEMVE15186, NEMVE18014
OG0003169	bflo_05306	NEMVE23426
OG0003171	bflo_16716	NEMVE00958
OG0003172	bflo_19337	NEMVE13880
OG0003174	bflo_15477	NEMVE00181, NEMVE14667
OG0003175	bflo_02528, bflo_02529, bflo_02516	NEMVE10111, NEMVE15002
OG0003176	bflo_13138, bflo_13141, bflo_13521	NEMVE05784, NEMVE14676
OG0003178	bflo_21644	NEMVE05084
OG0003179	bflo_07971	NEMVE14494, NEMVE20675
OG0003180	bflo_03868	NEMVE24273
OG0003181	bflo_23833	NEMVE09804
OG0003182	bflo_13801	NEMVE14953
OG0003183	bflo_00612	NEMVE14853
OG0003184	bflo_07007	NEMVE14706
OG0003185	bflo_03286	NEMVE11277, NEMVE11278
OG0003186	bflo_17640	NEMVE01537
OG0003187	bflo_06988	NEMVE20444, NEMVE23086
OG0003188	bflo_05779	NEMVE13336
OG0003189	bflo_17966, bflo_17711	NEMVE07613
OG0003191	bflo_02395	NEMVE13976
OG0003193	bflo_22117	NEMVE09272
OG0003194	bflo_16541	NEMVE21245, NEMVE03000
OG0003195	bflo_23682	NEMVE25963, NEMVE10862
OG0003196	bflo_23488, bflo_13878, bflo_13848	NEMVE09009, NEMVE09005
OG0003197	bflo_21320	NEMVE09274
OG0003199	bflo_11640	NEMVE25466
OG0003200	bflo_05796	NEMVE06404, NEMVE11235
OG0003202	bflo_08512	NEMVE08285
OG0003203	bflo_00895	NEMVE23504
OG0003204	bflo_14307	NEMVE04641
OG0003205	bflo_04278	NEMVE11482
OG0003206	bflo_14678, bflo_27134	NEMVE13786
OG0003207	bflo_11574	NEMVE13760
OG0003208	bflo_12238	NEMVE13391
OG0003211	bflo_12109	NEMVE25111
OG0003212	bflo_11237, bflo_11720	NEMVE08610
OG0003213	bflo_06414	NEMVE20699, NEMVE15231, NEMVE07326, NEMVE05132, NEMVE04700, NEMVE04710, NEMVE08152, NEMVE07683, NEMVE06438, NEMVE09861, NEMVE25336
OG0003214	bflo_15011	NEMVE19887
OG0003215	bflo_23368	NEMVE05074
OG0003217	bflo_13097, bflo_13181	NEMVE25774
OG0003218	bflo_21266	NEMVE06170
OG0003219	bflo_14338	NEMVE24114
OG0003221	bflo_01510	NEMVE24005, NEMVE13322
OG0003223	bflo_13052	NEMVE13687
OG0003224	bflo_00958	NEMVE07475
OG0003225	bflo_08138	NEMVE14015
OG0003226	bflo_03250	NEMVE20833, NEMVE10372, NEMVE19663
OG0003227	bflo_09183	NEMVE21244
OG0003228	bflo_11373	NEMVE06914
OG0003230	bflo_10210	NEMVE21692
OG0003231	bflo_05723	NEMVE13764
OG0003234	bflo_14580, bflo_14579	NEMVE03676
OG0003235	bflo_14854	NEMVE11954, NEMVE22173
OG0003236	bflo_16680, bflo_27409, bflo_22679	NEMVE24262
OG0003238	bflo_07377	NEMVE23364
OG0003239	bflo_09028	NEMVE13113
OG0003251	bflo_12651	NEMVE01548
OG0003252	bflo_14795	NEMVE13979
OG0003253	bflo_01277	NEMVE23463
OG0003254	bflo_05940	NEMVE05092
OG0003255	bflo_08217	NEMVE09782
OG0003257	bflo_05925	NEMVE13838
OG0003258	bflo_24354	NEMVE07151
OG0003260	bflo_25696	NEMVE15106
OG0003261	bflo_01512, bflo_00495	NEMVE25094
OG0003262	bflo_20031	NEMVE01475
OG0003263	bflo_23703	NEMVE22513
OG0003264	bflo_04822	NEMVE15698
OG0003265	bflo_11145	NEMVE09756
OG0003266	bflo_10178	NEMVE14097
OG0003267	bflo_26847, bflo_07095	NEMVE16965
OG0003268	bflo_13173	NEMVE11716, NEMVE22429
OG0003269	bflo_23123	NEMVE24476
OG0003270	bflo_12004	NEMVE21786
OG0003271	bflo_07598, bflo_10103, bflo_21788, bflo_08094, bflo_06460	NEMVE16628
OG0003272	bflo_14266	NEMVE06426
OG0003273	bflo_14432	NEMVE08681, NEMVE15126, NEMVE08691, NEMVE11258
OG0003276	bflo_17428	NEMVE23236
OG0003277	bflo_11010	NEMVE24088
OG0003278	bflo_11050, bflo_18953	NEMVE03405
OG0003279	bflo_14292	NEMVE14441
OG0003281	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079	NEMVE23592
OG0003283	bflo_27041, bflo_12474	NEMVE00381, NEMVE23430
OG0003284	bflo_02462	NEMVE16097, NEMVE21149
OG0003286	bflo_23054	NEMVE10573
OG0003287	bflo_03086	NEMVE08529
OG0003288	bflo_14155	NEMVE04690, NEMVE13954
OG0003290	bflo_07091	NEMVE01103
OG0003291	bflo_04904	NEMVE10692, NEMVE20230
OG0003292	bflo_08515	NEMVE16550
OG0003293	bflo_00129	NEMVE04909, NEMVE20380
OG0003294	bflo_14576	NEMVE06441
OG0003296	bflo_21081	NEMVE22460
OG0003297	bflo_22943, bflo_27414	NEMVE11100
OG0003298	bflo_15165	NEMVE04703
OG0003299	bflo_25833	NEMVE13192
OG0003301	bflo_01141	NEMVE21850, NEMVE21705
OG0003304	bflo_18183, bflo_25914, bflo_18739	NEMVE18141
OG0003305	bflo_03407	NEMVE13992
OG0003306	bflo_11444, bflo_26999	NEMVE24655
OG0003308	bflo_25159, bflo_25333	NEMVE00997
OG0003309	bflo_18723	NEMVE14486
OG0003311	bflo_01504	NEMVE17780
OG0003312	bflo_17850	NEMVE19875, NEMVE20841
OG0003314	bflo_14212	NEMVE13216
OG0003315	bflo_01079	NEMVE25813, NEMVE20375
OG0003316	bflo_24864	NEMVE07618
OG0003317	bflo_23280	NEMVE05254
OG0003317	bflo_23472	NEMVE21332
OG0003318	bflo_11452	NEMVE22763
OG0003319	bflo_06319	NEMVE11076
OG0003320	bflo_10097	NEMVE13147
OG0003322	bflo_00002, bflo_27076	NEMVE17519
OG0003324	bflo_05150, bflo_22670	NEMVE17427
OG0003324	bflo_22770	NEMVE17426, NEMVE20502
OG0003325	bflo_08410	NEMVE07678
OG0003326	bflo_09789	NEMVE23156
OG0003327	bflo_15914	NEMVE06800
OG0003328	bflo_00597, bflo_00596, bflo_16009, bflo_14605, bflo_13901, bflo_13749, bflo_00426	NEMVE14055
OG0003329	bflo_06538	NEMVE22267
OG0003330	bflo_05318	NEMVE17547
OG0003331	bflo_20334	NEMVE24492
OG0003332	bflo_06531	NEMVE25694
OG0003333	bflo_03278	NEMVE00058
OG0003334	bflo_07602	NEMVE03565
OG0003335	bflo_16036	NEMVE01928, NEMVE19241
OG0003336	bflo_16347	NEMVE06507
OG0003337	bflo_24672	NEMVE13578
OG0003338	bflo_25768	NEMVE06602
OG0003340	bflo_00966	NEMVE15762, NEMVE20934
OG0003341	bflo_13784	NEMVE01952
OG0003342	bflo_08333	NEMVE17096
OG0003343	bflo_21197	NEMVE24170
OG0003344	bflo_06379	NEMVE24619
OG0003346	bflo_11187, bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737	NEMVE14289
OG0003347	bflo_18875	NEMVE23886
OG0003348	bflo_01497	NEMVE23418
OG0003349	bflo_08162	NEMVE14973
OG0003351	bflo_11662	NEMVE22797
OG0003351	bflo_18448	NEMVE22733
OG0003352	bflo_26474, bflo_26477, bflo_08957	NEMVE24015
OG0003353	bflo_11091	NEMVE06482
OG0003354	bflo_00257	NEMVE14304
OG0003355	bflo_07915	NEMVE08592
OG0003356	bflo_13961	NEMVE06309
OG0003357	bflo_10674	NEMVE22497, NEMVE12768
OG0003358	bflo_11374	NEMVE23739
OG0003359	bflo_09270	NEMVE13744
OG0003360	bflo_08028	NEMVE20499
OG0003361	bflo_21492	NEMVE14739
OG0003362	bflo_15019, bflo_27136, bflo_15047	NEMVE00976
OG0003363	bflo_19412, bflo_19416	NEMVE10901
OG0003363	bflo_19624	NEMVE17304, NEMVE16720, NEMVE16221
OG0003364	bflo_03561	NEMVE01971
OG0003366	bflo_23663	NEMVE21908
OG0003368	bflo_08973	NEMVE21767, NEMVE00061
OG0003369	bflo_08608	NEMVE09534, NEMVE11386
OG0003370	bflo_05182	NEMVE18949
OG0003371	bflo_14039	NEMVE11040, NEMVE21515, NEMVE20478
OG0003372	bflo_25213	NEMVE24037
OG0003373	bflo_04729	NEMVE24072
OG0003374	bflo_01562	NEMVE13211
OG0003375	bflo_05681	NEMVE19185
OG0003376	bflo_05753	NEMVE16260, NEMVE11402, NEMVE11401
OG0003377	bflo_09240, bflo_09241	NEMVE15318
OG0003378	bflo_09811	NEMVE16798
OG0003379	bflo_01579	NEMVE20545, NEMVE16052
OG0003380	bflo_20421	NEMVE22683
OG0003381	bflo_09923	NEMVE14322
OG0003383	bflo_00169	NEMVE23495
OG0003384	bflo_10672	NEMVE00423
OG0003385	bflo_20288	NEMVE24878
OG0003386	bflo_24755	NEMVE24105
OG0003387	bflo_20271, bflo_20266	NEMVE13639
OG0003388	bflo_08160	NEMVE08840, NEMVE15438
OG0003391	bflo_11495	NEMVE17395
OG0003392	bflo_04347	NEMVE09110
OG0003393	bflo_04808	NEMVE10476, NEMVE13045, NEMVE23905
OG0003394	bflo_00632	NEMVE16445
OG0003396	bflo_03372	NEMVE24075
OG0003401	bflo_15561, bflo_16225, bflo_04587, bflo_04585	NEMVE11233
OG0003419	bflo_19082	NEMVE08218
OG0003420	bflo_16820, bflo_16824	NEMVE19645
OG0003421	bflo_14823	NEMVE04651, NEMVE09589
OG0003422	bflo_15120	NEMVE07883, NEMVE20521, NEMVE01482
OG0003423	bflo_27281, bflo_18335, bflo_24193, bflo_03381, bflo_03806, bflo_11430, bflo_26333, bflo_11943, bflo_11944, bflo_12483	NEMVE16997, NEMVE18442
OG0003424	bflo_22975	NEMVE16825
OG0003425	bflo_06597	NEMVE02069
OG0003426	bflo_17220	NEMVE04788
OG0003428	bflo_15063	NEMVE22338
OG0003429	bflo_03695	NEMVE22490
OG0003430	bflo_10656	NEMVE24395
OG0003431	bflo_18771	NEMVE04794
OG0003432	bflo_01885	NEMVE13929
OG0003433	bflo_22519	NEMVE22730
OG0003434	bflo_00872	NEMVE19996, NEMVE14429
OG0003435	bflo_21768	NEMVE13652
OG0003438	bflo_20074, bflo_20077	NEMVE17966
OG0003439	bflo_21650	NEMVE25599
OG0003440	bflo_14213	NEMVE09605
OG0003441	bflo_12321	NEMVE08561, NEMVE06221
OG0003442	bflo_15421	NEMVE13895
OG0003443	bflo_23995	NEMVE23998
OG0003444	bflo_03457	NEMVE04612
OG0003445	bflo_16302	NEMVE14554
OG0003447	bflo_11633	NEMVE24666
OG0003448	bflo_13876	NEMVE10129
OG0003449	bflo_22898	NEMVE09971
OG0003450	bflo_14312	NEMVE23497
OG0003451	bflo_17722	NEMVE07235
OG0003452	bflo_09208	NEMVE21083, NEMVE23965
OG0003453	bflo_09284	NEMVE14861, NEMVE07006, NEMVE20495
OG0003454	bflo_18619	NEMVE14065
OG0003455	bflo_03202, bflo_03230	NEMVE24559, NEMVE20985
OG0003456	bflo_23918	NEMVE14823
OG0003457	bflo_01506	NEMVE18245
OG0003458	bflo_05669	NEMVE04918
OG0003458	bflo_03987	NEMVE17272
OG0003459	bflo_13470	NEMVE06913, NEMVE20106
OG0003460	bflo_16240	NEMVE05656, NEMVE12240, NEMVE19324
OG0003461	bflo_10235	NEMVE23166
OG0003462	bflo_15758	NEMVE15109
OG0003463	bflo_24804	NEMVE08123
OG0003464	bflo_22976	NEMVE21995, NEMVE25422
OG0003465	bflo_16970	NEMVE00981
OG0003466	bflo_09344	NEMVE19302
OG0003467	bflo_12624	NEMVE14975, NEMVE20626, NEMVE11976
OG0003468	bflo_18674	NEMVE01447, NEMVE21354
OG0003469	bflo_12756	NEMVE23482
OG0003470	bflo_06693	NEMVE08394
OG0003471	bflo_23271	NEMVE13566
OG0003472	bflo_14735	NEMVE23741
OG0003473	bflo_23011	NEMVE02684, NEMVE05125
OG0003474	bflo_01167	NEMVE00065
OG0003475	bflo_17402	NEMVE00257
OG0003476	bflo_10013	NEMVE12591
OG0003477	bflo_05188	NEMVE15677, NEMVE14421
OG0003478	bflo_05169	NEMVE14744
OG0003479	bflo_11660	NEMVE22549
OG0003480	bflo_13731	NEMVE09026
OG0003483	bflo_15095	NEMVE22468
OG0003484	bflo_08356	NEMVE21744
OG0003486	bflo_20523	NEMVE08417, NEMVE11925
OG0003487	bflo_10772	NEMVE22483
OG0003488	bflo_05906	NEMVE05426
OG0003489	bflo_02309	NEMVE05755
OG0003490	bflo_20489	NEMVE07514
OG0003491	bflo_22547	NEMVE14708
OG0003492	bflo_06984	NEMVE06260
OG0003493	bflo_25210	NEMVE15798
OG0003496	bflo_14755	NEMVE20920
OG0003496	bflo_14596	NEMVE00055
OG0003497	bflo_06218	NEMVE01002
OG0003498	bflo_01724	NEMVE10613, NEMVE20419
OG0003499	bflo_23661	NEMVE25845
OG0003500	bflo_20102	NEMVE05089, NEMVE12196
OG0003501	bflo_25164	NEMVE13383
OG0003502	bflo_20275	NEMVE06419
OG0003503	bflo_23296	NEMVE14218, NEMVE14261
OG0003504	bflo_23302	NEMVE14390
OG0003505	bflo_12682	NEMVE05913
OG0003506	bflo_15168	NEMVE25216
OG0003507	bflo_26224	NEMVE06192
OG0003508	bflo_14628	NEMVE10416
OG0003509	bflo_24353	NEMVE10409
OG0003510	bflo_13265	NEMVE09335
OG0003511	bflo_06537	NEMVE22014, NEMVE01517
OG0003512	bflo_21139, bflo_21138	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	bflo_18565	NEMVE14528
OG0003515	bflo_14188	NEMVE07802
OG0003516	bflo_10550	NEMVE22943, NEMVE13148
OG0003517	bflo_03023	NEMVE22199
OG0003518	bflo_25746	NEMVE07929
OG0003519	bflo_18795	NEMVE22344
OG0003520	bflo_10704	NEMVE01051
OG0003521	bflo_17952	NEMVE15787, NEMVE15788
OG0003522	bflo_23156	NEMVE24059
OG0003523	bflo_24396	NEMVE07334
OG0003524	bflo_24392	NEMVE20753, NEMVE23630
OG0003527	bflo_21741	NEMVE02209
OG0003528	bflo_17528	NEMVE12358, NEMVE13793
OG0003529	bflo_18877	NEMVE22936
OG0003531	bflo_24099	NEMVE23009
OG0003532	bflo_09668	NEMVE01942
OG0003533	bflo_12390	NEMVE21770
OG0003534	bflo_22240, bflo_22294	NEMVE01995
OG0003535	bflo_09980	NEMVE18138, NEMVE18330
OG0003536	bflo_06440	NEMVE23719
OG0003537	bflo_09395	NEMVE15401
OG0003538	bflo_15185	NEMVE24834
OG0003539	bflo_11094	NEMVE14225
OG0003540	bflo_14295	NEMVE25772
OG0003541	bflo_13586	NEMVE05768
OG0003542	bflo_23060	NEMVE05244
OG0003543	bflo_03236	NEMVE21904
OG0003544	bflo_07217	NEMVE21778
OG0003545	bflo_23382	NEMVE09118
OG0003546	bflo_16201	NEMVE00903
OG0003547	bflo_10227	NEMVE21707
OG0003548	bflo_09354	NEMVE24045
OG0003549	bflo_18405	NEMVE22192
OG0003550	bflo_00232	NEMVE14633
OG0003551	bflo_25362	NEMVE25468
OG0003552	bflo_16108	NEMVE13583
OG0003554	bflo_10753	NEMVE05007
OG0003555	bflo_24243, bflo_23498	NEMVE10803
OG0003556	bflo_06642	NEMVE17151
OG0003557	bflo_15889	NEMVE12283
OG0003558	bflo_04064	NEMVE23552
OG0003560	bflo_11890	NEMVE06594
OG0003561	bflo_04334	NEMVE01009, NEMVE02397
OG0003562	bflo_01200	NEMVE13820
OG0003563	bflo_23836	NEMVE09047
OG0003563	bflo_08114	NEMVE25142
OG0003564	bflo_09292	NEMVE07651, NEMVE05001
OG0003565	bflo_25721	NEMVE24799
OG0003566	bflo_03002	NEMVE24534
OG0003567	bflo_04792	NEMVE14039
OG0003568	bflo_20229	NEMVE23185
OG0003570	bflo_26249	NEMVE24756
OG0003571	bflo_05241	NEMVE07104, NEMVE21760
OG0003573	bflo_20068	NEMVE15669
OG0003574	bflo_24168	NEMVE05954
OG0003577	bflo_00343	NEMVE01484
OG0003578	bflo_20566, bflo_14712	NEMVE14882, NEMVE12325
OG0003579	bflo_07074	NEMVE14468
OG0003581	bflo_18883, bflo_18884	NEMVE02408
OG0003582	bflo_10944	NEMVE05180
OG0003589	bflo_14792, bflo_14591	NEMVE23603
OG0003589	bflo_14784, bflo_14587, bflo_14776, bflo_14590, bflo_14585, bflo_14774	NEMVE24856, NEMVE19350
OG0003589	bflo_14778, bflo_14787, bflo_14779	NEMVE23604
OG0003597	bflo_10323	NEMVE06178, NEMVE07749
OG0003598	bflo_16711	NEMVE09849
OG0003599	bflo_06072	NEMVE00164
OG0003601	bflo_19194, bflo_18911	NEMVE01801
OG0003603	bflo_23649	NEMVE13720
OG0003604	bflo_20404	NEMVE14417
OG0003606	bflo_17517	NEMVE07605
OG0003607	bflo_05933	NEMVE25182, NEMVE12941, NEMVE12994
OG0003608	bflo_15932	NEMVE05516, NEMVE19157
OG0003610	bflo_01164	NEMVE07493, NEMVE14129
OG0003611	bflo_09170	NEMVE07655, NEMVE15407
OG0003612	bflo_25558	NEMVE22973
OG0003613	bflo_12262	NEMVE08287
OG0003615	bflo_26275	NEMVE03122
OG0003616	bflo_11097	NEMVE22796
OG0003618	bflo_01473	NEMVE14538
OG0003619	bflo_14248	NEMVE25213
OG0003620	bflo_25025	NEMVE14400
OG0003622	bflo_11800	NEMVE09372
OG0003624	bflo_11072	NEMVE20665
OG0003625	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671	NEMVE23563
OG0003626	bflo_02389	NEMVE00939, NEMVE20827
OG0003629	bflo_22183	NEMVE13677
OG0003630	bflo_20004	NEMVE01474
OG0003631	bflo_23468	NEMVE20518, NEMVE20475
OG0003632	bflo_03937	NEMVE09812
OG0003633	bflo_00307	NEMVE24448
OG0003634	bflo_24973	NEMVE09286, NEMVE17797, NEMVE17799
OG0003635	bflo_07120	NEMVE14571
OG0003635	bflo_14711	NEMVE17691
OG0003636	bflo_07731, bflo_05787, bflo_07722	NEMVE10467
OG0003638	bflo_17869	NEMVE14258
OG0003639	bflo_21388, bflo_21692	NEMVE05431
OG0003640	bflo_26670, bflo_02410	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
