Orthogroup	BRAFL	CAPO3
OG0003770	bflo_14290	CAPO300865, CAPO305387
OG0003771	bflo_23473	CAPO300755
OG0003773	bflo_23068	CAPO301706
OG0003776	bflo_19353	CAPO306521
OG0003778	bflo_03437	CAPO302558
OG0003779	bflo_10120	CAPO304919
OG0003781	bflo_09426	CAPO307368
OG0003798	bflo_17437	CAPO300229
OG0003803	bflo_25196	CAPO307540
OG0003806	bflo_23190, bflo_00688	CAPO304817
OG0003807	bflo_23696	CAPO308021
OG0003808	bflo_01527	CAPO308095
OG0003809	bflo_07420	CAPO306197
OG0003811	bflo_14145	CAPO302863
OG0003812	bflo_24338	CAPO300349
OG0003813	bflo_08536	CAPO305053
OG0003818	bflo_26938, bflo_10045	CAPO306945
OG0003820	bflo_03485	CAPO302724
OG0003823	bflo_01062	CAPO305304
OG0003824	bflo_01655	CAPO300109
OG0003826	bflo_20813	CAPO303948
OG0003827	bflo_26098, bflo_25484, bflo_25483, bflo_26097	CAPO302156
OG0003828	bflo_16758	CAPO304442
OG0003829	bflo_16298	CAPO304825
OG0003831	bflo_15015	CAPO301320
OG0003833	bflo_15287	CAPO305448
OG0003834	bflo_13313	CAPO307203
OG0003835	bflo_01951	CAPO300102
OG0003836	bflo_14104	CAPO301610
OG0003837	bflo_04359	CAPO304430
OG0003838	bflo_14249	CAPO304061, CAPO304064
OG0003839	bflo_15827	CAPO300238, CAPO301543, CAPO307066
OG0003840	bflo_06986	CAPO300299
OG0003843	bflo_13315	CAPO301582
OG0003844	bflo_05707	CAPO306235
OG0003845	bflo_20330	CAPO302000
OG0003846	bflo_08816	CAPO300905
OG0003847	bflo_18871	CAPO301495
OG0003847	bflo_16688	CAPO300400
OG0003848	bflo_27156, bflo_15576	CAPO305229, CAPO305228
OG0003850	bflo_11358	CAPO306458
OG0003851	bflo_00415, bflo_00554, bflo_00750	CAPO301154
OG0003852	bflo_07596	CAPO302241
OG0003853	bflo_21440	CAPO308238
OG0003854	bflo_02025	CAPO306385
OG0003855	bflo_01488	CAPO304198
OG0003856	bflo_23888	CAPO308004
OG0003857	bflo_23884	CAPO302185
OG0003858	bflo_16889	CAPO300728
OG0003859	bflo_01769	CAPO306990
OG0003861	bflo_18325	CAPO302754
OG0003863	bflo_08746	CAPO300200
OG0003864	bflo_17590	CAPO300087
OG0003865	bflo_02430	CAPO304904
OG0003866	bflo_18467, bflo_18468	CAPO302683
OG0003867	bflo_24398	CAPO301767
OG0003868	bflo_15648	CAPO306848
OG0003869	bflo_18781	CAPO307094
OG0003870	bflo_10490	CAPO305132
OG0003871	bflo_21378	CAPO304659
OG0003872	bflo_16387	CAPO300319
OG0003873	bflo_24827, bflo_16172	CAPO305775
OG0003875	bflo_10585	CAPO303382
OG0003876	bflo_25231	CAPO307728
OG0003878	bflo_11907, bflo_12116	CAPO308329
OG0003881	bflo_12239	CAPO303685
OG0003886	bflo_02594	CAPO304109
OG0003887	bflo_07640	CAPO307036
OG0003888	bflo_27212, bflo_17272	CAPO302764
OG0003890	bflo_14828, bflo_10736	CAPO304707
OG0003892	bflo_11576	CAPO307708
OG0003893	bflo_18061	CAPO300022
OG0003894	bflo_15776	CAPO302778
OG0003897	bflo_24684	CAPO303759
OG0003898	bflo_21662	CAPO307893, CAPO307749, CAPO306069
OG0003899	bflo_04990, bflo_04991	CAPO300674
OG0003900	bflo_22302	CAPO301714
OG0003901	bflo_25007	CAPO301256
OG0003903	bflo_17448	CAPO305736
OG0003904	bflo_13785, bflo_08053	CAPO305947
OG0003906	bflo_04877	CAPO301369
OG0003907	bflo_14277	CAPO306754
OG0003909	bflo_13163	CAPO301220
OG0003910	bflo_17784	CAPO302786
OG0003911	bflo_01450	CAPO305312
OG0003912	bflo_13927	CAPO307896
OG0003913	bflo_25822	CAPO306587
OG0003914	bflo_07842	CAPO301224
OG0003915	bflo_22605	CAPO304633
OG0003917	bflo_14511	CAPO306797
OG0003920	bflo_17349	CAPO301554
OG0003921	bflo_01051	CAPO300430
OG0003922	bflo_24628, bflo_03949	CAPO304241
OG0003924	bflo_08629, bflo_26895	CAPO302790
OG0003925	bflo_24965	CAPO301662
OG0003926	bflo_24571	CAPO303036
OG0003927	bflo_21017, bflo_21016	CAPO304671
OG0003929	bflo_05243	CAPO303872
OG0003930	bflo_03015	CAPO301599
OG0003931	bflo_23064	CAPO304399
OG0003932	bflo_06821, bflo_04606, bflo_15910	CAPO300048, CAPO300047
OG0003934	bflo_25582	CAPO301204
OG0003936	bflo_12653	CAPO302163
OG0003938	bflo_17513	CAPO305166
OG0003939	bflo_25332	CAPO303853
OG0003942	bflo_17261	CAPO300632
OG0003944	bflo_17891	CAPO300493
OG0003945	bflo_23336	CAPO300812
OG0003946	bflo_08890	CAPO303843
OG0003947	bflo_10038, bflo_26937	CAPO306325
OG0003950	bflo_04796	CAPO307097
OG0003954	bflo_06529	CAPO304758
OG0003955	bflo_15067	CAPO304097
OG0003959	bflo_16654	CAPO304028
OG0003961	bflo_01052	CAPO303890
OG0003965	bflo_01681	CAPO302867
OG0003966	bflo_18046	CAPO301181
OG0003969	bflo_11550	CAPO304197
OG0003971	bflo_09929	CAPO301852
OG0003972	bflo_13739	CAPO308018
OG0003973	bflo_07614	CAPO307513
OG0003998	bflo_19399	CAPO305634
OG0003999	bflo_00820	CAPO306327
OG0004000	bflo_02654	CAPO302913
OG0004002	bflo_05675	CAPO305544
OG0004005	bflo_05822	CAPO302213
OG0004007	bflo_25579	CAPO307105
OG0004009	bflo_08409	CAPO305072
OG0004010	bflo_25494	CAPO303524
OG0004012	bflo_10107	CAPO308011
OG0004014	bflo_01604	CAPO303473
OG0004015	bflo_27508, bflo_25882	CAPO305112
OG0004016	bflo_26991, bflo_11062, bflo_02411	CAPO303609
OG0004017	bflo_06408	CAPO308124
OG0004023	bflo_13771, bflo_13445	CAPO307204
OG0004027	bflo_19261	CAPO301145
OG0004031	bflo_16318	CAPO306218
OG0004032	bflo_22471	CAPO300291
OG0004033	bflo_10163	CAPO304862
OG0004035	bflo_13352	CAPO301995
OG0004037	bflo_21736	CAPO306482
OG0004038	bflo_25870	CAPO307927
OG0004041	bflo_06689	CAPO306646
OG0004042	bflo_01092	CAPO302696
OG0004044	bflo_01005	CAPO300275
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	CAPO304083
OG0004048	bflo_05759	CAPO304654
OG0004050	bflo_12480	CAPO308116
OG0004053	bflo_06844	CAPO301919
OG0004054	bflo_17321	CAPO308277
OG0004056	bflo_08362	CAPO306031
OG0004057	bflo_03481	CAPO300969, CAPO301492
OG0004058	bflo_03305	CAPO301904
OG0004059	bflo_09431	CAPO301877
OG0004063	bflo_04519	CAPO300628
OG0004064	bflo_06053	CAPO304453
OG0004065	bflo_24951	CAPO304029
OG0004067	bflo_21757	CAPO301812
OG0004068	bflo_04452	CAPO301030
OG0004069	bflo_07987	CAPO307785
OG0004070	bflo_23729	CAPO302894
OG0004071	bflo_16403	CAPO306388
OG0004072	bflo_19459	CAPO305194
OG0004075	bflo_12360	CAPO308024
OG0004076	bflo_06535	CAPO307967
OG0004079	bflo_15451	CAPO300687
OG0004080	bflo_18882	CAPO305236
OG0004081	bflo_21861	CAPO301069
OG0004082	bflo_00978	CAPO305460
OG0004083	bflo_19440	CAPO304047
OG0004084	bflo_14479, bflo_04730	CAPO300193
OG0004085	bflo_21712	CAPO307782
OG0004090	bflo_02550	CAPO304280
OG0004091	bflo_25644, bflo_25537	CAPO307795
OG0004092	bflo_18722	CAPO301516
OG0004093	bflo_10011	CAPO303612
OG0004094	bflo_17070	CAPO306112
OG0004095	bflo_08947	CAPO302216
OG0004096	bflo_25120, bflo_16105, bflo_16136	CAPO306070
OG0004097	bflo_23785	CAPO300790
OG0004099	bflo_23751	CAPO306437
OG0004100	bflo_10859	CAPO306356
OG0004101	bflo_02365, bflo_02328	CAPO303749, CAPO302702
OG0004103	bflo_18116, bflo_01589	CAPO306700
OG0004104	bflo_06763	CAPO303684
OG0004105	bflo_05301	CAPO308098
OG0004106	bflo_23964, bflo_24930	CAPO303386
OG0004108	bflo_14163	CAPO307282
OG0004110	bflo_06903	CAPO300855
OG0004112	bflo_05743	CAPO304610
OG0004113	bflo_11906	CAPO305835
OG0004114	bflo_18466	CAPO301854
OG0004115	bflo_24357	CAPO306386
OG0004116	bflo_14868	CAPO303186
OG0004118	bflo_11032	CAPO306139
OG0004119	bflo_05817	CAPO303741
OG0004120	bflo_06902	CAPO303757
OG0004123	bflo_01120	CAPO304624
OG0004124	bflo_01444	CAPO302738
OG0004125	bflo_02477	CAPO304359
OG0004130	bflo_05927	CAPO307075
OG0004131	bflo_16570	CAPO301925
OG0004133	bflo_21730	CAPO305598
OG0004134	bflo_09300	CAPO304433
OG0004136	bflo_25663, bflo_25662	CAPO307338
OG0004140	bflo_13590	CAPO307995
OG0004142	bflo_11007	CAPO300440
OG0004144	bflo_18803	CAPO302917
OG0004148	bflo_18685	CAPO301152
OG0004150	bflo_09053	CAPO303497
OG0004151	bflo_13322	CAPO307015
OG0004153	bflo_07572, bflo_07571	CAPO305022
OG0004154	bflo_05130, bflo_01086	CAPO308154
OG0004156	bflo_12353	CAPO307556
OG0004158	bflo_02113	CAPO302219
OG0004160	bflo_25508	CAPO302118
OG0004164	bflo_07953	CAPO306879
OG0004166	bflo_10003	CAPO300703
OG0004167	bflo_06366	CAPO305574
OG0004168	bflo_03869	CAPO303881
OG0004169	bflo_23613	CAPO302967
OG0004170	bflo_08931	CAPO305320
OG0004171	bflo_08244	CAPO305810
OG0004174	bflo_25477	CAPO303644
OG0004176	bflo_07261	CAPO304072
OG0004179	bflo_23006	CAPO304392
OG0004181	bflo_14869	CAPO304353
OG0004182	bflo_27213, bflo_17268, bflo_17270, bflo_04774	CAPO305817
OG0004183	bflo_08248	CAPO301817
OG0004184	bflo_17251	CAPO302251
OG0004186	bflo_07573	CAPO307615
OG0004187	bflo_13222	CAPO301572
OG0004188	bflo_11714, bflo_16377	CAPO308209
OG0004194	bflo_13776, bflo_05208, bflo_11710, bflo_13381, bflo_13229, bflo_22527, bflo_18806, bflo_13592, bflo_13591, bflo_13759	CAPO301460, CAPO301973
OG0004215	bflo_20025	CAPO307025
OG0004216	bflo_12603	CAPO304745
OG0004217	bflo_14087	CAPO300553
OG0004219	bflo_02280	CAPO302642
OG0004223	bflo_01727	CAPO308310
OG0004226	bflo_19811	CAPO301388
OG0004227	bflo_25102	CAPO302252
OG0004228	bflo_01224	CAPO303492
OG0004230	bflo_14845	CAPO305821
OG0004231	bflo_05384	CAPO300312
OG0004232	bflo_10173	CAPO301443
OG0004235	bflo_23719	CAPO306795
OG0004236	bflo_07373	CAPO301760
OG0004237	bflo_14843	CAPO301645
OG0004239	bflo_16055	CAPO304082
OG0004240	bflo_14064	CAPO301736
OG0004241	bflo_22009	CAPO304693
OG0004243	bflo_02341	CAPO302349
OG0004245	bflo_10377	CAPO301120
OG0004246	bflo_23079	CAPO307710
OG0004247	bflo_19177, bflo_17721	CAPO306324
OG0004248	bflo_24542, bflo_24543	CAPO306807
OG0004249	bflo_14267	CAPO302316
OG0004250	bflo_20438	CAPO305518
OG0004252	bflo_03055	CAPO305536
OG0004254	bflo_08133	CAPO304883
OG0004257	bflo_01868	CAPO305171
OG0004258	bflo_14122	CAPO301342
OG0004259	bflo_03895	CAPO301048
OG0004263	bflo_18760	CAPO304844
OG0004269	bflo_23956	CAPO308233
OG0004270	bflo_05847	CAPO303791
OG0004271	bflo_11927	CAPO303178
OG0004272	bflo_05950	CAPO303743
OG0004278	bflo_26456	CAPO303739
OG0004280	bflo_05742, bflo_18667	CAPO302169
OG0004282	bflo_01697	CAPO306035
OG0004283	bflo_14369	CAPO301216
OG0004284	bflo_09955, bflo_09499, bflo_10091	CAPO303039
OG0004285	bflo_09644	CAPO306621
OG0004286	bflo_19820	CAPO300246
OG0004287	bflo_22517	CAPO305534
OG0004288	bflo_13055	CAPO302203
OG0004289	bflo_16900	CAPO307509
OG0004291	bflo_09709	CAPO306696
OG0004292	bflo_24769	CAPO301407
OG0004295	bflo_25243	CAPO300437
OG0004296	bflo_08135	CAPO307058
OG0004297	bflo_01520	CAPO306140
OG0004299	bflo_14117	CAPO307863
OG0004301	bflo_21149	CAPO305855
OG0004302	bflo_20299	CAPO307149
OG0004303	bflo_21593	CAPO306261
OG0004304	bflo_10723	CAPO307407
OG0004305	bflo_05913	CAPO306704
OG0004307	bflo_23131	CAPO306787
OG0004308	bflo_17611	CAPO302385
OG0004309	bflo_07674	CAPO304021
OG0004310	bflo_07406	CAPO306903
OG0004312	bflo_18032	CAPO306752
OG0004314	bflo_15802	CAPO301283
OG0004315	bflo_09497	CAPO307076
OG0004316	bflo_24460	CAPO300656
OG0004319	bflo_03033	CAPO308294
OG0004320	bflo_22155	CAPO300174
OG0004321	bflo_07360, bflo_21224	CAPO306639
OG0004322	bflo_04745	CAPO307895
OG0004323	bflo_18175	CAPO307483
OG0004324	bflo_01085	CAPO300240
OG0004328	bflo_01149	CAPO305261
OG0004329	bflo_09988, bflo_02398	CAPO302035
OG0004330	bflo_18848	CAPO305393
OG0004331	bflo_18890	CAPO305384
OG0004333	bflo_01460	CAPO303439
OG0004335	bflo_14442	CAPO302791
OG0004337	bflo_09505	CAPO300958
OG0004338	bflo_14114	CAPO300828
OG0004344	bflo_07396	CAPO307152
OG0004345	bflo_16427	CAPO306847
OG0004347	bflo_20345	CAPO307703
OG0004348	bflo_21350	CAPO306158
OG0004349	bflo_12358	CAPO308184
OG0004350	bflo_18288, bflo_18444	CAPO300994
OG0004351	bflo_24757	CAPO307239
OG0004352	bflo_24539	CAPO300873
OG0004353	bflo_24646	CAPO306055, CAPO306087
OG0004354	bflo_14863	CAPO307581
OG0004355	bflo_16043	CAPO303478
OG0004356	bflo_23965, bflo_24929	CAPO300159
OG0004357	bflo_11494	CAPO303880
OG0004358	bflo_11539	CAPO301323
OG0004359	bflo_15102	CAPO305703
OG0004360	bflo_05338	CAPO301752
OG0004361	bflo_15552	CAPO308302
OG0004363	bflo_04230, bflo_04233	CAPO304580
OG0004364	bflo_13993	CAPO305213
OG0004365	bflo_19418	CAPO305948
OG0004368	bflo_16051	CAPO306084
OG0004369	bflo_16942	CAPO305592
OG0004370	bflo_21301	CAPO302143
OG0004372	bflo_04811	CAPO304892
OG0004373	bflo_06065	CAPO308311
OG0004374	bflo_20012	CAPO306983
OG0004375	bflo_07701	CAPO305927
OG0004376	bflo_20526	CAPO303203
OG0004377	bflo_19356	CAPO303614
OG0004378	bflo_07641	CAPO303140
OG0004379	bflo_09448	CAPO300162
OG0004381	bflo_09247	CAPO300684
OG0004382	bflo_06113	CAPO308307
OG0004383	bflo_27132, bflo_14288, bflo_14991	CAPO301688
OG0004385	bflo_15870	CAPO306534
OG0004388	bflo_05660	CAPO303742
OG0004389	bflo_26325	CAPO302416
OG0004390	bflo_17071	CAPO300046
OG0004391	bflo_08434	CAPO305468
OG0004392	bflo_07121	CAPO303282
OG0004394	bflo_14723	CAPO305886
OG0004396	bflo_24471	CAPO300955
OG0004398	bflo_20532	CAPO307605
OG0004399	bflo_11895	CAPO301536
OG0004400	bflo_01509	CAPO304368, CAPO302395
OG0004401	bflo_00348	CAPO307684
OG0004405	bflo_23675	CAPO302866
OG0004406	bflo_13880	CAPO305558
OG0004412	bflo_26266	CAPO301515
OG0004413	bflo_11285	CAPO301518
OG0004417	bflo_25703	CAPO302119
OG0004418	bflo_09866, bflo_06391	CAPO305208
OG0004421	bflo_10986	CAPO303320
OG0004423	bflo_06771	CAPO306935
OG0004425	bflo_02356	CAPO302090
OG0004426	bflo_13509	CAPO301784
OG0004433	bflo_00839, bflo_12171, bflo_15418, bflo_14637	CAPO304000
OG0004459	bflo_09372	CAPO300459
OG0004460	bflo_12840	CAPO307206
OG0004461	bflo_11262	CAPO305355
OG0004462	bflo_21993	CAPO302893
OG0004465	bflo_05736, bflo_05733	CAPO303487
OG0004467	bflo_20572	CAPO307496
OG0004468	bflo_20382	CAPO307854
OG0004472	bflo_10789	CAPO303803
OG0004474	bflo_14427	CAPO300829
OG0004476	bflo_05841	CAPO307856
OG0004479	bflo_13215	CAPO303963
OG0004481	bflo_26415	CAPO306702
OG0004483	bflo_26479	CAPO303122
OG0004484	bflo_24462	CAPO302152
OG0004486	bflo_12928	CAPO307639
OG0004488	bflo_06230	CAPO301849
OG0004489	bflo_11412	CAPO305447
OG0004492	bflo_20550	CAPO307196
OG0004494	bflo_22629	CAPO306570
OG0004495	bflo_13385	CAPO306359
OG0004496	bflo_15959	CAPO303733
OG0004497	bflo_12550	CAPO307202
OG0004498	bflo_13885	CAPO305224
OG0004500	bflo_06052	CAPO301850
OG0004501	bflo_17400	CAPO301840
OG0004502	bflo_22105	CAPO301779
OG0004503	bflo_14782	CAPO300332
OG0004506	bflo_23062	CAPO305016
OG0004507	bflo_06594	CAPO301894
OG0004508	bflo_09467	CAPO301654
OG0004509	bflo_17080	CAPO300500
OG0004511	bflo_15924	CAPO303457
OG0004512	bflo_23496, bflo_16546	CAPO302842
OG0004513	bflo_08350	CAPO303104
OG0004515	bflo_26975, bflo_10817	CAPO305182
OG0004516	bflo_04748, bflo_20144	CAPO306036, CAPO307859
OG0004517	bflo_23362	CAPO305332
OG0004518	bflo_16710	CAPO306412
OG0004519	bflo_11096	CAPO307914
OG0004520	bflo_21786	CAPO300090
OG0004521	bflo_07182, bflo_10161	CAPO306692
OG0004523	bflo_05747	CAPO304989
OG0004525	bflo_15861	CAPO303518
OG0004526	bflo_15645	CAPO302498
OG0004527	bflo_22761	CAPO302077
OG0004529	bflo_24826	CAPO306628
OG0004530	bflo_14830	CAPO304739
OG0004531	bflo_15089, bflo_15090	CAPO302345, CAPO307115
OG0004532	bflo_22983	CAPO300005
OG0004533	bflo_07628	CAPO306022
OG0004535	bflo_06382	CAPO307124
OG0004537	bflo_08291, bflo_05042	CAPO306837
OG0004540	bflo_02795	CAPO307351
OG0004541	bflo_17993	CAPO307806
OG0004542	bflo_09402	CAPO306706
OG0004544	bflo_12181	CAPO306563
OG0004545	bflo_16418	CAPO307212
OG0004546	bflo_06485	CAPO306808
OG0004547	bflo_11802	CAPO304852
OG0004548	bflo_15915	CAPO305113
OG0004551	bflo_23479	CAPO301498
OG0004553	bflo_04450	CAPO302768
OG0004554	bflo_24473	CAPO300747
OG0004555	bflo_27055, bflo_12751	CAPO301994
OG0004556	bflo_20298	CAPO305616
OG0004558	bflo_24327	CAPO307355
OG0004559	bflo_23454	CAPO303756
OG0004561	bflo_21390, bflo_04768	CAPO304794
OG0004563	bflo_01881	CAPO303030
OG0004564	bflo_09365	CAPO301873
OG0004565	bflo_05792	CAPO303409
OG0004569	bflo_22265, bflo_19832	CAPO303601
OG0004572	bflo_13327, bflo_13783	CAPO302719
OG0004573	bflo_20186	CAPO305859
OG0004574	bflo_03205	CAPO300276
OG0004577	bflo_12511	CAPO307905
OG0004578	bflo_16288	CAPO307713
OG0004579	bflo_11289	CAPO308171
OG0004581	bflo_22410	CAPO305629
OG0004582	bflo_25760, bflo_25502	CAPO304857
OG0004583	bflo_26211	CAPO301319
OG0004585	bflo_13881	CAPO307959
OG0004587	bflo_14705	CAPO303576
OG0004588	bflo_20021	CAPO307046
OG0004590	bflo_20267	CAPO307910
OG0004592	bflo_25813	CAPO307767
OG0004593	bflo_10126	CAPO306311
OG0004595	bflo_00394	CAPO305901
OG0004596	bflo_08985	CAPO301763, CAPO300672
OG0004599	bflo_05807	CAPO306185
OG0004600	bflo_26500	CAPO306391
OG0004601	bflo_15597, bflo_15601, bflo_15569	CAPO300529
OG0004602	bflo_04353	CAPO307709
OG0004605	bflo_23298	CAPO303013
OG0004609	bflo_20965	CAPO305274
OG0004610	bflo_06351	CAPO308217
OG0004611	bflo_14611	CAPO305879, CAPO305850
OG0004612	bflo_00158	CAPO307176
OG0004616	bflo_02456	CAPO302661, CAPO307774
OG0004619	bflo_18891	CAPO306976
OG0004621	bflo_11024	CAPO301592
OG0004623	bflo_06270, bflo_19298	CAPO303271
OG0004626	bflo_13446	CAPO304074
OG0004627	bflo_21441	CAPO302578
OG0004628	bflo_00111	CAPO300844
OG0004629	bflo_16638	CAPO300874
OG0004630	bflo_18024	CAPO300032
OG0004633	bflo_24095	CAPO306431
OG0004634	bflo_24560	CAPO306443
OG0004635	bflo_16335	CAPO305826
OG0004638	bflo_17068	CAPO300328
OG0004639	bflo_17059	CAPO304960
OG0004641	bflo_21448, bflo_22592	CAPO301192
OG0004642	bflo_13877	CAPO303810
OG0004643	bflo_21665	CAPO303111
OG0004644	bflo_11603	CAPO308177
OG0004646	bflo_01898	CAPO304987
OG0004648	bflo_12258	CAPO306796
OG0004649	bflo_20493	CAPO308035
OG0004651	bflo_17981	CAPO307192
OG0004652	bflo_21212, bflo_21245	CAPO307126
OG0004654	bflo_09378	CAPO304098
OG0004655	bflo_09012	CAPO300932
OG0004656	bflo_05812	CAPO306315
OG0004657	bflo_24670	CAPO300965
OG0004658	bflo_17408	CAPO302853
OG0004659	bflo_11250	CAPO305571
OG0004663	bflo_20810	CAPO307060
OG0004668	bflo_04113	CAPO307032
OG0004669	bflo_17570	CAPO301719
OG0004670	bflo_02470	CAPO301141
OG0004671	bflo_20944	CAPO303199
OG0004672	bflo_13004	CAPO300788
OG0004673	bflo_18808	CAPO305181
OG0004674	bflo_05749	CAPO301298
OG0004675	bflo_06236	CAPO300152
OG0004676	bflo_05171	CAPO305483
OG0004678	bflo_15606	CAPO306062
OG0004679	bflo_20009	CAPO307020
OG0004682	bflo_08235	CAPO302643
OG0004685	bflo_05949	CAPO300514
OG0004687	bflo_11035	CAPO300850
OG0004690	bflo_08245	CAPO302294
OG0004691	bflo_11450	CAPO301832
OG0004692	bflo_06997	CAPO306711
OG0004694	bflo_23436	CAPO302831
OG0004696	bflo_07889	CAPO303339
OG0004697	bflo_15191	CAPO308157
OG0004699	bflo_03925	CAPO305801
OG0004700	bflo_22704	CAPO305394
OG0004702	bflo_21187, bflo_04948	CAPO301451, CAPO306323
OG0004703	bflo_02735	CAPO302281
OG0004707	bflo_11466	CAPO307222
OG0004708	bflo_00244	CAPO302589
OG0004711	bflo_15142	CAPO307614
OG0004728	bflo_13486	CAPO306092
OG0004732	bflo_02051	CAPO303065
OG0004733	bflo_06188	CAPO303723
OG0004738	bflo_23674	CAPO307391
OG0004739	bflo_13471	CAPO305372
OG0004740	bflo_10418	CAPO303587
OG0004743	bflo_15127	CAPO305537
OG0004744	bflo_22859	CAPO307377
OG0004747	bflo_12691	CAPO305266
OG0004748	bflo_01673	CAPO300851
OG0004749	bflo_13392	CAPO303738
OG0004752	bflo_23786	CAPO300189
OG0004753	bflo_09370	CAPO307970
OG0004756	bflo_01688	CAPO300650
OG0004757	bflo_09888	CAPO300079
OG0004758	bflo_20306	CAPO307791
OG0004759	bflo_12064	CAPO301731
OG0004760	bflo_01599	CAPO302986
OG0004761	bflo_09055	CAPO301372
OG0004762	bflo_21432, bflo_26205, bflo_24822, bflo_21053	CAPO306336
OG0004763	bflo_20256	CAPO303189
OG0004764	bflo_26083	CAPO306665
OG0004765	bflo_02347, bflo_25288	CAPO300145
OG0004766	bflo_10868	CAPO300107
OG0004767	bflo_23754, bflo_23555	CAPO304258
OG0004768	bflo_14539	CAPO302814
OG0004769	bflo_05382, bflo_15999	CAPO305909
OG0004770	bflo_04459, bflo_03900	CAPO306549
OG0004771	bflo_09410	CAPO306141
OG0004774	bflo_22864	CAPO302467
OG0004775	bflo_03391	CAPO308292
OG0004781	bflo_14399	CAPO302855
OG0004784	bflo_21151	CAPO300506
OG0004785	bflo_19212	CAPO301223
OG0004786	bflo_19673	CAPO306813
OG0004787	bflo_17213	CAPO300677
OG0004788	bflo_20105	CAPO303606
OG0004792	bflo_18016	CAPO304121, CAPO301355
OG0004793	bflo_10046	CAPO303691
OG0004794	bflo_04357	CAPO302268
OG0004795	bflo_20953	CAPO306522
OG0004797	bflo_04765	CAPO308248
OG0004798	bflo_05412, bflo_05413	CAPO306979
OG0004801	bflo_22733	CAPO301409
OG0004803	bflo_22070	CAPO306090
OG0004803	bflo_22349	CAPO304966
OG0004805	bflo_21807	CAPO301148
OG0004808	bflo_24087	CAPO300921
OG0004810	bflo_11005	CAPO307085
OG0004811	bflo_11368	CAPO304670
OG0004812	bflo_01711	CAPO300913
OG0004813	bflo_06335	CAPO302301
OG0004814	bflo_18711	CAPO305193
OG0004815	bflo_10264, bflo_00863, bflo_00118	CAPO306099
OG0004817	bflo_00615	CAPO300646
OG0004819	bflo_01447	CAPO303489
OG0004820	bflo_04335	CAPO301474
OG0004822	bflo_04058	CAPO303272
OG0004823	bflo_03232	CAPO301131
OG0004825	bflo_16544	CAPO303625
OG0004826	bflo_11744	CAPO302318
OG0004828	bflo_07064	CAPO300795
OG0004829	bflo_07190	CAPO306677
OG0004830	bflo_05687	CAPO304259, CAPO301109
OG0004831	bflo_17588	CAPO302539
OG0004832	bflo_26425	CAPO300644
OG0004833	bflo_07551	CAPO307386, CAPO307385
OG0004835	bflo_13560, bflo_20781	CAPO307142
OG0004836	bflo_20378	CAPO300476
OG0004837	bflo_12377	CAPO306341
OG0004838	bflo_06796	CAPO300483
OG0004840	bflo_15568	CAPO301303
OG0004841	bflo_12560	CAPO301073
OG0004842	bflo_06212	CAPO307208
OG0004843	bflo_13843	CAPO302296
OG0004844	bflo_09755	CAPO308225
OG0004845	bflo_16396	CAPO300244
OG0004846	bflo_03239	CAPO302634
OG0004849	bflo_17431	CAPO302897
OG0004851	bflo_05688	CAPO304052
OG0004852	bflo_15961	CAPO305241
OG0004853	bflo_16120	CAPO306818
OG0004854	bflo_14278	CAPO307677
OG0004855	bflo_21051	CAPO307136
OG0004856	bflo_14646	CAPO307877
OG0004857	bflo_08241	CAPO305126, CAPO301665
OG0004858	bflo_20586	CAPO306514
OG0004859	bflo_18513	CAPO305955
OG0004861	bflo_23925	CAPO300721
OG0004863	bflo_10166	CAPO300215
OG0004864	bflo_11500	CAPO306175
OG0004869	bflo_19239	CAPO301505
OG0004873	bflo_24536	CAPO305056
OG0004874	bflo_12683	CAPO302314
OG0004875	bflo_26219	CAPO305599
OG0004879	bflo_21810	CAPO304570
OG0004880	bflo_23275	CAPO307520
OG0004881	bflo_24775	CAPO301856
OG0004882	bflo_27067, bflo_13047	CAPO307657
OG0004883	bflo_22965	CAPO304269
OG0004884	bflo_06067	CAPO306875
OG0004886	bflo_21794	CAPO304598
OG0004887	bflo_05853	CAPO303252
OG0004889	bflo_16517	CAPO302860
OG0004892	bflo_08899	CAPO308266
OG0004893	bflo_05758	CAPO305797
OG0004894	bflo_14171	CAPO308103
OG0004895	bflo_20234	CAPO301412
OG0004896	bflo_16531	CAPO301146, CAPO308332
OG0004897	bflo_08561	CAPO300624
OG0004898	bflo_17464	CAPO300846
OG0004899	bflo_14839	CAPO304701
OG0004900	bflo_20996	CAPO300509
OG0004901	bflo_10471	CAPO301170
OG0004902	bflo_21407	CAPO305853
OG0004903	bflo_05229, bflo_13841	CAPO304775
OG0004904	bflo_14808	CAPO304100
OG0004906	bflo_22225	CAPO303480
OG0004907	bflo_20360	CAPO307254
OG0004911	bflo_15427	CAPO305750
OG0004913	bflo_21278	CAPO306717
OG0004914	bflo_09178	CAPO301519
OG0004917	bflo_00953	CAPO303374
OG0004919	bflo_27472, bflo_24821	CAPO308082
OG0004920	bflo_02542	CAPO302580
OG0004922	bflo_05574	CAPO306550
OG0004923	bflo_20936	CAPO307943
OG0004924	bflo_01184	CAPO304606
OG0004927	bflo_12057	CAPO304855
OG0004928	bflo_00998	CAPO304691
OG0004929	bflo_14724	CAPO304111
OG0004932	bflo_01088	CAPO306081, CAPO305804
