Orthogroup	BRAFL	AENJA_ok
OG0003826	bflo_20813	AENJA_03131
OG0003827	bflo_26098	AENJA_03548
OG0003828	bflo_16758	AENJA_03700
OG0003829	bflo_16298	AENJA_03792
OG0003830	bflo_17896	AENJA_26357, AENJA_19327
OG0003831	bflo_15015	AENJA_03886
OG0003832	bflo_11645	AENJA_03902
OG0003833	bflo_15287	AENJA_04439
OG0003834	bflo_13313	AENJA_04549, AENJA_04550
OG0003835	bflo_01951	AENJA_12493, AENJA_04664
OG0003836	bflo_14104	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	bflo_04359	AENJA_04856
OG0003838	bflo_14249	AENJA_04967
OG0003839	bflo_15827	AENJA_06897
OG0003840	bflo_06986	AENJA_07883, AENJA_05492
OG0003841	bflo_04276	AENJA_05729
OG0003842	bflo_26499	AENJA_05895
OG0003844	bflo_05707	AENJA_06372
OG0003845	bflo_20330	AENJA_06384
OG0003846	bflo_08816	AENJA_06476
OG0003847	bflo_16688	AENJA_06829
OG0003848	bflo_27156, bflo_15576	AENJA_06904
OG0003849	bflo_06550, bflo_06870	AENJA_06923
OG0003850	bflo_11358	AENJA_07117, AENJA_21595
OG0003851	bflo_00750	AENJA_07129
OG0003852	bflo_07596	AENJA_07216
OG0003854	bflo_02025	AENJA_07506
OG0003855	bflo_01488	AENJA_07705
OG0003856	bflo_23888	AENJA_08084
OG0003857	bflo_23884	AENJA_08085
OG0003858	bflo_16889	AENJA_08566
OG0003859	bflo_01769	AENJA_08612
OG0003861	bflo_18325	AENJA_08913
OG0003862	bflo_18081	AENJA_19217
OG0003863	bflo_08746	AENJA_09171
OG0003864	bflo_17590	AENJA_09391
OG0003865	bflo_02430	AENJA_09441
OG0003866	bflo_18467, bflo_18468	AENJA_09527
OG0003867	bflo_24398	AENJA_09761
OG0003868	bflo_15648	AENJA_09827
OG0003869	bflo_18781	AENJA_17460, AENJA_09977
OG0003870	bflo_10490	AENJA_10263
OG0003871	bflo_21378, bflo_21732	AENJA_10643
OG0003872	bflo_16387	AENJA_10747
OG0003874	bflo_06454	AENJA_10799
OG0003875	bflo_10585	AENJA_10875
OG0003876	bflo_25231	AENJA_10876
OG0003877	bflo_22483	AENJA_11020
OG0003878	bflo_11907	AENJA_11046
OG0003879	bflo_01976	AENJA_11207
OG0003880	bflo_21721, bflo_21549	AENJA_11227
OG0003881	bflo_12239	AENJA_11372
OG0003882	bflo_12728	AENJA_11663
OG0003883	bflo_09030	AENJA_11694
OG0003884	bflo_08247	AENJA_11725
OG0003885	bflo_05699	AENJA_11785, AENJA_23431
OG0003886	bflo_02594	AENJA_12066
OG0003887	bflo_07640	AENJA_12157
OG0003888	bflo_27212, bflo_17272	AENJA_12506
OG0003889	bflo_23775, bflo_22871, bflo_22869, bflo_16640, bflo_15555, bflo_06060	AENJA_12812
OG0003890	bflo_14828, bflo_10736	AENJA_21991, AENJA_12959
OG0003892	bflo_11576	AENJA_13114, AENJA_22782
OG0003893	bflo_18061	AENJA_13141
OG0003894	bflo_15776	AENJA_13190
OG0003895	bflo_22849	AENJA_13220
OG0003896	bflo_23104	AENJA_13916
OG0003897	bflo_24684	AENJA_14064
OG0003898	bflo_21662	AENJA_14091
OG0003899	bflo_04991	AENJA_14656
OG0003900	bflo_22302	AENJA_15786
OG0003901	bflo_25007	AENJA_15961
OG0003903	bflo_17448	AENJA_16074
OG0003904	bflo_08053	AENJA_16228
OG0003906	bflo_04877	AENJA_16374
OG0003909	bflo_13163	AENJA_26469, AENJA_17530
OG0003910	bflo_17784	AENJA_17611
OG0003911	bflo_01450	AENJA_17893
OG0003912	bflo_13927	AENJA_18106
OG0003913	bflo_25822	AENJA_18124
OG0003914	bflo_07842	AENJA_20252
OG0003915	bflo_22605	AENJA_18759
OG0003916	bflo_12715	AENJA_18832
OG0003917	bflo_14511	AENJA_18911
OG0003918	bflo_07118	AENJA_19068
OG0003920	bflo_17349	AENJA_19805
OG0003921	bflo_01051	AENJA_19828
OG0003922	bflo_24628, bflo_03949	AENJA_19834
OG0003923	bflo_18828	AENJA_19884
OG0003925	bflo_24965	AENJA_20055
OG0003926	bflo_24571	AENJA_20056
OG0003927	bflo_21017, bflo_21016	AENJA_20528
OG0003928	bflo_13839	AENJA_20623
OG0003929	bflo_07561, bflo_05243	AENJA_20627
OG0003930	bflo_03015	AENJA_20961
OG0003931	bflo_23064	AENJA_21038
OG0003932	bflo_06821	AENJA_21377
OG0003933	bflo_12445	AENJA_21761
OG0003934	bflo_25582	AENJA_21817
OG0003935	bflo_09457, bflo_07075, bflo_19441	AENJA_22316
OG0003937	bflo_09216	AENJA_22426
OG0003938	bflo_17513	AENJA_22573
OG0003939	bflo_25332	AENJA_22721
OG0003940	bflo_12482	AENJA_22828
OG0003941	bflo_11126	AENJA_22930
OG0003942	bflo_17261	AENJA_23165
OG0003943	bflo_06013, bflo_05488	AENJA_23357
OG0003944	bflo_17891	AENJA_23555
OG0003945	bflo_23336	AENJA_23594
OG0003946	bflo_08890	AENJA_24350
OG0003947	bflo_10038, bflo_26937	AENJA_24809
OG0003948	bflo_21792	AENJA_24828
OG0003949	bflo_04795, bflo_20040, bflo_04980	AENJA_25294
OG0003950	bflo_04796	AENJA_25298
OG0003951	bflo_10924	AENJA_25520
OG0003952	bflo_03025	AENJA_25812
OG0003953	bflo_14350	AENJA_25975, AENJA_25981
OG0003954	bflo_06529	AENJA_26001
OG0003955	bflo_15067	AENJA_26253
OG0003956	bflo_25554	AENJA_26347
OG0003957	bflo_12685	AENJA_26465
OG0003958	bflo_07451	AENJA_26545
OG0003959	bflo_16654	AENJA_26551
OG0003960	bflo_03368	AENJA_26560
OG0003961	bflo_01052	AENJA_26616
OG0003962	bflo_14558	AENJA_26659
OG0003997	bflo_17824	AENJA_00553
OG0003998	bflo_19399	AENJA_00732
OG0003999	bflo_00820	AENJA_00953
OG0004000	bflo_02654	AENJA_01025
OG0004002	bflo_05675	AENJA_01139
OG0004003	bflo_13754	AENJA_01305
OG0004003	bflo_06656	AENJA_15688, AENJA_01298, AENJA_16894, AENJA_01301, AENJA_01304, AENJA_01302
OG0004004	bflo_00245	AENJA_01405
OG0004005	bflo_05822	AENJA_01410, AENJA_01411
OG0004006	bflo_15642	AENJA_26219
OG0004007	bflo_25579	AENJA_01716
OG0004009	bflo_08409	AENJA_01997
OG0004010	bflo_25494	AENJA_02161
OG0004011	bflo_07481	AENJA_02252
OG0004012	bflo_10107	AENJA_02300
OG0004014	bflo_01604	AENJA_20548, AENJA_03289, AENJA_12583, AENJA_12582
OG0004015	bflo_27508, bflo_25882	AENJA_03648
OG0004016	bflo_26991, bflo_11062	AENJA_03782
OG0004016	bflo_02411	AENJA_25499
OG0004017	bflo_06408	AENJA_03846
OG0004018	bflo_12053, bflo_12055	AENJA_04064, AENJA_22270
OG0004019	bflo_03365	AENJA_04085
OG0004020	bflo_21634	AENJA_04089
OG0004021	bflo_20663	AENJA_04438
OG0004022	bflo_03904, bflo_18302	AENJA_04720
OG0004023	bflo_13771, bflo_13445	AENJA_04821
OG0004024	bflo_22710	AENJA_04835
OG0004027	bflo_19261	AENJA_05469
OG0004028	bflo_08558	AENJA_15709, AENJA_05585
OG0004029	bflo_19601	AENJA_05822
OG0004030	bflo_23086	AENJA_05902
OG0004031	bflo_16318	AENJA_06023
OG0004032	bflo_22471	AENJA_06151
OG0004033	bflo_10163	AENJA_07800, AENJA_06467
OG0004034	bflo_00483	AENJA_06781
OG0004035	bflo_13352	AENJA_07045
OG0004036	bflo_04917	AENJA_07123
OG0004037	bflo_21736	AENJA_07206
OG0004038	bflo_25870	AENJA_07209
OG0004039	bflo_00182	AENJA_07640
OG0004041	bflo_06689	AENJA_07773, AENJA_07774
OG0004042	bflo_01092	AENJA_07854
OG0004043	bflo_18420	AENJA_07877
OG0004044	bflo_01005	AENJA_07917
OG0004045	bflo_10090	AENJA_07957
OG0004046	bflo_20151	AENJA_17400
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	AENJA_08079
OG0004048	bflo_05759	AENJA_08141
OG0004049	bflo_17743	AENJA_08248
OG0004050	bflo_12480	AENJA_11152, AENJA_08476
OG0004051	bflo_00363	AENJA_08973
OG0004052	bflo_07404	AENJA_09045
OG0004053	bflo_06844	AENJA_09308
OG0004054	bflo_17321	AENJA_09386
OG0004055	bflo_18237	AENJA_10626
OG0004056	bflo_08362	AENJA_09747
OG0004057	bflo_03481	AENJA_09847
OG0004058	bflo_03305	AENJA_15238
OG0004059	bflo_09431	AENJA_10120
OG0004060	bflo_10224	AENJA_10222
OG0004061	bflo_25941	AENJA_10245
OG0004062	bflo_09235	AENJA_10281
OG0004063	bflo_04519	AENJA_10560
OG0004064	bflo_06053	AENJA_10715
OG0004065	bflo_24951	AENJA_10915
OG0004066	bflo_16076	AENJA_10944
OG0004066	bflo_16059	AENJA_20918
OG0004067	bflo_21757	AENJA_11072, AENJA_11073
OG0004068	bflo_04452	AENJA_11291
OG0004069	bflo_07987	AENJA_11462
OG0004070	bflo_23729	AENJA_11512
OG0004071	bflo_16403	AENJA_11569
OG0004072	bflo_19459	AENJA_11674
OG0004073	bflo_03411	AENJA_11745
OG0004074	bflo_06358	AENJA_11761
OG0004075	bflo_12360	AENJA_11909, AENJA_25684
OG0004076	bflo_06535	AENJA_11962
OG0004077	bflo_27169, bflo_16619, bflo_16837	AENJA_12069, AENJA_11984
OG0004078	bflo_09450	AENJA_12075
OG0004079	bflo_15451	AENJA_12149
OG0004080	bflo_18882	AENJA_12559
OG0004081	bflo_21861	AENJA_12579
OG0004082	bflo_00978	AENJA_12648
OG0004083	bflo_19440	AENJA_12814
OG0004084	bflo_04730	AENJA_13049
OG0004085	bflo_21712	AENJA_13446
OG0004086	bflo_15527	AENJA_13483, AENJA_16966
OG0004087	bflo_00774	AENJA_13678
OG0004088	bflo_08888	AENJA_13695, AENJA_24137
OG0004089	bflo_24435	AENJA_13857
OG0004090	bflo_02550	AENJA_14113
OG0004091	bflo_25644	AENJA_14497
OG0004091	bflo_25537	AENJA_14498
OG0004092	bflo_18722	AENJA_14629
OG0004093	bflo_10011	AENJA_14743
OG0004094	bflo_17070	AENJA_14786
OG0004095	bflo_08947	AENJA_14906
OG0004096	bflo_16105	AENJA_14942
OG0004097	bflo_23785	AENJA_15032
OG0004098	bflo_25548	AENJA_15282
OG0004099	bflo_23751	AENJA_15456
OG0004100	bflo_10859	AENJA_16101, AENJA_16102
OG0004101	bflo_02328	AENJA_16349
OG0004102	bflo_10530	AENJA_16425
OG0004103	bflo_18116, bflo_01589	AENJA_16652, AENJA_16649
OG0004104	bflo_06763	AENJA_17043
OG0004105	bflo_05301	AENJA_17274
OG0004106	bflo_23964, bflo_24930	AENJA_17371
OG0004107	bflo_26512, bflo_10561	AENJA_17526
OG0004108	bflo_14163	AENJA_17850
OG0004110	bflo_06903	AENJA_17972
OG0004111	bflo_06133	AENJA_17987
OG0004112	bflo_05743	AENJA_26008
OG0004113	bflo_11906	AENJA_18290
OG0004114	bflo_18466	AENJA_18362
OG0004115	bflo_24357	AENJA_18384
OG0004116	bflo_14868	AENJA_18624
OG0004117	bflo_06359	AENJA_18937
OG0004118	bflo_11032	AENJA_19037
OG0004119	bflo_05817	AENJA_19319
OG0004120	bflo_06902	AENJA_19470
OG0004121	bflo_24414	AENJA_19585
OG0004122	bflo_16663	AENJA_19610
OG0004123	bflo_01120	AENJA_19882
OG0004124	bflo_01444	AENJA_20051
OG0004125	bflo_02477	AENJA_20094
OG0004126	bflo_12737	AENJA_20213
OG0004128	bflo_11243	AENJA_20435
OG0004129	bflo_11378, bflo_11922	AENJA_20438
OG0004130	bflo_05927	AENJA_20514
OG0004131	bflo_16570	AENJA_20546
OG0004132	bflo_13046, bflo_13126	AENJA_20581
OG0004133	bflo_21730	AENJA_20684
OG0004134	bflo_09300	AENJA_20800
OG0004135	bflo_23100	AENJA_21037
OG0004136	bflo_25663, bflo_25662	AENJA_21121
OG0004137	bflo_05477	AENJA_21136
OG0004138	bflo_18230	AENJA_21636
OG0004139	bflo_26265	AENJA_22066
OG0004140	bflo_13590	AENJA_22122
OG0004141	bflo_11700	AENJA_22209
OG0004142	bflo_11007	AENJA_22247
OG0004143	bflo_04320	AENJA_22570
OG0004144	bflo_18803	AENJA_22601
OG0004145	bflo_17954	AENJA_22813
OG0004146	bflo_20192	AENJA_22878
OG0004147	bflo_26420	AENJA_22980
OG0004148	bflo_18685	AENJA_23349
OG0004149	bflo_22473	AENJA_23391
OG0004150	bflo_09053	AENJA_23752
OG0004151	bflo_13322	AENJA_23954
OG0004153	bflo_07572, bflo_07571	AENJA_24230
OG0004154	bflo_05130, bflo_01086	AENJA_24263
OG0004156	bflo_12353	AENJA_24369, AENJA_24722
OG0004157	bflo_11422	AENJA_24370
OG0004158	bflo_02113	AENJA_24429
OG0004159	bflo_05541	AENJA_24852
OG0004160	bflo_25508	AENJA_25025
OG0004161	bflo_13481, bflo_27086	AENJA_25182
OG0004162	bflo_23463	AENJA_25282
OG0004163	bflo_05333, bflo_05332, bflo_10119	AENJA_25392
OG0004164	bflo_07953	AENJA_25479
OG0004166	bflo_10003	AENJA_25748
OG0004167	bflo_06366	AENJA_26097
OG0004168	bflo_03869	AENJA_26286
OG0004169	bflo_23613	AENJA_26454
OG0004170	bflo_08931	AENJA_26593
OG0004214	bflo_05900	AENJA_00165
OG0004215	bflo_20025	AENJA_00310
OG0004216	bflo_12603	AENJA_00516
OG0004217	bflo_14087	AENJA_00550
OG0004218	bflo_21045, bflo_20460	AENJA_00935
OG0004219	bflo_02280	AENJA_01020
OG0004220	bflo_01267	AENJA_01203
OG0004223	bflo_01727	AENJA_01506
OG0004225	bflo_00301	AENJA_01633
OG0004226	bflo_19811	AENJA_01684
OG0004227	bflo_25102	AENJA_01705
OG0004228	bflo_01224	AENJA_01729
OG0004229	bflo_07812	AENJA_02064
OG0004231	bflo_05384	AENJA_02278
OG0004232	bflo_10173	AENJA_02302
OG0004233	bflo_24143	AENJA_02374
OG0004234	bflo_24057	AENJA_02411
OG0004235	bflo_23719	AENJA_02425
OG0004236	bflo_07373	AENJA_02429
OG0004237	bflo_14843	AENJA_07147
OG0004238	bflo_01078	AENJA_02591
OG0004239	bflo_16055	AENJA_02668
OG0004241	bflo_22009	AENJA_03118
OG0004242	bflo_05828	AENJA_03219
OG0004243	bflo_02341	AENJA_03297
OG0004244	bflo_11658	AENJA_03379
OG0004245	bflo_10377	AENJA_03416
OG0004246	bflo_23079	AENJA_08975, AENJA_03476
OG0004247	bflo_19177, bflo_17721	AENJA_03521, AENJA_03518
OG0004248	bflo_24542, bflo_24543	AENJA_03763
OG0004249	bflo_14267	AENJA_03888
OG0004250	bflo_20438	AENJA_04014
OG0004251	bflo_16457	AENJA_20691
OG0004252	bflo_03055	AENJA_04057
OG0004253	bflo_21064	AENJA_04321
OG0004254	bflo_08133	AENJA_04427, AENJA_09254
OG0004255	bflo_25003	AENJA_21176, AENJA_04555
OG0004256	bflo_09197, bflo_09196, bflo_10282, bflo_11154, bflo_10502, bflo_08861, bflo_16667, bflo_10503, bflo_08860, bflo_09906	AENJA_26365, AENJA_04577, AENJA_14550
OG0004257	bflo_01868	AENJA_04594
OG0004258	bflo_14122	AENJA_15676, AENJA_04921
OG0004259	bflo_03895	AENJA_05091
OG0004260	bflo_07593	AENJA_05573
OG0004262	bflo_17291	AENJA_05767
OG0004263	bflo_18760	AENJA_05819
OG0004264	bflo_07431	AENJA_05851
OG0004265	bflo_16650	AENJA_06209
OG0004266	bflo_19971	AENJA_06218
OG0004267	bflo_04121	AENJA_06337
OG0004268	bflo_13534	AENJA_06438
OG0004269	bflo_23956	AENJA_06472
OG0004270	bflo_05847	AENJA_06731
OG0004271	bflo_11927	AENJA_06979
OG0004272	bflo_05950	AENJA_06984
OG0004273	bflo_23163	AENJA_07053
OG0004274	bflo_04876, bflo_13254	AENJA_07138
OG0004275	bflo_19058	AENJA_07307
OG0004276	bflo_12776	AENJA_07382
OG0004277	bflo_17664	AENJA_07626
OG0004278	bflo_26456	AENJA_07644, AENJA_08435
OG0004279	bflo_15836	AENJA_17815, AENJA_07838, AENJA_17816
OG0004280	bflo_05742	AENJA_07853
OG0004281	bflo_09552	AENJA_20214
OG0004282	bflo_01697	AENJA_07918
OG0004283	bflo_14369	AENJA_07931
OG0004284	bflo_10091	AENJA_07958
OG0004285	bflo_09644	AENJA_08157
OG0004286	bflo_19820	AENJA_08421
OG0004287	bflo_22517	AENJA_10688, AENJA_10695, AENJA_08479
OG0004288	bflo_13055	AENJA_08494, AENJA_09224
OG0004289	bflo_16900	AENJA_08571
OG0004290	bflo_12592	AENJA_08634
OG0004291	bflo_09709	AENJA_08666
OG0004292	bflo_24769	AENJA_08709, AENJA_21597
OG0004294	bflo_20010	AENJA_08948
OG0004295	bflo_25243	AENJA_08995
OG0004296	bflo_08135	AENJA_22026, AENJA_09137
OG0004297	bflo_01520	AENJA_09281
OG0004298	bflo_14807	AENJA_09310
OG0004299	bflo_14117	AENJA_09313, AENJA_25545
OG0004301	bflo_21149	AENJA_09948, AENJA_09950, AENJA_11810
OG0004302	bflo_20299	AENJA_11814
OG0004303	bflo_21593	AENJA_10102
OG0004304	bflo_10723	AENJA_10126
OG0004305	bflo_05913	AENJA_10671
OG0004306	bflo_06377	AENJA_10728
OG0004307	bflo_23131	AENJA_10811
OG0004308	bflo_17611	AENJA_10896
OG0004309	bflo_07674	AENJA_10914
OG0004310	bflo_07406	AENJA_11180, AENJA_23448
OG0004311	bflo_05859	AENJA_14028, AENJA_11212
OG0004312	bflo_18032	AENJA_11219
OG0004313	bflo_20212	AENJA_11398, AENJA_11396, AENJA_11397
OG0004314	bflo_15802	AENJA_11558
OG0004315	bflo_09497	AENJA_11716
OG0004316	bflo_24460	AENJA_11759
OG0004317	bflo_19864	AENJA_11806
OG0004318	bflo_23343	AENJA_11868
OG0004319	bflo_03033	AENJA_12058
OG0004320	bflo_22155	AENJA_12116
OG0004321	bflo_07360, bflo_21224	AENJA_12158
OG0004322	bflo_04745	AENJA_12404, AENJA_12403
OG0004324	bflo_01085	AENJA_12557
OG0004325	bflo_12662	AENJA_12596
OG0004326	bflo_24879, bflo_25019	AENJA_12664
OG0004327	bflo_14246	AENJA_12793, AENJA_24731
OG0004328	bflo_01149	AENJA_12798
OG0004329	bflo_09988, bflo_02398	AENJA_13104, AENJA_13109
OG0004330	bflo_18848	AENJA_13252
OG0004331	bflo_18890	AENJA_13331
OG0004332	bflo_24713	AENJA_13463
OG0004333	bflo_01460	AENJA_13634
OG0004334	bflo_25607	AENJA_13654, AENJA_26354
OG0004335	bflo_14442	AENJA_13686
OG0004336	bflo_07414, bflo_13336	AENJA_13746
OG0004337	bflo_09505	AENJA_13913
OG0004338	bflo_14114	AENJA_14330
OG0004339	bflo_21099	AENJA_14443
OG0004340	bflo_23322, bflo_22794	AENJA_14856
OG0004341	bflo_23516	AENJA_15048
OG0004342	bflo_08386	AENJA_15096
OG0004343	bflo_09298	AENJA_15517
OG0004344	bflo_07396	AENJA_15963
OG0004345	bflo_16427	AENJA_16155
OG0004346	bflo_19751	AENJA_16250, AENJA_16249
OG0004347	bflo_20345	AENJA_16598
OG0004348	bflo_21350	AENJA_16800
OG0004349	bflo_12358	AENJA_16835
OG0004350	bflo_18288, bflo_18444	AENJA_16841
OG0004351	bflo_24757	AENJA_16867
OG0004352	bflo_24539	AENJA_16982
OG0004353	bflo_24646	AENJA_17017
OG0004354	bflo_14863	AENJA_17022
OG0004355	bflo_16043	AENJA_17231
OG0004357	bflo_11494	AENJA_17547
OG0004358	bflo_11539	AENJA_18672, AENJA_18047
OG0004359	bflo_15102	AENJA_18134
OG0004360	bflo_05338	AENJA_18596
OG0004361	bflo_15552	AENJA_18689
OG0004362	bflo_04119	AENJA_19062
OG0004364	bflo_13993	AENJA_19146
OG0004365	bflo_19418	AENJA_19212
OG0004366	bflo_12765	AENJA_19317
OG0004367	bflo_21281	AENJA_19374
OG0004368	bflo_16051	AENJA_19702
OG0004369	bflo_16942	AENJA_19753
OG0004370	bflo_21301	AENJA_19903
OG0004371	bflo_24077	AENJA_19958
OG0004372	bflo_04811	AENJA_20327, AENJA_23131, AENJA_23132
OG0004373	bflo_06065	AENJA_20328
OG0004374	bflo_20012	AENJA_20422
OG0004375	bflo_07701	AENJA_20974
OG0004376	bflo_20526	AENJA_21249
OG0004377	bflo_19356	AENJA_21485
OG0004378	bflo_07641	AENJA_21608
OG0004381	bflo_09247	AENJA_21950
OG0004382	bflo_06113	AENJA_22037
OG0004383	bflo_27132, bflo_14288, bflo_14991	AENJA_22354
OG0004384	bflo_15995	AENJA_22523
OG0004385	bflo_15870	AENJA_22615
OG0004386	bflo_20435	AENJA_22871
OG0004387	bflo_09116, bflo_08752	AENJA_23176
OG0004389	bflo_26325	AENJA_23497
OG0004390	bflo_17071	AENJA_23655
OG0004391	bflo_08434	AENJA_23704
OG0004392	bflo_07121	AENJA_23712
OG0004393	bflo_09718	AENJA_23907
OG0004395	bflo_12354	AENJA_24372
OG0004396	bflo_24471	AENJA_24530
OG0004397	bflo_13249	AENJA_25166
OG0004398	bflo_20532	AENJA_25317
OG0004399	bflo_11895	AENJA_25524
OG0004400	bflo_01509	AENJA_25584
OG0004401	bflo_00348	AENJA_25597
OG0004402	bflo_14968	AENJA_25980
OG0004403	bflo_06952	AENJA_26375
OG0004405	bflo_23675	AENJA_26485
OG0004406	bflo_13880	AENJA_26544
OG0004407	bflo_24382	AENJA_26601
OG0004408	bflo_21379	AENJA_26831
OG0004457	bflo_12917	AENJA_00005
OG0004457	bflo_12586	AENJA_08497
OG0004458	bflo_25350	AENJA_07436, AENJA_01179, AENJA_00059
OG0004459	bflo_09372	AENJA_00105
OG0004460	bflo_12840	AENJA_10602, AENJA_00174
OG0004461	bflo_11262	AENJA_00187
OG0004462	bflo_21993	AENJA_00195
OG0004463	bflo_20522	AENJA_00263
OG0004465	bflo_05736, bflo_05733	AENJA_00361
OG0004467	bflo_20572	AENJA_00451
OG0004468	bflo_20382	AENJA_00461
OG0004471	bflo_00929	AENJA_00776
OG0004472	bflo_10789	AENJA_00868
OG0004473	bflo_10611	AENJA_00871
OG0004473	bflo_09679	AENJA_00870
OG0004474	bflo_14427	AENJA_00922
OG0004475	bflo_22915	AENJA_03139, AENJA_01045
OG0004476	bflo_05841	AENJA_01930
OG0004477	bflo_06106	AENJA_01958
OG0004478	bflo_12521	AENJA_02085
OG0004479	bflo_13215	AENJA_02206
OG0004480	bflo_05296	AENJA_02219
OG0004482	bflo_23679	AENJA_26663
OG0004482	bflo_00371	AENJA_02336
OG0004483	bflo_26479	AENJA_02340
OG0004484	bflo_24462	AENJA_02375
OG0004485	bflo_08085	AENJA_02522, AENJA_23178
OG0004486	bflo_12928	AENJA_02721
OG0004487	bflo_11125, bflo_13011	AENJA_02764
OG0004488	bflo_06230	AENJA_03056
OG0004489	bflo_11412	AENJA_03089
OG0004490	bflo_16236, bflo_03321	AENJA_03148
OG0004491	bflo_13622	AENJA_03169, AENJA_03168
OG0004492	bflo_20550	AENJA_03264
OG0004493	bflo_17475	AENJA_03367
OG0004494	bflo_22629	AENJA_03427
OG0004495	bflo_13385	AENJA_03794
OG0004496	bflo_15959	AENJA_03798
OG0004497	bflo_12550	AENJA_03976
OG0004498	bflo_13885	AENJA_04040
OG0004499	bflo_11750	AENJA_04167
OG0004500	bflo_06052	AENJA_04178
OG0004501	bflo_17400	AENJA_11831, AENJA_04286
OG0004502	bflo_22105	AENJA_04449
OG0004503	bflo_14782	AENJA_04529, AENJA_23467
OG0004504	bflo_14006, bflo_13071	AENJA_04551
OG0004504	bflo_14464	AENJA_21796
OG0004504	bflo_16702	AENJA_09170
OG0004505	bflo_02171	AENJA_22550
OG0004506	bflo_23062	AENJA_04842
OG0004507	bflo_06594	AENJA_04865
OG0004508	bflo_09467	AENJA_05015
OG0004509	bflo_17080	AENJA_05239
OG0004510	bflo_14873, bflo_15347	AENJA_05329
OG0004511	bflo_15924	AENJA_05552
OG0004512	bflo_23496, bflo_16546	AENJA_05863
OG0004513	bflo_08350	AENJA_06212
OG0004514	bflo_20987	AENJA_06216
OG0004515	bflo_26975, bflo_10817	AENJA_06345
OG0004516	bflo_20144	AENJA_06493
OG0004517	bflo_23362	AENJA_06724
OG0004518	bflo_16710	AENJA_06827
OG0004519	bflo_11096	AENJA_06969
OG0004520	bflo_21786	AENJA_07201
OG0004521	bflo_07182	AENJA_07309
OG0004523	bflo_05747	AENJA_07641
OG0004524	bflo_22873	AENJA_07752
OG0004525	bflo_15861	AENJA_07831
OG0004526	bflo_15645	AENJA_23914, AENJA_07835
OG0004527	bflo_22761	AENJA_07903
OG0004529	bflo_24826	AENJA_07944
OG0004530	bflo_14830	AENJA_07969
OG0004531	bflo_15089, bflo_15090	AENJA_08201
OG0004532	bflo_22983	AENJA_08236
OG0004533	bflo_07628	AENJA_08347
OG0004534	bflo_14156	AENJA_08393
OG0004535	bflo_06382	AENJA_08570
OG0004536	bflo_05637	AENJA_08588
OG0004537	bflo_08291, bflo_05042	AENJA_08657
OG0004538	bflo_06518	AENJA_08665
OG0004539	bflo_05863	AENJA_08729
OG0004540	bflo_02795	AENJA_08799
OG0004541	bflo_17993	AENJA_08939
OG0004542	bflo_09402	AENJA_09105
OG0004543	bflo_00318	AENJA_09120
OG0004544	bflo_12181	AENJA_09219
OG0004545	bflo_16418	AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	bflo_06485	AENJA_09271
OG0004547	bflo_11802	AENJA_17725
OG0004548	bflo_15915	AENJA_09557
OG0004549	bflo_09910	AENJA_10884
OG0004550	bflo_03833	AENJA_10990
OG0004551	bflo_23479	AENJA_14630
OG0004553	bflo_04450	AENJA_11290
OG0004554	bflo_24473	AENJA_11434
OG0004555	bflo_27055, bflo_12751	AENJA_11497
OG0004556	bflo_20298	AENJA_11553
OG0004557	bflo_18811	AENJA_11598
OG0004558	bflo_24327	AENJA_11692
OG0004559	bflo_23454	AENJA_11902
OG0004560	bflo_21738	AENJA_11928
OG0004561	bflo_21390, bflo_04768	AENJA_12022
OG0004563	bflo_01881	AENJA_12215
OG0004564	bflo_09365	AENJA_12530
OG0004565	bflo_05792	AENJA_12612
OG0004566	bflo_05496	AENJA_12676
OG0004567	bflo_01420	AENJA_12797
OG0004568	bflo_15367, bflo_26968, bflo_10690	AENJA_12890
OG0004569	bflo_22265	AENJA_12953
OG0004570	bflo_24052	AENJA_13253
OG0004571	bflo_00878	AENJA_13264
OG0004572	bflo_13327	AENJA_13346, AENJA_19525
OG0004573	bflo_20186	AENJA_13416
OG0004574	bflo_03205	AENJA_13790
OG0004575	bflo_18594	AENJA_20717, AENJA_13882, AENJA_18997
OG0004576	bflo_08967	AENJA_13910
OG0004577	bflo_12511	AENJA_13927
OG0004578	bflo_16288	AENJA_13961
OG0004579	bflo_11289	AENJA_14039
OG0004580	bflo_24842	AENJA_14065
OG0004581	bflo_22410	AENJA_14240
OG0004582	bflo_25760	AENJA_14257
OG0004583	bflo_26211	AENJA_14685
OG0004584	bflo_18182	AENJA_14870
OG0004585	bflo_13881	AENJA_14884
OG0004586	bflo_24700, bflo_24231	AENJA_14926, AENJA_14905
OG0004587	bflo_14705	AENJA_15222, AENJA_17865
OG0004588	bflo_20021	AENJA_15364
OG0004589	bflo_20258	AENJA_15580
OG0004590	bflo_20267	AENJA_15587
OG0004592	bflo_25813	AENJA_16014
OG0004593	bflo_10126	AENJA_16066
OG0004594	bflo_03426	AENJA_16146
OG0004595	bflo_00394	AENJA_16184
OG0004596	bflo_08985	AENJA_26048, AENJA_16300
OG0004597	bflo_09059	AENJA_16315
OG0004599	bflo_05807	AENJA_16431
