Orthogroup	BRAFL	LYTVA_ok
OG0004280	bflo_05742	LYTVA_00315
OG0004280	bflo_18667	LYTVA_29508
OG0004281	bflo_09552	LYTVA_15973
OG0004282	bflo_01697	LYTVA_16737
OG0004283	bflo_14369	LYTVA_07813
OG0004284	bflo_10091	LYTVA_21849, LYTVA_03684
OG0004285	bflo_09644	LYTVA_14336
OG0004286	bflo_19820	LYTVA_23813
OG0004287	bflo_22517	LYTVA_30135
OG0004288	bflo_13055	LYTVA_10116
OG0004289	bflo_16900	LYTVA_15304, LYTVA_08621
OG0004290	bflo_12592	LYTVA_08795
OG0004291	bflo_09709	LYTVA_26380
OG0004292	bflo_24769	LYTVA_29633
OG0004295	bflo_25243	LYTVA_10836
OG0004296	bflo_08135	LYTVA_05826
OG0004297	bflo_01520	LYTVA_26470, LYTVA_14136
OG0004298	bflo_14807	LYTVA_21985
OG0004299	bflo_14117	LYTVA_10418, LYTVA_24447
OG0004301	bflo_21149	LYTVA_17218
OG0004302	bflo_20299	LYTVA_27877
OG0004303	bflo_21593	LYTVA_05571
OG0004304	bflo_10723	LYTVA_08021
OG0004305	bflo_05913	LYTVA_07884
OG0004306	bflo_06377	LYTVA_04812
OG0004307	bflo_23131	LYTVA_23176
OG0004308	bflo_17611	LYTVA_27577, LYTVA_15253
OG0004309	bflo_07674	LYTVA_20861
OG0004310	bflo_07406	LYTVA_21824
OG0004311	bflo_05859	LYTVA_29214, LYTVA_29213
OG0004312	bflo_18032	LYTVA_13567, LYTVA_05872
OG0004313	bflo_20212	LYTVA_04902
OG0004314	bflo_15802	LYTVA_09224
OG0004315	bflo_09497	LYTVA_14423
OG0004316	bflo_24460	LYTVA_04481
OG0004317	bflo_19864	LYTVA_23919
OG0004318	bflo_23343	LYTVA_13097
OG0004319	bflo_03033	LYTVA_09566
OG0004320	bflo_22155	LYTVA_02018
OG0004321	bflo_07360, bflo_21224	LYTVA_13173
OG0004322	bflo_04745	LYTVA_23319
OG0004323	bflo_18175	LYTVA_25817
OG0004324	bflo_01085	LYTVA_01961
OG0004325	bflo_12662	LYTVA_15912
OG0004327	bflo_14246	LYTVA_13718
OG0004328	bflo_01149	LYTVA_05322
OG0004329	bflo_09988, bflo_02398	LYTVA_10469
OG0004331	bflo_18890	LYTVA_21103
OG0004332	bflo_24713	LYTVA_13221
OG0004333	bflo_01460	LYTVA_21119
OG0004334	bflo_25607	LYTVA_23900
OG0004335	bflo_14442	LYTVA_05831, LYTVA_03828
OG0004336	bflo_07414, bflo_13336	LYTVA_10552
OG0004338	bflo_14114	LYTVA_14064
OG0004339	bflo_21099	LYTVA_20730
OG0004341	bflo_23516	LYTVA_09511
OG0004342	bflo_08386	LYTVA_03045, LYTVA_22651
OG0004343	bflo_09298	LYTVA_10492
OG0004345	bflo_16427	LYTVA_15243
OG0004346	bflo_19751	LYTVA_24745, LYTVA_19377, LYTVA_10129
OG0004348	bflo_21350	LYTVA_06128
OG0004349	bflo_12358	LYTVA_06151
OG0004350	bflo_18288, bflo_18444	LYTVA_13333
OG0004353	bflo_24646	LYTVA_00606, LYTVA_13736
OG0004354	bflo_14863	LYTVA_02005
OG0004355	bflo_16043	LYTVA_19137
OG0004357	bflo_11494	LYTVA_09241
OG0004358	bflo_11539	LYTVA_17523
OG0004359	bflo_15102	LYTVA_02266
OG0004360	bflo_05338	LYTVA_09179, LYTVA_28719
OG0004361	bflo_15552	LYTVA_20394
OG0004362	bflo_04119	LYTVA_21740
OG0004364	bflo_13993	LYTVA_02485
OG0004365	bflo_19418	LYTVA_05834
OG0004366	bflo_12765	LYTVA_06643, LYTVA_27515
OG0004367	bflo_21281	LYTVA_09396
OG0004368	bflo_16051	LYTVA_06379
OG0004369	bflo_16942	LYTVA_09883
OG0004370	bflo_21301	LYTVA_30229
OG0004372	bflo_04811	LYTVA_04302
OG0004373	bflo_06065	LYTVA_12488
OG0004374	bflo_20012	LYTVA_22107
OG0004375	bflo_07701	LYTVA_14843
OG0004377	bflo_19356	LYTVA_23335
OG0004378	bflo_07641	LYTVA_15604
OG0004381	bflo_09247	LYTVA_18126
OG0004382	bflo_06113	LYTVA_18561
OG0004383	bflo_27132, bflo_14288, bflo_14991	LYTVA_01592
OG0004384	bflo_15995	LYTVA_01455
OG0004385	bflo_15870	LYTVA_17871
OG0004386	bflo_20435	LYTVA_16054
OG0004387	bflo_09116, bflo_08752	LYTVA_14364
OG0004388	bflo_05660	LYTVA_16559
OG0004389	bflo_26325	LYTVA_29149
OG0004390	bflo_17071	LYTVA_24758
OG0004391	bflo_08434	LYTVA_09306, LYTVA_24715
OG0004393	bflo_09718	LYTVA_06799
OG0004394	bflo_14723	LYTVA_30193, LYTVA_14506
OG0004395	bflo_12354	LYTVA_18598, LYTVA_13240
OG0004396	bflo_24471	LYTVA_05452
OG0004397	bflo_13249	LYTVA_23126
OG0004398	bflo_20532	LYTVA_05438
OG0004399	bflo_11895	LYTVA_18756
OG0004400	bflo_01509	LYTVA_11350
OG0004401	bflo_00348	LYTVA_06522
OG0004402	bflo_14968	LYTVA_05123
OG0004404	bflo_21918	LYTVA_29981
OG0004405	bflo_23675	LYTVA_16143
OG0004407	bflo_24382	LYTVA_09960
OG0004409	bflo_12253	LYTVA_18965
OG0004413	bflo_11285	LYTVA_15678
OG0004414	bflo_00981	LYTVA_05497, LYTVA_28298
OG0004415	bflo_18620	LYTVA_28761
OG0004417	bflo_25703	LYTVA_08260
OG0004418	bflo_09866	LYTVA_16592
OG0004419	bflo_09260	LYTVA_10302
OG0004420	bflo_24578	LYTVA_28762, LYTVA_28354
OG0004421	bflo_10986	LYTVA_21010
OG0004422	bflo_05990	LYTVA_03079
OG0004423	bflo_06771	LYTVA_27161
OG0004424	bflo_11552	LYTVA_21963
OG0004425	bflo_02356	LYTVA_04158
OG0004457	bflo_12917	LYTVA_01205
OG0004458	bflo_25350	LYTVA_04991
OG0004459	bflo_09372	LYTVA_10441, LYTVA_04612
OG0004460	bflo_12840	LYTVA_05295, LYTVA_29632
OG0004461	bflo_11262	LYTVA_30117
OG0004462	bflo_21993	LYTVA_20076
OG0004463	bflo_20522	LYTVA_14183
OG0004465	bflo_05736, bflo_05733	LYTVA_25687, LYTVA_12969
OG0004467	bflo_20572	LYTVA_29939
OG0004468	bflo_20382	LYTVA_02592, LYTVA_18913
OG0004471	bflo_00929	LYTVA_02607
OG0004472	bflo_10789	LYTVA_08562
OG0004473	bflo_09679	LYTVA_23607
OG0004474	bflo_14427	LYTVA_28353
OG0004476	bflo_05841	LYTVA_16113
OG0004477	bflo_06106	LYTVA_00888
OG0004478	bflo_12521	LYTVA_08799
OG0004479	bflo_13215	LYTVA_00476, LYTVA_04117, LYTVA_07724
OG0004480	bflo_05296	LYTVA_24895
OG0004481	bflo_26415	LYTVA_30175
OG0004482	bflo_00371	LYTVA_11188
OG0004483	bflo_26479	LYTVA_03457
OG0004484	bflo_24462	LYTVA_00935
OG0004485	bflo_08085	LYTVA_17989, LYTVA_18629
OG0004486	bflo_12928	LYTVA_17364
OG0004487	bflo_11125, bflo_13011	LYTVA_15851
OG0004490	bflo_16236, bflo_03321	LYTVA_28558
OG0004491	bflo_13622	LYTVA_04310, LYTVA_24604
OG0004493	bflo_17475	LYTVA_27458
OG0004494	bflo_22629	LYTVA_00181
OG0004495	bflo_13385	LYTVA_01540
OG0004496	bflo_15959	LYTVA_14373
OG0004497	bflo_12550	LYTVA_18009
OG0004498	bflo_13885	LYTVA_12145, LYTVA_00159, LYTVA_28363
OG0004499	bflo_11750	LYTVA_06920, LYTVA_10034
OG0004500	bflo_06052	LYTVA_20358
OG0004503	bflo_14782	LYTVA_09532, LYTVA_13945
OG0004505	bflo_02171	LYTVA_20170
OG0004506	bflo_23062	LYTVA_19692
OG0004507	bflo_06594	LYTVA_06354, LYTVA_26743
OG0004508	bflo_09467	LYTVA_25380
OG0004509	bflo_17080	LYTVA_02030, LYTVA_02021, LYTVA_16763
OG0004510	bflo_14873, bflo_15347	LYTVA_04427
OG0004512	bflo_23496, bflo_16546	LYTVA_20700
OG0004513	bflo_08350	LYTVA_19138
OG0004514	bflo_20987	LYTVA_16044
OG0004515	bflo_26975, bflo_10817	LYTVA_17033
OG0004516	bflo_04748, bflo_20144	LYTVA_27324, LYTVA_16585
OG0004518	bflo_16710	LYTVA_14613, LYTVA_02025
OG0004519	bflo_11096	LYTVA_25742
OG0004520	bflo_21786	LYTVA_16032
OG0004521	bflo_07182	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066
OG0004523	bflo_05747	LYTVA_02111
OG0004524	bflo_22873	LYTVA_04551
OG0004525	bflo_15861	LYTVA_04264, LYTVA_18553
OG0004527	bflo_22761	LYTVA_09964
OG0004528	bflo_17241	LYTVA_28246
OG0004529	bflo_24826	LYTVA_01959
OG0004530	bflo_14830	LYTVA_11116, LYTVA_17848
OG0004531	bflo_15089, bflo_15090	LYTVA_04792, LYTVA_04794
OG0004532	bflo_22983	LYTVA_16802
OG0004533	bflo_07628	LYTVA_29598
OG0004534	bflo_14156	LYTVA_21294
OG0004535	bflo_06382	LYTVA_01326
OG0004536	bflo_05637	LYTVA_11025, LYTVA_21189
OG0004537	bflo_08291, bflo_05042	LYTVA_02634
OG0004538	bflo_06518	LYTVA_26379
OG0004539	bflo_05863	LYTVA_28625
OG0004540	bflo_02795	LYTVA_07396
OG0004541	bflo_17993	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092
OG0004542	bflo_09402	LYTVA_17843
OG0004543	bflo_00318	LYTVA_13629, LYTVA_27820
OG0004544	bflo_12181	LYTVA_24449
OG0004545	bflo_16418	LYTVA_25949, LYTVA_02321
OG0004546	bflo_06485	LYTVA_26469
OG0004547	bflo_11802	LYTVA_11437, LYTVA_22912
OG0004548	bflo_15915	LYTVA_04949, LYTVA_13430
OG0004549	bflo_09910	LYTVA_16594
OG0004549	bflo_09909	LYTVA_00310
OG0004550	bflo_03833	LYTVA_18000
OG0004554	bflo_24473	LYTVA_17490
OG0004555	bflo_27055, bflo_12751	LYTVA_03872
OG0004556	bflo_20298	LYTVA_12685
OG0004557	bflo_18811	LYTVA_02192
OG0004558	bflo_24327	LYTVA_11113
OG0004560	bflo_21738	LYTVA_05880
OG0004561	bflo_21390, bflo_04768	LYTVA_17889
OG0004563	bflo_01881	LYTVA_23594, LYTVA_13340
OG0004564	bflo_09365	LYTVA_29664
OG0004565	bflo_05792	LYTVA_02489
OG0004566	bflo_05496	LYTVA_11051
OG0004567	bflo_01420	LYTVA_18454
OG0004568	bflo_15367, bflo_26968, bflo_10690	LYTVA_04763
OG0004569	bflo_22265	LYTVA_09982
OG0004570	bflo_24052	LYTVA_13935
OG0004571	bflo_00878	LYTVA_14576
OG0004572	bflo_13327	LYTVA_23087
OG0004573	bflo_20186	LYTVA_17192
OG0004574	bflo_03205	LYTVA_20772
OG0004575	bflo_18594	LYTVA_00661, LYTVA_03844, LYTVA_24936, LYTVA_05777
OG0004576	bflo_08967	LYTVA_19417
OG0004577	bflo_12511	LYTVA_11608
OG0004579	bflo_11289	LYTVA_18859
OG0004580	bflo_24842	LYTVA_15191
OG0004581	bflo_22410	LYTVA_28885
OG0004582	bflo_25760	LYTVA_19263
OG0004583	bflo_26211	LYTVA_15816
OG0004584	bflo_18182	LYTVA_28504
OG0004585	bflo_13881	LYTVA_04116
OG0004589	bflo_20258	LYTVA_09509
OG0004590	bflo_20267	LYTVA_05932
OG0004592	bflo_25813	LYTVA_02889
OG0004593	bflo_10126	LYTVA_10440
OG0004594	bflo_03426	LYTVA_06664
OG0004596	bflo_08985	LYTVA_23208
OG0004597	bflo_09059	LYTVA_05808
OG0004599	bflo_05807	LYTVA_22073
OG0004600	bflo_26500	LYTVA_05795
OG0004601	bflo_15597, bflo_15601, bflo_15569	LYTVA_30200
OG0004602	bflo_04353	LYTVA_07552, LYTVA_23290
OG0004603	bflo_23030	LYTVA_15394
OG0004605	bflo_23298	LYTVA_22511
OG0004607	bflo_22603	LYTVA_06730
OG0004608	bflo_16554	LYTVA_13193, LYTVA_15038
OG0004609	bflo_20965	LYTVA_25027
OG0004610	bflo_06351	LYTVA_15593
OG0004611	bflo_14611	LYTVA_03557
OG0004612	bflo_00158	LYTVA_14652
OG0004613	bflo_11676	LYTVA_16660
OG0004614	bflo_11461	LYTVA_20720, LYTVA_20719
OG0004615	bflo_15851	LYTVA_21893
OG0004616	bflo_02456	LYTVA_00918
OG0004617	bflo_03743	LYTVA_25577
OG0004619	bflo_18891	LYTVA_04247
OG0004620	bflo_13567	LYTVA_24433
OG0004621	bflo_11024	LYTVA_28481
OG0004622	bflo_02154	LYTVA_09479
OG0004623	bflo_19298	LYTVA_10953
OG0004625	bflo_20617	LYTVA_23609
OG0004626	bflo_13446	LYTVA_09916
OG0004627	bflo_21441	LYTVA_28887
OG0004628	bflo_00111	LYTVA_10287
OG0004629	bflo_16638	LYTVA_12574
OG0004630	bflo_18024	LYTVA_20130
OG0004631	bflo_26303	LYTVA_01130
OG0004632	bflo_20183	LYTVA_23166
OG0004633	bflo_24095	LYTVA_19530
OG0004634	bflo_24560	LYTVA_18328, LYTVA_15495
OG0004635	bflo_16335	LYTVA_00293, LYTVA_15165
OG0004637	bflo_12574	LYTVA_29249
OG0004638	bflo_17068	LYTVA_13228, LYTVA_06142
OG0004639	bflo_17059	LYTVA_06644, LYTVA_25887
OG0004641	bflo_21448, bflo_22592	LYTVA_14378
OG0004642	bflo_13877	LYTVA_01586
OG0004644	bflo_11603	LYTVA_08153
OG0004646	bflo_01898	LYTVA_07777
OG0004647	bflo_06581	LYTVA_07140
OG0004648	bflo_12258	LYTVA_03524
OG0004649	bflo_20493	LYTVA_10236
OG0004651	bflo_17981	LYTVA_06969, LYTVA_00062
OG0004652	bflo_21212, bflo_21245	LYTVA_27671
OG0004654	bflo_09378	LYTVA_21675
OG0004655	bflo_09012	LYTVA_08466
OG0004656	bflo_05812	LYTVA_18760
OG0004657	bflo_24670	LYTVA_18672
OG0004658	bflo_17408	LYTVA_20135
OG0004659	bflo_11250	LYTVA_02279
OG0004660	bflo_18417	LYTVA_12983
OG0004661	bflo_05625	LYTVA_02678
OG0004662	bflo_20444, bflo_11634	LYTVA_29731, LYTVA_02690
OG0004663	bflo_20810	LYTVA_05938
OG0004664	bflo_16198	LYTVA_20638
OG0004665	bflo_16015, bflo_19687	LYTVA_29776
OG0004666	bflo_09834	LYTVA_05075
OG0004667	bflo_11554	LYTVA_12412, LYTVA_25621, LYTVA_10383, LYTVA_06246
OG0004668	bflo_04113	LYTVA_13399
OG0004672	bflo_13004	LYTVA_09235
OG0004673	bflo_18808	LYTVA_13727
OG0004674	bflo_05749	LYTVA_04839, LYTVA_28228
OG0004675	bflo_06236	LYTVA_29989, LYTVA_25113
OG0004676	bflo_05171	LYTVA_25246
OG0004677	bflo_09809	LYTVA_30124
OG0004678	bflo_15606	LYTVA_19924
OG0004679	bflo_20009	LYTVA_16027, LYTVA_27884
OG0004680	bflo_09521	LYTVA_05693
OG0004681	bflo_20300, bflo_01693	LYTVA_09470, LYTVA_19889, LYTVA_19888
OG0004682	bflo_08235	LYTVA_24734
OG0004683	bflo_06703	LYTVA_20336
OG0004684	bflo_18861	LYTVA_23257
OG0004685	bflo_05949	LYTVA_06896
OG0004686	bflo_18736	LYTVA_01778
OG0004687	bflo_11035	LYTVA_17898
OG0004688	bflo_12196	LYTVA_12281
OG0004689	bflo_21020	LYTVA_19241, LYTVA_24022, LYTVA_15222
OG0004690	bflo_08245	LYTVA_02921
OG0004692	bflo_06997	LYTVA_28535
OG0004694	bflo_23436	LYTVA_09383
OG0004696	bflo_07889	LYTVA_04202, LYTVA_07127
OG0004698	bflo_23003	LYTVA_15421
OG0004699	bflo_03925	LYTVA_11171
OG0004700	bflo_22704	LYTVA_06651
OG0004701	bflo_16273, bflo_16271, bflo_16455	LYTVA_14432
OG0004701	bflo_00634	LYTVA_09061, LYTVA_20133, LYTVA_02129, LYTVA_29154
OG0004702	bflo_21187, bflo_04948	LYTVA_26536
OG0004703	bflo_02735	LYTVA_20677
OG0004704	bflo_25602	LYTVA_11241
OG0004705	bflo_14925	LYTVA_23090, LYTVA_23089
OG0004706	bflo_00520	LYTVA_16157
OG0004707	bflo_11466	LYTVA_28560
OG0004708	bflo_00244	LYTVA_09002
OG0004711	bflo_15142	LYTVA_14580, LYTVA_27491
OG0004728	bflo_13486	LYTVA_11232, LYTVA_03716
OG0004730	bflo_06596	LYTVA_14092
OG0004731	bflo_04600	LYTVA_08845, LYTVA_24480
OG0004732	bflo_02051	LYTVA_12636
OG0004733	bflo_06188	LYTVA_08122
OG0004736	bflo_14317	LYTVA_28641, LYTVA_25936
OG0004738	bflo_23674	LYTVA_08474
OG0004739	bflo_13471	LYTVA_00536
OG0004740	bflo_10418	LYTVA_03548
OG0004743	bflo_15127	LYTVA_09642, LYTVA_20623
OG0004744	bflo_22859	LYTVA_21730
OG0004746	bflo_03289	LYTVA_25321
OG0004747	bflo_12691	LYTVA_23129
OG0004748	bflo_01673	LYTVA_15315
OG0004749	bflo_13392	LYTVA_25597, LYTVA_15360
OG0004751	bflo_24263	LYTVA_12049
OG0004752	bflo_23786	LYTVA_02105
OG0004753	bflo_09370	LYTVA_19840
OG0004754	bflo_23367	LYTVA_09941, LYTVA_17996
OG0004755	bflo_21777	LYTVA_25664
OG0004756	bflo_01688	LYTVA_19213
OG0004757	bflo_09888	LYTVA_01188
OG0004758	bflo_20306	LYTVA_27035
OG0004759	bflo_12064	LYTVA_27240
OG0004760	bflo_01599	LYTVA_10449
OG0004761	bflo_09055	LYTVA_07368
OG0004762	bflo_21432, bflo_26205, bflo_24822	LYTVA_19466
OG0004762	bflo_21053	LYTVA_05439
OG0004763	bflo_20256	LYTVA_05745
OG0004764	bflo_26083	LYTVA_01192, LYTVA_02309
OG0004765	bflo_25288	LYTVA_14721
OG0004767	bflo_23754, bflo_23555	LYTVA_09965
OG0004768	bflo_14539	LYTVA_09373
OG0004769	bflo_05382, bflo_15999	LYTVA_25262
OG0004771	bflo_09410	LYTVA_20395
OG0004774	bflo_22864	LYTVA_09584, LYTVA_01531
OG0004775	bflo_03391	LYTVA_06984, LYTVA_15631
OG0004776	bflo_18407	LYTVA_13845
OG0004777	bflo_22548	LYTVA_07631
OG0004781	bflo_14399	LYTVA_04863
OG0004783	bflo_06899	LYTVA_09926, LYTVA_22075
OG0004784	bflo_21151	LYTVA_22879, LYTVA_05845
OG0004785	bflo_19212	LYTVA_15886, LYTVA_26181
OG0004787	bflo_17213	LYTVA_29060
OG0004789	bflo_21170	LYTVA_25879
OG0004790	bflo_20406	LYTVA_30172
OG0004791	bflo_20414	LYTVA_25093
OG0004792	bflo_18016	LYTVA_29937
OG0004793	bflo_10046	LYTVA_06904
OG0004794	bflo_04357	LYTVA_22570
OG0004795	bflo_20953	LYTVA_00644
OG0004797	bflo_04765	LYTVA_04693, LYTVA_15847
OG0004798	bflo_05412, bflo_05413	LYTVA_06923, LYTVA_00180
OG0004799	bflo_03113	LYTVA_18181
OG0004800	bflo_19606	LYTVA_08284
OG0004801	bflo_22733	LYTVA_01588
OG0004802	bflo_13203	LYTVA_17360
OG0004803	bflo_22070	LYTVA_27178
OG0004803	bflo_22349	LYTVA_30221
OG0004804	bflo_23008	LYTVA_18832
OG0004805	bflo_21807	LYTVA_07641
OG0004806	bflo_13218	LYTVA_00279
OG0004807	bflo_24936, bflo_16176, bflo_06928	LYTVA_10333
OG0004808	bflo_24087	LYTVA_29396
OG0004809	bflo_15570	LYTVA_02808
OG0004810	bflo_11005	LYTVA_17499
OG0004811	bflo_11368	LYTVA_15091
OG0004812	bflo_01711	LYTVA_09278
OG0004813	bflo_06335	LYTVA_10962
OG0004814	bflo_18711	LYTVA_12805
OG0004815	bflo_10264	LYTVA_09769
OG0004816	bflo_09257	LYTVA_26235
OG0004817	bflo_00615	LYTVA_05490, LYTVA_29184
OG0004818	bflo_09829, bflo_09886	LYTVA_07214
OG0004820	bflo_04335	LYTVA_28665
OG0004821	bflo_11355	LYTVA_12609
OG0004822	bflo_04058	LYTVA_26300
OG0004823	bflo_03232	LYTVA_10717
OG0004824	bflo_15616	LYTVA_25783, LYTVA_24389
OG0004825	bflo_16544	LYTVA_26468
OG0004826	bflo_11744	LYTVA_05311
OG0004827	bflo_06183	LYTVA_24661
OG0004828	bflo_07064	LYTVA_00844, LYTVA_03563
OG0004829	bflo_07190	LYTVA_16397
OG0004831	bflo_17588	LYTVA_11985
OG0004832	bflo_26425	LYTVA_17819
OG0004833	bflo_07551	LYTVA_24781
OG0004834	bflo_22223	LYTVA_00863
OG0004838	bflo_06796	LYTVA_13698
OG0004839	bflo_06490	LYTVA_18652
OG0004840	bflo_15568	LYTVA_08791, LYTVA_13386
OG0004841	bflo_12560	LYTVA_07534
OG0004842	bflo_06212	LYTVA_20536
OG0004843	bflo_13843	LYTVA_03951
OG0004844	bflo_09755	LYTVA_20432
OG0004845	bflo_16396	LYTVA_24918
OG0004846	bflo_03239	LYTVA_08132
OG0004849	bflo_17431	LYTVA_06399
OG0004850	bflo_08911	LYTVA_00007
OG0004851	bflo_05688	LYTVA_06855
OG0004852	bflo_15961	LYTVA_12192
OG0004853	bflo_16120	LYTVA_13585
OG0004855	bflo_21051	LYTVA_15181
OG0004856	bflo_14646	LYTVA_02436
OG0004857	bflo_08241	LYTVA_12351
OG0004858	bflo_20586	LYTVA_12887
OG0004860	bflo_25293	LYTVA_12083
OG0004861	bflo_23925	LYTVA_04536
OG0004862	bflo_21026	LYTVA_20382
OG0004863	bflo_10166	LYTVA_24197
OG0004864	bflo_11500	LYTVA_18864
OG0004865	bflo_20067	LYTVA_13322
OG0004866	bflo_01606	LYTVA_29240
OG0004867	bflo_21346	LYTVA_05544
OG0004868	bflo_09626	LYTVA_09290
OG0004869	bflo_19239	LYTVA_27758, LYTVA_11162
OG0004870	bflo_10371	LYTVA_22280
OG0004871	bflo_20284	LYTVA_19627
OG0004872	bflo_12598	LYTVA_11223
OG0004874	bflo_12683	LYTVA_25312
OG0004875	bflo_26219	LYTVA_04305
OG0004877	bflo_15518	LYTVA_01744
OG0004879	bflo_21810	LYTVA_01845
OG0004880	bflo_23275	LYTVA_30106
OG0004881	bflo_24775	LYTVA_12397
OG0004882	bflo_27067, bflo_13047	LYTVA_17242
OG0004883	bflo_22965	LYTVA_03485
OG0004884	bflo_06067	LYTVA_05315
OG0004886	bflo_21794	LYTVA_28084, LYTVA_28081
OG0004887	bflo_05853	LYTVA_16765, LYTVA_23110
OG0004888	bflo_18700, bflo_18699, bflo_19098	LYTVA_06746
OG0004889	bflo_16517	LYTVA_14001
OG0004890	bflo_20233	LYTVA_23329
OG0004891	bflo_02031	LYTVA_17574, LYTVA_21695
OG0004892	bflo_08899	LYTVA_02152
OG0004893	bflo_05758	LYTVA_22575
OG0004894	bflo_14171	LYTVA_26151
OG0004896	bflo_16531	LYTVA_14134
OG0004897	bflo_08561	LYTVA_04150
OG0004898	bflo_17464	LYTVA_27619
OG0004899	bflo_14839	LYTVA_28880
OG0004900	bflo_20996	LYTVA_26142
OG0004901	bflo_10471	LYTVA_26297
OG0004903	bflo_05229, bflo_13841, bflo_05231	LYTVA_08798
OG0004904	bflo_14808	LYTVA_28186
OG0004905	bflo_02766, bflo_20481	LYTVA_09106
OG0004906	bflo_22225	LYTVA_15393
OG0004907	bflo_20360	LYTVA_12073
OG0004908	bflo_27506, bflo_24630, bflo_24305, bflo_27507, bflo_25876, bflo_27505, bflo_25873	LYTVA_13379
OG0004909	bflo_16006	LYTVA_13976
OG0004910	bflo_17041, bflo_09167	LYTVA_29509, LYTVA_19616
OG0004911	bflo_15427	LYTVA_04944
OG0004913	bflo_21278	LYTVA_03275, LYTVA_09461
OG0004914	bflo_09178	LYTVA_24514
OG0004915	bflo_20255	LYTVA_05141
OG0004916	bflo_06294	LYTVA_12500
OG0004917	bflo_00953	LYTVA_27783, LYTVA_27787
OG0004919	bflo_24821	LYTVA_08266
OG0004921	bflo_24113	LYTVA_11783
OG0004922	bflo_05574	LYTVA_07877
OG0004923	bflo_20936	LYTVA_13903, LYTVA_15555
OG0004924	bflo_01184	LYTVA_15379
OG0004925	bflo_15424, bflo_00358	LYTVA_04956, LYTVA_29600
OG0004926	bflo_15897	LYTVA_14439, LYTVA_28278, LYTVA_18284
OG0004927	bflo_12057	LYTVA_08841
OG0004928	bflo_00998	LYTVA_07781
OG0004929	bflo_14724	LYTVA_12226
OG0004930	bflo_00862	LYTVA_24990
OG0004931	bflo_05967	LYTVA_29447
OG0004932	bflo_01088	LYTVA_07355
OG0004933	bflo_07900	LYTVA_05202
OG0004934	bflo_15733	LYTVA_27689
OG0004935	bflo_27188, bflo_16334	LYTVA_06910
OG0004936	bflo_21250	LYTVA_09395
OG0004937	bflo_27137, bflo_15037	LYTVA_16606
OG0004938	bflo_12383	LYTVA_27284
OG0004939	bflo_26100	LYTVA_25280
OG0004941	bflo_12121	LYTVA_17261
OG0004942	bflo_06239	LYTVA_15535
OG0004943	bflo_26832	LYTVA_21704
OG0004944	bflo_11279	LYTVA_18311
OG0004945	bflo_26311	LYTVA_16335
OG0004946	bflo_21068	LYTVA_27839
OG0004947	bflo_05551	LYTVA_10586
OG0004948	bflo_10165	LYTVA_26298, LYTVA_18476
OG0004949	bflo_10358	LYTVA_17618, LYTVA_17623
OG0004950	bflo_27252, bflo_18338	LYTVA_20298, LYTVA_20713
OG0004951	bflo_17733	LYTVA_25192
OG0004952	bflo_06593	LYTVA_18703
OG0004953	bflo_10776, bflo_10549	LYTVA_23653, LYTVA_13408
OG0004954	bflo_05593	LYTVA_13647
OG0004955	bflo_19357	LYTVA_09606
OG0004956	bflo_11628	LYTVA_28265
OG0004957	bflo_08226	LYTVA_25743
OG0004958	bflo_05533, bflo_02653	LYTVA_04402
OG0004959	bflo_03529	LYTVA_18170
OG0004960	bflo_03527	LYTVA_18431
OG0004961	bflo_00860	LYTVA_24158
OG0004962	bflo_19679	LYTVA_20013, LYTVA_11942
OG0004963	bflo_02420	LYTVA_13526, LYTVA_11711
OG0004964	bflo_18959	LYTVA_05433
OG0004965	bflo_13051	LYTVA_16985
OG0004966	bflo_09471, bflo_25259	LYTVA_11213
OG0004967	bflo_02587	LYTVA_12368
OG0004968	bflo_12529	LYTVA_28812, LYTVA_21468
OG0004969	bflo_22559	LYTVA_28485
OG0004970	bflo_18023	LYTVA_02200
OG0004971	bflo_27226, bflo_17760	LYTVA_21887, LYTVA_21886, LYTVA_01157
OG0004972	bflo_23204	LYTVA_08815
OG0004973	bflo_23177	LYTVA_24609
OG0004974	bflo_10101	LYTVA_20396, LYTVA_00436
OG0004975	bflo_26316	LYTVA_12144
OG0004976	bflo_14435	LYTVA_09782
OG0004977	bflo_19613	LYTVA_04246
OG0004979	bflo_18913	LYTVA_02189
OG0004980	bflo_08613	LYTVA_11342
OG0004981	bflo_02414	LYTVA_04981, LYTVA_04980
OG0004982	bflo_15633	LYTVA_04774, LYTVA_04776
OG0004983	bflo_09221	LYTVA_16372
OG0004985	bflo_21194	LYTVA_23048
OG0004986	bflo_25545	LYTVA_16302, LYTVA_16303
OG0004988	bflo_21103	LYTVA_17216
OG0004989	bflo_03493	LYTVA_04727, LYTVA_02393
OG0004990	bflo_11383	LYTVA_12280
OG0004991	bflo_12465	LYTVA_29890
OG0004996	bflo_11012	LYTVA_27105, LYTVA_02271
OG0004997	bflo_10758	LYTVA_17036
OG0004998	bflo_14559, bflo_19574	LYTVA_07377
OG0005002	bflo_01656	LYTVA_14355
OG0005003	bflo_09023	LYTVA_29350
OG0005006	bflo_00766	LYTVA_24629
OG0005008	bflo_12699	LYTVA_28932
