Orthogroup	BRAFL	ORYLA
OG0003150	bflo_21673	ORYLA01440, ORYLA09448
OG0003152	bflo_23595	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	bflo_13277	ORYLA18339
OG0003154	bflo_15309, bflo_20484, bflo_01436	ORYLA06654
OG0003157	bflo_14340	ORYLA04495
OG0003158	bflo_02352	ORYLA08610, ORYLA09460, ORYLA08913
OG0003159	bflo_07057	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	bflo_09900	ORYLA05070, ORYLA19915
OG0003161	bflo_11644	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	bflo_06527	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	bflo_25957	ORYLA13213, ORYLA17286
OG0003164	bflo_15147	ORYLA20487, ORYLA00816
OG0003165	bflo_17531	ORYLA08595, ORYLA10561
OG0003167	bflo_20648	ORYLA16879, ORYLA03605
OG0003168	bflo_23652	ORYLA16959, ORYLA00571
OG0003169	bflo_05306	ORYLA09698
OG0003172	bflo_19337	ORYLA09854
OG0003174	bflo_15477	ORYLA20481
OG0003175	bflo_02528, bflo_02529, bflo_02516	ORYLA01979, ORYLA06140
OG0003176	bflo_13138, bflo_13141, bflo_13521	ORYLA12690
OG0003177	bflo_04900	ORYLA00856
OG0003178	bflo_21644	ORYLA03270
OG0003179	bflo_07971	ORYLA00445
OG0003180	bflo_03868	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	bflo_23833	ORYLA00243
OG0003182	bflo_13801	ORYLA06751
OG0003183	bflo_00612	ORYLA16117, ORYLA02124
OG0003184	bflo_07007	ORYLA01211, ORYLA07345
OG0003185	bflo_03286	ORYLA12363, ORYLA15072
OG0003187	bflo_06988	ORYLA12776
OG0003188	bflo_05779	ORYLA12586, ORYLA14947
OG0003189	bflo_17966, bflo_17711	ORYLA04108
OG0003190	bflo_26454, bflo_00272	ORYLA00506
OG0003191	bflo_02395	ORYLA18538, ORYLA15754
OG0003193	bflo_22117	ORYLA12245, ORYLA09712
OG0003195	bflo_23682	ORYLA16742
OG0003196	bflo_23488, bflo_13878, bflo_13848	ORYLA06022
OG0003197	bflo_21320	ORYLA18639
OG0003199	bflo_11640	ORYLA15973, ORYLA15714
OG0003200	bflo_05796	ORYLA05114
OG0003201	bflo_18949, bflo_14172, bflo_24313, bflo_15335	ORYLA18830
OG0003202	bflo_08512	ORYLA02354
OG0003203	bflo_00895	ORYLA02126, ORYLA16448
OG0003204	bflo_14307	ORYLA08375
OG0003205	bflo_04278	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	bflo_14678, bflo_27134	ORYLA16318
OG0003207	bflo_11574	ORYLA19094
OG0003208	bflo_12238	ORYLA13040
OG0003210	bflo_16532	ORYLA02461, ORYLA06655
OG0003211	bflo_12109	ORYLA20322
OG0003212	bflo_11237, bflo_11720	ORYLA15489, ORYLA10940
OG0003213	bflo_06414	ORYLA06531
OG0003214	bflo_15011	ORYLA09799
OG0003215	bflo_23368	ORYLA00108, ORYLA19619
OG0003216	bflo_22888	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	bflo_13097, bflo_13181	ORYLA13146, ORYLA02509
OG0003218	bflo_21266	ORYLA19022
OG0003219	bflo_14338	ORYLA07225, ORYLA00485
OG0003220	bflo_17426	ORYLA01985, ORYLA05947
OG0003221	bflo_01510	ORYLA02164, ORYLA02047
OG0003222	bflo_14038	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	bflo_13052	ORYLA15511
OG0003224	bflo_00958	ORYLA08420
OG0003225	bflo_08138	ORYLA19236, ORYLA19235
OG0003226	bflo_03250	ORYLA12048
OG0003227	bflo_09183	ORYLA15109
OG0003228	bflo_11373	ORYLA10708
OG0003229	bflo_14282	ORYLA07923, ORYLA01487
OG0003230	bflo_10210	ORYLA08114
OG0003232	bflo_13766	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070
OG0003234	bflo_14580, bflo_14579	ORYLA01163
OG0003235	bflo_14854	ORYLA20268
OG0003236	bflo_16680	ORYLA02520
OG0003236	bflo_27409, bflo_22679	ORYLA16788
OG0003238	bflo_07377	ORYLA12178
OG0003239	bflo_09028	ORYLA15027
OG0003250	bflo_01703	ORYLA11719, ORYLA16208
OG0003251	bflo_12651	ORYLA05486, ORYLA12659
OG0003252	bflo_14795	ORYLA11431, ORYLA10758
OG0003253	bflo_01277	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	bflo_05940	ORYLA01055
OG0003255	bflo_08217	ORYLA01639
OG0003257	bflo_05917	ORYLA10700
OG0003258	bflo_24354	ORYLA13111
OG0003259	bflo_06895	ORYLA17769
OG0003260	bflo_25696	ORYLA13208, ORYLA02958
OG0003261	bflo_01512, bflo_00495	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	bflo_20031	ORYLA04363, ORYLA17978
OG0003263	bflo_23703	ORYLA05786
OG0003264	bflo_04822	ORYLA08989, ORYLA06289
OG0003265	bflo_11145	ORYLA14054, ORYLA11239
OG0003266	bflo_10178	ORYLA03848, ORYLA04542
OG0003267	bflo_26847, bflo_07095	ORYLA19756
OG0003268	bflo_13173	ORYLA01959
OG0003269	bflo_23123	ORYLA07800, ORYLA16726
OG0003270	bflo_12004	ORYLA14592
OG0003272	bflo_14266	ORYLA19655, ORYLA19654, ORYLA07229
OG0003275	bflo_13276	ORYLA09029, ORYLA13943
OG0003276	bflo_17428	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	bflo_11010	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	bflo_11050, bflo_18953	ORYLA12553
OG0003279	bflo_14292	ORYLA01238
OG0003282	bflo_05872	ORYLA04149, ORYLA01430
OG0003283	bflo_27041, bflo_12474	ORYLA19093
OG0003284	bflo_02462	ORYLA18705
OG0003286	bflo_23054	ORYLA16774
OG0003287	bflo_03086	ORYLA15508, ORYLA11362
OG0003288	bflo_14155	ORYLA04254
OG0003289	bflo_13357	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003291	bflo_04904	ORYLA04004
OG0003293	bflo_00129	ORYLA14350
OG0003294	bflo_14576	ORYLA12880
OG0003296	bflo_21081	ORYLA18095, ORYLA02301
OG0003297	bflo_22943, bflo_27414	ORYLA16817
OG0003298	bflo_15165	ORYLA01355
OG0003299	bflo_25833	ORYLA12913
OG0003301	bflo_01141	ORYLA03284, ORYLA12501
OG0003302	bflo_07345	ORYLA01208
OG0003303	bflo_15649	ORYLA13616
OG0003304	bflo_25914	ORYLA05709
OG0003305	bflo_03407	ORYLA02939, ORYLA18010
OG0003306	bflo_11444, bflo_26999	ORYLA15915
OG0003307	bflo_07093	ORYLA00404, ORYLA01512
OG0003308	bflo_25159, bflo_25333	ORYLA02810, ORYLA10199
OG0003309	bflo_18723	ORYLA09280, ORYLA20068, ORYLA08534
OG0003311	bflo_01504	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	bflo_14212	ORYLA04286, ORYLA00307
OG0003315	bflo_01079	ORYLA05352
OG0003315	bflo_26618, bflo_01077	ORYLA05354
OG0003316	bflo_24864	ORYLA06489
OG0003317	bflo_23280	ORYLA00142
OG0003318	bflo_11452	ORYLA14596, ORYLA15728
OG0003319	bflo_06319	ORYLA15491, ORYLA07033
OG0003320	bflo_10097	ORYLA17866
OG0003321	bflo_13090	ORYLA05648
OG0003323	bflo_15869	ORYLA02747
OG0003325	bflo_08410	ORYLA08076, ORYLA04984
OG0003326	bflo_09789	ORYLA04931
OG0003327	bflo_15914	ORYLA02456, ORYLA06278
OG0003328	bflo_00597, bflo_00596	ORYLA06738
OG0003329	bflo_06538	ORYLA17667, ORYLA02366
OG0003330	bflo_05318	ORYLA14948
OG0003331	bflo_20334	ORYLA03745
OG0003332	bflo_06531	ORYLA06788, ORYLA02078
OG0003333	bflo_03278	ORYLA19135
OG0003335	bflo_16036	ORYLA10536
OG0003336	bflo_16347	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	bflo_24672	ORYLA20124
OG0003340	bflo_00966	ORYLA05123, ORYLA01941
OG0003341	bflo_13784	ORYLA00218
OG0003342	bflo_08333	ORYLA05754, ORYLA12334
OG0003343	bflo_21197	ORYLA03249
OG0003344	bflo_06379	ORYLA11978
OG0003346	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737	ORYLA07076
OG0003347	bflo_18875	ORYLA09885, ORYLA04679
OG0003348	bflo_01497	ORYLA07117, ORYLA09434
OG0003349	bflo_08162	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	bflo_21636	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	bflo_24664, bflo_11662	ORYLA14628
OG0003352	bflo_26474, bflo_26477, bflo_08957	ORYLA08412, ORYLA10054
OG0003353	bflo_11091	ORYLA10916
OG0003354	bflo_00257	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	bflo_07915	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	bflo_13961	ORYLA00555, ORYLA16745
OG0003357	bflo_10674	ORYLA01325
OG0003358	bflo_11374	ORYLA14258
OG0003359	bflo_09270	ORYLA11531
OG0003360	bflo_08028	ORYLA10113
OG0003361	bflo_21492	ORYLA10105, ORYLA03006
OG0003362	bflo_15047	ORYLA03192
OG0003364	bflo_03561	ORYLA14543, ORYLA16352
OG0003366	bflo_23663	ORYLA19482
OG0003367	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315	ORYLA19314
OG0003368	bflo_08973	ORYLA01157
OG0003370	bflo_05182	ORYLA02169, ORYLA05635
OG0003371	bflo_14039	ORYLA19953, ORYLA15570
OG0003372	bflo_25213	ORYLA13263, ORYLA19929
OG0003373	bflo_04729	ORYLA11155, ORYLA15306
OG0003374	bflo_01562	ORYLA05369
OG0003375	bflo_05681	ORYLA17409
OG0003376	bflo_05753	ORYLA07502
OG0003377	bflo_09240, bflo_09241	ORYLA12102
OG0003378	bflo_09811	ORYLA16361, ORYLA12071
OG0003379	bflo_01579	ORYLA05666
OG0003380	bflo_20421	ORYLA02294, ORYLA17353
OG0003381	bflo_09923	ORYLA10983, ORYLA12366
OG0003382	bflo_03233	ORYLA06657, ORYLA06055
OG0003383	bflo_00169	ORYLA08272
OG0003384	bflo_10672	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	bflo_20288	ORYLA16115
OG0003386	bflo_24755	ORYLA06516, ORYLA12917
OG0003387	bflo_20271, bflo_20266	ORYLA16634
OG0003388	bflo_08160	ORYLA19757, ORYLA04964
OG0003391	bflo_11495	ORYLA10703
OG0003392	bflo_04347	ORYLA00140, ORYLA00535
OG0003393	bflo_04808	ORYLA08548
OG0003394	bflo_00632	ORYLA09650
OG0003396	bflo_03372	ORYLA20291
OG0003397	bflo_25073	ORYLA19368, ORYLA07867, ORYLA03946, ORYLA01337
OG0003399	bflo_20125	ORYLA16833, ORYLA02325, ORYLA04308
OG0003401	bflo_15561, bflo_16225	ORYLA02916, ORYLA17797, ORYLA17796
OG0003401	bflo_04587	ORYLA18469
OG0003419	bflo_19082	ORYLA07674
OG0003420	bflo_16824	ORYLA13381, ORYLA02466
OG0003421	bflo_14823	ORYLA20432
OG0003422	bflo_15120	ORYLA11143
OG0003424	bflo_22975	ORYLA16837
OG0003425	bflo_06597	ORYLA19551, ORYLA19552
OG0003426	bflo_17220	ORYLA01060
OG0003428	bflo_15063	ORYLA07230
OG0003429	bflo_03695	ORYLA15696
OG0003430	bflo_10656	ORYLA04134, ORYLA05926
OG0003431	bflo_18771	ORYLA13930, ORYLA13647
OG0003433	bflo_22519	ORYLA04481
OG0003434	bflo_00872	ORYLA08873
OG0003435	bflo_21768	ORYLA11612, ORYLA10262
OG0003437	bflo_23416	ORYLA16686, ORYLA18274, ORYLA16631
OG0003439	bflo_21650	ORYLA08660
OG0003440	bflo_14213	ORYLA09996, ORYLA09995, ORYLA19837
OG0003441	bflo_12321	ORYLA11240, ORYLA14053
OG0003443	bflo_23995	ORYLA08295, ORYLA10121
OG0003444	bflo_03457	ORYLA12477
OG0003445	bflo_16302	ORYLA13406, ORYLA06359
OG0003448	bflo_13876	ORYLA12750
OG0003450	bflo_14312	ORYLA06472
OG0003451	bflo_17722	ORYLA09529
OG0003452	bflo_09208	ORYLA05284
OG0003453	bflo_09284	ORYLA17585
OG0003454	bflo_18619	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	bflo_03202, bflo_03230	ORYLA15928
OG0003456	bflo_23918	ORYLA16281
OG0003457	bflo_01506	ORYLA07032, ORYLA10641
OG0003459	bflo_13470	ORYLA04696, ORYLA10058
OG0003460	bflo_16240	ORYLA20040, ORYLA04718
OG0003462	bflo_15758	ORYLA16610
OG0003463	bflo_24804	ORYLA18517, ORYLA11792
OG0003464	bflo_22976	ORYLA07795
OG0003465	bflo_16970	ORYLA17241
OG0003466	bflo_09344	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	bflo_12624	ORYLA02217
OG0003469	bflo_12756	ORYLA02002
OG0003470	bflo_06693	ORYLA17233
OG0003471	bflo_23271	ORYLA05163
OG0003472	bflo_14735	ORYLA09943
OG0003473	bflo_23011	ORYLA03676
OG0003474	bflo_01167	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	bflo_17402	ORYLA09037
OG0003476	bflo_10013	ORYLA10956
OG0003477	bflo_05188	ORYLA05136
OG0003478	bflo_05169	ORYLA10473
OG0003479	bflo_11660	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	bflo_13731	ORYLA14009
OG0003481	bflo_15888	ORYLA09851
OG0003482	bflo_09842	ORYLA19870
OG0003483	bflo_15095	ORYLA05235
OG0003486	bflo_20523	ORYLA11922
OG0003487	bflo_10772	ORYLA01531
OG0003488	bflo_05906	ORYLA09086
OG0003489	bflo_02309	ORYLA10608, ORYLA05128
OG0003491	bflo_22547	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	bflo_06984	ORYLA19071
OG0003493	bflo_25210	ORYLA06634
OG0003495	bflo_14132	ORYLA04430
OG0003495	bflo_06400	ORYLA15496, ORYLA20263, ORYLA20109
OG0003496	bflo_14755	ORYLA03579
OG0003497	bflo_06218	ORYLA03780
OG0003498	bflo_01724	ORYLA00351
OG0003499	bflo_23661	ORYLA14587
OG0003500	bflo_07514	ORYLA11323
OG0003501	bflo_25164	ORYLA13017
OG0003502	bflo_20275	ORYLA03987
OG0003503	bflo_23296	ORYLA08311
OG0003504	bflo_23302	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	bflo_12682	ORYLA15188
OG0003506	bflo_15168	ORYLA03663, ORYLA07315
OG0003507	bflo_26224	ORYLA13206, ORYLA13567
OG0003508	bflo_14628	ORYLA09159, ORYLA06715, ORYLA09838
OG0003509	bflo_24353	ORYLA07419
OG0003510	bflo_13265	ORYLA05653, ORYLA02192, ORYLA12402
OG0003511	bflo_06537	ORYLA17668
OG0003512	bflo_21139, bflo_21138	ORYLA17979, ORYLA14116
OG0003513	bflo_18565	ORYLA19681, ORYLA05692
OG0003514	bflo_10920	ORYLA14323, ORYLA13834, ORYLA20337
OG0003515	bflo_14188	ORYLA00165
OG0003517	bflo_03023	ORYLA14850, ORYLA11261
OG0003518	bflo_25746	ORYLA02219
OG0003519	bflo_18795	ORYLA06032
OG0003520	bflo_10704	ORYLA10150
OG0003521	bflo_17952	ORYLA03229
OG0003522	bflo_23156	ORYLA11321, ORYLA10376
OG0003523	bflo_24396	ORYLA06822
OG0003524	bflo_24392	ORYLA14492
OG0003525	bflo_07077, bflo_07153, bflo_07154	ORYLA06258
OG0003526	bflo_05929	ORYLA05238, ORYLA00105, ORYLA08676
OG0003528	bflo_17528	ORYLA09598
OG0003529	bflo_18877	ORYLA08755, ORYLA16493
OG0003530	bflo_14037, bflo_14178, bflo_14631	ORYLA08384, ORYLA09655
OG0003531	bflo_24099	ORYLA10765, ORYLA01076
OG0003532	bflo_09668	ORYLA09550
OG0003533	bflo_12390	ORYLA20154
OG0003534	bflo_18361	ORYLA04728, ORYLA10480
OG0003535	bflo_09980	ORYLA17733, ORYLA17692
OG0003536	bflo_06440	ORYLA20264
OG0003537	bflo_09395	ORYLA02972
OG0003538	bflo_15185	ORYLA04723
OG0003539	bflo_11094	ORYLA00317
OG0003541	bflo_13586	ORYLA12459
OG0003542	bflo_23060	ORYLA08039, ORYLA08040
OG0003543	bflo_03236	ORYLA06025
OG0003544	bflo_07217	ORYLA05956
OG0003545	bflo_23382	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	bflo_16201	ORYLA02573, ORYLA06777
OG0003547	bflo_10227	ORYLA15005
OG0003548	bflo_09354	ORYLA07339, ORYLA19601
OG0003549	bflo_18405	ORYLA11604, ORYLA13044
OG0003550	bflo_00232	ORYLA06826, ORYLA09869
OG0003551	bflo_25362	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	bflo_16108	ORYLA06559, ORYLA12973
OG0003553	bflo_08891	ORYLA02388
OG0003554	bflo_10753	ORYLA02272, ORYLA04649
OG0003555	bflo_24243, bflo_23498	ORYLA08290
OG0003556	bflo_06642	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	bflo_15889	ORYLA17940, ORYLA05103
OG0003558	bflo_04064	ORYLA12673
OG0003560	bflo_11890	ORYLA10146
OG0003561	bflo_04334	ORYLA11603, ORYLA09116
OG0003562	bflo_01200	ORYLA16057, ORYLA05508
OG0003563	bflo_23836	ORYLA08166
OG0003564	bflo_09292	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	bflo_25721	ORYLA04938, ORYLA17732
OG0003566	bflo_03002	ORYLA12377
OG0003567	bflo_04792	ORYLA16922
OG0003568	bflo_20229	ORYLA17899
OG0003569	bflo_11253	ORYLA14706, ORYLA13674
OG0003570	bflo_26249	ORYLA06235, ORYLA06236
OG0003571	bflo_05241	ORYLA05684, ORYLA15032
OG0003572	bflo_24403	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495
OG0003573	bflo_20068	ORYLA18884
OG0003576	bflo_13166	ORYLA15848, ORYLA19484
OG0003577	bflo_00343	ORYLA05673
OG0003578	bflo_20566, bflo_14712	ORYLA19177
OG0003579	bflo_07074	ORYLA07706
OG0003581	bflo_18883, bflo_18884	ORYLA04075
OG0003582	bflo_10944	ORYLA13955
OG0003584	bflo_24324	ORYLA07455, ORYLA06958, ORYLA03789, ORYLA14411
OG0003585	bflo_01255	ORYLA11777, ORYLA05515, ORYLA06296, ORYLA15519, ORYLA16072
OG0003587	bflo_15618, bflo_16153, bflo_16042, bflo_15641, bflo_15655, bflo_15620, bflo_15665, bflo_16037, bflo_16146, bflo_15653, bflo_15657, bflo_00011, bflo_15660, bflo_15661, bflo_15643, bflo_16169, bflo_04856, bflo_19791, bflo_14362, bflo_20812, bflo_16594, bflo_16374, bflo_20809, bflo_23522, bflo_15646, bflo_16156, bflo_00399	ORYLA19429
OG0003598	bflo_16711	ORYLA13193, ORYLA02886
OG0003600	bflo_13340	ORYLA20278
OG0003601	bflo_19194, bflo_18911	ORYLA10294, ORYLA10291, ORYLA10290
OG0003604	bflo_20404	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003606	bflo_17517	ORYLA11462, ORYLA10629, ORYLA02252
OG0003607	bflo_05933	ORYLA08341
OG0003608	bflo_15932	ORYLA13187
OG0003610	bflo_01164	ORYLA11705
OG0003611	bflo_09170	ORYLA01222
OG0003612	bflo_25558	ORYLA05697
OG0003613	bflo_12262	ORYLA14322, ORYLA13861
OG0003615	bflo_26275	ORYLA07166
OG0003616	bflo_11097	ORYLA13901, ORYLA15935, ORYLA17835
OG0003618	bflo_01473	ORYLA09085
OG0003619	bflo_14248	ORYLA00995
OG0003620	bflo_25025	ORYLA16131
OG0003621	bflo_04483, bflo_26752	ORYLA04086
OG0003622	bflo_11800	ORYLA11687
OG0003623	bflo_10738	ORYLA05862
OG0003624	bflo_11072	ORYLA13908
OG0003627	bflo_21960	ORYLA12845, ORYLA04550
OG0003629	bflo_22183	ORYLA03343
OG0003630	bflo_20004	ORYLA07936
OG0003631	bflo_23468	ORYLA18266
OG0003632	bflo_03937	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003633	bflo_00307	ORYLA15479
OG0003635	bflo_14711	ORYLA01451
OG0003636	bflo_07722	ORYLA05265
OG0003638	bflo_17869	ORYLA11662
OG0003640	bflo_26670, bflo_02410	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	bflo_13272	ORYLA05514, ORYLA13948, ORYLA15562
OG0003642	bflo_04341	ORYLA14662, ORYLA00337
OG0003643	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044	ORYLA16013
OG0003644	bflo_16458	ORYLA19217, ORYLA19218
OG0003645	bflo_14727	ORYLA17019, ORYLA16769
OG0003646	bflo_03551	ORYLA12425
OG0003647	bflo_06536	ORYLA18090, ORYLA02365
OG0003648	bflo_22126	ORYLA10802
OG0003649	bflo_06468	ORYLA12909
OG0003650	bflo_21715	ORYLA14386
OG0003651	bflo_01723	ORYLA15506
OG0003652	bflo_17868	ORYLA04563, ORYLA03095
OG0003653	bflo_13101	ORYLA01638, ORYLA07485
OG0003654	bflo_05910	ORYLA09093
OG0003655	bflo_17616	ORYLA11608, ORYLA09516
OG0003656	bflo_08293	ORYLA12194, ORYLA06060
OG0003657	bflo_00252	ORYLA04683, ORYLA09891
OG0003658	bflo_00698	ORYLA05614, ORYLA01831
OG0003659	bflo_02419	ORYLA19260
OG0003660	bflo_07809	ORYLA04982, ORYLA08074
OG0003662	bflo_10412	ORYLA04873, ORYLA02401
OG0003663	bflo_07065	ORYLA07346, ORYLA04670
OG0003665	bflo_03349, bflo_03667, bflo_14985, bflo_03668, bflo_03348, bflo_03347	ORYLA11822
OG0003666	bflo_11627, bflo_27012	ORYLA02489, ORYLA13220, ORYLA06808
OG0003668	bflo_06147	ORYLA12159
OG0003669	bflo_25341	ORYLA00310
OG0003671	bflo_09735	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	bflo_23403	ORYLA07781
OG0003673	bflo_04517	ORYLA11721
OG0003674	bflo_23396	ORYLA00233
OG0003675	bflo_02379	ORYLA05527
OG0003676	bflo_15747	ORYLA18000
OG0003677	bflo_19132	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	bflo_25551	ORYLA19111, ORYLA18850
OG0003679	bflo_02036, bflo_13294	ORYLA09435, ORYLA09221
OG0003680	bflo_01532	ORYLA09399
OG0003681	bflo_03957	ORYLA15043, ORYLA12095
OG0003682	bflo_07489	ORYLA05336, ORYLA11752
OG0003683	bflo_20104	ORYLA02323
OG0003684	bflo_13833	ORYLA09009
OG0003685	bflo_07993	ORYLA12611
OG0003686	bflo_12834	ORYLA15174, ORYLA15175
OG0003687	bflo_19027	ORYLA16099, ORYLA09689
OG0003688	bflo_24589, bflo_24522	ORYLA15391
OG0003689	bflo_19565	ORYLA00037
OG0003690	bflo_13292	ORYLA10151
OG0003691	bflo_14352, bflo_03283	ORYLA00513
OG0003693	bflo_11485	ORYLA11068, ORYLA15548
OG0003694	bflo_07368	ORYLA05766
OG0003695	bflo_16279	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	bflo_11319	ORYLA14696
OG0003697	bflo_23717	ORYLA18863
OG0003698	bflo_10629	ORYLA05043, ORYLA17728
OG0003700	bflo_22951	ORYLA00145, ORYLA16899
OG0003701	bflo_01336	ORYLA09740
OG0003702	bflo_11082	ORYLA04776, ORYLA10080
OG0003703	bflo_03241	ORYLA19118, ORYLA07915
OG0003704	bflo_06360	ORYLA00715, ORYLA06286
OG0003705	bflo_01256	ORYLA01951
OG0003706	bflo_15874	ORYLA06085
OG0003707	bflo_05223	ORYLA17496
OG0003707	bflo_06702	ORYLA12453
OG0003708	bflo_17394	ORYLA10235
OG0003709	bflo_13931	ORYLA15349, ORYLA12752
OG0003710	bflo_18086	ORYLA04163, ORYLA08822
OG0003711	bflo_12884	ORYLA12421
OG0003712	bflo_23878	ORYLA16996, ORYLA19025
OG0003713	bflo_02056	ORYLA13219, ORYLA06802
OG0003714	bflo_24976, bflo_27475	ORYLA19329
OG0003716	bflo_24004	ORYLA13136
OG0003717	bflo_01566	ORYLA02048
OG0003718	bflo_02164	ORYLA08634
OG0003719	bflo_04239	ORYLA05761
OG0003721	bflo_09733	ORYLA10476, ORYLA01061
OG0003722	bflo_16670	ORYLA06277, ORYLA02448
OG0003724	bflo_24348	ORYLA20221
OG0003725	bflo_25499, bflo_25497	ORYLA13642, ORYLA17118
OG0003726	bflo_25423, bflo_06344	ORYLA05127
OG0003727	bflo_07862	ORYLA01928, ORYLA05903
OG0003729	bflo_02888	ORYLA08395
OG0003731	bflo_09228	ORYLA00028
OG0003733	bflo_25583	ORYLA07355
OG0003734	bflo_15650	ORYLA02449
OG0003735	bflo_17363	ORYLA18227
OG0003736	bflo_12719	ORYLA15256
OG0003737	bflo_15994	ORYLA18023, ORYLA13650
OG0003738	bflo_23509	ORYLA16804
OG0003739	bflo_04782, bflo_26767	ORYLA10021
OG0003740	bflo_09974	ORYLA14622
OG0003741	bflo_10194	ORYLA06173
OG0003742	bflo_00933	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	bflo_17350	ORYLA02655, ORYLA17586
OG0003744	bflo_11052	ORYLA15613, ORYLA13913
OG0003745	bflo_13758, bflo_07859	ORYLA17929
OG0003746	bflo_18735	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003748	bflo_12393	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015
OG0003749	bflo_09949, bflo_09953	ORYLA15075, ORYLA11168
OG0003750	bflo_14314	ORYLA15854
OG0003751	bflo_08903, bflo_02875	ORYLA12972
OG0003752	bflo_09978	ORYLA20457, ORYLA20456, ORYLA14921
OG0003753	bflo_22685	ORYLA16886, ORYLA16887
OG0003754	bflo_10581	ORYLA14867
OG0003755	bflo_20955	ORYLA04416
OG0003756	bflo_13745	ORYLA15160
OG0003757	bflo_05823	ORYLA03079
OG0003759	bflo_25051	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	bflo_06355	ORYLA07065, ORYLA12558
OG0003761	bflo_07994	ORYLA14667, ORYLA19588
OG0003762	bflo_23845	ORYLA16316
OG0003763	bflo_18232	ORYLA04822
OG0003764	bflo_23348	ORYLA16406
OG0003765	bflo_11672	ORYLA15485, ORYLA19638
OG0003767	bflo_13723, bflo_13725, bflo_13724	ORYLA05360
OG0003768	bflo_14840	ORYLA11127
OG0003769	bflo_13838	ORYLA08980
OG0003770	bflo_14290	ORYLA03596
OG0003771	bflo_23473	ORYLA19264, ORYLA17030
OG0003773	bflo_23068	ORYLA08369
OG0003776	bflo_19353	ORYLA18575
OG0003777	bflo_05355	ORYLA09626, ORYLA20067
OG0003778	bflo_03437	ORYLA11149, ORYLA15322
OG0003779	bflo_10120	ORYLA16409
OG0003781	bflo_09426	ORYLA07642, ORYLA07643, ORYLA04950, ORYLA00185, ORYLA00183, ORYLA04949, ORYLA00184
OG0003794	bflo_12963	ORYLA16150, ORYLA01739, ORYLA20381, ORYLA15350, ORYLA12748
OG0003795	bflo_11372	ORYLA20210
OG0003798	bflo_17437	ORYLA19738, ORYLA13919
OG0003803	bflo_25196	ORYLA02753, ORYLA02752, ORYLA12969
OG0003806	bflo_23190, bflo_00688	ORYLA16763
OG0003807	bflo_23696	ORYLA00781
OG0003808	bflo_01527	ORYLA01934
OG0003809	bflo_07420	ORYLA07697, ORYLA19481, ORYLA19479
OG0003810	bflo_15440	ORYLA09510, ORYLA12262
