Orthogroup	BRAFL	OWEFU
OG0004558	bflo_24327	OFUSG26445.1.p1
OG0004559	bflo_23454	OFUSG09948.1.p1
OG0004560	bflo_21738	OFUSG24827.1.p1
OG0004561	bflo_21390, bflo_04768	OFUSG24869.1.p1
OG0004563	bflo_01881	OFUSG01035.1.p1
OG0004564	bflo_09365	OFUSG11372.1.p1
OG0004565	bflo_05792	OFUSG25212.1.p1, OFUSG25214.1.p1
OG0004566	bflo_05496	OFUSG17189.1.p1
OG0004567	bflo_01420	OFUSG13070.1.p1
OG0004568	bflo_15367, bflo_26968, bflo_10690	OFUSG11671.1.p1
OG0004569	bflo_22265, bflo_19832	OFUSG15462.1.p1
OG0004570	bflo_24052	OFUSG21943.1.p1
OG0004571	bflo_00878	OFUSG26032.1.p1, OFUSG26032.2.p1
OG0004572	bflo_13783	OFUSG20446.1.p1
OG0004573	bflo_20186	OFUSG14867.1.p1
OG0004574	bflo_03205	OFUSG01611.1.p1
OG0004575	bflo_18594	OFUSG08859.1.p1, OFUSG06745.1.p1
OG0004576	bflo_08967	OFUSG06493.1.p1
OG0004577	bflo_12511	OFUSG05229.1.p1
OG0004578	bflo_16288	OFUSG08031.1.p1
OG0004579	bflo_11289	OFUSG19362.1.p1
OG0004580	bflo_24842	OFUSG13429.2.p1, OFUSG13429.1.p1
OG0004581	bflo_22410	OFUSG26863.1.p1, OFUSG26863.2.p1
OG0004582	bflo_25760	OFUSG21277.1.p1
OG0004583	bflo_26211	OFUSG12908.1.p1
OG0004584	bflo_18182	OFUSG16312.1.p1
OG0004585	bflo_13881	OFUSG20357.1.p1
OG0004586	bflo_24700, bflo_24231	OFUSG11575.1.p1, OFUSG05868.1.p1, OFUSG11576.1.p1
OG0004587	bflo_14705	OFUSG02164.1.p1
OG0004588	bflo_20021	OFUSG22313.1.p1
OG0004589	bflo_20258	OFUSG24193.1.p1
OG0004590	bflo_20267	OFUSG14930.2.p1, OFUSG14930.1.p1
OG0004591	bflo_24182	OFUSG17812.1.p1
OG0004592	bflo_25813	OFUSG21433.1.p1
OG0004593	bflo_10126	OFUSG04892.1.p1
OG0004594	bflo_03426	OFUSG00833.1.p1
OG0004595	bflo_00394	OFUSG17531.2.p1, OFUSG17531.3.p1, OFUSG17531.1.p1
OG0004596	bflo_08985	OFUSG07539.1.p1
OG0004599	bflo_05807	OFUSG26506.1.p1
OG0004600	bflo_26500	OFUSG14651.1.p1
OG0004601	bflo_15597, bflo_15601, bflo_15569	OFUSG25669.1.p1
OG0004602	bflo_04353	OFUSG18345.1.p1
OG0004603	bflo_23030	OFUSG18121.1.p1
OG0004605	bflo_23298	OFUSG10056.1.p1
OG0004607	bflo_22603	OFUSG22100.1.p1
OG0004608	bflo_16554	OFUSG11818.1.p1
OG0004609	bflo_20965	OFUSG07084.1.p1
OG0004610	bflo_06351	OFUSG09759.1.p1
OG0004611	bflo_14611	OFUSG13143.1.p1
OG0004612	bflo_00158	OFUSG16853.2.p1, OFUSG16853.1.p1
OG0004613	bflo_19503	OFUSG09543.1.p1
OG0004613	bflo_11676	OFUSG12709.2.p1, OFUSG12709.1.p1, OFUSG12709.3.p1
OG0004614	bflo_11461	OFUSG11608.1.p1
OG0004616	bflo_02456	OFUSG03912.1.p1
OG0004617	bflo_03743	OFUSG01614.1.p1
OG0004618	bflo_14644	OFUSG03094.1.p1, OFUSG03134.1.p1
OG0004619	bflo_18891	OFUSG16672.1.p1
OG0004620	bflo_13567	OFUSG20269.1.p1
OG0004621	bflo_11024	OFUSG19375.1.p1, OFUSG19375.2.p1
OG0004622	bflo_02154	OFUSG04709.2.p1, OFUSG04709.1.p1
OG0004624	bflo_04402, bflo_17449, bflo_23643, bflo_22914, bflo_26007, bflo_22903	OFUSG04529.1.p1
OG0004625	bflo_20617	OFUSG15027.1.p1
OG0004626	bflo_13446	OFUSG20569.1.p1
OG0004627	bflo_21441	OFUSG14785.1.p1, OFUSG14785.2.p1
OG0004628	bflo_00111	OFUSG17226.1.p1
OG0004629	bflo_16638	OFUSG14690.1.p1
OG0004630	bflo_18024	OFUSG20291.1.p1, OFUSG20291.2.p1
OG0004631	bflo_26303	OFUSG09085.1.p1, OFUSG09085.2.p1
OG0004632	bflo_20183	OFUSG12694.1.p1
OG0004633	bflo_24095	OFUSG13692.1.p1
OG0004634	bflo_24560	OFUSG13542.1.p1
OG0004635	bflo_16335	OFUSG19569.1.p1
OG0004637	bflo_12574	OFUSG05044.1.p1
OG0004638	bflo_17068	OFUSG08345.2.p1, OFUSG08345.1.p1
OG0004639	bflo_17059	OFUSG25724.1.p1
OG0004641	bflo_21448, bflo_22592	OFUSG08286.1.p1
OG0004642	bflo_13877	OFUSG05078.1.p1
OG0004643	bflo_21665	OFUSG14661.1.p1
OG0004644	bflo_11603	OFUSG11984.1.p1, OFUSG11984.2.p1
OG0004645	bflo_14871	OFUSG10011.1.p1
OG0004646	bflo_01898	OFUSG08555.1.p1
OG0004647	bflo_06581	OFUSG20121.1.p1, OFUSG20121.2.p1, OFUSG20121.5.p1, OFUSG20121.4.p1, OFUSG20121.3.p1
OG0004648	bflo_12258	OFUSG25016.1.p1
OG0004649	bflo_20493	OFUSG22259.1.p1
OG0004651	bflo_17981	OFUSG07034.1.p1, OFUSG07034.3.p1, OFUSG07034.2.p1
OG0004652	bflo_21212, bflo_21245	OFUSG14432.1.p1
OG0004653	bflo_18528	OFUSG04384.1.p1, OFUSG04154.1.p1
OG0004654	bflo_09378	OFUSG07791.1.p1
OG0004655	bflo_09012	OFUSG07897.1.p1
OG0004656	bflo_05812	OFUSG13180.1.p1
OG0004657	bflo_24670	OFUSG20946.1.p1
OG0004658	bflo_17408	OFUSG00003.2.p1, OFUSG00003.1.p1
OG0004659	bflo_11250	OFUSG05707.2.p1, OFUSG05707.1.p1
OG0004660	bflo_18417	OFUSG00440.1.p1
OG0004661	bflo_05625	OFUSG08935.1.p1
OG0004662	bflo_20444	OFUSG12267.1.p1
OG0004663	bflo_20810	OFUSG15708.1.p1
OG0004664	bflo_16198	OFUSG14191.1.p1
OG0004665	bflo_16015, bflo_19687	OFUSG03945.1.p1
OG0004666	bflo_09834	OFUSG23197.1.p1, OFUSG23197.2.p1, OFUSG23197.3.p1
OG0004667	bflo_11554	OFUSG05624.1.p1
OG0004668	bflo_04113	OFUSG21754.1.p1
OG0004669	bflo_17570	OFUSG09155.1.p1
OG0004670	bflo_02470	OFUSG16156.1.p1
OG0004671	bflo_20944	OFUSG15323.1.p1, OFUSG15323.2.p1
OG0004672	bflo_13004	OFUSG20622.1.p1
OG0004673	bflo_18808	OFUSG04159.1.p1
OG0004674	bflo_05749	OFUSG21156.1.p1
OG0004675	bflo_06236	OFUSG12757.3.p1, OFUSG12757.2.p1, OFUSG12757.1.p1
OG0004676	bflo_05171	OFUSG22032.1.p1, OFUSG22032.2.p1
OG0004677	bflo_09809	OFUSG11726.1.p1
OG0004678	bflo_15606	OFUSG08156.1.p1
OG0004679	bflo_20009	OFUSG24186.1.p1
OG0004681	bflo_20300, bflo_01693	OFUSG15267.1.p1
OG0004683	bflo_06703	OFUSG25029.1.p1
OG0004684	bflo_18861	OFUSG11714.1.p1
OG0004685	bflo_05949	OFUSG15144.1.p1
OG0004686	bflo_18736	OFUSG15875.1.p1
OG0004687	bflo_11035	OFUSG18909.1.p1
OG0004688	bflo_12196	OFUSG22565.1.p1
OG0004689	bflo_21020	OFUSG22250.1.p1, OFUSG22250.2.p1
OG0004690	bflo_08245	OFUSG15804.1.p1
OG0004691	bflo_11450	OFUSG11227.1.p1
OG0004692	bflo_06997	OFUSG25025.1.p1
OG0004694	bflo_23436	OFUSG10511.1.p1, OFUSG10511.2.p1
OG0004696	bflo_07889	OFUSG09958.1.p1
OG0004698	bflo_23003	OFUSG10898.1.p1
OG0004699	bflo_03925	OFUSG23870.1.p1
OG0004700	bflo_22704	OFUSG11053.1.p1
OG0004702	bflo_21187, bflo_04948	OFUSG00072.1.p1, OFUSG00087.1.p1
OG0004703	bflo_02735	OFUSG14821.1.p1
OG0004704	bflo_25602	OFUSG17192.1.p1
OG0004705	bflo_14925	OFUSG02327.1.p1
OG0004706	bflo_00520	OFUSG16861.1.p1
OG0004707	bflo_11466	OFUSG02834.1.p1, OFUSG17783.1.p1
OG0004708	bflo_00244	OFUSG24203.1.p1
OG0004709	bflo_20175, bflo_17190, bflo_25009	OFUSG15939.1.p1
OG0004711	bflo_15142	OFUSG26677.1.p1
OG0004712	bflo_05920, bflo_14275, bflo_06148	OFUSG06136.1.p1
OG0004728	bflo_13486	OFUSG19340.1.p1
OG0004730	bflo_06596	OFUSG20134.2.p1, OFUSG20134.1.p1
OG0004731	bflo_04600	OFUSG20985.1.p1, OFUSG20985.2.p1
OG0004732	bflo_02051	OFUSG14904.1.p1
OG0004733	bflo_06188	OFUSG09435.1.p1
OG0004735	bflo_25045	OFUSG08126.1.p1
OG0004736	bflo_14317	OFUSG02971.1.p1, OFUSG02971.3.p1, OFUSG02971.2.p1
OG0004738	bflo_23674	OFUSG10899.1.p1
OG0004739	bflo_13471	OFUSG11195.1.p1
OG0004740	bflo_10418	OFUSG25163.1.p1
OG0004743	bflo_15127	OFUSG04679.1.p1
OG0004744	bflo_22859	OFUSG09993.1.p1
OG0004746	bflo_03289	OFUSG00207.1.p1
OG0004747	bflo_12691	OFUSG23171.1.p1
OG0004748	bflo_01673	OFUSG08583.1.p1
OG0004749	bflo_13392	OFUSG05430.1.p1
OG0004751	bflo_24263	OFUSG21705.1.p1, OFUSG21706.1.p1
OG0004752	bflo_23786	OFUSG07848.1.p1
OG0004753	bflo_09370	OFUSG13691.1.p1
OG0004754	bflo_23367	OFUSG17881.2.p1, OFUSG17881.1.p1
OG0004755	bflo_21777	OFUSG16567.1.p1
OG0004756	bflo_01688	OFUSG23403.1.p1
OG0004757	bflo_09888	OFUSG06894.1.p1
OG0004758	bflo_20306	OFUSG05254.1.p1, OFUSG05254.2.p1
OG0004759	bflo_12064	OFUSG11568.1.p1
OG0004760	bflo_01599	OFUSG17160.2.p1, OFUSG17160.1.p1
OG0004761	bflo_09055	OFUSG16790.1.p1
OG0004762	bflo_21432, bflo_26205, bflo_24822	OFUSG17449.1.p1
OG0004762	bflo_21053	OFUSG22137.1.p1, OFUSG22137.2.p1
OG0004763	bflo_20256	OFUSG08982.1.p1
OG0004764	bflo_26083	OFUSG13324.1.p1
OG0004765	bflo_25288	OFUSG26546.1.p1
OG0004767	bflo_23754, bflo_23555	OFUSG17853.1.p1
OG0004768	bflo_14539	OFUSG03609.2.p1, OFUSG03609.1.p1
OG0004769	bflo_05382, bflo_15999	OFUSG25501.1.p1
OG0004770	bflo_03900	OFUSG00866.1.p1
OG0004771	bflo_09410	OFUSG07800.1.p1
OG0004772	bflo_23722	OFUSG11095.1.p1
OG0004774	bflo_22864	OFUSG10040.1.p1
OG0004775	bflo_03391	OFUSG16316.1.p1
OG0004776	bflo_18407	OFUSG15174.1.p1
OG0004777	bflo_22548	OFUSG12752.1.p1
OG0004779	bflo_21760, bflo_21763	OFUSG14353.1.p1
OG0004781	bflo_14399	OFUSG03103.1.p1
OG0004782	bflo_27047, bflo_12599	OFUSG20600.1.p1, OFUSG20600.2.p1
OG0004784	bflo_21151	OFUSG11398.1.p1
OG0004785	bflo_19212	OFUSG15812.1.p1
OG0004786	bflo_19673	OFUSG04628.1.p1
OG0004787	bflo_17213	OFUSG21388.1.p1
OG0004789	bflo_21170	OFUSG15292.1.p1
OG0004791	bflo_20414	OFUSG19701.1.p1
OG0004792	bflo_18016	OFUSG15044.1.p1
OG0004793	bflo_10046	OFUSG19030.1.p1, OFUSG06876.1.p1
OG0004794	bflo_04357	OFUSG13389.1.p1
OG0004795	bflo_20953	OFUSG15100.1.p1, OFUSG15100.2.p1
OG0004797	bflo_04765	OFUSG12917.1.p1
OG0004798	bflo_05412, bflo_05413	OFUSG20795.1.p1
OG0004799	bflo_03113	OFUSG00163.1.p1
OG0004800	bflo_19606	OFUSG16098.1.p1
OG0004801	bflo_22733	OFUSG10453.1.p1
OG0004802	bflo_13203	OFUSG04837.1.p1
OG0004803	bflo_22349	OFUSG24825.1.p1
OG0004804	bflo_23008	OFUSG10885.1.p1
OG0004805	bflo_21807	OFUSG24637.1.p1, OFUSG24637.2.p1, OFUSG24637.3.p1
OG0004806	bflo_13218	OFUSG11605.2.p1, OFUSG11605.1.p1
OG0004807	bflo_24936, bflo_16176, bflo_06928	OFUSG15589.1.p1
OG0004808	bflo_24087	OFUSG23681.1.p1
OG0004809	bflo_15570	OFUSG12354.1.p1
OG0004810	bflo_11005	OFUSG19265.1.p1
OG0004811	bflo_11368	OFUSG04813.1.p1
OG0004812	bflo_01711	OFUSG12662.1.p1
OG0004813	bflo_06335	OFUSG17469.1.p1
OG0004814	bflo_18711	OFUSG16286.1.p1
OG0004815	bflo_10264	OFUSG05513.1.p1
OG0004816	bflo_09257	OFUSG26076.1.p1
OG0004817	bflo_00615	OFUSG13720.1.p1
OG0004818	bflo_09829, bflo_09886	OFUSG09386.1.p1
OG0004819	bflo_01447	OFUSG21509.1.p1
OG0004820	bflo_04335	OFUSG00419.1.p1
OG0004821	bflo_11355, bflo_11337	OFUSG06860.1.p1
OG0004822	bflo_04058	OFUSG12693.1.p1
OG0004823	bflo_03232	OFUSG00324.1.p1
OG0004824	bflo_15616	OFUSG07500.1.p1
OG0004825	bflo_16544	OFUSG09935.2.p1, OFUSG09935.1.p1
OG0004826	bflo_11744	OFUSG12257.1.p1
OG0004827	bflo_06183	OFUSG25294.1.p1, OFUSG01791.1.p1
OG0004828	bflo_07064	OFUSG10685.1.p1
OG0004829	bflo_07190	OFUSG04480.1.p1
OG0004830	bflo_05687	OFUSG19559.1.p2
OG0004831	bflo_17588	OFUSG00901.1.p1
OG0004832	bflo_26425	OFUSG00282.1.p1
OG0004834	bflo_22223	OFUSG13864.1.p1
OG0004835	bflo_20781	OFUSG22629.1.p1
OG0004836	bflo_20378	OFUSG22338.1.p1
OG0004837	bflo_12377	OFUSG06806.1.p1
OG0004838	bflo_06796	OFUSG17247.2.p1, OFUSG17247.1.p1
OG0004839	bflo_06490	OFUSG25809.1.p1, OFUSG25806.1.p1, OFUSG25806.2.p1, OFUSG20964.1.p1
OG0004840	bflo_15568	OFUSG08308.1.p1
OG0004841	bflo_12560	OFUSG05085.1.p1
OG0004842	bflo_06212	OFUSG20852.2.p1, OFUSG20852.1.p1
OG0004843	bflo_13843	OFUSG22774.1.p1
OG0004844	bflo_09755	OFUSG06898.1.p1
OG0004845	bflo_16396	OFUSG07494.1.p1
OG0004846	bflo_03239	OFUSG09097.1.p1
OG0004848	bflo_10512	OFUSG07019.1.p1
OG0004849	bflo_17431	OFUSG01632.1.p1
OG0004850	bflo_08911	OFUSG08815.1.p1
OG0004851	bflo_05688	OFUSG08767.1.p1
OG0004852	bflo_15961	OFUSG07249.1.p1
OG0004853	bflo_16120	OFUSG07165.1.p1
OG0004854	bflo_14278	OFUSG02448.1.p1
OG0004855	bflo_21051	OFUSG03426.1.p1
OG0004856	bflo_14646	OFUSG01983.1.p1
OG0004857	bflo_08241	OFUSG08188.1.p1
OG0004858	bflo_20586	OFUSG24022.1.p1
OG0004859	bflo_18513	OFUSG24360.1.p1, OFUSG24360.2.p1
OG0004860	bflo_25293	OFUSG13245.1.p1
OG0004861	bflo_23925	OFUSG12039.1.p1
OG0004862	bflo_21026	OFUSG24024.1.p1, OFUSG24024.2.p1
OG0004863	bflo_10166	OFUSG07011.1.p1
OG0004864	bflo_11500	OFUSG19405.1.p1
OG0004865	bflo_20067	OFUSG15043.1.p1
OG0004867	bflo_21346	OFUSG12018.1.p1
OG0004868	bflo_09626	OFUSG12184.1.p1
OG0004869	bflo_19239	OFUSG24277.1.p1
OG0004870	bflo_10371	OFUSG06513.1.p1
OG0004871	bflo_20284	OFUSG15737.2.p1, OFUSG15737.1.p1
OG0004872	bflo_12598	OFUSG23224.1.p1, OFUSG23224.2.p1
OG0004873	bflo_24536	OFUSG23300.1.p1
OG0004874	bflo_12683	OFUSG20579.1.p1
OG0004875	bflo_26219	OFUSG21354.1.p1
OG0004877	bflo_15518	OFUSG03033.1.p1
OG0004878	bflo_25030	OFUSG04439.1.p1, OFUSG04445.1.p1, OFUSG04443.1.p1, OFUSG04443.2.p1, OFUSG04444.1.p1
OG0004878	bflo_14152, bflo_24256, bflo_05143, bflo_07327, bflo_22722	OFUSG04440.1.p1
OG0004879	bflo_21810	OFUSG25000.1.p1, OFUSG25761.1.p1
OG0004880	bflo_23275	OFUSG10324.2.p1, OFUSG10324.1.p1, OFUSG10324.3.p1
OG0004881	bflo_24775	OFUSG13219.1.p1
OG0004882	bflo_27067, bflo_13047	OFUSG20302.1.p1
OG0004883	bflo_22965	OFUSG10396.1.p1
OG0004884	bflo_06067	OFUSG11374.1.p1
OG0004885	bflo_07174	OFUSG17906.1.p1
OG0004886	bflo_21794	OFUSG05529.1.p1
OG0004887	bflo_05853	OFUSG12649.1.p1, OFUSG12649.2.p1
OG0004888	bflo_18700, bflo_18699, bflo_19098	OFUSG03915.1.p1, OFUSG03915.2.p1
OG0004889	bflo_16517	OFUSG25415.1.p1
OG0004890	bflo_20233	OFUSG24212.1.p1, OFUSG24212.2.p1
OG0004891	bflo_02031	OFUSG16879.1.p1
OG0004892	bflo_08899	OFUSG19213.2.p1, OFUSG19213.1.p1
OG0004893	bflo_05758	OFUSG17315.1.p1
OG0004894	bflo_14171	OFUSG03703.1.p1
OG0004895	bflo_20234	OFUSG24048.1.p1
OG0004896	bflo_16531	OFUSG07793.1.p1
OG0004897	bflo_08561	OFUSG11041.1.p1
OG0004898	bflo_17464	OFUSG09628.1.p1
OG0004899	bflo_14839	OFUSG02790.1.p1
OG0004900	bflo_20996	OFUSG24025.1.p1
OG0004901	bflo_10471	OFUSG26074.1.p1, OFUSG26074.2.p1
OG0004902	bflo_21407	OFUSG11830.1.p1
OG0004903	bflo_05229, bflo_13841	OFUSG04757.1.p1, OFUSG04757.2.p1
OG0004904	bflo_14808	OFUSG02756.1.p1
OG0004906	bflo_22225	OFUSG10778.1.p1
OG0004907	bflo_20360	OFUSG11286.2.p1, OFUSG11286.1.p1
OG0004908	bflo_24575, bflo_27506, bflo_24630, bflo_24305, bflo_27507, bflo_25876, bflo_27505, bflo_25873	OFUSG13664.1.p1
OG0004909	bflo_16006	OFUSG07225.2.p1, OFUSG07225.1.p1
OG0004910	bflo_17041, bflo_09167	OFUSG15095.1.p1, OFUSG07102.1.p1
OG0004911	bflo_15427	OFUSG02913.1.p1, OFUSG02913.2.p1
OG0004913	bflo_21278	OFUSG14507.1.p1
OG0004914	bflo_09178	OFUSG23820.1.p1
OG0004915	bflo_20255	OFUSG15367.1.p1
OG0004916	bflo_06294	OFUSG04043.2.p1, OFUSG04043.1.p1
OG0004917	bflo_00953	OFUSG07930.1.p1, OFUSG17153.1.p1
OG0004919	bflo_27472, bflo_24821	OFUSG17502.1.p1
OG0004920	bflo_02542	OFUSG24410.1.p1
OG0004921	bflo_24113	OFUSG17577.1.p1
OG0004922	bflo_05574	OFUSG09234.1.p1
OG0004923	bflo_20936	OFUSG11665.1.p1
OG0004924	bflo_01184	OFUSG23542.1.p1
OG0004925	bflo_15424, bflo_00358	OFUSG16526.1.p1, OFUSG16527.1.p1
OG0004926	bflo_15897	OFUSG07780.1.p1, OFUSG07780.2.p1
OG0004927	bflo_12057	OFUSG12081.1.p1
OG0004928	bflo_00998	OFUSG21085.1.p1
OG0004929	bflo_14724	OFUSG03117.1.p1
OG0004930	bflo_00862	OFUSG25755.1.p1
OG0004931	bflo_05967	OFUSG09325.1.p1
OG0004932	bflo_01088	OFUSG08167.1.p1
OG0004933	bflo_07900	OFUSG11046.1.p1
OG0004934	bflo_15733	OFUSG07146.1.p1
OG0004935	bflo_27188, bflo_16334	OFUSG25611.1.p1
OG0004936	bflo_21250	OFUSG21765.2.p1, OFUSG21765.1.p1
OG0004937	bflo_27137, bflo_15037	OFUSG11661.1.p1
OG0004938	bflo_12383	OFUSG09690.1.p1
OG0004939	bflo_26100	OFUSG09434.1.p1, OFUSG09433.1.p1
OG0004941	bflo_12121	OFUSG06184.1.p1
OG0004942	bflo_06239	OFUSG13775.3.p1, OFUSG13775.1.p1, OFUSG13775.4.p1, OFUSG13775.2.p1
OG0004943	bflo_23401, bflo_26832	OFUSG13635.1.p1
OG0004944	bflo_11279	OFUSG06302.1.p1
OG0004945	bflo_26311	OFUSG21023.2.p1, OFUSG21023.1.p1
OG0004946	bflo_21068	OFUSG21835.1.p1
OG0004947	bflo_05551	OFUSG08209.1.p1
OG0004948	bflo_10165	OFUSG26680.2.p1, OFUSG26680.1.p1
OG0004949	bflo_10358	OFUSG07349.1.p1
OG0004950	bflo_27252, bflo_18338	OFUSG00434.1.p1
OG0004951	bflo_17733	OFUSG00474.1.p1
OG0004952	bflo_06593	OFUSG25086.1.p1
OG0004953	bflo_10776, bflo_10549	OFUSG05770.1.p1
OG0004954	bflo_05593	OFUSG26340.1.p1
OG0004955	bflo_19357	OFUSG16073.1.p1
OG0004957	bflo_08226	OFUSG12660.3.p1, OFUSG12660.1.p1, OFUSG12660.2.p1
OG0004958	bflo_02653	OFUSG08685.1.p1, OFUSG08685.2.p1
OG0004959	bflo_03529	OFUSG00847.2.p2, OFUSG00847.1.p1
OG0004960	bflo_03527	OFUSG00760.1.p1
OG0004961	bflo_00860	OFUSG12860.1.p1
OG0004962	bflo_19679	OFUSG16563.3.p1, OFUSG16563.2.p1, OFUSG16563.1.p1
OG0004963	bflo_02420	OFUSG08855.1.p1
OG0004964	bflo_18959	OFUSG03866.1.p1, OFUSG03867.1.p2
OG0004965	bflo_13051	OFUSG04978.1.p1
OG0004967	bflo_02587	OFUSG16340.1.p1, OFUSG16340.3.p1, OFUSG16340.2.p1
OG0004968	bflo_12529	OFUSG05071.1.p1
OG0004969	bflo_22559	OFUSG14464.1.p1
OG0004970	bflo_18023	OFUSG00116.1.p1
OG0004971	bflo_27226, bflo_17760	OFUSG00413.1.p1
OG0004972	bflo_23204	OFUSG10755.1.p1
OG0004973	bflo_23177	OFUSG23588.1.p1
OG0004974	bflo_10101	OFUSG00214.1.p1
OG0004975	bflo_26316	OFUSG21026.1.p1
OG0004976	bflo_14435	OFUSG03681.1.p1
OG0004977	bflo_19613	OFUSG16613.1.p1
OG0004978	bflo_14758	OFUSG02539.2.p1, OFUSG02539.1.p1
OG0004979	bflo_18913	OFUSG15948.1.p1
OG0004980	bflo_08613	OFUSG10179.1.p1
OG0004981	bflo_02414	OFUSG07554.1.p1
OG0004982	bflo_15633	OFUSG26035.1.p1
OG0004983	bflo_09221	OFUSG06730.1.p1
OG0004984	bflo_09266	OFUSG05566.1.p1
OG0004985	bflo_21194	OFUSG19260.1.p1
OG0004986	bflo_25545	OFUSG08758.1.p1, OFUSG08758.2.p1
OG0004987	bflo_08612	OFUSG10774.1.p1
OG0004988	bflo_21103	OFUSG15118.1.p1
OG0004989	bflo_03493	OFUSG00776.1.p1
OG0004990	bflo_11383	OFUSG06430.1.p1
OG0004991	bflo_12465	OFUSG06592.1.p1
OG0004992	bflo_15867	OFUSG25646.1.p1, OFUSG25646.2.p1
OG0004993	bflo_15860, bflo_10624	OFUSG09937.1.p1
OG0004995	bflo_05931	OFUSG09541.1.p1
OG0004996	bflo_11012	OFUSG06298.1.p1
OG0004997	bflo_10758	OFUSG19512.1.p1
OG0004998	bflo_14559, bflo_19574	OFUSG25017.1.p1
OG0005000	bflo_24211	OFUSG05914.1.p1
OG0005002	bflo_01656	OFUSG08714.1.p1
OG0005003	bflo_09023	OFUSG06515.1.p1
OG0005004	bflo_00263, bflo_07028	OFUSG23610.1.p1
OG0005006	bflo_00766	OFUSG16850.1.p1
OG0005007	bflo_22056	OFUSG25040.1.p1
OG0005008	bflo_12699	OFUSG23737.1.p1, OFUSG20770.1.p1, OFUSG20770.2.p1
OG0005009	bflo_09320	OFUSG19561.1.p1
OG0005010	bflo_04352	OFUSG10196.1.p1
OG0005012	bflo_23167	OFUSG09265.1.p1
OG0005013	bflo_08225	OFUSG03228.1.p1
OG0005014	bflo_20632	OFUSG22246.1.p1
OG0005015	bflo_07668	OFUSG10233.1.p1
OG0005017	bflo_08524	OFUSG04044.1.p1
OG0005040	bflo_17923	OFUSG00734.1.p1
OG0005041	bflo_00184	OFUSG12509.1.p1, OFUSG01662.1.p1
OG0005044	bflo_20336	OFUSG15749.2.p1, OFUSG15749.1.p1
OG0005045	bflo_06654	OFUSG26381.1.p1
OG0005046	bflo_12080	OFUSG06171.1.p1
OG0005047	bflo_14126	OFUSG01990.1.p1
OG0005048	bflo_11605	OFUSG20128.1.p1
OG0005049	bflo_11118	OFUSG06098.1.p1
OG0005053	bflo_19039	OFUSG12823.1.p1
OG0005054	bflo_25252	OFUSG26483.1.p1
OG0005055	bflo_24257	OFUSG21796.1.p1, OFUSG21792.1.p1
OG0005057	bflo_09215	OFUSG07187.1.p1
OG0005058	bflo_20830	OFUSG19365.1.p1
OG0005059	bflo_16809, bflo_15765	OFUSG07313.1.p1
OG0005060	bflo_22346, bflo_09286	OFUSG03701.1.p1
OG0005061	bflo_24909, bflo_24686	OFUSG17372.1.p1
OG0005062	bflo_02596	OFUSG04061.1.p1, OFUSG04061.2.p1
OG0005063	bflo_07073	OFUSG11181.1.p1
OG0005064	bflo_03950	OFUSG09745.1.p1, OFUSG09745.2.p1
OG0005065	bflo_07715	OFUSG03998.1.p1
OG0005066	bflo_13933	OFUSG21561.1.p1, OFUSG21568.1.p1, OFUSG21563.1.p1, OFUSG21566.1.p1, OFUSG21570.1.p1
OG0005067	bflo_00382	OFUSG17239.1.p1
OG0005068	bflo_24469	OFUSG12654.1.p1
OG0005069	bflo_20052	OFUSG07392.1.p1
OG0005071	bflo_22162	OFUSG26858.1.p1, OFUSG26858.2.p1
OG0005072	bflo_14326	OFUSG02933.1.p1, OFUSG02933.2.p1
OG0005073	bflo_01013	OFUSG21089.1.p1
OG0005074	bflo_21879	OFUSG13880.1.p1, OFUSG13880.2.p1
OG0005075	bflo_10879	OFUSG06293.3.p1, OFUSG06293.2.p1, OFUSG06293.1.p1
OG0005076	bflo_06311	OFUSG08872.1.p1
OG0005077	bflo_24463, bflo_06961, bflo_07478	OFUSG05535.1.p1
OG0005081	bflo_02603	OFUSG04195.1.p1
OG0005082	bflo_20793	OFUSG15109.1.p1, OFUSG15109.2.p1
OG0005084	bflo_10883	OFUSG19044.1.p1
OG0005085	bflo_23289	OFUSG01231.1.p1
OG0005086	bflo_11753	OFUSG19095.1.p1
OG0005087	bflo_16261	OFUSG16893.1.p1, OFUSG16893.2.p1
OG0005088	bflo_25735	OFUSG26589.1.p1, OFUSG26589.2.p1
OG0005089	bflo_05914	OFUSG08719.1.p1
OG0005090	bflo_23045	OFUSG18630.1.p1
OG0005091	bflo_14710	OFUSG03013.1.p1
OG0005092	bflo_11879	OFUSG06269.1.p1
OG0005093	bflo_03905	OFUSG00062.1.p1
OG0005094	bflo_13863	OFUSG20778.1.p1
OG0005095	bflo_08843	OFUSG12396.1.p1
OG0005096	bflo_23554, bflo_23745	OFUSG11096.1.p1
OG0005097	bflo_23691	OFUSG10863.1.p1
OG0005098	bflo_19314	OFUSG04126.1.p1
OG0005099	bflo_23378	OFUSG10319.1.p1
OG0005100	bflo_21620	OFUSG05439.1.p1
OG0005103	bflo_17260	OFUSG00175.1.p1
OG0005104	bflo_06265	OFUSG23594.1.p1
OG0005105	bflo_23173	OFUSG11099.1.p1
OG0005107	bflo_03887	OFUSG00742.1.p1
OG0005108	bflo_26306	OFUSG04152.1.p1
OG0005109	bflo_19171	OFUSG04385.1.p1
OG0005110	bflo_23714	OFUSG10358.1.p1
