Orthogroup	BRAFL	DANRE
OG0003704	bflo_06360	DANRE16910, DANRE26809, DANRE26810
OG0003706	bflo_15874	DANRE14653, DANRE14652, DANRE08597
OG0003707	bflo_06702	DANRE37652
OG0003708	bflo_17394	DANRE11487, DANRE11489, DANRE11488, DANRE11485, DANRE11486
OG0003709	bflo_13931	DANRE38887, DANRE12499, DANRE12500, DANRE38889, DANRE38888
OG0003710	bflo_18086	DANRE33869, DANRE33868, DANRE24366, DANRE24365
OG0003711	bflo_12884	DANRE38542, DANRE38543
OG0003712	bflo_23878	DANRE28597, DANRE15505
OG0003713	bflo_02056	DANRE18263, DANRE26856, DANRE26858, DANRE26857
OG0003714	bflo_24976, bflo_27475	DANRE40252
OG0003716	bflo_24004	DANRE02645, DANRE02644
OG0003717	bflo_01566	DANRE15027, DANRE15028, DANRE10151, DANRE10150
OG0003718	bflo_02164	DANRE35702, DANRE35699, DANRE35700, DANRE35701, DANRE35698
OG0003719	bflo_04239	DANRE09387
OG0003721	bflo_09733	DANRE11800, DANRE06295, DANRE06296
OG0003722	bflo_16670	DANRE26551, DANRE34288, DANRE34285, DANRE34290, DANRE34289
OG0003724	bflo_24348	DANRE41054
OG0003725	bflo_25499, bflo_25497	DANRE39997, DANRE39998, DANRE28902, DANRE23715
OG0003726	bflo_25423, bflo_06344	DANRE04497
OG0003727	bflo_07862	DANRE13820, DANRE13821, DANRE09248
OG0003728	bflo_16366	DANRE40051
OG0003729	bflo_02888	DANRE35811
OG0003730	bflo_09786	DANRE04244
OG0003731	bflo_09228	DANRE01973, DANRE01974
OG0003733	bflo_25583	DANRE39268, DANRE39269
OG0003734	bflo_15650	DANRE34281
OG0003735	bflo_17363	DANRE01253, DANRE01252
OG0003736	bflo_12719	DANRE12670
OG0003737	bflo_15994	DANRE35136, DANRE39954
OG0003738	bflo_23509	DANRE36139, DANRE36138, DANRE36137, DANRE29374, DANRE29373
OG0003739	bflo_04782, bflo_26767	DANRE42065, DANRE42066, DANRE42068, DANRE42067
OG0003740	bflo_09974	DANRE38234, DANRE38233
OG0003741	bflo_10194	DANRE10272
OG0003742	bflo_00933	DANRE08596, DANRE14643, DANRE14644, DANRE23457
OG0003743	bflo_17350	DANRE33700, DANRE34206, DANRE34205, DANRE34204
OG0003744	bflo_11052	DANRE40230, DANRE40231, DANRE01611
OG0003745	bflo_13758, bflo_07859	DANRE33987
OG0003746	bflo_18735	DANRE41689, DANRE35874, DANRE03867, DANRE29830, DANRE14507
OG0003747	bflo_06649	DANRE13572
OG0003748	bflo_12393	DANRE31296, DANRE31295, DANRE31298, DANRE31297, DANRE25037
OG0003749	bflo_09949, bflo_09953	DANRE25687, DANRE03932
OG0003750	bflo_14314	DANRE22388, DANRE22389
OG0003751	bflo_08903, bflo_02875	DANRE40133
OG0003752	bflo_09978	DANRE06205, DANRE25811, DANRE25810
OG0003753	bflo_22685	DANRE43284, DANRE03079, DANRE43075
OG0003754	bflo_10581	DANRE25083, DANRE25084, DANRE32954
OG0003755	bflo_20955	DANRE07965, DANRE07966
OG0003756	bflo_13745	DANRE14383, DANRE12824, DANRE12823
OG0003757	bflo_05823	DANRE08297, DANRE08295, DANRE08296
OG0003759	bflo_25051	DANRE23669, DANRE13867, DANRE13866
OG0003760	bflo_06355	DANRE26661, DANRE11544, DANRE11543
OG0003761	bflo_07994	DANRE25159, DANRE25158, DANRE39412
OG0003762	bflo_23845	DANRE30301, DANRE30494, DANRE03653, DANRE30300, DANRE03652, DANRE03651
OG0003763	bflo_18232	DANRE04502, DANRE04503
OG0003764	bflo_23348	DANRE03129, DANRE03130, DANRE03128
OG0003765	bflo_11672	DANRE22765, DANRE22764, DANRE30920, DANRE30919
OG0003767	bflo_13723, bflo_13725, bflo_13724	DANRE14728, DANRE14727
OG0003768	bflo_14840	DANRE31350, DANRE31348, DANRE31349
OG0003769	bflo_13838	DANRE24053, DANRE24054
OG0003770	bflo_14290	DANRE08938
OG0003771	bflo_23473	DANRE04250, DANRE28509
OG0003773	bflo_23068	DANRE24816, DANRE03698, DANRE03701, DANRE03700, DANRE03699
OG0003776	bflo_19353	DANRE41866, DANRE41867, DANRE41870, DANRE41869, DANRE41865, DANRE41868, DANRE15288, DANRE15287
OG0003777	bflo_05355	DANRE21401, DANRE42071, DANRE03850, DANRE14680, DANRE08584
OG0003778	bflo_03437	DANRE30803, DANRE25496
OG0003779	bflo_10120	DANRE23671
OG0003781	bflo_09426	DANRE38748, DANRE16631, DANRE11186, DANRE11187, DANRE16630
OG0003794	bflo_12963	DANRE23498, DANRE14387, DANRE12539, DANRE12540, DANRE38896
OG0003795	bflo_11372	DANRE39787, DANRE39786, DANRE39788, DANRE02438
OG0003798	bflo_17437	DANRE42704, DANRE42702, DANRE01603, DANRE01605, DANRE01604, DANRE01602
OG0003803	bflo_25196	DANRE19445, DANRE40131, DANRE40132
OG0003806	bflo_23190, bflo_00688	DANRE29065
OG0003807	bflo_23696	DANRE29385
OG0003808	bflo_01527	DANRE14806, DANRE14805
OG0003809	bflo_07420	DANRE39386, DANRE05049
OG0003810	bflo_15440	DANRE41806, DANRE37129, DANRE06614
OG0003811	bflo_14145	DANRE17816
OG0003812	bflo_24338	DANRE19662, DANRE19663
OG0003813	bflo_08536	DANRE34559, DANRE34558, DANRE33725
OG0003816	bflo_07647, bflo_07324	DANRE05129
OG0003817	bflo_16520	DANRE27863, DANRE27864
OG0003818	bflo_26938, bflo_10045	DANRE00796, DANRE00795, DANRE00794
OG0003820	bflo_03485	DANRE37833
OG0003821	bflo_11241	DANRE40392, DANRE22098, DANRE22097
OG0003823	bflo_01062	DANRE18651
OG0003824	bflo_01655	DANRE41228
OG0003825	bflo_06191	DANRE11071, DANRE11072, DANRE18536, DANRE18535
OG0003826	bflo_20813	DANRE34174, DANRE34175
OG0003827	bflo_25484, bflo_25483, bflo_26097	DANRE03015
OG0003828	bflo_16758	DANRE34896
OG0003829	bflo_16298	DANRE26628
OG0003830	bflo_17896	DANRE17312, DANRE17311, DANRE17313, DANRE11097, DANRE11096, DANRE11098
OG0003831	bflo_15015	DANRE15888, DANRE15887
OG0003832	bflo_11645	DANRE24991, DANRE36840
OG0003833	bflo_15287	DANRE10771, DANRE10770
OG0003834	bflo_13313	DANRE26683, DANRE26682, DANRE26041, DANRE26040
OG0003835	bflo_01951	DANRE10791, DANRE10790, DANRE10789, DANRE10788
OG0003836	bflo_14104	DANRE15750, DANRE15749, DANRE20258
OG0003837	bflo_04359	DANRE28859
OG0003838	bflo_14249	DANRE41969, DANRE41970, DANRE15858
OG0003839	bflo_15827	DANRE26852, DANRE26851, DANRE26850, DANRE26849
OG0003840	bflo_06986	DANRE38305, DANRE00216
OG0003841	bflo_04276	DANRE14586, DANRE14585
OG0003842	bflo_26499	DANRE31588, DANRE31587, DANRE31586, DANRE31585, DANRE31589
OG0003844	bflo_05707	DANRE16504
OG0003845	bflo_20330	DANRE00910, DANRE00911
OG0003846	bflo_08816	DANRE11225, DANRE11224, DANRE00601, DANRE00602
OG0003848	bflo_27156, bflo_15576	DANRE26505, DANRE39951
OG0003849	bflo_06550, bflo_06870	DANRE12746, DANRE12745, DANRE38507, DANRE00452, DANRE00453
OG0003850	bflo_11358	DANRE10537
OG0003851	bflo_00750	DANRE24600, DANRE24599, DANRE26396
OG0003852	bflo_07596	DANRE25290, DANRE25289, DANRE25291
OG0003853	bflo_21440	DANRE05312, DANRE05311
OG0003854	bflo_02025	DANRE28328, DANRE12790, DANRE12789
OG0003855	bflo_01488	DANRE10176, DANRE10174, DANRE10175
OG0003856	bflo_23888	DANRE35627
OG0003857	bflo_23884	DANRE29893
OG0003858	bflo_16889	DANRE04452, DANRE04453
OG0003859	bflo_01769	DANRE18447, DANRE18446, DANRE18445
OG0003862	bflo_18081	DANRE35801, DANRE35802
OG0003863	bflo_08746	DANRE40797
OG0003864	bflo_17590	DANRE13127
OG0003865	bflo_02430	DANRE42849, DANRE41340, DANRE41339, DANRE41338
OG0003866	bflo_18467, bflo_18468	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	bflo_24398	DANRE31225
OG0003868	bflo_15648	DANRE02600, DANRE21503
OG0003869	bflo_18781	DANRE24691
OG0003870	bflo_10490	DANRE29501, DANRE29502
OG0003871	bflo_21732	DANRE41821, DANRE41822
OG0003872	bflo_16387	DANRE33580
OG0003873	bflo_24827	DANRE10964, DANRE10965, DANRE10963
OG0003874	bflo_06454	DANRE09593
OG0003875	bflo_10585	DANRE13186
OG0003876	bflo_25231	DANRE09822, DANRE09823
OG0003877	bflo_22483	DANRE36315
OG0003878	bflo_11907	DANRE31427, DANRE31426, DANRE40405, DANRE02688, DANRE02689
OG0003879	bflo_01976	DANRE26116, DANRE37629, DANRE37631
OG0003881	bflo_12239	DANRE23015, DANRE23016
OG0003882	bflo_12728	DANRE12769, DANRE12770, DANRE12768
OG0003883	bflo_09030	DANRE04828, DANRE02957, DANRE39402
OG0003884	bflo_08247	DANRE24982, DANRE24981, DANRE24983, DANRE24984, DANRE38541, DANRE38540
OG0003885	bflo_05699	DANRE23957, DANRE23956
OG0003886	bflo_02594	DANRE03464, DANRE03465
OG0003887	bflo_07640	DANRE10423
OG0003888	bflo_17272	DANRE03003, DANRE03004, DANRE03002, DANRE03001
OG0003889	bflo_23775, bflo_22871, bflo_22869	DANRE29440
OG0003890	bflo_14828, bflo_10736	DANRE00279, DANRE20425, DANRE20424
OG0003892	bflo_11576	DANRE31548, DANRE31549
OG0003893	bflo_18061	DANRE05885, DANRE05887, DANRE05886
OG0003894	bflo_15776	DANRE34284
OG0003895	bflo_22849	DANRE29856
OG0003896	bflo_23104	DANRE29376, DANRE29375, DANRE35458
OG0003897	bflo_24684	DANRE26467
OG0003898	bflo_21662	DANRE01941, DANRE01939, DANRE01940
OG0003899	bflo_04990, bflo_04991	DANRE15788
OG0003900	bflo_22302	DANRE00881
OG0003901	bflo_25007	DANRE18344, DANRE18343
OG0003903	bflo_17448	DANRE15774
OG0003904	bflo_08053	DANRE12918
OG0003905	bflo_03154	DANRE25562, DANRE25561
OG0003906	bflo_04877	DANRE21318, DANRE21317, DANRE21319
OG0003907	bflo_15071	DANRE37504
OG0003909	bflo_13163	DANRE18212, DANRE18213
OG0003910	bflo_17784	DANRE14816
OG0003911	bflo_01450	DANRE36887, DANRE36885, DANRE36886
OG0003912	bflo_13927	DANRE22780, DANRE24504, DANRE12988
OG0003913	bflo_25822	DANRE06162
OG0003915	bflo_22605	DANRE15235, DANRE06997, DANRE06996
OG0003916	bflo_12715	DANRE15537, DANRE27984, DANRE14683
OG0003917	bflo_14511	DANRE36320, DANRE36318, DANRE36319
OG0003918	bflo_07118	DANRE20155, DANRE07336, DANRE34528
OG0003920	bflo_17349	DANRE13507, DANRE13508, DANRE13506
OG0003921	bflo_01051	DANRE27254, DANRE27256
OG0003922	bflo_24628, bflo_03949	DANRE41706
OG0003923	bflo_18828	DANRE41776, DANRE41774, DANRE41775
OG0003925	bflo_24965	DANRE14197, DANRE10649, DANRE10648
OG0003926	bflo_24571	DANRE01778
OG0003927	bflo_21017, bflo_21016	DANRE34037
OG0003929	bflo_05243	DANRE39127, DANRE39126
OG0003930	bflo_03015	DANRE25628, DANRE25629
OG0003931	bflo_23064	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003932	bflo_06821	DANRE41855
OG0003933	bflo_12445	DANRE36065, DANRE30948
OG0003934	bflo_25582	DANRE13278
OG0003935	bflo_09457, bflo_07075, bflo_19441	DANRE05444
OG0003937	bflo_09216	DANRE04177, DANRE00588, DANRE39693, DANRE11183, DANRE11182, DANRE33380
OG0003938	bflo_17513	DANRE11347
OG0003939	bflo_25332	DANRE03346
OG0003940	bflo_12482	DANRE39442
OG0003941	bflo_11126	DANRE21275, DANRE31025, DANRE31024, DANRE31023
OG0003942	bflo_17261	DANRE17325, DANRE17324, DANRE17327, DANRE17326
OG0003943	bflo_06013, bflo_05488	DANRE14720, DANRE14718, DANRE14719, DANRE18814, DANRE11116, DANRE11117
OG0003944	bflo_17891	DANRE26350
OG0003945	bflo_23336	DANRE12335, DANRE12334, DANRE36681
OG0003946	bflo_08890	DANRE16868, DANRE15691
OG0003947	bflo_10038, bflo_26937	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003948	bflo_21792	DANRE39685, DANRE39684
OG0003949	bflo_04795, bflo_20040, bflo_04980	DANRE22446, DANRE37005
OG0003950	bflo_04796	DANRE25270
OG0003951	bflo_10924	DANRE40463, DANRE40462
OG0003953	bflo_14350	DANRE20584, DANRE43396, DANRE16259
OG0003954	bflo_06529	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	bflo_15067	DANRE16285, DANRE16284, DANRE16283
OG0003956	bflo_25554	DANRE02182, DANRE02183
OG0003957	bflo_12685	DANRE27155
OG0003958	bflo_07451	DANRE05370, DANRE19939, DANRE19940, DANRE06230, DANRE19659
OG0003959	bflo_16654	DANRE35120, DANRE43205
OG0003960	bflo_03368	DANRE31202, DANRE31201, DANRE24968, DANRE24967
OG0003961	bflo_01052	DANRE27124, DANRE40065
OG0003962	bflo_14558	DANRE15346, DANRE06009, DANRE20526
OG0003964	bflo_16381	DANRE21534
OG0003965	bflo_01681	DANRE11346
OG0003966	bflo_18046	DANRE16607, DANRE16606
OG0003967	bflo_23352	DANRE21964
OG0003968	bflo_09937	DANRE42393, DANRE37375
OG0003969	bflo_11550	DANRE11066, DANRE11065
OG0003970	bflo_08004	DANRE35241, DANRE35240, DANRE35239
OG0003971	bflo_09929	DANRE33922
OG0003972	bflo_13739	DANRE22865, DANRE22866
OG0003973	bflo_07614	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003974	bflo_02985	DANRE25001, DANRE31366, DANRE25187, DANRE38924
OG0003976	bflo_10370	DANRE15778
OG0003979	bflo_13970	DANRE41931
OG0003979	bflo_13702	DANRE10986, DANRE18312
OG0003980	bflo_08627, bflo_03797, bflo_07167, bflo_01166, bflo_00464	DANRE36826, DANRE36827, DANRE36828
OG0003981	bflo_21808, bflo_22063, bflo_22407, bflo_21233, bflo_06431	DANRE09708, DANRE09407, DANRE12641, DANRE12643, DANRE12642
OG0003997	bflo_14358, bflo_17824	DANRE16277, DANRE16275, DANRE16276
OG0003998	bflo_19399	DANRE16820
OG0003999	bflo_00820	DANRE24171, DANRE24172
OG0004000	bflo_02654	DANRE14303, DANRE10250, DANRE10249
OG0004002	bflo_05675	DANRE05932, DANRE05928, DANRE05930, DANRE05933, DANRE05931
OG0004004	bflo_00245	DANRE20285, DANRE20284, DANRE12698, DANRE12699
OG0004005	bflo_05822	DANRE23393, DANRE23392
OG0004007	bflo_25579	DANRE17531, DANRE34274
OG0004009	bflo_08409	DANRE04572
OG0004010	bflo_25494	DANRE00257
OG0004011	bflo_07481	DANRE04959, DANRE33896
OG0004012	bflo_10107	DANRE20086
OG0004014	bflo_01604	DANRE42841, DANRE42839, DANRE42840, DANRE42838
OG0004015	bflo_27508, bflo_25882	DANRE36484, DANRE36483
OG0004016	bflo_02411	DANRE23411, DANRE23410, DANRE23409
OG0004017	bflo_06408	DANRE29671, DANRE29669, DANRE29670
OG0004018	bflo_12053, bflo_12055	DANRE10809, DANRE10810, DANRE10811
OG0004019	bflo_03365	DANRE26375
OG0004020	bflo_21634	DANRE13395, DANRE13394
OG0004021	bflo_20663	DANRE34176
OG0004022	bflo_03904, bflo_18302	DANRE19882, DANRE19881
OG0004024	bflo_22710	DANRE23979, DANRE23981, DANRE23980
OG0004025	bflo_08844	DANRE35212
OG0004027	bflo_19261	DANRE22477, DANRE23101, DANRE03257
OG0004028	bflo_08558	DANRE05053, DANRE05054, DANRE05056, DANRE05055
OG0004029	bflo_19601, bflo_18630	DANRE05899
OG0004031	bflo_16318	DANRE11151, DANRE13424
OG0004032	bflo_22471	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	bflo_10163	DANRE02951, DANRE02950, DANRE05920
OG0004035	bflo_13352	DANRE21263, DANRE13578
OG0004036	bflo_04917	DANRE20096, DANRE38034, DANRE14234
OG0004037	bflo_21736	DANRE36247, DANRE36246
OG0004038	bflo_25870	DANRE21930
OG0004039	bflo_00182	DANRE10161, DANRE10162
OG0004040	bflo_07645	DANRE15831, DANRE15830
OG0004041	bflo_06689	DANRE16723
OG0004042	bflo_01092	DANRE38657, DANRE38655
OG0004043	bflo_18420	DANRE23254
OG0004044	bflo_01005	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004045	bflo_10090	DANRE22126
OG0004046	bflo_20151, bflo_12442	DANRE35326
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	DANRE21333, DANRE21332
OG0004048	bflo_05759	DANRE20080, DANRE06433, DANRE06434
OG0004049	bflo_17743	DANRE06836, DANRE10046, DANRE22341
OG0004050	bflo_12480	DANRE25137
OG0004051	bflo_00363	DANRE29233, DANRE41445, DANRE35765
OG0004052	bflo_07404	DANRE20998, DANRE20999
OG0004053	bflo_06844	DANRE10451, DANRE10452, DANRE10453
OG0004054	bflo_17321	DANRE23307, DANRE07839, DANRE07837
OG0004055	bflo_18239, bflo_18237	DANRE18129, DANRE18130, DANRE18128, DANRE18127
OG0004056	bflo_08362	DANRE12558, DANRE33963
OG0004057	bflo_03481	DANRE31161, DANRE31160
OG0004058	bflo_03305	DANRE18210, DANRE18209, DANRE18208
OG0004059	bflo_09431	DANRE35070, DANRE35069
OG0004060	bflo_10224	DANRE10030, DANRE10031
OG0004061	bflo_25941	DANRE27391
OG0004062	bflo_09235	DANRE06186, DANRE06185, DANRE05295, DANRE00700, DANRE43148
OG0004063	bflo_04519	DANRE30815, DANRE30816, DANRE30817, DANRE30814, DANRE30819, DANRE30813, DANRE30818
OG0004064	bflo_06053	DANRE41678, DANRE41677
OG0004065	bflo_24951	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004066	bflo_16131, bflo_16076	DANRE35641
OG0004067	bflo_21757	DANRE06632
OG0004068	bflo_04452	DANRE39005
OG0004069	bflo_07987	DANRE35213, DANRE35214
OG0004070	bflo_23729	DANRE15504, DANRE15501, DANRE15503
OG0004071	bflo_16403	DANRE34963
OG0004073	bflo_03411	DANRE26024, DANRE30705, DANRE36632
OG0004074	bflo_06358	DANRE22339
OG0004075	bflo_12360	DANRE03376, DANRE03377, DANRE03378
OG0004076	bflo_06535	DANRE15069
OG0004077	bflo_27169, bflo_16619	DANRE34054, DANRE34052, DANRE34053, DANRE34056, DANRE34055, DANRE19436
OG0004079	bflo_15451	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	bflo_18882	DANRE35778, DANRE24628
OG0004081	bflo_21861	DANRE28019, DANRE23662
OG0004083	bflo_19440	DANRE05501, DANRE05502
OG0004084	bflo_14479, bflo_04730	DANRE11402, DANRE17733, DANRE17734, DANRE17736, DANRE17735, DANRE17732
OG0004085	bflo_21712	DANRE15264, DANRE15263
OG0004086	bflo_15527	DANRE05573
OG0004087	bflo_00774	DANRE24876, DANRE24874, DANRE24875, DANRE42789, DANRE42788
OG0004088	bflo_08888	DANRE40011, DANRE43235
OG0004089	bflo_24435	DANRE08809, DANRE08808
OG0004090	bflo_02550	DANRE36859, DANRE23136, DANRE23135
OG0004091	bflo_25537	DANRE35209, DANRE35210
OG0004092	bflo_18722	DANRE23794, DANRE13755
OG0004093	bflo_10011	DANRE19022, DANRE19023
OG0004094	bflo_17070	DANRE34257, DANRE34256, DANRE34258, DANRE34259, DANRE41241, DANRE41242, DANRE41240, DANRE41239, DANRE41238
OG0004095	bflo_08947	DANRE25028, DANRE43192, DANRE25029
OG0004096	bflo_25120, bflo_16105	DANRE17669
OG0004097	bflo_23785	DANRE33765
OG0004098	bflo_25548	DANRE00179, DANRE36368, DANRE36369
OG0004099	bflo_23751	DANRE03606
OG0004100	bflo_10859	DANRE25221, DANRE25220
OG0004101	bflo_02365, bflo_02328	DANRE02022
OG0004102	bflo_10530	DANRE03959
OG0004103	bflo_18116, bflo_01589	DANRE23050
OG0004104	bflo_06763	DANRE35218, DANRE35217, DANRE35219, DANRE21466, DANRE12910
OG0004105	bflo_05301	DANRE14169, DANRE10477, DANRE14170
OG0004108	bflo_14163	DANRE04976, DANRE04975, DANRE04973, DANRE04974
OG0004110	bflo_06903	DANRE05249
OG0004111	bflo_06133	DANRE14732, DANRE18626
OG0004112	bflo_05743	DANRE13978, DANRE13976, DANRE13977
OG0004113	bflo_11906	DANRE40461
OG0004114	bflo_18466	DANRE34872
OG0004115	bflo_24357	DANRE10141, DANRE10142
OG0004116	bflo_14868	DANRE34155
OG0004117	bflo_06359	DANRE27850, DANRE27849
OG0004118	bflo_11032	DANRE31237
OG0004119	bflo_05817	DANRE12211
OG0004120	bflo_06902	DANRE05375, DANRE05376, DANRE05377
OG0004121	bflo_24414	DANRE22939, DANRE27805, DANRE08793, DANRE08792
OG0004122	bflo_16663	DANRE34074, DANRE34075, DANRE19444
OG0004123	bflo_01120	DANRE00959
OG0004124	bflo_01444	DANRE22782, DANRE22783, DANRE24184
OG0004126	bflo_12737	DANRE07400, DANRE07729, DANRE07730
OG0004128	bflo_11243	DANRE36059, DANRE36062, DANRE36061, DANRE36060, DANRE36057, DANRE36058
OG0004129	bflo_11922	DANRE25065, DANRE25063, DANRE25064, DANRE25062
OG0004130	bflo_05927	DANRE09375, DANRE09376, DANRE09377
OG0004131	bflo_16570	DANRE40593
OG0004132	bflo_13046, bflo_13126	DANRE24923, DANRE24922
OG0004133	bflo_21730	DANRE08845, DANRE42087
OG0004134	bflo_09300	DANRE07379, DANRE07380, DANRE07381, DANRE43376
OG0004135	bflo_23100	DANRE30043, DANRE03672, DANRE29872
OG0004136	bflo_25663, bflo_25662	DANRE40774
OG0004137	bflo_05477	DANRE34718
OG0004139	bflo_26265, bflo_12568	DANRE00188, DANRE27643, DANRE01906
OG0004140	bflo_13590	DANRE26029
OG0004142	bflo_11007	DANRE30629
OG0004143	bflo_04320	DANRE19387, DANRE19388, DANRE25179, DANRE37632, DANRE37633
OG0004144	bflo_18803	DANRE09126, DANRE09125, DANRE42052
OG0004145	bflo_17954	DANRE10998, DANRE11779, DANRE18791, DANRE18790
OG0004146	bflo_20192	DANRE34606, DANRE34605
OG0004147	bflo_26420	DANRE42081, DANRE35930
OG0004148	bflo_18685	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004149	bflo_22473	DANRE41833, DANRE41832, DANRE06625, DANRE06626
OG0004150	bflo_09053	DANRE05792
OG0004151	bflo_13322	DANRE25545, DANRE25544, DANRE25543
OG0004153	bflo_07572, bflo_07571	DANRE20163
OG0004154	bflo_05130, bflo_01086	DANRE11687
OG0004156	bflo_12353	DANRE31241, DANRE31240, DANRE31242, DANRE23377, DANRE23376, DANRE35483
OG0004157	bflo_11422	DANRE40282, DANRE40281, DANRE40215, DANRE40214
OG0004158	bflo_02113	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004159	bflo_05541	DANRE13391, DANRE10938
OG0004160	bflo_25508	DANRE26485, DANRE18770
OG0004161	bflo_13481, bflo_27086	DANRE35464
OG0004162	bflo_23463	DANRE15596, DANRE15595, DANRE30052, DANRE30053
OG0004163	bflo_05333, bflo_05332, bflo_10119	DANRE20650, DANRE20649, DANRE39331, DANRE12628, DANRE12626, DANRE12627
OG0004164	bflo_07953	DANRE20575, DANRE05368
OG0004166	bflo_10003	DANRE23367
OG0004167	bflo_06366	DANRE19957, DANRE19956, DANRE06196, DANRE06197
OG0004168	bflo_03869	DANRE08328, DANRE08330, DANRE08329
OG0004169	bflo_23613	DANRE30096
OG0004170	bflo_08931	DANRE34168
OG0004171	bflo_08244	DANRE08068, DANRE08069
OG0004174	bflo_25477	DANRE40570
OG0004176	bflo_07261	DANRE07215, DANRE07216
OG0004178	bflo_11717	DANRE22426, DANRE23062
OG0004179	bflo_23006	DANRE30370, DANRE04292
OG0004180	bflo_19742	DANRE38816, DANRE41685, DANRE35870, DANRE35871
OG0004181	bflo_14869	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	bflo_17268, bflo_17270, bflo_04774	DANRE07705, DANRE07706
OG0004183	bflo_08248	DANRE40848, DANRE40849
OG0004184	bflo_17251	DANRE05779
OG0004185	bflo_21307	DANRE31138, DANRE36620
OG0004186	bflo_07573	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004187	bflo_13222	DANRE12987, DANRE12986, DANRE03435
OG0004188	bflo_11714, bflo_16377	DANRE03766, DANRE11056, DANRE11057
OG0004189	bflo_20223	DANRE40922, DANRE08091, DANRE40920, DANRE40921, DANRE19475
OG0004190	bflo_23894	DANRE30538
OG0004194	bflo_13776, bflo_05208, bflo_11710, bflo_13381, bflo_13229, bflo_22527	DANRE13561
OG0004197	bflo_24807	DANRE35786, DANRE09551, DANRE09552, DANRE14345
OG0004202	bflo_14706, bflo_14653, bflo_22497, bflo_14393, bflo_05124, bflo_14392, bflo_14391, bflo_04225, bflo_04223, bflo_04219, bflo_04180, bflo_04179, bflo_04227, bflo_14707, bflo_26427, bflo_12301, bflo_12302, bflo_12309, bflo_14704, bflo_15097	DANRE12389
OG0004214	bflo_05900	DANRE10156, DANRE10155
OG0004215	bflo_20025	DANRE08211, DANRE01210
OG0004216	bflo_12603	DANRE31388, DANRE31392
OG0004217	bflo_14087	DANRE15764, DANRE15763, DANRE15762
OG0004218	bflo_21045, bflo_20460	DANRE36804, DANRE24073
OG0004219	bflo_02280	DANRE35534
OG0004220	bflo_01267	DANRE19559, DANRE19555, DANRE19557, DANRE19546, DANRE19545
OG0004223	bflo_01727	DANRE13990
OG0004225	bflo_00301	DANRE01728, DANRE27204, DANRE27205
OG0004226	bflo_19811	DANRE05686, DANRE17765, DANRE17766
OG0004227	bflo_25102	DANRE41048, DANRE41049, DANRE41047, DANRE41050
OG0004228	bflo_01224	DANRE11401, DANRE17731
OG0004229	bflo_07812	DANRE03287, DANRE03286, DANRE11209, DANRE06138, DANRE06139
OG0004230	bflo_14845	DANRE07988, DANRE07987, DANRE34148
OG0004231	bflo_05384	DANRE29877, DANRE29878
OG0004232	bflo_10173	DANRE06060
OG0004233	bflo_24143	DANRE08640, DANRE08639, DANRE08638, DANRE02838
OG0004234	bflo_24057, bflo_24055	DANRE08774, DANRE08775
OG0004235	bflo_23719	DANRE03089
OG0004236	bflo_07373	DANRE35563
OG0004237	bflo_14843	DANRE15924
OG0004239	bflo_16055	DANRE41351
OG0004240	bflo_14064	DANRE05545, DANRE05544, DANRE07266, DANRE07267
OG0004241	bflo_22009	DANRE42257, DANRE16587
OG0004242	bflo_05828	DANRE15158, DANRE15159
OG0004243	bflo_02341	DANRE03711, DANRE03710, DANRE29826, DANRE29827
OG0004244	bflo_11658	DANRE01630
OG0004245	bflo_10377	DANRE05322
OG0004246	bflo_23079	DANRE03879
OG0004247	bflo_19177, bflo_17721	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867
OG0004248	bflo_24542, bflo_24543	DANRE23609
OG0004249	bflo_14267	DANRE19293
OG0004250	bflo_20438	DANRE05878
OG0004251	bflo_16457	DANRE36303, DANRE26629
OG0004252	bflo_03055	DANRE30850
OG0004253	bflo_21064	DANRE03888, DANRE19905, DANRE07707
OG0004254	bflo_08133	DANRE00107, DANRE00106
OG0004255	bflo_25003	DANRE02663
OG0004256	bflo_09197, bflo_09196, bflo_10282, bflo_11154, bflo_10502, bflo_08861, bflo_16667, bflo_10503, bflo_08860, bflo_09906	DANRE30838, DANRE30837, DANRE30839, DANRE30840
OG0004257	bflo_01868	DANRE19570, DANRE19569, DANRE19572
OG0004258	bflo_14122	DANRE16049, DANRE16050
OG0004259	bflo_03895	DANRE37622, DANRE12712
