Orthogroup	BRAFL	YEAST
OG0002953	bflo_11098	YEAST03034
OG0002957	bflo_21819, bflo_21211	YEAST03253
OG0002960	bflo_16007	YEAST05502
OG0002965	bflo_01675, bflo_07078	YEAST03804
OG0002966	bflo_16916	YEAST06059
OG0002968	bflo_16573, bflo_17865	YEAST00199
OG0002969	bflo_19693, bflo_19691, bflo_19692	YEAST00655
OG0002982	bflo_17282	YEAST02471
OG0002984	bflo_23742	YEAST00961, YEAST01144
OG0002985	bflo_14855	YEAST02147
OG0002987	bflo_08736	YEAST02970, YEAST00081, YEAST02488
OG0002991	bflo_07835	YEAST03345, YEAST01842
OG0002997	bflo_25686	YEAST02374
OG0003001	bflo_02143	YEAST01497
OG0003004	bflo_10517	YEAST02183
OG0003006	bflo_23446	YEAST00899
OG0003010	bflo_04794	YEAST03035
OG0003012	bflo_05326	YEAST04512
OG0003016	bflo_14974	YEAST04810
OG0003017	bflo_09191, bflo_09195	YEAST02213
OG0003018	bflo_14657, bflo_17790	YEAST01635, YEAST01949
OG0003020	bflo_12891	YEAST04851
OG0003027	bflo_01434	YEAST05498
OG0003028	bflo_02463	YEAST05822
OG0003029	bflo_13998	YEAST04523
OG0003033	bflo_17532	YEAST02457, YEAST02640
OG0003039	bflo_05560, bflo_05558, bflo_06154	YEAST00055
OG0003043	bflo_14220	YEAST02551
OG0003046	bflo_11903	YEAST01632
OG0003054	bflo_22442	YEAST04909, YEAST05341
OG0003056	bflo_18212	YEAST02257
OG0003059	bflo_08502	YEAST02832, YEAST03675
OG0003063	bflo_11663	YEAST00204
OG0003066	bflo_03016	YEAST00969
OG0003067	bflo_10237	YEAST03159
OG0003072	bflo_12228	YEAST05076
OG0003073	bflo_04952, bflo_06059	YEAST00167
OG0003079	bflo_06301	YEAST01019
OG0003101	bflo_01542	YEAST01357
OG0003104	bflo_16005	YEAST00861
OG0003105	bflo_07269	YEAST04282
OG0003106	bflo_19114	YEAST03619
OG0003107	bflo_12594	YEAST00029
OG0003108	bflo_23281	YEAST00796
OG0003110	bflo_22448	YEAST02197
OG0003114	bflo_20937	YEAST00453, YEAST02426
OG0003119	bflo_09328	YEAST00778
OG0003121	bflo_05128	YEAST03190
OG0003126	bflo_25347	YEAST00300
OG0003131	bflo_20297	YEAST04435, YEAST04350
OG0003135	bflo_11156	YEAST02069
OG0003138	bflo_18045, bflo_24475	YEAST01790, YEAST00784
OG0003145	bflo_16411	YEAST06012
OG0003147	bflo_10687	YEAST03729
OG0003153	bflo_13277	YEAST05438
OG0003154	bflo_15309, bflo_20484, bflo_01436	YEAST00694
OG0003157	bflo_14340	YEAST01203
OG0003164	bflo_15147	YEAST05549, YEAST04492
OG0003169	bflo_05306, bflo_26358	YEAST04410
OG0003172	bflo_19337	YEAST06030
OG0003174	bflo_15477	YEAST06178
OG0003178	bflo_21644	YEAST05823
OG0003179	bflo_07971	YEAST00905
OG0003182	bflo_13801	YEAST05565
OG0003189	bflo_17966, bflo_17711	YEAST00820
OG0003190	bflo_26454, bflo_00272	YEAST02550
OG0003191	bflo_02395	YEAST01068
OG0003193	bflo_22117	YEAST02494
OG0003197	bflo_21320	YEAST06274
OG0003199	bflo_11640	YEAST04961
OG0003207	bflo_11574	YEAST04056
OG0003212	bflo_11237, bflo_11720	YEAST05531
OG0003214	bflo_15011	YEAST03701
OG0003215	bflo_23368	YEAST04373
OG0003218	bflo_21266	YEAST04068
OG0003219	bflo_14338	YEAST01656
OG0003220	bflo_17426	YEAST03417, YEAST00186
OG0003221	bflo_01510	YEAST05064
OG0003223	bflo_13052	YEAST04472
OG0003228	bflo_11373	YEAST06187
OG0003230	bflo_10210	YEAST05487
OG0003234	bflo_14580, bflo_14579	YEAST00760
OG0003235	bflo_14854	YEAST06282
OG0003251	bflo_12651	YEAST05338, YEAST04904
OG0003254	bflo_05940	YEAST03911
OG0003257	bflo_05917, bflo_05925	YEAST02741
OG0003263	bflo_23703	YEAST05333
OG0003264	bflo_04822	YEAST03398
OG0003266	bflo_10178	YEAST05585
OG0003267	bflo_26847, bflo_07095	YEAST02516
OG0003270	bflo_12004	YEAST01372, YEAST05351, YEAST01476
OG0003277	bflo_11010	YEAST03706
OG0003283	bflo_27041, bflo_12474	YEAST02779
OG0003284	bflo_02462	YEAST02184
OG0003287	bflo_03086	YEAST00166
OG0003288	bflo_14155	YEAST05062
OG0003290	bflo_07091	YEAST06325
OG0003293	bflo_00129	YEAST04930
OG0003300	bflo_03067, bflo_03066	YEAST03316
OG0003301	bflo_01141	YEAST03267
OG0003302	bflo_07345	YEAST04633
OG0003303	bflo_15649	YEAST05878
OG0003304	bflo_18183, bflo_25914, bflo_18739	YEAST01018
OG0003316	bflo_24864	YEAST04887
OG0003317	bflo_23280, bflo_23472	YEAST03051
OG0003318	bflo_11452	YEAST02158
OG0003332	bflo_06531	YEAST02945, YEAST00447
OG0003335	bflo_16036	YEAST01260
OG0003340	bflo_00966	YEAST04972
OG0003341	bflo_13784	YEAST00990
OG0003343	bflo_21197	YEAST04356, YEAST06258
OG0003344	bflo_06379	YEAST04764
OG0003348	bflo_01497	YEAST02844
OG0003349	bflo_08162	YEAST00235, YEAST04798
OG0003356	bflo_13961	YEAST02937
OG0003357	bflo_10674	YEAST04240, YEAST02522
OG0003364	bflo_03561	YEAST00730
OG0003366	bflo_23663	YEAST05276, YEAST03075
OG0003373	bflo_04729	YEAST03755
OG0003374	bflo_01562	YEAST03627
OG0003375	bflo_05681	YEAST03722
OG0003377	bflo_09240, bflo_09241	YEAST03340
OG0003380	bflo_20421	YEAST00529
OG0003381	bflo_09923	YEAST03447, YEAST01380
OG0003382	bflo_03233	YEAST01627
OG0003386	bflo_24755	YEAST02725
OG0003425	bflo_06597	YEAST05084
OG0003426	bflo_17220	YEAST05251
OG0003428	bflo_15063	YEAST04550, YEAST01154
OG0003429	bflo_03695	YEAST05921
OG0003430	bflo_10656	YEAST04732
OG0003434	bflo_00872	YEAST02689
OG0003435	bflo_21768	YEAST05483
OG0003441	bflo_12321	YEAST05981
OG0003443	bflo_23995	YEAST06032
OG0003454	bflo_18619	YEAST04088
OG0003458	bflo_05669, bflo_03987	YEAST00169
OG0003461	bflo_10235	YEAST05752, YEAST04759
OG0003463	bflo_24804	YEAST02371
OG0003464	bflo_22976	YEAST05120
OG0003465	bflo_16970	YEAST02874
OG0003467	bflo_12624	YEAST01278
OG0003477	bflo_05188	YEAST03665
OG0003483	bflo_15095	YEAST06074
OG0003487	bflo_10772	YEAST03066
OG0003491	bflo_22547	YEAST03514
OG0003493	bflo_25210	YEAST01076
OG0003497	bflo_06218	YEAST00758
OG0003498	bflo_01724	YEAST05680
OG0003500	bflo_07514, bflo_20102	YEAST03303, YEAST02683
OG0003501	bflo_25164	YEAST01421
OG0003502	bflo_20275	YEAST02519
OG0003503	bflo_23296	YEAST00400
OG0003505	bflo_12682	YEAST00697
OG0003509	bflo_24353	YEAST02850
OG0003515	bflo_14188	YEAST00923
OG0003518	bflo_25746	YEAST04809
OG0003523	bflo_24396	YEAST05393
OG0003531	bflo_24099	YEAST00465
OG0003532	bflo_09668	YEAST05810
OG0003539	bflo_11094	YEAST03774
OG0003541	bflo_13586	YEAST01314
OG0003543	bflo_03236, bflo_03111	YEAST01290
OG0003544	bflo_07217	YEAST00251
OG0003550	bflo_00232	YEAST06166
OG0003551	bflo_25362	YEAST01826
OG0003552	bflo_16108	YEAST04163
OG0003556	bflo_06642	YEAST05216
OG0003560	bflo_11890	YEAST02357, YEAST05925
OG0003561	bflo_04334	YEAST06100
OG0003562	bflo_01200	YEAST00960
OG0003565	bflo_25721	YEAST03392
OG0003567	bflo_04792	YEAST04838
OG0003568	bflo_20229	YEAST04328
OG0003570	bflo_26249	YEAST03562, YEAST04635
OG0003571	bflo_05241	YEAST05553
OG0003573	bflo_20068	YEAST00597
OG0003578	bflo_20566, bflo_14712	YEAST05031
OG0003579	bflo_07074	YEAST05446
OG0003582	bflo_10944	YEAST03174
OG0003598	bflo_16711	YEAST00803
OG0003599	bflo_06072	YEAST04133
OG0003603	bflo_23649	YEAST03529
OG0003610	bflo_01164	YEAST02573
OG0003611	bflo_09170	YEAST01054
OG0003612	bflo_25558	YEAST00808
OG0003613	bflo_12262	YEAST02366
OG0003615	bflo_26275	YEAST01638
OG0003618	bflo_01473	YEAST00747
OG0003619	bflo_14248	YEAST04756
OG0003624	bflo_11072	YEAST00147
OG0003630	bflo_20004	YEAST04845
OG0003632	bflo_03937	YEAST02125
OG0003638	bflo_17869	YEAST00956
OG0003641	bflo_13272	YEAST04061, YEAST01158
OG0003643	bflo_10320, bflo_24819, bflo_24817, bflo_09628, bflo_02964, bflo_24044	YEAST03144
OG0003644	bflo_16458	YEAST01545
OG0003645	bflo_14727	YEAST05809, YEAST05493
OG0003646	bflo_03551	YEAST02349
OG0003647	bflo_06536	YEAST04352, YEAST04433
OG0003649	bflo_06468	YEAST00203
OG0003650	bflo_21715	YEAST00737, YEAST04997
OG0003659	bflo_02419	YEAST00140
OG0003661	bflo_26559, bflo_21119	YEAST02758
OG0003664	bflo_23017, bflo_23489	YEAST03791
OG0003668	bflo_06147	YEAST06168
OG0003669	bflo_25341	YEAST02813
OG0003672	bflo_23403	YEAST03137
OG0003676	bflo_15747, bflo_04781, bflo_04777	YEAST03110
OG0003678	bflo_25551	YEAST02330
OG0003679	bflo_02036, bflo_13294	YEAST03223
OG0003682	bflo_07489	YEAST00571
OG0003687	bflo_19027	YEAST02527, YEAST04246
OG0003688	bflo_24589, bflo_24522	YEAST01333, YEAST05362, YEAST00376
OG0003689	bflo_19565	YEAST04232
OG0003690	bflo_13292	YEAST01162
OG0003692	bflo_09441	YEAST00692
OG0003693	bflo_11485	YEAST05304
OG0003694	bflo_07368	YEAST01453
OG0003696	bflo_11319	YEAST05704
OG0003697	bflo_23717	YEAST04962
OG0003698	bflo_10629	YEAST03764, YEAST03185
OG0003703	bflo_03241	YEAST00683
OG0003710	bflo_18086	YEAST02077
OG0003712	bflo_23878	YEAST02114
OG0003713	bflo_02056	YEAST01549, YEAST03807
OG0003716	bflo_24004	YEAST02390
OG0003718	bflo_02164	YEAST05772
OG0003719	bflo_04239	YEAST06338
OG0003721	bflo_09733	YEAST04960
OG0003724	bflo_24348	YEAST02365, YEAST06120
OG0003729	bflo_02888	YEAST01543
OG0003731	bflo_09228	YEAST04486
OG0003733	bflo_25583	YEAST03492
OG0003734	bflo_15650	YEAST02809, YEAST03842
OG0003735	bflo_17363	YEAST06115
OG0003738	bflo_23120, bflo_23509	YEAST05605
OG0003740	bflo_09974	YEAST01029
OG0003741	bflo_10194	YEAST01379
OG0003743	bflo_17350	YEAST06008, YEAST05688
OG0003744	bflo_11052	YEAST01207
OG0003745	bflo_13758, bflo_07859	YEAST02618
OG0003749	bflo_09949, bflo_09953	YEAST04441
OG0003750	bflo_14314	YEAST00149
OG0003756	bflo_13745	YEAST01878
OG0003759	bflo_25051	YEAST03315
OG0003767	bflo_13723, bflo_13725, bflo_13724	YEAST01933, YEAST01650
OG0003769	bflo_13838	YEAST01999
OG0003770	bflo_14290	YEAST01234, YEAST03860
OG0003778	bflo_03437	YEAST05796
OG0003779	bflo_10120	YEAST04431
OG0003806	bflo_23190, bflo_00688	YEAST02367
OG0003807	bflo_23696	YEAST04265, YEAST03128
OG0003808	bflo_01527	YEAST01201
OG0003811	bflo_14145	YEAST00417
OG0003812	bflo_24338	YEAST00287
OG0003813	bflo_08536	YEAST00254
OG0003818	bflo_26938, bflo_10045	YEAST04318
OG0003824	bflo_01655	YEAST01468
OG0003828	bflo_16758	YEAST02448
OG0003829	bflo_16298	YEAST02032, YEAST01031
OG0003831	bflo_15015	YEAST03010, YEAST05137, YEAST02344
OG0003834	bflo_13313	YEAST06322
OG0003837	bflo_04359	YEAST02586
OG0003838	bflo_14249	YEAST03413
OG0003839	bflo_15827	YEAST01736
OG0003844	bflo_05707	YEAST06054
OG0003846	bflo_08816	YEAST00356
OG0003848	bflo_27156, bflo_15576	YEAST01654
OG0003850	bflo_11358	YEAST00228
OG0003851	bflo_00415, bflo_00554, bflo_00750	YEAST06169
OG0003852	bflo_07596	YEAST03296
OG0003853	bflo_21440	YEAST06251
OG0003855	bflo_01488	YEAST04936
OG0003856	bflo_23888	YEAST03934, YEAST02710
OG0003858	bflo_16889	YEAST01401
OG0003866	bflo_18467, bflo_18468	YEAST01895
OG0003867	bflo_24398	YEAST03558
OG0003868	bflo_15648	YEAST01448
OG0003869	bflo_18781	YEAST02771
OG0003875	bflo_10585	YEAST05070
OG0003876	bflo_25231	YEAST02423
OG0003877	bflo_22483	YEAST04860, YEAST05867, YEAST03825
OG0003879	bflo_01976	YEAST00463
OG0003881	bflo_12239	YEAST03851
OG0003882	bflo_12728	YEAST03663
OG0003886	bflo_02594	YEAST06023
OG0003887	bflo_07640	YEAST00028
OG0003893	bflo_18061	YEAST05028
OG0003897	bflo_24684	YEAST01270
OG0003899	bflo_04990, bflo_04991	YEAST04954
OG0003904	bflo_13785, bflo_08053	YEAST01732
OG0003907	bflo_15071, bflo_14277	YEAST02999, YEAST02288
OG0003910	bflo_17784	YEAST03780
OG0003911	bflo_01450	YEAST00032
OG0003913	bflo_25822	YEAST03258
OG0003918	bflo_07118	YEAST00058
OG0003921	bflo_01051	YEAST06181
OG0003926	bflo_24571	YEAST04138
OG0003929	bflo_07561, bflo_05243	YEAST04489, YEAST01422
OG0003930	bflo_03015	YEAST03969
OG0003931	bflo_23064	YEAST01142
OG0003934	bflo_25582	YEAST00084
OG0003938	bflo_17513	YEAST01566, YEAST05133
OG0003939	bflo_25332	YEAST03211
OG0003944	bflo_17891	YEAST01186
OG0003946	bflo_08890	YEAST03220
OG0003947	bflo_10038, bflo_26937	YEAST06266, YEAST05428
OG0003949	bflo_04795, bflo_20040, bflo_04980	YEAST01888
OG0003950	bflo_04796	YEAST01409
OG0003954	bflo_06529	YEAST02764
OG0003955	bflo_15067	YEAST03951
OG0003959	bflo_16654, bflo_16392	YEAST02778
OG0003961	bflo_01052	YEAST01991
OG0003967	bflo_23352	YEAST05935
OG0003969	bflo_11550	YEAST02146
OG0003971	bflo_09929	YEAST00520
OG0003972	bflo_13739	YEAST06331
OG0003973	bflo_07614	YEAST06329
OG0003999	bflo_00820	YEAST05604
OG0004000	bflo_02654	YEAST06060
OG0004005	bflo_05822	YEAST06216
OG0004007	bflo_25579	YEAST01456
OG0004012	bflo_10107	YEAST00755
OG0004017	bflo_06408	YEAST03019
OG0004023	bflo_13771, bflo_13445	YEAST04349
OG0004027	bflo_19261	YEAST03587
OG0004032	bflo_22471	YEAST02562
OG0004033	bflo_10163	YEAST02572
OG0004035	bflo_13352	YEAST02134
OG0004037	bflo_21736	YEAST03371
OG0004042	bflo_01092	YEAST05578
OG0004044	bflo_01005	YEAST05367
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	YEAST02496
OG0004051	bflo_00363	YEAST01772
OG0004052	bflo_07404	YEAST03705
OG0004054	bflo_17321	YEAST05576
OG0004056	bflo_08362	YEAST05698
OG0004057	bflo_03481	YEAST05620
OG0004059	bflo_09431	YEAST00030
OG0004065	bflo_24951	YEAST00772
OG0004067	bflo_21757	YEAST02665
OG0004068	bflo_04452	YEAST03461
OG0004071	bflo_16403	YEAST02893
OG0004072	bflo_19459	YEAST02440
OG0004075	bflo_12360	YEAST02332
OG0004076	bflo_06535	YEAST05461
OG0004079	bflo_15451	YEAST04385
OG0004080	bflo_18882	YEAST00812
OG0004082	bflo_00978	YEAST00063, YEAST05409
OG0004090	bflo_02550	YEAST02301, YEAST02021
OG0004091	bflo_25644, bflo_25537	YEAST04715
OG0004092	bflo_18722	YEAST03564, YEAST06307
OG0004096	bflo_25120, bflo_16105, bflo_16136	YEAST00160
OG0004097	bflo_23785	YEAST05039
OG0004101	bflo_02365, bflo_02328	YEAST03547, YEAST02901
OG0004102	bflo_10530	YEAST05787
OG0004103	bflo_18116, bflo_01589	YEAST05061
OG0004105	bflo_05301	YEAST01700, YEAST01565
OG0004110	bflo_06903	YEAST02825
OG0004113	bflo_11906	YEAST02059
OG0004115	bflo_24357	YEAST00325
OG0004116	bflo_14868	YEAST00481
OG0004118	bflo_11032	YEAST01855
OG0004119	bflo_05817	YEAST02170
OG0004120	bflo_06902	YEAST01953
OG0004123	bflo_01120	YEAST04761
OG0004124	bflo_01444	YEAST01139
OG0004130	bflo_05927	YEAST03149
OG0004134	bflo_09300	YEAST05611
OG0004136	bflo_25663, bflo_25662	YEAST01084
OG0004142	bflo_11007	YEAST05774
OG0004148	bflo_18685	YEAST00867
OG0004150	bflo_09053	YEAST04690
OG0004151	bflo_13322	YEAST04284
OG0004153	bflo_07572, bflo_07571	YEAST05958, YEAST04386, YEAST00290
OG0004154	bflo_05130, bflo_01086	YEAST05587
OG0004158	bflo_02113	YEAST03379
OG0004161	bflo_13481, bflo_27086	YEAST04124
OG0004162	bflo_23463	YEAST04517
OG0004164	bflo_07953	YEAST05923
OG0004166	bflo_10003	YEAST00189
OG0004168	bflo_03869	YEAST03028
OG0004169	bflo_23613	YEAST05813
OG0004170	bflo_08931	YEAST05906
OG0004171	bflo_08244	YEAST04501
OG0004179	bflo_23006	YEAST01050
OG0004181	bflo_14869	YEAST03406
OG0004182	bflo_27213, bflo_17268, bflo_17270, bflo_04774	YEAST03699
OG0004184	bflo_17251	YEAST00127
OG0004186	bflo_07573	YEAST04981
OG0004188	bflo_11714, bflo_16377	YEAST02761
OG0004215	bflo_20025	YEAST04590
OG0004217	bflo_14087	YEAST01257
OG0004219	bflo_02280	YEAST00912
OG0004230	bflo_14845	YEAST02220
OG0004232	bflo_10173	YEAST05931
OG0004236	bflo_07373	YEAST05432
OG0004237	bflo_14843	YEAST04445, YEAST04344
OG0004239	bflo_16055	YEAST05144
OG0004243	bflo_02341	YEAST00306
OG0004245	bflo_10377	YEAST00859
OG0004248	bflo_24542, bflo_24543	YEAST03678
OG0004249	bflo_14267	YEAST02740
OG0004250	bflo_20438	YEAST05543
OG0004252	bflo_03055	YEAST05178
OG0004254	bflo_08133	YEAST03900
OG0004258	bflo_14122	YEAST00665
OG0004259	bflo_03895	YEAST03730
OG0004262	bflo_17291	YEAST02368
OG0004268	bflo_13534	YEAST00496
OG0004269	bflo_23956	YEAST04758
OG0004273	bflo_23163	YEAST02547
OG0004278	bflo_26456	YEAST00243
OG0004280	bflo_05742, bflo_18667	YEAST05895
OG0004282	bflo_01697	YEAST02575, YEAST06242
OG0004283	bflo_14369	YEAST04184
OG0004287	bflo_22517	YEAST01708
OG0004289	bflo_16900	YEAST05719
OG0004291	bflo_09709	YEAST00852
OG0004292	bflo_24769	YEAST02537
OG0004295	bflo_25243	YEAST05946
OG0004297	bflo_01520	YEAST01463
OG0004301	bflo_21149	YEAST03850
OG0004302	bflo_20299	YEAST05203
OG0004303	bflo_21593	YEAST02492
OG0004304	bflo_10723	YEAST02425, YEAST05929
OG0004305	bflo_05913	YEAST02123
OG0004307	bflo_23131	YEAST04592
OG0004308	bflo_17611	YEAST04835
OG0004309	bflo_07674	YEAST05924
OG0004310	bflo_07406	YEAST05001
OG0004312	bflo_18032	YEAST03330
OG0004314	bflo_15802	YEAST00500
OG0004324	bflo_01085	YEAST04322
OG0004330	bflo_18848	YEAST06277
OG0004331	bflo_18890	YEAST06230
OG0004333	bflo_01460	YEAST01391
OG0004335	bflo_14442	YEAST01057
OG0004337	bflo_09505	YEAST05652
OG0004338	bflo_14114	YEAST05023
OG0004344	bflo_07396	YEAST02441
OG0004345	bflo_16427	YEAST04894
OG0004347	bflo_20345	YEAST04515
OG0004348	bflo_21350	YEAST03956
OG0004350	bflo_18288, bflo_18444	YEAST04742
OG0004351	bflo_24757	YEAST04167
OG0004353	bflo_24646	YEAST05143
OG0004356	bflo_23965, bflo_24929	YEAST02877
OG0004357	bflo_11494	YEAST02304
OG0004358	bflo_11539	YEAST01304
OG0004359	bflo_15102	YEAST01873
OG0004364	bflo_13993	YEAST00647
OG0004366	bflo_12765	YEAST01097
OG0004369	bflo_16942	YEAST04013
OG0004370	bflo_21301	YEAST02378
OG0004374	bflo_20012	YEAST00556
OG0004377	bflo_19356	YEAST05181
OG0004378	bflo_07641	YEAST03291
OG0004379	bflo_09448	YEAST02180, YEAST04152
OG0004382	bflo_06113	YEAST03218
OG0004394	bflo_14723	YEAST00619
OG0004396	bflo_24471	YEAST01668
OG0004400	bflo_01509	YEAST03238, YEAST03731
OG0004401	bflo_00348	YEAST04219
OG0004404	bflo_21918	YEAST00833, YEAST00883
OG0004417	bflo_25703	YEAST03358
OG0004425	bflo_02356	YEAST04958
OG0004426	bflo_13509	YEAST01028
OG0004460	bflo_12840	YEAST06162
OG0004462	bflo_21993	YEAST03397
OG0004468	bflo_20382	YEAST04439
OG0004472	bflo_10789	YEAST06199
OG0004479	bflo_13215	YEAST00474
OG0004484	bflo_24462	YEAST01989
OG0004486	bflo_12928	YEAST00968
OG0004489	bflo_11412	YEAST03700
OG0004490	bflo_16236, bflo_03321	YEAST02887
OG0004492	bflo_20550	YEAST05415, YEAST01368
OG0004494	bflo_22629	YEAST03738
OG0004495	bflo_13385	YEAST00946
OG0004498	bflo_13885	YEAST02716
OG0004500	bflo_06052	YEAST04651
OG0004503	bflo_14782	YEAST02385
OG0004505	bflo_02172, bflo_02171	YEAST01701
OG0004506	bflo_23062	YEAST06061
OG0004507	bflo_06594	YEAST04994
OG0004512	bflo_23496, bflo_16546	YEAST01510
OG0004513	bflo_08350	YEAST04235
OG0004515	bflo_26975, bflo_10817	YEAST05737
OG0004519	bflo_11096	YEAST01596
OG0004520	bflo_21786	YEAST06001, YEAST05696
OG0004525	bflo_15861	YEAST03937
OG0004526	bflo_15645	YEAST02603
OG0004529	bflo_24826	YEAST03981
OG0004535	bflo_06382	YEAST02221
OG0004538	bflo_06518	YEAST02750
OG0004541	bflo_17993	YEAST02645, YEAST03788, YEAST04781
OG0004542	bflo_09402	YEAST04816, YEAST04623
OG0004545	bflo_16418	YEAST02071
OG0004546	bflo_06485	YEAST04485
OG0004551	bflo_23479	YEAST00426
OG0004554	bflo_24473	YEAST05640, YEAST04172
OG0004559	bflo_23454	YEAST04428
OG0004563	bflo_01881	YEAST04325
OG0004566	bflo_05496	YEAST02192
OG0004567	bflo_01420	YEAST05747
OG0004571	bflo_00878	YEAST02127
OG0004573	bflo_20186	YEAST00677
OG0004577	bflo_12511	YEAST02283
OG0004579	bflo_11289	YEAST00134
OG0004581	bflo_22410	YEAST03583, YEAST04618
OG0004582	bflo_25760, bflo_25502	YEAST04377
OG0004583	bflo_26211	YEAST05833
OG0004584	bflo_18182	YEAST03457
OG0004585	bflo_13881	YEAST01153
OG0004590	bflo_20267	YEAST03622, YEAST00886
OG0004593	bflo_10126	YEAST01231
OG0004606	bflo_01880	YEAST05926
OG0004609	bflo_20965	YEAST05326
OG0004610	bflo_06351	YEAST04487, YEAST01427
OG0004611	bflo_14611	YEAST04613
OG0004612	bflo_00158	YEAST02359
OG0004616	bflo_02456	YEAST00250, YEAST02830
OG0004619	bflo_18891	YEAST03531
OG0004621	bflo_11024	YEAST00178
OG0004623	bflo_06270, bflo_19298	YEAST04421
OG0004626	bflo_13446	YEAST00427
OG0004630	bflo_18024	YEAST01322, YEAST02951
OG0004633	bflo_24095	YEAST03510
OG0004634	bflo_24560	YEAST00262, YEAST00249
OG0004635	bflo_16335	YEAST02703
OG0004639	bflo_17059	YEAST02924
OG0004648	bflo_12258	YEAST04721, YEAST05892
OG0004649	bflo_20493	YEAST02284
OG0004651	bflo_17981	YEAST01146
OG0004654	bflo_09378	YEAST00988
OG0004655	bflo_09012	YEAST01640
OG0004656	bflo_05812	YEAST04281
OG0004657	bflo_24670	YEAST00473
OG0004658	bflo_17408	YEAST04140
OG0004659	bflo_11250	YEAST02251
OG0004660	bflo_18417	YEAST06221, YEAST00721
OG0004663	bflo_20810	YEAST01161
OG0004664	bflo_16198	YEAST05162
OG0004668	bflo_04113	YEAST01610
OG0004669	bflo_17570	YEAST00949
OG0004670	bflo_02470	YEAST03416
OG0004671	bflo_20944	YEAST02606
OG0004674	bflo_05749	YEAST05448
OG0004675	bflo_06236	YEAST05072, YEAST02983
OG0004676	bflo_05171	YEAST05785, YEAST00056, YEAST02694
OG0004678	bflo_15606	YEAST02777, YEAST04846
OG0004682	bflo_08235	YEAST02876
OG0004683	bflo_06703	YEAST00676
OG0004684	bflo_18861	YEAST05643
OG0004685	bflo_05949	YEAST04200
OG0004687	bflo_11035	YEAST00982
OG0004691	bflo_11450	YEAST00819
OG0004699	bflo_03925	YEAST05453
OG0004702	bflo_21187, bflo_04948	YEAST03387
OG0004703	bflo_02735	YEAST00841
OG0004705	bflo_14925	YEAST05591
OG0004708	bflo_00244	YEAST04540
OG0004711	bflo_15142	YEAST03281
OG0004715	bflo_04075, bflo_04885, bflo_04105, bflo_04114, bflo_06749, bflo_06020, bflo_06731, bflo_06735, bflo_04883, bflo_06145, bflo_05482, bflo_19563, bflo_06271, bflo_06743, bflo_06040	YEAST00409
OG0004728	bflo_13486	YEAST04662, YEAST00882
OG0004733	bflo_06188	YEAST06337
OG0004735	bflo_25045	YEAST04508
OG0004739	bflo_13471	YEAST01817
OG0004740	bflo_10418	YEAST04029
OG0004743	bflo_15127	YEAST04299
OG0004747	bflo_12691	YEAST01134
OG0004748	bflo_01673	YEAST03942
OG0004749	bflo_13392	YEAST05904
OG0004753	bflo_09370	YEAST04746
OG0004755	bflo_21777	YEAST03690
OG0004756	bflo_01688	YEAST03704
OG0004759	bflo_12064	YEAST02912
OG0004760	bflo_01599	YEAST01847
OG0004764	bflo_26083	YEAST04443, YEAST04345
OG0004765	bflo_02347, bflo_25288	YEAST02487
OG0004766	bflo_10868	YEAST01053
OG0004767	bflo_23754, bflo_23555	YEAST03559
OG0004768	bflo_14539	YEAST02666
OG0004769	bflo_05382, bflo_15999	YEAST06228
OG0004770	bflo_04459, bflo_03900	YEAST03432
OG0004774	bflo_22864	YEAST06062
OG0004785	bflo_19212	YEAST04153
OG0004786	bflo_19673	YEAST01015
OG0004787	bflo_17213	YEAST02164
OG0004792	bflo_18016	YEAST02299
OG0004795	bflo_20953	YEAST02163
OG0004797	bflo_04765	YEAST00371
OG0004805	bflo_21807	YEAST03570
OG0004808	bflo_24087	YEAST02354
OG0004811	bflo_11368	YEAST01683
OG0004814	bflo_18711	YEAST05710
OG0004816	bflo_09257	YEAST04664
OG0004819	bflo_01447	YEAST00279
OG0004820	bflo_04335	YEAST05404
OG0004822	bflo_04058	YEAST03199
OG0004833	bflo_07551	YEAST01309
OG0004836	bflo_20378	YEAST00658
OG0004840	bflo_15568	YEAST01399
OG0004841	bflo_12560	YEAST01375
OG0004842	bflo_06212	YEAST05083
OG0004843	bflo_13843	YEAST03163
OG0004844	bflo_09755	YEAST01571
OG0004848	bflo_10512	YEAST02387
OG0004849	bflo_17431	YEAST06335
OG0004850	bflo_08911	YEAST05082, YEAST02977
OG0004851	bflo_05688	YEAST02907
OG0004852	bflo_15961	YEAST00825
OG0004854	bflo_14278	YEAST00889, YEAST04304
OG0004855	bflo_21051	YEAST03252
OG0004856	bflo_14646	YEAST05973
OG0004858	bflo_20586	YEAST04268
OG0004863	bflo_10166	YEAST00862
OG0004864	bflo_11500	YEAST00264
OG0004874	bflo_12683	YEAST04564
OG0004875	bflo_26219	YEAST02491
OG0004877	bflo_15518	YEAST05247
OG0004879	bflo_21810	YEAST01311
OG0004880	bflo_23275	YEAST06046
OG0004881	bflo_24775	YEAST00141
OG0004886	bflo_21794	YEAST05077
OG0004887	bflo_05853	YEAST05734
OG0004893	bflo_05758	YEAST04667, YEAST00405
OG0004896	bflo_16531	YEAST06193
