Orthogroup	BRAFL	DROME
OG0002499	bflo_25023, bflo_25020	DROME07520
OG0002500	bflo_20308	DROME05840, DROME04346
OG0002501	bflo_20143	DROME18550
OG0002502	bflo_25062	DROME12487, DROME12489, DROME12488, DROME15913, DROME09480
OG0002504	bflo_20578	DROME20552, DROME20554, DROME20553
OG0002505	bflo_19740, bflo_19741, bflo_18505, bflo_19739	DROME03960
OG0002506	bflo_15908, bflo_05827, bflo_06746	DROME04368
OG0002507	bflo_25600	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371
OG0002508	bflo_20959	DROME08818
OG0002509	bflo_13462	DROME18834
OG0002510	bflo_21793	DROME02221
OG0002511	bflo_25280	DROME06803
OG0002516	bflo_09647	DROME01623, DROME01624, DROME01622
OG0002517	bflo_00396	DROME00497
OG0002518	bflo_24581	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188
OG0002519	bflo_15025	DROME03368, DROME03367
OG0002520	bflo_07063	DROME14751
OG0002522	bflo_25129	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264
OG0002523	bflo_03694	DROME12003, DROME12568, DROME20728, DROME20729
OG0002524	bflo_03870	DROME19913
OG0002527	bflo_15960	DROME00451
OG0002528	bflo_10783	DROME12310, DROME12311, DROME12309
OG0002529	bflo_21754	DROME17791, DROME17789, DROME17792, DROME17790
OG0002530	bflo_06442	DROME00625, DROME00624
OG0002532	bflo_23293	DROME10137
OG0002534	bflo_24432	DROME04087
OG0002535	bflo_08937	DROME13820
OG0002536	bflo_08807	DROME20513
OG0002540	bflo_01115	DROME14039, DROME14038, DROME14043, DROME14041, DROME14040, DROME14042
OG0002541	bflo_20840	DROME00373
OG0002542	bflo_18845	DROME18406
OG0002543	bflo_20301	DROME13135
OG0002547	bflo_04652, bflo_04971	DROME02677, DROME02676, DROME02678
OG0002548	bflo_23945	DROME03632, DROME03629
OG0002549	bflo_22197	DROME01986
OG0002551	bflo_15193, bflo_14552, bflo_14554	DROME15056
OG0002552	bflo_06677	DROME11186
OG0002553	bflo_08458	DROME18133, DROME18134
OG0002555	bflo_08769	DROME21575, DROME21576
OG0002557	bflo_14058	DROME07954, DROME03130, DROME05213
OG0002558	bflo_14250	DROME12342, DROME12343, DROME12344
OG0002559	bflo_14842	DROME12291
OG0002562	bflo_25771	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497
OG0002564	bflo_22944	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643
OG0002565	bflo_10050, bflo_03463, bflo_03428	DROME16956, DROME16958, DROME16957
OG0002566	bflo_25702	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676
OG0002569	bflo_15249	DROME16682, DROME16684, DROME16683, DROME16685
OG0002571	bflo_14934	DROME02473, DROME02472, DROME02474
OG0002572	bflo_03604	DROME16985, DROME16984
OG0002576	bflo_10971, bflo_15281	DROME13693, DROME00378
OG0002587	bflo_12820	DROME21383
OG0002589	bflo_19855, bflo_14445	DROME20900
OG0002590	bflo_12781	DROME12629, DROME12628, DROME12630
OG0002592	bflo_10812	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956
OG0002595	bflo_22762	DROME16432, DROME16433, DROME16434, DROME16435
OG0002598	bflo_25193	DROME11558
OG0002599	bflo_12467	DROME19306
OG0002600	bflo_07193, bflo_08088	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044
OG0002601	bflo_07808	DROME17429, DROME17635
OG0002602	bflo_23158	DROME16510, DROME16509, DROME16511
OG0002605	bflo_25240	DROME07537, DROME07538, DROME07535, DROME07536
OG0002608	bflo_08895	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923
OG0002609	bflo_02437	DROME00392
OG0002610	bflo_12575	DROME20526, DROME20527
OG0002611	bflo_02905	DROME09156, DROME09155
OG0002612	bflo_11272	DROME17875
OG0002614	bflo_01454	DROME06871, DROME06873, DROME06872
OG0002617	bflo_15506	DROME09377
OG0002618	bflo_23718	DROME00175
OG0002620	bflo_16451	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651
OG0002622	bflo_15159	DROME07875, DROME07876
OG0002625	bflo_17657	DROME16295
OG0002627	bflo_02637	DROME08555, DROME08554
OG0002628	bflo_16795, bflo_18631	DROME16778, DROME16779, DROME16776, DROME16777
OG0002630	bflo_01551	DROME01927
OG0002633	bflo_19216	DROME02613
OG0002635	bflo_06392	DROME08622
OG0002636	bflo_23328	DROME03989
OG0002638	bflo_05077	DROME02557, DROME20446, DROME20445
OG0002643	bflo_14725	DROME13189
OG0002644	bflo_14285	DROME18263, DROME18261, DROME18260, DROME18262
OG0002645	bflo_12036	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913
OG0002646	bflo_03490	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014
OG0002647	bflo_09885	DROME15627
OG0002651	bflo_15103	DROME16668, DROME16669
OG0002652	bflo_13789	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761
OG0002656	bflo_18782	DROME08799, DROME08800
OG0002658	bflo_09919	DROME08362
OG0002659	bflo_01178, bflo_10421	DROME08718
OG0002660	bflo_12235	DROME06190
OG0002662	bflo_22699	DROME18671
OG0002663	bflo_21270	DROME08198, DROME08197
OG0002664	bflo_06851	DROME15045, DROME15046
OG0002665	bflo_20372	DROME12021, DROME12020
OG0002666	bflo_23259, bflo_23089, bflo_23310	DROME12244
OG0002667	bflo_16601	DROME09263, DROME09260, DROME09262, DROME09261
OG0002668	bflo_12729	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755
OG0002669	bflo_05435	DROME13927
OG0002670	bflo_08314	DROME05013, DROME05014
OG0002671	bflo_05514	DROME02224, DROME02226, DROME02225
OG0002672	bflo_05756	DROME13218
OG0002673	bflo_10300	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328
OG0002675	bflo_12999	DROME11118, DROME11117, DROME11116, DROME11115
OG0002679	bflo_23944	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354
OG0002681	bflo_16596	DROME20482, DROME09726
OG0002683	bflo_25654	DROME18274, DROME18275
OG0002685	bflo_14120, bflo_17574	DROME12137
OG0002703	bflo_08696	DROME20939
OG0002706	bflo_23520	DROME19506
OG0002708	bflo_18080	DROME21871, DROME21870
OG0002712	bflo_14251	DROME21972
OG0002715	bflo_05173, bflo_10995	DROME03868
OG0002717	bflo_10829	DROME13040
OG0002718	bflo_24551	DROME02454, DROME02455
OG0002719	bflo_18652	DROME00203, DROME00202, DROME00201
OG0002720	bflo_13227, bflo_09843	DROME20862, DROME20861
OG0002723	bflo_08757	DROME02104
OG0002724	bflo_23009	DROME15707
OG0002726	bflo_07500	DROME00393, DROME00394
OG0002729	bflo_15106	DROME14219
OG0002730	bflo_17548	DROME19249
OG0002738	bflo_23112	DROME12437
OG0002739	bflo_14092	DROME11838
OG0002740	bflo_06004	DROME04703
OG0002741	bflo_06261	DROME08059, DROME08060
OG0002742	bflo_08107	DROME12202, DROME12204, DROME12203
OG0002743	bflo_02901	DROME02953
OG0002743	bflo_19089, bflo_19090	DROME02954
OG0002744	bflo_15548	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701
OG0002745	bflo_18797	DROME14711, DROME04487, DROME04488, DROME15945
OG0002746	bflo_13125	DROME16661, DROME21181
OG0002747	bflo_16801, bflo_15949	DROME11308, DROME19315, DROME13062
OG0002749	bflo_06000	DROME05439, DROME08834, DROME08494, DROME08495
OG0002750	bflo_09572	DROME07760, DROME07759
OG0002752	bflo_14176	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100
OG0002753	bflo_11820	DROME11184
OG0002754	bflo_25157	DROME16293
OG0002755	bflo_25180	DROME17482
OG0002757	bflo_06637, bflo_15038	DROME02757
OG0002758	bflo_23311	DROME08710
OG0002759	bflo_17880	DROME15659
OG0002760	bflo_11137	DROME11244, DROME07304
OG0002761	bflo_26340, bflo_11129	DROME11909
OG0002762	bflo_11565	DROME06423
OG0002763	bflo_18799	DROME13568, DROME13567
OG0002764	bflo_24413	DROME00298, DROME00297, DROME00296
OG0002765	bflo_12629	DROME12796
OG0002766	bflo_19451, bflo_07699	DROME13857
OG0002767	bflo_14969	DROME05447
OG0002768	bflo_21072, bflo_27362	DROME05798, DROME05796
OG0002769	bflo_15441	DROME12294, DROME12293
OG0002770	bflo_09082	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986
OG0002772	bflo_25744	DROME18154
OG0002773	bflo_22561, bflo_22594	DROME00793, DROME00794, DROME00257
OG0002776	bflo_07637	DROME04390
OG0002778	bflo_20641, bflo_05829	DROME20892
OG0002779	bflo_24147	DROME10992
OG0002780	bflo_22863	DROME00776, DROME00775
OG0002781	bflo_19213	DROME04079, DROME04080
OG0002782	bflo_14421	DROME16136
OG0002785	bflo_26328	DROME05688
OG0002787	bflo_13919	DROME19508
OG0002788	bflo_03434	DROME12013, DROME01698
OG0002790	bflo_14079	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506
OG0002791	bflo_15958	DROME01009
OG0002793	bflo_08304	DROME18578
OG0002794	bflo_16847	DROME11641
OG0002795	bflo_08440	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875
OG0002799	bflo_20975	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814
OG0002811	bflo_00373	DROME18305
OG0002812	bflo_25657	DROME07562
OG0002814	bflo_07071	DROME14819
OG0002815	bflo_17407	DROME09886
OG0002816	bflo_25325	DROME16437
OG0002817	bflo_19433	DROME03807
OG0002818	bflo_11439	DROME06002
OG0002819	bflo_24340	DROME05457, DROME05454, DROME05453
OG0002822	bflo_23044	DROME19658
OG0002823	bflo_16083	DROME05302
OG0002823	bflo_10219	DROME05305
OG0002824	bflo_00260	DROME05371, DROME05370, DROME05372
OG0002825	bflo_09064	DROME10105, DROME10106
OG0002826	bflo_10373	DROME12304
OG0002827	bflo_17660	DROME04425
OG0002828	bflo_13605, bflo_26191	DROME07466, DROME07465, DROME07464
OG0002831	bflo_03754	DROME21764, DROME21763
OG0002832	bflo_04706, bflo_01707, bflo_26639, bflo_01716	DROME20194
OG0002833	bflo_23101	DROME08474, DROME08472, DROME08473, DROME08475
OG0002835	bflo_01169	DROME04546
OG0002836	bflo_24436	DROME03263
OG0002837	bflo_14396	DROME16455
OG0002839	bflo_02442	DROME20539, DROME20540
OG0002840	bflo_13049	DROME20941
OG0002841	bflo_12441	DROME06956
OG0002843	bflo_20383	DROME05626
OG0002844	bflo_05002	DROME01327, DROME00485
OG0002845	bflo_11712, bflo_27024	DROME21934, DROME05525, DROME05526
OG0002847	bflo_20604	DROME12860
OG0002848	bflo_05738	DROME11797
OG0002849	bflo_07787	DROME13350, DROME13349
OG0002850	bflo_24019	DROME18798
OG0002851	bflo_17584	DROME07485, DROME07488, DROME07486, DROME07487
OG0002854	bflo_16139	DROME03526, DROME03527
OG0002856	bflo_01557	DROME10602, DROME10600, DROME10603, DROME10601
OG0002858	bflo_14031	DROME20172, DROME20171
OG0002859	bflo_06107	DROME13204
OG0002860	bflo_23715	DROME21067
OG0002861	bflo_09268	DROME19141
OG0002862	bflo_17986	DROME06003
OG0002862	bflo_18185	DROME14414
OG0002865	bflo_13072	DROME09974
OG0002866	bflo_03313	DROME08853
OG0002868	bflo_25215	DROME08895, DROME08893, DROME08894
OG0002869	bflo_23949	DROME01493
OG0002870	bflo_17468	DROME05751
OG0002871	bflo_03405	DROME06902
OG0002872	bflo_12757	DROME09095
OG0002873	bflo_04366	DROME15273, DROME15275, DROME15274
OG0002876	bflo_04355	DROME02491
OG0002877	bflo_00643	DROME16795
OG0002879	bflo_17132	DROME05962
OG0002880	bflo_05881	DROME09708
OG0002881	bflo_24604	DROME00057, DROME00061, DROME00058, DROME00055, DROME00060, DROME00056, DROME00059
OG0002883	bflo_07979, bflo_07556	DROME19983, DROME19982
OG0002884	bflo_04037	DROME00136
OG0002888	bflo_22791	DROME08352, DROME08351
OG0002889	bflo_11465	DROME18283, DROME18285, DROME18284
OG0002890	bflo_02459	DROME12018
OG0002892	bflo_16138	DROME18981
OG0002893	bflo_22577	DROME14268
OG0002894	bflo_18873	DROME07096, DROME07097
OG0002895	bflo_12378	DROME16391, DROME16390
OG0002896	bflo_21624	DROME00179, DROME00180
OG0002897	bflo_00347	DROME08372
OG0002898	bflo_04282	DROME21521
OG0002899	bflo_24003	DROME09113
OG0002902	bflo_05131	DROME12234, DROME12235
OG0002906	bflo_12537	DROME12553, DROME12554
OG0002907	bflo_25401	DROME00536, DROME00537, DROME00535
OG0002908	bflo_12818	DROME10191, DROME10190
OG0002909	bflo_10956	DROME00512
OG0002910	bflo_04018, bflo_04040, bflo_04045	DROME07768
OG0002911	bflo_09390	DROME01531, DROME01532, DROME01530
OG0002912	bflo_22216, bflo_13816	DROME03365, DROME03361, DROME03364
OG0002914	bflo_08995	DROME16791, DROME16792, DROME16793
OG0002915	bflo_13226	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147
OG0002916	bflo_25687	DROME03083
OG0002917	bflo_21482	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016
OG0002921	bflo_20845	DROME20904, DROME20903
OG0002922	bflo_10302	DROME13161
OG0002924	bflo_07438	DROME15371
OG0002925	bflo_02541	DROME09078, DROME09077, DROME18817, DROME18816
OG0002926	bflo_06182	DROME01891
OG0002927	bflo_02244	DROME09412, DROME09413
OG0002944	bflo_01745	DROME18576
OG0002945	bflo_22945	DROME02620
OG0002948	bflo_24612	DROME05969, DROME05968, DROME05967, DROME05966
OG0002949	bflo_22993	DROME10410, DROME10411
OG0002952	bflo_14626	DROME10856, DROME10855, DROME10853, DROME10854
OG0002953	bflo_11098	DROME06983, DROME06984
OG0002954	bflo_09804	DROME12606, DROME12607
OG0002955	bflo_10404	DROME16794
OG0002956	bflo_03036	DROME13931, DROME13930, DROME13929
OG0002957	bflo_21819, bflo_21211	DROME15903, DROME15902
OG0002958	bflo_23116	DROME12415
OG0002958	bflo_26057	DROME15817, DROME15819, DROME15818
OG0002959	bflo_24974	DROME21736
OG0002962	bflo_23844	DROME20600
OG0002964	bflo_23022	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986
OG0002966	bflo_16916	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413
OG0002967	bflo_05869	DROME18521, DROME18520
OG0002968	bflo_16573	DROME10921
OG0002968	bflo_17865	DROME05214
OG0002969	bflo_19693, bflo_19691, bflo_19692	DROME04084, DROME04085
OG0002973	bflo_11691	DROME19229, DROME19228
OG0002974	bflo_12717	DROME01465
OG0002975	bflo_17392	DROME00051, DROME00050
OG0002976	bflo_06168	DROME16320, DROME20322, DROME20323
OG0002977	bflo_20350	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043
OG0002978	bflo_20000	DROME09324, DROME11790
OG0002979	bflo_18017	DROME15607
OG0002982	bflo_17282	DROME07294, DROME07292, DROME07295, DROME07293
OG0002983	bflo_04491	DROME12376
OG0002984	bflo_23742	DROME11997
OG0002985	bflo_14855	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063
OG0002986	bflo_11732	DROME06888
OG0002987	bflo_08736	DROME13970, DROME13977
OG0002990	bflo_09319	DROME12949, DROME12950
OG0002991	bflo_07835	DROME05520, DROME05522, DROME05521
OG0002992	bflo_00388	DROME16899, DROME16900
OG0002994	bflo_12787	DROME07777, DROME07776
OG0002995	bflo_22637, bflo_05323	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765
OG0002997	bflo_25686	DROME02903
OG0002998	bflo_21850	DROME04901, DROME04900, DROME04899
OG0003001	bflo_02143	DROME12222
OG0003004	bflo_10517	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708
OG0003005	bflo_25044	DROME19774
OG0003006	bflo_23446	DROME00129
OG0003008	bflo_15918	DROME10417, DROME10419, DROME10418
OG0003010	bflo_04794	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677
OG0003011	bflo_14700	DROME17655, DROME17656
OG0003012	bflo_05326	DROME16686
OG0003014	bflo_01493	DROME20620
OG0003016	bflo_14974	DROME06109, DROME04760
OG0003017	bflo_09191, bflo_09195	DROME03993, DROME03994
OG0003018	bflo_14657, bflo_17790	DROME01985
OG0003019	bflo_24520	DROME14436
OG0003021	bflo_25104	DROME11191
OG0003022	bflo_21363	DROME12200
OG0003023	bflo_20853	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693
OG0003024	bflo_10487	DROME14540, DROME13066
OG0003025	bflo_13188, bflo_12224	DROME16128
OG0003026	bflo_15640	DROME01191
OG0003027	bflo_01434	DROME13632
OG0003028	bflo_02463	DROME19503
OG0003029	bflo_13998	DROME01355, DROME01353, DROME01354, DROME01356
OG0003030	bflo_01465	DROME20783, DROME03164
OG0003031	bflo_20430	DROME10589, DROME10590
OG0003033	bflo_17532	DROME02552
OG0003034	bflo_14512	DROME13458
OG0003035	bflo_08294	DROME10664
OG0003036	bflo_16842	DROME08134
OG0003038	bflo_13256	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416
OG0003041	bflo_05283	DROME13990, DROME13989
OG0003042	bflo_19071	DROME19648, DROME19650, DROME19649
OG0003043	bflo_14220	DROME01115
OG0003044	bflo_20099	DROME07467
OG0003045	bflo_22134	DROME10689, DROME10687, DROME10688
OG0003046	bflo_11903	DROME06986
OG0003048	bflo_12696	DROME03285
OG0003049	bflo_25818	DROME11842
OG0003050	bflo_05626	DROME21024, DROME21025
OG0003052	bflo_09325, bflo_26918	DROME17384, DROME22105, DROME17383
OG0003053	bflo_25336	DROME05736
OG0003054	bflo_22442	DROME15214
OG0003055	bflo_25637	DROME13955
OG0003058	bflo_01459	DROME03947
OG0003059	bflo_08502	DROME10348, DROME10347, DROME10349, DROME10350
OG0003060	bflo_26348	DROME04543
OG0003062	bflo_13079	DROME19727
OG0003063	bflo_11663	DROME03416
OG0003064	bflo_06964	DROME05139, DROME16537, DROME16536
OG0003065	bflo_19457	DROME07296
OG0003066	bflo_03016	DROME19326
OG0003072	bflo_12228	DROME09180, DROME09181
OG0003073	bflo_04952, bflo_06059	DROME13385, DROME14642
OG0003074	bflo_12708	DROME08737, DROME08738, DROME08736, DROME08735
OG0003078	bflo_17438, bflo_17436, bflo_17435	DROME00990
OG0003079	bflo_06301	DROME11418, DROME11417
OG0003080	bflo_14328, bflo_24116	DROME07733
OG0003085	bflo_22399	DROME18955
OG0003090	bflo_13883, bflo_22430	DROME08348, DROME08349
OG0003101	bflo_01542	DROME16966, DROME16965, DROME16967
OG0003103	bflo_02914, bflo_02855	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372
OG0003104	bflo_16005	DROME01186, DROME01187
OG0003105	bflo_07269	DROME14362, DROME14361, DROME14360
OG0003106	bflo_19114	DROME07627
OG0003107	bflo_12594	DROME12506
OG0003108	bflo_23281	DROME13177, DROME13178
OG0003110	bflo_22448	DROME09020
OG0003112	bflo_08398, bflo_09454	DROME16468, DROME01349, DROME01348
OG0003114	bflo_20937	DROME04951, DROME04952
OG0003115	bflo_02956	DROME18331
OG0003116	bflo_14734	DROME20130
OG0003118	bflo_00599	DROME11873, DROME11872
OG0003119	bflo_09328	DROME02450, DROME02453, DROME02451
OG0003120	bflo_08097	DROME17944
OG0003121	bflo_05128	DROME19886, DROME19887
OG0003123	bflo_13105, bflo_03106, bflo_03107, bflo_03105, bflo_03104	DROME20099
OG0003125	bflo_09377	DROME08841, DROME08840
OG0003126	bflo_25347	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162
OG0003128	bflo_20579	DROME20310, DROME20309
OG0003130	bflo_20145	DROME20301, DROME20300
OG0003132	bflo_13312	DROME12375
OG0003135	bflo_11156	DROME07491
OG0003136	bflo_06361	DROME17171
OG0003137	bflo_13210	DROME01904, DROME12782
OG0003138	bflo_18045, bflo_24475	DROME18809
OG0003140	bflo_05963, bflo_05965	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908
OG0003141	bflo_24349	DROME21226, DROME21227
OG0003142	bflo_06487	DROME11840
OG0003144	bflo_18077	DROME13433
OG0003145	bflo_16411	DROME03862
OG0003146	bflo_01499	DROME01929
OG0003147	bflo_10687	DROME16290, DROME16289
OG0003148	bflo_12082	DROME18800, DROME18799
OG0003149	bflo_05831, bflo_05830	DROME16606, DROME16608
OG0003150	bflo_21673	DROME19300
OG0003152	bflo_23595	DROME17760
OG0003153	bflo_13277	DROME21845
OG0003154	bflo_15309, bflo_20484, bflo_01436	DROME05761
OG0003156	bflo_27205	DROME13943
OG0003157	bflo_14340	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126
OG0003158	bflo_02352	DROME02271
OG0003159	bflo_07057	DROME05071
OG0003160	bflo_09900	DROME17382
OG0003161	bflo_11644	DROME12081
OG0003164	bflo_15147	DROME01606
OG0003165	bflo_17531	DROME00374, DROME00377, DROME00375, DROME00376
OG0003169	bflo_05306, bflo_26358	DROME03939
OG0003171	bflo_16716	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193
OG0003172	bflo_19337	DROME02195
OG0003174	bflo_15477	DROME21527, DROME21526, DROME21528
OG0003175	bflo_02528, bflo_02529, bflo_02516	DROME02106
OG0003176	bflo_13138, bflo_13141, bflo_13521	DROME19128
OG0003178	bflo_21644	DROME10286, DROME10285
OG0003179	bflo_07971	DROME19635
OG0003180	bflo_03868	DROME11167, DROME11166
OG0003181	bflo_23833	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969
OG0003182	bflo_13801	DROME01632
OG0003183	bflo_00612	DROME05040, DROME05042, DROME05041
OG0003184	bflo_07007	DROME11152
OG0003185	bflo_03286	DROME08767, DROME08766
OG0003188	bflo_05779	DROME03250, DROME03249
OG0003189	bflo_17966, bflo_17711	DROME13140, DROME13139, DROME13141, DROME13138
OG0003191	bflo_02395	DROME09590
OG0003193	bflo_22117	DROME14192
OG0003194	bflo_16541	DROME19483
OG0003197	bflo_21320	DROME21048
OG0003198	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477	DROME07357
OG0003199	bflo_11640	DROME12668, DROME21725, DROME21726
OG0003202	bflo_08512	DROME05838, DROME05839
OG0003203	bflo_00895	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384
OG0003205	bflo_04278	DROME06205, DROME06206
OG0003206	bflo_14678, bflo_27134	DROME21836, DROME21837
OG0003207	bflo_11574	DROME14952
OG0003208	bflo_12238	DROME13935, DROME13936, DROME12249
OG0003210	bflo_16532	DROME16773, DROME16774
OG0003212	bflo_11237, bflo_11720	DROME16100
OG0003214	bflo_15011	DROME00548
OG0003215	bflo_23368	DROME09352
OG0003217	bflo_13097, bflo_13181	DROME21077
OG0003218	bflo_21266	DROME08231, DROME08230
OG0003219	bflo_14338	DROME09373
OG0003220	bflo_17426	DROME11342, DROME11341
OG0003221	bflo_01510	DROME00225, DROME00224
OG0003222	bflo_14038	DROME18303, DROME18302, DROME18304
OG0003223	bflo_13052	DROME09209
OG0003224	bflo_00958	DROME09348, DROME09349, DROME09347
OG0003225	bflo_08138	DROME18849
OG0003226	bflo_03250	DROME19617, DROME08490
OG0003228	bflo_11373	DROME21008
OG0003229	bflo_14282	DROME01144
OG0003230	bflo_10210	DROME17741
OG0003231	bflo_05723	DROME19301
OG0003235	bflo_14854	DROME05661, DROME05663, DROME05662
OG0003238	bflo_07377	DROME10776
OG0003251	bflo_12651	DROME19769, DROME19768, DROME16949
OG0003252	bflo_14795	DROME18445
OG0003254	bflo_05940	DROME02901
OG0003255	bflo_08217	DROME06336
OG0003257	bflo_05917, bflo_05925	DROME15418
OG0003261	bflo_01512, bflo_00495	DROME07634, DROME07633
OG0003262	bflo_20031	DROME21043, DROME21045, DROME21044
OG0003263	bflo_23703	DROME09851
OG0003264	bflo_04822	DROME08076
OG0003267	bflo_26847, bflo_07095	DROME01973, DROME01974, DROME02727
OG0003268	bflo_13173	DROME20306
OG0003269	bflo_23123	DROME11682
OG0003272	bflo_14266	DROME19754, DROME19755, DROME00829
OG0003275	bflo_13276	DROME11988, DROME11987
OG0003277	bflo_11010	DROME07456
OG0003279	bflo_14292	DROME01016, DROME01017, DROME01018
OG0003281	bflo_22362	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832
OG0003282	bflo_05872	DROME17686
OG0003283	bflo_27041, bflo_12474	DROME12472
OG0003284	bflo_02462	DROME06818
OG0003286	bflo_23054	DROME09199, DROME09198
OG0003287	bflo_03086	DROME04328, DROME08276
OG0003288	bflo_14155	DROME00366, DROME00364, DROME00365
OG0003289	bflo_13357	DROME20541, DROME20542
OG0003290	bflo_07091	DROME00517
OG0003291	bflo_04904	DROME20523
OG0003293	bflo_00129	DROME14676
OG0003294	bflo_14576	DROME01659, DROME01660
OG0003296	bflo_21081	DROME06822, DROME13531
OG0003297	bflo_22943, bflo_27414	DROME19465
OG0003298	bflo_15165	DROME08089
OG0003299	bflo_25833	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770
OG0003300	bflo_03067, bflo_03066	DROME16959
OG0003301	bflo_01141	DROME18741
OG0003302	bflo_07345	DROME01480
OG0003303	bflo_15649	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470
OG0003304	bflo_18183, bflo_25914, bflo_18739	DROME02914, DROME02913
OG0003305	bflo_03407	DROME13149
OG0003306	bflo_11444, bflo_26999	DROME10136
OG0003307	bflo_07093	DROME17313
OG0003309	bflo_18723	DROME19043, DROME19042
OG0003311	bflo_01504	DROME15213
OG0003314	bflo_14212	DROME09986, DROME09988, DROME09987, DROME09985
OG0003316	bflo_24864	DROME13200
OG0003317	bflo_23280	DROME19362
OG0003318	bflo_11452	DROME16706
OG0003320	bflo_10097	DROME12326
OG0003327	bflo_15914	DROME19734
OG0003329	bflo_06538	DROME10094, DROME10095
OG0003330	bflo_05318	DROME03252, DROME03251
OG0003331	bflo_20334	DROME12208, DROME12210, DROME12207, DROME12209
OG0003333	bflo_03278	DROME10886, DROME10885, DROME10884
OG0003335	bflo_16036	DROME18113, DROME18112
OG0003336	bflo_16347	DROME10919, DROME10920, DROME10917
OG0003337	bflo_24672	DROME15232
OG0003340	bflo_00966	DROME16534, DROME16533
OG0003341	bflo_13784	DROME01797
OG0003343	bflo_21197	DROME09151
OG0003344	bflo_06379	DROME04462, DROME04461
OG0003346	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737	DROME13869
OG0003347	bflo_18875	DROME11879, DROME11880
OG0003348	bflo_01497	DROME02128
OG0003349	bflo_08162	DROME08306, DROME08305, DROME08304
OG0003350	bflo_21636	DROME00177, DROME00176
OG0003352	bflo_26474, bflo_26477, bflo_08957	DROME13172
OG0003353	bflo_11091	DROME11820, DROME11822, DROME11821
OG0003354	bflo_00257	DROME19858
OG0003356	bflo_13961	DROME15849
OG0003357	bflo_10674	DROME12029
OG0003358	bflo_11374	DROME16921
OG0003359	bflo_09270	DROME18758
OG0003360	bflo_08028	DROME20878, DROME20879
OG0003361	bflo_21492	DROME13197
OG0003362	bflo_15019, bflo_27136	DROME08296
OG0003363	bflo_19624	DROME10311, DROME10310, DROME10313, DROME10312
OG0003364	bflo_03561	DROME00064
