Orthogroup	BRAFL	SCHMD
OG0003443	bflo_23995	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	bflo_03457	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003450	bflo_14312	SCHMD01589
OG0003451	bflo_17722	SCHMD08838
OG0003453	bflo_09284	SCHMD09929
OG0003454	bflo_18619	SCHMD10872, SCHMD17895
OG0003455	bflo_03202, bflo_03230	SCHMD27744, SCHMD09301
OG0003456	bflo_23918	SCHMD08769
OG0003458	bflo_05669, bflo_03987	SCHMD20564
OG0003460	bflo_16240	SCHMD01967, SCHMD01966
OG0003462	bflo_15758	SCHMD28411
OG0003463	bflo_24804	SCHMD00720, SCHMD00721
OG0003464	bflo_22976	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	bflo_16970	SCHMD04832
OG0003466	bflo_09344	SCHMD14345
OG0003467	bflo_12624	SCHMD08398
OG0003468	bflo_18674	SCHMD23347, SCHMD26554, SCHMD18382
OG0003473	bflo_23011	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	bflo_17402	SCHMD11005
OG0003476	bflo_10013	SCHMD14696
OG0003477	bflo_05188	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	bflo_05169	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	bflo_11660	SCHMD07504, SCHMD03144
OG0003480	bflo_13731	SCHMD01806
OG0003483	bflo_15095	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	bflo_08356	SCHMD12754
OG0003486	bflo_20523	SCHMD07957
OG0003487	bflo_10772	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	bflo_05906	SCHMD09112, SCHMD22268
OG0003489	bflo_02309	SCHMD27620
OG0003491	bflo_22547	SCHMD07566
OG0003492	bflo_06984	SCHMD17580
OG0003496	bflo_14755	SCHMD24551
OG0003496	bflo_14596	SCHMD26712, SCHMD21890
OG0003497	bflo_06218	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	bflo_01724	SCHMD19260
OG0003501	bflo_25164	SCHMD02847, SCHMD02846
OG0003502	bflo_20275	SCHMD05683
OG0003503	bflo_23296	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	bflo_23302	SCHMD16696, SCHMD18314
OG0003505	bflo_12682	SCHMD08229, SCHMD08228
OG0003508	bflo_14628	SCHMD00810
OG0003509	bflo_24353	SCHMD12054
OG0003510	bflo_13265	SCHMD06295
OG0003511	bflo_06537	SCHMD10744
OG0003513	bflo_18565	SCHMD25986, SCHMD27084
OG0003515	bflo_14188	SCHMD16232, SCHMD28533
OG0003516	bflo_10550	SCHMD28216
OG0003518	bflo_25746	SCHMD05084
OG0003519	bflo_18795	SCHMD04577
OG0003520	bflo_10704	SCHMD04339
OG0003522	bflo_23156	SCHMD02972
OG0003523	bflo_24396	SCHMD11220, SCHMD11219
OG0003524	bflo_24392	SCHMD06675
OG0003525	bflo_07077, bflo_07153, bflo_07154	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	bflo_21741	SCHMD28971
OG0003528	bflo_17528	SCHMD21896, SCHMD26214
OG0003530	bflo_14037, bflo_14178, bflo_14631	SCHMD08166
OG0003531	bflo_24099	SCHMD02486
OG0003532	bflo_09668	SCHMD04373
OG0003533	bflo_12390	SCHMD29432, SCHMD23787
OG0003534	bflo_18361	SCHMD19910
OG0003539	bflo_11094	SCHMD18718, SCHMD20290
OG0003543	bflo_03236	SCHMD01295, SCHMD04172
OG0003544	bflo_07217	SCHMD22197, SCHMD21841
OG0003545	bflo_23382	SCHMD18885, SCHMD15544
OG0003548	bflo_09354	SCHMD25865, SCHMD23815
OG0003550	bflo_00232	SCHMD01327
OG0003551	bflo_25362	SCHMD07949
OG0003552	bflo_16108	SCHMD10623, SCHMD08451
OG0003554	bflo_10753	SCHMD11710, SCHMD08877
OG0003555	bflo_24243, bflo_23498	SCHMD03932
OG0003556	bflo_06642	SCHMD03452
OG0003557	bflo_15889	SCHMD08732
OG0003558	bflo_04064	SCHMD04257
OG0003561	bflo_04334	SCHMD07358
OG0003562	bflo_01200	SCHMD00923
OG0003563	bflo_23836	SCHMD03124, SCHMD16557, SCHMD07863, SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	bflo_09292	SCHMD19445, SCHMD14913
OG0003566	bflo_03002	SCHMD26756, SCHMD15301
OG0003567	bflo_04792	SCHMD15008, SCHMD04442
OG0003568	bflo_20229	SCHMD15819
OG0003570	bflo_26249	SCHMD08962
OG0003571	bflo_05241	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	bflo_20068	SCHMD03521
OG0003577	bflo_00343	SCHMD20531, SCHMD22865, SCHMD10650, SCHMD10649
OG0003578	bflo_20566, bflo_14712	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	bflo_07074	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	bflo_10944	SCHMD12451, SCHMD16671
OG0003585	bflo_01255	SCHMD02146
OG0003587	bflo_15618, bflo_16153, bflo_16042, bflo_15641, bflo_15655, bflo_15620, bflo_15665, bflo_16037, bflo_16146, bflo_15653, bflo_15657, bflo_00011, bflo_15660, bflo_15661, bflo_15643, bflo_16169, bflo_04856, bflo_19791, bflo_14362, bflo_20812, bflo_16594, bflo_16374, bflo_20809, bflo_23522, bflo_15646, bflo_16156, bflo_00399	SCHMD10089, SCHMD10088, SCHMD06291, SCHMD04719
OG0003597	bflo_10323	SCHMD07116
OG0003598	bflo_16711	SCHMD21244
OG0003599	bflo_06072	SCHMD21154
OG0003600	bflo_13340	SCHMD02224
OG0003603	bflo_23649	SCHMD02011
OG0003604	bflo_20404	SCHMD03287
OG0003607	bflo_05933	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	bflo_01164	SCHMD10025, SCHMD05007
OG0003611	bflo_09170	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	bflo_25558	SCHMD05840
OG0003613	bflo_12262	SCHMD04176
OG0003615	bflo_26275	SCHMD13214
OG0003618	bflo_01473	SCHMD03820
OG0003619	bflo_14248	SCHMD13518, SCHMD08597
OG0003620	bflo_25025	SCHMD10079, SCHMD29362
OG0003622	bflo_11800	SCHMD21579, SCHMD21578, SCHMD23632
OG0003624	bflo_11072	SCHMD09571, SCHMD22651
OG0003625	bflo_09142, bflo_01124, bflo_01123, bflo_18218, bflo_17455, bflo_17909, bflo_01122, bflo_01337, bflo_01126, bflo_01671	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	bflo_02389	SCHMD06623
OG0003627	bflo_21960	SCHMD19934, SCHMD24898
OG0003629	bflo_22183	SCHMD03651
OG0003630	bflo_20004	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	bflo_23468	SCHMD10913
OG0003632	bflo_03937	SCHMD28869
OG0003634	bflo_24973	SCHMD19789, SCHMD25941, SCHMD27043, SCHMD27044, SCHMD22796, SCHMD23332
OG0003635	bflo_14711	SCHMD09927
OG0003636	bflo_07722	SCHMD16813
OG0003638	bflo_17869	SCHMD08904, SCHMD12994
OG0003639	bflo_21388, bflo_21692	SCHMD20935, SCHMD20934
OG0003640	bflo_26670, bflo_02410	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	bflo_16458	SCHMD03638
OG0003646	bflo_03551	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	bflo_06536	SCHMD03661, SCHMD03659
OG0003649	bflo_06468	SCHMD11461
OG0003651	bflo_01723	SCHMD19273, SCHMD24605
OG0003652	bflo_17868	SCHMD11274
OG0003653	bflo_13101	SCHMD17511, SCHMD11246
OG0003654	bflo_05910	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	bflo_17616	SCHMD09541
OG0003657	bflo_00252	SCHMD25752, SCHMD28011
OG0003658	bflo_00698	SCHMD29667
OG0003659	bflo_02419	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	bflo_26559	SCHMD05074, SCHMD11069
OG0003666	bflo_11627, bflo_27012	SCHMD02137
OG0003668	bflo_06147	SCHMD16966
OG0003669	bflo_25341	SCHMD19438
OG0003671	bflo_09735	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	bflo_23403	SCHMD06465, SCHMD13496
OG0003674	bflo_23396	SCHMD19493, SCHMD21241
OG0003675	bflo_02379	SCHMD10343
OG0003676	bflo_15747, bflo_04781, bflo_04777	SCHMD09933
OG0003678	bflo_25551	SCHMD18909
OG0003679	bflo_02036, bflo_13294	SCHMD14973
OG0003682	bflo_07489	SCHMD00097
OG0003683	bflo_20104	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003685	bflo_07993	SCHMD02813
OG0003687	bflo_19027	SCHMD06543
OG0003688	bflo_24589, bflo_24522	SCHMD02218
OG0003690	bflo_13292	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	bflo_09441	SCHMD07452
OG0003694	bflo_07368	SCHMD01774
OG0003695	bflo_16279	SCHMD02002
OG0003696	bflo_11319	SCHMD10456, SCHMD19979
OG0003698	bflo_10629	SCHMD04070
OG0003699	bflo_03400	SCHMD25089, SCHMD23737
OG0003701	bflo_01336	SCHMD15850
OG0003703	bflo_03241	SCHMD03850
OG0003705	bflo_01256	SCHMD16984
OG0003706	bflo_15874	SCHMD03464, SCHMD03465
OG0003707	bflo_05223	SCHMD01318, SCHMD20493
OG0003708	bflo_17394	SCHMD13127
OG0003710	bflo_18086	SCHMD01072
OG0003712	bflo_23878	SCHMD01556
OG0003713	bflo_02056	SCHMD09387
OG0003716	bflo_24004	SCHMD16362
OG0003717	bflo_01566	SCHMD02266
OG0003718	bflo_02164	SCHMD19427, SCHMD27978
OG0003720	bflo_16565	SCHMD23149, SCHMD11812
OG0003721	bflo_09733	SCHMD06738
OG0003722	bflo_16670	SCHMD13809
OG0003724	bflo_24348	SCHMD11616
OG0003725	bflo_25499, bflo_25497	SCHMD27474, SCHMD20596
OG0003726	bflo_25423, bflo_06344	SCHMD25016
OG0003728	bflo_16366	SCHMD02160
OG0003729	bflo_02888	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	bflo_09786	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	bflo_09228	SCHMD22514
OG0003732	bflo_21803	SCHMD03758
OG0003734	bflo_15650	SCHMD00609
OG0003736	bflo_12719	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	bflo_15994	SCHMD26875, SCHMD23789
OG0003739	bflo_04782, bflo_26767	SCHMD03999
OG0003740	bflo_09974	SCHMD13948, SCHMD17686
OG0003741	bflo_10194	SCHMD28597, SCHMD28496
OG0003742	bflo_00933	SCHMD03803
OG0003743	bflo_17350	SCHMD05330, SCHMD03268
OG0003744	bflo_11052	SCHMD04258
OG0003746	bflo_18735	SCHMD20571
OG0003747	bflo_06649	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	bflo_09949, bflo_09953	SCHMD12963
OG0003750	bflo_14314	SCHMD10740, SCHMD21692
OG0003751	bflo_08903, bflo_02875	SCHMD29178, SCHMD29232
OG0003755	bflo_20955	SCHMD24630
OG0003756	bflo_13745	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	bflo_05823	SCHMD25168, SCHMD24254, SCHMD29239
OG0003759	bflo_25051	SCHMD02168
OG0003764	bflo_23348	SCHMD03437
OG0003767	bflo_13723, bflo_13725, bflo_13724	SCHMD06286
OG0003771	bflo_23473	SCHMD05134
OG0003776	bflo_19353	SCHMD01854
OG0003777	bflo_05355	SCHMD09329, SCHMD03918
OG0003778	bflo_03437	SCHMD06996
OG0003779	bflo_10120	SCHMD15868, SCHMD25797
OG0003794	bflo_12963	SCHMD05999
OG0003795	bflo_11372	SCHMD22731
OG0003798	bflo_17437	SCHMD13971, SCHMD04164
OG0003803	bflo_25196	SCHMD27722, SCHMD27442
OG0003806	bflo_23190, bflo_00688	SCHMD21156
OG0003808	bflo_01527	SCHMD27875, SCHMD11284
OG0003811	bflo_14145	SCHMD22928, SCHMD13669
OG0003812	bflo_24338	SCHMD04985
OG0003813	bflo_08536	SCHMD01244
OG0003815	bflo_18600	SCHMD22661, SCHMD08730, SCHMD26116
OG0003817	bflo_16520	SCHMD04758
OG0003818	bflo_26938, bflo_10045	SCHMD10822, SCHMD17278
OG0003821	bflo_11241	SCHMD10138
OG0003825	bflo_06191	SCHMD05990
OG0003826	bflo_20813	SCHMD20348
OG0003827	bflo_26098	SCHMD03936
OG0003828	bflo_16758	SCHMD01189, SCHMD27415
OG0003831	bflo_15015	SCHMD17115
OG0003833	bflo_15287	SCHMD28965
OG0003834	bflo_13313	SCHMD01451
OG0003837	bflo_04359	SCHMD17615, SCHMD14383, SCHMD10163
OG0003838	bflo_14249	SCHMD05207
OG0003839	bflo_15827	SCHMD05702, SCHMD10139
OG0003840	bflo_06986	SCHMD12844, SCHMD26426
OG0003841	bflo_04276	SCHMD14946
OG0003843	bflo_13315	SCHMD03988, SCHMD16160
OG0003844	bflo_05707	SCHMD09963
OG0003845	bflo_20330	SCHMD00835
OG0003846	bflo_08816	SCHMD06517
OG0003849	bflo_06550, bflo_06870	SCHMD10843
OG0003850	bflo_11358	SCHMD24952, SCHMD16801
OG0003851	bflo_00415, bflo_00554	SCHMD05218
OG0003853	bflo_21440	SCHMD14514, SCHMD07343
OG0003856	bflo_23888	SCHMD25122, SCHMD27046, SCHMD07521, SCHMD12531, SCHMD11891
OG0003857	bflo_23884	SCHMD05301
OG0003863	bflo_08746	SCHMD02612
OG0003865	bflo_02430	SCHMD10111
OG0003866	bflo_18467, bflo_18468	SCHMD07937, SCHMD00211
OG0003868	bflo_15648	SCHMD15677
OG0003869	bflo_18781	SCHMD16637, SCHMD28120, SCHMD25926, SCHMD25661
OG0003871	bflo_21378	SCHMD01262
OG0003872	bflo_16387	SCHMD13742, SCHMD13511
OG0003875	bflo_10585	SCHMD00813, SCHMD07245, SCHMD07243
OG0003876	bflo_25231	SCHMD06770
OG0003877	bflo_22483	SCHMD08239
OG0003878	bflo_11907	SCHMD04321
OG0003879	bflo_01976	SCHMD18366
OG0003881	bflo_12239	SCHMD06054, SCHMD03369
OG0003882	bflo_12728	SCHMD13622
OG0003883	bflo_09030	SCHMD24582
OG0003884	bflo_08247	SCHMD04417
OG0003885	bflo_05699	SCHMD09959
OG0003886	bflo_02594	SCHMD12038, SCHMD20172, SCHMD12039, SCHMD20171
OG0003887	bflo_07640	SCHMD20058, SCHMD18207
OG0003888	bflo_27212, bflo_17272	SCHMD05192
OG0003889	bflo_23775, bflo_22871, bflo_22869, bflo_16640, bflo_15555, bflo_06060	SCHMD21799
OG0003892	bflo_11576	SCHMD07588
OG0003894	bflo_15776	SCHMD11863
OG0003896	bflo_23104	SCHMD28716
OG0003897	bflo_24684	SCHMD20071
OG0003904	bflo_08053	SCHMD00688
OG0003905	bflo_03339	SCHMD06966
OG0003906	bflo_04877	SCHMD03168
OG0003909	bflo_13163	SCHMD13155, SCHMD19547, SCHMD15096
OG0003910	bflo_17784	SCHMD16210, SCHMD14670
OG0003911	bflo_01450	SCHMD20892
OG0003912	bflo_13927	SCHMD04955
OG0003914	bflo_07842	SCHMD00070
OG0003916	bflo_12715	SCHMD05573
OG0003917	bflo_14511	SCHMD02873
OG0003918	bflo_07118	SCHMD00222
OG0003920	bflo_17349	SCHMD03027
OG0003921	bflo_01051	SCHMD06689
OG0003923	bflo_18828	SCHMD25596, SCHMD09715
OG0003925	bflo_24965	SCHMD25912, SCHMD09602
OG0003926	bflo_24571	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606
OG0003929	bflo_07561	SCHMD28985
OG0003929	bflo_05243	SCHMD28887
OG0003930	bflo_03015	SCHMD03275
OG0003931	bflo_23064	SCHMD03615
OG0003933	bflo_12445	SCHMD23983
OG0003934	bflo_25582	SCHMD00793
OG0003936	bflo_12653	SCHMD01877
OG0003938	bflo_17513	SCHMD19197
OG0003939	bflo_25332	SCHMD05579
OG0003940	bflo_12482	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407
OG0003944	bflo_17891	SCHMD10666
OG0003945	bflo_23336	SCHMD04737
OG0003946	bflo_08890	SCHMD19360, SCHMD00465
OG0003947	bflo_10038, bflo_26937	SCHMD06484
OG0003950	bflo_04796	SCHMD13868, SCHMD23437, SCHMD13869
OG0003951	bflo_10924	SCHMD04397
OG0003953	bflo_14350	SCHMD22038
OG0003953	bflo_14937	SCHMD16924
OG0003954	bflo_06529	SCHMD06088
OG0003955	bflo_15067	SCHMD06589
OG0003956	bflo_25554	SCHMD07488
OG0003958	bflo_07451	SCHMD13631, SCHMD28091
OG0003959	bflo_16392	SCHMD19233, SCHMD05380, SCHMD05022, SCHMD26878, SCHMD21243, SCHMD05379
OG0003961	bflo_01052	SCHMD04675
OG0003965	bflo_01681	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031
OG0003968	bflo_09937	SCHMD20971, SCHMD24367
OG0003969	bflo_11550	SCHMD08592
OG0003972	bflo_13739	SCHMD13668
OG0003973	bflo_07614	SCHMD06454
OG0003998	bflo_19399	SCHMD17536, SCHMD17537
OG0004000	bflo_02654	SCHMD05012
OG0004004	bflo_00245	SCHMD03887, SCHMD03888
OG0004007	bflo_25579	SCHMD27653
OG0004009	bflo_08409	SCHMD12539
OG0004010	bflo_25494	SCHMD11857
OG0004012	bflo_10107	SCHMD08012, SCHMD16333
OG0004014	bflo_01604	SCHMD17730, SCHMD16988, SCHMD25573
OG0004015	bflo_27508, bflo_25882	SCHMD06396
OG0004016	bflo_26991, bflo_11062	SCHMD26981
OG0004017	bflo_06408	SCHMD27630
OG0004018	bflo_12053, bflo_12055	SCHMD09657
OG0004021	bflo_20663	SCHMD12686
OG0004023	bflo_13771, bflo_13445	SCHMD07791
OG0004025	bflo_08844	SCHMD25773
OG0004027	bflo_19261	SCHMD07935
OG0004028	bflo_08558	SCHMD03770
OG0004029	bflo_19601, bflo_18630	SCHMD25820
OG0004032	bflo_22471	SCHMD08571
OG0004033	bflo_10163	SCHMD06585
OG0004035	bflo_13352	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000
OG0004036	bflo_04917	SCHMD07559, SCHMD09846
OG0004037	bflo_21736	SCHMD06653
OG0004038	bflo_25870	SCHMD08999, SCHMD03883
OG0004039	bflo_00182	SCHMD22311
OG0004040	bflo_07645	SCHMD09213, SCHMD09209, SCHMD09210, SCHMD09211
OG0004041	bflo_06689	SCHMD29278, SCHMD13539, SCHMD13540
OG0004042	bflo_01092	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836
OG0004043	bflo_18420	SCHMD00046
OG0004044	bflo_01005	SCHMD16907
OG0004047	bflo_07563, bflo_15046, bflo_16184, bflo_14780	SCHMD07813
OG0004048	bflo_05759	SCHMD05765
OG0004051	bflo_00363	SCHMD05269, SCHMD18831
OG0004052	bflo_07404	SCHMD01378
OG0004053	bflo_06844	SCHMD09663
OG0004054	bflo_17321	SCHMD03170
OG0004056	bflo_08362	SCHMD06405
OG0004057	bflo_03481	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142
OG0004059	bflo_09431	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349
OG0004060	bflo_10224	SCHMD16682, SCHMD21120, SCHMD16351
OG0004064	bflo_06053	SCHMD03370
OG0004065	bflo_24951	SCHMD04935
OG0004066	bflo_16059	SCHMD01420
OG0004067	bflo_21757	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879
OG0004069	bflo_07987	SCHMD07928
OG0004071	bflo_16403	SCHMD06667
OG0004072	bflo_19459	SCHMD07982
OG0004073	bflo_16850	SCHMD18804
OG0004076	bflo_06535	SCHMD19802
OG0004079	bflo_15451	SCHMD22313, SCHMD19146
OG0004080	bflo_18882	SCHMD18517
OG0004081	bflo_21861	SCHMD03804
OG0004083	bflo_19440	SCHMD05538
OG0004084	bflo_04730	SCHMD13360
OG0004085	bflo_21712	SCHMD20233
OG0004087	bflo_00774	SCHMD13153, SCHMD13154
OG0004090	bflo_02550	SCHMD19142
OG0004091	bflo_25644	SCHMD10376, SCHMD19027
OG0004091	bflo_25537	SCHMD20986, SCHMD10374
OG0004092	bflo_18722	SCHMD01973
OG0004094	bflo_17070	SCHMD10011
OG0004096	bflo_25120, bflo_16105, bflo_16136	SCHMD01632
OG0004097	bflo_23785	SCHMD00017
OG0004099	bflo_23751	SCHMD07433
OG0004100	bflo_10859	SCHMD17395, SCHMD01145
OG0004101	bflo_02365, bflo_02328	SCHMD01669
OG0004102	bflo_10530	SCHMD16352, SCHMD13995
OG0004103	bflo_18116, bflo_01589	SCHMD06708, SCHMD03618
OG0004105	bflo_05301	SCHMD08794, SCHMD16310
OG0004106	bflo_24930	SCHMD07276
OG0004107	bflo_26512	SCHMD01035
OG0004108	bflo_14163	SCHMD06834
OG0004110	bflo_06903	SCHMD03573
OG0004112	bflo_05743	SCHMD04301
OG0004113	bflo_11906	SCHMD09954, SCHMD11157
OG0004114	bflo_18466	SCHMD11428
OG0004115	bflo_24357	SCHMD08639
OG0004116	bflo_14868	SCHMD22991, SCHMD19169
OG0004119	bflo_05817	SCHMD24339, SCHMD11856
OG0004120	bflo_06902	SCHMD02931
OG0004121	bflo_24414	SCHMD00644
OG0004122	bflo_16663	SCHMD09920
OG0004123	bflo_01120	SCHMD24840
OG0004124	bflo_01444	SCHMD09788
OG0004125	bflo_02477	SCHMD03017
OG0004126	bflo_12737	SCHMD18874, SCHMD24485, SCHMD09907, SCHMD21126
OG0004128	bflo_11243	SCHMD29366
OG0004130	bflo_05927	SCHMD26247, SCHMD12578, SCHMD28132
OG0004133	bflo_21730	SCHMD08788
OG0004134	bflo_09300	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962
OG0004136	bflo_25663, bflo_25662	SCHMD21074, SCHMD14863
OG0004137	bflo_05477	SCHMD09676
OG0004138	bflo_18230	SCHMD22277, SCHMD19287, SCHMD22278, SCHMD23252
OG0004139	bflo_12568	SCHMD27028, SCHMD23843
OG0004140	bflo_13590	SCHMD01399
OG0004142	bflo_11007	SCHMD08558
OG0004144	bflo_18803	SCHMD02257, SCHMD25096, SCHMD15057
OG0004145	bflo_17954	SCHMD20449, SCHMD23522, SCHMD01552
OG0004147	bflo_26420	SCHMD09010
OG0004148	bflo_18685	SCHMD06808
OG0004150	bflo_09053	SCHMD13649
OG0004151	bflo_13322	SCHMD05147, SCHMD20113
OG0004153	bflo_07572, bflo_07571	SCHMD07819, SCHMD03631
OG0004154	bflo_05130, bflo_01086	SCHMD06235
OG0004157	bflo_11422	SCHMD05878
OG0004158	bflo_02113	SCHMD07419
OG0004161	bflo_13481, bflo_27086	SCHMD08136
OG0004164	bflo_07953	SCHMD24669, SCHMD09145
OG0004166	bflo_10003	SCHMD16044
OG0004167	bflo_06366	SCHMD10205
OG0004168	bflo_03869	SCHMD09579
OG0004169	bflo_23613	SCHMD20780
OG0004170	bflo_08931	SCHMD11411, SCHMD12172
OG0004171	bflo_08244	SCHMD02047, SCHMD02605, SCHMD02048
OG0004176	bflo_07261	SCHMD15010
OG0004178	bflo_11717	SCHMD09644, SCHMD15102
OG0004179	bflo_23006	SCHMD00790
OG0004181	bflo_14869	SCHMD09842
OG0004186	bflo_07573	SCHMD22129
OG0004188	bflo_11714, bflo_16377	SCHMD11027
OG0004190	bflo_23894	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153
OG0004215	bflo_20025	SCHMD23456, SCHMD09930
OG0004216	bflo_12603	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045
OG0004217	bflo_14087	SCHMD15443
OG0004219	bflo_02280	SCHMD02021
OG0004220	bflo_01267	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816
OG0004223	bflo_01727	SCHMD04451
OG0004227	bflo_25102	SCHMD11794, SCHMD14206
OG0004228	bflo_01224	SCHMD22945
OG0004229	bflo_07812	SCHMD20367, SCHMD19492
OG0004230	bflo_14845	SCHMD12329, SCHMD13516
OG0004231	bflo_05384	SCHMD18343, SCHMD20951
OG0004232	bflo_10173	SCHMD02245
OG0004233	bflo_24143	SCHMD23521
OG0004235	bflo_23719	SCHMD00900
OG0004236	bflo_07373	SCHMD13419, SCHMD19318
OG0004239	bflo_16055	SCHMD04162
OG0004241	bflo_22009	SCHMD20634, SCHMD15365
OG0004243	bflo_02341	SCHMD02806
OG0004244	bflo_11658	SCHMD04165
OG0004246	bflo_23079	SCHMD25240, SCHMD27704
OG0004247	bflo_19177, bflo_17721	SCHMD10596
OG0004249	bflo_14267	SCHMD22417, SCHMD22418, SCHMD16976
OG0004250	bflo_20438	SCHMD12623
OG0004251	bflo_16457	SCHMD08633
OG0004252	bflo_03055	SCHMD02811
OG0004253	bflo_21064	SCHMD09205
OG0004254	bflo_08133	SCHMD07480
OG0004255	bflo_25003	SCHMD00865
OG0004257	bflo_01868	SCHMD08129
OG0004258	bflo_14122	SCHMD13120, SCHMD23840, SCHMD13122
OG0004259	bflo_03895	SCHMD18232
OG0004260	bflo_07593	SCHMD23376
OG0004262	bflo_17291	SCHMD16537
OG0004263	bflo_18760	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529
OG0004265	bflo_16650	SCHMD14398
OG0004267	bflo_04121	SCHMD14468
OG0004268	bflo_13534	SCHMD24258, SCHMD19847
OG0004269	bflo_23956	SCHMD06048
OG0004270	bflo_05847	SCHMD06231
OG0004273	bflo_23163	SCHMD15470
OG0004276	bflo_12776	SCHMD07052
OG0004278	bflo_26456	SCHMD07808
OG0004279	bflo_15836	SCHMD09109
OG0004280	bflo_05742	SCHMD24977
OG0004287	bflo_22517	SCHMD02791
OG0004288	bflo_13055	SCHMD04750
OG0004289	bflo_16900	SCHMD07866, SCHMD11142, SCHMD15684, SCHMD05851, SCHMD21673, SCHMD00191, SCHMD29246, SCHMD10655
OG0004291	bflo_09709	SCHMD11768, SCHMD11769
OG0004292	bflo_24769	SCHMD02072
OG0004294	bflo_20010	SCHMD06402
OG0004295	bflo_25243	SCHMD05169
OG0004296	bflo_08135	SCHMD13298
OG0004297	bflo_01520	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236
OG0004299	bflo_14117	SCHMD15087, SCHMD15086
OG0004301	bflo_21149	SCHMD11559, SCHMD11558, SCHMD21370
OG0004302	bflo_20299	SCHMD10637, SCHMD22462
OG0004303	bflo_21593	SCHMD17944, SCHMD18972
OG0004304	bflo_10723	SCHMD17338
OG0004307	bflo_23131	SCHMD20615
OG0004308	bflo_17611	SCHMD08570
OG0004309	bflo_07674	SCHMD11977, SCHMD17117
OG0004310	bflo_07406	SCHMD15088
OG0004312	bflo_18032	SCHMD10505
OG0004316	bflo_24460	SCHMD07217
OG0004317	bflo_19864	SCHMD03544
OG0004318	bflo_23343	SCHMD07900
OG0004321	bflo_07360, bflo_21224	SCHMD00773, SCHMD22413
OG0004322	bflo_04745	SCHMD06269, SCHMD13954
OG0004324	bflo_01085	SCHMD07700
OG0004327	bflo_14246	SCHMD11268
OG0004328	bflo_01149	SCHMD18966, SCHMD09751
