# Format: Protein 1<tab>Protein 2<tab>Protein ID1<tab>ProteinID2<tab>Orthology type<tab>OMA group (if any)
# Every pair is listed only once, and in no particular order.
# The map between sequence number and ID are given
# in the file "Map-SeqNum-ID.map
1	1258	XENTR00001 | ENSXETP00000058738 | ENSXETT00000065862 | ENSXETG00000001053 | transmembrane protein 53 [Source:Jamboree;Acc:XB- GENE-1018172]	CAEEL01258 | T10B11.6.1 | CCD66244 | WBGene00020402 | Q9TZH8_CAEEL	many:many	
5534	15073	XENTR05534 | ENSXETP00000031524 | ENSXETT00000031524 | ENSXETG00000014416 | lysophosphatidylglycerol acyltransferase 1 [Source:Jamboree;Acc:XB-GENE-985546]	CAEEL15073 | K07B1.5b | CCD68617 | WBGene00019465 | ACyLtransferase-like  [Source:RefSeq peptide;Acc:NP_505412]	1:1	
5535	5908	XENTR05535 | ENSXETP00000031516 | ENSXETT00000031516 | ENSXETG00000014409 | integrator complex subunit 7 [Source:Jamboree;Acc:XB-GENE-952192]	CAEEL05908 | D1043.1 | CAB16919 | WBGene00008361 | G5EDW9_CAEEL	1:1	
5542	3030	XENTR05542 | ENSXETP00000031422 | ENSXETT00000031422 | ENSXETG00000014369 | TatD DNase domain containing 3 [Source:HGNC Symbol;Acc:27010]	CAEEL03030 | B0432.8.1 | CCD61940 | WBGene00015189 | P90989_CAEEL	many:1	26454
5543	3030	XENTR05543 | ENSXETP00000060271 | ENSXETT00000064825 | ENSXETG00000031526 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6WTI8]	CAEEL03030 | B0432.8.1 | CCD61940 | WBGene00015189 | P90989_CAEEL	many:1	
5544	901	XENTR05544 | ENSXETP00000031415 | ENSXETT00000031415 | ENSXETG00000014366 | feline leukemia virus subgroup C cellular receptor 1 [Source:Jamboree;Acc:XB-GENE-6050557]	CAEEL00901 | C09D4.1a | CCD63885 | CCD63886 | WBGene00015632 | Uncharacterized MFS-type transporter C09D4.1 [Source:UniProtKB/Swiss-Prot;Acc:O01735]	many:1	11400
5571	17002	XENTR05571 | ENSXETP00000046115 | ENSXETT00000046115 | ENSXETG00000021321 | Na+/H+ exchanger domain containing 2 [Source:Jamboree;Acc:XB-GENE-478907]	CAEEL17002 | F57G8.5 | CAB05535 | WBGene00010214 | Q9XU88_CAEEL	1:many	
5571	19680	XENTR05571 | ENSXETP00000046115 | ENSXETT00000046115 | ENSXETG00000021321 | Na+/H+ exchanger domain containing 2 [Source:Jamboree;Acc:XB-GENE-478907]	CAEEL19680 | F41E7.2.3 | CAA92125 | WBGene00009618 | G5EFS0_CAEEL	1:many	
5571	19681	XENTR05571 | ENSXETP00000046115 | ENSXETT00000046115 | ENSXETG00000021321 | Na+/H+ exchanger domain containing 2 [Source:Jamboree;Acc:XB-GENE-478907]	CAEEL19681 | F41E7.1 | CAA92124 | WBGene00009617 | Q20273_CAEEL	1:many	
5573	11623	XENTR05573 | ENSXETP00000046120 | ENSXETT00000046120 | AAI71277.1 | AAI71281.1 | CAJ81618.1 | ENSXETG00000021323 | Q28EY6_XENTR | ubiquitin-conjugating enzyme E2D 3 [Source:Jamboree;Acc:XB-GENE-972278]	CAEEL11623 | M7.1 | AAB25489 | CAA92745 | WBGene00002344 | Ubiquitin-conjugating enzyme E2 2 [Source:UniProtKB/Swiss-Prot;Acc:P35129]	many:1	41735
5574	20337	XENTR05574 | ENSXETP00000004782 | ENSXETT00000004782 | ENSXETG00000002247 | mannosidase, beta A, lysosomal [Source:Jamboree;Acc:XB-GENE-985698]	CAEEL20337 | C33G3.4 | CAB01737 | WBGene00007904 | Probable beta-mannosidase  [Source:UniProtKB/Swiss- Prot;Acc:Q93324]	1:1	3149
5576	9479	XENTR05576 | ENSXETP00000046134 | ENSXETT00000046134 | ENSXETG00000021329 | solute carrier family 39 (zinc transporter), member 8 [Source:Jamboree;Acc:XB-GENE-1011741]	CAEEL09479 | Y55F3BL.2a | CDH93375 | WBGene00021936 | U4PS08_CAEEL	many:1	
5578	11483	XENTR05578 | ENSXETP00000024402 | ENSXETT00000024402 | AAI58226.1 | ENSXETG00000011160 | B0BLZ8_XENTR | protein phosphatase 3, catalytic subunit, alpha isozyme [Source:Jamboree;Acc:XB-GENE-952299]	CAEEL11483 | C02F4.2c | CAL36491 | WBGene00006527 | Serine/threonine-protein phosphatase  [Source:RefSeq peptide;Acc:NP_001076658]	many:1	
5579	12980	XENTR05579 | ENSXETP00000060922 | ENSXETT00000062793 | ENSXETG00000011164 | alcohol dehydrogenase 1C (class I), gamma polypeptide [Source:Jamboree;Acc:XB-GENE-6041030]	CAEEL12980 | H24K24.3b.1 | WBGene00019240 | Alcohol dehydrogenase class-3 [Source:UniProtKB/Swiss-Prot;Acc:Q17335]	many:1	
5582	11682	XENTR05582 | ENSXETP00000020490 | ENSXETT00000020490 | AAI53688.1 | CAJ81323.1 | ENSXETG00000009306 | DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:Jamboree;Acc:XB-GENE-952313]	CAEEL11682 | B0035.14a.2 | CAA97416 | WBGene00001019 | DNaJ domain (prokaryotic heat shock protein) [Source:RefSeq peptide;Acc:NP_001263785]	many:1	
5583	9385	XENTR05583 | ENSXETP00000020494 | ENSXETT00000020494 | ENSXETG00000009307 | microsomal triglyceride transfer protein, gene 1 [Source:Jamboree;Acc:XB-GENE-1011748]	CAEEL09385 | K02D7.4 | AAR27937 | CCD69687 | WBGene00001099 | G5ECG7_CAEEL | Defecation Suppressor of Clk-1  [Source:RefSeq peptide;Acc:NP_499903]	many:1	
5585	12980	XENTR05585 | ENSXETP00000020500 | ENSXETT00000020500 | ENSXETG00000009311 | alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide [Source:Jamboree;Acc:XB-GENE-6032700]	CAEEL12980 | H24K24.3b.1 | WBGene00019240 | Alcohol dehydrogenase class-3 [Source:UniProtKB/Swiss-Prot;Acc:Q17335]	many:1	
5586	12980	XENTR05586 | ENSXETP00000020503 | ENSXETT00000020503 | AAH88582.1 | ENSXETG00000027121 | alcohol dehydrogenase 1 [Source:Jamboree;Acc:XB- GENE-482968]	CAEEL12980 | H24K24.3b.1 | WBGene00019240 | Alcohol dehydrogenase class-3 [Source:UniProtKB/Swiss-Prot;Acc:Q17335]	many:1	17848
5587	12980	XENTR05587 | ENSXETP00000020507 | ENSXETT00000020507 | AAH88070.1 | ENSXETG00000009313 | Q5I0R0_XENTR | class I alcohol dehydrogenase, beta subunit [Source:RefSeq peptide;Acc:NP_001011431]	CAEEL12980 | H24K24.3b.1 | WBGene00019240 | Alcohol dehydrogenase class-3 [Source:UniProtKB/Swiss-Prot;Acc:Q17335]	many:1	
5588	12980	XENTR05588 | ENSXETP00000059319 | ENSXETT00000061436 | ENSXETG00000032351 | Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:F6ZSG3]	CAEEL12980 | H24K24.3b.1 | WBGene00019240 | Alcohol dehydrogenase class-3 [Source:UniProtKB/Swiss-Prot;Acc:Q17335]	many:1	
5593	9917	XENTR05593 | ENSXETP00000060500 | ENSXETT00000060323 | ENSXETG00000009315 | methionyl aminopeptidase 1 [Source:Jamboree;Acc:XB- GENE-985733]	CAEEL09917 | Y37E11AL.7a | CCD68233 | WBGene00003129 | Q965Y1_CAEEL | Methionine aminopeptidase 1  [Source:RefSeq peptide;Acc:NP_500396]	1:1	16313
5594	6037	XENTR05594 | ENSXETP00000020526 | ENSXETT00000020526 | CAJ83126.1 | ENSXETG00000009316 | Q28CE6_XENTR | eukaryotic translation initiation factor 4E [Source:Jamboree;Acc:XB-GENE-855435]	CAEEL06037 | Y57A10A.30.2 | AAF62415 | CAB55035 | WBGene00002063 | Eukaryotic translation initiation factor 4E-5 [Source:UniProtKB/Swiss-Prot;Acc:P56570]	many:many	
5594	12761	XENTR05594 | ENSXETP00000020526 | ENSXETT00000020526 | CAJ83126.1 | ENSXETG00000009316 | Q28CE6_XENTR | eukaryotic translation initiation factor 4E [Source:Jamboree;Acc:XB-GENE-855435]	CAEEL12761 | B0348.6b.1 | CCD61786 | CCD61787 | CCD61788 | WBGene00002061 | Eukaryotic translation initiation factor 4E-3 [Source:UniProtKB/Swiss-Prot;Acc:O61955]	many:many	32402
5595	11399	XENTR05595 | ENSXETP00000020527 | ENSXETT00000020527 | AAI18744.1 | ENSXETG00000009317 | Q0VFQ2_XENTR | tetraspanin 5 [Source:Jamboree;Acc:XB-GENE-868310]	CAEEL11399 | T14G10.6 | CAA93092 | WBGene00006638 | Tetraspanin  [Source:RefSeq peptide;Acc:NP_501853]	many:1	20013
5599	4854	XENTR05599 | ENSXETP00000029419 | ENSXETT00000029419 | AAI36036.1 | ENSXETG00000031727 | Tetratricopeptide repeat protein 26 [Source:UniProtKB/Swiss-Prot;Acc:A4III8]	CAEEL04854 | C27H5.7a | CCD65894 | CCD65895 | WBGene00001129 | Intraflagellar transport protein 56 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q95QT8]	1:1	9420
5600	4460	XENTR05600 | ENSXETP00000057086 | ENSXETT00000057086 | ENSXETG00000013423 | tetratricopeptide repeat domain 26 [Source:Jamboree;Acc:XB-GENE-1002214]	CAEEL04460 | F59E12.9 | CCD64975 | WBGene00019124 | O01900_CAEEL	1:1	
5609	4980	XENTR05609 | ENSXETP00000057073 | ENSXETT00000057073 | ENSXETG00000000229 | LUC7-like 2 [Source:Jamboree;Acc:XB-GENE-876728]	CAEEL04980 | B0495.8a | CCD61476 | WBGene00015207	many:1	
5610	8173	XENTR05610 | ENSXETP00000060131 | ENSXETT00000065588 | AAI57137.1 | AAI71278.1 | AAI71284.1 | ENSXETG00000032301 | B7ZUM0_XENTR | UPF0562 protein C7orf55 homolog [Source:UniProtKB/Swiss-Prot;Acc:A9UL63]	CAEEL08173 | C29E4.12 | CCD66008 | WBGene00016209 | UPF0562 protein C29E4.12  [Source:UniProtKB/Swiss- Prot;Acc:Q8MNU8]	1:1	
5612	7428	XENTR05612 | ENSXETP00000057070 | ENSXETT00000057070 | AAH61298.1 | AAI68799.1 | CAJ82410.1 | ENSXETG00000027344 | ribosomal protein SA [Source:Jamboree;Acc:XB-GENE- 972235]	CAEEL07428 | B0393.1.1 | CAA86061 | WBGene00004469 | 40S ribosomal protein SA  [Source:UniProtKB/Swiss- Prot;Acc:P46769]	1:1	24408
5614	18445	XENTR05614 | ENSXETP00000000487 | ENSXETT00000000487 | ENSXETG00000000233 | myosin, heavy chain 9, non-muscle [Source:Jamboree;Acc:XB-GENE-1002222]	CAEEL18445 | F52B10.1 | CCD61856 | WBGene00003776 | Q20641_CAEEL | Non-muscle MYosin  [Source:RefSeq peptide;Acc:NP_508504]	many:1	
5615	15339	XENTR05615 | ENSXETP00000057059 | ENSXETT00000057059 | AAH82341.1 | CAJ81685.1 | CAJ81906.1 | ENSXETG00000000246 | Q641J6_XENTR | thioredoxin 2 [Source:Jamboree;Acc:XB-GENE-943373]	CAEEL15339 | B0024.9a | CAA94881 | WBGene00007099 | Probable thioredoxin-2  [Source:UniProtKB/Swiss- Prot;Acc:Q17424]	1:1	
5619	7313	XENTR05619 | ENSXETP00000000515 | ENSXETT00000000515 | AAH93455.1 | CAJ81496.1 | ENSXETG00000000253 | minichromosome maintenance complex component 5 [Source:Jamboree;Acc:XB-GENE-985665]	CAEEL07313 | R10E4.4.1 | CAA90765 | WBGene00003157 | DNA replication licensing factor mcm-5 [Source:UniProtKB/Swiss-Prot;Acc:Q21902]	1:1	5195
5631	9299	XENTR05631 | ENSXETP00000049682 | ENSXETT00000049682 | AAH75506.1 | CAJ81846.1 | ENSXETG00000022971 | Q6DIN1_XENTR | suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) [Source:Jamboree;Acc:XB-GENE- 1015302]	CAEEL09299 | T12D8.8.1 | CAB03349 | WBGene00011735 | G5EE04_CAEEL | Hsp-70 Interacting Protein homolog  [Source:RefSeq peptide;Acc:NP_499811]	1:1	21400
5632	51	XENTR05632 | ENSXETP00000049688 | ENSXETT00000049688 | ENSXETG00000022973 | X-prolyl aminopeptidase (aminopeptidase P) 3, putative [Source:Jamboree;Acc:XB-GENE-5770341]	CAEEL00051 | R119.2 | CCD73341 | WBGene00020088 | O61710_CAEEL	1:1	13368
5635	11232	XENTR05635 | ENSXETP00000049715 | ENSXETT00000049715 | ENSXETG00000022982 | chondroadherin-like [Source:Jamboree;Acc:XB-GENE- 6050564]	CAEEL11232 | T05A1.3a | CAA92480 | WBGene00011454 | Q22187_CAEEL | eLRR (extracellular Leucine-Rich Repeat) ONly [Source:RefSeq peptide;Acc:NP_001255400]	1:1	
5638	8520	XENTR05638 | ENSXETP00000049718 | ENSXETT00000049718 | ENSXETG00000022984 | A0A5G3IX80_XENTR | DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 [Source:Jamboree;Acc:XB-GENE-1002302]	CAEEL08520 | T26G10.1 | CAA82362 | WBGene00012059 | Putative ATP-dependent RNA helicase T26G10.1 [Source:UniProtKB/Swiss-Prot;Acc:P34580]	1:1	12547
5642	20727	XENTR05642 | ENSXETP00000059459 | ENSXETT00000061026 | ENSXETG00000019533 | glycine receptor, beta [Source:Jamboree;Acc:XB-GENE- 1011734]	CAEEL20727 | T21F2.1a | CCD64117 | WBGene00020657 | H2KYN9_CAEEL | Ligand-Gated ion Channel  [Source:RefSeq peptide;Acc:NP_741945]	many:1	
5646	1203	XENTR05646 | ENSXETP00000059325 | ENSXETT00000066071 | AAI57159.1 | AAI61594.1 | ENSXETG00000012192 | B1WB31_XENTR | transmembrane protein 144 [Source:Jamboree;Acc:XB- GENE-966057]	CAEEL01203 | W02D3.4.1 | CCD68987 | WBGene00020933 | O01810_CAEEL	1:many	
5646	7510	XENTR05646 | ENSXETP00000059325 | ENSXETT00000066071 | AAI57159.1 | AAI61594.1 | ENSXETG00000012192 | B1WB31_XENTR | transmembrane protein 144 [Source:Jamboree;Acc:XB- GENE-966057]	CAEEL07510 | R144.6 | CCD65875 | WBGene00020096 | Transmembrane protein 144 homolog [Source:UniProtKB/Swiss-Prot;Acc:Q10000]	1:many	19010
5648	7858	XENTR05648 | ENSXETP00000060862 | ENSXETT00000060675 | ENSXETG00000019489 | electron-transferring-flavoprotein dehydrogenase [Source:Jamboree;Acc:XB-GENE-972267]	CAEEL07858 | C05D11.12.1 | CCD63203 | WBGene00002855 | Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial  [Source:UniProtKB/Swiss- Prot;Acc:Q11190]	1:1	9009
5651	11404	XENTR05651 | ENSXETP00000026249 | ENSXETT00000026249 | ENSXETG00000012010 | Rap guanine nucleotide exchange factor (GEF) 2 [Source:RefSeq peptide;Acc:NP_001120522]	CAEEL11404 | T14G10.2a.1 | AAF22963 | AAL09433 | AAL09434 | AAL09435 | CAA93100 | CAC42342 | CCD31121 | WBGene00004254 | Rap guanine nucleotide exchange factor [Source:UniProtKB/Swiss-Prot;Acc:G5EDB9]	many:1	1182
5653	16493	XENTR05653 | ENSXETP00000010668 | ENSXETT00000010668 | ENSXETG00000004903 | neuropeptide Y receptor Y1 [Source:HGNC Symbol;Acc:7956]	CAEEL16493 | ZC412.1a | CAB01528 | WBGene00013883 | Q23305_CAEEL | NeuroPeptide Receptor family  [Source:RefSeq peptide;Acc:NP_506659]	1:1	
5654	10610	XENTR05654 | ENSXETP00000010624 | ENSXETT00000010624 | AAI18852.1 | ENSXETG00000004893 | Q0VFF2_XENTR | neuropeptide Y receptor Y5 [Source:Jamboree;Acc:XB- GENE-960863]	CAEEL10610 | T22D1.12b | CCD62029 | CDK13410 | WBGene00020689 | V6CLI1_CAEEL | NeuroPeptide Receptor family  [Source:RefSeq peptide;Acc:NP_001293732]	many:many	
5654	20155	XENTR05654 | ENSXETP00000010624 | ENSXETT00000010624 | AAI18852.1 | ENSXETG00000004893 | Q0VFF2_XENTR | neuropeptide Y receptor Y5 [Source:Jamboree;Acc:XB- GENE-960863]	CAEEL20155 | C53C7.1a | CAA15513 | WBGene00008278 | Q9XXU4_CAEEL | NeuroPeptide Receptor family  [Source:RefSeq peptide;Acc:NP_001024488]	many:many	
5660	5927	XENTR05660 | ENSXETP00000063549 | ENSXETT00000064666 | ENSXETG00000034185 | kelch-like family member 2 [Source:HGNC Symbol;Acc:6353]	CAEEL05927 | C47D12.7a | BAA82800 | CAA93769 | WBGene00002184 | G5EGS4_CAEEL | KELch-repeat containing protein  [Source:RefSeq peptide;Acc:NP_001254311]	1:1	7951
5662	11480	XENTR05662 | ENSXETP00000037128 | ENSXETT00000037128 | ENSXETG00000017037 | carboxypeptidase E [Source:Jamboree;Acc:XB-GENE- 952270]	CAEEL11480 | F01D4.4.1 | CAB02881 | WBGene00001189	many:many	
5662	20651	XENTR05662 | ENSXETP00000037128 | ENSXETT00000037128 | ENSXETG00000017037 | carboxypeptidase E [Source:Jamboree;Acc:XB-GENE- 952270]	CAEEL20651 | T27A8.1 | CAA92226 | WBGene00012073 | Q22825_CAEEL | CarboxyPeptidase D family  [Source:RefSeq peptide;Acc:NP_510625]	many:many	
5663	20699	XENTR05663 | ENSXETP00000037102 | ENSXETT00000037102 | ENSXETG00000017032 | tolloid-like 1 [Source:Jamboree;Acc:XB-GENE-479941]	CAEEL20699 | F38E9.2 | CCD70820 | WBGene00003555 | Zinc metalloproteinase nas-39 [Source:UniProtKB/Swiss-Prot;Acc:Q20176]	many:1	2548
5668	20135	XENTR05668 | ENSXETP00000009918 | ENSXETT00000009918 | ENSXETG00000025501 | A0A5G3J709_XENTR | branched chain amino-acid transaminase 2, mitochondrial [Source:Jamboree;Acc:XB-GENE-1002608]	CAEEL20135 | K02A4.1 | AAC47236 | CAA91805 | WBGene00001149 | Branched-chain-amino-acid aminotransferase, cytosolic  [Source:UniProtKB/Swiss-Prot;Acc:P54688]	1:1	14911
5671	18097	XENTR05671 | ENSXETP00000009941 | ENSXETT00000009941 | ENSXETG00000004575 | potassium inwardly-rectifying channel, subfamily J, member 14 [Source:Jamboree;Acc:XB-GENE-490027]	CAEEL18097 | M02A10.2c | CDH93479 | WBGene00002150 | U4PN13_CAEEL | Inward Rectifying K (potassium) channel family [Source:RefSeq peptide;Acc:NP_001256976]	many:1	
5672	8212	XENTR05672 | ENSXETP00000009984 | ENSXETT00000009984 | ENSXETG00000004590 | cytohesin 1 [Source:Jamboree;Acc:XB-GENE-986107]	CAEEL08212 | K06H7.4 | CAB38534 | CCD64454 | WBGene00001743 | GTP exchange factor for ARFs 1 [Source:UniProtKB/Swiss-Prot;Acc:P34512]	many:1	
5680	7545	XENTR05680 | ENSXETP00000010005 | ENSXETT00000010005 | AAH64215.1 | ENSXETG00000004598 | Q6P319_XENTR | glutamate-rich WD repeat containing 1 [Source:Jamboree;Acc:XB-GENE-986093]	CAEEL07545 | Y54H5A.1.2 | CCD69848 | WBGene00021899 | Q9N393_CAEEL	1:1	16708
5682	7732	XENTR05682 | ENSXETP00000023269 | ENSXETT00000023269 | AAH84170.1 | CAJ83568.1 | ENSXETG00000010606 | KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:Jamboree;Acc:XB-GENE-943535]	CAEEL07732 | C28H8.4.1 | CCD65964 | WBGene00016195 | Putative ER lumen protein-retaining receptor C28H8.4 [Source:UniProtKB/Swiss-Prot;Acc:Q09473]	many:many	37745
5682	19661	XENTR05682 | ENSXETP00000023269 | ENSXETT00000023269 | AAH84170.1 | CAJ83568.1 | ENSXETG00000010606 | KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 2 [Source:Jamboree;Acc:XB-GENE-943535]	CAEEL19661 | F09B9.3 | AAC31954 | CAA90056 | WBGene00001331 | ER lumen protein-retaining receptor [Source:UniProtKB/Swiss-Prot;Acc:P48583]	many:many	
5695	17825	XENTR05695 | ENSXETP00000060123 | ENSXETT00000064227 | AAI58159.1 | ENSXETG00000033931	CAEEL17825 | Y113G7A.11 | CAB60475 | WBGene00013748 | Q9U2Z2_CAEEL | Suppressor of Stomatin mutant Uncoordination [Source:RefSeq peptide;Acc:NP_507880]	many:1	
5696	17825	XENTR05696 | ENSXETP00000022238 | ENSXETT00000022238 | ENSXETG00000010085 | A0A5G3IYK4_XENTR | Putative ortholog of sulfotransferase family cytosolic 2B member 1 (EC 2.8.2.2) (Sulfotransferase 2B1) (Sulfotransferase 2B) (Alcohol sulfotransferase) (Hydroxysteroid sulfotransferase 2), 1 of 1 [Source:Jamboree;Acc:XB-GENE-986082]	CAEEL17825 | Y113G7A.11 | CAB60475 | WBGene00013748 | Q9U2Z2_CAEEL | Suppressor of Stomatin mutant Uncoordination [Source:RefSeq peptide;Acc:NP_507880]	many:1	
5709	18465	XENTR05709 | ENSXETP00000036560 | ENSXETT00000036560 | AAI24050.1 | ENSXETG00000016758 | Putative ortholog of ras-related protein Rab-14, 1 of 2 [Source:Jamboree;Acc:XB-GENE-1002559]	CAEEL18465 | C33D12.6 | AFP33162 | CCD66473 | WBGene00016344 | Ras and EF-hand domain-containing protein homolog [Source:UniProtKB/Swiss-Prot;Acc:Q22908]	many:1	7661
5712	1273	XENTR05712 | ENSXETP00000036574 | ENSXETT00000036574 | AAH63190.1 | ENSXETG00000016764 | ubiquilin 1 [Source:Jamboree;Acc:XB-GENE-986025]	CAEEL01273 | F15C11.2a | CAA95799 | WBGene00008852 | UBiQuiLin  [Source:RefSeq peptide;Acc:NP_740884]	many:1	
5713	14711	XENTR05713 | ENSXETP00000057500 | ENSXETT00000057500 | AAI58477.1 | ENSXETG00000016771 | chromosome 9 open reading frame 103 [Source:Jamboree;Acc:XB-GENE-972317]	CAEEL14711 | F26D11.1.2 | CCD70047 | WBGene00017818 | O61968_CAEEL	1:1	50912
5715	1106	XENTR05715 | ENSXETP00000025646 | ENSXETT00000025646 | ENSXETG00000011722 | heterogeneous nuclear ribonucleoprotein K [Source:Jamboree;Acc:XB-GENE-6258484]	CAEEL01106 | F26B1.2a | CCD64191 | CCD64193 | WBGene00017816	1:1	
5717	13597	XENTR05717 | ENSXETP00000057490 | ENSXETT00000057490 | ENSXETG00000011724 | solute carrier family 28 (sodium-coupled nucleoside transporter), member 3 [Source:Jamboree;Acc:XB-GENE- 986047]	CAEEL13597 | F27E11.2a.2 | AAF80462 | CCD62499 | WBGene00017868 | SLC (SoLute Carrier) homolog  [Source:RefSeq peptide;Acc:NP_503966]	many:many	
5717	13598	XENTR05717 | ENSXETP00000057490 | ENSXETT00000057490 | ENSXETG00000011724 | solute carrier family 28 (sodium-coupled nucleoside transporter), member 3 [Source:Jamboree;Acc:XB-GENE- 986047]	CAEEL13598 | F27E11.1 | AAF80461 | CCD62498 | WBGene00017867 | G5EE77_CAEEL | Sodium/nucleoside cotransporter  [Source:RefSeq peptide;Acc:NP_503967]	many:many	7746
5721	14840	XENTR05721 | ENSXETP00000063789 | ENSXETT00000063862 | ENSXETG00000031569 | A0A5G3KY61_XENTR | N(alpha)-acetyltransferase 35, NatC auxiliary subunit  [Source:RefSeq peptide;Acc:NP_001186425]	CAEEL14840 | T23B12.4 | CCD72916 | WBGene00020719 | O17003_CAEEL | N-alpha-AcetylTransferase C complex subunit [Source:RefSeq peptide;Acc:NP_505179]	1:1	
5724	17647	XENTR05724 | ENSXETP00000059310 | ENSXETT00000065556 | ENSXETG00000030839 | A0A5G3KWE2_XENTR | iron-sulfur cluster assembly 1 homolog (S.  cerevisiae) [Source:HGNC Symbol;Acc:28660]	CAEEL17647 | Y39B6A.3b | CAN86925 | WBGene00012666 | A5HWB2_CAEEL	1:1	46585
5727	169	XENTR05727 | ENSXETP00000038156 | ENSXETT00000038156 | ENSXETG00000017571 | death-associated protein kinase 1 [Source:Jamboree;Acc:XB-GENE-1011852]	CAEEL00169 | K12C11.4a | AAW57534 | CCD72943 | WBGene00003400 | Death-associated protein kinase dapk-1 [Source:UniProtKB/Swiss-Prot;Acc:O44997]	1:1	1292
5728	17077	XENTR05728 | ENSXETP00000057468 | ENSXETT00000057468 | AAH74718.1 | ENSXETG00000027581 | Q6DK66_XENTR | cathepsin L2 [Source:Jamboree;Acc:XB-GENE-966214]	CAEEL17077 | T03E6.7a | CAB07275 | WBGene00000776 | CathePsin L family  [Source:RefSeq peptide;Acc:NP_001256718]	1:1	
5730	336	XENTR05730 | ENSXETP00000029513 | ENSXETT00000029513 | ENSXETG00000017586 | fructose-1,6-bisphosphatase 2 [Source:Jamboree;Acc:XB-GENE-943524]	CAEEL00336 | K07A3.1a.2 | CAB69047 | CCD68127 | WBGene00001404 | G5EBJ7_CAEEL | Fructose-1,6-BiPhosphatase  [Source:RefSeq peptide;Acc:NP_491004]	many:1	
5731	336	XENTR05731 | ENSXETP00000038182 | ENSXETT00000038182 | ENSXETG00000017588 | fructose-1,6-bisphosphatase 1 [Source:Jamboree;Acc:XB-GENE-1002596]	CAEEL00336 | K07A3.1a.2 | CAB69047 | CCD68127 | WBGene00001404 | G5EBJ7_CAEEL | Fructose-1,6-BiPhosphatase  [Source:RefSeq peptide;Acc:NP_491004]	many:1	
5735	3706	XENTR05735 | ENSXETP00000032466 | ENSXETT00000032466 | ENSXETG00000014834 | patched 1 [Source:Jamboree;Acc:XB-GENE-488222]	CAEEL03706 | Y110A2AL.8c | CCD72983 | WBGene00004210 | PaTChed family  [Source:RefSeq peptide;Acc:NP_494384]	many:many	
5735	5026	XENTR05735 | ENSXETP00000032466 | ENSXETT00000032466 | ENSXETG00000014834 | patched 1 [Source:Jamboree;Acc:XB-GENE-488222]	CAEEL05026 | ZK675.1.1 | CAA86843 | WBGene00004208 | Protein patched homolog 1  [Source:UniProtKB/Swiss- Prot;Acc:Q09614]	many:many	1128
5738	7829	XENTR05738 | ENSXETP00000032475 | ENSXETT00000032475 | ENSXETG00000014837 | hydroxysteroid (17-beta) dehydrogenase 3 [Source:Jamboree;Acc:XB-GENE-986068]	CAEEL07829 | C56G2.6c | CDG24102 | WBGene00002891 | S6FCZ1_CAEEL | Very-long-chain 3-oxooacyl-coA reductase let-767 [Source:UniProtKB/Swiss-Prot;Acc:Q09517]	many:many	
5738	14862	XENTR05738 | ENSXETP00000032475 | ENSXETT00000032475 | ENSXETG00000014837 | hydroxysteroid (17-beta) dehydrogenase 3 [Source:Jamboree;Acc:XB-GENE-986068]	CAEEL14862 | F25G6.5 | CCD64105 | WBGene00006435 | Putative steroid dehydrogenase 4 [Source:UniProtKB/Swiss-Prot;Acc:O16925]	many:many	
5738	16244	XENTR05738 | ENSXETP00000032475 | ENSXETT00000032475 | ENSXETG00000014837 | hydroxysteroid (17-beta) dehydrogenase 3 [Source:Jamboree;Acc:XB-GENE-986068]	CAEEL16244 | C06B3.5 | CAB01115 | WBGene00007364 | Putative steroid dehydrogenase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q17704]	many:many	
5738	16245	XENTR05738 | ENSXETP00000032475 | ENSXETT00000032475 | ENSXETG00000014837 | hydroxysteroid (17-beta) dehydrogenase 3 [Source:Jamboree;Acc:XB-GENE-986068]	CAEEL16245 | C06B3.4 | CAB01114 | WBGene00007363 | Putative steroid dehydrogenase 1 [Source:UniProtKB/Swiss-Prot;Acc:Q17703]	many:many	
5738	16963	XENTR05738 | ENSXETP00000032475 | ENSXETT00000032475 | ENSXETG00000014837 | hydroxysteroid (17-beta) dehydrogenase 3 [Source:Jamboree;Acc:XB-GENE-986068]	CAEEL16963 | F11A5.12 | CAB07363 | WBGene00008678 | Putative steroid dehydrogenase 2 [Source:UniProtKB/Swiss-Prot;Acc:O17795]	many:many	
