Orthogroup	SACKO_ok	HUMAN
OG0003941	SACKO_33778	HUMAN07026
OG0003941	SACKO_33176	HUMAN07027
OG0003941	SACKO_06530	HUMAN21009
OG0003942	SACKO_29515	HUMAN25725
OG0003943	SACKO_20843	HUMAN27634
OG0003944	SACKO_18909	HUMAN21868
OG0003945	SACKO_09804, SACKO_29979	HUMAN05796, HUMAN24950
OG0003946	SACKO_03399	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	SACKO_25687	HUMAN22108, HUMAN27709
OG0003948	SACKO_13260	HUMAN17355
OG0003949	SACKO_15085, SACKO_24451	HUMAN25455, HUMAN25454
OG0003951	SACKO_27938	HUMAN20874
OG0003952	SACKO_01574	HUMAN25061
OG0003953	SACKO_09518	HUMAN24118, HUMAN23048
OG0003954	SACKO_02352	HUMAN28199, HUMAN16670
OG0003955	SACKO_14555	HUMAN23068
OG0003957	SACKO_19048	HUMAN14055
OG0003958	SACKO_14206	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	SACKO_27466	HUMAN29359
OG0003960	SACKO_05872	HUMAN06253, HUMAN06252, HUMAN06254, HUMAN04274
OG0003961	SACKO_15157	HUMAN00898
OG0003962	SACKO_06799	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003965	SACKO_27709, SACKO_08493	HUMAN00594, HUMAN00595, HUMAN00593
OG0003966	SACKO_31308, SACKO_15122	HUMAN19472, HUMAN19475, HUMAN19474, HUMAN19476, HUMAN19471
OG0003967	SACKO_05891, SACKO_19262	HUMAN10627
OG0003968	SACKO_23161	HUMAN01462, HUMAN01977
OG0003969	SACKO_19412	HUMAN08409
OG0003970	SACKO_04465	HUMAN07324
OG0003971	SACKO_11184	HUMAN29506
OG0003973	SACKO_17940, SACKO_17922	HUMAN08329, HUMAN18737
OG0003974	SACKO_26812	HUMAN06043, HUMAN06042, HUMAN03960
OG0003997	SACKO_25074	HUMAN23065
OG0003998	SACKO_32493	HUMAN17020
OG0003999	SACKO_18525	HUMAN27199, HUMAN27198
OG0004000	SACKO_20194	HUMAN20817
OG0004002	SACKO_22233	HUMAN02677
OG0004004	SACKO_29932	HUMAN11010
OG0004005	SACKO_17133, SACKO_17154	HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004006	SACKO_24510, SACKO_04444	HUMAN02087
OG0004007	SACKO_27467	HUMAN01069, HUMAN23295
OG0004009	SACKO_27674	HUMAN22781, HUMAN03273
OG0004010	SACKO_07022, SACKO_07010	HUMAN23360
OG0004011	SACKO_21800	HUMAN03321, HUMAN27684
OG0004012	SACKO_03401	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	SACKO_04423	HUMAN18181
OG0004015	SACKO_00138	HUMAN01156
OG0004016	SACKO_04846	HUMAN06482
OG0004017	SACKO_31378	HUMAN10876
OG0004019	SACKO_00903	HUMAN16041, HUMAN16043, HUMAN16042
OG0004020	SACKO_23773	HUMAN18327, HUMAN18326
OG0004021	SACKO_24515	HUMAN11780, HUMAN11779
OG0004022	SACKO_33066	HUMAN29670, HUMAN29669
OG0004023	SACKO_12120	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242
OG0004024	SACKO_00168, SACKO_21778	HUMAN21511, HUMAN21514, HUMAN21515
OG0004025	SACKO_24133, SACKO_14748	HUMAN22133
OG0004027	SACKO_27291	HUMAN06638, HUMAN12722
OG0004028	SACKO_02251	HUMAN03299
OG0004029	SACKO_15425	HUMAN20668
OG0004031	SACKO_11954	HUMAN15780
OG0004032	SACKO_05148	HUMAN30274, HUMAN07906
OG0004033	SACKO_32338	HUMAN02667
OG0004034	SACKO_12063	HUMAN09932
OG0004035	SACKO_05264	HUMAN18569
OG0004036	SACKO_24297	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	SACKO_11842	HUMAN18538, HUMAN18540
OG0004038	SACKO_18332	HUMAN14761
OG0004039	SACKO_32559	HUMAN25332
OG0004041	SACKO_09138	HUMAN18706
OG0004042	SACKO_29359	HUMAN04449
OG0004043	SACKO_04203	HUMAN25302, HUMAN25301, HUMAN25303
OG0004044	SACKO_31712	HUMAN20694
OG0004045	SACKO_33631	HUMAN03490
OG0004046	SACKO_22550, SACKO_08701	HUMAN07172, HUMAN07174, HUMAN07173
OG0004047	SACKO_00930	HUMAN13570
OG0004048	SACKO_33590	HUMAN22101, HUMAN22100
OG0004049	SACKO_04565	HUMAN05306, HUMAN25326
OG0004051	SACKO_17893	HUMAN12917, HUMAN17896, HUMAN06505
OG0004052	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197	HUMAN15057, HUMAN15056
OG0004053	SACKO_12103	HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	SACKO_22145	HUMAN08335, HUMAN15782
OG0004055	SACKO_08940	HUMAN25842
OG0004056	SACKO_02937, SACKO_02933	HUMAN23551, HUMAN21186
OG0004057	SACKO_20234	HUMAN26949
OG0004058	SACKO_00555, SACKO_22401	HUMAN16633, HUMAN16632
OG0004059	SACKO_04014	HUMAN15829
OG0004060	SACKO_28451	HUMAN25392
OG0004061	SACKO_14715	HUMAN00893, HUMAN00894
OG0004062	SACKO_33240	HUMAN17185, HUMAN03560, HUMAN24215
OG0004063	SACKO_18912	HUMAN07941
OG0004064	SACKO_28124	HUMAN18276, HUMAN18275
OG0004065	SACKO_31120	HUMAN00215, HUMAN00216
OG0004066	SACKO_24927, SACKO_04954, SACKO_24926	HUMAN14690
OG0004067	SACKO_06615	HUMAN18034
OG0004068	SACKO_03077	HUMAN30035, HUMAN30649, HUMAN30612
OG0004069	SACKO_16363	HUMAN28854
OG0004070	SACKO_07313, SACKO_26538, SACKO_33985	HUMAN25913, HUMAN25912
OG0004071	SACKO_17358	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004073	SACKO_11536	HUMAN25044, HUMAN06790, HUMAN25043
OG0004075	SACKO_16055, SACKO_16079	HUMAN10663
OG0004076	SACKO_25245	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004078	SACKO_33616	HUMAN03624
OG0004079	SACKO_14566	HUMAN22873
OG0004080	SACKO_22943	HUMAN18253, HUMAN27257
OG0004081	SACKO_22094	HUMAN18386
OG0004082	SACKO_02002	HUMAN18511
OG0004083	SACKO_26997	HUMAN08562
OG0004085	SACKO_33798	HUMAN07816
OG0004086	SACKO_31613	HUMAN18693
OG0004087	SACKO_23851	HUMAN20699, HUMAN20698, HUMAN17812
OG0004088	SACKO_25399	HUMAN01139, HUMAN23388
OG0004089	SACKO_19311	HUMAN21587
OG0004090	SACKO_02550	HUMAN06601
OG0004091	SACKO_07509	HUMAN28496
OG0004092	SACKO_04140	HUMAN26216, HUMAN12524
OG0004093	SACKO_30195	HUMAN27002
OG0004094	SACKO_27444	HUMAN29054
OG0004095	SACKO_06430	HUMAN04244, HUMAN04243
OG0004096	SACKO_22778	HUMAN02141
OG0004097	SACKO_13213	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360
OG0004098	SACKO_27018	HUMAN28862, HUMAN01104
OG0004099	SACKO_13836	HUMAN16085, HUMAN20170
OG0004100	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602	HUMAN06958
OG0004101	SACKO_05006	HUMAN12860
OG0004102	SACKO_06536	HUMAN03466
OG0004103	SACKO_11477, SACKO_25893	HUMAN19037
OG0004104	SACKO_02429	HUMAN14010
OG0004105	SACKO_08461	HUMAN28120
OG0004106	SACKO_20371, SACKO_18121	HUMAN00170, HUMAN00171, HUMAN00169
OG0004107	SACKO_13828	HUMAN01953, HUMAN01952
OG0004108	SACKO_31634, SACKO_04231	HUMAN03070, HUMAN03126
OG0004110	SACKO_33407	HUMAN23820, HUMAN03249
OG0004111	SACKO_01686	HUMAN28066, HUMAN16652
OG0004112	SACKO_04832	HUMAN01822, HUMAN01821
OG0004113	SACKO_07968	HUMAN20537
OG0004114	SACKO_07278	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	SACKO_04614	HUMAN21493
OG0004116	SACKO_12551	HUMAN05608, HUMAN05607
OG0004117	SACKO_11228	HUMAN27879
OG0004118	SACKO_08745	HUMAN26960
OG0004119	SACKO_16359	HUMAN15237, HUMAN15236
OG0004120	SACKO_22425	HUMAN03333
OG0004121	SACKO_28819	HUMAN00202, HUMAN21585
OG0004122	SACKO_16718, SACKO_16732	HUMAN29461, HUMAN29462
OG0004123	SACKO_05474	HUMAN05600
OG0004124	SACKO_01623	HUMAN19130, HUMAN27894
OG0004125	SACKO_10613	HUMAN13507, HUMAN13501, HUMAN13504, HUMAN13506, HUMAN13509, HUMAN13505, HUMAN13508, HUMAN13502, HUMAN13503
OG0004126	SACKO_17034	HUMAN05543, HUMAN19543
OG0004127	SACKO_30149	HUMAN27924, HUMAN27923
OG0004128	SACKO_33426	HUMAN16881, HUMAN16882
OG0004130	SACKO_04539, SACKO_29058	HUMAN01818
OG0004131	SACKO_31379	HUMAN19907, HUMAN19906
OG0004132	SACKO_10439, SACKO_19039	HUMAN27969
OG0004133	SACKO_06628	HUMAN18302, HUMAN07684
OG0004134	SACKO_21471	HUMAN22443
OG0004135	SACKO_25029	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	SACKO_00526	HUMAN02427
OG0004137	SACKO_16541	HUMAN28841
OG0004138	SACKO_13361	HUMAN29721, HUMAN29720
OG0004139	SACKO_03872	HUMAN28858, HUMAN14285
OG0004140	SACKO_23320	HUMAN11430, HUMAN11431, HUMAN11429
OG0004141	SACKO_25516	HUMAN21479
OG0004141	SACKO_25462	HUMAN30533
OG0004143	SACKO_17997	HUMAN28620, HUMAN09650
OG0004144	SACKO_12932	HUMAN20558, HUMAN21379
OG0004145	SACKO_17936	HUMAN08310, HUMAN18750
OG0004146	SACKO_21251	HUMAN07308
OG0004147	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984	HUMAN21565
OG0004148	SACKO_04179	HUMAN12377
OG0004149	SACKO_05134	HUMAN07609, HUMAN30337
OG0004150	SACKO_06062	HUMAN20664
OG0004153	SACKO_17489	HUMAN24083
OG0004154	SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309	HUMAN16602
OG0004156	SACKO_07990, SACKO_27546	HUMAN21442
OG0004157	SACKO_02828	HUMAN29821
OG0004158	SACKO_18616	HUMAN17542, HUMAN27299
OG0004159	SACKO_15242	HUMAN15832, HUMAN08705
OG0004160	SACKO_14735	HUMAN00868
OG0004161	SACKO_22482, SACKO_22491	HUMAN17700
OG0004162	SACKO_22066	HUMAN25916
OG0004163	SACKO_04573, SACKO_25173	HUMAN24942, HUMAN24943, HUMAN04161, HUMAN04162, HUMAN04160
OG0004164	SACKO_05848	HUMAN03236, HUMAN23812, HUMAN23813
OG0004166	SACKO_12473	HUMAN27687
OG0004167	SACKO_11715	HUMAN04738, HUMAN04739
OG0004168	SACKO_24506	HUMAN11718
OG0004169	SACKO_10004	HUMAN13644
OG0004171	SACKO_29940	HUMAN15518
OG0004174	SACKO_18154	HUMAN28907, HUMAN28908
OG0004176	SACKO_25099	HUMAN22859, HUMAN22860
OG0004178	SACKO_23443	HUMAN30555, HUMAN30556
OG0004179	SACKO_01013	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169
OG0004180	SACKO_06651	HUMAN27280, HUMAN18278, HUMAN27279
OG0004181	SACKO_24938	HUMAN22409
OG0004182	SACKO_27354	HUMAN19435
OG0004183	SACKO_02874, SACKO_28561, SACKO_09640	HUMAN07292, HUMAN07291
OG0004184	SACKO_11934	HUMAN02697
OG0004185	SACKO_32961	HUMAN01862, HUMAN20490
OG0004186	SACKO_12502	HUMAN08997, HUMAN08995, HUMAN02715
OG0004187	SACKO_26772	HUMAN11528, HUMAN08193, HUMAN08194
OG0004188	SACKO_12003	HUMAN08423, HUMAN08422
OG0004190	SACKO_22036	HUMAN12134, HUMAN12135, HUMAN12136, HUMAN12137, HUMAN12133
OG0004197	SACKO_24436	HUMAN26081, HUMAN17924, HUMAN26082, HUMAN26080, HUMAN26083
OG0004198	SACKO_11238, SACKO_12328	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752
OG0004214	SACKO_12484	HUMAN24477
OG0004215	SACKO_02214	HUMAN12295, HUMAN12294, HUMAN12293
OG0004216	SACKO_32089	HUMAN20287
OG0004218	SACKO_18222	HUMAN27915
OG0004219	SACKO_03103	HUMAN17843, HUMAN17842
OG0004220	SACKO_23085	HUMAN28630
OG0004222	SACKO_12358	HUMAN08455
OG0004223	SACKO_14230, SACKO_01885	HUMAN05025
OG0004225	SACKO_26484, SACKO_26695	HUMAN06624, HUMAN06623, HUMAN27310
OG0004226	SACKO_01406	HUMAN08493
OG0004227	SACKO_14123	HUMAN00825
OG0004228	SACKO_18186	HUMAN27429
OG0004229	SACKO_17477	HUMAN03153
OG0004230	SACKO_30089	HUMAN05581
OG0004231	SACKO_01862	HUMAN13253
OG0004232	SACKO_13258	HUMAN22434
OG0004233	SACKO_09478	HUMAN00119
OG0004234	SACKO_00881	HUMAN18015, HUMAN18014
OG0004235	SACKO_17332	HUMAN12116
OG0004236	SACKO_11379	HUMAN16992
OG0004237	SACKO_33563	HUMAN22943
OG0004238	SACKO_11304	HUMAN24523
OG0004239	SACKO_08658	HUMAN18995
OG0004240	SACKO_03705	HUMAN18709, HUMAN04795, HUMAN18710
OG0004241	SACKO_05087	HUMAN07668
OG0004243	SACKO_21841	HUMAN12837
OG0004244	SACKO_10773	HUMAN21470, HUMAN21469
OG0004245	SACKO_12744	HUMAN03723, HUMAN03722, HUMAN07043
OG0004246	SACKO_10191	HUMAN12879, HUMAN12881
OG0004247	SACKO_29414	HUMAN05733
OG0004248	SACKO_26657	HUMAN18975
OG0004249	SACKO_09516	HUMAN22546
OG0004251	SACKO_02877	HUMAN01265
OG0004252	SACKO_16333	HUMAN25401, HUMAN25402, HUMAN25400
OG0004253	SACKO_02192	HUMAN10905, HUMAN26337
OG0004254	SACKO_18552	HUMAN27698
OG0004255	SACKO_09554	HUMAN20924
OG0004257	SACKO_10226	HUMAN17628
OG0004258	SACKO_16352, SACKO_16395	HUMAN19337, HUMAN19336, HUMAN19590
OG0004259	SACKO_29831	HUMAN09749
OG0004260	SACKO_31028	HUMAN09461, HUMAN09462
OG0004261	SACKO_29025	HUMAN13774
OG0004262	SACKO_23794	HUMAN08768, HUMAN08767, HUMAN08769
OG0004264	SACKO_21378	HUMAN03533, HUMAN27752, HUMAN27751, HUMAN27750
OG0004267	SACKO_29345	HUMAN06039, HUMAN03918
OG0004268	SACKO_32110	HUMAN15199, HUMAN15201
OG0004269	SACKO_02690, SACKO_17980, SACKO_17981	HUMAN03613
OG0004270	SACKO_15850	HUMAN01652
OG0004271	SACKO_21341, SACKO_01124	HUMAN26827
OG0004272	SACKO_12140	HUMAN23571
OG0004273	SACKO_09932	HUMAN12115, HUMAN12114
OG0004274	SACKO_28578	HUMAN11120
OG0004275	SACKO_12868	HUMAN06232, HUMAN21152, HUMAN21151
OG0004277	SACKO_21081	HUMAN29963
OG0004278	SACKO_21185	HUMAN28639
OG0004279	SACKO_27575	HUMAN28927
OG0004280	SACKO_28223	HUMAN13148
OG0004281	SACKO_13549	HUMAN21313, HUMAN21314
OG0004282	SACKO_29038	HUMAN00466
OG0004283	SACKO_08259	HUMAN22365
OG0004284	SACKO_19468, SACKO_24083	HUMAN22289
OG0004285	SACKO_03384	HUMAN24318, HUMAN24317, HUMAN24319
OG0004286	SACKO_12883	HUMAN26392
OG0004288	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605	HUMAN23255
OG0004289	SACKO_32406	HUMAN08406
OG0004290	SACKO_28264	HUMAN11088, HUMAN11089, HUMAN26173
OG0004291	SACKO_14905	HUMAN02664
OG0004292	SACKO_03502	HUMAN18016, HUMAN18018, HUMAN18017
OG0004294	SACKO_18046	HUMAN04148, HUMAN04149, HUMAN02311, HUMAN02310
OG0004295	SACKO_04249	HUMAN14256
OG0004296	SACKO_21380	HUMAN22583, HUMAN22582
OG0004297	SACKO_28535	HUMAN24896
OG0004298	SACKO_30591	HUMAN05125, HUMAN05123, HUMAN05124
OG0004299	SACKO_30101	HUMAN22961, HUMAN05108, HUMAN22962
OG0004300	SACKO_30810	HUMAN28866, HUMAN28867
OG0004301	SACKO_20227	HUMAN04644
OG0004302	SACKO_18457	HUMAN23334
OG0004303	SACKO_26532	HUMAN18308, HUMAN18307
OG0004304	SACKO_20533	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	SACKO_12408	HUMAN14140
OG0004306	SACKO_26978	HUMAN24566, HUMAN24565
OG0004307	SACKO_33572	HUMAN13513
OG0004308	SACKO_01785	HUMAN30057
OG0004309	SACKO_30754	HUMAN03042
OG0004310	SACKO_10532	HUMAN15096, HUMAN15095
OG0004311	SACKO_04511	HUMAN15083, HUMAN09966
OG0004312	SACKO_10930	HUMAN01959
OG0004314	SACKO_11572	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	SACKO_16588	HUMAN03740, HUMAN03739
OG0004316	SACKO_28186	HUMAN26704, HUMAN21828
OG0004317	SACKO_02212	HUMAN07353
OG0004318	SACKO_24911	HUMAN13522
OG0004319	SACKO_05880	HUMAN04164
OG0004319	SACKO_05877	HUMAN04163, HUMAN27066
OG0004321	SACKO_28159, SACKO_28167	HUMAN03148
OG0004322	SACKO_28915	HUMAN24558
OG0004323	SACKO_25179	HUMAN25493
OG0004324	SACKO_12104, SACKO_08113	HUMAN19248
OG0004326	SACKO_16860, SACKO_16861, SACKO_16858, SACKO_16857	HUMAN27157, HUMAN27158
OG0004327	SACKO_31782, SACKO_30605	HUMAN05117, HUMAN05116
OG0004328	SACKO_23143, SACKO_33011	HUMAN18966, HUMAN18965
OG0004330	SACKO_07866	HUMAN08424
OG0004331	SACKO_06087	HUMAN08295
OG0004332	SACKO_02982	HUMAN05580
OG0004333	SACKO_09526	HUMAN28274
OG0004334	SACKO_08631	HUMAN00979
OG0004335	SACKO_30625, SACKO_16024, SACKO_30637	HUMAN22919
OG0004336	SACKO_06667	HUMAN11187, HUMAN11186, HUMAN11185, HUMAN28035, HUMAN18807
OG0004337	SACKO_10301	HUMAN01473
OG0004338	SACKO_24216	HUMAN05208
OG0004341	SACKO_28627	HUMAN13186, HUMAN13190
OG0004342	SACKO_01335	HUMAN22854, HUMAN22853
OG0004343	SACKO_03414, SACKO_21071	HUMAN03765, HUMAN03766
OG0004344	SACKO_02938	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	SACKO_24990	HUMAN29416
OG0004346	SACKO_12882	HUMAN01204
OG0004347	SACKO_18290	HUMAN26338
OG0004348	SACKO_00059	HUMAN29749
OG0004350	SACKO_33866	HUMAN25142
OG0004351	SACKO_14866	HUMAN05858
OG0004352	SACKO_10946	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	SACKO_09595	HUMAN05861
OG0004354	SACKO_06263, SACKO_06268	HUMAN19964
OG0004355	SACKO_23242	HUMAN20522, HUMAN06764
OG0004357	SACKO_30143	HUMAN17377
OG0004358	SACKO_23737	HUMAN20549
OG0004359	SACKO_07960	HUMAN29937
OG0004360	SACKO_13028	HUMAN02590
OG0004361	SACKO_16141	HUMAN02280
OG0004362	SACKO_08638	HUMAN12669, HUMAN20594
OG0004364	SACKO_23778	HUMAN16782, HUMAN16785
OG0004365	SACKO_23975	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004366	SACKO_02101, SACKO_28270	HUMAN11404
OG0004367	SACKO_33429	HUMAN25086, HUMAN25087, HUMAN25088
OG0004368	SACKO_03972	HUMAN02041, HUMAN24846
OG0004369	SACKO_34043, SACKO_22812	HUMAN29479
OG0004370	SACKO_26120	HUMAN26663
OG0004371	SACKO_25786, SACKO_13642	HUMAN00682, HUMAN00681, HUMAN16768
OG0004372	SACKO_02914	HUMAN00855
OG0004373	SACKO_02913	HUMAN00854
OG0004374	SACKO_27657, SACKO_05442	HUMAN13158
OG0004375	SACKO_01917	HUMAN09491
OG0004376	SACKO_04476	HUMAN26330, HUMAN19958
OG0004377	SACKO_04189	HUMAN28605
OG0004378	SACKO_21719	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	SACKO_04588	HUMAN15965, HUMAN06117, HUMAN15966
OG0004380	SACKO_08279	HUMAN02379, HUMAN06115
OG0004381	SACKO_23417	HUMAN01741
OG0004382	SACKO_16501	HUMAN23495
OG0004383	SACKO_04003	HUMAN08351
OG0004384	SACKO_31481	HUMAN02637, HUMAN02638, HUMAN02636
OG0004385	SACKO_28528, SACKO_14841	HUMAN29342
OG0004388	SACKO_34021	HUMAN25589
OG0004389	SACKO_09781	HUMAN00922
OG0004390	SACKO_17506	HUMAN02225, HUMAN02224, HUMAN02227
OG0004391	SACKO_06460	HUMAN22998, HUMAN23755, HUMAN22999
OG0004392	SACKO_01326	HUMAN03189
OG0004393	SACKO_03731	HUMAN03571
OG0004394	SACKO_06802	HUMAN30076, HUMAN25176
OG0004395	SACKO_29824	HUMAN06741
OG0004396	SACKO_09175	HUMAN00392, HUMAN00394, HUMAN00393
OG0004397	SACKO_00175	HUMAN15239, HUMAN15240, HUMAN13820
OG0004398	SACKO_05440	HUMAN25746
OG0004399	SACKO_01145	HUMAN20481, HUMAN20480, HUMAN20364
OG0004400	SACKO_18353	HUMAN13800
OG0004401	SACKO_22723	HUMAN30275, HUMAN07787
OG0004402	SACKO_31687	HUMAN22341
OG0004403	SACKO_17078	HUMAN09951, HUMAN09950, HUMAN09949
OG0004404	SACKO_09881	HUMAN09714
OG0004405	SACKO_17613, SACKO_28559	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	SACKO_12007	HUMAN04951, HUMAN04950, HUMAN08313
OG0004407	SACKO_16287	HUMAN08685
OG0004408	SACKO_22114	HUMAN05224
OG0004409	SACKO_33175	HUMAN06237, HUMAN06235, HUMAN06234, HUMAN06236, HUMAN21149, HUMAN06233
OG0004413	SACKO_24559	HUMAN20485
OG0004414	SACKO_05191	HUMAN05744, HUMAN05743
OG0004415	SACKO_30317	HUMAN27786
OG0004417	SACKO_27616	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	SACKO_31965	HUMAN23600
OG0004419	SACKO_30193	HUMAN17223, HUMAN17224, HUMAN17222
OG0004420	SACKO_00861	HUMAN00120, HUMAN21941, HUMAN21942
OG0004421	SACKO_23605	HUMAN20973
OG0004422	SACKO_09183	HUMAN09643, HUMAN23503
OG0004423	SACKO_34049, SACKO_34098, SACKO_14325	HUMAN24585
OG0004424	SACKO_10837	HUMAN20454, HUMAN20451
OG0004425	SACKO_07906	HUMAN20710, HUMAN12646, HUMAN12647
OG0004426	SACKO_09068	HUMAN08417, HUMAN15503, HUMAN15502
OG0004427	SACKO_00878	HUMAN20530, HUMAN17506, HUMAN17507
OG0004459	SACKO_07787	HUMAN03665
OG0004460	SACKO_19002	HUMAN02348
OG0004461	SACKO_15418	HUMAN06949, HUMAN25050
OG0004462	SACKO_05077	HUMAN07884
OG0004463	SACKO_04376	HUMAN07198, HUMAN12013
OG0004465	SACKO_18438	HUMAN25551
OG0004467	SACKO_04860, SACKO_19896	HUMAN07304
OG0004468	SACKO_33156	HUMAN04543
OG0004471	SACKO_07695	HUMAN17967, HUMAN17970, HUMAN17969, HUMAN17968
OG0004472	SACKO_27165	HUMAN26987
OG0004473	SACKO_03372	HUMAN20026, HUMAN20025
OG0004474	SACKO_13446	HUMAN00075, HUMAN00078, HUMAN00076
OG0004475	SACKO_00480	HUMAN06062
OG0004476	SACKO_14576	HUMAN07423, HUMAN07424
OG0004477	SACKO_15776	HUMAN09841
OG0004478	SACKO_16158	HUMAN11200, HUMAN11199
OG0004479	SACKO_15668	HUMAN13760
OG0004480	SACKO_09896	HUMAN19565
OG0004482	SACKO_15365	HUMAN20680
OG0004483	SACKO_15376	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	SACKO_24669, SACKO_24665	HUMAN00032
OG0004485	SACKO_32612	HUMAN05734
OG0004486	SACKO_13395	HUMAN28381
OG0004487	SACKO_04088	HUMAN22433
OG0004488	SACKO_11836	HUMAN09530, HUMAN01783
OG0004489	SACKO_11062	HUMAN20466, HUMAN20464
OG0004490	SACKO_01568	HUMAN16009, HUMAN16010, HUMAN16008
OG0004491	SACKO_33881	HUMAN15224
OG0004492	SACKO_04355	HUMAN03895
OG0004493	SACKO_04749	HUMAN00735, HUMAN00736, HUMAN00734
OG0004494	SACKO_24457	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	SACKO_09341	HUMAN01257
OG0004496	SACKO_26743	HUMAN21326
OG0004497	SACKO_26844	HUMAN11496
OG0004497	SACKO_04030	HUMAN11497
OG0004498	SACKO_29609	HUMAN21502, HUMAN21503
OG0004499	SACKO_14890	HUMAN02497, HUMAN08698, HUMAN08697
OG0004500	SACKO_18016	HUMAN27616
OG0004501	SACKO_05302	HUMAN00494
OG0004502	SACKO_04915	HUMAN00324
OG0004503	SACKO_30080, SACKO_30085	HUMAN22764
OG0004505	SACKO_07933	HUMAN17948
OG0004506	SACKO_22735	HUMAN13338, HUMAN13340
OG0004507	SACKO_01169	HUMAN23622, HUMAN23623
OG0004507	SACKO_28863	HUMAN23621
OG0004509	SACKO_04702	HUMAN02069
OG0004510	SACKO_10418	HUMAN29607
OG0004511	SACKO_11442	HUMAN19795, HUMAN12268
OG0004512	SACKO_32401	HUMAN09321
OG0004514	SACKO_08578	HUMAN20024
OG0004515	SACKO_10522	HUMAN03769, HUMAN03768, HUMAN03770
OG0004517	SACKO_28631	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	SACKO_14581	HUMAN29301, HUMAN14475
OG0004519	SACKO_01174	HUMAN21150
OG0004520	SACKO_26274	HUMAN22045
OG0004522	SACKO_17016	HUMAN24510, HUMAN25206
OG0004523	SACKO_04848	HUMAN01827, HUMAN01829
OG0004525	SACKO_19797	HUMAN01279
OG0004526	SACKO_10282	HUMAN29357
OG0004527	SACKO_27212, SACKO_27206	HUMAN01091
OG0004528	SACKO_22051	HUMAN11777
OG0004529	SACKO_19291	HUMAN25204, HUMAN25205
OG0004530	SACKO_20418	HUMAN30172, HUMAN29605
OG0004531	SACKO_23166, SACKO_03320	HUMAN29624
OG0004532	SACKO_28637	HUMAN10136
OG0004533	SACKO_17772	HUMAN09658, HUMAN14386
OG0004534	SACKO_19903, SACKO_12762	HUMAN07572, HUMAN07573
OG0004535	SACKO_03150	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	SACKO_21349	HUMAN24791, HUMAN29314
OG0004538	SACKO_09085	HUMAN08632, HUMAN08631
OG0004539	SACKO_22173	HUMAN16954, HUMAN08753, HUMAN08752
OG0004540	SACKO_30901	HUMAN27283, HUMAN27284
OG0004542	SACKO_06292	HUMAN20251
OG0004543	SACKO_11922	HUMAN12485
OG0004544	SACKO_31438	HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	SACKO_15736	HUMAN23453, HUMAN23452
OG0004547	SACKO_12149	HUMAN07051, HUMAN21061
OG0004548	SACKO_03951	HUMAN02262, HUMAN02263
OG0004550	SACKO_19164	HUMAN07015
OG0004551	SACKO_04145	HUMAN10195
OG0004552	SACKO_08469	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	SACKO_03082	HUMAN29639
OG0004554	SACKO_00814	HUMAN16601
OG0004555	SACKO_29011	HUMAN24447
OG0004556	SACKO_18821	HUMAN10849
OG0004557	SACKO_24872	HUMAN18475, HUMAN26034
