Orthogroup	SACKO_ok	MOUSE
OG0003229	SACKO_02081	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710
OG0003230	SACKO_19470	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003231	SACKO_07487	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190
OG0003232	SACKO_01247	MOUSE18238, MOUSE20443
OG0003234	SACKO_06768	MOUSE19369
OG0003235	SACKO_26089	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354
OG0003236	SACKO_13088	MOUSE19808
OG0003236	SACKO_28630	MOUSE06121, MOUSE06120, MOUSE06119
OG0003238	SACKO_17755	MOUSE27678
OG0003240	SACKO_24079, SACKO_21025	MOUSE27675, MOUSE27674
OG0003240	SACKO_09100	MOUSE02424, MOUSE39000, MOUSE38999
OG0003250	SACKO_00843	MOUSE02868, MOUSE02866, MOUSE02867, MOUSE02869, MOUSE02870, MOUSE28266, MOUSE28267
OG0003251	SACKO_32082	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003252	SACKO_18053	MOUSE07423, MOUSE07422
OG0003253	SACKO_23089	MOUSE32290, MOUSE32292, MOUSE32291, MOUSE51442, MOUSE51443
OG0003254	SACKO_11378	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003255	SACKO_02946	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606
OG0003258	SACKO_14130	MOUSE22847, MOUSE22842, MOUSE22845, MOUSE22846, MOUSE22844, MOUSE22843, MOUSE22841
OG0003259	SACKO_01956	MOUSE40307
OG0003261	SACKO_25373	MOUSE22734, MOUSE22735, MOUSE22733, MOUSE22730, MOUSE22728, MOUSE22729, MOUSE22732, MOUSE22727, MOUSE22731, MOUSE22736
OG0003262	SACKO_00711	MOUSE04995, MOUSE04994, MOUSE02750, MOUSE02753, MOUSE02752, MOUSE02751
OG0003263	SACKO_24493	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003265	SACKO_09798	MOUSE11282, MOUSE11280, MOUSE11281, MOUSE24983, MOUSE24982, MOUSE24981
OG0003266	SACKO_05971, SACKO_26552, SACKO_12236	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	SACKO_32336	MOUSE20876
OG0003268	SACKO_05287	MOUSE13509, MOUSE13508
OG0003269	SACKO_28019	MOUSE46096, MOUSE46097
OG0003270	SACKO_25439	MOUSE14493
OG0003272	SACKO_12753	MOUSE48741, MOUSE48740
OG0003273	SACKO_11959	MOUSE20128
OG0003275	SACKO_30780, SACKO_30771	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576
OG0003276	SACKO_32351	MOUSE20116, MOUSE18116
OG0003277	SACKO_01244	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003278	SACKO_03134	MOUSE24735
OG0003279	SACKO_30116	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398
OG0003280	SACKO_10441	MOUSE43478, MOUSE43479, MOUSE43480
OG0003282	SACKO_27155	MOUSE19167, MOUSE19168, MOUSE19166, MOUSE19169, MOUSE19164, MOUSE19165
OG0003283	SACKO_28354, SACKO_30822	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	SACKO_30896	MOUSE22376, MOUSE22374
OG0003286	SACKO_17313	MOUSE38677, MOUSE38679
OG0003287	SACKO_28184	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	SACKO_10698	MOUSE37027, MOUSE53951
OG0003289	SACKO_01897	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949
OG0003290	SACKO_27393	MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003293	SACKO_06484, SACKO_23226	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485
OG0003294	SACKO_17331	MOUSE36547, MOUSE36543, MOUSE36545, MOUSE36544
OG0003295	SACKO_10530	MOUSE00934, MOUSE00935, MOUSE00933
OG0003296	SACKO_04472	MOUSE15223, MOUSE15224
OG0003298	SACKO_14529	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036
OG0003301	SACKO_27778	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851
OG0003302	SACKO_17873	MOUSE03287
OG0003303	SACKO_11752	MOUSE24466
OG0003304	SACKO_33198	MOUSE35277, MOUSE35276, MOUSE35275
OG0003305	SACKO_20237	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301
OG0003306	SACKO_02846	MOUSE41077, MOUSE41074, MOUSE41075
OG0003307	SACKO_00155	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016
OG0003308	SACKO_03501	MOUSE01407, MOUSE32626, MOUSE32625, MOUSE01406, MOUSE01405
OG0003311	SACKO_05588	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518
OG0003313	SACKO_28228, SACKO_13771	MOUSE12333
OG0003314	SACKO_02370	MOUSE21944, MOUSE36526, MOUSE36527, MOUSE21943
OG0003315	SACKO_11264	MOUSE13402
OG0003316	SACKO_26650	MOUSE19112
OG0003316	SACKO_02137	MOUSE19113
OG0003317	SACKO_05670	MOUSE06372, MOUSE06369
OG0003318	SACKO_23709	MOUSE14363, MOUSE55163
OG0003319	SACKO_26946	MOUSE29268, MOUSE29270, MOUSE29269, MOUSE29271, MOUSE21530, MOUSE21529
OG0003320	SACKO_10308, SACKO_31257	MOUSE12779
OG0003321	SACKO_30235	MOUSE28460, MOUSE28459, MOUSE28450, MOUSE28451, MOUSE28458, MOUSE28461
OG0003325	SACKO_05232	MOUSE11163
OG0003326	SACKO_25613	MOUSE46747, MOUSE46750, MOUSE46749, MOUSE46748, MOUSE46746, MOUSE36970, MOUSE36968, MOUSE36969
OG0003327	SACKO_29807, SACKO_16114	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640
OG0003329	SACKO_09850, SACKO_03764	MOUSE10324, MOUSE10323
OG0003330	SACKO_32249	MOUSE51368, MOUSE51369, MOUSE51367
OG0003331	SACKO_03264	MOUSE04924, MOUSE04921, MOUSE04922
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180
OG0003333	SACKO_30489	MOUSE27043, MOUSE27042, MOUSE14353
OG0003335	SACKO_15302	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406
OG0003336	SACKO_22803, SACKO_22795	MOUSE24199, MOUSE25894, MOUSE25893
OG0003337	SACKO_14865	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109
OG0003338	SACKO_27567	MOUSE33405, MOUSE33402, MOUSE33404, MOUSE09683, MOUSE09684, MOUSE09682, MOUSE33403
OG0003340	SACKO_04037	MOUSE34383
OG0003341	SACKO_02784, SACKO_02780	MOUSE02979, MOUSE02978, MOUSE02980
OG0003343	SACKO_29714	MOUSE04680
OG0003344	SACKO_26970	MOUSE06845, MOUSE06846
OG0003345	SACKO_06543, SACKO_11884	MOUSE05995
OG0003346	SACKO_09097	MOUSE25033, MOUSE25032, MOUSE25035, MOUSE25034
OG0003347	SACKO_04192	MOUSE26452, MOUSE26454, MOUSE26453
OG0003348	SACKO_18275	MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	SACKO_20573	MOUSE31587, MOUSE31588, MOUSE00810
OG0003350	SACKO_26402, SACKO_27781	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870
OG0003351	SACKO_06361	MOUSE06923
OG0003351	SACKO_07863	MOUSE15844
OG0003352	SACKO_16000	MOUSE22187, MOUSE22190, MOUSE22188, MOUSE06948, MOUSE06949, MOUSE22189, MOUSE06953, MOUSE06950
OG0003353	SACKO_27934	MOUSE39276, MOUSE39278, MOUSE39280, MOUSE39277, MOUSE39282, MOUSE39279
OG0003354	SACKO_00210	MOUSE05407
OG0003355	SACKO_21459	MOUSE11469, MOUSE36993, MOUSE11468
OG0003356	SACKO_19562	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003358	SACKO_23618	MOUSE40734, MOUSE40733
OG0003359	SACKO_15399	MOUSE24591
OG0003359	SACKO_15411	MOUSE24590, MOUSE24589
OG0003360	SACKO_11966	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903
OG0003361	SACKO_19401	MOUSE27474, MOUSE27475, MOUSE46164
OG0003363	SACKO_02038	MOUSE22150
OG0003364	SACKO_11623	MOUSE02179, MOUSE43998, MOUSE43999
OG0003366	SACKO_31581	MOUSE18707, MOUSE18706
OG0003367	SACKO_32690, SACKO_10006, SACKO_09981	MOUSE41943
OG0003368	SACKO_17847	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181
OG0003369	SACKO_17735	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923
OG0003370	SACKO_33714	MOUSE09868
OG0003372	SACKO_30945	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292
OG0003373	SACKO_09624	MOUSE41533
OG0003374	SACKO_32930	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758
OG0003375	SACKO_08748	MOUSE19488
OG0003376	SACKO_10287	MOUSE35876
OG0003377	SACKO_23381	MOUSE27183
OG0003379	SACKO_33311, SACKO_33295	MOUSE13738, MOUSE13737, MOUSE13736, MOUSE13739
OG0003380	SACKO_05451	MOUSE15298, MOUSE15297
OG0003381	SACKO_04584	MOUSE42057, MOUSE42059, MOUSE45841
OG0003382	SACKO_12662	MOUSE02747, MOUSE30743, MOUSE30744
OG0003382	SACKO_12632	MOUSE02749, MOUSE02748
OG0003383	SACKO_08095	MOUSE05798, MOUSE05796, MOUSE05797
OG0003384	SACKO_24086	MOUSE21104, MOUSE47803
OG0003385	SACKO_11016	MOUSE14742
OG0003386	SACKO_01067	MOUSE41396, MOUSE41394
OG0003387	SACKO_03779	MOUSE06531, MOUSE06530
OG0003388	SACKO_17919, SACKO_17906	MOUSE20874
OG0003391	SACKO_12505	MOUSE08210, MOUSE08211, MOUSE08213, MOUSE08214, MOUSE08212
OG0003392	SACKO_10639, SACKO_10646	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169
OG0003393	SACKO_33236	MOUSE27211, MOUSE27212, MOUSE27210, MOUSE27209
OG0003396	SACKO_32243, SACKO_07005	MOUSE41750, MOUSE19964
OG0003398	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279	MOUSE19712, MOUSE19681, MOUSE28902, MOUSE49875, MOUSE19713
OG0003401	SACKO_27469	MOUSE44909, MOUSE44910
OG0003403	SACKO_03712	MOUSE28217
OG0003419	SACKO_07603	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282
OG0003420	SACKO_13652	MOUSE32878
OG0003421	SACKO_01930, SACKO_01928, SACKO_01939	MOUSE48228, MOUSE48226, MOUSE48227
OG0003422	SACKO_04586	MOUSE01858, MOUSE01856, MOUSE01855
OG0003424	SACKO_05692	MOUSE46224, MOUSE46223
OG0003425	SACKO_21290	MOUSE19442
OG0003426	SACKO_29295	MOUSE20301, MOUSE20300
OG0003428	SACKO_19906	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723
OG0003429	SACKO_18851	MOUSE17278
OG0003431	SACKO_02696	MOUSE14812, MOUSE14813, MOUSE23915, MOUSE23916, MOUSE23917
OG0003432	SACKO_21364	MOUSE18616
OG0003433	SACKO_19315	MOUSE04206, MOUSE04205, MOUSE04201, MOUSE04203, MOUSE04204, MOUSE04199, MOUSE04200, MOUSE04197, MOUSE04198, MOUSE04202, MOUSE04207
OG0003434	SACKO_27927	MOUSE53227
OG0003435	SACKO_25724	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003437	SACKO_25025	MOUSE03746, MOUSE48698
OG0003439	SACKO_33811	MOUSE13082, MOUSE52350, MOUSE52351, MOUSE52352
OG0003440	SACKO_12972	MOUSE47527, MOUSE47524, MOUSE47525, MOUSE47526
OG0003441	SACKO_30707, SACKO_33516, SACKO_30700	MOUSE11283
OG0003442	SACKO_15203	MOUSE53489, MOUSE53488, MOUSE53490, MOUSE55179, MOUSE55178
OG0003443	SACKO_22199	MOUSE00337, MOUSE07443
OG0003444	SACKO_29328	MOUSE45924
OG0003445	SACKO_06557, SACKO_06554	MOUSE25522, MOUSE25521
OG0003447	SACKO_16916	MOUSE39104, MOUSE39107
OG0003448	SACKO_29640	MOUSE43761, MOUSE43760
OG0003449	SACKO_09979	MOUSE15177
OG0003450	SACKO_15572	MOUSE03860, MOUSE03859, MOUSE03861
OG0003451	SACKO_04785	MOUSE16031, MOUSE16030, MOUSE16029, MOUSE16028, MOUSE16025, MOUSE16026, MOUSE16027
OG0003452	SACKO_24050	MOUSE46624, MOUSE46622, MOUSE46621
OG0003453	SACKO_10209	MOUSE37347, MOUSE37348
OG0003454	SACKO_30324	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003455	SACKO_22919	MOUSE40732, MOUSE40731, MOUSE40730, MOUSE30463, MOUSE30462
OG0003456	SACKO_28683	MOUSE05067, MOUSE05068, MOUSE38598
OG0003457	SACKO_17526, SACKO_07023	MOUSE21532, MOUSE21533, MOUSE21534, MOUSE06864
OG0003458	SACKO_24689, SACKO_13988	MOUSE13623, MOUSE13621, MOUSE13619
OG0003459	SACKO_12030	MOUSE18751, MOUSE07439
OG0003460	SACKO_05169	MOUSE18659, MOUSE18653, MOUSE18649, MOUSE18656, MOUSE18657, MOUSE18654, MOUSE18651, MOUSE18650, MOUSE18652, MOUSE18655
OG0003461	SACKO_03545	MOUSE17244, MOUSE17243
OG0003462	SACKO_00776	MOUSE50373
OG0003463	SACKO_31602	MOUSE24565, MOUSE24563
OG0003464	SACKO_26254	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666
OG0003465	SACKO_23058	MOUSE25414, MOUSE25415
OG0003466	SACKO_02294	MOUSE21260
OG0003467	SACKO_32119	MOUSE13943
OG0003469	SACKO_13512	MOUSE50469, MOUSE50470, MOUSE50468
OG0003471	SACKO_27838	MOUSE18810
OG0003472	SACKO_24937	MOUSE55353, MOUSE55352, MOUSE55354
OG0003473	SACKO_33089	MOUSE51179, MOUSE16143, MOUSE16144, MOUSE51178, MOUSE51177
OG0003474	SACKO_18192	MOUSE13415, MOUSE13416, MOUSE34026, MOUSE34025, MOUSE34024, MOUSE34027, MOUSE34028
OG0003475	SACKO_31281	MOUSE15813
OG0003476	SACKO_26059	MOUSE25013, MOUSE25015, MOUSE25014
OG0003477	SACKO_20610	MOUSE21747
OG0003478	SACKO_00688	MOUSE07743, MOUSE07745, MOUSE07744
OG0003479	SACKO_01184	MOUSE23604, MOUSE40904, MOUSE23605, MOUSE40905
OG0003480	SACKO_11010	MOUSE18536, MOUSE18530, MOUSE18537, MOUSE18534, MOUSE18535, MOUSE18531, MOUSE18532, MOUSE18533
OG0003481	SACKO_13902	MOUSE26365, MOUSE26364
OG0003482	SACKO_26994	MOUSE02093, MOUSE02094, MOUSE45909
OG0003483	SACKO_18557	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685
OG0003485	SACKO_10815	MOUSE02297, MOUSE02298
OG0003487	SACKO_25911, SACKO_25905	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003488	SACKO_21273	MOUSE21562, MOUSE21560, MOUSE21559, MOUSE21561, MOUSE21563
OG0003489	SACKO_29393	MOUSE34375, MOUSE52013, MOUSE52012, MOUSE52014, MOUSE52011
OG0003490	SACKO_04384	MOUSE12490
OG0003491	SACKO_26412	MOUSE22818, MOUSE12558, MOUSE12559
OG0003492	SACKO_31827	MOUSE40447, MOUSE20897, MOUSE20898
OG0003495	SACKO_30140	MOUSE28273, MOUSE31994
OG0003496	SACKO_06794	MOUSE50055, MOUSE50054, MOUSE50057, MOUSE50056, MOUSE50058
OG0003497	SACKO_02621	MOUSE50976, MOUSE50975, MOUSE50974
OG0003498	SACKO_01996, SACKO_01988	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003499	SACKO_22766	MOUSE43680, MOUSE43679
OG0003500	SACKO_07628	MOUSE27416
OG0003501	SACKO_30952	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	SACKO_20189	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	SACKO_09739	MOUSE06408, MOUSE06409
OG0003504	SACKO_16259	MOUSE37889, MOUSE05933, MOUSE05932, MOUSE05931
OG0003505	SACKO_26757	MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003506	SACKO_24649	MOUSE03286, MOUSE03285, MOUSE12599, MOUSE48045, MOUSE48046
OG0003507	SACKO_15223, SACKO_03869	MOUSE01525, MOUSE01524, MOUSE33553
OG0003508	SACKO_06902	MOUSE53216
OG0003509	SACKO_34164	MOUSE04147
OG0003511	SACKO_09852	MOUSE10318, MOUSE10316, MOUSE10321, MOUSE10317, MOUSE10320, MOUSE10319, MOUSE10315, MOUSE10314, MOUSE10313
OG0003512	SACKO_20205	MOUSE37510, MOUSE37508, MOUSE37507, MOUSE37509
OG0003513	SACKO_30320, SACKO_14277	MOUSE23286, MOUSE23284, MOUSE32687
OG0003514	SACKO_25947, SACKO_14249, SACKO_25494	MOUSE52721, MOUSE52722, MOUSE39054, MOUSE39055
OG0003515	SACKO_30659	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003516	SACKO_24084	MOUSE21436, MOUSE21437, MOUSE21434, MOUSE21435
OG0003517	SACKO_15617	MOUSE20463, MOUSE20462, MOUSE20459, MOUSE02214, MOUSE02215
OG0003518	SACKO_26732	MOUSE19878, MOUSE19877
OG0003519	SACKO_12908	MOUSE11368, MOUSE11372, MOUSE11374, MOUSE11371, MOUSE11369, MOUSE11370
OG0003520	SACKO_18568, SACKO_23243	MOUSE11355, MOUSE11358, MOUSE11356, MOUSE11357, MOUSE11354, MOUSE07033, MOUSE07034, MOUSE07035
OG0003521	SACKO_02542	MOUSE45228, MOUSE45232, MOUSE45231, MOUSE45230, MOUSE45227
OG0003522	SACKO_24463	MOUSE52171, MOUSE52168, MOUSE52169, MOUSE52172, MOUSE52170
OG0003523	SACKO_34177, SACKO_33207	MOUSE15422, MOUSE15423
OG0003524	SACKO_28813	MOUSE34476, MOUSE34477
OG0003525	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008	MOUSE11868, MOUSE11869, MOUSE11867
OG0003526	SACKO_17051, SACKO_12308	MOUSE08673, MOUSE10988, MOUSE10987
OG0003527	SACKO_00456	MOUSE45108, MOUSE45105
OG0003527	SACKO_00460	MOUSE45106
OG0003528	SACKO_21089	MOUSE12507
OG0003529	SACKO_32438	MOUSE22567, MOUSE22566, MOUSE22564, MOUSE22561, MOUSE22565, MOUSE22562, MOUSE22563, MOUSE05554, MOUSE05555
OG0003530	SACKO_12596	MOUSE22229, MOUSE22228, MOUSE22230, MOUSE22232, MOUSE22231
OG0003531	SACKO_00165	MOUSE27520, MOUSE20441
OG0003532	SACKO_31069	MOUSE21921
OG0003533	SACKO_23729	MOUSE10863, MOUSE10865, MOUSE10864
OG0003534	SACKO_07848	MOUSE03093, MOUSE03092, MOUSE07854, MOUSE07853
OG0003535	SACKO_28933	MOUSE12781, MOUSE00942, MOUSE00948, MOUSE00943
OG0003536	SACKO_22529	MOUSE28282, MOUSE28283, MOUSE06551, MOUSE06549, MOUSE06547, MOUSE06548, MOUSE06550
OG0003537	SACKO_16852, SACKO_18710	MOUSE35903, MOUSE35905, MOUSE35906, MOUSE35902
OG0003538	SACKO_14572	MOUSE21443
OG0003539	SACKO_02852	MOUSE48000, MOUSE48003
OG0003541	SACKO_26803	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003542	SACKO_22721	MOUSE46220
OG0003543	SACKO_32884	MOUSE32048, MOUSE32047
OG0003544	SACKO_26949, SACKO_12520	MOUSE34150, MOUSE34151
OG0003545	SACKO_28684, SACKO_03798	MOUSE05147, MOUSE05148, MOUSE45984, MOUSE05146, MOUSE05145
OG0003546	SACKO_10975	MOUSE32868, MOUSE23969, MOUSE23968
OG0003547	SACKO_00985	MOUSE47144, MOUSE47146, MOUSE47143, MOUSE47142, MOUSE47145
OG0003548	SACKO_18715	MOUSE36205, MOUSE36206, MOUSE36204
OG0003549	SACKO_31303	MOUSE00103, MOUSE00104, MOUSE00102, MOUSE54471, MOUSE54470, MOUSE54469
OG0003550	SACKO_21635	MOUSE38958, MOUSE26420
OG0003551	SACKO_25700	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	SACKO_04703	MOUSE30902, MOUSE30901, MOUSE30899
OG0003553	SACKO_24071	MOUSE40557, MOUSE40555, MOUSE40558, MOUSE40556
OG0003554	SACKO_27750	MOUSE20958, MOUSE20957, MOUSE20956
OG0003555	SACKO_27229	MOUSE05997, MOUSE05993, MOUSE05996, MOUSE05994, MOUSE05992, MOUSE05991, MOUSE05998, MOUSE05999, MOUSE06000
OG0003556	SACKO_20857	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003557	SACKO_27387	MOUSE47782, MOUSE11069, MOUSE11070, MOUSE11068, MOUSE11072, MOUSE11073
OG0003558	SACKO_16535	MOUSE51603
OG0003561	SACKO_31413	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	SACKO_19186	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003563	SACKO_24469	MOUSE46114, MOUSE46115, MOUSE46111
OG0003564	SACKO_17080	MOUSE21830, MOUSE21834, MOUSE21832, MOUSE21831, MOUSE09522
OG0003565	SACKO_33328, SACKO_08612	MOUSE47811, MOUSE47813, MOUSE47812
OG0003566	SACKO_03424	MOUSE45915, MOUSE45914, MOUSE45913, MOUSE17313, MOUSE17315, MOUSE17312, MOUSE17314
OG0003567	SACKO_17659	MOUSE15052, MOUSE15050
OG0003568	SACKO_29348	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003570	SACKO_10065	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	SACKO_20473	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003572	SACKO_16275	MOUSE43129, MOUSE24716, MOUSE24717, MOUSE07709
OG0003573	SACKO_03300	MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003576	SACKO_10871	MOUSE55321, MOUSE19037, MOUSE19038, MOUSE19036, MOUSE28839, MOUSE49792
OG0003577	SACKO_06470	MOUSE32680, MOUSE32679, MOUSE32681
OG0003578	SACKO_25432	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	SACKO_31496	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003581	SACKO_32993, SACKO_32992	MOUSE45635
OG0003582	SACKO_20514, SACKO_20506	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003598	SACKO_18642	MOUSE26068, MOUSE26067
OG0003600	SACKO_26845	MOUSE43734, MOUSE43737, MOUSE43733, MOUSE43738, MOUSE43736, MOUSE43735, MOUSE43739
OG0003601	SACKO_22970	MOUSE35209, MOUSE35208, MOUSE35210
OG0003603	SACKO_20353	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010
OG0003604	SACKO_02211	MOUSE04686, MOUSE04687, MOUSE04688, MOUSE37459
OG0003606	SACKO_14800	MOUSE34332, MOUSE34333, MOUSE34331
OG0003607	SACKO_11384	MOUSE08645, MOUSE08646
OG0003608	SACKO_31522, SACKO_25828	MOUSE23913, MOUSE23911, MOUSE23912, MOUSE23908, MOUSE23909, MOUSE23910
OG0003610	SACKO_11265	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717
OG0003611	SACKO_17082	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	SACKO_07192	MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	SACKO_09649	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	SACKO_03496	MOUSE18457, MOUSE13209, MOUSE13208
OG0003616	SACKO_25465	MOUSE41038, MOUSE41039, MOUSE41037
OG0003617	SACKO_22185	MOUSE15713
OG0003618	SACKO_02416	MOUSE21564
OG0003619	SACKO_04087	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003620	SACKO_04500	MOUSE35127, MOUSE35128
OG0003621	SACKO_01831	MOUSE44995
OG0003622	SACKO_14629, SACKO_28093	MOUSE28010, MOUSE28008, MOUSE28009
OG0003623	SACKO_00865	MOUSE41485
OG0003625	SACKO_04426, SACKO_08104, SACKO_04454, SACKO_08112	MOUSE53422
OG0003627	SACKO_03623	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257
OG0003628	SACKO_29894	MOUSE10627
OG0003629	SACKO_12633	MOUSE29983, MOUSE29984
OG0003630	SACKO_05455	MOUSE46274
OG0003631	SACKO_08255	MOUSE03621, MOUSE03619, MOUSE03618, MOUSE03620
OG0003632	SACKO_10570	MOUSE34977, MOUSE29457, MOUSE29458
OG0003633	SACKO_04000, SACKO_29034	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036
OG0003635	SACKO_20382	MOUSE55664
OG0003638	SACKO_04756	MOUSE07871
OG0003640	SACKO_16698	MOUSE06258, MOUSE06259, MOUSE23351
OG0003641	SACKO_25568	MOUSE19690, MOUSE28969, MOUSE28970
OG0003642	SACKO_29276	MOUSE51394
OG0003643	SACKO_24533	MOUSE23455, MOUSE23454
OG0003644	SACKO_09283	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	SACKO_23291	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	SACKO_03457	MOUSE51957
OG0003647	SACKO_09851	MOUSE10325, MOUSE10328, MOUSE10330
OG0003648	SACKO_11947	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778
OG0003649	SACKO_04513	MOUSE18455
OG0003650	SACKO_09653, SACKO_34048	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003651	SACKO_13985	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013
OG0003652	SACKO_24298	MOUSE51309, MOUSE00670
