Orthogroup	SACKO_ok	CAPO3
OG0003897	SACKO_11326	CAPO303759
OG0003898	SACKO_17843, SACKO_25332	CAPO307893, CAPO307749, CAPO306069
OG0003899	SACKO_14433	CAPO300674
OG0003900	SACKO_06116	CAPO301714
OG0003901	SACKO_09866, SACKO_09871	CAPO301256
OG0003903	SACKO_12461	CAPO305736
OG0003904	SACKO_29661, SACKO_07963	CAPO305947
OG0003906	SACKO_07504	CAPO301369
OG0003907	SACKO_16578	CAPO306754
OG0003908	SACKO_23098	CAPO301425
OG0003908	SACKO_14104	CAPO308216
OG0003909	SACKO_18772, SACKO_06873	CAPO301220
OG0003910	SACKO_25193	CAPO302786
OG0003911	SACKO_05574	CAPO305312
OG0003912	SACKO_19964	CAPO307896
OG0003913	SACKO_21819	CAPO306587
OG0003915	SACKO_17445	CAPO304633
OG0003917	SACKO_14384, SACKO_02146, SACKO_14491	CAPO306797
OG0003920	SACKO_25068, SACKO_13579	CAPO301554
OG0003921	SACKO_23005	CAPO300430
OG0003922	SACKO_28487	CAPO304241
OG0003924	SACKO_10523	CAPO302790
OG0003925	SACKO_09569	CAPO301662
OG0003926	SACKO_31099, SACKO_18838, SACKO_29131	CAPO303036
OG0003927	SACKO_08871	CAPO304671
OG0003929	SACKO_13523	CAPO303872
OG0003930	SACKO_32200	CAPO301599
OG0003931	SACKO_31562	CAPO304399
OG0003932	SACKO_08899, SACKO_17169, SACKO_32945	CAPO300048, CAPO300047
OG0003934	SACKO_18213	CAPO301204
OG0003936	SACKO_01810	CAPO302163
OG0003938	SACKO_13881	CAPO305166
OG0003939	SACKO_15117	CAPO303853
OG0003942	SACKO_29515	CAPO300632
OG0003944	SACKO_16910, SACKO_18909	CAPO300493
OG0003945	SACKO_09804, SACKO_29979	CAPO300812
OG0003946	SACKO_03399	CAPO303843
OG0003947	SACKO_25687	CAPO306325
OG0003950	SACKO_29340	CAPO307097
OG0003954	SACKO_02352	CAPO304758
OG0003955	SACKO_14555	CAPO304097
OG0003959	SACKO_27466	CAPO304028
OG0003961	SACKO_15157	CAPO303890
OG0003965	SACKO_27709, SACKO_08493	CAPO302867
OG0003966	SACKO_31308, SACKO_15122	CAPO301181
OG0003969	SACKO_19412	CAPO304197
OG0003971	SACKO_11184	CAPO301852
OG0003972	SACKO_18971	CAPO308018
OG0003973	SACKO_17940, SACKO_17922	CAPO307513
OG0003998	SACKO_32493	CAPO305634
OG0003999	SACKO_18525	CAPO306327
OG0004000	SACKO_20194	CAPO302913
OG0004002	SACKO_22233	CAPO305544
OG0004005	SACKO_17133, SACKO_17154	CAPO302213
OG0004007	SACKO_27467	CAPO307105
OG0004009	SACKO_27674	CAPO305072
OG0004010	SACKO_07022, SACKO_07010	CAPO303524
OG0004012	SACKO_03401	CAPO308011
OG0004014	SACKO_04423	CAPO303473
OG0004015	SACKO_00138	CAPO305112
OG0004016	SACKO_29859, SACKO_04846	CAPO303609
OG0004017	SACKO_31378	CAPO308124
OG0004023	SACKO_12120	CAPO307204
OG0004027	SACKO_27291	CAPO301145
OG0004031	SACKO_11970	CAPO301960
OG0004031	SACKO_11954	CAPO306218
OG0004032	SACKO_05148	CAPO300291
OG0004033	SACKO_32338	CAPO304862
OG0004035	SACKO_05264	CAPO301995
OG0004037	SACKO_11842	CAPO306482
OG0004038	SACKO_18332	CAPO307927
OG0004041	SACKO_09138	CAPO306646
OG0004042	SACKO_29359	CAPO302696
OG0004044	SACKO_31712	CAPO300275
OG0004047	SACKO_00930	CAPO304083
OG0004048	SACKO_33590	CAPO304654
OG0004050	SACKO_08948	CAPO308116
OG0004053	SACKO_12103	CAPO301919
OG0004054	SACKO_22145	CAPO308277
OG0004056	SACKO_02937, SACKO_02933	CAPO306031
OG0004058	SACKO_00555, SACKO_22401, SACKO_22407	CAPO301904
OG0004059	SACKO_04014	CAPO301877
OG0004063	SACKO_18912	CAPO300628
OG0004064	SACKO_28124	CAPO304453
OG0004065	SACKO_31120	CAPO304029
OG0004067	SACKO_06615	CAPO301812
OG0004068	SACKO_03077	CAPO301030
OG0004069	SACKO_16363	CAPO307785
OG0004070	SACKO_07313, SACKO_26538, SACKO_33985	CAPO302894
OG0004071	SACKO_17358	CAPO306388
OG0004072	SACKO_06639	CAPO305194
OG0004075	SACKO_16055, SACKO_16079	CAPO308024
OG0004076	SACKO_25245	CAPO307967
OG0004079	SACKO_14566	CAPO300687
OG0004080	SACKO_22943	CAPO305236
OG0004081	SACKO_22094	CAPO301069
OG0004082	SACKO_02002	CAPO305460
OG0004083	SACKO_26997	CAPO304047
OG0004084	SACKO_12941	CAPO300193
OG0004085	SACKO_33798	CAPO307782
OG0004090	SACKO_02550	CAPO304280
OG0004091	SACKO_07509	CAPO307795
OG0004092	SACKO_04140	CAPO301516
OG0004093	SACKO_30195	CAPO303612
OG0004094	SACKO_27444	CAPO306112
OG0004095	SACKO_06430	CAPO302216
OG0004096	SACKO_22778	CAPO306070
OG0004097	SACKO_13213	CAPO300790
OG0004099	SACKO_13836	CAPO306437
OG0004100	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602	CAPO306356
OG0004101	SACKO_05006	CAPO303749, CAPO302702
OG0004103	SACKO_11477, SACKO_25893	CAPO306700
OG0004104	SACKO_02429	CAPO303684
OG0004105	SACKO_08461	CAPO308098
OG0004106	SACKO_20371, SACKO_18121	CAPO303386
OG0004108	SACKO_31634, SACKO_04231	CAPO307282
OG0004110	SACKO_33407	CAPO300855
OG0004112	SACKO_04832	CAPO304610
OG0004113	SACKO_07968	CAPO305835
OG0004114	SACKO_07278	CAPO301854
OG0004115	SACKO_04614	CAPO306386
OG0004116	SACKO_12551	CAPO303186
OG0004118	SACKO_08745	CAPO306139
OG0004119	SACKO_16359	CAPO303741
OG0004120	SACKO_22425	CAPO303757
OG0004123	SACKO_05474	CAPO304624
OG0004124	SACKO_01623	CAPO302738
OG0004125	SACKO_10613	CAPO304359
OG0004127	SACKO_30149	CAPO306895
OG0004130	SACKO_04539, SACKO_29058	CAPO307075
OG0004131	SACKO_31379	CAPO301925
OG0004133	SACKO_06628	CAPO305598
OG0004134	SACKO_21471	CAPO304433
OG0004136	SACKO_00526	CAPO307338
OG0004140	SACKO_23320	CAPO307995
OG0004142	SACKO_15937	CAPO300440
OG0004144	SACKO_12932	CAPO302917
OG0004148	SACKO_04179	CAPO301152
OG0004150	SACKO_06062	CAPO303497
OG0004151	SACKO_17397	CAPO307015
OG0004153	SACKO_17489	CAPO305022
OG0004154	SACKO_33248, SACKO_26314, SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309	CAPO308154
OG0004156	SACKO_07990, SACKO_27546	CAPO307556
OG0004158	SACKO_18616	CAPO302219
OG0004160	SACKO_14735	CAPO302118
OG0004164	SACKO_05848	CAPO306879
OG0004166	SACKO_12473	CAPO300703
OG0004167	SACKO_11715	CAPO305574
OG0004168	SACKO_24506	CAPO303881
OG0004169	SACKO_10004	CAPO302967
OG0004170	SACKO_26580, SACKO_03612	CAPO305320
OG0004171	SACKO_29940	CAPO305810
OG0004174	SACKO_18154	CAPO303644
OG0004176	SACKO_25099	CAPO304072
OG0004179	SACKO_01013	CAPO304392
OG0004181	SACKO_24938	CAPO304353
OG0004182	SACKO_03645, SACKO_27354	CAPO305817
OG0004183	SACKO_02874, SACKO_28561, SACKO_09640	CAPO301817
OG0004184	SACKO_11934	CAPO302251
OG0004186	SACKO_12502	CAPO307615
OG0004187	SACKO_26772	CAPO301572
OG0004188	SACKO_12003	CAPO308209
OG0004194	SACKO_04880, SACKO_04924	CAPO301460, CAPO301973
OG0004198	SACKO_11238, SACKO_12328	CAPO302636
OG0004215	SACKO_02214	CAPO307025
OG0004216	SACKO_32089	CAPO304745
OG0004217	SACKO_09269	CAPO300553
OG0004219	SACKO_03103	CAPO302642
OG0004222	SACKO_12358	CAPO307934
OG0004223	SACKO_14230, SACKO_01885	CAPO308310
OG0004226	SACKO_01406	CAPO301388
OG0004227	SACKO_14123	CAPO302252
OG0004228	SACKO_18186	CAPO303492
OG0004230	SACKO_30089	CAPO305821
OG0004231	SACKO_01862	CAPO300312
OG0004232	SACKO_13258	CAPO301443
OG0004235	SACKO_17332, SACKO_17349	CAPO306795
OG0004236	SACKO_11379	CAPO301760
OG0004237	SACKO_33563	CAPO301645
OG0004239	SACKO_08658	CAPO304082
OG0004240	SACKO_03705	CAPO301736, CAPO306948
OG0004241	SACKO_05087	CAPO304693
OG0004243	SACKO_21841	CAPO302349
OG0004245	SACKO_12744	CAPO301120
OG0004246	SACKO_10191	CAPO307710
OG0004247	SACKO_29414	CAPO306324
OG0004248	SACKO_26657	CAPO306807
OG0004249	SACKO_09516	CAPO302316
OG0004250	SACKO_07268	CAPO305518
OG0004252	SACKO_16333	CAPO305536
OG0004254	SACKO_18552	CAPO304883
OG0004257	SACKO_10226	CAPO305171
OG0004258	SACKO_16352, SACKO_16395	CAPO301342
OG0004259	SACKO_29831	CAPO301048
OG0004261	SACKO_29025	CAPO305950
OG0004269	SACKO_21474, SACKO_02690, SACKO_17980, SACKO_17981	CAPO308233
OG0004270	SACKO_15850, SACKO_15844	CAPO303791
OG0004271	SACKO_21341, SACKO_01124	CAPO303178
OG0004272	SACKO_21689	CAPO302340, CAPO307285, CAPO307981, CAPO306596, CAPO304056, CAPO301702
OG0004272	SACKO_11645, SACKO_12140	CAPO303743
OG0004278	SACKO_21185	CAPO303739
OG0004280	SACKO_28223	CAPO302169
OG0004282	SACKO_29038	CAPO306035
OG0004283	SACKO_08259	CAPO301216
OG0004284	SACKO_19468, SACKO_24083	CAPO303039
OG0004285	SACKO_03384	CAPO306621
OG0004286	SACKO_12883	CAPO300246
OG0004288	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605	CAPO302203
OG0004289	SACKO_32406	CAPO307509
OG0004291	SACKO_14905	CAPO306696
OG0004292	SACKO_03502	CAPO301407
OG0004295	SACKO_04249	CAPO300437
OG0004296	SACKO_21380	CAPO307058
OG0004297	SACKO_28535	CAPO306140
OG0004299	SACKO_30101	CAPO307863
OG0004300	SACKO_30810	CAPO308218
OG0004301	SACKO_20227	CAPO305855
OG0004302	SACKO_18457	CAPO307149
OG0004303	SACKO_26532	CAPO306261
OG0004304	SACKO_20533	CAPO307407
OG0004305	SACKO_12408	CAPO306704
OG0004307	SACKO_33572	CAPO306787
OG0004308	SACKO_01785	CAPO302385
OG0004309	SACKO_30754	CAPO304021
OG0004310	SACKO_10532	CAPO306903
OG0004312	SACKO_10930	CAPO306752
OG0004314	SACKO_11572	CAPO301283
OG0004315	SACKO_16588	CAPO307076
OG0004316	SACKO_28186	CAPO300656
OG0004319	SACKO_05880, SACKO_05877	CAPO308294
OG0004320	SACKO_00068	CAPO300174
OG0004321	SACKO_28159, SACKO_28167	CAPO306639
OG0004322	SACKO_28915	CAPO307895
OG0004323	SACKO_25179	CAPO307483
OG0004324	SACKO_12104, SACKO_08113	CAPO300240
OG0004328	SACKO_23143, SACKO_33011	CAPO305261
OG0004329	SACKO_25792, SACKO_09106	CAPO302035
OG0004330	SACKO_07866	CAPO305393
OG0004331	SACKO_06087	CAPO305384
OG0004333	SACKO_09526	CAPO303439
OG0004335	SACKO_30625, SACKO_16024, SACKO_30637	CAPO302791
OG0004337	SACKO_10301	CAPO300958
OG0004338	SACKO_24216	CAPO300828
OG0004344	SACKO_02938	CAPO307152
OG0004345	SACKO_24990	CAPO306847
OG0004347	SACKO_18290	CAPO307703
OG0004348	SACKO_00059	CAPO306158
OG0004350	SACKO_33866	CAPO300994
OG0004351	SACKO_14866	CAPO307239
OG0004352	SACKO_10946	CAPO300873
OG0004353	SACKO_09595	CAPO306055, CAPO306087
OG0004354	SACKO_06263, SACKO_06268, SACKO_30750	CAPO307581
OG0004355	SACKO_23242, SACKO_00294	CAPO303478
OG0004356	SACKO_08790	CAPO300159
OG0004357	SACKO_30143	CAPO303880
OG0004358	SACKO_23737	CAPO301323
OG0004359	SACKO_07960	CAPO305703
OG0004360	SACKO_13028	CAPO301752
OG0004361	SACKO_16141	CAPO308302
OG0004363	SACKO_02013	CAPO304580
OG0004364	SACKO_23778	CAPO305213
OG0004365	SACKO_23975	CAPO305948
OG0004366	SACKO_28259	CAPO307987
OG0004368	SACKO_03972	CAPO306084
OG0004369	SACKO_34043, SACKO_22812	CAPO305592
OG0004370	SACKO_26120	CAPO302143
OG0004372	SACKO_02906, SACKO_02914	CAPO304892
OG0004373	SACKO_02913	CAPO308311
OG0004374	SACKO_27657, SACKO_05442	CAPO306983
OG0004375	SACKO_01917	CAPO305927
OG0004376	SACKO_04476	CAPO303203
OG0004377	SACKO_04189	CAPO303614
OG0004378	SACKO_21719	CAPO303140
OG0004379	SACKO_04588	CAPO300162
OG0004380	SACKO_08279	CAPO307847
OG0004381	SACKO_23417	CAPO300684
OG0004382	SACKO_16501	CAPO308307
OG0004383	SACKO_04003	CAPO301688
OG0004385	SACKO_28528, SACKO_14841	CAPO306534
OG0004388	SACKO_34021	CAPO303742
OG0004389	SACKO_09781	CAPO302416
OG0004390	SACKO_17506	CAPO300046
OG0004391	SACKO_06460	CAPO305468
OG0004392	SACKO_01326	CAPO303282
OG0004394	SACKO_06802	CAPO305886
OG0004396	SACKO_09175	CAPO300955
OG0004398	SACKO_05440	CAPO307605
OG0004399	SACKO_01145	CAPO301536
OG0004400	SACKO_18353	CAPO304368, CAPO302395
OG0004401	SACKO_22723	CAPO307684
OG0004405	SACKO_17613, SACKO_28559	CAPO302866
OG0004406	SACKO_12007	CAPO305558
OG0004413	SACKO_24559	CAPO301518
OG0004417	SACKO_27616	CAPO302119
OG0004418	SACKO_31965	CAPO305208
OG0004421	SACKO_23605	CAPO303320
OG0004423	SACKO_34049, SACKO_34098, SACKO_14325	CAPO306935
OG0004425	SACKO_07906	CAPO302090
OG0004426	SACKO_09068	CAPO301784
OG0004459	SACKO_07787	CAPO300459
OG0004460	SACKO_19002	CAPO307206
OG0004461	SACKO_15418	CAPO305355
OG0004462	SACKO_05077	CAPO302893
OG0004465	SACKO_18438	CAPO303487
OG0004467	SACKO_04860, SACKO_19896	CAPO307496
OG0004468	SACKO_33156	CAPO307854
OG0004472	SACKO_27165	CAPO303803
OG0004474	SACKO_13446	CAPO300829
OG0004476	SACKO_14576	CAPO307856
OG0004479	SACKO_15668	CAPO303963
OG0004483	SACKO_15376	CAPO303122
OG0004484	SACKO_24669, SACKO_24665	CAPO302152
OG0004486	SACKO_13395	CAPO307639
OG0004488	SACKO_11836	CAPO301849
OG0004489	SACKO_11062	CAPO305447
OG0004492	SACKO_04355	CAPO307196
OG0004494	SACKO_24457	CAPO306570
OG0004495	SACKO_09341	CAPO306359
OG0004496	SACKO_26743	CAPO303733
OG0004497	SACKO_26844, SACKO_04030	CAPO307202
OG0004498	SACKO_29609	CAPO305224
OG0004500	SACKO_18016	CAPO301850
OG0004501	SACKO_05302	CAPO301840
OG0004502	SACKO_04915	CAPO301779
OG0004502	SACKO_16253	CAPO300429
OG0004503	SACKO_30080, SACKO_30085	CAPO300332
OG0004506	SACKO_22735	CAPO305016
OG0004507	SACKO_01169, SACKO_28863, SACKO_01183	CAPO301894
OG0004508	SACKO_00949	CAPO301654
OG0004509	SACKO_04702	CAPO300500
OG0004511	SACKO_11442	CAPO303457
OG0004512	SACKO_32401	CAPO302842
OG0004513	SACKO_34197	CAPO303104
OG0004515	SACKO_10522	CAPO305182
OG0004517	SACKO_28631	CAPO305332
OG0004518	SACKO_14581	CAPO306412
OG0004519	SACKO_01174	CAPO307914
OG0004520	SACKO_26274	CAPO300090
OG0004521	SACKO_18409	CAPO306692
OG0004523	SACKO_04848	CAPO304989
OG0004525	SACKO_19797	CAPO303518
OG0004526	SACKO_10282	CAPO302498
OG0004527	SACKO_27212, SACKO_27206	CAPO302077
OG0004529	SACKO_19291	CAPO306628
OG0004530	SACKO_20418	CAPO304739
OG0004531	SACKO_23166, SACKO_03320	CAPO302345, CAPO307115
OG0004532	SACKO_28637	CAPO300005
OG0004533	SACKO_17772	CAPO306022
OG0004535	SACKO_03150	CAPO307124
OG0004537	SACKO_21349	CAPO306837
OG0004540	SACKO_30901	CAPO307351
OG0004541	SACKO_03899, SACKO_15485, SACKO_17639	CAPO307806
OG0004542	SACKO_06292	CAPO306706
OG0004544	SACKO_31438	CAPO306563
OG0004545	SACKO_15736	CAPO307212
OG0004546	SACKO_28524	CAPO306808
OG0004547	SACKO_12149	CAPO304852
OG0004548	SACKO_03951	CAPO305113
OG0004551	SACKO_04145	CAPO301498
OG0004552	SACKO_08469	CAPO301361, CAPO306759
OG0004553	SACKO_03082, SACKO_03081	CAPO302768
OG0004554	SACKO_00814	CAPO300747
OG0004555	SACKO_29011	CAPO301994
OG0004556	SACKO_18821	CAPO305616
OG0004558	SACKO_28349	CAPO307355
OG0004559	SACKO_28715	CAPO303756
OG0004561	SACKO_33877, SACKO_33874	CAPO304794
OG0004563	SACKO_33905	CAPO303030
OG0004564	SACKO_09067	CAPO301873
OG0004565	SACKO_02187	CAPO303409
OG0004569	SACKO_07551	CAPO303601
OG0004572	SACKO_18957, SACKO_18974	CAPO302719
OG0004573	SACKO_18454	CAPO302070, CAPO305859
OG0004574	SACKO_19725	CAPO300276
OG0004577	SACKO_15685	CAPO307905
OG0004578	SACKO_25847	CAPO307713
OG0004579	SACKO_17206	CAPO308171
OG0004581	SACKO_30000	CAPO305629
OG0004582	SACKO_20979, SACKO_20988	CAPO304857
OG0004583	SACKO_05163	CAPO301319
OG0004585	SACKO_13522	CAPO307959
OG0004587	SACKO_11225, SACKO_20399	CAPO303576
OG0004588	SACKO_20226	CAPO307046
OG0004590	SACKO_24523	CAPO307910
OG0004592	SACKO_20946	CAPO307767
OG0004593	SACKO_12736	CAPO306311
OG0004595	SACKO_23859	CAPO305901
OG0004596	SACKO_28471	CAPO301763, CAPO300672
OG0004599	SACKO_10527	CAPO306185
OG0004601	SACKO_15350, SACKO_07622, SACKO_21914	CAPO300529
OG0004602	SACKO_33314	CAPO307709
OG0004605	SACKO_24891	CAPO303013
OG0004609	SACKO_02975	CAPO305274
OG0004610	SACKO_21418	CAPO308217
OG0004611	SACKO_19720	CAPO305879, CAPO305850
OG0004612	SACKO_29135	CAPO307176
OG0004616	SACKO_18631	CAPO302661, CAPO307774
OG0004619	SACKO_13215	CAPO306976
OG0004621	SACKO_14185	CAPO301592
OG0004623	SACKO_12927, SACKO_20389	CAPO303271
OG0004626	SACKO_32091	CAPO304074
OG0004627	SACKO_04597	CAPO302578
OG0004628	SACKO_04292	CAPO300844
OG0004629	SACKO_21350	CAPO300874
OG0004630	SACKO_24304, SACKO_18921	CAPO300032
OG0004633	SACKO_12575	CAPO306431
OG0004634	SACKO_31100	CAPO306443
OG0004635	SACKO_11047	CAPO305826
OG0004638	SACKO_13654	CAPO300328
OG0004639	SACKO_03968	CAPO304960
OG0004640	SACKO_00552	CAPO305391
OG0004641	SACKO_18334	CAPO301192
OG0004642	SACKO_25061	CAPO303810
OG0004643	SACKO_25343	CAPO303111
OG0004644	SACKO_07275	CAPO308177
OG0004646	SACKO_21323	CAPO304987
OG0004648	SACKO_17990	CAPO306796
OG0004649	SACKO_18305	CAPO308035
OG0004651	SACKO_04435	CAPO307192
OG0004652	SACKO_08505	CAPO307126
OG0004654	SACKO_14273	CAPO304098
OG0004655	SACKO_08288	CAPO300932
OG0004656	SACKO_08515, SACKO_08512	CAPO306315
OG0004657	SACKO_26287, SACKO_21555	CAPO300965
OG0004658	SACKO_03635	CAPO302853
OG0004659	SACKO_29850	CAPO305571
OG0004663	SACKO_18226	CAPO307060
OG0004668	SACKO_01265	CAPO307032
OG0004669	SACKO_26889	CAPO301719
OG0004670	SACKO_30167	CAPO301141
OG0004671	SACKO_31183	CAPO303199
OG0004672	SACKO_20480	CAPO300788
OG0004673	SACKO_00641	CAPO305181
OG0004674	SACKO_20254	CAPO301298
OG0004675	SACKO_13667	CAPO300152
OG0004676	SACKO_00679	CAPO302564, CAPO302347
OG0004676	SACKO_05823	CAPO305483
OG0004679	SACKO_18272	CAPO307020
OG0004682	SACKO_09594	CAPO302643
OG0004685	SACKO_33019	CAPO300514
OG0004687	SACKO_17225	CAPO300850
OG0004690	SACKO_22702	CAPO302294
OG0004691	SACKO_19375	CAPO301832
OG0004692	SACKO_15254, SACKO_15247	CAPO306711
OG0004694	SACKO_13843	CAPO302831
OG0004695	SACKO_26984	CAPO304127
OG0004696	SACKO_28164	CAPO303339
OG0004697	SACKO_14387	CAPO308157
OG0004699	SACKO_15038	CAPO305801
OG0004700	SACKO_10009	CAPO305394
OG0004702	SACKO_27095	CAPO301451, CAPO306323
OG0004703	SACKO_15066	CAPO302281
OG0004707	SACKO_12969	CAPO307222
OG0004708	SACKO_03775	CAPO302589
OG0004711	SACKO_20599	CAPO307614
OG0004728	SACKO_04940	CAPO306092
OG0004732	SACKO_25624, SACKO_15851	CAPO303065
OG0004733	SACKO_01861	CAPO303723
OG0004738	SACKO_22069	CAPO307391
OG0004739	SACKO_09731	CAPO305372
OG0004740	SACKO_05635	CAPO303587
OG0004743	SACKO_15431	CAPO305537
OG0004744	SACKO_02238, SACKO_15476	CAPO307377
OG0004747	SACKO_23321	CAPO305266
OG0004748	SACKO_32597	CAPO300851
OG0004749	SACKO_00284	CAPO303738
OG0004752	SACKO_03624, SACKO_07505	CAPO300189
OG0004753	SACKO_12573, SACKO_03985	CAPO307970
OG0004756	SACKO_18350	CAPO300650
OG0004757	SACKO_18246	CAPO300079
OG0004758	SACKO_13396	CAPO307791
OG0004759	SACKO_34003	CAPO301731
OG0004760	SACKO_05577	CAPO302986
OG0004761	SACKO_27689	CAPO301372
OG0004762	SACKO_29409, SACKO_05447	CAPO306336
OG0004763	SACKO_12233, SACKO_12232	CAPO303189
OG0004764	SACKO_20994	CAPO306665
OG0004765	SACKO_07355	CAPO300145
OG0004766	SACKO_32276	CAPO300107
OG0004767	SACKO_33918	CAPO304258
OG0004768	SACKO_30578	CAPO302814
OG0004769	SACKO_32280	CAPO305909
OG0004770	SACKO_04206	CAPO306549
OG0004771	SACKO_13241, SACKO_23350	CAPO306141
OG0004774	SACKO_28719	CAPO302467
OG0004775	SACKO_01388	CAPO308292
OG0004781	SACKO_09515	CAPO302855
OG0004784	SACKO_30267	CAPO300506
OG0004785	SACKO_00636, SACKO_06901	CAPO301223
OG0004786	SACKO_02680	CAPO306813
OG0004787	SACKO_25599	CAPO300677
OG0004788	SACKO_02726	CAPO303606
OG0004792	SACKO_07545	CAPO304121, CAPO301355
OG0004793	SACKO_30281	CAPO303691
OG0004794	SACKO_26985	CAPO302268
OG0004795	SACKO_06033	CAPO306522
OG0004797	SACKO_30159	CAPO308248
OG0004798	SACKO_23251	CAPO306979
OG0004801	SACKO_21746, SACKO_21766, SACKO_21749	CAPO301409
OG0004803	SACKO_18320	CAPO304966
OG0004805	SACKO_04571	CAPO301148
OG0004808	SACKO_18435, SACKO_18430	CAPO300921
OG0004810	SACKO_28871	CAPO307085
OG0004811	SACKO_16566	CAPO304670
OG0004812	SACKO_11797	CAPO300913
OG0004813	SACKO_25285	CAPO302301
OG0004814	SACKO_05533	CAPO305193
OG0004815	SACKO_24787, SACKO_15015, SACKO_12115	CAPO306099
OG0004817	SACKO_27076, SACKO_27094	CAPO300646
OG0004819	SACKO_33075, SACKO_00086	CAPO303489
OG0004820	SACKO_14775	CAPO301474
OG0004822	SACKO_24997	CAPO303272
OG0004823	SACKO_22697	CAPO301131
OG0004825	SACKO_28529, SACKO_28534	CAPO303625
OG0004826	SACKO_17053	CAPO302318
OG0004828	SACKO_05844	CAPO300795
OG0004829	SACKO_15716	CAPO306677
OG0004830	SACKO_13994	CAPO304259, CAPO301109
OG0004831	SACKO_18927	CAPO302539
OG0004832	SACKO_04801	CAPO300644
OG0004833	SACKO_29882	CAPO307386, CAPO307385
OG0004835	SACKO_20126	CAPO307142
OG0004836	SACKO_21978	CAPO300476
OG0004837	SACKO_25482	CAPO306341
OG0004838	SACKO_16462	CAPO300483
OG0004840	SACKO_08213	CAPO301303
OG0004841	SACKO_05357	CAPO301073
OG0004842	SACKO_17281	CAPO307208
OG0004843	SACKO_19951	CAPO302296
OG0004844	SACKO_06155	CAPO308225
OG0004845	SACKO_24565	CAPO300244
OG0004846	SACKO_15541	CAPO302634
OG0004849	SACKO_34056	CAPO302897
OG0004851	SACKO_24254	CAPO304052
OG0004852	SACKO_22804	CAPO305241
OG0004853	SACKO_14441, SACKO_14553	CAPO306818
OG0004854	SACKO_31690, SACKO_23267	CAPO307677
OG0004855	SACKO_12999	CAPO307136
OG0004856	SACKO_25100	CAPO307877
OG0004857	SACKO_06928	CAPO305126
OG0004857	SACKO_10201	CAPO301665
OG0004858	SACKO_31252	CAPO306514
OG0004859	SACKO_12912	CAPO305955
OG0004861	SACKO_31486	CAPO300721
OG0004864	SACKO_13348	CAPO306175
OG0004869	SACKO_27257	CAPO301505
OG0004873	SACKO_22337	CAPO305056
OG0004874	SACKO_11278, SACKO_24722	CAPO302314
OG0004879	SACKO_26403	CAPO304570
OG0004880	SACKO_24904	CAPO307520
OG0004881	SACKO_05511	CAPO301856
OG0004882	SACKO_28479, SACKO_08173	CAPO307657
OG0004883	SACKO_22025	CAPO304269
OG0004884	SACKO_25723	CAPO306875
OG0004886	SACKO_23358	CAPO304598
OG0004887	SACKO_01697	CAPO303252
OG0004889	SACKO_25834	CAPO302860
OG0004892	SACKO_28951	CAPO308266
OG0004894	SACKO_15197	CAPO308103
OG0004895	SACKO_33159	CAPO301412
OG0004896	SACKO_22567	CAPO301146, CAPO308332
OG0004897	SACKO_02250	CAPO300624
OG0004898	SACKO_02481	CAPO300846
OG0004899	SACKO_14461	CAPO304701
OG0004900	SACKO_08566	CAPO300509
OG0004901	SACKO_16831	CAPO301170
OG0004902	SACKO_25996, SACKO_09081	CAPO305853
OG0004903	SACKO_16168	CAPO304775
OG0004904	SACKO_30644	CAPO304100
OG0004906	SACKO_27225	CAPO303480
OG0004907	SACKO_12356, SACKO_17695	CAPO307254
OG0004911	SACKO_20391	CAPO305750
OG0004913	SACKO_17822	CAPO306717
OG0004914	SACKO_04546	CAPO301519
OG0004917	SACKO_11578, SACKO_25292	CAPO303374
OG0004919	SACKO_29402	CAPO308082
OG0004920	SACKO_07091, SACKO_07141	CAPO302580
OG0004922	SACKO_12192	CAPO306550
OG0004923	SACKO_11979	CAPO307943
OG0004924	SACKO_11735	CAPO304606
OG0004927	SACKO_11937	CAPO304855
OG0004928	SACKO_30858	CAPO304691
OG0004929	SACKO_26931, SACKO_26920	CAPO304111
OG0004932	SACKO_24556	CAPO306081, CAPO305804
OG0004934	SACKO_17593	CAPO305066
OG0004936	SACKO_32391	CAPO306298
OG0004938	SACKO_19480, SACKO_26940	CAPO308159
OG0004940	SACKO_26982	CAPO305630
OG0004943	SACKO_12829	CAPO306001
OG0004944	SACKO_10828	CAPO302056
OG0004946	SACKO_22750	CAPO305515
OG0004947	SACKO_20318, SACKO_20325	CAPO307579
OG0004948	SACKO_08889, SACKO_25988, SACKO_05613	CAPO305331
OG0004949	SACKO_22218	CAPO304026
OG0004950	SACKO_00448	CAPO300642
OG0004952	SACKO_17947	CAPO301776
OG0004953	SACKO_07785	CAPO306623
OG0004954	SACKO_21509	CAPO303229
OG0004958	SACKO_29277	CAPO302197
OG0004960	SACKO_09681	CAPO300258
OG0004961	SACKO_22881	CAPO305777
OG0004962	SACKO_08019	CAPO301438
OG0004963	SACKO_23165	CAPO303805
OG0004964	SACKO_32501	CAPO302916
OG0004969	SACKO_26374	CAPO303678
OG0004970	SACKO_01641, SACKO_10357	CAPO303748
OG0004971	SACKO_06983	CAPO302327
OG0004972	SACKO_22022	CAPO304289
OG0004973	SACKO_26652	CAPO305642
