Orthogroup	SACKO_ok	XENTR
OG0002984	SACKO_19745	XENTR11184
OG0002985	SACKO_30570	XENTR01815
OG0002987	SACKO_24109	XENTR01945, XENTR08978
OG0002988	SACKO_28450	XENTR05343, XENTR08422, XENTR08423
OG0002989	SACKO_23453	XENTR13471
OG0002990	SACKO_28950	XENTR01994, XENTR12466, XENTR08715
OG0002991	SACKO_16196	XENTR07281
OG0002992	SACKO_30998	XENTR01895, XENTR06222
OG0002994	SACKO_15129	XENTR02151
OG0002996	SACKO_16051	XENTR16303, XENTR18314
OG0002997	SACKO_03884	XENTR00325
OG0002998	SACKO_08408	XENTR10809, XENTR17352, XENTR06372
OG0003001	SACKO_02123	XENTR01871
OG0003002	SACKO_24578	XENTR17080, XENTR05211
OG0003003	SACKO_12840	XENTR03623
OG0003004	SACKO_15243, SACKO_08904	XENTR07513, XENTR02073
OG0003005	SACKO_09366	XENTR18499
OG0003006	SACKO_09983	XENTR11337
OG0003007	SACKO_23209	XENTR04298, XENTR00049, XENTR13215
OG0003008	SACKO_14283	XENTR15614, XENTR04677
OG0003009	SACKO_23162	XENTR12308, XENTR17857, XENTR08238
OG0003010	SACKO_04866, SACKO_33454	XENTR14276
OG0003011	SACKO_09511	XENTR05600, XENTR15172
OG0003012	SACKO_26048	XENTR02824
OG0003013	SACKO_22831	XENTR00139, XENTR03367
OG0003014	SACKO_30554	XENTR03629
OG0003016	SACKO_10324	XENTR11776, XENTR18402
OG0003017	SACKO_30528, SACKO_28070	XENTR16352, XENTR16351
OG0003018	SACKO_21884, SACKO_15715	XENTR16972
OG0003019	SACKO_29411	XENTR10695, XENTR10694
OG0003021	SACKO_12395	XENTR18288
OG0003022	SACKO_00432	XENTR05917
OG0003023	SACKO_15718, SACKO_24498	XENTR10199, XENTR10198, XENTR04561
OG0003024	SACKO_04764	XENTR18532
OG0003025	SACKO_25265	XENTR13995, XENTR00407
OG0003026	SACKO_02570	XENTR17420
OG0003027	SACKO_20718	XENTR04043, XENTR01453
OG0003028	SACKO_26969	XENTR11464
OG0003029	SACKO_23336	XENTR08351, XENTR05958
OG0003030	SACKO_20385	XENTR04003, XENTR18856, XENTR16201
OG0003031	SACKO_31229, SACKO_13025	XENTR01678, XENTR11006
OG0003032	SACKO_02283	XENTR11083, XENTR08717, XENTR01996
OG0003033	SACKO_21096	XENTR01505
OG0003034	SACKO_10723	XENTR01021
OG0003035	SACKO_13056	XENTR08097, XENTR04242
OG0003036	SACKO_03961	XENTR01299
OG0003037	SACKO_16276	XENTR06327
OG0003038	SACKO_26887	XENTR15955, XENTR17309
OG0003040	SACKO_21624, SACKO_30839	XENTR18563
OG0003041	SACKO_15164	XENTR00227
OG0003042	SACKO_01751	XENTR05407
OG0003043	SACKO_02021	XENTR13370
OG0003044	SACKO_29708	XENTR08887
OG0003045	SACKO_27785	XENTR10613
OG0003046	SACKO_19289	XENTR00458, XENTR06271
OG0003048	SACKO_30401	XENTR04971
OG0003049	SACKO_27605	XENTR12371
OG0003050	SACKO_15528	XENTR07158, XENTR13871
OG0003051	SACKO_22120	XENTR15589, XENTR08838
OG0003052	SACKO_31888	XENTR17582
OG0003053	SACKO_00124	XENTR14155
OG0003054	SACKO_23775	XENTR02710
OG0003055	SACKO_14713	XENTR00054, XENTR12225
OG0003057	SACKO_10359	XENTR06973, XENTR14619
OG0003058	SACKO_30857	XENTR07986, XENTR10890, XENTR02463
OG0003059	SACKO_10958, SACKO_20443	XENTR12777
OG0003060	SACKO_07187	XENTR06510, XENTR13247, XENTR16776
OG0003061	SACKO_01288	XENTR13047, XENTR13404
OG0003063	SACKO_07757	XENTR10800
OG0003064	SACKO_30917	XENTR18991
OG0003065	SACKO_12532	XENTR08230
OG0003066	SACKO_05874	XENTR17099, XENTR08960
OG0003071	SACKO_01947, SACKO_09087	XENTR03967
OG0003072	SACKO_22003	XENTR02567, XENTR00734
OG0003073	SACKO_19888	XENTR04061
OG0003074	SACKO_00277	XENTR02964, XENTR07675
OG0003077	SACKO_28671	XENTR07311, XENTR05693, XENTR17699
OG0003078	SACKO_33444	XENTR09095, XENTR11706
OG0003079	SACKO_01137	XENTR14327, XENTR13284
OG0003084	SACKO_01950	XENTR11661, XENTR12082
OG0003089	SACKO_18518, SACKO_14107, SACKO_20028	XENTR17194
OG0003090	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373	XENTR03237, XENTR10261
OG0003101	SACKO_20862	XENTR05478, XENTR07812, XENTR18234
OG0003103	SACKO_09737	XENTR07478, XENTR07479, XENTR02297
OG0003104	SACKO_11227	XENTR06110, XENTR04678
OG0003105	SACKO_04098	XENTR04336
OG0003106	SACKO_29288	XENTR12128
OG0003107	SACKO_16349	XENTR10986
OG0003108	SACKO_22455, SACKO_26646	XENTR11504, XENTR11503
OG0003110	SACKO_26390	XENTR02312
OG0003111	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371	XENTR12220
OG0003112	SACKO_27668	XENTR07566
OG0003114	SACKO_15238	XENTR18657, XENTR06619
OG0003115	SACKO_01855	XENTR01484, XENTR05078, XENTR17555
OG0003116	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030	XENTR03534
OG0003118	SACKO_04745	XENTR06207, XENTR15713
OG0003119	SACKO_13546	XENTR16252, XENTR18505
OG0003120	SACKO_22096, SACKO_22116	XENTR06695
OG0003121	SACKO_16521	XENTR11254
OG0003122	SACKO_03121	XENTR07201
OG0003122	SACKO_18543, SACKO_26066	XENTR16285
OG0003124	SACKO_04410	XENTR00783
OG0003125	SACKO_29448	XENTR09690
OG0003126	SACKO_18141	XENTR04714
OG0003127	SACKO_04031	XENTR08996, XENTR08997
OG0003128	SACKO_04405	XENTR14159
OG0003130	SACKO_29703	XENTR04051
OG0003131	SACKO_18830	XENTR13920
OG0003133	SACKO_25555	XENTR00486
OG0003134	SACKO_16499, SACKO_07502	XENTR12257
OG0003135	SACKO_03116	XENTR02084
OG0003136	SACKO_03114	XENTR12656, XENTR02424, XENTR05090
OG0003137	SACKO_15912	XENTR07279, XENTR05048
OG0003138	SACKO_22321	XENTR08591
OG0003140	SACKO_06695	XENTR00556, XENTR12115
OG0003141	SACKO_03614	XENTR16911
OG0003142	SACKO_05126	XENTR11445, XENTR11444
OG0003144	SACKO_03680	XENTR11410
OG0003145	SACKO_14415	XENTR04007
OG0003146	SACKO_04352	XENTR05117
OG0003147	SACKO_09203, SACKO_13733	XENTR09759
OG0003148	SACKO_01512, SACKO_01504	XENTR04123, XENTR10073
OG0003150	SACKO_33473	XENTR02043, XENTR08836
OG0003151	SACKO_18699	XENTR08206, XENTR02485, XENTR02484
OG0003152	SACKO_11895	XENTR07384, XENTR12708
OG0003153	SACKO_16378	XENTR18452
OG0003154	SACKO_22446	XENTR00073
OG0003155	SACKO_10655	XENTR00977
OG0003156	SACKO_27553, SACKO_06021	XENTR12843
OG0003157	SACKO_30627	XENTR16641
OG0003158	SACKO_02553	XENTR09421, XENTR06360
OG0003159	SACKO_17748, SACKO_01588	XENTR04322, XENTR04257
OG0003160	SACKO_12466	XENTR13384
OG0003161	SACKO_09109	XENTR09600
OG0003162	SACKO_09082, SACKO_09115, SACKO_09128	XENTR03824, XENTR08572
OG0003163	SACKO_09039	XENTR11544, XENTR05306
OG0003164	SACKO_24629	XENTR00718, XENTR05518
OG0003165	SACKO_09454	XENTR12396, XENTR12753
OG0003167	SACKO_21224	XENTR18627, XENTR06313
OG0003169	SACKO_19319	XENTR00138
OG0003171	SACKO_13185, SACKO_11574	XENTR03950
OG0003172	SACKO_02203, SACKO_02691	XENTR14668
OG0003173	SACKO_02198	XENTR14158, XENTR06342
OG0003174	SACKO_14589	XENTR07544, XENTR18836
OG0003175	SACKO_26238	XENTR01126, XENTR01743, XENTR01744
OG0003176	SACKO_19057	XENTR00495
OG0003177	SACKO_24963	XENTR12635
OG0003178	SACKO_18493	XENTR11667, XENTR09042
OG0003179	SACKO_33031, SACKO_21707	XENTR11724
OG0003180	SACKO_20193	XENTR17770, XENTR01186
OG0003181	SACKO_00391	XENTR18277
OG0003182	SACKO_16383	XENTR13629
OG0003183	SACKO_15802	XENTR03790, XENTR17483, XENTR15104
OG0003184	SACKO_29685	XENTR12742
OG0003185	SACKO_19190	XENTR17498, XENTR15967
OG0003186	SACKO_01675, SACKO_05027	XENTR16887
OG0003187	SACKO_23198	XENTR16789
OG0003188	SACKO_32262	XENTR05320, XENTR02763
OG0003189	SACKO_10353	XENTR15950
OG0003190	SACKO_23848	XENTR05661
OG0003191	SACKO_03093	XENTR05225
OG0003192	SACKO_13024	XENTR08220
OG0003193	SACKO_21175	XENTR09215
OG0003195	SACKO_28742	XENTR17698
OG0003196	SACKO_13980, SACKO_08178	XENTR16724
OG0003197	SACKO_29949	XENTR08587
OG0003198	SACKO_09167	XENTR08036
OG0003199	SACKO_33150	XENTR13157
OG0003200	SACKO_21528	XENTR05762
OG0003201	SACKO_03602	XENTR08359
OG0003202	SACKO_17487	XENTR06728
OG0003203	SACKO_00607, SACKO_00828	XENTR15103
OG0003204	SACKO_31707	XENTR15170, XENTR10528
OG0003205	SACKO_12111	XENTR14834, XENTR15297
OG0003206	SACKO_17979, SACKO_17971, SACKO_19787	XENTR01762
OG0003207	SACKO_07582	XENTR17115, XENTR02861
OG0003210	SACKO_27430	XENTR07740, XENTR03933
OG0003211	SACKO_07520	XENTR01345
OG0003212	SACKO_00699	XENTR07956, XENTR01342
OG0003214	SACKO_22648	XENTR08605, XENTR08604
OG0003214	SACKO_02358	XENTR06201
OG0003215	SACKO_14011	XENTR07497, XENTR09047
OG0003216	SACKO_05075, SACKO_33513	XENTR07375, XENTR07374, XENTR11202, XENTR04801
OG0003217	SACKO_20635	XENTR05031, XENTR04303
OG0003218	SACKO_33469	XENTR12593
OG0003219	SACKO_24194	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	SACKO_26339, SACKO_03695	XENTR11144, XENTR12866
OG0003222	SACKO_26715	XENTR15911, XENTR10214, XENTR13202
OG0003223	SACKO_26827	XENTR06905
OG0003224	SACKO_07681	XENTR16031, XENTR13430
OG0003225	SACKO_07427	XENTR02604
OG0003226	SACKO_15104	XENTR18053
OG0003227	SACKO_30234	XENTR01422
OG0003228	SACKO_07288	XENTR13523
OG0003229	SACKO_02081	XENTR16185, XENTR10298
OG0003230	SACKO_19470	XENTR10511, XENTR10510
OG0003231	SACKO_17265	XENTR18302
OG0003232	SACKO_01247	XENTR15315, XENTR05526, XENTR17642
OG0003235	SACKO_26089	XENTR17209
OG0003236	SACKO_13088	XENTR08328
OG0003236	SACKO_28630	XENTR13718
OG0003238	SACKO_17755	XENTR13238
OG0003239	SACKO_15782	XENTR00722
OG0003240	SACKO_09100	XENTR17311, XENTR17807
OG0003250	SACKO_00843	XENTR15630, XENTR17841
OG0003251	SACKO_32082	XENTR09756
OG0003252	SACKO_18053	XENTR09598, XENTR09597
OG0003253	SACKO_23089	XENTR18870, XENTR10063
OG0003254	SACKO_11378	XENTR15784
OG0003258	SACKO_14130	XENTR09647
OG0003261	SACKO_25373	XENTR03202
OG0003262	SACKO_00711	XENTR06319, XENTR04546
OG0003263	SACKO_24493	XENTR11183
OG0003265	SACKO_09798	XENTR04827, XENTR00765
OG0003266	SACKO_05971, SACKO_26552, SACKO_12236	XENTR12815, XENTR10446
OG0003267	SACKO_32336	XENTR06701
OG0003268	SACKO_05287	XENTR11858
OG0003269	SACKO_28019	XENTR00981
OG0003270	SACKO_25439	XENTR01357
OG0003272	SACKO_12753	XENTR11923, XENTR13832
OG0003273	SACKO_11959	XENTR14541, XENTR09949
OG0003275	SACKO_30780, SACKO_30771	XENTR18433, XENTR02465
OG0003276	SACKO_32351	XENTR03833, XENTR16569
OG0003277	SACKO_01244	XENTR01225, XENTR05973
OG0003278	SACKO_03134	XENTR12702
OG0003279	SACKO_30116	XENTR06409, XENTR03464
OG0003280	SACKO_10441	XENTR14496
OG0003282	SACKO_27155	XENTR08973
OG0003283	SACKO_28354, SACKO_30822	XENTR02862
OG0003284	SACKO_30896	XENTR09406, XENTR09408, XENTR09407
OG0003286	SACKO_17313	XENTR00938
OG0003287	SACKO_28184	XENTR07598
OG0003288	SACKO_10698	XENTR00671
OG0003289	SACKO_01897	XENTR14484, XENTR00516, XENTR00515
OG0003293	SACKO_06484, SACKO_23226	XENTR05206
OG0003294	SACKO_17331	XENTR05508
OG0003295	SACKO_10530	XENTR13148
OG0003296	SACKO_04472	XENTR00824
OG0003298	SACKO_14529	XENTR15553
OG0003299	SACKO_29252	XENTR12358
OG0003301	SACKO_27778	XENTR10815, XENTR08929
OG0003302	SACKO_17873	XENTR02111
OG0003304	SACKO_33198	XENTR08010, XENTR06925
OG0003305	SACKO_20237	XENTR11041
OG0003306	SACKO_02846	XENTR07978
OG0003307	SACKO_00155	XENTR16158
OG0003308	SACKO_03501	XENTR11573, XENTR09831
OG0003311	SACKO_05588	XENTR11582, XENTR06308
OG0003314	SACKO_02370	XENTR05197, XENTR05257, XENTR05501
OG0003315	SACKO_11264	XENTR05114
OG0003316	SACKO_02137	XENTR08584
OG0003317	SACKO_05670	XENTR09784
OG0003318	SACKO_23709	XENTR17690, XENTR06814
OG0003319	SACKO_26946	XENTR16866, XENTR04625
OG0003320	SACKO_10308, SACKO_31257	XENTR02217
OG0003321	SACKO_30235	XENTR02507, XENTR05135, XENTR05136, XENTR05137
OG0003325	SACKO_05232	XENTR14438
OG0003326	SACKO_25613	XENTR10496, XENTR05739
OG0003327	SACKO_29807, SACKO_16114	XENTR17104, XENTR13251
OG0003329	SACKO_09850, SACKO_03764	XENTR05841
OG0003330	SACKO_32249	XENTR05319
OG0003331	SACKO_03264	XENTR04048
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	XENTR17058, XENTR17059
OG0003333	SACKO_30489	XENTR04475, XENTR16496, XENTR16497
OG0003335	SACKO_15302	XENTR09006
OG0003336	SACKO_22803, SACKO_22795	XENTR04249, XENTR10459, XENTR04672
OG0003337	SACKO_14865	XENTR12026
OG0003338	SACKO_27567	XENTR00064, XENTR05725
OG0003340	SACKO_04037	XENTR05753, XENTR04075
OG0003341	SACKO_02784, SACKO_02780	XENTR12776
OG0003343	SACKO_29714	XENTR10202
OG0003344	SACKO_26970	XENTR06071, XENTR06072, XENTR06070
OG0003346	SACKO_09097	XENTR12386
OG0003347	SACKO_04192	XENTR05381
OG0003348	SACKO_18275	XENTR12378, XENTR08608
OG0003349	SACKO_20573	XENTR05563, XENTR07550
OG0003350	SACKO_26402, SACKO_27781	XENTR14406, XENTR06191
OG0003352	SACKO_16000	XENTR08399, XENTR03180
OG0003353	SACKO_27934	XENTR00740
OG0003354	SACKO_00210	XENTR14729
OG0003355	SACKO_21459	XENTR08296, XENTR14300
OG0003356	SACKO_19562	XENTR01788, XENTR19056
OG0003359	SACKO_15411	XENTR15397
OG0003360	SACKO_11966	XENTR03049, XENTR03048
OG0003361	SACKO_19401	XENTR13092
OG0003364	SACKO_11623	XENTR14029, XENTR16714
OG0003366	SACKO_31581	XENTR04144
OG0003367	SACKO_32690, SACKO_10006, SACKO_09981	XENTR19276
OG0003368	SACKO_17847	XENTR08859
OG0003369	SACKO_17735	XENTR02694, XENTR17149
OG0003372	SACKO_30945	XENTR00441
OG0003373	SACKO_09624	XENTR14268
OG0003374	SACKO_32930	XENTR00231, XENTR13931
OG0003375	SACKO_08748	XENTR18878, XENTR00570
OG0003376	SACKO_10287	XENTR08868
OG0003377	SACKO_23381	XENTR09874
OG0003379	SACKO_33311, SACKO_33295	XENTR05021
OG0003380	SACKO_05451	XENTR00830
OG0003381	SACKO_04584	XENTR16745, XENTR08704
OG0003382	SACKO_12662	XENTR06748
OG0003383	SACKO_08095	XENTR17067, XENTR06946, XENTR06945
OG0003384	SACKO_24086	XENTR01965
OG0003385	SACKO_11016	XENTR03792
OG0003386	SACKO_01067	XENTR15284
OG0003387	SACKO_03779	XENTR16576, XENTR16577
OG0003388	SACKO_17919, SACKO_17906	XENTR06699
OG0003389	SACKO_23486, SACKO_14582	XENTR04470
OG0003391	SACKO_12505	XENTR13531
OG0003392	SACKO_10639, SACKO_10646	XENTR09804, XENTR00995, XENTR07310
OG0003393	SACKO_33236	XENTR04439
OG0003396	SACKO_32243, SACKO_07005	XENTR16644
OG0003398	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279	XENTR07669, XENTR06579
OG0003401	SACKO_27469	XENTR01481
OG0003403	SACKO_03712	XENTR14425, XENTR12343, XENTR18602, XENTR19037, XENTR16606, XENTR19066, XENTR14284, XENTR02750, XENTR11275, XENTR01395, XENTR17461, XENTR05011, XENTR12344, XENTR05441, XENTR07887, XENTR15795, XENTR19218, XENTR07886, XENTR13436, XENTR17218, XENTR14456, XENTR13951, XENTR12891, XENTR01967, XENTR14017, XENTR02789, XENTR11025, XENTR01968, XENTR08873, XENTR07043, XENTR08810, XENTR08809, XENTR10969, XENTR10968
OG0003419	SACKO_07603	XENTR16940
OG0003421	SACKO_01930, SACKO_01928, SACKO_01939	XENTR04887
OG0003422	SACKO_04586	XENTR08946, XENTR08947
OG0003424	SACKO_05692	XENTR01798
OG0003425	SACKO_21290	XENTR08256
OG0003426	SACKO_29295	XENTR14116
OG0003428	SACKO_19906	XENTR12198
OG0003429	SACKO_18851	XENTR12279
OG0003431	SACKO_02696	XENTR08565, XENTR08564, XENTR09172
OG0003432	SACKO_23142, SACKO_21364	XENTR12177
OG0003433	SACKO_19315	XENTR13812
OG0003434	SACKO_27927	XENTR01877
OG0003437	SACKO_25025	XENTR07320, XENTR05601
OG0003439	SACKO_33811	XENTR17504, XENTR10921, XENTR10920
OG0003440	SACKO_12972	XENTR02723, XENTR02722
OG0003441	SACKO_30707, SACKO_33516, SACKO_30700	XENTR00766, XENTR04826
OG0003442	SACKO_15203	XENTR06416, XENTR16044, XENTR02332
OG0003443	SACKO_22199	XENTR07991, XENTR13306
OG0003445	SACKO_06557, SACKO_06554	XENTR07728
OG0003447	SACKO_16916	XENTR05985
OG0003448	SACKO_29640	XENTR05059
OG0003449	SACKO_09979	XENTR04620
OG0003450	SACKO_15572	XENTR11136
OG0003451	SACKO_04785	XENTR03958
OG0003452	SACKO_24050	XENTR14210
OG0003453	SACKO_10209	XENTR12517
OG0003454	SACKO_30324	XENTR06943, XENTR12431
OG0003455	SACKO_22919	XENTR18377
OG0003456	SACKO_28683	XENTR10526
OG0003457	SACKO_17526, SACKO_07023	XENTR04624, XENTR08027
OG0003458	SACKO_24689, SACKO_13988	XENTR11788
OG0003459	SACKO_12030	XENTR01653
OG0003460	SACKO_05169	XENTR05095
OG0003461	SACKO_03545	XENTR15751
OG0003462	SACKO_00776	XENTR16197
OG0003463	SACKO_31602	XENTR11861
OG0003464	SACKO_26254	XENTR00966
OG0003465	SACKO_23058	XENTR06176
OG0003466	SACKO_02294	XENTR11842, XENTR10915
OG0003467	SACKO_32119	XENTR17927
OG0003468	SACKO_00890	XENTR02404
OG0003469	SACKO_13512	XENTR12948
OG0003471	SACKO_27838	XENTR06561
OG0003472	SACKO_24937	XENTR13142
OG0003473	SACKO_33089	XENTR00629, XENTR14470
OG0003474	SACKO_18192	XENTR05119, XENTR13688
OG0003475	SACKO_31281	XENTR16240
OG0003476	SACKO_26059	XENTR00760
OG0003477	SACKO_20610	XENTR08073
OG0003478	SACKO_00688	XENTR12098
OG0003479	SACKO_01184	XENTR02579, XENTR16286, XENTR11231
OG0003480	SACKO_11010	XENTR09961, XENTR17800
OG0003481	SACKO_13902	XENTR05415
OG0003482	SACKO_26994	XENTR09273, XENTR18489
OG0003483	SACKO_18557	XENTR07509
OG0003485	SACKO_10815	XENTR10111
OG0003487	SACKO_25911, SACKO_25905	XENTR18643
OG0003488	SACKO_21273	XENTR06590
OG0003489	SACKO_29393	XENTR05327, XENTR05749
OG0003490	SACKO_04384	XENTR10771
OG0003491	SACKO_26412	XENTR03228, XENTR07233
OG0003492	SACKO_31827	XENTR01960, XENTR06706
OG0003495	SACKO_30140	XENTR04647
OG0003496	SACKO_06794	XENTR05780
OG0003497	SACKO_02621	XENTR06024, XENTR18982
OG0003498	SACKO_01996, SACKO_01988	XENTR03494
OG0003499	SACKO_22766	XENTR09564
OG0003500	SACKO_07628	XENTR02385
OG0003501	SACKO_30952	XENTR10636
OG0003502	SACKO_20189	XENTR06321
OG0003503	SACKO_09739	XENTR13845
OG0003504	SACKO_16259	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	SACKO_26757	XENTR00482
OG0003506	SACKO_24649	XENTR11659, XENTR05517
OG0003507	SACKO_15223, SACKO_03869	XENTR10640, XENTR00027
OG0003508	SACKO_06902	XENTR17069
OG0003509	SACKO_34164	XENTR18947
OG0003511	SACKO_09852	XENTR05842
OG0003512	SACKO_20205	XENTR01185
OG0003513	SACKO_30320, SACKO_14277	XENTR16163, XENTR15086
OG0003514	SACKO_25947, SACKO_14249, SACKO_25494	XENTR07062, XENTR05972
OG0003515	SACKO_30659	XENTR10827, XENTR01032
OG0003516	SACKO_24084	XENTR16307
OG0003517	SACKO_15617	XENTR17629, XENTR11506
OG0003518	SACKO_26732	XENTR08349
OG0003519	SACKO_12908	XENTR16950
OG0003520	SACKO_18568, SACKO_23243	XENTR02410
OG0003521	SACKO_02542	XENTR17130
OG0003522	SACKO_24463	XENTR04224
OG0003523	SACKO_34177, SACKO_33207	XENTR06238
OG0003525	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008	XENTR04572
OG0003526	SACKO_17051, SACKO_12308	XENTR07495, XENTR09052
OG0003527	SACKO_00456	XENTR08469
OG0003528	SACKO_21089	XENTR10782
OG0003529	SACKO_32438	XENTR04193, XENTR18482
OG0003530	SACKO_12596	XENTR08393
OG0003531	SACKO_00165	XENTR02395, XENTR17644
OG0003532	SACKO_31069	XENTR10579
OG0003533	SACKO_23729	XENTR06013
OG0003534	SACKO_07848	XENTR09091, XENTR03027
OG0003535	SACKO_28933	XENTR02215, XENTR09303
OG0003536	SACKO_22529	XENTR04485, XENTR12968, XENTR16655
OG0003538	SACKO_14572	XENTR16304
OG0003539	SACKO_02852	XENTR17518
OG0003541	SACKO_26803	XENTR10222
OG0003543	SACKO_32884	XENTR00214
OG0003544	SACKO_26949, SACKO_12520	XENTR13004, XENTR07985
OG0003545	SACKO_28684, SACKO_03798	XENTR01366, XENTR13128
OG0003546	SACKO_10975	XENTR06379, XENTR00109
OG0003547	SACKO_00985	XENTR05429, XENTR12061
OG0003548	SACKO_18715	XENTR15263
OG0003549	SACKO_31303	XENTR16034, XENTR03980
OG0003550	SACKO_21635	XENTR11802, XENTR05398
OG0003551	SACKO_25700	XENTR04301
OG0003552	SACKO_04703	XENTR01989
OG0003553	SACKO_24071	XENTR06457
OG0003554	SACKO_27750	XENTR12448
OG0003555	SACKO_27229	XENTR10243, XENTR06578, XENTR10244, XENTR10245
OG0003557	SACKO_27387	XENTR02226
OG0003558	SACKO_16535	XENTR09307, XENTR11536
OG0003561	SACKO_31413	XENTR09143, XENTR09144, XENTR15956
OG0003562	SACKO_19186	XENTR13770
OG0003563	SACKO_24469	XENTR00974
OG0003564	SACKO_17080	XENTR01915, XENTR08979
OG0003565	SACKO_33328, SACKO_08612	XENTR01961
OG0003566	SACKO_03424	XENTR08703
OG0003567	SACKO_17659	XENTR12992
OG0003568	SACKO_29348	XENTR01200
OG0003570	SACKO_10065	XENTR15222
OG0003571	SACKO_20473	XENTR05133, XENTR16524
OG0003572	SACKO_16275	XENTR12331, XENTR07627
OG0003573	SACKO_03300	XENTR18024
OG0003576	SACKO_10871	XENTR04491, XENTR04492, XENTR02968, XENTR03721
OG0003578	SACKO_25432	XENTR14689, XENTR00880
OG0003579	SACKO_31496	XENTR01923, XENTR05581, XENTR05580
OG0003581	SACKO_32993, SACKO_32992	XENTR18268
OG0003582	SACKO_20514, SACKO_20506	XENTR13303
OG0003597	SACKO_27649	XENTR18049
OG0003598	SACKO_18642	XENTR12005
OG0003601	SACKO_22970	XENTR05348, XENTR05349
OG0003603	SACKO_20353	XENTR07586
OG0003604	SACKO_02211	XENTR09462, XENTR01204
OG0003606	SACKO_14800	XENTR08447
OG0003607	SACKO_11384	XENTR04132
OG0003608	SACKO_31522, SACKO_25828	XENTR09171
OG0003610	SACKO_11265	XENTR18364
OG0003611	SACKO_17082	XENTR13792
OG0003612	SACKO_07192	XENTR12924
OG0003613	SACKO_09649	XENTR07063, XENTR18350
OG0003615	SACKO_03496	XENTR11541
OG0003616	SACKO_25465	XENTR17934
OG0003617	SACKO_22185	XENTR18835
OG0003618	SACKO_02416	XENTR06591
OG0003619	SACKO_04087	XENTR14382
OG0003620	SACKO_04500	XENTR11610
OG0003621	SACKO_01831	XENTR08477
OG0003622	SACKO_14629, SACKO_28093	XENTR00588
OG0003623	SACKO_00865	XENTR02019
OG0003627	SACKO_03623	XENTR03252
OG0003628	SACKO_29894	XENTR05281
OG0003630	SACKO_05455	XENTR17948
OG0003631	SACKO_08255	XENTR01597
OG0003632	SACKO_10570	XENTR10135, XENTR00270
OG0003635	SACKO_20382	XENTR09260
OG0003636	SACKO_32398	XENTR14237
OG0003638	SACKO_04756	XENTR03036
OG0003640	SACKO_16698	XENTR07366, XENTR07389, XENTR15717
OG0003641	SACKO_25568	XENTR07679
OG0003642	SACKO_29276	XENTR10056, XENTR06735
OG0003643	SACKO_24533	XENTR16883
OG0003644	SACKO_09283	XENTR17108
OG0003645	SACKO_23291	XENTR03915, XENTR07317
OG0003646	SACKO_03457	XENTR17031, XENTR17030
OG0003647	SACKO_09851	XENTR05840
OG0003648	SACKO_11947	XENTR11369
OG0003649	SACKO_04513	XENTR11535
OG0003650	SACKO_09653, SACKO_34048	XENTR18719
OG0003651	SACKO_13985	XENTR07797
OG0003652	SACKO_24298	XENTR05790, XENTR01212
OG0003653	SACKO_18995	XENTR00241, XENTR07273, XENTR15919
OG0003654	SACKO_34038	XENTR14703, XENTR07464
OG0003655	SACKO_24287	XENTR16032, XENTR04379
OG0003656	SACKO_13038	XENTR08122, XENTR09683
OG0003657	SACKO_16386	XENTR07176
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971	XENTR03326
OG0003659	SACKO_30164	XENTR06944
OG0003660	SACKO_06451, SACKO_27660	XENTR09436
OG0003661	SACKO_00300, SACKO_17621	XENTR03758
OG0003664	SACKO_00324	XENTR01685
OG0003665	SACKO_18081, SACKO_18084, SACKO_18052	XENTR03871
OG0003666	SACKO_16204	XENTR15411, XENTR03926
OG0003667	SACKO_07527	XENTR07700, XENTR00535
OG0003668	SACKO_16542	XENTR02672
OG0003669	SACKO_29388, SACKO_29382	XENTR08683
OG0003671	SACKO_06102	XENTR13386, XENTR15446
OG0003672	SACKO_22038	XENTR07314
OG0003674	SACKO_16258	XENTR09128
OG0003675	SACKO_02504	XENTR14931
OG0003676	SACKO_32292	XENTR00677
OG0003677	SACKO_22925	XENTR08610, XENTR17285, XENTR15109
OG0003678	SACKO_00514	XENTR00079, XENTR17514
OG0003679	SACKO_05594	XENTR18397, XENTR12379
OG0003680	SACKO_07919	XENTR05231
OG0003681	SACKO_22429	XENTR16296, XENTR16295, XENTR04463
OG0003682	SACKO_09118	XENTR13445
OG0003683	SACKO_19239	XENTR01157
OG0003684	SACKO_16167	XENTR04969
OG0003685	SACKO_17420	XENTR08131
OG0003687	SACKO_02692	XENTR05213, XENTR00134
OG0003688	SACKO_15602	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	SACKO_12938, SACKO_04151	XENTR14093, XENTR05380
