Orthogroup	SACKO_ok	APOSJ_ok
OG0003699	SACKO_28921	APOSJ_19695, APOSJ_19694, APOSJ_19693
OG0003699	SACKO_22459	APOSJ_54001, APOSJ_25082, APOSJ_44775, APOSJ_54000, APOSJ_26797, APOSJ_35286, APOSJ_54003, APOSJ_54002
OG0003700	SACKO_28036	APOSJ_18156, APOSJ_18155
OG0003701	SACKO_29992	APOSJ_55915, APOSJ_55914
OG0003702	SACKO_09365	APOSJ_30962, APOSJ_59589, APOSJ_08837
OG0003703	SACKO_22461	APOSJ_14567, APOSJ_14568
OG0003704	SACKO_18437	APOSJ_18927, APOSJ_18925
OG0003705	SACKO_07440	APOSJ_39944, APOSJ_39943, APOSJ_49390, APOSJ_22824, APOSJ_22822, APOSJ_04658, APOSJ_49391, APOSJ_39946, APOSJ_39947, APOSJ_55225, APOSJ_49392, APOSJ_49389
OG0003706	SACKO_21403	APOSJ_07480, APOSJ_46991, APOSJ_07482, APOSJ_01299
OG0003707	SACKO_10232	APOSJ_41770, APOSJ_62148
OG0003708	SACKO_10347	APOSJ_63440, APOSJ_63444, APOSJ_53033, APOSJ_63442, APOSJ_63443
OG0003709	SACKO_29614, SACKO_29630, SACKO_29613	APOSJ_03118, APOSJ_42938, APOSJ_42936, APOSJ_42937
OG0003710	SACKO_14655	APOSJ_49432, APOSJ_49431
OG0003711	SACKO_19684	APOSJ_28877, APOSJ_50162, APOSJ_28879, APOSJ_28880, APOSJ_28878
OG0003712	SACKO_24483	APOSJ_43349, APOSJ_46239
OG0003713	SACKO_23814	APOSJ_28572, APOSJ_28574
OG0003714	SACKO_12574	APOSJ_62240, APOSJ_62243, APOSJ_00456, APOSJ_00455, APOSJ_57329, APOSJ_29225, APOSJ_29220, APOSJ_37841, APOSJ_62242, APOSJ_21479
OG0003717	SACKO_18355	APOSJ_06227, APOSJ_06228
OG0003718	SACKO_13035	APOSJ_08670, APOSJ_08671
OG0003719	SACKO_21324	APOSJ_41819, APOSJ_41713, APOSJ_41715, APOSJ_41820, APOSJ_41815, APOSJ_41714, APOSJ_41816, APOSJ_41818, APOSJ_62384, APOSJ_62397, APOSJ_61565, APOSJ_41817
OG0003720	SACKO_27787	APOSJ_12013, APOSJ_12014, APOSJ_12015
OG0003721	SACKO_27819	APOSJ_38023
OG0003722	SACKO_09342	APOSJ_26303
OG0003723	SACKO_27460, SACKO_16643, SACKO_29190, SACKO_22272, SACKO_29155, SACKO_29187	APOSJ_09549
OG0003723	SACKO_25867, SACKO_03743, SACKO_03722	APOSJ_12862, APOSJ_04991, APOSJ_04992
OG0003724	SACKO_31074	APOSJ_55389
OG0003725	SACKO_29232	APOSJ_50821
OG0003726	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234	APOSJ_08579, APOSJ_08580, APOSJ_08582, APOSJ_08581, APOSJ_50172, APOSJ_30196
OG0003727	SACKO_09908	APOSJ_44176, APOSJ_44177, APOSJ_44179, APOSJ_44181, APOSJ_57383, APOSJ_44178
OG0003728	SACKO_28519	APOSJ_45747, APOSJ_42885, APOSJ_02942, APOSJ_42889, APOSJ_42888
OG0003729	SACKO_10462	APOSJ_03980
OG0003730	SACKO_07057	APOSJ_62030, APOSJ_47765, APOSJ_47763, APOSJ_25164, APOSJ_25154, APOSJ_47764
OG0003731	SACKO_09116	APOSJ_05515, APOSJ_05519, APOSJ_05517, APOSJ_05518, APOSJ_05516
OG0003732	SACKO_33518	APOSJ_15999, APOSJ_15995, APOSJ_15997, APOSJ_15998, APOSJ_15996, APOSJ_05689
OG0003733	SACKO_25639	APOSJ_45706, APOSJ_18728, APOSJ_45704, APOSJ_45703, APOSJ_45707, APOSJ_45705
OG0003734	SACKO_10298	APOSJ_10018, APOSJ_40237
OG0003735	SACKO_27359	APOSJ_19361
OG0003736	SACKO_08001	APOSJ_26482, APOSJ_47642, APOSJ_47639, APOSJ_07570, APOSJ_07574, APOSJ_07573, APOSJ_07571, APOSJ_07577, APOSJ_47643, APOSJ_65237, APOSJ_07578, APOSJ_26483
OG0003737	SACKO_21407	APOSJ_06544
OG0003738	SACKO_02219	APOSJ_30831, APOSJ_62127, APOSJ_62128, APOSJ_62126, APOSJ_44442, APOSJ_44444
OG0003739	SACKO_32965	APOSJ_51985, APOSJ_59856, APOSJ_59860, APOSJ_59858, APOSJ_05627, APOSJ_63277, APOSJ_32386, APOSJ_59854, APOSJ_63278, APOSJ_59855, APOSJ_59859, APOSJ_59857
OG0003740	SACKO_08475	APOSJ_53050
OG0003741	SACKO_23163	APOSJ_52967, APOSJ_52968
OG0003742	SACKO_16317	APOSJ_57497, APOSJ_46994
OG0003743	SACKO_20767	APOSJ_13721, APOSJ_13720, APOSJ_31955
OG0003744	SACKO_15973	APOSJ_04329, APOSJ_04330
OG0003745	SACKO_21997, SACKO_21973	APOSJ_40164, APOSJ_32998
OG0003746	SACKO_04162	APOSJ_52228
OG0003747	SACKO_02548	APOSJ_05609, APOSJ_05610
OG0003748	SACKO_12145	APOSJ_29990, APOSJ_29989
OG0003749	SACKO_08322	APOSJ_44308, APOSJ_44307
OG0003750	SACKO_12535, SACKO_09051	APOSJ_50371, APOSJ_50373, APOSJ_50370, APOSJ_50372, APOSJ_50374, APOSJ_50369
OG0003751	SACKO_27798, SACKO_28378, SACKO_28809, SACKO_28818, SACKO_28814	APOSJ_34295
OG0003752	SACKO_12922	APOSJ_49396, APOSJ_49397, APOSJ_49393, APOSJ_49395, APOSJ_49394, APOSJ_05438, APOSJ_33907
OG0003754	SACKO_08508	APOSJ_24772, APOSJ_60257, APOSJ_60279
OG0003755	SACKO_29745	APOSJ_55619, APOSJ_55620, APOSJ_55621, APOSJ_55618
OG0003756	SACKO_18779	APOSJ_31907, APOSJ_31906, APOSJ_31905
OG0003757	SACKO_06078	APOSJ_41305, APOSJ_62442, APOSJ_64911, APOSJ_64910, APOSJ_60966, APOSJ_24442, APOSJ_64913, APOSJ_60991, APOSJ_61001
OG0003758	SACKO_22893	APOSJ_53340, APOSJ_61521, APOSJ_53338
OG0003759	SACKO_28661, SACKO_18691	APOSJ_33874, APOSJ_33875, APOSJ_13678
OG0003760	SACKO_23820	APOSJ_54190
OG0003761	SACKO_10184	APOSJ_48576
OG0003761	SACKO_16376	APOSJ_44996, APOSJ_47246
OG0003762	SACKO_02218	APOSJ_43942, APOSJ_29508, APOSJ_29483, APOSJ_14767, APOSJ_08898, APOSJ_08894, APOSJ_43941, APOSJ_08896
OG0003763	SACKO_12262	APOSJ_49216
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	APOSJ_54964
OG0003766	SACKO_29018	APOSJ_34957, APOSJ_34952, APOSJ_34951, APOSJ_34956, APOSJ_34954, APOSJ_34955, APOSJ_34958, APOSJ_34953
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	APOSJ_36366, APOSJ_51604, APOSJ_36367, APOSJ_51601, APOSJ_36370, APOSJ_51621, APOSJ_41528, APOSJ_36369, APOSJ_42739
OG0003768	SACKO_08292	APOSJ_10006
OG0003769	SACKO_26729	APOSJ_33263, APOSJ_33265
OG0003770	SACKO_30113	APOSJ_17183
OG0003771	SACKO_24472	APOSJ_12160, APOSJ_12161
OG0003772	SACKO_12861	APOSJ_03930, APOSJ_32070, APOSJ_32066, APOSJ_32068, APOSJ_32067, APOSJ_32069, APOSJ_61073, APOSJ_32071
OG0003773	SACKO_25570	APOSJ_55090, APOSJ_43504, APOSJ_38895, APOSJ_38894, APOSJ_38896, APOSJ_38893
OG0003775	SACKO_31359	APOSJ_42128, APOSJ_11186, APOSJ_11184, APOSJ_27632, APOSJ_11187, APOSJ_11188
OG0003776	SACKO_19961, SACKO_22793, SACKO_32454	APOSJ_13346
OG0003777	SACKO_18112	APOSJ_20636, APOSJ_20637
OG0003778	SACKO_19167	APOSJ_25166, APOSJ_25167, APOSJ_08214, APOSJ_25165
OG0003779	SACKO_17816	APOSJ_36800, APOSJ_36797, APOSJ_30266, APOSJ_36794, APOSJ_36795, APOSJ_36796, APOSJ_36798, APOSJ_43526, APOSJ_30271, APOSJ_36799
OG0003780	SACKO_32052	APOSJ_10641
OG0003795	SACKO_26427	APOSJ_61385, APOSJ_61384, APOSJ_40895, APOSJ_61386
OG0003798	SACKO_04965	APOSJ_12428, APOSJ_13043
OG0003802	SACKO_00977	APOSJ_32521, APOSJ_31706, APOSJ_35830, APOSJ_03269
OG0003803	SACKO_16018	APOSJ_63490, APOSJ_44795, APOSJ_44796, APOSJ_44797
OG0003806	SACKO_25022	APOSJ_61479, APOSJ_61478, APOSJ_61477, APOSJ_61475, APOSJ_61476
OG0003807	SACKO_28702	APOSJ_38997
OG0003808	SACKO_11285	APOSJ_56880, APOSJ_56881, APOSJ_16708, APOSJ_56882, APOSJ_04168, APOSJ_62230, APOSJ_56883
OG0003811	SACKO_23286, SACKO_31701	APOSJ_10829, APOSJ_10830, APOSJ_23632, APOSJ_10831
OG0003812	SACKO_19469	APOSJ_54158, APOSJ_01747, APOSJ_60218, APOSJ_54157, APOSJ_54156
OG0003813	SACKO_02012	APOSJ_38319, APOSJ_38320
OG0003815	SACKO_29542	APOSJ_25606, APOSJ_25608, APOSJ_25605, APOSJ_25610, APOSJ_25607, APOSJ_25609
OG0003816	SACKO_29848	APOSJ_12414, APOSJ_42543, APOSJ_45648, APOSJ_12413, APOSJ_42540, APOSJ_42541, APOSJ_42542, APOSJ_23138, APOSJ_60193, APOSJ_34311, APOSJ_53287
OG0003817	SACKO_07220	APOSJ_26815, APOSJ_16794, APOSJ_36258, APOSJ_16807
OG0003818	SACKO_15857	APOSJ_04525, APOSJ_04528, APOSJ_04527, APOSJ_04524, APOSJ_04523, APOSJ_04526
OG0003819	SACKO_14551	APOSJ_38897, APOSJ_38898
OG0003820	SACKO_04478	APOSJ_09672
OG0003821	SACKO_23600	APOSJ_47118, APOSJ_47115, APOSJ_47113, APOSJ_47117, APOSJ_47116, APOSJ_47114, APOSJ_47112
OG0003823	SACKO_05580	APOSJ_26903
OG0003824	SACKO_12746	APOSJ_33742, APOSJ_18170, APOSJ_33739, APOSJ_33740, APOSJ_33738, APOSJ_06733, APOSJ_33744, APOSJ_33745, APOSJ_33743, APOSJ_33741
OG0003825	SACKO_00319, SACKO_24145	APOSJ_11859
OG0003826	SACKO_00714	APOSJ_01356, APOSJ_01357
OG0003827	SACKO_27592	APOSJ_58974, APOSJ_58973, APOSJ_09426, APOSJ_58972
OG0003828	SACKO_16727	APOSJ_09885, APOSJ_35825, APOSJ_24369, APOSJ_35820, APOSJ_55660, APOSJ_55659, APOSJ_35827, APOSJ_09883, APOSJ_35824, APOSJ_35826, APOSJ_35822, APOSJ_58629, APOSJ_35821, APOSJ_35823
OG0003829	SACKO_06553	APOSJ_42034, APOSJ_63776, APOSJ_63772, APOSJ_63770, APOSJ_42035
OG0003830	SACKO_27382	APOSJ_46693
OG0003832	SACKO_16929	APOSJ_43248
OG0003833	SACKO_15586, SACKO_23901	APOSJ_30468, APOSJ_30469, APOSJ_03956, APOSJ_03955
OG0003834	SACKO_32127	APOSJ_32235
OG0003835	SACKO_00089	APOSJ_17249, APOSJ_17252, APOSJ_17255, APOSJ_27742, APOSJ_17254, APOSJ_27743, APOSJ_43051, APOSJ_17251, APOSJ_17253, APOSJ_17248
OG0003836	SACKO_30569	APOSJ_19571, APOSJ_19573, APOSJ_19572, APOSJ_19574
OG0003837	SACKO_26489, SACKO_21340	APOSJ_31977, APOSJ_31976, APOSJ_31979
OG0003838	SACKO_16736	APOSJ_61074
OG0003839	SACKO_03944	APOSJ_46438, APOSJ_39403, APOSJ_46439, APOSJ_39406
OG0003840	SACKO_04971	APOSJ_51046
OG0003841	SACKO_22771	APOSJ_23433, APOSJ_23444, APOSJ_23441, APOSJ_23431
OG0003842	SACKO_21861	APOSJ_53084, APOSJ_23246
OG0003844	SACKO_31459	APOSJ_54763, APOSJ_11210
OG0003845	SACKO_11086	APOSJ_46010, APOSJ_46011, APOSJ_28260
OG0003846	SACKO_25269	APOSJ_50869
OG0003847	SACKO_33045	APOSJ_65396
OG0003848	SACKO_14467	APOSJ_04335, APOSJ_26933
OG0003849	SACKO_29260	APOSJ_51408
OG0003850	SACKO_27365	APOSJ_33809, APOSJ_33808, APOSJ_13314, APOSJ_33810
OG0003852	SACKO_19687	APOSJ_52160
OG0003853	SACKO_06109	APOSJ_22563, APOSJ_22564, APOSJ_22566
OG0003854	SACKO_07817	APOSJ_34788, APOSJ_34789, APOSJ_34787
OG0003855	SACKO_20717	APOSJ_18900
OG0003857	SACKO_19253	APOSJ_05750, APOSJ_05749, APOSJ_05751, APOSJ_05756, APOSJ_05755, APOSJ_05753, APOSJ_05754, APOSJ_05752
OG0003858	SACKO_32375	APOSJ_46741, APOSJ_46742, APOSJ_46743, APOSJ_46744, APOSJ_46739, APOSJ_46740
OG0003859	SACKO_08127, SACKO_30566	APOSJ_09877, APOSJ_09876, APOSJ_09875, APOSJ_09873, APOSJ_09872, APOSJ_09868
OG0003860	SACKO_18729	APOSJ_62081
OG0003861	SACKO_06020	APOSJ_50689, APOSJ_50692, APOSJ_50688, APOSJ_50691, APOSJ_50690, APOSJ_62729
OG0003862	SACKO_10381	APOSJ_28388, APOSJ_28387
OG0003863	SACKO_16685	APOSJ_58367, APOSJ_30244, APOSJ_30243
OG0003864	SACKO_22188	APOSJ_55808, APOSJ_33985, APOSJ_55805, APOSJ_55807, APOSJ_10875, APOSJ_55806, APOSJ_26079, APOSJ_12876
OG0003865	SACKO_07903	APOSJ_61984, APOSJ_41752
OG0003866	SACKO_20784	APOSJ_24282, APOSJ_24283
OG0003867	SACKO_16952	APOSJ_60752, APOSJ_60753
OG0003868	SACKO_03942	APOSJ_64684, APOSJ_25045
OG0003869	SACKO_04979	APOSJ_29377, APOSJ_29373, APOSJ_29376, APOSJ_29378, APOSJ_29372, APOSJ_29375, APOSJ_29371, APOSJ_29374
OG0003870	SACKO_31960	APOSJ_23016, APOSJ_06665, APOSJ_23017, APOSJ_06660, APOSJ_11376, APOSJ_23015
OG0003871	SACKO_17842	APOSJ_52590
OG0003872	SACKO_01636	APOSJ_05120, APOSJ_28547, APOSJ_24592, APOSJ_24596, APOSJ_28540, APOSJ_24598, APOSJ_05119, APOSJ_24597
OG0003873	SACKO_11339	APOSJ_11172
OG0003874	SACKO_11855	APOSJ_17301, APOSJ_17304, APOSJ_49370, APOSJ_17303, APOSJ_50898, APOSJ_17302, APOSJ_17300, APOSJ_17299, APOSJ_06136, APOSJ_57345, APOSJ_50894, APOSJ_50896, APOSJ_50897, APOSJ_50895
OG0003875	SACKO_23361	APOSJ_46925, APOSJ_46926, APOSJ_46924
OG0003876	SACKO_25638	APOSJ_55351, APOSJ_55353, APOSJ_55352, APOSJ_55355, APOSJ_55354, APOSJ_03915, APOSJ_55350, APOSJ_03914, APOSJ_03913
OG0003877	SACKO_03342	APOSJ_11307, APOSJ_11303, APOSJ_11306, APOSJ_11308, APOSJ_11304, APOSJ_11305, APOSJ_49244, APOSJ_39123
OG0003878	SACKO_30808, SACKO_14176	APOSJ_11385, APOSJ_11383, APOSJ_11384, APOSJ_11386
OG0003879	SACKO_05101	APOSJ_33787, APOSJ_33786
OG0003880	SACKO_08397	APOSJ_17964, APOSJ_17963
OG0003881	SACKO_26611, SACKO_26599	APOSJ_17185, APOSJ_17184, APOSJ_17186, APOSJ_40103
OG0003882	SACKO_25551	APOSJ_34819, APOSJ_32141, APOSJ_01045, APOSJ_06437, APOSJ_60271, APOSJ_04288, APOSJ_04295, APOSJ_32142, APOSJ_60270, APOSJ_12511, APOSJ_12510, APOSJ_32140
OG0003883	SACKO_13711	APOSJ_10347
OG0003884	SACKO_06475	APOSJ_00562, APOSJ_03381, APOSJ_00563
OG0003885	SACKO_26956	APOSJ_63866
OG0003886	SACKO_05656	APOSJ_13752, APOSJ_33893, APOSJ_33892, APOSJ_33894
OG0003888	SACKO_14950	APOSJ_13717
OG0003889	SACKO_01038, SACKO_05220	APOSJ_01456
OG0003890	SACKO_02054	APOSJ_37127
OG0003892	SACKO_01168	APOSJ_49727, APOSJ_49728, APOSJ_49730, APOSJ_49729, APOSJ_49726
OG0003893	SACKO_09957	APOSJ_03597
OG0003894	SACKO_00239	APOSJ_33184, APOSJ_58008, APOSJ_58009, APOSJ_60026, APOSJ_60023, APOSJ_58006, APOSJ_60025, APOSJ_60024, APOSJ_22372, APOSJ_58004, APOSJ_58005, APOSJ_58388
OG0003895	SACKO_00396	APOSJ_23140, APOSJ_15271, APOSJ_15272, APOSJ_47883, APOSJ_23143, APOSJ_47884, APOSJ_26564, APOSJ_47888, APOSJ_44417, APOSJ_47886, APOSJ_15274, APOSJ_23142, APOSJ_23144, APOSJ_47885, APOSJ_23141, APOSJ_47887
OG0003896	SACKO_28766	APOSJ_07288, APOSJ_07289, APOSJ_07287
OG0003897	SACKO_11326	APOSJ_63844, APOSJ_31200, APOSJ_31201, APOSJ_63847, APOSJ_31202, APOSJ_31203
OG0003898	SACKO_25332	APOSJ_06075
OG0003899	SACKO_14433	APOSJ_11868, APOSJ_19887, APOSJ_19885, APOSJ_11869, APOSJ_19889, APOSJ_19888, APOSJ_23150, APOSJ_11870, APOSJ_19886, APOSJ_61318
OG0003900	SACKO_06116	APOSJ_30080, APOSJ_01157, APOSJ_30082, APOSJ_59401, APOSJ_01158, APOSJ_01159, APOSJ_59405, APOSJ_59402, APOSJ_59406, APOSJ_59403, APOSJ_59404, APOSJ_59400
OG0003901	SACKO_09866, SACKO_09871	APOSJ_16327, APOSJ_16328
OG0003902	SACKO_19014, SACKO_19000, SACKO_10415, SACKO_19017, SACKO_33670, SACKO_24175	APOSJ_06629, APOSJ_06628, APOSJ_01360, APOSJ_01359
OG0003903	SACKO_12461	APOSJ_56037, APOSJ_56036, APOSJ_56038, APOSJ_56039
OG0003905	SACKO_20255	APOSJ_47298, APOSJ_47297
OG0003906	SACKO_07504	APOSJ_10444, APOSJ_10449, APOSJ_10448, APOSJ_54044, APOSJ_01703, APOSJ_10450, APOSJ_16538, APOSJ_10447, APOSJ_10451, APOSJ_01700
OG0003909	SACKO_18772	APOSJ_09845
OG0003910	SACKO_25193	APOSJ_45369, APOSJ_45364, APOSJ_45365, APOSJ_45367, APOSJ_45368, APOSJ_45371, APOSJ_45370, APOSJ_45366
OG0003911	SACKO_05574	APOSJ_45226, APOSJ_45227, APOSJ_15903, APOSJ_15901, APOSJ_55208, APOSJ_45225
OG0003912	SACKO_19964	APOSJ_24016
OG0003913	SACKO_21819	APOSJ_63633
OG0003915	SACKO_17445	APOSJ_64945, APOSJ_21997
OG0003916	SACKO_16565, SACKO_16337	APOSJ_53458, APOSJ_53460
OG0003918	SACKO_03476	APOSJ_31056
OG0003919	SACKO_15041	APOSJ_46801
OG0003919	SACKO_15063, SACKO_15040	APOSJ_35625, APOSJ_35627, APOSJ_35626
OG0003920	SACKO_25068	APOSJ_58724, APOSJ_58723
OG0003921	SACKO_23005	APOSJ_28730, APOSJ_28728
OG0003922	SACKO_28487	APOSJ_25574, APOSJ_04472, APOSJ_57037, APOSJ_04475, APOSJ_27911, APOSJ_04476
OG0003923	SACKO_12853	APOSJ_24976, APOSJ_33618, APOSJ_33619
OG0003925	SACKO_09569	APOSJ_08132
OG0003926	SACKO_31099, SACKO_18838, SACKO_29131	APOSJ_02594
OG0003927	SACKO_08871	APOSJ_28277, APOSJ_25303, APOSJ_25299, APOSJ_25300, APOSJ_25304, APOSJ_25301
OG0003928	SACKO_07975	APOSJ_12613, APOSJ_12612, APOSJ_08396, APOSJ_25107
OG0003929	SACKO_13523	APOSJ_09142, APOSJ_53843
OG0003930	SACKO_32200	APOSJ_48107, APOSJ_42192, APOSJ_42191, APOSJ_48106, APOSJ_42194, APOSJ_42196, APOSJ_42195, APOSJ_42193
OG0003931	SACKO_31562	APOSJ_19698, APOSJ_59773
OG0003932	SACKO_08899	APOSJ_52360
OG0003932	SACKO_17169, SACKO_32945	APOSJ_53529
OG0003933	SACKO_24589	APOSJ_45359, APOSJ_45360, APOSJ_45358, APOSJ_45363, APOSJ_45361, APOSJ_45362
OG0003934	SACKO_18213	APOSJ_39940, APOSJ_39939, APOSJ_39942, APOSJ_39941
OG0003935	SACKO_12001	APOSJ_23217, APOSJ_40665, APOSJ_54353, APOSJ_60655
OG0003936	SACKO_01810	APOSJ_08110, APOSJ_08108, APOSJ_08109, APOSJ_08107
OG0003937	SACKO_02287	APOSJ_63807, APOSJ_45221
OG0003938	SACKO_13881	APOSJ_24745
OG0003939	SACKO_15117	APOSJ_62479
OG0003940	SACKO_32874, SACKO_08977	APOSJ_24394
OG0003940	SACKO_31353, SACKO_08931	APOSJ_33034, APOSJ_33035, APOSJ_33037, APOSJ_33036
OG0003942	SACKO_29515	APOSJ_44121, APOSJ_42443, APOSJ_44120, APOSJ_06730, APOSJ_06731, APOSJ_19577, APOSJ_42444, APOSJ_44123
OG0003943	SACKO_20843	APOSJ_41444
OG0003944	SACKO_18909	APOSJ_26373, APOSJ_33928, APOSJ_33930, APOSJ_33932, APOSJ_33931, APOSJ_33929, APOSJ_26391
OG0003945	SACKO_09804, SACKO_29979	APOSJ_21733, APOSJ_21734
OG0003946	SACKO_03399	APOSJ_04811, APOSJ_04812
OG0003947	SACKO_25687	APOSJ_17650, APOSJ_57003, APOSJ_57002
OG0003948	SACKO_13260	APOSJ_58521, APOSJ_21538, APOSJ_22203, APOSJ_21541, APOSJ_58517, APOSJ_58518, APOSJ_58520, APOSJ_58519, APOSJ_58522, APOSJ_21540, APOSJ_25264, APOSJ_21536, APOSJ_58523, APOSJ_21537, APOSJ_19056, APOSJ_21539
OG0003949	SACKO_15085	APOSJ_56406
OG0003950	SACKO_29340	APOSJ_64031, APOSJ_42088
OG0003951	SACKO_27938	APOSJ_03103, APOSJ_03107, APOSJ_03106, APOSJ_50643, APOSJ_57846, APOSJ_47150, APOSJ_03102, APOSJ_62628, APOSJ_03104, APOSJ_19032, APOSJ_50644, APOSJ_03717
OG0003952	SACKO_01574	APOSJ_39355, APOSJ_39356, APOSJ_58368, APOSJ_39350, APOSJ_58371, APOSJ_49125, APOSJ_58372, APOSJ_49121, APOSJ_58370, APOSJ_58374, APOSJ_49126, APOSJ_58369, APOSJ_38492, APOSJ_39357, APOSJ_39353, APOSJ_49124, APOSJ_49122, APOSJ_39351, APOSJ_58373, APOSJ_39352, APOSJ_39354, APOSJ_49123
OG0003953	SACKO_09518	APOSJ_41850, APOSJ_41849
OG0003954	SACKO_02352	APOSJ_58828
OG0003955	SACKO_14555	APOSJ_61724, APOSJ_61726, APOSJ_61721, APOSJ_09331, APOSJ_24651, APOSJ_09332, APOSJ_59968, APOSJ_21983, APOSJ_61725, APOSJ_61722, APOSJ_42707
OG0003956	SACKO_04261	APOSJ_57109, APOSJ_57111, APOSJ_23850, APOSJ_57110, APOSJ_57107, APOSJ_57112, APOSJ_42814, APOSJ_57108
OG0003957	SACKO_19048	APOSJ_48121, APOSJ_48120
OG0003958	SACKO_14206	APOSJ_58053, APOSJ_58051, APOSJ_58052, APOSJ_58050
OG0003959	SACKO_27466	APOSJ_05692
OG0003960	SACKO_05872	APOSJ_39850, APOSJ_39854, APOSJ_48898, APOSJ_39851
OG0003961	SACKO_15157	APOSJ_42022, APOSJ_30782
OG0003962	SACKO_06799	APOSJ_21986
OG0003964	SACKO_01280, SACKO_23823, SACKO_02645	APOSJ_36547, APOSJ_36545
OG0003965	SACKO_27709, SACKO_08493	APOSJ_19126, APOSJ_57294
OG0003966	SACKO_31308, SACKO_15122	APOSJ_50456, APOSJ_50454, APOSJ_50453, APOSJ_50455
OG0003967	SACKO_05891, SACKO_19262	APOSJ_28209, APOSJ_49131, APOSJ_28208, APOSJ_28211, APOSJ_28207, APOSJ_28210
OG0003968	SACKO_23161	APOSJ_62310, APOSJ_62311
OG0003969	SACKO_19412	APOSJ_16715, APOSJ_16714
OG0003970	SACKO_04465	APOSJ_11423, APOSJ_06933
OG0003971	SACKO_11184	APOSJ_43957, APOSJ_10259, APOSJ_09006, APOSJ_10260, APOSJ_10257, APOSJ_10254, APOSJ_43958, APOSJ_10252, APOSJ_43959, APOSJ_10258, APOSJ_43960, APOSJ_10256, APOSJ_00795, APOSJ_10255
OG0003972	SACKO_18971	APOSJ_12102, APOSJ_12104, APOSJ_12100, APOSJ_12098, APOSJ_12101, APOSJ_12103, APOSJ_12099, APOSJ_12097
OG0003973	SACKO_17940, SACKO_17922	APOSJ_04402
OG0003976	SACKO_33615, SACKO_33622	APOSJ_12833, APOSJ_15479, APOSJ_17055, APOSJ_42008, APOSJ_25412, APOSJ_49346, APOSJ_25413, APOSJ_25415, APOSJ_25410, APOSJ_49343, APOSJ_25409, APOSJ_25414, APOSJ_41711, APOSJ_49348, APOSJ_49345, APOSJ_49342, APOSJ_29044, APOSJ_49347, APOSJ_25411
OG0003999	SACKO_18525	APOSJ_35875, APOSJ_27825, APOSJ_27829, APOSJ_04465, APOSJ_04464, APOSJ_22309, APOSJ_27828
OG0004000	SACKO_20194	APOSJ_57306, APOSJ_19169, APOSJ_56465, APOSJ_56464, APOSJ_56463
OG0004001	SACKO_27901	APOSJ_35474, APOSJ_16998, APOSJ_14886
OG0004001	SACKO_27639, SACKO_21053	APOSJ_14339
OG0004002	SACKO_22233	APOSJ_55479, APOSJ_55478, APOSJ_38212
OG0004004	SACKO_33188, SACKO_29932	APOSJ_48099, APOSJ_48109, APOSJ_36172, APOSJ_36173
OG0004005	SACKO_17154	APOSJ_63218
OG0004007	SACKO_27467	APOSJ_46677
OG0004009	SACKO_27674	APOSJ_17635
OG0004010	SACKO_07022, SACKO_07010	APOSJ_61245, APOSJ_61242, APOSJ_61244, APOSJ_17871
OG0004011	SACKO_21800	APOSJ_19673
OG0004012	SACKO_03401	APOSJ_34125, APOSJ_09517, APOSJ_09518, APOSJ_25236, APOSJ_34126, APOSJ_34129, APOSJ_34127, APOSJ_09519, APOSJ_09516
OG0004014	SACKO_04423	APOSJ_00183, APOSJ_51602
OG0004015	SACKO_00138	APOSJ_52554, APOSJ_52553, APOSJ_52555, APOSJ_52556, APOSJ_58015
OG0004016	SACKO_04846	APOSJ_59805
OG0004017	SACKO_31378	APOSJ_11378, APOSJ_11375, APOSJ_11377, APOSJ_06664
OG0004018	SACKO_25485	APOSJ_12149, APOSJ_16478, APOSJ_49667, APOSJ_15728, APOSJ_08014, APOSJ_40982, APOSJ_61231
OG0004019	SACKO_00903	APOSJ_40849, APOSJ_40851, APOSJ_40850
OG0004020	SACKO_23772	APOSJ_60521, APOSJ_60522, APOSJ_60520
OG0004021	SACKO_24515	APOSJ_36824, APOSJ_36826, APOSJ_36823, APOSJ_30357, APOSJ_36822, APOSJ_36825
OG0004022	SACKO_33066	APOSJ_44621, APOSJ_44620
OG0004023	SACKO_12120	APOSJ_06713, APOSJ_58355, APOSJ_06711, APOSJ_58345
OG0004024	SACKO_00168	APOSJ_07052
OG0004025	SACKO_14748	APOSJ_22121, APOSJ_08882
OG0004026	SACKO_10836, SACKO_18701, SACKO_18128	APOSJ_27824, APOSJ_52115, APOSJ_51533, APOSJ_27822, APOSJ_52103, APOSJ_27818
OG0004027	SACKO_27291	APOSJ_45269, APOSJ_45268
OG0004028	SACKO_02251	APOSJ_51840
OG0004030	SACKO_23510	APOSJ_21735
OG0004031	SACKO_11954	APOSJ_00925, APOSJ_00926
OG0004032	SACKO_05148	APOSJ_52434
OG0004033	SACKO_32338	APOSJ_09114, APOSJ_09115
OG0004034	SACKO_12063	APOSJ_04478, APOSJ_54707
OG0004035	SACKO_05264	APOSJ_51358
OG0004036	SACKO_24297	APOSJ_40159, APOSJ_40158, APOSJ_40160
