Orthogroup	SACKO_ok	ORYLA
OG0003130	SACKO_29703	ORYLA03739
OG0003131	SACKO_18830	ORYLA17361, ORYLA20425
OG0003132	SACKO_33715	ORYLA02170
OG0003133	SACKO_25555	ORYLA15165
OG0003134	SACKO_16499, SACKO_07502	ORYLA05931, ORYLA16455
OG0003135	SACKO_03116	ORYLA03082
OG0003136	SACKO_03114	ORYLA03448, ORYLA10254
OG0003138	SACKO_22321	ORYLA10305
OG0003140	SACKO_06695	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	SACKO_03614	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	SACKO_05126	ORYLA17712
OG0003144	SACKO_03680	ORYLA04082
OG0003145	SACKO_14415	ORYLA13404, ORYLA06360
OG0003146	SACKO_04352	ORYLA11707
OG0003147	SACKO_09203, SACKO_13733	ORYLA20499
OG0003148	SACKO_01512, SACKO_01504	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	SACKO_12102	ORYLA05759
OG0003150	SACKO_33473	ORYLA01440, ORYLA09448
OG0003151	SACKO_18699	ORYLA09212, ORYLA15558, ORYLA14255
OG0003152	SACKO_11895	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	SACKO_16378	ORYLA18339
OG0003154	SACKO_22446	ORYLA06654
OG0003157	SACKO_30627	ORYLA04495
OG0003158	SACKO_02553	ORYLA08610, ORYLA09460, ORYLA08913
OG0003159	SACKO_17748, SACKO_01588	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	SACKO_12466	ORYLA05070, ORYLA19915
OG0003161	SACKO_09109	ORYLA18915, ORYLA10523, ORYLA18916
OG0003162	SACKO_09082, SACKO_09115, SACKO_09128	ORYLA11824, ORYLA10738, ORYLA03513
OG0003163	SACKO_09039	ORYLA13213, ORYLA17286
OG0003164	SACKO_24629	ORYLA20487, ORYLA00816
OG0003165	SACKO_09454	ORYLA08595, ORYLA10561
OG0003167	SACKO_21224	ORYLA16879, ORYLA03605
OG0003169	SACKO_19319	ORYLA09698
OG0003171	SACKO_11574	ORYLA06807
OG0003172	SACKO_02203, SACKO_02691	ORYLA09854
OG0003173	SACKO_02198	ORYLA00376, ORYLA02346
OG0003174	SACKO_14589	ORYLA20481
OG0003175	SACKO_26238	ORYLA01979, ORYLA06140
OG0003176	SACKO_19057	ORYLA12690
OG0003177	SACKO_24963	ORYLA00856
OG0003178	SACKO_18493	ORYLA03270
OG0003179	SACKO_33031, SACKO_21707	ORYLA00445
OG0003180	SACKO_20193	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	SACKO_00391	ORYLA00243
OG0003182	SACKO_16383	ORYLA06751
OG0003183	SACKO_15802	ORYLA16117, ORYLA02124
OG0003184	SACKO_29685	ORYLA01211, ORYLA07345
OG0003185	SACKO_19190	ORYLA12363, ORYLA15072
OG0003186	SACKO_01675, SACKO_05027	ORYLA01090, ORYLA09963, ORYLA09962
OG0003187	SACKO_23198	ORYLA12776
OG0003188	SACKO_32262	ORYLA12586, ORYLA14947
OG0003189	SACKO_10353	ORYLA04108
OG0003190	SACKO_23848	ORYLA00506
OG0003191	SACKO_03093	ORYLA18538, ORYLA15754
OG0003192	SACKO_13024	ORYLA09709, ORYLA08386
OG0003193	SACKO_21175	ORYLA12245, ORYLA09712
OG0003195	SACKO_28742	ORYLA16742
OG0003196	SACKO_13980, SACKO_08178	ORYLA06022
OG0003197	SACKO_29949	ORYLA18639
OG0003199	SACKO_33150	ORYLA15973, ORYLA15714
OG0003200	SACKO_21528	ORYLA05114
OG0003202	SACKO_17487	ORYLA02354
OG0003203	SACKO_00607, SACKO_00828	ORYLA02126, ORYLA16448
OG0003204	SACKO_31707	ORYLA08375
OG0003205	SACKO_12111	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	SACKO_17979, SACKO_17971, SACKO_19787	ORYLA16318
OG0003207	SACKO_07582	ORYLA14484, ORYLA19094
OG0003210	SACKO_27430	ORYLA02461, ORYLA06655
OG0003211	SACKO_07520	ORYLA20322
OG0003212	SACKO_00699	ORYLA15489, ORYLA10940
OG0003214	SACKO_02358	ORYLA09799
OG0003215	SACKO_14011	ORYLA00108, ORYLA19619
OG0003216	SACKO_05075, SACKO_33513	ORYLA19919, ORYLA19002, ORYLA05782
OG0003217	SACKO_20635	ORYLA13146, ORYLA02509
OG0003218	SACKO_33469	ORYLA19022
OG0003219	SACKO_24194	ORYLA07225, ORYLA00485
OG0003220	SACKO_26339, SACKO_03695	ORYLA01985, ORYLA05947
OG0003222	SACKO_26715	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	SACKO_26827	ORYLA15511
OG0003224	SACKO_07681	ORYLA08420
OG0003225	SACKO_07427	ORYLA19236, ORYLA19235
OG0003226	SACKO_15104	ORYLA12048
OG0003227	SACKO_30234	ORYLA15109
OG0003228	SACKO_07288	ORYLA10708
OG0003229	SACKO_02081	ORYLA07923, ORYLA01487
OG0003230	SACKO_19470	ORYLA08114
OG0003231	SACKO_07487	ORYLA20228
OG0003232	SACKO_01247	ORYLA10450, ORYLA04810, ORYLA19700, ORYLA04347, ORYLA01070
OG0003234	SACKO_06768	ORYLA01163
OG0003235	SACKO_26089	ORYLA20268
OG0003236	SACKO_13088	ORYLA02520
OG0003236	SACKO_28630	ORYLA16788
OG0003238	SACKO_17755	ORYLA12178
OG0003239	SACKO_15782	ORYLA15027
OG0003240	SACKO_09100	ORYLA15566, ORYLA13941, ORYLA16395
OG0003250	SACKO_00843	ORYLA11719, ORYLA16208
OG0003251	SACKO_32082	ORYLA05486, ORYLA12659
OG0003252	SACKO_18053	ORYLA11431, ORYLA10758
OG0003253	SACKO_23089	ORYLA14109, ORYLA17719, ORYLA12706
OG0003254	SACKO_11378	ORYLA01055
OG0003255	SACKO_02946	ORYLA01639
OG0003258	SACKO_14130	ORYLA13111
OG0003259	SACKO_01956	ORYLA17769
OG0003261	SACKO_25373	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	SACKO_00711	ORYLA04363, ORYLA17978
OG0003263	SACKO_24493	ORYLA05786
OG0003265	SACKO_09798	ORYLA14054, ORYLA11239
OG0003266	SACKO_05971, SACKO_26552, SACKO_12236	ORYLA03848, ORYLA04542
OG0003267	SACKO_32336	ORYLA19756
OG0003268	SACKO_05287	ORYLA01959
OG0003269	SACKO_28019	ORYLA07800, ORYLA16726
OG0003270	SACKO_25439	ORYLA14592
OG0003272	SACKO_12753	ORYLA19655, ORYLA19654, ORYLA07229
OG0003273	SACKO_11959	ORYLA04340
OG0003275	SACKO_30780, SACKO_30771	ORYLA09029, ORYLA13943
OG0003276	SACKO_32351	ORYLA07362, ORYLA10391, ORYLA00852, ORYLA11438
OG0003277	SACKO_01244	ORYLA20336, ORYLA15828, ORYLA13998
OG0003278	SACKO_03134	ORYLA12553
OG0003279	SACKO_30116	ORYLA01238
OG0003280	SACKO_10441	ORYLA05574
OG0003282	SACKO_27155	ORYLA04149, ORYLA01430
OG0003283	SACKO_28354, SACKO_30822	ORYLA19093
OG0003284	SACKO_30896	ORYLA18705
OG0003286	SACKO_17313	ORYLA16774
OG0003287	SACKO_28184	ORYLA15508, ORYLA11362
OG0003288	SACKO_10698	ORYLA04254
OG0003289	SACKO_01897	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003293	SACKO_06484, SACKO_23226	ORYLA14350
OG0003294	SACKO_17331	ORYLA12880
OG0003295	SACKO_10530	ORYLA04874, ORYLA19440
OG0003296	SACKO_04472	ORYLA18095, ORYLA02301
OG0003298	SACKO_14529	ORYLA01355
OG0003299	SACKO_29252	ORYLA12913
OG0003301	SACKO_27778	ORYLA03284, ORYLA12501
OG0003302	SACKO_17873	ORYLA01208
OG0003304	SACKO_33198	ORYLA05709
OG0003305	SACKO_20237	ORYLA02939, ORYLA18010
OG0003306	SACKO_02846	ORYLA15915
OG0003307	SACKO_00155	ORYLA00404, ORYLA01512
OG0003308	SACKO_03501	ORYLA02810, ORYLA10199
OG0003311	SACKO_05588	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	SACKO_02370	ORYLA04286, ORYLA00307
OG0003315	SACKO_11264	ORYLA05354
OG0003316	SACKO_02137	ORYLA06489
OG0003317	SACKO_05670	ORYLA00142
OG0003318	SACKO_23709	ORYLA14596, ORYLA15728
OG0003319	SACKO_26946	ORYLA15491, ORYLA07033
OG0003320	SACKO_10308, SACKO_31257	ORYLA17866
OG0003321	SACKO_30235	ORYLA19455, ORYLA05648
OG0003323	SACKO_13406	ORYLA02747
OG0003325	SACKO_05232	ORYLA08076, ORYLA04984
OG0003326	SACKO_25613	ORYLA04931
OG0003327	SACKO_29807, SACKO_16114	ORYLA02456, ORYLA06278
OG0003329	SACKO_09850, SACKO_03764	ORYLA17667, ORYLA02366
OG0003330	SACKO_32249	ORYLA14948
OG0003331	SACKO_03264	ORYLA03745
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	ORYLA06788, ORYLA02078
OG0003333	SACKO_30489	ORYLA19135
OG0003335	SACKO_15302	ORYLA10536
OG0003336	SACKO_22803, SACKO_22795	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	SACKO_14865	ORYLA20124
OG0003338	SACKO_27567	ORYLA13363, ORYLA17314
OG0003340	SACKO_04037	ORYLA05123, ORYLA01941
OG0003341	SACKO_02784, SACKO_02780	ORYLA00218
OG0003343	SACKO_29714	ORYLA03249
OG0003344	SACKO_26970	ORYLA11978
OG0003346	SACKO_09097	ORYLA07076
OG0003347	SACKO_04192	ORYLA09885, ORYLA04679
OG0003348	SACKO_18275	ORYLA07117, ORYLA09434
OG0003349	SACKO_20573	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	SACKO_26402, SACKO_27781	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003351	SACKO_06361	ORYLA14628
OG0003352	SACKO_16000	ORYLA08412, ORYLA10054
OG0003353	SACKO_27934	ORYLA10916
OG0003354	SACKO_00210	ORYLA19460, ORYLA19459, ORYLA00204
OG0003355	SACKO_21459	ORYLA02544, ORYLA05076, ORYLA07720
OG0003356	SACKO_19562	ORYLA00555, ORYLA16745
OG0003357	SACKO_12468	ORYLA01325
OG0003358	SACKO_23618	ORYLA14258
OG0003359	SACKO_15411	ORYLA11531
OG0003360	SACKO_11966	ORYLA10113
OG0003361	SACKO_19401	ORYLA10105, ORYLA03006
OG0003364	SACKO_11623	ORYLA14543, ORYLA16352
OG0003366	SACKO_31581	ORYLA19482
OG0003367	SACKO_32690, SACKO_10006, SACKO_09981	ORYLA19314
OG0003368	SACKO_17847	ORYLA01157
OG0003369	SACKO_17735	ORYLA17954, ORYLA05099
OG0003370	SACKO_33714	ORYLA02169, ORYLA05635
OG0003372	SACKO_30945	ORYLA13263, ORYLA19929
OG0003373	SACKO_09624	ORYLA11155, ORYLA15306
OG0003374	SACKO_32930	ORYLA05369
OG0003375	SACKO_08748	ORYLA17409
OG0003376	SACKO_10287	ORYLA07502
OG0003377	SACKO_23381	ORYLA12102
OG0003379	SACKO_33311, SACKO_33295	ORYLA05666
OG0003380	SACKO_05451	ORYLA02294, ORYLA17353
OG0003381	SACKO_04584	ORYLA10983, ORYLA12366
OG0003382	SACKO_12662	ORYLA06657, ORYLA06055
OG0003383	SACKO_08095	ORYLA08272
OG0003384	SACKO_24086	ORYLA00693, ORYLA05038, ORYLA17993, ORYLA17992, ORYLA14121
OG0003385	SACKO_11016	ORYLA16115
OG0003386	SACKO_01067	ORYLA06516, ORYLA12917
OG0003387	SACKO_03779	ORYLA16634
OG0003388	SACKO_17919, SACKO_17906	ORYLA19757, ORYLA04964
OG0003391	SACKO_12505	ORYLA10703
OG0003392	SACKO_10639, SACKO_10646	ORYLA00140, ORYLA00535
OG0003393	SACKO_33236	ORYLA08548
OG0003396	SACKO_32243, SACKO_07005	ORYLA20291
OG0003398	SACKO_10294, SACKO_10258, SACKO_10263, SACKO_10311, SACKO_10268, SACKO_07521, SACKO_32279	ORYLA05425, ORYLA09331, ORYLA12460, ORYLA05424
OG0003401	SACKO_27469	ORYLA18469
OG0003419	SACKO_07603	ORYLA07674
OG0003421	SACKO_01930, SACKO_01928, SACKO_01939	ORYLA20432
OG0003422	SACKO_04586	ORYLA11143
OG0003424	SACKO_05692	ORYLA16837
OG0003425	SACKO_21290	ORYLA19551, ORYLA19552
OG0003426	SACKO_29295	ORYLA01060
OG0003428	SACKO_19906	ORYLA07230
OG0003429	SACKO_18851	ORYLA15696
OG0003431	SACKO_02696	ORYLA13930, ORYLA13647
OG0003432	SACKO_21364	ORYLA09229
OG0003433	SACKO_19315	ORYLA04481
OG0003434	SACKO_27927	ORYLA08873
OG0003435	SACKO_25724	ORYLA11612, ORYLA10262
OG0003437	SACKO_25025	ORYLA16686, ORYLA18274, ORYLA16631
OG0003439	SACKO_33811	ORYLA08660
OG0003440	SACKO_12972	ORYLA09996, ORYLA09995, ORYLA19837
OG0003441	SACKO_30707, SACKO_33516, SACKO_30700	ORYLA11240, ORYLA14053
OG0003442	SACKO_15203	ORYLA03904, ORYLA07561, ORYLA08501, ORYLA13557
OG0003443	SACKO_22199	ORYLA08295, ORYLA10121
OG0003444	SACKO_29328	ORYLA12477
OG0003445	SACKO_06557, SACKO_06554	ORYLA02950
OG0003448	SACKO_29640	ORYLA12750
OG0003449	SACKO_09979	ORYLA08945
OG0003450	SACKO_15572	ORYLA06472
OG0003451	SACKO_04785	ORYLA09529
OG0003452	SACKO_24050	ORYLA05284
OG0003453	SACKO_10209	ORYLA17585
OG0003454	SACKO_30324	ORYLA16419, ORYLA05702, ORYLA07880
OG0003455	SACKO_22919	ORYLA15928
OG0003456	SACKO_28683	ORYLA16281
OG0003457	SACKO_17526, SACKO_07023	ORYLA07032, ORYLA10641
OG0003459	SACKO_12030	ORYLA04696, ORYLA10058
OG0003460	SACKO_05169	ORYLA20040, ORYLA04718
OG0003462	SACKO_00776	ORYLA16610
OG0003463	SACKO_31602	ORYLA18517, ORYLA11792
OG0003464	SACKO_26254	ORYLA07795
OG0003465	SACKO_23058	ORYLA17241
OG0003466	SACKO_02294	ORYLA08173, ORYLA02600, ORYLA01193
OG0003467	SACKO_32119	ORYLA02217
OG0003469	SACKO_13512	ORYLA02002
OG0003469	SACKO_13507	ORYLA15259
OG0003471	SACKO_27838	ORYLA05163
OG0003472	SACKO_24937	ORYLA09943
OG0003473	SACKO_33089	ORYLA03676
OG0003474	SACKO_18192	ORYLA05348, ORYLA01720, ORYLA01933
OG0003475	SACKO_31281	ORYLA09037
OG0003476	SACKO_26059	ORYLA10956
OG0003477	SACKO_20610	ORYLA05136
OG0003478	SACKO_00688	ORYLA10473
OG0003479	SACKO_01184	ORYLA19858, ORYLA19857, ORYLA19376, ORYLA14248
OG0003480	SACKO_11010	ORYLA14009
OG0003481	SACKO_13902	ORYLA09851
OG0003482	SACKO_26994	ORYLA19870
OG0003483	SACKO_18557	ORYLA05235
OG0003487	SACKO_25911, SACKO_25905	ORYLA01531
OG0003488	SACKO_21273	ORYLA09086
OG0003489	SACKO_29393	ORYLA10608, ORYLA05128
OG0003490	SACKO_04384	ORYLA09588
OG0003491	SACKO_26412	ORYLA01435, ORYLA03786, ORYLA08768
OG0003492	SACKO_31827	ORYLA19071
OG0003495	SACKO_30140	ORYLA15496, ORYLA20263, ORYLA20109
OG0003496	SACKO_06794	ORYLA03579
OG0003497	SACKO_02621	ORYLA03780
OG0003498	SACKO_01996, SACKO_01988	ORYLA00351
OG0003499	SACKO_22766	ORYLA14587
OG0003501	SACKO_30952	ORYLA13017
OG0003502	SACKO_20189	ORYLA03987
OG0003503	SACKO_09739	ORYLA08311
OG0003504	SACKO_16259	ORYLA00809, ORYLA05813, ORYLA05814
OG0003505	SACKO_26757	ORYLA15188
OG0003506	SACKO_24649	ORYLA03663, ORYLA07315
OG0003507	SACKO_15223, SACKO_03869	ORYLA13206, ORYLA13567
OG0003508	SACKO_06902	ORYLA09159, ORYLA06715
OG0003509	SACKO_34164	ORYLA07419
OG0003510	SACKO_30246	ORYLA14280
OG0003511	SACKO_09852	ORYLA17668
OG0003512	SACKO_20205	ORYLA17979, ORYLA14116
OG0003513	SACKO_30320, SACKO_14277	ORYLA19681, ORYLA05692
OG0003514	SACKO_25947, SACKO_14249, SACKO_25494	ORYLA14323, ORYLA13834, ORYLA20337
OG0003515	SACKO_30659	ORYLA00165
OG0003517	SACKO_15617	ORYLA14850, ORYLA11261
OG0003518	SACKO_26732	ORYLA02219
OG0003519	SACKO_12908	ORYLA06032
OG0003520	SACKO_18568, SACKO_23243	ORYLA10150
OG0003521	SACKO_02542	ORYLA03229
OG0003522	SACKO_24463	ORYLA11321, ORYLA10376
OG0003523	SACKO_34177, SACKO_33207	ORYLA06822
OG0003524	SACKO_28813	ORYLA14492
OG0003525	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008	ORYLA06258
OG0003526	SACKO_17051, SACKO_12308	ORYLA05238, ORYLA00105, ORYLA08676
OG0003527	SACKO_00456	ORYLA03109
OG0003528	SACKO_21089	ORYLA09598
OG0003529	SACKO_32438	ORYLA08755, ORYLA16493
OG0003530	SACKO_12596	ORYLA08384, ORYLA09655
OG0003531	SACKO_00165	ORYLA10765, ORYLA01076
OG0003532	SACKO_31069	ORYLA09550
OG0003533	SACKO_23729	ORYLA20154
OG0003534	SACKO_07848	ORYLA04728, ORYLA10480
OG0003535	SACKO_28933	ORYLA17733, ORYLA17692
OG0003536	SACKO_22529	ORYLA20264
OG0003537	SACKO_16852, SACKO_18710	ORYLA02972
OG0003538	SACKO_14572	ORYLA04723
OG0003539	SACKO_02852	ORYLA00317
OG0003541	SACKO_26803	ORYLA12459
OG0003543	SACKO_32884	ORYLA06025
OG0003544	SACKO_26949, SACKO_12520	ORYLA05956
OG0003545	SACKO_28684, SACKO_03798	ORYLA16290, ORYLA00780, ORYLA16888
OG0003546	SACKO_10975	ORYLA02573, ORYLA06777
OG0003547	SACKO_00985	ORYLA15005
OG0003548	SACKO_18715	ORYLA07339, ORYLA19601
OG0003549	SACKO_31303	ORYLA11604, ORYLA13044
OG0003550	SACKO_21635	ORYLA06826, ORYLA09869
OG0003551	SACKO_25700	ORYLA17122, ORYLA02512, ORYLA02511
OG0003552	SACKO_04703	ORYLA06559, ORYLA12973
OG0003553	SACKO_24071	ORYLA02388
OG0003554	SACKO_27750	ORYLA02272, ORYLA04649
OG0003555	SACKO_27229	ORYLA08290
OG0003556	SACKO_20857	ORYLA11308, ORYLA15858, ORYLA16060
OG0003557	SACKO_27387	ORYLA17940, ORYLA05103
OG0003558	SACKO_16535	ORYLA12673
OG0003561	SACKO_31413	ORYLA11603, ORYLA09116
OG0003562	SACKO_19186	ORYLA16057, ORYLA05508
OG0003563	SACKO_24469	ORYLA08166
OG0003564	SACKO_17080	ORYLA02602, ORYLA17999, ORYLA01509
OG0003565	SACKO_33328, SACKO_08612	ORYLA04938, ORYLA17732
OG0003566	SACKO_03424	ORYLA12377
OG0003567	SACKO_17659	ORYLA16922
OG0003568	SACKO_29348	ORYLA17899
OG0003570	SACKO_10065	ORYLA06235, ORYLA06236
OG0003571	SACKO_20473	ORYLA05684, ORYLA15032
OG0003572	SACKO_16275	ORYLA03054, ORYLA01059, ORYLA11318, ORYLA10495
OG0003573	SACKO_03300	ORYLA18884
OG0003576	SACKO_10871	ORYLA15848, ORYLA19484
OG0003577	SACKO_06470	ORYLA05673
OG0003578	SACKO_25432	ORYLA19177
OG0003579	SACKO_31496	ORYLA07706
OG0003581	SACKO_32993, SACKO_32992	ORYLA04075
OG0003582	SACKO_20514, SACKO_20506	ORYLA13955
OG0003598	SACKO_18642	ORYLA13193, ORYLA02886
OG0003600	SACKO_26845	ORYLA20278
OG0003601	SACKO_22970	ORYLA10291, ORYLA10290
OG0003604	SACKO_02211	ORYLA03970, ORYLA03472, ORYLA14112, ORYLA17897
OG0003606	SACKO_14800	ORYLA11462, ORYLA10629, ORYLA02252
OG0003607	SACKO_11384	ORYLA08341
OG0003608	SACKO_31522, SACKO_25828	ORYLA13187
OG0003610	SACKO_11265	ORYLA11705
OG0003611	SACKO_17082	ORYLA01222
OG0003612	SACKO_07192	ORYLA05697
OG0003613	SACKO_09649	ORYLA14322, ORYLA13861
OG0003615	SACKO_03496	ORYLA07166
OG0003616	SACKO_25465	ORYLA13901, ORYLA15935, ORYLA17835
OG0003617	SACKO_22185	ORYLA20096
OG0003618	SACKO_02416	ORYLA09085
OG0003619	SACKO_04087	ORYLA00995
OG0003620	SACKO_04500	ORYLA16131
OG0003622	SACKO_14629, SACKO_28093	ORYLA11687
OG0003623	SACKO_00865	ORYLA05862
OG0003627	SACKO_03623	ORYLA12845, ORYLA04550
OG0003628	SACKO_29894	ORYLA12634
OG0003630	SACKO_05455	ORYLA07936
OG0003631	SACKO_08255	ORYLA18266, ORYLA04613
OG0003632	SACKO_10570	ORYLA14509, ORYLA20230, ORYLA20231, ORYLA20232, ORYLA08834
OG0003633	SACKO_04000, SACKO_29034	ORYLA15479
OG0003635	SACKO_20382	ORYLA01451
OG0003636	SACKO_32398	ORYLA05265
OG0003638	SACKO_04756	ORYLA11662
OG0003640	SACKO_16698	ORYLA16900, ORYLA07985, ORYLA08704
OG0003641	SACKO_25568	ORYLA05514, ORYLA13948, ORYLA15562
OG0003642	SACKO_29276	ORYLA14662, ORYLA00337
OG0003643	SACKO_24533	ORYLA16013
OG0003644	SACKO_09283	ORYLA19217, ORYLA19218
OG0003645	SACKO_23291	ORYLA17019, ORYLA16769
OG0003646	SACKO_03457	ORYLA12425
OG0003647	SACKO_09851	ORYLA18090, ORYLA02365
OG0003648	SACKO_11947	ORYLA10802
OG0003649	SACKO_04513	ORYLA12909
OG0003650	SACKO_09653, SACKO_34048	ORYLA14386
OG0003651	SACKO_13985	ORYLA15506
OG0003652	SACKO_24298	ORYLA04563, ORYLA03095
OG0003653	SACKO_18995	ORYLA01638, ORYLA07485
OG0003654	SACKO_34038	ORYLA09093, ORYLA11735
OG0003655	SACKO_24287	ORYLA11608, ORYLA09516
OG0003656	SACKO_13038	ORYLA12194, ORYLA06060
OG0003657	SACKO_16386	ORYLA04683, ORYLA09891
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605	ORYLA01831
OG0003659	SACKO_30164	ORYLA19260
OG0003660	SACKO_06451, SACKO_27660	ORYLA04982, ORYLA08074
OG0003661	SACKO_00300, SACKO_17621	ORYLA13934
OG0003664	SACKO_00324	ORYLA16286
OG0003665	SACKO_18081, SACKO_18084, SACKO_18052	ORYLA11822
OG0003666	SACKO_16204	ORYLA02489, ORYLA13220, ORYLA06808
OG0003667	SACKO_07527	ORYLA03973, ORYLA03463, ORYLA17623
OG0003668	SACKO_16542	ORYLA12159
OG0003668	SACKO_07937	ORYLA14882
OG0003669	SACKO_29388, SACKO_29382	ORYLA00310
OG0003671	SACKO_06102	ORYLA19913, ORYLA05071, ORYLA03950
OG0003672	SACKO_22038	ORYLA07781
OG0003674	SACKO_16258	ORYLA00233
OG0003675	SACKO_02504	ORYLA05527
OG0003676	SACKO_32292	ORYLA18000
OG0003677	SACKO_22925	ORYLA09433, ORYLA09215, ORYLA16425
OG0003678	SACKO_00514	ORYLA19111, ORYLA18850
OG0003679	SACKO_05594	ORYLA09435, ORYLA09221
OG0003680	SACKO_07919	ORYLA09399
OG0003681	SACKO_22429	ORYLA15043, ORYLA12095
OG0003682	SACKO_09118	ORYLA05336, ORYLA11752
OG0003683	SACKO_19239	ORYLA02323
OG0003684	SACKO_16167	ORYLA09009
OG0003685	SACKO_17420	ORYLA12611
OG0003687	SACKO_02692	ORYLA16099, ORYLA09689
OG0003688	SACKO_15602	ORYLA15391
OG0003689	SACKO_12938, SACKO_04151	ORYLA00037
OG0003690	SACKO_17688	ORYLA10151
OG0003691	SACKO_06838	ORYLA00513
OG0003692	SACKO_30272	ORYLA17765, ORYLA17766
OG0003693	SACKO_30147, SACKO_30156	ORYLA11068, ORYLA15548
OG0003694	SACKO_13899	ORYLA05766
OG0003695	SACKO_15073	ORYLA18026, ORYLA02559, ORYLA06632, ORYLA13445
OG0003696	SACKO_23747, SACKO_23745	ORYLA14696
OG0003697	SACKO_33327	ORYLA18863
OG0003698	SACKO_23560	ORYLA05043, ORYLA17728
OG0003700	SACKO_28036	ORYLA00145, ORYLA16899
OG0003701	SACKO_29992	ORYLA09740
OG0003702	SACKO_09365	ORYLA04776, ORYLA10080
OG0003703	SACKO_22461	ORYLA19118, ORYLA07915
OG0003704	SACKO_18437	ORYLA00715, ORYLA06286
OG0003705	SACKO_07440	ORYLA01951
OG0003706	SACKO_21403	ORYLA06085
OG0003707	SACKO_10232	ORYLA12453
OG0003708	SACKO_10347	ORYLA10235
OG0003709	SACKO_29614, SACKO_29630, SACKO_29613	ORYLA15349, ORYLA12752
OG0003710	SACKO_14655	ORYLA04163, ORYLA08822
OG0003711	SACKO_19684	ORYLA12421
OG0003712	SACKO_24483	ORYLA16996, ORYLA19025
OG0003713	SACKO_23814	ORYLA13219, ORYLA06802
OG0003714	SACKO_12574	ORYLA19329
OG0003716	SACKO_26655	ORYLA13136
OG0003717	SACKO_18355	ORYLA02048
OG0003718	SACKO_13035	ORYLA08634
OG0003719	SACKO_21324	ORYLA05761
OG0003720	SACKO_27787	ORYLA06376, ORYLA01596
OG0003721	SACKO_27819	ORYLA01061
OG0003722	SACKO_09342	ORYLA06277, ORYLA02448
OG0003725	SACKO_29232	ORYLA13642, ORYLA17118
OG0003726	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234	ORYLA05127
OG0003727	SACKO_09913, SACKO_09908	ORYLA01928, ORYLA05903
OG0003729	SACKO_10462	ORYLA08395
OG0003731	SACKO_09116	ORYLA00028
OG0003733	SACKO_25639	ORYLA07355
OG0003734	SACKO_10298	ORYLA02449
OG0003736	SACKO_08001	ORYLA15256
OG0003737	SACKO_21407	ORYLA18023, ORYLA13650
OG0003738	SACKO_02219	ORYLA16804
OG0003739	SACKO_32965	ORYLA10021
OG0003740	SACKO_08475	ORYLA14622
OG0003741	SACKO_23163	ORYLA06173
OG0003742	SACKO_16317	ORYLA06086, ORYLA02085, ORYLA16192
OG0003743	SACKO_20767	ORYLA02655, ORYLA17586
OG0003744	SACKO_15973	ORYLA15613, ORYLA13913
OG0003745	SACKO_21997, SACKO_21973	ORYLA17929
OG0003746	SACKO_04162	ORYLA20093, ORYLA08232, ORYLA19466, ORYLA02028
OG0003748	SACKO_12145	ORYLA14739, ORYLA10883, ORYLA16014, ORYLA16016, ORYLA16015
OG0003749	SACKO_08322	ORYLA15075, ORYLA11168
OG0003750	SACKO_12535, SACKO_09051	ORYLA15854
OG0003751	SACKO_27798, SACKO_28378, SACKO_28809, SACKO_28818, SACKO_28814	ORYLA12972
OG0003752	SACKO_12922	ORYLA20457, ORYLA20456, ORYLA14921
OG0003754	SACKO_08508	ORYLA14867
OG0003755	SACKO_29745	ORYLA04416
OG0003756	SACKO_18779	ORYLA15160
OG0003757	SACKO_06078	ORYLA03079
OG0003758	SACKO_22893	ORYLA15779
OG0003759	SACKO_28661, SACKO_18691	ORYLA16410, ORYLA01905, ORYLA01906
OG0003760	SACKO_23820	ORYLA07065, ORYLA12558
OG0003761	SACKO_10184, SACKO_16376	ORYLA14667, ORYLA19588
OG0003762	SACKO_02218	ORYLA16316
OG0003763	SACKO_12267, SACKO_12262, SACKO_12259, SACKO_16479	ORYLA04822
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	ORYLA16406
OG0003765	SACKO_23648	ORYLA15485, ORYLA19638
OG0003766	SACKO_29018	ORYLA14216
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	ORYLA05360
