Orthogroup	SACKO_ok	YEAST
OG0002833	SACKO_15553	YEAST00253, YEAST01446, YEAST05354, YEAST01469
OG0002835	SACKO_15153	YEAST02656
OG0002837	SACKO_14528	YEAST01987, YEAST00157
OG0002839	SACKO_29169	YEAST03148
OG0002843	SACKO_05859	YEAST04737
OG0002844	SACKO_23634	YEAST05563
OG0002847	SACKO_19881	YEAST02294
OG0002851	SACKO_18925	YEAST04951
OG0002855	SACKO_05275	YEAST00137
OG0002866	SACKO_19174	YEAST01136
OG0002876	SACKO_11226	YEAST02348
OG0002877	SACKO_09233, SACKO_22408	YEAST04537
OG0002883	SACKO_28241	YEAST03027
OG0002891	SACKO_25660	YEAST03205
OG0002893	SACKO_26406	YEAST03653
OG0002894	SACKO_02334	YEAST00906
OG0002895	SACKO_07081	YEAST01471, YEAST05353, YEAST05456
OG0002897	SACKO_11527	YEAST06308
OG0002899	SACKO_20293	YEAST00283
OG0002900	SACKO_23521, SACKO_11843	YEAST05306
OG0002907	SACKO_16536	YEAST02061
OG0002910	SACKO_29263	YEAST00223
OG0002915	SACKO_04947	YEAST02264
OG0002917	SACKO_26409	YEAST03703
OG0002920	SACKO_13867, SACKO_14229	YEAST04043, YEAST04055
OG0002921	SACKO_33268	YEAST06254
OG0002922	SACKO_17100	YEAST01261
OG0002947	SACKO_28885, SACKO_15400	YEAST00232
OG0002948	SACKO_14209	YEAST03584
OG0002949	SACKO_05711	YEAST00419, YEAST06063
OG0002952	SACKO_25112	YEAST05257
OG0002953	SACKO_25506	YEAST03034
OG0002957	SACKO_29770	YEAST03253
OG0002960	SACKO_10276	YEAST05502
OG0002965	SACKO_32335, SACKO_14337	YEAST03804
OG0002966	SACKO_04692	YEAST06059
OG0002968	SACKO_17591, SACKO_06975	YEAST00199
OG0002969	SACKO_02667	YEAST00655
OG0002982	SACKO_13358, SACKO_12260	YEAST02471
OG0002984	SACKO_19745	YEAST00961, YEAST01144
OG0002985	SACKO_30570	YEAST02147
OG0002987	SACKO_24109	YEAST02970, YEAST00081, YEAST02488
OG0002991	SACKO_16196	YEAST03345, YEAST01842
OG0002997	SACKO_03884, SACKO_17459	YEAST02374
OG0003001	SACKO_02123	YEAST01497
OG0003004	SACKO_15243, SACKO_08904, SACKO_15252	YEAST02183
OG0003006	SACKO_09983	YEAST00899
OG0003010	SACKO_04866, SACKO_33454	YEAST03035
OG0003012	SACKO_26048	YEAST04512
OG0003016	SACKO_10325, SACKO_10324	YEAST04810
OG0003017	SACKO_30528, SACKO_28070	YEAST02213
OG0003018	SACKO_21884, SACKO_15715	YEAST01635, YEAST01949
OG0003020	SACKO_29408, SACKO_10424, SACKO_10423	YEAST04851
OG0003027	SACKO_17441, SACKO_20718	YEAST05498
OG0003028	SACKO_26969	YEAST05822
OG0003029	SACKO_23336	YEAST04523
OG0003033	SACKO_21096	YEAST02457, YEAST02640
OG0003039	SACKO_17992	YEAST00055
OG0003043	SACKO_04083, SACKO_02021, SACKO_04094	YEAST02551
OG0003046	SACKO_19289	YEAST01632
OG0003054	SACKO_23775	YEAST04909, YEAST05341
OG0003056	SACKO_30441	YEAST02257
OG0003059	SACKO_10958, SACKO_20443	YEAST02832, YEAST03675
OG0003063	SACKO_07757	YEAST00204
OG0003066	SACKO_05874	YEAST00969
OG0003067	SACKO_24076	YEAST03159
OG0003072	SACKO_22003	YEAST05076
OG0003073	SACKO_19888, SACKO_03463	YEAST00167
OG0003079	SACKO_01137	YEAST01019
OG0003101	SACKO_20862	YEAST01357
OG0003104	SACKO_11227	YEAST00861
OG0003105	SACKO_04098	YEAST04282
OG0003106	SACKO_29288	YEAST03619
OG0003107	SACKO_16349	YEAST00029
OG0003108	SACKO_22455, SACKO_26646	YEAST00796
OG0003110	SACKO_26390	YEAST02197
OG0003114	SACKO_15238	YEAST00453, YEAST02426
OG0003119	SACKO_13546	YEAST00778
OG0003121	SACKO_16521	YEAST03190
OG0003126	SACKO_18141	YEAST00300
OG0003131	SACKO_18830	YEAST04435, YEAST04350
OG0003135	SACKO_03116	YEAST02069
OG0003138	SACKO_22321	YEAST01790, YEAST00784
OG0003145	SACKO_14415	YEAST06012
OG0003147	SACKO_09203, SACKO_13733	YEAST03729
OG0003151	SACKO_18699, SACKO_01605	YEAST03910
OG0003153	SACKO_16378	YEAST05438
OG0003154	SACKO_22446	YEAST00694
OG0003157	SACKO_30627	YEAST01203
OG0003164	SACKO_24629	YEAST05549, YEAST04492
OG0003169	SACKO_19322, SACKO_19319	YEAST04410
OG0003172	SACKO_02203, SACKO_02691	YEAST06030
OG0003174	SACKO_14589	YEAST06178
OG0003178	SACKO_18493, SACKO_11994	YEAST05823
OG0003179	SACKO_33031, SACKO_21707	YEAST00905
OG0003182	SACKO_16383	YEAST05565
OG0003189	SACKO_10353	YEAST00820
OG0003190	SACKO_23848	YEAST02550
OG0003191	SACKO_03093	YEAST01068
OG0003193	SACKO_21175	YEAST02494
OG0003197	SACKO_29949	YEAST06274
OG0003199	SACKO_33150	YEAST04961
OG0003207	SACKO_07582	YEAST04056
OG0003212	SACKO_00699	YEAST05531
OG0003214	SACKO_22648, SACKO_02358	YEAST03701
OG0003215	SACKO_14011	YEAST04373
OG0003218	SACKO_33469	YEAST04068
OG0003219	SACKO_24194	YEAST01656
OG0003220	SACKO_26339, SACKO_03695	YEAST03417, YEAST00186
OG0003223	SACKO_26827	YEAST04472
OG0003228	SACKO_07288	YEAST06187
OG0003230	SACKO_19470	YEAST05487
OG0003234	SACKO_06768	YEAST00760
OG0003235	SACKO_26089	YEAST06282
OG0003251	SACKO_32082	YEAST05338, YEAST04904
OG0003254	SACKO_11378	YEAST03911
OG0003257	SACKO_04676	YEAST02741
OG0003263	SACKO_24493	YEAST05333
OG0003266	SACKO_05971, SACKO_26552, SACKO_12236	YEAST05585
OG0003267	SACKO_32336	YEAST02516
OG0003270	SACKO_25439	YEAST01372, YEAST05351, YEAST01476
OG0003277	SACKO_01244	YEAST03706
OG0003283	SACKO_28354, SACKO_30822	YEAST02779
OG0003284	SACKO_30896	YEAST02184
OG0003287	SACKO_28184	YEAST00166
OG0003288	SACKO_10698	YEAST05062
OG0003290	SACKO_27393	YEAST06325
OG0003293	SACKO_06484, SACKO_23226	YEAST04930
OG0003295	SACKO_10530	YEAST06127
OG0003301	SACKO_27778	YEAST03267
OG0003302	SACKO_17873	YEAST04633
OG0003303	SACKO_11752	YEAST05878
OG0003304	SACKO_33198, SACKO_06173	YEAST01018
OG0003316	SACKO_26650, SACKO_02137	YEAST04887
OG0003317	SACKO_05670	YEAST03051
OG0003318	SACKO_23709	YEAST02158
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	YEAST02945, YEAST00447
OG0003335	SACKO_15302	YEAST01260
OG0003340	SACKO_04037	YEAST04972
OG0003341	SACKO_02787, SACKO_02784, SACKO_02780	YEAST00990
OG0003343	SACKO_29714	YEAST04356, YEAST06258
OG0003344	SACKO_26970	YEAST04764
OG0003345	SACKO_06543, SACKO_11884	YEAST02133
OG0003348	SACKO_18275	YEAST02844
OG0003349	SACKO_20573	YEAST00235, YEAST04798
OG0003356	SACKO_19552, SACKO_19562	YEAST02937
OG0003357	SACKO_12468	YEAST04240, YEAST02522
OG0003364	SACKO_11623	YEAST00730
OG0003366	SACKO_31581	YEAST05276, YEAST03075
OG0003373	SACKO_09624	YEAST03755
OG0003374	SACKO_32930	YEAST03627
OG0003375	SACKO_08712, SACKO_08748	YEAST03722
OG0003377	SACKO_23381	YEAST03340
OG0003380	SACKO_05451	YEAST00529
OG0003381	SACKO_04584	YEAST03447, YEAST01380
OG0003382	SACKO_12662, SACKO_12632	YEAST01627
OG0003386	SACKO_01067	YEAST02725
OG0003425	SACKO_21290	YEAST05084
OG0003426	SACKO_29295	YEAST05251
OG0003428	SACKO_19906	YEAST04550, YEAST01154
OG0003429	SACKO_18851	YEAST05921
OG0003434	SACKO_27927	YEAST02689
OG0003435	SACKO_25724	YEAST05483
OG0003441	SACKO_30707, SACKO_33516, SACKO_30700	YEAST05981
OG0003443	SACKO_22199	YEAST06032
OG0003454	SACKO_30324	YEAST04088
OG0003458	SACKO_24689, SACKO_13988, SACKO_07225	YEAST00169
OG0003461	SACKO_03545	YEAST05752, YEAST04759
OG0003463	SACKO_31602	YEAST02371
OG0003464	SACKO_26254	YEAST05120
OG0003465	SACKO_23058	YEAST02874
OG0003467	SACKO_32119	YEAST01278
OG0003477	SACKO_20610	YEAST03665
OG0003483	SACKO_18557	YEAST06074
OG0003487	SACKO_25911, SACKO_25905	YEAST03066
OG0003491	SACKO_26412	YEAST03514
OG0003493	SACKO_15477, SACKO_31955	YEAST01076
OG0003497	SACKO_02621	YEAST00758
OG0003498	SACKO_01996, SACKO_01988, SACKO_01980	YEAST05680
OG0003500	SACKO_07628	YEAST03303, YEAST02683
OG0003501	SACKO_30952	YEAST01421
OG0003502	SACKO_20189	YEAST02519
OG0003503	SACKO_09739	YEAST00400
OG0003505	SACKO_26757	YEAST00697
OG0003509	SACKO_34164	YEAST02850
OG0003515	SACKO_30659	YEAST00923
OG0003518	SACKO_26760, SACKO_26732	YEAST04809
OG0003523	SACKO_34177, SACKO_33207	YEAST05393
OG0003531	SACKO_00165	YEAST00465
OG0003532	SACKO_31069	YEAST05810
OG0003539	SACKO_02852	YEAST03774
OG0003541	SACKO_26803	YEAST01314
OG0003543	SACKO_32884	YEAST01290
OG0003544	SACKO_26949, SACKO_12520, SACKO_09816	YEAST00251
OG0003550	SACKO_21635	YEAST06166
OG0003551	SACKO_25700	YEAST01826
OG0003552	SACKO_04703	YEAST04163
OG0003556	SACKO_20857	YEAST05216
OG0003561	SACKO_31413	YEAST06100
OG0003562	SACKO_19186	YEAST00960
OG0003565	SACKO_33328, SACKO_08612	YEAST03392
OG0003567	SACKO_04644, SACKO_17659	YEAST04838
OG0003568	SACKO_29348	YEAST04328
OG0003570	SACKO_10065	YEAST03562, YEAST04635
OG0003571	SACKO_20473	YEAST05553
OG0003573	SACKO_03300	YEAST00597
OG0003578	SACKO_25432	YEAST05031
OG0003579	SACKO_31496	YEAST05446
OG0003582	SACKO_20514, SACKO_20506	YEAST03174
OG0003598	SACKO_18642	YEAST00803
OG0003599	SACKO_29256	YEAST04133
OG0003603	SACKO_20353	YEAST03529
OG0003610	SACKO_11265	YEAST02573
OG0003611	SACKO_17082	YEAST01054
OG0003612	SACKO_07192	YEAST00808
OG0003613	SACKO_09649	YEAST02366
OG0003615	SACKO_03496	YEAST01638
OG0003617	SACKO_22185	YEAST01843
OG0003618	SACKO_02416	YEAST00747
OG0003619	SACKO_04087	YEAST04756
OG0003624	SACKO_32508, SACKO_30807	YEAST00147
OG0003630	SACKO_05455	YEAST04845
OG0003632	SACKO_10570	YEAST02125
OG0003638	SACKO_04756	YEAST00956
OG0003641	SACKO_25568	YEAST04061, YEAST01158
OG0003643	SACKO_24533	YEAST03144
OG0003644	SACKO_09283	YEAST01545
OG0003645	SACKO_23291	YEAST05809, YEAST05493
OG0003646	SACKO_03457	YEAST02349
OG0003647	SACKO_09851	YEAST04352, YEAST04433
OG0003649	SACKO_04513	YEAST00203
OG0003650	SACKO_09653, SACKO_34048	YEAST00737, YEAST04997
OG0003659	SACKO_30164	YEAST00140
OG0003661	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621	YEAST02758
OG0003664	SACKO_00324	YEAST03791
OG0003668	SACKO_16542, SACKO_07937	YEAST06168
OG0003669	SACKO_29388, SACKO_29382	YEAST02813
OG0003672	SACKO_22038	YEAST03137
OG0003676	SACKO_32292	YEAST03110
OG0003678	SACKO_00514	YEAST02330
OG0003679	SACKO_05594	YEAST03223
OG0003682	SACKO_09145, SACKO_09118	YEAST00571
OG0003687	SACKO_02692	YEAST02527, YEAST04246
OG0003688	SACKO_15602	YEAST01333, YEAST05362, YEAST00376
OG0003689	SACKO_12938, SACKO_04151	YEAST04232
OG0003690	SACKO_17688	YEAST01162
OG0003692	SACKO_30272	YEAST00692
OG0003693	SACKO_30147, SACKO_30156	YEAST05304
OG0003694	SACKO_13899	YEAST01453
OG0003696	SACKO_23747, SACKO_23745	YEAST05704
OG0003697	SACKO_33327	YEAST04962
OG0003698	SACKO_23560	YEAST03764, YEAST03185
OG0003703	SACKO_22461	YEAST00683
OG0003710	SACKO_14655	YEAST02077
OG0003712	SACKO_24483	YEAST02114
OG0003713	SACKO_23814, SACKO_24761	YEAST01549, YEAST03807
OG0003716	SACKO_26660, SACKO_26655	YEAST02390
OG0003718	SACKO_13035	YEAST05772
OG0003719	SACKO_21324	YEAST06338
OG0003721	SACKO_27819	YEAST04960
OG0003724	SACKO_31074	YEAST02365, YEAST06120
OG0003729	SACKO_10462, SACKO_10479	YEAST01543
OG0003731	SACKO_09116	YEAST04486
OG0003733	SACKO_25639	YEAST03492
OG0003734	SACKO_10298	YEAST02809, YEAST03842
OG0003735	SACKO_27359	YEAST06115
OG0003738	SACKO_02219	YEAST05605
OG0003740	SACKO_08475	YEAST01029
OG0003741	SACKO_23163	YEAST01379
OG0003743	SACKO_20767	YEAST06008, YEAST05688
OG0003744	SACKO_15973	YEAST01207
OG0003745	SACKO_21997, SACKO_21973	YEAST02618
OG0003749	SACKO_08322	YEAST04441
OG0003750	SACKO_12535, SACKO_09051	YEAST00149
OG0003756	SACKO_18779	YEAST01878
OG0003758	SACKO_22893	YEAST06133
OG0003759	SACKO_28661, SACKO_18691	YEAST03315
OG0003766	SACKO_29018	YEAST03336
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	YEAST01933, YEAST01650
OG0003769	SACKO_26729	YEAST01999
OG0003770	SACKO_30113	YEAST01234, YEAST03860
OG0003778	SACKO_19167	YEAST05796
OG0003779	SACKO_17816	YEAST04431
OG0003806	SACKO_25022	YEAST02367
OG0003807	SACKO_28702	YEAST04265, YEAST03128
OG0003808	SACKO_11285	YEAST01201
OG0003811	SACKO_23286, SACKO_31701	YEAST00417
OG0003812	SACKO_20919, SACKO_19469	YEAST00287
OG0003813	SACKO_02012	YEAST00254
OG0003818	SACKO_15857	YEAST04318
OG0003824	SACKO_12746	YEAST01468
OG0003828	SACKO_16727	YEAST02448
OG0003829	SACKO_06553	YEAST02032, YEAST01031
OG0003834	SACKO_32127	YEAST06322
OG0003837	SACKO_26489, SACKO_21340	YEAST02586
OG0003838	SACKO_16736	YEAST03413
OG0003839	SACKO_12965, SACKO_03944	YEAST01736
OG0003844	SACKO_31459	YEAST06054
OG0003846	SACKO_25269	YEAST00356
OG0003848	SACKO_14467	YEAST01654
OG0003850	SACKO_27365	YEAST00228
OG0003852	SACKO_19687	YEAST03296
OG0003853	SACKO_33439, SACKO_06109	YEAST06251
OG0003855	SACKO_20717	YEAST04936
OG0003856	SACKO_00893	YEAST03934, YEAST02710
OG0003858	SACKO_32375	YEAST01401
OG0003860	SACKO_18729	YEAST01412
OG0003866	SACKO_20784	YEAST01895
OG0003867	SACKO_16952	YEAST03558
OG0003868	SACKO_03942	YEAST01448
OG0003869	SACKO_04979	YEAST02771
OG0003875	SACKO_23361	YEAST05070
OG0003876	SACKO_25638	YEAST02423
OG0003877	SACKO_03342	YEAST04860, YEAST05867, YEAST03825
OG0003879	SACKO_05101	YEAST00463
OG0003881	SACKO_26611, SACKO_26599	YEAST03851
OG0003882	SACKO_25551	YEAST03663
OG0003886	SACKO_05656	YEAST06023
OG0003887	SACKO_31240, SACKO_34171	YEAST00028
OG0003893	SACKO_09957, SACKO_09958	YEAST05028
OG0003897	SACKO_11326	YEAST01270
OG0003899	SACKO_14433	YEAST04954
OG0003904	SACKO_29661, SACKO_07963	YEAST01732
OG0003907	SACKO_16578, SACKO_29890	YEAST02999, YEAST02288
OG0003908	SACKO_23098	YEAST01362
OG0003908	SACKO_14104	YEAST06330
OG0003910	SACKO_25193	YEAST03780
OG0003911	SACKO_05574	YEAST00032
OG0003913	SACKO_21819	YEAST03258
OG0003918	SACKO_03476	YEAST00058
OG0003921	SACKO_23005	YEAST06181
OG0003926	SACKO_31099, SACKO_18838, SACKO_29131	YEAST04138
OG0003929	SACKO_13523	YEAST04489, YEAST01422
OG0003930	SACKO_32200	YEAST03969
OG0003931	SACKO_31562	YEAST01142
OG0003934	SACKO_18213	YEAST00084
OG0003938	SACKO_13881	YEAST01566, YEAST05133
OG0003939	SACKO_15117	YEAST03211
OG0003944	SACKO_16910, SACKO_18909	YEAST01186
OG0003946	SACKO_03399	YEAST03220
OG0003947	SACKO_25687	YEAST06266, YEAST05428
OG0003949	SACKO_15085, SACKO_24451	YEAST01888
OG0003950	SACKO_29340	YEAST01409
OG0003954	SACKO_02352	YEAST02764
OG0003955	SACKO_14555	YEAST03951
OG0003959	SACKO_27466	YEAST02778
OG0003961	SACKO_15157	YEAST01991
OG0003967	SACKO_05891, SACKO_19262	YEAST05935
OG0003969	SACKO_19412	YEAST02146
OG0003971	SACKO_11184	YEAST00520
OG0003972	SACKO_18971	YEAST06331
OG0003973	SACKO_17940, SACKO_17922	YEAST06329
OG0003999	SACKO_18525	YEAST05604
OG0004000	SACKO_20194	YEAST06060
OG0004005	SACKO_17133, SACKO_17154	YEAST06216
OG0004007	SACKO_27467	YEAST01456
OG0004012	SACKO_03401	YEAST00755
OG0004017	SACKO_31378	YEAST03019
OG0004023	SACKO_12120	YEAST04349
OG0004027	SACKO_27291	YEAST03587
OG0004032	SACKO_05148	YEAST02562
OG0004033	SACKO_32338	YEAST02572
OG0004035	SACKO_05264	YEAST02134
OG0004037	SACKO_11842	YEAST03371
OG0004042	SACKO_29359	YEAST05578
OG0004044	SACKO_31712	YEAST05367
OG0004047	SACKO_00930	YEAST02496
OG0004051	SACKO_17893	YEAST01772
OG0004052	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197	YEAST03705
OG0004054	SACKO_22145	YEAST05576
OG0004056	SACKO_02937, SACKO_02933	YEAST05698
OG0004057	SACKO_20234	YEAST05620
OG0004059	SACKO_04014	YEAST00030
OG0004065	SACKO_31120	YEAST00772
OG0004067	SACKO_06615	YEAST02665
OG0004068	SACKO_03077	YEAST03461
OG0004071	SACKO_17358	YEAST02893
OG0004072	SACKO_06639	YEAST02440
OG0004075	SACKO_16055, SACKO_16079	YEAST02332
OG0004076	SACKO_25245	YEAST05461
OG0004079	SACKO_14566	YEAST04385
OG0004080	SACKO_22943	YEAST00812
OG0004082	SACKO_02002	YEAST00063, YEAST05409
OG0004090	SACKO_02550	YEAST02301, YEAST02021
OG0004091	SACKO_07509	YEAST04715
OG0004092	SACKO_04140	YEAST03564, YEAST06307
OG0004096	SACKO_22778	YEAST00160
OG0004097	SACKO_13213	YEAST05039
OG0004101	SACKO_05006	YEAST03547, YEAST02901
OG0004102	SACKO_06536	YEAST05787
OG0004103	SACKO_11477, SACKO_25893	YEAST05061
OG0004105	SACKO_08461	YEAST01700, YEAST01565
OG0004110	SACKO_33407	YEAST02825
OG0004113	SACKO_07968	YEAST02059
OG0004115	SACKO_04614	YEAST00325
OG0004116	SACKO_12551	YEAST00481
OG0004118	SACKO_08745	YEAST01855
OG0004119	SACKO_16359	YEAST02170
OG0004120	SACKO_22425	YEAST01953
OG0004123	SACKO_05474	YEAST04761
OG0004124	SACKO_01623	YEAST01139
OG0004127	SACKO_30149	YEAST06097
OG0004130	SACKO_04539, SACKO_29058	YEAST03149
OG0004134	SACKO_21471	YEAST05611
OG0004136	SACKO_00526	YEAST01084
OG0004142	SACKO_15937	YEAST05774
OG0004148	SACKO_04179	YEAST00867
OG0004150	SACKO_06062	YEAST04690
OG0004151	SACKO_17397	YEAST04284
OG0004153	SACKO_17489	YEAST05958, YEAST04386, YEAST00290
OG0004154	SACKO_33248, SACKO_26314, SACKO_13527, SACKO_26315, SACKO_00413, SACKO_16309	YEAST05587
OG0004158	SACKO_18616	YEAST03379
OG0004161	SACKO_22482, SACKO_22491	YEAST04124
OG0004162	SACKO_22066	YEAST04517
OG0004164	SACKO_05848	YEAST05923
OG0004166	SACKO_12473	YEAST00189
OG0004168	SACKO_24506	YEAST03028
OG0004169	SACKO_10004	YEAST05813
OG0004170	SACKO_26580, SACKO_03612	YEAST05906
OG0004171	SACKO_29940	YEAST04501
OG0004179	SACKO_01013	YEAST01050
OG0004181	SACKO_24938	YEAST03406
OG0004182	SACKO_03645, SACKO_27354	YEAST03699
OG0004184	SACKO_11934	YEAST00127
OG0004186	SACKO_12502	YEAST04981
OG0004188	SACKO_12003	YEAST02761
OG0004198	SACKO_11238, SACKO_12328	YEAST02869, YEAST03548
OG0004215	SACKO_02214	YEAST04590
OG0004217	SACKO_09269	YEAST01257
OG0004219	SACKO_03103	YEAST00912
OG0004222	SACKO_12358	YEAST05826
OG0004230	SACKO_30089	YEAST02220
OG0004232	SACKO_13258	YEAST05931
OG0004236	SACKO_11379	YEAST05432
OG0004237	SACKO_33563	YEAST04445, YEAST04344
OG0004239	SACKO_08658	YEAST05144
OG0004243	SACKO_21841	YEAST00306
OG0004245	SACKO_12744	YEAST00859
OG0004248	SACKO_26657	YEAST03678
OG0004249	SACKO_09516	YEAST02740
OG0004250	SACKO_07268	YEAST05543
OG0004252	SACKO_16333	YEAST05178
OG0004254	SACKO_18552	YEAST03900
OG0004258	SACKO_16352, SACKO_16395	YEAST00665
OG0004259	SACKO_29831	YEAST03730
OG0004261	SACKO_29025	YEAST02564
OG0004262	SACKO_23794	YEAST02368
OG0004268	SACKO_32110	YEAST00496
OG0004269	SACKO_21474, SACKO_02690, SACKO_17980, SACKO_17981	YEAST04758
OG0004273	SACKO_09932	YEAST02547
OG0004278	SACKO_21185	YEAST00243
OG0004280	SACKO_28223	YEAST05895
OG0004282	SACKO_29038	YEAST02575, YEAST06242
OG0004283	SACKO_08259	YEAST04184
OG0004289	SACKO_32406	YEAST05719
OG0004291	SACKO_14905	YEAST00852
OG0004292	SACKO_03502	YEAST02537
OG0004295	SACKO_04249	YEAST05946
OG0004297	SACKO_28535	YEAST01463
OG0004300	SACKO_30810	YEAST05309
OG0004301	SACKO_20227	YEAST03850
OG0004302	SACKO_18458, SACKO_18457	YEAST05203
OG0004303	SACKO_26532	YEAST02492
OG0004304	SACKO_20533	YEAST02425, YEAST05929
OG0004305	SACKO_12408	YEAST02123
OG0004307	SACKO_33572	YEAST04592
OG0004308	SACKO_01785	YEAST04835
OG0004309	SACKO_30754	YEAST05924
OG0004310	SACKO_10532	YEAST05001
OG0004312	SACKO_10930	YEAST03330
OG0004314	SACKO_11572	YEAST00500
OG0004324	SACKO_12104, SACKO_08113	YEAST04322
OG0004330	SACKO_07866	YEAST06277
OG0004331	SACKO_06087	YEAST06230
OG0004333	SACKO_09526	YEAST01391
OG0004335	SACKO_30625, SACKO_16024, SACKO_30637	YEAST01057
OG0004337	SACKO_10301	YEAST05652
OG0004338	SACKO_24216	YEAST05023
OG0004344	SACKO_02938	YEAST02441
OG0004345	SACKO_24990	YEAST04894
OG0004347	SACKO_18290	YEAST04515
OG0004348	SACKO_00059	YEAST03956
OG0004350	SACKO_33866	YEAST04742
OG0004351	SACKO_14866	YEAST04167
OG0004353	SACKO_09595	YEAST05143
OG0004356	SACKO_08790	YEAST02877
OG0004357	SACKO_30143	YEAST02304
OG0004358	SACKO_23737	YEAST01304
OG0004359	SACKO_07960	YEAST01873
OG0004364	SACKO_23778	YEAST00647
OG0004366	SACKO_02101, SACKO_28270, SACKO_28259	YEAST01097
OG0004369	SACKO_34043, SACKO_22812, SACKO_34059	YEAST04013
OG0004370	SACKO_26120	YEAST02378
OG0004374	SACKO_27657, SACKO_05442	YEAST00556
OG0004377	SACKO_04189	YEAST05181
OG0004378	SACKO_21719	YEAST03291
OG0004379	SACKO_04588	YEAST02180, YEAST04152
OG0004380	SACKO_08279	YEAST04825
OG0004382	SACKO_16501	YEAST03218
OG0004394	SACKO_06802	YEAST00619
OG0004396	SACKO_09175	YEAST01668
OG0004400	SACKO_18353	YEAST03238, YEAST03731
OG0004401	SACKO_22723	YEAST04219
OG0004404	SACKO_09881	YEAST00833, YEAST00883
OG0004417	SACKO_27616	YEAST03358
OG0004425	SACKO_07906	YEAST04958
OG0004426	SACKO_09068	YEAST01028
OG0004460	SACKO_19002	YEAST06162
OG0004462	SACKO_05077	YEAST03397
OG0004468	SACKO_33156	YEAST04439
OG0004472	SACKO_27165	YEAST06199
OG0004479	SACKO_15668	YEAST00474
OG0004484	SACKO_24669, SACKO_24665	YEAST01989
OG0004486	SACKO_13395	YEAST00968
OG0004489	SACKO_11062	YEAST03700
OG0004490	SACKO_01568	YEAST02887
OG0004492	SACKO_04355	YEAST05415, YEAST01368
OG0004494	SACKO_24457	YEAST03738
OG0004495	SACKO_09341	YEAST00946
OG0004498	SACKO_29609	YEAST02716
OG0004500	SACKO_18016	YEAST04651
OG0004503	SACKO_30080, SACKO_30085	YEAST02385
OG0004505	SACKO_07933	YEAST01701
OG0004506	SACKO_22735	YEAST06061
OG0004507	SACKO_01169, SACKO_28863, SACKO_01183	YEAST04994
OG0004512	SACKO_32401	YEAST01510
OG0004513	SACKO_34197	YEAST04235
OG0004515	SACKO_10522	YEAST05737
OG0004519	SACKO_01174	YEAST01596
OG0004520	SACKO_26274	YEAST06001, YEAST05696
OG0004525	SACKO_19797	YEAST03937
OG0004526	SACKO_10282	YEAST02603
OG0004529	SACKO_19291	YEAST03981
OG0004535	SACKO_03150	YEAST02221
OG0004538	SACKO_09085	YEAST02750
OG0004541	SACKO_03899, SACKO_15485, SACKO_17639	YEAST02645, YEAST03788, YEAST04781
OG0004542	SACKO_06292	YEAST04816, YEAST04623
OG0004545	SACKO_15736	YEAST02071
OG0004546	SACKO_28524	YEAST04485
OG0004551	SACKO_04145	YEAST00426
OG0004554	SACKO_00814	YEAST05640, YEAST04172
OG0004559	SACKO_28715	YEAST04428
OG0004563	SACKO_33905	YEAST04325
OG0004566	SACKO_17991	YEAST02192
OG0004567	SACKO_07155, SACKO_28403	YEAST05747
OG0004571	SACKO_31573	YEAST02127
OG0004573	SACKO_18454	YEAST00677
OG0004577	SACKO_15685	YEAST02283
OG0004579	SACKO_17206	YEAST00134
OG0004581	SACKO_30000	YEAST03583, YEAST04618
OG0004582	SACKO_20979, SACKO_20988	YEAST04377
OG0004583	SACKO_05163	YEAST05833
OG0004584	SACKO_03076	YEAST03457
OG0004585	SACKO_13522	YEAST01153
OG0004590	SACKO_24523	YEAST03622, YEAST00886
OG0004593	SACKO_12736	YEAST01231
OG0004606	SACKO_29308	YEAST05926
OG0004609	SACKO_02975	YEAST05326
OG0004610	SACKO_21418	YEAST04487, YEAST01427
OG0004611	SACKO_19720	YEAST04613
OG0004612	SACKO_29135	YEAST02359
OG0004616	SACKO_18631	YEAST00250, YEAST02830
OG0004619	SACKO_13215	YEAST03531
OG0004621	SACKO_14185	YEAST00178
OG0004623	SACKO_12927, SACKO_20389	YEAST04421
OG0004626	SACKO_32091	YEAST00427
OG0004630	SACKO_24304, SACKO_18921	YEAST01322, YEAST02951
OG0004633	SACKO_12575	YEAST03510
OG0004634	SACKO_31100	YEAST00262, YEAST00249
OG0004635	SACKO_11047	YEAST02703
OG0004639	SACKO_03968	YEAST02924
OG0004648	SACKO_17990	YEAST04721, YEAST05892
OG0004649	SACKO_18305	YEAST02284
OG0004651	SACKO_04435	YEAST01146
OG0004654	SACKO_14273	YEAST00988
OG0004655	SACKO_08288	YEAST01640
OG0004656	SACKO_08515, SACKO_08512	YEAST04281
OG0004657	SACKO_26287, SACKO_21555	YEAST00473
OG0004658	SACKO_03635	YEAST04140
OG0004659	SACKO_29850	YEAST02251
OG0004660	SACKO_08980	YEAST06221, YEAST00721
OG0004663	SACKO_18226	YEAST01161
OG0004664	SACKO_08400	YEAST05162
OG0004668	SACKO_01265	YEAST01610
