Orthogroup	SACKO_ok	SCHMD
OG0002978	SACKO_17957	SCHMD21481, SCHMD17387
OG0002979	SACKO_20128	SCHMD00263
OG0002982	SACKO_13358	SCHMD01104
OG0002983	SACKO_27335	SCHMD13929, SCHMD10593, SCHMD18805
OG0002985	SACKO_30570	SCHMD03398, SCHMD14369
OG0002987	SACKO_24109	SCHMD01543
OG0002989	SACKO_23453	SCHMD09813, SCHMD01483
OG0002990	SACKO_28950	SCHMD10989, SCHMD24688, SCHMD10990
OG0002991	SACKO_16196	SCHMD22608, SCHMD20729
OG0002992	SACKO_30998	SCHMD05236
OG0002994	SACKO_19056, SACKO_25065, SACKO_15129	SCHMD00361
OG0002996	SACKO_16051	SCHMD04918
OG0002997	SACKO_17459	SCHMD16711
OG0002998	SACKO_08408	SCHMD04878
OG0003000	SACKO_26255, SACKO_26250, SACKO_21144, SACKO_23866	SCHMD15140, SCHMD26659, SCHMD20533, SCHMD07446
OG0003004	SACKO_15243, SACKO_08904, SACKO_15252	SCHMD18300, SCHMD21092
OG0003005	SACKO_09366	SCHMD05203
OG0003006	SACKO_09983	SCHMD08276, SCHMD27162
OG0003007	SACKO_23209	SCHMD03434
OG0003008	SACKO_14283	SCHMD18648, SCHMD23992
OG0003010	SACKO_04866, SACKO_33454	SCHMD10225
OG0003011	SACKO_09511	SCHMD06741
OG0003012	SACKO_26048	SCHMD08169, SCHMD01210
OG0003013	SACKO_22831	SCHMD06285, SCHMD12483, SCHMD06284
OG0003014	SACKO_30554	SCHMD10015, SCHMD02414
OG0003016	SACKO_10325	SCHMD10023
OG0003017	SACKO_30528	SCHMD19256
OG0003017	SACKO_28070	SCHMD28116, SCHMD11213
OG0003019	SACKO_29411, SACKO_22182	SCHMD22688
OG0003020	SACKO_29408, SACKO_10424, SACKO_10423	SCHMD01885, SCHMD16858
OG0003022	SACKO_00432	SCHMD11673
OG0003023	SACKO_15718, SACKO_24498	SCHMD00132
OG0003024	SACKO_04764	SCHMD16962, SCHMD09220
OG0003025	SACKO_25265	SCHMD12824
OG0003026	SACKO_02570	SCHMD02853, SCHMD01047
OG0003027	SACKO_17441, SACKO_20718	SCHMD26555, SCHMD23346
OG0003028	SACKO_26969	SCHMD00803
OG0003029	SACKO_23336	SCHMD17380
OG0003030	SACKO_20385	SCHMD14026, SCHMD14334
OG0003031	SACKO_31229, SACKO_13025	SCHMD01560
OG0003033	SACKO_21096	SCHMD17975
OG0003034	SACKO_10723	SCHMD06420
OG0003036	SACKO_03961	SCHMD00743, SCHMD00746, SCHMD00745
OG0003038	SACKO_26887	SCHMD04323, SCHMD17801, SCHMD23638
OG0003039	SACKO_17992	SCHMD14763
OG0003041	SACKO_15164	SCHMD13550, SCHMD13552, SCHMD05248
OG0003043	SACKO_04083	SCHMD01920
OG0003043	SACKO_02021	SCHMD01921
OG0003044	SACKO_29708	SCHMD18036
OG0003046	SACKO_19289	SCHMD02192
OG0003048	SACKO_30401	SCHMD04259
OG0003049	SACKO_27605	SCHMD02944
OG0003050	SACKO_15528	SCHMD05940
OG0003052	SACKO_31888	SCHMD10563
OG0003054	SACKO_23775	SCHMD07639
OG0003055	SACKO_14713	SCHMD02492, SCHMD02453
OG0003056	SACKO_30441	SCHMD23427, SCHMD16470
OG0003060	SACKO_07187	SCHMD03911
OG0003061	SACKO_01288	SCHMD13185, SCHMD19875
OG0003063	SACKO_07757	SCHMD09452
OG0003065	SACKO_12532	SCHMD16054, SCHMD23447, SCHMD19297
OG0003066	SACKO_05874	SCHMD16401
OG0003067	SACKO_24076	SCHMD13476
OG0003072	SACKO_22003	SCHMD06901
OG0003073	SACKO_19888, SACKO_03463	SCHMD17057, SCHMD08456, SCHMD10911
OG0003074	SACKO_00277	SCHMD05044
OG0003077	SACKO_28671	SCHMD16605, SCHMD02690
OG0003078	SACKO_33444	SCHMD23203
OG0003079	SACKO_01137	SCHMD21039, SCHMD16217
OG0003085	SACKO_10244	SCHMD12956
OG0003085	SACKO_07202, SACKO_30684	SCHMD16331, SCHMD28163, SCHMD28179
OG0003086	SACKO_22457, SACKO_23788	SCHMD08828
OG0003101	SACKO_20862	SCHMD08248
OG0003106	SACKO_29288	SCHMD02719, SCHMD29463
OG0003107	SACKO_16349	SCHMD24066, SCHMD27003
OG0003109	SACKO_13832	SCHMD11746
OG0003110	SACKO_26390	SCHMD04241
OG0003111	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371	SCHMD13595
OG0003112	SACKO_27668	SCHMD21475, SCHMD20475, SCHMD20838
OG0003113	SACKO_19759	SCHMD02832, SCHMD29275
OG0003114	SACKO_15238	SCHMD14023, SCHMD11723, SCHMD15288
OG0003116	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030	SCHMD08507
OG0003119	SACKO_13546	SCHMD29008, SCHMD21161
OG0003121	SACKO_16521	SCHMD12838, SCHMD29810, SCHMD26257
OG0003122	SACKO_03121	SCHMD20810, SCHMD20273
OG0003124	SACKO_04410	SCHMD00285, SCHMD25581
OG0003125	SACKO_29448	SCHMD07267
OG0003126	SACKO_18141	SCHMD01239
OG0003127	SACKO_04031	SCHMD11421
OG0003128	SACKO_04405	SCHMD19584
OG0003130	SACKO_29703	SCHMD04681
OG0003133	SACKO_25555	SCHMD01412
OG0003135	SACKO_03116	SCHMD19428, SCHMD16137
OG0003136	SACKO_03114	SCHMD12621, SCHMD24106, SCHMD11040
OG0003137	SACKO_15912	SCHMD07874
OG0003141	SACKO_03614	SCHMD00202
OG0003144	SACKO_03680	SCHMD02154
OG0003147	SACKO_09203, SACKO_13733	SCHMD17526
OG0003148	SACKO_01512, SACKO_01504	SCHMD04778
OG0003150	SACKO_33473	SCHMD20966
OG0003151	SACKO_18699, SACKO_01605	SCHMD12480, SCHMD14456
OG0003152	SACKO_11895	SCHMD15231, SCHMD19429
OG0003153	SACKO_16378	SCHMD06720, SCHMD06721
OG0003155	SACKO_10655, SACKO_09935	SCHMD26491
OG0003157	SACKO_30627	SCHMD06691
OG0003160	SACKO_12466	SCHMD15101, SCHMD28838
OG0003161	SACKO_09109	SCHMD03472
OG0003162	SACKO_09082, SACKO_09115, SACKO_09128	SCHMD16228, SCHMD15451
OG0003164	SACKO_24629	SCHMD01405
OG0003165	SACKO_09454	SCHMD04066
OG0003167	SACKO_21224	SCHMD26384, SCHMD25102, SCHMD24478
OG0003169	SACKO_19322, SACKO_19319	SCHMD10405
OG0003171	SACKO_13185	SCHMD06380
OG0003171	SACKO_11574	SCHMD06378
OG0003172	SACKO_02203, SACKO_02691	SCHMD01375
OG0003173	SACKO_18203, SACKO_00536	SCHMD04311
OG0003178	SACKO_18493, SACKO_11994	SCHMD14461
OG0003180	SACKO_20193	SCHMD22560
OG0003181	SACKO_00391	SCHMD00970
OG0003182	SACKO_16383	SCHMD08602, SCHMD03772, SCHMD22999, SCHMD23416, SCHMD11264, SCHMD11750, SCHMD08125, SCHMD08630, SCHMD06958, SCHMD25088, SCHMD11667, SCHMD22398, SCHMD13744, SCHMD17184, SCHMD20907, SCHMD09229, SCHMD05148, SCHMD08328
OG0003184	SACKO_29685	SCHMD28841, SCHMD26100
OG0003188	SACKO_32262	SCHMD17519, SCHMD17520
OG0003189	SACKO_10353	SCHMD02678
OG0003191	SACKO_03093	SCHMD03926
OG0003193	SACKO_21175	SCHMD27367, SCHMD15523, SCHMD13194, SCHMD25201, SCHMD19211, SCHMD18809, SCHMD20319, SCHMD24668, SCHMD22371, SCHMD15525, SCHMD19212, SCHMD10560, SCHMD05391
OG0003195	SACKO_28742	SCHMD01797
OG0003196	SACKO_13980, SACKO_08178	SCHMD11447
OG0003197	SACKO_29949	SCHMD13909, SCHMD13772, SCHMD06455, SCHMD07273, SCHMD01656
OG0003198	SACKO_09167	SCHMD14276
OG0003199	SACKO_33150	SCHMD20498, SCHMD26450
OG0003202	SACKO_17487	SCHMD03218, SCHMD21658
OG0003203	SACKO_00607, SACKO_00828	SCHMD02943, SCHMD25430
OG0003206	SACKO_17979, SACKO_17971, SACKO_19787	SCHMD29612
OG0003207	SACKO_07582	SCHMD06863, SCHMD04604
OG0003210	SACKO_27430	SCHMD23858, SCHMD23874
OG0003212	SACKO_00699	SCHMD20324, SCHMD18634
OG0003214	SACKO_02358	SCHMD18471
OG0003215	SACKO_14011	SCHMD06939
OG0003217	SACKO_20635	SCHMD03371, SCHMD00338
OG0003218	SACKO_33469	SCHMD20285
OG0003220	SACKO_26339, SACKO_03695	SCHMD14282
OG0003222	SACKO_26715	SCHMD08631
OG0003223	SACKO_26827	SCHMD08068
OG0003226	SACKO_15104	SCHMD02518, SCHMD13794
OG0003228	SACKO_07288	SCHMD02531, SCHMD23750, SCHMD23575, SCHMD22217, SCHMD16739, SCHMD23751, SCHMD14425, SCHMD12877
OG0003229	SACKO_02081	SCHMD00545
OG0003230	SACKO_19470	SCHMD09623
OG0003231	SACKO_17265	SCHMD04327, SCHMD04326
OG0003231	SACKO_07487	SCHMD04328
OG0003235	SACKO_26089	SCHMD15802
OG0003238	SACKO_17755	SCHMD09383
OG0003250	SACKO_00843	SCHMD02359
OG0003251	SACKO_32082	SCHMD14392
OG0003252	SACKO_18053	SCHMD29319
OG0003253	SACKO_23089	SCHMD08495
OG0003254	SACKO_11378	SCHMD01611
OG0003255	SACKO_02946	SCHMD16797
OG0003257	SACKO_04676	SCHMD14887, SCHMD01601
OG0003258	SACKO_14130	SCHMD22229, SCHMD24400
OG0003262	SACKO_00711	SCHMD19208
OG0003265	SACKO_09798	SCHMD14800
OG0003267	SACKO_32336	SCHMD03991
OG0003268	SACKO_05287	SCHMD03636
OG0003269	SACKO_28019	SCHMD04531
OG0003273	SACKO_11959	SCHMD06523
OG0003275	SACKO_30780, SACKO_30771	SCHMD22480, SCHMD22407, SCHMD17500, SCHMD22272, SCHMD10645
OG0003277	SACKO_01244	SCHMD27731, SCHMD11904
OG0003279	SACKO_30116	SCHMD08045
OG0003281	SACKO_26387	SCHMD10092
OG0003283	SACKO_28354, SACKO_30822	SCHMD08679, SCHMD01964, SCHMD10638, SCHMD08201, SCHMD13879, SCHMD28434, SCHMD07678
OG0003284	SACKO_30896	SCHMD07514, SCHMD15662
OG0003286	SACKO_17313	SCHMD09721
OG0003287	SACKO_28184	SCHMD14605
OG0003288	SACKO_10698	SCHMD09311, SCHMD11762
OG0003289	SACKO_01897	SCHMD16616
OG0003290	SACKO_27393	SCHMD28476, SCHMD05994
OG0003293	SACKO_06484, SACKO_23226	SCHMD24435, SCHMD24434, SCHMD22648, SCHMD26440, SCHMD13109
OG0003296	SACKO_04472	SCHMD02838
OG0003301	SACKO_27778	SCHMD13976, SCHMD15564
OG0003302	SACKO_17873	SCHMD01831
OG0003303	SACKO_11752	SCHMD01441
OG0003305	SACKO_20237	SCHMD12414
OG0003306	SACKO_02846	SCHMD03757
OG0003307	SACKO_00155	SCHMD16433
OG0003308	SACKO_03501	SCHMD10946, SCHMD27654, SCHMD18850, SCHMD28701, SCHMD24950
OG0003308	SACKO_03500	SCHMD26026, SCHMD27829, SCHMD25541
OG0003309	SACKO_25385	SCHMD01407
OG0003311	SACKO_05588	SCHMD10347
OG0003316	SACKO_02137	SCHMD17600, SCHMD20161, SCHMD00524, SCHMD00522
OG0003318	SACKO_23709	SCHMD12981, SCHMD18691
OG0003324	SACKO_13710	SCHMD28530, SCHMD21013, SCHMD21632
OG0003325	SACKO_05232	SCHMD09735
OG0003327	SACKO_29807, SACKO_16114	SCHMD05859
OG0003329	SACKO_09850	SCHMD18095
OG0003329	SACKO_03764	SCHMD22699
OG0003330	SACKO_32249	SCHMD28890, SCHMD16002, SCHMD16001, SCHMD27183
OG0003333	SACKO_30489	SCHMD20159, SCHMD28070
OG0003335	SACKO_15302	SCHMD19779
OG0003337	SACKO_14865	SCHMD01221, SCHMD01222
OG0003338	SACKO_27567	SCHMD07031
OG0003340	SACKO_04037	SCHMD08266
OG0003341	SACKO_02780	SCHMD00617
OG0003343	SACKO_29714	SCHMD22696
OG0003344	SACKO_26970	SCHMD12946, SCHMD01887
OG0003345	SACKO_06543, SACKO_11884	SCHMD29662
OG0003347	SACKO_04192	SCHMD05564, SCHMD05565, SCHMD05566
OG0003348	SACKO_18275	SCHMD11779
OG0003349	SACKO_20573	SCHMD04642, SCHMD00847
OG0003354	SACKO_00210	SCHMD00933
OG0003356	SACKO_19552, SACKO_19562	SCHMD07762
OG0003357	SACKO_12468	SCHMD05234
OG0003358	SACKO_23618	SCHMD00069
OG0003359	SACKO_15399, SACKO_15411	SCHMD28721, SCHMD10516, SCHMD28861
OG0003360	SACKO_11966	SCHMD04932
OG0003361	SACKO_19401	SCHMD21246, SCHMD23595, SCHMD19820
OG0003362	SACKO_14757	SCHMD06272
OG0003363	SACKO_02038	SCHMD14405, SCHMD03321
OG0003366	SACKO_31581	SCHMD14890
OG0003369	SACKO_17735	SCHMD01240
OG0003370	SACKO_33714	SCHMD17768, SCHMD19553, SCHMD19950, SCHMD26676
OG0003370	SACKO_19353	SCHMD18452, SCHMD02876
OG0003372	SACKO_30945	SCHMD20234
OG0003373	SACKO_09624	SCHMD21509, SCHMD21699
OG0003374	SACKO_32930	SCHMD04840
OG0003375	SACKO_08748	SCHMD08102
OG0003380	SACKO_05451	SCHMD05800
OG0003381	SACKO_04584	SCHMD19752
OG0003382	SACKO_12662	SCHMD05894
OG0003384	SACKO_24086	SCHMD08925
OG0003385	SACKO_11016	SCHMD09120
OG0003386	SACKO_01067	SCHMD08232
OG0003388	SACKO_17919, SACKO_17906	SCHMD09453, SCHMD01066, SCHMD01067
OG0003389	SACKO_23486, SACKO_14582	SCHMD17530, SCHMD18180, SCHMD23555, SCHMD24378
OG0003392	SACKO_10639, SACKO_10646	SCHMD20046
OG0003419	SACKO_07603	SCHMD02792
OG0003421	SACKO_01930, SACKO_01928, SACKO_01939	SCHMD25644, SCHMD14414
OG0003422	SACKO_04586	SCHMD12042, SCHMD24053, SCHMD12041, SCHMD24054
OG0003425	SACKO_21290	SCHMD01460, SCHMD01462, SCHMD23127, SCHMD15363, SCHMD21761, SCHMD19976
OG0003426	SACKO_29295	SCHMD11714
OG0003431	SACKO_02696	SCHMD16123, SCHMD22497, SCHMD25670, SCHMD27682, SCHMD20542, SCHMD20522
OG0003434	SACKO_27927	SCHMD05639, SCHMD06055
OG0003435	SACKO_25724	SCHMD22101, SCHMD18693
OG0003439	SACKO_33811	SCHMD00949
OG0003443	SACKO_22199	SCHMD25759, SCHMD22118, SCHMD05361
OG0003444	SACKO_29328	SCHMD23653, SCHMD04739, SCHMD04740, SCHMD08337
OG0003445	SACKO_06557, SACKO_06554	SCHMD02071
OG0003449	SACKO_09979	SCHMD06404
OG0003450	SACKO_15572	SCHMD01589
OG0003451	SACKO_04785	SCHMD08838
OG0003453	SACKO_10209	SCHMD09929
OG0003454	SACKO_30324	SCHMD10872, SCHMD17895
OG0003455	SACKO_22919	SCHMD27744, SCHMD09301
OG0003456	SACKO_28683	SCHMD08769
OG0003458	SACKO_24689, SACKO_13988, SACKO_07225	SCHMD20564
OG0003460	SACKO_05169	SCHMD01967, SCHMD01966
OG0003462	SACKO_00776	SCHMD28411
OG0003463	SACKO_31602	SCHMD00720, SCHMD00721
OG0003464	SACKO_26254	SCHMD21846, SCHMD18745, SCHMD08998, SCHMD14634, SCHMD21847, SCHMD18746
OG0003465	SACKO_23058	SCHMD04832
OG0003466	SACKO_02294	SCHMD14345
OG0003467	SACKO_32119	SCHMD08398
OG0003468	SACKO_00890	SCHMD23347, SCHMD26554, SCHMD18382
OG0003471	SACKO_27818	SCHMD02073
OG0003473	SACKO_33089	SCHMD13654, SCHMD07069, SCHMD25445, SCHMD24137
OG0003475	SACKO_31281	SCHMD11005
OG0003476	SACKO_26059	SCHMD14696
OG0003477	SACKO_20610	SCHMD20764, SCHMD20047, SCHMD28229, SCHMD20765, SCHMD24168, SCHMD15937, SCHMD13450, SCHMD20767, SCHMD29137
OG0003478	SACKO_00688	SCHMD17425, SCHMD11374, SCHMD11373
OG0003479	SACKO_01184	SCHMD07504, SCHMD03144
OG0003480	SACKO_11010	SCHMD01806
OG0003483	SACKO_18557	SCHMD18763, SCHMD14083, SCHMD14081, SCHMD18764
OG0003484	SACKO_24322	SCHMD12754
OG0003487	SACKO_25911, SACKO_25905	SCHMD10760, SCHMD18700, SCHMD13957, SCHMD27961, SCHMD21467, SCHMD18295, SCHMD14671, SCHMD19024, SCHMD17643, SCHMD25021
OG0003488	SACKO_21273	SCHMD09112, SCHMD22268
OG0003489	SACKO_12828	SCHMD16345, SCHMD15586
OG0003489	SACKO_29393	SCHMD27620
OG0003490	SACKO_04384	SCHMD10202
OG0003491	SACKO_26412	SCHMD07566
OG0003492	SACKO_31827	SCHMD17580
OG0003496	SACKO_06794	SCHMD27149, SCHMD21580, SCHMD24551, SCHMD21889, SCHMD26712, SCHMD21890
OG0003497	SACKO_02621	SCHMD15701, SCHMD24946, SCHMD25015, SCHMD08702
OG0003498	SACKO_01996, SACKO_01988	SCHMD19260
OG0003498	SACKO_01980	SCHMD19261, SCHMD16893
OG0003501	SACKO_30952	SCHMD02846
OG0003502	SACKO_20189	SCHMD05683
OG0003503	SACKO_09739	SCHMD28125, SCHMD12916, SCHMD24525, SCHMD15842, SCHMD08484, SCHMD02285
OG0003504	SACKO_16259	SCHMD16696, SCHMD18314
OG0003505	SACKO_26757	SCHMD08229, SCHMD08228
OG0003508	SACKO_06902	SCHMD00810
OG0003509	SACKO_34164	SCHMD12054
OG0003511	SACKO_09852	SCHMD10744
OG0003513	SACKO_30320	SCHMD25986, SCHMD27084
OG0003515	SACKO_30659	SCHMD16232, SCHMD28533
OG0003516	SACKO_24084	SCHMD28216
OG0003518	SACKO_26760	SCHMD11707, SCHMD22751, SCHMD09463, SCHMD00610, SCHMD20881, SCHMD13352, SCHMD02761, SCHMD12562, SCHMD25411, SCHMD24856
OG0003518	SACKO_26732	SCHMD05084
OG0003519	SACKO_12908	SCHMD04577
OG0003520	SACKO_18568, SACKO_23243	SCHMD04339
OG0003522	SACKO_24463	SCHMD02972
OG0003523	SACKO_34177, SACKO_33207	SCHMD11220, SCHMD11219
OG0003524	SACKO_28813	SCHMD06675
OG0003525	SACKO_24043, SACKO_19674, SACKO_18095, SACKO_24008	SCHMD26818, SCHMD25303, SCHMD26816
OG0003527	SACKO_00456	SCHMD19091, SCHMD14510
OG0003527	SACKO_00460	SCHMD28971
OG0003528	SACKO_21089	SCHMD21896, SCHMD26214
OG0003530	SACKO_12596	SCHMD08166
OG0003531	SACKO_00165	SCHMD02486
OG0003532	SACKO_31069	SCHMD04373
OG0003533	SACKO_23729	SCHMD29432, SCHMD23787
OG0003534	SACKO_07848	SCHMD19910
OG0003539	SACKO_02852	SCHMD18718, SCHMD20290
OG0003543	SACKO_32884	SCHMD01295, SCHMD04172
OG0003544	SACKO_26949, SACKO_12520, SACKO_09816	SCHMD22197, SCHMD21841
OG0003545	SACKO_28684, SACKO_03798	SCHMD18885, SCHMD15544
OG0003548	SACKO_18715	SCHMD25865, SCHMD23815
OG0003550	SACKO_21635	SCHMD01327
OG0003551	SACKO_25700	SCHMD07949
OG0003552	SACKO_04703	SCHMD10623, SCHMD08451
OG0003554	SACKO_27750	SCHMD11710, SCHMD08877
OG0003555	SACKO_27229	SCHMD03932
OG0003556	SACKO_20857	SCHMD03452
OG0003557	SACKO_27387	SCHMD08732
OG0003558	SACKO_16535	SCHMD04257
OG0003561	SACKO_31413	SCHMD07358
OG0003562	SACKO_19186	SCHMD00923
OG0003563	SACKO_24469	SCHMD07861, SCHMD20547, SCHMD16556, SCHMD03126
OG0003564	SACKO_17080	SCHMD19445, SCHMD14913
OG0003566	SACKO_03424	SCHMD26756, SCHMD15301
OG0003567	SACKO_04644, SACKO_17659	SCHMD15008, SCHMD04442
OG0003568	SACKO_29348	SCHMD15819
OG0003570	SACKO_10065	SCHMD08962
OG0003571	SACKO_20473	SCHMD27605, SCHMD01118, SCHMD28102
OG0003573	SACKO_03300	SCHMD03521
OG0003577	SACKO_06470	SCHMD10649
OG0003578	SACKO_25432	SCHMD18628, SCHMD18111, SCHMD04183, SCHMD29593
OG0003579	SACKO_31496	SCHMD23104, SCHMD29386, SCHMD14562, SCHMD15244
OG0003582	SACKO_20514, SACKO_20506	SCHMD12451, SCHMD16671
OG0003597	SACKO_27649	SCHMD07116
OG0003598	SACKO_18642	SCHMD21244
OG0003599	SACKO_29256	SCHMD21154
OG0003600	SACKO_26845	SCHMD02224
OG0003603	SACKO_20353	SCHMD02011
OG0003604	SACKO_02211	SCHMD03287
OG0003606	SACKO_14800	SCHMD17964, SCHMD15106
OG0003607	SACKO_11384	SCHMD18996, SCHMD19067, SCHMD28540, SCHMD28541
OG0003610	SACKO_11265	SCHMD10025, SCHMD05007
OG0003611	SACKO_17082	SCHMD06945, SCHMD08561, SCHMD08562, SCHMD06942, SCHMD06944, SCHMD12203, SCHMD25153
OG0003612	SACKO_07192	SCHMD05840
OG0003613	SACKO_09649	SCHMD04176
OG0003615	SACKO_03496	SCHMD13214
OG0003617	SACKO_22185	SCHMD19266, SCHMD24604
OG0003618	SACKO_02416	SCHMD03820
OG0003619	SACKO_04087	SCHMD13518, SCHMD08597
OG0003620	SACKO_04500	SCHMD10079, SCHMD29362
OG0003621	SACKO_01831	SCHMD12479
OG0003622	SACKO_28093	SCHMD23632
OG0003624	SACKO_32508, SACKO_30807	SCHMD09570
OG0003625	SACKO_04426, SACKO_08104, SACKO_04454, SACKO_08112	SCHMD19163, SCHMD19678, SCHMD22465
OG0003626	SACKO_07911	SCHMD06623
OG0003627	SACKO_03623	SCHMD19934, SCHMD24898
OG0003630	SACKO_05455	SCHMD00976, SCHMD01074, SCHMD00979
OG0003631	SACKO_08255	SCHMD10913
OG0003632	SACKO_10570	SCHMD28869
OG0003635	SACKO_20382	SCHMD09927
OG0003636	SACKO_32398	SCHMD16813
OG0003638	SACKO_04756	SCHMD08904, SCHMD12994
OG0003639	SACKO_08531	SCHMD20934
OG0003639	SACKO_07106	SCHMD16338
OG0003640	SACKO_16698	SCHMD17587, SCHMD23254, SCHMD22170
OG0003644	SACKO_09283	SCHMD03638
OG0003646	SACKO_03457	SCHMD07544, SCHMD07543, SCHMD06515
OG0003647	SACKO_09851	SCHMD03661, SCHMD03659
OG0003649	SACKO_04513	SCHMD11461
OG0003651	SACKO_13985	SCHMD19273, SCHMD24605
OG0003652	SACKO_24298	SCHMD11274
OG0003653	SACKO_18995	SCHMD17511, SCHMD11246
OG0003654	SACKO_34038	SCHMD08972, SCHMD20129, SCHMD08971, SCHMD21219
OG0003655	SACKO_24287	SCHMD09541
OG0003657	SACKO_16386	SCHMD25752, SCHMD28011
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605	SCHMD29667
OG0003659	SACKO_30164	SCHMD17601, SCHMD11910, SCHMD20716, SCHMD20715
OG0003661	SACKO_30405	SCHMD05074, SCHMD11069
OG0003661	SACKO_00300, SACKO_17621	SCHMD11070
OG0003666	SACKO_16204	SCHMD02137
OG0003668	SACKO_16542, SACKO_07937	SCHMD16966
OG0003669	SACKO_29382	SCHMD19438
OG0003671	SACKO_06102	SCHMD11729, SCHMD10695, SCHMD13674
OG0003672	SACKO_22038	SCHMD06465, SCHMD13496
OG0003673	SACKO_20751	SCHMD04574
OG0003674	SACKO_16258	SCHMD19493, SCHMD21241, SCHMD21242
OG0003675	SACKO_02504	SCHMD10343
OG0003676	SACKO_32292	SCHMD09933
OG0003678	SACKO_00514	SCHMD18909
OG0003679	SACKO_05594	SCHMD14973
OG0003682	SACKO_09118	SCHMD00097
OG0003683	SACKO_19239	SCHMD16793, SCHMD26976, SCHMD08792, SCHMD08791
OG0003685	SACKO_17420	SCHMD02813
OG0003686	SACKO_18996	SCHMD15901
OG0003687	SACKO_02692	SCHMD06543
OG0003688	SACKO_15602	SCHMD02218
OG0003690	SACKO_17688	SCHMD14187, SCHMD29632, SCHMD22946, SCHMD10100, SCHMD01511, SCHMD28775, SCHMD27197
OG0003692	SACKO_30272	SCHMD07452
OG0003694	SACKO_13899	SCHMD01774
OG0003695	SACKO_15073	SCHMD02002
OG0003696	SACKO_23747	SCHMD10456, SCHMD19979
OG0003698	SACKO_23560	SCHMD04070
OG0003699	SACKO_22459	SCHMD25089, SCHMD23737
OG0003701	SACKO_29992	SCHMD15850
OG0003703	SACKO_22461	SCHMD03850
OG0003705	SACKO_07440	SCHMD16984
OG0003706	SACKO_21403	SCHMD03464, SCHMD03465
OG0003708	SACKO_10347	SCHMD13127
OG0003710	SACKO_14655	SCHMD01072
OG0003712	SACKO_24483	SCHMD01556
OG0003713	SACKO_23814	SCHMD09387
OG0003713	SACKO_24761	SCHMD09388
OG0003716	SACKO_26660	SCHMD17891, SCHMD16361
OG0003716	SACKO_26655	SCHMD16362
OG0003717	SACKO_18355	SCHMD02266
OG0003718	SACKO_13035	SCHMD19427, SCHMD27978
OG0003720	SACKO_27787	SCHMD23149, SCHMD11812
OG0003721	SACKO_27819	SCHMD06738
OG0003722	SACKO_09342	SCHMD13809
OG0003725	SACKO_29232	SCHMD27474, SCHMD20596
OG0003726	SACKO_21238, SACKO_21229, SACKO_21266, SACKO_21234	SCHMD25016
OG0003728	SACKO_28519	SCHMD02160
OG0003729	SACKO_10462, SACKO_10479	SCHMD20219, SCHMD24815, SCHMD20218, SCHMD23937
OG0003730	SACKO_07057	SCHMD22255, SCHMD22853, SCHMD11210, SCHMD01639
OG0003731	SACKO_09116	SCHMD22514
OG0003732	SACKO_33518	SCHMD03758
OG0003734	SACKO_10298	SCHMD00609
OG0003736	SACKO_08001	SCHMD07290, SCHMD09291, SCHMD23683, SCHMD09290
OG0003737	SACKO_21407	SCHMD26875, SCHMD23789
OG0003739	SACKO_32965	SCHMD03999
OG0003740	SACKO_08475	SCHMD13948, SCHMD17686
OG0003741	SACKO_23163	SCHMD28597, SCHMD28496
OG0003742	SACKO_16317	SCHMD03803
OG0003743	SACKO_20767	SCHMD05330, SCHMD03268
OG0003744	SACKO_15973	SCHMD04258
OG0003746	SACKO_04162	SCHMD20571
OG0003747	SACKO_02548	SCHMD25018, SCHMD26084, SCHMD17880
OG0003749	SACKO_08322	SCHMD12963
OG0003750	SACKO_12535, SACKO_09051	SCHMD10740, SCHMD21692
OG0003751	SACKO_27798	SCHMD29178, SCHMD29232
OG0003753	SACKO_28676	SCHMD05736
OG0003755	SACKO_29745	SCHMD24630
OG0003756	SACKO_18779	SCHMD16272, SCHMD09193, SCHMD09560
OG0003757	SACKO_06078	SCHMD25168, SCHMD24254, SCHMD29239
OG0003758	SACKO_22893	SCHMD10568
OG0003759	SACKO_28661, SACKO_18691	SCHMD02168
OG0003763	SACKO_16479	SCHMD15410
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	SCHMD03437
OG0003766	SACKO_29018	SCHMD22112, SCHMD16522
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	SCHMD06286
OG0003771	SACKO_24472	SCHMD05134
OG0003775	SACKO_31359	SCHMD09392, SCHMD10879, SCHMD08960, SCHMD01376
OG0003776	SACKO_19961, SACKO_22793, SACKO_32454	SCHMD01854
OG0003777	SACKO_18112	SCHMD09329, SCHMD03918
OG0003778	SACKO_19167	SCHMD06996
OG0003779	SACKO_17816	SCHMD15868, SCHMD25797
OG0003780	SACKO_32034	SCHMD20733
OG0003794	SACKO_16406	SCHMD05999
OG0003795	SACKO_26427	SCHMD22731
OG0003798	SACKO_04965	SCHMD13971, SCHMD04164
OG0003803	SACKO_16018	SCHMD27722, SCHMD27442
OG0003806	SACKO_25022	SCHMD21156
OG0003808	SACKO_11285	SCHMD27875, SCHMD11284, SCHMD25011
