Orthogroup	SACKO_ok	PFLAV
OG0005655	SACKO_12960	TCONS_00045730.p1
OG0005656	SACKO_12770	TCONS_00026714.p1
OG0005659	SACKO_25522	TCONS_00048154.p1
OG0005664	SACKO_05022	TCONS_00003711.p1
OG0005665	SACKO_21292	TCONS_00028488.p1
OG0005666	SACKO_20792	TCONS_00048665.p1, TCONS_00048662.p1
OG0005666	SACKO_23447, SACKO_01245	TCONS_00047328.p1
OG0005668	SACKO_06750	TCONS_00046262.p1, TCONS_00046263.p1, TCONS_00057030.p1, TCONS_00057027.p1, TCONS_00055235.p1, TCONS_00055237.p1, TCONS_00055241.p1, TCONS_00055236.p1
OG0005681	SACKO_13496	TCONS_00022231.p1
OG0005682	SACKO_07482	TCONS_00056738.p1, TCONS_00034243.p1, TCONS_00035261.p1, TCONS_00017482.p1, TCONS_00038617.p1, TCONS_00046579.p1, TCONS_00038618.p1, TCONS_00021984.p1, TCONS_00035981.p1, TCONS_00036009.p1, TCONS_00053853.p1, TCONS_00033309.p1, TCONS_00041443.p1, TCONS_00000761.p1, TCONS_00025159.p1
OG0005685	SACKO_08440	TCONS_00017259.p1
OG0005690	SACKO_11841	TCONS_00029826.p1
OG0005691	SACKO_12677	TCONS_00048976.p1
OG0005692	SACKO_20143	TCONS_00002928.p1
OG0005694	SACKO_12183	TCONS_00029769.p1
OG0005695	SACKO_08325	TCONS_00022971.p1
OG0005696	SACKO_04316	TCONS_00044265.p1
OG0005697	SACKO_13957	TCONS_00032522.p1, TCONS_00032521.p1, TCONS_00032519.p1
OG0005698	SACKO_29435, SACKO_29420, SACKO_29410, SACKO_29401, SACKO_08685	TCONS_00052084.p1
OG0005699	SACKO_15248	TCONS_00010203.p1
OG0005700	SACKO_11247	TCONS_00043171.p1
OG0005701	SACKO_25586	TCONS_00013901.p1
OG0005702	SACKO_30598	TCONS_00043976.p1
OG0005703	SACKO_25031	TCONS_00012845.p1
OG0005704	SACKO_20811	TCONS_00000181.p1
OG0005706	SACKO_27815, SACKO_19730	TCONS_00050585.p1, TCONS_00050586.p1, TCONS_00050141.p1
OG0005707	SACKO_21284	TCONS_00028279.p1
OG0005708	SACKO_26057	TCONS_00016797.p1
OG0005709	SACKO_10779	TCONS_00011497.p2
OG0005709	SACKO_10778	TCONS_00011496.p1
OG0005710	SACKO_14944	TCONS_00054323.p1
OG0005711	SACKO_11450	TCONS_00017806.p1
OG0005712	SACKO_22619	TCONS_00056552.p1
OG0005713	SACKO_18862	TCONS_00037890.p1
OG0005714	SACKO_22085	TCONS_00021736.p1
OG0005715	SACKO_15794, SACKO_29814	TCONS_00019068.p1
OG0005716	SACKO_06015	TCONS_00001088.p1
OG0005717	SACKO_10348	TCONS_00053558.p1
OG0005718	SACKO_26942	TCONS_00030255.p1, TCONS_00030264.p1
OG0005719	SACKO_28857	TCONS_00050798.p1
OG0005720	SACKO_23565	TCONS_00026073.p1
OG0005721	SACKO_11802	TCONS_00016855.p1
OG0005722	SACKO_12509	TCONS_00012105.p1
OG0005723	SACKO_26449	TCONS_00049778.p1
OG0005724	SACKO_24067	TCONS_00026773.p1
OG0005725	SACKO_28773	TCONS_00012647.p1
OG0005726	SACKO_11456	TCONS_00007024.p1
OG0005727	SACKO_07754	TCONS_00004695.p1
OG0005728	SACKO_25048	TCONS_00009031.p1, TCONS_00009026.p1
OG0005729	SACKO_05332	TCONS_00001538.p1
OG0005730	SACKO_02216	TCONS_00014206.p1
OG0005731	SACKO_02230	TCONS_00013005.p1
OG0005732	SACKO_33573	TCONS_00012552.p1
OG0005733	SACKO_21812	TCONS_00030943.p1
OG0005734	SACKO_04616	TCONS_00050791.p1
OG0005735	SACKO_24984	TCONS_00015771.p1
OG0005736	SACKO_28424	TCONS_00049315.p1
OG0005737	SACKO_17502	TCONS_00004465.p1
OG0005738	SACKO_00441	TCONS_00020840.p1
OG0005739	SACKO_17021	TCONS_00045494.p1
OG0005740	SACKO_28040	TCONS_00012359.p1
OG0005741	SACKO_31201	TCONS_00055537.p1
OG0005742	SACKO_15450	TCONS_00056025.p1
OG0005744	SACKO_16700	TCONS_00003105.p1
OG0005745	SACKO_22030	TCONS_00014197.p1
OG0005746	SACKO_24213	TCONS_00041938.p1
OG0005747	SACKO_07235	TCONS_00051365.p1
OG0005748	SACKO_33793, SACKO_13249	TCONS_00051908.p1
OG0005749	SACKO_08289	TCONS_00024069.p1
OG0005750	SACKO_16122	TCONS_00041604.p1
OG0005751	SACKO_06131	TCONS_00009516.p1
OG0005751	SACKO_06127	TCONS_00009515.p1
OG0005752	SACKO_02440	TCONS_00029063.p1
OG0005753	SACKO_30682	TCONS_00033994.p1, TCONS_00034033.p1
OG0005754	SACKO_03368	TCONS_00027373.p1
OG0005755	SACKO_07621, SACKO_11423	TCONS_00019766.p1
OG0005756	SACKO_15522	TCONS_00018973.p1
OG0005757	SACKO_29014	TCONS_00008124.p1
OG0005758	SACKO_33511	TCONS_00022868.p1
OG0005759	SACKO_02614	TCONS_00014313.p1
OG0005760	SACKO_05505, SACKO_00381	TCONS_00050569.p1
OG0005761	SACKO_03772	TCONS_00006287.p1
OG0005762	SACKO_33802	TCONS_00021800.p1
OG0005763	SACKO_08702	TCONS_00029146.p1
OG0005764	SACKO_07393	TCONS_00034956.p1
OG0005765	SACKO_23575	TCONS_00027514.p1
OG0005766	SACKO_09574	TCONS_00050262.p1
OG0005767	SACKO_33131, SACKO_17109, SACKO_26644	TCONS_00004166.p1
OG0005768	SACKO_02554	TCONS_00003570.p1
OG0005769	SACKO_00583	TCONS_00014902.p1
OG0005770	SACKO_13509	TCONS_00008451.p1
OG0005771	SACKO_26039	TCONS_00028058.p1
OG0005772	SACKO_06018	TCONS_00049666.p1
OG0005773	SACKO_01808	TCONS_00009119.p1
OG0005774	SACKO_32502	TCONS_00055473.p1
OG0005775	SACKO_28775	TCONS_00012663.p1
OG0005776	SACKO_10034	TCONS_00013319.p1
OG0005777	SACKO_29437	TCONS_00001685.p1
OG0005778	SACKO_22258	TCONS_00010734.p1
OG0005779	SACKO_22033	TCONS_00014341.p1
OG0005781	SACKO_14828	TCONS_00002010.p1
OG0005782	SACKO_25598	TCONS_00027739.p1
OG0005783	SACKO_12747	TCONS_00027659.p1, TCONS_00041557.p1
OG0005784	SACKO_24101	TCONS_00027675.p1
OG0005785	SACKO_28657	TCONS_00014469.p1
OG0005786	SACKO_23405	TCONS_00048300.p1
OG0005787	SACKO_13044	TCONS_00019348.p1
OG0005788	SACKO_22776	TCONS_00016729.p1
OG0005789	SACKO_01797	TCONS_00019826.p1
OG0005790	SACKO_11653	TCONS_00011402.p1
OG0005791	SACKO_07354	TCONS_00054233.p1
OG0005792	SACKO_09947	TCONS_00011438.p1
OG0005793	SACKO_32350	TCONS_00014942.p1
OG0005794	SACKO_02695	TCONS_00057204.p1
OG0005795	SACKO_22109	TCONS_00021494.p1
OG0005796	SACKO_27665, SACKO_27666	TCONS_00030821.p1
OG0005797	SACKO_10267	TCONS_00026070.p1
OG0005798	SACKO_16933	TCONS_00047967.p1
OG0005799	SACKO_15318	TCONS_00011261.p1
OG0005800	SACKO_15364	TCONS_00019981.p1
OG0005802	SACKO_26482	TCONS_00019410.p1
OG0005803	SACKO_31550	TCONS_00012639.p1
OG0005805	SACKO_32476	TCONS_00005191.p1
OG0005806	SACKO_10195	TCONS_00004852.p1, TCONS_00004832.p1
OG0005807	SACKO_31322	TCONS_00001178.p1, TCONS_00001189.p1
OG0005808	SACKO_17654	TCONS_00017297.p1
OG0005809	SACKO_08182	TCONS_00008993.p1
OG0005810	SACKO_16389	TCONS_00008801.p1
OG0005811	SACKO_17687	TCONS_00009570.p1, TCONS_00009572.p1
OG0005812	SACKO_09960	TCONS_00011432.p1
OG0005813	SACKO_16197	TCONS_00005548.p1
OG0005814	SACKO_08863	TCONS_00023708.p1, TCONS_00029396.p1
OG0005815	SACKO_03784	TCONS_00006289.p1
OG0005816	SACKO_04354	TCONS_00004988.p1
OG0005817	SACKO_19421	TCONS_00027856.p1
OG0005818	SACKO_33164	TCONS_00047290.p1
OG0005819	SACKO_21818	TCONS_00052890.p1
OG0005820	SACKO_30250	TCONS_00008593.p1
OG0005821	SACKO_12528	TCONS_00040402.p1
OG0005822	SACKO_25734	TCONS_00009664.p1
OG0005823	SACKO_21213	TCONS_00004827.p1, TCONS_00004846.p1
OG0005824	SACKO_09679	TCONS_00028408.p1
OG0005825	SACKO_20469	TCONS_00010828.p1
OG0005826	SACKO_11622	TCONS_00049009.p1
OG0005827	SACKO_25753, SACKO_32097, SACKO_25748, SACKO_32095, SACKO_25738	TCONS_00010194.p1
OG0005828	SACKO_02208	TCONS_00004739.p1
OG0005829	SACKO_30435	TCONS_00001313.p1
OG0005830	SACKO_32320	TCONS_00004282.p1
OG0005831	SACKO_24491	TCONS_00014142.p1
OG0005832	SACKO_26865	TCONS_00008152.p1
OG0005833	SACKO_03183	TCONS_00052485.p1
OG0005835	SACKO_27487	TCONS_00002870.p1
OG0005836	SACKO_33605	TCONS_00027693.p1
OG0005837	SACKO_00129	TCONS_00052495.p1
OG0005838	SACKO_33023	TCONS_00005245.p1
OG0005839	SACKO_06448	TCONS_00030243.p1
OG0005840	SACKO_05579	TCONS_00017788.p1
OG0005841	SACKO_00827, SACKO_24173, SACKO_24112	TCONS_00025900.p1
OG0005842	SACKO_28891	TCONS_00045265.p1
OG0005843	SACKO_05478	TCONS_00016897.p1
OG0005844	SACKO_28158	TCONS_00030940.p1
OG0005845	SACKO_23611	TCONS_00047948.p1
OG0005846	SACKO_17727	TCONS_00011295.p1, TCONS_00011272.p1
OG0005847	SACKO_02307	TCONS_00011973.p1
OG0005847	SACKO_02332	TCONS_00011971.p1
OG0005848	SACKO_27241	TCONS_00056060.p1
OG0005849	SACKO_22878	TCONS_00055775.p1
OG0005850	SACKO_22848	TCONS_00056153.p1
OG0005851	SACKO_23217	TCONS_00054291.p1
OG0005852	SACKO_18539	TCONS_00049673.p1
OG0005853	SACKO_18054	TCONS_00019388.p1, TCONS_00003487.p1
OG0005854	SACKO_23313	TCONS_00008364.p1
OG0005855	SACKO_03019	TCONS_00032723.p1
OG0005856	SACKO_09159	TCONS_00010709.p1
OG0005857	SACKO_11084	TCONS_00004704.p1
OG0005858	SACKO_07771, SACKO_10186	TCONS_00004694.p1
OG0005859	SACKO_32958	TCONS_00055739.p1
OG0005860	SACKO_01106	TCONS_00020330.p1
OG0005861	SACKO_23213	TCONS_00032730.p1, TCONS_00032744.p2
OG0005863	SACKO_24461	TCONS_00012415.p1
OG0005864	SACKO_10525	TCONS_00027112.p1
OG0005865	SACKO_07232	TCONS_00051375.p1
OG0005866	SACKO_32135	TCONS_00008742.p1
OG0005867	SACKO_31435	TCONS_00049651.p1
OG0005869	SACKO_23956	TCONS_00007984.p1
OG0005870	SACKO_22447	TCONS_00052848.p1
OG0005871	SACKO_09273	TCONS_00042750.p1
OG0005872	SACKO_12911, SACKO_00302	TCONS_00055123.p1
OG0005874	SACKO_22821	TCONS_00055136.p1, TCONS_00055147.p1
OG0005875	SACKO_17119	TCONS_00021116.p1
OG0005876	SACKO_06162	TCONS_00048182.p1
OG0005877	SACKO_25631	TCONS_00053605.p1, TCONS_00053514.p1
OG0005878	SACKO_17676	TCONS_00009700.p1
OG0005879	SACKO_29620	TCONS_00008794.p1
OG0005880	SACKO_23727	TCONS_00048495.p1
OG0005881	SACKO_26953	TCONS_00046668.p1
OG0005882	SACKO_08332	TCONS_00024700.p1
OG0005882	SACKO_26191	TCONS_00007810.p1, TCONS_00007822.p2
OG0005883	SACKO_00962	TCONS_00025770.p1
OG0005884	SACKO_09074	TCONS_00011062.p1
OG0005885	SACKO_20287	TCONS_00050859.p1
OG0005886	SACKO_05225	TCONS_00011224.p1
OG0005887	SACKO_02721	TCONS_00005654.p1
OG0005888	SACKO_05779, SACKO_10273	TCONS_00014775.p1
OG0005889	SACKO_27899	TCONS_00001401.p1
OG0005890	SACKO_04667	TCONS_00012190.p1
OG0005891	SACKO_02773	TCONS_00013910.p1
OG0005892	SACKO_15663	TCONS_00008916.p1
OG0005893	SACKO_30083	TCONS_00043408.p1
OG0005894	SACKO_06820	TCONS_00041961.p1
OG0005895	SACKO_20290	TCONS_00051483.p1
OG0005896	SACKO_18801	TCONS_00044645.p1
OG0005896	SACKO_18789	TCONS_00044644.p1
OG0005897	SACKO_12088	TCONS_00029761.p2
OG0005898	SACKO_04234	TCONS_00012301.p1
OG0005899	SACKO_00286	TCONS_00016079.p1
OG0005900	SACKO_00516	TCONS_00052883.p1
OG0005901	SACKO_01806	TCONS_00018915.p1
OG0005902	SACKO_23335	TCONS_00007045.p1
OG0005903	SACKO_25325	TCONS_00022195.p1
OG0005904	SACKO_08474	TCONS_00016939.p1
OG0005905	SACKO_09797	TCONS_00047895.p1
OG0005906	SACKO_17195	TCONS_00057182.p1
OG0005907	SACKO_01361	TCONS_00049106.p1
OG0005908	SACKO_15780	TCONS_00028405.p1
OG0005909	SACKO_09181	TCONS_00028261.p1
OG0005910	SACKO_16805	TCONS_00022464.p1
OG0005913	SACKO_01375	TCONS_00043367.p1
OG0005914	SACKO_12676	TCONS_00047617.p1
OG0005915	SACKO_16290	TCONS_00006352.p1
OG0005916	SACKO_07929	TCONS_00002600.p1
OG0005917	SACKO_10286	TCONS_00015814.p1
OG0005919	SACKO_18340	TCONS_00016569.p1
OG0005920	SACKO_04729	TCONS_00020660.p1
OG0005921	SACKO_27138	TCONS_00015541.p1
OG0005922	SACKO_01240, SACKO_10758	TCONS_00047865.p1
OG0005923	SACKO_05083	TCONS_00022712.p1
OG0005924	SACKO_26745	TCONS_00008635.p1
OG0005925	SACKO_21160	TCONS_00022401.p1
OG0005926	SACKO_16381	TCONS_00008781.p1
OG0005927	SACKO_31242	TCONS_00006894.p1, TCONS_00006882.p1
OG0005928	SACKO_22454	TCONS_00052702.p1
OG0005929	SACKO_15222	TCONS_00053878.p1
OG0005930	SACKO_11820	TCONS_00029628.p1
OG0005930	SACKO_29248	TCONS_00029627.p1, TCONS_00029624.p1, TCONS_00029625.p1
OG0005931	SACKO_06243	TCONS_00049675.p1
OG0005932	SACKO_20520	TCONS_00049813.p1
OG0005933	SACKO_09364	TCONS_00057220.p1, TCONS_00056057.p1
OG0005935	SACKO_15482, SACKO_15481	TCONS_00045660.p1
OG0005935	SACKO_15490	TCONS_00045657.p1
OG0005936	SACKO_11879	TCONS_00037478.p1
OG0005937	SACKO_23591, SACKO_25218	TCONS_00047624.p1
OG0005938	SACKO_19202	TCONS_00054105.p1
OG0005939	SACKO_22133	TCONS_00024470.p1
OG0005940	SACKO_08768	TCONS_00054966.p1
OG0005941	SACKO_17934	TCONS_00011653.p1
OG0005942	SACKO_22565	TCONS_00004629.p1
OG0005943	SACKO_02755	TCONS_00012688.p1
OG0005944	SACKO_06083	TCONS_00011482.p1
OG0005945	SACKO_06064	TCONS_00011636.p1
OG0005946	SACKO_26614	TCONS_00047732.p1
OG0005947	SACKO_32740	TCONS_00022503.p1
OG0005948	SACKO_24060	TCONS_00027336.p1
OG0005949	SACKO_07745	TCONS_00006019.p1
OG0005950	SACKO_26959	TCONS_00046684.p1
OG0005951	SACKO_25661	TCONS_00054695.p1, TCONS_00054619.p1
OG0005953	SACKO_24257	TCONS_00029729.p1
OG0005954	SACKO_18460	TCONS_00006383.p1
OG0005955	SACKO_28944	TCONS_00027126.p1
OG0005956	SACKO_16011	TCONS_00015187.p1
OG0005957	SACKO_29271	TCONS_00029557.p1, TCONS_00029215.p1
OG0005958	SACKO_14605	TCONS_00010139.p1
OG0005959	SACKO_15778	TCONS_00029440.p1
OG0005960	SACKO_28497	TCONS_00027043.p1
OG0005961	SACKO_28103, SACKO_20518	TCONS_00048515.p1
OG0005962	SACKO_13331	TCONS_00001172.p1
OG0005963	SACKO_33111	TCONS_00007743.p1
OG0005964	SACKO_23408	TCONS_00048299.p1
OG0005965	SACKO_03375	TCONS_00026066.p1
OG0005966	SACKO_27524	TCONS_00013188.p1
OG0005967	SACKO_24909	TCONS_00013302.p1, TCONS_00013283.p1
OG0005968	SACKO_00176	TCONS_00008058.p1
OG0005969	SACKO_08901	TCONS_00011911.p1
OG0005970	SACKO_20986	TCONS_00052897.p1
OG0005971	SACKO_32894, SACKO_12818	TCONS_00055802.p1
OG0005972	SACKO_06653	TCONS_00056137.p1
OG0005973	SACKO_29548	TCONS_00010133.p1
OG0005974	SACKO_19798	TCONS_00015163.p1
OG0005975	SACKO_32001	TCONS_00022893.p1
OG0005976	SACKO_13844	TCONS_00012837.p1
OG0005977	SACKO_18044	TCONS_00037578.p1
OG0005978	SACKO_07717	TCONS_00019204.p1
OG0005979	SACKO_04842	TCONS_00019360.p1
OG0005980	SACKO_27234	TCONS_00056561.p1
OG0005981	SACKO_02154	TCONS_00020384.p1
OG0005982	SACKO_12190	TCONS_00053492.p1
OG0005983	SACKO_31749	TCONS_00017408.p1
OG0005984	SACKO_27458	TCONS_00054346.p1
OG0005985	SACKO_14673	TCONS_00038732.p1
OG0005985	SACKO_22897	TCONS_00038729.p1
OG0005985	SACKO_10709	TCONS_00057193.p1
OG0005986	SACKO_22136	TCONS_00011846.p1
OG0005987	SACKO_17121	TCONS_00022208.p1
OG0005988	SACKO_17546	TCONS_00034543.p1
OG0005989	SACKO_11015, SACKO_28867	TCONS_00037768.p1
OG0005990	SACKO_00335	TCONS_00023019.p1, TCONS_00023029.p1
OG0005990	SACKO_00339	TCONS_00023395.p1, TCONS_00023360.p1, TCONS_00023361.p1, TCONS_00023396.p1
OG0005990	SACKO_08278, SACKO_00344	TCONS_00024810.p1, TCONS_00024768.p1, TCONS_00024811.p1, TCONS_00024769.p1
OG0005991	SACKO_20400	TCONS_00043851.p1
OG0005993	SACKO_02631	TCONS_00023452.p1, TCONS_00023494.p1
OG0005994	SACKO_21538	TCONS_00052918.p1
OG0005995	SACKO_26470	TCONS_00048503.p1
OG0005996	SACKO_13790	TCONS_00045527.p1
OG0005998	SACKO_31368	TCONS_00005190.p1
OG0005999	SACKO_15427	TCONS_00024496.p1
OG0005999	SACKO_31990	TCONS_00009868.p1
OG0006000	SACKO_31601	TCONS_00010670.p1
OG0006001	SACKO_12304	TCONS_00011884.p1
OG0006002	SACKO_16810	TCONS_00023532.p1
OG0006003	SACKO_00499	TCONS_00053828.p1, TCONS_00053832.p1
OG0006004	SACKO_09425	TCONS_00004071.p1
OG0006005	SACKO_08247	TCONS_00042240.p1, TCONS_00042293.p1
OG0006006	SACKO_33925	TCONS_00012269.p1
OG0006006	SACKO_28035	TCONS_00030085.p1
OG0006006	SACKO_28020	TCONS_00030974.p1
OG0006007	SACKO_23095	TCONS_00028222.p1
OG0006008	SACKO_09747	TCONS_00014160.p1
OG0006009	SACKO_05159	TCONS_00029587.p1
OG0006010	SACKO_07536	TCONS_00006884.p1, TCONS_00006872.p1
OG0006011	SACKO_30182	TCONS_00006346.p1
OG0006012	SACKO_05109	TCONS_00029590.p1
OG0006013	SACKO_27474	TCONS_00015312.p1
OG0006014	SACKO_20051	TCONS_00042810.p1, TCONS_00042807.p1
OG0006015	SACKO_12079, SACKO_12076	TCONS_00028336.p1
OG0006018	SACKO_20581, SACKO_04120, SACKO_05241	TCONS_00030244.p1, TCONS_00030246.p1, TCONS_00030245.p1
OG0006018	SACKO_28038	TCONS_00031037.p1, TCONS_00030573.p1
OG0006024	SACKO_01841, SACKO_29291, SACKO_21930	TCONS_00028387.p1
OG0006028	SACKO_06220	TCONS_00008696.p1
OG0006035	SACKO_17014	TCONS_00046897.p1, TCONS_00046898.p1, TCONS_00045578.p1
OG0006036	SACKO_25414	TCONS_00008909.p1, TCONS_00043195.p1, TCONS_00031675.p1, TCONS_00040036.p1, TCONS_00052434.p1, TCONS_00031781.p1, TCONS_00056227.p1, TCONS_00035132.p1, TCONS_00039290.p1, TCONS_00043196.p1, TCONS_00009424.p1, TCONS_00042075.p1
OG0006052	SACKO_04673, SACKO_04669	TCONS_00048372.p2, TCONS_00007636.p1, TCONS_00046935.p1, TCONS_00028272.p1, TCONS_00029254.p1, TCONS_00028271.p1, TCONS_00028269.p1, TCONS_00028270.p2, TCONS_00028268.p1
OG0006052	SACKO_32791, SACKO_32785	TCONS_00028267.p1
OG0006052	SACKO_09748, SACKO_02764, SACKO_28638, SACKO_09760, SACKO_09757, SACKO_15319, SACKO_15310, SACKO_07300, SACKO_07287, SACKO_07286, SACKO_04674, SACKO_31905, SACKO_04681	TCONS_00012200.p1, TCONS_00010117.p2, TCONS_00012201.p1
OG0006053	SACKO_17549	TCONS_00040573.p1, TCONS_00040569.p1, TCONS_00034631.p1, TCONS_00034660.p1, TCONS_00034657.p1, TCONS_00034632.p1, TCONS_00034661.p1, TCONS_00034601.p1
OG0006053	SACKO_24294	TCONS_00034926.p1, TCONS_00034895.p1, TCONS_00034659.p1, TCONS_00034630.p1, TCONS_00034462.p1, TCONS_00034629.p1, TCONS_00034658.p1, TCONS_00034746.p2, TCONS_00034689.p1, TCONS_00034690.p1, TCONS_00034688.p1, TCONS_00034385.p1, TCONS_00034745.p1, TCONS_00034687.p1, TCONS_00034686.p1, TCONS_00034621.p1, TCONS_00034616.p1, TCONS_00034871.p1, TCONS_00034870.p1, TCONS_00019322.p1
OG0006059	SACKO_27866, SACKO_27873	TCONS_00008892.p1
OG0006060	SACKO_03868	TCONS_00004658.p1, TCONS_00047449.p1
OG0006061	SACKO_19868, SACKO_16537	TCONS_00028740.p1, TCONS_00029707.p1
OG0006062	SACKO_09272	TCONS_00044059.p1
OG0006063	SACKO_06438	TCONS_00031260.p1
OG0006064	SACKO_10725	TCONS_00031053.p1, TCONS_00031044.p1
OG0006065	SACKO_00789	TCONS_00028323.p1
OG0006066	SACKO_06398	TCONS_00018827.p1
OG0006067	SACKO_12398	TCONS_00051191.p1
OG0006068	SACKO_20578	TCONS_00029922.p1
OG0006069	SACKO_28743	TCONS_00013802.p1
OG0006070	SACKO_03198	TCONS_00014034.p1
OG0006071	SACKO_12729	TCONS_00026719.p1, TCONS_00041533.p1
OG0006072	SACKO_28406	TCONS_00029592.p1
OG0006073	SACKO_22196	TCONS_00011383.p1
OG0006074	SACKO_00950	TCONS_00011881.p1
OG0006075	SACKO_27251	TCONS_00055474.p1
OG0006076	SACKO_05316	TCONS_00009002.p2
OG0006077	SACKO_10247, SACKO_10229	TCONS_00055936.p1
OG0006078	SACKO_17143	TCONS_00056201.p1
OG0006079	SACKO_12072	TCONS_00027913.p1
OG0006081	SACKO_16819	TCONS_00024913.p1, TCONS_00024978.p1
OG0006082	SACKO_22617, SACKO_20043	TCONS_00004287.p1
OG0006083	SACKO_23684	TCONS_00048795.p1
OG0006084	SACKO_07092	TCONS_00005258.p1
OG0006085	SACKO_08320	TCONS_00025438.p1
OG0006086	SACKO_09611	TCONS_00051725.p1, TCONS_00039066.p1
OG0006087	SACKO_11692	TCONS_00019446.p1
OG0006088	SACKO_01839	TCONS_00028284.p1
OG0006090	SACKO_01234	TCONS_00011737.p1
OG0006092	SACKO_20345	TCONS_00012636.p1
OG0006094	SACKO_16818	TCONS_00021794.p1
OG0006095	SACKO_21352	TCONS_00015458.p1
OG0006096	SACKO_05559, SACKO_19081	TCONS_00006883.p1, TCONS_00006871.p1
OG0006097	SACKO_31531	TCONS_00018639.p1
OG0006098	SACKO_05301	TCONS_00007779.p1
OG0006099	SACKO_28696	TCONS_00012597.p1
OG0006100	SACKO_12123	TCONS_00009397.p1
OG0006101	SACKO_31977	TCONS_00033073.p1
OG0006102	SACKO_23446	TCONS_00029783.p1
OG0006103	SACKO_05278	TCONS_00000409.p1
OG0006104	SACKO_15560	TCONS_00014211.p1
OG0006106	SACKO_05387	TCONS_00054223.p1
OG0006107	SACKO_32941	TCONS_00036681.p1
OG0006107	SACKO_32902	TCONS_00036680.p1, TCONS_00036657.p1
OG0006108	SACKO_08204	TCONS_00015674.p1
OG0006109	SACKO_17146, SACKO_17140	TCONS_00056165.p1, TCONS_00021601.p1, TCONS_00054953.p1
OG0006111	SACKO_20394	TCONS_00042547.p1
OG0006112	SACKO_18993	TCONS_00019442.p1
OG0006113	SACKO_09698	TCONS_00008491.p1
OG0006114	SACKO_18705	TCONS_00027740.p1
OG0006115	SACKO_08984	TCONS_00000342.p1
OG0006116	SACKO_09058	TCONS_00009660.p1
OG0006117	SACKO_28039	TCONS_00013524.p1
OG0006118	SACKO_00183	TCONS_00008006.p1
OG0006119	SACKO_20537	TCONS_00026618.p1
OG0006120	SACKO_30278	TCONS_00027536.p1
OG0006121	SACKO_10310	TCONS_00026474.p1
OG0006122	SACKO_25589	TCONS_00014372.p1
OG0006123	SACKO_16618	TCONS_00027427.p1
OG0006124	SACKO_03686	TCONS_00000594.p1
OG0006125	SACKO_32349	TCONS_00010849.p1
OG0006126	SACKO_03230	TCONS_00014812.p1
OG0006127	SACKO_19045	TCONS_00020694.p1
OG0006128	SACKO_16357	TCONS_00007601.p1
OG0006129	SACKO_30593, SACKO_28304	TCONS_00028049.p1, TCONS_00028048.p1
OG0006130	SACKO_03584	TCONS_00024794.p1, TCONS_00024754.p1
OG0006131	SACKO_20177	TCONS_00004751.p1
OG0006132	SACKO_14704	TCONS_00027450.p1
OG0006133	SACKO_20422	TCONS_00055498.p1
OG0006134	SACKO_29020	TCONS_00008106.p1
OG0006135	SACKO_27637, SACKO_21881	TCONS_00002593.p1
OG0006136	SACKO_27120	TCONS_00016806.p1
OG0006137	SACKO_03643	TCONS_00002033.p1
OG0006138	SACKO_14897	TCONS_00002643.p1
OG0006140	SACKO_09562	TCONS_00021228.p1, TCONS_00021227.p1
OG0006141	SACKO_06850	TCONS_00028768.p1
OG0006143	SACKO_05211	TCONS_00011205.p1, TCONS_00011206.p1
OG0006144	SACKO_15295	TCONS_00011254.p1
OG0006145	SACKO_16961	TCONS_00050624.p1
OG0006146	SACKO_10544	TCONS_00031373.p1
OG0006148	SACKO_27009	TCONS_00053637.p1
OG0006149	SACKO_06098	TCONS_00010120.p1
OG0006150	SACKO_11602, SACKO_14720	TCONS_00047085.p1
OG0006151	SACKO_18412	TCONS_00052257.p1
OG0006151	SACKO_18425	TCONS_00052250.p1, TCONS_00052253.p1, TCONS_00052249.p1
OG0006151	SACKO_18433	TCONS_00052255.p1
OG0006152	SACKO_21514	TCONS_00045404.p1
OG0006153	SACKO_24238	TCONS_00043806.p1
OG0006155	SACKO_10981	TCONS_00020771.p1, TCONS_00020781.p1
OG0006156	SACKO_00045	TCONS_00021882.p1
OG0006157	SACKO_21161, SACKO_14330	TCONS_00022400.p1
OG0006158	SACKO_04023	TCONS_00011725.p1
OG0006159	SACKO_13495, SACKO_19097	TCONS_00020378.p1
OG0006160	SACKO_33773	TCONS_00047213.p1
OG0006161	SACKO_17894	TCONS_00032540.p1
OG0006162	SACKO_08587	TCONS_00053779.p1
OG0006163	SACKO_11765	TCONS_00031691.p1
OG0006164	SACKO_12121	TCONS_00008174.p1, TCONS_00000033.p1
OG0006165	SACKO_23329	TCONS_00019638.p1
OG0006167	SACKO_10292	TCONS_00026050.p1
OG0006168	SACKO_32294	TCONS_00016557.p1
OG0006169	SACKO_10416	TCONS_00043660.p1
OG0006170	SACKO_18522	TCONS_00019034.p1
OG0006171	SACKO_11951	TCONS_00011018.p1
OG0006172	SACKO_19396	TCONS_00009710.p1
OG0006174	SACKO_04091	TCONS_00002993.p1
OG0006175	SACKO_11475	TCONS_00016874.p1
OG0006176	SACKO_02302, SACKO_32394	TCONS_00010221.p1
OG0006178	SACKO_03157	TCONS_00026898.p1
OG0006179	SACKO_18920	TCONS_00001389.p1
OG0006180	SACKO_17407	TCONS_00007442.p1
OG0006181	SACKO_06134	TCONS_00010425.p1
OG0006182	SACKO_30955	TCONS_00054078.p1
