Orthogroup	SACKO_ok	LYTVA_ok
OG0002722	SACKO_31472, SACKO_25932	LYTVA_27149
OG0002723	SACKO_15452	LYTVA_18812
OG0002724	SACKO_17307, SACKO_17311	LYTVA_19288
OG0002724	SACKO_17306	LYTVA_09751
OG0002725	SACKO_16326	LYTVA_00356, LYTVA_18543, LYTVA_02443, LYTVA_27765, LYTVA_11063
OG0002726	SACKO_21700	LYTVA_12627
OG0002727	SACKO_07791	LYTVA_28235
OG0002728	SACKO_06575, SACKO_20118	LYTVA_17564, LYTVA_17578
OG0002729	SACKO_03831	LYTVA_24879
OG0002729	SACKO_13000	LYTVA_12941
OG0002730	SACKO_31288	LYTVA_25085, LYTVA_25902
OG0002731	SACKO_13655	LYTVA_14020
OG0002732	SACKO_24148	LYTVA_28855
OG0002733	SACKO_18043	LYTVA_23512
OG0002733	SACKO_07250	LYTVA_22718, LYTVA_01117
OG0002736	SACKO_20758	LYTVA_21231
OG0002738	SACKO_33914	LYTVA_08098, LYTVA_04589
OG0002739	SACKO_30502	LYTVA_03350, LYTVA_16185
OG0002741	SACKO_29205	LYTVA_08147
OG0002742	SACKO_17909	LYTVA_18075, LYTVA_17178
OG0002743	SACKO_01395	LYTVA_20017, LYTVA_29489
OG0002744	SACKO_33020	LYTVA_13350, LYTVA_17646
OG0002745	SACKO_10657, SACKO_10637	LYTVA_23293
OG0002747	SACKO_18649	LYTVA_07301, LYTVA_06613
OG0002748	SACKO_03967	LYTVA_16624
OG0002750	SACKO_09270	LYTVA_11674
OG0002751	SACKO_18475, SACKO_17132	LYTVA_09851
OG0002752	SACKO_09498	LYTVA_13590, LYTVA_16228
OG0002755	SACKO_14964	LYTVA_22169, LYTVA_22170, LYTVA_22722
OG0002756	SACKO_18195	LYTVA_16840
OG0002757	SACKO_28172	LYTVA_12178, LYTVA_25439
OG0002758	SACKO_19727, SACKO_18269	LYTVA_20249
OG0002759	SACKO_12300, SACKO_31315, SACKO_00010	LYTVA_00899, LYTVA_05590, LYTVA_04404
OG0002762	SACKO_26604	LYTVA_06145
OG0002763	SACKO_27267	LYTVA_11931, LYTVA_00169
OG0002764	SACKO_19305	LYTVA_12077
OG0002765	SACKO_29026	LYTVA_13397, LYTVA_07528
OG0002766	SACKO_14015, SACKO_14013	LYTVA_02144
OG0002767	SACKO_33559	LYTVA_15615
OG0002768	SACKO_30347	LYTVA_14711
OG0002769	SACKO_08268, SACKO_33524	LYTVA_10691
OG0002770	SACKO_17854	LYTVA_16373
OG0002770	SACKO_08344	LYTVA_09840
OG0002771	SACKO_12360	LYTVA_30010
OG0002772	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206	LYTVA_07041, LYTVA_20067
OG0002773	SACKO_21667, SACKO_16295	LYTVA_17377
OG0002774	SACKO_02543	LYTVA_02098, LYTVA_29513
OG0002776	SACKO_08029	LYTVA_03062
OG0002777	SACKO_13191, SACKO_20238	LYTVA_15704
OG0002778	SACKO_26023	LYTVA_29506
OG0002778	SACKO_26032	LYTVA_18219
OG0002780	SACKO_28755	LYTVA_15420, LYTVA_07675
OG0002781	SACKO_00640	LYTVA_20154
OG0002782	SACKO_03511	LYTVA_01104
OG0002783	SACKO_18585	LYTVA_29639
OG0002784	SACKO_11417, SACKO_11420	LYTVA_16414, LYTVA_22171
OG0002785	SACKO_09777	LYTVA_29142
OG0002786	SACKO_16533	LYTVA_26062
OG0002788	SACKO_19152	LYTVA_12524, LYTVA_24529
OG0002789	SACKO_20967, SACKO_28920, SACKO_19269	LYTVA_25707, LYTVA_23902, LYTVA_25704, LYTVA_25705, LYTVA_23903
OG0002790	SACKO_33939	LYTVA_12236
OG0002792	SACKO_13072	LYTVA_00701
OG0002793	SACKO_08034	LYTVA_11185
OG0002794	SACKO_26739	LYTVA_04799, LYTVA_04635
OG0002795	SACKO_22695	LYTVA_25608, LYTVA_14490
OG0002799	SACKO_18293	LYTVA_23324
OG0002811	SACKO_07953	LYTVA_29338
OG0002812	SACKO_07193	LYTVA_16420
OG0002813	SACKO_15396	LYTVA_11554
OG0002815	SACKO_30783	LYTVA_08058
OG0002816	SACKO_00126	LYTVA_20661
OG0002817	SACKO_32465	LYTVA_20180
OG0002818	SACKO_26045	LYTVA_21907
OG0002822	SACKO_10617	LYTVA_29897, LYTVA_29899
OG0002823	SACKO_22759	LYTVA_23373
OG0002823	SACKO_12459	LYTVA_29460
OG0002824	SACKO_27741, SACKO_03538	LYTVA_03461
OG0002825	SACKO_23367, SACKO_20554	LYTVA_02222
OG0002826	SACKO_09112	LYTVA_08491
OG0002827	SACKO_23766	LYTVA_10087
OG0002828	SACKO_16788, SACKO_09297	LYTVA_14096
OG0002829	SACKO_06729	LYTVA_16144
OG0002830	SACKO_17684	LYTVA_29270
OG0002831	SACKO_11570	LYTVA_02081
OG0002833	SACKO_15589	LYTVA_05904, LYTVA_21505
OG0002834	SACKO_08996	LYTVA_19837, LYTVA_16927
OG0002835	SACKO_15153	LYTVA_03279
OG0002836	SACKO_17669	LYTVA_12076
OG0002837	SACKO_14528	LYTVA_04424
OG0002839	SACKO_29169	LYTVA_09274
OG0002840	SACKO_28316	LYTVA_16200
OG0002841	SACKO_08709, SACKO_08680	LYTVA_19615
OG0002842	SACKO_27573	LYTVA_15541, LYTVA_05573
OG0002843	SACKO_05859	LYTVA_17224, LYTVA_25426
OG0002844	SACKO_23634	LYTVA_02450
OG0002846	SACKO_20375	LYTVA_01730
OG0002847	SACKO_19881	LYTVA_05132
OG0002850	SACKO_16964	LYTVA_06458
OG0002850	SACKO_14200	LYTVA_21372
OG0002851	SACKO_18925	LYTVA_07801
OG0002852	SACKO_09437, SACKO_09448	LYTVA_20665, LYTVA_21744
OG0002855	SACKO_05275	LYTVA_25406, LYTVA_21416
OG0002857	SACKO_00502	LYTVA_17202, LYTVA_00228
OG0002858	SACKO_16157, SACKO_32118	LYTVA_16979
OG0002859	SACKO_17015	LYTVA_05989
OG0002861	SACKO_30500, SACKO_13223	LYTVA_01444
OG0002862	SACKO_03068	LYTVA_27561
OG0002863	SACKO_00512	LYTVA_01080
OG0002864	SACKO_28336, SACKO_19209	LYTVA_14853
OG0002866	SACKO_19174	LYTVA_01160
OG0002868	SACKO_04255	LYTVA_06070
OG0002869	SACKO_06610	LYTVA_27417
OG0002869	SACKO_06611	LYTVA_13029
OG0002870	SACKO_04207	LYTVA_13335
OG0002871	SACKO_07598, SACKO_23392	LYTVA_09624
OG0002871	SACKO_15091	LYTVA_11971, LYTVA_11967
OG0002872	SACKO_30221	LYTVA_14112
OG0002874	SACKO_30820	LYTVA_23232, LYTVA_01839
OG0002875	SACKO_27826	LYTVA_29837
OG0002876	SACKO_11226	LYTVA_03623
OG0002878	SACKO_29610	LYTVA_11914
OG0002879	SACKO_33049	LYTVA_15988
OG0002880	SACKO_12966	LYTVA_25627
OG0002881	SACKO_14125	LYTVA_06823
OG0002882	SACKO_03815	LYTVA_26666
OG0002883	SACKO_28241	LYTVA_07247
OG0002885	SACKO_11582	LYTVA_27705, LYTVA_27700
OG0002886	SACKO_14559, SACKO_05351	LYTVA_21795, LYTVA_28862
OG0002887	SACKO_03876	LYTVA_26594, LYTVA_27442
OG0002888	SACKO_13850	LYTVA_26972
OG0002889	SACKO_25507	LYTVA_16314
OG0002890	SACKO_30231	LYTVA_20159
OG0002891	SACKO_25660	LYTVA_09791, LYTVA_12147
OG0002895	SACKO_07081	LYTVA_26396
OG0002896	SACKO_21159	LYTVA_13760
OG0002897	SACKO_11527	LYTVA_21966
OG0002898	SACKO_12347, SACKO_11652	LYTVA_17182
OG0002898	SACKO_11662	LYTVA_16018, LYTVA_16016
OG0002899	SACKO_20293	LYTVA_26043
OG0002900	SACKO_23521	LYTVA_01085
OG0002900	SACKO_11843	LYTVA_01793
OG0002901	SACKO_31339	LYTVA_21898
OG0002902	SACKO_31560	LYTVA_25031
OG0002904	SACKO_27844, SACKO_28611	LYTVA_27706
OG0002905	SACKO_05520	LYTVA_26816
OG0002906	SACKO_11930, SACKO_11931	LYTVA_16028, LYTVA_16029, LYTVA_12205
OG0002908	SACKO_04538	LYTVA_05679
OG0002909	SACKO_23664	LYTVA_25972
OG0002910	SACKO_29263	LYTVA_27131, LYTVA_11896
OG0002911	SACKO_07058	LYTVA_24799
OG0002912	SACKO_26709, SACKO_25820, SACKO_25821	LYTVA_07087
OG0002913	SACKO_06634	LYTVA_29014, LYTVA_16275
OG0002915	SACKO_04947	LYTVA_04120
OG0002917	SACKO_26409	LYTVA_05198
OG0002919	SACKO_02462	LYTVA_03708
OG0002920	SACKO_13867, SACKO_14229	LYTVA_11279
OG0002921	SACKO_33268	LYTVA_27879
OG0002923	SACKO_26728	LYTVA_00338
OG0002924	SACKO_13053	LYTVA_14915
OG0002925	SACKO_11448	LYTVA_20567
OG0002926	SACKO_00854	LYTVA_04390
OG0002927	SACKO_16689	LYTVA_13304, LYTVA_02118
OG0002944	SACKO_29103	LYTVA_05446
OG0002945	SACKO_10023	LYTVA_06562, LYTVA_11930
OG0002947	SACKO_15400	LYTVA_12540
OG0002948	SACKO_14209	LYTVA_06849, LYTVA_06850, LYTVA_11784
OG0002949	SACKO_05711	LYTVA_16087
OG0002950	SACKO_25017	LYTVA_20825
OG0002952	SACKO_25112	LYTVA_11677
OG0002953	SACKO_25506	LYTVA_24232
OG0002954	SACKO_31927, SACKO_03834	LYTVA_27076
OG0002955	SACKO_05650	LYTVA_08492
OG0002956	SACKO_00857	LYTVA_29021
OG0002957	SACKO_29770	LYTVA_02020
OG0002959	SACKO_03836	LYTVA_09399
OG0002961	SACKO_22229	LYTVA_01187
OG0002962	SACKO_02237	LYTVA_21311
OG0002964	SACKO_22385	LYTVA_00396
OG0002966	SACKO_04692	LYTVA_04762
OG0002967	SACKO_11046	LYTVA_29445
OG0002969	SACKO_02667	LYTVA_21133, LYTVA_18655
OG0002971	SACKO_19758	LYTVA_29010
OG0002973	SACKO_14102	LYTVA_25878
OG0002974	SACKO_29031	LYTVA_28658, LYTVA_15364
OG0002976	SACKO_31461	LYTVA_21549
OG0002977	SACKO_20192	LYTVA_25111
OG0002978	SACKO_17957	LYTVA_01781
OG0002979	SACKO_20128	LYTVA_23820
OG0002980	SACKO_15763, SACKO_31300, SACKO_32316	LYTVA_09613, LYTVA_01121, LYTVA_13756, LYTVA_25964
OG0002982	SACKO_13358	LYTVA_23766
OG0002983	SACKO_27335	LYTVA_21419
OG0002984	SACKO_19745	LYTVA_29653
OG0002985	SACKO_30570	LYTVA_15482, LYTVA_08966
OG0002987	SACKO_24109	LYTVA_03673
OG0002988	SACKO_28450	LYTVA_22486
OG0002989	SACKO_23453	LYTVA_23227, LYTVA_10772
OG0002990	SACKO_28950	LYTVA_23760
OG0002991	SACKO_16196	LYTVA_08511, LYTVA_10060
OG0002994	SACKO_25065	LYTVA_17251
OG0002995	SACKO_17689	LYTVA_24575
OG0002996	SACKO_16051	LYTVA_08312
OG0002997	SACKO_03884	LYTVA_11217
OG0002998	SACKO_08408	LYTVA_24592, LYTVA_26894
OG0003000	SACKO_26255, SACKO_26250, SACKO_21144, SACKO_23866	LYTVA_05386
OG0003001	SACKO_02123	LYTVA_10762
OG0003002	SACKO_24578	LYTVA_10079, LYTVA_02883
OG0003003	SACKO_12840	LYTVA_23446
OG0003004	SACKO_15243, SACKO_08904	LYTVA_18695
OG0003005	SACKO_09366	LYTVA_16562
OG0003006	SACKO_09983	LYTVA_29828
OG0003008	SACKO_14283	LYTVA_13595, LYTVA_19423
OG0003009	SACKO_23162	LYTVA_16184
OG0003010	SACKO_04866	LYTVA_08548, LYTVA_02560
OG0003011	SACKO_09511	LYTVA_26566
OG0003013	SACKO_22831	LYTVA_09610
OG0003014	SACKO_30554	LYTVA_22017
OG0003016	SACKO_10325	LYTVA_27110
OG0003016	SACKO_10324	LYTVA_09030
OG0003017	SACKO_30528, SACKO_28070	LYTVA_19123
OG0003018	SACKO_21884, SACKO_15715	LYTVA_21456
OG0003019	SACKO_22182	LYTVA_10940, LYTVA_20369
OG0003020	SACKO_29408, SACKO_10424, SACKO_10423	LYTVA_21575, LYTVA_21923
OG0003021	SACKO_12395	LYTVA_19441
OG0003022	SACKO_00432	LYTVA_20857
OG0003025	SACKO_25265	LYTVA_21705
OG0003026	SACKO_02570	LYTVA_04075
OG0003027	SACKO_20718	LYTVA_14207
OG0003028	SACKO_26969	LYTVA_26826
OG0003029	SACKO_23336	LYTVA_18674
OG0003030	SACKO_20385	LYTVA_04978
OG0003031	SACKO_31229, SACKO_13025	LYTVA_28630
OG0003032	SACKO_02283	LYTVA_06927
OG0003033	SACKO_21096	LYTVA_09117
OG0003034	SACKO_10723	LYTVA_09525
OG0003035	SACKO_13056	LYTVA_21238
OG0003036	SACKO_03961	LYTVA_15519
OG0003037	SACKO_16276	LYTVA_00120, LYTVA_12907
OG0003037	SACKO_16281	LYTVA_16935, LYTVA_12672, LYTVA_16933
OG0003038	SACKO_26887	LYTVA_17319
OG0003039	SACKO_17992	LYTVA_26569
OG0003041	SACKO_15164	LYTVA_21518, LYTVA_08163, LYTVA_17266
OG0003043	SACKO_02021	LYTVA_21296
OG0003044	SACKO_29708	LYTVA_27780
OG0003045	SACKO_27785	LYTVA_09604, LYTVA_16305
OG0003046	SACKO_19289	LYTVA_11309, LYTVA_01962
OG0003048	SACKO_30401	LYTVA_03002
OG0003049	SACKO_27605	LYTVA_12503
OG0003051	SACKO_22120	LYTVA_12265, LYTVA_06150
OG0003052	SACKO_31888	LYTVA_22607
OG0003053	SACKO_00124	LYTVA_03274
OG0003054	SACKO_23775	LYTVA_02503
OG0003055	SACKO_14713	LYTVA_01129
OG0003056	SACKO_30441	LYTVA_27575, LYTVA_15255
OG0003057	SACKO_10359	LYTVA_02197, LYTVA_15955
OG0003058	SACKO_30857	LYTVA_15514
OG0003059	SACKO_10958, SACKO_20443	LYTVA_28530
OG0003060	SACKO_07187	LYTVA_15832
OG0003061	SACKO_01288	LYTVA_13436
OG0003063	SACKO_07757	LYTVA_13937
OG0003064	SACKO_30917	LYTVA_26915
OG0003065	SACKO_12532	LYTVA_18370
OG0003066	SACKO_05874	LYTVA_18475, LYTVA_18168
OG0003069	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101	LYTVA_27795, LYTVA_28627, LYTVA_28626, LYTVA_04639, LYTVA_23060, LYTVA_09626, LYTVA_22123
OG0003072	SACKO_22003	LYTVA_05083
OG0003073	SACKO_19888	LYTVA_10379
OG0003073	SACKO_03463	LYTVA_23184
OG0003074	SACKO_00277	LYTVA_22595
OG0003075	SACKO_11591	LYTVA_08096, LYTVA_08095
OG0003077	SACKO_28671	LYTVA_01212
OG0003079	SACKO_01137	LYTVA_18034
OG0003083	SACKO_27427	LYTVA_07032, LYTVA_12789
OG0003084	SACKO_01950	LYTVA_19068, LYTVA_20372, LYTVA_22301, LYTVA_20373
OG0003085	SACKO_10244	LYTVA_23336
OG0003103	SACKO_09737	LYTVA_02396
OG0003106	SACKO_29288	LYTVA_02338
OG0003107	SACKO_16349	LYTVA_08803
OG0003108	SACKO_22455, SACKO_26646	LYTVA_01209
OG0003109	SACKO_13832	LYTVA_27242, LYTVA_26971, LYTVA_26974
OG0003111	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371	LYTVA_10117, LYTVA_13563
OG0003112	SACKO_27668	LYTVA_12015, LYTVA_15965
OG0003114	SACKO_15238	LYTVA_24574
OG0003115	SACKO_01855	LYTVA_09781
OG0003118	SACKO_04745	LYTVA_24532
OG0003119	SACKO_13546	LYTVA_04583
OG0003120	SACKO_22096, SACKO_22116	LYTVA_05733
OG0003121	SACKO_16521	LYTVA_26398
OG0003122	SACKO_03121	LYTVA_29592
OG0003124	SACKO_04410	LYTVA_26612, LYTVA_10083
OG0003125	SACKO_29448	LYTVA_18948
OG0003128	SACKO_04405	LYTVA_12794
OG0003130	SACKO_29703	LYTVA_13846
OG0003131	SACKO_18830	LYTVA_22393, LYTVA_00785
OG0003132	SACKO_33715	LYTVA_24862
OG0003133	SACKO_25555	LYTVA_08385
OG0003134	SACKO_01816	LYTVA_29662, LYTVA_23413
OG0003135	SACKO_03116	LYTVA_25688, LYTVA_09090
OG0003136	SACKO_03114	LYTVA_01323
OG0003137	SACKO_15912	LYTVA_03327
OG0003138	SACKO_22321	LYTVA_08319
OG0003140	SACKO_06695	LYTVA_04869
OG0003142	SACKO_05126	LYTVA_07778
OG0003143	SACKO_07814	LYTVA_17565
OG0003144	SACKO_03680	LYTVA_27951, LYTVA_27950
OG0003145	SACKO_14415	LYTVA_18564
OG0003146	SACKO_04352	LYTVA_09272
OG0003147	SACKO_09203, SACKO_13733	LYTVA_29462
OG0003148	SACKO_01512, SACKO_01504	LYTVA_08624
OG0003149	SACKO_12102	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791
OG0003150	SACKO_33473	LYTVA_19654
OG0003151	SACKO_01605	LYTVA_15917
OG0003153	SACKO_16378	LYTVA_03003
OG0003154	SACKO_22446	LYTVA_02322
OG0003155	SACKO_10655, SACKO_09935	LYTVA_10136
OG0003156	SACKO_27553, SACKO_06021	LYTVA_09137
OG0003157	SACKO_30627	LYTVA_21022
OG0003158	SACKO_02553	LYTVA_11944
OG0003159	SACKO_17748, SACKO_01588	LYTVA_17654
OG0003160	SACKO_12466	LYTVA_16473
OG0003161	SACKO_09109	LYTVA_24026
OG0003163	SACKO_09039	LYTVA_08131, LYTVA_00115
OG0003167	SACKO_21224	LYTVA_21658, LYTVA_06673
OG0003168	SACKO_04787	LYTVA_21725
OG0003169	SACKO_19319	LYTVA_23879
OG0003171	SACKO_11574	LYTVA_02028
OG0003172	SACKO_02203, SACKO_02691	LYTVA_20354, LYTVA_07071
OG0003174	SACKO_14589	LYTVA_25932
OG0003176	SACKO_19057	LYTVA_24549
OG0003177	SACKO_24963	LYTVA_18012, LYTVA_27860
OG0003178	SACKO_18493, SACKO_11994	LYTVA_19101
OG0003179	SACKO_33031, SACKO_21707	LYTVA_04455
OG0003181	SACKO_00391	LYTVA_18551
OG0003183	SACKO_15802	LYTVA_01171
OG0003184	SACKO_29685	LYTVA_06204
OG0003185	SACKO_19190	LYTVA_04498
OG0003187	SACKO_23198	LYTVA_17204
OG0003188	SACKO_32262	LYTVA_11357
OG0003189	SACKO_10353	LYTVA_15037, LYTVA_03261
OG0003190	SACKO_23848	LYTVA_00219, LYTVA_10159, LYTVA_29362, LYTVA_28760
OG0003191	SACKO_03093	LYTVA_04471, LYTVA_10768
OG0003192	SACKO_13024	LYTVA_21359
OG0003193	SACKO_21175	LYTVA_19147
OG0003194	SACKO_30088, SACKO_17566, SACKO_01119, SACKO_02887, SACKO_02885, SACKO_29755	LYTVA_17057, LYTVA_08696, LYTVA_12324
OG0003194	SACKO_09227	LYTVA_19921
OG0003195	SACKO_28742	LYTVA_13150
OG0003196	SACKO_29608	LYTVA_22665
OG0003196	SACKO_08178	LYTVA_00345
OG0003198	SACKO_09167	LYTVA_05453
OG0003199	SACKO_33150	LYTVA_14841
OG0003201	SACKO_03602	LYTVA_27379
OG0003202	SACKO_17487	LYTVA_17714
OG0003203	SACKO_00828	LYTVA_08240
OG0003204	SACKO_31707	LYTVA_11673
OG0003205	SACKO_12111	LYTVA_08249
OG0003206	SACKO_17979, SACKO_17971, SACKO_19787	LYTVA_07286
OG0003207	SACKO_07582	LYTVA_15862
OG0003210	SACKO_27430	LYTVA_15515
OG0003211	SACKO_07520, SACKO_23746	LYTVA_01718, LYTVA_29781
OG0003212	SACKO_00699	LYTVA_21928
OG0003214	SACKO_02358	LYTVA_25327, LYTVA_22874
OG0003215	SACKO_14011	LYTVA_05541
OG0003216	SACKO_05075, SACKO_33513	LYTVA_18450, LYTVA_07823
OG0003217	SACKO_20635	LYTVA_00325
OG0003218	SACKO_33469	LYTVA_24470, LYTVA_25657
OG0003219	SACKO_24194	LYTVA_03705
OG0003220	SACKO_26339, SACKO_03695	LYTVA_16356
OG0003222	SACKO_26715	LYTVA_24360
OG0003223	SACKO_26827	LYTVA_01295
OG0003224	SACKO_07681	LYTVA_06526
OG0003225	SACKO_07427	LYTVA_27283
OG0003226	SACKO_15104	LYTVA_06660
OG0003227	SACKO_30234	LYTVA_27439
OG0003228	SACKO_07288	LYTVA_12062
OG0003229	SACKO_02081	LYTVA_27662, LYTVA_26664
OG0003230	SACKO_19470	LYTVA_17038
OG0003232	SACKO_01247	LYTVA_13440, LYTVA_24668
OG0003234	SACKO_06768	LYTVA_29645, LYTVA_00303, LYTVA_07989, LYTVA_16996, LYTVA_07481, LYTVA_24015, LYTVA_15403, LYTVA_05454, LYTVA_17107, LYTVA_02073, LYTVA_12901, LYTVA_07700, LYTVA_28681, LYTVA_29461, LYTVA_29992, LYTVA_09022, LYTVA_12924, LYTVA_18391, LYTVA_21485
OG0003235	SACKO_26089	LYTVA_21510
OG0003239	SACKO_15782	LYTVA_22224, LYTVA_02164
OG0003250	SACKO_00843	LYTVA_08992
OG0003251	SACKO_32082	LYTVA_05050
OG0003252	SACKO_18053	LYTVA_06155, LYTVA_01361, LYTVA_18274
OG0003254	SACKO_11378	LYTVA_09955, LYTVA_19250
OG0003256	SACKO_23680, SACKO_29106, SACKO_23704	LYTVA_02447, LYTVA_17876, LYTVA_02448
OG0003257	SACKO_04676	LYTVA_21941
OG0003258	SACKO_14130	LYTVA_15192
OG0003259	SACKO_01956	LYTVA_04256
OG0003261	SACKO_25373	LYTVA_29093
OG0003262	SACKO_00711	LYTVA_15602
OG0003265	SACKO_09798	LYTVA_26361
OG0003266	SACKO_12236	LYTVA_04525
OG0003267	SACKO_32336	LYTVA_15112
OG0003268	SACKO_05287	LYTVA_05049
OG0003269	SACKO_28019	LYTVA_23633, LYTVA_11040
OG0003270	SACKO_25439	LYTVA_13699
OG0003271	SACKO_12071	LYTVA_30163
OG0003273	SACKO_11959	LYTVA_22153
OG0003274	SACKO_01154, SACKO_06798, SACKO_18342	LYTVA_06723, LYTVA_15432, LYTVA_16119, LYTVA_02293, LYTVA_17041, LYTVA_12157
OG0003275	SACKO_30780, SACKO_30771	LYTVA_01946
OG0003276	SACKO_32351	LYTVA_19515
OG0003277	SACKO_01244	LYTVA_01672
OG0003278	SACKO_03134	LYTVA_30138, LYTVA_15067, LYTVA_03970, LYTVA_30141
OG0003279	SACKO_30116	LYTVA_22067
OG0003280	SACKO_10441	LYTVA_00225
OG0003282	SACKO_27155	LYTVA_26660
OG0003283	SACKO_28354, SACKO_30822	LYTVA_19055
OG0003284	SACKO_30896	LYTVA_07395
OG0003285	SACKO_15930, SACKO_17986, SACKO_30408	LYTVA_21895, LYTVA_02369, LYTVA_00711, LYTVA_22263, LYTVA_25097, LYTVA_04699, LYTVA_05816, LYTVA_04960
OG0003287	SACKO_28184	LYTVA_04035
OG0003288	SACKO_10698	LYTVA_05759
OG0003289	SACKO_01897	LYTVA_23134
OG0003292	SACKO_27423	LYTVA_27484
OG0003293	SACKO_06484, SACKO_23226	LYTVA_23172
OG0003294	SACKO_17331	LYTVA_21015
OG0003298	SACKO_14529	LYTVA_06668
OG0003299	SACKO_29252	LYTVA_27409
OG0003301	SACKO_27778	LYTVA_23817
OG0003302	SACKO_17873	LYTVA_14810
OG0003303	SACKO_11752	LYTVA_24993
OG0003304	SACKO_33198, SACKO_06173	LYTVA_14305
OG0003306	SACKO_02846	LYTVA_12285
OG0003307	SACKO_00155	LYTVA_19258
OG0003309	SACKO_25385	LYTVA_24870
OG0003311	SACKO_05588	LYTVA_19481
OG0003312	SACKO_33050	LYTVA_19611, LYTVA_27013
OG0003313	SACKO_28228, SACKO_13771	LYTVA_27941, LYTVA_03201, LYTVA_29008, LYTVA_29969, LYTVA_29968
OG0003314	SACKO_02370	LYTVA_03704
OG0003315	SACKO_11264	LYTVA_23855
OG0003316	SACKO_02137	LYTVA_10053
OG0003317	SACKO_05670	LYTVA_16088
OG0003318	SACKO_23709	LYTVA_12509
OG0003319	SACKO_26946	LYTVA_03878
OG0003320	SACKO_10308, SACKO_31257	LYTVA_27746
OG0003321	SACKO_30235	LYTVA_12209
OG0003323	SACKO_13406	LYTVA_21921, LYTVA_29457
OG0003324	SACKO_13710	LYTVA_19291
OG0003325	SACKO_05232	LYTVA_29523
OG0003326	SACKO_25613	LYTVA_27915
OG0003327	SACKO_29807, SACKO_16114	LYTVA_17271
OG0003329	SACKO_03764	LYTVA_23352
OG0003330	SACKO_32249	LYTVA_11365
OG0003331	SACKO_03264	LYTVA_27609
OG0003332	SACKO_23821, SACKO_23810, SACKO_23819	LYTVA_18115
OG0003333	SACKO_30489	LYTVA_07549, LYTVA_15167
OG0003334	SACKO_00195	LYTVA_07048, LYTVA_05755, LYTVA_06269
OG0003335	SACKO_15302	LYTVA_09092
OG0003336	SACKO_22803, SACKO_22795	LYTVA_09250
OG0003337	SACKO_14865	LYTVA_18787, LYTVA_03331, LYTVA_10706
OG0003338	SACKO_27567	LYTVA_18538
OG0003340	SACKO_04037	LYTVA_13141
OG0003341	SACKO_02780	LYTVA_16037
OG0003343	SACKO_29714	LYTVA_11177
OG0003344	SACKO_26970	LYTVA_00862
OG0003345	SACKO_06543	LYTVA_14037, LYTVA_04588, LYTVA_15485
OG0003347	SACKO_04192	LYTVA_23337
OG0003348	SACKO_18275	LYTVA_06310
OG0003349	SACKO_20573	LYTVA_10341, LYTVA_20619
OG0003350	SACKO_26402, SACKO_27781	LYTVA_01036, LYTVA_27211
OG0003351	SACKO_07863	LYTVA_18815
OG0003352	SACKO_16000	LYTVA_05218
OG0003353	SACKO_27934	LYTVA_01424
OG0003354	SACKO_00210	LYTVA_25191, LYTVA_01307
OG0003355	SACKO_21459	LYTVA_27910
OG0003356	SACKO_19552, SACKO_19562	LYTVA_06879
OG0003357	SACKO_12468	LYTVA_11630, LYTVA_02906
OG0003358	SACKO_23618	LYTVA_12289
OG0003359	SACKO_15399, SACKO_15411	LYTVA_06032
OG0003360	SACKO_11966	LYTVA_13266, LYTVA_19199
OG0003361	SACKO_19401	LYTVA_03232, LYTVA_03231
OG0003362	SACKO_14757	LYTVA_05394
OG0003364	SACKO_11623	LYTVA_03516, LYTVA_25779
OG0003366	SACKO_31581	LYTVA_15074
OG0003367	SACKO_32690, SACKO_10006, SACKO_09981	LYTVA_14081, LYTVA_11417
OG0003368	SACKO_17847	LYTVA_18642
OG0003369	SACKO_17735	LYTVA_14942
OG0003370	SACKO_19353	LYTVA_24757
OG0003371	SACKO_26767	LYTVA_20522, LYTVA_24363
OG0003372	SACKO_30945	LYTVA_14495, LYTVA_14497
OG0003373	SACKO_09624	LYTVA_27185, LYTVA_10709, LYTVA_17994, LYTVA_22268, LYTVA_11970
OG0003374	SACKO_32930	LYTVA_08104
OG0003375	SACKO_08748	LYTVA_28328, LYTVA_27365
OG0003376	SACKO_10287	LYTVA_05006, LYTVA_26307
OG0003377	SACKO_23381	LYTVA_19125
OG0003379	SACKO_33295	LYTVA_06980
OG0003380	SACKO_05451	LYTVA_05440
OG0003381	SACKO_04584	LYTVA_07008, LYTVA_17658
OG0003382	SACKO_12662	LYTVA_16589, LYTVA_00823
OG0003383	SACKO_08095	LYTVA_14856
OG0003384	SACKO_24086	LYTVA_07291, LYTVA_28006
OG0003385	SACKO_11016	LYTVA_13084
OG0003386	SACKO_01067	LYTVA_26042
OG0003387	SACKO_03779	LYTVA_04937, LYTVA_25432, LYTVA_25430
OG0003388	SACKO_17919, SACKO_17906	LYTVA_28705
OG0003389	SACKO_23486, SACKO_14582	LYTVA_05033
OG0003391	SACKO_12505	LYTVA_14803, LYTVA_04532
OG0003392	SACKO_10639, SACKO_10646	LYTVA_24826
OG0003393	SACKO_33236	LYTVA_20136
