Orthogroup	SACKO_ok	AENJA_ok
OG0004505	SACKO_07933	AENJA_22550
OG0004506	SACKO_22735	AENJA_04842
OG0004507	SACKO_01169, SACKO_28863, SACKO_01183	AENJA_04865
OG0004508	SACKO_00949	AENJA_05015
OG0004509	SACKO_04702	AENJA_05239
OG0004510	SACKO_10418	AENJA_05329
OG0004511	SACKO_11442	AENJA_05552
OG0004512	SACKO_32401	AENJA_05863
OG0004513	SACKO_34197	AENJA_06212
OG0004514	SACKO_08578	AENJA_06216
OG0004515	SACKO_10522	AENJA_06345
OG0004517	SACKO_28631	AENJA_06724
OG0004518	SACKO_14581	AENJA_06827
OG0004519	SACKO_01174	AENJA_06969
OG0004520	SACKO_26274	AENJA_07201
OG0004521	SACKO_18409	AENJA_07309
OG0004522	SACKO_16466	AENJA_07491
OG0004523	SACKO_04848	AENJA_07641
OG0004525	SACKO_19797	AENJA_07831
OG0004526	SACKO_10282	AENJA_23914, AENJA_07835
OG0004527	SACKO_27212, SACKO_27206	AENJA_07903
OG0004529	SACKO_19291	AENJA_07944
OG0004530	SACKO_20418	AENJA_07969
OG0004532	SACKO_28637	AENJA_08236
OG0004533	SACKO_17772	AENJA_08347
OG0004534	SACKO_19903, SACKO_12762	AENJA_08393
OG0004535	SACKO_03150	AENJA_08570
OG0004536	SACKO_21274	AENJA_08588
OG0004537	SACKO_21349	AENJA_08657
OG0004538	SACKO_09085	AENJA_08665
OG0004539	SACKO_22173	AENJA_08729
OG0004540	SACKO_30901	AENJA_08799
OG0004541	SACKO_15485, SACKO_17639	AENJA_08939
OG0004542	SACKO_06292	AENJA_09105
OG0004543	SACKO_11922	AENJA_09120
OG0004544	SACKO_31438	AENJA_09219
OG0004545	SACKO_15736	AENJA_09222, AENJA_25205, AENJA_22344
OG0004546	SACKO_28524	AENJA_09271
OG0004547	SACKO_12149	AENJA_17725
OG0004548	SACKO_03951	AENJA_09557
OG0004550	SACKO_19164	AENJA_10990
OG0004551	SACKO_04145	AENJA_14630
OG0004552	SACKO_08469	AENJA_11123
OG0004553	SACKO_03082	AENJA_11290
OG0004554	SACKO_00814	AENJA_11434
OG0004555	SACKO_29011	AENJA_11497
OG0004556	SACKO_18821	AENJA_11553
OG0004557	SACKO_24872	AENJA_11598
OG0004558	SACKO_28349	AENJA_11692
OG0004559	SACKO_28715	AENJA_11902
OG0004560	SACKO_28894	AENJA_11928
OG0004561	SACKO_33874	AENJA_12022
OG0004563	SACKO_33905	AENJA_12215
OG0004564	SACKO_09067	AENJA_12530
OG0004565	SACKO_02187	AENJA_12612
OG0004566	SACKO_17991	AENJA_12676
OG0004567	SACKO_07155, SACKO_28403	AENJA_12797
OG0004568	SACKO_03130	AENJA_12890
OG0004569	SACKO_07551	AENJA_12953
OG0004570	SACKO_12970, SACKO_07861	AENJA_13253
OG0004571	SACKO_31573	AENJA_13264
OG0004572	SACKO_18957	AENJA_13346, AENJA_19525
OG0004573	SACKO_18454	AENJA_13416
OG0004574	SACKO_19725	AENJA_13790
OG0004575	SACKO_28113, SACKO_31116	AENJA_20717, AENJA_13882, AENJA_18997
OG0004576	SACKO_30468	AENJA_13910
OG0004577	SACKO_15685	AENJA_13927
OG0004578	SACKO_25847	AENJA_13961
OG0004579	SACKO_17206	AENJA_14039
OG0004580	SACKO_29417	AENJA_14065
OG0004581	SACKO_30000	AENJA_14240
OG0004582	SACKO_20979, SACKO_20988	AENJA_14257
OG0004583	SACKO_05163	AENJA_14685
OG0004584	SACKO_03076	AENJA_14870
OG0004585	SACKO_13522	AENJA_14884
OG0004587	SACKO_20399	AENJA_15222, AENJA_17865
OG0004588	SACKO_20226	AENJA_15364
OG0004589	SACKO_24508	AENJA_15580
OG0004590	SACKO_24523	AENJA_15587
OG0004591	SACKO_00006	AENJA_15650
OG0004592	SACKO_20946	AENJA_16014
OG0004593	SACKO_12736	AENJA_16066
OG0004594	SACKO_05883	AENJA_16146
OG0004595	SACKO_23859	AENJA_16184
OG0004596	SACKO_28471	AENJA_26048, AENJA_16300
OG0004597	SACKO_09052	AENJA_16315
OG0004599	SACKO_10527	AENJA_16431
OG0004601	SACKO_07622, SACKO_21914	AENJA_16456
OG0004602	SACKO_33314	AENJA_16684
OG0004603	SACKO_02772	AENJA_16691
OG0004605	SACKO_24891	AENJA_16792
OG0004606	SACKO_29308	AENJA_17079
OG0004607	SACKO_15058, SACKO_15026, SACKO_15055, SACKO_07746, SACKO_08584, SACKO_07758, SACKO_15049, SACKO_15028	AENJA_17110
OG0004608	SACKO_06096	AENJA_17422
OG0004609	SACKO_02975	AENJA_17443
OG0004610	SACKO_21418	AENJA_17485
OG0004611	SACKO_19720	AENJA_17567
OG0004612	SACKO_29135	AENJA_17697
OG0004613	SACKO_19929, SACKO_19918	AENJA_17756
OG0004614	SACKO_06287	AENJA_17767
OG0004615	SACKO_28291	AENJA_17805
OG0004616	SACKO_18631	AENJA_17897
OG0004617	SACKO_32229	AENJA_17898
OG0004618	SACKO_04320	AENJA_17899
OG0004619	SACKO_13215	AENJA_18030
OG0004621	SACKO_14185	AENJA_18130
OG0004622	SACKO_09412	AENJA_18238
OG0004623	SACKO_12927, SACKO_20389	AENJA_18259
OG0004624	SACKO_12781	AENJA_18455
OG0004625	SACKO_24501	AENJA_18747
OG0004625	SACKO_24514	AENJA_18748
OG0004627	SACKO_04597	AENJA_19058
OG0004628	SACKO_04292	AENJA_19220
OG0004629	SACKO_21350	AENJA_19229
OG0004631	SACKO_01707, SACKO_23017	AENJA_19307
OG0004632	SACKO_18527	AENJA_19345
OG0004633	SACKO_12575	AENJA_19396
OG0004634	SACKO_31100	AENJA_19399
OG0004635	SACKO_11047	AENJA_19421
OG0004636	SACKO_13805	AENJA_19426, AENJA_24337, AENJA_24339
OG0004637	SACKO_21062, SACKO_21063	AENJA_19514
OG0004638	SACKO_13654	AENJA_19695
OG0004639	SACKO_03968	AENJA_19701
OG0004640	SACKO_00552	AENJA_20049
OG0004641	SACKO_18334	AENJA_20072
OG0004642	SACKO_25061	AENJA_20253
OG0004643	SACKO_25343	AENJA_20590
OG0004644	SACKO_07275	AENJA_20785
OG0004645	SACKO_01906	AENJA_20920
OG0004646	SACKO_21323	AENJA_20935
OG0004647	SACKO_11839	AENJA_21162
OG0004648	SACKO_17990	AENJA_21464
OG0004649	SACKO_18305	AENJA_21530
OG0004651	SACKO_04435	AENJA_21665
OG0004652	SACKO_08505	AENJA_21741
OG0004653	SACKO_06905	AENJA_21780
OG0004654	SACKO_14273	AENJA_21881
OG0004655	SACKO_08288	AENJA_21945
OG0004656	SACKO_08512	AENJA_22399
OG0004657	SACKO_21555	AENJA_22627
OG0004658	SACKO_03635	AENJA_22666
OG0004659	SACKO_29850	AENJA_22731
OG0004660	SACKO_08980	AENJA_22903
OG0004661	SACKO_21871, SACKO_15533	AENJA_23009
OG0004662	SACKO_07270	AENJA_23022
OG0004663	SACKO_18226	AENJA_23128
OG0004664	SACKO_08400	AENJA_23247
OG0004665	SACKO_02665	AENJA_23350
OG0004666	SACKO_26861	AENJA_23667
OG0004667	SACKO_11659	AENJA_23857
OG0004669	SACKO_26889	AENJA_23970
OG0004670	SACKO_30167	AENJA_23983
OG0004671	SACKO_31183	AENJA_24032
OG0004672	SACKO_20480	AENJA_24195
OG0004673	SACKO_00641	AENJA_24385
OG0004674	SACKO_20254	AENJA_24465
OG0004675	SACKO_13667	AENJA_24642
OG0004676	SACKO_05823	AENJA_24878
OG0004677	SACKO_09059	AENJA_24896
OG0004679	SACKO_18272	AENJA_25314
OG0004680	SACKO_32497	AENJA_25330
OG0004682	SACKO_09594	AENJA_25603
OG0004683	SACKO_31594	AENJA_25906
OG0004685	SACKO_33019	AENJA_26252
OG0004686	SACKO_22926	AENJA_26610
OG0004687	SACKO_17225	AENJA_26633
OG0004688	SACKO_26453, SACKO_26468, SACKO_26437	AENJA_26638
OG0004690	SACKO_22702	AENJA_26765
OG0004691	SACKO_19375	AENJA_26781
OG0004692	SACKO_15254, SACKO_15247	AENJA_26783
OG0004728	SACKO_04940	AENJA_00010
OG0004729	SACKO_09834	AENJA_00229
OG0004730	SACKO_16531	AENJA_00270
OG0004731	SACKO_13749, SACKO_23582	AENJA_00435
OG0004732	SACKO_25624, SACKO_15851	AENJA_00454
OG0004733	SACKO_01861	AENJA_00482
OG0004735	SACKO_12686	AENJA_00527
OG0004736	SACKO_14542	AENJA_00579
OG0004738	SACKO_22069	AENJA_00974
OG0004739	SACKO_09731	AENJA_00833
OG0004740	SACKO_05635	AENJA_00889
OG0004742	SACKO_07476, SACKO_07445, SACKO_04184	AENJA_23368, AENJA_00933
OG0004744	SACKO_02238	AENJA_01048
OG0004746	SACKO_32247	AENJA_01964
OG0004747	SACKO_23321	AENJA_02204
OG0004748	SACKO_32597	AENJA_25929, AENJA_25930, AENJA_02212
OG0004749	SACKO_00284	AENJA_02213
OG0004750	SACKO_02502, SACKO_19769, SACKO_19873, SACKO_02501	AENJA_02329
OG0004751	SACKO_28095	AENJA_02331
OG0004752	SACKO_03624, SACKO_07505	AENJA_02350
OG0004753	SACKO_12573, SACKO_03985	AENJA_02412
OG0004754	SACKO_22726	AENJA_02418
OG0004755	SACKO_27183	AENJA_02461
OG0004756	SACKO_18350	AENJA_02560
OG0004757	SACKO_18246	AENJA_02653
OG0004758	SACKO_13396	AENJA_02719
OG0004759	SACKO_34003	AENJA_02782
OG0004760	SACKO_05577	AENJA_02947
OG0004761	SACKO_27689	AENJA_03060
OG0004762	SACKO_29409	AENJA_15891
OG0004762	SACKO_05447	AENJA_03398
OG0004763	SACKO_12232	AENJA_03524
OG0004764	SACKO_20994	AENJA_03553
OG0004765	SACKO_07355	AENJA_03642
OG0004766	SACKO_32276	AENJA_03824
OG0004767	SACKO_33918	AENJA_03880
OG0004768	SACKO_30578	AENJA_03887
OG0004769	SACKO_32280	AENJA_04019
OG0004770	SACKO_04206	AENJA_04020
OG0004771	SACKO_23350	AENJA_04031
OG0004772	SACKO_28701	AENJA_04226
OG0004772	SACKO_01037	AENJA_12095
OG0004774	SACKO_28719	AENJA_04499
OG0004775	SACKO_01388	AENJA_04683, AENJA_14667
OG0004776	SACKO_29740	AENJA_04694
OG0004777	SACKO_28902	AENJA_04780
OG0004778	SACKO_32102	AENJA_25387, AENJA_15331, AENJA_16962, AENJA_04906
OG0004779	SACKO_00055	AENJA_19733, AENJA_05191
OG0004780	SACKO_09267	AENJA_05349
OG0004781	SACKO_09515	AENJA_05336
OG0004782	SACKO_16563	AENJA_05376
OG0004783	SACKO_02106	AENJA_05756
OG0004784	SACKO_30267	AENJA_05766
OG0004785	SACKO_00636, SACKO_06901	AENJA_05817
OG0004786	SACKO_02680	AENJA_05823
OG0004787	SACKO_25599	AENJA_05829
OG0004788	SACKO_02726	AENJA_05904
OG0004789	SACKO_25428	AENJA_06213
OG0004790	SACKO_00724	AENJA_06220
OG0004791	SACKO_32615	AENJA_06248
OG0004792	SACKO_07545	AENJA_06378
OG0004793	SACKO_30281	AENJA_06468
OG0004794	SACKO_26985	AENJA_06550
OG0004796	SACKO_28000	AENJA_06612
OG0004797	SACKO_30159	AENJA_06655
OG0004798	SACKO_23251	AENJA_06749
OG0004800	SACKO_17215	AENJA_18628, AENJA_06886
OG0004801	SACKO_21746	AENJA_07057
OG0004801	SACKO_21766	AENJA_07060
OG0004802	SACKO_30785, SACKO_30769	AENJA_07061
OG0004803	SACKO_18320	AENJA_07208
OG0004804	SACKO_24898	AENJA_07395
OG0004805	SACKO_04571	AENJA_07591
OG0004806	SACKO_18071	AENJA_07769
OG0004807	SACKO_18427	AENJA_14345, AENJA_07814
OG0004808	SACKO_18435, SACKO_18430	AENJA_07815
OG0004809	SACKO_02555	AENJA_07834
OG0004810	SACKO_28871	AENJA_07988
OG0004811	SACKO_16566	AENJA_07997
OG0004812	SACKO_11797	AENJA_08047
OG0004813	SACKO_25285	AENJA_08093
OG0004814	SACKO_05533	AENJA_08117
OG0004815	SACKO_24787, SACKO_15015	AENJA_08187
OG0004816	SACKO_16835	AENJA_08251
OG0004817	SACKO_27076	AENJA_08281
OG0004818	SACKO_10053	AENJA_08517
OG0004819	SACKO_33075	AENJA_08530
OG0004819	SACKO_00086	AENJA_08531
OG0004820	SACKO_14775	AENJA_08918
OG0004821	SACKO_16438	AENJA_09028
OG0004822	SACKO_24997	AENJA_09116
OG0004823	SACKO_22697	AENJA_09117
OG0004824	SACKO_06290	AENJA_09143
OG0004825	SACKO_28529, SACKO_28534	AENJA_09280
OG0004826	SACKO_17053	AENJA_09359
OG0004827	SACKO_15457	AENJA_09361
OG0004828	SACKO_05844	AENJA_09627
OG0004829	SACKO_15716	AENJA_09743
OG0004830	SACKO_13994	AENJA_09877
OG0004831	SACKO_18927	AENJA_09893
OG0004832	SACKO_04801	AENJA_09922
OG0004833	SACKO_29882	AENJA_09996
OG0004834	SACKO_08421	AENJA_10100
OG0004835	SACKO_20126	AENJA_10287
OG0004836	SACKO_21978	AENJA_10309
OG0004837	SACKO_25482	AENJA_10362
OG0004838	SACKO_16462	AENJA_10479
OG0004839	SACKO_05609	AENJA_10621
OG0004840	SACKO_08213	AENJA_10771
OG0004841	SACKO_05357	AENJA_10828
OG0004842	SACKO_17281	AENJA_10831
OG0004844	SACKO_06155	AENJA_11067
OG0004845	SACKO_24565	AENJA_11102
OG0004846	SACKO_15541	AENJA_11191
OG0004847	SACKO_08443	AENJA_11225
OG0004849	SACKO_34056	AENJA_11321
OG0004850	SACKO_19920	AENJA_11412
OG0004851	SACKO_24254	AENJA_11448
OG0004852	SACKO_22804	AENJA_11559
OG0004853	SACKO_14553	AENJA_11561
OG0004854	SACKO_31690, SACKO_23267	AENJA_11701
OG0004855	SACKO_12999	AENJA_11702
OG0004856	SACKO_25100	AENJA_11708
OG0004857	SACKO_06928	AENJA_11918
OG0004858	SACKO_31252	AENJA_12040
OG0004859	SACKO_12912	AENJA_12107
OG0004860	SACKO_23197	AENJA_12135
OG0004861	SACKO_31486	AENJA_12181
OG0004862	SACKO_15048	AENJA_23842, AENJA_20260, AENJA_12269, AENJA_12268
OG0004864	SACKO_13348	AENJA_12322
OG0004865	SACKO_05396	AENJA_17394, AENJA_12376
OG0004866	SACKO_11461	AENJA_12555
OG0004867	SACKO_19386	AENJA_12713
OG0004868	SACKO_11968	AENJA_12819
OG0004869	SACKO_27257	AENJA_12936
OG0004870	SACKO_13255	AENJA_12972
OG0004871	SACKO_20229	AENJA_13199
OG0004872	SACKO_19656	AENJA_13238
OG0004873	SACKO_22337	AENJA_13320, AENJA_24529
OG0004874	SACKO_11278	AENJA_13351
OG0004877	SACKO_28248	AENJA_13821
OG0004878	SACKO_10776, SACKO_26964	AENJA_13850
OG0004879	SACKO_26403	AENJA_13901
OG0004880	SACKO_24904	AENJA_14006
OG0004881	SACKO_05511	AENJA_14067
OG0004883	SACKO_22025	AENJA_14293
OG0004884	SACKO_25723	AENJA_14362, AENJA_15468
OG0004885	SACKO_33654	AENJA_14400
OG0004886	SACKO_23358	AENJA_14557
OG0004887	SACKO_01697	AENJA_14679
OG0004888	SACKO_33388	AENJA_14916
OG0004889	SACKO_25834	AENJA_15082
OG0004890	SACKO_04382, SACKO_03288	AENJA_15359
OG0004891	SACKO_14234	AENJA_15447
OG0004892	SACKO_28951	AENJA_15515
OG0004894	SACKO_15197	AENJA_15564
OG0004895	SACKO_33159	AENJA_15591
OG0004896	SACKO_22567	AENJA_15696
OG0004897	SACKO_02250	AENJA_15708
OG0004898	SACKO_02481	AENJA_15713
OG0004900	SACKO_08566	AENJA_15868
OG0004901	SACKO_16831	AENJA_16306
OG0004902	SACKO_09081	AENJA_16316
OG0004903	SACKO_16168	AENJA_16438
OG0004904	SACKO_30644	AENJA_16465
OG0004905	SACKO_20077, SACKO_20091, SACKO_22540, SACKO_10543	AENJA_16494
OG0004906	SACKO_27225	AENJA_16690, AENJA_26441
OG0004908	SACKO_14213	AENJA_16862
OG0004909	SACKO_22753	AENJA_16925
OG0004910	SACKO_09282	AENJA_16926
OG0004911	SACKO_20391	AENJA_16946
OG0004912	SACKO_01429	AENJA_17019
OG0004913	SACKO_17822	AENJA_17248
OG0004914	SACKO_04546	AENJA_17388
OG0004915	SACKO_20121	AENJA_17467
OG0004916	SACKO_27282	AENJA_17520
OG0004917	SACKO_11578, SACKO_25292	AENJA_17545
OG0004919	SACKO_29402	AENJA_17808
OG0004920	SACKO_07141	AENJA_17812
OG0004921	SACKO_04102, SACKO_33208	AENJA_17996
OG0004922	SACKO_12192	AENJA_18037
OG0004923	SACKO_11979	AENJA_26541, AENJA_18139
OG0004924	SACKO_11735	AENJA_18232
OG0004925	SACKO_00218	AENJA_18478
OG0004926	SACKO_24987	AENJA_18485
OG0004927	SACKO_11937	AENJA_18519
OG0004928	SACKO_30858	AENJA_18869
OG0004929	SACKO_26931, SACKO_26920	AENJA_18909
OG0004930	SACKO_11234	AENJA_18934
OG0004931	SACKO_32620	AENJA_19420
OG0004932	SACKO_24556	AENJA_19433
OG0004933	SACKO_32714	AENJA_19474
OG0004934	SACKO_17593	AENJA_19615
OG0004936	SACKO_32391	AENJA_19999
OG0004937	SACKO_05177	AENJA_20030, AENJA_25238
OG0004938	SACKO_19480, SACKO_26940	AENJA_20207
OG0004939	SACKO_21319	AENJA_20237
OG0004940	SACKO_26982	AENJA_20384
OG0004941	SACKO_10807	AENJA_20437
OG0004942	SACKO_13661	AENJA_20554
OG0004943	SACKO_12829	AENJA_21353
OG0004944	SACKO_10828	AENJA_21776
OG0004945	SACKO_04242	AENJA_24471
OG0004946	SACKO_22750	AENJA_22254
OG0004947	SACKO_20318	AENJA_22271
OG0004948	SACKO_08889, SACKO_25988, SACKO_05613	AENJA_22467
OG0004949	SACKO_22218	AENJA_22471
OG0004950	SACKO_00448	AENJA_22659
OG0004951	SACKO_01012	AENJA_22900
OG0004952	SACKO_17947	AENJA_23013
OG0004953	SACKO_07785	AENJA_23228
OG0004954	SACKO_21509	AENJA_23328
OG0004956	SACKO_26456	AENJA_23341
OG0004957	SACKO_08094	AENJA_23455
OG0004958	SACKO_29277	AENJA_23474
OG0004960	SACKO_09681	AENJA_23682
OG0004961	SACKO_22881	AENJA_23701
OG0004962	SACKO_08019	AENJA_23749
OG0004963	SACKO_23165	AENJA_23812
OG0004964	SACKO_32501	AENJA_24147
OG0004965	SACKO_26834	AENJA_24203
OG0004967	SACKO_19777	AENJA_24426
OG0004969	SACKO_26374	AENJA_24520
OG0004970	SACKO_01641, SACKO_10357	AENJA_24573
OG0004971	SACKO_06983	AENJA_24578
OG0004972	SACKO_22022	AENJA_24749
OG0004973	SACKO_26652	AENJA_24853
OG0004974	SACKO_08327	AENJA_24904
OG0004975	SACKO_00488	AENJA_25050
OG0004976	SACKO_08243, SACKO_02364	AENJA_25080
OG0004977	SACKO_22819	AENJA_25085
OG0004978	SACKO_30106	AENJA_25196
OG0004979	SACKO_02688	AENJA_25410
OG0004980	SACKO_20568	AENJA_25419
OG0004981	SACKO_04840	AENJA_25504
OG0004982	SACKO_22755	AENJA_25668
OG0004983	SACKO_03738	AENJA_25750
OG0004984	SACKO_23563	AENJA_25818
OG0004985	SACKO_31814	AENJA_26124
OG0004986	SACKO_10062	AENJA_26159
OG0004988	SACKO_18301	AENJA_26346
OG0004989	SACKO_11544	AENJA_26564
OG0004990	SACKO_26462	AENJA_26628
OG0004991	SACKO_26454	AENJA_26634
OG0004993	SACKO_02872	AENJA_26728
OG0005037	SACKO_04951	AENJA_00011
OG0005038	SACKO_27543	AENJA_00045
OG0005040	SACKO_25212	AENJA_00082
OG0005041	SACKO_04978	AENJA_00180
OG0005044	SACKO_29733	AENJA_00304
OG0005045	SACKO_19764	AENJA_00355
OG0005046	SACKO_12670	AENJA_00376
OG0005047	SACKO_09268	AENJA_00552
OG0005048	SACKO_06394	AENJA_00701
OG0005049	SACKO_28881	AENJA_00801
OG0005050	SACKO_03402	AENJA_00873
OG0005053	SACKO_07009	AENJA_01012
OG0005054	SACKO_14919	AENJA_01014
OG0005055	SACKO_33431	AENJA_01142
OG0005058	SACKO_07571	AENJA_01526
OG0005059	SACKO_08214	AENJA_01536
OG0005060	SACKO_04843, SACKO_00548	AENJA_01648, AENJA_09889
OG0005061	SACKO_04621	AENJA_01869
OG0005062	SACKO_26494	AENJA_01961
OG0005063	SACKO_31508	AENJA_02075
OG0005064	SACKO_08145	AENJA_02094, AENJA_02088
OG0005065	SACKO_01318, SACKO_01321	AENJA_02249
OG0005066	SACKO_14630	AENJA_03450
OG0005067	SACKO_18537	AENJA_02335
OG0005068	SACKO_22304	AENJA_02372
OG0005069	SACKO_02053	AENJA_02390
OG0005070	SACKO_10013	AENJA_02423
OG0005072	SACKO_25088	AENJA_02445
OG0005073	SACKO_22512	AENJA_02563
OG0005074	SACKO_26155	AENJA_02693
OG0005075	SACKO_15979	AENJA_02759
OG0005076	SACKO_12219	AENJA_02930
OG0005077	SACKO_24673	AENJA_02964
OG0005078	SACKO_12126	AENJA_03046
OG0005079	SACKO_14597	AENJA_03063
OG0005080	SACKO_17675	AENJA_03126
OG0005081	SACKO_28501	AENJA_03161
OG0005083	SACKO_14378	AENJA_03370
OG0005084	SACKO_10756	AENJA_03378
OG0005085	SACKO_08632	AENJA_03391
OG0005086	SACKO_09796	AENJA_03514
OG0005087	SACKO_26884	AENJA_03523
OG0005088	SACKO_07514	AENJA_03643
OG0005089	SACKO_21923	AENJA_03710
OG0005090	SACKO_28704	AENJA_03754
OG0005091	SACKO_20390	AENJA_03934
OG0005092	SACKO_30341	AENJA_03948
OG0005093	SACKO_00264	AENJA_03996
OG0005094	SACKO_29636	AENJA_04041
OG0005095	SACKO_11724	AENJA_04110
OG0005096	SACKO_08547	AENJA_04204
OG0005097	SACKO_28710	AENJA_04431
OG0005098	SACKO_02681	AENJA_04474
OG0005099	SACKO_28740	AENJA_04491
OG0005100	SACKO_15498	AENJA_04820
OG0005101	SACKO_13764, SACKO_34022, SACKO_17071, SACKO_17068	AENJA_04848
OG0005102	SACKO_00393, SACKO_21776, SACKO_00941, SACKO_00915, SACKO_00892, SACKO_00992	AENJA_04857
OG0005103	SACKO_29750	AENJA_04873
OG0005104	SACKO_16365	AENJA_05405
OG0005105	SACKO_24456	AENJA_05433
OG0005106	SACKO_14588	AENJA_05457
OG0005107	SACKO_25977	AENJA_05759
OG0005108	SACKO_00522	AENJA_19182
OG0005108	SACKO_00492	AENJA_05788
OG0005109	SACKO_00649, SACKO_06885	AENJA_05821
OG0005110	SACKO_25013	AENJA_05901
OG0005112	SACKO_17722	AENJA_06748
OG0005114	SACKO_33104	AENJA_06756
OG0005115	SACKO_03963	AENJA_07188
OG0005116	SACKO_26284	AENJA_07202
OG0005118	SACKO_19643	AENJA_07278
OG0005119	SACKO_24108	AENJA_07457
OG0005120	SACKO_05121, SACKO_07897	AENJA_07511, AENJA_10440
OG0005121	SACKO_14259	AENJA_07745
OG0005122	SACKO_27564	AENJA_07756
OG0005123	SACKO_25226	AENJA_07784
OG0005124	SACKO_09124	AENJA_07802
OG0005125	SACKO_18108	AENJA_07897
OG0005126	SACKO_15486	AENJA_08094
OG0005127	SACKO_26126	AENJA_08108
OG0005128	SACKO_18926	AENJA_08244
OG0005129	SACKO_31294	AENJA_08249
OG0005130	SACKO_30619	AENJA_08397
OG0005131	SACKO_30237	AENJA_08502
OG0005132	SACKO_04132	AENJA_08611
OG0005133	SACKO_31979	AENJA_08787
OG0005135	SACKO_21036	AENJA_15843
OG0005135	SACKO_21023	AENJA_09273
OG0005136	SACKO_05851	AENJA_09623
OG0005137	SACKO_11195	AENJA_22484
OG0005138	SACKO_04807	AENJA_09921
OG0005139	SACKO_31277	AENJA_09924
OG0005140	SACKO_16351	AENJA_09944
OG0005141	SACKO_24624, SACKO_15127	AENJA_09990
OG0005142	SACKO_14132	AENJA_10009
OG0005143	SACKO_20879	AENJA_10049
OG0005144	SACKO_19198	AENJA_22343
OG0005147	SACKO_11852	AENJA_10506
OG0005148	SACKO_18936	AENJA_10510
OG0005148	SACKO_01090, SACKO_18935, SACKO_05149	AENJA_18925
OG0005150	SACKO_02180	AENJA_10930
OG0005151	SACKO_21163	AENJA_11027, AENJA_18836
OG0005152	SACKO_10314	AENJA_11081
OG0005153	SACKO_28007, SACKO_24583, SACKO_25001, SACKO_05338	AENJA_11210
OG0005154	SACKO_29032	AENJA_11215
OG0005155	SACKO_33800	AENJA_11223
OG0005156	SACKO_21328	AENJA_11580
OG0005157	SACKO_24862	AENJA_11597
OG0005158	SACKO_06910	AENJA_11673
OG0005159	SACKO_22635, SACKO_31797	AENJA_11707
OG0005160	SACKO_03783	AENJA_11799
OG0005161	SACKO_03631	AENJA_11845
OG0005162	SACKO_21010	AENJA_11864
OG0005163	SACKO_30800	AENJA_16468
OG0005164	SACKO_08424, SACKO_34100	AENJA_12166
OG0005166	SACKO_11371	AENJA_12605
OG0005167	SACKO_33367	AENJA_12659
OG0005168	SACKO_22221	AENJA_12811
OG0005169	SACKO_23244	AENJA_12818
OG0005170	SACKO_08008	AENJA_12957
OG0005171	SACKO_16063	AENJA_13043
OG0005172	SACKO_05286	AENJA_13234
OG0005173	SACKO_14017	AENJA_13255
OG0005174	SACKO_26492	AENJA_13256
OG0005175	SACKO_09149	AENJA_13376
OG0005176	SACKO_08851, SACKO_08860	AENJA_13525
OG0005178	SACKO_15709	AENJA_13682
OG0005179	SACKO_15705	AENJA_13683
OG0005180	SACKO_16599	AENJA_13908
OG0005181	SACKO_26504	AENJA_13952
OG0005182	SACKO_02909	AENJA_13996
OG0005183	SACKO_21108	AENJA_14222
OG0005184	SACKO_06829	AENJA_14397
OG0005185	SACKO_19942	AENJA_14463
OG0005186	SACKO_05093	AENJA_14552
OG0005187	SACKO_15976	AENJA_14581
OG0005188	SACKO_06366, SACKO_04157	AENJA_14606
OG0005189	SACKO_22922	AENJA_14636
OG0005191	SACKO_04246	AENJA_14708
OG0005192	SACKO_20974	AENJA_14713
OG0005193	SACKO_16005, SACKO_16007, SACKO_29525	AENJA_15060, AENJA_15057
OG0005194	SACKO_33623	AENJA_15083
OG0005195	SACKO_33611	AENJA_15089
OG0005196	SACKO_10862, SACKO_29490	AENJA_15512
OG0005197	SACKO_08298	AENJA_15534
OG0005198	SACKO_23347	AENJA_15753
OG0005199	SACKO_11803	AENJA_15796
OG0005200	SACKO_29431	AENJA_15889
OG0005201	SACKO_32706	AENJA_15944
OG0005202	SACKO_06645	AENJA_16021
OG0005203	SACKO_28074	AENJA_16058
OG0005204	SACKO_24981	AENJA_16162
OG0005205	SACKO_14934	AENJA_16290
OG0005206	SACKO_07503	AENJA_16375, AENJA_16376
OG0005207	SACKO_14066	AENJA_16612
OG0005208	SACKO_10652	AENJA_16681
OG0005209	SACKO_21765	AENJA_16688
OG0005210	SACKO_25134	AENJA_16777
OG0005211	SACKO_33039	AENJA_16839
OG0005212	SACKO_31549	AENJA_16938
OG0005213	SACKO_29612	AENJA_17153
OG0005214	SACKO_01872	AENJA_17260
OG0005215	SACKO_09902	AENJA_17522
OG0005216	SACKO_26079, SACKO_26055	AENJA_17721
OG0005217	SACKO_26699	AENJA_17741
OG0005218	SACKO_34106	AENJA_22291
OG0005218	SACKO_32778	AENJA_17900
OG0005219	SACKO_01945	AENJA_18012
OG0005220	SACKO_21196	AENJA_18013
OG0005221	SACKO_29147	AENJA_18087
OG0005222	SACKO_00285, SACKO_30385	AENJA_18251
OG0005223	SACKO_01412	AENJA_18354
OG0005224	SACKO_03117	AENJA_18467
OG0005225	SACKO_09558	AENJA_18857
OG0005226	SACKO_06359	AENJA_19000
OG0005227	SACKO_15200	AENJA_19102
OG0005228	SACKO_17850	AENJA_23120, AENJA_19277
OG0005229	SACKO_03599	AENJA_19358
