Orthogroup	SACKO_ok	CAEEL
OG0003336	SACKO_22803, SACKO_22795	CAEEL18158
OG0003337	SACKO_14865	CAEEL05608
OG0003338	SACKO_27567	CAEEL07554
OG0003340	SACKO_04037	CAEEL05767
OG0003341	SACKO_02780	CAEEL15411
OG0003343	SACKO_29714	CAEEL02966
OG0003344	SACKO_26970	CAEEL04271
OG0003348	SACKO_18275	CAEEL00995
OG0003349	SACKO_20573	CAEEL11343
OG0003350	SACKO_26402, SACKO_27781	CAEEL18859
OG0003354	SACKO_00210	CAEEL07057
OG0003356	SACKO_19562	CAEEL05068
OG0003357	SACKO_12468	CAEEL05202
OG0003358	SACKO_23618	CAEEL15398
OG0003359	SACKO_15399, SACKO_15411	CAEEL08412
OG0003360	SACKO_11966	CAEEL09119
OG0003361	SACKO_19401	CAEEL15297, CAEEL13464, CAEEL07044
OG0003363	SACKO_02038	CAEEL04399
OG0003364	SACKO_11623	CAEEL06262
OG0003366	SACKO_31581	CAEEL13316, CAEEL13290
OG0003368	SACKO_17847	CAEEL04652
OG0003369	SACKO_17735	CAEEL11911
OG0003370	SACKO_33714, SACKO_19353	CAEEL19630, CAEEL09274
OG0003372	SACKO_30945	CAEEL04956
OG0003374	SACKO_32930	CAEEL09698
OG0003375	SACKO_08712	CAEEL19093
OG0003375	SACKO_08748	CAEEL04860
OG0003377	SACKO_23381	CAEEL19646
OG0003380	SACKO_05451	CAEEL07698, CAEEL08643
OG0003384	SACKO_24086	CAEEL12353
OG0003386	SACKO_01067	CAEEL04616
OG0003387	SACKO_03779	CAEEL12649, CAEEL12648
OG0003392	SACKO_10639, SACKO_10646	CAEEL18713
OG0003401	SACKO_27469	CAEEL18173, CAEEL19529
OG0003419	SACKO_07603	CAEEL20583, CAEEL07865
OG0003421	SACKO_01930, SACKO_01928	CAEEL18393
OG0003425	SACKO_21290	CAEEL12188
OG0003426	SACKO_29295	CAEEL06462
OG0003429	SACKO_18851	CAEEL00390
OG0003431	SACKO_02696	CAEEL20649
OG0003433	SACKO_19315	CAEEL17744
OG0003434	SACKO_27927	CAEEL08434
OG0003435	SACKO_25724	CAEEL04157
OG0003439	SACKO_33811	CAEEL10524
OG0003443	SACKO_22199	CAEEL18884
OG0003444	SACKO_29328	CAEEL04842
OG0003448	SACKO_29640	CAEEL01220
OG0003450	SACKO_15572	CAEEL06420
OG0003451	SACKO_04785	CAEEL02776, CAEEL02805
OG0003452	SACKO_24050	CAEEL02730
OG0003453	SACKO_10209	CAEEL11697
OG0003454	SACKO_30324	CAEEL07771
OG0003455	SACKO_22919	CAEEL01134
OG0003456	SACKO_28683	CAEEL00212, CAEEL00213
OG0003457	SACKO_17526, SACKO_07023	CAEEL19244
OG0003458	SACKO_07225	CAEEL14113
OG0003459	SACKO_12030	CAEEL16050
OG0003460	SACKO_05169	CAEEL19133
OG0003462	SACKO_00776	CAEEL11837
OG0003463	SACKO_31602	CAEEL07464
OG0003464	SACKO_26254	CAEEL15673
OG0003465	SACKO_23058	CAEEL00222
OG0003466	SACKO_02294	CAEEL06482
OG0003467	SACKO_32119	CAEEL09664
OG0003468	SACKO_00890	CAEEL10655
OG0003469	SACKO_13507	CAEEL09108
OG0003471	SACKO_27818	CAEEL12804
OG0003472	SACKO_24937	CAEEL07680, CAEEL07681
OG0003473	SACKO_33089	CAEEL09171
OG0003475	SACKO_31281	CAEEL01731
OG0003477	SACKO_20610	CAEEL02502
OG0003478	SACKO_00688	CAEEL00398, CAEEL07105, CAEEL19934
OG0003479	SACKO_01184	CAEEL12384
OG0003480	SACKO_11010	CAEEL01792
OG0003487	SACKO_25911, SACKO_25905	CAEEL02123
OG0003489	SACKO_29393	CAEEL00223
OG0003491	SACKO_26412	CAEEL18627, CAEEL05479
OG0003496	SACKO_06794	CAEEL01506
OG0003498	SACKO_01996, SACKO_01988	CAEEL16452
OG0003500	SACKO_07628	CAEEL01125
OG0003501	SACKO_30952	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302
OG0003502	SACKO_20189	CAEEL02400, CAEEL02281
OG0003503	SACKO_09739	CAEEL04457, CAEEL04454
OG0003505	SACKO_26757	CAEEL07950
OG0003506	SACKO_24649	CAEEL05248
OG0003507	SACKO_15223, SACKO_03869	CAEEL05679
OG0003508	SACKO_06902	CAEEL17418
OG0003509	SACKO_34164	CAEEL04891
OG0003511	SACKO_09852	CAEEL08351
OG0003513	SACKO_30320	CAEEL07182
OG0003514	SACKO_25947, SACKO_14249, SACKO_25494	CAEEL12733, CAEEL12734
OG0003515	SACKO_30659	CAEEL06636
OG0003517	SACKO_15617	CAEEL05196
OG0003518	SACKO_26732	CAEEL01719
OG0003519	SACKO_12908	CAEEL07239
OG0003522	SACKO_24463	CAEEL06276
OG0003523	SACKO_34177, SACKO_33207	CAEEL18694
OG0003524	SACKO_28813	CAEEL04264, CAEEL04265
OG0003526	SACKO_17051, SACKO_12308	CAEEL16001
OG0003528	SACKO_21089	CAEEL00365
OG0003531	SACKO_00165	CAEEL15168, CAEEL18062
OG0003532	SACKO_31069	CAEEL05027
OG0003538	SACKO_14572	CAEEL11099
OG0003539	SACKO_02852	CAEEL05895
OG0003541	SACKO_26803	CAEEL01632
OG0003542	SACKO_22721, SACKO_11144, SACKO_09930	CAEEL01115
OG0003543	SACKO_32884	CAEEL08637
OG0003544	SACKO_26949, SACKO_12520, SACKO_09816	CAEEL06236, CAEEL08896
OG0003545	SACKO_28684, SACKO_03798	CAEEL12984
OG0003548	SACKO_18715	CAEEL19888
OG0003550	SACKO_21635	CAEEL06728
OG0003551	SACKO_25700	CAEEL05919
OG0003552	SACKO_04703	CAEEL18151
OG0003554	SACKO_27750	CAEEL05099
OG0003556	SACKO_20857	CAEEL11919
OG0003561	SACKO_31413	CAEEL01643
OG0003562	SACKO_19186	CAEEL19208, CAEEL04183
OG0003563	SACKO_24469	CAEEL07782
OG0003564	SACKO_17080	CAEEL18104
OG0003566	SACKO_03424	CAEEL04245
OG0003567	SACKO_04644, SACKO_17659	CAEEL15549
OG0003570	SACKO_10065	CAEEL08761
OG0003571	SACKO_20473	CAEEL00659
OG0003573	SACKO_03300	CAEEL10174, CAEEL18886
OG0003577	SACKO_06470	CAEEL07169
OG0003578	SACKO_25432	CAEEL08037
OG0003579	SACKO_31496	CAEEL10103
OG0003581	SACKO_32993, SACKO_32992	CAEEL04793, CAEEL19859, CAEEL09422
OG0003582	SACKO_20514, SACKO_20506	CAEEL10165, CAEEL10958
OG0003597	SACKO_27649	CAEEL05204
OG0003598	SACKO_18642	CAEEL20069
OG0003599	SACKO_29256	CAEEL01022
OG0003604	SACKO_02211	CAEEL08873
OG0003606	SACKO_14800	CAEEL01180
OG0003607	SACKO_11384	CAEEL05764
OG0003611	SACKO_17082	CAEEL15351
OG0003612	SACKO_07192	CAEEL12107
OG0003613	SACKO_09649	CAEEL10330
OG0003615	SACKO_03496	CAEEL04572
OG0003618	SACKO_02416	CAEEL10379
OG0003619	SACKO_04087	CAEEL19948, CAEEL09130
OG0003620	SACKO_04500	CAEEL05074
OG0003621	SACKO_01831	CAEEL18738
OG0003623	SACKO_00865	CAEEL11847
OG0003624	SACKO_32508, SACKO_30807	CAEEL11456
OG0003629	SACKO_12633	CAEEL18064
OG0003630	SACKO_05455	CAEEL01945
OG0003632	SACKO_10570	CAEEL04287
OG0003638	SACKO_04756	CAEEL14206
OG0003639	SACKO_08531	CAEEL07019
OG0003640	SACKO_16698	CAEEL01151
OG0003641	SACKO_25568	CAEEL02290
OG0003644	SACKO_09283	CAEEL07060
OG0003645	SACKO_23291	CAEEL08952
OG0003646	SACKO_03457	CAEEL04268
OG0003647	SACKO_09851	CAEEL08061
OG0003649	SACKO_04513	CAEEL02106
OG0003650	SACKO_09653, SACKO_34048	CAEEL01596
OG0003652	SACKO_24298	CAEEL00198, CAEEL00197
OG0003655	SACKO_24287	CAEEL01543
OG0003656	SACKO_13038	CAEEL00717
OG0003657	SACKO_16386	CAEEL18724
OG0003658	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971	CAEEL17892
OG0003659	SACKO_30164	CAEEL00820
OG0003661	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621	CAEEL11758
OG0003664	SACKO_00324	CAEEL10164
OG0003666	SACKO_16207	CAEEL12155
OG0003667	SACKO_07527	CAEEL14775
OG0003668	SACKO_16542	CAEEL09161, CAEEL09163
OG0003669	SACKO_29388, SACKO_29382	CAEEL08786, CAEEL08784
OG0003672	SACKO_22038	CAEEL12653
OG0003676	SACKO_32292	CAEEL00672
OG0003677	SACKO_22925	CAEEL08632
OG0003678	SACKO_00514	CAEEL03764
OG0003679	SACKO_05594	CAEEL14380
OG0003680	SACKO_07919	CAEEL10627
OG0003681	SACKO_22429	CAEEL03276
OG0003683	SACKO_13327	CAEEL06697
OG0003688	SACKO_15602	CAEEL03025
OG0003689	SACKO_12938, SACKO_04151	CAEEL07514
OG0003690	SACKO_17688	CAEEL08798
OG0003692	SACKO_30272	CAEEL09322
OG0003693	SACKO_30147, SACKO_30156	CAEEL09517
OG0003694	SACKO_13899	CAEEL08779
OG0003695	SACKO_15073	CAEEL18980
OG0003696	SACKO_23747	CAEEL15341
OG0003697	SACKO_33327	CAEEL07546
OG0003698	SACKO_23560	CAEEL05872
OG0003700	SACKO_28036	CAEEL08489
OG0003701	SACKO_29992	CAEEL04838
OG0003702	SACKO_09365	CAEEL19917
OG0003704	SACKO_18437	CAEEL02747
OG0003708	SACKO_10347	CAEEL02697, CAEEL19979
OG0003710	SACKO_14655	CAEEL05057
OG0003712	SACKO_24483	CAEEL12274
OG0003716	SACKO_26660, SACKO_26655	CAEEL00239
OG0003718	SACKO_13035	CAEEL00456
OG0003719	SACKO_21324	CAEEL01088
OG0003721	SACKO_27819	CAEEL19092
OG0003724	SACKO_31074	CAEEL04996
OG0003725	SACKO_29232	CAEEL04639
OG0003727	SACKO_09913, SACKO_09908	CAEEL20128
OG0003729	SACKO_10462	CAEEL01397
OG0003729	SACKO_10479	CAEEL16477
OG0003731	SACKO_09116	CAEEL14842
OG0003732	SACKO_33518	CAEEL10948
OG0003733	SACKO_25639	CAEEL05542
OG0003734	SACKO_10298	CAEEL18003
OG0003735	SACKO_27359	CAEEL04830, CAEEL04829
OG0003736	SACKO_08001	CAEEL10845
OG0003737	SACKO_21407	CAEEL18594, CAEEL11885, CAEEL18366
OG0003739	SACKO_32965	CAEEL06789
OG0003740	SACKO_08475	CAEEL07837
OG0003741	SACKO_23163	CAEEL07870
OG0003743	SACKO_20767	CAEEL12238
OG0003745	SACKO_21997, SACKO_21973	CAEEL16018, CAEEL17606
OG0003746	SACKO_04162	CAEEL07398
OG0003747	SACKO_02548	CAEEL02767
OG0003748	SACKO_12145	CAEEL00242
OG0003749	SACKO_08322	CAEEL20507
OG0003750	SACKO_12535, SACKO_09051	CAEEL05076
OG0003752	SACKO_12922	CAEEL04520
OG0003753	SACKO_28676	CAEEL18657
OG0003754	SACKO_08508	CAEEL19668, CAEEL05669
OG0003755	SACKO_29745	CAEEL09173
OG0003756	SACKO_18779	CAEEL01606
OG0003758	SACKO_22893	CAEEL05748
OG0003759	SACKO_28661, SACKO_18691	CAEEL09625
OG0003761	SACKO_10184, SACKO_16376	CAEEL19863
OG0003763	SACKO_16479	CAEEL02007
OG0003764	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985	CAEEL15954
OG0003766	SACKO_29018	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439
OG0003767	SACKO_34036, SACKO_34061, SACKO_34034	CAEEL07794
OG0003768	SACKO_08292	CAEEL07458
OG0003771	SACKO_24472	CAEEL18560, CAEEL05367
OG0003775	SACKO_31359	CAEEL06672
OG0003776	SACKO_19961, SACKO_22793, SACKO_32454	CAEEL14271
OG0003778	SACKO_19167	CAEEL10576
OG0003779	SACKO_17816	CAEEL12785
OG0003780	SACKO_32052, SACKO_32034	CAEEL20711
OG0003795	SACKO_26427	CAEEL09855
OG0003798	SACKO_04965	CAEEL11938
OG0003803	SACKO_16018	CAEEL19629
OG0003806	SACKO_25022	CAEEL10842
OG0003807	SACKO_28702	CAEEL06933
OG0003808	SACKO_11285	CAEEL08177
OG0003811	SACKO_23286, SACKO_31701	CAEEL07020
OG0003812	SACKO_20919, SACKO_19469	CAEEL07296
OG0003813	SACKO_02012	CAEEL10820
OG0003818	SACKO_15857	CAEEL15512
OG0003821	SACKO_23600	CAEEL09346
OG0003824	SACKO_12746	CAEEL17849
OG0003825	SACKO_00319, SACKO_24145	CAEEL18577
OG0003826	SACKO_00714	CAEEL02634
OG0003827	SACKO_27592	CAEEL04098
OG0003829	SACKO_06553	CAEEL08428
OG0003832	SACKO_16929	CAEEL11899
OG0003833	SACKO_15586, SACKO_23901	CAEEL05813, CAEEL14180
OG0003834	SACKO_32127	CAEEL00145
OG0003837	SACKO_26489, SACKO_21340	CAEEL11909, CAEEL11910
OG0003838	SACKO_16736	CAEEL14290, CAEEL14289, CAEEL14291
OG0003839	SACKO_12965, SACKO_03944	CAEEL11415
OG0003840	SACKO_04971	CAEEL01767
OG0003841	SACKO_22771	CAEEL10859, CAEEL18915
OG0003843	SACKO_20447	CAEEL14293
OG0003846	SACKO_25269	CAEEL00811, CAEEL18648
OG0003847	SACKO_33045	CAEEL06874
OG0003848	SACKO_14467	CAEEL08837
OG0003850	SACKO_27365	CAEEL11705
OG0003852	SACKO_19687	CAEEL00155
OG0003853	SACKO_33439, SACKO_06109	CAEEL13793
OG0003854	SACKO_07817	CAEEL01789
OG0003856	SACKO_00893	CAEEL07428
OG0003857	SACKO_19253	CAEEL19675
OG0003858	SACKO_32375	CAEEL06932
OG0003863	SACKO_16685	CAEEL18943
OG0003864	SACKO_22188	CAEEL01846
OG0003865	SACKO_07903	CAEEL02514
OG0003866	SACKO_20784	CAEEL00295
OG0003867	SACKO_16952	CAEEL15761
OG0003868	SACKO_03942	CAEEL18485
OG0003869	SACKO_04979	CAEEL00094
OG0003870	SACKO_31930, SACKO_31960	CAEEL17745
OG0003872	SACKO_01636	CAEEL14869
OG0003873	SACKO_11352, SACKO_11339	CAEEL07437
OG0003875	SACKO_23361	CAEEL00868
OG0003876	SACKO_25638	CAEEL04369
OG0003877	SACKO_03342	CAEEL18175
OG0003879	SACKO_05101	CAEEL00338, CAEEL01399
OG0003881	SACKO_26611, SACKO_26599	CAEEL12169
OG0003884	SACKO_06475	CAEEL01060
OG0003885	SACKO_26956	CAEEL01791
OG0003886	SACKO_05656	CAEEL10383
OG0003887	SACKO_31240	CAEEL09306
OG0003887	SACKO_34171	CAEEL09446
OG0003892	SACKO_01168	CAEEL11760
OG0003893	SACKO_09957, SACKO_09958	CAEEL05797
OG0003894	SACKO_00239	CAEEL01425
OG0003895	SACKO_00396	CAEEL15379
OG0003897	SACKO_11326	CAEEL07613
OG0003898	SACKO_17843, SACKO_25332	CAEEL05728
OG0003900	SACKO_06116	CAEEL08813
OG0003901	SACKO_09866, SACKO_09871	CAEEL00786, CAEEL18671
OG0003902	SACKO_19014, SACKO_19000, SACKO_10415, SACKO_19017, SACKO_33670, SACKO_24175	CAEEL07968, CAEEL07686
OG0003904	SACKO_29661, SACKO_07963	CAEEL00419
OG0003906	SACKO_07504	CAEEL00814
OG0003908	SACKO_23098	CAEEL00218
OG0003908	SACKO_14104	CAEEL08148
OG0003910	SACKO_25193	CAEEL08553
OG0003911	SACKO_05574	CAEEL20590
OG0003912	SACKO_19964	CAEEL02731
OG0003913	SACKO_21819	CAEEL05199
OG0003915	SACKO_17445	CAEEL04887
OG0003916	SACKO_16337	CAEEL07068
OG0003917	SACKO_14384, SACKO_02146	CAEEL07507
OG0003918	SACKO_03476	CAEEL11925, CAEEL11924
OG0003920	SACKO_25068	CAEEL00358
OG0003921	SACKO_23005	CAEEL14832, CAEEL18358
OG0003922	SACKO_28487	CAEEL11421, CAEEL11420
OG0003923	SACKO_12853	CAEEL08718
OG0003925	SACKO_09569	CAEEL04108
OG0003926	SACKO_31099, SACKO_18838, SACKO_29131	CAEEL10754, CAEEL19332
OG0003929	SACKO_13523	CAEEL00949
OG0003930	SACKO_32200	CAEEL05047
OG0003931	SACKO_31562	CAEEL15548
OG0003932	SACKO_08899	CAEEL12182, CAEEL12183
OG0003933	SACKO_24589	CAEEL11609
OG0003934	SACKO_18213	CAEEL10046
OG0003937	SACKO_02287	CAEEL19289
OG0003938	SACKO_13881	CAEEL07167
OG0003939	SACKO_15117	CAEEL04128
OG0003940	SACKO_32874, SACKO_08977	CAEEL15126, CAEEL19780
OG0003943	SACKO_20843	CAEEL00131
OG0003944	SACKO_18909	CAEEL05219
OG0003945	SACKO_09804, SACKO_29979	CAEEL17988
OG0003946	SACKO_03399	CAEEL18782
OG0003947	SACKO_25687	CAEEL16177
OG0003949	SACKO_15085	CAEEL02494
OG0003950	SACKO_29340	CAEEL05823
OG0003951	SACKO_27938	CAEEL10367
OG0003954	SACKO_02352	CAEEL11860
OG0003955	SACKO_14555	CAEEL08204
OG0003959	SACKO_27466	CAEEL18903
OG0003960	SACKO_29881	CAEEL19635
OG0003961	SACKO_15157	CAEEL10706
OG0003964	SACKO_01280, SACKO_23823, SACKO_02645	CAEEL20597
OG0003965	SACKO_27709, SACKO_08493	CAEEL09858, CAEEL18478
OG0003967	SACKO_05891, SACKO_19262	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713
OG0003968	SACKO_23161	CAEEL18441
OG0003969	SACKO_19412	CAEEL01428, CAEEL15342
OG0003970	SACKO_04465	CAEEL00141, CAEEL08636
OG0003971	SACKO_11184	CAEEL03035
OG0003972	SACKO_18971	CAEEL09414
OG0003973	SACKO_17940, SACKO_17922	CAEEL17822
OG0003976	SACKO_33615	CAEEL09819
OG0003999	SACKO_18525	CAEEL08414
OG0004000	SACKO_20194	CAEEL02254
OG0004004	SACKO_29932	CAEEL09931
OG0004005	SACKO_17133, SACKO_17154	CAEEL09757
OG0004007	SACKO_27467	CAEEL08380, CAEEL20738
OG0004009	SACKO_27674	CAEEL10425
OG0004010	SACKO_07022, SACKO_07010	CAEEL11606
OG0004012	SACKO_03401	CAEEL08889
OG0004014	SACKO_04423	CAEEL07353
OG0004015	SACKO_00138	CAEEL03765
OG0004016	SACKO_29859	CAEEL09802
OG0004017	SACKO_31378	CAEEL08935
OG0004021	SACKO_24515	CAEEL07321
OG0004023	SACKO_12120	CAEEL00807
OG0004025	SACKO_24133, SACKO_14748	CAEEL20824
OG0004027	SACKO_27291	CAEEL07583
OG0004028	SACKO_02251	CAEEL11434
OG0004031	SACKO_11954	CAEEL15887
OG0004032	SACKO_05148	CAEEL15185
OG0004033	SACKO_32338	CAEEL15848
OG0004035	SACKO_05264	CAEEL06509
OG0004036	SACKO_24297	CAEEL05364
OG0004037	SACKO_11842	CAEEL05545
OG0004038	SACKO_18332	CAEEL04280
OG0004041	SACKO_09138	CAEEL06388
OG0004042	SACKO_29359	CAEEL00958
OG0004044	SACKO_31712	CAEEL07379
OG0004047	SACKO_00930	CAEEL19277, CAEEL00270
OG0004048	SACKO_33590	CAEEL05729
OG0004051	SACKO_17893	CAEEL06861
OG0004052	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197	CAEEL02741
OG0004053	SACKO_12103	CAEEL01273
OG0004054	SACKO_22145	CAEEL15244
OG0004056	SACKO_02937, SACKO_02933	CAEEL01652
OG0004057	SACKO_20234	CAEEL03603
OG0004058	SACKO_22407	CAEEL01468
OG0004059	SACKO_04014	CAEEL14867
OG0004061	SACKO_14715	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319
OG0004063	SACKO_18912	CAEEL02350
OG0004064	SACKO_28124	CAEEL00654
OG0004065	SACKO_31120	CAEEL05056
OG0004067	SACKO_06615	CAEEL02869
OG0004068	SACKO_03077	CAEEL10640
OG0004071	SACKO_17358	CAEEL00928
OG0004072	SACKO_06639	CAEEL09095, CAEEL07075
OG0004076	SACKO_25245	CAEEL07566
OG0004080	SACKO_22943	CAEEL12810
OG0004081	SACKO_22094	CAEEL18163
OG0004084	SACKO_12941	CAEEL14072
OG0004085	SACKO_33798	CAEEL04587
OG0004087	SACKO_23851	CAEEL07761
OG0004089	SACKO_19311	CAEEL11769, CAEEL11770
OG0004090	SACKO_02550	CAEEL02918
OG0004091	SACKO_07509	CAEEL04573
OG0004092	SACKO_04140	CAEEL07326
OG0004095	SACKO_06430	CAEEL02755
OG0004096	SACKO_22778	CAEEL09363
OG0004097	SACKO_13213	CAEEL05789
OG0004098	SACKO_27018	CAEEL05361
OG0004099	SACKO_13836	CAEEL07071
OG0004100	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602	CAEEL19773
OG0004101	SACKO_05006	CAEEL10753
OG0004102	SACKO_06536	CAEEL20123
OG0004103	SACKO_11477, SACKO_25893	CAEEL10626
OG0004104	SACKO_02429	CAEEL04801
OG0004105	SACKO_08461	CAEEL05115
OG0004106	SACKO_20371, SACKO_18121	CAEEL04225
OG0004110	SACKO_33407	CAEEL01260
OG0004112	SACKO_04832	CAEEL00522
OG0004113	SACKO_07968	CAEEL09663
OG0004114	SACKO_07278	CAEEL13365
OG0004115	SACKO_04614	CAEEL05975
OG0004116	SACKO_12551	CAEEL17798
OG0004118	SACKO_08745	CAEEL09754
OG0004119	SACKO_16359	CAEEL00177
OG0004120	SACKO_22425	CAEEL09396
OG0004121	SACKO_28819	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569
OG0004122	SACKO_16718, SACKO_16732	CAEEL20018
OG0004123	SACKO_05474	CAEEL05731
OG0004124	SACKO_01623	CAEEL02724, CAEEL02723
OG0004127	SACKO_30149	CAEEL19955, CAEEL18275, CAEEL06860
OG0004128	SACKO_10808, SACKO_33426	CAEEL11738
OG0004130	SACKO_04539	CAEEL02356
OG0004133	SACKO_06628	CAEEL05363
OG0004134	SACKO_21471	CAEEL07495
OG0004135	SACKO_25029	CAEEL19516
OG0004136	SACKO_00526	CAEEL04479
OG0004137	SACKO_16541	CAEEL00169, CAEEL00170
OG0004142	SACKO_15937	CAEEL10168
OG0004144	SACKO_12932	CAEEL00709
OG0004145	SACKO_17936	CAEEL14333
OG0004147	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984	CAEEL07109
OG0004148	SACKO_04179	CAEEL07951
OG0004151	SACKO_17397	CAEEL01499
OG0004153	SACKO_17489	CAEEL11562
OG0004156	SACKO_07990, SACKO_27546	CAEEL05393
OG0004157	SACKO_02828	CAEEL18994
OG0004158	SACKO_18616	CAEEL00394
OG0004159	SACKO_15242	CAEEL16103
OG0004160	SACKO_14735	CAEEL08700
OG0004161	SACKO_22482, SACKO_22491	CAEEL18958
OG0004164	SACKO_05848	CAEEL10119
OG0004166	SACKO_12473	CAEEL04359
OG0004167	SACKO_11715	CAEEL14218
OG0004168	SACKO_24506	CAEEL08233
OG0004169	SACKO_10004	CAEEL01556
OG0004170	SACKO_26580, SACKO_03612	CAEEL10605
OG0004171	SACKO_29940	CAEEL11852
OG0004176	SACKO_25099	CAEEL01489
OG0004178	SACKO_23443	CAEEL09854
OG0004179	SACKO_01013	CAEEL10656
OG0004180	SACKO_06651	CAEEL08381
OG0004181	SACKO_24938	CAEEL13830
OG0004182	SACKO_03645, SACKO_27354	CAEEL14269
OG0004184	SACKO_11934	CAEEL15780, CAEEL15781
OG0004185	SACKO_32961	CAEEL19854
OG0004186	SACKO_12502	CAEEL13926
OG0004187	SACKO_26772	CAEEL02068
OG0004188	SACKO_12003	CAEEL15410
OG0004189	SACKO_04457	CAEEL17811
OG0004198	SACKO_11238, SACKO_12328	CAEEL12770
OG0004215	SACKO_02214	CAEEL08870
OG0004216	SACKO_32089	CAEEL02995
OG0004217	SACKO_09269	CAEEL08020
OG0004218	SACKO_18222	CAEEL20381, CAEEL08860
OG0004219	SACKO_03103	CAEEL00713
OG0004222	SACKO_12358	CAEEL05571
OG0004223	SACKO_14230, SACKO_01885	CAEEL05790
OG0004225	SACKO_26484, SACKO_26695	CAEEL07717
OG0004227	SACKO_14123	CAEEL05233
OG0004228	SACKO_18186	CAEEL13669
OG0004229	SACKO_17477	CAEEL11625
OG0004230	SACKO_30089	CAEEL07897
OG0004231	SACKO_01862	CAEEL00452
OG0004232	SACKO_13258	CAEEL03690
OG0004233	SACKO_09478	CAEEL12306
OG0004236	SACKO_11379	CAEEL15188
OG0004238	SACKO_11304	CAEEL19751
OG0004240	SACKO_03705	CAEEL11686
OG0004241	SACKO_05087	CAEEL20251
OG0004242	SACKO_12064	CAEEL01841, CAEEL05945, CAEEL04061
OG0004243	SACKO_21841	CAEEL01439
OG0004244	SACKO_10773	CAEEL12157
OG0004245	SACKO_12744	CAEEL11730
OG0004246	SACKO_10191	CAEEL17853
OG0004248	SACKO_26657	CAEEL11465
OG0004249	SACKO_09516	CAEEL17634
OG0004250	SACKO_07268	CAEEL16187
OG0004252	SACKO_16333	CAEEL07003
OG0004253	SACKO_02192	CAEEL06637
OG0004254	SACKO_18552	CAEEL05989
OG0004255	SACKO_09554	CAEEL03031
OG0004257	SACKO_10226	CAEEL01608
OG0004258	SACKO_16352, SACKO_16395	CAEEL00939
OG0004259	SACKO_29831	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028
OG0004261	SACKO_29025	CAEEL04677
OG0004262	SACKO_23794	CAEEL13871
OG0004267	SACKO_29345	CAEEL04354, CAEEL04355
OG0004268	SACKO_32110	CAEEL02406
OG0004269	SACKO_02690, SACKO_17980	CAEEL07842
OG0004270	SACKO_15850	CAEEL02066
OG0004271	SACKO_21341, SACKO_01124	CAEEL10494
OG0004273	SACKO_09932	CAEEL04799
OG0004274	SACKO_28578	CAEEL05009
OG0004277	SACKO_21081	CAEEL06545
OG0004278	SACKO_21185	CAEEL07238
OG0004280	SACKO_28223	CAEEL16211, CAEEL16212
OG0004282	SACKO_29038	CAEEL18359, CAEEL13638
OG0004283	SACKO_08259	CAEEL08314
OG0004284	SACKO_19468, SACKO_24083	CAEEL08527
OG0004285	SACKO_03384	CAEEL01238
OG0004288	SACKO_30893, SACKO_11263, SACKO_11252, SACKO_12605	CAEEL01059
OG0004289	SACKO_32406	CAEEL02984
OG0004290	SACKO_28264	CAEEL02030
OG0004291	SACKO_14905	CAEEL04748
OG0004292	SACKO_03502	CAEEL15301
OG0004294	SACKO_18046	CAEEL04571
OG0004295	SACKO_04249	CAEEL03919
OG0004297	SACKO_28535	CAEEL19228
OG0004299	SACKO_30101	CAEEL07283
OG0004301	SACKO_20227	CAEEL07551
OG0004302	SACKO_18457	CAEEL07295
OG0004303	SACKO_26532	CAEEL12783
OG0004304	SACKO_20533	CAEEL17137
OG0004305	SACKO_12408	CAEEL02874
OG0004307	SACKO_33572	CAEEL00090
OG0004308	SACKO_01785	CAEEL00320
OG0004309	SACKO_30754	CAEEL13877
OG0004310	SACKO_10532	CAEEL02565
OG0004312	SACKO_10930	CAEEL05846
OG0004314	SACKO_11572	CAEEL00001
OG0004316	SACKO_28186	CAEEL10340
OG0004317	SACKO_02212	CAEEL07185
OG0004321	SACKO_28159, SACKO_28167	CAEEL11975
OG0004324	SACKO_12104, SACKO_08113	CAEEL07830
OG0004326	SACKO_16860, SACKO_16861, SACKO_16858, SACKO_16857	CAEEL05465, CAEEL10687
OG0004328	SACKO_23143, SACKO_33011	CAEEL00916
OG0004329	SACKO_25792, SACKO_09106	CAEEL16040
OG0004330	SACKO_07866	CAEEL15513
OG0004331	SACKO_06087	CAEEL11038
OG0004332	SACKO_02982	CAEEL19699
OG0004333	SACKO_09526	CAEEL19900
