Orthogroup	SACKO_ok	ASTMX
OG0002673	SACKO_19474	ASTMX07655, ASTMX03212, ASTMX18507, ASTMX18506
OG0002674	SACKO_08717	ASTMX08626, ASTMX08623, ASTMX08618, ASTMX08622, ASTMX08620
OG0002675	SACKO_15688	ASTMX20639
OG0002677	SACKO_10007	ASTMX14169
OG0002678	SACKO_06781, SACKO_06823	ASTMX05571, ASTMX00185, ASTMX13328
OG0002679	SACKO_30759, SACKO_30760	ASTMX11701, ASTMX10639
OG0002682	SACKO_15114	ASTMX06492
OG0002683	SACKO_03825	ASTMX11605, ASTMX08909, ASTMX14049
OG0002685	SACKO_34105	ASTMX06202
OG0002688	SACKO_30358, SACKO_34005, SACKO_32307, SACKO_33990, SACKO_02818, SACKO_33999, SACKO_07271, SACKO_07272, SACKO_34010, SACKO_34012, SACKO_33973	ASTMX16943, ASTMX06188, ASTMX09094, ASTMX17245
OG0002705	SACKO_02809, SACKO_11668	ASTMX02915, ASTMX10018
OG0002708	SACKO_20775	ASTMX09919
OG0002713	SACKO_26672	ASTMX02985
OG0002714	SACKO_32741, SACKO_32694	ASTMX11691, ASTMX11856
OG0002715	SACKO_15095	ASTMX00765, ASTMX00764
OG0002716	SACKO_04911, SACKO_21178	ASTMX07672
OG0002717	SACKO_12992	ASTMX21276, ASTMX13320, ASTMX08790, ASTMX07859
OG0002718	SACKO_28799	ASTMX05708
OG0002719	SACKO_05531	ASTMX15447, ASTMX19002, ASTMX17148, ASTMX12689
OG0002720	SACKO_12119, SACKO_22212, SACKO_22241	ASTMX21032
OG0002721	SACKO_28675, SACKO_28788	ASTMX22438, ASTMX06801, ASTMX06802, ASTMX11674, ASTMX17344, ASTMX18223
OG0002722	SACKO_25932	ASTMX08478
OG0002723	SACKO_15452	ASTMX10682, ASTMX04436, ASTMX03941, ASTMX02713
OG0002724	SACKO_17307, SACKO_17311	ASTMX10539
OG0002726	SACKO_21700	ASTMX10071, ASTMX01554
OG0002728	SACKO_06575, SACKO_20118	ASTMX05875
OG0002729	SACKO_13000	ASTMX09796
OG0002730	SACKO_31288	ASTMX08055, ASTMX08056, ASTMX19087
OG0002731	SACKO_13655	ASTMX13461, ASTMX09611
OG0002732	SACKO_24148	ASTMX19106, ASTMX16150, ASTMX20349
OG0002734	SACKO_23132	ASTMX17713, ASTMX08063, ASTMX13663
OG0002736	SACKO_20790	ASTMX01286
OG0002736	SACKO_20758	ASTMX09100, ASTMX09101, ASTMX09534
OG0002738	SACKO_33914, SACKO_33919	ASTMX16448, ASTMX14529, ASTMX04956
OG0002739	SACKO_30502	ASTMX12477
OG0002740	SACKO_21510	ASTMX06589, ASTMX06588, ASTMX00890
OG0002741	SACKO_29205	ASTMX22280, ASTMX04948, ASTMX06865
OG0002742	SACKO_17909	ASTMX03216, ASTMX07668, ASTMX17307
OG0002743	SACKO_01395	ASTMX05411
OG0002744	SACKO_33020	ASTMX19754, ASTMX09756
OG0002745	SACKO_10657, SACKO_10637	ASTMX14166, ASTMX21096
OG0002746	SACKO_10434	ASTMX14540
OG0002747	SACKO_18649	ASTMX08727, ASTMX04072
OG0002748	SACKO_03967	ASTMX16018
OG0002751	SACKO_18475, SACKO_17132	ASTMX12480
OG0002752	SACKO_09498	ASTMX06175
OG0002753	SACKO_01550	ASTMX00975, ASTMX15886
OG0002754	SACKO_04244	ASTMX19457, ASTMX07407
OG0002755	SACKO_14964	ASTMX17386, ASTMX17385
OG0002756	SACKO_18195	ASTMX05519
OG0002757	SACKO_28172	ASTMX05572, ASTMX20356
OG0002758	SACKO_19727, SACKO_18269	ASTMX12158, ASTMX11719, ASTMX19020
OG0002759	SACKO_12300, SACKO_31315, SACKO_00010	ASTMX12966
OG0002760	SACKO_23733	ASTMX14383, ASTMX00411, ASTMX00410
OG0002762	SACKO_26604	ASTMX10750, ASTMX01007, ASTMX13291
OG0002763	SACKO_27267	ASTMX01463
OG0002764	SACKO_19305	ASTMX04804, ASTMX15857, ASTMX12772
OG0002765	SACKO_29026	ASTMX06827, ASTMX05311, ASTMX01712
OG0002766	SACKO_14015, SACKO_14013	ASTMX12280
OG0002767	SACKO_33559	ASTMX11219, ASTMX01625
OG0002768	SACKO_30347	ASTMX05930, ASTMX08549
OG0002769	SACKO_08268, SACKO_33524	ASTMX03376, ASTMX07759, ASTMX11837
OG0002770	SACKO_17854	ASTMX09951
OG0002771	SACKO_12360	ASTMX05826, ASTMX08109
OG0002772	SACKO_27476, SACKO_10766, SACKO_10749, SACKO_10753, SACKO_30368, SACKO_03004, SACKO_07206	ASTMX03981
OG0002773	SACKO_21667, SACKO_16295	ASTMX08591
OG0002774	SACKO_02543	ASTMX03990, ASTMX14302, ASTMX18349
OG0002775	SACKO_08509	ASTMX12270, ASTMX12267, ASTMX17052
OG0002776	SACKO_08029	ASTMX10166
OG0002777	SACKO_13191, SACKO_20238	ASTMX00412, ASTMX14384, ASTMX00339
OG0002778	SACKO_26023	ASTMX12403, ASTMX08214
OG0002779	SACKO_04611	ASTMX05264
OG0002780	SACKO_28755	ASTMX06565
OG0002781	SACKO_00640	ASTMX17246, ASTMX05300, ASTMX15463, ASTMX00089
OG0002782	SACKO_03511	ASTMX13170, ASTMX05823
OG0002783	SACKO_18585	ASTMX11345
OG0002785	SACKO_09777	ASTMX02888, ASTMX12391
OG0002786	SACKO_16533	ASTMX19192, ASTMX09014, ASTMX02458, ASTMX03366
OG0002787	SACKO_04918	ASTMX12559
OG0002788	SACKO_19152	ASTMX02137
OG0002790	SACKO_33939	ASTMX09182
OG0002791	SACKO_17510	ASTMX14188, ASTMX19626, ASTMX06526, ASTMX04009, ASTMX14241
OG0002793	SACKO_08034	ASTMX05593
OG0002794	SACKO_26739	ASTMX14245, ASTMX02851, ASTMX06528
OG0002795	SACKO_22695	ASTMX07886, ASTMX15750
OG0002797	SACKO_28530	ASTMX04226, ASTMX02478
OG0002799	SACKO_18293	ASTMX07335
OG0002804	SACKO_31293	ASTMX18279
OG0002811	SACKO_07953	ASTMX08335, ASTMX08336
OG0002812	SACKO_07193	ASTMX05990, ASTMX05989, ASTMX10334, ASTMX10333, ASTMX02889
OG0002813	SACKO_15396	ASTMX11456, ASTMX00842, ASTMX10895
OG0002814	SACKO_31511	ASTMX06628, ASTMX06571, ASTMX20609, ASTMX09304
OG0002815	SACKO_30783	ASTMX14480, ASTMX01396, ASTMX12901
OG0002816	SACKO_00126	ASTMX18069, ASTMX13866
OG0002817	SACKO_32465	ASTMX08503, ASTMX11127
OG0002818	SACKO_26045	ASTMX06407, ASTMX16559
OG0002819	SACKO_07228	ASTMX07024, ASTMX02644, ASTMX00940, ASTMX04788
OG0002821	SACKO_07013	ASTMX02361, ASTMX03188
OG0002822	SACKO_10617	ASTMX04976, ASTMX12314, ASTMX01536
OG0002823	SACKO_22759	ASTMX15336
OG0002824	SACKO_27741, SACKO_03538	ASTMX12647, ASTMX13765, ASTMX06667
OG0002825	SACKO_23367, SACKO_20554	ASTMX17360
OG0002826	SACKO_09112	ASTMX14104, ASTMX08188, ASTMX13061, ASTMX18255
OG0002828	SACKO_16788, SACKO_09297	ASTMX11283
OG0002829	SACKO_06729	ASTMX22349, ASTMX20452, ASTMX07701
OG0002830	SACKO_17684	ASTMX08941, ASTMX21901, ASTMX07574, ASTMX08167, ASTMX13064, ASTMX05609
OG0002831	SACKO_11570	ASTMX07219
OG0002833	SACKO_15589	ASTMX17660, ASTMX15980
OG0002834	SACKO_08996	ASTMX09174, ASTMX14209, ASTMX13648
OG0002835	SACKO_15153	ASTMX07497, ASTMX15221
OG0002836	SACKO_17669	ASTMX16518, ASTMX08868
OG0002837	SACKO_14528	ASTMX06183, ASTMX02695, ASTMX11101
OG0002838	SACKO_21690	ASTMX07617, ASTMX19008
OG0002839	SACKO_29169	ASTMX10136
OG0002840	SACKO_28316	ASTMX03567, ASTMX10233
OG0002841	SACKO_08709, SACKO_08680	ASTMX20703
OG0002842	SACKO_27573	ASTMX15094, ASTMX12457
OG0002843	SACKO_05859	ASTMX23062, ASTMX16351
OG0002844	SACKO_23634	ASTMX09226, ASTMX16992
OG0002846	SACKO_20375	ASTMX08490
OG0002847	SACKO_19881	ASTMX13451
OG0002848	SACKO_10131	ASTMX12620
OG0002850	SACKO_14200	ASTMX15162
OG0002851	SACKO_18925	ASTMX03703, ASTMX14358, ASTMX04838
OG0002853	SACKO_26265	ASTMX06217, ASTMX18229
OG0002854	SACKO_00564	ASTMX20047
OG0002855	SACKO_05275	ASTMX16184
OG0002858	SACKO_16157, SACKO_32118	ASTMX20339, ASTMX17651
OG0002859	SACKO_17015	ASTMX17158
OG0002861	SACKO_30500, SACKO_13223	ASTMX20391
OG0002862	SACKO_03068	ASTMX17381, ASTMX08708, ASTMX20940, ASTMX11428
OG0002863	SACKO_00512	ASTMX23045
OG0002864	SACKO_28336, SACKO_19209	ASTMX20775, ASTMX17512
OG0002865	SACKO_30786	ASTMX09485
OG0002866	SACKO_19174	ASTMX20659, ASTMX21913
OG0002868	SACKO_04255	ASTMX09292
OG0002869	SACKO_06610, SACKO_06611	ASTMX16665, ASTMX16669, ASTMX21589, ASTMX02041
OG0002870	SACKO_04207	ASTMX01395
OG0002871	SACKO_07598, SACKO_23392	ASTMX00399
OG0002872	SACKO_30221	ASTMX04272
OG0002873	SACKO_09763	ASTMX03633
OG0002874	SACKO_30820	ASTMX19970, ASTMX02012, ASTMX22419
OG0002875	SACKO_27826	ASTMX13007
OG0002876	SACKO_11226	ASTMX00547, ASTMX12943
OG0002877	SACKO_09233, SACKO_22408	ASTMX02938
OG0002878	SACKO_29610, SACKO_29621	ASTMX21527, ASTMX20855
OG0002879	SACKO_33049	ASTMX09549, ASTMX04541
OG0002880	SACKO_12966	ASTMX12917, ASTMX10766
OG0002883	SACKO_28241	ASTMX12110
OG0002885	SACKO_11582	ASTMX17202
OG0002887	SACKO_03876	ASTMX07808
OG0002888	SACKO_13850	ASTMX17659, ASTMX11387
OG0002889	SACKO_25507	ASTMX22104, ASTMX16163
OG0002890	SACKO_30231	ASTMX13782, ASTMX17134, ASTMX11262, ASTMX06745
OG0002891	SACKO_25660	ASTMX14161
OG0002892	SACKO_25315	ASTMX14206, ASTMX04005, ASTMX08598, ASTMX10377
OG0002894	SACKO_02334	ASTMX03268, ASTMX12100
OG0002895	SACKO_07081	ASTMX12952, ASTMX14061, ASTMX05379
OG0002896	SACKO_21159	ASTMX19105, ASTMX09780, ASTMX08412
OG0002897	SACKO_11527	ASTMX10736
OG0002898	SACKO_12347, SACKO_11652, SACKO_11662	ASTMX14754
OG0002899	SACKO_20293	ASTMX06782, ASTMX18211
OG0002900	SACKO_11843	ASTMX09021, ASTMX09858
OG0002901	SACKO_31339	ASTMX10246
OG0002902	SACKO_31560	ASTMX16032, ASTMX07744
OG0002903	SACKO_20856, SACKO_20816	ASTMX03762, ASTMX07417
OG0002904	SACKO_31225, SACKO_28610, SACKO_27844, SACKO_28611	ASTMX13545
OG0002905	SACKO_05520	ASTMX05245, ASTMX16672
OG0002906	SACKO_11930, SACKO_11931	ASTMX02587, ASTMX00583
OG0002907	SACKO_16536	ASTMX10573, ASTMX09015
OG0002908	SACKO_04538	ASTMX15467
OG0002909	SACKO_23664	ASTMX17748, ASTMX08531
OG0002910	SACKO_29263	ASTMX08537
OG0002911	SACKO_07058	ASTMX07620, ASTMX09963
OG0002912	SACKO_26709, SACKO_25820, SACKO_25821	ASTMX03571
OG0002913	SACKO_06634	ASTMX18114, ASTMX06447, ASTMX11831, ASTMX00589
OG0002914	SACKO_00833	ASTMX02600
OG0002915	SACKO_04947	ASTMX10897, ASTMX15512
OG0002916	SACKO_29255	ASTMX02914, ASTMX10017, ASTMX10016
OG0002917	SACKO_26409	ASTMX06336
OG0002919	SACKO_02462	ASTMX01892, ASTMX12024, ASTMX20581, ASTMX02354
OG0002921	SACKO_33268	ASTMX17074
OG0002922	SACKO_17100	ASTMX21382, ASTMX09964
OG0002923	SACKO_26728	ASTMX10905, ASTMX00895, ASTMX07470
OG0002924	SACKO_13053	ASTMX00258, ASTMX06225, ASTMX07771
OG0002925	SACKO_11448	ASTMX07510, ASTMX11462, ASTMX04330
OG0002926	SACKO_00854	ASTMX12392, ASTMX07910
OG0002927	SACKO_16689	ASTMX14610
OG0002931	SACKO_09069	ASTMX05179, ASTMX19787, ASTMX06382, ASTMX00773, ASTMX11137, ASTMX11138, ASTMX01372
OG0002934	SACKO_05341	ASTMX09564, ASTMX09563, ASTMX08782, ASTMX18531, ASTMX19080, ASTMX09560, ASTMX09562, ASTMX09561
OG0002944	SACKO_29103	ASTMX13024, ASTMX18030, ASTMX12751
OG0002945	SACKO_10023	ASTMX07832
OG0002946	SACKO_00383, SACKO_00387, SACKO_14445, SACKO_01940	ASTMX17933
OG0002946	SACKO_25372	ASTMX21861, ASTMX21826
OG0002947	SACKO_28885, SACKO_15400	ASTMX13918
OG0002948	SACKO_14209	ASTMX09230
OG0002949	SACKO_05711	ASTMX10636
OG0002950	SACKO_25017	ASTMX04987
OG0002952	SACKO_25112	ASTMX11800, ASTMX03890
OG0002953	SACKO_25506	ASTMX05287
OG0002954	SACKO_31927, SACKO_03834	ASTMX14496, ASTMX00341
OG0002955	SACKO_05650	ASTMX04547, ASTMX22263
OG0002956	SACKO_00857	ASTMX02448, ASTMX06899, ASTMX18169
OG0002957	SACKO_29770	ASTMX16714
OG0002959	SACKO_03836	ASTMX16543
OG0002960	SACKO_10276	ASTMX13796
OG0002961	SACKO_22229	ASTMX17170
OG0002962	SACKO_02237	ASTMX21109, ASTMX07712, ASTMX18086
OG0002964	SACKO_22385	ASTMX05000, ASTMX07844, ASTMX21735
OG0002965	SACKO_32335, SACKO_14337	ASTMX02526
OG0002966	SACKO_04692	ASTMX10395, ASTMX14585, ASTMX08283
OG0002967	SACKO_11046	ASTMX11866, ASTMX12804
OG0002968	SACKO_17591	ASTMX08777
OG0002968	SACKO_06975	ASTMX16814
OG0002969	SACKO_02667	ASTMX19487
OG0002971	SACKO_19758	ASTMX09060, ASTMX11460, ASTMX07494, ASTMX07508
OG0002973	SACKO_14102	ASTMX00766
OG0002974	SACKO_29031	ASTMX22896, ASTMX03538
OG0002975	SACKO_32400	ASTMX23071
OG0002975	SACKO_32354	ASTMX12284
OG0002976	SACKO_31461	ASTMX03355
OG0002977	SACKO_20192	ASTMX16248
OG0002978	SACKO_17957	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002979	SACKO_20128	ASTMX19791
OG0002981	SACKO_26792	ASTMX17321
OG0002982	SACKO_13358	ASTMX12949
OG0002983	SACKO_27335	ASTMX02519, ASTMX22054, ASTMX06014
OG0002984	SACKO_19745	ASTMX09070
OG0002985	SACKO_30570	ASTMX14851, ASTMX21191
OG0002987	SACKO_24109	ASTMX04738
OG0002988	SACKO_28450	ASTMX20095, ASTMX05405, ASTMX15698
OG0002989	SACKO_23453	ASTMX06383, ASTMX00778
OG0002990	SACKO_28950	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	SACKO_16196	ASTMX02776
OG0002992	SACKO_30998	ASTMX13119, ASTMX04764
OG0002994	SACKO_15129	ASTMX06744, ASTMX13783
OG0002996	SACKO_16051	ASTMX02629, ASTMX03439, ASTMX14560
OG0002997	SACKO_03884	ASTMX10330
OG0002997	SACKO_17459	ASTMX22739
OG0002998	SACKO_08408	ASTMX08338, ASTMX01774, ASTMX17111
OG0003001	SACKO_02123	ASTMX15125
OG0003002	SACKO_24578	ASTMX14285, ASTMX17151, ASTMX12691
OG0003003	SACKO_12840	ASTMX07477, ASTMX08710, ASTMX03798
OG0003004	SACKO_15243, SACKO_08904	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	SACKO_09366	ASTMX04617
OG0003006	SACKO_09983	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003007	SACKO_23209	ASTMX14048, ASTMX15482
OG0003008	SACKO_14283	ASTMX11361, ASTMX06537, ASTMX11563
OG0003009	SACKO_23162	ASTMX06763, ASTMX08741, ASTMX16226
OG0003010	SACKO_04866, SACKO_33454	ASTMX07751
OG0003011	SACKO_09511	ASTMX11395, ASTMX14305, ASTMX19701
OG0003012	SACKO_26048	ASTMX10744, ASTMX09447, ASTMX17773
OG0003013	SACKO_22831	ASTMX07867, ASTMX21547
OG0003014	SACKO_30554	ASTMX18669, ASTMX03277
OG0003016	SACKO_10325	ASTMX20183
OG0003016	SACKO_10324	ASTMX02288
OG0003017	SACKO_30528, SACKO_28070	ASTMX18161
OG0003018	SACKO_21884, SACKO_15715	ASTMX09335
OG0003019	SACKO_29411	ASTMX21902
OG0003021	SACKO_12395	ASTMX13837
OG0003022	SACKO_00432	ASTMX11483
OG0003023	SACKO_15718, SACKO_24498	ASTMX05867, ASTMX05966, ASTMX22290
OG0003024	SACKO_04764	ASTMX18655, ASTMX03805
OG0003025	SACKO_25265	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	SACKO_02570	ASTMX04873
OG0003027	SACKO_20718	ASTMX13439, ASTMX00386
OG0003028	SACKO_26969	ASTMX04249
OG0003029	SACKO_23336	ASTMX08718, ASTMX07235
OG0003030	SACKO_20385	ASTMX20050, ASTMX17904
OG0003031	SACKO_31229, SACKO_13025	ASTMX19116, ASTMX09602
OG0003032	SACKO_02283	ASTMX16368, ASTMX21897, ASTMX04514
OG0003033	SACKO_21096	ASTMX09542
OG0003034	SACKO_10723	ASTMX08258
OG0003035	SACKO_13056	ASTMX07906, ASTMX08632
OG0003036	SACKO_03961	ASTMX22808, ASTMX02382
OG0003037	SACKO_16276	ASTMX20407
OG0003038	SACKO_26887	ASTMX11869, ASTMX03732
OG0003040	SACKO_21624, SACKO_30839	ASTMX06981
OG0003041	SACKO_15164	ASTMX16824
OG0003042	SACKO_01751	ASTMX22431
OG0003043	SACKO_02021	ASTMX12456
OG0003044	SACKO_29708	ASTMX03506
OG0003045	SACKO_27785	ASTMX16805
OG0003046	SACKO_19289	ASTMX01068, ASTMX01067, ASTMX21979
OG0003048	SACKO_30401	ASTMX18595, ASTMX16216, ASTMX21980
OG0003049	SACKO_27605	ASTMX09040, ASTMX11555
OG0003050	SACKO_15528	ASTMX21807, ASTMX22136
OG0003051	SACKO_22120	ASTMX11688, ASTMX19222
OG0003052	SACKO_31888	ASTMX07304
OG0003053	SACKO_00124	ASTMX09045
OG0003054	SACKO_23775	ASTMX00110, ASTMX09568
OG0003055	SACKO_14713	ASTMX20532, ASTMX04937, ASTMX14054
OG0003057	SACKO_10359	ASTMX04350, ASTMX10250
OG0003058	SACKO_30857	ASTMX12378, ASTMX15897
OG0003059	SACKO_10958, SACKO_20443	ASTMX11573, ASTMX03262
OG0003060	SACKO_07187	ASTMX14156, ASTMX06493, ASTMX04925
OG0003061	SACKO_01288	ASTMX07611, ASTMX14401, ASTMX01235
OG0003063	SACKO_07757	ASTMX16164
OG0003064	SACKO_30917	ASTMX02348
OG0003065	SACKO_12532	ASTMX16223, ASTMX11526
OG0003066	SACKO_05874	ASTMX01076
OG0003067	SACKO_24076	ASTMX07627, ASTMX05938, ASTMX15668
OG0003069	SACKO_05072, SACKO_05082, SACKO_17846, SACKO_27101	ASTMX22072, ASTMX06820
OG0003071	SACKO_01947, SACKO_09087	ASTMX13310, ASTMX00018, ASTMX16577
OG0003072	SACKO_22003	ASTMX14570, ASTMX08544
OG0003073	SACKO_19888	ASTMX21813
OG0003073	SACKO_03463	ASTMX00976
OG0003074	SACKO_00277	ASTMX14062, ASTMX09834, ASTMX07438
OG0003075	SACKO_11591	ASTMX06177
OG0003077	SACKO_28671	ASTMX14685, ASTMX19234, ASTMX07820, ASTMX21556
OG0003078	SACKO_33444	ASTMX01682, ASTMX01361
OG0003079	SACKO_01137	ASTMX08960, ASTMX02438
OG0003084	SACKO_01950	ASTMX17185, ASTMX09102
OG0003086	SACKO_22457, SACKO_23788	ASTMX20987, ASTMX02745
OG0003089	SACKO_18518, SACKO_14107, SACKO_20028	ASTMX09538, ASTMX09541, ASTMX17011, ASTMX00071, ASTMX00072
OG0003090	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373	ASTMX07964, ASTMX09342, ASTMX11450, ASTMX00188, ASTMX22375
OG0003101	SACKO_20862	ASTMX19919, ASTMX06150, ASTMX01755
OG0003103	SACKO_09737	ASTMX12562
OG0003104	SACKO_11227	ASTMX09610, ASTMX11561
OG0003105	SACKO_04098	ASTMX00325
OG0003106	SACKO_29288	ASTMX06237
OG0003107	SACKO_16349	ASTMX02590, ASTMX16600
OG0003108	SACKO_22455, SACKO_26646	ASTMX05191
OG0003109	SACKO_13832	ASTMX18781
OG0003110	SACKO_26390	ASTMX00133
OG0003111	SACKO_29226, SACKO_13382, SACKO_29195, SACKO_13371	ASTMX07402, ASTMX11408
OG0003112	SACKO_27668	ASTMX02525
OG0003114	SACKO_15238	ASTMX02715, ASTMX03943
OG0003115	SACKO_01855	ASTMX18170, ASTMX11011, ASTMX01881
OG0003116	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030	ASTMX07169, ASTMX03748
OG0003118	SACKO_04745	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	SACKO_13546	ASTMX06194, ASTMX21119
OG0003120	SACKO_22096, SACKO_22116	ASTMX15617, ASTMX15618
OG0003121	SACKO_16521	ASTMX06230, ASTMX18167, ASTMX02445
OG0003122	SACKO_03121	ASTMX08525
OG0003124	SACKO_04410	ASTMX03412
OG0003125	SACKO_29448	ASTMX13117
OG0003126	SACKO_18141	ASTMX14715
OG0003127	SACKO_04031	ASTMX04606
OG0003128	SACKO_04405	ASTMX20600
OG0003129	SACKO_08453	ASTMX07229
OG0003130	SACKO_29703	ASTMX09888
OG0003131	SACKO_18830	ASTMX13469
OG0003132	SACKO_33715	ASTMX04307
OG0003133	SACKO_25555	ASTMX10906
OG0003134	SACKO_16499, SACKO_07502	ASTMX04501
OG0003135	SACKO_03116	ASTMX04429
OG0003136	SACKO_03114	ASTMX13058, ASTMX01379, ASTMX19806
OG0003137	SACKO_15912	ASTMX00586
OG0003138	SACKO_22321	ASTMX06553
OG0003140	SACKO_06695	ASTMX13627, ASTMX15157, ASTMX21926, ASTMX01723
OG0003141	SACKO_03614	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	SACKO_05126	ASTMX08629, ASTMX09849, ASTMX19194
OG0003144	SACKO_03680	ASTMX08230
OG0003145	SACKO_14415	ASTMX16469, ASTMX16882
OG0003146	SACKO_04352	ASTMX10808
OG0003147	SACKO_09203, SACKO_13733	ASTMX16613
OG0003148	SACKO_01512, SACKO_01504	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	SACKO_12102	ASTMX10129
OG0003150	SACKO_33473	ASTMX11834, ASTMX21211
OG0003151	SACKO_18699	ASTMX11951, ASTMX21033, ASTMX05673
OG0003152	SACKO_11895	ASTMX11668, ASTMX10214
OG0003153	SACKO_16378	ASTMX21330
OG0003154	SACKO_22446	ASTMX06476
OG0003155	SACKO_10655	ASTMX13221
OG0003156	SACKO_27553, SACKO_06021	ASTMX18933
OG0003157	SACKO_30627	ASTMX06118
OG0003158	SACKO_02553	ASTMX12999, ASTMX02638
OG0003159	SACKO_17748, SACKO_01588	ASTMX12859, ASTMX09033, ASTMX07619
OG0003160	SACKO_12466	ASTMX02814, ASTMX16455
OG0003161	SACKO_09109	ASTMX13679, ASTMX15650
OG0003162	SACKO_09082, SACKO_09115, SACKO_09128	ASTMX10819, ASTMX13525, ASTMX19089
OG0003163	SACKO_09039	ASTMX03994, ASTMX05123, ASTMX14593
OG0003164	SACKO_24629	ASTMX01170, ASTMX15907
OG0003165	SACKO_09454	ASTMX03289, ASTMX04540
OG0003167	SACKO_21224	ASTMX04465, ASTMX17254, ASTMX05894
OG0003169	SACKO_19319	ASTMX07868
OG0003171	SACKO_13185	ASTMX22824
OG0003171	SACKO_11574	ASTMX03122, ASTMX03788
OG0003172	SACKO_02203, SACKO_02691	ASTMX12697
OG0003173	SACKO_02198	ASTMX20601, ASTMX20314, ASTMX05950
OG0003174	SACKO_14589	ASTMX07988
OG0003175	SACKO_26238	ASTMX20854, ASTMX00657
OG0003176	SACKO_19057	ASTMX02580
OG0003177	SACKO_24963	ASTMX13896
OG0003178	SACKO_18493	ASTMX16511, ASTMX15240
OG0003179	SACKO_33031, SACKO_21707	ASTMX22089
OG0003180	SACKO_20193	ASTMX09365, ASTMX03476, ASTMX13448
OG0003181	SACKO_00391	ASTMX18964, ASTMX11371
OG0003182	SACKO_16383	ASTMX01957, ASTMX21704
OG0003183	SACKO_15802	ASTMX15472, ASTMX04269
OG0003184	SACKO_29685	ASTMX09649, ASTMX22723
OG0003185	SACKO_19190	ASTMX08990, ASTMX16307
OG0003186	SACKO_01675, SACKO_05027	ASTMX00310, ASTMX07295, ASTMX00060
OG0003187	SACKO_23198	ASTMX04939
OG0003188	SACKO_32262	ASTMX12866, ASTMX05144, ASTMX18728, ASTMX06943
OG0003189	SACKO_10353	ASTMX03737
OG0003190	SACKO_23848	ASTMX21768
OG0003191	SACKO_03093	ASTMX00980, ASTMX19044
OG0003192	SACKO_13024	ASTMX20427, ASTMX05442
OG0003193	SACKO_21175	ASTMX04173, ASTMX07557
OG0003196	SACKO_13980, SACKO_08178	ASTMX13910
OG0003197	SACKO_29949	ASTMX08037
OG0003198	SACKO_09167	ASTMX14796
OG0003199	SACKO_33150	ASTMX13735, ASTMX17609
OG0003200	SACKO_21528	ASTMX02514
OG0003201	SACKO_03602	ASTMX21988
OG0003202	SACKO_17487	ASTMX10006
OG0003203	SACKO_00607, SACKO_00828	ASTMX04267, ASTMX15368
OG0003204	SACKO_31707	ASTMX16389, ASTMX01566
OG0003205	SACKO_12111	ASTMX07896, ASTMX13085, ASTMX06944
OG0003207	SACKO_07582	ASTMX00941, ASTMX16303
OG0003208	SACKO_17203	ASTMX16806
OG0003210	SACKO_27430	ASTMX10368, ASTMX08853, ASTMX06477
OG0003211	SACKO_07520	ASTMX19437, ASTMX01978
OG0003212	SACKO_00699	ASTMX13329, ASTMX01976
OG0003214	SACKO_02358	ASTMX08653
OG0003215	SACKO_14011	ASTMX04892
OG0003216	SACKO_05075, SACKO_33513	ASTMX04974, ASTMX01453, ASTMX01452, ASTMX19467, ASTMX06867
OG0003217	SACKO_20635	ASTMX02353, ASTMX14721
OG0003218	SACKO_33469	ASTMX15207
OG0003219	SACKO_24194	ASTMX01631
OG0003220	SACKO_26339, SACKO_03695	ASTMX21037, ASTMX05784
OG0003222	SACKO_26715	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	SACKO_26827	ASTMX06346, ASTMX06347
OG0003224	SACKO_07681	ASTMX07863, ASTMX13264, ASTMX05296
OG0003225	SACKO_07427	ASTMX10853, ASTMX22401
OG0003227	SACKO_30234	ASTMX00382
OG0003228	SACKO_07288	ASTMX10791, ASTMX02764
OG0003229	SACKO_02081	ASTMX17506, ASTMX12857
OG0003230	SACKO_19470	ASTMX13387
OG0003231	SACKO_07487	ASTMX02884
OG0003232	SACKO_01247	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695
OG0003234	SACKO_06768	ASTMX11623
OG0003235	SACKO_26089	ASTMX16993
OG0003236	SACKO_13088	ASTMX07772
OG0003236	SACKO_28630	ASTMX11384, ASTMX21608
OG0003239	SACKO_15782	ASTMX07187
OG0003240	SACKO_09100	ASTMX02082, ASTMX01039, ASTMX17067, ASTMX10438
OG0003250	SACKO_00843	ASTMX10794, ASTMX06685
OG0003251	SACKO_32082	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	SACKO_18053	ASTMX03281, ASTMX01275
OG0003253	SACKO_23089	ASTMX03410, ASTMX20134, ASTMX07062
