Orthogroup	CAEEL	ASTMX
OG0002925	CAEEL01723, CAEEL07404	ASTMX07510, ASTMX11462, ASTMX04330
OG0002927	CAEEL01626	ASTMX14610
OG0002933	CAEEL20569	ASTMX05811, ASTMX05735, ASTMX15316, ASTMX22563, ASTMX15317, ASTMX15176, ASTMX05810, ASTMX05812, ASTMX05813
OG0002944	CAEEL11414	ASTMX13024, ASTMX18030, ASTMX12751
OG0002947	CAEEL06268	ASTMX13918
OG0002949	CAEEL05799	ASTMX10636
OG0002952	CAEEL09036	ASTMX11800, ASTMX03890
OG0002953	CAEEL11622	ASTMX05287
OG0002955	CAEEL01420	ASTMX04547, ASTMX22263
OG0002957	CAEEL02702	ASTMX16714
OG0002959	CAEEL12413, CAEEL12412	ASTMX03291, ASTMX13416, ASTMX16543
OG0002960	CAEEL01541	ASTMX13796
OG0002961	CAEEL16453, CAEEL14328	ASTMX17170
OG0002962	CAEEL20383	ASTMX21110, ASTMX21109, ASTMX07712, ASTMX18086
OG0002964	CAEEL19811	ASTMX05000, ASTMX07844, ASTMX21735
OG0002965	CAEEL01992	ASTMX02526
OG0002966	CAEEL08468, CAEEL19347	ASTMX10395, ASTMX14585, ASTMX08283, ASTMX14584
OG0002968	CAEEL16136	ASTMX08777
OG0002968	CAEEL01853	ASTMX16814
OG0002969	CAEEL14216	ASTMX19487
OG0002973	CAEEL09565	ASTMX00766, ASTMX03063
OG0002974	CAEEL01320	ASTMX22896, ASTMX03538
OG0002975	CAEEL15337	ASTMX06342
OG0002976	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912	ASTMX03356
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	ASTMX03355
OG0002977	CAEEL07234, CAEEL07233	ASTMX16248
OG0002978	CAEEL16463	ASTMX09737, ASTMX04699, ASTMX14100, ASTMX01387
OG0002982	CAEEL01855	ASTMX12949
OG0002985	CAEEL08353	ASTMX14851, ASTMX21191
OG0002986	CAEEL10835	ASTMX08841, ASTMX01002, ASTMX10260
OG0002987	CAEEL17800, CAEEL18018	ASTMX04738
OG0002990	CAEEL08773	ASTMX05794, ASTMX20875, ASTMX07804
OG0002991	CAEEL09004	ASTMX02776
OG0002996	CAEEL10716	ASTMX02629, ASTMX03439, ASTMX14560
OG0003001	CAEEL10876	ASTMX15125, ASTMX00486
OG0003003	CAEEL14387	ASTMX07477, ASTMX08710, ASTMX03798
OG0003004	CAEEL15423	ASTMX16526, ASTMX06062, ASTMX17299
OG0003005	CAEEL16758	ASTMX04618, ASTMX04617
OG0003006	CAEEL10145	ASTMX20088, ASTMX15978, ASTMX15977, ASTMX19876
OG0003008	CAEEL20335	ASTMX11361, ASTMX06537, ASTMX11563
OG0003012	CAEEL05983	ASTMX10744, ASTMX09447, ASTMX17773
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	ASTMX18669, ASTMX03277
OG0003016	CAEEL09225	ASTMX20183, ASTMX02288
OG0003017	CAEEL07049, CAEEL16441	ASTMX20936, ASTMX18161
OG0003018	CAEEL08487	ASTMX09335
OG0003019	CAEEL04592	ASTMX21902
OG0003024	CAEEL13204, CAEEL13203	ASTMX18655, ASTMX03805
OG0003025	CAEEL08836	ASTMX13447, ASTMX18869, ASTMX11744
OG0003026	CAEEL10688, CAEEL12186	ASTMX04873
OG0003027	CAEEL06663	ASTMX13439, ASTMX00386
OG0003028	CAEEL02985	ASTMX04249
OG0003029	CAEEL01558	ASTMX08718, ASTMX07235
OG0003030	CAEEL11859	ASTMX20050, ASTMX17904
OG0003031	CAEEL06431	ASTMX19116, ASTMX09602
OG0003033	CAEEL00703	ASTMX09542
OG0003035	CAEEL02722	ASTMX07906, ASTMX08632
OG0003036	CAEEL01143	ASTMX22808, ASTMX02382
OG0003038	CAEEL20474	ASTMX11869, ASTMX03732
OG0003040	CAEEL02041	ASTMX06981
OG0003042	CAEEL04188	ASTMX22431
OG0003043	CAEEL07390	ASTMX12456
OG0003044	CAEEL07715	ASTMX03506
OG0003046	CAEEL04364	ASTMX01068, ASTMX01067, ASTMX21979
OG0003049	CAEEL04812	ASTMX09040, ASTMX11555
OG0003050	CAEEL15836	ASTMX21807, ASTMX22136
OG0003054	CAEEL04777	ASTMX00110, ASTMX09568
OG0003055	CAEEL14225	ASTMX20532, ASTMX04937, ASTMX14054
OG0003059	CAEEL09323	ASTMX11573, ASTMX03262
OG0003060	CAEEL07468, CAEEL11354	ASTMX14156, ASTMX06493, ASTMX04925
OG0003061	CAEEL14261	ASTMX07611, ASTMX14401, ASTMX01235
OG0003062	CAEEL00660	ASTMX08924, ASTMX17139, ASTMX07083
OG0003063	CAEEL03076	ASTMX16164
OG0003064	CAEEL02598	ASTMX02348
OG0003065	CAEEL18732	ASTMX16223, ASTMX11526
OG0003066	CAEEL05161	ASTMX01076
OG0003072	CAEEL04836	ASTMX14570, ASTMX08544
OG0003073	CAEEL14099	ASTMX00976
OG0003079	CAEEL00217	ASTMX08960, ASTMX02438
OG0003086	CAEEL18437	ASTMX21424
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	ASTMX20987, ASTMX02745
OG0003104	CAEEL07227	ASTMX09610, ASTMX11561, ASTMX09609
OG0003105	CAEEL00818	ASTMX00326
OG0003106	CAEEL16128	ASTMX06237
OG0003107	CAEEL20421, CAEEL01359	ASTMX02590, ASTMX16600
OG0003108	CAEEL04120	ASTMX05191
OG0003110	CAEEL17888	ASTMX00133
OG0003111	CAEEL01566	ASTMX07402, ASTMX11408
OG0003112	CAEEL12136	ASTMX02525
OG0003113	CAEEL16673, CAEEL01071	ASTMX13016, ASTMX07578
OG0003114	CAEEL15726	ASTMX02715, ASTMX03943
OG0003115	CAEEL00022	ASTMX18170, ASTMX11011, ASTMX01881
OG0003116	CAEEL07734	ASTMX07169, ASTMX03748
OG0003118	CAEEL08193, CAEEL08192	ASTMX17621, ASTMX15584, ASTMX10419
OG0003119	CAEEL16382	ASTMX06194, ASTMX21119
OG0003121	CAEEL00414	ASTMX06230, ASTMX18167, ASTMX02445
OG0003124	CAEEL07676	ASTMX03412
OG0003126	CAEEL04789, CAEEL04979	ASTMX14715
OG0003128	CAEEL04713	ASTMX20600
OG0003129	CAEEL06414, CAEEL06415	ASTMX07229
OG0003130	CAEEL08052	ASTMX09888
OG0003132	CAEEL15119	ASTMX04307
OG0003135	CAEEL06638	ASTMX04429
OG0003136	CAEEL10810	ASTMX13058, ASTMX01379, ASTMX19806
OG0003141	CAEEL03719, CAEEL03720	ASTMX09233, ASTMX11515, ASTMX10094
OG0003142	CAEEL00482	ASTMX08629, ASTMX09849, ASTMX19194
OG0003144	CAEEL01625	ASTMX13684, ASTMX08230
OG0003145	CAEEL05190	ASTMX16469, ASTMX16882
OG0003146	CAEEL20170	ASTMX10808
OG0003147	CAEEL17136, CAEEL18421	ASTMX16613
OG0003148	CAEEL16560	ASTMX12896, ASTMX07507, ASTMX14971
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	ASTMX10129
OG0003150	CAEEL11024	ASTMX11834, ASTMX21211
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	ASTMX11951, ASTMX21033, ASTMX05673
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	ASTMX10214
OG0003153	CAEEL07561	ASTMX21330
OG0003154	CAEEL15184	ASTMX06476
OG0003156	CAEEL00516	ASTMX18933
OG0003157	CAEEL07518, CAEEL07519	ASTMX06118
OG0003158	CAEEL08310	ASTMX12999, ASTMX02638
OG0003160	CAEEL18381, CAEEL02061	ASTMX02814, ASTMX16455
OG0003161	CAEEL15582, CAEEL20219	ASTMX13679, ASTMX15650
OG0003164	CAEEL08130	ASTMX01170, ASTMX15907
OG0003169	CAEEL11868	ASTMX07868
OG0003171	CAEEL08054	ASTMX22824
OG0003172	CAEEL06299	ASTMX12697
OG0003174	CAEEL11561	ASTMX07988
OG0003176	CAEEL02038	ASTMX02580
OG0003178	CAEEL14891	ASTMX16511, ASTMX15240
OG0003179	CAEEL12173	ASTMX22089
OG0003181	CAEEL11684	ASTMX18964, ASTMX11371
OG0003182	CAEEL01167	ASTMX01957, ASTMX21704
OG0003184	CAEEL10967	ASTMX09649, ASTMX22723
OG0003185	CAEEL04813	ASTMX08990, ASTMX16307
OG0003187	CAEEL16181	ASTMX04939
OG0003188	CAEEL00953	ASTMX12866
OG0003189	CAEEL04624	ASTMX03737
OG0003191	CAEEL09839	ASTMX00980, ASTMX19044
OG0003193	CAEEL17615	ASTMX04173, ASTMX07557
OG0003197	CAEEL11467	ASTMX08037
OG0003198	CAEEL05062	ASTMX14796
OG0003199	CAEEL11688	ASTMX13735, ASTMX17609
OG0003202	CAEEL12123	ASTMX10006
OG0003203	CAEEL08247	ASTMX04267, ASTMX15368
OG0003207	CAEEL11116	ASTMX00941, ASTMX16303
OG0003210	CAEEL11876	ASTMX10368, ASTMX08853, ASTMX06477
OG0003212	CAEEL11323	ASTMX13329, ASTMX01976
OG0003214	CAEEL08551	ASTMX08653
OG0003215	CAEEL02895	ASTMX04892, ASTMX22130
OG0003217	CAEEL06035, CAEEL06032	ASTMX02353, ASTMX14721
OG0003218	CAEEL08847	ASTMX15207
OG0003219	CAEEL16215	ASTMX01631
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	ASTMX04321, ASTMX04290
OG0003222	CAEEL00115	ASTMX08890, ASTMX02588, ASTMX06133
OG0003223	CAEEL00485	ASTMX06346, ASTMX06347
OG0003224	CAEEL05675	ASTMX07863, ASTMX13264, ASTMX05296
OG0003225	CAEEL04615, CAEEL20133	ASTMX10853, ASTMX22401
OG0003228	CAEEL14683	ASTMX10791, ASTMX02764
OG0003229	CAEEL10166	ASTMX17506, ASTMX12857
OG0003230	CAEEL06311	ASTMX13387
OG0003231	CAEEL02077	ASTMX02884
OG0003232	CAEEL04540	ASTMX11141, ASTMX09493, ASTMX04245, ASTMX01543, ASTMX09741, ASTMX04695
OG0003235	CAEEL11765	ASTMX16993
OG0003236	CAEEL15067	ASTMX11384, ASTMX21608
OG0003236	CAEEL07719	ASTMX21607
OG0003251	CAEEL01743	ASTMX09724, ASTMX15809, ASTMX03540
OG0003252	CAEEL19657	ASTMX03281, ASTMX01275
OG0003254	CAEEL15715	ASTMX04636, ASTMX03953
OG0003255	CAEEL01327	ASTMX12251
OG0003257	CAEEL04888	ASTMX14786, ASTMX22306, ASTMX04534
OG0003258	CAEEL04539	ASTMX11167
OG0003259	CAEEL11844	ASTMX15657
OG0003263	CAEEL12235	ASTMX06871
OG0003266	CAEEL05061	ASTMX22854, ASTMX02992
OG0003267	CAEEL11406	ASTMX16323, ASTMX07667
OG0003268	CAEEL00711	ASTMX13578
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	ASTMX07746, ASTMX16031
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	ASTMX00434, ASTMX01987
OG0003273	CAEEL08538	ASTMX03258
OG0003275	CAEEL01894	ASTMX20071, ASTMX00521
OG0003276	CAEEL05343	ASTMX09369, ASTMX05594, ASTMX09674, ASTMX01404, ASTMX01283
OG0003277	CAEEL10684	ASTMX08840, ASTMX22126
OG0003279	CAEEL09246	ASTMX11486, ASTMX04660
OG0003280	CAEEL20448	ASTMX15864
OG0003283	CAEEL10540	ASTMX16304
OG0003284	CAEEL20144	ASTMX00092
OG0003287	CAEEL09759	ASTMX06398, ASTMX14109
OG0003288	CAEEL07836	ASTMX01172
OG0003289	CAEEL00474	ASTMX09581, ASTMX11746, ASTMX02626, ASTMX12831
OG0003291	CAEEL07282	ASTMX12200
OG0003293	CAEEL09078	ASTMX14284, ASTMX14283
OG0003296	CAEEL07972	ASTMX13206, ASTMX05984
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	ASTMX17343
OG0003298	CAEEL00404	ASTMX04625
OG0003301	CAEEL11183	ASTMX10951
OG0003303	CAEEL08080	ASTMX21947, ASTMX20298
OG0003305	CAEEL04396	ASTMX22768, ASTMX07790, ASTMX07791, ASTMX14350
OG0003306	CAEEL11131	ASTMX19066
OG0003307	CAEEL09527	ASTMX14758, ASTMX14757, ASTMX04729
OG0003309	CAEEL07134	ASTMX02666, ASTMX18550, ASTMX01675, ASTMX00158
OG0003311	CAEEL06729	ASTMX01126, ASTMX10706, ASTMX06164, ASTMX20152
OG0003317	CAEEL11191	ASTMX17437
OG0003318	CAEEL00777	ASTMX01091, ASTMX15793, ASTMX04784, ASTMX15792, ASTMX15791
OG0003320	CAEEL05307	ASTMX17270
OG0003323	CAEEL08557, CAEEL08556	ASTMX20658
OG0003325	CAEEL11598	ASTMX13406, ASTMX06639
OG0003327	CAEEL15863	ASTMX10363, ASTMX06502
OG0003329	CAEEL02070	ASTMX03339, ASTMX07785
OG0003330	CAEEL02745	ASTMX05145
OG0003331	CAEEL07758	ASTMX04420, ASTMX08193, ASTMX08195
OG0003332	CAEEL15994, CAEEL15100	ASTMX15129, ASTMX08712, ASTMX05756
OG0003333	CAEEL05869	ASTMX03589, ASTMX04374
OG0003335	CAEEL06219	ASTMX10999
OG0003336	CAEEL18158	ASTMX03852, ASTMX14190, ASTMX09729, ASTMX05727
OG0003337	CAEEL05608	ASTMX09237, ASTMX09238
OG0003340	CAEEL05767	ASTMX20458, ASTMX04299
OG0003341	CAEEL15411	ASTMX13167
OG0003343	CAEEL02966	ASTMX05881
OG0003344	CAEEL04271	ASTMX13412
OG0003348	CAEEL00995	ASTMX17460, ASTMX00165
OG0003349	CAEEL11343	ASTMX06632, ASTMX06577
OG0003350	CAEEL18859	ASTMX05436, ASTMX17847, ASTMX01138, ASTMX22134
OG0003354	CAEEL07057	ASTMX21682
OG0003356	CAEEL05068	ASTMX19698, ASTMX21492
OG0003357	CAEEL05202	ASTMX00318
OG0003358	CAEEL15398	ASTMX15835
OG0003359	CAEEL08412	ASTMX08948
OG0003360	CAEEL09119	ASTMX22262, ASTMX04549, ASTMX22698, ASTMX04548
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	ASTMX02459, ASTMX04442
OG0003364	CAEEL06262	ASTMX06273, ASTMX21297
OG0003366	CAEEL13316, CAEEL13290	ASTMX02786
OG0003368	CAEEL04652	ASTMX18958, ASTMX00275
OG0003369	CAEEL11911	ASTMX11987, ASTMX05839
OG0003370	CAEEL19630, CAEEL09274	ASTMX19055, ASTMX04318
OG0003372	CAEEL04956	ASTMX17792, ASTMX22090
OG0003374	CAEEL09698	ASTMX00872, ASTMX16829, ASTMX01333
OG0003375	CAEEL04860	ASTMX13635
OG0003377	CAEEL19646	ASTMX18938
OG0003378	CAEEL04638	ASTMX07310, ASTMX10913, ASTMX18798
OG0003380	CAEEL07698, CAEEL08643	ASTMX21115, ASTMX05978, ASTMX21392
OG0003384	CAEEL12353	ASTMX13160, ASTMX02808, ASTMX09958
OG0003386	CAEEL04616	ASTMX15558, ASTMX05500
OG0003387	CAEEL12649, CAEEL12648	ASTMX13211
OG0003392	CAEEL18713	ASTMX17435, ASTMX20620
OG0003394	CAEEL09212	ASTMX12715
OG0003401	CAEEL18173, CAEEL19529	ASTMX11019
OG0003402	CAEEL10926	ASTMX19529, ASTMX13153, ASTMX21364, ASTMX20402, ASTMX17333
OG0003419	CAEEL20583, CAEEL07865	ASTMX09665, ASTMX22627
OG0003421	CAEEL18393	ASTMX03751
OG0003425	CAEEL12188	ASTMX10571
OG0003426	CAEEL06462	ASTMX04641
OG0003429	CAEEL00390	ASTMX01780
OG0003430	CAEEL05290	ASTMX03478, ASTMX11528, ASTMX06739
OG0003433	CAEEL17744	ASTMX18120, ASTMX05648
OG0003434	CAEEL08434	ASTMX16757
OG0003435	CAEEL04157	ASTMX08077, ASTMX01388
OG0003443	CAEEL18884	ASTMX12664, ASTMX04558
OG0003444	CAEEL04842	ASTMX02545, ASTMX01080, ASTMX02546, ASTMX01079
OG0003448	CAEEL01220	ASTMX13573, ASTMX13913, ASTMX17648
OG0003450	CAEEL06420	ASTMX21046
OG0003451	CAEEL02776, CAEEL02805	ASTMX00047, ASTMX22491
OG0003452	CAEEL02730	ASTMX07622
OG0003454	CAEEL07771	ASTMX17262, ASTMX01805, ASTMX17046
OG0003455	CAEEL01134	ASTMX03444, ASTMX03446, ASTMX03445, ASTMX03443
OG0003456	CAEEL00212, CAEEL00213	ASTMX21655, ASTMX18222, ASTMX04968
OG0003457	CAEEL19244	ASTMX17161, ASTMX01405
OG0003459	CAEEL16050	ASTMX10610, ASTMX08523
OG0003462	CAEEL11837	ASTMX22437
OG0003463	CAEEL07464	ASTMX08158, ASTMX19125, ASTMX17220
OG0003464	CAEEL15673	ASTMX07673
OG0003465	CAEEL00222	ASTMX08614
OG0003466	CAEEL06482	ASTMX18103, ASTMX01489, ASTMX09766, ASTMX12180, ASTMX07980
OG0003467	CAEEL09664	ASTMX15385
OG0003469	CAEEL09108	ASTMX02623
OG0003472	CAEEL07680, CAEEL07681	ASTMX00009
OG0003473	CAEEL09171	ASTMX19152
OG0003474	CAEEL03909, CAEEL19331	ASTMX10806
OG0003475	CAEEL01731	ASTMX07930
OG0003477	CAEEL02502	ASTMX10944
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	ASTMX16545
OG0003479	CAEEL12384	ASTMX08377, ASTMX19369
OG0003484	CAEEL02712	ASTMX15170, ASTMX07095
OG0003486	CAEEL04926	ASTMX09925
OG0003487	CAEEL02123	ASTMX11535
OG0003489	CAEEL00223	ASTMX11315
OG0003491	CAEEL18627, CAEEL05479	ASTMX11829, ASTMX07278
OG0003496	CAEEL01506	ASTMX05843
OG0003498	CAEEL16452	ASTMX01620
OG0003500	CAEEL01330	ASTMX12903
OG0003500	CAEEL01125	ASTMX13670
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	ASTMX02416
OG0003502	CAEEL02400, CAEEL02281	ASTMX09364
OG0003503	CAEEL04457, CAEEL04454	ASTMX22842, ASTMX17335
OG0003505	CAEEL07950	ASTMX01106
OG0003506	CAEEL05248	ASTMX03887, ASTMX17187, ASTMX15908
OG0003507	CAEEL05679	ASTMX03126, ASTMX03987, ASTMX02892
OG0003508	CAEEL17418	ASTMX08692, ASTMX14664
OG0003509	CAEEL04891	ASTMX20219
OG0003510	CAEEL01116	ASTMX06743, ASTMX00853, ASTMX18796
OG0003511	CAEEL08351	ASTMX12073
OG0003513	CAEEL07182	ASTMX12957, ASTMX10424, ASTMX18403
OG0003514	CAEEL12733, CAEEL12734	ASTMX08380, ASTMX19372, ASTMX08342
OG0003515	CAEEL06636	ASTMX14872, ASTMX08241
OG0003517	CAEEL05196	ASTMX02229, ASTMX22733, ASTMX21231
OG0003518	CAEEL01719	ASTMX08720
OG0003519	CAEEL07239	ASTMX21057
OG0003522	CAEEL06276	ASTMX09932, ASTMX01391
OG0003523	CAEEL18694	ASTMX06451, ASTMX09203
OG0003524	CAEEL04264, CAEEL04265	ASTMX00697
OG0003526	CAEEL16001	ASTMX04890, ASTMX21723, ASTMX08073
OG0003528	CAEEL00365	ASTMX09805
OG0003530	CAEEL19423	ASTMX05440, ASTMX20430
OG0003531	CAEEL15168, CAEEL18062	ASTMX16540, ASTMX22221, ASTMX09746, ASTMX04691
OG0003532	CAEEL05027	ASTMX09797
OG0003538	CAEEL11099	ASTMX21966, ASTMX20518
OG0003539	CAEEL05895	ASTMX01615
OG0003541	CAEEL01632	ASTMX02571
OG0003542	CAEEL01115	ASTMX19914
OG0003543	CAEEL08637	ASTMX22680, ASTMX13907
OG0003544	CAEEL06236, CAEEL08896	ASTMX05764, ASTMX12377
OG0003545	CAEEL12984	ASTMX22856, ASTMX03639, ASTMX14841
OG0003548	CAEEL19888	ASTMX10078, ASTMX20604
OG0003550	CAEEL06728	ASTMX12018, ASTMX00483, ASTMX08669
OG0003551	CAEEL05919	ASTMX14723, ASTMX11606, ASTMX14724, ASTMX04936
OG0003552	CAEEL18151	ASTMX04006
OG0003554	CAEEL05099	ASTMX10001, ASTMX12094
OG0003556	CAEEL11919	ASTMX21299, ASTMX01752, ASTMX13732
OG0003557	CAEEL18139	ASTMX22997
OG0003561	CAEEL01643	ASTMX09905, ASTMX06185
OG0003562	CAEEL19208, CAEEL04183	ASTMX19362, ASTMX04310, ASTMX15769
OG0003563	CAEEL07782	ASTMX07743
OG0003564	CAEEL18104	ASTMX16336, ASTMX09764, ASTMX04739
OG0003566	CAEEL04245	ASTMX09006, ASTMX21630
OG0003567	CAEEL15549	ASTMX03625
OG0003569	CAEEL10722	ASTMX15295, ASTMX02172, ASTMX13272, ASTMX09249
OG0003570	CAEEL08761	ASTMX18041
OG0003571	CAEEL00659	ASTMX18396, ASTMX02624
OG0003573	CAEEL10174, CAEEL18886	ASTMX17087
OG0003576	CAEEL08492	ASTMX03783
OG0003577	CAEEL07169	ASTMX14615
OG0003578	CAEEL08037	ASTMX15744
OG0003579	CAEEL10103	ASTMX18857, ASTMX05928, ASTMX10482
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	ASTMX08220
OG0003582	CAEEL10165, CAEEL10958	ASTMX22172, ASTMX05373
OG0003585	CAEEL19947	ASTMX16416, ASTMX11421, ASTMX11923, ASTMX21934, ASTMX05210, ASTMX10762
OG0003597	CAEEL05204	ASTMX03573
OG0003598	CAEEL20069	ASTMX04073
OG0003599	CAEEL01022	ASTMX16957
OG0003604	CAEEL08873	ASTMX12235, ASTMX18061, ASTMX05055, ASTMX07337
OG0003607	CAEEL05764	ASTMX21385
OG0003611	CAEEL15351	ASTMX14877
OG0003612	CAEEL12107	ASTMX21729
OG0003613	CAEEL10330	ASTMX04050, ASTMX18610
OG0003615	CAEEL04572	ASTMX17840, ASTMX02926, ASTMX03022
OG0003617	CAEEL08768, CAEEL00622	ASTMX16719
OG0003618	CAEEL10379	ASTMX06136
OG0003619	CAEEL19948, CAEEL09130	ASTMX04527
OG0003620	CAEEL05074	ASTMX19184
OG0003621	CAEEL18738	ASTMX03711
OG0003623	CAEEL11847	ASTMX09071
OG0003624	CAEEL11456	ASTMX19218, ASTMX20395, ASTMX20396
OG0003626	CAEEL01251	ASTMX14928
OG0003629	CAEEL18064	ASTMX11708, ASTMX11707
OG0003630	CAEEL01945	ASTMX04467
OG0003632	CAEEL04287	ASTMX05268, ASTMX13688, ASTMX16659
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	ASTMX17751
OG0003638	CAEEL14206	ASTMX08095, ASTMX09482
OG0003640	CAEEL01151	ASTMX07846, ASTMX10421
OG0003641	CAEEL02290	ASTMX06736, ASTMX00519
OG0003644	CAEEL07060	ASTMX11204, ASTMX22672
OG0003645	CAEEL08952	ASTMX20711, ASTMX17672
OG0003646	CAEEL04268	ASTMX07094
OG0003647	CAEEL08061	ASTMX03340, ASTMX07786
OG0003649	CAEEL02106	ASTMX04920
OG0003650	CAEEL01596	ASTMX05339
OG0003652	CAEEL00198, CAEEL00197	ASTMX06086, ASTMX01201
OG0003655	CAEEL01543	ASTMX09913, ASTMX17372
OG0003656	CAEEL00717	ASTMX22041, ASTMX06864
OG0003657	CAEEL18724	ASTMX05415, ASTMX12030
OG0003658	CAEEL17892	ASTMX01908, ASTMX21818, ASTMX20155
OG0003659	CAEEL00820	ASTMX22182, ASTMX21660, ASTMX21661
OG0003660	CAEEL11348	ASTMX02749, ASTMX13404
OG0003661	CAEEL11758	ASTMX01047, ASTMX01048
OG0003664	CAEEL10164	ASTMX21611, ASTMX22165, ASTMX22164
OG0003667	CAEEL14775	ASTMX13037, ASTMX04391, ASTMX13189
OG0003668	CAEEL09161, CAEEL09163	ASTMX06218
OG0003669	CAEEL08786, CAEEL08784	ASTMX15273
OG0003672	CAEEL12653	ASTMX07690
OG0003676	CAEEL00672	ASTMX13350
OG0003677	CAEEL08632	ASTMX08647, ASTMX19744, ASTMX10207
OG0003678	CAEEL03764	ASTMX03163, ASTMX18968
OG0003679	CAEEL14380	ASTMX00166, ASTMX14038
OG0003680	CAEEL10627	ASTMX05302, ASTMX19340
OG0003681	CAEEL03276	ASTMX16563, ASTMX18250, ASTMX18137
OG0003683	CAEEL06697	ASTMX21452
OG0003686	CAEEL01983	ASTMX06254
OG0003688	CAEEL03025	ASTMX13333
OG0003689	CAEEL07514	ASTMX02872, ASTMX21294, ASTMX05418, ASTMX17697
OG0003690	CAEEL08798	ASTMX10980, ASTMX10978
OG0003692	CAEEL09322	ASTMX10000, ASTMX15655
OG0003693	CAEEL09517	ASTMX14396, ASTMX02107
OG0003694	CAEEL08779	ASTMX09722
OG0003695	CAEEL18980	ASTMX03315, ASTMX17201, ASTMX12439
OG0003696	CAEEL15341	ASTMX00614
OG0003697	CAEEL07546	ASTMX21853, ASTMX06569
OG0003698	CAEEL05872	ASTMX02803, ASTMX17268
OG0003700	CAEEL08489	ASTMX19240, ASTMX07852
OG0003701	CAEEL04838	ASTMX12710
OG0003702	CAEEL19917	ASTMX02772, ASTMX05806
OG0003704	CAEEL02747	ASTMX13177, ASTMX10331, ASTMX18966
OG0003708	CAEEL02697, CAEEL19979	ASTMX12297
OG0003710	CAEEL05057	ASTMX20149, ASTMX06151
OG0003712	CAEEL12274	ASTMX14325, ASTMX20985
OG0003716	CAEEL00239	ASTMX07172
OG0003718	CAEEL00456	ASTMX05446
OG0003719	CAEEL01088	ASTMX21101
OG0003721	CAEEL19092	ASTMX04642, ASTMX08484, ASTMX22043
OG0003724	CAEEL04996	ASTMX05688
OG0003725	CAEEL04639	ASTMX14050, ASTMX18830
OG0003727	CAEEL20128	ASTMX08742, ASTMX06766
OG0003729	CAEEL01397	ASTMX05387
OG0003729	CAEEL16477	ASTMX05386
OG0003731	CAEEL14842	ASTMX18880
OG0003732	CAEEL10948	ASTMX00190
OG0003733	CAEEL05542	ASTMX05574
OG0003734	CAEEL18003	ASTMX11186
OG0003735	CAEEL04830, CAEEL04829	ASTMX02980
OG0003736	CAEEL10845	ASTMX06261
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	ASTMX03311, ASTMX02075
OG0003739	CAEEL06789	ASTMX15585
OG0003740	CAEEL07837	ASTMX16206
OG0003741	CAEEL07870	ASTMX19783
OG0003743	CAEEL12238	ASTMX18803
OG0003746	CAEEL07398	ASTMX16717, ASTMX17153, ASTMX01456, ASTMX21879, ASTMX09875
OG0003747	CAEEL02767	ASTMX18158
OG0003748	CAEEL00242	ASTMX14382, ASTMX00409, ASTMX06418
OG0003749	CAEEL20507	ASTMX08310, ASTMX01524
OG0003750	CAEEL05076	ASTMX18029
OG0003752	CAEEL04520	ASTMX00327, ASTMX00468
OG0003753	CAEEL18657	ASTMX14862, ASTMX14842
OG0003754	CAEEL19668, CAEEL05669	ASTMX02185, ASTMX21230
OG0003755	CAEEL09173	ASTMX14369, ASTMX22559, ASTMX14368
OG0003756	CAEEL01606	ASTMX13569, ASTMX10898
OG0003758	CAEEL05748	ASTMX20436, ASTMX20437
OG0003759	CAEEL09625	ASTMX21302, ASTMX08728, ASTMX08729
OG0003761	CAEEL19863	ASTMX13246, ASTMX10082
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	ASTMX20292, ASTMX20453
OG0003764	CAEEL15954	ASTMX16449
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	ASTMX00690
OG0003767	CAEEL07794	ASTMX00865
OG0003768	CAEEL07458	ASTMX03041
OG0003771	CAEEL18560, CAEEL05367	ASTMX20761, ASTMX17664
OG0003775	CAEEL06672	ASTMX20076
OG0003776	CAEEL14271	ASTMX07290, ASTMX16427, ASTMX19488
OG0003778	CAEEL10576	ASTMX10296, ASTMX01093
OG0003779	CAEEL12785	ASTMX20791
