Orthogroup	CAEEL	OWEFU
OG0003172	CAEEL06299	OFUSG04307.1.p1
OG0003173	CAEEL09228	OFUSG20390.1.p1
OG0003174	CAEEL11561	OFUSG03000.1.p1
OG0003176	CAEEL02038	OFUSG20448.1.p1
OG0003178	CAEEL14891	OFUSG25106.1.p1
OG0003179	CAEEL12173	OFUSG18054.1.p1
OG0003181	CAEEL11684	OFUSG10646.1.p1
OG0003182	CAEEL01167	OFUSG23178.1.p1
OG0003184	CAEEL10967	OFUSG09950.1.p1, OFUSG09950.2.p1, OFUSG09949.2.p1, OFUSG09949.1.p1, OFUSG09949.3.p1
OG0003185	CAEEL04813	OFUSG01650.1.p1
OG0003187	CAEEL16181	OFUSG26287.1.p1
OG0003188	CAEEL00953	OFUSG09368.2.p1, OFUSG09368.1.p1, OFUSG09368.3.p1
OG0003189	CAEEL04624	OFUSG02491.1.p1
OG0003191	CAEEL09839	OFUSG12992.1.p1
OG0003193	CAEEL17615	OFUSG24759.1.p1
OG0003197	CAEEL11467	OFUSG14583.1.p1
OG0003198	CAEEL05062	OFUSG20751.1.p1, OFUSG20751.2.p1, OFUSG24283.1.p1, OFUSG13457.1.p1, OFUSG06727.2.p1, OFUSG06727.1.p1, OFUSG06726.1.p1, OFUSG06726.2.p1, OFUSG18799.1.p1
OG0003199	CAEEL11688	OFUSG06190.1.p1
OG0003202	CAEEL12123	OFUSG10285.1.p1, OFUSG10285.2.p1
OG0003203	CAEEL08247	OFUSG17108.1.p1
OG0003206	CAEEL08436	OFUSG02911.1.p1
OG0003207	CAEEL11116	OFUSG19091.1.p1
OG0003210	CAEEL11876	OFUSG00428.1.p1
OG0003212	CAEEL11323	OFUSG06178.1.p1, OFUSG06178.4.p1, OFUSG06178.2.p1, OFUSG06178.3.p1, OFUSG06178.5.p1
OG0003213	CAEEL18737	OFUSG08561.1.p1, OFUSG03503.1.p1
OG0003214	CAEEL08551	OFUSG03898.1.p1
OG0003215	CAEEL02895	OFUSG12275.1.p1, OFUSG12275.2.p1
OG0003217	CAEEL06035, CAEEL06032	OFUSG23691.2.p1, OFUSG23691.1.p1
OG0003218	CAEEL08847	OFUSG14315.1.p1
OG0003219	CAEEL16215	OFUSG03547.1.p1
OG0003222	CAEEL00115	OFUSG20299.1.p1
OG0003223	CAEEL00485	OFUSG22793.1.p1
OG0003224	CAEEL05675	OFUSG23256.2.p1, OFUSG23256.1.p1
OG0003225	CAEEL04615, CAEEL20133	OFUSG09401.1.p1, OFUSG09399.1.p1, OFUSG09403.1.p1, OFUSG09405.2.p1, OFUSG09405.1.p1
OG0003226	CAEEL04904, CAEEL04903	OFUSG01013.1.p1
OG0003228	CAEEL14683	OFUSG25095.1.p1
OG0003229	CAEEL10166	OFUSG25738.1.p1
OG0003230	CAEEL06311	OFUSG06967.1.p1
OG0003232	CAEEL04540	OFUSG12007.1.p1, OFUSG21807.1.p1, OFUSG21808.1.p1, OFUSG21809.1.p1
OG0003236	CAEEL15067	OFUSG18162.2.p1, OFUSG18162.3.p1, OFUSG18162.1.p1
OG0003251	CAEEL01743	OFUSG20624.2.p1, OFUSG20624.1.p1
OG0003252	CAEEL19657	OFUSG11927.1.p1
OG0003254	CAEEL15715	OFUSG21699.1.p1
OG0003255	CAEEL01327	OFUSG04049.1.p1
OG0003257	CAEEL04888	OFUSG11699.1.p1
OG0003258	CAEEL04539	OFUSG13654.2.p1, OFUSG13654.1.p1
OG0003259	CAEEL11844	OFUSG10754.1.p1
OG0003263	CAEEL12235	OFUSG09944.1.p1
OG0003266	CAEEL05061	OFUSG08987.1.p1
OG0003267	CAEEL11406	OFUSG17971.1.p1
OG0003268	CAEEL00711	OFUSG05362.1.p1
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	OFUSG10348.1.p1
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	OFUSG18942.1.p1, OFUSG18940.1.p1, OFUSG18940.2.p1, OFUSG18941.1.p1
OG0003275	CAEEL01894	OFUSG04938.1.p1
OG0003276	CAEEL05343	OFUSG12445.1.p1, OFUSG12445.2.p1
OG0003277	CAEEL10684	OFUSG06456.1.p1
OG0003279	CAEEL09246	OFUSG02810.1.p1
OG0003280	CAEEL20448	OFUSG09273.2.p1, OFUSG09273.1.p1
OG0003281	CAEEL19540	OFUSG26961.1.p1, OFUSG26959.2.p1, OFUSG26959.3.p1, OFUSG26959.1.p1, OFUSG26957.1.p1
OG0003282	CAEEL04466	OFUSG05974.1.p1
OG0003283	CAEEL10540	OFUSG06061.1.p1
OG0003284	CAEEL20144	OFUSG16072.1.p1, OFUSG16072.2.p1
OG0003286	CAEEL11061	OFUSG10209.1.p1
OG0003287	CAEEL09759	OFUSG08017.2.p1, OFUSG08017.1.p1
OG0003288	CAEEL07836	OFUSG02967.2.p1, OFUSG02967.3.p1, OFUSG02967.1.p1
OG0003289	CAEEL00474	OFUSG23131.4.p1, OFUSG23131.1.p1, OFUSG23131.3.p1, OFUSG23131.2.p1
OG0003290	CAEEL07995, CAEEL07996	OFUSG07475.1.p1, OFUSG07475.2.p1
OG0003291	CAEEL07282	OFUSG15651.1.p1
OG0003293	CAEEL09078	OFUSG13182.1.p1
OG0003296	CAEEL07972	OFUSG22700.1.p1
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	OFUSG10878.1.p1
OG0003298	CAEEL00404	OFUSG02626.1.p1
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	OFUSG01781.1.p1, OFUSG01780.1.p1
OG0003301	CAEEL11183	OFUSG25751.1.p1
OG0003303	CAEEL08080	OFUSG21718.1.p1
OG0003305	CAEEL04396	OFUSG00233.1.p1
OG0003306	CAEEL11131	OFUSG06595.1.p1
OG0003307	CAEEL09527	OFUSG10367.1.p1
OG0003309	CAEEL07134	OFUSG16198.1.p1, OFUSG16198.2.p1
OG0003311	CAEEL06729	OFUSG23497.1.p1
OG0003316	CAEEL06426	OFUSG21407.1.p1
OG0003317	CAEEL11191	OFUSG18101.1.p1, OFUSG18101.2.p1
OG0003318	CAEEL00777	OFUSG19315.1.p1
OG0003320	CAEEL05307	OFUSG19300.1.p1
OG0003323	CAEEL08557, CAEEL08556	OFUSG07429.1.p1
OG0003327	CAEEL15863	OFUSG26592.1.p1
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	OFUSG23184.2.p1, OFUSG23184.1.p1
OG0003329	CAEEL02070	OFUSG08957.1.p1
OG0003330	CAEEL02745	OFUSG09367.1.p1
OG0003331	CAEEL07758	OFUSG15115.1.p1
OG0003332	CAEEL15994, CAEEL15100	OFUSG17337.1.p1
OG0003333	CAEEL05869	OFUSG01511.2.p1, OFUSG01511.3.p1, OFUSG01511.1.p1
OG0003335	CAEEL06219	OFUSG11713.1.p1
OG0003336	CAEEL18158	OFUSG07211.1.p1
OG0003337	CAEEL05608	OFUSG17483.1.p1
OG0003340	CAEEL05767	OFUSG13694.1.p1
OG0003341	CAEEL15411	OFUSG12069.3.p1, OFUSG12069.2.p1, OFUSG12069.4.p1, OFUSG12069.1.p1
OG0003343	CAEEL02966	OFUSG22665.1.p1
OG0003344	CAEEL04270	OFUSG16813.1.p1
OG0003348	CAEEL00995	OFUSG13744.1.p1
OG0003349	CAEEL11343	OFUSG10388.1.p1
OG0003350	CAEEL18859	OFUSG13782.1.p1
OG0003354	CAEEL07057	OFUSG23240.2.p1, OFUSG23240.1.p1
OG0003356	CAEEL05068	OFUSG10104.1.p1
OG0003357	CAEEL05202	OFUSG05741.1.p1
OG0003358	CAEEL15398	OFUSG06917.2.p1, OFUSG06917.1.p1, OFUSG06917.4.p1, OFUSG06917.3.p1
OG0003359	CAEEL08412	OFUSG07857.1.p1, OFUSG07857.2.p1
OG0003360	CAEEL09119	OFUSG22028.1.p1
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	OFUSG11224.2.p1, OFUSG11224.1.p1
OG0003364	CAEEL06262	OFUSG01690.1.p1
OG0003366	CAEEL13316, CAEEL13290	OFUSG19127.1.p1, OFUSG19128.1.p1, OFUSG11346.1.p1
OG0003368	CAEEL04652	OFUSG05859.1.p1
OG0003369	CAEEL11911	OFUSG10684.1.p1
OG0003370	CAEEL19630, CAEEL09274	OFUSG26414.1.p1
OG0003372	CAEEL04956	OFUSG13267.1.p1
OG0003374	CAEEL09698	OFUSG26002.1.p1
OG0003375	CAEEL04860	OFUSG08499.3.p1, OFUSG08499.2.p1, OFUSG08499.1.p1
OG0003378	CAEEL04638	OFUSG07334.2.p1
OG0003380	CAEEL07698, CAEEL08643	OFUSG22136.1.p1
OG0003384	CAEEL12353	OFUSG18647.1.p1
OG0003386	CAEEL04616	OFUSG23636.1.p1
OG0003387	CAEEL12649, CAEEL12648	OFUSG06341.1.p1
OG0003392	CAEEL18713	OFUSG10509.1.p1, OFUSG22637.1.p1
OG0003394	CAEEL09212	OFUSG17238.1.p1
OG0003401	CAEEL18173, CAEEL19529	OFUSG25539.1.p1
OG0003408	CAEEL09203	OFUSG08528.2.p1, OFUSG08528.1.p1, OFUSG08528.3.p1, OFUSG08528.4.p1, OFUSG08528.5.p1, OFUSG16876.1.p1
OG0003419	CAEEL20583, CAEEL07865	OFUSG08581.1.p1
OG0003421	CAEEL18393	OFUSG02002.1.p1, OFUSG03502.1.p1
OG0003425	CAEEL12188	OFUSG08435.1.p1, OFUSG08435.2.p1
OG0003426	CAEEL06462	OFUSG05883.1.p1
OG0003429	CAEEL00390	OFUSG00245.1.p1
OG0003430	CAEEL05290	OFUSG08825.1.p1
OG0003431	CAEEL20649	OFUSG04536.1.p1
OG0003433	CAEEL17744	OFUSG14095.1.p1
OG0003434	CAEEL08434	OFUSG21297.1.p1
OG0003439	CAEEL10524	OFUSG25767.1.p1
OG0003443	CAEEL18884	OFUSG21541.1.p1
OG0003444	CAEEL04842	OFUSG01048.1.p1
OG0003448	CAEEL01220	OFUSG05291.1.p1
OG0003450	CAEEL06420	OFUSG07443.2.p1, OFUSG07443.1.p1
OG0003451	CAEEL02776, CAEEL02805	OFUSG00773.1.p1
OG0003452	CAEEL02730	OFUSG05896.1.p1
OG0003454	CAEEL07771	OFUSG03914.1.p1
OG0003455	CAEEL01134	OFUSG08118.1.p1
OG0003456	CAEEL00212, CAEEL00213	OFUSG10937.1.p1
OG0003457	CAEEL19244	OFUSG13164.1.p1, OFUSG13164.2.p1
OG0003458	CAEEL14113	OFUSG08431.1.p1
OG0003459	CAEEL16050	OFUSG26819.1.p1
OG0003460	CAEEL19133	OFUSG11662.1.p1
OG0003462	CAEEL11837	OFUSG25414.1.p1
OG0003463	CAEEL07464	OFUSG12535.1.p1
OG0003464	CAEEL15673	OFUSG18296.1.p1
OG0003465	CAEEL00222	OFUSG07312.1.p1
OG0003467	CAEEL09664	OFUSG23205.1.p1, OFUSG23203.1.p1
OG0003468	CAEEL10655	OFUSG11635.2.p1, OFUSG11635.1.p1
OG0003472	CAEEL07680, CAEEL07681	OFUSG17116.2.p1, OFUSG17116.3.p1, OFUSG17116.1.p1, OFUSG26527.1.p1, OFUSG21265.1.p1, OFUSG05902.1.p1, OFUSG05902.2.p1, OFUSG03602.1.p1, OFUSG03602.2.p1
OG0003475	CAEEL01731	OFUSG01118.2.p1, OFUSG01118.1.p1
OG0003476	CAEEL11774	OFUSG04382.1.p1
OG0003477	CAEEL02502	OFUSG16889.1.p1
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	OFUSG11376.1.p1, OFUSG11376.2.p1
OG0003479	CAEEL12384	OFUSG18679.1.p1
OG0003480	CAEEL01792	OFUSG05021.1.p1
OG0003484	CAEEL02712	OFUSG15881.3.p1, OFUSG15881.1.p1, OFUSG15881.2.p1
OG0003486	CAEEL04926	OFUSG00463.1.p1
OG0003487	CAEEL02123	OFUSG19263.1.p1
OG0003489	CAEEL00223	OFUSG16880.2.p1, OFUSG16880.1.p1
OG0003491	CAEEL18627, CAEEL05479	OFUSG14265.1.p1, OFUSG14263.1.p1
OG0003496	CAEEL01506	OFUSG02218.1.p1
OG0003498	CAEEL16452	OFUSG16874.1.p1
OG0003500	CAEEL01125	OFUSG22059.1.p1
OG0003502	CAEEL02400, CAEEL02281	OFUSG24055.1.p1
OG0003503	CAEEL04457, CAEEL04454	OFUSG18080.1.p1
OG0003505	CAEEL07950	OFUSG05340.1.p1
OG0003506	CAEEL05248	OFUSG02297.1.p1, OFUSG02297.2.p1
OG0003507	CAEEL05679	OFUSG26289.1.p1
OG0003508	CAEEL17418	OFUSG15813.1.p1, OFUSG15813.3.p1, OFUSG15813.2.p1
OG0003509	CAEEL04891	OFUSG17524.1.p1
OG0003511	CAEEL08351	OFUSG19651.1.p1
OG0003513	CAEEL07182	OFUSG16489.1.p1, OFUSG16489.2.p1
OG0003514	CAEEL12733, CAEEL12734	OFUSG06882.1.p1, OFUSG06882.3.p1, OFUSG06882.2.p1
OG0003515	CAEEL06636	OFUSG03772.1.p1
OG0003517	CAEEL05196	OFUSG00110.1.p1
OG0003518	CAEEL01719	OFUSG20266.1.p1
OG0003519	CAEEL07239	OFUSG16099.1.p1
OG0003522	CAEEL06276	OFUSG10187.1.p1, OFUSG10187.2.p1, OFUSG10187.3.p1
OG0003523	CAEEL18694	OFUSG12732.1.p1
OG0003524	CAEEL04264, CAEEL04265	OFUSG17157.1.p1
OG0003526	CAEEL16001	OFUSG21956.1.p1
OG0003528	CAEEL00365	OFUSG01447.2.p1, OFUSG01447.1.p1, OFUSG01447.3.p1, OFUSG16266.1.p1
OG0003531	CAEEL15168, CAEEL18062	OFUSG12011.1.p1
OG0003532	CAEEL05027	OFUSG18965.1.p1
OG0003538	CAEEL11099	OFUSG03109.1.p1
OG0003539	CAEEL05895	OFUSG03901.1.p1
OG0003541	CAEEL01632	OFUSG05329.2.p1, OFUSG05329.1.p1
OG0003542	CAEEL01115	OFUSG10628.1.p1
OG0003543	CAEEL08637	OFUSG08206.1.p1
OG0003544	CAEEL06236, CAEEL08896	OFUSG00118.1.p1
OG0003545	CAEEL12984	OFUSG10958.1.p1
OG0003548	CAEEL19888	OFUSG18862.1.p1
OG0003550	CAEEL06728	OFUSG26575.1.p1
OG0003551	CAEEL05919	OFUSG20908.1.p1
OG0003552	CAEEL18151	OFUSG09931.1.p1
OG0003554	CAEEL05099	OFUSG06869.1.p1
OG0003556	CAEEL11919	OFUSG23492.1.p1
OG0003557	CAEEL18139	OFUSG07715.2.p1, OFUSG07715.1.p1
OG0003561	CAEEL01643	OFUSG00906.1.p1
OG0003562	CAEEL19208, CAEEL04183	OFUSG12910.2.p1, OFUSG12910.1.p1
OG0003563	CAEEL07782	OFUSG10547.1.p1, OFUSG10547.2.p1
OG0003564	CAEEL18104	OFUSG18905.1.p1
OG0003566	CAEEL04245	OFUSG01327.1.p1
OG0003567	CAEEL15549	OFUSG10595.1.p1
OG0003569	CAEEL10722	OFUSG06908.1.p1
OG0003570	CAEEL08761	OFUSG09014.1.p1, OFUSG09014.2.p1
OG0003571	CAEEL00659	OFUSG20726.1.p1
OG0003573	CAEEL10174, CAEEL18886	OFUSG24084.1.p1
OG0003577	CAEEL07169	OFUSG26536.2.p1, OFUSG26536.1.p1
OG0003578	CAEEL08037	OFUSG22248.1.p1
OG0003579	CAEEL10103	OFUSG10676.1.p1
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	OFUSG15076.2.p1, OFUSG15076.1.p1, OFUSG13771.3.p1, OFUSG13771.2.p1, OFUSG13771.1.p1
OG0003582	CAEEL10165, CAEEL10958	OFUSG18764.1.p1
OG0003597	CAEEL05204	OFUSG19568.2.p1, OFUSG19568.3.p1, OFUSG19568.1.p1
OG0003598	CAEEL20069	OFUSG08278.1.p1
OG0003599	CAEEL01022	OFUSG19669.1.p1
OG0003603	CAEEL00903	OFUSG10841.1.p1, OFUSG10841.2.p1
OG0003604	CAEEL08873	OFUSG15335.1.p1
OG0003606	CAEEL01180	OFUSG00045.1.p1
OG0003607	CAEEL05764	OFUSG21698.1.p1
OG0003611	CAEEL15351	OFUSG05675.1.p1
OG0003612	CAEEL12107	OFUSG13568.1.p1, OFUSG13568.2.p1
OG0003613	CAEEL10330	OFUSG06331.1.p1
OG0003615	CAEEL04572	OFUSG23707.1.p1, OFUSG23707.2.p1
OG0003617	CAEEL08768, CAEEL00622	OFUSG13257.1.p1
OG0003619	CAEEL19948, CAEEL09130	OFUSG02086.1.p1
OG0003620	CAEEL05074	OFUSG16976.2.p1, OFUSG16976.1.p1
OG0003621	CAEEL18738	OFUSG01532.2.p1, OFUSG01532.3.p1, OFUSG01532.4.p1, OFUSG01532.1.p1
OG0003623	CAEEL11847	OFUSG26432.1.p1
OG0003624	CAEEL11456	OFUSG06588.1.p1, OFUSG06588.2.p1
OG0003629	CAEEL18064	OFUSG24613.1.p1
OG0003630	CAEEL01945	OFUSG24001.2.p1, OFUSG24001.1.p1
OG0003632	CAEEL04287	OFUSG12731.1.p1
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	OFUSG23671.1.p1
OG0003638	CAEEL14206	OFUSG08839.1.p1
OG0003639	CAEEL07019	OFUSG15339.1.p1
OG0003640	CAEEL01151	OFUSG04490.1.p1
OG0003641	CAEEL02290	OFUSG04999.1.p1
OG0003644	CAEEL07060	OFUSG08254.1.p1
OG0003645	CAEEL08952	OFUSG02977.1.p1, OFUSG02977.2.p1
OG0003646	CAEEL04268	OFUSG13054.2.p1, OFUSG13054.1.p1
OG0003647	CAEEL08061	OFUSG09021.1.p1
OG0003649	CAEEL02106	OFUSG09804.1.p1
OG0003650	CAEEL01596	OFUSG17294.1.p1
OG0003652	CAEEL00198, CAEEL00197	OFUSG01151.1.p1
OG0003655	CAEEL01543	OFUSG01510.2.p1, OFUSG01510.1.p1
OG0003657	CAEEL18724	OFUSG13329.1.p1, OFUSG13329.2.p1
OG0003658	CAEEL17892	OFUSG13331.1.p1
OG0003659	CAEEL00820	OFUSG16187.1.p1
OG0003661	CAEEL11758	OFUSG21299.1.p1
OG0003664	CAEEL10164	OFUSG09947.1.p1
OG0003667	CAEEL14775	OFUSG22163.1.p1
OG0003668	CAEEL09161, CAEEL09163	OFUSG20064.1.p1
OG0003669	CAEEL08786, CAEEL08784	OFUSG17201.1.p1
OG0003672	CAEEL12653	OFUSG10902.1.p1
OG0003676	CAEEL00672	OFUSG25502.1.p1
OG0003677	CAEEL08632	OFUSG16450.1.p1
OG0003678	CAEEL03764	OFUSG26385.1.p1, OFUSG26385.2.p1
OG0003679	CAEEL14380	OFUSG13359.1.p1
OG0003680	CAEEL10627	OFUSG15795.1.p1, OFUSG15795.2.p1
OG0003681	CAEEL03276	OFUSG01429.2.p1, OFUSG01429.3.p1, OFUSG01429.1.p1
OG0003686	CAEEL01983	OFUSG20794.1.p1
OG0003688	CAEEL03025	OFUSG13593.1.p1
OG0003689	CAEEL07514	OFUSG04570.1.p1
OG0003690	CAEEL08798	OFUSG11565.1.p1
OG0003692	CAEEL09322	OFUSG05600.1.p1
OG0003693	CAEEL09517	OFUSG06103.1.p1
OG0003694	CAEEL08779	OFUSG16805.1.p1
OG0003695	CAEEL18980	OFUSG25573.1.p1
OG0003696	CAEEL15341	OFUSG05739.1.p1
OG0003697	CAEEL07546	OFUSG20990.1.p1
OG0003698	CAEEL05872	OFUSG06501.1.p1
OG0003700	CAEEL08489	OFUSG10293.1.p1
OG0003701	CAEEL04838	OFUSG23496.1.p1
OG0003702	CAEEL19917	OFUSG11457.1.p1, OFUSG11457.2.p1
OG0003704	CAEEL02747	OFUSG13029.1.p1
OG0003708	CAEEL02697, CAEEL19979	OFUSG01108.1.p1
OG0003710	CAEEL05057	OFUSG00436.1.p1, OFUSG00436.2.p1
OG0003712	CAEEL12274	OFUSG10374.1.p1
OG0003716	CAEEL00239	OFUSG23366.1.p1
OG0003718	CAEEL00456	OFUSG16508.1.p1
OG0003719	CAEEL01088	OFUSG08809.1.p1
OG0003721	CAEEL19092	OFUSG25364.1.p1
OG0003724	CAEEL04996	OFUSG13589.1.p1
OG0003725	CAEEL04639	OFUSG23512.1.p1
OG0003727	CAEEL20128	OFUSG08827.1.p1
OG0003729	CAEEL01397	OFUSG16645.2.p1, OFUSG16645.1.p1
OG0003731	CAEEL14842	OFUSG12284.1.p1
OG0003732	CAEEL10948	OFUSG14808.2.p1, OFUSG14808.1.p1
OG0003733	CAEEL05542	OFUSG23436.1.p1
OG0003734	CAEEL18003	OFUSG07747.1.p1
OG0003735	CAEEL04830, CAEEL04829	OFUSG07143.1.p1
OG0003736	CAEEL10845	OFUSG07991.1.p1
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	OFUSG09928.1.p1
OG0003739	CAEEL06789	OFUSG15848.1.p1
OG0003740	CAEEL07837	OFUSG07576.1.p1
OG0003741	CAEEL07870	OFUSG12262.1.p1
OG0003743	CAEEL12238	OFUSG01059.1.p1
OG0003745	CAEEL16018, CAEEL17606	OFUSG23746.1.p1, OFUSG23969.1.p1
OG0003746	CAEEL07398	OFUSG03863.1.p1
OG0003747	CAEEL02767	OFUSG12626.1.p1
OG0003748	CAEEL00242	OFUSG18694.1.p1
OG0003749	CAEEL20507	OFUSG07087.2.p1, OFUSG07087.1.p1
OG0003750	CAEEL05076	OFUSG09220.1.p1
OG0003752	CAEEL04520	OFUSG17066.1.p1
OG0003753	CAEEL18657	OFUSG10261.1.p1
OG0003754	CAEEL19668, CAEEL05669	OFUSG07080.1.p1
OG0003755	CAEEL09173	OFUSG15040.1.p1
OG0003756	CAEEL01606	OFUSG22980.1.p1
OG0003758	CAEEL05748	OFUSG17693.1.p1
OG0003759	CAEEL09625	OFUSG12849.1.p1
OG0003761	CAEEL19863	OFUSG16012.1.p1, OFUSG16012.2.p1
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	OFUSG00488.1.p1
OG0003764	CAEEL15954	OFUSG18151.3.p1, OFUSG18151.1.p1, OFUSG18151.2.p1
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	OFUSG22315.1.p1, OFUSG20610.1.p1, OFUSG00014.1.p1
OG0003767	CAEEL07794	OFUSG13414.1.p1
OG0003771	CAEEL18560, CAEEL05367	OFUSG11060.1.p1
OG0003776	CAEEL14271	OFUSG09068.1.p1
OG0003778	CAEEL10576	OFUSG01438.1.p1
OG0003779	CAEEL12785	OFUSG13787.1.p1, OFUSG13787.2.p1
OG0003780	CAEEL20711	OFUSG24721.1.p1
OG0003795	CAEEL09855	OFUSG06423.1.p1
OG0003798	CAEEL11938	OFUSG25667.1.p1
OG0003803	CAEEL19629	OFUSG06983.1.p1
OG0003806	CAEEL10842	OFUSG10861.1.p1
OG0003807	CAEEL06933	OFUSG10356.1.p1
OG0003808	CAEEL08177	OFUSG17077.1.p1
OG0003811	CAEEL07020	OFUSG03655.1.p1
OG0003812	CAEEL07296	OFUSG21387.1.p1
OG0003813	CAEEL10820	OFUSG18113.2.p1, OFUSG18113.3.p1, OFUSG18113.1.p1
OG0003817	CAEEL02053	OFUSG09065.1.p1
OG0003818	CAEEL15512	OFUSG03705.1.p1
OG0003821	CAEEL09346	OFUSG19123.1.p1
OG0003824	CAEEL17849	OFUSG05766.1.p1
OG0003825	CAEEL18577	OFUSG06668.1.p1
OG0003826	CAEEL02634	OFUSG22650.1.p1
OG0003827	CAEEL04098	OFUSG17366.1.p1
OG0003829	CAEEL08428	OFUSG07448.1.p1
OG0003831	CAEEL08097	OFUSG05930.2.p1, OFUSG05930.1.p1
OG0003832	CAEEL11899	OFUSG06066.1.p1
OG0003834	CAEEL00145	OFUSG05404.1.p1
OG0003837	CAEEL11909, CAEEL11910	OFUSG05284.1.p1, OFUSG11129.1.p1
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	OFUSG02211.1.p1
OG0003839	CAEEL11415	OFUSG14221.1.p1
OG0003840	CAEEL01767	OFUSG26167.1.p1
OG0003841	CAEEL10859, CAEEL18915	OFUSG25707.1.p1
OG0003843	CAEEL14293	OFUSG25141.1.p1
OG0003846	CAEEL00811, CAEEL18648	OFUSG06704.1.p1
OG0003847	CAEEL07371	OFUSG24334.1.p1
OG0003847	CAEEL06874	OFUSG08415.1.p1
OG0003848	CAEEL08837	OFUSG07600.1.p1
OG0003850	CAEEL11705	OFUSG01254.1.p1
OG0003851	CAEEL08777	OFUSG13241.1.p1
OG0003852	CAEEL00155	OFUSG04274.2.p1, OFUSG04274.1.p1
OG0003853	CAEEL13793	OFUSG11282.1.p1
OG0003854	CAEEL01789	OFUSG09820.1.p1
OG0003856	CAEEL07428	OFUSG18199.1.p1
OG0003857	CAEEL19675	OFUSG18520.1.p1
OG0003858	CAEEL06932	OFUSG11682.1.p1
OG0003863	CAEEL18943	OFUSG06768.1.p1
OG0003864	CAEEL01846	OFUSG21533.1.p1, OFUSG21530.1.p1
OG0003865	CAEEL02514	OFUSG04670.1.p1, OFUSG04670.3.p1, OFUSG04670.2.p1
OG0003866	CAEEL00295	OFUSG01635.2.p1, OFUSG01635.1.p1
OG0003867	CAEEL15761	OFUSG26425.1.p1
OG0003868	CAEEL18485	OFUSG25488.1.p1
OG0003869	CAEEL00094	OFUSG04233.1.p1
OG0003870	CAEEL17745	OFUSG26220.1.p1, OFUSG26220.2.p1
OG0003871	CAEEL20153	OFUSG14206.1.p1
OG0003872	CAEEL14869	OFUSG00219.1.p1
OG0003873	CAEEL07437	OFUSG12835.1.p1
OG0003875	CAEEL00868	OFUSG26181.1.p1
OG0003876	CAEEL04369	OFUSG23627.1.p1
OG0003877	CAEEL18175	OFUSG14257.1.p1
OG0003879	CAEEL00338, CAEEL01399	OFUSG20056.1.p1
OG0003881	CAEEL12169	OFUSG18789.1.p1
OG0003884	CAEEL01060	OFUSG16361.1.p1
OG0003885	CAEEL01791	OFUSG23663.1.p1
OG0003886	CAEEL10383	OFUSG04059.1.p1
OG0003887	CAEEL09446	OFUSG17832.1.p1
OG0003892	CAEEL11760	OFUSG05645.1.p1
OG0003893	CAEEL05797	OFUSG11743.1.p1
OG0003894	CAEEL01425	OFUSG07444.1.p1
OG0003897	CAEEL07613	OFUSG17722.1.p1
OG0003898	CAEEL05728	OFUSG14490.1.p1
OG0003900	CAEEL08813	OFUSG11237.1.p1
OG0003901	CAEEL00786, CAEEL18671	OFUSG13044.1.p1
OG0003904	CAEEL00419	OFUSG15953.1.p1
OG0003906	CAEEL00814	OFUSG09780.1.p1
OG0003909	CAEEL09488, CAEEL14422	OFUSG05066.1.p1
OG0003910	CAEEL08553	OFUSG00367.1.p1
OG0003911	CAEEL20590	OFUSG12915.1.p1
OG0003912	CAEEL02731	OFUSG22772.1.p1
OG0003913	CAEEL05199	OFUSG16854.1.p1, OFUSG16854.2.p1
OG0003915	CAEEL04887	OFUSG24695.1.p1
OG0003916	CAEEL07068	OFUSG20296.1.p1
OG0003917	CAEEL07507	OFUSG02661.1.p1, OFUSG02661.2.p1
OG0003918	CAEEL11925, CAEEL11924	OFUSG18006.1.p1
OG0003920	CAEEL00358	OFUSG00473.1.p1
OG0003921	CAEEL14832, CAEEL18358	OFUSG21463.2.p1, OFUSG21463.1.p1
OG0003922	CAEEL11421, CAEEL11420	OFUSG24757.1.p1
OG0003923	CAEEL08718	OFUSG04254.1.p1
OG0003925	CAEEL04108	OFUSG16954.1.p1
OG0003926	CAEEL10754, CAEEL19332	OFUSG21486.1.p1, OFUSG12876.1.p1
OG0003929	CAEEL00949	OFUSG20846.1.p1
OG0003930	CAEEL05047	OFUSG01262.1.p1
OG0003931	CAEEL15548	OFUSG10879.1.p1
OG0003932	CAEEL12182, CAEEL12183	OFUSG23661.1.p1
OG0003933	CAEEL11609	OFUSG18990.1.p1, OFUSG18990.2.p1, OFUSG17884.1.p1
