Orthogroup	CAEEL	BRAFL
OG0003114	CAEEL15726	bflo_20937
OG0003115	CAEEL00022	bflo_02956
OG0003116	CAEEL07734	bflo_14734
OG0003118	CAEEL08193, CAEEL08192	bflo_00599
OG0003119	CAEEL16382	bflo_09328
OG0003121	CAEEL00414	bflo_05128
OG0003124	CAEEL07676	bflo_20947
OG0003126	CAEEL04789, CAEEL04979	bflo_25347
OG0003128	CAEEL04713	bflo_20579
OG0003129	CAEEL06414, CAEEL06415	bflo_07601, bflo_07737, bflo_20157, bflo_20156
OG0003130	CAEEL08052	bflo_20145
OG0003132	CAEEL15119	bflo_13312
OG0003135	CAEEL06638	bflo_11156
OG0003136	CAEEL10810	bflo_06361
OG0003141	CAEEL03719, CAEEL03720	bflo_24349
OG0003142	CAEEL00482	bflo_06487
OG0003144	CAEEL01625	bflo_18077
OG0003145	CAEEL05190	bflo_16411
OG0003146	CAEEL20170	bflo_01499
OG0003147	CAEEL17136, CAEEL18421	bflo_10687
OG0003148	CAEEL16560	bflo_12082
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	bflo_05831, bflo_05830
OG0003150	CAEEL11024	bflo_21673
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	bflo_23595
OG0003153	CAEEL07561	bflo_13277
OG0003154	CAEEL15184	bflo_15309, bflo_20484, bflo_01436
OG0003156	CAEEL00516	bflo_27205
OG0003158	CAEEL08310	bflo_02352
OG0003160	CAEEL18381, CAEEL02061	bflo_09900
OG0003161	CAEEL15582, CAEEL20219	bflo_11644
OG0003164	CAEEL08130	bflo_15147
OG0003169	CAEEL11868	bflo_05306, bflo_26358
OG0003171	CAEEL08054	bflo_16716
OG0003172	CAEEL06299	bflo_19337
OG0003174	CAEEL11561	bflo_15477
OG0003176	CAEEL02038	bflo_13138, bflo_13141, bflo_13521
OG0003178	CAEEL14891	bflo_21644
OG0003179	CAEEL12173	bflo_07971
OG0003181	CAEEL11684	bflo_23833
OG0003182	CAEEL01167	bflo_13801
OG0003184	CAEEL10967	bflo_07007
OG0003185	CAEEL04813	bflo_03286
OG0003187	CAEEL16181	bflo_06988
OG0003188	CAEEL00953	bflo_05779
OG0003189	CAEEL04624	bflo_17966, bflo_17711
OG0003191	CAEEL09839	bflo_02395
OG0003193	CAEEL17615	bflo_22117
OG0003197	CAEEL11467	bflo_21320
OG0003198	CAEEL05062	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477
OG0003199	CAEEL11688	bflo_11640
OG0003202	CAEEL12123	bflo_08512
OG0003203	CAEEL08247	bflo_00895
OG0003206	CAEEL08436	bflo_14678, bflo_27134
OG0003207	CAEEL11116	bflo_11574
OG0003210	CAEEL11876	bflo_16532
OG0003211	CAEEL09585	bflo_12109
OG0003212	CAEEL11323	bflo_11237, bflo_11720
OG0003213	CAEEL18737	bflo_06414
OG0003214	CAEEL08551	bflo_15011
OG0003215	CAEEL02895	bflo_23368
OG0003217	CAEEL06035, CAEEL06032	bflo_13097, bflo_13181
OG0003218	CAEEL08847	bflo_21266
OG0003219	CAEEL16215	bflo_14338
OG0003221	CAEEL00088	bflo_01510
OG0003222	CAEEL00115	bflo_14038
OG0003223	CAEEL00485	bflo_13052
OG0003224	CAEEL05675	bflo_00958
OG0003225	CAEEL04615, CAEEL20133	bflo_08138
OG0003226	CAEEL04904, CAEEL04903	bflo_03250
OG0003228	CAEEL14683	bflo_11373
OG0003229	CAEEL10166	bflo_14282
OG0003230	CAEEL06311	bflo_10210
OG0003232	CAEEL04540	bflo_13766
OG0003235	CAEEL11765	bflo_14854
OG0003236	CAEEL15067	bflo_27409, bflo_22679
OG0003251	CAEEL01743	bflo_12651
OG0003252	CAEEL19657	bflo_14795
OG0003254	CAEEL15715	bflo_05940
OG0003255	CAEEL01327	bflo_08217
OG0003257	CAEEL04888	bflo_05917, bflo_05925
OG0003258	CAEEL04539	bflo_24354
OG0003259	CAEEL11844	bflo_06895
OG0003263	CAEEL12235	bflo_23703
OG0003266	CAEEL05061	bflo_10178
OG0003267	CAEEL11406	bflo_26847, bflo_07095
OG0003268	CAEEL00711	bflo_13173
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	bflo_23123
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	bflo_12004
OG0003275	CAEEL01894	bflo_13276
OG0003276	CAEEL05343	bflo_17428
OG0003277	CAEEL10684	bflo_11010
OG0003279	CAEEL09246	bflo_14292
OG0003281	CAEEL19540	bflo_22362, bflo_21924, bflo_21888, bflo_22360, bflo_22359, bflo_22361, bflo_22079
OG0003282	CAEEL04466	bflo_05872
OG0003283	CAEEL10540	bflo_27041, bflo_12474
OG0003284	CAEEL20144	bflo_02462
OG0003286	CAEEL11061	bflo_23054
OG0003287	CAEEL09759	bflo_03086
OG0003288	CAEEL07836	bflo_14155
OG0003289	CAEEL00474	bflo_13357
OG0003290	CAEEL07995, CAEEL07996	bflo_07091
OG0003291	CAEEL07282	bflo_04904
OG0003293	CAEEL09078	bflo_00129
OG0003296	CAEEL07972	bflo_21081
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	bflo_22943, bflo_27414
OG0003298	CAEEL00404	bflo_15165
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	bflo_03067, bflo_03066
OG0003301	CAEEL11183	bflo_01141
OG0003303	CAEEL08080	bflo_15649
OG0003305	CAEEL04396	bflo_03407
OG0003306	CAEEL11131	bflo_11444, bflo_26999
OG0003307	CAEEL09527	bflo_07093
OG0003309	CAEEL07134	bflo_18723
OG0003311	CAEEL06729	bflo_01504
OG0003316	CAEEL06426	bflo_24864
OG0003317	CAEEL11191	bflo_23280, bflo_23472
OG0003318	CAEEL00777	bflo_11452
OG0003320	CAEEL05307	bflo_10097
OG0003323	CAEEL08557, CAEEL08556	bflo_15869
OG0003325	CAEEL11598	bflo_08410
OG0003327	CAEEL15863	bflo_15914
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	bflo_16009, bflo_14605, bflo_13901, bflo_13749, bflo_00426
OG0003329	CAEEL02070	bflo_06538
OG0003330	CAEEL02745	bflo_05318
OG0003331	CAEEL07758	bflo_20334
OG0003332	CAEEL15994, CAEEL15100	bflo_06531
OG0003333	CAEEL05869	bflo_03278
OG0003335	CAEEL06219	bflo_16036
OG0003336	CAEEL18158	bflo_16347
OG0003337	CAEEL05608	bflo_24672
OG0003340	CAEEL05767	bflo_00966
OG0003341	CAEEL15411	bflo_13784
OG0003343	CAEEL02966	bflo_21197
OG0003344	CAEEL04271	bflo_06379
OG0003348	CAEEL00995	bflo_01497
OG0003349	CAEEL11343	bflo_08162
OG0003350	CAEEL18859	bflo_21636
OG0003354	CAEEL07057	bflo_00257
OG0003356	CAEEL05068	bflo_13961
OG0003357	CAEEL05202	bflo_10674
OG0003358	CAEEL15398	bflo_11374
OG0003359	CAEEL08412	bflo_09270
OG0003360	CAEEL09119	bflo_08028
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	bflo_21492
OG0003363	CAEEL04399	bflo_19412, bflo_19416
OG0003364	CAEEL06262	bflo_03561
OG0003366	CAEEL13316, CAEEL13290	bflo_23663
OG0003368	CAEEL04652	bflo_08973
OG0003369	CAEEL11911	bflo_08608
OG0003370	CAEEL19630, CAEEL09274	bflo_05182
OG0003372	CAEEL04956	bflo_25213
OG0003374	CAEEL09698	bflo_01562
OG0003375	CAEEL04860	bflo_05681
OG0003377	CAEEL19646	bflo_09240, bflo_09241
OG0003378	CAEEL04638	bflo_09811
OG0003380	CAEEL07698, CAEEL08643	bflo_20421
OG0003384	CAEEL12353	bflo_10672
OG0003386	CAEEL04616	bflo_24755
OG0003387	CAEEL12649, CAEEL12648	bflo_20271, bflo_20266
OG0003392	CAEEL18713	bflo_04347
OG0003394	CAEEL09212	bflo_00632
OG0003401	CAEEL18173, CAEEL19529	bflo_04587
OG0003419	CAEEL20583, CAEEL07865	bflo_19082
OG0003421	CAEEL18393	bflo_14823
OG0003425	CAEEL12188	bflo_06597
OG0003426	CAEEL06462	bflo_17220
OG0003429	CAEEL00390	bflo_03695
OG0003430	CAEEL05290	bflo_10656
OG0003431	CAEEL20649	bflo_18771
OG0003433	CAEEL17744	bflo_22519
OG0003434	CAEEL08434	bflo_00872
OG0003435	CAEEL04157	bflo_21768
OG0003439	CAEEL10524	bflo_21650
OG0003443	CAEEL18884	bflo_23995
OG0003444	CAEEL04842	bflo_03457
OG0003448	CAEEL01220	bflo_13876
OG0003450	CAEEL06420	bflo_14312
OG0003451	CAEEL02776, CAEEL02805	bflo_17722
OG0003452	CAEEL02730	bflo_09208
OG0003453	CAEEL11697	bflo_09284
OG0003454	CAEEL07771	bflo_18619
OG0003455	CAEEL01134	bflo_03202, bflo_03230
OG0003456	CAEEL00212, CAEEL00213	bflo_23918
OG0003457	CAEEL19244	bflo_01506
OG0003458	CAEEL14113	bflo_03987
OG0003459	CAEEL16050	bflo_13470
OG0003460	CAEEL19133	bflo_16240
OG0003462	CAEEL11837	bflo_15758
OG0003463	CAEEL07464	bflo_24804
OG0003464	CAEEL15673	bflo_22976
OG0003465	CAEEL00222	bflo_16970
OG0003466	CAEEL06482	bflo_09344
OG0003467	CAEEL09664	bflo_12624
OG0003468	CAEEL10655	bflo_18674
OG0003472	CAEEL07680, CAEEL07681	bflo_14735
OG0003473	CAEEL09171	bflo_23011
OG0003475	CAEEL01731	bflo_17402
OG0003477	CAEEL02502	bflo_05188
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	bflo_05169
OG0003479	CAEEL12384	bflo_11660
OG0003480	CAEEL01792	bflo_13731
OG0003486	CAEEL04926	bflo_20523
OG0003487	CAEEL02123	bflo_10772
OG0003489	CAEEL00223	bflo_02309
OG0003491	CAEEL18627, CAEEL05479	bflo_22547
OG0003496	CAEEL01506	bflo_14755
OG0003498	CAEEL16452	bflo_01724
OG0003500	CAEEL01330	bflo_07514
OG0003500	CAEEL01125	bflo_20102
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	bflo_25164
OG0003502	CAEEL02400, CAEEL02281	bflo_20275
OG0003503	CAEEL04457, CAEEL04454	bflo_23296
OG0003505	CAEEL07950	bflo_12682
OG0003506	CAEEL05248	bflo_15168
OG0003507	CAEEL05679	bflo_26224
OG0003508	CAEEL17418	bflo_14628
OG0003509	CAEEL04891	bflo_24353
OG0003510	CAEEL01116	bflo_13265
OG0003511	CAEEL08351	bflo_06537
OG0003513	CAEEL07182	bflo_18565
OG0003514	CAEEL12733, CAEEL12734	bflo_10920
OG0003515	CAEEL06636	bflo_14188
OG0003517	CAEEL05196	bflo_03023
OG0003518	CAEEL01719	bflo_25746
OG0003519	CAEEL07239	bflo_18795
OG0003522	CAEEL06276	bflo_23156
OG0003523	CAEEL18694	bflo_24396
OG0003524	CAEEL04264, CAEEL04265	bflo_24392
OG0003526	CAEEL16001	bflo_05929
OG0003528	CAEEL00365	bflo_17528
OG0003530	CAEEL19423	bflo_14631
OG0003531	CAEEL15168, CAEEL18062	bflo_24099
OG0003532	CAEEL05027	bflo_09668
OG0003538	CAEEL11099	bflo_15185
OG0003539	CAEEL05895	bflo_11094
OG0003541	CAEEL01632	bflo_13586
OG0003542	CAEEL01115	bflo_23060
OG0003543	CAEEL08637	bflo_03236
OG0003544	CAEEL06236, CAEEL08896	bflo_07217
OG0003545	CAEEL12984	bflo_23382
OG0003548	CAEEL19888	bflo_09354
OG0003550	CAEEL06728	bflo_00232
OG0003551	CAEEL05919	bflo_25362
OG0003552	CAEEL18151	bflo_16108
OG0003554	CAEEL05099	bflo_10753, bflo_21018
OG0003556	CAEEL11919	bflo_06642
OG0003560	CAEEL04113	bflo_11890
OG0003561	CAEEL01643	bflo_04334
OG0003562	CAEEL19208, CAEEL04183	bflo_01200
OG0003563	CAEEL07782	bflo_23836
OG0003564	CAEEL18104	bflo_09292
OG0003566	CAEEL04245	bflo_03002
OG0003567	CAEEL15549	bflo_04792
OG0003569	CAEEL10722	bflo_11253
OG0003570	CAEEL08761	bflo_26249
OG0003571	CAEEL00659	bflo_05241
OG0003573	CAEEL10174, CAEEL18886	bflo_20068
OG0003577	CAEEL07169	bflo_00343
OG0003578	CAEEL08037	bflo_20566, bflo_14712
OG0003579	CAEEL10103	bflo_07074
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	bflo_18883, bflo_18884
OG0003582	CAEEL10165, CAEEL10958	bflo_10944
OG0003585	CAEEL19947	bflo_01255
OG0003587	CAEEL01025	bflo_15618, bflo_16153, bflo_16042, bflo_15641, bflo_15655, bflo_15620, bflo_15665, bflo_16037, bflo_16146, bflo_15653, bflo_15657, bflo_00011, bflo_15660, bflo_15661, bflo_15643, bflo_16169, bflo_04856, bflo_19791, bflo_14362, bflo_20812, bflo_16594, bflo_16374, bflo_20809, bflo_23522, bflo_15646, bflo_16156, bflo_00399
OG0003597	CAEEL05204	bflo_10323
OG0003598	CAEEL20069	bflo_16711
OG0003599	CAEEL01022	bflo_06072
OG0003604	CAEEL08873	bflo_20404
OG0003607	CAEEL05764	bflo_05933
OG0003611	CAEEL15351	bflo_09170
OG0003612	CAEEL12107	bflo_25558
OG0003613	CAEEL10330	bflo_12262
OG0003615	CAEEL04572	bflo_26275
OG0003618	CAEEL10379	bflo_01473
OG0003619	CAEEL19948, CAEEL09130	bflo_14248
OG0003620	CAEEL05074	bflo_25025
OG0003621	CAEEL18738	bflo_04483, bflo_26752
OG0003623	CAEEL11847	bflo_10738
OG0003624	CAEEL11456	bflo_11072
OG0003629	CAEEL18064	bflo_22183
OG0003630	CAEEL01945	bflo_20004
OG0003632	CAEEL04287	bflo_03937
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	bflo_24973
OG0003638	CAEEL14206	bflo_17869
OG0003639	CAEEL07019	bflo_21388, bflo_21692
OG0003640	CAEEL01151	bflo_26670, bflo_02410
OG0003641	CAEEL02290	bflo_13272
OG0003644	CAEEL07060	bflo_16458
OG0003645	CAEEL08952	bflo_14727
OG0003646	CAEEL04268	bflo_03551
OG0003647	CAEEL08061	bflo_06536
OG0003649	CAEEL02106	bflo_06468
OG0003650	CAEEL01596	bflo_21715
OG0003652	CAEEL00198, CAEEL00197	bflo_17868
OG0003655	CAEEL01543	bflo_17616
OG0003656	CAEEL00717	bflo_08293
OG0003657	CAEEL18724	bflo_00252
OG0003658	CAEEL17892	bflo_00698
OG0003659	CAEEL00820	bflo_02419
OG0003661	CAEEL11758	bflo_26559, bflo_21119
OG0003664	CAEEL10164	bflo_23017, bflo_23489
OG0003666	CAEEL12155	bflo_11627, bflo_27012
OG0003667	CAEEL14775	bflo_20479
OG0003668	CAEEL09161, CAEEL09163	bflo_06147
OG0003669	CAEEL08786, CAEEL08784	bflo_25341
OG0003672	CAEEL12653	bflo_23403
OG0003676	CAEEL00672	bflo_15747
OG0003677	CAEEL08632	bflo_19132
OG0003678	CAEEL03764	bflo_25551
OG0003679	CAEEL14380	bflo_02036, bflo_13294
OG0003680	CAEEL10627	bflo_01532
OG0003681	CAEEL03276	bflo_03957
OG0003686	CAEEL01983	bflo_12834
OG0003688	CAEEL03025	bflo_24589, bflo_24522
OG0003689	CAEEL07514	bflo_19565
OG0003690	CAEEL08798	bflo_13292
OG0003692	CAEEL09322	bflo_09441
OG0003693	CAEEL09517	bflo_11485
OG0003694	CAEEL08779	bflo_07368
OG0003695	CAEEL18980	bflo_16279
OG0003696	CAEEL15341	bflo_11319
OG0003697	CAEEL07546	bflo_23717
OG0003698	CAEEL05872	bflo_10629
OG0003700	CAEEL08489	bflo_22951
OG0003701	CAEEL04838	bflo_01336
OG0003702	CAEEL19917	bflo_11082
OG0003704	CAEEL02747	bflo_06360
OG0003708	CAEEL02697, CAEEL19979	bflo_17394
OG0003710	CAEEL05057	bflo_18086
OG0003712	CAEEL12274	bflo_23878
OG0003716	CAEEL00239	bflo_24004
OG0003718	CAEEL00456	bflo_02164
OG0003719	CAEEL01088	bflo_04239
OG0003721	CAEEL19092	bflo_09733
OG0003724	CAEEL04996	bflo_24348
OG0003725	CAEEL04639	bflo_25499, bflo_25497
OG0003727	CAEEL20128	bflo_07862
OG0003729	CAEEL01397	bflo_02888
OG0003731	CAEEL14842	bflo_09228
OG0003732	CAEEL10948	bflo_21803
OG0003733	CAEEL05542	bflo_25583
OG0003734	CAEEL18003	bflo_15650
OG0003735	CAEEL04830, CAEEL04829	bflo_17363
OG0003736	CAEEL10845	bflo_12719
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	bflo_15994
OG0003739	CAEEL06789	bflo_04782, bflo_26767
OG0003740	CAEEL07837	bflo_09974
OG0003741	CAEEL07870	bflo_10194
OG0003743	CAEEL12238	bflo_17350
OG0003745	CAEEL16018, CAEEL17606	bflo_13758, bflo_07859
OG0003746	CAEEL07398	bflo_18735
OG0003747	CAEEL02767	bflo_06649
OG0003748	CAEEL00242	bflo_12393
OG0003749	CAEEL20507	bflo_09949, bflo_09953
OG0003750	CAEEL05076	bflo_14314
OG0003752	CAEEL04520	bflo_09978
OG0003753	CAEEL18657	bflo_22685
OG0003754	CAEEL19668, CAEEL05669	bflo_10581
OG0003755	CAEEL09173	bflo_20955
OG0003756	CAEEL01606	bflo_13745
OG0003759	CAEEL09625	bflo_25051
OG0003761	CAEEL19863	bflo_07994
OG0003764	CAEEL15954	bflo_23348
OG0003767	CAEEL07794	bflo_13723, bflo_13725, bflo_13724
OG0003768	CAEEL07458	bflo_14840
OG0003771	CAEEL18560, CAEEL05367	bflo_23473
OG0003776	CAEEL14271	bflo_19353
OG0003778	CAEEL10576	bflo_03437
OG0003779	CAEEL12785	bflo_10120
OG0003795	CAEEL09855	bflo_11372
OG0003798	CAEEL11938	bflo_17437
OG0003803	CAEEL19629	bflo_25196
OG0003806	CAEEL10842	bflo_23190, bflo_00688
OG0003807	CAEEL06933	bflo_23696
OG0003808	CAEEL08177	bflo_01527
OG0003811	CAEEL07020	bflo_14145
OG0003812	CAEEL07296	bflo_24338
OG0003813	CAEEL10820	bflo_08536
OG0003817	CAEEL02053	bflo_16520
OG0003818	CAEEL15512	bflo_26938, bflo_10045
OG0003821	CAEEL09346	bflo_11241
OG0003824	CAEEL17849	bflo_01655
OG0003825	CAEEL18577	bflo_06191
OG0003826	CAEEL02634	bflo_20813
OG0003827	CAEEL04098	bflo_26098, bflo_25484, bflo_25483, bflo_26097
OG0003829	CAEEL08428	bflo_16298
OG0003831	CAEEL08097	bflo_15015
OG0003832	CAEEL11899	bflo_11645
OG0003833	CAEEL05813, CAEEL14180	bflo_15287
OG0003834	CAEEL00145	bflo_13313
OG0003837	CAEEL11909, CAEEL11910	bflo_04359
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	bflo_14249
OG0003839	CAEEL11415	bflo_15827
OG0003840	CAEEL01767	bflo_06986
OG0003841	CAEEL10859, CAEEL18915	bflo_04276
OG0003843	CAEEL14293	bflo_13315
OG0003846	CAEEL00811, CAEEL18648	bflo_08816
OG0003847	CAEEL07371	bflo_18871
OG0003847	CAEEL06874	bflo_16688
OG0003848	CAEEL08837	bflo_27156, bflo_15576
OG0003850	CAEEL11705	bflo_11358
OG0003851	CAEEL08777	bflo_00415, bflo_00554, bflo_00750
OG0003852	CAEEL00155	bflo_07596
OG0003853	CAEEL13793	bflo_21440
OG0003854	CAEEL01789	bflo_02025
OG0003856	CAEEL07428	bflo_23888
OG0003857	CAEEL19675	bflo_23884
OG0003858	CAEEL06932	bflo_16889
OG0003863	CAEEL18943	bflo_08746
OG0003864	CAEEL01846	bflo_17590
OG0003865	CAEEL02514	bflo_02430
OG0003866	CAEEL00295	bflo_18467, bflo_18468
OG0003867	CAEEL15761	bflo_24398
OG0003868	CAEEL18485	bflo_15648
OG0003869	CAEEL00094	bflo_18781
OG0003870	CAEEL17745	bflo_10490
OG0003871	CAEEL20153	bflo_21378
OG0003872	CAEEL14869	bflo_16387
OG0003873	CAEEL07437	bflo_24827, bflo_16172
OG0003875	CAEEL00868	bflo_10585
OG0003876	CAEEL04369	bflo_25231
OG0003877	CAEEL18175	bflo_22483
OG0003879	CAEEL00338, CAEEL01399	bflo_01976
OG0003881	CAEEL12169	bflo_12239
OG0003884	CAEEL01060	bflo_08247
OG0003885	CAEEL01791	bflo_05699
OG0003886	CAEEL10383	bflo_02594
OG0003887	CAEEL09446	bflo_07640
OG0003892	CAEEL11760	bflo_11576
OG0003893	CAEEL05797	bflo_18061
OG0003894	CAEEL01425	bflo_15776
OG0003895	CAEEL15379	bflo_22849
OG0003897	CAEEL07613	bflo_24684
OG0003898	CAEEL05728	bflo_21662
OG0003900	CAEEL08813	bflo_22302
OG0003901	CAEEL00786, CAEEL18671	bflo_25007
OG0003904	CAEEL00419	bflo_13785, bflo_08053
OG0003906	CAEEL00814	bflo_04877
OG0003909	CAEEL09488, CAEEL14422	bflo_13163
OG0003910	CAEEL08553	bflo_17784
OG0003911	CAEEL20590	bflo_01450
OG0003912	CAEEL02731	bflo_13927
OG0003913	CAEEL05199	bflo_25822
OG0003915	CAEEL04887	bflo_22605
OG0003916	CAEEL07068	bflo_12715
OG0003917	CAEEL07507	bflo_14511
OG0003918	CAEEL11925, CAEEL11924	bflo_07118
OG0003920	CAEEL00358	bflo_17349
OG0003921	CAEEL14832, CAEEL18358	bflo_01051
OG0003922	CAEEL11421, CAEEL11420	bflo_24628, bflo_03949
OG0003923	CAEEL08718	bflo_18828
OG0003925	CAEEL04108	bflo_24965
OG0003926	CAEEL10754, CAEEL19332	bflo_24571
OG0003929	CAEEL00949	bflo_05243
OG0003930	CAEEL05047	bflo_03015
OG0003931	CAEEL15548	bflo_23064
OG0003932	CAEEL12182, CAEEL12183	bflo_06821
OG0003933	CAEEL11609	bflo_12445
OG0003934	CAEEL10046	bflo_25582
OG0003937	CAEEL19289	bflo_09216
OG0003938	CAEEL07167	bflo_17513
OG0003939	CAEEL04128	bflo_25332
OG0003940	CAEEL15126, CAEEL19780	bflo_12482
OG0003943	CAEEL00131	bflo_06013, bflo_05488
OG0003944	CAEEL05219	bflo_17891
OG0003945	CAEEL17988	bflo_23336
OG0003946	CAEEL18782	bflo_08890
OG0003947	CAEEL16177	bflo_10038, bflo_26937
OG0003949	CAEEL02494	bflo_04795, bflo_20040, bflo_04980
OG0003950	CAEEL05823	bflo_04796
OG0003951	CAEEL10367	bflo_10924
OG0003953	CAEEL12236	bflo_14937
OG0003954	CAEEL11860	bflo_06529
OG0003955	CAEEL08204	bflo_15067
OG0003959	CAEEL18903	bflo_16654
OG0003959	CAEEL01523	bflo_16392
OG0003961	CAEEL10706	bflo_01052
OG0003964	CAEEL20597	bflo_22238, bflo_22112, bflo_22610
OG0003965	CAEEL09858, CAEEL18478	bflo_01681
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	bflo_23352
OG0003968	CAEEL18441	bflo_09937
OG0003969	CAEEL01428, CAEEL15342	bflo_11550
OG0003970	CAEEL00141, CAEEL08636	bflo_08004
OG0003971	CAEEL03035	bflo_09929
OG0003972	CAEEL09414	bflo_13739
OG0003973	CAEEL17822	bflo_07614
OG0003999	CAEEL08414	bflo_00820
OG0004000	CAEEL02254	bflo_02654
OG0004004	CAEEL09931	bflo_00245
OG0004005	CAEEL09757	bflo_05822
OG0004007	CAEEL08380, CAEEL20738	bflo_25579
OG0004009	CAEEL10425	bflo_08409
OG0004010	CAEEL11606	bflo_25494
OG0004012	CAEEL08889	bflo_10107
OG0004014	CAEEL07353	bflo_01604
OG0004015	CAEEL03765	bflo_27508, bflo_25882
OG0004016	CAEEL09802	bflo_26991, bflo_11062
OG0004017	CAEEL08935	bflo_06408
OG0004021	CAEEL07321	bflo_20663
OG0004023	CAEEL00807	bflo_13771, bflo_13445
OG0004025	CAEEL20824	bflo_08844
OG0004027	CAEEL07583	bflo_19261
OG0004028	CAEEL11434	bflo_08558
OG0004031	CAEEL15887	bflo_16318
OG0004032	CAEEL15185	bflo_22471
OG0004033	CAEEL15848	bflo_10163
OG0004035	CAEEL06509	bflo_13352
OG0004036	CAEEL05364	bflo_04917
OG0004037	CAEEL05545	bflo_21736
OG0004038	CAEEL04280	bflo_25870
OG0004040	CAEEL09311	bflo_07645
OG0004041	CAEEL06388	bflo_06689
OG0004042	CAEEL00958	bflo_01092
OG0004044	CAEEL07379	bflo_01005
OG0004047	CAEEL19277, CAEEL00270	bflo_07563, bflo_15046, bflo_16184, bflo_14780
OG0004048	CAEEL05729	bflo_05759
OG0004051	CAEEL06861	bflo_00363
OG0004052	CAEEL02741	bflo_07404
OG0004053	CAEEL01273	bflo_06844
OG0004054	CAEEL15244	bflo_17321
OG0004056	CAEEL01652	bflo_08362
OG0004057	CAEEL03603	bflo_03481
OG0004059	CAEEL14867	bflo_09431
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	bflo_25941
OG0004063	CAEEL02350	bflo_04519
OG0004064	CAEEL00654	bflo_06053
OG0004065	CAEEL05056	bflo_24951
OG0004067	CAEEL02869	bflo_21757
OG0004068	CAEEL10640	bflo_04452
OG0004071	CAEEL00928	bflo_16403
OG0004072	CAEEL09095, CAEEL07075	bflo_19459
OG0004073	CAEEL03280	bflo_16850
OG0004076	CAEEL07566	bflo_06535
OG0004080	CAEEL12810	bflo_18882
OG0004081	CAEEL18163	bflo_21861
OG0004084	CAEEL14072	bflo_14479, bflo_04730
OG0004085	CAEEL04587	bflo_21712
OG0004087	CAEEL07761	bflo_00774
OG0004089	CAEEL11769, CAEEL11770	bflo_24435
OG0004090	CAEEL02918	bflo_02550
OG0004091	CAEEL04573	bflo_25644, bflo_25537
OG0004092	CAEEL07326	bflo_18722
OG0004095	CAEEL02755	bflo_08947
OG0004096	CAEEL09363	bflo_25120, bflo_16105, bflo_16136
OG0004097	CAEEL05789	bflo_23785
OG0004098	CAEEL05361	bflo_25548
OG0004099	CAEEL07071	bflo_23751
OG0004100	CAEEL19773	bflo_10859
OG0004101	CAEEL10753	bflo_02365, bflo_02328
OG0004102	CAEEL20123	bflo_10530
OG0004103	CAEEL10626	bflo_18116, bflo_01589
OG0004104	CAEEL04801	bflo_06763
OG0004105	CAEEL05115	bflo_05301
OG0004106	CAEEL04225	bflo_24930
OG0004110	CAEEL01260	bflo_06903
OG0004112	CAEEL00522	bflo_05743
OG0004113	CAEEL09663	bflo_11906
OG0004114	CAEEL13365	bflo_18466
OG0004115	CAEEL05975	bflo_24357
OG0004116	CAEEL17798	bflo_14868
OG0004118	CAEEL09754	bflo_11032
OG0004119	CAEEL00177	bflo_05817
OG0004120	CAEEL09396	bflo_06902
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	bflo_24414
OG0004122	CAEEL20018	bflo_16663
OG0004123	CAEEL05731	bflo_01120
OG0004124	CAEEL02724, CAEEL02723	bflo_01444
OG0004128	CAEEL11738	bflo_11243
OG0004130	CAEEL02356	bflo_05927
OG0004133	CAEEL05363	bflo_21730
OG0004134	CAEEL07495	bflo_09300
OG0004135	CAEEL19516	bflo_23100
OG0004136	CAEEL04479	bflo_25663, bflo_25662
OG0004137	CAEEL00169, CAEEL00170	bflo_05477
OG0004139	CAEEL04347	bflo_12568
OG0004142	CAEEL10168	bflo_11007
OG0004144	CAEEL00709	bflo_18803
OG0004145	CAEEL14333	bflo_17954
OG0004147	CAEEL07109	bflo_26420
OG0004148	CAEEL07951	bflo_18685
OG0004151	CAEEL01499	bflo_13322
OG0004153	CAEEL11562	bflo_07572, bflo_07571
OG0004156	CAEEL05393	bflo_12353
OG0004157	CAEEL18994	bflo_11422
OG0004158	CAEEL00394	bflo_02113
