Orthogroup	CAEEL	AENJA_ok
OG0001164	CAEEL07306	AENJA_04659, AENJA_14441
OG0001165	CAEEL19696	AENJA_18566
OG0001167	CAEEL04546	AENJA_06024
OG0001168	CAEEL02000	AENJA_26059, AENJA_06080, AENJA_26060
OG0001171	CAEEL20677	AENJA_07498
OG0001172	CAEEL13596	AENJA_08737
OG0001172	CAEEL01942	AENJA_15031
OG0001173	CAEEL15708	AENJA_10142
OG0001173	CAEEL14248	AENJA_26334
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	AENJA_19603, AENJA_10616
OG0001176	CAEEL11466	AENJA_11857
OG0001177	CAEEL08262, CAEEL18706	AENJA_12717, AENJA_23960, AENJA_22118
OG0001178	CAEEL05306	AENJA_12752
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	AENJA_13625, AENJA_13628, AENJA_26058
OG0001180	CAEEL00751	AENJA_13732
OG0001181	CAEEL08327	AENJA_14047
OG0001184	CAEEL20576	AENJA_17799
OG0001184	CAEEL19676	AENJA_15086
OG0001185	CAEEL01778	AENJA_17542
OG0001186	CAEEL00480	AENJA_21307
OG0001186	CAEEL09703	AENJA_18825
OG0001188	CAEEL14362	AENJA_22812
OG0001189	CAEEL01928	AENJA_23358
OG0001197	CAEEL11613	AENJA_00493
OG0001200	CAEEL05263	AENJA_01547
OG0001201	CAEEL02666	AENJA_02210
OG0001203	CAEEL12408	AENJA_03685, AENJA_16123
OG0001203	CAEEL09769	AENJA_17348
OG0001204	CAEEL09132	AENJA_04033, AENJA_20148
OG0001205	CAEEL06787	AENJA_26398
OG0001208	CAEEL10574	AENJA_09031
OG0001209	CAEEL00442	AENJA_09041
OG0001210	CAEEL06396	AENJA_18956
OG0001210	CAEEL06380	AENJA_09592, AENJA_09591
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	AENJA_11717
OG0001214	CAEEL08401	AENJA_24301
OG0001215	CAEEL11249	AENJA_15953
OG0001216	CAEEL04644	AENJA_16979
OG0001217	CAEEL08746	AENJA_17612
OG0001218	CAEEL20131, CAEEL14167	AENJA_18179
OG0001219	CAEEL20379	AENJA_18562
OG0001220	CAEEL07890	AENJA_21603
OG0001221	CAEEL13124	AENJA_19765
OG0001223	CAEEL02795	AENJA_21588
OG0001224	CAEEL07196	AENJA_22625
OG0001225	CAEEL02873	AENJA_23700
OG0001230	CAEEL01949	AENJA_02087
OG0001231	CAEEL15401	AENJA_02177
OG0001233	CAEEL03755, CAEEL04189	AENJA_02446
OG0001234	CAEEL00806	AENJA_02896
OG0001238	CAEEL05166, CAEEL11182	AENJA_07960, AENJA_05667
OG0001239	CAEEL12011	AENJA_08544, AENJA_12406, AENJA_24743, AENJA_06569
OG0001241	CAEEL01749	AENJA_21346
OG0001241	CAEEL19375	AENJA_07588
OG0001243	CAEEL01806	AENJA_09040
OG0001244	CAEEL12407	AENJA_11230
OG0001247	CAEEL10570	AENJA_24053
OG0001248	CAEEL08830	AENJA_17279
OG0001249	CAEEL06406	AENJA_17683
OG0001250	CAEEL18712	AENJA_18393
OG0001251	CAEEL10205	AENJA_20006
OG0001252	CAEEL05030	AENJA_20096
OG0001253	CAEEL10888, CAEEL10887	AENJA_21103
OG0001254	CAEEL00935	AENJA_25593
OG0001261	CAEEL07850	AENJA_00856
OG0001262	CAEEL15249, CAEEL20627	AENJA_25759, AENJA_02100
OG0001266	CAEEL20839, CAEEL20838	AENJA_02853
OG0001266	CAEEL07143	AENJA_06321
OG0001267	CAEEL14111	AENJA_10310
OG0001268	CAEEL11342	AENJA_03712
OG0001270	CAEEL01959	AENJA_04208, AENJA_17726, AENJA_21003, AENJA_12864
OG0001271	CAEEL08717, CAEEL00634	AENJA_04651
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	AENJA_06074
OG0001278	CAEEL20013	AENJA_09367
OG0001278	CAEEL10735	AENJA_15562
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	AENJA_09382
OG0001280	CAEEL00726	AENJA_11194
OG0001281	CAEEL05459	AENJA_15472, AENJA_11305
OG0001282	CAEEL04296	AENJA_12223
OG0001284	CAEEL08223	AENJA_14056
OG0001284	CAEEL01272	AENJA_21135
OG0001285	CAEEL06501	AENJA_14207, AENJA_14208
OG0001286	CAEEL20246	AENJA_16309
OG0001287	CAEEL16475	AENJA_18219
OG0001288	CAEEL18355	AENJA_18926, AENJA_22039
OG0001289	CAEEL10515	AENJA_19878
OG0001290	CAEEL12280	AENJA_21151
OG0001290	CAEEL12279	AENJA_21150
OG0001291	CAEEL11483	AENJA_21434
OG0001292	CAEEL07942	AENJA_21781
OG0001293	CAEEL07048	AENJA_23236
OG0001294	CAEEL15893	AENJA_25092
OG0001296	CAEEL00003, CAEEL14758	AENJA_26215
OG0001300	CAEEL09562	AENJA_00411
OG0001302	CAEEL01736	AENJA_13024
OG0001302	CAEEL12633	AENJA_01840
OG0001304	CAEEL00728	AENJA_02458, AENJA_14579
OG0001305	CAEEL19700	AENJA_03926
OG0001306	CAEEL05042	AENJA_13028
OG0001306	CAEEL06741	AENJA_24214
OG0001310	CAEEL16286	AENJA_06272
OG0001315	CAEEL20540	AENJA_08369, AENJA_13343, AENJA_08368, AENJA_26453
OG0001318	CAEEL06153	AENJA_09435
OG0001319	CAEEL15967	AENJA_09605
OG0001320	CAEEL02958	AENJA_12368
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	AENJA_16608
OG0001323	CAEEL15888	AENJA_15789
OG0001325	CAEEL12980	AENJA_16492, AENJA_18977
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	AENJA_16742, AENJA_18964
OG0001327	CAEEL12070	AENJA_26627
OG0001329	CAEEL03625, CAEEL07934	AENJA_19033
OG0001330	CAEEL07772	AENJA_20881
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	AENJA_23772
OG0001339	CAEEL01555	AENJA_00104
OG0001341	CAEEL12273	AENJA_03707, AENJA_05111, AENJA_17935, AENJA_00473, AENJA_21191
OG0001344	CAEEL12166	AENJA_01361
OG0001348	CAEEL20290	AENJA_01884
OG0001350	CAEEL06068	AENJA_05873
OG0001353	CAEEL07231	AENJA_06742
OG0001354	CAEEL18385	AENJA_09573
OG0001355	CAEEL19633	AENJA_08188
OG0001356	CAEEL10619	AENJA_08269
OG0001357	CAEEL15128	AENJA_08567
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	AENJA_12332
OG0001364	CAEEL16269	AENJA_13074
OG0001366	CAEEL07140	AENJA_14917
OG0001367	CAEEL16176	AENJA_16641
OG0001369	CAEEL05836	AENJA_17277
OG0001370	CAEEL19838	AENJA_17284
OG0001372	CAEEL04824, CAEEL16917	AENJA_25899
OG0001372	CAEEL01785	AENJA_17922
OG0001373	CAEEL18831	AENJA_17959
OG0001374	CAEEL02048	AENJA_18703
OG0001375	CAEEL01718	AENJA_20082
OG0001376	CAEEL18806	AENJA_21276, AENJA_20852, AENJA_20854
OG0001378	CAEEL01898	AENJA_22766
OG0001379	CAEEL20800, CAEEL08440	AENJA_23248
OG0001380	CAEEL07027	AENJA_23604
OG0001381	CAEEL01510	AENJA_23800
OG0001383	CAEEL18479	AENJA_25087
OG0001394	CAEEL16146	AENJA_00558
OG0001395	CAEEL01604	AENJA_00590
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	AENJA_05269
OG0001397	CAEEL19290	AENJA_01101
OG0001398	CAEEL14339	AENJA_22956, AENJA_26825, AENJA_08355, AENJA_21022, AENJA_16268, AENJA_09931, AENJA_03237, AENJA_19325, AENJA_12622, AENJA_18995, AENJA_07161, AENJA_01337, AENJA_06194, AENJA_20766, AENJA_03767, AENJA_01339, AENJA_09353, AENJA_12621
OG0001399	CAEEL00972	AENJA_19357, AENJA_02205
OG0001402	CAEEL04844, CAEEL04850	AENJA_02809
OG0001404	CAEEL15778	AENJA_03877
OG0001405	CAEEL00987	AENJA_03978
OG0001405	CAEEL02297	AENJA_13814
OG0001408	CAEEL19513	AENJA_10000, AENJA_05533
OG0001409	CAEEL02567	AENJA_06247
OG0001410	CAEEL16277	AENJA_18215
OG0001411	CAEEL07405	AENJA_06963, AENJA_10958
OG0001413	CAEEL08368	AENJA_07474
OG0001413	CAEEL04716	AENJA_17340, AENJA_17343
OG0001414	CAEEL13823	AENJA_08160
OG0001417	CAEEL02921	AENJA_11502
OG0001418	CAEEL11722	AENJA_10983
OG0001421	CAEEL14241	AENJA_13339
OG0001422	CAEEL06778	AENJA_14173
OG0001423	CAEEL18493	AENJA_14934
OG0001424	CAEEL12121	AENJA_15682
OG0001424	CAEEL10850	AENJA_17237
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	AENJA_15774
OG0001426	CAEEL06005, CAEEL06004	AENJA_16043
OG0001428	CAEEL05279	AENJA_18858
OG0001430	CAEEL14236	AENJA_19108
OG0001431	CAEEL01932, CAEEL07478	AENJA_23459
OG0001432	CAEEL18746	AENJA_25391
OG0001433	CAEEL01226	AENJA_26002
OG0001439	CAEEL19443	AENJA_00145
OG0001440	CAEEL02919	AENJA_03160
OG0001445	CAEEL10043, CAEEL10044	AENJA_02385
OG0001446	CAEEL19040, CAEEL19039	AENJA_02687, AENJA_10576
OG0001449	CAEEL05216	AENJA_04181
OG0001452	CAEEL02837	AENJA_05087
OG0001455	CAEEL04493	AENJA_06571
OG0001458	CAEEL04619	AENJA_08456
OG0001459	CAEEL20135, CAEEL17975	AENJA_18303, AENJA_08470
OG0001460	CAEEL11040, CAEEL11027	AENJA_20570
OG0001461	CAEEL09368	AENJA_09214
OG0001462	CAEEL03309	AENJA_09362
OG0001464	CAEEL07180	AENJA_09857
OG0001466	CAEEL00165	AENJA_17986, AENJA_10074
OG0001467	CAEEL08160, CAEEL08126	AENJA_10772
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	AENJA_10995
OG0001469	CAEEL06147	AENJA_20582
OG0001469	CAEEL06502	AENJA_11151
OG0001472	CAEEL07491	AENJA_12236
OG0001472	CAEEL02663	AENJA_13235
OG0001473	CAEEL15728, CAEEL16017	AENJA_13618
OG0001474	CAEEL07328	AENJA_24781
OG0001475	CAEEL05298	AENJA_14793
OG0001476	CAEEL00667	AENJA_14828
OG0001478	CAEEL11433	AENJA_19708, AENJA_15450
OG0001479	CAEEL19245	AENJA_16158
OG0001480	CAEEL01047	AENJA_16776
OG0001482	CAEEL08859	AENJA_18749
OG0001484	CAEEL01076, CAEEL01075	AENJA_21194
OG0001485	CAEEL01187	AENJA_21469
OG0001486	CAEEL06199	AENJA_21858
OG0001489	CAEEL05101	AENJA_24467
OG0001490	CAEEL16486	AENJA_25216
OG0001492	CAEEL08792	AENJA_25544
OG0001500	CAEEL11009	AENJA_01887
OG0001503	CAEEL04111	AENJA_23557
OG0001503	CAEEL08520	AENJA_03755
OG0001504	CAEEL05392	AENJA_04830, AENJA_04833, AENJA_15576, AENJA_04039
OG0001505	CAEEL05185, CAEEL08607	AENJA_04619, AENJA_17806
OG0001506	CAEEL04371	AENJA_05939, AENJA_05938
OG0001508	CAEEL19670	AENJA_06316
OG0001510	CAEEL19165	AENJA_08660
OG0001512	CAEEL01283	AENJA_09698
OG0001513	CAEEL08114	AENJA_09714
OG0001514	CAEEL18917	AENJA_10133
OG0001515	CAEEL07598	AENJA_10215
OG0001516	CAEEL05831	AENJA_10243
OG0001517	CAEEL20700	AENJA_10361
OG0001522	CAEEL01881	AENJA_19424, AENJA_14026
OG0001523	CAEEL20306	AENJA_14135
OG0001524	CAEEL18987, CAEEL00715	AENJA_15536
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	AENJA_16414
OG0001526	CAEEL19873	AENJA_16663
OG0001527	CAEEL02029	AENJA_16808
OG0001528	CAEEL20795	AENJA_17449
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	AENJA_18632
OG0001530	CAEEL11993	AENJA_19473
OG0001531	CAEEL08503	AENJA_20341
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	AENJA_20708
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	AENJA_20965
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	AENJA_25332, AENJA_25327
OG0001551	CAEEL13359	AENJA_05503
OG0001553	CAEEL10745	AENJA_06179
OG0001554	CAEEL00812	AENJA_07567
OG0001555	CAEEL17420, CAEEL04181	AENJA_07655, AENJA_12105
OG0001557	CAEEL09005	AENJA_13295
OG0001557	CAEEL09508	AENJA_23342, AENJA_08073
OG0001558	CAEEL05103, CAEEL08374	AENJA_08311
OG0001559	CAEEL16062	AENJA_08667
OG0001560	CAEEL01011	AENJA_09404
OG0001561	CAEEL11007	AENJA_09420
OG0001562	CAEEL04167	AENJA_10266
OG0001567	CAEEL04524	AENJA_13019
OG0001568	CAEEL15339	AENJA_13880
OG0001570	CAEEL11034	AENJA_19842
OG0001572	CAEEL00311	AENJA_22665
OG0001575	CAEEL09642	AENJA_21919
OG0001576	CAEEL00120	AENJA_23479
OG0001578	CAEEL10814, CAEEL18928	AENJA_24180
OG0001580	CAEEL02579	AENJA_25168
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	AENJA_26171
OG0001582	CAEEL07031, CAEEL00211	AENJA_26338
OG0001583	CAEEL19802	AENJA_26528
OG0001589	CAEEL18417	AENJA_25068
OG0001590	CAEEL15262, CAEEL15263	AENJA_00406, AENJA_14826, AENJA_14823
OG0001593	CAEEL02963, CAEEL13946	AENJA_01627
OG0001594	CAEEL08545	AENJA_16970, AENJA_01665, AENJA_04700
OG0001597	CAEEL10283	AENJA_17835, AENJA_03457
OG0001599	CAEEL20479	AENJA_04501
OG0001602	CAEEL18101	AENJA_05150
OG0001604	CAEEL04879	AENJA_06276, AENJA_11253
OG0001606	CAEEL14239	AENJA_06477
OG0001608	CAEEL02190, CAEEL02191	AENJA_08413, AENJA_07328
OG0001609	CAEEL19774	AENJA_08323
OG0001609	CAEEL10790	AENJA_19787
OG0001610	CAEEL02035, CAEEL20252	AENJA_08526, AENJA_08533, AENJA_08527, AENJA_09111, AENJA_08532
OG0001611	CAEEL15699	AENJA_08569
OG0001614	CAEEL01012	AENJA_17703
OG0001615	CAEEL04670	AENJA_10716
OG0001620	CAEEL18514, CAEEL18862	AENJA_13924
OG0001621	CAEEL08615	AENJA_13994, AENJA_13992
OG0001625	CAEEL05727	AENJA_14706
OG0001627	CAEEL00684	AENJA_16344, AENJA_16341, AENJA_20173, AENJA_19284
OG0001628	CAEEL00193	AENJA_16821, AENJA_21898, AENJA_21897, AENJA_25488
OG0001629	CAEEL19941	AENJA_16897
OG0001630	CAEEL05563	AENJA_17020
OG0001632	CAEEL16035	AENJA_18126
OG0001635	CAEEL08024	AENJA_18913
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	AENJA_20882
OG0001640	CAEEL10788	AENJA_23181
OG0001641	CAEEL00743	AENJA_23210
OG0001642	CAEEL15818	AENJA_23879
OG0001643	CAEEL19599	AENJA_24340
OG0001651	CAEEL10611	AENJA_00391
OG0001652	CAEEL15806	AENJA_17940, AENJA_22805, AENJA_00850
OG0001653	CAEEL03026	AENJA_01256, AENJA_21125
OG0001654	CAEEL20359, CAEEL20360	AENJA_02592
OG0001655	CAEEL05314	AENJA_03001
OG0001656	CAEEL07456	AENJA_03159
OG0001657	CAEEL08928, CAEEL08927	AENJA_03268
OG0001661	CAEEL14147	AENJA_05905
OG0001663	CAEEL10899, CAEEL10898	AENJA_06086
OG0001664	CAEEL04260	AENJA_22480
OG0001665	CAEEL07716	AENJA_11003, AENJA_06300
OG0001666	CAEEL07781	AENJA_07102
OG0001668	CAEEL00277	AENJA_07885
OG0001671	CAEEL19781	AENJA_18353, AENJA_09175
OG0001672	CAEEL08375	AENJA_09939
OG0001673	CAEEL17134, CAEEL17133	AENJA_11329
OG0001675	CAEEL00808	AENJA_11671
OG0001676	CAEEL01617	AENJA_11724
OG0001677	CAEEL07860	AENJA_11807
OG0001679	CAEEL18912	AENJA_16799, AENJA_17425
OG0001680	CAEEL15664	AENJA_16822
OG0001682	CAEEL17995	AENJA_17431
OG0001683	CAEEL00875	AENJA_18304
OG0001684	CAEEL08513, CAEEL19560	AENJA_18312
OG0001685	CAEEL06629, CAEEL19461	AENJA_18914
OG0001688	CAEEL06653	AENJA_20867, AENJA_20868
OG0001690	CAEEL02923	AENJA_22959
OG0001691	CAEEL09136, CAEEL09137	AENJA_24035
OG0001706	CAEEL00824	AENJA_00912
OG0001707	CAEEL18144, CAEEL17802	AENJA_00981, AENJA_25581
OG0001709	CAEEL07646, CAEEL07650	AENJA_12151, AENJA_01136
OG0001710	CAEEL11053	AENJA_24366, AENJA_01527
OG0001711	CAEEL15052	AENJA_11819, AENJA_01555
OG0001713	CAEEL02704	AENJA_02209
OG0001714	CAEEL12772	AENJA_02224
OG0001714	CAEEL15825	AENJA_13337
OG0001718	CAEEL12769	AENJA_02907
OG0001720	CAEEL07819	AENJA_03434
OG0001721	CAEEL10104, CAEEL11043	AENJA_03497
OG0001723	CAEEL19731	AENJA_12578
OG0001724	CAEEL00188, CAEEL09412	AENJA_04715, AENJA_04714, AENJA_04716
OG0001726	CAEEL15546	AENJA_06017
OG0001727	CAEEL15354	AENJA_06020
OG0001728	CAEEL20444	AENJA_08879
OG0001730	CAEEL04519	AENJA_09007
OG0001732	CAEEL05337	AENJA_11224
OG0001733	CAEEL11586	AENJA_11585
OG0001734	CAEEL11289	AENJA_19799, AENJA_13245
OG0001735	CAEEL08598	AENJA_13640, AENJA_13638
OG0001736	CAEEL20331	AENJA_14070
OG0001738	CAEEL09745, CAEEL09746	AENJA_15108
OG0001739	CAEEL10953	AENJA_15111
OG0001743	CAEEL18830	AENJA_16159
OG0001746	CAEEL09374	AENJA_19060
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	AENJA_20575
OG0001749	CAEEL07118	AENJA_22441
OG0001750	CAEEL08294	AENJA_22826
OG0001754	CAEEL06405	AENJA_24677
OG0001755	CAEEL12716	AENJA_24912
OG0001756	CAEEL02757	AENJA_25749, AENJA_25480
OG0001769	CAEEL12367	AENJA_00392
OG0001770	CAEEL12180	AENJA_00514
OG0001774	CAEEL20358	AENJA_01099
OG0001774	CAEEL07377, CAEEL01266	AENJA_09499
OG0001775	CAEEL01757	AENJA_01192
OG0001776	CAEEL20827	AENJA_01582
OG0001777	CAEEL07037	AENJA_06312
OG0001778	CAEEL00649	AENJA_03173, AENJA_03171, AENJA_02145
OG0001780	CAEEL12979	AENJA_03259, AENJA_03267, AENJA_06530
OG0001781	CAEEL04378	AENJA_25405
OG0001781	CAEEL06468	AENJA_03406
OG0001782	CAEEL11605	AENJA_22157
OG0001783	CAEEL18807	AENJA_04445
OG0001785	CAEEL10450, CAEEL07502	AENJA_04786
OG0001786	CAEEL15765	AENJA_09558
OG0001786	CAEEL18388	AENJA_11303, AENJA_15773, AENJA_09559, AENJA_05017
OG0001787	CAEEL07669	AENJA_05662
OG0001790	CAEEL19999	AENJA_06251
OG0001792	CAEEL00159	AENJA_06373
OG0001793	CAEEL07806	AENJA_07131
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	AENJA_08186
OG0001798	CAEEL02504	AENJA_08367
OG0001799	CAEEL07172	AENJA_08605
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	AENJA_09181
OG0001805	CAEEL10422, CAEEL19401	AENJA_10542
OG0001809	CAEEL18133	AENJA_13412
OG0001810	CAEEL00534	AENJA_13786
OG0001814	CAEEL07744	AENJA_23859, AENJA_15166
OG0001816	CAEEL05710	AENJA_15931
OG0001818	CAEEL16460	AENJA_18459
OG0001819	CAEEL08110	AENJA_19342
OG0001820	CAEEL00161	AENJA_19468, AENJA_19465, AENJA_19466
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	AENJA_21035
OG0001822	CAEEL14275, CAEEL14276	AENJA_21678
OG0001823	CAEEL18465	AENJA_22880
OG0001824	CAEEL20525	AENJA_22935
OG0001825	CAEEL00895	AENJA_23001
OG0001826	CAEEL08005, CAEEL18927	AENJA_23249
OG0001827	CAEEL12511	AENJA_23535
OG0001828	CAEEL02658, CAEEL07411	AENJA_23757
OG0001830	CAEEL00742	AENJA_25556
OG0001831	CAEEL10161, CAEEL19257	AENJA_25733
OG0001846	CAEEL02581, CAEEL02580	AENJA_23250, AENJA_00173
OG0001849	CAEEL04779	AENJA_00715
OG0001850	CAEEL04901	AENJA_00766
OG0001852	CAEEL10571	AENJA_01522, AENJA_13282, AENJA_18334
OG0001853	CAEEL00334, CAEEL01622	AENJA_03214, AENJA_13354
OG0001854	CAEEL12618	AENJA_22619, AENJA_04892, AENJA_16241, AENJA_22636, AENJA_03291, AENJA_26517, AENJA_20181, AENJA_07616, AENJA_12416, AENJA_20525, AENJA_18496
OG0001857	CAEEL04635	AENJA_04553
OG0001860	CAEEL19534	AENJA_05152
OG0001862	CAEEL07094	AENJA_06207
OG0001863	CAEEL11286	AENJA_14971
OG0001864	CAEEL00359	AENJA_07207
OG0001866	CAEEL12131	AENJA_07312
OG0001867	CAEEL18932	AENJA_07397
OG0001870	CAEEL18619	AENJA_07921
OG0001872	CAEEL20718	AENJA_08322
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	AENJA_08353, AENJA_24095
OG0001874	CAEEL00933	AENJA_08461
OG0001875	CAEEL09917	AENJA_16491
OG0001876	CAEEL11614	AENJA_09312
OG0001878	CAEEL07138	AENJA_09652
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	AENJA_10214
OG0001881	CAEEL18890	AENJA_11391
OG0001883	CAEEL19810	AENJA_14004
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	AENJA_14156
OG0001886	CAEEL20566, CAEEL20351	AENJA_14779
OG0001887	CAEEL05740	AENJA_15098
OG0001888	CAEEL18672, CAEEL11639	AENJA_15918
OG0001890	CAEEL18655	AENJA_16222
OG0001895	CAEEL00352, CAEEL16104	AENJA_22777
OG0001897	CAEEL00130	AENJA_24823
OG0001898	CAEEL15099	AENJA_25485
OG0001899	CAEEL14131	AENJA_25912
OG0001913	CAEEL00139	AENJA_00224
OG0001914	CAEEL15938	AENJA_20687, AENJA_20686
OG0001915	CAEEL10189	AENJA_00588
OG0001916	CAEEL14482	AENJA_10036
OG0001916	CAEEL16425, CAEEL07131	AENJA_00736
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	AENJA_01170
OG0001918	CAEEL07844	AENJA_08485, AENJA_16586, AENJA_26335, AENJA_01219
OG0001919	CAEEL18092	AENJA_02076
OG0001920	CAEEL03600	AENJA_02163, AENJA_26833
OG0001923	CAEEL00866, CAEEL02499	AENJA_03271
OG0001926	CAEEL05295	AENJA_04624
OG0001928	CAEEL19148	AENJA_05549
OG0001930	CAEEL01812	AENJA_06548
OG0001932	CAEEL20531	AENJA_07865
OG0001934	CAEEL04980, CAEEL04981	AENJA_08721
OG0001935	CAEEL01455	AENJA_16826
OG0001939	CAEEL05317	AENJA_09829
OG0001940	CAEEL08846	AENJA_10312
OG0001945	CAEEL05071	AENJA_12644, AENJA_24575
OG0001946	CAEEL11023	AENJA_12969
OG0001947	CAEEL20697	AENJA_13122
OG0001948	CAEEL15692	AENJA_14319, AENJA_17928
OG0001949	CAEEL19721	AENJA_14418
OG0001950	CAEEL05818	AENJA_14901, AENJA_14900
OG0001951	CAEEL08644, CAEEL02798	AENJA_15959
OG0001952	CAEEL00959	AENJA_19250, AENJA_16307
OG0001953	CAEEL01457	AENJA_16687, AENJA_16686
OG0001958	CAEEL19146	AENJA_17819
OG0001961	CAEEL11703	AENJA_18261
OG0001962	CAEEL07745	AENJA_18299
OG0001963	CAEEL09651	AENJA_18795
OG0001964	CAEEL12015, CAEEL18880	AENJA_20596
OG0001965	CAEEL15340	AENJA_21031, AENJA_26304
OG0001966	CAEEL15352, CAEEL06723	AENJA_21166
OG0001968	CAEEL10639	AENJA_22770
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	AENJA_23560
OG0001970	CAEEL17419	AENJA_24796
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	AENJA_26115
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	AENJA_00265
OG0001987	CAEEL06766	AENJA_00303
OG0001988	CAEEL02095	AENJA_00356
OG0001989	CAEEL20436	AENJA_01331
OG0001990	CAEEL18486	AENJA_09415
OG0001991	CAEEL08725	AENJA_04869
OG0001992	CAEEL00543	AENJA_04726, AENJA_03071
OG0001993	CAEEL15736	AENJA_03401
OG0001994	CAEEL19344, CAEEL02372	AENJA_03433, AENJA_03430
OG0001996	CAEEL07117	AENJA_04084, AENJA_22457, AENJA_04070
OG0001998	CAEEL08296	AENJA_04890
OG0001999	CAEEL06715	AENJA_14288
OG0002000	CAEEL08459	AENJA_06674, AENJA_09407
OG0002001	CAEEL07856	AENJA_07130, AENJA_13848
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	AENJA_09337, AENJA_07305
OG0002003	CAEEL18663	AENJA_07348, AENJA_16965
OG0002005	CAEEL10504	AENJA_08069
OG0002006	CAEEL16051, CAEEL18232	AENJA_08834
OG0002008	CAEEL11706	AENJA_09596
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	AENJA_11028
OG0002011	CAEEL06587, CAEEL01459	AENJA_11419
OG0002013	CAEEL00803, CAEEL01317	AENJA_12704, AENJA_12703
OG0002015	CAEEL07232	AENJA_13757
OG0002016	CAEEL10751	AENJA_13775
OG0002017	CAEEL04551	AENJA_13858
OG0002018	CAEEL08242	AENJA_13942
OG0002020	CAEEL20282	AENJA_14430
OG0002021	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716	AENJA_14939
OG0002023	CAEEL12418	AENJA_16732
OG0002026	CAEEL09267	AENJA_17399, AENJA_20637
OG0002027	CAEEL19841	AENJA_17663
OG0002029	CAEEL03538, CAEEL19642	AENJA_17966
OG0002031	CAEEL07288	AENJA_20118
OG0002032	CAEEL15092	AENJA_20630
OG0002035	CAEEL04843, CAEEL04846	AENJA_24470
OG0002036	CAEEL17432	AENJA_25210
OG0002037	CAEEL09947	AENJA_25686
OG0002057	CAEEL04582, CAEEL04584	AENJA_00395
OG0002058	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570	AENJA_14587, AENJA_01300
OG0002059	CAEEL20695	AENJA_02772
OG0002062	CAEEL01567	AENJA_03055
OG0002063	CAEEL01336	AENJA_04991
OG0002064	CAEEL17790	AENJA_05029
OG0002067	CAEEL08430	AENJA_05900
OG0002068	CAEEL15280	AENJA_06271
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	AENJA_09126, AENJA_08139
OG0002074	CAEEL18383	AENJA_08254
OG0002075	CAEEL15213	AENJA_21289
OG0002076	CAEEL17850	AENJA_09702
OG0002077	CAEEL08392	AENJA_09973
OG0002079	CAEEL07901	AENJA_10742, AENJA_19098
OG0002080	CAEEL03246, CAEEL12691	AENJA_12041
OG0002085	CAEEL11230, CAEEL11229	AENJA_15120
OG0002086	CAEEL01985	AENJA_15234
OG0002087	CAEEL07742	AENJA_23537, AENJA_15799
OG0002089	CAEEL13352	AENJA_18322
OG0002089	CAEEL00011, CAEEL11035	AENJA_20731
