Orthogroup	CAEEL	AMPFI_ok
OG0003340	CAEEL05767	AMPFI_22094
OG0003341	CAEEL15411	AMPFI_00777
OG0003343	CAEEL02966	AMPFI_13994, AMPFI_13993, AMPFI_16154
OG0003344	CAEEL04271	AMPFI_09335
OG0003344	CAEEL04270	AMPFI_24611
OG0003348	CAEEL00995	AMPFI_05356
OG0003349	CAEEL11343	AMPFI_05046
OG0003350	CAEEL18859	AMPFI_12867
OG0003354	CAEEL07057	AMPFI_18029
OG0003356	CAEEL05068	AMPFI_21630
OG0003357	CAEEL05202	AMPFI_11721
OG0003359	CAEEL08412	AMPFI_08504
OG0003360	CAEEL09119	AMPFI_09135
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	AMPFI_14228
OG0003364	CAEEL06262	AMPFI_22450
OG0003366	CAEEL13316, CAEEL13290	AMPFI_25322
OG0003368	CAEEL04652	AMPFI_10687
OG0003369	CAEEL11911	AMPFI_06268
OG0003370	CAEEL19630, CAEEL09274	AMPFI_12902
OG0003372	CAEEL04956	AMPFI_00013
OG0003374	CAEEL09698	AMPFI_21401
OG0003375	CAEEL04860	AMPFI_21891
OG0003378	CAEEL04638	AMPFI_07027
OG0003380	CAEEL07698, CAEEL08643	AMPFI_09994
OG0003384	CAEEL12353	AMPFI_15736
OG0003386	CAEEL04616	AMPFI_09487
OG0003387	CAEEL12649, CAEEL12648	AMPFI_04036
OG0003392	CAEEL18713	AMPFI_06246
OG0003394	CAEEL09212	AMPFI_18861
OG0003419	CAEEL20583, CAEEL07865	AMPFI_08900
OG0003421	CAEEL18393	AMPFI_09669
OG0003425	CAEEL12188	AMPFI_09816
OG0003426	CAEEL06462	AMPFI_00436
OG0003429	CAEEL00390	AMPFI_24807, AMPFI_20170
OG0003430	CAEEL05290	AMPFI_06485
OG0003433	CAEEL17744	AMPFI_08027
OG0003435	CAEEL04157	AMPFI_19921, AMPFI_14379
OG0003439	CAEEL10524	AMPFI_10791
OG0003443	CAEEL18884	AMPFI_21912
OG0003444	CAEEL04842	AMPFI_06726
OG0003448	CAEEL01220	AMPFI_23029
OG0003451	CAEEL02776, CAEEL02805	AMPFI_03894
OG0003452	CAEEL02730	AMPFI_22152
OG0003454	CAEEL07771	AMPFI_07469
OG0003455	CAEEL01134	AMPFI_09746
OG0003457	CAEEL19244	AMPFI_19507, AMPFI_22980
OG0003459	CAEEL16050	AMPFI_23502
OG0003460	CAEEL19133	AMPFI_09159
OG0003462	CAEEL11837	AMPFI_05379
OG0003463	CAEEL07464	AMPFI_25834
OG0003465	CAEEL00222	AMPFI_12228
OG0003466	CAEEL06482	AMPFI_12980, AMPFI_11213
OG0003467	CAEEL09664	AMPFI_25477, AMPFI_05595
OG0003468	CAEEL10655	AMPFI_07635
OG0003469	CAEEL09108	AMPFI_12359
OG0003472	CAEEL07680, CAEEL07681	AMPFI_06841
OG0003473	CAEEL09171	AMPFI_07801
OG0003475	CAEEL01731	AMPFI_21852, AMPFI_24738
OG0003476	CAEEL11774	AMPFI_21659
OG0003477	CAEEL02502	AMPFI_11760
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	AMPFI_13018
OG0003479	CAEEL12384	AMPFI_08938
OG0003480	CAEEL01792	AMPFI_07447
OG0003484	CAEEL02712	AMPFI_18735
OG0003486	CAEEL04926	AMPFI_16158
OG0003487	CAEEL02123	AMPFI_23106
OG0003489	CAEEL00223	AMPFI_24006
OG0003491	CAEEL18627, CAEEL05479	AMPFI_11101
OG0003496	CAEEL01506	AMPFI_21723
OG0003498	CAEEL16452	AMPFI_14554
OG0003500	CAEEL01125	AMPFI_12019
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	AMPFI_09583
OG0003502	CAEEL02400, CAEEL02281	AMPFI_22051
OG0003503	CAEEL04457, CAEEL04454	AMPFI_19098, AMPFI_05344
OG0003505	CAEEL07950	AMPFI_07475
OG0003506	CAEEL05248	AMPFI_14856
OG0003507	CAEEL05679	AMPFI_14147
OG0003508	CAEEL17418	AMPFI_00704, AMPFI_22615
OG0003509	CAEEL04891	AMPFI_07776
OG0003511	CAEEL08351	AMPFI_01623
OG0003513	CAEEL07182	AMPFI_21434
OG0003514	CAEEL12733, CAEEL12734	AMPFI_07562
OG0003515	CAEEL06636	AMPFI_20138
OG0003517	CAEEL05196	AMPFI_03039
OG0003518	CAEEL01719	AMPFI_13631
OG0003519	CAEEL07239	AMPFI_10068
OG0003522	CAEEL06276	AMPFI_15136
OG0003523	CAEEL18694	AMPFI_07760
OG0003524	CAEEL04264, CAEEL04265	AMPFI_02059, AMPFI_12429
OG0003526	CAEEL16001	AMPFI_06222
OG0003528	CAEEL00365	AMPFI_08029
OG0003531	CAEEL15168, CAEEL18062	AMPFI_10001
OG0003532	CAEEL05027	AMPFI_24750
OG0003538	CAEEL11099	AMPFI_21724, AMPFI_23397
OG0003539	CAEEL05895	AMPFI_00975
OG0003541	CAEEL01632	AMPFI_21493, AMPFI_04066, AMPFI_25161
OG0003542	CAEEL01115	AMPFI_06443
OG0003543	CAEEL08637	AMPFI_24581
OG0003544	CAEEL06236, CAEEL08896	AMPFI_19004, AMPFI_17826
OG0003545	CAEEL12984	AMPFI_15023, AMPFI_13578
OG0003548	CAEEL19888	AMPFI_24768
OG0003550	CAEEL06728	AMPFI_18741
OG0003551	CAEEL05919	AMPFI_07598
OG0003552	CAEEL18151	AMPFI_05955
OG0003554	CAEEL05099	AMPFI_22132
OG0003556	CAEEL11919	AMPFI_08098
OG0003560	CAEEL04113	AMPFI_04633
OG0003561	CAEEL01643	AMPFI_06137
OG0003562	CAEEL19208, CAEEL04183	AMPFI_06538
OG0003563	CAEEL07782	AMPFI_05251
OG0003564	CAEEL18104	AMPFI_08755
OG0003566	CAEEL04245	AMPFI_01090
OG0003567	CAEEL15549	AMPFI_14197, AMPFI_22713
OG0003570	CAEEL08761	AMPFI_06993
OG0003571	CAEEL00659	AMPFI_12433
OG0003573	CAEEL10174, CAEEL18886	AMPFI_10938
OG0003577	CAEEL07169	AMPFI_19335
OG0003578	CAEEL08037	AMPFI_08173
OG0003579	CAEEL10103	AMPFI_22532
OG0003597	CAEEL05204	AMPFI_11403
OG0003598	CAEEL20069	AMPFI_08091
OG0003599	CAEEL01022	AMPFI_03084
OG0003604	CAEEL08873	AMPFI_14560
OG0003606	CAEEL01180	AMPFI_02736
OG0003607	CAEEL05764	AMPFI_01035, AMPFI_08981
OG0003611	CAEEL15351	AMPFI_03674
OG0003612	CAEEL12107	AMPFI_22358, AMPFI_00951
OG0003613	CAEEL10330	AMPFI_14181
OG0003615	CAEEL04572	AMPFI_05633
OG0003618	CAEEL10379	AMPFI_07271
OG0003619	CAEEL19948, CAEEL09130	AMPFI_10351
OG0003620	CAEEL05074	AMPFI_09860
OG0003623	CAEEL11847	AMPFI_13962
OG0003624	CAEEL11456	AMPFI_03514
OG0003629	CAEEL18064	AMPFI_13944
OG0003630	CAEEL01945	AMPFI_13915
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	AMPFI_01365
OG0003638	CAEEL14206	AMPFI_07537
OG0003639	CAEEL07019	AMPFI_22785, AMPFI_14707
OG0003640	CAEEL01151	AMPFI_16498
OG0003641	CAEEL02290	AMPFI_07323
OG0003644	CAEEL07060	AMPFI_06306
OG0003645	CAEEL08952	AMPFI_16881
OG0003646	CAEEL04268	AMPFI_06564
OG0003647	CAEEL08061	AMPFI_00053
OG0003649	CAEEL02106	AMPFI_09951
OG0003650	CAEEL01596	AMPFI_12108
OG0003652	CAEEL00198, CAEEL00197	AMPFI_10927
OG0003655	CAEEL01543	AMPFI_08590
OG0003656	CAEEL00717	AMPFI_15780
OG0003658	CAEEL17892	AMPFI_13106
OG0003659	CAEEL00820	AMPFI_02966
OG0003660	CAEEL11348	AMPFI_24383, AMPFI_21513
OG0003661	CAEEL11758	AMPFI_09102
OG0003664	CAEEL10164	AMPFI_15265, AMPFI_25223
OG0003667	CAEEL14775	AMPFI_08073
OG0003668	CAEEL09161, CAEEL09163	AMPFI_07166
OG0003669	CAEEL08786, CAEEL08784	AMPFI_11157
OG0003672	CAEEL12653	AMPFI_09980
OG0003676	CAEEL00672	AMPFI_18881
OG0003677	CAEEL08632	AMPFI_07661
OG0003678	CAEEL03764	AMPFI_07460
OG0003679	CAEEL14380	AMPFI_07845
OG0003680	CAEEL10627	AMPFI_09842
OG0003681	CAEEL03276	AMPFI_19503
OG0003683	CAEEL06697	AMPFI_02901
OG0003686	CAEEL01983	AMPFI_07985
OG0003688	CAEEL03025	AMPFI_03029
OG0003689	CAEEL07514	AMPFI_14009
OG0003690	CAEEL08798	AMPFI_05747
OG0003692	CAEEL09322	AMPFI_03589
OG0003693	CAEEL09517	AMPFI_18222, AMPFI_02553
OG0003694	CAEEL08779	AMPFI_08303
OG0003695	CAEEL18980	AMPFI_15699
OG0003696	CAEEL15341	AMPFI_04491, AMPFI_03543
OG0003697	CAEEL07546	AMPFI_11115
OG0003698	CAEEL05872	AMPFI_19011
OG0003700	CAEEL08489	AMPFI_09947
OG0003701	CAEEL04838	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003702	CAEEL19917	AMPFI_15283
OG0003704	CAEEL02747	AMPFI_14195
OG0003708	CAEEL02697, CAEEL19979	AMPFI_12625
OG0003710	CAEEL05057	AMPFI_12106, AMPFI_01123
OG0003712	CAEEL12274	AMPFI_04984
OG0003716	CAEEL00239	AMPFI_04436, AMPFI_02826
OG0003718	CAEEL00456	AMPFI_18529
OG0003719	CAEEL01088	AMPFI_04202
OG0003721	CAEEL19092	AMPFI_08300
OG0003724	CAEEL04996	AMPFI_09411
OG0003725	CAEEL04639	AMPFI_06286
OG0003727	CAEEL20128	AMPFI_09286, AMPFI_11496
OG0003729	CAEEL01397	AMPFI_24000
OG0003731	CAEEL14842	AMPFI_22155
OG0003732	CAEEL10948	AMPFI_21718
OG0003733	CAEEL05542	AMPFI_08970, AMPFI_15657
OG0003734	CAEEL18003	AMPFI_18672
OG0003735	CAEEL04830, CAEEL04829	AMPFI_19574
OG0003736	CAEEL10845	AMPFI_04878
OG0003739	CAEEL06789	AMPFI_04457
OG0003740	CAEEL07837	AMPFI_12630
OG0003741	CAEEL07870	AMPFI_21028
OG0003745	CAEEL16018, CAEEL17606	AMPFI_06392
OG0003748	CAEEL00242	AMPFI_12821, AMPFI_25550
OG0003749	CAEEL20507	AMPFI_09561
OG0003750	CAEEL05076	AMPFI_19492
OG0003752	CAEEL04520	AMPFI_09468
OG0003754	CAEEL19668, CAEEL05669	AMPFI_09209
OG0003755	CAEEL09173	AMPFI_19354
OG0003756	CAEEL01606	AMPFI_17707
OG0003758	CAEEL05748	AMPFI_19318
OG0003759	CAEEL09625	AMPFI_06066
OG0003761	CAEEL19863	AMPFI_18129
OG0003763	CAEEL02011	AMPFI_23055
OG0003764	CAEEL15954	AMPFI_00088
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	AMPFI_01207
OG0003767	CAEEL07794	AMPFI_01797
OG0003768	CAEEL07458	AMPFI_17858
OG0003771	CAEEL18560, CAEEL05367	AMPFI_07160
OG0003775	CAEEL06672	AMPFI_13847
OG0003776	CAEEL14271	AMPFI_18606
OG0003778	CAEEL10576	AMPFI_24942
OG0003795	CAEEL09855	AMPFI_09136
OG0003798	CAEEL11938	AMPFI_02948
OG0003803	CAEEL19629	AMPFI_12565
OG0003806	CAEEL10842	AMPFI_05818
OG0003807	CAEEL06933	AMPFI_03351
OG0003808	CAEEL08177	AMPFI_14079
OG0003811	CAEEL07020	AMPFI_10478
OG0003812	CAEEL07296	AMPFI_10138
OG0003813	CAEEL10820	AMPFI_07875
OG0003818	CAEEL15512	AMPFI_01575, AMPFI_17759
OG0003821	CAEEL09346	AMPFI_03105
OG0003824	CAEEL17849	AMPFI_06085
OG0003825	CAEEL18577	AMPFI_06918
OG0003827	CAEEL04098	AMPFI_21409
OG0003829	CAEEL08428	AMPFI_00127, AMPFI_00025
OG0003831	CAEEL08097	AMPFI_12797
OG0003832	CAEEL11899	AMPFI_20517
OG0003833	CAEEL05813, CAEEL14180	AMPFI_18982, AMPFI_01803
OG0003834	CAEEL00145	AMPFI_10226
OG0003837	CAEEL11909, CAEEL11910	AMPFI_17550, AMPFI_24684
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	AMPFI_19657
OG0003839	CAEEL11415	AMPFI_07382
OG0003840	CAEEL01767	AMPFI_23271
OG0003841	CAEEL10859, CAEEL18915	AMPFI_21826
OG0003843	CAEEL14293	AMPFI_05992
OG0003846	CAEEL00811, CAEEL18648	AMPFI_06425
OG0003847	CAEEL06874	AMPFI_22971, AMPFI_07589
OG0003848	CAEEL08837	AMPFI_23978
OG0003850	CAEEL11705	AMPFI_10267
OG0003851	CAEEL08777	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	CAEEL00155	AMPFI_10208
OG0003853	CAEEL13793	AMPFI_21676
OG0003854	CAEEL01789	AMPFI_03224
OG0003855	CAEEL18132	AMPFI_13948
OG0003856	CAEEL07428	AMPFI_08524, AMPFI_02809
OG0003857	CAEEL19675	AMPFI_07120
OG0003858	CAEEL06932	AMPFI_25088, AMPFI_00370
OG0003863	CAEEL18943	AMPFI_16528
OG0003864	CAEEL01846	AMPFI_13775
OG0003865	CAEEL02514	AMPFI_11940
OG0003866	CAEEL00295	AMPFI_14452
OG0003867	CAEEL15761	AMPFI_17746
OG0003868	CAEEL18485	AMPFI_11838
OG0003869	CAEEL00094	AMPFI_17164
OG0003870	CAEEL17745	AMPFI_05899
OG0003871	CAEEL20153	AMPFI_16112, AMPFI_10551
OG0003872	CAEEL14869	AMPFI_14866
OG0003873	CAEEL07437	AMPFI_09750
OG0003875	CAEEL00868	AMPFI_06901
OG0003876	CAEEL04369	AMPFI_22260
OG0003877	CAEEL18175	AMPFI_15725, AMPFI_00796
OG0003879	CAEEL00338, CAEEL01399	AMPFI_02846, AMPFI_04216, AMPFI_06329
OG0003881	CAEEL12169	AMPFI_15319, AMPFI_15320
OG0003884	CAEEL01060	AMPFI_11418
OG0003885	CAEEL01791	AMPFI_12606
OG0003886	CAEEL10383	AMPFI_05835
OG0003887	CAEEL09446	AMPFI_10957
OG0003892	CAEEL11760	AMPFI_11859, AMPFI_18544
OG0003893	CAEEL05797	AMPFI_02785, AMPFI_26011, AMPFI_15310
OG0003894	CAEEL01425	AMPFI_18671
OG0003898	CAEEL05728	AMPFI_09375
OG0003900	CAEEL08813	AMPFI_23235
OG0003902	CAEEL07968, CAEEL07686	AMPFI_14257
OG0003904	CAEEL00419	AMPFI_04520
OG0003905	CAEEL00484	AMPFI_02600
OG0003906	CAEEL00814	AMPFI_11162
OG0003910	CAEEL08553	AMPFI_04464
OG0003911	CAEEL20590	AMPFI_08416
OG0003912	CAEEL02731	AMPFI_24373
OG0003913	CAEEL05199	AMPFI_21191
OG0003915	CAEEL04887	AMPFI_10789
OG0003916	CAEEL07068	AMPFI_09047
OG0003917	CAEEL07507	AMPFI_16651, AMPFI_15299, AMPFI_01608
OG0003918	CAEEL11925, CAEEL11924	AMPFI_05529
OG0003920	CAEEL00358	AMPFI_25048
OG0003921	CAEEL14832, CAEEL18358	AMPFI_13490
OG0003922	CAEEL11421, CAEEL11420	AMPFI_19502
OG0003923	CAEEL08718	AMPFI_15048
OG0003924	CAEEL01297	AMPFI_01856
OG0003925	CAEEL04108	AMPFI_08582
OG0003930	CAEEL05047	AMPFI_07230
OG0003931	CAEEL15548	AMPFI_26056
OG0003932	CAEEL12182, CAEEL12183	AMPFI_10182
OG0003933	CAEEL11609	AMPFI_24509
OG0003934	CAEEL10046	AMPFI_16560
OG0003937	CAEEL19289	AMPFI_09658
OG0003938	CAEEL07167	AMPFI_22623
OG0003939	CAEEL04128	AMPFI_06063
OG0003940	CAEEL15126, CAEEL19780	AMPFI_19837
OG0003943	CAEEL00131	AMPFI_08179
OG0003944	CAEEL05219	AMPFI_07557
OG0003945	CAEEL17988	AMPFI_05796, AMPFI_08691
OG0003946	CAEEL18782	AMPFI_00888
OG0003947	CAEEL16177	AMPFI_23175
OG0003949	CAEEL02494	AMPFI_12679
OG0003950	CAEEL05823	AMPFI_25875
OG0003951	CAEEL10367	AMPFI_11617
OG0003954	CAEEL11860	AMPFI_06716
OG0003955	CAEEL08204	AMPFI_11128
OG0003959	CAEEL18903	AMPFI_04671
OG0003961	CAEEL10706	AMPFI_06314
OG0003964	CAEEL20597	AMPFI_01234
OG0003965	CAEEL09858, CAEEL18478	AMPFI_04828
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	AMPFI_05943, AMPFI_08131
OG0003968	CAEEL18441	AMPFI_06736
OG0003969	CAEEL01428, CAEEL15342	AMPFI_07721
OG0003970	CAEEL00141, CAEEL08636	AMPFI_07812
OG0003971	CAEEL03035	AMPFI_14528
OG0003972	CAEEL09414	AMPFI_15565
OG0003973	CAEEL17822	AMPFI_20438
OG0004000	CAEEL02254	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004004	CAEEL09931	AMPFI_09791
OG0004005	CAEEL09757	AMPFI_05677
OG0004007	CAEEL08380, CAEEL20738	AMPFI_00209
OG0004009	CAEEL10425	AMPFI_12935
OG0004010	CAEEL11606	AMPFI_15924
OG0004012	CAEEL08889	AMPFI_11587
OG0004015	CAEEL03765	AMPFI_12276
OG0004016	CAEEL09802	AMPFI_20165, AMPFI_03659
OG0004017	CAEEL08935	AMPFI_05329, AMPFI_16787
OG0004021	CAEEL07321	AMPFI_13532
OG0004023	CAEEL00807	AMPFI_19933
OG0004025	CAEEL20824	AMPFI_13676, AMPFI_23617
OG0004027	CAEEL07583	AMPFI_22283
OG0004028	CAEEL11434	AMPFI_10335
OG0004029	CAEEL07149	AMPFI_10197
OG0004031	CAEEL15887	AMPFI_05716
OG0004032	CAEEL15185	AMPFI_18750
OG0004033	CAEEL15848	AMPFI_03927
OG0004035	CAEEL06509	AMPFI_24745
OG0004036	CAEEL05364	AMPFI_19780
OG0004037	CAEEL05545	AMPFI_03972
OG0004042	CAEEL00958	AMPFI_16992
OG0004044	CAEEL07379	AMPFI_00282
OG0004047	CAEEL19277, CAEEL00270	AMPFI_19469
OG0004048	CAEEL05729	AMPFI_12579
OG0004051	CAEEL06861	AMPFI_17845
OG0004052	CAEEL02741	AMPFI_05448
OG0004053	CAEEL01273	AMPFI_17533
OG0004054	CAEEL15244	AMPFI_08608
OG0004056	CAEEL01652	AMPFI_02644, AMPFI_12573
OG0004057	CAEEL03603	AMPFI_09381
OG0004059	CAEEL14867	AMPFI_10187
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	AMPFI_10286
OG0004063	CAEEL02350	AMPFI_25939
OG0004064	CAEEL00654	AMPFI_07536
OG0004065	CAEEL05056	AMPFI_19408
OG0004067	CAEEL02869	AMPFI_09979
OG0004068	CAEEL10640	AMPFI_18859
OG0004069	CAEEL01498	AMPFI_09189
OG0004071	CAEEL00928	AMPFI_07328
OG0004072	CAEEL09095, CAEEL07075	AMPFI_04941
OG0004073	CAEEL03280	AMPFI_25607
OG0004074	CAEEL01304	AMPFI_02501
OG0004076	CAEEL07566	AMPFI_08732
OG0004080	CAEEL12810	AMPFI_07191
OG0004081	CAEEL18163	AMPFI_07325
OG0004084	CAEEL14072	AMPFI_15041
OG0004085	CAEEL04587	AMPFI_10044
OG0004087	CAEEL07761	AMPFI_07453
OG0004089	CAEEL11769, CAEEL11770	AMPFI_00735
OG0004090	CAEEL02918	AMPFI_22810
OG0004091	CAEEL04573	AMPFI_15165
OG0004092	CAEEL07326	AMPFI_06912
OG0004093	CAEEL18523	AMPFI_23222
OG0004096	CAEEL09363	AMPFI_17501
OG0004097	CAEEL05789	AMPFI_07052
OG0004098	CAEEL05361	AMPFI_25761, AMPFI_22663, AMPFI_04786
OG0004099	CAEEL07071	AMPFI_13965
OG0004100	CAEEL19773	AMPFI_19382
OG0004101	CAEEL10753	AMPFI_18949
OG0004102	CAEEL20123	AMPFI_15461
OG0004103	CAEEL10626	AMPFI_17250, AMPFI_04569
OG0004104	CAEEL04801	AMPFI_03708
OG0004105	CAEEL05115	AMPFI_00050
OG0004106	CAEEL04225	AMPFI_09128
OG0004110	CAEEL01260	AMPFI_12307
OG0004112	CAEEL00522	AMPFI_17086, AMPFI_15301
OG0004113	CAEEL09663	AMPFI_14558, AMPFI_10578
OG0004114	CAEEL13365	AMPFI_07189
OG0004115	CAEEL05975	AMPFI_13715, AMPFI_12783
OG0004116	CAEEL17798	AMPFI_14003
OG0004118	CAEEL09754	AMPFI_15447
OG0004119	CAEEL00177	AMPFI_07138
OG0004120	CAEEL09396	AMPFI_07749
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	AMPFI_19218
OG0004122	CAEEL20018	AMPFI_02482
OG0004123	CAEEL05731	AMPFI_13800, AMPFI_02624
OG0004124	CAEEL02724, CAEEL02723	AMPFI_07154
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	AMPFI_23987
OG0004128	CAEEL11738	AMPFI_01941
OG0004130	CAEEL02356	AMPFI_17105
OG0004133	CAEEL05363	AMPFI_00729
OG0004134	CAEEL07495	AMPFI_11318
OG0004135	CAEEL19516	AMPFI_23953
OG0004136	CAEEL04479	AMPFI_23022, AMPFI_00272
OG0004137	CAEEL00169, CAEEL00170	AMPFI_22552, AMPFI_04601, AMPFI_01476
OG0004142	CAEEL10168	AMPFI_18239
OG0004144	CAEEL00709	AMPFI_12498, AMPFI_08519, AMPFI_23218
OG0004145	CAEEL14009	AMPFI_17789
OG0004145	CAEEL14333	AMPFI_03194
OG0004147	CAEEL07109	AMPFI_22254
OG0004148	CAEEL07951	AMPFI_12585
OG0004150	CAEEL09285	AMPFI_21548
OG0004151	CAEEL01499	AMPFI_00134, AMPFI_15889
OG0004153	CAEEL11562	AMPFI_22147
OG0004156	CAEEL05393	AMPFI_06309
OG0004157	CAEEL18994	AMPFI_19370
OG0004158	CAEEL00394	AMPFI_07649
OG0004159	CAEEL16103	AMPFI_08829
OG0004160	CAEEL08700	AMPFI_00568, AMPFI_00062
OG0004161	CAEEL18958	AMPFI_14248, AMPFI_05464
OG0004164	CAEEL10119	AMPFI_05757
OG0004166	CAEEL04359	AMPFI_19424
OG0004167	CAEEL14218	AMPFI_24252, AMPFI_22854
OG0004168	CAEEL08233	AMPFI_12418
OG0004169	CAEEL01556	AMPFI_09723
OG0004170	CAEEL10605	AMPFI_18162
OG0004171	CAEEL11852	AMPFI_05713
OG0004176	CAEEL01489	AMPFI_01331, AMPFI_23021
OG0004178	CAEEL09854	AMPFI_03249
OG0004179	CAEEL10656	AMPFI_06442
OG0004180	CAEEL08381	AMPFI_06582
OG0004181	CAEEL13830	AMPFI_10263
OG0004182	CAEEL14269	AMPFI_14315, AMPFI_15250, AMPFI_11529
OG0004184	CAEEL15780, CAEEL15781	AMPFI_12472
OG0004185	CAEEL19854	AMPFI_18248
OG0004186	CAEEL13926	AMPFI_18492
OG0004187	CAEEL02068	AMPFI_19435
OG0004188	CAEEL15410	AMPFI_24196
OG0004189	CAEEL17811	AMPFI_25484
OG0004215	CAEEL08870	AMPFI_05972
OG0004216	CAEEL02995	AMPFI_02909
OG0004217	CAEEL08020	AMPFI_11613
OG0004219	CAEEL00713	AMPFI_05687
OG0004222	CAEEL05571	AMPFI_22508
OG0004223	CAEEL05790	AMPFI_14106, AMPFI_14107
OG0004225	CAEEL07717	AMPFI_15711
OG0004227	CAEEL05233	AMPFI_07234
OG0004228	CAEEL13669	AMPFI_24494, AMPFI_18790
OG0004229	CAEEL11625	AMPFI_04684
OG0004230	CAEEL07897	AMPFI_16103
OG0004231	CAEEL00452	AMPFI_06317, AMPFI_24209
OG0004232	CAEEL03690	AMPFI_18466
OG0004233	CAEEL12306	AMPFI_05856
OG0004236	CAEEL15188	AMPFI_18952
OG0004238	CAEEL19751	AMPFI_17804, AMPFI_21342, AMPFI_25643
OG0004240	CAEEL11686	AMPFI_18787
OG0004241	CAEEL20251	AMPFI_24897
OG0004243	CAEEL01439	AMPFI_10050
OG0004244	CAEEL12157	AMPFI_25390
OG0004245	CAEEL11730	AMPFI_14565
OG0004246	CAEEL17853	AMPFI_08562
OG0004248	CAEEL11465	AMPFI_06429
OG0004249	CAEEL17634	AMPFI_13244
OG0004250	CAEEL16187	AMPFI_12407
OG0004252	CAEEL07003	AMPFI_09692
OG0004253	CAEEL06637	AMPFI_11137
OG0004254	CAEEL05989	AMPFI_23528
OG0004255	CAEEL03031	AMPFI_05607
OG0004257	CAEEL01608	AMPFI_12483
OG0004258	CAEEL00939	AMPFI_04576
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	AMPFI_05436
OG0004261	CAEEL04677	AMPFI_09942
OG0004262	CAEEL13871	AMPFI_15895
OG0004263	CAEEL04092, CAEEL20329	AMPFI_19144
OG0004265	CAEEL08248	AMPFI_24112, AMPFI_22206
OG0004267	CAEEL04354, CAEEL04355	AMPFI_03672
OG0004268	CAEEL02406	AMPFI_19077
OG0004269	CAEEL07842	AMPFI_02131
OG0004270	CAEEL02066	AMPFI_22607
OG0004271	CAEEL10494	AMPFI_00357
OG0004273	CAEEL04799	AMPFI_20320, AMPFI_02222, AMPFI_01584
OG0004274	CAEEL05009	AMPFI_14696
OG0004278	CAEEL07238	AMPFI_00741
OG0004280	CAEEL16211, CAEEL16212	AMPFI_08532
OG0004282	CAEEL18359, CAEEL13638	AMPFI_03603
OG0004283	CAEEL08314	AMPFI_04258, AMPFI_22058
OG0004284	CAEEL08527	AMPFI_07793
OG0004285	CAEEL01238	AMPFI_05686
OG0004287	CAEEL00835	AMPFI_03750
OG0004288	CAEEL01059	AMPFI_12843
OG0004289	CAEEL02984	AMPFI_15989
OG0004290	CAEEL02030	AMPFI_20931
OG0004294	CAEEL04571	AMPFI_25254
OG0004295	CAEEL03919	AMPFI_09939
OG0004297	CAEEL19228	AMPFI_04000
OG0004299	CAEEL07283	AMPFI_10108
OG0004301	CAEEL07551	AMPFI_21938
OG0004302	CAEEL07295	AMPFI_16467
OG0004303	CAEEL12783	AMPFI_18613
OG0004305	CAEEL02874	AMPFI_12729
OG0004307	CAEEL00090	AMPFI_10120
OG0004308	CAEEL00320	AMPFI_06434
OG0004309	CAEEL13877	AMPFI_07893, AMPFI_01305
OG0004310	CAEEL02565	AMPFI_01502
OG0004312	CAEEL05846	AMPFI_14477
OG0004314	CAEEL00001	AMPFI_17299
OG0004316	CAEEL10340	AMPFI_06233
OG0004321	CAEEL11975	AMPFI_03701
OG0004324	CAEEL07830	AMPFI_13538
OG0004328	CAEEL00916	AMPFI_06204
OG0004329	CAEEL16040	AMPFI_18366
OG0004330	CAEEL15513	AMPFI_21323, AMPFI_04638
OG0004331	CAEEL11038	AMPFI_13825
OG0004332	CAEEL19699	AMPFI_12419, AMPFI_16570, AMPFI_16569
OG0004333	CAEEL19900	AMPFI_16945, AMPFI_02290, AMPFI_02368
OG0004334	CAEEL04372	AMPFI_04344, AMPFI_23930
OG0004335	CAEEL09206	AMPFI_01647
OG0004337	CAEEL11698, CAEEL01133	AMPFI_08351
OG0004338	CAEEL07793	AMPFI_03726
OG0004344	CAEEL16267	AMPFI_24893
OG0004345	CAEEL06934	AMPFI_12564
OG0004348	CAEEL08518	AMPFI_02439
OG0004349	CAEEL06923, CAEEL06922	AMPFI_24895
OG0004350	CAEEL01588	AMPFI_18421
OG0004351	CAEEL08854	AMPFI_20164
OG0004353	CAEEL03078	AMPFI_13654
OG0004355	CAEEL17139	AMPFI_09199
OG0004356	CAEEL10602	AMPFI_05341
