Orthogroup	CAEEL	APOSJ_ok
OG0002340	CAEEL00545	APOSJ_40147, APOSJ_50768, APOSJ_40149, APOSJ_40151, APOSJ_50767, APOSJ_40150, APOSJ_50758, APOSJ_40148
OG0002341	CAEEL07757	APOSJ_23660
OG0002342	CAEEL06352, CAEEL06355, CAEEL00891	APOSJ_37723
OG0002343	CAEEL20506, CAEEL10734	APOSJ_15184, APOSJ_15185, APOSJ_29865, APOSJ_15183
OG0002344	CAEEL07661	APOSJ_44249
OG0002346	CAEEL04391	APOSJ_29498, APOSJ_29497
OG0002348	CAEEL12095	APOSJ_36746, APOSJ_48285, APOSJ_48286, APOSJ_48287
OG0002350	CAEEL20154	APOSJ_49042, APOSJ_49041
OG0002352	CAEEL04784	APOSJ_64093, APOSJ_64092, APOSJ_13686, APOSJ_13688, APOSJ_13687, APOSJ_20378, APOSJ_20382, APOSJ_20379
OG0002354	CAEEL09038	APOSJ_04864, APOSJ_04863, APOSJ_27525, APOSJ_27523
OG0002355	CAEEL08630	APOSJ_20448, APOSJ_20447
OG0002356	CAEEL17852	APOSJ_54515
OG0002357	CAEEL14198	APOSJ_29235, APOSJ_52490, APOSJ_29237, APOSJ_29233, APOSJ_29232, APOSJ_29230, APOSJ_29236, APOSJ_29234
OG0002358	CAEEL20542	APOSJ_33320, APOSJ_33319
OG0002359	CAEEL10259	APOSJ_13589, APOSJ_02241, APOSJ_50264, APOSJ_15350, APOSJ_30825, APOSJ_62074, APOSJ_50263, APOSJ_30826
OG0002360	CAEEL19089	APOSJ_37236, APOSJ_14997, APOSJ_37233, APOSJ_37232, APOSJ_37231
OG0002361	CAEEL16240, CAEEL14724	APOSJ_02850, APOSJ_45157
OG0002362	CAEEL01494	APOSJ_08484, APOSJ_08485
OG0002363	CAEEL18180	APOSJ_08096, APOSJ_08095
OG0002366	CAEEL01476	APOSJ_05676
OG0002367	CAEEL02851	APOSJ_64373, APOSJ_42132
OG0002368	CAEEL06921	APOSJ_48265, APOSJ_48263, APOSJ_48266, APOSJ_48267, APOSJ_48264
OG0002369	CAEEL00665	APOSJ_34403, APOSJ_06315, APOSJ_34402
OG0002370	CAEEL06782	APOSJ_54447, APOSJ_54451, APOSJ_54450, APOSJ_54449, APOSJ_01610, APOSJ_54452, APOSJ_54454, APOSJ_54448, APOSJ_54453
OG0002371	CAEEL10782, CAEEL02897	APOSJ_02284, APOSJ_02285
OG0002374	CAEEL00989, CAEEL03595	APOSJ_22863
OG0002375	CAEEL09148	APOSJ_60710, APOSJ_60709, APOSJ_60711, APOSJ_60714, APOSJ_60716, APOSJ_60715, APOSJ_60713, APOSJ_60712, APOSJ_59787, APOSJ_59786
OG0002376	CAEEL16557	APOSJ_33444, APOSJ_33446, APOSJ_33443, APOSJ_57483, APOSJ_33442, APOSJ_33445
OG0002377	CAEEL14877	APOSJ_49451, APOSJ_49453, APOSJ_07886, APOSJ_07888
OG0002378	CAEEL19717	APOSJ_14057, APOSJ_14061
OG0002379	CAEEL20511	APOSJ_53283, APOSJ_53284
OG0002396	CAEEL15127	APOSJ_08474, APOSJ_08473
OG0002400	CAEEL12685	APOSJ_15533, APOSJ_15534, APOSJ_15532, APOSJ_15535
OG0002402	CAEEL07971	APOSJ_26768, APOSJ_04299, APOSJ_04296, APOSJ_04297, APOSJ_04300, APOSJ_04298, APOSJ_64172, APOSJ_04301
OG0002406	CAEEL05272	APOSJ_64758, APOSJ_64760
OG0002407	CAEEL11836	APOSJ_08648, APOSJ_22087, APOSJ_08654, APOSJ_08647
OG0002408	CAEEL05340	APOSJ_39742, APOSJ_39740, APOSJ_39741, APOSJ_39743
OG0002409	CAEEL12380	APOSJ_37130, APOSJ_37132
OG0002410	CAEEL06445	APOSJ_48448
OG0002411	CAEEL09509	APOSJ_47231, APOSJ_47234, APOSJ_47239, APOSJ_47232, APOSJ_47235, APOSJ_47237, APOSJ_47236, APOSJ_18139, APOSJ_18138, APOSJ_47240, APOSJ_47238
OG0002413	CAEEL05456	APOSJ_58317
OG0002414	CAEEL16542	APOSJ_44310, APOSJ_44309
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	APOSJ_00024, APOSJ_43754, APOSJ_50049, APOSJ_50046, APOSJ_50047, APOSJ_50048, APOSJ_15038, APOSJ_15039
OG0002416	CAEEL00247	APOSJ_39417, APOSJ_39415, APOSJ_39414, APOSJ_39416, APOSJ_46491, APOSJ_39418
OG0002421	CAEEL09266	APOSJ_38501, APOSJ_38502
OG0002422	CAEEL09220	APOSJ_18666
OG0002424	CAEEL18326	APOSJ_08861, APOSJ_08860, APOSJ_56522, APOSJ_08866, APOSJ_08863, APOSJ_08864, APOSJ_08862, APOSJ_08865, APOSJ_52791, APOSJ_56530
OG0002429	CAEEL05601	APOSJ_56689, APOSJ_56683, APOSJ_56686, APOSJ_56685, APOSJ_21438, APOSJ_30457, APOSJ_24227, APOSJ_21437, APOSJ_24229
OG0002433	CAEEL18398	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009
OG0002434	CAEEL09324	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568
OG0002439	CAEEL06145, CAEEL06146	APOSJ_48496, APOSJ_50855, APOSJ_50856, APOSJ_48499, APOSJ_48495, APOSJ_43047, APOSJ_50857, APOSJ_48498, APOSJ_48497, APOSJ_07732, APOSJ_07731
OG0002441	CAEEL01735	APOSJ_63235, APOSJ_37619
OG0002442	CAEEL00999	APOSJ_60666, APOSJ_08135
OG0002443	CAEEL11867	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130
OG0002444	CAEEL11588	APOSJ_52502, APOSJ_52503
OG0002445	CAEEL08003	APOSJ_35777, APOSJ_23633, APOSJ_34729, APOSJ_37662, APOSJ_14160, APOSJ_37657, APOSJ_23631, APOSJ_19491, APOSJ_37665, APOSJ_37661, APOSJ_37667, APOSJ_14165, APOSJ_14161, APOSJ_14159, APOSJ_19489, APOSJ_14162, APOSJ_14164, APOSJ_58324, APOSJ_37664, APOSJ_19488, APOSJ_37663, APOSJ_37666, APOSJ_37656, APOSJ_19486, APOSJ_14163
OG0002448	CAEEL11664	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122
OG0002450	CAEEL02915	APOSJ_34234, APOSJ_15550
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517
OG0002454	CAEEL06870	APOSJ_51370, APOSJ_51375, APOSJ_51377, APOSJ_51373, APOSJ_51372, APOSJ_51374, APOSJ_51371
OG0002455	CAEEL05544	APOSJ_48237, APOSJ_48236, APOSJ_45912
OG0002456	CAEEL19152, CAEEL02912	APOSJ_16131, APOSJ_36238
OG0002459	CAEEL00771, CAEEL04852	APOSJ_08294
OG0002461	CAEEL07388	APOSJ_08997
OG0002462	CAEEL01366	APOSJ_43913
OG0002476	CAEEL05868	APOSJ_31340, APOSJ_59656
OG0002476	CAEEL00590	APOSJ_20187, APOSJ_65314
OG0002486	CAEEL00554	APOSJ_03153
OG0002487	CAEEL13022	APOSJ_16496, APOSJ_16495
OG0002489	CAEEL20456	APOSJ_07228, APOSJ_43667, APOSJ_43665, APOSJ_43666, APOSJ_43664
OG0002490	CAEEL09795	APOSJ_40490, APOSJ_40489, APOSJ_57482, APOSJ_57479, APOSJ_40123, APOSJ_57478, APOSJ_57477, APOSJ_57480, APOSJ_57481, APOSJ_38273, APOSJ_53233
OG0002492	CAEEL07791	APOSJ_04118, APOSJ_04119
OG0002494	CAEEL02924	APOSJ_06827, APOSJ_06823
OG0002495	CAEEL05776	APOSJ_39410
OG0002497	CAEEL00487	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035
OG0002499	CAEEL02172, CAEEL11853	APOSJ_33792, APOSJ_33794, APOSJ_33788, APOSJ_33789, APOSJ_33790, APOSJ_33791, APOSJ_33793, APOSJ_33795
OG0002500	CAEEL00642	APOSJ_48638, APOSJ_48637
OG0002502	CAEEL01666, CAEEL05931	APOSJ_04629, APOSJ_52830, APOSJ_52832, APOSJ_52831, APOSJ_52833
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	APOSJ_41941, APOSJ_41942, APOSJ_04354
OG0002504	CAEEL06712, CAEEL09129	APOSJ_61202
OG0002505	CAEEL05922	APOSJ_01052
OG0002506	CAEEL00901	APOSJ_50804, APOSJ_50803
OG0002507	CAEEL03010	APOSJ_64065
OG0002509	CAEEL10641, CAEEL10642	APOSJ_48076, APOSJ_54727, APOSJ_48075, APOSJ_48077, APOSJ_48079, APOSJ_48078
OG0002510	CAEEL15444	APOSJ_00271, APOSJ_00276, APOSJ_00274, APOSJ_38368, APOSJ_00275, APOSJ_00273, APOSJ_19919, APOSJ_40278, APOSJ_40275, APOSJ_26171
OG0002511	CAEEL03054	APOSJ_38585, APOSJ_16487
OG0002512	CAEEL06721	APOSJ_47033
OG0002516	CAEEL07616	APOSJ_04191
OG0002518	CAEEL03272	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027
OG0002519	CAEEL07683	APOSJ_55470, APOSJ_55472, APOSJ_55471
OG0002520	CAEEL11387	APOSJ_53146, APOSJ_53145
OG0002522	CAEEL04069	APOSJ_04157
OG0002523	CAEEL09506	APOSJ_64867
OG0002527	CAEEL00425, CAEEL00799	APOSJ_29217, APOSJ_11996, APOSJ_11998, APOSJ_11997
OG0002528	CAEEL14274	APOSJ_51777, APOSJ_46888, APOSJ_51778, APOSJ_29137, APOSJ_51774, APOSJ_25258, APOSJ_51771, APOSJ_51772, APOSJ_46886, APOSJ_47533, APOSJ_29136, APOSJ_46889, APOSJ_29135, APOSJ_46887, APOSJ_29138, APOSJ_46890
OG0002529	CAEEL18703, CAEEL04668	APOSJ_04488, APOSJ_04487
OG0002530	CAEEL18169	APOSJ_16584, APOSJ_16582, APOSJ_38753, APOSJ_16583
OG0002532	CAEEL00641	APOSJ_60914, APOSJ_32989, APOSJ_60915
OG0002533	CAEEL08550	APOSJ_36157, APOSJ_36156, APOSJ_21726, APOSJ_21724
OG0002534	CAEEL08629	APOSJ_23549, APOSJ_23548, APOSJ_46356, APOSJ_23554, APOSJ_17763, APOSJ_17765, APOSJ_46361, APOSJ_17764, APOSJ_23550, APOSJ_31156, APOSJ_31155, APOSJ_23553, APOSJ_31152, APOSJ_31154, APOSJ_23551, APOSJ_31153, APOSJ_23547, APOSJ_23552, APOSJ_63678, APOSJ_17766
OG0002537	CAEEL07418	APOSJ_52572, APOSJ_52573, APOSJ_58106, APOSJ_52571
OG0002541	CAEEL09534	APOSJ_60983
OG0002542	CAEEL06956	APOSJ_13003, APOSJ_05216
OG0002543	CAEEL07344	APOSJ_57190, APOSJ_18579, APOSJ_57186, APOSJ_57192, APOSJ_57191, APOSJ_57188, APOSJ_25134, APOSJ_57189, APOSJ_57185, APOSJ_18583
OG0002544	CAEEL16419	APOSJ_27414
OG0002545	CAEEL12452	APOSJ_54341, APOSJ_47195
OG0002547	CAEEL02085	APOSJ_50922
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	APOSJ_60327, APOSJ_52896, APOSJ_52895
OG0002549	CAEEL18135	APOSJ_03644, APOSJ_22674, APOSJ_03643, APOSJ_24634, APOSJ_24636, APOSJ_24635, APOSJ_24638, APOSJ_24637, APOSJ_24639, APOSJ_22678
OG0002552	CAEEL01916	APOSJ_29495
OG0002553	CAEEL07705	APOSJ_36058, APOSJ_36057, APOSJ_36056, APOSJ_36059
OG0002554	CAEEL13829	APOSJ_57610, APOSJ_62462, APOSJ_57611, APOSJ_57609, APOSJ_57612, APOSJ_57607, APOSJ_45101, APOSJ_45114, APOSJ_23766, APOSJ_14740, APOSJ_45126, APOSJ_14741
OG0002557	CAEEL02904	APOSJ_13776
OG0002558	CAEEL18130	APOSJ_60383, APOSJ_60385, APOSJ_60388, APOSJ_60386
OG0002559	CAEEL14654	APOSJ_03758, APOSJ_03757
OG0002561	CAEEL13357	APOSJ_54631, APOSJ_54632, APOSJ_54628, APOSJ_54624, APOSJ_54626, APOSJ_54630, APOSJ_54627, APOSJ_54625, APOSJ_54629
OG0002562	CAEEL00489	APOSJ_49481, APOSJ_49482, APOSJ_49480
OG0002562	CAEEL07592, CAEEL07591, CAEEL09048	APOSJ_49479
OG0002563	CAEEL08940	APOSJ_46270
OG0002564	CAEEL14884	APOSJ_15554, APOSJ_15555, APOSJ_15556
OG0002565	CAEEL01779, CAEEL19992	APOSJ_27641, APOSJ_27644, APOSJ_42207, APOSJ_27642, APOSJ_27643, APOSJ_42201
OG0002566	CAEEL18146	APOSJ_42577, APOSJ_42580, APOSJ_42579, APOSJ_43612, APOSJ_07042, APOSJ_01090, APOSJ_42584, APOSJ_01096, APOSJ_42583, APOSJ_42578
OG0002567	CAEEL10185	APOSJ_45486, APOSJ_03004, APOSJ_02999, APOSJ_02996, APOSJ_03000, APOSJ_02998, APOSJ_15349, APOSJ_03001, APOSJ_15348
OG0002569	CAEEL18770	APOSJ_51394, APOSJ_39900, APOSJ_39899
OG0002570	CAEEL02126	APOSJ_51711, APOSJ_24460, APOSJ_30829, APOSJ_24719, APOSJ_51710, APOSJ_30830, APOSJ_34913, APOSJ_24721, APOSJ_24720, APOSJ_51709, APOSJ_53375
OG0002572	CAEEL06422	APOSJ_37392
OG0002573	CAEEL00251, CAEEL14125, CAEEL08863, CAEEL20490	APOSJ_42900
OG0002574	CAEEL13992	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584
OG0002587	CAEEL02535	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685
OG0002590	CAEEL01823	APOSJ_56063
OG0002593	CAEEL06340, CAEEL06341	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188
OG0002594	CAEEL02859	APOSJ_07882
OG0002598	CAEEL04239	APOSJ_60299, APOSJ_60300, APOSJ_64236, APOSJ_60301
OG0002599	CAEEL09489, CAEEL05240	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527
OG0002600	CAEEL18751	APOSJ_15050, APOSJ_15049
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	APOSJ_65012, APOSJ_61883
OG0002602	CAEEL19298	APOSJ_15267
OG0002605	CAEEL06425	APOSJ_64806, APOSJ_16224
OG0002608	CAEEL20298	APOSJ_30330, APOSJ_30331
OG0002609	CAEEL00486	APOSJ_02307, APOSJ_59514
OG0002610	CAEEL00976	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341
OG0002611	CAEEL00525	APOSJ_28143, APOSJ_04504
OG0002612	CAEEL10342, CAEEL10341, CAEEL08326, CAEEL20150	APOSJ_08635
OG0002614	CAEEL18150	APOSJ_63780
OG0002617	CAEEL08131	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233
OG0002618	CAEEL11865	APOSJ_31590, APOSJ_31589
OG0002620	CAEEL18902	APOSJ_13881
OG0002623	CAEEL04862	APOSJ_27036
OG0002624	CAEEL00996	APOSJ_19849
OG0002630	CAEEL00017	APOSJ_62406
OG0002633	CAEEL13867	APOSJ_29412
OG0002636	CAEEL09021	APOSJ_09759
OG0002637	CAEEL07699	APOSJ_64521
OG0002638	CAEEL05543	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903
OG0002643	CAEEL01960	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441
OG0002644	CAEEL00760	APOSJ_62956
OG0002645	CAEEL09814	APOSJ_56182, APOSJ_13558
OG0002646	CAEEL10837	APOSJ_61553, APOSJ_19217
OG0002649	CAEEL18434	APOSJ_40896
OG0002651	CAEEL02017	APOSJ_44155, APOSJ_44157, APOSJ_44154, APOSJ_48952, APOSJ_44156
OG0002652	CAEEL15940	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244
OG0002653	CAEEL15759, CAEEL10493	APOSJ_38266, APOSJ_39580, APOSJ_38264, APOSJ_38265
OG0002655	CAEEL10857	APOSJ_11244, APOSJ_34800, APOSJ_11241, APOSJ_11246, APOSJ_11242, APOSJ_34803, APOSJ_34806, APOSJ_11238, APOSJ_11245, APOSJ_34807, APOSJ_34805, APOSJ_34804, APOSJ_34799, APOSJ_34802, APOSJ_11243, APOSJ_34801, APOSJ_11239, APOSJ_28718, APOSJ_52961, APOSJ_11240
OG0002656	CAEEL06531	APOSJ_35957, APOSJ_41058
OG0002658	CAEEL08300	APOSJ_25710, APOSJ_31008
OG0002659	CAEEL20147, CAEEL01412	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582
OG0002660	CAEEL11563	APOSJ_55553, APOSJ_55552, APOSJ_55551
OG0002661	CAEEL19789	APOSJ_35793, APOSJ_35792
OG0002662	CAEEL18190	APOSJ_03300
OG0002663	CAEEL19742	APOSJ_08403
OG0002665	CAEEL08820	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669
OG0002666	CAEEL11407	APOSJ_62229, APOSJ_44934, APOSJ_44933
OG0002668	CAEEL02604	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277
OG0002670	CAEEL15710	APOSJ_04406, APOSJ_07639, APOSJ_26960, APOSJ_48112, APOSJ_26961, APOSJ_07640, APOSJ_51458, APOSJ_51407
OG0002675	CAEEL07843	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231
OG0002677	CAEEL10901	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091
OG0002678	CAEEL06946, CAEEL06945, CAEEL01197	APOSJ_50335, APOSJ_50336, APOSJ_50340, APOSJ_57307, APOSJ_50339, APOSJ_29383
OG0002679	CAEEL06006	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576
OG0002682	CAEEL06028, CAEEL18330	APOSJ_15816
OG0002683	CAEEL05356	APOSJ_22015, APOSJ_22013
OG0002706	CAEEL01248	APOSJ_34317
OG0002707	CAEEL14138	APOSJ_06108
OG0002708	CAEEL01926, CAEEL12503	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086
OG0002710	CAEEL00009	APOSJ_40007
OG0002712	CAEEL06583, CAEEL15212	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765
OG0002714	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570	APOSJ_63663, APOSJ_54386, APOSJ_52175, APOSJ_63662, APOSJ_40953, APOSJ_62185
OG0002715	CAEEL09830	APOSJ_06762, APOSJ_16711
OG0002717	CAEEL10017	APOSJ_07495
OG0002718	CAEEL00842	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635
OG0002720	CAEEL01232	APOSJ_09655, APOSJ_00201, APOSJ_00200
OG0002722	CAEEL10808	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561
OG0002723	CAEEL15616	APOSJ_62182
OG0002728	CAEEL08620	APOSJ_21767
OG0002729	CAEEL07853	APOSJ_04670, APOSJ_24561, APOSJ_42531
OG0002732	CAEEL18402	APOSJ_27736, APOSJ_63545, APOSJ_27735, APOSJ_42788, APOSJ_27737, APOSJ_27738, APOSJ_42787
OG0002736	CAEEL02362	APOSJ_06435, APOSJ_60090, APOSJ_60089, APOSJ_60091
OG0002739	CAEEL18472	APOSJ_24129, APOSJ_24131, APOSJ_20890, APOSJ_24128, APOSJ_24130
OG0002740	CAEEL08842	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733
OG0002742	CAEEL11403	APOSJ_01176, APOSJ_01175
OG0002743	CAEEL15922, CAEEL10167	APOSJ_06403, APOSJ_15493
OG0002744	CAEEL19735	APOSJ_21384, APOSJ_04646
OG0002745	CAEEL19081	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581
OG0002746	CAEEL01862	APOSJ_37776
OG0002747	CAEEL02596	APOSJ_16814, APOSJ_16813
OG0002749	CAEEL04068	APOSJ_34941, APOSJ_15942
OG0002750	CAEEL15826	APOSJ_05418
OG0002752	CAEEL08631	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917
OG0002754	CAEEL05821	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244
OG0002756	CAEEL15160	APOSJ_06329
OG0002757	CAEEL10443, CAEEL10442	APOSJ_52815, APOSJ_51626, APOSJ_51624
OG0002758	CAEEL08816	APOSJ_08249, APOSJ_29321, APOSJ_58263
OG0002759	CAEEL05573	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	APOSJ_38596
OG0002762	CAEEL09378	APOSJ_00439, APOSJ_04500, APOSJ_04499
OG0002763	CAEEL07952	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002764	CAEEL05636	APOSJ_42508
OG0002765	CAEEL02125	APOSJ_11905
OG0002766	CAEEL17597	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718, APOSJ_23221, APOSJ_42807
OG0002767	CAEEL07319	APOSJ_60003, APOSJ_60004, APOSJ_60002
OG0002769	CAEEL06751	APOSJ_55086, APOSJ_40803
OG0002770	CAEEL15397	APOSJ_38958, APOSJ_38959
OG0002771	CAEEL08070	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048
OG0002772	CAEEL05686	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738
OG0002773	CAEEL08029	APOSJ_24254, APOSJ_24252, APOSJ_24253
OG0002774	CAEEL01682	APOSJ_64842, APOSJ_64843, APOSJ_64844, APOSJ_58205
OG0002776	CAEEL10866	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393
OG0002777	CAEEL05935	APOSJ_54233, APOSJ_54234
OG0002778	CAEEL01937	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735
OG0002780	CAEEL00693	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716
OG0002781	CAEEL07517	APOSJ_28539
OG0002782	CAEEL13024	APOSJ_10841, APOSJ_53882
OG0002785	CAEEL04710	APOSJ_47547, APOSJ_50712, APOSJ_09205
OG0002786	CAEEL00215	APOSJ_46976, APOSJ_46977
OG0002787	CAEEL00388	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	APOSJ_44752, APOSJ_49851
OG0002790	CAEEL07625	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139
OG0002791	CAEEL08790	APOSJ_62540
OG0002793	CAEEL00646	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254
OG0002794	CAEEL08878	APOSJ_54777, APOSJ_54776
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458
OG0002799	CAEEL06026	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943
OG0002812	CAEEL04925	APOSJ_14711
OG0002813	CAEEL12256	APOSJ_11945, APOSJ_11946
OG0002814	CAEEL11682	APOSJ_38259, APOSJ_38260
OG0002817	CAEEL16563	APOSJ_16949
OG0002818	CAEEL12185	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490
OG0002824	CAEEL09125	APOSJ_35964
OG0002825	CAEEL11091	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909
OG0002826	CAEEL14759	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	APOSJ_34741
OG0002832	CAEEL09361	APOSJ_31562, APOSJ_02845, APOSJ_02844, APOSJ_02847, APOSJ_31563, APOSJ_02846, APOSJ_31561
OG0002833	CAEEL18192	APOSJ_35386, APOSJ_35388
OG0002835	CAEEL11751	APOSJ_56726, APOSJ_56725, APOSJ_21812, APOSJ_21814, APOSJ_56727, APOSJ_63362, APOSJ_63361, APOSJ_63360, APOSJ_21813, APOSJ_21815, APOSJ_63363
