Orthogroup	CAEEL	MOUSE
OG0002851	CAEEL00708	MOUSE16262, MOUSE16261, MOUSE16507
OG0002854	CAEEL10560	MOUSE24041, MOUSE24039, MOUSE24038, MOUSE24040
OG0002855	CAEEL00030	MOUSE51300
OG0002858	CAEEL12093	MOUSE53144, MOUSE49269, MOUSE49270, MOUSE49268
OG0002860	CAEEL11643	MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
OG0002866	CAEEL03096	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339
OG0002868	CAEEL05539	MOUSE33845, MOUSE33859, MOUSE13152, MOUSE13153
OG0002873	CAEEL07574	MOUSE15070, MOUSE15076, MOUSE15069, MOUSE15071, MOUSE15072, MOUSE15074, MOUSE15073
OG0002876	CAEEL10277	MOUSE12960, MOUSE00037
OG0002877	CAEEL02920	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588
OG0002879	CAEEL00701	MOUSE34098
OG0002880	CAEEL11517	MOUSE18978, MOUSE29118, MOUSE00478
OG0002883	CAEEL05948	MOUSE00879, MOUSE00880
OG0002884	CAEEL01828	MOUSE18338, MOUSE18339, MOUSE18337, MOUSE14316, MOUSE14317
OG0002887	CAEEL06082, CAEEL06083	MOUSE20832, MOUSE20831, MOUSE20830
OG0002889	CAEEL10804	MOUSE54307, MOUSE54308, MOUSE54309, MOUSE01746, MOUSE01747, MOUSE01745
OG0002891	CAEEL04184, CAEEL01874	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681
OG0002893	CAEEL02075	MOUSE12910, MOUSE12909
OG0002894	CAEEL14713	MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168
OG0002895	CAEEL07602, CAEEL10533	MOUSE41196, MOUSE23585
OG0002896	CAEEL18643	MOUSE22004, MOUSE52360, MOUSE52361, MOUSE52363, MOUSE52362, MOUSE22005, MOUSE22006, MOUSE22003
OG0002898	CAEEL13137	MOUSE48263, MOUSE48262
OG0002899	CAEEL01046	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544
OG0002906	CAEEL05147	MOUSE49581, MOUSE49582, MOUSE49580, MOUSE49583
OG0002907	CAEEL01271	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655
OG0002909	CAEEL11759	MOUSE52675, MOUSE52674, MOUSE52672, MOUSE52673, MOUSE06991, MOUSE06992, MOUSE06990, MOUSE06996, MOUSE06993, MOUSE06995, MOUSE06994
OG0002910	CAEEL04697	MOUSE01881, MOUSE01882, MOUSE01880
OG0002912	CAEEL00640	MOUSE43731
OG0002913	CAEEL02893	MOUSE54048
OG0002914	CAEEL18409	MOUSE41950, MOUSE41951, MOUSE41954, MOUSE41955, MOUSE41953, MOUSE41956, MOUSE41952
OG0002915	CAEEL02902	MOUSE09273, MOUSE09271, MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268
OG0002916	CAEEL04244	MOUSE01587, MOUSE01588, MOUSE01585, MOUSE01586, MOUSE10473, MOUSE10472, MOUSE10474
OG0002919	CAEEL00259	MOUSE30475, MOUSE30474, MOUSE44841, MOUSE48457
OG0002921	CAEEL06148	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388
OG0002925	CAEEL01723, CAEEL07404	MOUSE13500
OG0002927	CAEEL01626	MOUSE32596, MOUSE32595, MOUSE32594
OG0002933	CAEEL20569	MOUSE43003, MOUSE03316, MOUSE03318, MOUSE19555, MOUSE19556, MOUSE19557, MOUSE19554, MOUSE03310, MOUSE03309, MOUSE03315, MOUSE03306, MOUSE03314, MOUSE03313, MOUSE03305, MOUSE03304, MOUSE03312, MOUSE03301, MOUSE03300, MOUSE03302
OG0002944	CAEEL11414	MOUSE21675, MOUSE31441, MOUSE21607
OG0002947	CAEEL06268	MOUSE08979
OG0002949	CAEEL05799	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002952	CAEEL09036	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	CAEEL11622	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002955	CAEEL01420	MOUSE07922, MOUSE07923
OG0002957	CAEEL02702	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002959	CAEEL12413, CAEEL12412	MOUSE24594, MOUSE07746
OG0002960	CAEEL01541	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737
OG0002961	CAEEL16453, CAEEL14328	MOUSE07635, MOUSE07634, MOUSE07633, MOUSE07636, MOUSE07637
OG0002962	CAEEL20383	MOUSE06206, MOUSE06208, MOUSE06205, MOUSE06207, MOUSE15010, MOUSE15009
OG0002964	CAEEL19811	MOUSE03843, MOUSE06212
OG0002965	CAEEL01992	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227
OG0002966	CAEEL08468, CAEEL19347	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957
OG0002967	CAEEL20418, CAEEL02925	MOUSE50963, MOUSE50965, MOUSE50964
OG0002968	CAEEL16136	MOUSE17700
OG0002968	CAEEL01853	MOUSE17701, MOUSE17702, MOUSE33928, MOUSE33927
OG0002969	CAEEL14216	MOUSE05356, MOUSE05355
OG0002973	CAEEL09565	MOUSE11207, MOUSE11206, MOUSE11205, MOUSE11204, MOUSE14431
OG0002974	CAEEL01320	MOUSE10027, MOUSE10025, MOUSE10026, MOUSE10024, MOUSE10023, MOUSE48988
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	MOUSE10248, MOUSE10247, MOUSE10246
OG0002977	CAEEL07234, CAEEL07233	MOUSE04693, MOUSE04694
OG0002978	CAEEL16463	MOUSE20325, MOUSE27992, MOUSE11706, MOUSE11705, MOUSE11703
OG0002982	CAEEL01855	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661
OG0002982	CAEEL01856	MOUSE46662
OG0002985	CAEEL08353	MOUSE14988, MOUSE14989
OG0002986	CAEEL10835	MOUSE31076, MOUSE31077, MOUSE39086, MOUSE39082, MOUSE39085, MOUSE39083, MOUSE39081, MOUSE39084
OG0002987	CAEEL17800, CAEEL18018	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554
OG0002990	CAEEL08773	MOUSE46843, MOUSE46844, MOUSE36054, MOUSE19416
OG0002991	CAEEL09004	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239
OG0002996	CAEEL10716	MOUSE09342, MOUSE09341
OG0003001	CAEEL10876	MOUSE53248, MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396
OG0003003	CAEEL14387	MOUSE34319, MOUSE34320, MOUSE34322, MOUSE34321, MOUSE21673
OG0003004	CAEEL15423	MOUSE18689, MOUSE42760
OG0003005	CAEEL16758	MOUSE18225
OG0003006	CAEEL10145	MOUSE17053, MOUSE17052, MOUSE17054
OG0003008	CAEEL20335	MOUSE24226, MOUSE24228, MOUSE24227, MOUSE24229
OG0003012	CAEEL05983	MOUSE40624
OG0003013	CAEEL00274, CAEEL13050, CAEEL13680	MOUSE22051
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	MOUSE12627
OG0003016	CAEEL09225	MOUSE36264, MOUSE36263, MOUSE45221, MOUSE45220
OG0003017	CAEEL07049, CAEEL16441	MOUSE19918, MOUSE19919
OG0003018	CAEEL08487	MOUSE45408
OG0003019	CAEEL04592	MOUSE35632, MOUSE35633, MOUSE35636
OG0003024	CAEEL13204, CAEEL13203	MOUSE24541, MOUSE24542, MOUSE24539
OG0003025	CAEEL08836	MOUSE17101, MOUSE13361, MOUSE13360
OG0003026	CAEEL10688, CAEEL12186	MOUSE06294, MOUSE06293
OG0003027	CAEEL06663	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	CAEEL02985	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	CAEEL01558	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
OG0003030	CAEEL11859	MOUSE37133, MOUSE37135, MOUSE37130, MOUSE37131, MOUSE37134, MOUSE37132, MOUSE50388
OG0003031	CAEEL06431	MOUSE05565, MOUSE05566, MOUSE05567, MOUSE39652, MOUSE39650, MOUSE39651, MOUSE39653, MOUSE39658, MOUSE39649
OG0003033	CAEEL00703	MOUSE18942, MOUSE16005
OG0003035	CAEEL02722	MOUSE48428, MOUSE48431, MOUSE48427, MOUSE48429, MOUSE10173, MOUSE10170, MOUSE10171, MOUSE10175, MOUSE10172
OG0003036	CAEEL01143	MOUSE31234
OG0003037	CAEEL10736	MOUSE37859
OG0003038	CAEEL20474	MOUSE16424, MOUSE16423, MOUSE43256, MOUSE43255, MOUSE43254
OG0003040	CAEEL02041	MOUSE04097, MOUSE04096
OG0003042	CAEEL04188	MOUSE26381
OG0003043	CAEEL07390	MOUSE03995, MOUSE03996
OG0003044	CAEEL07715	MOUSE04292, MOUSE04289, MOUSE04286, MOUSE04291, MOUSE04290, MOUSE04288, MOUSE04287
OG0003046	CAEEL04364	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040
OG0003049	CAEEL04812	MOUSE09797, MOUSE09800, MOUSE33262, MOUSE33261, MOUSE33263
OG0003050	CAEEL15836	MOUSE32977, MOUSE32978, MOUSE32983, MOUSE32982, MOUSE32985, MOUSE32984, MOUSE32979, MOUSE32980, MOUSE32981, MOUSE44894, MOUSE32989, MOUSE32991, MOUSE32988, MOUSE32986, MOUSE32987, MOUSE32992, MOUSE32993
OG0003054	CAEEL04777	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595
OG0003055	CAEEL14225	MOUSE33434, MOUSE33435, MOUSE48879
OG0003059	CAEEL09323	MOUSE02981, MOUSE02982
OG0003060	CAEEL07468, CAEEL11354	MOUSE48788, MOUSE48790, MOUSE31847, MOUSE01639, MOUSE48789
OG0003061	CAEEL14261	MOUSE03045, MOUSE03043, MOUSE03044, MOUSE03042, MOUSE08064, MOUSE08065, MOUSE08066
OG0003062	CAEEL00660	MOUSE18998, MOUSE19000, MOUSE18999, MOUSE29106, MOUSE53315, MOUSE53312, MOUSE53313, MOUSE53314
OG0003063	CAEEL03076	MOUSE01749, MOUSE01748
OG0003064	CAEEL02598	MOUSE47362, MOUSE47361
OG0003065	CAEEL18732	MOUSE43098, MOUSE43095, MOUSE43096, MOUSE43094, MOUSE43093
OG0003066	CAEEL05161	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775
OG0003072	CAEEL04836	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250
OG0003079	CAEEL00217	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	MOUSE11105, MOUSE11104
OG0003104	CAEEL07227	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217
OG0003106	CAEEL16128	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434
OG0003107	CAEEL20421, CAEEL01359	MOUSE49658
OG0003108	CAEEL04120	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207
OG0003110	CAEEL17888	MOUSE13977
OG0003111	CAEEL01566	MOUSE50456
OG0003112	CAEEL12136	MOUSE00748, MOUSE00750, MOUSE00749, MOUSE00751
OG0003113	CAEEL16673, CAEEL01071	MOUSE35613
OG0003114	CAEEL15726	MOUSE20064, MOUSE20062, MOUSE20063
OG0003115	CAEEL00022	MOUSE44908, MOUSE19778, MOUSE30249
OG0003116	CAEEL07734	MOUSE30061, MOUSE30062
OG0003118	CAEEL08193, CAEEL08192	MOUSE14611, MOUSE14610, MOUSE23354, MOUSE23355
OG0003119	CAEEL16382	MOUSE15879
OG0003121	CAEEL00414	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594
OG0003124	CAEEL07676	MOUSE37999, MOUSE37996, MOUSE37997
OG0003126	CAEEL04789, CAEEL04979	MOUSE20843, MOUSE20841
OG0003127	CAEEL15413	MOUSE04166, MOUSE07500
OG0003128	CAEEL04713	MOUSE04329, MOUSE04328, MOUSE20016, MOUSE20017
OG0003129	CAEEL06414, CAEEL06415	MOUSE14377
OG0003130	CAEEL08052	MOUSE04940, MOUSE04932, MOUSE04937, MOUSE04931, MOUSE04935, MOUSE04934, MOUSE04938, MOUSE04939, MOUSE04936
OG0003131	CAEEL08023	MOUSE37613
OG0003132	CAEEL15119	MOUSE09860, MOUSE09861
OG0003135	CAEEL06639	MOUSE42794
OG0003135	CAEEL06638	MOUSE42796, MOUSE42793, MOUSE42795
OG0003136	CAEEL10810	MOUSE43360, MOUSE43359, MOUSE43361, MOUSE43363, MOUSE43362, MOUSE27394, MOUSE18666
OG0003138	CAEEL05894	MOUSE23149, MOUSE23146
OG0003141	CAEEL03719, CAEEL03720	MOUSE34574, MOUSE34575, MOUSE41342
OG0003142	CAEEL00482	MOUSE10135, MOUSE10134, MOUSE30841, MOUSE30840
OG0003144	CAEEL01625	MOUSE40351, MOUSE40349, MOUSE40350, MOUSE16285, MOUSE16284
OG0003145	CAEEL05190	MOUSE37117, MOUSE37116
OG0003146	CAEEL20170	MOUSE35722, MOUSE35721, MOUSE13420, MOUSE13419, MOUSE35723, MOUSE35720
OG0003147	CAEEL17136, CAEEL18421	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234
OG0003147	CAEEL15097	MOUSE40238
OG0003148	CAEEL16560	MOUSE18668, MOUSE18669, MOUSE50666, MOUSE50662, MOUSE50667
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	MOUSE30335, MOUSE30336
OG0003150	CAEEL11024	MOUSE54076, MOUSE54075, MOUSE54077, MOUSE12618
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	MOUSE29325, MOUSE29324, MOUSE28343
OG0003153	CAEEL07561	MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948
OG0003154	CAEEL15184	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366
OG0003156	CAEEL00516	MOUSE16321, MOUSE16322, MOUSE16318, MOUSE16320, MOUSE16317, MOUSE16316, MOUSE16319
OG0003157	CAEEL07518, CAEEL07519	MOUSE45059, MOUSE45058, MOUSE45057
OG0003158	CAEEL08310	MOUSE22347, MOUSE22346, MOUSE18939
OG0003160	CAEEL18381, CAEEL02061	MOUSE21079, MOUSE21078, MOUSE21074, MOUSE21073, MOUSE21075, MOUSE21076, MOUSE21077
OG0003161	CAEEL15582, CAEEL20219	MOUSE07415, MOUSE07416, MOUSE07414
OG0003164	CAEEL08130	MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048
OG0003169	CAEEL11868	MOUSE22118, MOUSE22116, MOUSE22114, MOUSE22115
OG0003171	CAEEL08054	MOUSE24077, MOUSE24078
OG0003172	CAEEL06299	MOUSE30909, MOUSE30908
OG0003174	CAEEL11561	MOUSE19261, MOUSE19260, MOUSE19259
OG0003176	CAEEL02038	MOUSE49578, MOUSE49579
OG0003178	CAEEL14891	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733
OG0003179	CAEEL12173	MOUSE36753, MOUSE36752
OG0003181	CAEEL11684	MOUSE04768, MOUSE04770, MOUSE04766, MOUSE04767, MOUSE04769, MOUSE04771
OG0003182	CAEEL01167	MOUSE12237
OG0003184	CAEEL10967	MOUSE03418, MOUSE03417, MOUSE03416, MOUSE31545, MOUSE31544, MOUSE31546
OG0003185	CAEEL04813	MOUSE45835, MOUSE45834, MOUSE42070
OG0003187	CAEEL16181	MOUSE48664, MOUSE48665
OG0003189	CAEEL04624	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392
OG0003191	CAEEL09839	MOUSE02537
OG0003193	CAEEL17615	MOUSE12911
OG0003197	CAEEL11467	MOUSE19127, MOUSE19123, MOUSE19124
OG0003199	CAEEL11688	MOUSE54398, MOUSE36250, MOUSE54397
OG0003202	CAEEL12123	MOUSE19952, MOUSE19951, MOUSE19950, MOUSE36940, MOUSE36943, MOUSE36941
OG0003203	CAEEL08247	MOUSE53127, MOUSE05342, MOUSE05341, MOUSE05339
OG0003206	CAEEL08436	MOUSE16900, MOUSE16898, MOUSE16899
OG0003207	CAEEL11116	MOUSE35419, MOUSE52889, MOUSE52887, MOUSE52886, MOUSE35418
OG0003210	CAEEL11876	MOUSE25753, MOUSE25752, MOUSE24189, MOUSE24187, MOUSE24188, MOUSE24185, MOUSE24190, MOUSE24186
OG0003212	CAEEL11323	MOUSE17337, MOUSE14391
OG0003213	CAEEL18737	MOUSE01645
OG0003214	CAEEL08551	MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193
OG0003215	CAEEL02895	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683
OG0003217	CAEEL06035, CAEEL06032	MOUSE48670, MOUSE48672, MOUSE48671, MOUSE32660, MOUSE32661
OG0003218	CAEEL08847	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409
OG0003219	CAEEL16215	MOUSE30112, MOUSE30113, MOUSE30111
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837
OG0003222	CAEEL00115	MOUSE12347, MOUSE49498, MOUSE29276, MOUSE29277
OG0003223	CAEEL00485	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765
OG0003224	CAEEL05675	MOUSE22082, MOUSE22083, MOUSE22084, MOUSE02436, MOUSE02435, MOUSE02438, MOUSE02437
OG0003225	CAEEL04615, CAEEL20133	MOUSE50984
OG0003226	CAEEL04904, CAEEL04903	MOUSE17330, MOUSE17331, MOUSE17329, MOUSE26969, MOUSE26971, MOUSE26972
OG0003227	CAEEL01213	MOUSE44728, MOUSE44730, MOUSE44727
OG0003228	CAEEL14683	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183
OG0003229	CAEEL10166	MOUSE21035, MOUSE21034, MOUSE21033, MOUSE37711, MOUSE37710
OG0003230	CAEEL06311	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003231	CAEEL02077	MOUSE29192, MOUSE29191, MOUSE29187, MOUSE29188, MOUSE29193, MOUSE29189, MOUSE29190
OG0003232	CAEEL04540	MOUSE18238, MOUSE20443
OG0003235	CAEEL11765	MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354
OG0003236	CAEEL15067	MOUSE06121, MOUSE06120, MOUSE06119
OG0003251	CAEEL01743	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003252	CAEEL19657	MOUSE07423, MOUSE07422
OG0003254	CAEEL15715	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003255	CAEEL01327	MOUSE13608, MOUSE13607, MOUSE13610, MOUSE13609, MOUSE13606
OG0003257	CAEEL04888	MOUSE08268
OG0003258	CAEEL04539	MOUSE22847
OG0003259	CAEEL11844	MOUSE40307
OG0003263	CAEEL12235	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003266	CAEEL05061	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	CAEEL11406	MOUSE20876
OG0003268	CAEEL00711	MOUSE13510, MOUSE13509, MOUSE13508
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	MOUSE46096, MOUSE46097
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	MOUSE14493
OG0003273	CAEEL08538	MOUSE20128
OG0003275	CAEEL01894	MOUSE13956, MOUSE13955, MOUSE28575, MOUSE28576
OG0003276	CAEEL05343	MOUSE20116, MOUSE18116
OG0003277	CAEEL10684	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003279	CAEEL09246	MOUSE19374, MOUSE36397, MOUSE36396, MOUSE36398
OG0003280	CAEEL20448	MOUSE43478, MOUSE43479
OG0003282	CAEEL04466	MOUSE19164, MOUSE19165
OG0003283	CAEEL10540	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	CAEEL20144	MOUSE22376, MOUSE22374
OG0003287	CAEEL09759	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	CAEEL07836	MOUSE37027, MOUSE53951
OG0003289	CAEEL00474	MOUSE19930, MOUSE48950, MOUSE48948, MOUSE48949
OG0003290	CAEEL07995, CAEEL07996	MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003291	CAEEL07282	MOUSE04595, MOUSE04594
OG0003293	CAEEL09078	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485
OG0003294	CAEEL08966	MOUSE36549
OG0003294	CAEEL08900	MOUSE36548
OG0003296	CAEEL07972	MOUSE15223, MOUSE15224
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	MOUSE05117, MOUSE05112, MOUSE05115, MOUSE05114
OG0003298	CAEEL00404	MOUSE28119, MOUSE55037, MOUSE55038, MOUSE55036
OG0003301	CAEEL11183	MOUSE00852, MOUSE00849, MOUSE00851
OG0003303	CAEEL08080	MOUSE24464, MOUSE24465, MOUSE24466
OG0003305	CAEEL04396	MOUSE25300, MOUSE25305, MOUSE25307, MOUSE25303, MOUSE25306, MOUSE25302, MOUSE25304, MOUSE25301
OG0003306	CAEEL11131	MOUSE41077, MOUSE41074, MOUSE41075
OG0003307	CAEEL09527	MOUSE37015, MOUSE03591, MOUSE03590, MOUSE03589, MOUSE03588, MOUSE37016
OG0003309	CAEEL07134	MOUSE08725, MOUSE08726, MOUSE23277
OG0003311	CAEEL06729	MOUSE54789, MOUSE54790, MOUSE54517, MOUSE54516, MOUSE54518
OG0003316	CAEEL06426	MOUSE19113
OG0003317	CAEEL11191	MOUSE06370, MOUSE06372, MOUSE06369, MOUSE06371
OG0003318	CAEEL00777	MOUSE14363, MOUSE55163
OG0003319	CAEEL00055	MOUSE21531
OG0003320	CAEEL05307	MOUSE12779
OG0003321	CAEEL01977	MOUSE28456
OG0003325	CAEEL11598	MOUSE11163
OG0003327	CAEEL15863	MOUSE25636, MOUSE25638, MOUSE25637, MOUSE25635, MOUSE31874, MOUSE31875, MOUSE31876, MOUSE31873, MOUSE25639, MOUSE25640
OG0003329	CAEEL02070	MOUSE10324, MOUSE10323
OG0003331	CAEEL07758	MOUSE04924, MOUSE04921, MOUSE04922, MOUSE04925
OG0003332	CAEEL15994, CAEEL15100	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180
OG0003333	CAEEL05869	MOUSE27043, MOUSE27042, MOUSE14353
OG0003335	CAEEL06219	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406
OG0003336	CAEEL18158	MOUSE24199, MOUSE25894, MOUSE25893
OG0003337	CAEEL05608	MOUSE35105, MOUSE35106, MOUSE35107, MOUSE35108, MOUSE35109
OG0003338	CAEEL07554	MOUSE33403
OG0003340	CAEEL05767	MOUSE34383
OG0003341	CAEEL15411	MOUSE02979, MOUSE02978, MOUSE02980
OG0003343	CAEEL02966	MOUSE04680
OG0003344	CAEEL04271	MOUSE06845, MOUSE06846
OG0003348	CAEEL00995	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	CAEEL11343	MOUSE31587, MOUSE31588, MOUSE00810
OG0003350	CAEEL18859	MOUSE12872, MOUSE22821, MOUSE22822, MOUSE54744, MOUSE12871, MOUSE12870
OG0003353	CAEEL08536	MOUSE39281
OG0003354	CAEEL07057	MOUSE05407
OG0003356	CAEEL05068	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003357	CAEEL05202	MOUSE03986, MOUSE03984, MOUSE03985
OG0003358	CAEEL15398	MOUSE40734, MOUSE40733
OG0003359	CAEEL08412	MOUSE24592, MOUSE24591, MOUSE24590, MOUSE24589
OG0003360	CAEEL09119	MOUSE07907, MOUSE07906, MOUSE07904, MOUSE07903, MOUSE07905
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	MOUSE27474, MOUSE27475, MOUSE46164
OG0003363	CAEEL04399	MOUSE22150
OG0003364	CAEEL06262	MOUSE02179, MOUSE43998, MOUSE43999
OG0003366	CAEEL13316, CAEEL13290	MOUSE18707, MOUSE18706
OG0003368	CAEEL04652	MOUSE03159, MOUSE03158, MOUSE03157, MOUSE21186, MOUSE21183, MOUSE21181
OG0003369	CAEEL11911	MOUSE47924, MOUSE47928, MOUSE21139, MOUSE47927, MOUSE47926, MOUSE21140, MOUSE47925, MOUSE47922, MOUSE47923
OG0003370	CAEEL19630, CAEEL09274	MOUSE09868
OG0003372	CAEEL04956	MOUSE31781, MOUSE31782, MOUSE31783, MOUSE01292
OG0003374	CAEEL09698	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758
OG0003375	CAEEL04860	MOUSE19488
OG0003377	CAEEL19646	MOUSE27183
OG0003378	CAEEL04638	MOUSE42256, MOUSE42255, MOUSE19967, MOUSE19971, MOUSE19968, MOUSE19969, MOUSE19966, MOUSE19965
OG0003380	CAEEL07698, CAEEL08643	MOUSE15298, MOUSE15297
OG0003384	CAEEL12353	MOUSE21104, MOUSE47803
OG0003386	CAEEL04616	MOUSE41396, MOUSE41394
OG0003387	CAEEL12649, CAEEL12648	MOUSE06531, MOUSE06530
OG0003392	CAEEL18713	MOUSE06428, MOUSE17171, MOUSE17172, MOUSE17169
OG0003394	CAEEL09212	MOUSE15699
OG0003401	CAEEL18173, CAEEL19529	MOUSE44909, MOUSE44910
OG0003402	CAEEL10926	MOUSE06049, MOUSE06053, MOUSE06052, MOUSE41781, MOUSE41780, MOUSE41779, MOUSE46033, MOUSE46034, MOUSE06051, MOUSE06050, MOUSE06054, MOUSE06048
OG0003419	CAEEL20583, CAEEL07865	MOUSE24280, MOUSE24279, MOUSE24281, MOUSE24282
OG0003421	CAEEL18393	MOUSE48228, MOUSE48226, MOUSE48227
OG0003425	CAEEL12188	MOUSE19441, MOUSE19442
OG0003426	CAEEL06462	MOUSE20301, MOUSE20300
OG0003429	CAEEL00390	MOUSE17278, MOUSE17279
