Orthogroup	CAEEL	LYTVA_ok
OG0001085	CAEEL09995, CAEEL09996	LYTVA_28264
OG0001092	CAEEL07387	LYTVA_01908, LYTVA_21143
OG0001093	CAEEL00638	LYTVA_20171
OG0001093	CAEEL00637	LYTVA_15549
OG0001094	CAEEL13053, CAEEL13054	LYTVA_15558, LYTVA_15559
OG0001095	CAEEL07595	LYTVA_10435
OG0001096	CAEEL04621, CAEEL17752	LYTVA_05948, LYTVA_03888, LYTVA_04358, LYTVA_24651
OG0001101	CAEEL11585	LYTVA_28690
OG0001102	CAEEL08853	LYTVA_04384, LYTVA_27846, LYTVA_04692
OG0001103	CAEEL18815	LYTVA_29667, LYTVA_02741
OG0001104	CAEEL09176, CAEEL09177	LYTVA_25180
OG0001108	CAEEL09307	LYTVA_12879
OG0001109	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118	LYTVA_21949
OG0001111	CAEEL13201	LYTVA_21470
OG0001111	CAEEL05876	LYTVA_13216
OG0001111	CAEEL00313, CAEEL02097, CAEEL12177, CAEEL04319	LYTVA_19961
OG0001112	CAEEL19902	LYTVA_07658
OG0001113	CAEEL15158	LYTVA_28836
OG0001114	CAEEL11582, CAEEL01758, CAEEL01759	LYTVA_21386
OG0001115	CAEEL02607	LYTVA_05111
OG0001116	CAEEL08324	LYTVA_16823
OG0001118	CAEEL18824	LYTVA_14256
OG0001119	CAEEL14710	LYTVA_18092
OG0001122	CAEEL18238	LYTVA_10807
OG0001123	CAEEL02049	LYTVA_15011
OG0001124	CAEEL08814	LYTVA_16535, LYTVA_12081
OG0001126	CAEEL04859	LYTVA_20544
OG0001130	CAEEL00767	LYTVA_08958
OG0001132	CAEEL04290	LYTVA_01795, LYTVA_30153
OG0001133	CAEEL11294	LYTVA_13505, LYTVA_08035
OG0001135	CAEEL02069	LYTVA_26249
OG0001137	CAEEL04790	LYTVA_08712
OG0001138	CAEEL07800, CAEEL07799	LYTVA_06752
OG0001141	CAEEL01107, CAEEL01106	LYTVA_29978, LYTVA_25914, LYTVA_10307
OG0001142	CAEEL12657	LYTVA_17988
OG0001143	CAEEL01013	LYTVA_01170
OG0001155	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526, CAEEL10113, CAEEL05596, CAEEL04102, CAEEL10015, CAEEL12717, CAEEL10146	LYTVA_05140
OG0001156	CAEEL20728	LYTVA_22449
OG0001158	CAEEL00147	LYTVA_13180, LYTVA_17437
OG0001159	CAEEL07987, CAEEL18966	LYTVA_23740
OG0001160	CAEEL16381, CAEEL20121	LYTVA_26964
OG0001162	CAEEL18096	LYTVA_28314, LYTVA_24093
OG0001163	CAEEL11823, CAEEL14454, CAEEL17374	LYTVA_24878, LYTVA_28270
OG0001164	CAEEL07306	LYTVA_05648, LYTVA_28276, LYTVA_05650
OG0001165	CAEEL19696	LYTVA_04541, LYTVA_04542
OG0001167	CAEEL04546	LYTVA_19097
OG0001168	CAEEL02000	LYTVA_03414
OG0001171	CAEEL20677	LYTVA_23053
OG0001172	CAEEL13596	LYTVA_22652
OG0001172	CAEEL01942	LYTVA_29661
OG0001173	CAEEL15708	LYTVA_24626
OG0001175	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718	LYTVA_12386, LYTVA_24458, LYTVA_20819, LYTVA_13142, LYTVA_20054
OG0001176	CAEEL11466	LYTVA_24712, LYTVA_24713
OG0001177	CAEEL08262, CAEEL18706	LYTVA_07494, LYTVA_26801, LYTVA_03786
OG0001178	CAEEL05306	LYTVA_02324
OG0001179	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939	LYTVA_26628, LYTVA_09673
OG0001180	CAEEL13860, CAEEL19829, CAEEL12500, CAEEL16391	LYTVA_29218
OG0001180	CAEEL00751	LYTVA_29855, LYTVA_01176, LYTVA_29854, LYTVA_29850, LYTVA_29852
OG0001181	CAEEL08327	LYTVA_20940, LYTVA_10373
OG0001184	CAEEL20576	LYTVA_02863, LYTVA_18281
OG0001184	CAEEL19676	LYTVA_26638, LYTVA_24278
OG0001185	CAEEL01778	LYTVA_09656
OG0001186	CAEEL00480	LYTVA_28926
OG0001186	CAEEL09703	LYTVA_01688
OG0001188	CAEEL14362	LYTVA_25404
OG0001189	CAEEL01928	LYTVA_03876
OG0001197	CAEEL11613	LYTVA_08630
OG0001200	CAEEL05263	LYTVA_18532
OG0001201	CAEEL02666	LYTVA_16866, LYTVA_02039
OG0001203	CAEEL12408	LYTVA_28240
OG0001204	CAEEL09132	LYTVA_12790
OG0001208	CAEEL10574	LYTVA_13276
OG0001210	CAEEL06396	LYTVA_19275
OG0001210	CAEEL06380	LYTVA_04311
OG0001213	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430	LYTVA_07548, LYTVA_11628
OG0001215	CAEEL11249	LYTVA_14835
OG0001216	CAEEL04644	LYTVA_09816
OG0001217	CAEEL08746	LYTVA_22786
OG0001218	CAEEL20131, CAEEL14167	LYTVA_26113
OG0001219	CAEEL20379	LYTVA_15579
OG0001220	CAEEL07890	LYTVA_16053
OG0001221	CAEEL13124	LYTVA_14047
OG0001223	CAEEL02795	LYTVA_21037
OG0001224	CAEEL07196	LYTVA_18212
OG0001225	CAEEL02873	LYTVA_24620
OG0001231	CAEEL15401	LYTVA_07439
OG0001233	CAEEL03755, CAEEL04189	LYTVA_06716
OG0001234	CAEEL00806	LYTVA_27375
OG0001236	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588	LYTVA_24738, LYTVA_21569
OG0001238	CAEEL05166, CAEEL11182	LYTVA_30061
OG0001239	CAEEL12011	LYTVA_29779
OG0001241	CAEEL01749	LYTVA_01648
OG0001243	CAEEL01806	LYTVA_04835
OG0001247	CAEEL10570	LYTVA_23646
OG0001248	CAEEL08830	LYTVA_00986, LYTVA_16637
OG0001249	CAEEL06406	LYTVA_03472
OG0001250	CAEEL18712	LYTVA_23037
OG0001251	CAEEL01802	LYTVA_12207
OG0001252	CAEEL05030	LYTVA_28229, LYTVA_04840
OG0001253	CAEEL10888, CAEEL10887	LYTVA_02267
OG0001254	CAEEL00935	LYTVA_26444
OG0001256	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997	LYTVA_27563
OG0001261	CAEEL07850	LYTVA_10322
OG0001262	CAEEL15249, CAEEL20627	LYTVA_11080, LYTVA_11634, LYTVA_11636, LYTVA_11076, LYTVA_09252, LYTVA_27431
OG0001266	CAEEL20839, CAEEL20838	LYTVA_19415
OG0001267	CAEEL14111	LYTVA_09343
OG0001268	CAEEL11342	LYTVA_20779
OG0001270	CAEEL01959	LYTVA_18319
OG0001271	CAEEL08717, CAEEL00634	LYTVA_09608
OG0001272	CAEEL07720, CAEEL09293	LYTVA_27489
OG0001274	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981	LYTVA_02869
OG0001278	CAEEL20013	LYTVA_12248, LYTVA_16623
OG0001279	CAEEL15321, CAEEL15322, CAEEL20353	LYTVA_22555
OG0001281	CAEEL05459	LYTVA_23356
OG0001284	CAEEL08223	LYTVA_30054, LYTVA_01526
OG0001284	CAEEL01272	LYTVA_15592
OG0001285	CAEEL06501	LYTVA_29344, LYTVA_29345
OG0001286	CAEEL20246	LYTVA_00885
OG0001287	CAEEL16475	LYTVA_06176
OG0001288	CAEEL18355	LYTVA_10306
OG0001289	CAEEL10515	LYTVA_16137, LYTVA_24768, LYTVA_02257
OG0001290	CAEEL12279	LYTVA_13603
OG0001291	CAEEL11483	LYTVA_11712
OG0001292	CAEEL07942	LYTVA_22168
OG0001293	CAEEL07048	LYTVA_07691
OG0001294	CAEEL15893	LYTVA_19271
OG0001296	CAEEL00003, CAEEL14758	LYTVA_20224
OG0001297	CAEEL07748, CAEEL07749	LYTVA_24047
OG0001300	CAEEL09562	LYTVA_03792
OG0001302	CAEEL01736	LYTVA_01979, LYTVA_15833
OG0001302	CAEEL12633	LYTVA_08998
OG0001304	CAEEL00728	LYTVA_26874
OG0001305	CAEEL19700	LYTVA_00811, LYTVA_15520
OG0001306	CAEEL05042	LYTVA_06210
OG0001306	CAEEL06741	LYTVA_04350
OG0001310	CAEEL16286	LYTVA_08839
OG0001315	CAEEL20540	LYTVA_20106, LYTVA_24055
OG0001318	CAEEL06153	LYTVA_16780
OG0001318	CAEEL02686	LYTVA_28059
OG0001319	CAEEL15967	LYTVA_24410
OG0001320	CAEEL02958	LYTVA_21775
OG0001320	CAEEL05842, CAEEL10256, CAEEL08614, CAEEL15241, CAEEL08907	LYTVA_09922
OG0001323	CAEEL15888	LYTVA_00847
OG0001325	CAEEL12980	LYTVA_09407
OG0001326	CAEEL18463, CAEEL12672, CAEEL19447	LYTVA_02897
OG0001327	CAEEL12070	LYTVA_12279
OG0001329	CAEEL03625, CAEEL07934	LYTVA_29340
OG0001330	CAEEL07772	LYTVA_04759
OG0001333	CAEEL08384, CAEEL10397, CAEEL14152, CAEEL14148, CAEEL14153	LYTVA_22466, LYTVA_12467
OG0001335	CAEEL01950	LYTVA_24585
OG0001341	CAEEL12273	LYTVA_09303, LYTVA_05973
OG0001344	CAEEL12166	LYTVA_02352
OG0001348	CAEEL20290	LYTVA_20545, LYTVA_22256
OG0001350	CAEEL05555	LYTVA_25134
OG0001353	CAEEL07231	LYTVA_22573
OG0001355	CAEEL19633	LYTVA_11629
OG0001356	CAEEL10619	LYTVA_28992
OG0001357	CAEEL15128	LYTVA_01328
OG0001363	CAEEL12526, CAEEL18947, CAEEL08666, CAEEL12684, CAEEL11272	LYTVA_09257, LYTVA_18119
OG0001364	CAEEL16269	LYTVA_09892
OG0001366	CAEEL07140	LYTVA_01522
OG0001367	CAEEL16176	LYTVA_20815
OG0001369	CAEEL05836	LYTVA_05062
OG0001370	CAEEL19838	LYTVA_22074
OG0001372	CAEEL04824, CAEEL16917	LYTVA_11215
OG0001372	CAEEL01785	LYTVA_06840
OG0001373	CAEEL18831	LYTVA_08692
OG0001374	CAEEL02048	LYTVA_02702
OG0001376	CAEEL18806	LYTVA_29983
OG0001378	CAEEL01898	LYTVA_17384
OG0001379	CAEEL20800, CAEEL08440	LYTVA_28884
OG0001380	CAEEL07027	LYTVA_29108
OG0001381	CAEEL01510	LYTVA_20781
OG0001383	CAEEL18479	LYTVA_24693
OG0001387	CAEEL01449, CAEEL05040, CAEEL06498	LYTVA_23743, LYTVA_03895
OG0001389	CAEEL06582	LYTVA_23428
OG0001394	CAEEL16146	LYTVA_27588
OG0001395	CAEEL01604	LYTVA_29626
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	LYTVA_19050
OG0001397	CAEEL19290	LYTVA_23784
OG0001398	CAEEL14339	LYTVA_12730, LYTVA_02864, LYTVA_02865, LYTVA_18283, LYTVA_18282, LYTVA_02862
OG0001399	CAEEL00972	LYTVA_11204, LYTVA_26875
OG0001402	CAEEL04844, CAEEL04850	LYTVA_01375
OG0001404	CAEEL15778	LYTVA_25793
OG0001405	CAEEL00987	LYTVA_11923
OG0001405	CAEEL02297	LYTVA_13898
OG0001409	CAEEL02567	LYTVA_11490
OG0001410	CAEEL16277	LYTVA_26149
OG0001413	CAEEL08368	LYTVA_11550, LYTVA_08728, LYTVA_22106
OG0001413	CAEEL04716	LYTVA_06579
OG0001414	CAEEL13823	LYTVA_18745, LYTVA_15413
OG0001416	CAEEL04141, CAEEL04142	LYTVA_28696
OG0001417	CAEEL02921	LYTVA_15358
OG0001418	CAEEL11722	LYTVA_00553
OG0001421	CAEEL14241	LYTVA_26131
OG0001422	CAEEL06778	LYTVA_28672
OG0001423	CAEEL18493	LYTVA_12091, LYTVA_28484
OG0001424	CAEEL12121	LYTVA_01086
OG0001424	CAEEL10850	LYTVA_05792
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	LYTVA_20870
OG0001426	CAEEL06005, CAEEL06004	LYTVA_03466, LYTVA_13737
OG0001428	CAEEL05279	LYTVA_04004
OG0001430	CAEEL14236	LYTVA_05538
OG0001431	CAEEL01932, CAEEL07478	LYTVA_23169
OG0001432	CAEEL18746	LYTVA_06530, LYTVA_06531, LYTVA_06533
OG0001434	CAEEL10087	LYTVA_20586
OG0001437	CAEEL01346, CAEEL01345	LYTVA_02456
OG0001439	CAEEL14010	LYTVA_23481
OG0001439	CAEEL19443	LYTVA_23479
OG0001440	CAEEL02919	LYTVA_21865
OG0001445	CAEEL10043, CAEEL10044	LYTVA_06306
OG0001449	CAEEL05216	LYTVA_26829
OG0001452	CAEEL02837	LYTVA_07052
OG0001455	CAEEL04493	LYTVA_29635
OG0001459	CAEEL20135, CAEEL17975	LYTVA_03447
OG0001460	CAEEL11040, CAEEL11027	LYTVA_05188
OG0001461	CAEEL09368	LYTVA_20044
OG0001462	CAEEL03309	LYTVA_05319
OG0001464	CAEEL07180	LYTVA_00287
OG0001465	CAEEL06490	LYTVA_26108
OG0001466	CAEEL00165	LYTVA_06219, LYTVA_06226
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	LYTVA_26492
OG0001469	CAEEL06147	LYTVA_18384
OG0001469	CAEEL06502	LYTVA_06202, LYTVA_27897, LYTVA_08369
OG0001472	CAEEL02663	LYTVA_00674, LYTVA_18392
OG0001473	CAEEL15728, CAEEL16017	LYTVA_28916, LYTVA_21049, LYTVA_07126, LYTVA_23712
OG0001474	CAEEL07328	LYTVA_01292
OG0001475	CAEEL05298	LYTVA_29057, LYTVA_24837
OG0001476	CAEEL00667	LYTVA_11849
OG0001478	CAEEL11433	LYTVA_27270, LYTVA_05260, LYTVA_16139, LYTVA_02086
OG0001479	CAEEL19245	LYTVA_06390
OG0001480	CAEEL01047	LYTVA_01988
OG0001482	CAEEL08859	LYTVA_01060
OG0001484	CAEEL01076, CAEEL01075	LYTVA_19019, LYTVA_27048
OG0001485	CAEEL01187	LYTVA_14466, LYTVA_27906
OG0001486	CAEEL06199	LYTVA_00800
OG0001489	CAEEL05101	LYTVA_29241
OG0001490	CAEEL16486	LYTVA_21998
OG0001492	CAEEL08792	LYTVA_23916
OG0001493	CAEEL18338	LYTVA_18578
OG0001500	CAEEL11009	LYTVA_09855
OG0001503	CAEEL04111	LYTVA_26157
OG0001503	CAEEL08520	LYTVA_21678
OG0001504	CAEEL05392	LYTVA_08379, LYTVA_08381
OG0001506	CAEEL04371	LYTVA_24167
OG0001508	CAEEL19670	LYTVA_06099
OG0001510	CAEEL19165	LYTVA_09042, LYTVA_28716
OG0001514	CAEEL18917	LYTVA_16526
OG0001515	CAEEL07598	LYTVA_24782, LYTVA_03977
OG0001516	CAEEL05831	LYTVA_11182, LYTVA_25941
OG0001517	CAEEL20700	LYTVA_12522
OG0001522	CAEEL01881	LYTVA_27748, LYTVA_05588, LYTVA_28109
OG0001523	CAEEL20306	LYTVA_15884
OG0001524	CAEEL20737, CAEEL20736	LYTVA_14262
OG0001524	CAEEL18987, CAEEL00715	LYTVA_25311
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	LYTVA_27481
OG0001526	CAEEL19873	LYTVA_26761, LYTVA_03589
OG0001527	CAEEL08026	LYTVA_20326
OG0001528	CAEEL20795	LYTVA_29398
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	LYTVA_05701
OG0001530	CAEEL11993	LYTVA_19256
OG0001531	CAEEL08503	LYTVA_20110
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	LYTVA_28949
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	LYTVA_13013
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	LYTVA_08488
OG0001538	CAEEL15530	LYTVA_03571, LYTVA_23544
OG0001551	CAEEL13359	LYTVA_06090
OG0001553	CAEEL10745	LYTVA_29518
OG0001554	CAEEL00812	LYTVA_00642
OG0001555	CAEEL17420, CAEEL04181	LYTVA_02091, LYTVA_12326
OG0001557	CAEEL09005	LYTVA_30232
OG0001557	CAEEL09508	LYTVA_23103
OG0001558	CAEEL05103, CAEEL08374	LYTVA_06196
OG0001559	CAEEL16062	LYTVA_27028
OG0001560	CAEEL01011	LYTVA_18843
OG0001561	CAEEL11007	LYTVA_04106, LYTVA_00921
OG0001562	CAEEL04167	LYTVA_19681
OG0001567	CAEEL04524	LYTVA_26978, LYTVA_26194
OG0001568	CAEEL15339	LYTVA_29892
OG0001570	CAEEL11034	LYTVA_25305
OG0001571	CAEEL18118	LYTVA_29985, LYTVA_27391
OG0001572	CAEEL00311	LYTVA_17414
OG0001575	CAEEL09642	LYTVA_24682, LYTVA_05900
OG0001576	CAEEL00120	LYTVA_04399
OG0001578	CAEEL10814, CAEEL18928	LYTVA_07447
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	LYTVA_03103
OG0001583	CAEEL19802	LYTVA_00600
OG0001589	CAEEL18417	LYTVA_18831, LYTVA_18102
OG0001590	CAEEL15262, CAEEL15263	LYTVA_06446, LYTVA_02727
OG0001599	CAEEL20479	LYTVA_01284, LYTVA_27246
OG0001602	CAEEL18101	LYTVA_21752, LYTVA_21749, LYTVA_20714
OG0001604	CAEEL04879	LYTVA_15984, LYTVA_01583
OG0001606	CAEEL14239	LYTVA_00126
OG0001606	CAEEL15795	LYTVA_07392
OG0001608	CAEEL02190, CAEEL02191	LYTVA_12204
OG0001609	CAEEL19774	LYTVA_06544
OG0001609	CAEEL10790	LYTVA_09772, LYTVA_05376
OG0001610	CAEEL02035, CAEEL20252	LYTVA_15773
OG0001611	CAEEL15699	LYTVA_24498
OG0001614	CAEEL01012	LYTVA_00842, LYTVA_23993
OG0001615	CAEEL04670	LYTVA_16791, LYTVA_29681, LYTVA_02240
OG0001617	CAEEL10780	LYTVA_18507
OG0001621	CAEEL08615	LYTVA_26251
OG0001627	CAEEL00684	LYTVA_11632, LYTVA_28854, LYTVA_17633
OG0001628	CAEEL00193	LYTVA_28742, LYTVA_06351, LYTVA_06949
OG0001629	CAEEL19941	LYTVA_14133
OG0001630	CAEEL05563	LYTVA_23156
OG0001635	CAEEL08024	LYTVA_01903
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	LYTVA_23923, LYTVA_15599, LYTVA_03528
OG0001640	CAEEL10788	LYTVA_20285, LYTVA_26720
OG0001641	CAEEL00743	LYTVA_15842
OG0001642	CAEEL15818	LYTVA_25401
OG0001643	CAEEL19599	LYTVA_10368
OG0001652	CAEEL15806	LYTVA_10972, LYTVA_22143
OG0001653	CAEEL03026	LYTVA_15506
OG0001654	CAEEL20359, CAEEL20360	LYTVA_27565
OG0001655	CAEEL05314	LYTVA_29262
OG0001656	CAEEL07456	LYTVA_20250
OG0001657	CAEEL08928, CAEEL08927	LYTVA_24520
OG0001661	CAEEL14147	LYTVA_05769
OG0001663	CAEEL10899, CAEEL10898	LYTVA_27998
OG0001664	CAEEL04260	LYTVA_11249
OG0001665	CAEEL07716	LYTVA_04604, LYTVA_23642
OG0001666	CAEEL07781	LYTVA_03347, LYTVA_19306, LYTVA_17592, LYTVA_28821, LYTVA_28823
OG0001668	CAEEL00277	LYTVA_02299
OG0001671	CAEEL19781	LYTVA_25749, LYTVA_19064, LYTVA_17121
OG0001672	CAEEL08375	LYTVA_03348
OG0001673	CAEEL17134, CAEEL17133	LYTVA_21841
OG0001675	CAEEL00808	LYTVA_02115, LYTVA_09242
OG0001676	CAEEL01617	LYTVA_04952
OG0001677	CAEEL07860	LYTVA_22014
OG0001679	CAEEL18912	LYTVA_17378, LYTVA_03795, LYTVA_21415, LYTVA_21417
OG0001680	CAEEL15664	LYTVA_06347
OG0001682	CAEEL17995	LYTVA_24944
OG0001683	CAEEL00875	LYTVA_21742
OG0001684	CAEEL08266	LYTVA_16936
OG0001685	CAEEL06629, CAEEL19461	LYTVA_01904
OG0001688	CAEEL06653	LYTVA_10321
OG0001690	CAEEL02923	LYTVA_10997, LYTVA_28589
OG0001691	CAEEL09136, CAEEL09137	LYTVA_29941
OG0001700	CAEEL04175, CAEEL17128, CAEEL17159, CAEEL17152, CAEEL17151, CAEEL17149, CAEEL17154, CAEEL17156, CAEEL17129, CAEEL17148, CAEEL17158, CAEEL17157, CAEEL17155, CAEEL17150, CAEEL17153, CAEEL17130, CAEEL17127, CAEEL17147, CAEEL17462, CAEEL16055, CAEEL03193, CAEEL03185, CAEEL04174, CAEEL03064, CAEEL02491, CAEEL02474, CAEEL02525, CAEEL02526, CAEEL02485, CAEEL02432, CAEEL06120, CAEEL17118, CAEEL03396, CAEEL03331, CAEEL03328, CAEEL06121, CAEEL03751, CAEEL03752, CAEEL07474, CAEEL07473, CAEEL14507, CAEEL03327	LYTVA_01584
OG0001706	CAEEL00824	LYTVA_16433
OG0001707	CAEEL18144, CAEEL17802	LYTVA_02742
OG0001709	CAEEL07646, CAEEL07650	LYTVA_16435
OG0001711	CAEEL15052	LYTVA_23582
OG0001713	CAEEL04261	LYTVA_19902
OG0001713	CAEEL02704	LYTVA_16987
OG0001714	CAEEL12772	LYTVA_26980
OG0001718	CAEEL12769	LYTVA_06728
OG0001720	CAEEL07819	LYTVA_14326
OG0001721	CAEEL10104, CAEEL11043	LYTVA_12881
OG0001723	CAEEL19731	LYTVA_03137
OG0001724	CAEEL00188, CAEEL09412	LYTVA_06501, LYTVA_06496, LYTVA_08423, LYTVA_23926
OG0001726	CAEEL15546	LYTVA_04764
OG0001727	CAEEL15354	LYTVA_24852
OG0001728	CAEEL20444	LYTVA_14622
OG0001730	CAEEL04519	LYTVA_03839
OG0001731	CAEEL19569	LYTVA_24284
OG0001732	CAEEL05337	LYTVA_22231
OG0001733	CAEEL11586	LYTVA_14522, LYTVA_09132
OG0001734	CAEEL11289	LYTVA_28271, LYTVA_02792
OG0001735	CAEEL08598	LYTVA_17512
OG0001736	CAEEL20331	LYTVA_17235
OG0001738	CAEEL09745, CAEEL09746	LYTVA_14239, LYTVA_03711
OG0001739	CAEEL10953	LYTVA_10491
OG0001743	CAEEL18830	LYTVA_09129
OG0001744	CAEEL18540	LYTVA_05535
OG0001746	CAEEL09374	LYTVA_21735
OG0001749	CAEEL07118	LYTVA_27870
OG0001750	CAEEL08294	LYTVA_17680
OG0001752	CAEEL02282	LYTVA_19418
OG0001754	CAEEL06405	LYTVA_06403
OG0001755	CAEEL12716	LYTVA_17842
OG0001756	CAEEL02757	LYTVA_10472, LYTVA_10467, LYTVA_03013
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	LYTVA_05094, LYTVA_13988
OG0001769	CAEEL12367	LYTVA_02387
OG0001770	CAEEL12180	LYTVA_06471
OG0001774	CAEEL07377, CAEEL01266	LYTVA_28479
OG0001776	CAEEL20827	LYTVA_23761
OG0001777	CAEEL07037	LYTVA_09967
OG0001780	CAEEL12979	LYTVA_17770
OG0001781	CAEEL04378	LYTVA_04782
OG0001781	CAEEL06468	LYTVA_08353
OG0001782	CAEEL11605	LYTVA_03019
OG0001783	CAEEL18807	LYTVA_26895
OG0001785	CAEEL10450, CAEEL07502	LYTVA_20637
OG0001786	CAEEL18388	LYTVA_12060
OG0001787	CAEEL07669	LYTVA_09866, LYTVA_22457
OG0001790	CAEEL19999	LYTVA_11313
OG0001792	CAEEL00159	LYTVA_23803
OG0001793	CAEEL07806	LYTVA_01173
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	LYTVA_25216, LYTVA_13349, LYTVA_11627, LYTVA_26034, LYTVA_18970
OG0001798	CAEEL02504	LYTVA_08013
OG0001799	CAEEL07172	LYTVA_13847
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	LYTVA_21818
OG0001805	CAEEL10422, CAEEL19401	LYTVA_23931, LYTVA_16203, LYTVA_10280
OG0001809	CAEEL18133	LYTVA_24690
OG0001810	CAEEL00534	LYTVA_27471, LYTVA_27472
OG0001815	CAEEL15383	LYTVA_27993
OG0001816	CAEEL05710	LYTVA_11847, LYTVA_11846
OG0001818	CAEEL16460	LYTVA_09386
OG0001819	CAEEL08110	LYTVA_12283, LYTVA_25485
OG0001820	CAEEL00161	LYTVA_02599, LYTVA_29524
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	LYTVA_07768, LYTVA_18834
OG0001822	CAEEL14275, CAEEL14276	LYTVA_22413
OG0001823	CAEEL18465	LYTVA_05413
OG0001824	CAEEL20525	LYTVA_16062, LYTVA_18280, LYTVA_10158
OG0001825	CAEEL00895	LYTVA_14311, LYTVA_23444
OG0001826	CAEEL08005, CAEEL18927	LYTVA_26574, LYTVA_18547
OG0001827	CAEEL12511	LYTVA_09251, LYTVA_06825
OG0001830	CAEEL00742	LYTVA_22851
OG0001831	CAEEL10161, CAEEL19257	LYTVA_25792
OG0001832	CAEEL05995	LYTVA_10649
OG0001834	CAEEL08270	LYTVA_25860
OG0001835	CAEEL15709	LYTVA_23786, LYTVA_13724, LYTVA_20339
OG0001846	CAEEL02581, CAEEL02580	LYTVA_14692
OG0001849	CAEEL04779	LYTVA_05823
OG0001849	CAEEL07132	LYTVA_06918
OG0001850	CAEEL04901	LYTVA_12037
OG0001852	CAEEL10571	LYTVA_04485
OG0001853	CAEEL00334, CAEEL01622	LYTVA_24547, LYTVA_00729
OG0001857	CAEEL04635	LYTVA_17991, LYTVA_09748, LYTVA_09742
OG0001858	CAEEL11554	LYTVA_02418
OG0001860	CAEEL19534	LYTVA_22471
OG0001862	CAEEL07094	LYTVA_25275
OG0001863	CAEEL11286	LYTVA_00865
OG0001864	CAEEL00359	LYTVA_05483
OG0001867	CAEEL18932	LYTVA_13864
OG0001870	CAEEL18619	LYTVA_21431
OG0001872	CAEEL20718	LYTVA_10598
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	LYTVA_12057, LYTVA_19029, LYTVA_27237
OG0001874	CAEEL00933	LYTVA_22377
OG0001875	CAEEL09917	LYTVA_09408
OG0001876	CAEEL11614	LYTVA_02442
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	LYTVA_21655
OG0001881	CAEEL18890	LYTVA_28648
OG0001883	CAEEL19810	LYTVA_08476
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	LYTVA_16252
OG0001886	CAEEL20566, CAEEL20351	LYTVA_13389
OG0001887	CAEEL05740	LYTVA_18355
OG0001888	CAEEL18672, CAEEL11639	LYTVA_14493
OG0001890	CAEEL18655	LYTVA_23939, LYTVA_06479
OG0001895	CAEEL00352, CAEEL16104	LYTVA_09898, LYTVA_04308
OG0001897	CAEEL00130	LYTVA_28331
OG0001898	CAEEL15099	LYTVA_24127, LYTVA_29545
OG0001899	CAEEL14131	LYTVA_29145
OG0001900	CAEEL16160	LYTVA_08676, LYTVA_14560, LYTVA_06350, LYTVA_13466, LYTVA_06292, LYTVA_14546, LYTVA_07011, LYTVA_10831
OG0001903	CAEEL12995	LYTVA_08067, LYTVA_26061, LYTVA_26671
OG0001905	CAEEL18799	LYTVA_26674
OG0001913	CAEEL00139	LYTVA_08539, LYTVA_15655
OG0001914	CAEEL15938	LYTVA_24515, LYTVA_11723
OG0001915	CAEEL10189	LYTVA_29625
OG0001916	CAEEL14482	LYTVA_10483
OG0001916	CAEEL07131	LYTVA_30134
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	LYTVA_02307
OG0001918	CAEEL07844	LYTVA_18496, LYTVA_05232, LYTVA_18932
OG0001920	CAEEL03600	LYTVA_19109
OG0001923	CAEEL00866, CAEEL02499	LYTVA_02896, LYTVA_06842
OG0001926	CAEEL05295	LYTVA_19317
OG0001928	CAEEL19148	LYTVA_13719
OG0001930	CAEEL01812	LYTVA_22217
