Orthogroup	CAEEL	STRPU_ok
OG0003207	CAEEL11116	STRPU_23438, STRPU_00999
OG0003210	CAEEL11876	STRPU_20307
OG0003211	CAEEL09585	STRPU_23623
OG0003212	CAEEL11323	STRPU_23992
OG0003214	CAEEL08551	STRPU_02469, STRPU_13596
OG0003215	CAEEL02895	STRPU_21290
OG0003217	CAEEL06035, CAEEL06032	STRPU_18366
OG0003218	CAEEL08847	STRPU_05952
OG0003219	CAEEL16215	STRPU_05483
OG0003222	CAEEL00115	STRPU_25242
OG0003223	CAEEL00485	STRPU_08794
OG0003224	CAEEL05675	STRPU_22186
OG0003225	CAEEL04615, CAEEL20133	STRPU_03637, STRPU_03655
OG0003226	CAEEL04904, CAEEL04903	STRPU_01640, STRPU_11976
OG0003228	CAEEL14683	STRPU_21707, STRPU_21643
OG0003229	CAEEL10166	STRPU_00535, STRPU_15976
OG0003230	CAEEL06311	STRPU_09762, STRPU_09718
OG0003231	CAEEL02077	STRPU_07607
OG0003232	CAEEL04540	STRPU_21304, STRPU_21303
OG0003235	CAEEL11765	STRPU_22687
OG0003236	CAEEL15067, CAEEL07719	STRPU_22602
OG0003251	CAEEL01743	STRPU_26207
OG0003252	CAEEL19657	STRPU_20878
OG0003254	CAEEL15715	STRPU_21153
OG0003255	CAEEL01327	STRPU_22937
OG0003257	CAEEL04888	STRPU_20833, STRPU_20870
OG0003258	CAEEL04539	STRPU_11232, STRPU_11270
OG0003259	CAEEL11844	STRPU_04547, STRPU_25718
OG0003263	CAEEL12235	STRPU_08829
OG0003266	CAEEL05061	STRPU_03311
OG0003267	CAEEL11406	STRPU_04175
OG0003268	CAEEL00711	STRPU_26201
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	STRPU_08663
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	STRPU_23005, STRPU_00880
OG0003273	CAEEL08538	STRPU_21049
OG0003275	CAEEL01894	STRPU_25632
OG0003276	CAEEL05343	STRPU_20467
OG0003277	CAEEL10684	STRPU_22845
OG0003279	CAEEL09246	STRPU_05246
OG0003280	CAEEL20448	STRPU_03524, STRPU_03588
OG0003281	CAEEL19540	STRPU_06114
OG0003282	CAEEL04466	STRPU_09679
OG0003283	CAEEL10540	STRPU_23176
OG0003284	CAEEL20144	STRPU_24635, STRPU_24634
OG0003286	CAEEL11061	STRPU_08482
OG0003287	CAEEL09759	STRPU_16133, STRPU_16118
OG0003288	CAEEL07836	STRPU_05660
OG0003289	CAEEL00474	STRPU_25492
OG0003290	CAEEL07995, CAEEL07996	STRPU_19995
OG0003291	CAEEL07282	STRPU_14374
OG0003293	CAEEL09078	STRPU_22259
OG0003296	CAEEL07972	STRPU_00434, STRPU_14195
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	STRPU_08868, STRPU_00953
OG0003298	CAEEL00404	STRPU_05740
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721, STRPU_12287
OG0003301	CAEEL11183	STRPU_16244, STRPU_16205
OG0003302	CAEEL11405	STRPU_04486
OG0003303	CAEEL08080	STRPU_21624
OG0003306	CAEEL11131	STRPU_23936, STRPU_23962
OG0003307	CAEEL09527	STRPU_04904
OG0003309	CAEEL07134	STRPU_24871
OG0003311	CAEEL06729	STRPU_24433
OG0003316	CAEEL06426	STRPU_00352, STRPU_11013
OG0003317	CAEEL11191	STRPU_09007
OG0003318	CAEEL00777	STRPU_23527
OG0003320	CAEEL05307	STRPU_09402, STRPU_01555
OG0003323	CAEEL08557, CAEEL08556	STRPU_09684, STRPU_09685
OG0003325	CAEEL11598	STRPU_04053
OG0003327	CAEEL15863	STRPU_19769, STRPU_00800
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	STRPU_00809, STRPU_25543
OG0003330	CAEEL02745	STRPU_27339
OG0003331	CAEEL07758	STRPU_15371
OG0003332	CAEEL15994, CAEEL15100	STRPU_07786
OG0003333	CAEEL05869	STRPU_01214, STRPU_12086
OG0003335	CAEEL06219	STRPU_20823
OG0003336	CAEEL18158	STRPU_20291
OG0003337	CAEEL05608	STRPU_11218, STRPU_11255
OG0003340	CAEEL05767	STRPU_24554
OG0003341	CAEEL15411	STRPU_21771
OG0003343	CAEEL02966	STRPU_15384
OG0003344	CAEEL04271	STRPU_07542, STRPU_00574
OG0003348	CAEEL00995	STRPU_24382
OG0003349	CAEEL11343	STRPU_04798, STRPU_04805
OG0003350	CAEEL18859	STRPU_06152
OG0003354	CAEEL07057	STRPU_22433
OG0003356	CAEEL05068	STRPU_08703, STRPU_01469
OG0003357	CAEEL05202	STRPU_09879
OG0003358	CAEEL15398	STRPU_01921, STRPU_22765
OG0003359	CAEEL08412	STRPU_12338
OG0003360	CAEEL09119	STRPU_12153, STRPU_12119
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	STRPU_21285
OG0003364	CAEEL06262	STRPU_12256
OG0003366	CAEEL13316, CAEEL13290	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003368	CAEEL04652	STRPU_09309
OG0003369	CAEEL11911	STRPU_04619
OG0003370	CAEEL19630, CAEEL09274	STRPU_24791
OG0003372	CAEEL04956	STRPU_18382
OG0003374	CAEEL09698	STRPU_16743, STRPU_01716
OG0003375	CAEEL04860	STRPU_27269, STRPU_27284
OG0003377	CAEEL19646	STRPU_12932
OG0003378	CAEEL04638	STRPU_12591
OG0003380	CAEEL07698, CAEEL08643	STRPU_14745
OG0003384	CAEEL12353	STRPU_01561, STRPU_09397
OG0003386	CAEEL04616	STRPU_10904
OG0003387	CAEEL12649, CAEEL12648	STRPU_00430, STRPU_14199, STRPU_17499, STRPU_17500, STRPU_17502, STRPU_17498, STRPU_17501
OG0003392	CAEEL18713	STRPU_08299
OG0003394	CAEEL09212	STRPU_22083
OG0003419	CAEEL20583, CAEEL07865	STRPU_03427
OG0003421	CAEEL18393	STRPU_05462
OG0003425	CAEEL12188	STRPU_27213
OG0003426	CAEEL06462	STRPU_21596
OG0003429	CAEEL00390	STRPU_11803
OG0003430	CAEEL05290	STRPU_03710
OG0003431	CAEEL20649	STRPU_13834
OG0003433	CAEEL17744	STRPU_06151
OG0003434	CAEEL08434	STRPU_22971
OG0003435	CAEEL04157	STRPU_20684
OG0003439	CAEEL10524	STRPU_06448
OG0003443	CAEEL18884	STRPU_21532
OG0003444	CAEEL04842	STRPU_12122, STRPU_12155
OG0003448	CAEEL01220	STRPU_25380
OG0003450	CAEEL06420	STRPU_04502
OG0003451	CAEEL02776, CAEEL02805	STRPU_18049
OG0003454	CAEEL07771	STRPU_13689, STRPU_02387
OG0003455	CAEEL01134	STRPU_21218
OG0003456	CAEEL00212, CAEEL00213	STRPU_08652
OG0003457	CAEEL19244	STRPU_25059
OG0003459	CAEEL16050	STRPU_21409
OG0003460	CAEEL19133	STRPU_21209
OG0003462	CAEEL11837	STRPU_01190, STRPU_19960
OG0003463	CAEEL07464	STRPU_21459
OG0003464	CAEEL15673	STRPU_08415
OG0003465	CAEEL00222	STRPU_19515
OG0003466	CAEEL06482	STRPU_10203, STRPU_09366, STRPU_09367
OG0003467	CAEEL09664	STRPU_04467, STRPU_04466
OG0003468	CAEEL10655	STRPU_21762, STRPU_21697
OG0003472	CAEEL07680, CAEEL07681	STRPU_05425
OG0003473	CAEEL09171	STRPU_03744
OG0003475	CAEEL01731	STRPU_18099, STRPU_01787
OG0003477	CAEEL02502	STRPU_07450, STRPU_07441
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	STRPU_20938
OG0003479	CAEEL12384	STRPU_01940, STRPU_22782
OG0003480	CAEEL01792	STRPU_25605
OG0003486	CAEEL04926	STRPU_17601
OG0003487	CAEEL02123	STRPU_10374
OG0003489	CAEEL00223	STRPU_24792
OG0003491	CAEEL18627, CAEEL05479	STRPU_06727
OG0003498	CAEEL16452	STRPU_24846
OG0003500	CAEEL01330, CAEEL01125	STRPU_02909, STRPU_21217
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	STRPU_18507
OG0003502	CAEEL02400, CAEEL02281	STRPU_14905
OG0003503	CAEEL04457, CAEEL04454	STRPU_09082, STRPU_02055
OG0003505	CAEEL07950	STRPU_26126
OG0003506	CAEEL05248	STRPU_05341
OG0003507	CAEEL05679	STRPU_19336
OG0003508	CAEEL17418	STRPU_13552
OG0003509	CAEEL04891	STRPU_10961
OG0003511	CAEEL08351	STRPU_26830
OG0003513	CAEEL07182	STRPU_13821
OG0003514	CAEEL12733, CAEEL12734	STRPU_22096
OG0003515	CAEEL06636	STRPU_05774
OG0003517	CAEEL05196	STRPU_12195
OG0003518	CAEEL01719	STRPU_26026
OG0003519	CAEEL07239	STRPU_13946
OG0003522	CAEEL06276	STRPU_08126, STRPU_08113
OG0003523	CAEEL18694	STRPU_11145
OG0003524	CAEEL04264, CAEEL04265	STRPU_11329
OG0003526	CAEEL16001	STRPU_21377
OG0003528	CAEEL00365	STRPU_17490, STRPU_17491, STRPU_17489
OG0003531	CAEEL15168, CAEEL18062	STRPU_20597
OG0003532	CAEEL05027	STRPU_10739
OG0003538	CAEEL11099	STRPU_05821
OG0003539	CAEEL05895	STRPU_22523
OG0003541	CAEEL01632	STRPU_25471
OG0003542	CAEEL01115	STRPU_08956, STRPU_08957
OG0003543	CAEEL08637	STRPU_16716
OG0003544	CAEEL06236, CAEEL08896	STRPU_07440, STRPU_07449
OG0003545	CAEEL12984	STRPU_09297
OG0003548	CAEEL19888	STRPU_09626
OG0003550	CAEEL06728	STRPU_01035, STRPU_23404
OG0003551	CAEEL05919	STRPU_18972, STRPU_18959
OG0003552	CAEEL18151	STRPU_20147
OG0003554	CAEEL05099	STRPU_09335
OG0003556	CAEEL11919	STRPU_08012
OG0003560	CAEEL04113	STRPU_20500
OG0003561	CAEEL01643	STRPU_17360, STRPU_17346
OG0003562	CAEEL19208, CAEEL04183	STRPU_24859
OG0003563	CAEEL07782	STRPU_01477, STRPU_08694
OG0003564	CAEEL18104	STRPU_09624
OG0003566	CAEEL04245	STRPU_11918, STRPU_11878
OG0003567	CAEEL15549	STRPU_02062, STRPU_09090
OG0003569	CAEEL10722	STRPU_23349
OG0003570	CAEEL08761	STRPU_02794
OG0003571	CAEEL00659	STRPU_26236
OG0003573	CAEEL10174, CAEEL18886	STRPU_14812
OG0003577	CAEEL07169	STRPU_22045
OG0003578	CAEEL08037	STRPU_14245
OG0003579	CAEEL10103	STRPU_04470
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	STRPU_24378
OG0003582	CAEEL10165, CAEEL10958	STRPU_22683
OG0003597	CAEEL05204	STRPU_01702, STRPU_02662
OG0003598	CAEEL20069	STRPU_00768, STRPU_19800
OG0003599	CAEEL01022	STRPU_26822
OG0003604	CAEEL08873	STRPU_14769, STRPU_02554
OG0003606	CAEEL01180	STRPU_17457, STRPU_17474
OG0003607	CAEEL05764	STRPU_21163, STRPU_21155, STRPU_21154
OG0003611	CAEEL15351	STRPU_09452, STRPU_01510
OG0003612	CAEEL12107	STRPU_18968, STRPU_18969, STRPU_18956
OG0003613	CAEEL10330	STRPU_12108, STRPU_12143
OG0003615	CAEEL04572	STRPU_19046
OG0003618	CAEEL10379	STRPU_08027, STRPU_02032
OG0003619	CAEEL19948, CAEEL09130	STRPU_05456
OG0003620	CAEEL05074	STRPU_00502, STRPU_15940
OG0003621	CAEEL18738	STRPU_17041, STRPU_01807
OG0003623	CAEEL11847	STRPU_11446
OG0003624	CAEEL11456	STRPU_23504
OG0003629	CAEEL18064	STRPU_06506
OG0003630	CAEEL01945	STRPU_14988, STRPU_14958
OG0003632	CAEEL04287	STRPU_11322
OG0003638	CAEEL14206	STRPU_21025
OG0003639	CAEEL07019	STRPU_14552
OG0003640	CAEEL01151	STRPU_24148
OG0003641	CAEEL02290	STRPU_00224, STRPU_25964
OG0003644	CAEEL07060	STRPU_19783, STRPU_00787
OG0003645	CAEEL08952	STRPU_05770
OG0003646	CAEEL04268	STRPU_26839
OG0003647	CAEEL08061	STRPU_27138
OG0003649	CAEEL02106	STRPU_26514
OG0003650	CAEEL01596	STRPU_07527
OG0003652	CAEEL00198, CAEEL00197	STRPU_17587, STRPU_17563
OG0003655	CAEEL01543	STRPU_17785
OG0003656	CAEEL00717	STRPU_23061, STRPU_00647
OG0003657	CAEEL18724	STRPU_22899, STRPU_22914
OG0003658	CAEEL17892	STRPU_23985
OG0003659	CAEEL00820	STRPU_24909
OG0003661	CAEEL11758	STRPU_23064, STRPU_00650
OG0003664	CAEEL10164	STRPU_08332
OG0003667	CAEEL14775	STRPU_14206
OG0003668	CAEEL09161, CAEEL09163	STRPU_26719
OG0003669	CAEEL08786, CAEEL08784	STRPU_19296, STRPU_01851
OG0003672	CAEEL12653	STRPU_08809
OG0003677	CAEEL08632	STRPU_13383, STRPU_13363
OG0003678	CAEEL03764	STRPU_19225
OG0003679	CAEEL14380	STRPU_24398
OG0003680	CAEEL10627	STRPU_24042, STRPU_02621
OG0003681	CAEEL03276	STRPU_11705
OG0003683	CAEEL06697	STRPU_14243
OG0003686	CAEEL01983	STRPU_25646, STRPU_25651
OG0003688	CAEEL03025	STRPU_11389
OG0003689	CAEEL07514	STRPU_01600, STRPU_13582
OG0003690	CAEEL08798	STRPU_21873
OG0003692	CAEEL09322	STRPU_01575, STRPU_09381
OG0003693	CAEEL09517	STRPU_22769, STRPU_01926
OG0003694	CAEEL08779	STRPU_00897, STRPU_23023
OG0003695	CAEEL18980	STRPU_20388
OG0003696	CAEEL15341	STRPU_23695
OG0003697	CAEEL07546	STRPU_00014, STRPU_08308
OG0003698	CAEEL05872	STRPU_09884
OG0003700	CAEEL08489	STRPU_08820
OG0003701	CAEEL04838	STRPU_24397
OG0003702	CAEEL19917	STRPU_21023
OG0003704	CAEEL02747	STRPU_07662, STRPU_18902
OG0003708	CAEEL02697, CAEEL19979	STRPU_17774
OG0003710	CAEEL05057	STRPU_17764
OG0003712	CAEEL12274	STRPU_02201, STRPU_09234, STRPU_09233, STRPU_02200
OG0003716	CAEEL00239	STRPU_11467
OG0003718	CAEEL00456	STRPU_24139
OG0003719	CAEEL01088	STRPU_26767, STRPU_26753
OG0003721	CAEEL19092	STRPU_21833
OG0003724	CAEEL04996	STRPU_11103, STRPU_11128
OG0003725	CAEEL04639	STRPU_19147
OG0003727	CAEEL20128	STRPU_00256, STRPU_03165
OG0003729	CAEEL01397	STRPU_24047, STRPU_02614
OG0003731	CAEEL14842	STRPU_20490
OG0003732	CAEEL10948	STRPU_05954
OG0003733	CAEEL05542	STRPU_18985
OG0003734	CAEEL18003	STRPU_00129
OG0003735	CAEEL04830, CAEEL04829	STRPU_17084
OG0003736	CAEEL10845	STRPU_22673
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	STRPU_19671, STRPU_19650
OG0003739	CAEEL06789	STRPU_01491, STRPU_13756
OG0003740	CAEEL07837	STRPU_12532
OG0003741	CAEEL07870	STRPU_02688, STRPU_01677
OG0003743	CAEEL12238	STRPU_18134
OG0003745	CAEEL16018, CAEEL17606	STRPU_14449, STRPU_14432
OG0003746	CAEEL07398	STRPU_13668, STRPU_02402
OG0003747	CAEEL02767	STRPU_07517
OG0003748	CAEEL00242	STRPU_23161
OG0003749	CAEEL20507	STRPU_12317
OG0003750	CAEEL05076	STRPU_03777
OG0003752	CAEEL04520	STRPU_15768
OG0003753	CAEEL18657	STRPU_08790
OG0003754	CAEEL19668, CAEEL05669	STRPU_12707
OG0003755	CAEEL09173	STRPU_15415
OG0003756	CAEEL01606	STRPU_25349, STRPU_25348
OG0003758	CAEEL05748	STRPU_21990, STRPU_21988
OG0003759	CAEEL09625	STRPU_10861, STRPU_10841
OG0003761	CAEEL19863	STRPU_22011
OG0003764	CAEEL15954	STRPU_08733, STRPU_01439
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	STRPU_25294
OG0003771	CAEEL18560, CAEEL05367	STRPU_08361
OG0003776	CAEEL14271	STRPU_02898
OG0003778	CAEEL10576	STRPU_11538
OG0003779	CAEEL12785	STRPU_06113
OG0003780	CAEEL20711	STRPU_06748
OG0003795	CAEEL09855	STRPU_23591
OG0003798	CAEEL11938	STRPU_05134, STRPU_05061
OG0003803	CAEEL19629	STRPU_20204
OG0003806	CAEEL10842	STRPU_00975, STRPU_08841
OG0003807	CAEEL06933	STRPU_08093
OG0003808	CAEEL08177	STRPU_24251, STRPU_01054
OG0003811	CAEEL07020	STRPU_05891
OG0003812	CAEEL07296	STRPU_11207
OG0003813	CAEEL10820	STRPU_04220, STRPU_04255
OG0003817	CAEEL02053	STRPU_03401, STRPU_03391, STRPU_03416
OG0003818	CAEEL15512	STRPU_05558, STRPU_05616
OG0003824	CAEEL17849	STRPU_09421, STRPU_01538
OG0003825	CAEEL18577	STRPU_10012
OG0003827	CAEEL04098	STRPU_19325
OG0003829	CAEEL08428	STRPU_20384
OG0003831	CAEEL08097	STRPU_05243
OG0003832	CAEEL11899	STRPU_23140
OG0003833	CAEEL05813, CAEEL14180	STRPU_05825, STRPU_05285
OG0003834	CAEEL00145	STRPU_26294, STRPU_26268
OG0003837	CAEEL11909, CAEEL11910	STRPU_08087
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	STRPU_05727
OG0003839	CAEEL11415	STRPU_19903
OG0003840	CAEEL01767	STRPU_26799
OG0003841	CAEEL10859, CAEEL18915	STRPU_19672, STRPU_19649
OG0003843	CAEEL14293	STRPU_21504
OG0003846	CAEEL00811, CAEEL18648	STRPU_10200
OG0003847	CAEEL06874	STRPU_19484, STRPU_00035, STRPU_02381, STRPU_13695
OG0003848	CAEEL08837	STRPU_19765
OG0003850	CAEEL11705	STRPU_17743
OG0003851	CAEEL08777	STRPU_22235
OG0003852	CAEEL00155	STRPU_22104
OG0003853	CAEEL13793	STRPU_21495, STRPU_21486
OG0003854	CAEEL01789	STRPU_26673
OG0003856	CAEEL07428	STRPU_09243
OG0003857	CAEEL19675	STRPU_09242
OG0003858	CAEEL06932	STRPU_20968
OG0003863	CAEEL18943	STRPU_10014
OG0003864	CAEEL01846	STRPU_21449
OG0003865	CAEEL02514	STRPU_25046
OG0003866	CAEEL00295	STRPU_17669, STRPU_02253
OG0003867	CAEEL15761	STRPU_10594
OG0003868	CAEEL18485	STRPU_19663, STRPU_19655
OG0003869	CAEEL00094	STRPU_00857, STRPU_14063
OG0003870	CAEEL17745	STRPU_12851, STRPU_12861
OG0003872	CAEEL14869	STRPU_14352
OG0003873	CAEEL07437	STRPU_11352
OG0003875	CAEEL00868	STRPU_12470
OG0003876	CAEEL04369	STRPU_18481, STRPU_18439
OG0003877	CAEEL18175	STRPU_06336
OG0003879	CAEEL00338, CAEEL01399	STRPU_26896
OG0003881	CAEEL12169	STRPU_23870, STRPU_23833
OG0003884	CAEEL01060	STRPU_22886
OG0003885	CAEEL01791	STRPU_07351
OG0003886	CAEEL10383	STRPU_25179
OG0003887	CAEEL09306	STRPU_15393
OG0003887	CAEEL09446	STRPU_04757
OG0003892	CAEEL11760	STRPU_01952, STRPU_22793
OG0003893	CAEEL05797	STRPU_20997, STRPU_20996
OG0003894	CAEEL01425	STRPU_20332
OG0003895	CAEEL15379	STRPU_09912
OG0003897	CAEEL07613	STRPU_10680, STRPU_00559
OG0003898	CAEEL05728	STRPU_06593
OG0003900	CAEEL08813	STRPU_20822
OG0003901	CAEEL00786, CAEEL18671	STRPU_03089, STRPU_03088
OG0003902	CAEEL07968, CAEEL07686	STRPU_09512
OG0003904	CAEEL00419	STRPU_23136
OG0003906	CAEEL00814	STRPU_26939
OG0003908	CAEEL08148	STRPU_23887
OG0003910	CAEEL08553	STRPU_16982
OG0003911	CAEEL20590	STRPU_24667
OG0003912	CAEEL02731	STRPU_26148
OG0003913	CAEEL05199	STRPU_18325, STRPU_01122
OG0003915	CAEEL04887	STRPU_06949
OG0003916	CAEEL07068	STRPU_26241
OG0003917	CAEEL07507	STRPU_04930
OG0003918	CAEEL11925, CAEEL11924	STRPU_04601
OG0003920	CAEEL00358	STRPU_17479
OG0003921	CAEEL14832, CAEEL18358	STRPU_24499
OG0003923	CAEEL08718	STRPU_13944, STRPU_13941
OG0003925	CAEEL04108	STRPU_11004, STRPU_00344
OG0003926	CAEEL10754, CAEEL19332	STRPU_10755
OG0003929	CAEEL00949	STRPU_25575
OG0003930	CAEEL05047	STRPU_11790
OG0003931	CAEEL15548	STRPU_08493
OG0003932	CAEEL12182, CAEEL12183	STRPU_13334
OG0003933	CAEEL11609	STRPU_23156
OG0003934	CAEEL10046	STRPU_24564
OG0003937	CAEEL19289	STRPU_10312
OG0003938	CAEEL07167	STRPU_17909
OG0003939	CAEEL04128	STRPU_18436, STRPU_18437, STRPU_18479
OG0003940	CAEEL15126, CAEEL19780	STRPU_21913
OG0003943	CAEEL00131	STRPU_07574
OG0003944	CAEEL05219	STRPU_26716
OG0003945	CAEEL17988	STRPU_12909
OG0003946	CAEEL18782	STRPU_09832
OG0003947	CAEEL16177	STRPU_09926
OG0003949	CAEEL02494	STRPU_12187
OG0003950	CAEEL05823	STRPU_12188
OG0003951	CAEEL10367	STRPU_23993
OG0003954	CAEEL11860	STRPU_07256, STRPU_07231
OG0003955	CAEEL08204	STRPU_05331
OG0003959	CAEEL18903	STRPU_20127
OG0003961	CAEEL10706	STRPU_24706
OG0003964	CAEEL20597	STRPU_23696
OG0003965	CAEEL09858, CAEEL18478	STRPU_01083, STRPU_24217
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	STRPU_08909, STRPU_00918
OG0003968	CAEEL18441	STRPU_02867, STRPU_17095
OG0003969	CAEEL01428, CAEEL15342	STRPU_21355
OG0003970	CAEEL00141, CAEEL08636	STRPU_14715
OG0003971	CAEEL03035	STRPU_03433
OG0003972	CAEEL09414	STRPU_25335
OG0003973	CAEEL17822	STRPU_21229, STRPU_21231
OG0003976	CAEEL09819	STRPU_09678, STRPU_09677
OG0003999	CAEEL08414	STRPU_01968, STRPU_22810
OG0004000	CAEEL02254	STRPU_24949
OG0004004	CAEEL09931	STRPU_16146
OG0004005	CAEEL09757	STRPU_16657, STRPU_16683
OG0004007	CAEEL08380, CAEEL20738	STRPU_19148
OG0004009	CAEEL10425	STRPU_04637, STRPU_04668
OG0004010	CAEEL11606	STRPU_18499
OG0004012	CAEEL08889	STRPU_09870
OG0004015	CAEEL03765	STRPU_18380
OG0004017	CAEEL08935	STRPU_14536
OG0004021	CAEEL07321	STRPU_14759, STRPU_02563
OG0004023	CAEEL00807	STRPU_25909
OG0004025	CAEEL20824	STRPU_09604, STRPU_09594
OG0004027	CAEEL07583	STRPU_13511
OG0004028	CAEEL11434	STRPU_04568
OG0004031	CAEEL15887	STRPU_21388
OG0004032	CAEEL15185	STRPU_06807
OG0004033	CAEEL15848	STRPU_21510
OG0004035	CAEEL06509	STRPU_25661
OG0004036	CAEEL05364	STRPU_17564, STRPU_17586
OG0004037	CAEEL05545	STRPU_06495
OG0004038	CAEEL04280	STRPU_06801
OG0004041	CAEEL06388	STRPU_21042
OG0004042	CAEEL00958	STRPU_16694, STRPU_16667
OG0004044	CAEEL07379	STRPU_24535
OG0004047	CAEEL19277, CAEEL00270	STRPU_08496
OG0004048	CAEEL05729	STRPU_10205
OG0004051	CAEEL06861	STRPU_22150
OG0004052	CAEEL02741	STRPU_23378
OG0004053	CAEEL01273	STRPU_26759, STRPU_26744
OG0004054	CAEEL15244	STRPU_20700
OG0004056	CAEEL01652	STRPU_23719
OG0004057	CAEEL03603	STRPU_11804
OG0004059	CAEEL14867	STRPU_21348
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	STRPU_18518, STRPU_19001
OG0004063	CAEEL02350	STRPU_17709
OG0004064	CAEEL00654	STRPU_24939
OG0004065	CAEEL05056	STRPU_11423
OG0004067	CAEEL02869	STRPU_06102
OG0004068	CAEEL10640	STRPU_17877
OG0004071	CAEEL00928	STRPU_20340
OG0004072	CAEEL09095, CAEEL07075	STRPU_14126, STRPU_14112
OG0004076	CAEEL07566	STRPU_00594, STRPU_07563
OG0004080	CAEEL12810	STRPU_13277
OG0004081	CAEEL18163	STRPU_06127
OG0004084	CAEEL14072	STRPU_18900, STRPU_07666, STRPU_18901
OG0004085	CAEEL04587	STRPU_06109
OG0004087	CAEEL07761	STRPU_23491
OG0004089	CAEEL11769, CAEEL11770	STRPU_00370, STRPU_11032
OG0004090	CAEEL02918	STRPU_24163
OG0004091	CAEEL04573	STRPU_19319
OG0004092	CAEEL07326	STRPU_13303
OG0004095	CAEEL02755	STRPU_12681, STRPU_12680
OG0004096	CAEEL09363	STRPU_20338
OG0004097	CAEEL05789	STRPU_11558
OG0004098	CAEEL05361	STRPU_18328, STRPU_01120
OG0004099	CAEEL07071	STRPU_08317
OG0004100	CAEEL19773	STRPU_23805
OG0004101	CAEEL10753	STRPU_24073
OG0004102	CAEEL20123	STRPU_09962, STRPU_09983
OG0004103	CAEEL10626	STRPU_24486, STRPU_24316
OG0004104	CAEEL04801	STRPU_26985
OG0004105	CAEEL05115	STRPU_24009
OG0004106	CAEEL04225	STRPU_11447
OG0004110	CAEEL01260	STRPU_02810
OG0004112	CAEEL00522	STRPU_27383
OG0004113	CAEEL09663	STRPU_23577
OG0004114	CAEEL13365	STRPU_20826
OG0004115	CAEEL05975	STRPU_00175, STRPU_10848, STRPU_10829
OG0004116	CAEEL17798	STRPU_03821, STRPU_03835
OG0004118	CAEEL09754	STRPU_01975, STRPU_22816
OG0004119	CAEEL00177	STRPU_25283
OG0004120	CAEEL09396	STRPU_04036
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	STRPU_10753
OG0004122	CAEEL20018	STRPU_20119, STRPU_20098
OG0004123	CAEEL05731	STRPU_24495
OG0004124	CAEEL02724, CAEEL02723	STRPU_07572
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	STRPU_00575, STRPU_07543
OG0004128	CAEEL11738	STRPU_22275
OG0004130	CAEEL02356	STRPU_16002
OG0004133	CAEEL05363	STRPU_07007
OG0004134	CAEEL07495	STRPU_10399
OG0004135	CAEEL19516	STRPU_00976, STRPU_08840
OG0004136	CAEEL04479	STRPU_18932
OG0004137	CAEEL00169, CAEEL00170	STRPU_26642
OG0004142	CAEEL10168	STRPU_22286
OG0004144	CAEEL00709	STRPU_13998
OG0004145	CAEEL14333	STRPU_21032
OG0004147	CAEEL07109	STRPU_22168, STRPU_22175
OG0004148	CAEEL07951	STRPU_13669, STRPU_02401
OG0004151	CAEEL01499	STRPU_25469
OG0004153	CAEEL11562	STRPU_04733, STRPU_04726
OG0004156	CAEEL05393	STRPU_23130
OG0004158	CAEEL00394	STRPU_24023, STRPU_02639
OG0004159	CAEEL16103	STRPU_21251
OG0004160	CAEEL08700	STRPU_19074
OG0004161	CAEEL18958	STRPU_24354
OG0004164	CAEEL10119	STRPU_04686
OG0004166	CAEEL04359	STRPU_09733, STRPU_09689
OG0004167	CAEEL14218	STRPU_21156, STRPU_21164
OG0004168	CAEEL08233	STRPU_14329
OG0004169	CAEEL01556	STRPU_08900, STRPU_00919
OG0004170	CAEEL10605	STRPU_12942, STRPU_12955
OG0004171	CAEEL11852	STRPU_16148
OG0004176	CAEEL01489	STRPU_05147, STRPU_05071
OG0004178	CAEEL09854	STRPU_23007, STRPU_00881
OG0004179	CAEEL10656	STRPU_08384
OG0004180	CAEEL08381	STRPU_14125, STRPU_14113
OG0004181	CAEEL13830	STRPU_05420, STRPU_05421
OG0004182	CAEEL14269	STRPU_17424
OG0004184	CAEEL15780, CAEEL15781	STRPU_08996
