Orthogroup	CAEEL	HELIO_ok
OG0001397	CAEEL05815, CAEEL05422, CAEEL16780, CAEEL05924, CAEEL19916	HELIO_01273
OG0001397	CAEEL19290	HELIO_04122
OG0001398	CAEEL14339	HELIO_00222
OG0001399	CAEEL00972	HELIO_05014, HELIO_08757
OG0001402	CAEEL04844, CAEEL04850	HELIO_06192
OG0001404	CAEEL15778	HELIO_08622
OG0001405	CAEEL00987	HELIO_01612
OG0001405	CAEEL02297	HELIO_02155
OG0001408	CAEEL19513	HELIO_02887
OG0001409	CAEEL02567	HELIO_05260
OG0001410	CAEEL16277	HELIO_07114
OG0001411	CAEEL07405	HELIO_03361
OG0001413	CAEEL08368	HELIO_11436
OG0001413	CAEEL04716	HELIO_10258
OG0001414	CAEEL13823	HELIO_00902, HELIO_00745
OG0001417	CAEEL02921	HELIO_00311
OG0001418	CAEEL11722	HELIO_09143
OG0001421	CAEEL14241	HELIO_02587
OG0001422	CAEEL06778	HELIO_00344
OG0001423	CAEEL18493	HELIO_03132
OG0001424	CAEEL12121	HELIO_00747
OG0001424	CAEEL10850	HELIO_01935
OG0001425	CAEEL12269, CAEEL12270, CAEEL12268, CAEEL12271	HELIO_01653
OG0001426	CAEEL06005, CAEEL06004	HELIO_02149
OG0001428	CAEEL05279	HELIO_11579
OG0001430	CAEEL14236	HELIO_08384
OG0001431	CAEEL01932, CAEEL07478	HELIO_00600
OG0001432	CAEEL18746	HELIO_11010, HELIO_11878
OG0001437	CAEEL01346, CAEEL01345	HELIO_04743
OG0001439	CAEEL19443	HELIO_02716
OG0001440	CAEEL02919	HELIO_03196
OG0001445	CAEEL10043, CAEEL10044	HELIO_12183
OG0001449	CAEEL05216	HELIO_03720
OG0001452	CAEEL02837	HELIO_09077, HELIO_09076
OG0001455	CAEEL04493	HELIO_05822
OG0001459	CAEEL20135, CAEEL17975	HELIO_08961
OG0001460	CAEEL11040, CAEEL11027	HELIO_01716
OG0001461	CAEEL09368	HELIO_04207
OG0001462	CAEEL03309	HELIO_03160
OG0001464	CAEEL07180	HELIO_00437
OG0001465	CAEEL06490	HELIO_09508
OG0001466	CAEEL00165	HELIO_09852, HELIO_00231
OG0001468	CAEEL01968, CAEEL01966, CAEEL01967	HELIO_09103
OG0001469	CAEEL06147	HELIO_10093
OG0001469	CAEEL06502	HELIO_12462
OG0001472	CAEEL07491	HELIO_05084
OG0001472	CAEEL02663	HELIO_09162
OG0001473	CAEEL15728, CAEEL16017	HELIO_01497, HELIO_06355, HELIO_01429
OG0001474	CAEEL07328	HELIO_05046
OG0001475	CAEEL05298	HELIO_12116, HELIO_06079
OG0001476	CAEEL00667	HELIO_08408
OG0001478	CAEEL11433	HELIO_10243
OG0001479	CAEEL19245	HELIO_00677
OG0001480	CAEEL01047	HELIO_03092
OG0001482	CAEEL08859	HELIO_08972
OG0001484	CAEEL01076, CAEEL01075	HELIO_03855
OG0001485	CAEEL01187	HELIO_08845
OG0001486	CAEEL06199	HELIO_11744
OG0001489	CAEEL05101	HELIO_12039
OG0001490	CAEEL16486	HELIO_10701
OG0001492	CAEEL08792	HELIO_09966
OG0001500	CAEEL11009	HELIO_03279
OG0001503	CAEEL04111	HELIO_00871
OG0001503	CAEEL08520	HELIO_00967
OG0001504	CAEEL05392	HELIO_02828, HELIO_12551
OG0001505	CAEEL05185, CAEEL08607	HELIO_01480
OG0001506	CAEEL04371	HELIO_05280, HELIO_08428
OG0001508	CAEEL19670	HELIO_05840
OG0001510	CAEEL19165	HELIO_10061
OG0001512	CAEEL01283	HELIO_06404
OG0001514	CAEEL18917	HELIO_10777
OG0001515	CAEEL07598	HELIO_11317
OG0001516	CAEEL05831	HELIO_05144
OG0001517	CAEEL20700	HELIO_02409
OG0001522	CAEEL01881	HELIO_00391, HELIO_11736
OG0001523	CAEEL20306	HELIO_04060
OG0001524	CAEEL18987, CAEEL00715	HELIO_01459
OG0001525	CAEEL08599, CAEEL13978, CAEEL13977, CAEEL14698, CAEEL08600	HELIO_07734
OG0001526	CAEEL19873	HELIO_03062
OG0001527	CAEEL08026	HELIO_04544
OG0001527	CAEEL02029	HELIO_10434
OG0001528	CAEEL20795	HELIO_02093
OG0001529	CAEEL01822, CAEEL20748, CAEEL06896	HELIO_08747
OG0001530	CAEEL11993	HELIO_09208
OG0001531	CAEEL08503	HELIO_03563
OG0001532	CAEEL04337, CAEEL04338, CAEEL04294, CAEEL05090	HELIO_07182
OG0001533	CAEEL01048, CAEEL19033, CAEEL11552	HELIO_12019
OG0001536	CAEEL11259, CAEEL20066, CAEEL20058	HELIO_00034
OG0001538	CAEEL15530	HELIO_05127
OG0001551	CAEEL13359	HELIO_02886
OG0001553	CAEEL10745	HELIO_04975
OG0001554	CAEEL00812	HELIO_02815
OG0001555	CAEEL17420, CAEEL04181	HELIO_01524, HELIO_06994
OG0001557	CAEEL09005	HELIO_05083
OG0001557	CAEEL09508	HELIO_06596
OG0001558	CAEEL05103, CAEEL08374	HELIO_02760
OG0001559	CAEEL16062	HELIO_06123
OG0001561	CAEEL11007	HELIO_08393
OG0001567	CAEEL04524	HELIO_06880
OG0001568	CAEEL15339	HELIO_05132
OG0001570	CAEEL11034	HELIO_02540
OG0001571	CAEEL18118	HELIO_00290
OG0001572	CAEEL00311	HELIO_04693
OG0001575	CAEEL09642	HELIO_05293
OG0001576	CAEEL00120	HELIO_11858
OG0001578	CAEEL10814, CAEEL18928	HELIO_08790, HELIO_08789
OG0001580	CAEEL02579	HELIO_11365
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	HELIO_05221, HELIO_07860
OG0001583	CAEEL19802	HELIO_12114
OG0001589	CAEEL18417	HELIO_12278
OG0001590	CAEEL15262, CAEEL15263	HELIO_11606, HELIO_02516
OG0001593	CAEEL02963, CAEEL13946	HELIO_04977
OG0001594	CAEEL08545	HELIO_11160
OG0001597	CAEEL10283	HELIO_04679
OG0001599	CAEEL20479	HELIO_02009
OG0001602	CAEEL18101	HELIO_08752, HELIO_08751, HELIO_08750, HELIO_08749
OG0001604	CAEEL04879	HELIO_12168
OG0001606	CAEEL14239	HELIO_11612
OG0001608	CAEEL02190, CAEEL02191	HELIO_09014, HELIO_09013
OG0001609	CAEEL19774	HELIO_04479
OG0001609	CAEEL10790	HELIO_00769
OG0001610	CAEEL02035, CAEEL20252	HELIO_06066
OG0001611	CAEEL15699	HELIO_10992
OG0001612	CAEEL02577	HELIO_03470
OG0001614	CAEEL01012	HELIO_09695
OG0001615	CAEEL04670	HELIO_04146
OG0001617	CAEEL10780	HELIO_03713
OG0001620	CAEEL18514, CAEEL18862	HELIO_04031
OG0001621	CAEEL08615	HELIO_05621, HELIO_05048
OG0001627	CAEEL00684	HELIO_03358, HELIO_11162
OG0001628	CAEEL00193	HELIO_11311, HELIO_03654
OG0001629	CAEEL19941	HELIO_11337
OG0001630	CAEEL05563	HELIO_11857
OG0001635	CAEEL08024	HELIO_00639
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	HELIO_10751
OG0001640	CAEEL10788	HELIO_12233
OG0001642	CAEEL15818	HELIO_00859, HELIO_00858
OG0001643	CAEEL19599	HELIO_03459
OG0001651	CAEEL10611	HELIO_08544
OG0001652	CAEEL15806	HELIO_06903
OG0001653	CAEEL03026	HELIO_02536
OG0001654	CAEEL20359, CAEEL20360	HELIO_00734, HELIO_02525
OG0001655	CAEEL05314	HELIO_08331
OG0001656	CAEEL07456	HELIO_09773
OG0001657	CAEEL08928, CAEEL08927	HELIO_09713
OG0001659	CAEEL00855	HELIO_01990
OG0001661	CAEEL14147	HELIO_12135
OG0001663	CAEEL10899, CAEEL10898	HELIO_06205, HELIO_04184
OG0001665	CAEEL07716	HELIO_08876, HELIO_01144
OG0001666	CAEEL07781	HELIO_07524, HELIO_03742
OG0001668	CAEEL00277	HELIO_03082
OG0001671	CAEEL19781	HELIO_08248, HELIO_08266
OG0001672	CAEEL08375	HELIO_11405
OG0001673	CAEEL17134, CAEEL17133	HELIO_05452
OG0001675	CAEEL00808	HELIO_05454
OG0001676	CAEEL01617	HELIO_09106
OG0001677	CAEEL07860	HELIO_10400
OG0001679	CAEEL18912	HELIO_08774, HELIO_10789, HELIO_00740
OG0001680	CAEEL15664	HELIO_00317
OG0001683	CAEEL00875	HELIO_10892
OG0001684	CAEEL08513, CAEEL19560	HELIO_11576
OG0001685	CAEEL06629, CAEEL19461	HELIO_02127
OG0001688	CAEEL06653	HELIO_04799
OG0001690	CAEEL02923	HELIO_12652, HELIO_07206
OG0001691	CAEEL09136, CAEEL09137	HELIO_03141
OG0001706	CAEEL00824	HELIO_03225
OG0001707	CAEEL18144, CAEEL17802	HELIO_04517
OG0001709	CAEEL07646, CAEEL07650	HELIO_12693
OG0001710	CAEEL11053	HELIO_01243
OG0001711	CAEEL15052	HELIO_09636
OG0001713	CAEEL04261	HELIO_10733
OG0001714	CAEEL12772	HELIO_10062
OG0001714	CAEEL15825	HELIO_01478
OG0001718	CAEEL12769	HELIO_08374
OG0001720	CAEEL07819	HELIO_01666
OG0001721	CAEEL10104, CAEEL11043	HELIO_04710
OG0001723	CAEEL19731	HELIO_03904
OG0001724	CAEEL00188, CAEEL09412	HELIO_09512
OG0001726	CAEEL15546	HELIO_12477
OG0001727	CAEEL15354	HELIO_00379
OG0001728	CAEEL20444	HELIO_06859
OG0001730	CAEEL04519	HELIO_09660
OG0001732	CAEEL05337	HELIO_08312
OG0001733	CAEEL11586	HELIO_06708, HELIO_05078
OG0001734	CAEEL11289	HELIO_09373, HELIO_10503, HELIO_04822
OG0001735	CAEEL08598	HELIO_08576
OG0001736	CAEEL20331	HELIO_04175
OG0001738	CAEEL09745, CAEEL09746	HELIO_00898
OG0001739	CAEEL10953	HELIO_08138
OG0001743	CAEEL18830	HELIO_12557
OG0001744	CAEEL18540	HELIO_00852
OG0001746	CAEEL09374	HELIO_10565
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	HELIO_09412
OG0001749	CAEEL07118	HELIO_08042
OG0001750	CAEEL08294	HELIO_09724
OG0001754	CAEEL06405	HELIO_12416
OG0001755	CAEEL12716	HELIO_08464
OG0001755	CAEEL16403	HELIO_03611
OG0001756	CAEEL02757	HELIO_00970, HELIO_03773
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	HELIO_11236
OG0001769	CAEEL12367	HELIO_00478
OG0001770	CAEEL12180	HELIO_10082
OG0001774	CAEEL20358	HELIO_11501
OG0001774	CAEEL07377, CAEEL01266	HELIO_04350
OG0001775	CAEEL01757	HELIO_07189
OG0001776	CAEEL20827	HELIO_07496
OG0001777	CAEEL07037	HELIO_09390, HELIO_09392
OG0001780	CAEEL12979	HELIO_10081
OG0001781	CAEEL04378	HELIO_09978
OG0001781	CAEEL06468	HELIO_01738
OG0001782	CAEEL11605	HELIO_12571
OG0001783	CAEEL18807	HELIO_02058
OG0001785	CAEEL10450, CAEEL07502	HELIO_10072, HELIO_04363
OG0001786	CAEEL18388	HELIO_11267
OG0001787	CAEEL07669	HELIO_11607
OG0001790	CAEEL19999	HELIO_10737
OG0001792	CAEEL00159	HELIO_03262
OG0001793	CAEEL07806	HELIO_05244
OG0001797	CAEEL19521, CAEEL11913, CAEEL20460	HELIO_04449, HELIO_00752
OG0001798	CAEEL02504	HELIO_12260
OG0001799	CAEEL07172	HELIO_09682
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	HELIO_04276
OG0001805	CAEEL10422, CAEEL19401	HELIO_06016
OG0001809	CAEEL18133	HELIO_10155
OG0001810	CAEEL00534	HELIO_10709
OG0001815	CAEEL15383	HELIO_12005
OG0001816	CAEEL05710	HELIO_05248
OG0001818	CAEEL16460	HELIO_10184
OG0001819	CAEEL08110	HELIO_03116
OG0001820	CAEEL00161	HELIO_08557, HELIO_09627
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	HELIO_08607
OG0001822	CAEEL14275, CAEEL14276	HELIO_05027
OG0001823	CAEEL18465	HELIO_12209
OG0001824	CAEEL20525	HELIO_03287, HELIO_07619, HELIO_09735
OG0001825	CAEEL00895	HELIO_02386
OG0001826	CAEEL08005, CAEEL18927	HELIO_08793
OG0001827	CAEEL12511	HELIO_08093
OG0001830	CAEEL00742	HELIO_10008
OG0001831	CAEEL10161, CAEEL19257	HELIO_06925
OG0001832	CAEEL05995	HELIO_12779
OG0001834	CAEEL08270	HELIO_07484
OG0001835	CAEEL15709	HELIO_12136, HELIO_00116, HELIO_11440, HELIO_12172
OG0001846	CAEEL02581, CAEEL02580	HELIO_07000
OG0001849	CAEEL04779	HELIO_12087
OG0001849	CAEEL07132	HELIO_03244
OG0001850	CAEEL04901	HELIO_06095
OG0001852	CAEEL10571	HELIO_00847
OG0001853	CAEEL00334, CAEEL01622	HELIO_01954, HELIO_07750
OG0001857	CAEEL04635	HELIO_11313
OG0001860	CAEEL19534	HELIO_02411
OG0001862	CAEEL07094	HELIO_03770
OG0001863	CAEEL11286	HELIO_05463
OG0001864	CAEEL00359	HELIO_11876
OG0001866	CAEEL12131	HELIO_08400
OG0001867	CAEEL18932	HELIO_02515
OG0001869	CAEEL04506	HELIO_03150
OG0001870	CAEEL18619	HELIO_11367
OG0001872	CAEEL20718	HELIO_12105
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	HELIO_07677, HELIO_06086
OG0001874	CAEEL00933	HELIO_01670
OG0001876	CAEEL11614	HELIO_04432, HELIO_01518
OG0001878	CAEEL07138	HELIO_05924
OG0001881	CAEEL18890	HELIO_11210
OG0001883	CAEEL19810	HELIO_04758
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	HELIO_09046
OG0001886	CAEEL20566, CAEEL20351	HELIO_07679
OG0001887	CAEEL05740	HELIO_12128
OG0001888	CAEEL18672, CAEEL11639	HELIO_08194
OG0001890	CAEEL18655	HELIO_02855
OG0001895	CAEEL00352, CAEEL16104	HELIO_02660, HELIO_06563
OG0001897	CAEEL00130	HELIO_10470, HELIO_10469
OG0001898	CAEEL15099	HELIO_04077, HELIO_12763
OG0001899	CAEEL14131	HELIO_05952
OG0001900	CAEEL16160	HELIO_03722
OG0001903	CAEEL12995	HELIO_08222
OG0001913	CAEEL00139	HELIO_10845
OG0001914	CAEEL15938	HELIO_12364
OG0001915	CAEEL10189	HELIO_02308
OG0001916	CAEEL07131	HELIO_08357
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	HELIO_00213
OG0001918	CAEEL07844	HELIO_07821
OG0001919	CAEEL18092	HELIO_06163
OG0001920	CAEEL03600	HELIO_09697
OG0001923	CAEEL00866, CAEEL02499	HELIO_01788
OG0001926	CAEEL05295	HELIO_02998
OG0001928	CAEEL19148	HELIO_00908
OG0001930	CAEEL01812	HELIO_07719
OG0001932	CAEEL18548, CAEEL17132	HELIO_03169
OG0001932	CAEEL20531	HELIO_03170
OG0001934	CAEEL04980, CAEEL04981	HELIO_02521
OG0001935	CAEEL01455	HELIO_09449, HELIO_05458
OG0001940	CAEEL08846	HELIO_03882
OG0001945	CAEEL05071	HELIO_03288
OG0001946	CAEEL11023	HELIO_08201
OG0001947	CAEEL20697	HELIO_03774
OG0001948	CAEEL15692	HELIO_09808
OG0001949	CAEEL19721	HELIO_12106
OG0001950	CAEEL05818	HELIO_09752
OG0001951	CAEEL08644, CAEEL02798	HELIO_04565
OG0001952	CAEEL00959	HELIO_06639, HELIO_02821
OG0001953	CAEEL01457	HELIO_05793
OG0001958	CAEEL19146	HELIO_07906
OG0001961	CAEEL11703	HELIO_03253
OG0001962	CAEEL07745	HELIO_05917
OG0001963	CAEEL09651	HELIO_02883
OG0001964	CAEEL12015, CAEEL18880	HELIO_02293
OG0001965	CAEEL15340	HELIO_01378
OG0001966	CAEEL15352, CAEEL06723	HELIO_12247, HELIO_05868
OG0001968	CAEEL10639	HELIO_10670
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	HELIO_09862
OG0001974	CAEEL10261	HELIO_09499
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	HELIO_03642
OG0001987	CAEEL06766	HELIO_11331, HELIO_11332
OG0001988	CAEEL02095	HELIO_07776
OG0001989	CAEEL20436	HELIO_03695
OG0001990	CAEEL18486	HELIO_00537
OG0001992	CAEEL00543	HELIO_10036
OG0001993	CAEEL15736	HELIO_10948
OG0001994	CAEEL19344, CAEEL02372	HELIO_02654, HELIO_02655
OG0001996	CAEEL07117	HELIO_03603
OG0001998	CAEEL08296	HELIO_01282
OG0001999	CAEEL06715	HELIO_09986
OG0002000	CAEEL08459	HELIO_05949, HELIO_07944
OG0002001	CAEEL07856	HELIO_11853, HELIO_12151
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	HELIO_00088, HELIO_11800
OG0002003	CAEEL18663	HELIO_03803
OG0002004	CAEEL08821, CAEEL14586, CAEEL09383, CAEEL11550	HELIO_03765
OG0002005	CAEEL10504	HELIO_12220
OG0002006	CAEEL16051, CAEEL18232	HELIO_12425, HELIO_07537
OG0002008	CAEEL11706	HELIO_10242, HELIO_04821
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	HELIO_12665
OG0002011	CAEEL06587, CAEEL01459	HELIO_09289
OG0002013	CAEEL00803, CAEEL01317	HELIO_06898
OG0002015	CAEEL07232	HELIO_05227
OG0002016	CAEEL10751	HELIO_11944
OG0002017	CAEEL04551	HELIO_02990
OG0002018	CAEEL08242	HELIO_08541
OG0002020	CAEEL20282	HELIO_12230
OG0002021	CAEEL10833, CAEEL10005, CAEEL09715, CAEEL19049, CAEEL09714, CAEEL09716	HELIO_05311
OG0002023	CAEEL12418	HELIO_02236
OG0002026	CAEEL09267	HELIO_08421, HELIO_11050
OG0002027	CAEEL19841	HELIO_00634
OG0002031	CAEEL07288	HELIO_07245
OG0002032	CAEEL15092	HELIO_01093
OG0002035	CAEEL04843, CAEEL04846	HELIO_03679
OG0002036	CAEEL17432	HELIO_01904
OG0002037	CAEEL09947	HELIO_11181
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	HELIO_06664
OG0002043	CAEEL01497	HELIO_03396
OG0002057	CAEEL04582, CAEEL04584	HELIO_10449
OG0002058	CAEEL19167, CAEEL04214, CAEEL05165, CAEEL05708, CAEEL12727, CAEEL05570	HELIO_06156, HELIO_05493
OG0002059	CAEEL20695	HELIO_03914
OG0002062	CAEEL01567	HELIO_06049
OG0002063	CAEEL01336	HELIO_07475
OG0002064	CAEEL17790	HELIO_04147, HELIO_06032
OG0002067	CAEEL08430	HELIO_05446
OG0002068	CAEEL15280	HELIO_11283
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	HELIO_09897
OG0002075	CAEEL15213	HELIO_08453
OG0002076	CAEEL17850	HELIO_08411
OG0002077	CAEEL08392	HELIO_03623
OG0002079	CAEEL07901	HELIO_03430, HELIO_08843
OG0002080	CAEEL03246, CAEEL12691	HELIO_05901
OG0002081	CAEEL14941, CAEEL14928	HELIO_08258
OG0002087	CAEEL07742	HELIO_10536, HELIO_09035
OG0002090	CAEEL00790	HELIO_05584
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	HELIO_05259, HELIO_04476
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	HELIO_00551
OG0002099	CAEEL05221	HELIO_04690, HELIO_12497
OG0002101	CAEEL04990	HELIO_03548
OG0002102	CAEEL20714	HELIO_06446
OG0002103	CAEEL16392, CAEEL16394	HELIO_08047
OG0002104	CAEEL08654	HELIO_10363
OG0002105	CAEEL18772	HELIO_06912
OG0002106	CAEEL18235, CAEEL08825	HELIO_06196
OG0002107	CAEEL07845	HELIO_03046
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	HELIO_01842
OG0002122	CAEEL09431	HELIO_06970, HELIO_05884
OG0002123	CAEEL05315	HELIO_11783
OG0002124	CAEEL05107	HELIO_07566
OG0002125	CAEEL10327	HELIO_03401
OG0002131	CAEEL00336	HELIO_00247, HELIO_08098
OG0002135	CAEEL01398, CAEEL15762	HELIO_00424
OG0002139	CAEEL15822	HELIO_07955
OG0002142	CAEEL01037	HELIO_07986
OG0002143	CAEEL01697	HELIO_09585
OG0002144	CAEEL08787	HELIO_01280
OG0002145	CAEEL00125	HELIO_04062
OG0002146	CAEEL10604	HELIO_02638
OG0002147	CAEEL05229	HELIO_06765
OG0002148	CAEEL13205	HELIO_04883
OG0002149	CAEEL09018, CAEEL08046	HELIO_11475
OG0002151	CAEEL19229	HELIO_01394
OG0002152	CAEEL00179	HELIO_07905
OG0002154	CAEEL18065	HELIO_11807
OG0002156	CAEEL08424	HELIO_12738, HELIO_03634
OG0002157	CAEEL10861	HELIO_07597
OG0002160	CAEEL05075	HELIO_00185
OG0002163	CAEEL04144	HELIO_08396
OG0002164	CAEEL04595, CAEEL04594, CAEEL19903	HELIO_10824
OG0002165	CAEEL07004, CAEEL04348, CAEEL13880	HELIO_11027
OG0002166	CAEEL06693, CAEEL06692	HELIO_08775
OG0002167	CAEEL10771, CAEEL20502	HELIO_02415
OG0002168	CAEEL06529	HELIO_07698, HELIO_12373
OG0002169	CAEEL19452	HELIO_05746, HELIO_06281
OG0002170	CAEEL11886	HELIO_08216
OG0002171	CAEEL09511	HELIO_11666
OG0002173	CAEEL02072	HELIO_10127
OG0002175	CAEEL11081	HELIO_07325
OG0002177	CAEEL16080	HELIO_06435
OG0002179	CAEEL17210, CAEEL19563	HELIO_11957
OG0002182	CAEEL11866	HELIO_07381
OG0002184	CAEEL06428	HELIO_03187, HELIO_03186
OG0002185	CAEEL01312	HELIO_02280
OG0002187	CAEEL05615	HELIO_06883
OG0002188	CAEEL10832	HELIO_11286
OG0002190	CAEEL18099	HELIO_11217
OG0002191	CAEEL00670	HELIO_05501
OG0002211	CAEEL08596	HELIO_10863, HELIO_07293
OG0002213	CAEEL09259	HELIO_09582
OG0002215	CAEEL19732	HELIO_05473, HELIO_01703, HELIO_08176, HELIO_06304, HELIO_01702
OG0002216	CAEEL09929, CAEEL09930	HELIO_08118
OG0002217	CAEEL18475, CAEEL05058	HELIO_07595
OG0002218	CAEEL00880	HELIO_08235
OG0002221	CAEEL05780	HELIO_00629
OG0002222	CAEEL05529	HELIO_01086
OG0002224	CAEEL10158	HELIO_08402
OG0002225	CAEEL15252	HELIO_05714
OG0002226	CAEEL04806	HELIO_03074
OG0002227	CAEEL00491	HELIO_01271
OG0002228	CAEEL05227	HELIO_10818
OG0002229	CAEEL08325	HELIO_11908
OG0002236	CAEEL18503	HELIO_10095, HELIO_10094
OG0002237	CAEEL00004	HELIO_11740, HELIO_11741
OG0002240	CAEEL05366	HELIO_06722
OG0002241	CAEEL07281	HELIO_09347
OG0002242	CAEEL01267	HELIO_03928
OG0002243	CAEEL05910, CAEEL11717	HELIO_12098
OG0002244	CAEEL02764	HELIO_01234, HELIO_09967
OG0002246	CAEEL00010	HELIO_12705
OG0002248	CAEEL09675	HELIO_00698
OG0002251	CAEEL18329, CAEEL19690	HELIO_12433
OG0002252	CAEEL18710	HELIO_01235
OG0002255	CAEEL01086	HELIO_12509, HELIO_02143
OG0002258	CAEEL10467	HELIO_06245
OG0002259	CAEEL08231	HELIO_12604
OG0002260	CAEEL08208	HELIO_09310
OG0002261	CAEEL09054	HELIO_06100
OG0002262	CAEEL07374	HELIO_00173
OG0002263	CAEEL08085	HELIO_06943
OG0002264	CAEEL01891	HELIO_02936
OG0002265	CAEEL01664	HELIO_01860
OG0002266	CAEEL18931	HELIO_09260
OG0002270	CAEEL01255	HELIO_04696
OG0002272	CAEEL00181	HELIO_11743
OG0002277	CAEEL12016	HELIO_12167
OG0002278	CAEEL17984, CAEEL17983	HELIO_09110
OG0002280	CAEEL01565	HELIO_07707
OG0002282	CAEEL05126	HELIO_05112
OG0002283	CAEEL11974	HELIO_08866, HELIO_08865
OG0002284	CAEEL09475	HELIO_12726
OG0002286	CAEEL15075	HELIO_03879
OG0002288	CAEEL11923	HELIO_07429
OG0002289	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495	HELIO_03380
OG0002293	CAEEL01475	HELIO_02043
OG0002294	CAEEL03275, CAEEL03274	HELIO_08497
OG0002312	CAEEL04818, CAEEL04817	HELIO_12558
OG0002316	CAEEL01858, CAEEL01859	HELIO_12382
OG0002317	CAEEL13995	HELIO_02026
OG0002318	CAEEL05991	HELIO_12246, HELIO_12682
OG0002321	CAEEL11607	HELIO_05182
OG0002322	CAEEL12636, CAEEL12634	HELIO_08056
OG0002324	CAEEL14861	HELIO_10551, HELIO_09504
OG0002325	CAEEL12660	HELIO_01569
OG0002326	CAEEL19309	HELIO_03775
OG0002327	CAEEL11423	HELIO_05706
OG0002331	CAEEL13492, CAEEL01768	HELIO_09275
OG0002332	CAEEL07378	HELIO_10520
OG0002335	CAEEL02679, CAEEL02678	HELIO_02492
OG0002336	CAEEL18832	HELIO_11534
OG0002340	CAEEL00545	HELIO_10066
OG0002340	CAEEL20587	HELIO_07363
OG0002341	CAEEL07757	HELIO_10080, HELIO_10079
OG0002342	CAEEL06352, CAEEL06355, CAEEL00891	HELIO_12191
OG0002343	CAEEL20506, CAEEL10734	HELIO_11409
OG0002344	CAEEL07661	HELIO_01896
OG0002346	CAEEL04391	HELIO_09863
OG0002348	CAEEL12095	HELIO_04598
OG0002350	CAEEL20154	HELIO_08873, HELIO_08874
OG0002352	CAEEL04784	HELIO_09892
OG0002354	CAEEL09038	HELIO_07745
OG0002355	CAEEL08630	HELIO_07256
OG0002356	CAEEL17852	HELIO_09006
OG0002357	CAEEL14198	HELIO_07681
OG0002358	CAEEL20542	HELIO_03502
OG0002359	CAEEL10259	HELIO_06338
OG0002360	CAEEL19089	HELIO_02623
OG0002361	CAEEL16240, CAEEL14724	HELIO_05139
OG0002362	CAEEL01494	HELIO_10755
OG0002363	CAEEL18180	HELIO_06225
OG0002366	CAEEL01476	HELIO_04920
OG0002367	CAEEL02851	HELIO_12396
OG0002368	CAEEL06921	HELIO_02256
OG0002369	CAEEL00665	HELIO_10202
OG0002370	CAEEL06782	HELIO_01318
OG0002371	CAEEL10782, CAEEL02897	HELIO_03580
OG0002374	CAEEL00989, CAEEL03595	HELIO_00949
OG0002375	CAEEL09148	HELIO_04442
OG0002376	CAEEL16557	HELIO_06701
OG0002377	CAEEL14877	HELIO_10194
OG0002378	CAEEL19717	HELIO_10608
OG0002379	CAEEL20511	HELIO_12739, HELIO_12740
OG0002396	CAEEL15127	HELIO_08126, HELIO_08125
OG0002400	CAEEL12685	HELIO_12288
OG0002402	CAEEL07971	HELIO_01596
OG0002406	CAEEL05272	HELIO_01959
OG0002407	CAEEL11836	HELIO_11688
OG0002408	CAEEL05340	HELIO_08412
OG0002409	CAEEL12380	HELIO_02015
OG0002410	CAEEL06445	HELIO_00976, HELIO_04394
OG0002411	CAEEL09509	HELIO_01331
OG0002413	CAEEL05456	HELIO_01474
OG0002414	CAEEL16542	HELIO_10381
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	HELIO_12736, HELIO_07942
OG0002416	CAEEL00247	HELIO_08668
OG0002421	CAEEL09266	HELIO_06854, HELIO_01261
OG0002422	CAEEL09220	HELIO_01387
OG0002424	CAEEL18326	HELIO_12390, HELIO_12391
OG0002429	CAEEL05601	HELIO_09815, HELIO_04529
OG0002433	CAEEL18398	HELIO_07051
OG0002434	CAEEL09324	HELIO_08366, HELIO_08367
OG0002439	CAEEL06145, CAEEL06146	HELIO_09848
OG0002441	CAEEL01735	HELIO_05799
OG0002442	CAEEL00999	HELIO_07816
