Orthogroup	CAEEL	SACKO_ok
OG0003223	CAEEL00485	SACKO_26827
OG0003224	CAEEL05675	SACKO_07681
OG0003225	CAEEL04615, CAEEL20133	SACKO_07427
OG0003226	CAEEL04904, CAEEL04903	SACKO_15104
OG0003228	CAEEL14683	SACKO_07288
OG0003229	CAEEL10166	SACKO_02081
OG0003230	CAEEL06311	SACKO_19470
OG0003231	CAEEL02077	SACKO_07487
OG0003232	CAEEL04540	SACKO_01247
OG0003235	CAEEL11765	SACKO_26089
OG0003236	CAEEL15067	SACKO_28630
OG0003251	CAEEL01743	SACKO_32082
OG0003252	CAEEL19657, CAEEL14287	SACKO_18053
OG0003254	CAEEL15715	SACKO_11378
OG0003255	CAEEL01327	SACKO_02946
OG0003257	CAEEL04888	SACKO_04676
OG0003258	CAEEL04539	SACKO_14130
OG0003259	CAEEL11844	SACKO_01956
OG0003263	CAEEL12235	SACKO_24493
OG0003266	CAEEL05061	SACKO_05971, SACKO_26552, SACKO_12236
OG0003267	CAEEL11406	SACKO_32336
OG0003268	CAEEL00711	SACKO_05287
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	SACKO_28019
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	SACKO_25439
OG0003273	CAEEL08538	SACKO_11959
OG0003275	CAEEL01894	SACKO_30780, SACKO_30771
OG0003276	CAEEL05343	SACKO_32351
OG0003277	CAEEL10684	SACKO_01244
OG0003279	CAEEL09246	SACKO_30116
OG0003280	CAEEL20448	SACKO_10441
OG0003281	CAEEL19540	SACKO_26387
OG0003282	CAEEL04466	SACKO_27155
OG0003283	CAEEL10540	SACKO_28354, SACKO_30822
OG0003284	CAEEL20144	SACKO_30896
OG0003286	CAEEL11061	SACKO_17313
OG0003287	CAEEL09759	SACKO_28184
OG0003288	CAEEL07836	SACKO_10698
OG0003289	CAEEL00474	SACKO_01897
OG0003290	CAEEL07995, CAEEL07996	SACKO_27393
OG0003293	CAEEL09078	SACKO_06484, SACKO_23226
OG0003296	CAEEL07972	SACKO_04472
OG0003298	CAEEL00404	SACKO_14529
OG0003301	CAEEL11183	SACKO_27778
OG0003303	CAEEL08080	SACKO_11752
OG0003305	CAEEL04396	SACKO_20237
OG0003306	CAEEL11131	SACKO_02846
OG0003307	CAEEL09527	SACKO_00155
OG0003309	CAEEL07134	SACKO_25385
OG0003311	CAEEL06729	SACKO_05588
OG0003316	CAEEL06426	SACKO_02137
OG0003317	CAEEL11191	SACKO_05670
OG0003318	CAEEL00777	SACKO_23709
OG0003320	CAEEL05307	SACKO_10308, SACKO_31257
OG0003323	CAEEL08557, CAEEL08556	SACKO_13406
OG0003325	CAEEL11598	SACKO_05232
OG0003327	CAEEL15863	SACKO_29807, SACKO_16114
OG0003328	CAEEL07600, CAEEL14983, CAEEL18520	SACKO_16426, SACKO_16371, SACKO_16370, SACKO_16360, SACKO_16356, SACKO_16422, SACKO_16350
OG0003329	CAEEL02070	SACKO_03764
OG0003330	CAEEL02745	SACKO_32249
OG0003331	CAEEL07758	SACKO_03264
OG0003332	CAEEL15994, CAEEL15100	SACKO_23821, SACKO_23810, SACKO_23819
OG0003333	CAEEL05869	SACKO_30489
OG0003335	CAEEL06219	SACKO_15302
OG0003336	CAEEL18158	SACKO_22803, SACKO_22795
OG0003337	CAEEL05608	SACKO_14865
OG0003338	CAEEL07554	SACKO_27567
OG0003340	CAEEL05767	SACKO_04037
OG0003341	CAEEL15411	SACKO_02780
OG0003343	CAEEL02966	SACKO_29714
OG0003344	CAEEL04271	SACKO_26970
OG0003348	CAEEL00995	SACKO_18275
OG0003349	CAEEL11343	SACKO_20573
OG0003350	CAEEL18859	SACKO_26402, SACKO_27781
OG0003354	CAEEL07057	SACKO_00210
OG0003356	CAEEL05068	SACKO_19562
OG0003357	CAEEL05202	SACKO_12468
OG0003358	CAEEL15398	SACKO_23618
OG0003359	CAEEL08412	SACKO_15399, SACKO_15411
OG0003360	CAEEL09119	SACKO_11966
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	SACKO_19401
OG0003363	CAEEL04399	SACKO_02038
OG0003364	CAEEL06262	SACKO_11623
OG0003366	CAEEL13316, CAEEL13290	SACKO_31581
OG0003368	CAEEL04652	SACKO_17847
OG0003369	CAEEL11911	SACKO_17735
OG0003370	CAEEL19630, CAEEL09274	SACKO_33714, SACKO_19353
OG0003372	CAEEL04956	SACKO_30945
OG0003374	CAEEL09698	SACKO_32930
OG0003375	CAEEL19093	SACKO_08712
OG0003375	CAEEL04860	SACKO_08748
OG0003377	CAEEL19646	SACKO_23381
OG0003380	CAEEL07698, CAEEL08643	SACKO_05451
OG0003384	CAEEL12353	SACKO_24086
OG0003386	CAEEL04616	SACKO_01067
OG0003387	CAEEL12649, CAEEL12648	SACKO_03779
OG0003392	CAEEL18713	SACKO_10639, SACKO_10646
OG0003401	CAEEL18173, CAEEL19529	SACKO_27469
OG0003419	CAEEL20583, CAEEL07865	SACKO_07603
OG0003421	CAEEL18393	SACKO_01930, SACKO_01928
OG0003425	CAEEL12188	SACKO_21290
OG0003426	CAEEL06462	SACKO_29295
OG0003429	CAEEL00390	SACKO_18851
OG0003431	CAEEL20649	SACKO_02696
OG0003433	CAEEL17744	SACKO_19315
OG0003434	CAEEL08434	SACKO_27927
OG0003435	CAEEL04157	SACKO_25724
OG0003439	CAEEL10524	SACKO_33811
OG0003443	CAEEL18884	SACKO_22199
OG0003444	CAEEL04842	SACKO_29328
OG0003448	CAEEL01220	SACKO_29640
OG0003450	CAEEL06420	SACKO_15572
OG0003451	CAEEL02776, CAEEL02805	SACKO_04785
OG0003452	CAEEL02730	SACKO_24050
OG0003453	CAEEL11697	SACKO_10209
OG0003454	CAEEL07771	SACKO_30324
OG0003455	CAEEL01134	SACKO_22919
OG0003456	CAEEL00212, CAEEL00213	SACKO_28683
OG0003457	CAEEL19244	SACKO_17526, SACKO_07023
OG0003458	CAEEL14113	SACKO_07225
OG0003459	CAEEL16050	SACKO_12030
OG0003460	CAEEL19133	SACKO_05169
OG0003462	CAEEL11837	SACKO_00776
OG0003463	CAEEL07464	SACKO_31602
OG0003464	CAEEL15673	SACKO_26254
OG0003465	CAEEL00222	SACKO_23058
OG0003466	CAEEL06482	SACKO_02294
OG0003467	CAEEL09664	SACKO_32119
OG0003468	CAEEL10655	SACKO_00890
OG0003469	CAEEL09108	SACKO_13507
OG0003471	CAEEL12804	SACKO_27818
OG0003472	CAEEL07680, CAEEL07681	SACKO_24937
OG0003473	CAEEL09171	SACKO_33089
OG0003475	CAEEL01731	SACKO_31281
OG0003477	CAEEL02502	SACKO_20610
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	SACKO_00688
OG0003479	CAEEL12384	SACKO_01184
OG0003480	CAEEL01792	SACKO_11010
OG0003487	CAEEL02123	SACKO_25911, SACKO_25905
OG0003489	CAEEL00223	SACKO_29393
OG0003491	CAEEL18627, CAEEL05479	SACKO_26412
OG0003496	CAEEL01506	SACKO_06794
OG0003498	CAEEL16452	SACKO_01996, SACKO_01988
OG0003500	CAEEL01125	SACKO_07628
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	SACKO_30952
OG0003502	CAEEL02400, CAEEL02281	SACKO_20189
OG0003503	CAEEL04457, CAEEL04454	SACKO_09739
OG0003505	CAEEL07950	SACKO_26757
OG0003506	CAEEL05248	SACKO_24649
OG0003507	CAEEL05679	SACKO_15223, SACKO_03869
OG0003508	CAEEL17418	SACKO_06902
OG0003509	CAEEL04891	SACKO_34164
OG0003511	CAEEL08351	SACKO_09852
OG0003513	CAEEL07182	SACKO_30320
OG0003514	CAEEL12733, CAEEL12734	SACKO_25947, SACKO_14249, SACKO_25494
OG0003515	CAEEL06636	SACKO_30659
OG0003517	CAEEL05196	SACKO_15617
OG0003518	CAEEL01719	SACKO_26732
OG0003519	CAEEL07239	SACKO_12908
OG0003522	CAEEL06276	SACKO_24463
OG0003523	CAEEL18694	SACKO_34177, SACKO_33207
OG0003524	CAEEL04264, CAEEL04265	SACKO_28813
OG0003526	CAEEL16001	SACKO_17051, SACKO_12308
OG0003528	CAEEL00365	SACKO_21089
OG0003531	CAEEL15168, CAEEL18062	SACKO_00165
OG0003532	CAEEL05027	SACKO_31069
OG0003538	CAEEL11099	SACKO_14572
OG0003539	CAEEL05895	SACKO_02852
OG0003541	CAEEL01632	SACKO_26803
OG0003542	CAEEL01115	SACKO_22721, SACKO_11144, SACKO_09930
OG0003543	CAEEL08637	SACKO_32884
OG0003544	CAEEL06236, CAEEL08896	SACKO_26949, SACKO_12520, SACKO_09816
OG0003545	CAEEL12984	SACKO_28684, SACKO_03798
OG0003548	CAEEL19888	SACKO_18715
OG0003550	CAEEL06728	SACKO_21635
OG0003551	CAEEL05919	SACKO_25700
OG0003552	CAEEL18151	SACKO_04703
OG0003554	CAEEL05099	SACKO_27750
OG0003556	CAEEL11919	SACKO_20857
OG0003561	CAEEL01643	SACKO_31413
OG0003562	CAEEL19208, CAEEL04183	SACKO_19186
OG0003563	CAEEL07782	SACKO_24469
OG0003564	CAEEL18104	SACKO_17080
OG0003566	CAEEL04245	SACKO_03424
OG0003567	CAEEL15549	SACKO_04644, SACKO_17659
OG0003570	CAEEL08761	SACKO_10065
OG0003571	CAEEL00659	SACKO_20473
OG0003573	CAEEL10174, CAEEL18886	SACKO_03300
OG0003577	CAEEL07169	SACKO_06470
OG0003578	CAEEL08037	SACKO_25432
OG0003579	CAEEL10103	SACKO_31496
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	SACKO_32993, SACKO_32992
OG0003582	CAEEL10165, CAEEL10958	SACKO_20514, SACKO_20506
OG0003597	CAEEL05204	SACKO_27649
OG0003598	CAEEL20069	SACKO_18642
OG0003599	CAEEL01022	SACKO_29256
OG0003604	CAEEL08873	SACKO_02211
OG0003606	CAEEL01180	SACKO_14800
OG0003607	CAEEL05764	SACKO_11384
OG0003611	CAEEL15351	SACKO_17082
OG0003612	CAEEL12107	SACKO_07192
OG0003613	CAEEL10330	SACKO_09649
OG0003615	CAEEL04572	SACKO_03496
OG0003618	CAEEL10379	SACKO_02416
OG0003619	CAEEL19948, CAEEL09130	SACKO_04087
OG0003620	CAEEL05074	SACKO_04500
OG0003621	CAEEL18738	SACKO_01831
OG0003623	CAEEL11847	SACKO_00865
OG0003624	CAEEL11456	SACKO_32508, SACKO_30807
OG0003629	CAEEL18064	SACKO_12633
OG0003630	CAEEL01945	SACKO_05455
OG0003632	CAEEL04287	SACKO_10570
OG0003638	CAEEL14206	SACKO_04756
OG0003639	CAEEL07019	SACKO_08531
OG0003640	CAEEL01151	SACKO_16698
OG0003641	CAEEL02290	SACKO_25568
OG0003644	CAEEL07060	SACKO_09283
OG0003645	CAEEL08952	SACKO_23291
OG0003646	CAEEL04268	SACKO_03457
OG0003647	CAEEL08061	SACKO_09851
OG0003649	CAEEL02106	SACKO_04513
OG0003650	CAEEL01596	SACKO_09653, SACKO_34048
OG0003652	CAEEL00198, CAEEL00197	SACKO_24298
OG0003655	CAEEL01543	SACKO_24287
OG0003656	CAEEL00717	SACKO_13038
OG0003657	CAEEL18724	SACKO_16386
OG0003658	CAEEL17892	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971
OG0003659	CAEEL00820	SACKO_30164
OG0003661	CAEEL11758	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621
OG0003664	CAEEL10164	SACKO_00324
OG0003666	CAEEL12155	SACKO_16207
OG0003667	CAEEL14775	SACKO_07527
OG0003668	CAEEL09161, CAEEL09163	SACKO_16542
OG0003669	CAEEL08786, CAEEL08784	SACKO_29388, SACKO_29382
OG0003672	CAEEL12653	SACKO_22038
OG0003676	CAEEL00672	SACKO_32292
OG0003677	CAEEL08632	SACKO_22925
OG0003678	CAEEL03764	SACKO_00514
OG0003679	CAEEL14380	SACKO_05594
OG0003680	CAEEL10627	SACKO_07919
OG0003681	CAEEL03276	SACKO_22429
OG0003683	CAEEL06697	SACKO_13327
OG0003688	CAEEL03025	SACKO_15602
OG0003689	CAEEL07514	SACKO_12938, SACKO_04151
OG0003690	CAEEL08798	SACKO_17688
OG0003692	CAEEL09322	SACKO_30272
OG0003693	CAEEL09517	SACKO_30147, SACKO_30156
OG0003694	CAEEL08779	SACKO_13899
OG0003695	CAEEL18980	SACKO_15073
OG0003696	CAEEL15341	SACKO_23747
OG0003697	CAEEL07546	SACKO_33327
OG0003698	CAEEL05872	SACKO_23560
OG0003700	CAEEL08489	SACKO_28036
OG0003701	CAEEL04838	SACKO_29992
OG0003702	CAEEL19917	SACKO_09365
OG0003704	CAEEL02747	SACKO_18437
OG0003708	CAEEL02697, CAEEL19979	SACKO_10347
OG0003710	CAEEL05057	SACKO_14655
OG0003712	CAEEL12274	SACKO_24483
OG0003716	CAEEL00239	SACKO_26660, SACKO_26655
OG0003718	CAEEL00456	SACKO_13035
OG0003719	CAEEL01088	SACKO_21324
OG0003721	CAEEL19092	SACKO_27819
OG0003724	CAEEL04996	SACKO_31074
OG0003725	CAEEL04639	SACKO_29232
OG0003727	CAEEL20128	SACKO_09913, SACKO_09908
OG0003729	CAEEL01397	SACKO_10462
OG0003729	CAEEL16477	SACKO_10479
OG0003731	CAEEL14842	SACKO_09116
OG0003732	CAEEL10948	SACKO_33518
OG0003733	CAEEL05542	SACKO_25639
OG0003734	CAEEL18003	SACKO_10298
OG0003735	CAEEL04830, CAEEL04829	SACKO_27359
OG0003736	CAEEL10845	SACKO_08001
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	SACKO_21407
OG0003739	CAEEL06789	SACKO_32965
OG0003740	CAEEL07837	SACKO_08475
OG0003741	CAEEL07870	SACKO_23163
OG0003743	CAEEL12238	SACKO_20767
OG0003745	CAEEL16018, CAEEL17606	SACKO_21997, SACKO_21973
OG0003746	CAEEL07398	SACKO_04162
OG0003747	CAEEL02767	SACKO_02548
OG0003748	CAEEL00242	SACKO_12145
OG0003749	CAEEL20507	SACKO_08322
OG0003750	CAEEL05076	SACKO_12535, SACKO_09051
OG0003752	CAEEL04520	SACKO_12922
OG0003753	CAEEL18657	SACKO_28676
OG0003754	CAEEL19668, CAEEL05669	SACKO_08508
OG0003755	CAEEL09173	SACKO_29745
OG0003756	CAEEL01606	SACKO_18779
OG0003758	CAEEL05748	SACKO_22893
OG0003759	CAEEL09625	SACKO_28661, SACKO_18691
OG0003761	CAEEL19863	SACKO_10184, SACKO_16376
OG0003763	CAEEL02007	SACKO_16479
OG0003764	CAEEL15954	SACKO_05674, SACKO_05695, SACKO_05671, SACKO_09985
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	SACKO_29018
OG0003767	CAEEL07794	SACKO_34036, SACKO_34061, SACKO_34034
OG0003768	CAEEL07458	SACKO_08292
OG0003771	CAEEL18560, CAEEL05367	SACKO_24472
OG0003775	CAEEL06672	SACKO_31359
OG0003776	CAEEL14271	SACKO_19961, SACKO_22793, SACKO_32454
OG0003778	CAEEL10576	SACKO_19167
OG0003779	CAEEL12785	SACKO_17816
OG0003780	CAEEL20711	SACKO_32052, SACKO_32034
OG0003795	CAEEL09855	SACKO_26427
OG0003798	CAEEL11938	SACKO_04965
OG0003803	CAEEL19629	SACKO_16018
OG0003806	CAEEL10842	SACKO_25022
OG0003807	CAEEL06933	SACKO_28702
OG0003808	CAEEL08177	SACKO_11285
OG0003811	CAEEL07020	SACKO_23286, SACKO_31701
OG0003812	CAEEL07296	SACKO_20919, SACKO_19469
OG0003813	CAEEL10820	SACKO_02012
OG0003818	CAEEL15512	SACKO_15857
OG0003821	CAEEL09346	SACKO_23600
OG0003824	CAEEL17849	SACKO_12746
OG0003825	CAEEL18577	SACKO_00319, SACKO_24145
OG0003826	CAEEL02634	SACKO_00714
OG0003827	CAEEL04098	SACKO_27592
OG0003829	CAEEL08428	SACKO_06553
OG0003832	CAEEL11899	SACKO_16929
OG0003833	CAEEL05813, CAEEL14180	SACKO_15586, SACKO_23901
OG0003834	CAEEL00145	SACKO_32127
OG0003837	CAEEL11909, CAEEL11910	SACKO_26489, SACKO_21340
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	SACKO_16736
OG0003839	CAEEL11415	SACKO_12965, SACKO_03944
OG0003840	CAEEL01767	SACKO_04971
OG0003841	CAEEL10859, CAEEL18915	SACKO_22771
OG0003843	CAEEL14293	SACKO_20447
OG0003846	CAEEL00811, CAEEL18648	SACKO_25269
OG0003847	CAEEL06874	SACKO_33045
OG0003848	CAEEL08837	SACKO_14467
OG0003850	CAEEL11705	SACKO_27365
OG0003852	CAEEL00155	SACKO_19687
OG0003853	CAEEL13793	SACKO_33439, SACKO_06109
OG0003854	CAEEL01789	SACKO_07817
OG0003856	CAEEL07428	SACKO_00893
OG0003857	CAEEL19675	SACKO_19253
OG0003858	CAEEL06932	SACKO_32375
OG0003863	CAEEL18943	SACKO_16685
OG0003864	CAEEL01846	SACKO_22188
OG0003865	CAEEL02514	SACKO_07903
OG0003866	CAEEL00295	SACKO_20784
OG0003867	CAEEL15761	SACKO_16952
OG0003868	CAEEL18485	SACKO_03942
OG0003869	CAEEL00094	SACKO_04979
OG0003870	CAEEL17745	SACKO_31930, SACKO_31960
OG0003872	CAEEL14869	SACKO_01636
OG0003873	CAEEL07437	SACKO_11352, SACKO_11339
OG0003875	CAEEL00868	SACKO_23361
OG0003876	CAEEL04369	SACKO_25638
OG0003877	CAEEL18175	SACKO_03342
OG0003879	CAEEL00338, CAEEL01399	SACKO_05101
OG0003881	CAEEL12169	SACKO_26611, SACKO_26599
OG0003884	CAEEL01060	SACKO_06475
OG0003885	CAEEL01791	SACKO_26956
OG0003886	CAEEL10383	SACKO_05656
OG0003887	CAEEL09306	SACKO_31240
OG0003887	CAEEL09446	SACKO_34171
OG0003892	CAEEL11760	SACKO_01168
OG0003893	CAEEL05797	SACKO_09957, SACKO_09958
OG0003894	CAEEL01425	SACKO_00239
OG0003895	CAEEL15379	SACKO_00396
OG0003897	CAEEL07613	SACKO_11326
OG0003898	CAEEL05728	SACKO_17843, SACKO_25332
OG0003900	CAEEL08813	SACKO_06116
OG0003901	CAEEL00786, CAEEL18671	SACKO_09866, SACKO_09871
OG0003902	CAEEL07968, CAEEL07686	SACKO_19014, SACKO_19000, SACKO_10415, SACKO_19017, SACKO_33670, SACKO_24175
OG0003904	CAEEL00419	SACKO_29661, SACKO_07963
OG0003906	CAEEL00814	SACKO_07504
OG0003908	CAEEL00218	SACKO_23098
OG0003908	CAEEL08148	SACKO_14104
OG0003910	CAEEL08553	SACKO_25193
OG0003911	CAEEL20590	SACKO_05574
OG0003912	CAEEL02731	SACKO_19964
OG0003913	CAEEL05199	SACKO_21819
OG0003915	CAEEL04887	SACKO_17445
OG0003916	CAEEL07068	SACKO_16337
OG0003917	CAEEL07507	SACKO_14384, SACKO_02146
OG0003918	CAEEL11925, CAEEL11924	SACKO_03476
OG0003920	CAEEL00358	SACKO_25068
OG0003921	CAEEL14832, CAEEL18358	SACKO_23005
OG0003922	CAEEL11421, CAEEL11420	SACKO_28487
OG0003923	CAEEL08718	SACKO_12853
OG0003925	CAEEL04108	SACKO_09569
OG0003926	CAEEL10754, CAEEL19332	SACKO_31099, SACKO_18838, SACKO_29131
OG0003929	CAEEL00949	SACKO_13523
OG0003930	CAEEL05047	SACKO_32200
OG0003931	CAEEL15548	SACKO_31562
OG0003932	CAEEL12182, CAEEL12183	SACKO_08899
OG0003933	CAEEL11609	SACKO_24589
OG0003934	CAEEL10046	SACKO_18213
OG0003937	CAEEL19289	SACKO_02287
OG0003938	CAEEL07167	SACKO_13881
OG0003939	CAEEL04128	SACKO_15117
OG0003940	CAEEL15126, CAEEL19780	SACKO_32874, SACKO_08977
OG0003943	CAEEL00131	SACKO_20843
OG0003944	CAEEL05219	SACKO_18909
OG0003945	CAEEL17988	SACKO_09804, SACKO_29979
OG0003946	CAEEL18782	SACKO_03399
OG0003947	CAEEL16177	SACKO_25687
OG0003949	CAEEL02494	SACKO_15085
OG0003950	CAEEL05823	SACKO_29340
OG0003951	CAEEL10367	SACKO_27938
OG0003954	CAEEL11860	SACKO_02352
OG0003955	CAEEL08204	SACKO_14555
OG0003959	CAEEL18903	SACKO_27466
OG0003960	CAEEL19635	SACKO_29881
OG0003961	CAEEL10706	SACKO_15157
OG0003964	CAEEL20597	SACKO_01280, SACKO_23823, SACKO_02645
OG0003965	CAEEL09858, CAEEL18478	SACKO_27709, SACKO_08493
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	SACKO_05891, SACKO_19262
OG0003968	CAEEL18441	SACKO_23161
OG0003969	CAEEL01428, CAEEL15342	SACKO_19412
OG0003970	CAEEL00141, CAEEL08636	SACKO_04465
OG0003971	CAEEL03035	SACKO_11184
OG0003972	CAEEL09414	SACKO_18971
OG0003973	CAEEL17822	SACKO_17940, SACKO_17922
OG0003976	CAEEL09819	SACKO_33615
OG0003999	CAEEL08414	SACKO_18525
OG0004000	CAEEL02254	SACKO_20194
OG0004004	CAEEL09931	SACKO_29932
OG0004005	CAEEL09757	SACKO_17133, SACKO_17154
OG0004007	CAEEL08380, CAEEL20738	SACKO_27467
OG0004009	CAEEL10425	SACKO_27674
OG0004010	CAEEL11606	SACKO_07022, SACKO_07010
OG0004012	CAEEL08889	SACKO_03401
OG0004014	CAEEL07353	SACKO_04423
OG0004015	CAEEL03765	SACKO_00138
OG0004016	CAEEL09802	SACKO_29859
OG0004017	CAEEL08935	SACKO_31378
OG0004021	CAEEL07321	SACKO_24515
OG0004023	CAEEL00807	SACKO_12120
OG0004025	CAEEL20824	SACKO_24133, SACKO_14748
OG0004027	CAEEL07583	SACKO_27291
OG0004028	CAEEL11434	SACKO_02251
OG0004031	CAEEL15887	SACKO_11954
OG0004032	CAEEL15185	SACKO_05148
OG0004033	CAEEL15848	SACKO_32338
OG0004035	CAEEL06509	SACKO_05264
OG0004036	CAEEL05364	SACKO_24297
OG0004037	CAEEL05545	SACKO_11842
OG0004038	CAEEL04280	SACKO_18332
OG0004041	CAEEL06388	SACKO_09138
OG0004042	CAEEL00958	SACKO_29359
OG0004044	CAEEL07379	SACKO_31712
OG0004047	CAEEL19277, CAEEL00270	SACKO_00930
OG0004048	CAEEL05729	SACKO_33590
OG0004051	CAEEL06861	SACKO_17893
OG0004052	CAEEL02741	SACKO_11790, SACKO_11768, SACKO_11774, SACKO_11776, SACKO_11791, SACKO_00197
OG0004053	CAEEL01273	SACKO_12103
OG0004054	CAEEL15244	SACKO_22145
OG0004056	CAEEL01652	SACKO_02937, SACKO_02933
OG0004057	CAEEL03603	SACKO_20234
OG0004058	CAEEL01468	SACKO_22407
OG0004059	CAEEL14867	SACKO_04014
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	SACKO_14715
OG0004063	CAEEL02350	SACKO_18912
OG0004064	CAEEL00654	SACKO_28124
OG0004065	CAEEL05056	SACKO_31120
OG0004067	CAEEL02869	SACKO_06615
OG0004068	CAEEL10640	SACKO_03077
OG0004071	CAEEL00928	SACKO_17358
OG0004072	CAEEL09095, CAEEL07075	SACKO_06639
OG0004076	CAEEL07566	SACKO_25245
OG0004080	CAEEL12810	SACKO_22943
OG0004081	CAEEL18163	SACKO_22094
OG0004084	CAEEL14072	SACKO_12941
OG0004085	CAEEL04587	SACKO_33798
OG0004087	CAEEL07761	SACKO_23851
OG0004089	CAEEL11769, CAEEL11770	SACKO_19311
OG0004090	CAEEL02918	SACKO_02550
OG0004091	CAEEL04573	SACKO_07509
OG0004092	CAEEL07326	SACKO_04140
OG0004095	CAEEL02755	SACKO_06430
OG0004096	CAEEL09363	SACKO_22778
OG0004097	CAEEL05789	SACKO_13213
OG0004098	CAEEL05361	SACKO_27018
OG0004099	CAEEL07071	SACKO_13836
OG0004100	CAEEL19773	SACKO_06161, SACKO_06158, SACKO_06160, SACKO_26602
OG0004101	CAEEL10753	SACKO_05006
OG0004102	CAEEL20123	SACKO_06536
OG0004103	CAEEL10626	SACKO_11477, SACKO_25893
OG0004104	CAEEL04801	SACKO_02429
OG0004105	CAEEL05115	SACKO_08461
OG0004106	CAEEL04225	SACKO_20371, SACKO_18121
OG0004110	CAEEL01260	SACKO_33407
OG0004112	CAEEL00522	SACKO_04832
OG0004113	CAEEL09663	SACKO_07968
OG0004114	CAEEL13365	SACKO_07278
OG0004115	CAEEL05975	SACKO_04614
OG0004116	CAEEL17798	SACKO_12551
OG0004118	CAEEL09754	SACKO_08745
OG0004119	CAEEL00177	SACKO_16359
OG0004120	CAEEL09396	SACKO_22425
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	SACKO_28819
OG0004122	CAEEL20018	SACKO_16718, SACKO_16732
OG0004123	CAEEL05731	SACKO_05474
OG0004124	CAEEL02724, CAEEL02723	SACKO_01623
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	SACKO_30149
OG0004128	CAEEL11738	SACKO_10808, SACKO_33426
OG0004130	CAEEL02356	SACKO_04539
OG0004133	CAEEL05363	SACKO_06628
OG0004134	CAEEL07495	SACKO_21471
OG0004135	CAEEL19516	SACKO_25029
OG0004136	CAEEL04479	SACKO_00526
OG0004137	CAEEL00169, CAEEL00170	SACKO_16541
OG0004142	CAEEL10168	SACKO_15937
OG0004144	CAEEL00709	SACKO_12932
OG0004145	CAEEL14333	SACKO_17936
OG0004147	CAEEL07109	SACKO_02789, SACKO_00298, SACKO_19204, SACKO_14344, SACKO_13311, SACKO_04984
OG0004148	CAEEL07951	SACKO_04179
OG0004151	CAEEL01499	SACKO_17397
OG0004153	CAEEL11562	SACKO_17489
OG0004156	CAEEL05393	SACKO_07990, SACKO_27546
OG0004157	CAEEL18994	SACKO_02828
OG0004158	CAEEL00394	SACKO_18616
OG0004159	CAEEL16103	SACKO_15242
OG0004160	CAEEL08700	SACKO_14735
OG0004161	CAEEL18958	SACKO_22482, SACKO_22491
OG0004164	CAEEL10119	SACKO_05848
OG0004166	CAEEL04359	SACKO_12473
OG0004167	CAEEL14218	SACKO_11715
OG0004168	CAEEL08233	SACKO_24506
OG0004169	CAEEL01556	SACKO_10004
OG0004170	CAEEL10605	SACKO_26580, SACKO_03612
OG0004171	CAEEL11852	SACKO_29940
OG0004176	CAEEL01489	SACKO_25099
OG0004178	CAEEL09854	SACKO_23443
OG0004179	CAEEL10656	SACKO_01013
OG0004180	CAEEL08381	SACKO_06651
OG0004181	CAEEL13830	SACKO_24938
OG0004182	CAEEL14269	SACKO_03645, SACKO_27354
OG0004184	CAEEL15780, CAEEL15781	SACKO_11934
OG0004185	CAEEL19854	SACKO_32961
OG0004186	CAEEL13926	SACKO_12502
OG0004187	CAEEL02068	SACKO_26772
OG0004188	CAEEL15410	SACKO_12003
OG0004189	CAEEL17811	SACKO_04457
OG0004198	CAEEL12770	SACKO_11238, SACKO_12328
OG0004215	CAEEL08870	SACKO_02214
OG0004216	CAEEL02995	SACKO_32089
OG0004217	CAEEL08020	SACKO_09269
OG0004218	CAEEL20381, CAEEL08860	SACKO_18222
OG0004219	CAEEL00713	SACKO_03103
OG0004222	CAEEL05571	SACKO_12358
OG0004223	CAEEL05790	SACKO_14230, SACKO_01885
OG0004225	CAEEL07717	SACKO_26484, SACKO_26695
OG0004227	CAEEL05233	SACKO_14123
OG0004228	CAEEL13669	SACKO_18186
OG0004229	CAEEL11625	SACKO_17477
OG0004230	CAEEL07897	SACKO_30089
OG0004231	CAEEL00452	SACKO_01862
OG0004232	CAEEL03690	SACKO_13258
OG0004233	CAEEL12306	SACKO_09478
OG0004236	CAEEL15188	SACKO_11379
OG0004238	CAEEL19751	SACKO_11304
