Orthogroup	CAEEL	CAPO3
OG0002173	CAEEL02072	CAPO300163
OG0002177	CAEEL16080	CAPO303715
OG0002179	CAEEL17210, CAEEL19563	CAPO301344
OG0002182	CAEEL11866	CAPO300304
OG0002184	CAEEL06428	CAPO302808
OG0002185	CAEEL01312	CAPO306894
OG0002187	CAEEL05615	CAPO303260
OG0002188	CAEEL10832	CAPO307308
OG0002189	CAEEL00105, CAEEL17261, CAEEL17762, CAEEL20687	CAPO302919, CAPO302901
OG0002190	CAEEL18099	CAPO305794
OG0002191	CAEEL00670	CAPO306349
OG0002201	CAEEL01613	CAPO305256
OG0002202	CAEEL16912, CAEEL17796	CAPO305145
OG0002213	CAEEL09259	CAPO301692
OG0002216	CAEEL09929, CAEEL09930	CAPO308083
OG0002217	CAEEL18475, CAEEL05058	CAPO303403
OG0002222	CAEEL05529	CAPO300961
OG0002224	CAEEL10158	CAPO304952
OG0002225	CAEEL15252	CAPO301769
OG0002226	CAEEL04806	CAPO307804
OG0002227	CAEEL00491	CAPO307820, CAPO307799
OG0002228	CAEEL05227	CAPO301630, CAPO300068
OG0002229	CAEEL08325	CAPO308040
OG0002237	CAEEL00004	CAPO306506
OG0002239	CAEEL05928	CAPO301966
OG0002240	CAEEL05366	CAPO306707
OG0002241	CAEEL07281	CAPO303979
OG0002243	CAEEL05910, CAEEL11717	CAPO301335, CAPO300484
OG0002244	CAEEL02764	CAPO303840
OG0002246	CAEEL00010	CAPO301929
OG0002251	CAEEL18329, CAEEL19690	CAPO302537
OG0002252	CAEEL18710	CAPO304306
OG0002255	CAEEL01086	CAPO301475, CAPO302337
OG0002257	CAEEL14323	CAPO303721
OG0002258	CAEEL10467	CAPO302229
OG0002261	CAEEL09054	CAPO303559
OG0002263	CAEEL08085	CAPO304694
OG0002264	CAEEL01891	CAPO302668, CAPO304810
OG0002266	CAEEL18931	CAPO307392
OG0002270	CAEEL01255	CAPO302042
OG0002271	CAEEL07136	CAPO308065
OG0002272	CAEEL00180, CAEEL00181	CAPO301905
OG0002279	CAEEL01783, CAEEL19214	CAPO304874
OG0002282	CAEEL05125, CAEEL05126	CAPO300014
OG0002284	CAEEL09475	CAPO304167
OG0002287	CAEEL00054	CAPO306430
OG0002288	CAEEL11923	CAPO306855
OG0002292	CAEEL11264	CAPO308118, CAPO308288
OG0002293	CAEEL01475	CAPO302207
OG0002294	CAEEL03275, CAEEL03274	CAPO300522
OG0002297	CAEEL10891, CAEEL10889, CAEEL09503	CAPO307845
OG0002312	CAEEL04818, CAEEL04817	CAPO305339
OG0002316	CAEEL01858, CAEEL01859	CAPO302192
OG0002317	CAEEL13995	CAPO301129
OG0002318	CAEEL05991	CAPO302292
OG0002321	CAEEL11607	CAPO300390
OG0002322	CAEEL12636, CAEEL12634	CAPO300979
OG0002323	CAEEL00606	CAPO308299
OG0002324	CAEEL19437, CAEEL14861	CAPO301866
OG0002325	CAEEL12660	CAPO300458
OG0002326	CAEEL19309, CAEEL19310	CAPO302239
OG0002327	CAEEL11423	CAPO302954
OG0002330	CAEEL09607	CAPO300172
OG0002331	CAEEL13492, CAEEL01768	CAPO302246
OG0002332	CAEEL07378	CAPO300761
OG0002337	CAEEL05247	CAPO307155
OG0002340	CAEEL00545, CAEEL20587, CAEEL16951, CAEEL16952	CAPO307906
OG0002343	CAEEL20506, CAEEL10734	CAPO303889
OG0002344	CAEEL07661	CAPO307434
OG0002346	CAEEL04391	CAPO307106
OG0002348	CAEEL10632, CAEEL12095	CAPO302095
OG0002354	CAEEL09038	CAPO306383
OG0002356	CAEEL17852	CAPO305051
OG0002357	CAEEL14198	CAPO302341
OG0002358	CAEEL20542	CAPO307788
OG0002359	CAEEL10259	CAPO302128
OG0002361	CAEEL16240, CAEEL14724	CAPO304727
OG0002362	CAEEL06372, CAEEL06373, CAEEL00248, CAEEL12422, CAEEL01494	CAPO301902
OG0002363	CAEEL18180	CAPO302980
OG0002367	CAEEL02851	CAPO304316
OG0002368	CAEEL06921	CAPO301447
OG0002369	CAEEL00665	CAPO301279
OG0002370	CAEEL06782	CAPO303015
OG0002371	CAEEL10782, CAEEL02897	CAPO304426
OG0002373	CAEEL10724, CAEEL10847	CAPO306145, CAPO306206
OG0002374	CAEEL14910, CAEEL00989, CAEEL03595	CAPO302309
OG0002375	CAEEL09148	CAPO305178, CAPO300285
OG0002376	CAEEL16557	CAPO304863
OG0002377	CAEEL14877	CAPO301847
OG0002379	CAEEL20511	CAPO301214, CAPO307312
OG0002396	CAEEL15127	CAPO302410
OG0002405	CAEEL09238	CAPO308161
OG0002406	CAEEL05272	CAPO304138
OG0002407	CAEEL11836	CAPO301366
OG0002409	CAEEL12380	CAPO301533
OG0002410	CAEEL06445	CAPO305170
OG0002411	CAEEL09509	CAPO305052
OG0002413	CAEEL05456	CAPO307797
OG0002414	CAEEL16542	CAPO304631
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	CAPO305027, CAPO304905
OG0002418	CAEEL04545, CAEEL11616	CAPO303802
OG0002421	CAEEL09266	CAPO305365
OG0002422	CAEEL02358, CAEEL02352, CAEEL02351, CAEEL09220	CAPO302014
OG0002425	CAEEL00712	CAPO304491
OG0002426	CAEEL07732, CAEEL19661	CAPO303294
OG0002429	CAEEL05601	CAPO305260
OG0002433	CAEEL18398	CAPO302444
OG0002435	CAEEL08752, CAEEL03173, CAEEL03175, CAEEL03162, CAEEL06698, CAEEL06699, CAEEL06886, CAEEL03174	CAPO304613
OG0002437	CAEEL11549	CAPO303352
OG0002439	CAEEL06145, CAEEL06146	CAPO302565
OG0002441	CAEEL01735	CAPO304429
OG0002442	CAEEL00999	CAPO300535
OG0002443	CAEEL11867	CAPO301424
OG0002445	CAEEL08003	CAPO304782
OG0002448	CAEEL11664	CAPO308204
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	CAPO305834
OG0002454	CAEEL06870	CAPO305157
OG0002467	CAEEL00166	CAPO302869
OG0002476	CAEEL05868, CAEEL00590	CAPO307617
OG0002486	CAEEL00554	CAPO303598
OG0002489	CAEEL20456	CAPO304231
OG0002490	CAEEL09795	CAPO307409, CAPO300849
OG0002492	CAEEL07791	CAPO305743
OG0002494	CAEEL02924	CAPO307620
OG0002495	CAEEL05776	CAPO306559
OG0002497	CAEEL00487	CAPO301629
OG0002499	CAEEL02172, CAEEL11853	CAPO308309
OG0002500	CAEEL00642, CAEEL07067	CAPO305159
OG0002502	CAEEL01666, CAEEL05931	CAPO304947
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	CAPO301024
OG0002505	CAEEL05922	CAPO302692
OG0002506	CAEEL00901	CAPO301029
OG0002507	CAEEL03010	CAPO303215
OG0002509	CAEEL10641, CAEEL10642	CAPO305905, CAPO306732
OG0002510	CAEEL15444	CAPO305793
OG0002511	CAEEL03054	CAPO303146
OG0002516	CAEEL07616	CAPO307569
OG0002518	CAEEL03272	CAPO304200
OG0002519	CAEEL07683	CAPO302874
OG0002523	CAEEL09506	CAPO301008
OG0002525	CAEEL20729	CAPO300787
OG0002527	CAEEL00425, CAEEL00799	CAPO306066
OG0002528	CAEEL14274	CAPO301891
OG0002529	CAEEL18703, CAEEL04668	CAPO301231, CAPO301232
OG0002532	CAEEL00641	CAPO307264, CAPO307265
OG0002533	CAEEL08550	CAPO302353
OG0002534	CAEEL08629	CAPO302248
OG0002542	CAEEL06956	CAPO300062
OG0002543	CAEEL07344	CAPO306889, CAPO301493
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	CAPO303502
OG0002555	CAEEL12784	CAPO301095
OG0002557	CAEEL02904	CAPO302757
OG0002558	CAEEL00633, CAEEL18130	CAPO301820
OG0002559	CAEEL14654	CAPO306363
OG0002561	CAEEL13357	CAPO306761
OG0002562	CAEEL00489	CAPO305283
OG0002563	CAEEL08940	CAPO307417
OG0002564	CAEEL14884	CAPO307297
OG0002565	CAEEL01779, CAEEL19992	CAPO302611
OG0002566	CAEEL18146	CAPO303827
OG0002567	CAEEL10186, CAEEL10185	CAPO304319
OG0002569	CAEEL18770, CAEEL15764, CAEEL01701, CAEEL04306, CAEEL15720	CAPO306658
OG0002570	CAEEL02126	CAPO307215
OG0002574	CAEEL13992	CAPO307488
OG0002587	CAEEL02535	CAPO300512
OG0002592	CAEEL13879	CAPO300278
OG0002594	CAEEL02859	CAPO304177
OG0002598	CAEEL04239	CAPO300566
OG0002599	CAEEL09489, CAEEL05240	CAPO303706
OG0002600	CAEEL18751	CAPO305861
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	CAPO300675
OG0002602	CAEEL19298	CAPO303637
OG0002605	CAEEL06425	CAPO303522
OG0002608	CAEEL20298	CAPO303192
OG0002609	CAEEL00486	CAPO304999
OG0002610	CAEEL00976	CAPO307043
OG0002611	CAEEL00525	CAPO302425
OG0002612	CAEEL10342, CAEEL10341, CAEEL08326, CAEEL20150	CAPO306114
OG0002617	CAEEL08131	CAPO307606
OG0002618	CAEEL11865	CAPO307902
OG0002620	CAEEL18902	CAPO300598
OG0002624	CAEEL00996	CAPO307642
OG0002630	CAEEL00017	CAPO300618
OG0002632	CAEEL01456	CAPO301605
OG0002633	CAEEL13867	CAPO301845
OG0002636	CAEEL09021	CAPO302443
OG0002638	CAEEL05543	CAPO302461
OG0002643	CAEEL01960	CAPO305403
OG0002644	CAEEL00760	CAPO300686
OG0002645	CAEEL09814	CAPO302012
OG0002646	CAEEL10837	CAPO300302
OG0002651	CAEEL08032	CAPO307502
OG0002652	CAEEL15940	CAPO305413
OG0002656	CAEEL06531	CAPO301386
OG0002659	CAEEL20145, CAEEL20147, CAEEL01412	CAPO302308
OG0002660	CAEEL11563	CAPO305892, CAPO302584, CAPO305891
OG0002661	CAEEL19789	CAPO300165
OG0002662	CAEEL18190, CAEEL06204	CAPO307949
OG0002663	CAEEL19742	CAPO308163
OG0002665	CAEEL08820	CAPO307055
OG0002666	CAEEL11407	CAPO308350
OG0002668	CAEEL02604	CAPO301754
OG0002669	CAEEL09214, CAEEL09178	CAPO301762
OG0002672	CAEEL01300	CAPO307527
OG0002677	CAEEL10901	CAPO303005
OG0002682	CAEEL06028, CAEEL18330	CAPO301064
OG0002706	CAEEL01248	CAPO306125
OG0002708	CAEEL01926, CAEEL12503	CAPO306708
OG0002710	CAEEL00009	CAPO301641
OG0002715	CAEEL09830	CAPO303783
OG0002717	CAEEL10017	CAPO307873
OG0002718	CAEEL00842	CAPO306705
OG0002720	CAEEL01232	CAPO304077
OG0002722	CAEEL10808	CAPO300697
OG0002726	CAEEL11743	CAPO303092
OG0002728	CAEEL08620	CAPO304582
OG0002732	CAEEL18402	CAPO305751
OG0002736	CAEEL02362	CAPO302364
OG0002739	CAEEL18472	CAPO303462
OG0002740	CAEEL08842	CAPO303044
OG0002743	CAEEL15922, CAEEL10167	CAPO305659
OG0002744	CAEEL19735	CAPO307532
OG0002745	CAEEL19081	CAPO302960
OG0002746	CAEEL01862	CAPO301404
OG0002747	CAEEL02596	CAPO308121
OG0002749	CAEEL04068	CAPO305516
OG0002750	CAEEL15826	CAPO305820
OG0002751	CAEEL12771	CAPO300590
OG0002752	CAEEL08631	CAPO306571
OG0002755	CAEEL15531, CAEEL04452	CAPO303504
OG0002756	CAEEL15160	CAPO302206
OG0002757	CAEEL10443, CAEEL10442	CAPO301022
OG0002758	CAEEL08816	CAPO302892, CAPO307678
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	CAPO306120
OG0002763	CAEEL07952	CAPO301217
OG0002764	CAEEL05636	CAPO300451
OG0002765	CAEEL02125	CAPO307679
OG0002766	CAEEL17597	CAPO300475
OG0002767	CAEEL07319	CAPO302818
OG0002770	CAEEL15397	CAPO300723
OG0002771	CAEEL08070	CAPO307480
OG0002772	CAEEL05686	CAPO301657
OG0002773	CAEEL08029	CAPO300783
OG0002774	CAEEL01682	CAPO301900
OG0002776	CAEEL10866	CAPO300785
OG0002777	CAEEL05935	CAPO303340
OG0002779	CAEEL04477, CAEEL04475	CAPO306710
OG0002780	CAEEL00693	CAPO306806
OG0002782	CAEEL13024	CAPO301842
OG0002785	CAEEL04710	CAPO300520
OG0002787	CAEEL00388	CAPO307667
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	CAPO304831
OG0002790	CAEEL07625	CAPO302263
OG0002793	CAEEL00646	CAPO305498
OG0002799	CAEEL06026	CAPO301814
OG0002814	CAEEL11682	CAPO300792
OG0002815	CAEEL00608	CAPO305247
OG0002817	CAEEL16563	CAPO305631
OG0002818	CAEEL12185	CAPO300344
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	CAPO300805, CAPO300806
OG0002824	CAEEL09125	CAPO304804
OG0002825	CAEEL11091	CAPO303958
OG0002826	CAEEL14759	CAPO305161
OG0002827	CAEEL07697	CAPO302357
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595, CAEEL20242	CAPO302033
OG0002833	CAEEL18192	CAPO302961
OG0002835	CAEEL11751	CAPO306542
OG0002836	CAEEL06399	CAPO301463
OG0002837	CAEEL08616	CAPO304096
OG0002839	CAEEL19253, CAEEL00645	CAPO302420
OG0002841	CAEEL12135, CAEEL12134	CAPO302293
OG0002842	CAEEL06196	CAPO300353
OG0002843	CAEEL07774, CAEEL07773	CAPO300339
OG0002844	CAEEL10756	CAPO305443
OG0002845	CAEEL09656	CAPO305717
OG0002847	CAEEL06961	CAPO307024
OG0002848	CAEEL07668	CAPO306888
OG0002850	CAEEL15763	CAPO305439
OG0002851	CAEEL00708	CAPO304239
OG0002855	CAEEL00030	CAPO304752
OG0002858	CAEEL12093	CAPO302020
OG0002860	CAEEL11643	CAPO304305
OG0002864	CAEEL01656	CAPO303007
OG0002865	CAEEL01593	CAPO302058
OG0002866	CAEEL03096	CAPO307089
OG0002868	CAEEL05539	CAPO307730
OG0002873	CAEEL07574	CAPO302439
OG0002876	CAEEL10277	CAPO302622
OG0002877	CAEEL02920	CAPO303139
OG0002883	CAEEL05948	CAPO300600
OG0002884	CAEEL01828	CAPO306804
OG0002891	CAEEL04184, CAEEL01874	CAPO305115
OG0002894	CAEEL14713	CAPO307506
OG0002895	CAEEL07602, CAEEL10533	CAPO306767, CAPO303745
OG0002896	CAEEL18643	CAPO301218
OG0002899	CAEEL01046	CAPO306014
OG0002907	CAEEL01271	CAPO303347
OG0002909	CAEEL11759	CAPO302801
OG0002910	CAEEL04697	CAPO304697
OG0002913	CAEEL02893	CAPO307505
OG0002914	CAEEL18409	CAPO304158
OG0002915	CAEEL02902	CAPO307623
OG0002916	CAEEL04244	CAPO307991
OG0002921	CAEEL06148	CAPO307445
OG0002927	CAEEL01626	CAPO307647
OG0002944	CAEEL11414	CAPO306630
OG0002947	CAEEL06268	CAPO306510
OG0002949	CAEEL05799	CAPO305527, CAPO304499
OG0002950	CAEEL08362	CAPO302322
OG0002952	CAEEL09036	CAPO304062, CAPO304063
OG0002953	CAEEL11622	CAPO305937
OG0002955	CAEEL01420	CAPO305617
OG0002957	CAEEL02702	CAPO303846
OG0002959	CAEEL12413, CAEEL12412	CAPO305557
OG0002960	CAEEL01541	CAPO301301
OG0002961	CAEEL16453, CAEEL14328	CAPO306313
OG0002962	CAEEL20383	CAPO302937
OG0002965	CAEEL01992	CAPO304902
OG0002968	CAEEL01853	CAPO306161
OG0002969	CAEEL14216	CAPO301408
OG0002973	CAEEL09565	CAPO301405
OG0002974	CAEEL01320	CAPO300358
OG0002976	CAEEL02964, CAEEL01113, CAEEL02910, CAEEL00912, CAEEL01120, CAEEL01119, CAEEL01121	CAPO304649
OG0002977	CAEEL07234, CAEEL07233	CAPO306762
OG0002979	CAEEL01344, CAEEL05089	CAPO300623
OG0002982	CAEEL01855	CAPO306469
OG0002983	CAEEL01433	CAPO302346
OG0002985	CAEEL08353	CAPO300589
OG0002987	CAEEL17800, CAEEL18018	CAPO306603
OG0002990	CAEEL08773	CAPO304869
OG0002991	CAEEL09004	CAPO300778
OG0002992	CAEEL08299	CAPO307180
OG0003001	CAEEL10876	CAPO302423
OG0003004	CAEEL15423	CAPO304489
OG0003005	CAEEL16758	CAPO302452, CAPO300516
OG0003006	CAEEL10145	CAPO302605
OG0003012	CAEEL05983	CAPO302272
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	CAPO304419
OG0003016	CAEEL09225	CAPO301025
OG0003017	CAEEL07049, CAEEL16441	CAPO303755
OG0003018	CAEEL08487	CAPO301697
OG0003019	CAEEL04592	CAPO302687
OG0003022	CAEEL19598	CAPO308155
OG0003024	CAEEL13204, CAEEL13203	CAPO300933
OG0003025	CAEEL08836	CAPO306077
OG0003026	CAEEL10688, CAEEL12186	CAPO304742
OG0003027	CAEEL06663	CAPO302145
OG0003028	CAEEL02985	CAPO307794
OG0003029	CAEEL01558	CAPO301992
OG0003030	CAEEL11859	CAPO304737
OG0003033	CAEEL00703	CAPO300181
OG0003037	CAEEL10736	CAPO305626
OG0003038	CAEEL20474	CAPO300861
OG0003041	CAEEL01678	CAPO306033
OG0003042	CAEEL04188	CAPO301480
OG0003043	CAEEL07390	CAPO304921
OG0003044	CAEEL07715	CAPO300082
OG0003046	CAEEL04364	CAPO302851
OG0003049	CAEEL04812	CAPO300501, CAPO307086, CAPO305726
OG0003054	CAEEL04777	CAPO305605
OG0003055	CAEEL14225	CAPO307832
OG0003056	CAEEL19070	CAPO300334
OG0003059	CAEEL09323	CAPO307928
OG0003060	CAEEL07468, CAEEL11354	CAPO300265
OG0003063	CAEEL03076	CAPO306091
OG0003064	CAEEL02598	CAPO303600
OG0003065	CAEEL18732	CAPO305486
OG0003072	CAEEL04836	CAPO300719
OG0003073	CAEEL14099	CAPO300571
OG0003079	CAEEL00217	CAPO303732
OG0003104	CAEEL07227	CAPO300208
OG0003105	CAEEL00818	CAPO307561
OG0003106	CAEEL16128	CAPO300222
OG0003107	CAEEL20421, CAEEL01359	CAPO305408
OG0003108	CAEEL04120	CAPO307100
OG0003110	CAEEL17888	CAPO302380
OG0003111	CAEEL01566	CAPO305398
OG0003112	CAEEL12136	CAPO305044
OG0003113	CAEEL16673, CAEEL01071	CAPO303380
OG0003114	CAEEL15726	CAPO305811
OG0003115	CAEEL00022	CAPO305328
OG0003116	CAEEL07734	CAPO304220
OG0003119	CAEEL16382	CAPO301756
OG0003121	CAEEL00414	CAPO300078
OG0003124	CAEEL07676	CAPO307110
OG0003126	CAEEL04789, CAEEL04979	CAPO302418
OG0003128	CAEEL04713	CAPO300639
OG0003130	CAEEL08052	CAPO308112
OG0003131	CAEEL08023	CAPO301104
OG0003135	CAEEL06639, CAEEL06638	CAPO304970
OG0003136	CAEEL10810	CAPO303233
OG0003138	CAEEL05894	CAPO307798
OG0003141	CAEEL03719, CAEEL03720	CAPO300915
OG0003144	CAEEL01625	CAPO304802
OG0003145	CAEEL05190	CAPO301669
OG0003146	CAEEL20170	CAPO304953
OG0003147	CAEEL17136, CAEEL18421	CAPO305754
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	CAPO303321
OG0003150	CAEEL11024	CAPO304553
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	CAPO302311
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	CAPO306395
OG0003153	CAEEL07561	CAPO305242
OG0003154	CAEEL15184	CAPO308152
OG0003158	CAEEL08310	CAPO304754
OG0003160	CAEEL18381, CAEEL02061	CAPO305734
OG0003161	CAEEL15582	CAPO307952
OG0003161	CAEEL20219	CAPO307190
OG0003164	CAEEL08130	CAPO302879
OG0003169	CAEEL11868	CAPO302137
OG0003172	CAEEL06299	CAPO306984
OG0003174	CAEEL11561	CAPO306817
OG0003176	CAEEL02038	CAPO307890
OG0003177	CAEEL19619	CAPO305441
OG0003178	CAEEL14891	CAPO303283
OG0003179	CAEEL12173	CAPO300801
OG0003181	CAEEL11684	CAPO304354
OG0003182	CAEEL01167	CAPO308003
OG0003184	CAEEL10967	CAPO303123
OG0003185	CAEEL04813	CAPO301951
OG0003187	CAEEL16181	CAPO303479
OG0003189	CAEEL04624	CAPO303157
OG0003191	CAEEL09839	CAPO306279
OG0003193	CAEEL17615	CAPO301211
OG0003198	CAEEL05062	CAPO304417
OG0003199	CAEEL11688	CAPO305890
OG0003202	CAEEL12123	CAPO307016
OG0003203	CAEEL08247	CAPO305085
OG0003206	CAEEL08436	CAPO306250
OG0003207	CAEEL11116	CAPO301521
OG0003210	CAEEL11876	CAPO303247
OG0003211	CAEEL09585	CAPO307771
OG0003212	CAEEL11323	CAPO300076
OG0003214	CAEEL08551	CAPO305438
OG0003215	CAEEL02895	CAPO305646
OG0003217	CAEEL06035, CAEEL06032	CAPO304366
OG0003218	CAEEL08847	CAPO308113
OG0003219	CAEEL16215	CAPO306660
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	CAPO300283
OG0003223	CAEEL00485	CAPO307650
OG0003225	CAEEL04615, CAEEL20133	CAPO303179
OG0003227	CAEEL01213	CAPO306597
OG0003228	CAEEL14683	CAPO305495
OG0003230	CAEEL06311	CAPO301507
OG0003231	CAEEL02077	CAPO301890
OG0003235	CAEEL11765	CAPO301047
OG0003251	CAEEL01743	CAPO307251
OG0003252	CAEEL19657, CAEEL14287	CAPO305303
OG0003254	CAEEL15715	CAPO307938
OG0003255	CAEEL01327	CAPO301338
OG0003257	CAEEL04888	CAPO303231
OG0003263	CAEEL12235	CAPO303458
OG0003266	CAEEL05061	CAPO303168
OG0003267	CAEEL11406	CAPO300914
OG0003268	CAEEL00711	CAPO301821
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	CAPO304139
OG0003272	CAEEL19188, CAEEL20088	CAPO300665
OG0003273	CAEEL08538	CAPO307851
OG0003277	CAEEL10684	CAPO306142
OG0003279	CAEEL09246	CAPO306251
OG0003282	CAEEL04466	CAPO305239
OG0003283	CAEEL10540	CAPO304400
OG0003284	CAEEL20144	CAPO302648
OG0003287	CAEEL09759	CAPO306546
OG0003288	CAEEL07836	CAPO307866
OG0003290	CAEEL07995, CAEEL07996	CAPO307662, CAPO300441
OG0003291	CAEEL07282	CAPO306657
OG0003293	CAEEL09078	CAPO300956
OG0003294	CAEEL08966, CAEEL08900	CAPO303988
OG0003296	CAEEL07972	CAPO301282
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	CAPO307941
OG0003298	CAEEL00404	CAPO306456
OG0003300	CAEEL15375, CAEEL10323, CAEEL04894, CAEEL10997, CAEEL02576, CAEEL07626	CAPO307904
OG0003301	CAEEL11183	CAPO300201
OG0003302	CAEEL11405	CAPO303848
OG0003303	CAEEL08080	CAPO304414
OG0003306	CAEEL11131	CAPO303291
OG0003309	CAEEL07134	CAPO301499
OG0003316	CAEEL06426	CAPO300235
OG0003317	CAEEL11191	CAPO304285
OG0003318	CAEEL00777	CAPO302830
OG0003320	CAEEL05307	CAPO303640
OG0003323	CAEEL06020, CAEEL08557, CAEEL08556	CAPO304122
OG0003325	CAEEL11598	CAPO300972, CAPO304961
OG0003329	CAEEL02070	CAPO300711
OG0003331	CAEEL07758	CAPO303947
OG0003332	CAEEL15994, CAEEL15100	CAPO307894
OG0003333	CAEEL05869	CAPO307836
OG0003335	CAEEL06219	CAPO302255
OG0003340	CAEEL19254, CAEEL05767	CAPO305389
OG0003341	CAEEL15411	CAPO301683
OG0003348	CAEEL00995	CAPO308059, CAPO308052
OG0003349	CAEEL11343	CAPO300780
OG0003353	CAEEL08536	CAPO304897
OG0003354	CAEEL07057	CAPO300396
OG0003356	CAEEL05068	CAPO306224
OG0003357	CAEEL05202	CAPO307953
OG0003358	CAEEL15398	CAPO307281
OG0003359	CAEEL08412	CAPO303262, CAPO304527
OG0003360	CAEEL09119	CAPO301722
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	CAPO301802
OG0003364	CAEEL06262, CAEEL06263	CAPO301569
OG0003366	CAEEL13316, CAEEL13290	CAPO302011
OG0003368	CAEEL04652	CAPO307793
OG0003369	CAEEL11911	CAPO305084
OG0003370	CAEEL19630, CAEEL09274	CAPO302725
OG0003374	CAEEL09698	CAPO305683
OG0003375	CAEEL04860	CAPO301633, CAPO305837
OG0003377	CAEEL19646	CAPO301205
OG0003378	CAEEL04638	CAPO305510
OG0003380	CAEEL07698, CAEEL08643	CAPO301115
OG0003384	CAEEL12353	CAPO306617
OG0003386	CAEEL04616	CAPO300917
OG0003392	CAEEL18713, CAEEL07194	CAPO304278
OG0003419	CAEEL20583, CAEEL07865	CAPO301040
OG0003421	CAEEL18393	CAPO300028
OG0003425	CAEEL12188	CAPO304371
OG0003426	CAEEL06462	CAPO301532
OG0003429	CAEEL00390	CAPO307638
OG0003430	CAEEL05290	CAPO305848
OG0003431	CAEEL20649	CAPO308284
OG0003434	CAEEL08434	CAPO303572
OG0003435	CAEEL04157	CAPO300552
OG0003443	CAEEL18884	CAPO306901, CAPO306924
OG0003448	CAEEL01220	CAPO305307
OG0003450	CAEEL06420	CAPO304313
OG0003451	CAEEL02776, CAEEL02805	CAPO302760
OG0003453	CAEEL11697	CAPO304718
OG0003454	CAEEL07771	CAPO305798
OG0003455	CAEEL01134	CAPO300221
OG0003456	CAEEL00212, CAEEL00213	CAPO305023
OG0003457	CAEEL19244	CAPO307022
OG0003458	CAEEL14113	CAPO301287
OG0003459	CAEEL16050	CAPO304210
OG0003461	CAEEL00702	CAPO304469
OG0003462	CAEEL11837	CAPO306452
OG0003464	CAEEL15673	CAPO306136
OG0003465	CAEEL00222	CAPO307530
OG0003467	CAEEL09664	CAPO306150
OG0003471	CAEEL12804	CAPO304216
OG0003475	CAEEL01731	CAPO307501
OG0003477	CAEEL02502	CAPO308122
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	CAPO300139
OG0003479	CAEEL12384	CAPO302288
OG0003480	CAEEL01792	CAPO303582
OG0003486	CAEEL04926	CAPO304249
OG0003487	CAEEL02123	CAPO300925
OG0003489	CAEEL00223	CAPO305291
OG0003491	CAEEL18627, CAEEL05479	CAPO304911
OG0003498	CAEEL16452	CAPO306898
OG0003500	CAEEL01330, CAEEL01125	CAPO304927
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	CAPO303209
OG0003502	CAEEL02400, CAEEL02281	CAPO306906
OG0003503	CAEEL04457, CAEEL04454	CAPO307158
OG0003505	CAEEL07950	CAPO305207
OG0003506	CAEEL05248	CAPO302826
OG0003507	CAEEL05679	CAPO303307
OG0003508	CAEEL17418	CAPO307911
OG0003509	CAEEL04891	CAPO305689
OG0003511	CAEEL08351	CAPO307348, CAPO308352
OG0003515	CAEEL06636	CAPO307211
OG0003518	CAEEL01719	CAPO307641
OG0003519	CAEEL07239	CAPO307608
OG0003522	CAEEL06276	CAPO306659
OG0003523	CAEEL18694	CAPO304976
OG0003528	CAEEL00365	CAPO306484
OG0003531	CAEEL15168, CAEEL18062	CAPO300308
OG0003532	CAEEL05027	CAPO303744
OG0003538	CAEEL11099	CAPO301093
OG0003539	CAEEL05895	CAPO300449
OG0003541	CAEEL01632	CAPO300603
OG0003543	CAEEL08637	CAPO301989
OG0003544	CAEEL06236, CAEEL08896	CAPO300418
OG0003550	CAEEL06728	CAPO300137
OG0003551	CAEEL05919	CAPO308286
OG0003552	CAEEL18151	CAPO307114
OG0003554	CAEEL05099	CAPO301001
OG0003556	CAEEL11919	CAPO302339
OG0003557	CAEEL18139	CAPO306086
OG0003561	CAEEL01643	CAPO301198
OG0003562	CAEEL19208, CAEEL04183	CAPO303388
OG0003563	CAEEL07782	CAPO300808, CAPO301102
