Orthogroup	CAEEL	HUMAN
OG0002736	CAEEL02362	HUMAN05454
OG0002739	CAEEL18472	HUMAN22427
OG0002740	CAEEL08842	HUMAN25260, HUMAN00797, HUMAN00798
OG0002742	CAEEL11403	HUMAN03393, HUMAN22768
OG0002743	CAEEL15922, CAEEL10167	HUMAN26086
OG0002744	CAEEL19735	HUMAN02185, HUMAN29309
OG0002745	CAEEL19081	HUMAN13551, HUMAN13554, HUMAN13552
OG0002746	CAEEL01862	HUMAN15625
OG0002747	CAEEL02596	HUMAN11270, HUMAN11269, HUMAN29148, HUMAN29149
OG0002749	CAEEL04068	HUMAN29710, HUMAN29709, HUMAN23025, HUMAN22585, HUMAN29711
OG0002750	CAEEL15826	HUMAN23773, HUMAN23772, HUMAN23774
OG0002752	CAEEL08631	HUMAN07518
OG0002754	CAEEL05821	HUMAN29589
OG0002756	CAEEL15160	HUMAN20470, HUMAN20472, HUMAN20471, HUMAN20473, HUMAN05711
OG0002757	CAEEL10443, CAEEL10442	HUMAN19060, HUMAN22296
OG0002758	CAEEL08816	HUMAN26372
OG0002759	CAEEL05573	HUMAN07485
OG0002760	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644	HUMAN06968, HUMAN06969
OG0002761	CAEEL15590, CAEEL14895, CAEEL00850	HUMAN10768, HUMAN10770, HUMAN10765
OG0002762	CAEEL09378	HUMAN21120, HUMAN01437, HUMAN06711, HUMAN06712
OG0002763	CAEEL07952	HUMAN12876, HUMAN12877
OG0002764	CAEEL05636	HUMAN00203, HUMAN21583, HUMAN21584
OG0002765	CAEEL02125	HUMAN18571, HUMAN04184, HUMAN11132
OG0002766	CAEEL17597	HUMAN08906, HUMAN08907
OG0002767	CAEEL07319	HUMAN05408, HUMAN07551, HUMAN22340
OG0002769	CAEEL06751	HUMAN22542, HUMAN29651
OG0002770	CAEEL15397	HUMAN27518, HUMAN24212, HUMAN27519
OG0002771	CAEEL08070	HUMAN25873, HUMAN08432
OG0002772	CAEEL05686	HUMAN14317, HUMAN14316
OG0002773	CAEEL08029	HUMAN29570, HUMAN29569
OG0002774	CAEEL01682	HUMAN14548, HUMAN09559
OG0002776	CAEEL10866	HUMAN24086, HUMAN24085
OG0002777	CAEEL05935	HUMAN06118, HUMAN04250, HUMAN04251, HUMAN09562, HUMAN04247, HUMAN04249
OG0002778	CAEEL01937	HUMAN10113, HUMAN23744
OG0002779	CAEEL04475	HUMAN00272
OG0002780	CAEEL00693	HUMAN13335, HUMAN13336
OG0002781	CAEEL07517	HUMAN06619, HUMAN06620, HUMAN18025
OG0002782	CAEEL13024	HUMAN04941, HUMAN17052
OG0002785	CAEEL04710	HUMAN01002, HUMAN23487
OG0002786	CAEEL00215	HUMAN01536, HUMAN10083, HUMAN23625
OG0002787	CAEEL00388	HUMAN26131
OG0002788	CAEEL06416, CAEEL06417, CAEEL06418	HUMAN04344
OG0002790	CAEEL07625	HUMAN05161, HUMAN05162
OG0002791	CAEEL08790	HUMAN14986, HUMAN02232
OG0002793	CAEEL00646	HUMAN04912, HUMAN04911
OG0002795	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352	HUMAN10061, HUMAN23644
OG0002799	CAEEL06026	HUMAN10338
OG0002812	CAEEL04925	HUMAN23547
OG0002813	CAEEL12256	HUMAN19156, HUMAN24589, HUMAN11244
OG0002814	CAEEL11682	HUMAN03269, HUMAN22722, HUMAN23887
OG0002817	CAEEL16563	HUMAN17019, HUMAN17018, HUMAN08723, HUMAN08722
OG0002818	CAEEL12185	HUMAN10886, HUMAN02885
OG0002821	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031	HUMAN15011
OG0002824	CAEEL09125	HUMAN17718, HUMAN17717, HUMAN03006, HUMAN17716
OG0002825	CAEEL11091	HUMAN06784, HUMAN06785
OG0002826	CAEEL14759	HUMAN18765, HUMAN15887
OG0002828	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595	HUMAN05585
OG0002830	CAEEL15477	HUMAN08623, HUMAN25064, HUMAN15889
OG0002832	CAEEL09362	HUMAN27815
OG0002833	CAEEL18192	HUMAN10332
OG0002835	CAEEL11751	HUMAN00763, HUMAN25369
OG0002836	CAEEL06399	HUMAN00315, HUMAN18388, HUMAN00314
OG0002837	CAEEL08616	HUMAN07500, HUMAN22403
OG0002839	CAEEL19253, CAEEL00645	HUMAN20812
OG0002841	CAEEL12135, CAEEL12134	HUMAN26964
OG0002842	CAEEL06196	HUMAN27767, HUMAN27768
OG0002843	CAEEL07774, CAEEL07773	HUMAN07115, HUMAN07114
OG0002844	CAEEL10756	HUMAN20872, HUMAN20871
OG0002845	CAEEL09656	HUMAN09735
OG0002847	CAEEL06961	HUMAN07253
OG0002848	CAEEL07668	HUMAN24487
OG0002850	CAEEL15763	HUMAN00049, HUMAN21706, HUMAN00050, HUMAN00051
OG0002851	CAEEL00708	HUMAN19430, HUMAN25764
OG0002854	CAEEL10560	HUMAN02130
OG0002856	CAEEL01393	HUMAN01744
OG0002858	CAEEL12093	HUMAN20634, HUMAN20633, HUMAN20632, HUMAN11174
OG0002859	CAEEL19186	HUMAN27799
OG0002860	CAEEL11643	HUMAN10172, HUMAN10171, HUMAN10173, HUMAN10175
OG0002866	CAEEL03115	HUMAN14628
OG0002866	CAEEL03096	HUMAN28472, HUMAN14625, HUMAN14627, HUMAN14626
OG0002868	CAEEL05539	HUMAN00784, HUMAN23304
OG0002873	CAEEL07574	HUMAN10502
OG0002876	CAEEL10277	HUMAN07598, HUMAN07597, HUMAN25757, HUMAN25758
OG0002877	CAEEL02920	HUMAN14970, HUMAN14971
OG0002880	CAEEL11517	HUMAN13797, HUMAN19249, HUMAN25485
OG0002883	CAEEL05948	HUMAN03205, HUMAN03204
OG0002884	CAEEL01828	HUMAN25023, HUMAN20289
OG0002889	CAEEL10804	HUMAN30528, HUMAN07038
OG0002891	CAEEL04184, CAEEL01874	HUMAN14847, HUMAN14848, HUMAN25521
OG0002893	CAEEL02075	HUMAN07626
OG0002894	CAEEL14713	HUMAN18791, HUMAN08388, HUMAN18790
OG0002895	CAEEL07602, CAEEL10533	HUMAN05785, HUMAN02351
OG0002896	CAEEL18643	HUMAN17455, HUMAN21544
OG0002898	CAEEL13137	HUMAN23051, HUMAN23050, HUMAN23049
OG0002899	CAEEL01046	HUMAN05885, HUMAN21832
OG0002906	CAEEL05147	HUMAN11397
OG0002907	CAEEL01271	HUMAN23627, HUMAN10077
OG0002909	CAEEL11759	HUMAN20938, HUMAN26836, HUMAN26837
OG0002910	CAEEL04697	HUMAN06997
OG0002912	CAEEL00640	HUMAN15219
OG0002913	CAEEL02893	HUMAN02967, HUMAN02966, HUMAN30354
OG0002914	CAEEL18409	HUMAN06127, HUMAN06128
OG0002915	CAEEL02902	HUMAN11256, HUMAN11257, HUMAN24540
OG0002916	CAEEL04244	HUMAN14289, HUMAN23418
OG0002919	CAEEL00259	HUMAN01747, HUMAN10056, HUMAN10057, HUMAN15052
OG0002921	CAEEL06148	HUMAN10838, HUMAN10837
OG0002925	CAEEL01723, CAEEL07404	HUMAN28134
OG0002927	CAEEL01626	HUMAN28958, HUMAN28957
OG0002933	CAEEL20569	HUMAN15707, HUMAN15708
OG0002944	CAEEL11414	HUMAN25196, HUMAN22813, HUMAN27905
OG0002947	CAEEL06268	HUMAN24582
OG0002949	CAEEL05799	HUMAN16285, HUMAN16286
OG0002952	CAEEL09036	HUMAN27469, HUMAN27471, HUMAN24130, HUMAN24129
OG0002953	CAEEL11622	HUMAN20502, HUMAN20503
OG0002955	CAEEL01420	HUMAN08814
OG0002957	CAEEL02702	HUMAN07640, HUMAN07639
OG0002959	CAEEL12413, CAEEL12412	HUMAN02575, HUMAN08717
OG0002960	CAEEL01541	HUMAN24799, HUMAN24800, HUMAN24798
OG0002961	CAEEL16453, CAEEL14328	HUMAN08642, HUMAN08644, HUMAN08643, HUMAN08641
OG0002962	CAEEL20383	HUMAN13396, HUMAN10441
OG0002964	CAEEL19811	HUMAN12170, HUMAN12171, HUMAN13401
OG0002965	CAEEL01992	HUMAN03579
OG0002966	CAEEL08468, CAEEL19347	HUMAN29424, HUMAN29425, HUMAN02172
OG0002967	CAEEL20418, CAEEL02925	HUMAN05610
OG0002968	CAEEL16136	HUMAN24820
OG0002968	CAEEL01853	HUMAN00733
OG0002969	CAEEL14216	HUMAN12534, HUMAN12532
OG0002973	CAEEL09565	HUMAN20383, HUMAN21067, HUMAN20382
OG0002974	CAEEL01320	HUMAN23156, HUMAN23155, HUMAN23154, HUMAN11022
OG0002976	CAEEL01120, CAEEL01119, CAEEL01121	HUMAN23538
OG0002977	CAEEL07234, CAEEL07233	HUMAN12250
OG0002978	CAEEL16463	HUMAN04799, HUMAN18676, HUMAN08410
OG0002979	CAEEL01344, CAEEL05089	HUMAN25788
OG0002982	CAEEL01855	HUMAN03720, HUMAN03721
OG0002985	CAEEL08353	HUMAN10424
OG0002986	CAEEL10835	HUMAN01423, HUMAN26871
OG0002987	CAEEL17800, CAEEL18018	HUMAN26273, HUMAN24326
OG0002990	CAEEL08773	HUMAN03798, HUMAN22156, HUMAN24023
OG0002991	CAEEL09004	HUMAN03582
OG0002992	CAEEL08299	HUMAN27319
OG0002996	CAEEL10716	HUMAN28890
OG0003001	CAEEL10876	HUMAN17856, HUMAN17855, HUMAN20696, HUMAN20697, HUMAN20695, HUMAN17854
OG0003003	CAEEL14387	HUMAN00511, HUMAN25192
OG0003004	CAEEL15423	HUMAN16853, HUMAN15812
OG0003005	CAEEL16758	HUMAN25078
OG0003006	CAEEL10145	HUMAN10234, HUMAN10235
OG0003008	CAEEL20335	HUMAN02043, HUMAN02044
OG0003012	CAEEL05983	HUMAN21461
OG0003014	CAEEL14320, CAEEL13006, CAEEL13007, CAEEL15758, CAEEL17062, CAEEL16651, CAEEL19058, CAEEL15767	HUMAN27437
OG0003016	CAEEL09225	HUMAN22317, HUMAN22316, HUMAN05184
OG0003017	CAEEL07049, CAEEL16441	HUMAN14079, HUMAN14078, HUMAN14075, HUMAN14074
OG0003018	CAEEL08487	HUMAN03994
OG0003019	CAEEL04592	HUMAN16722
OG0003024	CAEEL13204, CAEEL13203	HUMAN02731
OG0003025	CAEEL08836	HUMAN10201, HUMAN10200, HUMAN23191, HUMAN23190
OG0003026	CAEEL10688, CAEEL12186	HUMAN13454
OG0003027	CAEEL06663	HUMAN12410, HUMAN10065
OG0003028	CAEEL02985	HUMAN00807, HUMAN00806, HUMAN00805
OG0003029	CAEEL01558	HUMAN14110
OG0003030	CAEEL11859	HUMAN01274, HUMAN01273, HUMAN14654
OG0003031	CAEEL06431	HUMAN12704, HUMAN27203
OG0003033	CAEEL00703	HUMAN21249, HUMAN21248
OG0003035	CAEEL02722	HUMAN15071, HUMAN23575, HUMAN23574, HUMAN23573
OG0003036	CAEEL01143	HUMAN01346
OG0003038	CAEEL20474	HUMAN19517, HUMAN15534
OG0003040	CAEEL02041	HUMAN11914, HUMAN11915, HUMAN11916
OG0003042	CAEEL04188	HUMAN17848
OG0003043	CAEEL07390	HUMAN11992
OG0003044	CAEEL07715	HUMAN11832, HUMAN11836, HUMAN11835, HUMAN11833, HUMAN11834
OG0003046	CAEEL04364	HUMAN11214, HUMAN23145
OG0003049	CAEEL04812	HUMAN28913, HUMAN01126
OG0003050	CAEEL15836	HUMAN28519, HUMAN28518, HUMAN09970, HUMAN28520
OG0003054	CAEEL04777	HUMAN07888, HUMAN07887
OG0003055	CAEEL14225	HUMAN14798
OG0003059	CAEEL09323	HUMAN17041
OG0003060	CAEEL07468, CAEEL11354	HUMAN14856, HUMAN01188, HUMAN14329, HUMAN14857
OG0003061	CAEEL14261	HUMAN17006, HUMAN17008, HUMAN17005, HUMAN17007, HUMAN08886
OG0003062	CAEEL00660	HUMAN13816, HUMAN13815, HUMAN13812, HUMAN13813, HUMAN13814, HUMAN13811, HUMAN19243, HUMAN19244, HUMAN20731
OG0003063	CAEEL03076	HUMAN07039
OG0003064	CAEEL02598	HUMAN14490
OG0003065	CAEEL18732	HUMAN15663, HUMAN15662
OG0003066	CAEEL05161	HUMAN07058, HUMAN30146, HUMAN30147, HUMAN24936, HUMAN24937, HUMAN04324, HUMAN04323, HUMAN04325, HUMAN07057
OG0003072	CAEEL04836	HUMAN01387, HUMAN26957
OG0003079	CAEEL00217	HUMAN28617, HUMAN14136
OG0003086	CAEEL13186, CAEEL17050, CAEEL13185, CAEEL13183	HUMAN03320
OG0003104	CAEEL07227	HUMAN29466, HUMAN29467, HUMAN02051
OG0003106	CAEEL16128	HUMAN09821
OG0003107	CAEEL20421, CAEEL01359	HUMAN11467, HUMAN11466
OG0003108	CAEEL04120	HUMAN06800
OG0003110	CAEEL17888	HUMAN28424
OG0003111	CAEEL01566	HUMAN14710
OG0003112	CAEEL12136	HUMAN03270, HUMAN03271, HUMAN03272
OG0003113	CAEEL16673, CAEEL01071	HUMAN16708
OG0003114	CAEEL15726	HUMAN04985, HUMAN04984
OG0003115	CAEEL00022	HUMAN09937, HUMAN13967, HUMAN01842
OG0003116	CAEEL07734	HUMAN22981
OG0003118	CAEEL08193, CAEEL08192	HUMAN06305, HUMAN17674, HUMAN17675
OG0003119	CAEEL16382	HUMAN21319
OG0003121	CAEEL00414	HUMAN09673, HUMAN14356, HUMAN26950
OG0003124	CAEEL07676	HUMAN07397
OG0003126	CAEEL04789, CAEEL04979	HUMAN28486
OG0003128	CAEEL04713	HUMAN11847, HUMAN11849, HUMAN05014, HUMAN05013
OG0003129	CAEEL06414, CAEEL06415	HUMAN20343, HUMAN20345, HUMAN20344
OG0003130	CAEEL08052	HUMAN13118, HUMAN13117
OG0003132	CAEEL15119	HUMAN28059
OG0003135	CAEEL06638	HUMAN15787
OG0003136	CAEEL10810	HUMAN15454, HUMAN15453, HUMAN09250, HUMAN16835
OG0003138	CAEEL05894	HUMAN18544, HUMAN18545, HUMAN18546
OG0003141	CAEEL03719, CAEEL03720	HUMAN00353, HUMAN00352, HUMAN00354, HUMAN00355, HUMAN05937
OG0003142	CAEEL00482	HUMAN23584, HUMAN23583, HUMAN01534
OG0003143	CAEEL11409	HUMAN01826
OG0003144	CAEEL01625	HUMAN17201, HUMAN19445
OG0003145	CAEEL05190	HUMAN01270
OG0003146	CAEEL20170	HUMAN16762, HUMAN28091, HUMAN16761
OG0003147	CAEEL17136, CAEEL18421	HUMAN17255
OG0003148	CAEEL16560	HUMAN16837, HUMAN16838, HUMAN05694, HUMAN05693
OG0003149	CAEEL12742, CAEEL12743, CAEEL10324, CAEEL03531, CAEEL03530	HUMAN01810
OG0003150	CAEEL11024	HUMAN07682, HUMAN07681, HUMAN30374, HUMAN07680
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	HUMAN27968, HUMAN18869, HUMAN08206
OG0003152	CAEEL20815, CAEEL20802, CAEEL20805	HUMAN12216
OG0003153	CAEEL07561	HUMAN19216, HUMAN19215
OG0003154	CAEEL15184	HUMAN01026
OG0003156	CAEEL00516	HUMAN19466
OG0003157	CAEEL07518, CAEEL07519	HUMAN05273, HUMAN05272
OG0003158	CAEEL08310	HUMAN18128, HUMAN03028
OG0003160	CAEEL18381, CAEEL02061	HUMAN03497
OG0003161	CAEEL15582, CAEEL20219	HUMAN08529, HUMAN08535, HUMAN08531, HUMAN08534, HUMAN08533, HUMAN08532
OG0003164	CAEEL08130	HUMAN30072, HUMAN27461
OG0003169	CAEEL11868	HUMAN17978
OG0003171	CAEEL08054	HUMAN02114
OG0003172	CAEEL06299	HUMAN01490
OG0003174	CAEEL11561	HUMAN23922, HUMAN23921, HUMAN23923
OG0003176	CAEEL02038	HUMAN11334
OG0003178	CAEEL14891	HUMAN15504, HUMAN08420, HUMAN08421
OG0003179	CAEEL12173	HUMAN22541
OG0003181	CAEEL11684	HUMAN12376
OG0003182	CAEEL01167	HUMAN08117, HUMAN08118
OG0003184	CAEEL10967	HUMAN24341, HUMAN22777
OG0003185	CAEEL04813	HUMAN04154, HUMAN06198
OG0003187	CAEEL16181	HUMAN14927
OG0003189	CAEEL04624	HUMAN19512, HUMAN19511
OG0003191	CAEEL09839	HUMAN06605
OG0003193	CAEEL17615	HUMAN07624
OG0003197	CAEEL11467	HUMAN17605, HUMAN17604
OG0003199	CAEEL11688	HUMAN30572
OG0003202	CAEEL12123	HUMAN05056, HUMAN05057, HUMAN22610
OG0003203	CAEEL08247	HUMAN20643, HUMAN12521
OG0003206	CAEEL08436	HUMAN10329, HUMAN10330
OG0003207	CAEEL11116	HUMAN26778, HUMAN20856, HUMAN20855, HUMAN26777
OG0003210	CAEEL11876	HUMAN29324, HUMAN02072
OG0003212	CAEEL11323	HUMAN24989, HUMAN20352, HUMAN20354
OG0003214	CAEEL08551	HUMAN06365, HUMAN17740
OG0003215	CAEEL02895	HUMAN02681, HUMAN08405
OG0003217	CAEEL06035, CAEEL06032	HUMAN14937, HUMAN29000
OG0003218	CAEEL08847	HUMAN30583
OG0003219	CAEEL16215	HUMAN22950, HUMAN22949
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	HUMAN24556, HUMAN00790
OG0003222	CAEEL00115	HUMAN08168, HUMAN11392, HUMAN27932
OG0003223	CAEEL00485	HUMAN19114
OG0003224	CAEEL05675	HUMAN17997, HUMAN06652
OG0003225	CAEEL04615, CAEEL20133	HUMAN05599
OG0003226	CAEEL04904, CAEEL04903	HUMAN24984, HUMAN24985, HUMAN24983, HUMAN04466
OG0003228	CAEEL14683	HUMAN08956
OG0003229	CAEEL10166	HUMAN03467, HUMAN07147
OG0003230	CAEEL06311	HUMAN03745
OG0003231	CAEEL02077	HUMAN19297, HUMAN19298
OG0003232	CAEEL04540	HUMAN25067, HUMAN04720
OG0003235	CAEEL11765	HUMAN30554, HUMAN30553, HUMAN30552
OG0003236	CAEEL15067	HUMAN13328, HUMAN13329, HUMAN13327
OG0003236	CAEEL07719	HUMAN13937
OG0003251	CAEEL01743	HUMAN23183, HUMAN11019
OG0003252	CAEEL19657	HUMAN08538, HUMAN08539
OG0003254	CAEEL15715	HUMAN04752
OG0003255	CAEEL01327	HUMAN28201, HUMAN28200, HUMAN28203
OG0003257	CAEEL04888	HUMAN09013, HUMAN09014, HUMAN09015
OG0003258	CAEEL04539	HUMAN18355
OG0003259	CAEEL11844	HUMAN17219
OG0003263	CAEEL12235	HUMAN15937, HUMAN15936
OG0003266	CAEEL05061	HUMAN05508, HUMAN19360, HUMAN05507, HUMAN05506
OG0003267	CAEEL11406	HUMAN03394
OG0003268	CAEEL00711	HUMAN28147, HUMAN28146, HUMAN28145
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	HUMAN10676, HUMAN10677
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	HUMAN06226
OG0003272	CAEEL19188, CAEEL20088	HUMAN30237
OG0003273	CAEEL08538	HUMAN04928
OG0003275	CAEEL01894	HUMAN28409, HUMAN18996
OG0003276	CAEEL05343	HUMAN04947, HUMAN25137, HUMAN25136
OG0003277	CAEEL10684	HUMAN06094, HUMAN26863, HUMAN01427, HUMAN26861
OG0003279	CAEEL09246	HUMAN23996, HUMAN22367, HUMAN22366
OG0003280	CAEEL20448	HUMAN15335
OG0003283	CAEEL10540	HUMAN26779
OG0003284	CAEEL20144	HUMAN18141
OG0003286	CAEEL11061	HUMAN26601
OG0003287	CAEEL09759	HUMAN27838, HUMAN27837, HUMAN18594, HUMAN18593, HUMAN16672
OG0003288	CAEEL07836	HUMAN30308
OG0003289	CAEEL00474	HUMAN14064, HUMAN10999
OG0003291	CAEEL07282	HUMAN12326
OG0003293	CAEEL09078	HUMAN06629
OG0003296	CAEEL07972	HUMAN07526, HUMAN19789
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	HUMAN12989, HUMAN12992, HUMAN12990, HUMAN12991
OG0003298	CAEEL00404	HUMAN18763, HUMAN30220
OG0003301	CAEEL11183	HUMAN03223
OG0003302	CAEEL11405	HUMAN24407, HUMAN24404
OG0003303	CAEEL08080	HUMAN02696
OG0003305	CAEEL04396	HUMAN29475
OG0003306	CAEEL11131	HUMAN21480
OG0003307	CAEEL09527	HUMAN22643, HUMAN24109
OG0003309	CAEEL07134	HUMAN26215, HUMAN17578, HUMAN17579
OG0003311	CAEEL06729	HUMAN30093, HUMAN29682
OG0003316	CAEEL06426	HUMAN17611
OG0003317	CAEEL11191	HUMAN13511
OG0003318	CAEEL00777	HUMAN20325, HUMAN29926
OG0003320	CAEEL05307	HUMAN27571, HUMAN27570
OG0003323	CAEEL06020	HUMAN29497
OG0003323	CAEEL08557, CAEEL08556	HUMAN29496, HUMAN29498, HUMAN29495, HUMAN29499
OG0003325	CAEEL11598	HUMAN03339
OG0003327	CAEEL15863	HUMAN29276, HUMAN29277, HUMAN01184, HUMAN29278
OG0003329	CAEEL02070	HUMAN23501
OG0003330	CAEEL02745	HUMAN09858
OG0003331	CAEEL07758	HUMAN13106, HUMAN11828, HUMAN13126
OG0003332	CAEEL15994, CAEEL15100	HUMAN00604
OG0003333	CAEEL05869	HUMAN04423, HUMAN20310, HUMAN20309, HUMAN20311, HUMAN20312
OG0003335	CAEEL06219	HUMAN09257
OG0003336	CAEEL18158	HUMAN02064, HUMAN29174
OG0003337	CAEEL05608	HUMAN00059, HUMAN00062, HUMAN00061, HUMAN00060
OG0003340	CAEEL05767	HUMAN13928, HUMAN13927, HUMAN13924, HUMAN13926, HUMAN13925, HUMAN00467
OG0003341	CAEEL15411	HUMAN17043
OG0003343	CAEEL02966	HUMAN12267
OG0003344	CAEEL04271	HUMAN16583
OG0003344	CAEEL04270	HUMAN16582
OG0003348	CAEEL00995	HUMAN02924, HUMAN17738
OG0003349	CAEEL11343	HUMAN22753, HUMAN03238
OG0003350	CAEEL18859	HUMAN18346, HUMAN30083, HUMAN07649
OG0003354	CAEEL07057	HUMAN12576, HUMAN12575, HUMAN12574
OG0003356	CAEEL05068	HUMAN10721, HUMAN13177
OG0003357	CAEEL05202	HUMAN12004, HUMAN12005, HUMAN24237, HUMAN12003
OG0003358	CAEEL15398	HUMAN20527
OG0003359	CAEEL08412	HUMAN02577
OG0003360	CAEEL09119	HUMAN08804
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	HUMAN09313, HUMAN10724
OG0003364	CAEEL06262	HUMAN06821, HUMAN16054
OG0003366	CAEEL13316, CAEEL13290	HUMAN16863, HUMAN16862
OG0003368	CAEEL04652	HUMAN24222, HUMAN24221, HUMAN24219, HUMAN03562
OG0003369	CAEEL11911	HUMAN27686, HUMAN03532, HUMAN27685
OG0003370	CAEEL19630, CAEEL09274	HUMAN28060, HUMAN28061
OG0003372	CAEEL04956	HUMAN01212, HUMAN14880, HUMAN14879
OG0003374	CAEEL09698	HUMAN28112, HUMAN16615
OG0003375	CAEEL04860	HUMAN23698
OG0003377	CAEEL19646	HUMAN04348
OG0003378	CAEEL04638	HUMAN16348, HUMAN05047, HUMAN05045
OG0003380	CAEEL07698, CAEEL08643	HUMAN19717
OG0003384	CAEEL12353	HUMAN03513, HUMAN27736
OG0003386	CAEEL04616	HUMAN05900, HUMAN05902, HUMAN05903
OG0003387	CAEEL12649, CAEEL12648	HUMAN13643, HUMAN13638, HUMAN13640, HUMAN13639
OG0003392	CAEEL18713	HUMAN13559, HUMAN10151
OG0003394	CAEEL09212	HUMAN22046
OG0003401	CAEEL18173, CAEEL19529	HUMAN09936
OG0003402	CAEEL10926	HUMAN13270, HUMAN06049, HUMAN06047, HUMAN10635, HUMAN13268, HUMAN13269, HUMAN06048
OG0003419	CAEEL20583, CAEEL07865	HUMAN02012
OG0003421	CAEEL18393	HUMAN23071
OG0003425	CAEEL12188	HUMAN23668, HUMAN23669
OG0003426	CAEEL06462	HUMAN04822, HUMAN04821
OG0003429	CAEEL00390	HUMAN24947
OG0003430	CAEEL05290	HUMAN15764
OG0003433	CAEEL17744	HUMAN11873
OG0003434	CAEEL08434	HUMAN20686
OG0003435	CAEEL04157	HUMAN08411
OG0003439	CAEEL10524	HUMAN21553
OG0003443	CAEEL18884	HUMAN25588, HUMAN08555
OG0003444	CAEEL04842	HUMAN04199
OG0003448	CAEEL01220	HUMAN28046, HUMAN15205, HUMAN28047
OG0003450	CAEEL06420	HUMAN12088, HUMAN12087, HUMAN12089
OG0003451	CAEEL02776, CAEEL02805	HUMAN21236
OG0003452	CAEEL02730	HUMAN03708, HUMAN03710
OG0003453	CAEEL11697	HUMAN07082
OG0003454	CAEEL07771	HUMAN12804, HUMAN12803, HUMAN02907
OG0003455	CAEEL01134	HUMAN20526, HUMAN01754
OG0003456	CAEEL00212, CAEEL00213	HUMAN13016, HUMAN25940
OG0003457	CAEEL19244	HUMAN27789, HUMAN16567
OG0003459	CAEEL16050	HUMAN16899, HUMAN08550
OG0003462	CAEEL11837	HUMAN14650, HUMAN14651, HUMAN14649
OG0003463	CAEEL07464	HUMAN02584, HUMAN15575
OG0003464	CAEEL15673	HUMAN25957
OG0003465	CAEEL00222	HUMAN29422, HUMAN29421
OG0003466	CAEEL06482	HUMAN03596
OG0003467	CAEEL09664	HUMAN28399
OG0003468	CAEEL10655	HUMAN08265
OG0003471	CAEEL12804	HUMAN16950
OG0003472	CAEEL07680, CAEEL07681	HUMAN29614
OG0003475	CAEEL01731	HUMAN21366
OG0003477	CAEEL02502	HUMAN25241
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	HUMAN08716, HUMAN08715
OG0003479	CAEEL12384	HUMAN02334, HUMAN20427
OG0003484	CAEEL02712	HUMAN13982, HUMAN09522
OG0003486	CAEEL04926	HUMAN25368
OG0003487	CAEEL02123	HUMAN01641, HUMAN01639
OG0003489	CAEEL00223	HUMAN00472, HUMAN25219
OG0003491	CAEEL18627, CAEEL05479	HUMAN18345, HUMAN07660
OG0003496	CAEEL01506	HUMAN05409
OG0003498	CAEEL16452	HUMAN22332, HUMAN22333
OG0003500	CAEEL01330	HUMAN17492
OG0003500	CAEEL01125	HUMAN09263
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	HUMAN14260, HUMAN14259, HUMAN14258
OG0003502	CAEEL02400, CAEEL02281	HUMAN26410, HUMAN26411
OG0003503	CAEEL04457, CAEEL04454	HUMAN13541
OG0003505	CAEEL07950	HUMAN11145
OG0003506	CAEEL05248	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	CAEEL05679	HUMAN14251, HUMAN00947
OG0003508	CAEEL17418	HUMAN20681, HUMAN17821
OG0003509	CAEEL04891	HUMAN11891
OG0003510	CAEEL01116	HUMAN24552, HUMAN11374
OG0003511	CAEEL08351	HUMAN23502
OG0003513	CAEEL07182	HUMAN17574, HUMAN17572, HUMAN29015
OG0003514	CAEEL12733, CAEEL12734	HUMAN20926, HUMAN26859
OG0003515	CAEEL06636	HUMAN07599, HUMAN22879
OG0003517	CAEEL05196	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796
OG0003518	CAEEL01719	HUMAN14108
OG0003519	CAEEL07239	HUMAN20557, HUMAN20556, HUMAN20554
OG0003522	CAEEL06276	HUMAN25338
OG0003523	CAEEL18694	HUMAN21871, HUMAN21873
OG0003524	CAEEL04264, CAEEL04265	HUMAN00423, HUMAN00422
OG0003526	CAEEL16001	HUMAN02679, HUMAN08399
OG0003528	CAEEL00365	HUMAN07458
OG0003530	CAEEL19423	HUMAN18072
OG0003531	CAEEL15168, CAEEL18062	HUMAN09342, HUMAN04724
OG0003532	CAEEL05027	HUMAN17410
OG0003538	CAEEL11099	HUMAN03691
OG0003539	CAEEL05895	HUMAN27654
OG0003541	CAEEL01632	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648
OG0003542	CAEEL01115	HUMAN10755, HUMAN10756
