Orthogroup	CAEEL	DANRE
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	DANRE16867, DANRE04897, DANRE04896, DANRE04895
OG0002074	CAEEL18383	DANRE30648
OG0002076	CAEEL17850	DANRE36584, DANRE14308, DANRE14307, DANRE10308
OG0002077	CAEEL08392	DANRE24150, DANRE24148, DANRE24147, DANRE24146, DANRE24149
OG0002078	CAEEL04535	DANRE30342, DANRE30343, DANRE03576, DANRE03575
OG0002079	CAEEL07901	DANRE16795, DANRE33739, DANRE33738, DANRE33737
OG0002080	CAEEL03246, CAEEL12691	DANRE33657, DANRE33658, DANRE34948, DANRE34947
OG0002085	CAEEL11230, CAEEL11229	DANRE19891, DANRE19892, DANRE06824, DANRE22131, DANRE22132, DANRE04437, DANRE05506
OG0002086	CAEEL01985	DANRE12296, DANRE12298, DANRE12295, DANRE12299, DANRE12297, DANRE21552, DANRE21551, DANRE21550, DANRE21549
OG0002087	CAEEL07742	DANRE19222
OG0002089	CAEEL13352	DANRE19291, DANRE32661, DANRE24434
OG0002090	CAEEL00790	DANRE30480
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	DANRE22168, DANRE22167, DANRE22166, DANRE22165
OG0002095	CAEEL07104	DANRE19930, DANRE07140, DANRE36508, DANRE36507, DANRE36509, DANRE36506
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	DANRE13376, DANRE13374, DANRE13375, DANRE26577, DANRE20395, DANRE24383, DANRE24384
OG0002099	CAEEL05221	DANRE37066, DANRE37067, DANRE37068
OG0002101	CAEEL04990	DANRE15987
OG0002102	CAEEL20714	DANRE36273, DANRE26951, DANRE20263, DANRE20264, DANRE07589
OG0002103	CAEEL16392, CAEEL16394	DANRE06299, DANRE19955, DANRE06300
OG0002104	CAEEL08654	DANRE02403, DANRE36394, DANRE37183, DANRE38599, DANRE38600
OG0002105	CAEEL18772	DANRE40277, DANRE40276, DANRE25802, DANRE25800, DANRE25799, DANRE25801, DANRE38951, DANRE38950, DANRE38948, DANRE38949, DANRE25949, DANRE31451
OG0002106	CAEEL18235, CAEEL08825	DANRE17857, DANRE13872
OG0002107	CAEEL07845	DANRE04310, DANRE04311
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	DANRE05256, DANRE17432, DANRE17433, DANRE17434, DANRE17435, DANRE17437
OG0002122	CAEEL09431	DANRE07020, DANRE07021, DANRE36505, DANRE36504, DANRE36503
OG0002124	CAEEL05107	DANRE02584
OG0002125	CAEEL10327	DANRE39735
OG0002125	CAEEL06344	DANRE25120, DANRE25119, DANRE25121, DANRE39736
OG0002131	CAEEL00336	DANRE34723, DANRE34719, DANRE34341, DANRE34342
OG0002135	CAEEL01398, CAEEL15762	DANRE10554, DANRE41892, DANRE18534
OG0002139	CAEEL15822	DANRE10950, DANRE10949, DANRE18034, DANRE18033, DANRE11923, DANRE18032
OG0002142	CAEEL01037	DANRE19015
OG0002143	CAEEL01697	DANRE37599, DANRE37600
OG0002144	CAEEL08787	DANRE28933, DANRE28934, DANRE34604
OG0002145	CAEEL00125	DANRE12594, DANRE12593
OG0002146	CAEEL10604	DANRE31398, DANRE31399, DANRE31396, DANRE12431, DANRE40465, DANRE40464
OG0002147	CAEEL05229	DANRE09292, DANRE09293, DANRE09294, DANRE26428, DANRE36327, DANRE36326
OG0002148	CAEEL13205	DANRE18045
OG0002151	CAEEL19229	DANRE02959, DANRE02960, DANRE30391, DANRE30392
OG0002152	CAEEL00179	DANRE22375, DANRE36983
OG0002156	CAEEL08424	DANRE16294
OG0002157	CAEEL10861	DANRE15573, DANRE15572, DANRE30038, DANRE30037
OG0002163	CAEEL04144	DANRE31471, DANRE25945, DANRE31470, DANRE02306, DANRE02305
OG0002165	CAEEL04348	DANRE43103
OG0002165	CAEEL13880	DANRE06070, DANRE06069
OG0002166	CAEEL06693, CAEEL06692	DANRE01435, DANRE01434, DANRE40855, DANRE40854, DANRE35051, DANRE35052
OG0002167	CAEEL10771, CAEEL20502	DANRE01555, DANRE33556, DANRE33557, DANRE20022, DANRE06269, DANRE00271, DANRE00272
OG0002168	CAEEL06529	DANRE14915, DANRE14916, DANRE01851, DANRE01853, DANRE01850, DANRE01852
OG0002169	CAEEL19452	DANRE38142, DANRE38141, DANRE03316, DANRE38144
OG0002170	CAEEL11886	DANRE09328, DANRE09327
OG0002171	CAEEL09511	DANRE40768, DANRE02347
OG0002173	CAEEL02072	DANRE14606, DANRE14605, DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906
OG0002175	CAEEL11081	DANRE19425, DANRE39612
OG0002177	CAEEL16080	DANRE17397, DANRE17396, DANRE17395
OG0002179	CAEEL17210, CAEEL19563	DANRE11778, DANRE11777
OG0002182	CAEEL11866	DANRE13485, DANRE13484, DANRE13486, DANRE36835
OG0002184	CAEEL06428	DANRE34335, DANRE16850, DANRE29092
OG0002185	CAEEL01312	DANRE25404, DANRE25405
OG0002187	CAEEL05615	DANRE34282, DANRE34283
OG0002188	CAEEL10832	DANRE15351
OG0002189	CAEEL17261, CAEEL17762, CAEEL20687	DANRE26778
OG0002190	CAEEL18099	DANRE09767, DANRE09768, DANRE08160, DANRE00930, DANRE00929
OG0002191	CAEEL00670	DANRE24199, DANRE24200, DANRE24201, DANRE24198, DANRE27014, DANRE23348, DANRE42786
OG0002192	CAEEL07481, CAEEL08574	DANRE10056, DANRE10057
OG0002201	CAEEL01613	DANRE12839, DANRE13676
OG0002202	CAEEL16912, CAEEL17796	DANRE04917, DANRE04918
OG0002209	CAEEL07139, CAEEL07960	DANRE39789
OG0002212	CAEEL17949	DANRE33965, DANRE33966
OG0002213	CAEEL09259	DANRE11267, DANRE11268, DANRE11266
OG0002214	CAEEL03136	DANRE07234, DANRE04902, DANRE04901, DANRE05024, DANRE05023, DANRE01418, DANRE40783, DANRE01419
OG0002216	CAEEL09929, CAEEL09930	DANRE31447
OG0002217	CAEEL18475, CAEEL05058	DANRE18656, DANRE18657
OG0002218	CAEEL00880	DANRE09795, DANRE12909, DANRE38350, DANRE41135, DANRE38351, DANRE12908, DANRE41136, DANRE41134
OG0002222	CAEEL05529	DANRE03714, DANRE03713, DANRE36238, DANRE36237
OG0002224	CAEEL10158	DANRE05330, DANRE40991, DANRE40989, DANRE40990, DANRE01568
OG0002225	CAEEL15252	DANRE13436, DANRE13437, DANRE13435, DANRE06828, DANRE06829
OG0002226	CAEEL04806	DANRE16944, DANRE16945, DANRE16942, DANRE30127, DANRE30126, DANRE26719, DANRE26718, DANRE24520, DANRE16943
OG0002227	CAEEL00491	DANRE27372, DANRE27373, DANRE27374, DANRE27375, DANRE27376, DANRE38788, DANRE38790, DANRE38787, DANRE38792, DANRE38791, DANRE38786, DANRE38789, DANRE27370, DANRE27371, DANRE27369
OG0002228	CAEEL05227	DANRE43090, DANRE10014, DANRE10015
OG0002229	CAEEL08325	DANRE01440
OG0002236	CAEEL18503	DANRE02382, DANRE02381, DANRE22656, DANRE22657, DANRE24193, DANRE24192, DANRE24194
OG0002237	CAEEL00004	DANRE15001, DANRE15003, DANRE15002, DANRE06848, DANRE06849, DANRE08620, DANRE08619, DANRE18184, DANRE18183, DANRE18182, DANRE18181
OG0002239	CAEEL05928	DANRE34713, DANRE34712, DANRE34714, DANRE34715
OG0002240	CAEEL05366	DANRE36473, DANRE36474, DANRE36472
OG0002241	CAEEL07281	DANRE33267, DANRE13580
OG0002243	CAEEL05910, CAEEL11717	DANRE20144, DANRE41158
OG0002244	CAEEL02764	DANRE34365, DANRE34366, DANRE34364
OG0002246	CAEEL00010	DANRE38384, DANRE38385, DANRE10420, DANRE34584, DANRE34583
OG0002251	CAEEL18329, CAEEL19690	DANRE19593, DANRE33438, DANRE01421, DANRE01420
OG0002252	CAEEL18710	DANRE30454, DANRE30455, DANRE29416, DANRE29414, DANRE29415
OG0002255	CAEEL01086	DANRE38614, DANRE38615, DANRE38613, DANRE24873
OG0002257	CAEEL14323	DANRE11949, DANRE11948, DANRE11591, DANRE11590
OG0002258	CAEEL10467	DANRE39263, DANRE39262
OG0002259	CAEEL08231	DANRE08568, DANRE00772, DANRE00773, DANRE35317, DANRE00298
OG0002260	CAEEL08208	DANRE11640, DANRE11639, DANRE11641, DANRE12091, DANRE12092, DANRE37892, DANRE37891
OG0002261	CAEEL09054	DANRE30021, DANRE29869, DANRE29868, DANRE30020
OG0002262	CAEEL07374	DANRE16103, DANRE16102, DANRE16101, DANRE29230, DANRE14360, DANRE29231, DANRE14359, DANRE14358, DANRE41711, DANRE41710
OG0002263	CAEEL08085	DANRE34426, DANRE34425, DANRE34424, DANRE27139, DANRE27138, DANRE27137
OG0002264	CAEEL01891	DANRE07009, DANRE07008, DANRE09035
OG0002265	CAEEL01664	DANRE23389, DANRE23388, DANRE09734
OG0002266	CAEEL18931	DANRE04017, DANRE04018
OG0002270	CAEEL01255	DANRE23087, DANRE31618, DANRE31619, DANRE31620
OG0002272	CAEEL00181	DANRE18875
OG0002275	CAEEL19733	DANRE43149, DANRE36930, DANRE15105
OG0002278	CAEEL17984, CAEEL17983	DANRE07858, DANRE07857, DANRE12082, DANRE12083, DANRE12084
OG0002279	CAEEL01783, CAEEL19214	DANRE42242, DANRE27826
OG0002280	CAEEL01565	DANRE18762, DANRE09054, DANRE09053, DANRE14225, DANRE14226, DANRE14227, DANRE14224, DANRE14222
OG0002281	CAEEL20772	DANRE40806, DANRE40807, DANRE05015, DANRE05017, DANRE05016, DANRE04335, DANRE39560, DANRE33306
OG0002282	CAEEL05126	DANRE16516
OG0002283	CAEEL11974	DANRE06242, DANRE04994, DANRE04993, DANRE06240, DANRE06239, DANRE06241, DANRE16300, DANRE16301
OG0002284	CAEEL09475	DANRE00182, DANRE17687
OG0002286	CAEEL15075	DANRE18378, DANRE18379
OG0002288	CAEEL11923	DANRE06055, DANRE20574, DANRE20573
OG0002289	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495	DANRE15402, DANRE42162, DANRE34357, DANRE00730, DANRE37952, DANRE00729
OG0002291	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558	DANRE00425, DANRE00426
OG0002292	CAEEL11264	DANRE35908
OG0002293	CAEEL01475	DANRE10778, DANRE02074, DANRE02075, DANRE14636, DANRE18384, DANRE18385
OG0002294	CAEEL03275, CAEEL03274	DANRE19637, DANRE19636, DANRE36446, DANRE26343
OG0002297	CAEEL10891, CAEEL10889, CAEEL09503	DANRE35527, DANRE35528
OG0002312	CAEEL04818, CAEEL04817	DANRE20428, DANRE07389, DANRE07387, DANRE07391, DANRE07390, DANRE07388
OG0002316	CAEEL01858, CAEEL01859	DANRE14670, DANRE02069, DANRE02071, DANRE02072, DANRE02070
OG0002317	CAEEL13995	DANRE05615, DANRE05614, DANRE13168, DANRE13169, DANRE05141, DANRE37146, DANRE37147, DANRE37148
OG0002318	CAEEL05991	DANRE28853, DANRE28854
OG0002321	CAEEL11607	DANRE16380
OG0002324	CAEEL14861	DANRE14539
OG0002325	CAEEL12660	DANRE41635
OG0002326	CAEEL19309	DANRE17969
OG0002327	CAEEL11423	DANRE22842, DANRE22841, DANRE02715
OG0002331	CAEEL13492, CAEEL01768	DANRE14402, DANRE14401
OG0002332	CAEEL07378	DANRE34536, DANRE34537, DANRE41108, DANRE41107, DANRE01408, DANRE01409
OG0002335	CAEEL02679, CAEEL02678	DANRE03739, DANRE26409, DANRE26408, DANRE26410
OG0002336	CAEEL18832	DANRE42241, DANRE35602, DANRE24502, DANRE27827, DANRE06862
OG0002340	CAEEL00545	DANRE26908
OG0002341	CAEEL07757	DANRE20381, DANRE20379, DANRE20378, DANRE20380, DANRE20377, DANRE20376
OG0002342	CAEEL06352, CAEEL06355, CAEEL00891	DANRE11694, DANRE11693, DANRE05529, DANRE05528
OG0002343	CAEEL20506, CAEEL10734	DANRE25095, DANRE25094, DANRE37612, DANRE22280, DANRE36851, DANRE25497
OG0002344	CAEEL07661	DANRE07882, DANRE34183, DANRE34182, DANRE19431
OG0002346	CAEEL04391	DANRE33236, DANRE33235, DANRE13335, DANRE13334
OG0002348	CAEEL10632	DANRE10939
OG0002348	CAEEL12095	DANRE00806
OG0002350	CAEEL20154	DANRE41254
OG0002352	CAEEL04784	DANRE10605, DANRE13601, DANRE10604, DANRE10606
OG0002354	CAEEL09038	DANRE14164, DANRE09937, DANRE37092
OG0002355	CAEEL08630	DANRE06303, DANRE16341, DANRE16342, DANRE06475
OG0002356	CAEEL17852	DANRE31051, DANRE12469, DANRE12468, DANRE29615, DANRE29616
OG0002357	CAEEL14198	DANRE17322, DANRE17323, DANRE17321, DANRE11580, DANRE11581
OG0002358	CAEEL20542	DANRE13487, DANRE12934, DANRE12933, DANRE02324
OG0002359	CAEEL10259	DANRE11586, DANRE11587, DANRE11585
OG0002360	CAEEL19089	DANRE03133, DANRE14891, DANRE14892, DANRE14890
OG0002361	CAEEL16240, CAEEL14724	DANRE05566, DANRE17466, DANRE11141
OG0002362	CAEEL01494	DANRE33948, DANRE37578, DANRE37580, DANRE33949, DANRE37579, DANRE40121, DANRE28144
OG0002363	CAEEL18180	DANRE15421, DANRE15420, DANRE15422, DANRE29848, DANRE29849, DANRE43078, DANRE03692, DANRE03693
OG0002366	CAEEL01476	DANRE23406, DANRE24100, DANRE24099, DANRE27226, DANRE39161, DANRE25332
OG0002367	CAEEL02851	DANRE34909
OG0002368	CAEEL06921	DANRE11442, DANRE11443, DANRE11444, DANRE04658, DANRE04657
OG0002369	CAEEL00665	DANRE10691, DANRE10692
OG0002370	CAEEL06782	DANRE09330, DANRE09329, DANRE14032, DANRE14030, DANRE14029, DANRE14031
OG0002371	CAEEL10782, CAEEL02897	DANRE04441, DANRE11569
OG0002373	CAEEL10724, CAEEL10847	DANRE17558, DANRE17557, DANRE17559, DANRE11721, DANRE11249, DANRE15758, DANRE15757, DANRE11720
OG0002374	CAEEL00989, CAEEL03595	DANRE24917, DANRE28397, DANRE36862
OG0002375	CAEEL09148	DANRE08588, DANRE08589
OG0002376	CAEEL16557	DANRE20015, DANRE20014, DANRE38107, DANRE38106, DANRE38108
OG0002377	CAEEL14877	DANRE04390, DANRE04389
OG0002378	CAEEL19717	DANRE25442, DANRE37682
OG0002379	CAEEL20511	DANRE22137, DANRE22136, DANRE35285
OG0002396	CAEEL15127	DANRE37808, DANRE37806, DANRE00883, DANRE00884, DANRE11328, DANRE11327
OG0002400	CAEEL12685	DANRE39733, DANRE39734, DANRE36047, DANRE36048, DANRE31486, DANRE01746, DANRE40363
OG0002402	CAEEL07971	DANRE18877, DANRE18878, DANRE18797, DANRE18796
OG0002405	CAEEL09238	DANRE15704, DANRE15703, DANRE06806, DANRE24393, DANRE33748
OG0002406	CAEEL05272	DANRE23476, DANRE01772, DANRE23473, DANRE23475, DANRE23474, DANRE01770
OG0002407	CAEEL11836	DANRE05096, DANRE05097, DANRE03785
OG0002408	CAEEL05340	DANRE09803, DANRE09804
OG0002409	CAEEL12380	DANRE23061, DANRE31062, DANRE43320, DANRE43319
OG0002410	CAEEL06445	DANRE22719, DANRE40305
OG0002411	CAEEL09509	DANRE38371, DANRE13902
OG0002413	CAEEL05456	DANRE30178, DANRE30179
OG0002414	CAEEL16542	DANRE21494, DANRE26294, DANRE22531, DANRE22530, DANRE23247
OG0002415	CAEEL09540, CAEEL09394, CAEEL15033	DANRE05251, DANRE05250
OG0002416	CAEEL00247	DANRE10842, DANRE10843, DANRE30621, DANRE30620
OG0002421	CAEEL09266	DANRE24979, DANRE24978, DANRE38877, DANRE38875, DANRE38878, DANRE38876
OG0002422	CAEEL09220	DANRE07168, DANRE07169, DANRE07170, DANRE07166
OG0002424	CAEEL18326	DANRE01469, DANRE41198, DANRE06511, DANRE07185
OG0002425	CAEEL00712	DANRE22894, DANRE22893
OG0002429	CAEEL05601	DANRE22357, DANRE22358, DANRE22359
OG0002433	CAEEL18398	DANRE04279, DANRE30376
OG0002434	CAEEL09324	DANRE23360, DANRE23359, DANRE23358, DANRE41679, DANRE41680
OG0002439	CAEEL06145, CAEEL06146	DANRE31516, DANRE31514, DANRE31515, DANRE25773, DANRE38938
OG0002441	CAEEL01735	DANRE18192, DANRE18191, DANRE20092, DANRE20093, DANRE20091, DANRE20094, DANRE20090
OG0002442	CAEEL00999	DANRE05982, DANRE37141, DANRE37140
OG0002442	CAEEL14782	DANRE05983
OG0002443	CAEEL11867	DANRE24994, DANRE24993, DANRE24992
OG0002444	CAEEL11588	DANRE02469, DANRE25326
OG0002445	CAEEL08003	DANRE05848
OG0002448	CAEEL11664	DANRE05208, DANRE05207, DANRE04304, DANRE04305, DANRE05209
OG0002449	CAEEL15838	DANRE37893, DANRE17401
OG0002450	CAEEL02915	DANRE10330, DANRE14502, DANRE34843
OG0002453	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671	DANRE19771, DANRE19770
OG0002454	CAEEL06870	DANRE01438, DANRE01437, DANRE01439, DANRE07934, DANRE01116
OG0002456	CAEEL19152, CAEEL02912	DANRE09104, DANRE09103, DANRE15143, DANRE15144, DANRE13804, DANRE13805, DANRE02002, DANRE02003, DANRE09105
OG0002457	CAEEL08209	DANRE11158, DANRE11157
OG0002461	CAEEL07388	DANRE08555, DANRE15923
OG0002464	CAEEL09680	DANRE05364, DANRE06078, DANRE06077, DANRE06076, DANRE15811, DANRE15809, DANRE15812, DANRE15810, DANRE05365, DANRE05366
OG0002467	CAEEL00166	DANRE11459, DANRE11458, DANRE14149, DANRE09213, DANRE11624, DANRE11623, DANRE11622, DANRE11625
OG0002476	CAEEL05868	DANRE12706, DANRE21895
OG0002476	CAEEL00590	DANRE12704, DANRE12705
OG0002477	CAEEL05771	DANRE16912
OG0002481	CAEEL07210	DANRE37881, DANRE19898
OG0002486	CAEEL00554	DANRE40075, DANRE40078, DANRE40077, DANRE40076, DANRE26356
OG0002487	CAEEL13022	DANRE05658, DANRE05657, DANRE17413, DANRE17414
OG0002489	CAEEL20456	DANRE03917, DANRE05027, DANRE05028, DANRE04889, DANRE04890
OG0002490	CAEEL09795	DANRE39794, DANRE30724
OG0002492	CAEEL07791	DANRE22193, DANRE22192, DANRE22194
OG0002494	CAEEL02924	DANRE24650, DANRE01719
OG0002495	CAEEL05776	DANRE42688
OG0002497	CAEEL00487	DANRE29032, DANRE29031, DANRE14380
OG0002499	CAEEL02172, CAEEL11853	DANRE34499, DANRE23471
OG0002503	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625	DANRE06479, DANRE06478
OG0002504	CAEEL06712, CAEEL09129	DANRE01537, DANRE08086, DANRE20125, DANRE20124, DANRE08084, DANRE08085
OG0002505	CAEEL05922	DANRE03563, DANRE03564
OG0002506	CAEEL00901	DANRE18713, DANRE12086, DANRE12085, DANRE18416, DANRE18417
OG0002507	CAEEL03010	DANRE39545, DANRE39546, DANRE00093, DANRE21304, DANRE21305, DANRE27686
OG0002509	CAEEL10641, CAEEL10642	DANRE05213, DANRE05214, DANRE05215, DANRE05212, DANRE04302
OG0002510	CAEEL15444	DANRE07592, DANRE07591
OG0002511	CAEEL03054	DANRE13627, DANRE13626, DANRE41316, DANRE41315, DANRE41314, DANRE41313, DANRE41317
OG0002512	CAEEL06721	DANRE42317, DANRE16107, DANRE15542, DANRE15541, DANRE15540, DANRE20197
OG0002516	CAEEL07616	DANRE08131, DANRE34987
OG0002518	CAEEL03272	DANRE02842, DANRE02843
OG0002519	CAEEL07683	DANRE42883, DANRE35553
OG0002520	CAEEL11387	DANRE06700, DANRE06697, DANRE06696, DANRE06699, DANRE06698, DANRE23643, DANRE23644, DANRE23642, DANRE23645, DANRE15997
OG0002522	CAEEL04069	DANRE09442
OG0002523	CAEEL09506	DANRE01637, DANRE01636, DANRE01639, DANRE01635, DANRE01638, DANRE31095, DANRE31097
OG0002524	CAEEL07737	DANRE34607, DANRE13279, DANRE01032
OG0002527	CAEEL00425, CAEEL00799	DANRE18271, DANRE18272, DANRE18270, DANRE26864, DANRE26865, DANRE40881, DANRE40882, DANRE34220, DANRE34219, DANRE34221
OG0002528	CAEEL14274	DANRE00652, DANRE43080
OG0002529	CAEEL18703, CAEEL04668	DANRE08904, DANRE08903, DANRE08901, DANRE08902, DANRE07700, DANRE07699
OG0002530	CAEEL18169	DANRE39526, DANRE39527, DANRE43341, DANRE43340, DANRE25149
OG0002532	CAEEL00641	DANRE04296, DANRE04297, DANRE04294, DANRE04293, DANRE04295, DANRE04299, DANRE04298
OG0002533	CAEEL08550	DANRE08254, DANRE08253, DANRE20307, DANRE20308, DANRE39667
OG0002534	CAEEL08629	DANRE25896, DANRE10262
OG0002537	CAEEL07418	DANRE28763, DANRE28762, DANRE21953, DANRE21952
OG0002541	CAEEL09534	DANRE22436
OG0002542	CAEEL06956	DANRE26877, DANRE26875, DANRE24145, DANRE26876, DANRE23453, DANRE01720
OG0002543	CAEEL07344	DANRE40607, DANRE19488, DANRE19491, DANRE19490, DANRE19489, DANRE40606
OG0002545	CAEEL12452	DANRE40359, DANRE40358, DANRE40357, DANRE30987, DANRE12443
OG0002547	CAEEL02085	DANRE24900, DANRE24901, DANRE24899, DANRE17346
OG0002548	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091	DANRE13389, DANRE06722, DANRE06721, DANRE35567
OG0002549	CAEEL18135	DANRE26569, DANRE07520, DANRE07519, DANRE38172
OG0002551	CAEEL01609	DANRE39073, DANRE20548, DANRE20551, DANRE20549, DANRE20550, DANRE39074, DANRE39075
OG0002552	CAEEL01916	DANRE09916, DANRE13536, DANRE13197, DANRE25194, DANRE25193, DANRE25195, DANRE25196
OG0002553	CAEEL07705	DANRE00049, DANRE00050, DANRE33393, DANRE09881, DANRE14483, DANRE14482, DANRE33394
OG0002554	CAEEL13829	DANRE38054
OG0002557	CAEEL02904	DANRE27777, DANRE13862, DANRE22315
OG0002558	CAEEL18130	DANRE16714, DANRE12060, DANRE12061
OG0002559	CAEEL14654	DANRE15636, DANRE15635, DANRE15634, DANRE07229, DANRE07227, DANRE07228
OG0002561	CAEEL13357	DANRE37878
OG0002562	CAEEL00489	DANRE16224, DANRE16226, DANRE16225, DANRE40166, DANRE40165
OG0002563	CAEEL08940	DANRE06959, DANRE06729, DANRE08934
OG0002564	CAEEL14884	DANRE29870, DANRE03078, DANRE30023, DANRE30022
OG0002565	CAEEL01779, CAEEL19992	DANRE23205, DANRE27797, DANRE27796
OG0002567	CAEEL10186, CAEEL10185	DANRE40492, DANRE40491, DANRE40490, DANRE41303
OG0002569	CAEEL18770	DANRE08122, DANRE34130
OG0002570	CAEEL02126	DANRE02350
OG0002571	CAEEL01329, CAEEL00047	DANRE04039, DANRE04040, DANRE03610, DANRE03612, DANRE03611
OG0002572	CAEEL06422	DANRE31472, DANRE38430, DANRE29580, DANRE29581
OG0002573	CAEEL00251, CAEEL14125, CAEEL08863, CAEEL20490	DANRE29081, DANRE29082, DANRE29083, DANRE03819, DANRE03820
OG0002574	CAEEL13992	DANRE04394, DANRE17690, DANRE17689
OG0002587	CAEEL02535	DANRE22785, DANRE14541, DANRE09744, DANRE12828
OG0002593	CAEEL06340, CAEEL06341	DANRE42208, DANRE03221, DANRE03220
OG0002594	CAEEL02859	DANRE39363, DANRE39361, DANRE27772, DANRE27774, DANRE27773
OG0002598	CAEEL04239	DANRE36372, DANRE40584
OG0002599	CAEEL09489, CAEEL05240	DANRE40775, DANRE02283
OG0002600	CAEEL18751	DANRE02607, DANRE02606, DANRE02605, DANRE02604
OG0002601	CAEEL11850, CAEEL17493, CAEEL06460	DANRE04611, DANRE30766
OG0002602	CAEEL19298	DANRE04121, DANRE30154, DANRE30155
OG0002605	CAEEL06425	DANRE26844, DANRE24544, DANRE26839, DANRE26842, DANRE26843, DANRE26840, DANRE26841
OG0002608	CAEEL20298	DANRE30714, DANRE25760
OG0002609	CAEEL00486	DANRE13534, DANRE13535, DANRE34581, DANRE34582, DANRE00342
OG0002610	CAEEL00976	DANRE38839, DANRE38838, DANRE26376, DANRE03456
OG0002611	CAEEL00525	DANRE24475, DANRE24476, DANRE36577, DANRE36576, DANRE23123, DANRE23125, DANRE23124
OG0002612	CAEEL10342, CAEEL10341, CAEEL08326, CAEEL20150	DANRE02657
OG0002614	CAEEL18150	DANRE24069, DANRE36802, DANRE36801, DANRE36800
OG0002617	CAEEL08131	DANRE20081
OG0002618	CAEEL11865	DANRE30009
OG0002620	CAEEL18902	DANRE34196, DANRE34197, DANRE39617, DANRE39616, DANRE18238, DANRE28059, DANRE28058
OG0002624	CAEEL00996	DANRE09957, DANRE09955, DANRE09956
OG0002628	CAEEL20832	DANRE21793, DANRE21792, DANRE39626, DANRE39627, DANRE19288
OG0002630	CAEEL00017	DANRE18375, DANRE27217
OG0002636	CAEEL09021	DANRE14028, DANRE14027, DANRE14026, DANRE10013, DANRE10012
OG0002643	CAEEL01960	DANRE13575
OG0002644	CAEEL00760	DANRE38998, DANRE38999, DANRE38997
OG0002645	CAEEL09814	DANRE23173, DANRE23174
OG0002646	CAEEL10837	DANRE31094, DANRE25657, DANRE25658
OG0002649	CAEEL18434	DANRE00561, DANRE00558, DANRE00560, DANRE00559, DANRE05306, DANRE05305, DANRE05307, DANRE16142
OG0002651	CAEEL02017, CAEEL08032	DANRE11751, DANRE11750
OG0002652	CAEEL15940	DANRE39146, DANRE39145, DANRE39147
OG0002653	CAEEL15759	DANRE19495
OG0002653	CAEEL09022	DANRE07344
OG0002655	CAEEL10857	DANRE25735
OG0002656	CAEEL06531	DANRE29118, DANRE41489
OG0002658	CAEEL08300	DANRE13983, DANRE13982, DANRE09580, DANRE09581, DANRE09582, DANRE09583, DANRE43264
OG0002659	CAEEL20147, CAEEL01412	DANRE11563, DANRE11562
OG0002660	CAEEL11563	DANRE21276
OG0002661	CAEEL19789	DANRE13339, DANRE33059, DANRE33060
OG0002662	CAEEL18190	DANRE24722, DANRE30141, DANRE03817, DANRE03618
OG0002663	CAEEL19742	DANRE13178, DANRE22208, DANRE22207
OG0002665	CAEEL08820	DANRE39662
OG0002666	CAEEL11407	DANRE29422
OG0002667	CAEEL18607	DANRE40044, DANRE40045, DANRE00375, DANRE35160, DANRE35161, DANRE26652, DANRE26653
OG0002668	CAEEL02604	DANRE10264
OG0002669	CAEEL09214, CAEEL09178	DANRE13145
OG0002670	CAEEL15710	DANRE11956, DANRE05811, DANRE05812
OG0002671	CAEEL01274	DANRE38597, DANRE38598, DANRE26136, DANRE23501, DANRE14400, DANRE09114
OG0002677	CAEEL10901	DANRE30190, DANRE30191, DANRE30192
OG0002678	CAEEL06946, CAEEL06945, CAEEL01197	DANRE39272, DANRE39273, DANRE41526, DANRE16070
OG0002679	CAEEL06006	DANRE07511, DANRE07512, DANRE09987
OG0002682	CAEEL06028, CAEEL18330	DANRE26567
OG0002683	CAEEL05356	DANRE16755, DANRE39996
OG0002708	CAEEL01926, CAEEL12503	DANRE17887, DANRE17886, DANRE17884, DANRE17882, DANRE17883, DANRE17880, DANRE17881
OG0002714	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570	DANRE02532
OG0002715	CAEEL09830	DANRE02869, DANRE02868, DANRE02867, DANRE02871, DANRE02870, DANRE02872, DANRE02873, DANRE02874
OG0002717	CAEEL10017	DANRE20547, DANRE06937, DANRE06936, DANRE06935, DANRE41629
OG0002718	CAEEL00842	DANRE41004, DANRE41003
OG0002720	CAEEL01232	DANRE36878, DANRE36877
OG0002722	CAEEL10808	DANRE11851
