Orthogroup	CAEEL	XENTR
OG0003018	CAEEL08487	XENTR16972
OG0003019	CAEEL04592	XENTR10695, XENTR10694
OG0003024	CAEEL13204, CAEEL13203	XENTR18532
OG0003025	CAEEL08836	XENTR13995, XENTR00407
OG0003026	CAEEL10688, CAEEL12186	XENTR17420
OG0003027	CAEEL06663	XENTR04043, XENTR01453
OG0003028	CAEEL02985	XENTR11464
OG0003029	CAEEL01558	XENTR08351, XENTR05958
OG0003030	CAEEL11859	XENTR04003, XENTR18856, XENTR16201
OG0003031	CAEEL06431	XENTR01678, XENTR11006
OG0003033	CAEEL00703	XENTR01505
OG0003035	CAEEL02722	XENTR08097, XENTR04242
OG0003036	CAEEL01143	XENTR01299
OG0003038	CAEEL20474	XENTR15955, XENTR17309
OG0003040	CAEEL02041	XENTR18563
OG0003042	CAEEL04188	XENTR05407
OG0003043	CAEEL07390	XENTR13370
OG0003044	CAEEL07715	XENTR08887
OG0003046	CAEEL04364	XENTR00458, XENTR06271
OG0003049	CAEEL04812	XENTR12371
OG0003050	CAEEL15836	XENTR07158, XENTR13871
OG0003054	CAEEL04777	XENTR02710
OG0003055	CAEEL14225	XENTR00054, XENTR12225
OG0003059	CAEEL09323	XENTR12777
OG0003060	CAEEL07468, CAEEL11354	XENTR06510, XENTR13247, XENTR16776
OG0003061	CAEEL14261	XENTR13047, XENTR13404
OG0003062	CAEEL00660	XENTR15095, XENTR13329, XENTR07266
OG0003063	CAEEL03076	XENTR10800
OG0003064	CAEEL02598	XENTR18991
OG0003065	CAEEL18732	XENTR08230
OG0003066	CAEEL05161	XENTR17099, XENTR08960
OG0003072	CAEEL04836	XENTR02567, XENTR00734
OG0003079	CAEEL00217	XENTR14327, XENTR13284
OG0003086	CAEEL18437	XENTR14465
OG0003104	CAEEL07227	XENTR06110, XENTR04678
OG0003106	CAEEL16128	XENTR12128
OG0003107	CAEEL20421, CAEEL01359	XENTR10986
OG0003108	CAEEL04120	XENTR11504, XENTR11503
OG0003110	CAEEL17888	XENTR02312
OG0003111	CAEEL01566	XENTR12220
OG0003112	CAEEL12136	XENTR07566
OG0003113	CAEEL16673, CAEEL01071	XENTR16144
OG0003114	CAEEL15726	XENTR18657, XENTR06619
OG0003115	CAEEL00022	XENTR01484, XENTR05078, XENTR17555
OG0003116	CAEEL07734	XENTR03534
OG0003118	CAEEL08193, CAEEL08192	XENTR06207, XENTR15713
OG0003119	CAEEL16382	XENTR16252, XENTR18505
OG0003121	CAEEL00414	XENTR11254
OG0003124	CAEEL07676	XENTR00783
OG0003126	CAEEL04789, CAEEL04979	XENTR04714
OG0003128	CAEEL04713	XENTR14159
OG0003129	CAEEL06414, CAEEL06415	XENTR16781
OG0003130	CAEEL08052	XENTR04051
OG0003135	CAEEL06638	XENTR02084
OG0003136	CAEEL10810	XENTR12656, XENTR02424, XENTR05090
OG0003141	CAEEL03719, CAEEL03720	XENTR16911
OG0003142	CAEEL00482	XENTR11445, XENTR11444
OG0003144	CAEEL01625	XENTR07607, XENTR11410
OG0003145	CAEEL05190	XENTR04007
OG0003146	CAEEL20170	XENTR18081, XENTR05117
OG0003147	CAEEL17136, CAEEL18421	XENTR09759
OG0003148	CAEEL16560	XENTR04123, XENTR10073
OG0003150	CAEEL11024	XENTR02043, XENTR08836
OG0003151	CAEEL04570, CAEEL14681, CAEEL04711	XENTR08206, XENTR02485, XENTR02484
OG0003153	CAEEL07561	XENTR18452
OG0003154	CAEEL15184	XENTR00073
OG0003156	CAEEL00516	XENTR12843
OG0003157	CAEEL07518, CAEEL07519	XENTR16641
OG0003158	CAEEL08310	XENTR09421, XENTR06360
OG0003160	CAEEL18381, CAEEL02061	XENTR13384
OG0003161	CAEEL15582, CAEEL20219	XENTR09600
OG0003164	CAEEL08130	XENTR00718, XENTR05518
OG0003169	CAEEL11868	XENTR00138
OG0003171	CAEEL08054	XENTR03950
OG0003172	CAEEL06299	XENTR14668
OG0003174	CAEEL11561	XENTR07544, XENTR18836
OG0003176	CAEEL02038	XENTR00495
OG0003178	CAEEL14891	XENTR11667, XENTR09042
OG0003179	CAEEL12173	XENTR11724
OG0003181	CAEEL11684	XENTR18277
OG0003182	CAEEL01167	XENTR13629
OG0003184	CAEEL10967	XENTR12742
OG0003185	CAEEL04813	XENTR17498, XENTR15967
OG0003187	CAEEL16181	XENTR16789
OG0003189	CAEEL04624	XENTR15950
OG0003191	CAEEL09839	XENTR05225
OG0003193	CAEEL17615	XENTR09215
OG0003197	CAEEL11467	XENTR08587
OG0003198	CAEEL05062	XENTR08036
OG0003199	CAEEL11688	XENTR13157
OG0003202	CAEEL12123	XENTR06728
OG0003203	CAEEL08247	XENTR15103
OG0003206	CAEEL08436	XENTR01762
OG0003207	CAEEL11116	XENTR17115, XENTR02861
OG0003210	CAEEL11876	XENTR07740, XENTR03933
OG0003212	CAEEL11323	XENTR07956, XENTR01342
OG0003214	CAEEL08551	XENTR06201
OG0003215	CAEEL02895	XENTR07497, XENTR09047
OG0003217	CAEEL06035, CAEEL06032	XENTR05031, XENTR04303
OG0003218	CAEEL08847	XENTR12593
OG0003219	CAEEL16215	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003221	CAEEL20740, CAEEL00629, CAEEL00088	XENTR02159, XENTR04079
OG0003222	CAEEL00115	XENTR15911, XENTR10214, XENTR13202
OG0003223	CAEEL00485	XENTR06905
OG0003224	CAEEL05675	XENTR16031, XENTR13430
OG0003225	CAEEL04615, CAEEL20133	XENTR02604
OG0003226	CAEEL04904, CAEEL04903	XENTR18053
OG0003228	CAEEL14683	XENTR13523
OG0003229	CAEEL10166	XENTR16185, XENTR10298
OG0003230	CAEEL06311	XENTR10511, XENTR10510
OG0003232	CAEEL04540	XENTR15315, XENTR05526, XENTR17642
OG0003235	CAEEL11765	XENTR17209
OG0003236	CAEEL15067	XENTR13718
OG0003251	CAEEL01743	XENTR09756
OG0003252	CAEEL19657	XENTR09598, XENTR09597
OG0003254	CAEEL15715	XENTR15784
OG0003257	CAEEL04888	XENTR11651
OG0003258	CAEEL04539	XENTR09647
OG0003263	CAEEL12235	XENTR11183
OG0003266	CAEEL05061	XENTR12815, XENTR10446
OG0003267	CAEEL11406	XENTR06701
OG0003268	CAEEL00711	XENTR11858
OG0003269	CAEEL07652, CAEEL20534, CAEEL06740, CAEEL19993	XENTR00981
OG0003270	CAEEL17531, CAEEL17532, CAEEL07171	XENTR19012, XENTR01357
OG0003273	CAEEL08538	XENTR14541, XENTR09949
OG0003275	CAEEL01894	XENTR18433, XENTR02465
OG0003276	CAEEL05343	XENTR03833, XENTR16569
OG0003277	CAEEL10684	XENTR01225, XENTR05973
OG0003279	CAEEL09246	XENTR06409, XENTR03464
OG0003280	CAEEL20448	XENTR14496
OG0003283	CAEEL10540	XENTR02862
OG0003284	CAEEL20144	XENTR09406, XENTR09408, XENTR09407
OG0003286	CAEEL11061	XENTR00938
OG0003287	CAEEL09759	XENTR07598
OG0003288	CAEEL07836	XENTR00671
OG0003289	CAEEL00474	XENTR14484, XENTR00516, XENTR00515
OG0003293	CAEEL09078	XENTR05206
OG0003296	CAEEL07972	XENTR00824
OG0003297	CAEEL06799, CAEEL06798, CAEEL02997	XENTR07372
OG0003298	CAEEL00404	XENTR15553
OG0003301	CAEEL11183	XENTR08929
OG0003303	CAEEL08080	XENTR07483
OG0003305	CAEEL04396	XENTR11041
OG0003306	CAEEL11131	XENTR07978
OG0003307	CAEEL09527	XENTR16158
OG0003309	CAEEL07134	XENTR15002, XENTR18421
OG0003311	CAEEL06729	XENTR11582, XENTR06308
OG0003316	CAEEL06426	XENTR08584
OG0003317	CAEEL11191	XENTR09784
OG0003318	CAEEL00777	XENTR17690, XENTR06814
OG0003320	CAEEL05307	XENTR02217
OG0003325	CAEEL11598	XENTR14438
OG0003327	CAEEL15863	XENTR17104, XENTR13251
OG0003329	CAEEL02070	XENTR05841
OG0003331	CAEEL07758	XENTR04048
OG0003332	CAEEL15994, CAEEL15100	XENTR17058, XENTR17059
OG0003333	CAEEL05869	XENTR04475, XENTR16496, XENTR16497
OG0003335	CAEEL06219	XENTR09006
OG0003336	CAEEL18158	XENTR04249, XENTR10459, XENTR04672
OG0003337	CAEEL05608	XENTR12026
OG0003340	CAEEL05767	XENTR05753, XENTR04075
OG0003341	CAEEL15411	XENTR12776
OG0003343	CAEEL02966	XENTR10202
OG0003344	CAEEL04271	XENTR06071, XENTR06072, XENTR06070
OG0003348	CAEEL00995	XENTR12378, XENTR08608
OG0003349	CAEEL11343	XENTR05563, XENTR07550
OG0003350	CAEEL18859	XENTR14406, XENTR06191
OG0003354	CAEEL07057	XENTR14729
OG0003356	CAEEL05068	XENTR01788, XENTR19056
OG0003357	CAEEL05202	XENTR08718
OG0003359	CAEEL08412	XENTR15397
OG0003360	CAEEL09119	XENTR03049, XENTR03048
OG0003361	CAEEL15297, CAEEL13464, CAEEL07044	XENTR13092
OG0003364	CAEEL06262	XENTR14029, XENTR16714
OG0003366	CAEEL13316, CAEEL13290	XENTR04144
OG0003368	CAEEL04652	XENTR08859
OG0003369	CAEEL11911	XENTR02694, XENTR17149
OG0003372	CAEEL04956	XENTR00441
OG0003374	CAEEL09698	XENTR00231, XENTR13931
OG0003375	CAEEL04860	XENTR00570
OG0003377	CAEEL19646	XENTR09874
OG0003378	CAEEL04638	XENTR16000
OG0003380	CAEEL07698, CAEEL08643	XENTR00830
OG0003384	CAEEL12353	XENTR01965
OG0003386	CAEEL04616	XENTR15284
OG0003387	CAEEL12649, CAEEL12648	XENTR16576, XENTR16577
OG0003392	CAEEL18713	XENTR09804, XENTR00995, XENTR07310
OG0003401	CAEEL18173, CAEEL19529	XENTR01481
OG0003402	CAEEL10926	XENTR05678, XENTR05637, XENTR01381, XENTR10252
OG0003419	CAEEL20583, CAEEL07865	XENTR16940
OG0003421	CAEEL18393	XENTR04887
OG0003425	CAEEL12188	XENTR08256
OG0003426	CAEEL06462	XENTR14116
OG0003429	CAEEL00390	XENTR12279
OG0003430	CAEEL05290	XENTR15234
OG0003433	CAEEL17744	XENTR13812
OG0003434	CAEEL08434	XENTR01877
OG0003443	CAEEL18884	XENTR07991, XENTR13306
OG0003444	CAEEL04842	XENTR10884
OG0003448	CAEEL01220	XENTR00217, XENTR05059
OG0003450	CAEEL06420	XENTR11136
OG0003451	CAEEL02776, CAEEL02805	XENTR03958
OG0003452	CAEEL02730	XENTR14210
OG0003454	CAEEL07771	XENTR06943, XENTR12431
OG0003455	CAEEL01134	XENTR18377, XENTR19153
OG0003456	CAEEL00212, CAEEL00213	XENTR10526
OG0003457	CAEEL19244	XENTR04624, XENTR08027
OG0003459	CAEEL16050	XENTR01653
OG0003461	CAEEL00702	XENTR19131
OG0003462	CAEEL11837	XENTR16197
OG0003463	CAEEL07464	XENTR11861, XENTR11992
OG0003464	CAEEL15673	XENTR00966
OG0003465	CAEEL00222	XENTR06176
OG0003466	CAEEL06482	XENTR11842, XENTR10915
OG0003467	CAEEL09664	XENTR17927
OG0003468	CAEEL10655	XENTR02404
OG0003475	CAEEL01731	XENTR16240
OG0003477	CAEEL02502	XENTR08073
OG0003478	CAEEL00398, CAEEL07105, CAEEL19934	XENTR12098
OG0003479	CAEEL12384	XENTR02579, XENTR16286, XENTR11231
OG0003484	CAEEL02712	XENTR05070, XENTR17032
OG0003486	CAEEL04926	XENTR14251, XENTR14252
OG0003487	CAEEL02123	XENTR18643
OG0003489	CAEEL00223	XENTR05327, XENTR05749
OG0003491	CAEEL18627, CAEEL05479	XENTR03228, XENTR07233
OG0003496	CAEEL01506	XENTR05780
OG0003498	CAEEL16452	XENTR03494
OG0003500	CAEEL01330	XENTR14238
OG0003500	CAEEL01125	XENTR02385
OG0003501	CAEEL00307, CAEEL19975, CAEEL19935, CAEEL19957, CAEEL20040, CAEEL18302	XENTR10636
OG0003502	CAEEL02400, CAEEL02281	XENTR06321
OG0003503	CAEEL04457, CAEEL04454	XENTR13845
OG0003505	CAEEL07950	XENTR00482
OG0003506	CAEEL05248	XENTR11659, XENTR05517
OG0003507	CAEEL05679	XENTR10640, XENTR00027
OG0003508	CAEEL17418	XENTR17069, XENTR08767
OG0003509	CAEEL04891	XENTR18947
OG0003510	CAEEL01116	XENTR02162, XENTR10219
OG0003511	CAEEL08351	XENTR05842
OG0003513	CAEEL07182	XENTR16163, XENTR15086
OG0003514	CAEEL12733, CAEEL12734	XENTR07062, XENTR05972
OG0003515	CAEEL06636	XENTR10827, XENTR01032
OG0003517	CAEEL05196	XENTR17629, XENTR11506
OG0003518	CAEEL01719	XENTR08349
OG0003519	CAEEL07239	XENTR16950
OG0003522	CAEEL06276	XENTR04224
OG0003523	CAEEL18694	XENTR06238
OG0003526	CAEEL16001	XENTR07495, XENTR09052
OG0003528	CAEEL00365	XENTR10782
OG0003530	CAEEL19423	XENTR08393
OG0003531	CAEEL15168, CAEEL18062	XENTR02395, XENTR17644
OG0003532	CAEEL05027	XENTR10579
OG0003538	CAEEL11099	XENTR16304
OG0003539	CAEEL05895	XENTR17518
OG0003541	CAEEL01632	XENTR10222
OG0003542	CAEEL01115	XENTR11066
OG0003543	CAEEL08637	XENTR16314, XENTR00214
OG0003544	CAEEL06236, CAEEL08896	XENTR13004, XENTR07985
OG0003545	CAEEL12984	XENTR01366, XENTR13128
OG0003548	CAEEL19888	XENTR15263
OG0003550	CAEEL06728	XENTR11802, XENTR05398
OG0003551	CAEEL05919	XENTR04301
OG0003552	CAEEL18151	XENTR01989
OG0003554	CAEEL05099	XENTR12448
OG0003561	CAEEL01643	XENTR09143, XENTR09144, XENTR15956
OG0003562	CAEEL19208, CAEEL04183	XENTR13770
OG0003563	CAEEL07782	XENTR00974
OG0003564	CAEEL18104	XENTR01915, XENTR08979
OG0003566	CAEEL04245	XENTR08703
OG0003567	CAEEL15549	XENTR12992
OG0003569	CAEEL10722	XENTR00379, XENTR02589, XENTR02786
OG0003570	CAEEL08761	XENTR15222
OG0003571	CAEEL00659	XENTR05133, XENTR16524
OG0003573	CAEEL10174, CAEEL18886	XENTR18024
OG0003578	CAEEL08037	XENTR14689, XENTR00880
OG0003579	CAEEL10103	XENTR01923, XENTR05581, XENTR05580
OG0003581	CAEEL04793, CAEEL19859, CAEEL09422	XENTR18268
OG0003582	CAEEL10165, CAEEL10958	XENTR13303
OG0003585	CAEEL19947	XENTR14346, XENTR09956, XENTR16832
OG0003597	CAEEL05204	XENTR18049
OG0003598	CAEEL20069	XENTR12005
OG0003599	CAEEL01022	XENTR06077
OG0003603	CAEEL00903	XENTR07586
OG0003604	CAEEL08873	XENTR09462, XENTR01204
OG0003607	CAEEL05764	XENTR04132
OG0003611	CAEEL15351	XENTR13792
OG0003612	CAEEL12107	XENTR12924
OG0003613	CAEEL10330	XENTR07063, XENTR18350
OG0003615	CAEEL04572	XENTR11541
OG0003618	CAEEL10379	XENTR06591
OG0003619	CAEEL19948, CAEEL09130	XENTR14382
OG0003620	CAEEL05074	XENTR11610
OG0003621	CAEEL18738	XENTR08477, XENTR08478
OG0003623	CAEEL11847	XENTR02019
OG0003624	CAEEL11456	XENTR04842
OG0003626	CAEEL01251	XENTR09204
OG0003629	CAEEL18064	XENTR03081
OG0003630	CAEEL01945	XENTR17948
OG0003632	CAEEL04287	XENTR10135, XENTR00270
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	XENTR10016
OG0003638	CAEEL14206	XENTR03036
OG0003640	CAEEL01151	XENTR07366, XENTR07389, XENTR15717
OG0003641	CAEEL02290	XENTR07679
OG0003644	CAEEL07060	XENTR17108
OG0003645	CAEEL08952	XENTR03915, XENTR07317
OG0003646	CAEEL04268	XENTR17031, XENTR17030
OG0003647	CAEEL08061	XENTR05840
OG0003649	CAEEL02106	XENTR11535
OG0003650	CAEEL01596	XENTR18719
OG0003652	CAEEL00198, CAEEL00197	XENTR05790, XENTR01212
OG0003655	CAEEL01543	XENTR16032, XENTR04379
OG0003656	CAEEL00717	XENTR08122, XENTR09683
OG0003657	CAEEL18724	XENTR07176
OG0003658	CAEEL17892	XENTR03326
OG0003659	CAEEL00820	XENTR06944
OG0003660	CAEEL11348	XENTR09436
OG0003661	CAEEL11758	XENTR03758
OG0003664	CAEEL10164	XENTR01685
OG0003667	CAEEL14775	XENTR07700, XENTR00535
OG0003668	CAEEL09161, CAEEL09163	XENTR02672
OG0003669	CAEEL08786, CAEEL08784	XENTR08683
OG0003672	CAEEL12653	XENTR07314
OG0003676	CAEEL00672	XENTR00677
OG0003677	CAEEL08632	XENTR08610, XENTR17285, XENTR15109
OG0003678	CAEEL03764	XENTR00079, XENTR17514
OG0003679	CAEEL14380	XENTR18397, XENTR12379
OG0003680	CAEEL10627	XENTR05231
OG0003681	CAEEL03276	XENTR16296, XENTR16295, XENTR04463
OG0003686	CAEEL01983	XENTR05887
OG0003688	CAEEL03025	XENTR03091, XENTR16481, XENTR16482, XENTR16476
OG0003689	CAEEL07514	XENTR14093, XENTR05380
OG0003690	CAEEL08798	XENTR02409
OG0003692	CAEEL09322	XENTR01955
OG0003693	CAEEL09517	XENTR10718, XENTR18258
OG0003694	CAEEL08779	XENTR17179
OG0003695	CAEEL18980	XENTR07743, XENTR03931
OG0003696	CAEEL15341	XENTR02869
OG0003697	CAEEL07546	XENTR07348, XENTR07379
OG0003698	CAEEL05872	XENTR09545, XENTR01970
OG0003700	CAEEL08489	XENTR15169, XENTR07388
OG0003702	CAEEL19917	XENTR18826, XENTR08512
OG0003704	CAEEL02747	XENTR14777, XENTR00061
OG0003708	CAEEL02697, CAEEL19979	XENTR08453
OG0003710	CAEEL05057	XENTR06304
OG0003712	CAEEL12274	XENTR01274, XENTR12990
OG0003716	CAEEL00239	XENTR10549
OG0003718	CAEEL00456	XENTR10379
OG0003721	CAEEL19092	XENTR07713, XENTR09504
OG0003724	CAEEL04996	XENTR10087
OG0003725	CAEEL04639	XENTR00052, XENTR12224, XENTR12471
OG0003727	CAEEL20128	XENTR08237
OG0003729	CAEEL01397	XENTR03157
OG0003731	CAEEL14842	XENTR04923
OG0003732	CAEEL10948	XENTR18126
OG0003733	CAEEL05542	XENTR04294
OG0003734	CAEEL18003	XENTR16422
OG0003735	CAEEL04830, CAEEL04829	XENTR05792
OG0003736	CAEEL10845	XENTR09558
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	XENTR06182, XENTR09163
OG0003739	CAEEL06789	XENTR15714
OG0003740	CAEEL07837	XENTR15199
OG0003741	CAEEL07870	XENTR17057
OG0003743	CAEEL12238	XENTR12518
OG0003745	CAEEL16018, CAEEL17606	XENTR00802
OG0003746	CAEEL07398	XENTR04180, XENTR06934, XENTR16848
OG0003747	CAEEL02767	XENTR05018
OG0003748	CAEEL00242	XENTR00377
OG0003749	CAEEL20507	XENTR16748
OG0003750	CAEEL05076	XENTR02453
OG0003752	CAEEL04520	XENTR05303
OG0003753	CAEEL18657	XENTR13127, XENTR01846
OG0003754	CAEEL19668, CAEEL05669	XENTR10153, XENTR11505
OG0003755	CAEEL09173	XENTR04060
OG0003756	CAEEL01606	XENTR06642
OG0003758	CAEEL05748	XENTR10842, XENTR07110
OG0003759	CAEEL09625	XENTR16557, XENTR14606
OG0003761	CAEEL19863	XENTR05309, XENTR05308, XENTR07160
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	XENTR17599
OG0003764	CAEEL15954	XENTR10248
OG0003766	CAEEL13937, CAEEL13938, CAEEL18113, CAEEL04435, CAEEL04439	XENTR01718
OG0003768	CAEEL07458	XENTR08962
OG0003771	CAEEL18560, CAEEL05367	XENTR13739, XENTR03911
OG0003775	CAEEL06672	XENTR13200
OG0003776	CAEEL14271	XENTR07141
OG0003778	CAEEL10576	XENTR10711
OG0003779	CAEEL12785	XENTR17121
OG0003780	CAEEL20711	XENTR09649, XENTR09270, XENTR06188
OG0003795	CAEEL09855	XENTR19254
OG0003798	CAEEL11938	XENTR01114, XENTR07104
OG0003803	CAEEL19629	XENTR01279
OG0003806	CAEEL10842	XENTR07356
OG0003807	CAEEL06933	XENTR01368, XENTR01369, XENTR01367
OG0003808	CAEEL08177	XENTR13676
OG0003811	CAEEL07020	XENTR05500
OG0003812	CAEEL07296	XENTR18891
OG0003813	CAEEL10820	XENTR10561, XENTR06474
OG0003817	CAEEL02053	XENTR01494
OG0003818	CAEEL15512	XENTR08826
OG0003821	CAEEL09346	XENTR02570, XENTR07045
OG0003824	CAEEL17849	XENTR02218
OG0003826	CAEEL02634	XENTR01516
OG0003827	CAEEL04098	XENTR11304, XENTR18626
OG0003829	CAEEL08428	XENTR04012
OG0003831	CAEEL08097	XENTR03490
OG0003832	CAEEL11899	XENTR00382
OG0003833	CAEEL05813, CAEEL14180	XENTR15540
OG0003834	CAEEL00145	XENTR04978, XENTR18533
OG0003837	CAEEL11909, CAEEL11910	XENTR02506
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	XENTR00914, XENTR03476
OG0003839	CAEEL11415	XENTR13884
OG0003840	CAEEL01767	XENTR12159
OG0003841	CAEEL10859, CAEEL18915	XENTR12939
OG0003843	CAEEL14293	XENTR12778, XENTR12779
OG0003846	CAEEL00811, CAEEL18648	XENTR02190, XENTR11317
OG0003847	CAEEL07371	XENTR05448
OG0003848	CAEEL08837	XENTR09160
OG0003850	CAEEL11705	XENTR05454
OG0003851	CAEEL08777	XENTR02901
OG0003852	CAEEL00155	XENTR01443, XENTR00580
OG0003853	CAEEL13793	XENTR16563
OG0003854	CAEEL01789	XENTR09846, XENTR03116
OG0003856	CAEEL07428	XENTR05612
OG0003857	CAEEL19675	XENTR10397
OG0003863	CAEEL18943	XENTR10491, XENTR10490, XENTR02221, XENTR02222
OG0003864	CAEEL01846	XENTR11994
OG0003865	CAEEL02514	XENTR08410, XENTR08547
OG0003866	CAEEL00295	XENTR06311
OG0003867	CAEEL15761	XENTR02863
OG0003868	CAEEL18485	XENTR14790, XENTR09159, XENTR09158
OG0003869	CAEEL00094	XENTR16798
OG0003870	CAEEL17745	XENTR11422
OG0003872	CAEEL14869	XENTR00808
OG0003873	CAEEL07437	XENTR00180
OG0003875	CAEEL00868	XENTR04436
OG0003876	CAEEL04369	XENTR17136
OG0003877	CAEEL18175	XENTR02745
OG0003879	CAEEL00338, CAEEL01399	XENTR11236
OG0003881	CAEEL12169	XENTR04081
OG0003884	CAEEL01060	XENTR02661
OG0003885	CAEEL01791	XENTR05759, XENTR02123
OG0003886	CAEEL10383	XENTR01682
OG0003887	CAEEL09306	XENTR18026
OG0003887	CAEEL09446	XENTR11440
OG0003892	CAEEL11760	XENTR00762
OG0003893	CAEEL05797	XENTR13880
OG0003894	CAEEL01425	XENTR06779
OG0003895	CAEEL15379	XENTR15607
OG0003897	CAEEL07613	XENTR09637
OG0003898	CAEEL05728	XENTR00281
OG0003900	CAEEL08813	XENTR06624
OG0003901	CAEEL00786, CAEEL18671	XENTR10660, XENTR18510
OG0003904	CAEEL00419	XENTR08625, XENTR05314
OG0003906	CAEEL00814	XENTR05038
OG0003908	CAEEL00218	XENTR12199
OG0003908	CAEEL08148	XENTR15544
OG0003909	CAEEL09488, CAEEL14422	XENTR13589
OG0003910	CAEEL08553	XENTR07945
OG0003911	CAEEL20590	XENTR02501
OG0003912	CAEEL02731	XENTR18566, XENTR04975, XENTR07778
OG0003913	CAEEL05199	XENTR15388
OG0003915	CAEEL04887	XENTR02712, XENTR00701
OG0003916	CAEEL07068	XENTR04593, XENTR05144
OG0003917	CAEEL07507	XENTR00420, XENTR10594
OG0003918	CAEEL11925, CAEEL11924	XENTR06731
OG0003920	CAEEL00358	XENTR12856
OG0003921	CAEEL14832, CAEEL18358	XENTR04630
OG0003922	CAEEL11421, CAEEL11420	XENTR08412
OG0003923	CAEEL08718	XENTR04190
OG0003925	CAEEL04108	XENTR05466
OG0003929	CAEEL00949	XENTR03727
OG0003930	CAEEL05047	XENTR10794
OG0003931	CAEEL15548	XENTR10403
OG0003933	CAEEL11609	XENTR11134, XENTR10793
OG0003934	CAEEL10046	XENTR05679
OG0003937	CAEEL19289	XENTR01997, XENTR01986
OG0003938	CAEEL07167	XENTR15244
OG0003939	CAEEL04128	XENTR04150
OG0003940	CAEEL15126, CAEEL19780	XENTR04461
OG0003944	CAEEL05219	XENTR06236
OG0003945	CAEEL17988	XENTR18416
OG0003946	CAEEL18782	XENTR08261, XENTR12173
OG0003947	CAEEL16177	XENTR08870, XENTR02239
OG0003949	CAEEL02494	XENTR02519
OG0003950	CAEEL05823	XENTR10159
OG0003951	CAEEL10367	XENTR02805
OG0003954	CAEEL11860	XENTR15739, XENTR07597
OG0003955	CAEEL08204	XENTR03281
OG0003959	CAEEL18903	XENTR14787, XENTR19068, XENTR16821
OG0003961	CAEEL10706	XENTR09360
OG0003965	CAEEL09858, CAEEL18478	XENTR12041
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	XENTR01385
OG0003968	CAEEL18441	XENTR09674
OG0003969	CAEEL01428, CAEEL15342	XENTR09036
OG0003970	CAEEL00141, CAEEL08636	XENTR06325
OG0003971	CAEEL03035	XENTR16415
OG0003972	CAEEL09414	XENTR02960
OG0003973	CAEEL17822	XENTR02390, XENTR13883
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	XENTR07421
OG0003999	CAEEL08414	XENTR13639
OG0004000	CAEEL02254	XENTR16850
OG0004004	CAEEL09931	XENTR00508
OG0004005	CAEEL09757	XENTR08022
OG0004007	CAEEL08380, CAEEL20738	XENTR00335, XENTR12145
OG0004009	CAEEL10425	XENTR12738, XENTR07565
OG0004010	CAEEL11606	XENTR15365
OG0004012	CAEEL08889	XENTR08974
OG0004014	CAEEL07353	XENTR16545
OG0004015	CAEEL03765	XENTR07793
OG0004017	CAEEL08935	XENTR14676
OG0004021	CAEEL07321	XENTR01515
OG0004025	CAEEL20824	XENTR15063
OG0004027	CAEEL07583	XENTR05193, XENTR01694
OG0004030	CAEEL15803	XENTR01775
OG0004031	CAEEL15887	XENTR02095
OG0004032	CAEEL15185	XENTR14175, XENTR14174, XENTR10565
OG0004033	CAEEL15848	XENTR07511
OG0004035	CAEEL06509	XENTR18213, XENTR18419
OG0004036	CAEEL05364	XENTR00661
OG0004037	CAEEL05545	XENTR08593
OG0004038	CAEEL04280	XENTR14795
OG0004040	CAEEL09311	XENTR03495
OG0004041	CAEEL06388	XENTR00599
OG0004042	CAEEL00958	XENTR16635
OG0004044	CAEEL07379	XENTR01872
OG0004047	CAEEL19277, CAEEL00270	XENTR09809
OG0004051	CAEEL06861	XENTR17604, XENTR07177
OG0004052	CAEEL02741	XENTR14748
OG0004053	CAEEL01273	XENTR05712, XENTR12155
OG0004054	CAEEL15244	XENTR03843, XENTR02105
OG0004056	CAEEL01652	XENTR16767, XENTR16960
OG0004057	CAEEL03603	XENTR00723
OG0004059	CAEEL14867	XENTR02089
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	XENTR00001
OG0004063	CAEEL02350	XENTR04591
OG0004064	CAEEL00654	XENTR04196
OG0004065	CAEEL05056	XENTR13020
OG0004067	CAEEL02869	XENTR14385
OG0004068	CAEEL10640	XENTR08780
OG0004071	CAEEL00928	XENTR01305, XENTR15592, XENTR09667, XENTR09668
OG0004072	CAEEL09095, CAEEL07075	XENTR02752
OG0004073	CAEEL03280	XENTR06765
OG0004076	CAEEL07566	XENTR13769
OG0004080	CAEEL12810	XENTR04210, XENTR17702
OG0004081	CAEEL18163	XENTR09630, XENTR16082
OG0004084	CAEEL14072	XENTR03635
OG0004085	CAEEL04587	XENTR02748
OG0004089	CAEEL11769, CAEEL11770	XENTR15591
OG0004090	CAEEL02918	XENTR05223
OG0004091	CAEEL04573	XENTR04711
