Orthogroup	DROME	BRAFL
OG0002884	DROME00136	bflo_04037
OG0002888	DROME08352, DROME08351	bflo_22791
OG0002889	DROME18283, DROME18285, DROME18284	bflo_11465
OG0002890	DROME12018	bflo_02459
OG0002892	DROME18981	bflo_16138
OG0002893	DROME14268	bflo_22577
OG0002894	DROME07096, DROME07097	bflo_18873
OG0002895	DROME16391, DROME16390	bflo_12378
OG0002896	DROME00179, DROME00180	bflo_21624
OG0002897	DROME08372	bflo_00347
OG0002898	DROME21521	bflo_04282
OG0002899	DROME09113	bflo_24003
OG0002902	DROME12234, DROME12235	bflo_05131
OG0002906	DROME12553, DROME12554	bflo_12537
OG0002907	DROME00536, DROME00537, DROME00535	bflo_25401
OG0002908	DROME10191, DROME10190	bflo_12818
OG0002909	DROME00512	bflo_10956
OG0002910	DROME07768	bflo_04018, bflo_04040, bflo_04045
OG0002911	DROME01531, DROME01532, DROME01530	bflo_09390
OG0002912	DROME03365, DROME03361, DROME03364	bflo_22216, bflo_13816
OG0002914	DROME16791, DROME16792, DROME16793	bflo_08995
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	bflo_13226
OG0002916	DROME03083	bflo_25687
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	bflo_21482
OG0002921	DROME20904, DROME20903	bflo_20845
OG0002922	DROME13161	bflo_10302
OG0002924	DROME15371	bflo_07438
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	bflo_02541
OG0002926	DROME01891	bflo_06182
OG0002927	DROME09412, DROME09413	bflo_02244
OG0002944	DROME18576	bflo_01745
OG0002945	DROME02620	bflo_22945
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	bflo_24612
OG0002949	DROME10410, DROME10411	bflo_22993
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	bflo_14626
OG0002953	DROME06983, DROME06984	bflo_11098
OG0002954	DROME12606, DROME12607	bflo_09804
OG0002955	DROME16794	bflo_10404
OG0002956	DROME13931, DROME13930, DROME13929	bflo_03036
OG0002957	DROME15903, DROME15902	bflo_21819, bflo_21211
OG0002958	DROME12415	bflo_23116
OG0002958	DROME15817, DROME15819, DROME15818	bflo_26057
OG0002959	DROME21736	bflo_24974
OG0002962	DROME20600	bflo_23844
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	bflo_23022
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	bflo_16916
OG0002967	DROME18521, DROME18520	bflo_05869
OG0002968	DROME10921	bflo_16573
OG0002968	DROME05214	bflo_17865
OG0002969	DROME04084, DROME04085	bflo_19693, bflo_19691, bflo_19692
OG0002973	DROME19229, DROME19228	bflo_11691
OG0002974	DROME01465	bflo_12717
OG0002975	DROME00051, DROME00050	bflo_17392
OG0002976	DROME16320, DROME20322, DROME20323	bflo_06168
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	bflo_20350
OG0002978	DROME09324, DROME11790	bflo_20000
OG0002979	DROME15607	bflo_18017
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	bflo_17282
OG0002983	DROME12376	bflo_04491
OG0002984	DROME11997	bflo_23742
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	bflo_14855
OG0002986	DROME06888	bflo_11732
OG0002987	DROME13970, DROME13977	bflo_08736
OG0002990	DROME12949, DROME12950	bflo_09319
OG0002991	DROME05520, DROME05522, DROME05521	bflo_07835
OG0002992	DROME16899, DROME16900	bflo_00388
OG0002994	DROME07777, DROME07776	bflo_12787
OG0002995	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765	bflo_22637, bflo_05323
OG0002997	DROME02903	bflo_25686
OG0002998	DROME04901, DROME04900, DROME04899	bflo_21850
OG0003001	DROME12222	bflo_02143
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	bflo_10517
OG0003005	DROME19774	bflo_25044
OG0003006	DROME00129	bflo_23446
OG0003008	DROME10417, DROME10419, DROME10418	bflo_15918
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	bflo_04794
OG0003011	DROME17655, DROME17656	bflo_14700
OG0003012	DROME16686	bflo_05326
OG0003014	DROME20620	bflo_01493
OG0003016	DROME06109, DROME04760	bflo_14974
OG0003017	DROME03993, DROME03994	bflo_09191, bflo_09195
OG0003018	DROME01985	bflo_14657, bflo_17790
OG0003019	DROME14436	bflo_24520
OG0003021	DROME11191	bflo_25104
OG0003022	DROME12200	bflo_21363
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693	bflo_20853
OG0003024	DROME14540, DROME13066	bflo_10487
OG0003025	DROME16128	bflo_13188, bflo_12224
OG0003026	DROME01191	bflo_15640
OG0003027	DROME13632	bflo_01434
OG0003028	DROME19503	bflo_02463
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	bflo_13998
OG0003030	DROME20783, DROME03164	bflo_01465
OG0003031	DROME10589, DROME10590	bflo_20430
OG0003033	DROME02552	bflo_17532
OG0003034	DROME13458	bflo_14512
OG0003035	DROME10664	bflo_08294
OG0003036	DROME08134	bflo_16842
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	bflo_13256
OG0003041	DROME13990, DROME13989	bflo_05283
OG0003042	DROME19648, DROME19650, DROME19649	bflo_19071
OG0003043	DROME01115	bflo_14220
OG0003044	DROME07467	bflo_20099
OG0003045	DROME10689, DROME10687, DROME10688	bflo_22134
OG0003046	DROME06986	bflo_11903
OG0003048	DROME03285	bflo_12696
OG0003049	DROME11842	bflo_25818
OG0003050	DROME21024, DROME21025	bflo_05626
OG0003052	DROME17384, DROME22105, DROME17383	bflo_09325, bflo_26918
OG0003053	DROME05736	bflo_25336
OG0003054	DROME15214	bflo_22442
OG0003055	DROME13955	bflo_25637
OG0003058	DROME03947	bflo_01459
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	bflo_08502
OG0003060	DROME04543	bflo_26348
OG0003062	DROME19727	bflo_13079
OG0003063	DROME03416	bflo_11663
OG0003064	DROME05139, DROME16537, DROME16536	bflo_06964
OG0003065	DROME07296	bflo_19457
OG0003066	DROME19326	bflo_03016
OG0003072	DROME09180, DROME09181	bflo_12228
OG0003073	DROME13385, DROME14642	bflo_04952, bflo_06059
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	bflo_12708
OG0003078	DROME00990	bflo_17438, bflo_17436, bflo_17435
OG0003079	DROME11418, DROME11417	bflo_06301
OG0003080	DROME07733	bflo_14328, bflo_24116
OG0003085	DROME18955	bflo_22399
OG0003090	DROME08348, DROME08349	bflo_13883, bflo_22430
OG0003101	DROME16966, DROME16965, DROME16967	bflo_01542
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	bflo_02914, bflo_02855
OG0003104	DROME01186, DROME01187	bflo_16005
OG0003105	DROME14362, DROME14361, DROME14360	bflo_07269
OG0003106	DROME07627	bflo_19114
OG0003107	DROME12506	bflo_12594
OG0003108	DROME13177, DROME13178	bflo_23281
OG0003110	DROME09020	bflo_22448
OG0003112	DROME16468, DROME01349, DROME01348	bflo_08398, bflo_09454
OG0003114	DROME04951, DROME04952	bflo_20937
OG0003115	DROME18331	bflo_02956
OG0003116	DROME20130	bflo_14734
OG0003118	DROME11873, DROME11872	bflo_00599
OG0003119	DROME02450, DROME02453, DROME02451	bflo_09328
OG0003120	DROME17944	bflo_08097
OG0003121	DROME19886, DROME19887	bflo_05128
OG0003123	DROME20099	bflo_13105, bflo_03106, bflo_03107, bflo_03105, bflo_03104
OG0003125	DROME08841, DROME08840	bflo_09377
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	bflo_25347
OG0003128	DROME20310, DROME20309	bflo_20579
OG0003130	DROME20301, DROME20300	bflo_20145
OG0003132	DROME12375	bflo_13312
OG0003135	DROME07491	bflo_11156
OG0003136	DROME17171	bflo_06361
OG0003137	DROME01904, DROME12782	bflo_13210
OG0003138	DROME18809	bflo_18045, bflo_24475
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	bflo_05963, bflo_05965
OG0003141	DROME21226, DROME21227	bflo_24349
OG0003142	DROME11840	bflo_06487
OG0003144	DROME13433	bflo_18077
OG0003145	DROME03862	bflo_16411
OG0003146	DROME01929	bflo_01499
OG0003147	DROME16290, DROME16289	bflo_10687
OG0003148	DROME18800, DROME18799	bflo_12082
OG0003149	DROME16606, DROME16608	bflo_05831, bflo_05830
OG0003150	DROME19300	bflo_21673
OG0003152	DROME17760	bflo_23595
OG0003153	DROME21845	bflo_13277
OG0003154	DROME05761	bflo_15309, bflo_20484, bflo_01436
OG0003156	DROME13943	bflo_27205
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	bflo_14340
OG0003158	DROME02271	bflo_02352
OG0003159	DROME05071	bflo_07057
OG0003160	DROME17382	bflo_09900
OG0003161	DROME12081	bflo_11644
OG0003164	DROME01606	bflo_15147
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	bflo_17531
OG0003169	DROME03939	bflo_05306, bflo_26358
OG0003171	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193	bflo_16716
OG0003172	DROME02195	bflo_19337
OG0003174	DROME21527, DROME21526, DROME21528	bflo_15477
OG0003175	DROME02106	bflo_02528, bflo_02529, bflo_02516
OG0003176	DROME19128	bflo_13138, bflo_13141, bflo_13521
OG0003178	DROME10286, DROME10285	bflo_21644
OG0003179	DROME19635	bflo_07971
OG0003180	DROME11167, DROME11166	bflo_03868
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	bflo_23833
OG0003182	DROME01632	bflo_13801
OG0003183	DROME05040, DROME05042, DROME05041	bflo_00612
OG0003184	DROME11152	bflo_07007
OG0003185	DROME08767, DROME08766	bflo_03286
OG0003188	DROME03250, DROME03249	bflo_05779
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	bflo_17966, bflo_17711
OG0003191	DROME09590	bflo_02395
OG0003193	DROME14192	bflo_22117
OG0003194	DROME19483	bflo_16541
OG0003197	DROME21048	bflo_21320
OG0003198	DROME07357	bflo_15180, bflo_14134, bflo_15182, bflo_09803, bflo_09477
OG0003199	DROME12668, DROME21725, DROME21726	bflo_11640
OG0003202	DROME05838, DROME05839	bflo_08512
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	bflo_00895
OG0003205	DROME06205, DROME06206	bflo_04278
OG0003206	DROME21836, DROME21837	bflo_14678, bflo_27134
OG0003207	DROME14952	bflo_11574
OG0003208	DROME13935, DROME13936, DROME12249	bflo_12238
OG0003210	DROME16773, DROME16774	bflo_16532
OG0003212	DROME16100	bflo_11237, bflo_11720
OG0003214	DROME00548	bflo_15011
OG0003215	DROME09352	bflo_23368
OG0003217	DROME21077	bflo_13097, bflo_13181
OG0003218	DROME08231, DROME08230	bflo_21266
OG0003219	DROME09373	bflo_14338
OG0003220	DROME11342, DROME11341	bflo_17426
OG0003221	DROME00225, DROME00224	bflo_01510
OG0003222	DROME18303, DROME18302, DROME18304	bflo_14038
OG0003223	DROME09209	bflo_13052
OG0003224	DROME09348, DROME09349, DROME09347	bflo_00958
OG0003225	DROME18849	bflo_08138
OG0003226	DROME19617, DROME08490	bflo_03250
OG0003228	DROME21008	bflo_11373
OG0003229	DROME01144	bflo_14282
OG0003230	DROME17741	bflo_10210
OG0003231	DROME19301	bflo_05723
OG0003235	DROME05661, DROME05663, DROME05662	bflo_14854
OG0003238	DROME10776	bflo_07377
OG0003251	DROME19769, DROME19768, DROME16949	bflo_12651
OG0003252	DROME18445	bflo_14795
OG0003254	DROME02901	bflo_05940
OG0003255	DROME06336	bflo_08217
OG0003257	DROME15418	bflo_05917, bflo_05925
OG0003261	DROME07634, DROME07633	bflo_01512, bflo_00495
OG0003262	DROME21043, DROME21045, DROME21044	bflo_20031
OG0003263	DROME09851	bflo_23703
OG0003264	DROME08076	bflo_04822
OG0003267	DROME01973, DROME01974, DROME02727	bflo_26847, bflo_07095
OG0003268	DROME20306	bflo_13173
OG0003269	DROME11682	bflo_23123
OG0003272	DROME19754, DROME19755, DROME00829	bflo_14266
OG0003275	DROME11988, DROME11987	bflo_13276
OG0003277	DROME07456	bflo_11010
OG0003279	DROME01016, DROME01017, DROME01018	bflo_14292
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	bflo_22362
OG0003282	DROME17686	bflo_05872
OG0003283	DROME12472	bflo_27041, bflo_12474
OG0003284	DROME06818	bflo_02462
OG0003286	DROME09199, DROME09198	bflo_23054
OG0003287	DROME04328, DROME08276	bflo_03086
OG0003288	DROME00366, DROME00364, DROME00365	bflo_14155
OG0003289	DROME20541, DROME20542	bflo_13357
OG0003290	DROME00517	bflo_07091
OG0003291	DROME20523	bflo_04904
OG0003293	DROME14676	bflo_00129
OG0003294	DROME01659, DROME01660	bflo_14576
OG0003296	DROME06822, DROME13531	bflo_21081
OG0003297	DROME19465	bflo_22943, bflo_27414
OG0003298	DROME08089	bflo_15165
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	bflo_25833
OG0003300	DROME16959	bflo_03067, bflo_03066
OG0003301	DROME18741	bflo_01141
OG0003302	DROME01480	bflo_07345
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	bflo_15649
OG0003304	DROME02914, DROME02913	bflo_18183, bflo_25914, bflo_18739
OG0003305	DROME13149	bflo_03407
OG0003306	DROME10136	bflo_11444, bflo_26999
OG0003307	DROME17313	bflo_07093
OG0003309	DROME19043, DROME19042	bflo_18723
OG0003311	DROME15213	bflo_01504
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	bflo_14212
OG0003316	DROME13200	bflo_24864
OG0003317	DROME19362	bflo_23280
OG0003318	DROME16706	bflo_11452
OG0003320	DROME12326	bflo_10097
OG0003327	DROME19734	bflo_15914
OG0003329	DROME10094, DROME10095	bflo_06538
OG0003330	DROME03252, DROME03251	bflo_05318
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	bflo_20334
OG0003333	DROME10886, DROME10885, DROME10884	bflo_03278
OG0003335	DROME18113, DROME18112	bflo_16036
OG0003336	DROME10919, DROME10920, DROME10917	bflo_16347
OG0003337	DROME15232	bflo_24672
OG0003340	DROME16534, DROME16533	bflo_00966
OG0003341	DROME01797	bflo_13784
OG0003343	DROME09151	bflo_21197
OG0003344	DROME04462, DROME04461	bflo_06379
OG0003346	DROME13869	bflo_22611, bflo_06286, bflo_15968, bflo_15971, bflo_15970, bflo_05737
OG0003347	DROME11879, DROME11880	bflo_18875
OG0003348	DROME02128	bflo_01497
OG0003349	DROME08306, DROME08305, DROME08304	bflo_08162
OG0003350	DROME00177, DROME00176	bflo_21636
OG0003352	DROME13172	bflo_26474, bflo_26477, bflo_08957
OG0003353	DROME11820, DROME11822, DROME11821	bflo_11091
OG0003354	DROME19858	bflo_00257
OG0003356	DROME15849	bflo_13961
OG0003357	DROME12029	bflo_10674
OG0003358	DROME16921	bflo_11374
OG0003359	DROME18758	bflo_09270
OG0003360	DROME20878, DROME20879	bflo_08028
OG0003361	DROME13197	bflo_21492
OG0003362	DROME08296	bflo_15019, bflo_27136
OG0003363	DROME10311, DROME10310, DROME10313, DROME10312	bflo_19624
OG0003364	DROME00064	bflo_03561
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	bflo_23663
OG0003367	DROME12239	bflo_03392, bflo_03276, bflo_03820, bflo_16550, bflo_25315
OG0003368	DROME16106, DROME16107	bflo_08973
OG0003370	DROME12377, DROME12378	bflo_05182
OG0003371	DROME09945, DROME09943, DROME09944, DROME09946	bflo_14039
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	bflo_25213
OG0003374	DROME06476, DROME06475, DROME06474	bflo_01562
OG0003375	DROME21029	bflo_05681
OG0003376	DROME16130, DROME16131, DROME16129	bflo_05753
OG0003377	DROME20606	bflo_09240, bflo_09241
OG0003378	DROME18533	bflo_09811
OG0003380	DROME14333	bflo_20421
OG0003381	DROME10051	bflo_09923
OG0003384	DROME17249, DROME17250	bflo_10672
OG0003386	DROME07039, DROME07040, DROME07041	bflo_24755
OG0003388	DROME11674, DROME19363	bflo_08160
OG0003392	DROME11355	bflo_04347
OG0003394	DROME14094	bflo_00632
OG0003396	DROME21609	bflo_03372
OG0003401	DROME10424	bflo_15561, bflo_16225, bflo_04587, bflo_04585
OG0003419	DROME18310	bflo_19082
OG0003421	DROME04908, DROME07137, DROME07651	bflo_14823
OG0003422	DROME04814	bflo_15120
OG0003425	DROME11464, DROME11465, DROME11463	bflo_06597
OG0003426	DROME12495	bflo_17220
OG0003429	DROME10811, DROME14963, DROME10812	bflo_03695
OG0003430	DROME19610, DROME04057	bflo_10656
OG0003431	DROME13747	bflo_18771
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	bflo_22519
OG0003434	DROME00166, DROME15353	bflo_00872
OG0003437	DROME09807	bflo_23416
OG0003439	DROME16821	bflo_21650
OG0003443	DROME18500	bflo_23995
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	bflo_03457
OG0003448	DROME02828, DROME02829, DROME02830	bflo_13876
OG0003450	DROME03280	bflo_14312
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	bflo_09208
OG0003453	DROME19225	bflo_09284
OG0003454	DROME10067	bflo_18619
OG0003456	DROME19556	bflo_23918
OG0003457	DROME06510, DROME06508, DROME06509	bflo_01506
OG0003458	DROME04148	bflo_05669
OG0003458	DROME16139	bflo_03987
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	bflo_13470
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	bflo_16240
OG0003461	DROME17474, DROME21694	bflo_10235
OG0003462	DROME00239	bflo_15758
OG0003463	DROME20444	bflo_24804
OG0003464	DROME06231	bflo_22976
OG0003465	DROME04464	bflo_16970
OG0003466	DROME16278	bflo_09344
OG0003467	DROME06043, DROME06042	bflo_12624
OG0003468	DROME01968	bflo_18674
OG0003470	DROME13653	bflo_06693
OG0003472	DROME09631, DROME09633	bflo_14735
OG0003473	DROME00049	bflo_23011
OG0003475	DROME02190	bflo_17402
OG0003477	DROME12317	bflo_05188
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	bflo_05169
OG0003479	DROME13645	bflo_11660
OG0003481	DROME01114	bflo_15888
OG0003482	DROME08487	bflo_09842
OG0003483	DROME09876, DROME09877	bflo_15095
OG0003487	DROME12571	bflo_10772
OG0003489	DROME01312	bflo_02309
OG0003491	DROME11698	bflo_22547
OG0003492	DROME17943	bflo_06984
OG0003493	DROME09294	bflo_25210
OG0003496	DROME03124	bflo_14755
OG0003497	DROME08732	bflo_06218
OG0003498	DROME13034, DROME13035	bflo_01724
OG0003499	DROME14561	bflo_23661
OG0003500	DROME04015, DROME00982	bflo_07514
OG0003501	DROME13347, DROME13346, DROME13348	bflo_25164
OG0003502	DROME19567, DROME14375	bflo_20275
OG0003503	DROME17101, DROME17102	bflo_23296
OG0003504	DROME06794	bflo_23302
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	bflo_12682
OG0003506	DROME18707	bflo_15168
OG0003507	DROME14387, DROME14388	bflo_26224
OG0003508	DROME15658	bflo_14628
OG0003509	DROME21960, DROME21962, DROME21961	bflo_24353
OG0003513	DROME08556	bflo_18565
OG0003515	DROME21652	bflo_14188
OG0003518	DROME08309	bflo_25746
OG0003519	DROME06802	bflo_18795
OG0003520	DROME21807, DROME02028	bflo_10704
OG0003523	DROME16368	bflo_24396
OG0003524	DROME09643, DROME09639, DROME09640	bflo_24392
OG0003526	DROME05107	bflo_05929
OG0003527	DROME03645	bflo_21741
OG0003528	DROME21047, DROME06070	bflo_17528
OG0003530	DROME12252	bflo_14631
OG0003531	DROME21993	bflo_24099
OG0003532	DROME08605	bflo_09668
OG0003533	DROME04480, DROME04479, DROME04481	bflo_12390
OG0003535	DROME12323, DROME12324, DROME12325	bflo_09980
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	bflo_06440
OG0003538	DROME20330	bflo_15185
OG0003539	DROME09387, DROME09386	bflo_11094
OG0003541	DROME10049, DROME10048	bflo_13586
OG0003543	DROME18669	bflo_03236
OG0003544	DROME05896	bflo_07217
OG0003545	DROME08949	bflo_23382
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	bflo_10227
OG0003548	DROME15072	bflo_09354
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	bflo_00232
OG0003551	DROME18271, DROME18270, DROME16713	bflo_25362
OG0003552	DROME18554, DROME18555	bflo_16108
OG0003553	DROME17708	bflo_08891
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	bflo_10753
OG0003554	DROME19695	bflo_21018
OG0003556	DROME06703, DROME06702	bflo_06642
OG0003558	DROME06037	bflo_04064
OG0003560	DROME18173	bflo_11890
OG0003561	DROME10510	bflo_04334
OG0003562	DROME12847, DROME12848	bflo_01200
OG0003564	DROME16736	bflo_09292
OG0003566	DROME08493, DROME08492	bflo_03002
OG0003567	DROME20360, DROME20359	bflo_04792
OG0003568	DROME08773	bflo_20229
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	bflo_11253
OG0003570	DROME14267, DROME14246	bflo_26249
OG0003571	DROME19608	bflo_05241
OG0003573	DROME07521	bflo_20068
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	bflo_00343
OG0003578	DROME16703	bflo_20566, bflo_14712
OG0003579	DROME17312	bflo_07074
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	bflo_18883, bflo_18884
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	bflo_10944
OG0003584	DROME18930	bflo_24324
OG0003597	DROME16622, DROME16621	bflo_10323
OG0003599	DROME08018	bflo_06072
OG0003603	DROME05424	bflo_23649
OG0003604	DROME19568	bflo_20404
OG0003610	DROME07982, DROME07983	bflo_01164
OG0003611	DROME17638	bflo_09170
OG0003613	DROME00856	bflo_12262
OG0003615	DROME16618, DROME16617	bflo_26275
OG0003618	DROME15284, DROME15283	bflo_01473
OG0003619	DROME13589, DROME13590	bflo_14248
OG0003620	DROME17770	bflo_25025
OG0003621	DROME13714, DROME13715, DROME13713	bflo_04483, bflo_26752
OG0003623	DROME01675	bflo_10738
OG0003624	DROME12696	bflo_11072
OG0003629	DROME03564	bflo_22183
OG0003630	DROME06784	bflo_20004
OG0003631	DROME07363	bflo_23468
OG0003632	DROME18545	bflo_03937
OG0003634	DROME03378	bflo_24973
OG0003635	DROME04946	bflo_07120, bflo_14711
OG0003638	DROME16659	bflo_17869
OG0003639	DROME16964	bflo_21388, bflo_21692
OG0003641	DROME01116	bflo_13272
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	bflo_04341
OG0003644	DROME00616	bflo_16458
OG0003645	DROME12178	bflo_14727
OG0003646	DROME09249, DROME09250	bflo_03551
OG0003647	DROME16616	bflo_06536
OG0003649	DROME12148, DROME12149	bflo_06468
OG0003650	DROME10934, DROME10933	bflo_21715
OG0003655	DROME13069, DROME13070	bflo_17616
OG0003656	DROME14867, DROME14868, DROME19174	bflo_08293
OG0003657	DROME04619	bflo_00252
OG0003658	DROME07032	bflo_00698
OG0003659	DROME09855	bflo_02419
OG0003660	DROME02231, DROME02233, DROME02232	bflo_07809
OG0003661	DROME07051	bflo_26559, bflo_21119
OG0003664	DROME05104	bflo_23017, bflo_23489
OG0003666	DROME11426	bflo_11627, bflo_27012
OG0003667	DROME18793, DROME18792, DROME03291	bflo_20479
OG0003668	DROME15022, DROME15023	bflo_06147
OG0003669	DROME05487	bflo_25341
OG0003671	DROME13120	bflo_09735
OG0003672	DROME03649	bflo_23403
OG0003676	DROME05478	bflo_15747
OG0003677	DROME10098	bflo_19132
OG0003678	DROME20450	bflo_25551
OG0003679	DROME02313	bflo_02036, bflo_13294
OG0003680	DROME01384	bflo_01532
OG0003681	DROME08680, DROME08681	bflo_03957
OG0003682	DROME12564	bflo_07489
OG0003686	DROME06762	bflo_12834
OG0003687	DROME12601	bflo_19027
OG0003690	DROME00439	bflo_13292
OG0003692	DROME11124	bflo_09441
OG0003693	DROME08115	bflo_11485
OG0003694	DROME12215, DROME12216	bflo_07368
OG0003695	DROME01947	bflo_16279
OG0003696	DROME10156	bflo_11319
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	bflo_23717
OG0003698	DROME17520	bflo_10629
OG0003700	DROME01181, DROME01182	bflo_22951
OG0003701	DROME18636, DROME18637	bflo_01336
OG0003703	DROME15370	bflo_03241
OG0003704	DROME02181, DROME02180	bflo_06360
OG0003707	DROME04303	bflo_05223
OG0003708	DROME12282, DROME12281	bflo_17394
OG0003709	DROME13668, DROME18688	bflo_13931
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	bflo_18086
OG0003712	DROME10970	bflo_23878
OG0003713	DROME05410	bflo_02056
OG0003714	DROME02517	bflo_24976, bflo_27475
OG0003716	DROME18657	bflo_24004
OG0003717	DROME10046	bflo_01566
OG0003718	DROME01297	bflo_02164
OG0003719	DROME14563	bflo_04239
OG0003720	DROME17484	bflo_16565
OG0003721	DROME09052	bflo_09733
OG0003722	DROME05995	bflo_16670
OG0003729	DROME04356, DROME06341	bflo_02888
OG0003731	DROME02907	bflo_09228
OG0003732	DROME10070	bflo_21803
OG0003733	DROME00230	bflo_25583
OG0003734	DROME19430	bflo_15650
OG0003735	DROME19631	bflo_17363
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	bflo_15994
OG0003738	DROME11561, DROME11562	bflo_23120, bflo_23509
OG0003740	DROME01620	bflo_09974
OG0003741	DROME14002, DROME20156	bflo_10194
OG0003742	DROME17331, DROME17332	bflo_00933
OG0003743	DROME13785	bflo_17350
OG0003744	DROME08150	bflo_11052
OG0003745	DROME20574, DROME20575	bflo_13758, bflo_07859
OG0003746	DROME01977	bflo_18735
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	bflo_06649
OG0003748	DROME01784	bflo_12393
OG0003749	DROME18502, DROME18501	bflo_09949, bflo_09953
OG0003750	DROME15590	bflo_14314
OG0003753	DROME12522, DROME12521, DROME12523	bflo_22685
OG0003754	DROME08228, DROME08227	bflo_10581
OG0003755	DROME10789, DROME20093, DROME20094	bflo_20955
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	bflo_13745
OG0003759	DROME06383	bflo_25051
OG0003761	DROME14154, DROME16436	bflo_07994
OG0003764	DROME21578	bflo_23348
OG0003767	DROME02791	bflo_13723, bflo_13725, bflo_13724
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	bflo_13838
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	bflo_23473
OG0003773	DROME05209	bflo_23068
OG0003776	DROME09504, DROME16551	bflo_19353
OG0003777	DROME18238, DROME18237, DROME18236	bflo_05355
OG0003778	DROME13171	bflo_03437
OG0003779	DROME17898	bflo_10120
OG0003794	DROME03810, DROME03820	bflo_12963
OG0003795	DROME10754, DROME10753, DROME10755	bflo_11372
OG0003798	DROME12695	bflo_17437
OG0003803	DROME02481, DROME02482	bflo_25196
