Orthogroup	DROME	MOUSE
OG0002057	DROME04633	MOUSE09785, MOUSE09786, MOUSE09783, MOUSE09782, MOUSE09781, MOUSE09784
OG0002059	DROME20230, DROME20232, DROME20229, DROME20231	MOUSE47445, MOUSE47444, MOUSE47441, MOUSE47442, MOUSE47440, MOUSE47443, MOUSE37113, MOUSE37112, MOUSE37114, MOUSE37111, MOUSE37110
OG0002060	DROME09129, DROME09133, DROME09132, DROME09130, DROME09131	MOUSE07891, MOUSE03073, MOUSE07888, MOUSE07889, MOUSE03075, MOUSE03076, MOUSE03072, MOUSE03074
OG0002061	DROME17109, DROME17110	MOUSE48023
OG0002062	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604	MOUSE51397, MOUSE51398, MOUSE48678
OG0002063	DROME00486, DROME00487	MOUSE03566
OG0002064	DROME00620	MOUSE49906, MOUSE49707, MOUSE18636, MOUSE18635, MOUSE07468
OG0002066	DROME10594	MOUSE06719, MOUSE13655, MOUSE13654
OG0002067	DROME21628	MOUSE15032, MOUSE15033
OG0002068	DROME17295	MOUSE07189, MOUSE07190, MOUSE07187, MOUSE08132, MOUSE07188, MOUSE42750, MOUSE42749
OG0002069	DROME14513	MOUSE13689, MOUSE28478, MOUSE28477
OG0002070	DROME01105, DROME01106	MOUSE31406, MOUSE31407, MOUSE31405, MOUSE25841, MOUSE25840
OG0002072	DROME11499	MOUSE17001, MOUSE16997, MOUSE17002, MOUSE16998, MOUSE17000, MOUSE16999
OG0002072	DROME00915, DROME00916	MOUSE17003
OG0002073	DROME02887, DROME17696	MOUSE19174, MOUSE52965, MOUSE52962, MOUSE52964, MOUSE27918, MOUSE27919
OG0002074	DROME01991, DROME01990, DROME21599	MOUSE39385, MOUSE39384
OG0002075	DROME15499	MOUSE18816, MOUSE18815, MOUSE07819, MOUSE07821
OG0002076	DROME15179, DROME15178	MOUSE02520, MOUSE02519, MOUSE02521, MOUSE52995, MOUSE52996, MOUSE52994, MOUSE52993, MOUSE02518
OG0002077	DROME13449, DROME13454, DROME13450, DROME13452, DROME13453, DROME13455, DROME13451, DROME13448, DROME13443, DROME13445, DROME13447, DROME13446, DROME13444	MOUSE05294, MOUSE05295, MOUSE25091, MOUSE25093, MOUSE25092
OG0002078	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265	MOUSE05885, MOUSE05884, MOUSE05886
OG0002079	DROME05628	MOUSE48747, MOUSE53978, MOUSE53979, MOUSE53980, MOUSE53981, MOUSE04036, MOUSE53982
OG0002080	DROME04483, DROME04484, DROME04485	MOUSE37386, MOUSE04894
OG0002081	DROME20778	MOUSE13034, MOUSE13036, MOUSE13035
OG0002085	DROME18248	MOUSE20147, MOUSE20144, MOUSE20151, MOUSE20143, MOUSE20148, MOUSE20152, MOUSE20145, MOUSE20149, MOUSE20146, MOUSE20153, MOUSE03063, MOUSE03062, MOUSE07901, MOUSE07902
OG0002086	DROME13913, DROME13914	MOUSE27692, MOUSE27694, MOUSE27695, MOUSE27691, MOUSE27696, MOUSE29306, MOUSE27693, MOUSE17500, MOUSE17495, MOUSE17496, MOUSE17497, MOUSE17499
OG0002087	DROME20417, DROME20418	MOUSE25833, MOUSE25831
OG0002088	DROME13167, DROME13168	MOUSE47025, MOUSE47028, MOUSE47027, MOUSE47029, MOUSE47030, MOUSE47026
OG0002090	DROME21229	MOUSE17662, MOUSE17663, MOUSE17664, MOUSE17659, MOUSE17658, MOUSE17656, MOUSE17657
OG0002091	DROME17168, DROME17169, DROME17167, DROME17170	MOUSE38268, MOUSE46263, MOUSE38267, MOUSE38266, MOUSE46260, MOUSE46261, MOUSE46259, MOUSE46262, MOUSE46258
OG0002093	DROME10388	MOUSE18327, MOUSE18329, MOUSE18330, MOUSE18328, MOUSE18326, MOUSE18333, MOUSE18334, MOUSE18332, MOUSE18331
OG0002095	DROME02416, DROME02415	MOUSE03259, MOUSE36432, MOUSE44482, MOUSE44483, MOUSE44484
OG0002097	DROME08772, DROME08771	MOUSE15657, MOUSE54499, MOUSE54500
OG0002099	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013	MOUSE28563, MOUSE28564, MOUSE28565, MOUSE28567
OG0002100	DROME20043	MOUSE04559, MOUSE04560, MOUSE04561, MOUSE46339, MOUSE46338, MOUSE46341, MOUSE46340
OG0002101	DROME06706, DROME06705, DROME16968	MOUSE33077
OG0002103	DROME11171, DROME20108	MOUSE20414, MOUSE20410, MOUSE20412, MOUSE20409, MOUSE54925, MOUSE54926, MOUSE54896, MOUSE54898, MOUSE54897, MOUSE54910, MOUSE54909, MOUSE20413
OG0002104	DROME01971, DROME01970	MOUSE48998, MOUSE48996, MOUSE48997, MOUSE48995
OG0002105	DROME17111	MOUSE47020, MOUSE47023, MOUSE47022, MOUSE47021, MOUSE47017, MOUSE47019, MOUSE41993, MOUSE47024, MOUSE47018, MOUSE41994
OG0002106	DROME18977	MOUSE17554, MOUSE17555
OG0002107	DROME12159	MOUSE46729
OG0002108	DROME07243, DROME07242	MOUSE03039, MOUSE03038, MOUSE03040, MOUSE38597, MOUSE08045, MOUSE08046, MOUSE08053, MOUSE08047, MOUSE08052
OG0002112	DROME12499	MOUSE20702, MOUSE20704, MOUSE20703, MOUSE51833, MOUSE51835, MOUSE30617, MOUSE30616, MOUSE30615
OG0002122	DROME15052	MOUSE03261, MOUSE03260, MOUSE44480, MOUSE44478, MOUSE44481, MOUSE44479
OG0002123	DROME20895, DROME02760	MOUSE34389, MOUSE34390, MOUSE21500, MOUSE21501, MOUSE29244, MOUSE29245, MOUSE29243
OG0002125	DROME20833, DROME20832, DROME20829, DROME20830, DROME20831, DROME20834, DROME20835	MOUSE53589, MOUSE53590
OG0002127	DROME04070, DROME05393	MOUSE23127, MOUSE23128, MOUSE23129
OG0002131	DROME03421, DROME03420	MOUSE09756, MOUSE09757
OG0002134	DROME02377	MOUSE49717, MOUSE49716, MOUSE32089, MOUSE32087, MOUSE32088, MOUSE32086, MOUSE32090
OG0002135	DROME20033, DROME20034, DROME20032, DROME17825	MOUSE34329, MOUSE30938, MOUSE30939, MOUSE00694, MOUSE00693, MOUSE00692
OG0002137	DROME20125	MOUSE18711, MOUSE18712
OG0002137	DROME03541	MOUSE29904
OG0002138	DROME17634	MOUSE01905, MOUSE01904, MOUSE01903
OG0002139	DROME01483	MOUSE24532, MOUSE24533, MOUSE08230
OG0002141	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206	MOUSE13011, MOUSE13010, MOUSE13014, MOUSE13012
OG0002142	DROME05472, DROME05474, DROME05473	MOUSE01560
OG0002143	DROME03802, DROME03800, DROME03799, DROME03803, DROME03804, DROME03801	MOUSE44901, MOUSE33005, MOUSE33008, MOUSE33004, MOUSE33006, MOUSE44900, MOUSE44899, MOUSE33003, MOUSE33007
OG0002144	DROME15087, DROME15088, DROME15089	MOUSE46268, MOUSE46272, MOUSE46269, MOUSE46270, MOUSE46273, MOUSE37668, MOUSE37669, MOUSE37671, MOUSE37670, MOUSE37667
OG0002146	DROME20089	MOUSE52841, MOUSE39181, MOUSE39182, MOUSE39180, MOUSE52839, MOUSE52840, MOUSE39184
OG0002147	DROME18735, DROME18736	MOUSE41378, MOUSE41377, MOUSE41376, MOUSE29550, MOUSE29549, MOUSE29548, MOUSE29546, MOUSE29547
OG0002148	DROME16614	MOUSE27469
OG0002148	DROME20422	MOUSE03114, MOUSE03113
OG0002150	DROME15137	MOUSE44820, MOUSE18524
OG0002151	DROME14316	MOUSE06320, MOUSE06321
OG0002152	DROME10626	MOUSE17241, MOUSE17240, MOUSE17239, MOUSE17238
OG0002155	DROME08485	MOUSE38014, MOUSE40891, MOUSE40892, MOUSE40893
OG0002156	DROME12292	MOUSE48218, MOUSE48219, MOUSE48217
OG0002157	DROME18538, DROME18535, DROME18537, DROME18536, DROME18539	MOUSE38584, MOUSE38583
OG0002158	DROME08010	MOUSE09191
OG0002159	DROME17743, DROME17744	MOUSE44407, MOUSE42237, MOUSE42235, MOUSE42236, MOUSE42238
OG0002160	DROME12795	MOUSE54347, MOUSE07191, MOUSE54345, MOUSE51210, MOUSE54346
OG0002163	DROME16612, DROME16611	MOUSE02128, MOUSE44346, MOUSE02129, MOUSE23572
OG0002166	DROME06834, DROME06833	MOUSE37785, MOUSE38261, MOUSE38260, MOUSE38262, MOUSE46516, MOUSE46517
OG0002167	DROME18309, DROME18308, DROME18307, DROME18306	MOUSE02861, MOUSE19225, MOUSE47991, MOUSE47990
OG0002168	DROME20356	MOUSE13726, MOUSE13725
OG0002168	DROME07753	MOUSE40358, MOUSE40357
OG0002169	DROME16101	MOUSE40487, MOUSE20963
OG0002170	DROME18118, DROME08334	MOUSE19547, MOUSE42281, MOUSE42282
OG0002171	DROME01331	MOUSE28471, MOUSE28467, MOUSE28466, MOUSE28468, MOUSE28472
OG0002172	DROME16091	MOUSE47319, MOUSE47320, MOUSE15799, MOUSE15798
OG0002173	DROME01352	MOUSE09967
OG0002173	DROME18848	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800
OG0002175	DROME15015	MOUSE25597, MOUSE25595, MOUSE25596, MOUSE25598
OG0002176	DROME11990	MOUSE42061, MOUSE42062, MOUSE42060, MOUSE42063, MOUSE27197, MOUSE27200
OG0002177	DROME06974, DROME06976, DROME06975	MOUSE00009, MOUSE43267, MOUSE43269, MOUSE43268, MOUSE43270, MOUSE00008, MOUSE00007, MOUSE00006, MOUSE07397, MOUSE07396
OG0002179	DROME10648, DROME10649	MOUSE18348, MOUSE18349
OG0002180	DROME10251, DROME10250, DROME10248, DROME10249, DROME10252	MOUSE21620
OG0002182	DROME12410	MOUSE39072, MOUSE39068, MOUSE31068, MOUSE31072, MOUSE31070, MOUSE31069, MOUSE31073, MOUSE39065, MOUSE39062, MOUSE39061, MOUSE39064, MOUSE39071, MOUSE39070, MOUSE39069
OG0002184	DROME09706, DROME09707	MOUSE10380, MOUSE10379, MOUSE10381, MOUSE48915, MOUSE48914, MOUSE48916, MOUSE10382
OG0002185	DROME03508, DROME03506	MOUSE49434, MOUSE49435, MOUSE49415
OG0002187	DROME02679, DROME18572	MOUSE25447, MOUSE25445, MOUSE25446
OG0002188	DROME16936	MOUSE22432
OG0002189	DROME00632	MOUSE51745, MOUSE51746, MOUSE51743
OG0002190	DROME10141, DROME10140	MOUSE42846, MOUSE42845, MOUSE50944, MOUSE50942, MOUSE50941, MOUSE50943, MOUSE50945, MOUSE50947, MOUSE15990, MOUSE15989, MOUSE15988
OG0002191	DROME00418	MOUSE53252, MOUSE53251, MOUSE53250, MOUSE14735, MOUSE26315, MOUSE26313
OG0002192	DROME08748, DROME08749, DROME08746, DROME08740	MOUSE17111, MOUSE17112, MOUSE17113, MOUSE04762
OG0002192	DROME20256	MOUSE33878
OG0002196	DROME00892	MOUSE00860, MOUSE00859, MOUSE00856, MOUSE00857, MOUSE00858
OG0002201	DROME05210	MOUSE49609, MOUSE09232, MOUSE09233
OG0002212	DROME01495, DROME01494	MOUSE33303, MOUSE10238
OG0002213	DROME03210	MOUSE24480, MOUSE24483, MOUSE24482, MOUSE24481, MOUSE24479, MOUSE24484
OG0002214	DROME21543, DROME21539, DROME21540, DROME21542, DROME21541	MOUSE40498, MOUSE40499, MOUSE21448, MOUSE21449, MOUSE21447, MOUSE47946, MOUSE47945, MOUSE47947
OG0002217	DROME12049, DROME12050, DROME12047, DROME12048, DROME12051, DROME12045, DROME07473, DROME14498, DROME00688, DROME00689	MOUSE27976, MOUSE27972, MOUSE27973
OG0002218	DROME01993	MOUSE27635, MOUSE27633, MOUSE27632, MOUSE27637, MOUSE27636, MOUSE27631, MOUSE27630, MOUSE27634, MOUSE27629, MOUSE32914, MOUSE32915
OG0002221	DROME10875, DROME10876	MOUSE04128, MOUSE04129, MOUSE04127, MOUSE41700, MOUSE41701, MOUSE33775, MOUSE33774
OG0002222	DROME06941	MOUSE23109, MOUSE23108, MOUSE23107, MOUSE23105, MOUSE23104
OG0002223	DROME03530	MOUSE23432, MOUSE23433, MOUSE23434, MOUSE02308, MOUSE02307, MOUSE02309
OG0002224	DROME11780, DROME11781, DROME11779, DROME08782, DROME08783, DROME08784	MOUSE11430, MOUSE11429, MOUSE02849, MOUSE02852, MOUSE02848
OG0002225	DROME17292, DROME17293, DROME17294	MOUSE43379, MOUSE43380, MOUSE43381, MOUSE43383, MOUSE43382, MOUSE20117
OG0002226	DROME09270	MOUSE48785, MOUSE48782, MOUSE48781, MOUSE48783, MOUSE36591, MOUSE36592, MOUSE48779, MOUSE48784
OG0002227	DROME08754, DROME08753	MOUSE13859, MOUSE13857
OG0002228	DROME20233, DROME09088	MOUSE06220, MOUSE06221, MOUSE06216, MOUSE06218, MOUSE06219, MOUSE06215, MOUSE06222, MOUSE06217, MOUSE44273, MOUSE44272
OG0002229	DROME19744	MOUSE15295
OG0002231	DROME05022, DROME05021	MOUSE54580, MOUSE54579, MOUSE54583, MOUSE54582, MOUSE54577, MOUSE54581, MOUSE54578
OG0002233	DROME20355, DROME20354, DROME14932, DROME14933	MOUSE53746
OG0002235	DROME19571	MOUSE40368, MOUSE40366, MOUSE09547, MOUSE12842
OG0002236	DROME15247	MOUSE28803, MOUSE28802, MOUSE21593, MOUSE21594
OG0002237	DROME08069, DROME08068	MOUSE34193, MOUSE50135, MOUSE50134, MOUSE50133, MOUSE00564, MOUSE00563
OG0002239	DROME02338, DROME02339	MOUSE44568, MOUSE13262
OG0002240	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993	MOUSE15586, MOUSE15589, MOUSE15588, MOUSE15590, MOUSE15587
OG0002241	DROME11351, DROME20942, DROME20943	MOUSE02699, MOUSE02698, MOUSE17626
OG0002241	DROME14677	MOUSE05619
OG0002243	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551	MOUSE03354, MOUSE40581, MOUSE40583
OG0002244	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381	MOUSE54636, MOUSE54635, MOUSE54634, MOUSE54633
OG0002246	DROME20742	MOUSE44548, MOUSE44547, MOUSE30817, MOUSE30816, MOUSE13275, MOUSE13274, MOUSE13273, MOUSE13272
OG0002249	DROME04220	MOUSE40036, MOUSE40034, MOUSE40035, MOUSE09411, MOUSE01577, MOUSE01578
OG0002251	DROME21900	MOUSE36973
OG0002251	DROME08201, DROME08200, DROME08199, DROME08202	MOUSE36972, MOUSE47801, MOUSE47800
OG0002252	DROME12224	MOUSE41828, MOUSE41826, MOUSE06430, MOUSE17174, MOUSE17173
OG0002253	DROME20279	MOUSE07418
OG0002255	DROME08255	MOUSE43703, MOUSE43704, MOUSE43705, MOUSE28848
OG0002256	DROME15983, DROME15985, DROME15984, DROME15981, DROME15982, DROME15980	MOUSE42532
OG0002257	DROME06529	MOUSE18627, MOUSE27486, MOUSE27485, MOUSE27484, MOUSE27487
OG0002258	DROME01179, DROME01180, DROME03335	MOUSE35964, MOUSE35966, MOUSE35968, MOUSE35967, MOUSE35969
OG0002259	DROME06618, DROME06619, DROME21171, DROME21170	MOUSE04521, MOUSE04523, MOUSE02703, MOUSE02702, MOUSE02705, MOUSE04522
OG0002260	DROME14297, DROME14296, DROME14298, DROME14300, DROME14299, DROME14295	MOUSE24753, MOUSE07667
OG0002261	DROME02617	MOUSE38705, MOUSE38702, MOUSE38703, MOUSE38700, MOUSE38701, MOUSE38699
OG0002262	DROME20107, DROME20103, DROME20106, DROME20105, DROME20104	MOUSE05200, MOUSE39751, MOUSE15494, MOUSE15493
OG0002263	DROME07437	MOUSE52252, MOUSE52251, MOUSE52253, MOUSE52250
OG0002264	DROME18761	MOUSE53985, MOUSE53983, MOUSE53986, MOUSE53984, MOUSE33892, MOUSE33894
OG0002265	DROME10782	MOUSE47642, MOUSE47641, MOUSE47643, MOUSE13611
OG0002266	DROME16417, DROME16419, DROME16420, DROME16416, DROME16418	MOUSE05060, MOUSE05059, MOUSE05062, MOUSE05061
OG0002268	DROME04571, DROME04570, DROME04569, DROME04572	MOUSE08730, MOUSE08729
OG0002270	DROME13109	MOUSE14390, MOUSE14389
OG0002271	DROME08491	MOUSE53745, MOUSE53743, MOUSE03438, MOUSE03437, MOUSE29699, MOUSE29700, MOUSE29696, MOUSE53744
OG0002272	DROME16098	MOUSE13967, MOUSE13968
OG0002274	DROME06566	MOUSE46547, MOUSE46546, MOUSE46544, MOUSE46545, MOUSE38027, MOUSE38025
OG0002275	DROME07558, DROME07557, DROME07561, DROME07559, DROME07555, DROME07554, DROME07560, DROME07556	MOUSE06670, MOUSE06671, MOUSE34141, MOUSE34140, MOUSE28678, MOUSE13364
OG0002278	DROME01800, DROME01801	MOUSE07574, MOUSE07575, MOUSE07569, MOUSE07578, MOUSE07577, MOUSE07576, MOUSE43186, MOUSE07570, MOUSE07571, MOUSE07572, MOUSE07573, MOUSE07568
OG0002279	DROME12023	MOUSE21806, MOUSE21808, MOUSE13086, MOUSE13084, MOUSE13087, MOUSE21805, MOUSE21804, MOUSE21807, MOUSE13085
OG0002280	DROME09572	MOUSE34276, MOUSE34275, MOUSE00618, MOUSE34277, MOUSE34274
OG0002281	DROME19826, DROME19827	MOUSE48367, MOUSE21171, MOUSE27875, MOUSE27874
OG0002282	DROME01014	MOUSE17776, MOUSE48796
OG0002283	DROME12467	MOUSE00864, MOUSE00865, MOUSE48203, MOUSE48202, MOUSE48201, MOUSE48200, MOUSE48205, MOUSE48204
OG0002284	DROME05630	MOUSE09416, MOUSE09417, MOUSE09415, MOUSE33393, MOUSE33390, MOUSE33391, MOUSE33387
OG0002286	DROME21403	MOUSE18090
OG0002287	DROME11553, DROME11555, DROME11551, DROME11552, DROME11554	MOUSE29102, MOUSE29101, MOUSE19002
OG0002288	DROME04961, DROME04960	MOUSE31538, MOUSE31539, MOUSE03433, MOUSE03434, MOUSE03435, MOUSE03432
OG0002289	DROME18311	MOUSE47486, MOUSE47485, MOUSE54572, MOUSE04047
OG0002292	DROME14281	MOUSE11397, MOUSE11396, MOUSE11395
OG0002293	DROME17161	MOUSE55312, MOUSE55313, MOUSE55311, MOUSE55310, MOUSE34092, MOUSE34091, MOUSE34090, MOUSE34089, MOUSE34088, MOUSE00182
OG0002294	DROME20817, DROME17002, DROME17003, DROME22093, DROME02763	MOUSE09806, MOUSE09805, MOUSE40046, MOUSE40045, MOUSE40041, MOUSE40043, MOUSE40044, MOUSE40039, MOUSE40040, MOUSE40042, MOUSE40038, MOUSE40037
OG0002295	DROME12214	MOUSE10420
OG0002296	DROME17890	MOUSE21048, MOUSE21047
OG0002312	DROME13329, DROME13331, DROME13332, DROME13330	MOUSE46827, MOUSE19412, MOUSE19411
OG0002316	DROME15000, DROME15001	MOUSE34051, MOUSE55306, MOUSE55305, MOUSE55307, MOUSE55308
OG0002317	DROME19699, DROME19700	MOUSE07518, MOUSE07517, MOUSE43232, MOUSE43230, MOUSE43231, MOUSE49950, MOUSE20177
OG0002318	DROME10080	MOUSE48920
OG0002319	DROME00109	MOUSE29417, MOUSE54442, MOUSE29415, MOUSE29414, MOUSE29413, MOUSE29416, MOUSE29412
OG0002320	DROME00593, DROME00595, DROME00594, DROME01888, DROME00596, DROME00468, DROME00469, DROME10767, DROME00038, DROME00304, DROME00765, DROME00764, DROME00042, DROME00043	MOUSE50959, MOUSE17364
OG0002321	DROME20195	MOUSE40396
OG0002324	DROME12479	MOUSE38970, MOUSE38971, MOUSE38972, MOUSE38969
OG0002325	DROME00088	MOUSE43512, MOUSE43505, MOUSE43514, MOUSE43507, MOUSE43511, MOUSE43502, MOUSE43509, MOUSE43510, MOUSE43503, MOUSE43513, MOUSE43519, MOUSE43515, MOUSE43516, MOUSE43506, MOUSE17400, MOUSE17399
OG0002326	DROME14169, DROME14168, DROME14170	MOUSE07382, MOUSE07383, MOUSE00010
OG0002327	DROME11958, DROME13738, DROME13737	MOUSE54331, MOUSE48336, MOUSE11268, MOUSE11270
OG0002329	DROME08481, DROME08482, DROME08483, DROME08484	MOUSE09229, MOUSE09230, MOUSE49607, MOUSE49606
OG0002331	DROME02521, DROME02520, DROME02522, DROME02523	MOUSE28866, MOUSE28864, MOUSE28867, MOUSE28865, MOUSE28868, MOUSE19883, MOUSE19884, MOUSE19889, MOUSE19885, MOUSE19888
OG0002332	DROME03257, DROME03259, DROME03258	MOUSE36884, MOUSE36885, MOUSE40574, MOUSE40576, MOUSE40575
OG0002334	DROME10869, DROME10870	MOUSE13363, MOUSE15737, MOUSE15736, MOUSE15739, MOUSE15738
OG0002335	DROME21269, DROME21268, DROME21267, DROME21270, DROME21271	MOUSE18926, MOUSE18923, MOUSE18928, MOUSE18934, MOUSE18933, MOUSE18930, MOUSE18935, MOUSE18921, MOUSE18924, MOUSE18927, MOUSE18932, MOUSE18929, MOUSE18931, MOUSE18922
OG0002336	DROME15876	MOUSE13088, MOUSE21803, MOUSE54038, MOUSE54037
OG0002337	DROME12455, DROME12454, DROME12456	MOUSE37555, MOUSE37556, MOUSE04951
OG0002340	DROME04094	MOUSE32022
OG0002341	DROME16633, DROME16634	MOUSE45387, MOUSE45384, MOUSE45383, MOUSE45385, MOUSE45386, MOUSE45382
OG0002343	DROME14435, DROME14437, DROME14438	MOUSE47066, MOUSE47069, MOUSE47067, MOUSE47062, MOUSE47061, MOUSE41254
OG0002344	DROME12813, DROME12814, DROME12816, DROME12815	MOUSE04380, MOUSE04379, MOUSE37757, MOUSE37756, MOUSE37755
OG0002346	DROME12738, DROME12737, DROME12739, DROME12741, DROME12740	MOUSE14308, MOUSE14307, MOUSE14309, MOUSE27028, MOUSE27029
OG0002347	DROME05828	MOUSE41748, MOUSE19960
OG0002348	DROME20530	MOUSE07276, MOUSE07275, MOUSE07274
OG0002348	DROME21704	MOUSE45668, MOUSE45674, MOUSE45667, MOUSE45673, MOUSE45666, MOUSE45675, MOUSE45670
OG0002349	DROME00071	MOUSE49202, MOUSE36003
OG0002352	DROME11967, DROME11966, DROME11968	MOUSE39869, MOUSE39871, MOUSE39870
OG0002354	DROME22022	MOUSE19705
OG0002354	DROME00577	MOUSE28903
OG0002355	DROME17701, DROME17700, DROME20376, DROME21160	MOUSE48771, MOUSE03381
OG0002356	DROME14202	MOUSE41544, MOUSE44070, MOUSE44071, MOUSE44072, MOUSE44067, MOUSE44069, MOUSE44066, MOUSE44068, MOUSE44073, MOUSE44075
OG0002357	DROME13155, DROME13156	MOUSE00083, MOUSE00084, MOUSE00086, MOUSE00085
OG0002358	DROME10794, DROME10795	MOUSE41875, MOUSE41874, MOUSE41876
OG0002359	DROME10172	MOUSE27438
OG0002360	DROME01602, DROME01603, DROME01604	MOUSE05156, MOUSE05158, MOUSE05157, MOUSE38924, MOUSE38927, MOUSE38925, MOUSE38926, MOUSE38922, MOUSE38923, MOUSE38921
OG0002361	DROME02804	MOUSE28023, MOUSE07757
OG0002362	DROME16995	MOUSE20723, MOUSE44925, MOUSE01507, MOUSE01506, MOUSE01508
OG0002363	DROME06162, DROME06161, DROME06163	MOUSE16931, MOUSE06139, MOUSE06138, MOUSE06137
OG0002366	DROME01813, DROME01814	MOUSE28622, MOUSE21652, MOUSE21651, MOUSE49762
OG0002367	DROME14269	MOUSE31303
OG0002368	DROME04055, DROME04054	MOUSE07877, MOUSE07876, MOUSE18790, MOUSE18789
OG0002369	DROME09488, DROME09483, DROME09484, DROME09482, DROME09487, DROME09485, DROME09481, DROME09486	MOUSE08123, MOUSE08122
OG0002370	DROME07944, DROME21065, DROME21066, DROME21064	MOUSE42316, MOUSE42317, MOUSE42320
OG0002371	DROME01097	MOUSE24651, MOUSE24650, MOUSE24614, MOUSE08089, MOUSE08088
OG0002373	DROME16503	MOUSE08289, MOUSE08288
OG0002374	DROME19078, DROME19077	MOUSE18527, MOUSE28943
OG0002376	DROME01976	MOUSE07954, MOUSE07952, MOUSE07953, MOUSE20330, MOUSE20331, MOUSE20329
OG0002377	DROME14764, DROME14765	MOUSE03067
OG0002378	DROME18364, DROME18365	MOUSE27255
OG0002379	DROME13342	MOUSE29839, MOUSE29835, MOUSE29838, MOUSE29840, MOUSE29837, MOUSE29841, MOUSE29836, MOUSE29834, MOUSE04259
OG0002384	DROME08688, DROME08689, DROME08687, DROME08690, DROME08692, DROME08679, DROME08691, DROME05824, DROME06440	MOUSE53768, MOUSE05774, MOUSE04789, MOUSE18881, MOUSE18882, MOUSE02230, MOUSE02231, MOUSE02232
OG0002385	DROME18327, DROME18325, DROME18326	MOUSE46178, MOUSE46176, MOUSE46179, MOUSE14183, MOUSE14184, MOUSE06270, MOUSE06271, MOUSE14185
OG0002395	DROME12069	MOUSE20813
OG0002396	DROME06620, DROME06622, DROME06623, DROME06621	MOUSE20180, MOUSE20179, MOUSE02991, MOUSE02989, MOUSE02990
OG0002398	DROME09990	MOUSE53838, MOUSE53837, MOUSE21931, MOUSE48036
OG0002400	DROME08881	MOUSE40934, MOUSE35436, MOUSE40933, MOUSE35435, MOUSE17294
OG0002402	DROME07877	MOUSE13839
OG0002403	DROME01478, DROME01477, DROME01476	MOUSE29997
OG0002405	DROME07984, DROME07985, DROME07986	MOUSE48065, MOUSE48062, MOUSE48066, MOUSE48064, MOUSE48063, MOUSE12577, MOUSE12578
OG0002406	DROME12854, DROME12851, DROME12852, DROME12850, DROME12853	MOUSE50625
OG0002407	DROME16665, DROME16666, DROME16663, DROME16664	MOUSE11498
OG0002408	DROME06297, DROME06296, DROME06298, DROME06295, DROME06300, DROME06299	MOUSE32062, MOUSE32060, MOUSE32064, MOUSE32059, MOUSE32063, MOUSE32061
OG0002409	DROME01803	MOUSE54368, MOUSE08540, MOUSE08541, MOUSE08542
OG0002410	DROME00789	MOUSE29135
OG0002412	DROME02298	MOUSE46974, MOUSE46976, MOUSE46975
OG0002413	DROME03087	MOUSE50441, MOUSE50440
OG0002414	DROME08162, DROME08163	MOUSE18989, MOUSE18986, MOUSE18987, MOUSE18985, MOUSE18988, MOUSE29116
OG0002415	DROME06652	MOUSE00788, MOUSE00787
OG0002416	DROME17460, DROME17458, DROME17459	MOUSE16541, MOUSE16544, MOUSE16542, MOUSE16543
OG0002418	DROME18804, DROME18803, DROME18801, DROME18802	MOUSE37610, MOUSE37611, MOUSE41400, MOUSE41398, MOUSE41397, MOUSE41399
OG0002420	DROME06099, DROME06098, DROME06100	MOUSE43364, MOUSE27392, MOUSE27393, MOUSE02959, MOUSE02957, MOUSE02958
OG0002421	DROME07380, DROME07379	MOUSE51777
OG0002421	DROME10621	MOUSE49295
OG0002422	DROME15666	MOUSE54864, MOUSE54865, MOUSE54866, MOUSE54863, MOUSE54862, MOUSE54861, MOUSE20863
OG0002424	DROME16265	MOUSE47860, MOUSE37174, MOUSE37173, MOUSE37171, MOUSE37172
OG0002425	DROME01518	MOUSE34531, MOUSE34534, MOUSE34535, MOUSE34533, MOUSE34532
OG0002426	DROME02031	MOUSE44310, MOUSE38645, MOUSE44309, MOUSE44311, MOUSE14116
OG0002428	DROME06522	MOUSE35172, MOUSE02362, MOUSE02360, MOUSE02358
OG0002429	DROME21063	MOUSE28588, MOUSE28586, MOUSE28585
OG0002432	DROME06764	MOUSE19404, MOUSE19403
OG0002433	DROME05519	MOUSE06088, MOUSE06086, MOUSE06087
OG0002434	DROME13503, DROME13502, DROME05894	MOUSE14682
OG0002436	DROME20408, DROME20406, DROME20405, DROME20407	MOUSE02696, MOUSE02695, MOUSE02697, MOUSE02694, MOUSE38130, MOUSE38132, MOUSE38131
OG0002437	DROME10916	MOUSE25419, MOUSE25416, MOUSE25418, MOUSE25417
