Orthogroup	DROME	HELIO_ok
OG0002890	DROME12018	HELIO_04771
OG0002891	DROME12152	HELIO_09925
OG0002892	DROME18981	HELIO_10616
OG0002894	DROME07096, DROME07097	HELIO_09144
OG0002895	DROME16391, DROME16390	HELIO_08387
OG0002896	DROME00179, DROME00180	HELIO_10510
OG0002897	DROME08372	HELIO_04251
OG0002898	DROME21521	HELIO_01203, HELIO_01415, HELIO_07850
OG0002899	DROME09113	HELIO_09658
OG0002900	DROME06374	HELIO_10716
OG0002902	DROME12234, DROME12235	HELIO_03973
OG0002905	DROME02163, DROME02164	HELIO_02894
OG0002906	DROME12553, DROME12554	HELIO_01982
OG0002907	DROME00536, DROME00537, DROME00535	HELIO_08086
OG0002908	DROME10191, DROME10190	HELIO_06861
OG0002909	DROME00512	HELIO_11442
OG0002910	DROME07768	HELIO_10397, HELIO_10398, HELIO_05618
OG0002911	DROME01531, DROME01532, DROME01530	HELIO_11560
OG0002912	DROME03365, DROME03361, DROME03364	HELIO_10722
OG0002914	DROME16791, DROME16792, DROME16793	HELIO_04503, HELIO_09465
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	HELIO_03014
OG0002916	DROME03083	HELIO_01260
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	HELIO_07208, HELIO_11831, HELIO_12269
OG0002921	DROME20904, DROME20903	HELIO_00633
OG0002922	DROME13161	HELIO_01371
OG0002924	DROME15371	HELIO_03669
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	HELIO_07013
OG0002926	DROME01891	HELIO_11215
OG0002927	DROME09412, DROME09413	HELIO_04118, HELIO_11389
OG0002944	DROME18576	HELIO_03982
OG0002945	DROME02620	HELIO_07253
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	HELIO_11632, HELIO_00853
OG0002949	DROME10410, DROME10411	HELIO_00481
OG0002953	DROME06983, DROME06984	HELIO_00856
OG0002954	DROME12606, DROME12607	HELIO_11852
OG0002955	DROME16794	HELIO_02054
OG0002956	DROME13931, DROME13930, DROME13929	HELIO_00517
OG0002957	DROME15903, DROME15902	HELIO_01334
OG0002959	DROME21736	HELIO_11816
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	HELIO_12408
OG0002962	DROME20600	HELIO_09203
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	HELIO_09474
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	HELIO_01639
OG0002967	DROME18521, DROME18520	HELIO_01640
OG0002969	DROME04084, DROME04085	HELIO_06121
OG0002973	DROME19229, DROME19228	HELIO_02856
OG0002974	DROME01465	HELIO_04772
OG0002976	DROME16320, DROME20322, DROME20323	HELIO_01861
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	HELIO_08539
OG0002978	DROME09324, DROME11790	HELIO_02937
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	HELIO_12635
OG0002983	DROME12376	HELIO_04868
OG0002984	DROME11997	HELIO_11946
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	HELIO_08571
OG0002986	DROME06888	HELIO_08236, HELIO_08239
OG0002987	DROME13970, DROME13977	HELIO_07528
OG0002990	DROME12949, DROME12950	HELIO_01354
OG0002991	DROME05520, DROME05522, DROME05521	HELIO_03254
OG0002992	DROME16899, DROME16900	HELIO_10682
OG0002994	DROME07777, DROME07776	HELIO_02869
OG0002997	DROME02903	HELIO_11017
OG0002998	DROME04901, DROME04900, DROME04899	HELIO_07110
OG0003001	DROME12222	HELIO_11460
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	HELIO_11259
OG0003005	DROME19774	HELIO_03271
OG0003006	DROME00129	HELIO_11696
OG0003008	DROME10417, DROME10419, DROME10418	HELIO_02553
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	HELIO_03406
OG0003011	DROME17655, DROME17656	HELIO_05238
OG0003012	DROME16686	HELIO_05186
OG0003014	DROME20620	HELIO_11145
OG0003016	DROME06109, DROME04760	HELIO_02017
OG0003017	DROME03993, DROME03994	HELIO_02953
OG0003018	DROME01985	HELIO_09293
OG0003021	DROME11191	HELIO_03676, HELIO_03675
OG0003022	DROME12200	HELIO_09487
OG0003025	DROME16128	HELIO_02232
OG0003026	DROME01191	HELIO_08978
OG0003027	DROME13632	HELIO_02071
OG0003028	DROME19503	HELIO_06724
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	HELIO_10606
OG0003030	DROME20783, DROME03164	HELIO_00797
OG0003031	DROME10589, DROME10590	HELIO_05721
OG0003033	DROME02552	HELIO_00240
OG0003034	DROME13458	HELIO_06173
OG0003035	DROME10664	HELIO_02980
OG0003036	DROME08134	HELIO_04474
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	HELIO_08052
OG0003041	DROME13990, DROME13989	HELIO_12413
OG0003042	DROME19648, DROME19650, DROME19649	HELIO_08156, HELIO_08157
OG0003043	DROME01115	HELIO_08514
OG0003044	DROME07467	HELIO_01506
OG0003045	DROME10689, DROME10687, DROME10688	HELIO_00589
OG0003046	DROME06986	HELIO_07002, HELIO_12633
OG0003048	DROME03285	HELIO_01657
OG0003049	DROME11842	HELIO_04451
OG0003052	DROME17384, DROME22105, DROME17383	HELIO_08976
OG0003053	DROME05736	HELIO_10692
OG0003054	DROME15214	HELIO_04850
OG0003055	DROME13955	HELIO_03528
OG0003058	DROME03947	HELIO_09680
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	HELIO_08106
OG0003060	DROME04543	HELIO_05995
OG0003063	DROME03416	HELIO_05044
OG0003064	DROME05139, DROME16537, DROME16536	HELIO_01395
OG0003065	DROME07296	HELIO_03475
OG0003066	DROME19326	HELIO_02851
OG0003072	DROME09180, DROME09181	HELIO_06085
OG0003073	DROME13385, DROME14642	HELIO_04819, HELIO_06482
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	HELIO_04402
OG0003078	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990	HELIO_05417
OG0003079	DROME11418, DROME11417	HELIO_12034
OG0003085	DROME18955	HELIO_07662
OG0003085	DROME11671	HELIO_07179, HELIO_00827
OG0003101	DROME16966, DROME16965, DROME16967	HELIO_07909
OG0003104	DROME01186, DROME01187	HELIO_10296
OG0003105	DROME14362, DROME14361, DROME14360	HELIO_09603
OG0003106	DROME07627	HELIO_01110
OG0003107	DROME12506	HELIO_07326
OG0003108	DROME13177, DROME13178	HELIO_02749
OG0003109	DROME00284	HELIO_01176
OG0003112	DROME16468, DROME01349, DROME01348	HELIO_11141
OG0003114	DROME04951, DROME04952	HELIO_11712
OG0003115	DROME18331	HELIO_03185
OG0003118	DROME11873, DROME11872	HELIO_06562
OG0003119	DROME02450, DROME02453, DROME02451	HELIO_00761
OG0003120	DROME17944	HELIO_07299
OG0003121	DROME19886, DROME19887	HELIO_08859
OG0003123	DROME20099	HELIO_02552
OG0003125	DROME08841, DROME08840	HELIO_10746
OG0003128	DROME20310, DROME20309	HELIO_06948
OG0003130	DROME20301, DROME20300	HELIO_08736
OG0003132	DROME12375	HELIO_04923
OG0003135	DROME07491	HELIO_09441
OG0003136	DROME17171	HELIO_01694
OG0003137	DROME01904, DROME12782	HELIO_04487
OG0003138	DROME18809	HELIO_07469
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	HELIO_07640
OG0003141	DROME21226, DROME21227	HELIO_02200
OG0003142	DROME11840	HELIO_02394
OG0003144	DROME13433	HELIO_08805, HELIO_03417
OG0003145	DROME03862	HELIO_05596
OG0003146	DROME01929	HELIO_05913
OG0003147	DROME16290, DROME16289	HELIO_02388
OG0003148	DROME18800, DROME18799	HELIO_09068
OG0003149	DROME16606, DROME16608	HELIO_01057, HELIO_03918, HELIO_03910
OG0003150	DROME19300	HELIO_04239
OG0003151	DROME04792	HELIO_00768
OG0003152	DROME17760	HELIO_05013
OG0003153	DROME21845	HELIO_01955
OG0003154	DROME05761	HELIO_10327
OG0003156	DROME13943	HELIO_09324, HELIO_09323
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	HELIO_06700
OG0003159	DROME05071	HELIO_08765
OG0003160	DROME17382	HELIO_04756
OG0003161	DROME12081	HELIO_10835
OG0003164	DROME01606	HELIO_09851
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	HELIO_04786
OG0003169	DROME03939	HELIO_08500
OG0003172	DROME02195	HELIO_04597
OG0003173	DROME20160, DROME20161	HELIO_11473
OG0003174	DROME21527, DROME21526, DROME21528	HELIO_00264
OG0003175	DROME00251, DROME02106	HELIO_11871
OG0003177	DROME17587	HELIO_06751
OG0003178	DROME10286, DROME10285	HELIO_01460
OG0003179	DROME19635	HELIO_10655
OG0003183	DROME05040, DROME05042, DROME05041	HELIO_01228
OG0003184	DROME11152	HELIO_07973
OG0003185	DROME08767, DROME08766	HELIO_04542
OG0003188	DROME03250, DROME03249	HELIO_07819
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	HELIO_12511
OG0003191	DROME09590	HELIO_09939
OG0003192	DROME12610	HELIO_10231
OG0003193	DROME14192	HELIO_03842
OG0003194	DROME19483	HELIO_11474, HELIO_08051, HELIO_11630
OG0003197	DROME21048	HELIO_12323
OG0003198	DROME07357	HELIO_01556
OG0003199	DROME12668, DROME21725, DROME21726	HELIO_10732
OG0003202	DROME05838, DROME05839	HELIO_00628
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	HELIO_12411
OG0003206	DROME21836, DROME21837	HELIO_08652
OG0003207	DROME14952	HELIO_04788
OG0003210	DROME16773, DROME16774	HELIO_01772
OG0003212	DROME16100	HELIO_01310
OG0003214	DROME00548	HELIO_05250
OG0003215	DROME09352	HELIO_01923
OG0003217	DROME21077	HELIO_01441
OG0003218	DROME08231, DROME08230	HELIO_02702
OG0003219	DROME09373	HELIO_02834
OG0003220	DROME11342, DROME11341	HELIO_12154
OG0003222	DROME18303, DROME18302, DROME18304	HELIO_04495
OG0003223	DROME09209	HELIO_00004
OG0003225	DROME18849	HELIO_03805
OG0003226	DROME19617, DROME08490	HELIO_03198
OG0003228	DROME21008	HELIO_02794
OG0003229	DROME01144	HELIO_12333
OG0003230	DROME17741	HELIO_01822
OG0003231	DROME19301	HELIO_09943
OG0003235	DROME05661, DROME05663, DROME05662	HELIO_02635
OG0003238	DROME10776	HELIO_01572
OG0003251	DROME19769, DROME19768, DROME16949	HELIO_02853
OG0003252	DROME18445	HELIO_12715
OG0003254	DROME02901	HELIO_02013
OG0003255	DROME06336	HELIO_03313
OG0003261	DROME07634, DROME07633	HELIO_09008
OG0003262	DROME21043, DROME21045, DROME21044	HELIO_09738
OG0003263	DROME09851	HELIO_06528
OG0003264	DROME08076	HELIO_05957
OG0003267	DROME01973, DROME01974, DROME02727	HELIO_05451
OG0003268	DROME20306	HELIO_11848
OG0003269	DROME11682	HELIO_11705
OG0003272	DROME19754, DROME19755, DROME00829	HELIO_09074
OG0003275	DROME11988, DROME11987	HELIO_12630
OG0003279	DROME01016, DROME01017, DROME01018	HELIO_09284
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	HELIO_09348
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	HELIO_07096
OG0003282	DROME17686	HELIO_02896
OG0003283	DROME12472	HELIO_04347
OG0003284	DROME06818	HELIO_03635
OG0003286	DROME09199, DROME09198	HELIO_05866
OG0003287	DROME04328, DROME08276	HELIO_02350
OG0003288	DROME00366, DROME00364, DROME00365	HELIO_08221
OG0003289	DROME20541, DROME20542	HELIO_01128
OG0003290	DROME00517	HELIO_11498
OG0003291	DROME20523	HELIO_02174
OG0003293	DROME14676	HELIO_08360
OG0003294	DROME01659, DROME01660	HELIO_09835
OG0003296	DROME06822, DROME13531	HELIO_04825
OG0003297	DROME19465	HELIO_06575
OG0003298	DROME08089	HELIO_02188
OG0003300	DROME16959	HELIO_08594, HELIO_10525
OG0003302	DROME01479, DROME01480	HELIO_00429
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	HELIO_02870
OG0003304	DROME02914, DROME02913	HELIO_10378
OG0003306	DROME10136	HELIO_02826
OG0003307	DROME17313	HELIO_09634
OG0003309	DROME19043, DROME19042	HELIO_10103
OG0003311	DROME15213	HELIO_05785
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	HELIO_06199
OG0003316	DROME13200	HELIO_04955
OG0003317	DROME19362	HELIO_04704, HELIO_06602
OG0003318	DROME16706	HELIO_09114
OG0003320	DROME12326	HELIO_07667
OG0003327	DROME19734	HELIO_12534
OG0003330	DROME03252, DROME03251	HELIO_07578, HELIO_05577
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	HELIO_02767
OG0003332	DROME00791	HELIO_03785
OG0003333	DROME10886, DROME10885, DROME10884	HELIO_06153
OG0003335	DROME18113, DROME18112	HELIO_09042
OG0003336	DROME10919, DROME10920, DROME10917	HELIO_03867
OG0003337	DROME15232	HELIO_01038
OG0003340	DROME16534, DROME16533	HELIO_01545
OG0003341	DROME01797	HELIO_12055
OG0003343	DROME09151	HELIO_10253
OG0003344	DROME04462, DROME04461	HELIO_01718
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	HELIO_04658
OG0003347	DROME11879, DROME11880	HELIO_07786
OG0003348	DROME02128	HELIO_06884
OG0003349	DROME08306, DROME08305, DROME08304	HELIO_12164
OG0003350	DROME00177, DROME00176	HELIO_03656
OG0003352	DROME13172	HELIO_01595
OG0003353	DROME11820, DROME11822, DROME11821	HELIO_09911
OG0003354	DROME19858	HELIO_00644
OG0003356	DROME15849	HELIO_03350
OG0003357	DROME12029	HELIO_00345
OG0003358	DROME16921	HELIO_01492
OG0003359	DROME18758	HELIO_03690, HELIO_03689
OG0003360	DROME20878, DROME20879	HELIO_10234
OG0003361	DROME13197	HELIO_12352
OG0003362	DROME08296	HELIO_10225, HELIO_09367
OG0003363	DROME10311, DROME10310, DROME10313, DROME10312	HELIO_03763
OG0003364	DROME00064	HELIO_10249
OG0003365	DROME04108	HELIO_08582
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	HELIO_04839
OG0003367	DROME12239	HELIO_04573
OG0003368	DROME16106, DROME16107	HELIO_01416
OG0003370	DROME12377, DROME12378	HELIO_11000
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	HELIO_02230
OG0003374	DROME06476, DROME06475, DROME06474	HELIO_02124
OG0003375	DROME21029	HELIO_02027
OG0003376	DROME16130, DROME16131, DROME16129	HELIO_11921
OG0003377	DROME20606	HELIO_08558
OG0003378	DROME18533	HELIO_09467
OG0003380	DROME14333	HELIO_08129
OG0003381	DROME10051	HELIO_01980
OG0003384	DROME17249, DROME17250	HELIO_02989
OG0003386	DROME07039, DROME07040, DROME07041	HELIO_02832
OG0003388	DROME11674, DROME19363	HELIO_00223
OG0003392	DROME11355	HELIO_03752
OG0003394	DROME14094	HELIO_05269
OG0003396	DROME21609	HELIO_09211
OG0003419	DROME18310	HELIO_02457
OG0003421	DROME04908, DROME07137, DROME07651	HELIO_01521
OG0003422	DROME04814	HELIO_08753
OG0003425	DROME11464, DROME11465, DROME11463	HELIO_11455
OG0003426	DROME12495	HELIO_05969
OG0003430	DROME19610, DROME04057	HELIO_07216
OG0003431	DROME13747	HELIO_02627
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	HELIO_11340
OG0003434	DROME00166, DROME15353	HELIO_08552
OG0003439	DROME16821	HELIO_01786
OG0003442	DROME06015, DROME06013, DROME06014	HELIO_06696
OG0003443	DROME18500	HELIO_11420
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	HELIO_08929
OG0003445	DROME01285	HELIO_11640
OG0003448	DROME02828, DROME02829, DROME02830	HELIO_06243
OG0003450	DROME03280	HELIO_01298
OG0003453	DROME19225	HELIO_03721
OG0003454	DROME10067	HELIO_07210
OG0003456	DROME19556	HELIO_11022
OG0003457	DROME06510, DROME06508, DROME06509	HELIO_03135
OG0003458	DROME04148	HELIO_01103
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	HELIO_07845
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	HELIO_03777
OG0003461	DROME17474, DROME21694	HELIO_00074
OG0003462	DROME00239	HELIO_10720
OG0003463	DROME20444	HELIO_02234
OG0003464	DROME06231	HELIO_08682, HELIO_08683
OG0003465	DROME04464	HELIO_11762
OG0003467	DROME06043, DROME06042	HELIO_09150, HELIO_09149
OG0003468	DROME01968	HELIO_03925
OG0003470	DROME13653	HELIO_08926
OG0003472	DROME09631, DROME09633	HELIO_03492
OG0003473	DROME00049	HELIO_10680
OG0003475	DROME02190	HELIO_09101, HELIO_09102
OG0003477	DROME12317	HELIO_08724
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	HELIO_07187
OG0003479	DROME13645	HELIO_04296
OG0003481	DROME01114	HELIO_01052, HELIO_12354
OG0003482	DROME08487	HELIO_11806
OG0003483	DROME09876, DROME09877	HELIO_09297
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	HELIO_01317, HELIO_05627
OG0003487	DROME12571	HELIO_01481
OG0003489	DROME01312	HELIO_11702
OG0003490	DROME13468	HELIO_09531
OG0003491	DROME11698	HELIO_12169
OG0003492	DROME17943	HELIO_04826
OG0003493	DROME09294	HELIO_09058
OG0003497	DROME08732	HELIO_01513
OG0003498	DROME13034, DROME13035	HELIO_09734
OG0003499	DROME14561	HELIO_04566, HELIO_04195
OG0003500	DROME04015, DROME00982	HELIO_10237
OG0003501	DROME13347, DROME13346, DROME13348	HELIO_00872
OG0003502	DROME19567, DROME14375	HELIO_11773
OG0003503	DROME17101, DROME17102	HELIO_07145
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	HELIO_03524
OG0003506	DROME18707	HELIO_08087
OG0003507	DROME14387, DROME14388	HELIO_09678
OG0003508	DROME15658	HELIO_02722
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	HELIO_11968
OG0003510	DROME19505	HELIO_01752
OG0003513	DROME08556	HELIO_06774
OG0003515	DROME21652	HELIO_01150
OG0003518	DROME08309	HELIO_01357
OG0003519	DROME06802	HELIO_05466
OG0003520	DROME21807, DROME02028	HELIO_06238, HELIO_06922
OG0003523	DROME16368	HELIO_02927
OG0003524	DROME09643, DROME09639, DROME09640	HELIO_04962, HELIO_06954, HELIO_06651
OG0003526	DROME05107	HELIO_09793
OG0003527	DROME03645	HELIO_03465
OG0003528	DROME21047, DROME06070	HELIO_06120
OG0003531	DROME21993	HELIO_05168
OG0003532	DROME08605	HELIO_02994
OG0003533	DROME04480, DROME04479, DROME04481	HELIO_04997
OG0003535	DROME12323, DROME12324, DROME12325	HELIO_02930
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	HELIO_03615
OG0003538	DROME20330	HELIO_07947
OG0003539	DROME09387, DROME09386	HELIO_06853
OG0003541	DROME10049, DROME10048	HELIO_02897
OG0003543	DROME18669	HELIO_01891
OG0003544	DROME05896	HELIO_03400
OG0003545	DROME08949	HELIO_05328
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	HELIO_11264
OG0003548	DROME15072	HELIO_03258
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	HELIO_10135
OG0003551	DROME18271, DROME18270, DROME16713	HELIO_11131
OG0003552	DROME18554, DROME18555	HELIO_01828
OG0003553	DROME17708	HELIO_05191
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	HELIO_04654
OG0003556	DROME06703, DROME06702	HELIO_04836, HELIO_07224
OG0003558	DROME06037	HELIO_09026
OG0003560	DROME18173	HELIO_02403
OG0003561	DROME10510	HELIO_03510
OG0003562	DROME12847, DROME12848	HELIO_07501
OG0003564	DROME16736	HELIO_08585
OG0003566	DROME08493, DROME08492	HELIO_03423
OG0003567	DROME20360, DROME20359	HELIO_02904
OG0003568	DROME08773	HELIO_09743, HELIO_09744
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	HELIO_07355
OG0003570	DROME14267, DROME14246	HELIO_06559
OG0003571	DROME19608	HELIO_02351
OG0003573	DROME07521	HELIO_09111
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	HELIO_10105
OG0003578	DROME16703	HELIO_08279, HELIO_08278
OG0003579	DROME17312	HELIO_05944
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	HELIO_09020
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	HELIO_04947
OG0003597	DROME16622, DROME16621	HELIO_02664
OG0003599	DROME08018	HELIO_08540
OG0003603	DROME05424	HELIO_04475
OG0003604	DROME19568	HELIO_00754
OG0003606	DROME07484, DROME07483, DROME07482	HELIO_00969
OG0003610	DROME07982, DROME07983	HELIO_12163
OG0003611	DROME17638	HELIO_01894
OG0003613	DROME00856	HELIO_01893
OG0003615	DROME16618, DROME16617	HELIO_01584
OG0003617	DROME16095	HELIO_03494
OG0003619	DROME13589, DROME13590	HELIO_07057
OG0003620	DROME17770	HELIO_09212
OG0003621	DROME13714, DROME13715, DROME13713	HELIO_07026
OG0003624	DROME12696	HELIO_09617
OG0003626	DROME07546	HELIO_07783
OG0003629	DROME03564	HELIO_07219
OG0003630	DROME06784	HELIO_01750
OG0003631	DROME07363	HELIO_10254
OG0003635	DROME04946	HELIO_03898, HELIO_08551
OG0003638	DROME16659	HELIO_00190
OG0003639	DROME16964	HELIO_03103
OG0003641	DROME01116	HELIO_07553
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	HELIO_02432
OG0003644	DROME00616	HELIO_02002
OG0003645	DROME12178	HELIO_02632
OG0003646	DROME09249, DROME09250	HELIO_10542
OG0003647	DROME16616	HELIO_08435
OG0003649	DROME12148, DROME12149	HELIO_09186
OG0003650	DROME10934, DROME10933	HELIO_02717, HELIO_11983, HELIO_06323
OG0003655	DROME13069, DROME13070	HELIO_12535
OG0003656	DROME14867, DROME14868, DROME19174	HELIO_01092
OG0003657	DROME04619	HELIO_09755
OG0003658	DROME07032	HELIO_10115
OG0003659	DROME09855	HELIO_01564
OG0003660	DROME02231, DROME02233, DROME02232	HELIO_06666
OG0003661	DROME07051	HELIO_00776
OG0003664	DROME05104	HELIO_10185
OG0003667	DROME18793, DROME18792, DROME03291	HELIO_09584
OG0003668	DROME15022, DROME15023	HELIO_12712
OG0003669	DROME05487	HELIO_09100
OG0003671	DROME13120	HELIO_01352
OG0003672	DROME03649	HELIO_03464
OG0003673	DROME11788	HELIO_06532
OG0003674	DROME09782	HELIO_02183
OG0003677	DROME10098	HELIO_12600
OG0003678	DROME20450	HELIO_06802
OG0003679	DROME02313	HELIO_01849
OG0003680	DROME01384	HELIO_06689
OG0003681	DROME08680, DROME08681	HELIO_01500
OG0003682	DROME12564	HELIO_01433
OG0003683	DROME03935	HELIO_01924
OG0003686	DROME06762	HELIO_08163
OG0003687	DROME12601	HELIO_06361
OG0003690	DROME00439	HELIO_12684
OG0003692	DROME11124	HELIO_09987
OG0003693	DROME08115	HELIO_12474
OG0003694	DROME12215, DROME12216	HELIO_05422
OG0003695	DROME01947	HELIO_02593
OG0003696	DROME10156	HELIO_11257
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	HELIO_12071
OG0003698	DROME17520	HELIO_09605
OG0003700	DROME01181, DROME01182	HELIO_11457
OG0003701	DROME18636, DROME18637	HELIO_05490, HELIO_11557
OG0003703	DROME15370	HELIO_02888
OG0003709	DROME13668, DROME18688	HELIO_00709, HELIO_04113
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	HELIO_06500
OG0003712	DROME10970	HELIO_03886, HELIO_08547
OG0003713	DROME05410	HELIO_10395
OG0003716	DROME18657	HELIO_05664, HELIO_06645
OG0003717	DROME10046	HELIO_05515
OG0003719	DROME14563	HELIO_06363
OG0003720	DROME17484	HELIO_08336
OG0003721	DROME09052	HELIO_10032, HELIO_03702
OG0003722	DROME05995	HELIO_03347
OG0003729	DROME04356, DROME06341	HELIO_11354
OG0003731	DROME02907	HELIO_04511, HELIO_05539
OG0003732	DROME10070	HELIO_12303
OG0003733	DROME00230	HELIO_03136
OG0003734	DROME19430	HELIO_06093
OG0003735	DROME19631	HELIO_01294
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	HELIO_10888
OG0003738	DROME11561, DROME11562	HELIO_10176
OG0003740	DROME01620	HELIO_05574
OG0003741	DROME14002, DROME20156	HELIO_02790
OG0003742	DROME17331, DROME17332	HELIO_08883
OG0003743	DROME13785	HELIO_02787
OG0003744	DROME08150	HELIO_04674
OG0003745	DROME20574, DROME20575	HELIO_09559
OG0003746	DROME01977	HELIO_00144
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	HELIO_06022
OG0003749	DROME18502, DROME18501	HELIO_02988
OG0003750	DROME15590	HELIO_02076
OG0003753	DROME12522, DROME12521, DROME12523	HELIO_02945
OG0003754	DROME08228, DROME08227	HELIO_09263
OG0003755	DROME10789, DROME20093, DROME20094	HELIO_08454
OG0003758	DROME11710, DROME11712, DROME11711	HELIO_04986
OG0003759	DROME06383	HELIO_08276
OG0003761	DROME14154, DROME16436	HELIO_09527
OG0003763	DROME19350	HELIO_02371, HELIO_07298
OG0003764	DROME21578	HELIO_10540
OG0003767	DROME02791	HELIO_03825
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	HELIO_09666
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	HELIO_09996
OG0003772	DROME12948	HELIO_11304
OG0003773	DROME05209	HELIO_11994
OG0003777	DROME18238, DROME18237, DROME18236	HELIO_01826
OG0003778	DROME13171	HELIO_12734
OG0003779	DROME17898	HELIO_09039
OG0003794	DROME03810, DROME03820	HELIO_01699
OG0003795	DROME10754, DROME10753, DROME10755	HELIO_00713
OG0003798	DROME12695	HELIO_10316
OG0003803	DROME02481, DROME02482	HELIO_02425
OG0003805	DROME01815	HELIO_09416, HELIO_07970, HELIO_01250
OG0003806	DROME01868	HELIO_00384
OG0003807	DROME20522, DROME05215	HELIO_07147
OG0003808	DROME08174	HELIO_04304
OG0003809	DROME04169, DROME04168	HELIO_07339
OG0003811	DROME14988, DROME14990, DROME14989	HELIO_07404
OG0003813	DROME10056	HELIO_02391
OG0003817	DROME00653	HELIO_00561
OG0003818	DROME11129	HELIO_04533
OG0003820	DROME07987	HELIO_12732, HELIO_12713
OG0003821	DROME04477	HELIO_04733
OG0003823	DROME12335	HELIO_12718
OG0003824	DROME17215	HELIO_02077
OG0003827	DROME06883, DROME06884	HELIO_10529
OG0003828	DROME10911	HELIO_03989
OG0003829	DROME01864	HELIO_04115
OG0003831	DROME02158	HELIO_00414
OG0003832	DROME22043	HELIO_04229
OG0003834	DROME21433	HELIO_10627
OG0003836	DROME15123	HELIO_02274
OG0003837	DROME14236, DROME08398	HELIO_01037
OG0003838	DROME00382, DROME00383	HELIO_09299
OG0003839	DROME21710	HELIO_00548
OG0003841	DROME10377, DROME10376, DROME21784	HELIO_08429
OG0003843	DROME02011	HELIO_09017
OG0003844	DROME19636, DROME19637	HELIO_00051
OG0003845	DROME21374	HELIO_09710
OG0003846	DROME14576	HELIO_07722
