Orthogroup	DROME	NEMVE
OG0003469	DROME04366, DROME04367, DROME04365	NEMVE23482
OG0003470	DROME13653	NEMVE08394
OG0003472	DROME09631, DROME09633	NEMVE23741
OG0003473	DROME00049	NEMVE02684
OG0003475	DROME02190	NEMVE00257, NEMVE23354
OG0003477	DROME12317	NEMVE15677, NEMVE14421
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	NEMVE14744
OG0003479	DROME13645	NEMVE22549
OG0003483	DROME09876, DROME09877	NEMVE22468
OG0003484	DROME18666, DROME18665	NEMVE21744
OG0003487	DROME12571	NEMVE22483
OG0003489	DROME01312	NEMVE05755
OG0003490	DROME13468	NEMVE07514
OG0003491	DROME11698	NEMVE14708
OG0003492	DROME17943	NEMVE06260
OG0003493	DROME09294	NEMVE15798
OG0003496	DROME03124	NEMVE20920
OG0003497	DROME08732	NEMVE01002
OG0003498	DROME13034, DROME13035	NEMVE10613, NEMVE20419
OG0003499	DROME14561	NEMVE25845
OG0003501	DROME13347, DROME13346, DROME13348	NEMVE13383
OG0003502	DROME19567, DROME14375	NEMVE06419
OG0003503	DROME17101, DROME17102	NEMVE14218, NEMVE14261
OG0003504	DROME06794	NEMVE14390
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	NEMVE05913
OG0003506	DROME18707	NEMVE25216
OG0003507	DROME14387, DROME14388	NEMVE06192
OG0003508	DROME15658	NEMVE10416
OG0003509	DROME21960, DROME21962, DROME21961	NEMVE10409
OG0003510	DROME19505	NEMVE10643
OG0003513	DROME08556	NEMVE14528
OG0003515	DROME21652	NEMVE07802
OG0003518	DROME08309	NEMVE07929
OG0003519	DROME06802	NEMVE22344
OG0003520	DROME21807, DROME02028	NEMVE01051
OG0003523	DROME16368	NEMVE07334
OG0003524	DROME09643, DROME09639, DROME09640	NEMVE20753, NEMVE23630
OG0003527	DROME03645	NEMVE02209
OG0003528	DROME21047, DROME06070	NEMVE12358, NEMVE13793
OG0003531	DROME21993	NEMVE23009
OG0003532	DROME08605	NEMVE01942
OG0003533	DROME04480, DROME04479, DROME04481	NEMVE21770
OG0003535	DROME12323, DROME12324, DROME12325	NEMVE18138, NEMVE18330
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	NEMVE23719
OG0003538	DROME20330	NEMVE24834
OG0003539	DROME09387, DROME09386	NEMVE14225
OG0003541	DROME10049, DROME10048	NEMVE05768
OG0003543	DROME18669	NEMVE21904
OG0003544	DROME05896	NEMVE21778
OG0003545	DROME08949	NEMVE09118
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	NEMVE21707
OG0003548	DROME15072	NEMVE24045
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	NEMVE14633
OG0003551	DROME18271, DROME18270, DROME16713	NEMVE25468
OG0003552	DROME18554, DROME18555	NEMVE13583
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	NEMVE05007
OG0003556	DROME06703, DROME06702	NEMVE17151
OG0003558	DROME06037	NEMVE23552
OG0003560	DROME18173	NEMVE06594
OG0003561	DROME10510	NEMVE01009, NEMVE02397
OG0003562	DROME12847, DROME12848	NEMVE13820
OG0003564	DROME16736	NEMVE07651, NEMVE05001
OG0003566	DROME08493, DROME08492	NEMVE24534
OG0003567	DROME20360, DROME20359	NEMVE14039
OG0003568	DROME08773	NEMVE23185
OG0003570	DROME14267, DROME14246	NEMVE24756
OG0003571	DROME19608	NEMVE07104, NEMVE21760
OG0003573	DROME07521	NEMVE15669
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	NEMVE01484
OG0003578	DROME16703	NEMVE14882, NEMVE12325
OG0003579	DROME17312	NEMVE14468
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	NEMVE02408
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	NEMVE05180
OG0003597	DROME16622, DROME16621	NEMVE06178, NEMVE07749
OG0003599	DROME08018	NEMVE20749, NEMVE06057, NEMVE00164
OG0003603	DROME05424	NEMVE13720
OG0003604	DROME19568	NEMVE14417
OG0003606	DROME07484, DROME07483, DROME07482	NEMVE07584
OG0003610	DROME07982, DROME07983	NEMVE07493, NEMVE14129
OG0003611	DROME17638	NEMVE07655, NEMVE15407
OG0003613	DROME00856	NEMVE08287
OG0003615	DROME16618, DROME16617	NEMVE03122
OG0003617	DROME16095	NEMVE04879, NEMVE02770
OG0003618	DROME15284, DROME15283	NEMVE14538
OG0003619	DROME13589, DROME13590	NEMVE25213
OG0003620	DROME17770	NEMVE14400
OG0003621	DROME13714, DROME13715, DROME13713	NEMVE24715
OG0003624	DROME12696	NEMVE13806, NEMVE20665
OG0003626	DROME07546	NEMVE11761
OG0003629	DROME03564	NEMVE13677
OG0003630	DROME06784	NEMVE01474
OG0003631	DROME07363	NEMVE20518, NEMVE20475
OG0003632	DROME18545	NEMVE09812
OG0003634	DROME03378	NEMVE09286, NEMVE17797
OG0003635	DROME04946	NEMVE14571, NEMVE17691
OG0003638	DROME16659	NEMVE14258
OG0003639	DROME16964	NEMVE05431
OG0003641	DROME01116	NEMVE25925, NEMVE21020
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	NEMVE13366
OG0003644	DROME00616	NEMVE14219, NEMVE19898
OG0003645	DROME12178	NEMVE06456, NEMVE06446
OG0003646	DROME09249, DROME09250	NEMVE06017
OG0003647	DROME16616	NEMVE18107
OG0003649	DROME12148, DROME12149	NEMVE10970
OG0003650	DROME10934, DROME10933	NEMVE01779
OG0003655	DROME13069, DROME13070	NEMVE21782
OG0003656	DROME14867, DROME14868, DROME19174	NEMVE23361
OG0003658	DROME07032	NEMVE14339
OG0003659	DROME09855	NEMVE01974
OG0003661	DROME07051	NEMVE00922
OG0003664	DROME05104	NEMVE01033, NEMVE07963
OG0003667	DROME18793, DROME18792, DROME03291	NEMVE05425
OG0003668	DROME15022, DROME15023	NEMVE14297
OG0003669	DROME05487	NEMVE07090
OG0003671	DROME13120	NEMVE14323
OG0003672	DROME03649	NEMVE08668
OG0003673	DROME11788	NEMVE16428
OG0003674	DROME09782	NEMVE05251
OG0003676	DROME05478	NEMVE21802
OG0003677	DROME10098	NEMVE22425
OG0003678	DROME20450	NEMVE25356
OG0003679	DROME02313	NEMVE11368
OG0003680	DROME01384	NEMVE13143
OG0003681	DROME08680, DROME08681	NEMVE01693
OG0003682	DROME12564	NEMVE22975
OG0003683	DROME03935	NEMVE25273
OG0003685	DROME05381	NEMVE07449
OG0003686	DROME06762	NEMVE09181
OG0003687	DROME12601	NEMVE23894, NEMVE12128
OG0003690	DROME00439	NEMVE15068
OG0003692	DROME11124	NEMVE20806, NEMVE11090
OG0003693	DROME08115	NEMVE09308
OG0003694	DROME12215, DROME12216	NEMVE22408
OG0003695	DROME01947	NEMVE01731
OG0003696	DROME10156	NEMVE11320
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	NEMVE17845
OG0003698	DROME17520	NEMVE22878
OG0003700	DROME01181, DROME01182	NEMVE05136, NEMVE03153
OG0003701	DROME18636, DROME18637	NEMVE05754
OG0003703	DROME15370	NEMVE24764
OG0003704	DROME02181, DROME02180	NEMVE24279
OG0003707	DROME04303	NEMVE04617
OG0003708	DROME12282, DROME12281	NEMVE07588
OG0003709	DROME13668, DROME18688	NEMVE18151
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	NEMVE22261
OG0003712	DROME10970	NEMVE13197
OG0003714	DROME02517	NEMVE13060
OG0003716	DROME18657	NEMVE13656
OG0003717	DROME10046	NEMVE06991
OG0003718	DROME01297	NEMVE22937
OG0003719	DROME14563	NEMVE08960
OG0003720	DROME17484	NEMVE13058
OG0003721	DROME09052	NEMVE13053, NEMVE10208, NEMVE18963
OG0003722	DROME05995	NEMVE01466, NEMVE20465
OG0003724	DROME10712	NEMVE03637
OG0003729	DROME04356, DROME06341	NEMVE25381
OG0003731	DROME02907	NEMVE23012
OG0003732	DROME10070	NEMVE13725, NEMVE12470
OG0003733	DROME00230	NEMVE13938, NEMVE18879
OG0003734	DROME19430	NEMVE22526
OG0003735	DROME19631	NEMVE23342
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	NEMVE15745
OG0003738	DROME11561, DROME11562	NEMVE24821, NEMVE25967
OG0003740	DROME01620	NEMVE22455
OG0003741	DROME20156	NEMVE00260, NEMVE22579
OG0003742	DROME17331, DROME17332	NEMVE13350
OG0003743	DROME13785	NEMVE21709
OG0003744	DROME08150	NEMVE05864
OG0003745	DROME20574, DROME20575	NEMVE24615
OG0003746	DROME01977	NEMVE04748
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	NEMVE17516
OG0003749	DROME18502, DROME18501	NEMVE12728, NEMVE22325
OG0003750	DROME15590	NEMVE13166
OG0003753	DROME12522, DROME12521, DROME12523	NEMVE23093
OG0003754	DROME08228, DROME08227	NEMVE12822, NEMVE01565
OG0003755	DROME10789, DROME20093, DROME20094	NEMVE07225
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	NEMVE08256
OG0003758	DROME11710, DROME11712, DROME11711	NEMVE24097
OG0003759	DROME06383	NEMVE07147
OG0003761	DROME14154, DROME16436	NEMVE06273
OG0003763	DROME19350	NEMVE18331
OG0003764	DROME21578	NEMVE01625, NEMVE08664
OG0003767	DROME02791	NEMVE24136
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	NEMVE25860
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	NEMVE24800
OG0003773	DROME05209	NEMVE23658
OG0003775	DROME10059	NEMVE06322
OG0003776	DROME09504, DROME16551	NEMVE25761
OG0003777	DROME18238, DROME18237, DROME18236	NEMVE13412
OG0003778	DROME13171	NEMVE22626
OG0003779	DROME17898	NEMVE22651
OG0003795	DROME10754, DROME10753, DROME10755	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	DROME12695	NEMVE14516
OG0003803	DROME02481, DROME02482	NEMVE24989
OG0003806	DROME01868	NEMVE14378
OG0003807	DROME20522, DROME05215	NEMVE13183
OG0003808	DROME08174	NEMVE11383
OG0003809	DROME04169, DROME04168	NEMVE22938
OG0003811	DROME14988, DROME14990, DROME14989	NEMVE12033, NEMVE10353
OG0003813	DROME10056	NEMVE22400
OG0003815	DROME08171	NEMVE23225
OG0003817	DROME00653	NEMVE12881, NEMVE22126
OG0003818	DROME11129	NEMVE20836, NEMVE05581
OG0003820	DROME07987	NEMVE18008
OG0003821	DROME04477	NEMVE22804
OG0003823	DROME12335	NEMVE13544
OG0003824	DROME17215	NEMVE12681, NEMVE22639
OG0003826	DROME12869, DROME12870, DROME12868	NEMVE08019
OG0003827	DROME06883, DROME06884	NEMVE22358
OG0003828	DROME10911	NEMVE13970
OG0003829	DROME01864	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	DROME02158	NEMVE24194
OG0003832	DROME22043	NEMVE07346
OG0003834	DROME21433	NEMVE25157
OG0003836	DROME15123	NEMVE04677
OG0003837	DROME14236, DROME08398	NEMVE15152
OG0003838	DROME00382, DROME00383	NEMVE07828
OG0003839	DROME21710	NEMVE09947
OG0003840	DROME00482	NEMVE14763, NEMVE17541
OG0003841	DROME10377, DROME10376, DROME21784	NEMVE13973
OG0003843	DROME02011	NEMVE14695
OG0003844	DROME19636, DROME19637	NEMVE24944
OG0003845	DROME21374	NEMVE01473
OG0003846	DROME14576	NEMVE07025
OG0003847	DROME04113	NEMVE04903
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	NEMVE03237
OG0003850	DROME19645	NEMVE14788
OG0003851	DROME07873, DROME07872, DROME07874	NEMVE13091
OG0003852	DROME08152	NEMVE07134
OG0003853	DROME00889	NEMVE09522
OG0003854	DROME11356	NEMVE18328
OG0003855	DROME08550, DROME08549	NEMVE01478
OG0003856	DROME18670	NEMVE15583
OG0003857	DROME21963	NEMVE20217, NEMVE25998
OG0003858	DROME12659	NEMVE07192
OG0003860	DROME03956	NEMVE07587, NEMVE05689
OG0003861	DROME13113	NEMVE05952
OG0003863	DROME16970, DROME16972, DROME16971	NEMVE15299
OG0003864	DROME16687, DROME16688	NEMVE12479, NEMVE05255
OG0003865	DROME12154, DROME12155	NEMVE08854
OG0003866	DROME15012, DROME15013	NEMVE14786
OG0003867	DROME04382	NEMVE14855
OG0003868	DROME05264, DROME05265, DROME05263	NEMVE23932
OG0003869	DROME09592	NEMVE25452
OG0003870	DROME12586, DROME12587	NEMVE09270
OG0003871	DROME19904, DROME19903	NEMVE00146
OG0003872	DROME05404	NEMVE06420
OG0003873	DROME21721	NEMVE07141, NEMVE02237
OG0003874	DROME06608	NEMVE23530
OG0003875	DROME19790, DROME19791	NEMVE04885
OG0003876	DROME09112	NEMVE06222, NEMVE12361
OG0003877	DROME03255, DROME03256	NEMVE20725, NEMVE07878
OG0003879	DROME15863, DROME15864	NEMVE00015
OG0003881	DROME06398	NEMVE21229, NEMVE25591
OG0003883	DROME12952, DROME12953	NEMVE24051
OG0003884	DROME16036	NEMVE04622
OG0003885	DROME01881, DROME01880	NEMVE07560, NEMVE00344
OG0003886	DROME16702	NEMVE07112
OG0003887	DROME05627, DROME16856	NEMVE13010
OG0003888	DROME14996	NEMVE07601
OG0003889	DROME06390	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991
OG0003892	DROME03882, DROME03883, DROME03881	NEMVE22031, NEMVE14752
OG0003893	DROME20864	NEMVE17391
OG0003894	DROME08816	NEMVE13262
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	NEMVE10938
OG0003897	DROME08504, DROME08505	NEMVE01514
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	NEMVE00029, NEMVE20445
OG0003899	DROME15608	NEMVE25516
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	NEMVE22012, NEMVE25716
OG0003904	DROME13386	NEMVE13657
OG0003906	DROME10315	NEMVE08844
OG0003908	DROME07423	NEMVE15062
OG0003908	DROME05483	NEMVE13469
OG0003909	DROME12680	NEMVE12977, NEMVE15722
OG0003910	DROME10387	NEMVE11947, NEMVE14228
OG0003911	DROME11361	NEMVE13548
OG0003912	DROME03970, DROME03969, DROME03443	NEMVE23480
OG0003913	DROME04350	NEMVE06219, NEMVE06190
OG0003914	DROME09312	NEMVE11785
OG0003915	DROME04519	NEMVE13987
OG0003916	DROME10524, DROME10523	NEMVE04869
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	NEMVE15132
OG0003919	DROME21549	NEMVE10991
OG0003920	DROME16629, DROME16630	NEMVE13794
OG0003921	DROME02956, DROME02955, DROME02957	NEMVE13546, NEMVE03026
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	NEMVE01001, NEMVE12285
OG0003925	DROME01564, DROME01563	NEMVE14404
OG0003926	DROME01565, DROME01567, DROME01566	NEMVE18036
OG0003929	DROME08880	NEMVE15034
OG0003930	DROME20922	NEMVE11142
OG0003931	DROME02384, DROME02385	NEMVE05283
OG0003933	DROME03669	NEMVE16001
OG0003934	DROME11280	NEMVE10808
OG0003935	DROME00302	NEMVE04906, NEMVE10377, NEMVE06933
OG0003936	DROME02177	NEMVE07930, NEMVE19837
OG0003938	DROME13183	NEMVE14790
OG0003939	DROME01287	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	DROME13675	NEMVE16875
OG0003942	DROME15620	NEMVE22462
OG0003944	DROME18760	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	DROME01863	NEMVE14589
OG0003946	DROME13159, DROME13158	NEMVE09626
OG0003947	DROME08292	NEMVE01496, NEMVE12187
OG0003949	DROME09152	NEMVE07570, NEMVE23133
OG0003950	DROME16615	NEMVE04576
OG0003951	DROME07725	NEMVE21774
OG0003955	DROME16756	NEMVE06429
OG0003958	DROME00635	NEMVE15102
OG0003959	DROME15055	NEMVE23777
OG0003961	DROME17804	NEMVE15127
OG0003962	DROME09201	NEMVE16096, NEMVE01907
OG0003964	DROME09409	NEMVE15732
OG0003965	DROME07977, DROME07971, DROME07972	NEMVE25502
OG0003967	DROME15281	NEMVE23105, NEMVE23282
OG0003968	DROME04759, DROME04758	NEMVE08572
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	NEMVE07890
OG0003970	DROME08299	NEMVE23326
OG0003971	DROME06198	NEMVE22272
OG0003972	DROME03377	NEMVE13775
OG0003973	DROME13196, DROME13195, DROME13194	NEMVE14779
OG0003974	DROME04925	NEMVE22748
OG0003976	DROME12934	NEMVE24965
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	NEMVE09129, NEMVE09141, NEMVE00894
OG0003999	DROME14381, DROME14380	NEMVE21965
OG0004002	DROME08892	NEMVE05646
OG0004004	DROME11755, DROME11754	NEMVE06251
OG0004005	DROME14778, DROME14779, DROME14780	NEMVE23848
OG0004007	DROME18644	NEMVE13953
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	NEMVE21729
OG0004011	DROME02697, DROME02696, DROME02701	NEMVE25743
OG0004012	DROME11288	NEMVE12899, NEMVE22318
OG0004014	DROME02886, DROME02837	NEMVE18256
OG0004015	DROME07793	NEMVE09359
OG0004017	DROME02036	NEMVE14537
OG0004019	DROME01647	NEMVE05373
OG0004020	DROME17726, DROME17727	NEMVE22667
OG0004021	DROME19870	NEMVE03953, NEMVE00245, NEMVE06416
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	NEMVE22354, NEMVE07265
OG0004023	DROME19067	NEMVE10125
OG0004025	DROME16102	NEMVE14321
OG0004028	DROME21582, DROME21583	NEMVE00045, NEMVE01939
OG0004030	DROME00135, DROME00134	NEMVE09561
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	NEMVE09520
OG0004032	DROME08117	NEMVE11647, NEMVE08726
OG0004033	DROME14180, DROME12245	NEMVE05049
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	NEMVE23476
OG0004036	DROME19609	NEMVE22269
OG0004037	DROME06863	NEMVE24489
OG0004038	DROME02888	NEMVE25168
OG0004039	DROME19307	NEMVE15872
OG0004040	DROME07203	NEMVE11657
OG0004041	DROME05936	NEMVE07183
OG0004042	DROME16619	NEMVE24907
OG0004044	DROME05299, DROME05298	NEMVE14670
OG0004045	DROME06772	NEMVE22942
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	NEMVE14207
OG0004048	DROME17671	NEMVE04894
OG0004051	DROME18087, DROME18086	NEMVE16748
OG0004053	DROME21730	NEMVE10589, NEMVE19218
OG0004057	DROME06677	NEMVE17724
OG0004057	DROME00479	NEMVE14174
OG0004059	DROME13217	NEMVE02059, NEMVE10461
OG0004060	DROME20687	NEMVE05949
OG0004061	DROME03990	NEMVE09085
OG0004063	DROME00529, DROME00528	NEMVE10277
OG0004064	DROME06301	NEMVE23672
OG0004065	DROME02456	NEMVE13633
OG0004066	DROME10827	NEMVE18474
OG0004068	DROME11057	NEMVE14104
OG0004069	DROME10101	NEMVE10507
OG0004070	DROME04845	NEMVE00018, NEMVE22616
OG0004071	DROME15812	NEMVE14977
OG0004072	DROME21957, DROME17982	NEMVE15269
OG0004074	DROME06751	NEMVE01933, NEMVE11914, NEMVE21072
OG0004075	DROME21242	NEMVE15118
OG0004076	DROME00303	NEMVE11675, NEMVE01100
OG0004078	DROME11078	NEMVE07028
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	NEMVE25325
OG0004080	DROME06468, DROME06467	NEMVE06984
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	NEMVE22578
OG0004082	DROME08161	NEMVE11384, NEMVE01381
OG0004084	DROME12357	NEMVE14693
OG0004085	DROME05732, DROME05731, DROME05733	NEMVE14248, NEMVE19893, NEMVE17924
OG0004089	DROME00381	NEMVE22289, NEMVE23169
OG0004090	DROME03177	NEMVE14306
OG0004091	DROME14119	NEMVE00934
OG0004092	DROME12563	NEMVE12115, NEMVE21794
OG0004093	DROME15725	NEMVE00957
OG0004095	DROME13735	NEMVE15313
OG0004096	DROME00515	NEMVE22332
OG0004097	DROME01515	NEMVE14807, NEMVE22196
OG0004098	DROME01948	NEMVE01526
OG0004099	DROME19388	NEMVE08673
OG0004101	DROME08755, DROME08757, DROME08756	NEMVE23681
OG0004102	DROME12666	NEMVE00016, NEMVE08375
OG0004105	DROME04809, DROME04810, DROME04811	NEMVE12111, NEMVE13481
OG0004106	DROME05999	NEMVE15033
OG0004107	DROME12701, DROME19212	NEMVE13823
OG0004108	DROME07361	NEMVE11403
OG0004110	DROME17755	NEMVE08007, NEMVE20745, NEMVE22977
OG0004111	DROME04654, DROME04653	NEMVE08919
OG0004113	DROME06222, DROME06223	NEMVE02452
OG0004114	DROME16337	NEMVE17396
OG0004115	DROME13846, DROME13845, DROME13844	NEMVE00036, NEMVE17538
OG0004116	DROME02477	NEMVE02528, NEMVE25696
OG0004118	DROME19673	NEMVE13160
OG0004119	DROME14543	NEMVE22499, NEMVE11571, NEMVE11572
OG0004120	DROME07794	NEMVE24901
OG0004121	DROME03957	NEMVE13634
OG0004122	DROME08383	NEMVE25053
OG0004123	DROME12798	NEMVE17411, NEMVE17410
OG0004124	DROME02608	NEMVE07304
OG0004127	DROME07186	NEMVE18642
OG0004130	DROME05314	NEMVE14705
OG0004131	DROME18904, DROME18905	NEMVE05458
OG0004132	DROME06798	NEMVE23224
OG0004133	DROME02029	NEMVE13985, NEMVE12851
OG0004134	DROME14839	NEMVE14887
OG0004135	DROME03879	NEMVE22322
OG0004136	DROME17670	NEMVE14508
OG0004140	DROME02610	NEMVE05908
OG0004142	DROME06754	NEMVE13449
OG0004143	DROME13621	NEMVE18842
OG0004145	DROME15893, DROME08647, DROME14074, DROME14075	NEMVE09487
OG0004147	DROME06149	NEMVE22674
OG0004148	DROME06090, DROME06089	NEMVE19504
OG0004149	DROME11017, DROME11016, DROME11015	NEMVE17931
OG0004150	DROME04551, DROME04550	NEMVE13741
OG0004151	DROME14564	NEMVE14229
OG0004153	DROME12893	NEMVE00083
OG0004157	DROME21496	NEMVE16426
OG0004158	DROME10050	NEMVE13617
OG0004159	DROME20404, DROME20403, DROME20402	NEMVE18358, NEMVE14604
OG0004160	DROME15565	NEMVE23083
OG0004164	DROME16332	NEMVE22345, NEMVE25928
OG0004166	DROME17896	NEMVE14358
OG0004167	DROME18913	NEMVE10378
OG0004168	DROME05468	NEMVE14660
OG0004169	DROME00368	NEMVE09703
OG0004170	DROME12078	NEMVE24511, NEMVE04516
OG0004171	DROME07182	NEMVE13975, NEMVE07139
OG0004176	DROME10985, DROME10984	NEMVE13135
OG0004178	DROME02387, DROME04815	NEMVE24562
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	NEMVE13848
OG0004180	DROME20474	NEMVE06343
OG0004181	DROME12964	NEMVE18763
OG0004183	DROME09271	NEMVE25375
OG0004184	DROME04419	NEMVE21069
OG0004186	DROME16037	NEMVE14257, NEMVE25645
OG0004187	DROME07871	NEMVE13250
OG0004188	DROME07492, DROME07494, DROME07493	NEMVE15828
OG0004189	DROME11000, DROME11001	NEMVE08777, NEMVE17967
OG0004190	DROME01879, DROME22091	NEMVE24804
OG0004198	DROME17028	NEMVE22383
OG0004215	DROME19401	NEMVE23791
OG0004216	DROME11793	NEMVE11628
OG0004217	DROME21224	NEMVE07703
OG0004218	DROME20138, DROME20139	NEMVE21685
OG0004219	DROME03490	NEMVE22540, NEMVE20986
OG0004220	DROME07426, DROME07425	NEMVE14904
OG0004222	DROME04949	NEMVE22431
OG0004223	DROME01123, DROME06776	NEMVE14495
OG0004225	DROME05012	NEMVE12928, NEMVE06699
OG0004226	DROME15145	NEMVE24092, NEMVE20295
OG0004227	DROME04086	NEMVE13579
OG0004228	DROME10277	NEMVE14091
OG0004229	DROME02866, DROME02865	NEMVE10839
OG0004230	DROME18730, DROME18729	NEMVE20221, NEMVE15013
OG0004231	DROME14487, DROME14486	NEMVE25640, NEMVE19289
OG0004232	DROME15977	NEMVE05374
OG0004236	DROME17566	NEMVE01769, NEMVE21449, NEMVE08213
OG0004239	DROME15568	NEMVE09798
OG0004241	DROME15542	NEMVE17443
OG0004242	DROME03644, DROME06191	NEMVE14789, NEMVE18228, NEMVE13800
OG0004243	DROME14802, DROME20505	NEMVE13950
OG0004244	DROME10097	NEMVE21955
OG0004245	DROME02038	NEMVE22952
OG0004246	DROME07435	NEMVE13565
OG0004247	DROME13808	NEMVE00266
OG0004248	DROME14001	NEMVE20564, NEMVE10713
OG0004249	DROME04762	NEMVE07696
OG0004250	DROME18272, DROME18273	NEMVE05051
OG0004251	DROME04402	NEMVE19617, NEMVE25778
OG0004252	DROME14951	NEMVE15040
OG0004253	DROME20276, DROME20277, DROME20275	NEMVE06410
OG0004254	DROME16850, DROME16851, DROME16852	NEMVE02453
OG0004255	DROME06896, DROME06895	NEMVE24360
OG0004257	DROME14416	NEMVE24614
OG0004258	DROME05217	NEMVE23518
OG0004259	DROME21474, DROME10563	NEMVE22430
OG0004261	DROME10981	NEMVE20799, NEMVE22436
OG0004262	DROME16780	NEMVE04762
OG0004263	DROME06450	NEMVE05868
OG0004265	DROME05465	NEMVE06493
OG0004268	DROME10031	NEMVE09145
OG0004269	DROME16782	NEMVE11660
OG0004270	DROME19295, DROME19296, DROME19297	NEMVE05372
OG0004272	DROME21011	NEMVE14903
OG0004273	DROME09850	NEMVE01963
OG0004275	DROME16991	NEMVE13750
OG0004276	DROME08381	NEMVE18577
OG0004277	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639	NEMVE09367
OG0004278	DROME01231	NEMVE11125
OG0004280	DROME22015	NEMVE06242
OG0004281	DROME00885	NEMVE02375
OG0004282	DROME07183	NEMVE15059
OG0004283	DROME21977	NEMVE07709, NEMVE00512
OG0004284	DROME19835, DROME19836	NEMVE10541
OG0004285	DROME12894	NEMVE13116, NEMVE17912
OG0004287	DROME16211	NEMVE10700
OG0004288	DROME12750, DROME12751	NEMVE18710
OG0004289	DROME10833, DROME19397	NEMVE18867
OG0004290	DROME01469	NEMVE01915
OG0004291	DROME16342	NEMVE06141
OG0004292	DROME06641	NEMVE11084
OG0004295	DROME20603, DROME20604, DROME20602	NEMVE08615
OG0004297	DROME01005	NEMVE05511
OG0004299	DROME21406, DROME21405	NEMVE07833
OG0004300	DROME21737	NEMVE08965
OG0004301	DROME06959	NEMVE15665
OG0004302	DROME01833	NEMVE13868
OG0004303	DROME02789, DROME02790	NEMVE14939, NEMVE00925
OG0004304	DROME15979, DROME15978	NEMVE02041
OG0004305	DROME00211	NEMVE07351, NEMVE23119, NEMVE14272
OG0004306	DROME06581, DROME06582, DROME06580, DROME06583	NEMVE02836
OG0004307	DROME07784	NEMVE14393
OG0004308	DROME08791, DROME08790	NEMVE25489, NEMVE20752
OG0004309	DROME11787	NEMVE21890
OG0004310	DROME20002	NEMVE21788
OG0004312	DROME07615	NEMVE14123
OG0004314	DROME04957	NEMVE10498
OG0004315	DROME21705	NEMVE18139
OG0004316	DROME06707	NEMVE13067
OG0004317	DROME18648, DROME18649, DROME18650	NEMVE21704, NEMVE16794
OG0004319	DROME01293	NEMVE06670
OG0004321	DROME00141	NEMVE19590
OG0004322	DROME21173, DROME21172	NEMVE05406
OG0004323	DROME08716, DROME08715	NEMVE00970
OG0004324	DROME19211, DROME05925, DROME05924	NEMVE07951
OG0004325	DROME08792	NEMVE14783
OG0004328	DROME06814, DROME06813	NEMVE25033
OG0004329	DROME14796	NEMVE14876
OG0004330	DROME05935	NEMVE01493
OG0004331	DROME09522	NEMVE22843, NEMVE02042
