Orthogroup	DROME	AENJA_ok
OG0003218	DROME08231, DROME08230	AENJA_23390
OG0003219	DROME09373	AENJA_23468
OG0003220	DROME11342, DROME11341	AENJA_23504
OG0003222	DROME18303, DROME18302, DROME18304	AENJA_23860
OG0003223	DROME09209	AENJA_24204
OG0003224	DROME09348, DROME09349, DROME09347	AENJA_24262
OG0003225	DROME18849	AENJA_24401
OG0003226	DROME19617, DROME08490	AENJA_25297, AENJA_25291
OG0003228	DROME21008	AENJA_25997
OG0003229	DROME01144	AENJA_25999
OG0003230	DROME17741	AENJA_26243
OG0003251	DROME19769, DROME19768, DROME16949	AENJA_00517
OG0003252	DROME18445	AENJA_00890
OG0003254	DROME02901	AENJA_01261
OG0003255	DROME06336	AENJA_01447
OG0003257	DROME15418	AENJA_01488, AENJA_01489
OG0003261	DROME07634, DROME07633	AENJA_02564
OG0003262	DROME21043, DROME21045, DROME21044	AENJA_02627
OG0003263	DROME09851	AENJA_03032
OG0003264	DROME08076	AENJA_03403
OG0003267	DROME01973, DROME01974, DROME02727	AENJA_03748
OG0003268	DROME20306	AENJA_04034
OG0003269	DROME11682	AENJA_04245
OG0003272	DROME19754, DROME19755, DROME00829	AENJA_05460, AENJA_05459
OG0003273	DROME01509	AENJA_19818, AENJA_19819, AENJA_05792
OG0003275	DROME11988, DROME11987	AENJA_06088
OG0003277	DROME07456	AENJA_06595
OG0003279	DROME01016, DROME01017, DROME01018	AENJA_18910, AENJA_07963
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	AENJA_12371, AENJA_07986
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	AENJA_08105, AENJA_20736
OG0003282	DROME17686	AENJA_18531
OG0003283	DROME12472	AENJA_08388, AENJA_08386, AENJA_08389
OG0003284	DROME06818	AENJA_08806
OG0003286	DROME09199, DROME09198	AENJA_08868
OG0003287	DROME04328, DROME08276	AENJA_08945
OG0003288	DROME00366, DROME00364, DROME00365	AENJA_08988
OG0003289	DROME20541, DROME20542	AENJA_09099
OG0003290	DROME00517	AENJA_09114
OG0003291	DROME20523	AENJA_09544
OG0003293	DROME14676	AENJA_10140
OG0003294	DROME01659, DROME01660	AENJA_10229
OG0003296	DROME09502	AENJA_10378
OG0003297	DROME19465	AENJA_10455
OG0003298	DROME08089	AENJA_10956
OG0003300	DROME16959	AENJA_16801
OG0003301	DROME18741	AENJA_11385
OG0003302	DROME01480	AENJA_11409
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	AENJA_23721, AENJA_11641
OG0003304	DROME02914, DROME02913	AENJA_11712, AENJA_18633
OG0003305	DROME13149	AENJA_11741
OG0003306	DROME10136	AENJA_22075
OG0003307	DROME17313	AENJA_11858
OG0003309	DROME19043, DROME19042	AENJA_11953
OG0003311	DROME15213	AENJA_12315
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	AENJA_12635
OG0003316	DROME13200	AENJA_13112
OG0003317	DROME19362	AENJA_13550
OG0003318	DROME16706	AENJA_13567
OG0003320	DROME12326	AENJA_13907
OG0003327	DROME19734	AENJA_14781
OG0003330	DROME03252, DROME03251	AENJA_15240
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	AENJA_15484
OG0003332	DROME00791	AENJA_15526
OG0003333	DROME10886, DROME10885, DROME10884	AENJA_15663
OG0003335	DROME18113, DROME18112	AENJA_15787
OG0003336	DROME10919, DROME10920, DROME10917	AENJA_15800
OG0003337	DROME15232	AENJA_15893
OG0003340	DROME16534, DROME16533	AENJA_16463
OG0003341	DROME01797	AENJA_17359
OG0003343	DROME09151	AENJA_17471
OG0003344	DROME04462, DROME04461	AENJA_17550
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	AENJA_22123
OG0003346	DROME13869	AENJA_18192
OG0003347	DROME11879, DROME11880	AENJA_18356
OG0003348	DROME02128	AENJA_18879
OG0003349	DROME08306, DROME08305, DROME08304	AENJA_18916
OG0003350	DROME00177, DROME00176	AENJA_18932
OG0003352	DROME13172	AENJA_19121
OG0003353	DROME11820, DROME11822, DROME11821	AENJA_20103
OG0003354	DROME19858	AENJA_20119
OG0003356	DROME15849	AENJA_21005
OG0003357	DROME12029	AENJA_21046
OG0003358	DROME16921	AENJA_21116
OG0003359	DROME18758	AENJA_21290
OG0003360	DROME20878, DROME20879	AENJA_21296
OG0003361	DROME13197	AENJA_21382
OG0003363	DROME10311, DROME10310, DROME10313, DROME10312	AENJA_21691
OG0003364	DROME00064	AENJA_21855
OG0003365	DROME04108	AENJA_21978
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	AENJA_22253
OG0003367	DROME12239	AENJA_22965, AENJA_22964
OG0003368	DROME16106, DROME16107	AENJA_23082
OG0003370	DROME12377, DROME12378	AENJA_23534
OG0003371	DROME09945, DROME09943, DROME09944, DROME09946	AENJA_23861
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	AENJA_24254
OG0003374	DROME06476, DROME06475, DROME06474	AENJA_24682, AENJA_24683
OG0003375	DROME21029	AENJA_24824
OG0003376	DROME16130, DROME16131, DROME16129	AENJA_24827
OG0003377	DROME20606	AENJA_24906
OG0003378	DROME18533	AENJA_24909
OG0003380	DROME14333	AENJA_25323
OG0003381	DROME10051	AENJA_25399
OG0003384	DROME17249, DROME17250	AENJA_25752
OG0003386	DROME07039, DROME07040, DROME07041	AENJA_26435
OG0003419	DROME18310, DROME17074	AENJA_00054
OG0003422	DROME04814	AENJA_00528
OG0003425	DROME11464, DROME11465, DROME11463	AENJA_01194
OG0003426	DROME12495	AENJA_01257
OG0003429	DROME10811, DROME14963, DROME10812	AENJA_01963
OG0003430	DROME19610, DROME04057	AENJA_02400
OG0003431	DROME13747	AENJA_02555
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	AENJA_02659
OG0003434	DROME00166, DROME15353	AENJA_02675
OG0003437	DROME09807	AENJA_02889, AENJA_18380
OG0003439	DROME16821	AENJA_03292
OG0003442	DROME06015, DROME06013, DROME06014	AENJA_03564
OG0003443	DROME18500	AENJA_03622
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	AENJA_03663
OG0003445	DROME01285	AENJA_03793
OG0003448	DROME02828, DROME02829, DROME02830	AENJA_04038
OG0003450	DROME03280	AENJA_04269
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	AENJA_04578
OG0003453	DROME19225	AENJA_04592
OG0003454	DROME10067	AENJA_04653
OG0003455	DROME04003	AENJA_04759
OG0003456	DROME19556	AENJA_04853
OG0003457	DROME06510, DROME06508, DROME06509	AENJA_05123
OG0003458	DROME04148	AENJA_05270
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	AENJA_05414
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	AENJA_05490
OG0003461	DROME17474, DROME21694	AENJA_05624
OG0003462	DROME00239	AENJA_17634, AENJA_15093, AENJA_05724, AENJA_20654
OG0003463	DROME20444	AENJA_05770
OG0003464	DROME06231	AENJA_10817, AENJA_05778
OG0003465	DROME04464	AENJA_06069
OG0003467	DROME06043, DROME06042	AENJA_06433
OG0003468	DROME01968	AENJA_06823
OG0003470	DROME13653	AENJA_07032
OG0003472	DROME09631, DROME09633	AENJA_07615
OG0003475	DROME02190	AENJA_08250
OG0003477	DROME12317	AENJA_08292
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	AENJA_08408
OG0003479	DROME13645	AENJA_08477
OG0003481	DROME01114	AENJA_08978, AENJA_08977
OG0003482	DROME08487	AENJA_08998
OG0003483	DROME09876, DROME09877	AENJA_09252
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	AENJA_09503
OG0003487	DROME12571	AENJA_10277
OG0003489	DROME01312	AENJA_11004
OG0003490	DROME13468	AENJA_11053
OG0003491	DROME11698	AENJA_11118
OG0003492	DROME17943	AENJA_11247
OG0003493	DROME09294	AENJA_20319, AENJA_11275
OG0003496	DROME03124	AENJA_19103, AENJA_12010
OG0003497	DROME08732	AENJA_12369
OG0003498	DROME13034, DROME13035	AENJA_12653
OG0003499	DROME14561	AENJA_12654
OG0003501	DROME13347, DROME13346, DROME13348	AENJA_13025
OG0003502	DROME19567, DROME14375	AENJA_13200
OG0003503	DROME17101, DROME17102	AENJA_13216
OG0003504	DROME06794	AENJA_13617
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	AENJA_13629
OG0003506	DROME18707	AENJA_13681
OG0003507	DROME14387, DROME14388	AENJA_13693
OG0003508	DROME15658	AENJA_13894
OG0003513	DROME08556	AENJA_15883
OG0003515	DROME21652	AENJA_16192
OG0003518	DROME08309	AENJA_16797
OG0003519	DROME06802	AENJA_16830
OG0003520	DROME21807, DROME02028	AENJA_17161
OG0003523	DROME16368	AENJA_17997
OG0003524	DROME09643, DROME09639, DROME09640	AENJA_17999
OG0003526	DROME05107	AENJA_18515
OG0003528	DROME21047, DROME06070	AENJA_18722
OG0003530	DROME12252	AENJA_18942
OG0003531	DROME21993	AENJA_19107
OG0003532	DROME08605	AENJA_19405
OG0003533	DROME04480, DROME04479, DROME04481	AENJA_19980, AENJA_22646
OG0003535	DROME12323, DROME12324, DROME12325	AENJA_20349
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	AENJA_20549
OG0003538	DROME20330	AENJA_20720
OG0003539	DROME09387, DROME09386	AENJA_20975
OG0003541	DROME10049, DROME10048	AENJA_21308
OG0003543	DROME18669	AENJA_21659
OG0003544	DROME05896	AENJA_21703
OG0003545	DROME08949	AENJA_21908
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	AENJA_22029
OG0003548	DROME15072	AENJA_22613
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	AENJA_22695
OG0003551	DROME18271, DROME18270, DROME16713	AENJA_22715
OG0003552	DROME18554, DROME18555	AENJA_22940
OG0003553	DROME17708	AENJA_23077
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	AENJA_23083
OG0003556	DROME06703, DROME06702	AENJA_23329
OG0003557	DROME19532	AENJA_23658
OG0003558	DROME06037	AENJA_23724
OG0003560	DROME18173	AENJA_24076
OG0003561	DROME10510	AENJA_24294
OG0003562	DROME12847, DROME12848	AENJA_24391
OG0003564	DROME16736	AENJA_24810
OG0003566	DROME08493, DROME08492	AENJA_25138
OG0003567	DROME20360, DROME20359	AENJA_25441
OG0003568	DROME08773	AENJA_25542
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	AENJA_25887
OG0003570	DROME14267, DROME14246	AENJA_26158
OG0003571	DROME19608	AENJA_26245
OG0003573	DROME07521	AENJA_26698
OG0003597	DROME16622, DROME16621	AENJA_00060
OG0003599	DROME08018	AENJA_06205
OG0003603	DROME05424	AENJA_00222
OG0003604	DROME19568	AENJA_00307
OG0003606	DROME07484, DROME07483, DROME07482	AENJA_00589
OG0003610	DROME07982, DROME07983	AENJA_00983
OG0003611	DROME17638	AENJA_04941
OG0003613	DROME00856	AENJA_01172
OG0003615	DROME16618, DROME16617	AENJA_01282, AENJA_22435, AENJA_06537
OG0003617	DROME16095	AENJA_01515, AENJA_11306
OG0003618	DROME15284, DROME15283	AENJA_01642
OG0003619	DROME13589, DROME13590	AENJA_13125, AENJA_01712, AENJA_03250, AENJA_01713
OG0003620	DROME17770	AENJA_01724
OG0003621	DROME13714, DROME13715, DROME13713	AENJA_01959
OG0003623	DROME01675	AENJA_02369
OG0003624	DROME12696	AENJA_02868
OG0003626	DROME07546	AENJA_05658
OG0003629	DROME03564	AENJA_03286
OG0003630	DROME06784	AENJA_03435
OG0003631	DROME07363	AENJA_25153, AENJA_03572
OG0003632	DROME18545	AENJA_03584
OG0003635	DROME04946	AENJA_24258, AENJA_03933
OG0003638	DROME16659	AENJA_04417
OG0003641	DROME01116	AENJA_05255
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	AENJA_05368, AENJA_23786
OG0003644	DROME00616	AENJA_06076
OG0003645	DROME12178	AENJA_06128
OG0003646	DROME09249, DROME09250	AENJA_06203
OG0003647	DROME16616	AENJA_06206
OG0003649	DROME12148, DROME12149	AENJA_06343
OG0003650	DROME10934, DROME10933	AENJA_06545
OG0003655	DROME13069, DROME13070	AENJA_07748
OG0003656	DROME14867, DROME14868, DROME19174	AENJA_08284
OG0003657	DROME04619	AENJA_08341
OG0003658	DROME07032	AENJA_08342
OG0003659	DROME09855	AENJA_08800
OG0003660	DROME02231, DROME02233, DROME02232	AENJA_08993
OG0003661	DROME07051	AENJA_09036
OG0003664	DROME05104	AENJA_09805
OG0003666	DROME11426	AENJA_10364
OG0003667	DROME18793, DROME18792, DROME03291	AENJA_10380
OG0003668	DROME15022, DROME15023	AENJA_10387
OG0003669	DROME05487	AENJA_10658
OG0003671	DROME13120	AENJA_11068
OG0003672	DROME03649	AENJA_11161, AENJA_24103
OG0003677	DROME10098	AENJA_11975
OG0003678	DROME20450	AENJA_12097
OG0003679	DROME02313	AENJA_12320
OG0003680	DROME01384	AENJA_12855
OG0003681	DROME08680, DROME08681	AENJA_12857
OG0003682	DROME12564	AENJA_12915
OG0003683	DROME03935	AENJA_12947
OG0003686	DROME06762	AENJA_13621
OG0003687	DROME12601	AENJA_13636
OG0003690	DROME00439	AENJA_20908, AENJA_14230
OG0003692	DROME11124	AENJA_14437
OG0003693	DROME08115	AENJA_14583
OG0003694	DROME12215, DROME12216	AENJA_14806
OG0003695	DROME01947	AENJA_14941
OG0003696	DROME10156	AENJA_15025
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	AENJA_15049
OG0003698	DROME17520	AENJA_15085
OG0003700	DROME01181, DROME01182	AENJA_15228
OG0003701	DROME18636, DROME18637	AENJA_15293
OG0003703	DROME15370	AENJA_15505, AENJA_15513
OG0003704	DROME02181, DROME02180	AENJA_15518
OG0003708	DROME12282, DROME12281	AENJA_16717
OG0003709	DROME13668, DROME18688	AENJA_17152
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	AENJA_17579
OG0003712	DROME10970	AENJA_17842
OG0003713	DROME05410	AENJA_17988
OG0003714	DROME02517	AENJA_23117, AENJA_17998
OG0003716	DROME18657	AENJA_18178
OG0003717	DROME10046	AENJA_18567
OG0003718	DROME01297	AENJA_18593
OG0003719	DROME14563	AENJA_18681
OG0003720	DROME17484	AENJA_18939
OG0003721	DROME09052	AENJA_19137
OG0003722	DROME05995	AENJA_19232
OG0003729	DROME04356, DROME06341	AENJA_19798
OG0003731	DROME02907	AENJA_19989
OG0003732	DROME10070	AENJA_20020
OG0003733	DROME00230	AENJA_20334
OG0003734	DROME19430	AENJA_20690
OG0003735	DROME19631	AENJA_20826
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	AENJA_20913
OG0003738	DROME11561, DROME11562	AENJA_21039
OG0003740	DROME01620	AENJA_21680
OG0003741	DROME14002, DROME20156	AENJA_21770
OG0003742	DROME17331, DROME17332	AENJA_22403
OG0003743	DROME13785	AENJA_22572
OG0003744	DROME08150	AENJA_22829
OG0003745	DROME20574, DROME20575	AENJA_23235, AENJA_23237, AENJA_23234
OG0003746	DROME01977	AENJA_23348
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	AENJA_23433
OG0003748	DROME01784	AENJA_23488
OG0003749	DROME18502, DROME18501	AENJA_23639
OG0003750	DROME15590	AENJA_23963
OG0003753	DROME12522, DROME12521, DROME12523	AENJA_24858
OG0003754	DROME08228, DROME08227	AENJA_24910
OG0003755	DROME10789, DROME20093, DROME20094	AENJA_24953, AENJA_24952
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	AENJA_25172
OG0003758	DROME11710, DROME11712, DROME11711	AENJA_25591
OG0003759	DROME06383	AENJA_25619
OG0003761	DROME14154, DROME16436	AENJA_26423
OG0003794	DROME03810, DROME03820	AENJA_00002
OG0003795	DROME10754, DROME10753, DROME10755	AENJA_00051
OG0003798	DROME12695	AENJA_00181
OG0003803	DROME02481, DROME02482	AENJA_00564
OG0003805	DROME01815	AENJA_00932, AENJA_01598
OG0003806	DROME01868	AENJA_00944
OG0003807	DROME20522, DROME05215	AENJA_00967
OG0003808	DROME08174	AENJA_00978
OG0003809	DROME04169, DROME04168	AENJA_01422
OG0003811	DROME14988, DROME14990, DROME14989	AENJA_01571
OG0003813	DROME10056	AENJA_02053
OG0003817	DROME00653	AENJA_02398
OG0003818	DROME11129	AENJA_02475
OG0003820	DROME07987	AENJA_02870, AENJA_19572, AENJA_02872
OG0003821	DROME04477	AENJA_02911
OG0003823	DROME12335	AENJA_02946
OG0003824	DROME17215	AENJA_02975
OG0003826	DROME12869, DROME12870, DROME12868	AENJA_03131
OG0003827	DROME06883, DROME06884	AENJA_03548
OG0003828	DROME10911	AENJA_03700
OG0003829	DROME01864	AENJA_03792
OG0003831	DROME02158	AENJA_03886
OG0003832	DROME22043	AENJA_03902
OG0003834	DROME21433	AENJA_04549, AENJA_04550
OG0003836	DROME15123	AENJA_16961, AENJA_04750, AENJA_18575, AENJA_06265
OG0003837	DROME14236, DROME08398	AENJA_04856
OG0003838	DROME00382, DROME00383	AENJA_04967
OG0003839	DROME21710	AENJA_05236, AENJA_06897
OG0003840	DROME00482	AENJA_05492
OG0003841	DROME10377, DROME10376, DROME21784	AENJA_05729
OG0003843	DROME02011	AENJA_06254
OG0003844	DROME19636, DROME19637	AENJA_06372
OG0003845	DROME21374	AENJA_06384
OG0003846	DROME14576	AENJA_06476
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	AENJA_06904
OG0003849	DROME18363, DROME18362	AENJA_06923
OG0003850	DROME19645	AENJA_07117, AENJA_21595
OG0003851	DROME07873, DROME07872, DROME07874	AENJA_07129
OG0003852	DROME08152	AENJA_07216
OG0003853	DROME00889	AENJA_07482, AENJA_19998
OG0003854	DROME11356	AENJA_07506
OG0003856	DROME18670	AENJA_08084
OG0003857	DROME21963	AENJA_08085
OG0003858	DROME12659	AENJA_08566
OG0003860	DROME03956	AENJA_08805, AENJA_11742
OG0003861	DROME13113	AENJA_08913
OG0003863	DROME16970, DROME16972, DROME16971	AENJA_09171
OG0003864	DROME16687, DROME16688	AENJA_09391
OG0003865	DROME12154, DROME12155	AENJA_09441
OG0003866	DROME15012, DROME15013	AENJA_09527
OG0003867	DROME04382	AENJA_09761
OG0003868	DROME05264, DROME05265, DROME05263	AENJA_09827
OG0003869	DROME09592	AENJA_17460, AENJA_09977
OG0003870	DROME12586, DROME12587	AENJA_10263
OG0003871	DROME19904, DROME19903	AENJA_10643
OG0003872	DROME05404	AENJA_10747
OG0003873	DROME21721	AENJA_10784
OG0003874	DROME06608	AENJA_10799
OG0003875	DROME19790, DROME19791	AENJA_10875
OG0003876	DROME09112	AENJA_10876
OG0003877	DROME03255, DROME03256	AENJA_11020
OG0003879	DROME15863, DROME15864	AENJA_11207
OG0003881	DROME06398	AENJA_11372
OG0003883	DROME12952, DROME12953	AENJA_11694
OG0003884	DROME16036	AENJA_11725
OG0003885	DROME01881, DROME01880	AENJA_11785, AENJA_23431
OG0003886	DROME16702	AENJA_12066
OG0003887	DROME16856	AENJA_12157
OG0003888	DROME14996	AENJA_12506
OG0003889	DROME06390	AENJA_12812
OG0003892	DROME03882, DROME03883, DROME03881	AENJA_22782
OG0003893	DROME20864	AENJA_13141
OG0003894	DROME08816	AENJA_13190
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	AENJA_13220
OG0003897	DROME08504, DROME08505	AENJA_14064
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	AENJA_14091
OG0003899	DROME15608	AENJA_14656
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	AENJA_16074
OG0003904	DROME13386	AENJA_16228
OG0003906	DROME10315	AENJA_16374
OG0003908	DROME07423	AENJA_22677
OG0003908	DROME05483	AENJA_17280
OG0003909	DROME12680	AENJA_26467, AENJA_26469, AENJA_17530
OG0003910	DROME10387	AENJA_17611
OG0003911	DROME11361	AENJA_17893
OG0003912	DROME03970, DROME03969, DROME03443	AENJA_18106
OG0003913	DROME04350	AENJA_18124
OG0003915	DROME04519	AENJA_18759
OG0003916	DROME10524, DROME10523	AENJA_18832
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	AENJA_19068
OG0003919	DROME21549	AENJA_19176
OG0003920	DROME16629, DROME16630	AENJA_19805
OG0003921	DROME02956, DROME02955, DROME02957	AENJA_19828
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	AENJA_19884
OG0003925	DROME01564, DROME01563	AENJA_20055
OG0003926	DROME01565, DROME01567, DROME01566	AENJA_20056
OG0003929	DROME08880	AENJA_20627
OG0003930	DROME20922	AENJA_20961
OG0003931	DROME02384, DROME02385	AENJA_21038
OG0003933	DROME03669	AENJA_21761
OG0003934	DROME11280	AENJA_21817
OG0003935	DROME00302	AENJA_22316
OG0003936	DROME02177	AENJA_22324
OG0003938	DROME13183	AENJA_22573
OG0003939	DROME01287	AENJA_22721
OG0003940	DROME13675	AENJA_22828
OG0003942	DROME15620	AENJA_23165
OG0003944	DROME18760	AENJA_23555
OG0003945	DROME01863	AENJA_23594
OG0003946	DROME13159, DROME13158	AENJA_24350
OG0003947	DROME08292	AENJA_24809
OG0003949	DROME09152	AENJA_25294
OG0003950	DROME16615	AENJA_25298
OG0003951	DROME07725	AENJA_25520
OG0003955	DROME16756	AENJA_26253
OG0003958	DROME00635	AENJA_26545
OG0003959	DROME15055	AENJA_26551
OG0003961	DROME17804	AENJA_26616
OG0003962	DROME09201	AENJA_26659
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	AENJA_00732
OG0003999	DROME14381, DROME14380	AENJA_00953
OG0004000	DROME11283	AENJA_01025
OG0004002	DROME08892	AENJA_01146
OG0004004	DROME11755	AENJA_01405
OG0004005	DROME14778, DROME14779, DROME14780	AENJA_01410, AENJA_01411
OG0004007	DROME18644	AENJA_01716
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	AENJA_01997
OG0004011	DROME02697, DROME02696, DROME02701	AENJA_02252
OG0004012	DROME11288	AENJA_02300
OG0004014	DROME02886, DROME02837	AENJA_20548, AENJA_03289, AENJA_12583
OG0004015	DROME07793	AENJA_03648
OG0004017	DROME02036	AENJA_03846
OG0004019	DROME01647	AENJA_04085
OG0004020	DROME17726, DROME17727	AENJA_17512
OG0004021	DROME19870	AENJA_04438
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	AENJA_04720
OG0004023	DROME16512, DROME19067	AENJA_04821
OG0004025	DROME16102	AENJA_05271
OG0004027	DROME13967	AENJA_05469
OG0004028	DROME21582, DROME21583	AENJA_15709, AENJA_05585
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	AENJA_06023
OG0004032	DROME08117	AENJA_06151
OG0004033	DROME14180, DROME12245	AENJA_07800, AENJA_06467
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	AENJA_07045
OG0004036	DROME19609	AENJA_07123
OG0004037	DROME06863	AENJA_07206
OG0004038	DROME02888	AENJA_07209
OG0004040	DROME07203	AENJA_07720
OG0004041	DROME05936	AENJA_07773, AENJA_07774
OG0004042	DROME16619	AENJA_07854
OG0004044	DROME05299, DROME05298	AENJA_07917
OG0004045	DROME06772	AENJA_07957
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	AENJA_08079
OG0004048	DROME17671	AENJA_08141
OG0004051	DROME18087, DROME18086	AENJA_08973
OG0004053	DROME21730	AENJA_09308
OG0004054	DROME15059	AENJA_09386
OG0004057	DROME00479	AENJA_09847
OG0004059	DROME13217	AENJA_10120
OG0004060	DROME20687	AENJA_10222
OG0004061	DROME03990	AENJA_10245
OG0004062	DROME16212	AENJA_10281
OG0004064	DROME06301	AENJA_10715
OG0004065	DROME02456	AENJA_10915
OG0004067	DROME14860	AENJA_11072, AENJA_11073
OG0004068	DROME11057	AENJA_11291
OG0004069	DROME10101	AENJA_11462
OG0004070	DROME04845	AENJA_11512
OG0004071	DROME15812	AENJA_11569
OG0004072	DROME21957, DROME17982	AENJA_11674
OG0004073	DROME01650	AENJA_11745
OG0004074	DROME06751	AENJA_11761
OG0004075	DROME21242	AENJA_25225, AENJA_11909, AENJA_25684
OG0004076	DROME00303	AENJA_11962
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	AENJA_12149
OG0004080	DROME06468, DROME06467	AENJA_12559
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	AENJA_12579
OG0004082	DROME08161	AENJA_12648
OG0004084	DROME12357	AENJA_13049
OG0004085	DROME05732, DROME05731, DROME05733	AENJA_13446
OG0004089	DROME00381	AENJA_13857
OG0004090	DROME03177	AENJA_14113
OG0004091	DROME14119	AENJA_14498
OG0004092	DROME12563	AENJA_14629
OG0004095	DROME13735	AENJA_14906
OG0004096	DROME00515	AENJA_14942
OG0004098	DROME01948	AENJA_15282
OG0004099	DROME19388	AENJA_15456
OG0004101	DROME08755, DROME08757, DROME08756	AENJA_16349
OG0004102	DROME12666	AENJA_16425
OG0004105	DROME04809, DROME04810, DROME04811	AENJA_17274
OG0004106	DROME05999	AENJA_17371
OG0004107	DROME12701, DROME19212	AENJA_17526
OG0004110	DROME17755	AENJA_17972
OG0004111	DROME04654, DROME04653	AENJA_17987
OG0004112	DROME12140	AENJA_18049, AENJA_26008
OG0004113	DROME06222, DROME06223	AENJA_18290
OG0004114	DROME16337	AENJA_18362
OG0004115	DROME13846, DROME13845, DROME13844	AENJA_18384
OG0004116	DROME02477	AENJA_18624
OG0004118	DROME19673	AENJA_19037
OG0004119	DROME14543	AENJA_19319
OG0004120	DROME07794	AENJA_19470
OG0004121	DROME03957	AENJA_19585
OG0004122	DROME08383	AENJA_19610
OG0004123	DROME12798	AENJA_19882
OG0004124	DROME02608	AENJA_20051
OG0004127	DROME07186	AENJA_20390
OG0004130	DROME05314	AENJA_20514
OG0004131	DROME18904, DROME18905	AENJA_20546
OG0004132	DROME06798	AENJA_20581
OG0004133	DROME02029	AENJA_20684
OG0004134	DROME14839	AENJA_20800
OG0004135	DROME03879	AENJA_21037
OG0004136	DROME17670	AENJA_21121
OG0004139	DROME14020	AENJA_22066
OG0004140	DROME02610	AENJA_22122
OG0004142	DROME06754	AENJA_22247
OG0004143	DROME13621	AENJA_22570
OG0004144	DROME04309, DROME04310	AENJA_22601
OG0004145	DROME08647, DROME14074, DROME14075	AENJA_22813
OG0004147	DROME06149	AENJA_22980
OG0004148	DROME06090, DROME06089	AENJA_23349
OG0004149	DROME11017, DROME11016, DROME11015	AENJA_23391
OG0004150	DROME04551, DROME04550	AENJA_23752
OG0004151	DROME14564	AENJA_23954
OG0004153	DROME12893	AENJA_24230
OG0004156	DROME18060	AENJA_24369, AENJA_24722
OG0004157	DROME21496	AENJA_24370
OG0004158	DROME10050	AENJA_24429
OG0004159	DROME20404, DROME20403, DROME20402	AENJA_24852
OG0004160	DROME15565	AENJA_25025
OG0004164	DROME16332	AENJA_25479
OG0004166	DROME17896	AENJA_25748
OG0004167	DROME18913	AENJA_26097
OG0004168	DROME05468	AENJA_26286
OG0004169	DROME00368	AENJA_26454
OG0004170	DROME12078	AENJA_26593
OG0004171	DROME07182	AENJA_26685
OG0004215	DROME19401	AENJA_00310
OG0004216	DROME11793	AENJA_00516
OG0004217	DROME21224	AENJA_00550
OG0004219	DROME03490	AENJA_01020
