Orthogroup	DROME	XENTR
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	XENTR09799, XENTR09800
OG0002746	DROME16661, DROME21181	XENTR12491
OG0002747	DROME11308, DROME19315, DROME13062	XENTR15530, XENTR12004
OG0002749	DROME05439	XENTR10274
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	XENTR04386
OG0002753	DROME11184	XENTR11296, XENTR02867
OG0002754	DROME16293	XENTR03983
OG0002755	DROME17482	XENTR08690, XENTR08689
OG0002757	DROME02757	XENTR12168
OG0002758	DROME08710	XENTR04566, XENTR03532
OG0002760	DROME11244, DROME07304	XENTR00378
OG0002761	DROME11909	XENTR17764, XENTR17624
OG0002762	DROME06423	XENTR11282, XENTR01231, XENTR14321
OG0002763	DROME13568, DROME13567	XENTR10839
OG0002764	DROME00298, DROME00297, DROME00296	XENTR15483
OG0002765	DROME12796	XENTR17842, XENTR00480
OG0002766	DROME13857	XENTR08503
OG0002767	DROME05447	XENTR04364, XENTR04365, XENTR03484
OG0002768	DROME05798, DROME05796	XENTR10109
OG0002769	DROME12294, DROME12293	XENTR11590, XENTR07696
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	XENTR02195
OG0002771	DROME01521, DROME07621	XENTR00192, XENTR03850
OG0002772	DROME18154	XENTR11948, XENTR11949
OG0002773	DROME00793, DROME00794, DROME00257	XENTR12292, XENTR12291
OG0002776	DROME04390	XENTR09728
OG0002777	DROME09718	XENTR11797, XENTR19160
OG0002778	DROME20892	XENTR12569, XENTR00539
OG0002779	DROME10992	XENTR10031
OG0002780	DROME00776, DROME00775	XENTR13725
OG0002781	DROME04079, DROME04080	XENTR16799, XENTR05234
OG0002782	DROME16136	XENTR00623
OG0002785	DROME05688	XENTR00059, XENTR05827
OG0002788	DROME12013, DROME01698	XENTR09878, XENTR09877, XENTR04431
OG0002791	DROME01009	XENTR06517, XENTR03920, XENTR18740
OG0002793	DROME18578	XENTR12803
OG0002794	DROME11641	XENTR00100
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	XENTR01455, XENTR06774
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	XENTR17773, XENTR17772
OG0002811	DROME18305	XENTR10804
OG0002812	DROME07562	XENTR05800, XENTR00060
OG0002814	DROME14819	XENTR07560, XENTR05582
OG0002815	DROME09886	XENTR11891, XENTR04234
OG0002816	DROME16437	XENTR00002, XENTR00003
OG0002817	DROME03807	XENTR12101
OG0002818	DROME06002	XENTR13155, XENTR06391
OG0002819	DROME05457, DROME05454, DROME05453	XENTR03528, XENTR03527, XENTR07682, XENTR02780
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	XENTR05879
OG0002822	DROME19658	XENTR00124, XENTR13843
OG0002823	DROME05302	XENTR18759
OG0002824	DROME05371, DROME05370, DROME05372	XENTR13061, XENTR06524
OG0002825	DROME10105, DROME10106	XENTR11515
OG0002826	DROME12304	XENTR09079, XENTR12650
OG0002827	DROME04425	XENTR09149
OG0002828	DROME07466, DROME07465, DROME07464	XENTR06020
OG0002831	DROME21764, DROME21763	XENTR16010
OG0002832	DROME20194	XENTR04640
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	XENTR11335
OG0002835	DROME04546	XENTR11887, XENTR14253
OG0002836	DROME03263	XENTR03259, XENTR09231, XENTR09230
OG0002837	DROME16455	XENTR15959, XENTR00684
OG0002839	DROME20539, DROME20540	XENTR15634
OG0002840	DROME20941	XENTR07275, XENTR17810
OG0002841	DROME06956	XENTR00738
OG0002843	DROME05626	XENTR01142
OG0002844	DROME01327, DROME00485	XENTR02808, XENTR17210
OG0002845	DROME21934, DROME05525, DROME05526	XENTR05284, XENTR19219
OG0002846	DROME12562	XENTR01052
OG0002848	DROME11797	XENTR02131
OG0002850	DROME18798	XENTR03096, XENTR11615
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	XENTR11403, XENTR00147
OG0002854	DROME03526, DROME03527	XENTR04689
OG0002856	DROME10602, DROME10600, DROME10603, DROME10601	XENTR08107, XENTR18618
OG0002858	DROME20172, DROME20171	XENTR10468, XENTR10467, XENTR03717
OG0002859	DROME13204	XENTR04627
OG0002860	DROME21067	XENTR01789
OG0002861	DROME19141	XENTR09850
OG0002862	DROME14414	XENTR15885, XENTR11393
OG0002865	DROME09974	XENTR18512
OG0002866	DROME08853	XENTR04723, XENTR13209
OG0002868	DROME08895, DROME08893, DROME08894	XENTR02779
OG0002869	DROME01493	XENTR00267, XENTR08439
OG0002870	DROME05751	XENTR04233
OG0002873	DROME15273, DROME15275, DROME15274	XENTR12525
OG0002876	DROME02491	XENTR10826, XENTR08160
OG0002877	DROME16795	XENTR08111
OG0002879	DROME05962	XENTR07894, XENTR12756
OG0002880	DROME09708	XENTR04522, XENTR13334, XENTR09153
OG0002882	DROME15316	XENTR05685
OG0002883	DROME19983, DROME19982	XENTR07570
OG0002884	DROME00136	XENTR16780
OG0002888	DROME08352, DROME08351	XENTR01004
OG0002889	DROME18283, DROME18285, DROME18284	XENTR09659, XENTR10801
OG0002890	DROME12018	XENTR02150
OG0002891	DROME12152	XENTR06504, XENTR01216
OG0002892	DROME18981	XENTR15871, XENTR11956, XENTR06173
OG0002893	DROME14268	XENTR15094
OG0002894	DROME07096, DROME07097	XENTR09951
OG0002895	DROME16391, DROME16390	XENTR10722, XENTR13295
OG0002896	DROME00179, DROME00180	XENTR18124, XENTR10924
OG0002897	DROME08372	XENTR08807
OG0002898	DROME21521	XENTR03296
OG0002899	DROME09113	XENTR15290, XENTR00294
OG0002900	DROME06374	XENTR01428, XENTR17889
OG0002902	DROME12234, DROME12235	XENTR00980, XENTR00979
OG0002905	DROME02163, DROME02164	XENTR08061, XENTR00262
OG0002906	DROME12553, DROME12554	XENTR00496
OG0002907	DROME00536, DROME00537, DROME00535	XENTR03427, XENTR03122
OG0002909	DROME00512	XENTR07054, XENTR02377
OG0002910	DROME07768	XENTR08951
OG0002911	DROME01531, DROME01532, DROME01530	XENTR14212, XENTR02243, XENTR02244
OG0002912	DROME03365, DROME03361, DROME03364	XENTR05049
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	XENTR15678
OG0002916	DROME03083	XENTR15380, XENTR04744
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	XENTR03199
OG0002921	DROME20904, DROME20903	XENTR14977
OG0002922	DROME13161	XENTR10516, XENTR02242
OG0002924	DROME15371	XENTR18508, XENTR11259, XENTR08327
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	XENTR00245
OG0002926	DROME01891	XENTR05828, XENTR08104
OG0002944	DROME18576	XENTR03625, XENTR09325
OG0002945	DROME02620	XENTR16676
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	XENTR19009
OG0002949	DROME10410, DROME10411	XENTR05420
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	XENTR14461, XENTR01620
OG0002953	DROME06983, DROME06984	XENTR17933, XENTR17932
OG0002954	DROME12606, DROME12607	XENTR04437
OG0002955	DROME16794	XENTR03055
OG0002956	DROME13931, DROME13930, DROME13929	XENTR11938, XENTR05075
OG0002957	DROME15903, DROME15902	XENTR06187
OG0002959	DROME21736	XENTR15400, XENTR12100
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	XENTR12922
OG0002962	DROME20600	XENTR07404, XENTR13997
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	XENTR07402
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	XENTR06174
OG0002967	DROME18521, DROME18520	XENTR06032
OG0002968	DROME10921	XENTR12928
OG0002968	DROME05214	XENTR17755
OG0002969	DROME04084, DROME04085	XENTR14194
OG0002973	DROME19229, DROME19228	XENTR06006, XENTR12884
OG0002974	DROME01465	XENTR15000, XENTR15123
OG0002976	DROME16320, DROME20322, DROME20323	XENTR14081
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	XENTR09457
OG0002978	DROME09324, DROME11790	XENTR14104, XENTR12528, XENTR09037
OG0002979	DROME15607	XENTR15507
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	XENTR13101
OG0002983	DROME12376	XENTR12350, XENTR13304
OG0002984	DROME11997	XENTR11184
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	XENTR01815
OG0002986	DROME06888	XENTR01222, XENTR05978
OG0002987	DROME13970, DROME13977	XENTR01945, XENTR08978
OG0002990	DROME12949, DROME12950	XENTR01994, XENTR12466, XENTR08715
OG0002991	DROME05520, DROME05522, DROME05521	XENTR07281
OG0002992	DROME16899, DROME16900	XENTR01895, XENTR06222
OG0002994	DROME07777, DROME07776	XENTR02151
OG0002995	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765	XENTR03064
OG0002997	DROME02903	XENTR00325
OG0002998	DROME04901, DROME04900, DROME04899	XENTR10809, XENTR17352, XENTR06372
OG0003001	DROME12222	XENTR01871, XENTR05403
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	XENTR07513, XENTR02073
OG0003005	DROME19774	XENTR18499
OG0003006	DROME00129	XENTR11337
OG0003008	DROME10417, DROME10419, DROME10418	XENTR15614, XENTR04677
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	XENTR14276
OG0003011	DROME17655, DROME17656	XENTR05600, XENTR15172
OG0003012	DROME16686	XENTR02824
OG0003014	DROME20620	XENTR03629
OG0003016	DROME06109, DROME04760	XENTR11776, XENTR18402
OG0003017	DROME03993, DROME03994	XENTR16354, XENTR16355, XENTR16352, XENTR16351
OG0003018	DROME01985	XENTR16972
OG0003019	DROME14436	XENTR10695, XENTR10694
OG0003021	DROME11191	XENTR18288
OG0003022	DROME12200	XENTR05917
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693	XENTR10199, XENTR10198, XENTR04561
OG0003024	DROME14540, DROME13066	XENTR18532
OG0003025	DROME16128	XENTR13995, XENTR00407
OG0003026	DROME01191	XENTR17420
OG0003027	DROME13632	XENTR04043, XENTR01453
OG0003028	DROME19503	XENTR11464
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	XENTR08351, XENTR05958
OG0003030	DROME20783, DROME03164	XENTR04003, XENTR18856, XENTR16201
OG0003031	DROME10589, DROME10590	XENTR01678, XENTR11006
OG0003033	DROME02552	XENTR01505
OG0003034	DROME13458	XENTR01021
OG0003035	DROME10664	XENTR08097, XENTR04242
OG0003036	DROME08134	XENTR01299
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	XENTR15955, XENTR17309
OG0003041	DROME13990, DROME13989	XENTR00227
OG0003042	DROME19648, DROME19650, DROME19649	XENTR05407, XENTR05408
OG0003043	DROME01115	XENTR13370
OG0003044	DROME07467	XENTR08887
OG0003045	DROME10689, DROME10687, DROME10688	XENTR09364
OG0003046	DROME06986	XENTR00458, XENTR06271
OG0003048	DROME03285	XENTR04971
OG0003049	DROME11842	XENTR12371
OG0003050	DROME21024, DROME21025	XENTR07158, XENTR13871
OG0003052	DROME17384, DROME22105, DROME17383	XENTR17582
OG0003053	DROME05736	XENTR14155
OG0003054	DROME15214	XENTR02710
OG0003055	DROME13955	XENTR00054, XENTR12225
OG0003058	DROME03947	XENTR07986, XENTR10890, XENTR02463
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	XENTR12777
OG0003060	DROME04543	XENTR06510, XENTR13247, XENTR16776
OG0003062	DROME19727	XENTR15095, XENTR13329, XENTR07266
OG0003063	DROME03416	XENTR10800
OG0003064	DROME05139, DROME16537, DROME16536	XENTR18991
OG0003065	DROME07296	XENTR08230
OG0003066	DROME19326	XENTR17099, XENTR08960
OG0003072	DROME09180, DROME09181	XENTR02567, XENTR00734
OG0003073	DROME13385, DROME14642	XENTR04061
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	XENTR02964, XENTR07675
OG0003078	DROME00990	XENTR09095
OG0003079	DROME11418, DROME11417	XENTR14327, XENTR13284
OG0003080	DROME07733	XENTR03440, XENTR00888, XENTR13892, XENTR03439, XENTR03071
OG0003090	DROME08348, DROME08349	XENTR03237, XENTR10261
OG0003101	DROME16966, DROME16965, DROME16967	XENTR05478, XENTR07812, XENTR18234
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	XENTR07478, XENTR07479, XENTR02297
OG0003104	DROME01186, DROME01187	XENTR06110, XENTR04678
OG0003105	DROME14362, DROME14361, DROME14360	XENTR04336
OG0003106	DROME07627	XENTR12128
OG0003107	DROME12506	XENTR10986
OG0003108	DROME13177, DROME13178	XENTR11504, XENTR11503
OG0003110	DROME09020	XENTR02312
OG0003112	DROME16468, DROME01349, DROME01348	XENTR07566
OG0003113	DROME01816, DROME01817	XENTR16144
OG0003114	DROME04951, DROME04952	XENTR18657, XENTR06619
OG0003115	DROME18331	XENTR01484, XENTR05078, XENTR17555
OG0003116	DROME20130	XENTR03534
OG0003118	DROME11873, DROME11872	XENTR06207, XENTR15713
OG0003119	DROME02450, DROME02453, DROME02451	XENTR16252, XENTR18505
OG0003120	DROME17944	XENTR06695
OG0003121	DROME19886, DROME19887	XENTR11254
OG0003123	DROME20099	XENTR00502
OG0003125	DROME08841, DROME08840	XENTR09690
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	XENTR04714
OG0003128	DROME20310, DROME20309	XENTR14159
OG0003130	DROME20301, DROME20300	XENTR04051
OG0003135	DROME07491	XENTR02084
OG0003136	DROME17171	XENTR12656, XENTR02424, XENTR05090
OG0003138	DROME18809	XENTR08591
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	XENTR00556, XENTR12115
OG0003141	DROME21226, DROME21227	XENTR16911
OG0003142	DROME11840	XENTR11445, XENTR11444
OG0003144	DROME13433	XENTR07607, XENTR11410
OG0003145	DROME03862	XENTR04007
OG0003146	DROME01929	XENTR18081, XENTR05117
OG0003147	DROME16290, DROME16289	XENTR09759
OG0003148	DROME18800, DROME18799	XENTR04123, XENTR10073
OG0003150	DROME19300	XENTR02043, XENTR08836
OG0003151	DROME04792	XENTR08206, XENTR02485, XENTR02484
OG0003152	DROME17760	XENTR07384, XENTR12708
OG0003153	DROME21845	XENTR18452
OG0003154	DROME05761	XENTR00073
OG0003156	DROME13943	XENTR12843
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	XENTR16641
OG0003158	DROME02271	XENTR09421, XENTR06360
OG0003159	DROME05071	XENTR04322, XENTR04257
OG0003160	DROME17382	XENTR13384
OG0003161	DROME12081	XENTR09600
OG0003164	DROME01606	XENTR00718, XENTR05518
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	XENTR12396, XENTR12753
OG0003169	DROME03939	XENTR00138
OG0003171	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193	XENTR03950
OG0003172	DROME02195	XENTR14668
OG0003173	DROME20160, DROME20161	XENTR14158, XENTR06342
OG0003174	DROME21527, DROME21526, DROME21528	XENTR07544, XENTR18836
OG0003175	DROME02106	XENTR01126, XENTR01743, XENTR01744
OG0003176	DROME19128	XENTR00495
OG0003178	DROME10286, DROME10285	XENTR11667, XENTR09042
OG0003179	DROME19635	XENTR11724
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	XENTR18277
OG0003182	DROME01632	XENTR13629
OG0003183	DROME05040, DROME05042, DROME05041	XENTR03790, XENTR17483, XENTR15104
OG0003184	DROME11152	XENTR12742
OG0003185	DROME08767, DROME08766	XENTR17498, XENTR15967
OG0003188	DROME03250, DROME03249	XENTR05320, XENTR02763
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	XENTR15950
OG0003191	DROME09590	XENTR05225
OG0003192	DROME12610	XENTR08220, XENTR12874
OG0003193	DROME14192	XENTR09215
OG0003197	DROME21048	XENTR08587
OG0003198	DROME07357	XENTR08036
OG0003199	DROME12668, DROME21725, DROME21726	XENTR13157
OG0003202	DROME05838, DROME05839	XENTR06728
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	XENTR15103
OG0003205	DROME06205, DROME06206	XENTR14834, XENTR15297
OG0003206	DROME21836, DROME21837	XENTR01762
OG0003207	DROME14952	XENTR17115, XENTR02861
OG0003210	DROME16773, DROME16774	XENTR07740, XENTR03933
OG0003212	DROME16100	XENTR07956, XENTR01342
OG0003214	DROME00548	XENTR06201
OG0003215	DROME09352	XENTR07497, XENTR09047
OG0003217	DROME21077	XENTR05031, XENTR04303
OG0003218	DROME08230	XENTR12593
OG0003219	DROME09373	XENTR18931, XENTR19001, XENTR15987, XENTR18951, XENTR19285, XENTR18736, XENTR15986, XENTR03560, XENTR03559
OG0003220	DROME11342, DROME11341	XENTR11144, XENTR12866
OG0003221	DROME00225, DROME00224	XENTR02159, XENTR04079
OG0003222	DROME18303, DROME18302, DROME18304	XENTR15911, XENTR10214, XENTR13202
OG0003223	DROME09209	XENTR06905
OG0003224	DROME09348, DROME09349, DROME09347	XENTR16031, XENTR13430
OG0003225	DROME18849	XENTR02604
OG0003226	DROME19617, DROME08490	XENTR18053
OG0003228	DROME21008	XENTR13523
OG0003229	DROME01144	XENTR16185, XENTR10298
OG0003230	DROME17741	XENTR10511, XENTR10510
OG0003231	DROME19301	XENTR18302
OG0003235	DROME05661, DROME05663, DROME05662	XENTR17209
OG0003238	DROME10776	XENTR13238
OG0003240	DROME12807	XENTR17311, XENTR17807
OG0003251	DROME19769, DROME19768, DROME16949	XENTR09756
OG0003252	DROME18445	XENTR09598, XENTR09597
OG0003254	DROME02901	XENTR15784
OG0003257	DROME15418	XENTR11651
OG0003261	DROME07634, DROME07633	XENTR03202
OG0003262	DROME21043, DROME21045, DROME21044	XENTR06319, XENTR04546
OG0003263	DROME09851	XENTR11183
OG0003264	DROME08076	XENTR02125, XENTR05760
OG0003267	DROME01973, DROME01974, DROME02727	XENTR06701
OG0003268	DROME20306	XENTR11858
OG0003269	DROME11682	XENTR00981
OG0003272	DROME19754, DROME19755, DROME00829	XENTR11923, XENTR13832
OG0003273	DROME01509	XENTR14541, XENTR09949
OG0003275	DROME11988, DROME11987	XENTR18433, XENTR02465
OG0003277	DROME07456	XENTR01225, XENTR05973
OG0003279	DROME01016, DROME01017, DROME01018	XENTR06409, XENTR03464
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	XENTR14496
OG0003282	DROME17686	XENTR08973
OG0003283	DROME12472	XENTR02862
OG0003284	DROME06818	XENTR09406, XENTR09408, XENTR09407
OG0003286	DROME09199, DROME09198	XENTR00938
OG0003287	DROME04328, DROME08276	XENTR07598
OG0003288	DROME00366, DROME00364, DROME00365	XENTR00671
OG0003289	DROME20541, DROME20542	XENTR14484, XENTR00516, XENTR00515
OG0003290	DROME00517	XENTR07784
OG0003293	DROME14676	XENTR05206
OG0003294	DROME01659, DROME01660	XENTR05508
OG0003296	DROME06822, DROME13531	XENTR00824
OG0003297	DROME19465	XENTR07372
OG0003298	DROME08089	XENTR15553
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	XENTR12358
OG0003301	DROME18741	XENTR08929
OG0003302	DROME01480	XENTR02111
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	XENTR07483
OG0003304	DROME02914, DROME02913	XENTR08010, XENTR06925
OG0003305	DROME13149	XENTR11041
OG0003306	DROME10136	XENTR07978
OG0003307	DROME17313	XENTR16158
OG0003309	DROME19043, DROME19042	XENTR15002, XENTR18421
OG0003311	DROME15213	XENTR11582, XENTR06308
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	XENTR05197, XENTR05257, XENTR05501
OG0003316	DROME13200	XENTR08584
OG0003317	DROME19362	XENTR09784
OG0003318	DROME16706	XENTR17690, XENTR06814
OG0003320	DROME12326	XENTR02217
OG0003327	DROME19734	XENTR17104, XENTR13251
OG0003329	DROME10094, DROME10095	XENTR05841
OG0003330	DROME03252, DROME03251	XENTR05319
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	XENTR04048
OG0003332	DROME00791	XENTR17058, XENTR17059
OG0003333	DROME10886, DROME10885, DROME10884	XENTR04475, XENTR16496, XENTR16497
OG0003335	DROME18113, DROME18112	XENTR09006
OG0003336	DROME10919, DROME10920, DROME10917	XENTR04249, XENTR10459, XENTR04672
OG0003337	DROME15232	XENTR12026
OG0003340	DROME16534, DROME16533	XENTR05753, XENTR04075
OG0003341	DROME01797	XENTR12776
OG0003343	DROME09151	XENTR10202
OG0003344	DROME04462, DROME04461	XENTR06071, XENTR06072, XENTR06070
OG0003346	DROME13869	XENTR12386
OG0003347	DROME11879, DROME11880	XENTR05381
OG0003349	DROME08306, DROME08305, DROME08304	XENTR05563, XENTR07550
OG0003350	DROME00177, DROME00176	XENTR14406, XENTR06191
OG0003352	DROME13172	XENTR08399, XENTR03180
OG0003353	DROME11820, DROME11822, DROME11821	XENTR00740
OG0003354	DROME19858	XENTR14729
OG0003356	DROME15849	XENTR01788, XENTR19056
OG0003357	DROME12029	XENTR08718
OG0003359	DROME18758	XENTR15397
OG0003360	DROME20878, DROME20879	XENTR03049, XENTR03048
OG0003361	DROME13197	XENTR13092
OG0003364	DROME00064	XENTR14029, XENTR16714
OG0003365	DROME04108	XENTR02850, XENTR01233
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	XENTR04144
OG0003367	DROME12239	XENTR19276
OG0003368	DROME16106, DROME16107	XENTR08859
OG0003371	DROME09945, DROME09943, DROME09944, DROME09946	XENTR00505, XENTR02439
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	XENTR00441
OG0003374	DROME06476, DROME06475, DROME06474	XENTR00231, XENTR13931
OG0003375	DROME21029	XENTR18878, XENTR00570
OG0003376	DROME16130, DROME16131, DROME16129	XENTR08868
OG0003377	DROME20606	XENTR09874
OG0003378	DROME18533	XENTR16000
OG0003380	DROME14333	XENTR00830
OG0003381	DROME10051	XENTR16745, XENTR08704
OG0003384	DROME17249, DROME17250	XENTR01965
OG0003386	DROME07039, DROME07040, DROME07041	XENTR15284
OG0003388	DROME11674, DROME19363	XENTR06699
OG0003392	DROME11355	XENTR09804, XENTR00995, XENTR07310
OG0003396	DROME21609	XENTR16644
OG0003401	DROME10424	XENTR11000, XENTR06980, XENTR06981, XENTR01481
OG0003402	DROME17185	XENTR05678, XENTR05637, XENTR01381, XENTR10252
OG0003419	DROME18310	XENTR16940
OG0003421	DROME04908, DROME07137, DROME07651	XENTR04887
OG0003422	DROME04814	XENTR08946, XENTR08947
OG0003425	DROME11464, DROME11465, DROME11463	XENTR08256
OG0003426	DROME12495	XENTR14116
OG0003429	DROME10812	XENTR12279
OG0003430	DROME19610, DROME04057	XENTR15234
OG0003431	DROME13747	XENTR08565, XENTR08564, XENTR09172
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	XENTR13812
OG0003434	DROME00166, DROME15353	XENTR01877
OG0003437	DROME09807	XENTR07320, XENTR05601
OG0003442	DROME06015, DROME06013, DROME06014	XENTR06416, XENTR16044, XENTR02332
OG0003443	DROME18500	XENTR07991, XENTR13306
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	XENTR10884
OG0003445	DROME01285	XENTR07728
OG0003448	DROME02828, DROME02829, DROME02830	XENTR00217, XENTR05059
OG0003450	DROME03280	XENTR11136
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	XENTR14210
OG0003454	DROME10067	XENTR06943, XENTR12431
OG0003455	DROME04003	XENTR19153
OG0003456	DROME19556	XENTR10526
OG0003457	DROME06510, DROME06508, DROME06509	XENTR04624, XENTR08027
OG0003458	DROME04148	XENTR11788
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	XENTR01653
OG0003461	DROME17474, DROME21694	XENTR15751
OG0003462	DROME00239	XENTR16197
OG0003463	DROME20444	XENTR11861, XENTR11992
OG0003464	DROME06231	XENTR00966
OG0003465	DROME04464	XENTR06176
OG0003466	DROME16278	XENTR11842, XENTR10915
OG0003467	DROME06043, DROME06042	XENTR17927
OG0003468	DROME01968	XENTR02404
OG0003470	DROME13653	XENTR05074
OG0003473	DROME00049	XENTR00629, XENTR14470
OG0003475	DROME02190	XENTR16240
OG0003477	DROME12317	XENTR08073
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	XENTR12098
OG0003479	DROME13645	XENTR02579, XENTR16286, XENTR11231
OG0003481	DROME01114	XENTR05415
OG0003482	DROME08487	XENTR09273, XENTR18489
OG0003483	DROME09876, DROME09877	XENTR07509
OG0003484	DROME18666, DROME18665	XENTR05070, XENTR17032
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	XENTR10111
OG0003487	DROME12571	XENTR18643
OG0003489	DROME01312	XENTR05327, XENTR05749
OG0003490	DROME13468	XENTR10771
OG0003491	DROME11698	XENTR03228, XENTR07233
OG0003492	DROME17943	XENTR01960, XENTR06706
OG0003493	DROME09294	XENTR00341
OG0003496	DROME03124	XENTR05780
OG0003497	DROME08732	XENTR06024, XENTR18982
OG0003498	DROME13034, DROME13035	XENTR03494
OG0003499	DROME14561	XENTR09564
OG0003500	DROME04015, DROME00982	XENTR14238
OG0003501	DROME13347, DROME13346, DROME13348	XENTR10636
OG0003502	DROME19567, DROME14375	XENTR06321
OG0003503	DROME17101, DROME17102	XENTR13845
OG0003504	DROME06794	XENTR17440, XENTR15178, XENTR05692, XENTR05691, XENTR05690
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	XENTR00482
OG0003506	DROME18707	XENTR11659, XENTR05517
OG0003507	DROME14387, DROME14388	XENTR10640, XENTR00027
OG0003508	DROME15658	XENTR17069, XENTR08767
OG0003509	DROME21960, DROME21962, DROME21961	XENTR18947
OG0003513	DROME08556	XENTR16163, XENTR15086
OG0003515	DROME21652	XENTR10827, XENTR01032
OG0003518	DROME08309	XENTR08349
OG0003519	DROME06802	XENTR16950
OG0003520	DROME21807, DROME02028	XENTR02410
OG0003523	DROME16368	XENTR06238
OG0003526	DROME05107	XENTR07495, XENTR09052
OG0003528	DROME21047, DROME06070	XENTR10782
OG0003530	DROME12252	XENTR08393
OG0003531	DROME21993	XENTR02395, XENTR17644
OG0003532	DROME08605	XENTR10579
OG0003533	DROME04480, DROME04479, DROME04481	XENTR06013
OG0003535	DROME12323, DROME12324, DROME12325	XENTR02215, XENTR09303
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	XENTR04485, XENTR12968, XENTR16655
OG0003538	DROME20330	XENTR16304
OG0003539	DROME09387, DROME09386	XENTR17518
OG0003541	DROME10049, DROME10048	XENTR10222
OG0003543	DROME18669	XENTR00214
OG0003544	DROME05896	XENTR13004, XENTR07985
OG0003545	DROME08949	XENTR01366, XENTR13128
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	XENTR05429, XENTR12061
OG0003548	DROME15072	XENTR15263
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	XENTR11802, XENTR05398
OG0003551	DROME18271, DROME18270, DROME16713	XENTR04301
OG0003552	DROME18554, DROME18555	XENTR01989
OG0003553	DROME17708	XENTR06457
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	XENTR12448
