Orthogroup	DROME	LYTVA_ok
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	LYTVA_11677
OG0002953	DROME06983, DROME06984	LYTVA_24232
OG0002954	DROME12606, DROME12607	LYTVA_27076
OG0002955	DROME16794	LYTVA_08492
OG0002956	DROME13931, DROME13930, DROME13929	LYTVA_29021
OG0002957	DROME15903, DROME15902	LYTVA_02020
OG0002959	DROME21736	LYTVA_09399
OG0002962	DROME20600	LYTVA_21311
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	LYTVA_00396
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	LYTVA_04762
OG0002967	DROME18521, DROME18520	LYTVA_29445
OG0002969	DROME04084, DROME04085	LYTVA_21133, LYTVA_18655
OG0002973	DROME19229, DROME19228	LYTVA_25878
OG0002974	DROME01465	LYTVA_28658, LYTVA_15364
OG0002976	DROME16320, DROME20322, DROME20323	LYTVA_21549
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	LYTVA_25111
OG0002978	DROME09324, DROME11790	LYTVA_01781
OG0002979	DROME15607	LYTVA_23820
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	LYTVA_23766
OG0002983	DROME12376	LYTVA_21419
OG0002984	DROME11997	LYTVA_29653
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	LYTVA_15482, LYTVA_08966
OG0002986	DROME06888	LYTVA_26910
OG0002987	DROME13970, DROME13977	LYTVA_03673
OG0002990	DROME12949, DROME12950	LYTVA_23760
OG0002991	DROME05520, DROME05522, DROME05521	LYTVA_08511, LYTVA_10060
OG0002997	DROME02903	LYTVA_11217
OG0002998	DROME04901, DROME04900, DROME04899	LYTVA_24592, LYTVA_26894
OG0003001	DROME12222	LYTVA_10762
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	LYTVA_18695
OG0003005	DROME19774	LYTVA_16562
OG0003006	DROME00129	LYTVA_29828
OG0003008	DROME10417, DROME10419, DROME10418	LYTVA_13595, LYTVA_19423
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	LYTVA_08548, LYTVA_02560
OG0003011	DROME17655, DROME17656	LYTVA_26566
OG0003014	DROME20620	LYTVA_22017
OG0003016	DROME06109, DROME04760	LYTVA_27110, LYTVA_09030
OG0003017	DROME03993, DROME03994	LYTVA_19123
OG0003018	DROME01985	LYTVA_21456
OG0003021	DROME11191	LYTVA_19441, LYTVA_27024
OG0003022	DROME12200	LYTVA_20857
OG0003022	DROME12201	LYTVA_11755
OG0003023	DROME19693	LYTVA_29932
OG0003025	DROME16128	LYTVA_21705
OG0003026	DROME01191	LYTVA_04075
OG0003027	DROME13632	LYTVA_14207
OG0003028	DROME19503	LYTVA_26826
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	LYTVA_18674
OG0003030	DROME20783, DROME03164	LYTVA_04978
OG0003031	DROME10589, DROME10590	LYTVA_28630
OG0003033	DROME02552	LYTVA_09117
OG0003034	DROME13458	LYTVA_09525
OG0003035	DROME10664	LYTVA_21238
OG0003036	DROME08134	LYTVA_15519
OG0003037	DROME18126	LYTVA_00121
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	LYTVA_17319
OG0003040	DROME15852, DROME19924	LYTVA_04447
OG0003041	DROME13990, DROME13989	LYTVA_21518, LYTVA_08163, LYTVA_17266
OG0003042	DROME19648, DROME19650, DROME19649	LYTVA_29954, LYTVA_21714, LYTVA_03237
OG0003043	DROME01115	LYTVA_21296
OG0003044	DROME07467	LYTVA_27780
OG0003045	DROME10689, DROME10687, DROME10688	LYTVA_22578, LYTVA_13926
OG0003046	DROME06986	LYTVA_11309, LYTVA_01962
OG0003048	DROME03285	LYTVA_03001, LYTVA_03002
OG0003049	DROME11842	LYTVA_12503
OG0003052	DROME17384, DROME22105, DROME17383	LYTVA_22607
OG0003053	DROME05736	LYTVA_03274
OG0003054	DROME15214	LYTVA_02503
OG0003055	DROME13955	LYTVA_01129
OG0003058	DROME03947	LYTVA_15514
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	LYTVA_28530
OG0003060	DROME04543	LYTVA_15832
OG0003062	DROME19727	LYTVA_16197
OG0003063	DROME03416	LYTVA_13937
OG0003064	DROME05139, DROME16537, DROME16536	LYTVA_26915
OG0003065	DROME07296	LYTVA_18370
OG0003066	DROME19326	LYTVA_18475, LYTVA_18168
OG0003072	DROME09180, DROME09181	LYTVA_05083
OG0003073	DROME13385, DROME14642	LYTVA_10379, LYTVA_23184
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	LYTVA_27450, LYTVA_22595
OG0003079	DROME11418, DROME11417	LYTVA_18034
OG0003085	DROME18955	LYTVA_23336
OG0003085	DROME11671	LYTVA_25765
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	LYTVA_02396
OG0003105	DROME14362, DROME14361, DROME14360	LYTVA_11036, LYTVA_19535
OG0003106	DROME07627	LYTVA_02338
OG0003107	DROME12506	LYTVA_08803
OG0003108	DROME13177, DROME13178	LYTVA_01209
OG0003109	DROME00284	LYTVA_27242, LYTVA_26971, LYTVA_26974
OG0003112	DROME16468, DROME01349, DROME01348	LYTVA_12015, LYTVA_15965
OG0003113	DROME01816, DROME01817	LYTVA_03180
OG0003114	DROME04951, DROME04952	LYTVA_24574
OG0003115	DROME18331	LYTVA_09781
OG0003118	DROME11873, DROME11872	LYTVA_24532
OG0003119	DROME02450, DROME02453, DROME02451	LYTVA_04583
OG0003120	DROME17944	LYTVA_05733
OG0003121	DROME19886, DROME19887	LYTVA_26398
OG0003123	DROME20099	LYTVA_18041
OG0003125	DROME08841, DROME08840	LYTVA_18948
OG0003128	DROME20310, DROME20309	LYTVA_12794
OG0003130	DROME20301, DROME20300	LYTVA_13846
OG0003131	DROME18130, DROME18131	LYTVA_19188
OG0003132	DROME12375	LYTVA_24862
OG0003135	DROME07491	LYTVA_25688, LYTVA_09090
OG0003136	DROME17171	LYTVA_01323
OG0003137	DROME01904, DROME12782	LYTVA_03327
OG0003138	DROME18809	LYTVA_08319
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	LYTVA_04869
OG0003142	DROME11840	LYTVA_07778
OG0003144	DROME13433	LYTVA_27951, LYTVA_27950
OG0003145	DROME03862	LYTVA_18564
OG0003146	DROME01929	LYTVA_26154, LYTVA_09272
OG0003147	DROME16290, DROME16289	LYTVA_29462
OG0003148	DROME18800, DROME18799	LYTVA_08624
OG0003149	DROME16606, DROME16608	LYTVA_01219, LYTVA_07714, LYTVA_07713, LYTVA_01791
OG0003150	DROME19300	LYTVA_19654
OG0003151	DROME04792	LYTVA_15917
OG0003153	DROME21845	LYTVA_03003
OG0003154	DROME05761	LYTVA_02322
OG0003156	DROME13943	LYTVA_09137
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	LYTVA_21022
OG0003158	DROME02271	LYTVA_11944
OG0003159	DROME05071	LYTVA_17654
OG0003160	DROME17382	LYTVA_16473
OG0003161	DROME12081	LYTVA_24026
OG0003169	DROME03939	LYTVA_23879
OG0003172	DROME02195	LYTVA_20354, LYTVA_07071
OG0003174	DROME21527, DROME21526, DROME21528	LYTVA_25932
OG0003177	DROME17587	LYTVA_18012, LYTVA_27860
OG0003178	DROME10286, DROME10285	LYTVA_19101
OG0003179	DROME19635	LYTVA_04455
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	LYTVA_18551
OG0003183	DROME05040, DROME05042, DROME05041	LYTVA_01171
OG0003184	DROME11152	LYTVA_06204
OG0003185	DROME08767, DROME08766	LYTVA_04498
OG0003188	DROME03250, DROME03249	LYTVA_11357
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	LYTVA_15037, LYTVA_03261
OG0003191	DROME09590	LYTVA_04471, LYTVA_10768
OG0003192	DROME12610	LYTVA_21359
OG0003193	DROME14192	LYTVA_19147
OG0003194	DROME19483	LYTVA_17057, LYTVA_08696, LYTVA_12324, LYTVA_19921
OG0003198	DROME07357	LYTVA_05453
OG0003199	DROME12668, DROME21725, DROME21726	LYTVA_14841
OG0003202	DROME05838, DROME05839	LYTVA_17714
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	LYTVA_08240
OG0003205	DROME06205, DROME06206	LYTVA_08249
OG0003206	DROME21836, DROME21837	LYTVA_07286
OG0003207	DROME14952	LYTVA_15862
OG0003210	DROME16773, DROME16774	LYTVA_15515
OG0003212	DROME16100	LYTVA_21928
OG0003214	DROME00548	LYTVA_25327, LYTVA_22874
OG0003215	DROME09352	LYTVA_05541
OG0003217	DROME21077	LYTVA_00325
OG0003218	DROME08231, DROME08230	LYTVA_24470, LYTVA_25657
OG0003219	DROME09373	LYTVA_03705
OG0003220	DROME11342, DROME11341	LYTVA_16356
OG0003222	DROME18303, DROME18302, DROME18304	LYTVA_24360
OG0003223	DROME09209	LYTVA_01295
OG0003224	DROME09348, DROME09349, DROME09347	LYTVA_06526
OG0003225	DROME18849	LYTVA_27283
OG0003226	DROME19617, DROME08490	LYTVA_06660
OG0003228	DROME21008	LYTVA_12062
OG0003229	DROME01144	LYTVA_27662, LYTVA_26664
OG0003230	DROME17741	LYTVA_17038
OG0003231	DROME19301	LYTVA_10960
OG0003235	DROME05661, DROME05663, DROME05662	LYTVA_21510
OG0003251	DROME19769, DROME19768, DROME16949	LYTVA_05050
OG0003252	DROME18445	LYTVA_06155, LYTVA_01361, LYTVA_18274
OG0003254	DROME02901	LYTVA_09955, LYTVA_19250
OG0003257	DROME15418	LYTVA_21941
OG0003261	DROME07634, DROME07633	LYTVA_29093
OG0003262	DROME21043, DROME21045, DROME21044	LYTVA_15602
OG0003267	DROME01973, DROME01974, DROME02727	LYTVA_15112
OG0003268	DROME20306	LYTVA_05049
OG0003269	DROME11682	LYTVA_23633, LYTVA_11040
OG0003273	DROME01509	LYTVA_22153
OG0003275	DROME11988, DROME11987	LYTVA_01946
OG0003277	DROME07456	LYTVA_01672
OG0003279	DROME01016, DROME01017, DROME01018	LYTVA_22067
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	LYTVA_00225
OG0003282	DROME17686	LYTVA_26660
OG0003283	DROME12472	LYTVA_19055
OG0003284	DROME06818	LYTVA_07395
OG0003287	DROME04328, DROME08276	LYTVA_04035
OG0003288	DROME00366, DROME00364, DROME00365	LYTVA_05759
OG0003289	DROME20541, DROME20542	LYTVA_23134
OG0003291	DROME20523	LYTVA_16947
OG0003293	DROME14676	LYTVA_23172
OG0003294	DROME01659, DROME01660	LYTVA_21015
OG0003296	DROME09502	LYTVA_15653
OG0003297	DROME19465	LYTVA_26218, LYTVA_19287, LYTVA_19286
OG0003298	DROME08089, DROME08088	LYTVA_06668
OG0003300	DROME16959	LYTVA_08691, LYTVA_06659
OG0003301	DROME18741	LYTVA_23817
OG0003302	DROME01479, DROME01480	LYTVA_14810
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	LYTVA_24993
OG0003304	DROME02914, DROME02913	LYTVA_14305
OG0003306	DROME10136	LYTVA_12285
OG0003307	DROME17313	LYTVA_19258
OG0003309	DROME19043, DROME19042	LYTVA_24870
OG0003311	DROME15213	LYTVA_19481
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	LYTVA_03704
OG0003316	DROME13200	LYTVA_10053
OG0003317	DROME19362	LYTVA_16088
OG0003318	DROME16706	LYTVA_12509
OG0003320	DROME12326	LYTVA_27746
OG0003327	DROME19734	LYTVA_17271
OG0003329	DROME10094, DROME10095	LYTVA_23352
OG0003330	DROME03252, DROME03251	LYTVA_11365
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	LYTVA_27609
OG0003332	DROME00791	LYTVA_18115
OG0003333	DROME10886, DROME10885, DROME10884	LYTVA_07549, LYTVA_15167
OG0003335	DROME18113, DROME18112	LYTVA_09092
OG0003336	DROME10919, DROME10920, DROME10917	LYTVA_09250
OG0003337	DROME15232	LYTVA_18787, LYTVA_03331, LYTVA_10706
OG0003340	DROME16534, DROME16533	LYTVA_13141
OG0003341	DROME01797	LYTVA_16037
OG0003343	DROME09151	LYTVA_11177
OG0003344	DROME04462, DROME04461	LYTVA_00862
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	LYTVA_15485
OG0003347	DROME11879, DROME11880	LYTVA_23337
OG0003348	DROME02128	LYTVA_06310
OG0003349	DROME08306, DROME08305, DROME08304	LYTVA_10341, LYTVA_20619
OG0003350	DROME00177, DROME00176	LYTVA_01036, LYTVA_27211
OG0003352	DROME13172	LYTVA_05218
OG0003353	DROME11820, DROME11822, DROME11821	LYTVA_20644, LYTVA_01424
OG0003354	DROME19858	LYTVA_25191, LYTVA_01307
OG0003356	DROME15849	LYTVA_06879
OG0003357	DROME12029	LYTVA_19490, LYTVA_06743, LYTVA_11630, LYTVA_02906
OG0003358	DROME16921	LYTVA_12289
OG0003359	DROME18758	LYTVA_06032
OG0003360	DROME20878, DROME20879	LYTVA_13266, LYTVA_19199
OG0003361	DROME13197	LYTVA_03232, LYTVA_03231
OG0003362	DROME08296	LYTVA_05394
OG0003364	DROME00064	LYTVA_03516, LYTVA_25779
OG0003365	DROME04108	LYTVA_23475
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	LYTVA_15074
OG0003367	DROME12239	LYTVA_14081, LYTVA_11417
OG0003368	DROME16106, DROME16107	LYTVA_18642
OG0003370	DROME12377, DROME12378	LYTVA_24757
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	LYTVA_14495, LYTVA_14497
OG0003374	DROME06476, DROME06475, DROME06474	LYTVA_08104
OG0003375	DROME21029	LYTVA_28328, LYTVA_27365
OG0003376	DROME16130, DROME16131, DROME16129	LYTVA_05006, LYTVA_26307
OG0003377	DROME20606	LYTVA_19125
OG0003378	DROME18533	LYTVA_13045
OG0003380	DROME14333	LYTVA_05440
OG0003381	DROME10051	LYTVA_07008, LYTVA_17658
OG0003384	DROME17249, DROME17250	LYTVA_07291, LYTVA_28006
OG0003386	DROME07039, DROME07040, DROME07041	LYTVA_26042
OG0003388	DROME11674, DROME19363	LYTVA_28705
OG0003392	DROME11355	LYTVA_24826
OG0003394	DROME14094	LYTVA_20704
OG0003396	DROME21609	LYTVA_17916
OG0003419	DROME18310	LYTVA_11665
OG0003422	DROME04814	LYTVA_16836, LYTVA_20308
OG0003425	DROME11464, DROME11465, DROME11463	LYTVA_04392
OG0003426	DROME12495	LYTVA_15668, LYTVA_06081, LYTVA_02069, LYTVA_27843, LYTVA_21216, LYTVA_03865, LYTVA_23251, LYTVA_21445, LYTVA_22520
OG0003429	DROME10812	LYTVA_26105
OG0003431	DROME13747	LYTVA_13731
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	LYTVA_27210
OG0003434	DROME00166, DROME15353	LYTVA_01169
OG0003437	DROME09807	LYTVA_12469, LYTVA_28041
OG0003439	DROME16821	LYTVA_23528
OG0003442	DROME06015, DROME06013, DROME06014	LYTVA_15608
OG0003443	DROME18500	LYTVA_22146
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	LYTVA_19198
OG0003445	DROME01285	LYTVA_29001
OG0003450	DROME03280	LYTVA_13056, LYTVA_24553
OG0003454	DROME10067	LYTVA_02948
OG0003457	DROME06510, DROME06508, DROME06509	LYTVA_19871, LYTVA_20572, LYTVA_14447
OG0003458	DROME04148	LYTVA_03618
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	LYTVA_10994
OG0003461	DROME17474, DROME21694	LYTVA_14255
OG0003462	DROME00239	LYTVA_28602, LYTVA_22633, LYTVA_03993
OG0003463	DROME20444	LYTVA_30127
OG0003464	DROME06231	LYTVA_06647
OG0003465	DROME04464	LYTVA_23986, LYTVA_07116
OG0003467	DROME06043, DROME06042	LYTVA_25547, LYTVA_21585
OG0003468	DROME01968	LYTVA_20724
OG0003470	DROME13653	LYTVA_19648
OG0003471	DROME16825	LYTVA_00020
OG0003473	DROME00049	LYTVA_07208
OG0003475	DROME02190	LYTVA_22320, LYTVA_27992, LYTVA_00238
OG0003477	DROME12317	LYTVA_09865
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	LYTVA_27751
OG0003481	DROME01114	LYTVA_02712, LYTVA_04645
OG0003482	DROME08487	LYTVA_22655
OG0003483	DROME09876, DROME09877	LYTVA_09501
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	LYTVA_23499, LYTVA_23051
OG0003487	DROME12571	LYTVA_22813
OG0003489	DROME01312	LYTVA_07007
OG0003490	DROME13468	LYTVA_01641
OG0003491	DROME11698	LYTVA_18975
OG0003492	DROME17943	LYTVA_17125
OG0003493	DROME09294	LYTVA_03266
OG0003497	DROME08732	LYTVA_24897
OG0003498	DROME13034, DROME13035	LYTVA_06432
OG0003499	DROME14561	LYTVA_10932
OG0003500	DROME04015, DROME00982	LYTVA_25392
OG0003501	DROME13347, DROME13346, DROME13348	LYTVA_00202
OG0003502	DROME19567, DROME14375	LYTVA_01228, LYTVA_20788
OG0003503	DROME17101, DROME17102	LYTVA_13641
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	LYTVA_28433
OG0003506	DROME18707	LYTVA_23421
OG0003507	DROME14387, DROME14388	LYTVA_06440
OG0003508	DROME15658	LYTVA_19543
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	LYTVA_02422
OG0003510	DROME19505	LYTVA_23412
OG0003513	DROME08556	LYTVA_21954, LYTVA_16304
OG0003515	DROME21652	LYTVA_04862
OG0003518	DROME08309	LYTVA_18666
OG0003519	DROME06802	LYTVA_19352
OG0003520	DROME21807, DROME02028	LYTVA_04131, LYTVA_12643
OG0003523	DROME16368	LYTVA_11260
OG0003524	DROME09643, DROME09639, DROME09640	LYTVA_24165
OG0003526	DROME05107	LYTVA_18770
OG0003527	DROME03645	LYTVA_03857
OG0003528	DROME21047, DROME06070	LYTVA_25429, LYTVA_25427
OG0003531	DROME21993	LYTVA_03603
OG0003532	DROME08605	LYTVA_14462
OG0003533	DROME04480, DROME04479, DROME04481	LYTVA_23225, LYTVA_12475
OG0003535	DROME12323, DROME12324, DROME12325	LYTVA_10298
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	LYTVA_11600
OG0003538	DROME20330	LYTVA_28207, LYTVA_28211
OG0003539	DROME09387, DROME09386	LYTVA_02480
OG0003541	DROME10049, DROME10048	LYTVA_21300
OG0003543	DROME18669	LYTVA_04479
OG0003544	DROME05896	LYTVA_29003, LYTVA_27728
OG0003545	DROME08949	LYTVA_26703
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	LYTVA_02953
OG0003548	DROME15072	LYTVA_19416
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	LYTVA_30065
OG0003552	DROME18554, DROME18555	LYTVA_11397
OG0003553	DROME17708	LYTVA_20105
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	LYTVA_26313
OG0003558	DROME06037	LYTVA_28864
OG0003560	DROME18173	LYTVA_05811
OG0003562	DROME12847, DROME12848	LYTVA_15863
OG0003566	DROME08493, DROME08492	LYTVA_12411
OG0003567	DROME20360, DROME20359	LYTVA_13855
OG0003568	DROME08773	LYTVA_25025
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	LYTVA_07436
OG0003570	DROME14267, DROME14246	LYTVA_16300
OG0003571	DROME19608	LYTVA_08422
OG0003573	DROME07521	LYTVA_12228
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	LYTVA_24980
OG0003578	DROME16703	LYTVA_14123
OG0003579	DROME17312	LYTVA_21586, LYTVA_25548
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	LYTVA_25521
OG0003599	DROME08018	LYTVA_25495, LYTVA_28141
OG0003603	DROME05424	LYTVA_20098
OG0003604	DROME19568	LYTVA_20248
OG0003606	DROME07484, DROME07483, DROME07482	LYTVA_24368
OG0003610	DROME07982, DROME07983	LYTVA_07203, LYTVA_24955
OG0003611	DROME17638	LYTVA_25213
OG0003613	DROME00856	LYTVA_26048, LYTVA_10701
OG0003615	DROME16618, DROME16617	LYTVA_26591
OG0003617	DROME16095	LYTVA_11705, LYTVA_08952, LYTVA_11704
OG0003618	DROME15284, DROME15283	LYTVA_08987
OG0003619	DROME13589, DROME13590	LYTVA_29115, LYTVA_05151
OG0003620	DROME17770	LYTVA_14583
OG0003621	DROME13714, DROME13715, DROME13713	LYTVA_14368
OG0003623	DROME01675	LYTVA_28352
OG0003624	DROME12696	LYTVA_16657
OG0003626	DROME07546	LYTVA_29415
OG0003629	DROME03564	LYTVA_00401
OG0003630	DROME06784	LYTVA_11059, LYTVA_22109
OG0003631	DROME07363	LYTVA_17311
OG0003632	DROME18545	LYTVA_06045
OG0003635	DROME04946	LYTVA_06198, LYTVA_24849
OG0003638	DROME16659	LYTVA_26670
OG0003639	DROME16964	LYTVA_10457
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	LYTVA_18053
OG0003644	DROME00616	LYTVA_19920
OG0003645	DROME12178	LYTVA_01752
OG0003646	DROME09249, DROME09250	LYTVA_05796
OG0003647	DROME16616	LYTVA_17942
OG0003649	DROME12148, DROME12149	LYTVA_12300, LYTVA_23539
OG0003650	DROME10934, DROME10933	LYTVA_04212, LYTVA_28562, LYTVA_28561
OG0003655	DROME13069, DROME13070	LYTVA_23764
OG0003656	DROME14867, DROME14868, DROME19174	LYTVA_05217
OG0003657	DROME04619	LYTVA_11266
OG0003658	DROME07032	LYTVA_02606
OG0003660	DROME02231, DROME02233, DROME02232	LYTVA_24357, LYTVA_24356
OG0003661	DROME07051	LYTVA_05212
OG0003664	DROME05104	LYTVA_05022, LYTVA_15946
OG0003666	DROME11426	LYTVA_14443
OG0003667	DROME18793, DROME18792, DROME03291	LYTVA_08344
OG0003668	DROME15022, DROME15023	LYTVA_23185
OG0003669	DROME05487	LYTVA_20979, LYTVA_00369
OG0003671	DROME13120	LYTVA_20433
OG0003672	DROME03649	LYTVA_28748
OG0003674	DROME09782	LYTVA_16973, LYTVA_27559
OG0003677	DROME10098	LYTVA_29925
OG0003678	DROME20450	LYTVA_13504
OG0003680	DROME01384	LYTVA_20499
OG0003682	DROME12564	LYTVA_10459
OG0003683	DROME03935	LYTVA_14128
OG0003686	DROME06762	LYTVA_11888, LYTVA_24636
OG0003690	DROME00439	LYTVA_15125
OG0003692	DROME11124	LYTVA_16704
OG0003693	DROME08115	LYTVA_10292
OG0003694	DROME12215, DROME12216	LYTVA_21490
OG0003695	DROME01947	LYTVA_08219
OG0003696	DROME10156	LYTVA_10724
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	LYTVA_24825
OG0003698	DROME17520	LYTVA_00449, LYTVA_00450
OG0003700	DROME01181, DROME01182	LYTVA_05846
OG0003701	DROME18636, DROME18637	LYTVA_00297, LYTVA_00298
OG0003703	DROME15370	LYTVA_15204, LYTVA_25249
OG0003704	DROME02181, DROME02180	LYTVA_22078
OG0003708	DROME12282, DROME12281	LYTVA_24117, LYTVA_25700
OG0003709	DROME13668, DROME18688	LYTVA_22117
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	LYTVA_01367
OG0003712	DROME10970	LYTVA_13639, LYTVA_13640
OG0003713	DROME05410	LYTVA_12799, LYTVA_06866, LYTVA_18223
OG0003716	DROME18657	LYTVA_00505
OG0003717	DROME10046	LYTVA_24800
OG0003718	DROME01297	LYTVA_22052
OG0003719	DROME14563	LYTVA_16501
OG0003721	DROME09052	LYTVA_29839
OG0003722	DROME05995	LYTVA_09208, LYTVA_00262
OG0003729	DROME04356, DROME06341	LYTVA_20503
OG0003731	DROME02907	LYTVA_05810
OG0003732	DROME10070	LYTVA_25663, LYTVA_20441
OG0003733	DROME00230	LYTVA_13502, LYTVA_08036
OG0003734	DROME19430	LYTVA_19044, LYTVA_23146
OG0003735	DROME19631	LYTVA_11688, LYTVA_28003
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	LYTVA_04668, LYTVA_07306
OG0003738	DROME11561, DROME11562	LYTVA_24822
OG0003740	DROME01620	LYTVA_26296, LYTVA_17293, LYTVA_16340
OG0003741	DROME14002, DROME20156	LYTVA_00346
OG0003742	DROME17331, DROME17332	LYTVA_26372
OG0003743	DROME13785	LYTVA_26127, LYTVA_26126
OG0003744	DROME08150	LYTVA_06947
OG0003746	DROME01977	LYTVA_21138
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	LYTVA_10213
OG0003749	DROME18502, DROME18501	LYTVA_18850
OG0003750	DROME15590	LYTVA_02287, LYTVA_01689
OG0003753	DROME12522, DROME12521, DROME12523	LYTVA_21441
OG0003754	DROME08228, DROME08227	LYTVA_22465
OG0003758	DROME11710, DROME11712, DROME11711	LYTVA_17109
OG0003759	DROME06383	LYTVA_26967
OG0003761	DROME14154, DROME16436	LYTVA_05534
OG0003763	DROME19350	LYTVA_14492, LYTVA_23611
OG0003764	DROME21578	LYTVA_17144, LYTVA_11016
OG0003767	DROME02791	LYTVA_08194
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	LYTVA_18678
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	LYTVA_28045
OG0003772	DROME12948	LYTVA_21676
OG0003773	DROME05209	LYTVA_22099, LYTVA_08704
OG0003777	DROME18238, DROME18237, DROME18236	LYTVA_21729
OG0003778	DROME13171	LYTVA_11821
OG0003779	DROME17898	LYTVA_10521
OG0003795	DROME10754, DROME10753, DROME10755	LYTVA_13836
OG0003798	DROME12695	LYTVA_21450
OG0003803	DROME02481, DROME02482	LYTVA_17645
OG0003805	DROME01815	LYTVA_05711, LYTVA_19261, LYTVA_18388, LYTVA_18189, LYTVA_18483, LYTVA_08750, LYTVA_30130
OG0003806	DROME01868	LYTVA_30001
OG0003807	DROME20522, DROME05215	LYTVA_29933
OG0003808	DROME08174	LYTVA_19229
OG0003809	DROME04169, DROME04168	LYTVA_25226
OG0003811	DROME14988, DROME14990, DROME14989	LYTVA_01732
OG0003813	DROME10056	LYTVA_00532
OG0003817	DROME00653	LYTVA_01137, LYTVA_02558, LYTVA_26514
OG0003818	DROME11129	LYTVA_09712
OG0003820	DROME07987	LYTVA_01468, LYTVA_10818, LYTVA_04218
OG0003821	DROME04477	LYTVA_01898
OG0003823	DROME12335	LYTVA_28299
OG0003824	DROME17215	LYTVA_20107, LYTVA_06706
OG0003827	DROME06883, DROME06884	LYTVA_03265
OG0003828	DROME10911	LYTVA_13423
OG0003829	DROME01864	LYTVA_18420
OG0003831	DROME02158	LYTVA_24443
OG0003832	DROME22043	LYTVA_05086
OG0003834	DROME21433	LYTVA_28662
OG0003836	DROME15123	LYTVA_24859
OG0003837	DROME14236, DROME08398	LYTVA_29929
OG0003838	DROME00382, DROME00383	LYTVA_17094
OG0003839	DROME21710	LYTVA_23937, LYTVA_14573
OG0003841	DROME10377, DROME10376, DROME21784	LYTVA_09880
OG0003844	DROME19636, DROME19637	LYTVA_23802
OG0003845	DROME21374	LYTVA_09006
OG0003846	DROME14576	LYTVA_03898, LYTVA_08542
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	LYTVA_12543
OG0003849	DROME18363, DROME18362	LYTVA_16505
OG0003850	DROME19645	LYTVA_06404
OG0003851	DROME07873, DROME07872, DROME07874	LYTVA_27115, LYTVA_26448
