Orthogroup	DROME	STRPU_ok
OG0002743	DROME02954	STRPU_13731, STRPU_13730, STRPU_13561
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	STRPU_20203
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	STRPU_02101, STRPU_09128
OG0002746	DROME16661, DROME21181	STRPU_02712
OG0002747	DROME11308, DROME19315, DROME13062	STRPU_19987
OG0002749	DROME05439, DROME08834, DROME08494, DROME08495	STRPU_03742
OG0002750	DROME07760, DROME07759	STRPU_05883, STRPU_05889
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	STRPU_05098, STRPU_05177
OG0002753	DROME11184	STRPU_23629
OG0002754	DROME16293	STRPU_19146
OG0002755	DROME17482	STRPU_19300, STRPU_01846
OG0002757	DROME02757	STRPU_16016
OG0002758	DROME08710	STRPU_14770, STRPU_02553
OG0002759	DROME15659	STRPU_17448, STRPU_17464
OG0002760	DROME11244, DROME07304	STRPU_21963, STRPU_02056, STRPU_09083
OG0002761	DROME11909	STRPU_22391
OG0002762	DROME06423	STRPU_23512
OG0002763	DROME13568, DROME13567	STRPU_02576, STRPU_13132
OG0002764	DROME00298, DROME00297, DROME00296	STRPU_00371, STRPU_11033
OG0002765	DROME12796	STRPU_25983
OG0002766	DROME13857	STRPU_16287, STRPU_20947
OG0002767	DROME05447	STRPU_05363
OG0002768	DROME05798, DROME05796	STRPU_22600
OG0002769	DROME12294, DROME12293	STRPU_04973
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	STRPU_09918
OG0002771	DROME01521, DROME07621	STRPU_21371
OG0002772	DROME18154	STRPU_18998
OG0002773	DROME00793, DROME00794, DROME00257	STRPU_06531, STRPU_06568
OG0002776	DROME04390	STRPU_04138
OG0002777	DROME09718	STRPU_01234, STRPU_12064
OG0002778	DROME20892	STRPU_27395
OG0002779	DROME10992	STRPU_11212
OG0002780	DROME00776, DROME00775	STRPU_08346
OG0002781	DROME04079, DROME04080	STRPU_13462
OG0002782	DROME16136	STRPU_21282
OG0002785	DROME05688	STRPU_18431, STRPU_18474
OG0002787	DROME19508	STRPU_26221
OG0002788	DROME12013, DROME01698	STRPU_11931, STRPU_11886
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	STRPU_05011
OG0002791	DROME01009	STRPU_19372, STRPU_19378
OG0002793	DROME18578	STRPU_22931
OG0002794	DROME11641	STRPU_19654, STRPU_19666
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	STRPU_22527
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	STRPU_15407
OG0002811	DROME18305	STRPU_22005
OG0002812	DROME07562	STRPU_18819
OG0002814	DROME14819	STRPU_04449
OG0002815	DROME09886	STRPU_17937
OG0002816	DROME16437	STRPU_00414, STRPU_19273
OG0002817	DROME03807	STRPU_20552
OG0002818	DROME06002	STRPU_23661, STRPU_23635
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	STRPU_18790
OG0002822	DROME19658	STRPU_08836, STRPU_00981
OG0002823	DROME05302	STRPU_19510
OG0002823	DROME05305	STRPU_09790, STRPU_09795
OG0002824	DROME05371, DROME05370, DROME05372	STRPU_22435
OG0002825	DROME10105, DROME10106	STRPU_12448
OG0002826	DROME12304	STRPU_21882
OG0002827	DROME04425	STRPU_17647, STRPU_02276, STRPU_02275
OG0002828	DROME07466, DROME07465, DROME07464	STRPU_03094
OG0002831	DROME21764, DROME21763	STRPU_11759
OG0002832	DROME20194	STRPU_07633
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	STRPU_08236
OG0002835	DROME04546	STRPU_24399
OG0002836	DROME03263	STRPU_11034, STRPU_00372
OG0002837	DROME16455	STRPU_05330
OG0002838	DROME19188	STRPU_04914, STRPU_04557, STRPU_11393
OG0002839	DROME20539, DROME20540	STRPU_25051
OG0002840	DROME20941	STRPU_25341
OG0002841	DROME06956	STRPU_23168, STRPU_22818, STRPU_01977
OG0002843	DROME05626	STRPU_03092
OG0002844	DROME01327, DROME00485	STRPU_22625
OG0002845	DROME21934, DROME05525, DROME05526	STRPU_00988, STRPU_23454
OG0002846	DROME12562	STRPU_05895
OG0002847	DROME12860	STRPU_15551, STRPU_02248
OG0002848	DROME11797	STRPU_07604
OG0002849	DROME13350, DROME13349	STRPU_23108, STRPU_23096
OG0002850	DROME18798	STRPU_00386, STRPU_11047
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	STRPU_17907
OG0002854	DROME03526, DROME03527	STRPU_20356
OG0002856	DROME10602, DROME10600, DROME10603, DROME10601	STRPU_27018
OG0002858	DROME20172, DROME20171	STRPU_25912
OG0002859	DROME13204	STRPU_08061
OG0002860	DROME21067	STRPU_08076, STRPU_08077
OG0002861	DROME19141	STRPU_12452
OG0002862	DROME14414	STRPU_17983
OG0002865	DROME09974	STRPU_25424
OG0002866	DROME08853	STRPU_11829
OG0002868	DROME08895, DROME08893, DROME08894	STRPU_18427, STRPU_18466
OG0002869	DROME01493	STRPU_10919, STRPU_10920
OG0002870	DROME05751	STRPU_16894
OG0002871	DROME06902	STRPU_11740
OG0002872	DROME09095	STRPU_25418
OG0002873	DROME15273, DROME15275, DROME15274	STRPU_08691, STRPU_08690
OG0002876	DROME02491	STRPU_15672, STRPU_15655
OG0002877	DROME16795	STRPU_27251
OG0002879	DROME05962	STRPU_18050
OG0002880	DROME09708	STRPU_00592, STRPU_07561
OG0002881	DROME00057, DROME00061, DROME00058, DROME00055, DROME00060, DROME00056, DROME00059	STRPU_10663
OG0002882	DROME15316	STRPU_14630, STRPU_14612, STRPU_15532
OG0002883	DROME19983, DROME19982	STRPU_24957
OG0002884	DROME00136	STRPU_24464
OG0002887	DROME20699	STRPU_00454, STRPU_19036
OG0002888	DROME08352, DROME08351	STRPU_08987, STRPU_08989
OG0002889	DROME18283, DROME18285, DROME18284	STRPU_22675
OG0002890	DROME12018	STRPU_25509
OG0002891	DROME12152	STRPU_18851
OG0002892	DROME18981	STRPU_19576
OG0002893	DROME14268	STRPU_06956, STRPU_06938
OG0002894	DROME07096, DROME07097	STRPU_21472
OG0002895	DROME16391, DROME16390	STRPU_26434
OG0002896	DROME00179, DROME00180	STRPU_06711
OG0002897	DROME08372	STRPU_23652, STRPU_23677
OG0002898	DROME21521	STRPU_20982, STRPU_21604, STRPU_21600
OG0002899	DROME09113	STRPU_10901
OG0002900	DROME06374	STRPU_27158
OG0002902	DROME12234, DROME12235	STRPU_02085, STRPU_09116
OG0002905	DROME02163, DROME02164	STRPU_10819
OG0002906	DROME12553, DROME12554	STRPU_25699, STRPU_25717, STRPU_25719
OG0002907	DROME00536, DROME00537, DROME00535	STRPU_27080
OG0002908	DROME10191, DROME10190	STRPU_26306, STRPU_26279
OG0002909	DROME00512	STRPU_22399
OG0002910	DROME07768	STRPU_12097, STRPU_00039, STRPU_12098
OG0002911	DROME01531, DROME01532, DROME01530	STRPU_09561
OG0002912	DROME03365, DROME03361, DROME03364	STRPU_24675
OG0002914	DROME16791, DROME16792, DROME16793	STRPU_07220
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	STRPU_25487
OG0002916	DROME03083	STRPU_19092
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	STRPU_06220, STRPU_06199
OG0002921	DROME20904, DROME20903	STRPU_14716
OG0002922	DROME13161	STRPU_09603
OG0002924	DROME15371	STRPU_23427, STRPU_01010
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	STRPU_25066
OG0002926	DROME01891	STRPU_26962
OG0002927	DROME09412, DROME09413	STRPU_24156
OG0002944	DROME18576	STRPU_24181
OG0002945	DROME02620	STRPU_09100, STRPU_02071
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	STRPU_10465, STRPU_10463, STRPU_10464, STRPU_10466, STRPU_10462
OG0002949	DROME10410, DROME10411	STRPU_09008
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	STRPU_05886
OG0002953	DROME06983, DROME06984	STRPU_01982, STRPU_22822
OG0002954	DROME12606, DROME12607	STRPU_12371
OG0002955	DROME16794	STRPU_21881
OG0002956	DROME13931, DROME13930, DROME13929	STRPU_26736
OG0002957	DROME15903, DROME15902	STRPU_06043
OG0002959	DROME21736	STRPU_21480
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	STRPU_19700, STRPU_19616
OG0002962	DROME20600	STRPU_08505
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	STRPU_08258
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	STRPU_20155
OG0002967	DROME18521, DROME18520	STRPU_03989, STRPU_03996
OG0002968	DROME10921	STRPU_19889, STRPU_19862
OG0002968	DROME05214	STRPU_17604
OG0002969	DROME04084, DROME04085	STRPU_13535
OG0002973	DROME19229, DROME19228	STRPU_23244
OG0002974	DROME01465	STRPU_26267, STRPU_26293
OG0002976	DROME16320, DROME20322, DROME20323	STRPU_27347
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	STRPU_15051
OG0002978	DROME09324, DROME11790	STRPU_21839
OG0002979	DROME15607	STRPU_17977, STRPU_17973
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	STRPU_17079
OG0002983	DROME12376	STRPU_17106, STRPU_17121
OG0002984	DROME11997	STRPU_09124, STRPU_02096
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	STRPU_04999
OG0002986	DROME06888	STRPU_22413
OG0002987	DROME13970, DROME13977	STRPU_10336
OG0002990	DROME12949, DROME12950	STRPU_09780
OG0002991	DROME05520, DROME05522, DROME05521	STRPU_04324, STRPU_04294
OG0002992	DROME16899, DROME16900	STRPU_22805, STRPU_01964
OG0002994	DROME07777, DROME07776	STRPU_25932
OG0002997	DROME02903	STRPU_19304, STRPU_01837
OG0002998	DROME04901, DROME04900, DROME04899	STRPU_06160
OG0003001	DROME12222	STRPU_24021
OG0003005	DROME19774	STRPU_21610
OG0003006	DROME00129	STRPU_02186, STRPU_09223
OG0003008	DROME10417, DROME10419, DROME10418	STRPU_20044
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	STRPU_02659, STRPU_25901
OG0003011	DROME17655, DROME17656	STRPU_04936
OG0003012	DROME16686	STRPU_22688
OG0003014	DROME20620	STRPU_24788
OG0003016	DROME06109, DROME04760	STRPU_05410
OG0003017	DROME03993, DROME03994	STRPU_12917
OG0003018	DROME01985	STRPU_05028
OG0003021	DROME11191	STRPU_10596
OG0003022	DROME12200	STRPU_06578, STRPU_06521
OG0003023	DROME19693	STRPU_15003
OG0003025	DROME16128	STRPU_07785
OG0003026	DROME01191	STRPU_19625, STRPU_19624, STRPU_19690, STRPU_19689, STRPU_19626
OG0003027	DROME13632	STRPU_24061
OG0003028	DROME19503	STRPU_07523
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	STRPU_26298, STRPU_26272
OG0003030	DROME20783, DROME03164	STRPU_16810
OG0003031	DROME10589, DROME10590	STRPU_25010
OG0003033	DROME02552	STRPU_18122
OG0003034	DROME13458	STRPU_05717, STRPU_05724
OG0003035	DROME10664	STRPU_23425, STRPU_01012
OG0003036	DROME08134	STRPU_20310
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	STRPU_03176, STRPU_00268
OG0003041	DROME13990, DROME13989	STRPU_24063
OG0003042	DROME19648, DROME19650, DROME19649	STRPU_13359
OG0003043	DROME01115	STRPU_04974
OG0003044	DROME07467	STRPU_02536, STRPU_15154
OG0003045	DROME10689, DROME10687, DROME10688	STRPU_05977
OG0003046	DROME06986	STRPU_24271, STRPU_24903
OG0003048	DROME03285	STRPU_25876
OG0003049	DROME11842	STRPU_18711
OG0003052	DROME17384, DROME22105, DROME17383	STRPU_09987, STRPU_09966
OG0003053	DROME05736	STRPU_19330
OG0003054	DROME15214	STRPU_06124
OG0003055	DROME13955	STRPU_00401, STRPU_19285
OG0003058	DROME03947	STRPU_24724
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	STRPU_21505
OG0003060	DROME04543	STRPU_18962, STRPU_18976
OG0003062	DROME19727	STRPU_25347
OG0003063	DROME03416	STRPU_23254
OG0003064	DROME05139, DROME16537, DROME16536	STRPU_22511
OG0003065	DROME07296	STRPU_01676, STRPU_02689
OG0003066	DROME19326	STRPU_01624, STRPU_11963
OG0003072	DROME09180, DROME09181	STRPU_23989
OG0003073	DROME13385, DROME14642	STRPU_14167, STRPU_26986
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	STRPU_25415
OG0003078	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990	STRPU_20765
OG0003079	DROME11418, DROME11417	STRPU_26570
OG0003085	DROME18955	STRPU_13586, STRPU_01604
OG0003085	DROME11671	STRPU_24746, STRPU_17843
OG0003101	DROME16966, DROME16965, DROME16967	STRPU_24565
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	STRPU_08503
OG0003104	DROME01186, DROME01187	STRPU_16886
OG0003105	DROME14362, DROME14361, DROME14360	STRPU_27399
OG0003106	DROME07627	STRPU_26456
OG0003107	DROME12506	STRPU_25358
OG0003108	DROME13177, DROME13178	STRPU_12185
OG0003109	DROME00284	STRPU_08990
OG0003110	DROME09020	STRPU_06774, STRPU_06764
OG0003112	DROME16468, DROME01349, DROME01348	STRPU_04029
OG0003113	DROME01816, DROME01817	STRPU_07108
OG0003114	DROME04951, DROME04952	STRPU_20444
OG0003115	DROME18331	STRPU_26735
OG0003118	DROME11873, DROME11872	STRPU_23100
OG0003119	DROME02450, DROME02453, DROME02451	STRPU_02657
OG0003120	DROME17944	STRPU_04182
OG0003121	DROME19886, DROME19887	STRPU_26433
OG0003123	DROME20099	STRPU_25862, STRPU_25863
OG0003125	DROME08841, DROME08840	STRPU_02899
OG0003128	DROME20310, DROME20309	STRPU_14558
OG0003130	DROME20301, DROME20300	STRPU_14819
OG0003132	DROME12375	STRPU_24874
OG0003135	DROME07491	STRPU_20819
OG0003136	DROME17171	STRPU_20970
OG0003137	DROME01904, DROME12782	STRPU_26289, STRPU_26313, STRPU_26314, STRPU_26290
OG0003138	DROME18809	STRPU_11161
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	STRPU_27000
OG0003141	DROME21226, DROME21227	STRPU_11150
OG0003142	DROME11840	STRPU_26955
OG0003144	DROME13433	STRPU_17154
OG0003145	DROME03862	STRPU_19760, STRPU_19761
OG0003146	DROME01929	STRPU_24899
OG0003147	DROME16290, DROME16289	STRPU_09368
OG0003148	DROME18800, DROME18799	STRPU_21583
OG0003149	DROME16606, DROME16608	STRPU_27156, STRPU_27155, STRPU_27224, STRPU_27225
OG0003150	DROME19300	STRPU_06198, STRPU_06219
OG0003151	DROME04792	STRPU_25230
OG0003152	DROME17760	STRPU_09091, STRPU_02064
OG0003153	DROME21845	STRPU_25878
OG0003154	DROME05761	STRPU_18558
OG0003156	DROME13943	STRPU_17108, STRPU_17123
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	STRPU_05197
OG0003158	DROME02271	STRPU_24600
OG0003159	DROME05071	STRPU_04177
OG0003160	DROME17382	STRPU_10206
OG0003161	DROME12081	STRPU_20589
OG0003164	DROME01606	STRPU_05342
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	STRPU_06042
OG0003169	DROME03939	STRPU_18714
OG0003172	DROME02195	STRPU_13537
OG0003173	DROME20160, DROME20161	STRPU_14274, STRPU_14290
OG0003174	DROME21527, DROME21526, DROME21528	STRPU_05745
OG0003175	DROME00251, DROME02106	STRPU_24658
OG0003177	DROME17587	STRPU_09383, STRPU_01573
OG0003178	DROME10286, DROME10285	STRPU_21387
OG0003179	DROME19635	STRPU_04747
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	STRPU_08188
OG0003182	DROME01632	STRPU_25667
OG0003183	DROME05040, DROME05042, DROME05041	STRPU_23390
OG0003184	DROME11152	STRPU_04863
OG0003185	DROME08767, DROME08766	STRPU_11828
OG0003188	DROME03250, DROME03249	STRPU_27340
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	STRPU_17091
OG0003191	DROME09590	STRPU_02638, STRPU_24024
OG0003192	DROME12610	STRPU_24110, STRPU_24115
OG0003193	DROME14192	STRPU_06138
OG0003194	DROME19483	STRPU_19971, STRPU_01201, STRPU_19969, STRPU_06685, STRPU_19785, STRPU_00785
OG0003197	DROME21048	STRPU_06595
OG0003198	DROME07357	STRPU_10958, STRPU_10959
OG0003199	DROME12668, DROME21725, DROME21726	STRPU_22302
OG0003202	DROME05838, DROME05839	STRPU_04422
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	STRPU_22174, STRPU_22167
OG0003205	DROME06205, DROME06206	STRPU_26398
OG0003206	DROME21836, DROME21837	STRPU_05811
OG0003207	DROME14952	STRPU_23438, STRPU_00999
OG0003210	DROME16773, DROME16774	STRPU_20307
OG0003212	DROME16100	STRPU_23992
OG0003214	DROME00548	STRPU_02469, STRPU_13596
OG0003215	DROME09352	STRPU_21290
OG0003217	DROME21077	STRPU_18366
OG0003218	DROME08231, DROME08230	STRPU_05952
OG0003219	DROME09373	STRPU_05483
OG0003220	DROME11342, DROME11341	STRPU_17156
OG0003222	DROME18303, DROME18302, DROME18304	STRPU_25242
OG0003223	DROME09209	STRPU_08794
OG0003224	DROME09348, DROME09349, DROME09347	STRPU_22186
OG0003225	DROME18849	STRPU_03637, STRPU_03655
OG0003226	DROME19617, DROME08490	STRPU_01640, STRPU_11976
OG0003228	DROME21008	STRPU_21707, STRPU_21643
OG0003229	DROME01144	STRPU_00535, STRPU_15976
OG0003230	DROME17741	STRPU_09762, STRPU_09718
OG0003231	DROME19301	STRPU_07608, STRPU_07607
OG0003235	DROME05661, DROME05663, DROME05662	STRPU_22687
OG0003238	DROME10776	STRPU_01914, STRPU_22758
OG0003251	DROME19769, DROME19768, DROME16949	STRPU_26207
OG0003252	DROME18445	STRPU_20878
OG0003254	DROME02901	STRPU_21153
OG0003255	DROME06336	STRPU_22937
OG0003257	DROME15418	STRPU_20833, STRPU_20870
OG0003261	DROME07634, DROME07633	STRPU_24777
OG0003262	DROME21043, DROME21045, DROME21044	STRPU_14217
OG0003263	DROME09851	STRPU_08829
OG0003264	DROME08076	STRPU_07699, STRPU_07685
OG0003267	DROME01973, DROME01974, DROME02727	STRPU_04175
OG0003268	DROME20306	STRPU_26201
OG0003269	DROME11682	STRPU_08663
OG0003272	DROME19754, DROME19755, DROME00829	STRPU_05318
OG0003273	DROME01509	STRPU_21049
OG0003275	DROME11988, DROME11987	STRPU_25632
OG0003277	DROME07456	STRPU_22845
OG0003279	DROME01016, DROME01017, DROME01018	STRPU_05246
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	STRPU_03524, STRPU_03588
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	STRPU_06114
OG0003282	DROME17686	STRPU_09679
OG0003283	DROME12472	STRPU_23176
OG0003284	DROME06818	STRPU_24635, STRPU_24634
OG0003286	DROME09199, DROME09198	STRPU_08482
OG0003287	DROME04328, DROME08276	STRPU_16133, STRPU_16118
OG0003288	DROME00366, DROME00364, DROME00365	STRPU_05660
OG0003289	DROME20541, DROME20542	STRPU_25492
OG0003290	DROME00517	STRPU_19995
OG0003291	DROME20523	STRPU_14374
OG0003293	DROME14676	STRPU_22259
OG0003294	DROME01659, DROME01660	STRPU_05613, STRPU_05555
OG0003296	DROME06822, DROME13531	STRPU_00434, STRPU_14195
OG0003297	DROME19465	STRPU_08868, STRPU_00953
OG0003298	DROME08089	STRPU_05740
OG0003300	DROME16959	STRPU_08671, STRPU_01641, STRPU_11977, STRPU_07721
OG0003301	DROME18741	STRPU_16244, STRPU_16205
OG0003302	DROME01479, DROME01480	STRPU_04486
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	STRPU_21624
OG0003304	DROME02914, DROME02913	STRPU_02452
OG0003306	DROME10136	STRPU_23936, STRPU_23962
OG0003307	DROME17313	STRPU_04904
OG0003309	DROME19043, DROME19042	STRPU_24871
OG0003311	DROME15213	STRPU_24433
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	STRPU_05142, STRPU_05067
OG0003316	DROME13200	STRPU_00352, STRPU_11013
OG0003317	DROME19362	STRPU_09007
OG0003318	DROME16706	STRPU_23527
OG0003320	DROME12326	STRPU_09402, STRPU_01555
OG0003327	DROME19734	STRPU_19769, STRPU_00800
OG0003330	DROME03252, DROME03251	STRPU_27339
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	STRPU_15371
OG0003332	DROME00791	STRPU_07786
OG0003333	DROME10886, DROME10885, DROME10884	STRPU_01214, STRPU_12086
OG0003335	DROME18113, DROME18112	STRPU_20823
OG0003336	DROME10919, DROME10920, DROME10917	STRPU_20291
OG0003337	DROME15232	STRPU_11218, STRPU_11255
OG0003340	DROME16534, DROME16533	STRPU_24554
OG0003341	DROME01797	STRPU_21771
OG0003343	DROME09151	STRPU_15384
OG0003344	DROME04462, DROME04461	STRPU_07542, STRPU_00574
OG0003347	DROME11879, DROME11880	STRPU_01607, STRPU_13589
OG0003348	DROME02128	STRPU_24382
OG0003349	DROME08306, DROME08305, DROME08304	STRPU_04798, STRPU_04805
OG0003350	DROME00177, DROME00176	STRPU_06152
OG0003352	DROME13172	STRPU_23063, STRPU_00649
OG0003353	DROME11820, DROME11822, DROME11821	STRPU_23410, STRPU_01027
OG0003354	DROME19858	STRPU_22433
OG0003356	DROME15849	STRPU_08703, STRPU_01469
OG0003357	DROME12029	STRPU_09879
OG0003358	DROME16921	STRPU_01921, STRPU_22765
OG0003359	DROME18758	STRPU_12338
OG0003360	DROME20878, DROME20879	STRPU_12153, STRPU_12119
OG0003361	DROME13197	STRPU_21285
OG0003362	DROME08296	STRPU_05653
OG0003363	DROME10311, DROME10310, DROME10313, DROME10312	STRPU_01592, STRPU_13573
OG0003364	DROME00064	STRPU_12256
OG0003365	DROME04108	STRPU_24219, STRPU_01081
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	STRPU_20477, STRPU_20476, STRPU_20479, STRPU_20478
OG0003367	DROME12239	STRPU_02066, STRPU_09093
OG0003368	DROME16106, DROME16107	STRPU_09309
OG0003370	DROME12377, DROME12378	STRPU_24791
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	STRPU_18382
OG0003374	DROME06476, DROME06475, DROME06474	STRPU_16743, STRPU_01716
OG0003375	DROME21029	STRPU_27269, STRPU_27284
OG0003376	DROME16130, DROME16131, DROME16129	STRPU_09336
OG0003377	DROME20606	STRPU_12932
OG0003378	DROME18533	STRPU_12591
OG0003380	DROME14333	STRPU_14745
OG0003381	DROME10051	STRPU_12349
OG0003384	DROME17249, DROME17250	STRPU_01561, STRPU_09397
OG0003386	DROME07039, DROME07040, DROME07041	STRPU_10904
OG0003388	DROME11674, DROME19363	STRPU_04625, STRPU_04647
OG0003392	DROME11355	STRPU_08299
OG0003394	DROME14094	STRPU_22083
OG0003396	DROME21609	STRPU_23105
OG0003419	DROME18310	STRPU_03427
OG0003421	DROME04908, DROME07137, DROME07651	STRPU_05462
OG0003422	DROME04814	STRPU_12647
OG0003425	DROME11464, DROME11465, DROME11463	STRPU_27213
OG0003426	DROME12495	STRPU_21596
OG0003430	DROME19610, DROME04057	STRPU_03710
OG0003431	DROME13747	STRPU_13834
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	STRPU_06151
OG0003434	DROME00166, DROME15353	STRPU_22971
OG0003437	DROME09807	STRPU_08656, STRPU_08360, STRPU_08658
OG0003439	DROME16821	STRPU_06448
OG0003442	DROME06015, DROME06013, DROME06014	STRPU_05359
OG0003443	DROME18500	STRPU_21532
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	STRPU_12122, STRPU_12155
OG0003445	DROME01285	STRPU_20383
OG0003448	DROME02828, DROME02829, DROME02830	STRPU_25380
OG0003450	DROME03280	STRPU_04502
OG0003454	DROME10067	STRPU_13689, STRPU_02387
OG0003456	DROME19556	STRPU_08652
OG0003457	DROME06510, DROME06508, DROME06509	STRPU_25059
OG0003458	DROME04148	STRPU_07419
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	STRPU_21409
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	STRPU_21209
OG0003461	DROME17474, DROME21694	STRPU_12813
OG0003462	DROME00239	STRPU_01190, STRPU_19960
OG0003463	DROME20444	STRPU_21459
OG0003464	DROME06231	STRPU_08415
OG0003465	DROME04464	STRPU_19515
OG0003467	DROME06043, DROME06042	STRPU_04467, STRPU_04466
OG0003468	DROME01968	STRPU_21762, STRPU_21697
OG0003470	DROME13653	STRPU_27335
OG0003472	DROME09631, DROME09633	STRPU_05425
OG0003473	DROME00049	STRPU_03744
OG0003475	DROME02190	STRPU_18099, STRPU_01787
OG0003477	DROME12317	STRPU_07450, STRPU_07441
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	STRPU_20938
OG0003479	DROME13645	STRPU_01940, STRPU_22782
OG0003481	DROME01114	STRPU_22807, STRPU_01966, STRPU_06555, STRPU_06543
OG0003482	DROME08487	STRPU_12951
OG0003483	DROME09876, DROME09877	STRPU_04672
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	STRPU_22749, STRPU_01904, STRPU_22750, STRPU_01905, STRPU_23748
OG0003487	DROME12571	STRPU_10374
OG0003489	DROME01312	STRPU_24792
OG0003490	DROME13468	STRPU_14276, STRPU_14293
OG0003491	DROME11698	STRPU_06727
OG0003492	DROME17943	STRPU_04886
OG0003493	DROME09294	STRPU_19324
OG0003497	DROME08732	STRPU_03308
OG0003498	DROME13034, DROME13035	STRPU_24846
OG0003499	DROME14561	STRPU_05492
OG0003500	DROME04015, DROME00982	STRPU_02909, STRPU_21217
OG0003501	DROME13347, DROME13346, DROME13348	STRPU_18507
OG0003502	DROME19567, DROME14375	STRPU_14905
OG0003503	DROME17101, DROME17102	STRPU_09082, STRPU_02055
OG0003504	DROME06794	STRPU_08880, STRPU_00941
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	STRPU_26126
OG0003506	DROME18707	STRPU_05341
OG0003507	DROME14387, DROME14388	STRPU_19336
OG0003508	DROME15658	STRPU_13552
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	STRPU_10961
OG0003510	DROME19505	STRPU_25664
OG0003513	DROME08556	STRPU_13821
OG0003515	DROME21652	STRPU_05774
OG0003518	DROME08309	STRPU_26026
OG0003519	DROME06802	STRPU_13946
OG0003520	DROME21807, DROME02028	STRPU_20485
OG0003523	DROME16368	STRPU_11145
OG0003524	DROME09643, DROME09639, DROME09640	STRPU_11329
OG0003526	DROME05107	STRPU_21377
OG0003527	DROME03645	STRPU_06217, STRPU_06194
OG0003528	DROME21047, DROME06070	STRPU_17490, STRPU_17491, STRPU_17489
OG0003531	DROME21993	STRPU_20597
OG0003532	DROME08605	STRPU_10739
OG0003533	DROME04480, DROME04479, DROME04481	STRPU_22386
OG0003535	DROME12323, DROME12324, DROME12325	STRPU_09979, STRPU_09956
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	STRPU_08040
