Orthogroup	DROME	ORYLA
OG0002645	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913	ORYLA15725
OG0002646	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014	ORYLA14734
OG0002649	DROME21501, DROME21503, DROME21500, DROME21502	ORYLA02709, ORYLA00760
OG0002651	DROME16668, DROME16669	ORYLA12710
OG0002652	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761	ORYLA12314
OG0002656	DROME08799, DROME08800	ORYLA16439, ORYLA09865
OG0002658	DROME08362	ORYLA05776, ORYLA08519
OG0002659	DROME08718	ORYLA19731
OG0002660	DROME06190	ORYLA20162
OG0002662	DROME18671	ORYLA08023, ORYLA07745
OG0002663	DROME08198, DROME08197	ORYLA03136, ORYLA04120
OG0002664	DROME15045, DROME15046	ORYLA07705, ORYLA13212
OG0002665	DROME12021, DROME12020	ORYLA01115
OG0002666	DROME12244	ORYLA18360, ORYLA18361
OG0002667	DROME09263, DROME09260, DROME09262, DROME09261	ORYLA02728, ORYLA17238, ORYLA06781, ORYLA12965
OG0002669	DROME13927	ORYLA03111
OG0002670	DROME05013, DROME05014	ORYLA10125, ORYLA05269
OG0002671	DROME02224, DROME02226, DROME02225	ORYLA12653, ORYLA16152, ORYLA02005, ORYLA20373
OG0002672	DROME13218	ORYLA09257, ORYLA12551, ORYLA11463
OG0002673	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328	ORYLA04834, ORYLA10791
OG0002675	DROME11118, DROME11117, DROME11116, DROME11115	ORYLA13338, ORYLA07001
OG0002677	DROME00471, DROME00470	ORYLA16626
OG0002678	DROME21558, DROME21553	ORYLA07464, ORYLA08686, ORYLA09983
OG0002679	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354	ORYLA03423, ORYLA05872
OG0002681	DROME20482, DROME09726	ORYLA03754, ORYLA04305, ORYLA16245, ORYLA07931, ORYLA16246
OG0002683	DROME18274, DROME18275	ORYLA00261, ORYLA07021, ORYLA13641
OG0002685	DROME12137	ORYLA09138
OG0002703	DROME20939	ORYLA04262, ORYLA05910
OG0002708	DROME21871, DROME21870	ORYLA11930
OG0002712	DROME21974, DROME21971, DROME21973, DROME21972	ORYLA16256
OG0002715	DROME03868	ORYLA14520
OG0002717	DROME13040	ORYLA03883, ORYLA00959, ORYLA09994
OG0002718	DROME02454, DROME02455	ORYLA15396
OG0002719	DROME00203, DROME00202, DROME00201	ORYLA09202, ORYLA06395, ORYLA09201, ORYLA09758, ORYLA08561
OG0002720	DROME20862, DROME20861	ORYLA14256
OG0002722	DROME16722	ORYLA10461
OG0002723	DROME02104	ORYLA03834, ORYLA03835, ORYLA07370, ORYLA11739
OG0002724	DROME15707	ORYLA00721
OG0002726	DROME00393, DROME00394	ORYLA07332, ORYLA08157
OG0002729	DROME14219	ORYLA09551
OG0002730	DROME19249	ORYLA05316, ORYLA03165
OG0002738	DROME12437	ORYLA08350, ORYLA16506, ORYLA00591
OG0002739	DROME11838	ORYLA12804
OG0002740	DROME04703	ORYLA20028, ORYLA00750, ORYLA01841
OG0002741	DROME08059, DROME08060	ORYLA12192, ORYLA06061
OG0002742	DROME12202, DROME12204, DROME12203	ORYLA04963, ORYLA00437
OG0002743	DROME02954	ORYLA19035, ORYLA09902
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	ORYLA18974, ORYLA02610
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	ORYLA00687
OG0002746	DROME16661, DROME21181	ORYLA05943
OG0002747	DROME11308, DROME19315, DROME13062	ORYLA19242, ORYLA02887
OG0002749	DROME05439	ORYLA09355, ORYLA08642
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	ORYLA09106
OG0002753	DROME11184	ORYLA14155, ORYLA11165
OG0002754	DROME16293	ORYLA18568
OG0002755	DROME17482	ORYLA19322
OG0002757	DROME02757	ORYLA00322, ORYLA00321
OG0002758	DROME08710	ORYLA03351, ORYLA04510, ORYLA17536
OG0002760	DROME11244, DROME07304	ORYLA10884
OG0002761	DROME11909	ORYLA17179
OG0002762	DROME06423	ORYLA14042, ORYLA10843
OG0002763	DROME13568, DROME13567	ORYLA08239
OG0002764	DROME00298, DROME00297, DROME00296	ORYLA15656, ORYLA06813, ORYLA03798
OG0002765	DROME12796	ORYLA05581, ORYLA15145, ORYLA12027
OG0002766	DROME13857	ORYLA10349
OG0002767	DROME05447	ORYLA04026, ORYLA00357, ORYLA00358
OG0002768	DROME05798, DROME05796	ORYLA02309, ORYLA11235
OG0002769	DROME12294, DROME12293	ORYLA17227, ORYLA02552, ORYLA12217
OG0002771	DROME01521, DROME07621	ORYLA12518
OG0002772	DROME18154	ORYLA12777
OG0002773	DROME00793, DROME00794, DROME00257	ORYLA19216
OG0002776	DROME04390	ORYLA01308
OG0002777	DROME09718	ORYLA14740, ORYLA10885
OG0002779	DROME10992	ORYLA20250
OG0002781	DROME04079, DROME04080	ORYLA16475, ORYLA16109, ORYLA19361
OG0002782	DROME16136	ORYLA03021, ORYLA04664, ORYLA18620
OG0002785	DROME05688	ORYLA06284, ORYLA17343, ORYLA02417
OG0002787	DROME19508	ORYLA20316
OG0002788	DROME12013, DROME01698	ORYLA14654
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	ORYLA03569
OG0002791	DROME01009	ORYLA16596, ORYLA00875, ORYLA00876, ORYLA12968, ORYLA18791, ORYLA18124
OG0002793	DROME18578	ORYLA07270
OG0002794	DROME11641	ORYLA02734, ORYLA06923
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	ORYLA12451, ORYLA19180
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	ORYLA04398, ORYLA16295
OG0002811	DROME18305	ORYLA14627
OG0002812	DROME07562	ORYLA02302, ORYLA13564, ORYLA06285
OG0002814	DROME14819	ORYLA04993, ORYLA08092, ORYLA04148
OG0002815	DROME09886	ORYLA05986, ORYLA10370, ORYLA11417
OG0002816	DROME16437	ORYLA13033, ORYLA06757, ORYLA06755, ORYLA06756
OG0002817	DROME03807	ORYLA10713, ORYLA11993
OG0002818	DROME06002	ORYLA15484, ORYLA15048
OG0002819	DROME05457, DROME05454, DROME05453	ORYLA07493, ORYLA08859, ORYLA14483
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	ORYLA13169, ORYLA06382
OG0002822	DROME19658	ORYLA16971, ORYLA00588, ORYLA16668, ORYLA07807
OG0002824	DROME05371, DROME05370, DROME05372	ORYLA09339, ORYLA06204
OG0002825	DROME10105, DROME10106	ORYLA11065
OG0002826	DROME12304	ORYLA11355, ORYLA03113
OG0002827	DROME04425	ORYLA11598
OG0002828	DROME07466, DROME07465, DROME07464	ORYLA03128
OG0002831	DROME21764, DROME21763	ORYLA15327
OG0002832	DROME20194	ORYLA06314
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	ORYLA08022
OG0002835	DROME04546	ORYLA05983, ORYLA02044
OG0002836	DROME03263	ORYLA19854, ORYLA03764
OG0002837	DROME16455	ORYLA09113, ORYLA07584, ORYLA12792
OG0002838	DROME19188	ORYLA05289, ORYLA00320
OG0002839	DROME20539, DROME20540	ORYLA05647
OG0002840	DROME20941	ORYLA12723, ORYLA13362
OG0002841	DROME06956	ORYLA15081, ORYLA11075
OG0002843	DROME05626	ORYLA17609
OG0002844	DROME01327, DROME00485	ORYLA20136
OG0002845	DROME21934, DROME05525, DROME05526	ORYLA12140
OG0002846	DROME12562	ORYLA10441
OG0002848	DROME11797	ORYLA08986
OG0002850	DROME18798	ORYLA03637
OG0002851	DROME07485, DROME07488, DROME07486, DROME07487	ORYLA04060, ORYLA10594, ORYLA03173
OG0002856	DROME10602, DROME10600, DROME10603, DROME10601	ORYLA06874, ORYLA12811, ORYLA02096
OG0002858	DROME20172, DROME20171	ORYLA01755, ORYLA12296
OG0002859	DROME13204	ORYLA07035
OG0002860	DROME21067	ORYLA16257
OG0002861	DROME19141	ORYLA12105
OG0002862	DROME14414	ORYLA04015, ORYLA05434, ORYLA05308
OG0002865	DROME09974	ORYLA10366
OG0002866	DROME08853	ORYLA02748, ORYLA00604, ORYLA16564
OG0002868	DROME08895, DROME08893, DROME08894	ORYLA17446
OG0002869	DROME01493	ORYLA13866, ORYLA16223
OG0002870	DROME05751	ORYLA10371
OG0002872	DROME09095	ORYLA02121
OG0002873	DROME15273, DROME15275, DROME15274	ORYLA19407
OG0002876	DROME02491	ORYLA08640, ORYLA04839
OG0002877	DROME16795	ORYLA13198
OG0002879	DROME05962	ORYLA12228, ORYLA10562
OG0002880	DROME09708	ORYLA06975, ORYLA20238, ORYLA11943
OG0002883	DROME19983, DROME19982	ORYLA12507
OG0002884	DROME00136	ORYLA20174
OG0002885	DROME10516	ORYLA02584
OG0002888	DROME08352, DROME08351	ORYLA16529, ORYLA07977, ORYLA17058, ORYLA00234
OG0002889	DROME18283, DROME18285, DROME18284	ORYLA14307, ORYLA10855
OG0002890	DROME12018	ORYLA15943, ORYLA14281, ORYLA05398
OG0002891	DROME12152	ORYLA16619, ORYLA00864
OG0002892	DROME18981	ORYLA16578, ORYLA12974, ORYLA17244, ORYLA02493
OG0002893	DROME14268	ORYLA09714
OG0002894	DROME07096, DROME07097	ORYLA04778, ORYLA10079, ORYLA05303
OG0002895	DROME16391, DROME16390	ORYLA11053, ORYLA14341
OG0002896	DROME00179, DROME00180	ORYLA09565, ORYLA09164
OG0002897	DROME08372	ORYLA08407
OG0002898	DROME21521	ORYLA00671, ORYLA00670
OG0002899	DROME09113	ORYLA05880, ORYLA13052
OG0002900	DROME06374	ORYLA14973, ORYLA02100
OG0002902	DROME12234, DROME12235	ORYLA16725, ORYLA07802, ORYLA07801
OG0002905	DROME02163, DROME02164	ORYLA15649, ORYLA07137
OG0002906	DROME12553, DROME12554	ORYLA19340, ORYLA14581
OG0002907	DROME00536, DROME00537, DROME00535	ORYLA02959, ORYLA14978
OG0002909	DROME00512	ORYLA15541, ORYLA10906
OG0002910	DROME07768	ORYLA10834
OG0002911	DROME01531, DROME01532, DROME01530	ORYLA05286, ORYLA17637
OG0002912	DROME03365, DROME03361, DROME03364	ORYLA12570
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	ORYLA15159, ORYLA06424
OG0002916	DROME03083	ORYLA12904, ORYLA02397
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	ORYLA03614
OG0002921	DROME20904, DROME20903	ORYLA16247
OG0002922	DROME13161	ORYLA05263, ORYLA05264, ORYLA17370
OG0002924	DROME15371	ORYLA12165, ORYLA14888, ORYLA02522, ORYLA02521
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	ORYLA05522, ORYLA14140, ORYLA01643
OG0002926	DROME01891	ORYLA02418, ORYLA12816
OG0002927	DROME09412, DROME09413	ORYLA05678
OG0002944	DROME18576	ORYLA11503, ORYLA15960, ORYLA09073
OG0002945	DROME02620	ORYLA00078
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	ORYLA20132, ORYLA04220
OG0002949	DROME10410, DROME10411	ORYLA05800
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	ORYLA04612
OG0002953	DROME06983, DROME06984	ORYLA13902
OG0002954	DROME12606, DROME12607	ORYLA12023
OG0002955	DROME16794	ORYLA10112
OG0002956	DROME13931, DROME13930, DROME13929	ORYLA13006, ORYLA06858
OG0002957	DROME15903, DROME15902	ORYLA09640
OG0002959	DROME21736	ORYLA11532, ORYLA10475
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	ORYLA01661, ORYLA05586
OG0002962	DROME20600	ORYLA19692, ORYLA16540
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	ORYLA17126, ORYLA00048, ORYLA16902
OG0002965	DROME12643, DROME12645, DROME12642, DROME12644	ORYLA05185
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	ORYLA02492
OG0002967	DROME18521, DROME18520	ORYLA03303
OG0002968	DROME05214	ORYLA02038
OG0002969	DROME04084, DROME04085	ORYLA07908
OG0002973	DROME19229, DROME19228	ORYLA14521, ORYLA18854
OG0002974	DROME01465	ORYLA05639, ORYLA12657
OG0002976	DROME16320, DROME20322, DROME20323	ORYLA17659
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	ORYLA03469
OG0002978	DROME09324, DROME11790	ORYLA01067, ORYLA11348, ORYLA10261
OG0002979	DROME15607	ORYLA09415, ORYLA08555
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	ORYLA05260
OG0002983	DROME12376	ORYLA05176, ORYLA13535
OG0002984	DROME11997	ORYLA05793
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	ORYLA16699, ORYLA00625
OG0002986	DROME06888	ORYLA15829, ORYLA13959, ORYLA20331
OG0002987	DROME13970, DROME13977	ORYLA15486, ORYLA01526
OG0002990	DROME12949, DROME12950	ORYLA04627
OG0002991	DROME05520, DROME05522, DROME05521	ORYLA04672
OG0002992	DROME16899, DROME16900	ORYLA09196, ORYLA15747
OG0002994	DROME07777, DROME07776	ORYLA02194
OG0002995	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765	ORYLA10446
OG0002997	DROME02903	ORYLA06949
OG0002998	DROME04901, DROME04900, DROME04899	ORYLA14765, ORYLA16031
OG0003001	DROME12222	ORYLA09162, ORYLA09863, ORYLA06603
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	ORYLA10597, ORYLA03379
OG0003005	DROME19774	ORYLA05246
OG0003006	DROME00129	ORYLA16962
OG0003008	DROME10417, DROME10419, DROME10418	ORYLA06672, ORYLA13325
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	ORYLA08264
OG0003011	DROME17655, DROME17656	ORYLA00062, ORYLA17088
OG0003012	DROME16686	ORYLA13725, ORYLA14487
OG0003014	DROME20620	ORYLA11816, ORYLA12535
OG0003016	DROME06109, DROME04760	ORYLA00344, ORYLA19566
OG0003017	DROME03993, DROME03994	ORYLA05397, ORYLA19080
OG0003018	DROME01985	ORYLA04241, ORYLA03378
OG0003019	DROME14436	ORYLA11447
OG0003021	DROME11191	ORYLA07431
OG0003022	DROME12200	ORYLA00946, ORYLA00947
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476, DROME19693	ORYLA03235, ORYLA02285, ORYLA17780
OG0003024	DROME14540, DROME13066	ORYLA12540
OG0003025	DROME16128	ORYLA16836, ORYLA06771
OG0003026	DROME01191	ORYLA00734
OG0003027	DROME13632	ORYLA17665, ORYLA15116
OG0003028	DROME19503	ORYLA02137
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	ORYLA02221, ORYLA15312
OG0003030	DROME20783, DROME03164	ORYLA12869, ORYLA12868, ORYLA00872, ORYLA16608
OG0003031	DROME10589, DROME10590	ORYLA16489, ORYLA08839
OG0003033	DROME02552	ORYLA09580
OG0003034	DROME13458	ORYLA00457
OG0003035	DROME10664	ORYLA12815, ORYLA17690
OG0003036	DROME08134	ORYLA06888, ORYLA13097
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	ORYLA03300, ORYLA05385
OG0003041	DROME13990, DROME13989	ORYLA05365
OG0003042	DROME19648, DROME19650, DROME19649	ORYLA09859, ORYLA09858
OG0003043	DROME01115	ORYLA13460
OG0003044	DROME07467	ORYLA04573
OG0003046	DROME06986	ORYLA15260, ORYLA06310
OG0003048	DROME03285	ORYLA15156, ORYLA08890
OG0003049	DROME11842	ORYLA17432, ORYLA12852, ORYLA06667
OG0003050	DROME21024, DROME21025	ORYLA00454, ORYLA19968
OG0003053	DROME05736	ORYLA02834
OG0003054	DROME15214	ORYLA12266, ORYLA09573
OG0003055	DROME13955	ORYLA07154, ORYLA12922, ORYLA13644
OG0003058	DROME03947	ORYLA11963, ORYLA20118, ORYLA13944
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	ORYLA00217, ORYLA04759
OG0003060	DROME04543	ORYLA16613, ORYLA06282, ORYLA13094
OG0003062	DROME19727	ORYLA06980, ORYLA15949, ORYLA12667
OG0003063	DROME03416	ORYLA10950
OG0003064	DROME05139, DROME16537, DROME16536	ORYLA13156
OG0003065	DROME07296	ORYLA05920, ORYLA02018
OG0003066	DROME19326	ORYLA15142, ORYLA14035, ORYLA11126
OG0003072	DROME09180, DROME09181	ORYLA13683, ORYLA10914
OG0003073	DROME13385, DROME14642	ORYLA04415, ORYLA14154
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	ORYLA16081, ORYLA01721, ORYLA05339
OG0003079	DROME11418, DROME11417	ORYLA14096, ORYLA06851, ORYLA13613
OG0003080	DROME07733	ORYLA01374, ORYLA08723, ORYLA08724, ORYLA01371, ORYLA03630, ORYLA10313
OG0003090	DROME08348, DROME08349	ORYLA19422, ORYLA09568
OG0003101	DROME16966, DROME16965, DROME16967	ORYLA10329, ORYLA09097, ORYLA16063, ORYLA15863
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	ORYLA01778
OG0003104	DROME01186, DROME01187	ORYLA02871, ORYLA13475
OG0003105	DROME14362, DROME14361, DROME14360	ORYLA01500
OG0003106	DROME07627	ORYLA14898
OG0003107	DROME12506	ORYLA15014, ORYLA12389
OG0003108	DROME13177, DROME13178	ORYLA11282, ORYLA15369
OG0003109	DROME00284	ORYLA16315
OG0003110	DROME09020	ORYLA09478
OG0003112	DROME16468, DROME01349, DROME01348	ORYLA05183
OG0003113	DROME01816, DROME01817	ORYLA10064, ORYLA10065
OG0003114	DROME04951, DROME04952	ORYLA07363
OG0003115	DROME18331	ORYLA06857, ORYLA17487
OG0003116	DROME20130	ORYLA20434
OG0003118	DROME11873, DROME11872	ORYLA16184, ORYLA10022, ORYLA08702
OG0003119	DROME02450, DROME02453, DROME02451	ORYLA04168, ORYLA20444
OG0003120	DROME17944	ORYLA19924
OG0003121	DROME19886, DROME19887	ORYLA14892, ORYLA13008
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	ORYLA02613
OG0003128	DROME20310, DROME20309	ORYLA00377
OG0003130	DROME20301, DROME20300	ORYLA03739
OG0003132	DROME12375	ORYLA02170
OG0003135	DROME07491	ORYLA03082
OG0003136	DROME17171	ORYLA03448, ORYLA10254
OG0003138	DROME18809	ORYLA10305
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	ORYLA18056, ORYLA18057, ORYLA12143, ORYLA20304
OG0003141	DROME21226, DROME21227	ORYLA20129, ORYLA01871, ORYLA05831
OG0003142	DROME11840	ORYLA17712
OG0003143	DROME06605, DROME06604	ORYLA18757
OG0003144	DROME13433	ORYLA12539, ORYLA04082
OG0003145	DROME03862	ORYLA13404, ORYLA06360
OG0003146	DROME01929	ORYLA11707
OG0003147	DROME16290, DROME16289	ORYLA20499
OG0003148	DROME18800, DROME18799	ORYLA11751, ORYLA05438, ORYLA19776
OG0003149	DROME16606, DROME16608	ORYLA05759
OG0003150	DROME19300	ORYLA01440, ORYLA09448
OG0003151	DROME04792	ORYLA09212, ORYLA15558, ORYLA14255
OG0003152	DROME17760	ORYLA16325, ORYLA08299, ORYLA16852
OG0003153	DROME21845	ORYLA18339
OG0003154	DROME05761	ORYLA06654
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	ORYLA04495
OG0003158	DROME02271	ORYLA08610, ORYLA09460, ORYLA08913
OG0003159	DROME05071	ORYLA02503, ORYLA17417, ORYLA05287
OG0003160	DROME17382	ORYLA05070, ORYLA19915
OG0003161	DROME12081	ORYLA18915, ORYLA10523, ORYLA18916
OG0003164	DROME01606	ORYLA20487, ORYLA00816
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	ORYLA08595, ORYLA10561
OG0003169	DROME03939	ORYLA09698
OG0003172	DROME02195	ORYLA09854
OG0003173	DROME20160, DROME20161	ORYLA00376, ORYLA02346
OG0003174	DROME21527, DROME21526, DROME21528	ORYLA20481
OG0003175	DROME02106	ORYLA01979, ORYLA06140
OG0003176	DROME19128	ORYLA12690
OG0003178	DROME10286, DROME10285	ORYLA03270
OG0003179	DROME19635	ORYLA00445
OG0003180	DROME11167, DROME11166	ORYLA03447, ORYLA03986, ORYLA03985
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	ORYLA00243
OG0003182	DROME01632	ORYLA06751
OG0003183	DROME05040, DROME05042, DROME05041	ORYLA16117, ORYLA02124
OG0003184	DROME11152	ORYLA01211, ORYLA07345
OG0003185	DROME08767, DROME08766	ORYLA12363, ORYLA15072
OG0003188	DROME03250, DROME03249	ORYLA12586, ORYLA14947
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	ORYLA04108
OG0003191	DROME09590	ORYLA18538, ORYLA15754
OG0003192	DROME12610	ORYLA09709, ORYLA08386
OG0003193	DROME14192	ORYLA12245, ORYLA09712
OG0003197	DROME21048	ORYLA18639
OG0003199	DROME12668, DROME21725, DROME21726	ORYLA15973, ORYLA15714
OG0003202	DROME05838, DROME05839	ORYLA02354
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	ORYLA02126, ORYLA16448
OG0003205	DROME06205, DROME06206	ORYLA12978, ORYLA12979, ORYLA17330
OG0003206	DROME21836, DROME21837	ORYLA16318
OG0003207	DROME14952	ORYLA14484, ORYLA19094
OG0003210	DROME16773, DROME16774	ORYLA02461, ORYLA06655
OG0003212	DROME16100	ORYLA15489, ORYLA10940
OG0003214	DROME00548	ORYLA09799
OG0003215	DROME09352	ORYLA00108, ORYLA19619
OG0003217	DROME21077	ORYLA13146, ORYLA02509
OG0003218	DROME08230	ORYLA19022
OG0003219	DROME09373	ORYLA07225, ORYLA00485
OG0003220	DROME11342, DROME11341	ORYLA01985, ORYLA05947
OG0003221	DROME00225, DROME00224	ORYLA02164, ORYLA02047
OG0003222	DROME18303, DROME18302, DROME18304	ORYLA15011, ORYLA12395, ORYLA09003
OG0003223	DROME09209	ORYLA15511
OG0003224	DROME09348, DROME09349, DROME09347	ORYLA08420
OG0003225	DROME18849	ORYLA19236, ORYLA19235
OG0003226	DROME19617, DROME08490	ORYLA12048
OG0003228	DROME21008	ORYLA10708
OG0003229	DROME01144	ORYLA07923, ORYLA01487
OG0003230	DROME17741	ORYLA08114
OG0003231	DROME19301	ORYLA20228
OG0003235	DROME05661, DROME05663, DROME05662	ORYLA20268
OG0003238	DROME10776	ORYLA12178
OG0003240	DROME12807	ORYLA15566, ORYLA13941, ORYLA16395
OG0003251	DROME19769, DROME19768, DROME16949	ORYLA05486, ORYLA12659
OG0003252	DROME18445	ORYLA11431, ORYLA10758
OG0003254	DROME02901	ORYLA01055
OG0003255	DROME06336	ORYLA01639
OG0003257	DROME15418	ORYLA11994, ORYLA10700
OG0003261	DROME07634, DROME07633	ORYLA06345, ORYLA06344, ORYLA06346, ORYLA03623
OG0003262	DROME21043, DROME21045, DROME21044	ORYLA04363, ORYLA17978
OG0003263	DROME09851	ORYLA05786
OG0003264	DROME08076	ORYLA08989, ORYLA06289
OG0003267	DROME01973, DROME01974, DROME02727	ORYLA17915, ORYLA19756
OG0003268	DROME20306	ORYLA01958, ORYLA01959
OG0003269	DROME11682	ORYLA07800, ORYLA16726
OG0003272	DROME19754, DROME19755, DROME00829	ORYLA19655, ORYLA19654, ORYLA07229
OG0003273	DROME01509	ORYLA04340
OG0003275	DROME11988, DROME11987	ORYLA09029, ORYLA13943
OG0003277	DROME07456	ORYLA20336, ORYLA15828, ORYLA13998
OG0003279	DROME01016, DROME01017, DROME01018	ORYLA01238
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	ORYLA05574
OG0003282	DROME17686	ORYLA04149, ORYLA01430
OG0003283	DROME12472	ORYLA19093
OG0003284	DROME06818	ORYLA18705
OG0003286	DROME09199, DROME09198	ORYLA16774
OG0003287	DROME04328, DROME08276	ORYLA15508, ORYLA11362
OG0003288	DROME00366, DROME00364, DROME00365	ORYLA04254
OG0003289	DROME20541, DROME20542	ORYLA09052, ORYLA09053, ORYLA15034, ORYLA12726
OG0003290	DROME00517	ORYLA06270, ORYLA06269
OG0003291	DROME20523	ORYLA04004
OG0003293	DROME14676	ORYLA14350
OG0003294	DROME01659, DROME01660	ORYLA12880
OG0003296	DROME06822, DROME13531	ORYLA18095, ORYLA02301
OG0003297	DROME19465	ORYLA16817
OG0003298	DROME08089	ORYLA01355
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	ORYLA12913
OG0003301	DROME18741	ORYLA12501
OG0003302	DROME01480	ORYLA01208
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	ORYLA13616
OG0003304	DROME02914, DROME02913	ORYLA05709
OG0003305	DROME13149	ORYLA02939, ORYLA18010
OG0003306	DROME10136	ORYLA15915
OG0003307	DROME17313	ORYLA00404, ORYLA01512
OG0003309	DROME19043, DROME19042	ORYLA09280, ORYLA20068, ORYLA08534
OG0003311	DROME15213	ORYLA01367, ORYLA08826, ORYLA06226
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	ORYLA04286, ORYLA00307
OG0003315	DROME17830, DROME17831	ORYLA05355
OG0003316	DROME13200	ORYLA06489
OG0003317	DROME19362	ORYLA00142
OG0003318	DROME16706	ORYLA14596, ORYLA15728
OG0003320	DROME12326	ORYLA17866
OG0003327	DROME19734	ORYLA02456, ORYLA06278
OG0003329	DROME10094, DROME10095	ORYLA17667, ORYLA02366
OG0003330	DROME03252, DROME03251	ORYLA14948
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	ORYLA03745
OG0003332	DROME00791	ORYLA06788, ORYLA02078
OG0003333	DROME10886, DROME10885, DROME10884	ORYLA19135
OG0003335	DROME18113, DROME18112	ORYLA10536
OG0003336	DROME10919, DROME10920, DROME10917	ORYLA13585, ORYLA16595, ORYLA17841
OG0003337	DROME15232	ORYLA20124
OG0003340	DROME16534, DROME16533	ORYLA05123, ORYLA01941
OG0003341	DROME01797	ORYLA00218
OG0003343	DROME09151	ORYLA03249
OG0003344	DROME04462, DROME04461	ORYLA11978
OG0003346	DROME13869	ORYLA07076
OG0003347	DROME11879, DROME11880	ORYLA09885, ORYLA04679
OG0003349	DROME08306, DROME08305, DROME08304	ORYLA00427, ORYLA04988, ORYLA08086
OG0003350	DROME00177, DROME00176	ORYLA09368, ORYLA09369, ORYLA06960, ORYLA03492, ORYLA01457
OG0003352	DROME13172	ORYLA08412, ORYLA10054
OG0003353	DROME11820, DROME11822, DROME11821	ORYLA10916
OG0003354	DROME19858	ORYLA19460, ORYLA19459, ORYLA00204
OG0003356	DROME15849	ORYLA00555, ORYLA16745
OG0003357	DROME12029	ORYLA01325
OG0003358	DROME16921	ORYLA14258
OG0003359	DROME18758	ORYLA11531
OG0003360	DROME20878, DROME20879	ORYLA10113
OG0003361	DROME13197	ORYLA10105, ORYLA03006
OG0003364	DROME00064	ORYLA14543, ORYLA16352
OG0003365	DROME04108	ORYLA11052, ORYLA14488
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	ORYLA19482
OG0003367	DROME12239	ORYLA19314
