Orthogroup	DROME	APOSJ_ok
OG0002420	DROME06099, DROME06098, DROME06100	APOSJ_27467, APOSJ_25152
OG0002421	DROME07380, DROME07379	APOSJ_38501, APOSJ_38502
OG0002422	DROME15666	APOSJ_18666
OG0002424	DROME16265	APOSJ_08861, APOSJ_08860, APOSJ_56522, APOSJ_08866, APOSJ_08863, APOSJ_08864, APOSJ_08862, APOSJ_08865, APOSJ_52791, APOSJ_56530
OG0002425	DROME01518	APOSJ_63943
OG0002426	DROME02031	APOSJ_17085
OG0002428	DROME06522	APOSJ_26346, APOSJ_57585, APOSJ_57586, APOSJ_20486, APOSJ_32549, APOSJ_32546, APOSJ_26348, APOSJ_26349, APOSJ_36708, APOSJ_20481, APOSJ_29085, APOSJ_42340, APOSJ_32545, APOSJ_64207, APOSJ_20482, APOSJ_29438
OG0002429	DROME21063	APOSJ_56689, APOSJ_56683, APOSJ_56686, APOSJ_56685, APOSJ_21438, APOSJ_30457, APOSJ_24227, APOSJ_21437, APOSJ_24229
OG0002432	DROME06764	APOSJ_64892, APOSJ_64893, APOSJ_64891
OG0002433	DROME05519	APOSJ_41004, APOSJ_41005, APOSJ_41008, APOSJ_41003, APOSJ_41007, APOSJ_41006, APOSJ_41010, APOSJ_41009
OG0002434	DROME13503, DROME13502, DROME05894	APOSJ_51439, APOSJ_52716, APOSJ_51567, APOSJ_61498, APOSJ_51438, APOSJ_51578, APOSJ_61497, APOSJ_51569, APOSJ_61496, APOSJ_51441, APOSJ_51437, APOSJ_51568
OG0002437	DROME10916	APOSJ_61331, APOSJ_16035, APOSJ_61330, APOSJ_14905, APOSJ_16031, APOSJ_61332, APOSJ_01593, APOSJ_16033, APOSJ_16034, APOSJ_16032, APOSJ_16036
OG0002438	DROME02545, DROME02547, DROME02544, DROME02546, DROME02543, DROME02548	APOSJ_58277
OG0002439	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937	APOSJ_48496, APOSJ_50855, APOSJ_50856, APOSJ_48499, APOSJ_48495, APOSJ_43047, APOSJ_50857, APOSJ_48498, APOSJ_48497, APOSJ_07732, APOSJ_07731
OG0002441	DROME14577	APOSJ_63235, APOSJ_37619
OG0002442	DROME02127	APOSJ_60666, APOSJ_08135
OG0002443	DROME01526	APOSJ_23434, APOSJ_14134, APOSJ_14133, APOSJ_14128, APOSJ_14127, APOSJ_14131, APOSJ_14129, APOSJ_14130
OG0002445	DROME05216	APOSJ_35777, APOSJ_23633, APOSJ_34729, APOSJ_37662, APOSJ_14160, APOSJ_37657, APOSJ_23631, APOSJ_19491, APOSJ_37665, APOSJ_37661, APOSJ_37667, APOSJ_14165, APOSJ_14161, APOSJ_14159, APOSJ_19489, APOSJ_14162, APOSJ_14164, APOSJ_58324, APOSJ_37664, APOSJ_19488, APOSJ_37663, APOSJ_37666, APOSJ_37656, APOSJ_19486, APOSJ_14163
OG0002446	DROME15360	APOSJ_35606, APOSJ_58536, APOSJ_28531, APOSJ_28528, APOSJ_28529, APOSJ_35605, APOSJ_35604, APOSJ_28532, APOSJ_28530, APOSJ_47649
OG0002448	DROME11052, DROME11051, DROME14484	APOSJ_15187, APOSJ_15188, APOSJ_15189, APOSJ_52207, APOSJ_56122
OG0002450	DROME13933, DROME13932	APOSJ_34234, APOSJ_15550
OG0002451	DROME11090, DROME11091	APOSJ_56994
OG0002452	DROME10865, DROME10861, DROME10859, DROME10860, DROME10862, DROME10864, DROME10863	APOSJ_46005, APOSJ_46006
OG0002453	DROME02946, DROME02947	APOSJ_40651, APOSJ_31343, APOSJ_54262, APOSJ_23892, APOSJ_55455, APOSJ_31337, APOSJ_45762, APOSJ_06518, APOSJ_49759, APOSJ_54263, APOSJ_19438, APOSJ_06517
OG0002454	DROME18954	APOSJ_51370, APOSJ_51375, APOSJ_51377, APOSJ_51373, APOSJ_51372, APOSJ_51374, APOSJ_51371
OG0002455	DROME03225	APOSJ_48237, APOSJ_48236, APOSJ_45912
OG0002456	DROME18750, DROME18749	APOSJ_16131, APOSJ_36238
OG0002461	DROME19347, DROME19346	APOSJ_08997
OG0002462	DROME10222, DROME10221	APOSJ_43913
OG0002476	DROME01629	APOSJ_20187, APOSJ_65314
OG0002478	DROME13923, DROME13924	APOSJ_04596, APOSJ_04594, APOSJ_04595
OG0002484	DROME02182	APOSJ_36964, APOSJ_36962, APOSJ_36965, APOSJ_36961, APOSJ_61300, APOSJ_54784
OG0002486	DROME10604	APOSJ_03153
OG0002487	DROME02067, DROME02068	APOSJ_16496, APOSJ_16495
OG0002489	DROME17457	APOSJ_07228, APOSJ_43667, APOSJ_43665, APOSJ_43666, APOSJ_43664
OG0002490	DROME08630, DROME08629	APOSJ_40490, APOSJ_40489, APOSJ_57482, APOSJ_57479, APOSJ_40123, APOSJ_57478, APOSJ_57477, APOSJ_57480, APOSJ_57481, APOSJ_38273, APOSJ_53233
OG0002491	DROME17605, DROME16735	APOSJ_04387, APOSJ_04389, APOSJ_04388, APOSJ_04390, APOSJ_04391
OG0002492	DROME17673, DROME17672	APOSJ_04118, APOSJ_04119
OG0002494	DROME09533, DROME09534	APOSJ_06827, APOSJ_06823
OG0002495	DROME03178	APOSJ_39410
OG0002496	DROME17015, DROME17014	APOSJ_07227, APOSJ_07231, APOSJ_07229, APOSJ_07230, APOSJ_45497, APOSJ_60483, APOSJ_45498, APOSJ_07232
OG0002497	DROME10964	APOSJ_44682, APOSJ_13034, APOSJ_44681, APOSJ_44678, APOSJ_44679, APOSJ_13035
OG0002499	DROME07520	APOSJ_33792, APOSJ_33794, APOSJ_33788, APOSJ_33789, APOSJ_33790, APOSJ_33791, APOSJ_33793, APOSJ_33795
OG0002500	DROME04346	APOSJ_48638, APOSJ_48637
OG0002501	DROME18550	APOSJ_34478, APOSJ_53771, APOSJ_17027, APOSJ_53742, APOSJ_34475, APOSJ_53738, APOSJ_02058, APOSJ_34479, APOSJ_48293, APOSJ_17025, APOSJ_48294, APOSJ_34480, APOSJ_53731, APOSJ_48295, APOSJ_34477, APOSJ_34476, APOSJ_48292, APOSJ_48296, APOSJ_53765
OG0002502	DROME12487, DROME12489, DROME12488, DROME15913, DROME09480	APOSJ_04629, APOSJ_52830, APOSJ_52832, APOSJ_52831, APOSJ_52833
OG0002503	DROME03384	APOSJ_04354
OG0002504	DROME20552, DROME20554, DROME20553	APOSJ_61202
OG0002505	DROME03960	APOSJ_01052
OG0002506	DROME04368	APOSJ_50804, APOSJ_50803
OG0002507	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371	APOSJ_64065
OG0002508	DROME08818	APOSJ_63558, APOSJ_60435
OG0002509	DROME18834	APOSJ_48076, APOSJ_54727, APOSJ_48075, APOSJ_48077, APOSJ_48079, APOSJ_48078
OG0002510	DROME02221	APOSJ_00271, APOSJ_00276, APOSJ_00274, APOSJ_38368, APOSJ_00275, APOSJ_00273, APOSJ_19919, APOSJ_40278, APOSJ_40275, APOSJ_26171
OG0002511	DROME06803	APOSJ_38585, APOSJ_16487
OG0002512	DROME02927, DROME02923, DROME02926, DROME02924, DROME02925, DROME02928	APOSJ_47033
OG0002516	DROME01623, DROME01624, DROME01622	APOSJ_04191
OG0002517	DROME00497	APOSJ_45842, APOSJ_45840, APOSJ_45841, APOSJ_45839
OG0002518	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188	APOSJ_15205, APOSJ_24026, APOSJ_24031, APOSJ_24025, APOSJ_15204, APOSJ_15202, APOSJ_24030, APOSJ_15201, APOSJ_24029, APOSJ_24033, APOSJ_24028, APOSJ_15203, APOSJ_24034, APOSJ_15199, APOSJ_15200, APOSJ_24027
OG0002519	DROME03368, DROME03367	APOSJ_55470, APOSJ_55472, APOSJ_55471
OG0002520	DROME14751	APOSJ_53146, APOSJ_53145
OG0002522	DROME12266, DROME12263, DROME12267, DROME12265, DROME12268, DROME12264	APOSJ_04157, APOSJ_27300, APOSJ_26304, APOSJ_27279, APOSJ_27304
OG0002523	DROME12003, DROME12568, DROME20728, DROME20729	APOSJ_64867
OG0002527	DROME00451	APOSJ_29217, APOSJ_11996, APOSJ_11998, APOSJ_11997
OG0002528	DROME12310, DROME12311, DROME12309	APOSJ_51777, APOSJ_46888, APOSJ_51778, APOSJ_29137, APOSJ_51774, APOSJ_25258, APOSJ_51771, APOSJ_51772, APOSJ_46886, APOSJ_47533, APOSJ_29136, APOSJ_46889, APOSJ_29135, APOSJ_46887, APOSJ_29138, APOSJ_46890
OG0002529	DROME17791, DROME17789, DROME17792, DROME17790	APOSJ_04488, APOSJ_04487
OG0002530	DROME00625, DROME00624	APOSJ_16584, APOSJ_16582, APOSJ_38753, APOSJ_16583
OG0002532	DROME10137	APOSJ_60914, APOSJ_32989, APOSJ_60915
OG0002533	DROME06429, DROME06430	APOSJ_21726, APOSJ_21724
OG0002534	DROME04087	APOSJ_23549, APOSJ_23548, APOSJ_46356, APOSJ_23554, APOSJ_17763, APOSJ_17765, APOSJ_46361, APOSJ_17764, APOSJ_23550, APOSJ_31156, APOSJ_31155, APOSJ_23553, APOSJ_31152, APOSJ_31154, APOSJ_23551, APOSJ_31153, APOSJ_23547, APOSJ_23552, APOSJ_63678, APOSJ_17766
OG0002535	DROME13820	APOSJ_53001, APOSJ_53000, APOSJ_52997, APOSJ_45505, APOSJ_45503, APOSJ_45502, APOSJ_45504, APOSJ_52999, APOSJ_45506, APOSJ_52998, APOSJ_46403
OG0002536	DROME20513	APOSJ_03166, APOSJ_03164, APOSJ_03167, APOSJ_03165
OG0002541	DROME00373	APOSJ_60983
OG0002542	DROME18406	APOSJ_13003, APOSJ_05216
OG0002543	DROME13135	APOSJ_57190, APOSJ_18579, APOSJ_57186, APOSJ_57192, APOSJ_57191, APOSJ_57188, APOSJ_25134, APOSJ_57189, APOSJ_57185, APOSJ_18583
OG0002547	DROME02677, DROME02676, DROME02678	APOSJ_50922
OG0002548	DROME03632, DROME03629	APOSJ_60327, APOSJ_52896, APOSJ_52895
OG0002549	DROME01986	APOSJ_03644, APOSJ_22674, APOSJ_03643, APOSJ_24634, APOSJ_24636, APOSJ_24635, APOSJ_24638, APOSJ_24637, APOSJ_24639, APOSJ_22678
OG0002551	DROME15056	APOSJ_21520
OG0002552	DROME11186	APOSJ_29495
OG0002553	DROME18133, DROME18134	APOSJ_36058, APOSJ_36057, APOSJ_36056, APOSJ_36059
OG0002557	DROME07954, DROME03130, DROME05213	APOSJ_13776
OG0002558	DROME12342, DROME12343, DROME12344	APOSJ_60383, APOSJ_60385, APOSJ_60388, APOSJ_60386
OG0002559	DROME12291	APOSJ_03758, APOSJ_03757
OG0002562	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497	APOSJ_49481, APOSJ_49482, APOSJ_49480
OG0002564	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643	APOSJ_15554, APOSJ_15555, APOSJ_15556
OG0002565	DROME16956, DROME16958, DROME16957	APOSJ_27641, APOSJ_27644, APOSJ_42207, APOSJ_27642, APOSJ_27643, APOSJ_42201
OG0002566	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676	APOSJ_42577, APOSJ_42580, APOSJ_42579, APOSJ_43612, APOSJ_07042, APOSJ_01090, APOSJ_42584, APOSJ_01096, APOSJ_42583, APOSJ_42578
OG0002569	DROME16682, DROME16684, DROME16683, DROME16685	APOSJ_51394, APOSJ_39900, APOSJ_39899
OG0002571	DROME02473, DROME02472, DROME02474	APOSJ_61084
OG0002572	DROME16985, DROME16984	APOSJ_37392
OG0002573	DROME15574	APOSJ_42900
OG0002574	DROME17413, DROME17412, DROME17411	APOSJ_48581, APOSJ_48577, APOSJ_48579, APOSJ_52924, APOSJ_52926, APOSJ_52922, APOSJ_52923, APOSJ_48580, APOSJ_48582, APOSJ_48578, APOSJ_52925, APOSJ_48584
OG0002576	DROME13693, DROME00378	APOSJ_47282
OG0002587	DROME21383	APOSJ_04684, APOSJ_04683, APOSJ_04682, APOSJ_04685
OG0002589	DROME20900	APOSJ_23829, APOSJ_38429, APOSJ_38425, APOSJ_38427
OG0002590	DROME12629, DROME12628, DROME12630	APOSJ_56063
OG0002592	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956	APOSJ_46410, APOSJ_08541
OG0002593	DROME07692	APOSJ_45237, APOSJ_45236, APOSJ_38977, APOSJ_45238, APOSJ_07187, APOSJ_07190, APOSJ_07189, APOSJ_07188
OG0002595	DROME16432, DROME16433, DROME16434, DROME16435	APOSJ_13648, APOSJ_13647
OG0002598	DROME11558	APOSJ_60299, APOSJ_60300, APOSJ_64236, APOSJ_60301
OG0002599	DROME19306	APOSJ_07529, APOSJ_07526, APOSJ_07528, APOSJ_07527
OG0002600	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044	APOSJ_15050, APOSJ_15049
OG0002601	DROME17429, DROME17635	APOSJ_65012, APOSJ_61883
OG0002602	DROME16510, DROME16509, DROME16511	APOSJ_15267
OG0002605	DROME07537, DROME07538, DROME07535, DROME07536	APOSJ_64806, APOSJ_16224
OG0002608	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923	APOSJ_30330, APOSJ_30331
OG0002609	DROME00392	APOSJ_02307, APOSJ_59514
OG0002610	DROME20526, DROME20527	APOSJ_08340, APOSJ_08343, APOSJ_63661, APOSJ_08342, APOSJ_08341
OG0002611	DROME09156, DROME09155	APOSJ_28143, APOSJ_04504
OG0002612	DROME17875	APOSJ_63378, APOSJ_06794, APOSJ_63373, APOSJ_63376, APOSJ_63379, APOSJ_63377, APOSJ_63375, APOSJ_63374, APOSJ_63372
OG0002614	DROME06871, DROME06873, DROME06872	APOSJ_63780
OG0002615	DROME17847, DROME17846	APOSJ_01601
OG0002617	DROME09377	APOSJ_55213, APOSJ_44237, APOSJ_44236, APOSJ_44235, APOSJ_62576, APOSJ_62578, APOSJ_62577, APOSJ_50506, APOSJ_47611, APOSJ_44234, APOSJ_50504, APOSJ_50511, APOSJ_50505, APOSJ_62580, APOSJ_64498, APOSJ_62579, APOSJ_50507, APOSJ_44364, APOSJ_50508, APOSJ_44233
OG0002618	DROME00175	APOSJ_31590, APOSJ_31589
OG0002620	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651	APOSJ_13881
OG0002622	DROME07875, DROME07876	APOSJ_56035, APOSJ_56032, APOSJ_56034, APOSJ_56033
OG0002623	DROME07206, DROME03328	APOSJ_27036
OG0002624	DROME19899	APOSJ_19849
OG0002625	DROME16295	APOSJ_32736, APOSJ_26505, APOSJ_26502, APOSJ_26504, APOSJ_32735, APOSJ_52233, APOSJ_52231, APOSJ_56196, APOSJ_32739, APOSJ_52229, APOSJ_52230, APOSJ_05957, APOSJ_52234, APOSJ_32734, APOSJ_32737, APOSJ_52232, APOSJ_32738, APOSJ_26503
OG0002628	DROME16778, DROME16779, DROME16776, DROME16777	APOSJ_50902, APOSJ_50901
OG0002633	DROME02613	APOSJ_29412
OG0002635	DROME08622	APOSJ_64173
OG0002636	DROME03989	APOSJ_09759
OG0002638	DROME02557, DROME20446, DROME20445	APOSJ_22902, APOSJ_13736, APOSJ_13735, APOSJ_13737, APOSJ_22327, APOSJ_22903
OG0002643	DROME13189	APOSJ_14545, APOSJ_20906, APOSJ_20900, APOSJ_20264, APOSJ_20265, APOSJ_20268, APOSJ_25973, APOSJ_20266, APOSJ_20902, APOSJ_20269, APOSJ_14544, APOSJ_20905, APOSJ_11441
OG0002644	DROME18263, DROME18261, DROME18260, DROME18262	APOSJ_62956
OG0002645	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913	APOSJ_56182, APOSJ_13558
OG0002646	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014	APOSJ_61553, APOSJ_19217
OG0002647	DROME15627	APOSJ_04611, APOSJ_04614, APOSJ_28717, APOSJ_28716, APOSJ_04612, APOSJ_04613
OG0002649	DROME21501, DROME21503, DROME21500, DROME21502	APOSJ_40896
OG0002652	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761	APOSJ_51245, APOSJ_51243, APOSJ_50415, APOSJ_51247, APOSJ_51248, APOSJ_51244
OG0002656	DROME08799, DROME08800	APOSJ_35957, APOSJ_41058
OG0002658	DROME08362	APOSJ_25710, APOSJ_31008
OG0002659	DROME08718	APOSJ_28578, APOSJ_28581, APOSJ_28577, APOSJ_28579, APOSJ_28580, APOSJ_28582
OG0002660	DROME06190	APOSJ_55553, APOSJ_55552, APOSJ_55551
OG0002662	DROME18671	APOSJ_03300
OG0002663	DROME08198, DROME08197	APOSJ_08403
OG0002664	DROME15045, DROME15046	APOSJ_10272, APOSJ_10274, APOSJ_10273, APOSJ_10276, APOSJ_10275, APOSJ_10271
OG0002665	DROME12021, DROME12020	APOSJ_34822, APOSJ_63670, APOSJ_63672, APOSJ_63671, APOSJ_63667, APOSJ_63666, APOSJ_34823, APOSJ_54400, APOSJ_63665, APOSJ_63668, APOSJ_63669
OG0002666	DROME12244	APOSJ_62229, APOSJ_44934, APOSJ_44933
OG0002668	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755	APOSJ_24336, APOSJ_46548, APOSJ_14276, APOSJ_14277
OG0002670	DROME05013, DROME05014	APOSJ_04406, APOSJ_07639, APOSJ_26960, APOSJ_48112, APOSJ_26961, APOSJ_07640, APOSJ_51458, APOSJ_51407
OG0002672	DROME13218	APOSJ_30774, APOSJ_17521, APOSJ_17523, APOSJ_30772, APOSJ_17520, APOSJ_17522, APOSJ_30773
OG0002673	DROME12332, DROME12327, DROME12329, DROME12330, DROME12331, DROME12328	APOSJ_28428, APOSJ_28416, APOSJ_28444, APOSJ_13869, APOSJ_28435, APOSJ_28438
OG0002675	DROME11118, DROME11117, DROME11116, DROME11115	APOSJ_60094, APOSJ_57200, APOSJ_33613, APOSJ_60093, APOSJ_57244, APOSJ_57231
OG0002677	DROME00471, DROME00470	APOSJ_52089, APOSJ_58077, APOSJ_52087, APOSJ_52090, APOSJ_56419, APOSJ_52088, APOSJ_55453, APOSJ_52091
OG0002678	DROME21558, DROME21553	APOSJ_50335, APOSJ_50336, APOSJ_50340, APOSJ_57307, APOSJ_50339, APOSJ_29383
OG0002679	DROME06356, DROME06357, DROME06352, DROME06355, DROME06358, DROME06353, DROME06354	APOSJ_45575, APOSJ_45577, APOSJ_45574, APOSJ_45579, APOSJ_45576
OG0002683	DROME18274, DROME18275	APOSJ_22015, APOSJ_22013
OG0002685	DROME12137	APOSJ_34594, APOSJ_28113, APOSJ_17616, APOSJ_28110, APOSJ_34591, APOSJ_39581, APOSJ_17618, APOSJ_28108, APOSJ_34590, APOSJ_28109, APOSJ_28106, APOSJ_34595, APOSJ_17620, APOSJ_28107, APOSJ_28335, APOSJ_34593, APOSJ_17621, APOSJ_38679, APOSJ_34592, APOSJ_28111
OG0002703	DROME20939	APOSJ_31319
OG0002706	DROME19506	APOSJ_34317
OG0002707	DROME16643	APOSJ_06108
OG0002708	DROME21871, DROME21870	APOSJ_48928, APOSJ_48929, APOSJ_22085, APOSJ_48927, APOSJ_08627, APOSJ_58925, APOSJ_58958, APOSJ_22084, APOSJ_22086
OG0002710	DROME14357, DROME14358, DROME14359	APOSJ_40007
OG0002712	DROME21974, DROME21971, DROME21973, DROME21972	APOSJ_34314, APOSJ_46766, APOSJ_15976, APOSJ_15974, APOSJ_24586, APOSJ_46767, APOSJ_24585, APOSJ_46764, APOSJ_46765
OG0002715	DROME03868	APOSJ_06762, APOSJ_16711
OG0002717	DROME13040	APOSJ_07495
OG0002718	DROME02454, DROME02455	APOSJ_22645, APOSJ_03637, APOSJ_03634, APOSJ_22646, APOSJ_03635
OG0002719	DROME00203, DROME00202, DROME00201	APOSJ_23715, APOSJ_23713, APOSJ_23714
OG0002720	DROME20862, DROME20861	APOSJ_09655, APOSJ_00201, APOSJ_00200
OG0002722	DROME16722	APOSJ_18147, APOSJ_35558, APOSJ_35556, APOSJ_35559, APOSJ_18145, APOSJ_18149, APOSJ_18146, APOSJ_18148, APOSJ_35562, APOSJ_36107, APOSJ_35557, APOSJ_18144, APOSJ_35555, APOSJ_18143, APOSJ_41555, APOSJ_35554, APOSJ_35560, APOSJ_35561
OG0002723	DROME02104	APOSJ_62182
OG0002729	DROME14219	APOSJ_42531
OG0002730	DROME19249	APOSJ_39423, APOSJ_00420
OG0002738	DROME12437	APOSJ_43408, APOSJ_43524
OG0002739	DROME11838	APOSJ_24129, APOSJ_24131, APOSJ_20890, APOSJ_24128, APOSJ_24130
OG0002740	DROME04703	APOSJ_18081, APOSJ_17735, APOSJ_46100, APOSJ_46102, APOSJ_17736, APOSJ_17732, APOSJ_17734, APOSJ_46099, APOSJ_17733
OG0002741	DROME08059, DROME08060	APOSJ_41597, APOSJ_41596, APOSJ_60815, APOSJ_28190
OG0002742	DROME12202, DROME12204, DROME12203	APOSJ_01176, APOSJ_01175
OG0002743	DROME02954	APOSJ_06403, APOSJ_15493
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	APOSJ_21384, APOSJ_04646
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	APOSJ_31585, APOSJ_31586, APOSJ_17205, APOSJ_49772, APOSJ_31581
OG0002746	DROME16661, DROME21181	APOSJ_37776
OG0002747	DROME11308, DROME19315, DROME13062	APOSJ_16814, APOSJ_16813
OG0002749	DROME05439, DROME08834, DROME08494, DROME08495	APOSJ_34941, APOSJ_15942
OG0002750	DROME07760, DROME07759	APOSJ_05418
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	APOSJ_60381, APOSJ_60392, APOSJ_32917, APOSJ_19099, APOSJ_60369, APOSJ_19100, APOSJ_19101, APOSJ_32916, APOSJ_60374, APOSJ_55917
OG0002753	DROME11184	APOSJ_63092, APOSJ_63089, APOSJ_29370, APOSJ_63091, APOSJ_63090, APOSJ_42366
OG0002754	DROME16293	APOSJ_18246, APOSJ_31278, APOSJ_64305, APOSJ_64308, APOSJ_49558, APOSJ_49563, APOSJ_18242, APOSJ_18245, APOSJ_18247, APOSJ_49561, APOSJ_18243, APOSJ_18244
OG0002755	DROME17482	APOSJ_35349, APOSJ_24973
OG0002757	DROME02757	APOSJ_52815, APOSJ_51626, APOSJ_51624
OG0002758	DROME08710	APOSJ_08249, APOSJ_29321, APOSJ_58263
OG0002759	DROME15659	APOSJ_31890, APOSJ_31888, APOSJ_31894, APOSJ_31893, APOSJ_31889, APOSJ_31891, APOSJ_31373, APOSJ_31892
OG0002760	DROME11244, DROME07304	APOSJ_38596
OG0002762	DROME06423	APOSJ_00439, APOSJ_04500, APOSJ_04499
OG0002763	DROME13568, DROME13567	APOSJ_22568, APOSJ_18212, APOSJ_10731, APOSJ_22570, APOSJ_18214, APOSJ_20683, APOSJ_18209, APOSJ_18213, APOSJ_22572, APOSJ_18211
OG0002764	DROME00298, DROME00297, DROME00296	APOSJ_42508
OG0002765	DROME12796	APOSJ_11905
OG0002766	DROME13857	APOSJ_39716, APOSJ_58172, APOSJ_58171, APOSJ_39717, APOSJ_58170, APOSJ_39718, APOSJ_23221, APOSJ_42807
OG0002767	DROME05447	APOSJ_60003, APOSJ_60004, APOSJ_60002
OG0002768	DROME05798, DROME05796	APOSJ_51813, APOSJ_49968, APOSJ_40309, APOSJ_40310, APOSJ_49969, APOSJ_51814, APOSJ_40308, APOSJ_40306, APOSJ_40305, APOSJ_51809, APOSJ_51811, APOSJ_47062, APOSJ_26767, APOSJ_47060, APOSJ_47059, APOSJ_26332, APOSJ_47063, APOSJ_26336, APOSJ_47061
OG0002769	DROME12294, DROME12293	APOSJ_55086, APOSJ_40803
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	APOSJ_38958, APOSJ_38959
OG0002771	DROME07621	APOSJ_33188, APOSJ_26046, APOSJ_26047, APOSJ_26048
OG0002772	DROME18154	APOSJ_20285, APOSJ_20284, APOSJ_52303, APOSJ_20282, APOSJ_20283, APOSJ_51738
OG0002773	DROME00793, DROME00794, DROME00257	APOSJ_24254, APOSJ_24252, APOSJ_24253
OG0002776	DROME04390	APOSJ_02124, APOSJ_13622, APOSJ_13620, APOSJ_23394, APOSJ_29397, APOSJ_39434, APOSJ_16653, APOSJ_13616, APOSJ_19943, APOSJ_02116, APOSJ_39727, APOSJ_23395, APOSJ_29398, APOSJ_23393
OG0002777	DROME09718	APOSJ_54233, APOSJ_54234
OG0002778	DROME20892	APOSJ_34736, APOSJ_34734, APOSJ_59480, APOSJ_34735
OG0002780	DROME00776, DROME00775	APOSJ_48451, APOSJ_48449, APOSJ_48450, APOSJ_48452, APOSJ_48447, APOSJ_48453, APOSJ_48454, APOSJ_07716
OG0002781	DROME04079, DROME04080	APOSJ_28539
OG0002782	DROME16136	APOSJ_10841, APOSJ_53882
OG0002785	DROME05688	APOSJ_47547, APOSJ_50712, APOSJ_09205
OG0002787	DROME19508	APOSJ_29276, APOSJ_29279, APOSJ_29277, APOSJ_29278
OG0002788	DROME12013, DROME01698	APOSJ_44752, APOSJ_49851
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	APOSJ_59369, APOSJ_03416, APOSJ_29918, APOSJ_59367, APOSJ_10811, APOSJ_64134, APOSJ_03418, APOSJ_03415, APOSJ_64151, APOSJ_59366, APOSJ_10810, APOSJ_64139
OG0002791	DROME01009	APOSJ_62540
OG0002793	DROME18578	APOSJ_31275, APOSJ_03020, APOSJ_03018, APOSJ_41393, APOSJ_57352, APOSJ_03022, APOSJ_03017, APOSJ_03019, APOSJ_03021, APOSJ_31254
OG0002794	DROME11641	APOSJ_54777, APOSJ_54776
OG0002795	DROME13874, DROME13873, DROME13872, DROME13877, DROME13876, DROME13875	APOSJ_28457, APOSJ_28453, APOSJ_28455, APOSJ_28454, APOSJ_28456, APOSJ_28458
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	APOSJ_30946, APOSJ_30944, APOSJ_30945, APOSJ_30943
OG0002811	DROME18305	APOSJ_39522, APOSJ_27187
OG0002812	DROME07562	APOSJ_14711
OG0002814	DROME14819	APOSJ_38259, APOSJ_38260
OG0002815	DROME09886	APOSJ_21190, APOSJ_21191, APOSJ_03444, APOSJ_21192, APOSJ_21193, APOSJ_21194
OG0002816	DROME16437	APOSJ_64186, APOSJ_46639
OG0002817	DROME03807	APOSJ_16949
OG0002818	DROME06002	APOSJ_53205, APOSJ_38620, APOSJ_38621, APOSJ_41940, APOSJ_44944, APOSJ_44945, APOSJ_44946
OG0002819	DROME05457, DROME05454, DROME05453	APOSJ_00416
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	APOSJ_53860, APOSJ_53861, APOSJ_34489, APOSJ_34491, APOSJ_34488, APOSJ_34490
OG0002822	DROME19658	APOSJ_09867, APOSJ_09866
OG0002823	DROME05305	APOSJ_31174
OG0002824	DROME05371, DROME05370, DROME05372	APOSJ_35964
OG0002825	DROME10105, DROME10106	APOSJ_31910, APOSJ_03146, APOSJ_31911, APOSJ_31909
OG0002826	DROME12304	APOSJ_18654, APOSJ_51917, APOSJ_10888, APOSJ_01897, APOSJ_41432, APOSJ_18655
OG0002827	DROME04425	APOSJ_45635, APOSJ_45634, APOSJ_53626
OG0002828	DROME07466, DROME07465, DROME07464	APOSJ_34741
OG0002831	DROME21764, DROME21763	APOSJ_36477, APOSJ_26584
OG0002832	DROME20194	APOSJ_31562, APOSJ_02845, APOSJ_02844, APOSJ_02847, APOSJ_31563, APOSJ_02846, APOSJ_31561
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	APOSJ_35386, APOSJ_35388
