Orthogroup	DROME	HUMAN
OG0003442	DROME06015, DROME06013, DROME06014	HUMAN29894, HUMAN29583
OG0003443	DROME18500	HUMAN25588, HUMAN08555
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	HUMAN04199
OG0003445	DROME01285	HUMAN29343
OG0003448	DROME02828, DROME02829, DROME02830	HUMAN28046, HUMAN15205, HUMAN28047
OG0003450	DROME03280	HUMAN12088, HUMAN12087, HUMAN12089
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	HUMAN03708, HUMAN03710
OG0003453	DROME19225	HUMAN07082
OG0003454	DROME10067	HUMAN12804, HUMAN12803, HUMAN02907
OG0003456	DROME19556	HUMAN13016, HUMAN25940
OG0003457	DROME06510, DROME06508, DROME06509	HUMAN27789, HUMAN16567
OG0003458	DROME04148	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	HUMAN16899, HUMAN08550
OG0003461	DROME17474, DROME21694	HUMAN24927, HUMAN24928
OG0003462	DROME00239	HUMAN14650, HUMAN14651, HUMAN14649
OG0003463	DROME20444	HUMAN02584, HUMAN15575
OG0003464	DROME06231	HUMAN25957
OG0003465	DROME04464	HUMAN29422, HUMAN29421
OG0003466	DROME16278	HUMAN03596
OG0003467	DROME06043, DROME06042	HUMAN28399
OG0003468	DROME01968	HUMAN08265
OG0003470	DROME13653	HUMAN13977, HUMAN13976
OG0003471	DROME16825	HUMAN16951
OG0003472	DROME09631, DROME09633	HUMAN29614
OG0003473	DROME00049	HUMAN19355, HUMAN05515, HUMAN05516
OG0003475	DROME02190	HUMAN21366
OG0003477	DROME12317	HUMAN25241
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	HUMAN08716, HUMAN08715
OG0003479	DROME13645	HUMAN02334, HUMAN20427
OG0003481	DROME01114	HUMAN17835
OG0003482	DROME08487	HUMAN06885, HUMAN04192
OG0003483	DROME09876, DROME09877	HUMAN02672
OG0003484	DROME18666, DROME18665	HUMAN13982, HUMAN09522
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	HUMAN06743
OG0003487	DROME12571	HUMAN01641, HUMAN01639
OG0003489	DROME01312	HUMAN00472, HUMAN25219
OG0003490	DROME13468	HUMAN07486
OG0003491	DROME11698	HUMAN18345, HUMAN07660
OG0003492	DROME17943	HUMAN17154, HUMAN03405
OG0003493	DROME09294	HUMAN01078
OG0003496	DROME03124	HUMAN05409
OG0003497	DROME08732	HUMAN05604
OG0003498	DROME13034, DROME13035	HUMAN22332, HUMAN22333
OG0003499	DROME14561	HUMAN15248, HUMAN15247, HUMAN15246
OG0003500	DROME04015, DROME00982	HUMAN17492
OG0003501	DROME13347, DROME13346, DROME13348	HUMAN14259, HUMAN14258
OG0003502	DROME19567, DROME14375	HUMAN26410, HUMAN26411
OG0003503	DROME17101, DROME17102	HUMAN13541
OG0003504	DROME06794	HUMAN13209, HUMAN13210
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	HUMAN11145
OG0003506	DROME18707	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460
OG0003507	DROME14387, DROME14388	HUMAN14251, HUMAN00947
OG0003508	DROME15658	HUMAN20681, HUMAN17821
OG0003509	DROME21960, DROME21962, DROME21961	HUMAN11891
OG0003513	DROME08556	HUMAN17574, HUMAN17572, HUMAN29015
OG0003515	DROME21652	HUMAN07599, HUMAN22879
OG0003518	DROME08309	HUMAN14108
OG0003519	DROME06802	HUMAN20557, HUMAN20556, HUMAN20554
OG0003520	DROME21807, DROME02028	HUMAN21004, HUMAN08252
OG0003523	DROME16368	HUMAN21871, HUMAN21873
OG0003524	DROME09643, DROME09639, DROME09640	HUMAN00423, HUMAN00422
OG0003526	DROME05107	HUMAN02679, HUMAN08399
OG0003528	DROME21047, DROME06070	HUMAN07458
OG0003530	DROME12252	HUMAN18072
OG0003531	DROME21993	HUMAN09342, HUMAN04724
OG0003532	DROME08605	HUMAN17410
OG0003533	DROME04480, DROME04479, DROME04481	HUMAN21080, HUMAN21079
OG0003535	DROME12323, DROME12324, DROME12325	HUMAN27564, HUMAN03170
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846
OG0003538	DROME20330	HUMAN03691
OG0003539	DROME09387, DROME09386	HUMAN27654
OG0003541	DROME10049, DROME10048	HUMAN11650, HUMAN11649, HUMAN11651, HUMAN11648
OG0003543	DROME18669	HUMAN28052
OG0003544	DROME05896	HUMAN00617, HUMAN00616
OG0003545	DROME08949	HUMAN12962, HUMAN10596, HUMAN12961
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	HUMAN03917
OG0003548	DROME15072	HUMAN22282
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	HUMAN26578, HUMAN17867
OG0003551	DROME18271, DROME18270, DROME16713	HUMAN29004, HUMAN14799, HUMAN29003
OG0003552	DROME18554, DROME18555	HUMAN01497
OG0003553	DROME17708	HUMAN17100
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	HUMAN03429
OG0003556	DROME06703, DROME06702	HUMAN19312
OG0003558	DROME06037	HUMAN09720
OG0003560	DROME18173	HUMAN08292
OG0003561	DROME10510	HUMAN25470, HUMAN07496
OG0003562	DROME12847, DROME12848	HUMAN18584, HUMAN18585, HUMAN28168
OG0003564	DROME16736	HUMAN17366, HUMAN24302
OG0003566	DROME08493, DROME08492	HUMAN04196, HUMAN24973
OG0003567	DROME20360, DROME20359	HUMAN10488
OG0003568	DROME08773	HUMAN07272
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	HUMAN07054, HUMAN02397
OG0003570	DROME14267, DROME14246	HUMAN02027, HUMAN02024, HUMAN02025, HUMAN02026
OG0003571	DROME19608	HUMAN28033, HUMAN11183
OG0003573	DROME07521	HUMAN10871, HUMAN10813, HUMAN10775
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	HUMAN29012
OG0003579	DROME17312	HUMAN26278, HUMAN22725, HUMAN26279
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245, DROME17935, DROME17934	HUMAN04085
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	HUMAN29836, HUMAN02330
OG0003584	DROME18930	HUMAN11984, HUMAN11985, HUMAN11983, HUMAN18471, HUMAN00178
OG0003597	DROME16622, DROME16621	HUMAN04460
OG0003599	DROME08018	HUMAN13888, HUMAN13887
OG0003603	DROME05424	HUMAN13251, HUMAN13246
OG0003604	DROME19568	HUMAN12260, HUMAN12259, HUMAN07277
OG0003610	DROME07982, DROME07983	HUMAN16758, HUMAN16759
OG0003611	DROME17638	HUMAN24173
OG0003613	DROME00856	HUMAN20927, HUMAN11439
OG0003615	DROME16618, DROME16617	HUMAN14433, HUMAN23272
OG0003617	DROME16095	HUMAN21414
OG0003618	DROME15284, DROME15283	HUMAN27888, HUMAN27890
OG0003619	DROME13589, DROME13590	HUMAN30124, HUMAN23959
OG0003620	DROME17770	HUMAN00037
OG0003621	DROME13714, DROME13715, DROME13713	HUMAN05310, HUMAN05311
OG0003623	DROME01675	HUMAN05857
OG0003624	DROME12696	HUMAN28864
OG0003626	DROME07546	HUMAN26164, HUMAN26165
OG0003629	DROME03564	HUMAN21741, HUMAN21740
OG0003630	DROME06784	HUMAN10764, HUMAN10786
OG0003632	DROME18545	HUMAN00144, HUMAN00145, HUMAN21796
OG0003634	DROME03378	HUMAN00127
OG0003635	DROME04946	HUMAN30608, HUMAN30607
OG0003638	DROME16659	HUMAN08782
OG0003641	DROME01116	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	HUMAN09836
OG0003644	DROME00616	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284
OG0003645	DROME12178	HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128
OG0003646	DROME09249, DROME09250	HUMAN09524
OG0003647	DROME16616	HUMAN23500
OG0003649	DROME12148, DROME12149	HUMAN14411
OG0003650	DROME10934, DROME10933	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277
OG0003655	DROME13069, DROME13070	HUMAN25720, HUMAN07525
OG0003656	DROME14867, DROME14868, DROME19174	HUMAN09498, HUMAN09499, HUMAN01632
OG0003657	DROME04619	HUMAN17897
OG0003658	DROME07032	HUMAN26110, HUMAN26109
OG0003659	DROME09855	HUMAN12849, HUMAN12851
OG0003660	DROME02231, DROME02233, DROME02232	HUMAN03330
OG0003661	DROME07051	HUMAN06668
OG0003664	DROME05104	HUMAN12052
OG0003666	DROME11426	HUMAN29133, HUMAN02252
OG0003667	DROME18793, DROME18792, DROME03291	HUMAN19771
OG0003668	DROME15022, DROME15023	HUMAN30167, HUMAN09900, HUMAN09899
OG0003669	DROME05487	HUMAN29028
OG0003671	DROME13120	HUMAN03501, HUMAN24226
OG0003672	DROME03649	HUMAN12138
OG0003673	DROME11788	HUMAN19535
OG0003674	DROME09782	HUMAN12023
OG0003676	DROME05478	HUMAN29262
OG0003677	DROME10098	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514
OG0003678	DROME20450	HUMAN01033, HUMAN14660
OG0003679	DROME02313	HUMAN21403, HUMAN02922
OG0003680	DROME01384	HUMAN06616, HUMAN18004, HUMAN18005
OG0003681	DROME08680, DROME08681	HUMAN20399, HUMAN04398
OG0003682	DROME12564	HUMAN02554
OG0003683	DROME03935	HUMAN04992
OG0003686	DROME06762	HUMAN11096
OG0003687	DROME12601	HUMAN06582, HUMAN12545, HUMAN17984
OG0003690	DROME00439	HUMAN08255, HUMAN08254, HUMAN08253
OG0003692	DROME11124	HUMAN26245
OG0003693	DROME08115	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038
OG0003694	DROME12215, DROME12216	HUMAN01597
OG0003695	DROME01947	HUMAN29320, HUMAN28471
OG0003696	DROME10156	HUMAN26795
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	HUMAN13631
OG0003698	DROME17520	HUMAN03524, HUMAN27578
OG0003700	DROME01181, DROME01182	HUMAN10461, HUMAN13432, HUMAN13433
OG0003701	DROME18636, DROME18637	HUMAN21420
OG0003703	DROME15370	HUMAN04604, HUMAN09417, HUMAN09419
OG0003704	DROME02181, DROME02180	HUMAN14829, HUMAN01005
OG0003707	DROME04303	HUMAN10025
OG0003708	DROME12282, DROME12281	HUMAN00455
OG0003709	DROME13668, DROME18688	HUMAN15204, HUMAN15203
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	HUMAN29654, HUMAN22687
OG0003712	DROME10970	HUMAN20248, HUMAN10482
OG0003713	DROME05410	HUMAN02247, HUMAN02248
OG0003714	DROME02517	HUMAN00129, HUMAN00131, HUMAN00130
OG0003716	DROME18657	HUMAN21975
OG0003717	DROME10046	HUMAN00711, HUMAN24583
OG0003718	DROME01297	HUMAN18082
OG0003719	DROME14563	HUMAN01524
OG0003720	DROME17484	HUMAN02239, HUMAN24894
OG0003721	DROME09052	HUMAN08875, HUMAN04841
OG0003722	DROME05995	HUMAN01183, HUMAN29299
OG0003724	DROME10712	HUMAN00260
OG0003729	DROME04356, DROME06341	HUMAN17750
OG0003731	DROME02907	HUMAN14612, HUMAN14611
OG0003732	DROME10070	HUMAN17458
OG0003733	DROME00230	HUMAN28575
OG0003734	DROME19430	HUMAN29356, HUMAN29355
OG0003735	DROME19631	HUMAN05437
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	HUMAN29411, HUMAN02196
OG0003738	DROME11561, DROME11562	HUMAN12341
OG0003740	DROME01620	HUMAN04216, HUMAN04217
OG0003741	DROME14002, DROME20156	HUMAN15538
OG0003742	DROME17331, DROME17332	HUMAN26023, HUMAN06690, HUMAN06689
OG0003743	DROME13785	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085
OG0003744	DROME08150	HUMAN29944, HUMAN20993, HUMAN20992
OG0003745	DROME20574, DROME20575	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744
OG0003746	DROME01977	HUMAN18235, HUMAN12379
OG0003748	DROME01784	HUMAN06965, HUMAN06967, HUMAN06966
OG0003749	DROME18502, DROME18501	HUMAN06179
OG0003750	DROME15590	HUMAN18942, HUMAN18943
OG0003753	DROME12522, DROME12521, DROME12523	HUMAN13278, HUMAN13279
OG0003754	DROME08228, DROME08227	HUMAN04680, HUMAN06799
OG0003755	DROME10789, DROME20093, DROME20094	HUMAN13092
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	HUMAN11263
OG0003758	DROME11710, DROME11712, DROME11711	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528
OG0003759	DROME06383	HUMAN11801, HUMAN24876
OG0003761	DROME14154, DROME16436	HUMAN09889, HUMAN28585
OG0003763	DROME19350	HUMAN25652
OG0003764	DROME21578	HUMAN13587, HUMAN13588
OG0003767	DROME02791	HUMAN28071, HUMAN28072
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	HUMAN08202
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	HUMAN13368, HUMAN13367, HUMAN20264
OG0003772	DROME12948	HUMAN11534, HUMAN11536, HUMAN11535, HUMAN11537
OG0003773	DROME05209	HUMAN10264, HUMAN12965
OG0003775	DROME10059	HUMAN22617
OG0003776	DROME09504, DROME16551	HUMAN19372, HUMAN19371
OG0003777	DROME18238, DROME18237, DROME18236	HUMAN18426, HUMAN12738, HUMAN26008
OG0003778	DROME13171	HUMAN16925, HUMAN19684, HUMAN19685
OG0003779	DROME17898	HUMAN11974
OG0003794	DROME03810, DROME03820	HUMAN19171, HUMAN14083, HUMAN15210
OG0003795	DROME10754, DROME10753, DROME10755	HUMAN29845
OG0003798	DROME12695	HUMAN17950, HUMAN06536
OG0003803	DROME02481, DROME02482	HUMAN02236
OG0003806	DROME01868	HUMAN10280
OG0003807	DROME20522, DROME05215	HUMAN10606, HUMAN10605
OG0003808	DROME08174	HUMAN00688, HUMAN00686
OG0003809	DROME04169, DROME04168	HUMAN22691
OG0003811	DROME14988, DROME14990, DROME14989	HUMAN22420, HUMAN22422, HUMAN22421, HUMAN22419
OG0003813	DROME10056	HUMAN22627, HUMAN18665
OG0003817	DROME00653	HUMAN21262, HUMAN21263
OG0003818	DROME11129	HUMAN07697
OG0003820	DROME07987	HUMAN28538, HUMAN28537
OG0003821	DROME04477	HUMAN01393, HUMAN20961
OG0003823	DROME12335	HUMAN18565, HUMAN16630, HUMAN16629, HUMAN28229
OG0003824	DROME17215	HUMAN27737
OG0003826	DROME12869, DROME12870, DROME12868	HUMAN11781
OG0003827	DROME06883, DROME06884	HUMAN01147
OG0003828	DROME10911	HUMAN29062
OG0003829	DROME01864	HUMAN01266
OG0003831	DROME02158	HUMAN22335
OG0003832	DROME22043	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997
OG0003834	DROME21433	HUMAN14036, HUMAN11315
OG0003836	DROME15123	HUMAN22326, HUMAN24116
OG0003837	DROME14236, DROME08398	HUMAN13331
OG0003838	DROME00382, DROME00383	HUMAN07732, HUMAN07731, HUMAN22348
OG0003839	DROME21710	HUMAN02039
OG0003840	DROME00482	HUMAN09600, HUMAN01591, HUMAN09601
OG0003841	DROME10377, DROME10376, DROME21784	HUMAN24738
OG0003843	DROME02011	HUMAN17036
OG0003844	DROME19636, DROME19637	HUMAN28532
OG0003845	DROME21374	HUMAN13124
OG0003846	DROME14576	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116
OG0003847	DROME04113	HUMAN12497
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	HUMAN02199
OG0003849	DROME18363, DROME18362	HUMAN09691, HUMAN09692, HUMAN13933
OG0003850	DROME19645	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535
OG0003851	DROME07873, DROME07872, DROME07874	HUMAN02980, HUMAN02979
OG0003852	DROME08152	HUMAN10038, HUMAN10035, HUMAN23688
OG0003853	DROME00889	HUMAN25110, HUMAN25109
OG0003854	DROME11356	HUMAN15026, HUMAN15025, HUMAN15024, HUMAN15023, HUMAN10092, HUMAN10091
OG0003855	DROME08550, DROME08549	HUMAN01644
OG0003856	DROME18670	HUMAN20705
OG0003857	DROME21963	HUMAN10555
OG0003858	DROME12659	HUMAN25115
OG0003860	DROME03956	HUMAN02815, HUMAN02817, HUMAN02816, HUMAN02814
OG0003861	DROME13113	HUMAN19469
OG0003863	DROME16970, DROME16972, DROME16971	HUMAN03803, HUMAN03804
OG0003864	DROME16687, DROME16688	HUMAN15578, HUMAN15577
OG0003865	DROME12154, DROME12155	HUMAN21906, HUMAN06498
OG0003866	DROME15012, DROME15013	HUMAN29685, HUMAN05999, HUMAN29686
OG0003867	DROME04382	HUMAN26780
OG0003868	DROME05264, DROME05265, DROME05263	HUMAN14809, HUMAN02201
OG0003869	DROME09592	HUMAN12692
OG0003870	DROME12586, DROME12587	HUMAN16081, HUMAN16083, HUMAN16082
OG0003872	DROME05404	HUMAN19735
OG0003873	DROME21721	HUMAN02732
OG0003874	DROME06608	HUMAN01763
OG0003875	DROME19790, DROME19791	HUMAN04342
OG0003876	DROME09112	HUMAN28953, HUMAN28954
OG0003879	DROME15863, DROME15864	HUMAN09653
OG0003881	DROME06398	HUMAN00160
OG0003883	DROME12952, DROME12953	HUMAN22279, HUMAN22278
OG0003884	DROME16036	HUMAN09697
OG0003885	DROME01881, DROME01880	HUMAN25203, HUMAN24509
OG0003886	DROME16702	HUMAN12711, HUMAN02704
OG0003887	DROME05627	HUMAN10867, HUMAN10808
OG0003887	DROME16856	HUMAN01579
OG0003888	DROME14996	HUMAN19589, HUMAN19338
OG0003889	DROME06390	HUMAN10468, HUMAN10467
OG0003892	DROME03882, DROME03883, DROME03881	HUMAN02849, HUMAN02848
OG0003893	DROME20864	HUMAN17502
OG0003894	DROME08816	HUMAN29298
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	HUMAN13034
OG0003897	DROME08504, DROME08505	HUMAN18373, HUMAN18372
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	HUMAN21809, HUMAN21810
OG0003899	DROME15608	HUMAN28708, HUMAN28709
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	HUMAN22257
OG0003904	DROME13386	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984
OG0003906	DROME10315	HUMAN14951
OG0003908	DROME07423	HUMAN22926
OG0003908	DROME05483	HUMAN06953, HUMAN06952, HUMAN06951
OG0003909	DROME12680	HUMAN16634
OG0003910	DROME10387	HUMAN00725
OG0003911	DROME11361	HUMAN18914, HUMAN18913
OG0003912	DROME03970, DROME03969, DROME03443	HUMAN18812, HUMAN11530, HUMAN11531
OG0003913	DROME04350	HUMAN22057
OG0003915	DROME04519	HUMAN07885, HUMAN30288
OG0003916	DROME10524, DROME10523	HUMAN07943, HUMAN28011
OG0003917	DROME06379	HUMAN17384
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	HUMAN24389, HUMAN22575
OG0003919	DROME21549	HUMAN18228, HUMAN18229
OG0003920	DROME16629, DROME16630	HUMAN00591, HUMAN00592
OG0003921	DROME02956, DROME02955, DROME02957	HUMAN27803
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	HUMAN18230
OG0003925	DROME01564, DROME01563	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565
OG0003926	DROME01565, DROME01567, DROME01566	HUMAN00418
OG0003929	DROME08880	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587
OG0003930	DROME20922	HUMAN06982, HUMAN06981, HUMAN06983
OG0003931	DROME02384, DROME02385	HUMAN10525, HUMAN10524, HUMAN29902
OG0003933	DROME03669	HUMAN21430, HUMAN07048
OG0003934	DROME11280	HUMAN16284
OG0003935	DROME00302	HUMAN08472, HUMAN08471
OG0003936	DROME02177	HUMAN11264
OG0003938	DROME13183	HUMAN16018
OG0003939	DROME01287	HUMAN02684
OG0003940	DROME13675	HUMAN04396
OG0003942	DROME15620	HUMAN25725
OG0003944	DROME18760	HUMAN21868
OG0003945	DROME01863	HUMAN05797, HUMAN05796, HUMAN24950
OG0003946	DROME13159, DROME13158	HUMAN03504, HUMAN03508, HUMAN22287
OG0003947	DROME08292	HUMAN22108, HUMAN27709
OG0003949	DROME09152	HUMAN25455, HUMAN25454
OG0003950	DROME16615	HUMAN03842, HUMAN03843
OG0003951	DROME07725	HUMAN20874
OG0003955	DROME16756	HUMAN23068
OG0003958	DROME00635	HUMAN03241, HUMAN23908, HUMAN27697
OG0003959	DROME15055	HUMAN29359
OG0003961	DROME17804	HUMAN00898
OG0003962	DROME09201	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998
OG0003965	DROME07977, DROME07971, DROME07972	HUMAN00594, HUMAN00595, HUMAN00593
OG0003967	DROME15281	HUMAN10627
OG0003968	DROME04759, DROME04758	HUMAN01462, HUMAN01977
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	HUMAN08409
OG0003970	DROME08299	HUMAN07324
OG0003971	DROME06198	HUMAN29506
OG0003972	DROME03377	HUMAN19162
OG0003973	DROME13196, DROME13195, DROME13194	HUMAN08329, HUMAN18737
OG0003974	DROME04925	HUMAN24977
OG0003978	DROME14494, DROME17669	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	HUMAN17020
OG0003999	DROME14381, DROME14380	HUMAN27199, HUMAN27198
OG0004000	DROME11283	HUMAN20817
OG0004004	DROME11754	HUMAN21663
OG0004005	DROME14778, DROME14779, DROME14780	HUMAN16559, HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558
OG0004007	DROME18644	HUMAN01069, HUMAN23295
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	HUMAN22781, HUMAN03273
OG0004011	DROME02697, DROME02696, DROME02701	HUMAN03321, HUMAN27684
OG0004012	DROME11288	HUMAN24339, HUMAN24338, HUMAN24337
OG0004014	DROME02886, DROME02837	HUMAN18181
OG0004015	DROME07793	HUMAN01156
OG0004017	DROME02036	HUMAN10876
OG0004019	DROME01647	HUMAN16041, HUMAN16043, HUMAN16042
OG0004020	DROME17726, DROME17727	HUMAN18327, HUMAN18326
OG0004021	DROME19870	HUMAN11780, HUMAN11779
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	HUMAN29670, HUMAN29669
OG0004025	DROME16102	HUMAN22133
OG0004027	DROME13967	HUMAN06638, HUMAN12722
OG0004028	DROME21582, DROME21583	HUMAN03299
OG0004030	DROME00135, DROME00134	HUMAN10251
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	HUMAN15780
OG0004032	DROME08117	HUMAN30274, HUMAN07906
OG0004033	DROME14180, DROME12245	HUMAN02667
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	HUMAN18569
OG0004036	DROME19609	HUMAN00606, HUMAN30598, HUMAN05435
OG0004037	DROME06863	HUMAN18538, HUMAN18540
OG0004038	DROME02888	HUMAN14761
OG0004039	DROME19307	HUMAN25333
OG0004041	DROME05936	HUMAN18706
OG0004042	DROME16619	HUMAN04449
OG0004044	DROME05299, DROME05298	HUMAN20694
OG0004045	DROME06772	HUMAN03490
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	HUMAN13570
OG0004048	DROME17671	HUMAN22101, HUMAN22100
OG0004051	DROME18087, DROME18086	HUMAN12917, HUMAN17896, HUMAN06505
OG0004053	DROME21730	HUMAN04048, HUMAN29957, HUMAN28825, HUMAN01839
OG0004054	DROME15059	HUMAN08335, HUMAN15782
OG0004057	DROME00479	HUMAN26949
OG0004059	DROME13217	HUMAN15830, HUMAN15829
OG0004060	DROME20687	HUMAN25392
OG0004061	DROME03990	HUMAN00893, HUMAN00894
OG0004062	DROME16212	HUMAN17185, HUMAN03560, HUMAN24215
OG0004063	DROME00529, DROME00528	HUMAN07942
OG0004064	DROME06301	HUMAN18276, HUMAN18275
OG0004065	DROME02456	HUMAN00215, HUMAN00216
OG0004066	DROME10827	HUMAN14690
OG0004067	DROME14860	HUMAN18034
OG0004069	DROME10101	HUMAN28854
OG0004070	DROME04845	HUMAN25913, HUMAN25912
OG0004071	DROME15812	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079
OG0004072	DROME21957, DROME17982	HUMAN13160
OG0004073	DROME01650	HUMAN25044, HUMAN06790, HUMAN25043
OG0004074	DROME06751	HUMAN03472, HUMAN03475, HUMAN03474, HUMAN03473, HUMAN03471, HUMAN22236
OG0004075	DROME21242	HUMAN10663
OG0004076	DROME00303	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162
OG0004078	DROME11078	HUMAN03624
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	HUMAN22873
OG0004080	DROME06468, DROME06467	HUMAN18253, HUMAN27257
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	HUMAN18386
OG0004082	DROME08161	HUMAN18511
OG0004085	DROME05732, DROME05731, DROME05733	HUMAN07816
OG0004089	DROME00381	HUMAN21587
OG0004091	DROME14119	HUMAN28496
OG0004092	DROME12563	HUMAN26216, HUMAN12524
OG0004095	DROME13735	HUMAN04244, HUMAN04243
OG0004096	DROME05141, DROME05140, DROME05135, DROME00515	HUMAN02141
OG0004098	DROME01948	HUMAN28862, HUMAN01104
OG0004099	DROME19388	HUMAN16085, HUMAN20170
OG0004101	DROME08755, DROME08757, DROME08756	HUMAN12860
OG0004102	DROME12666	HUMAN03466
OG0004105	DROME04809, DROME04810, DROME04811	HUMAN28120
OG0004107	DROME12701	HUMAN01953
OG0004107	DROME19212	HUMAN01952
OG0004108	DROME07361	HUMAN03070, HUMAN03126
OG0004110	DROME17755	HUMAN23820, HUMAN03249
OG0004111	DROME04654, DROME04653	HUMAN28066, HUMAN16652
OG0004112	DROME12140	HUMAN01822, HUMAN01821
OG0004113	DROME06222, DROME06223	HUMAN20537
OG0004114	DROME16337	HUMAN04859, HUMAN04858, HUMAN04860
OG0004115	DROME13846, DROME13845, DROME13844	HUMAN21493
OG0004116	DROME02477	HUMAN05608, HUMAN05607
OG0004118	DROME19673	HUMAN26960
OG0004119	DROME14543	HUMAN15237, HUMAN15236
OG0004120	DROME07794	HUMAN03333
OG0004121	DROME03957	HUMAN00202, HUMAN21585
OG0004122	DROME08383	HUMAN29461, HUMAN29462
OG0004123	DROME12798	HUMAN05602, HUMAN05601, HUMAN05600
OG0004124	DROME02608	HUMAN19130, HUMAN27894
OG0004127	DROME07186	HUMAN27924, HUMAN27923
OG0004130	DROME05314	HUMAN01818
OG0004131	DROME18904, DROME18905	HUMAN19907, HUMAN19906
OG0004132	DROME06798	HUMAN27969
OG0004133	DROME02029	HUMAN18302, HUMAN07684
OG0004134	DROME14839	HUMAN22443
OG0004135	DROME03879	HUMAN25931, HUMAN25933, HUMAN25932, HUMAN13193
OG0004136	DROME17670	HUMAN02426, HUMAN02427
OG0004139	DROME14020	HUMAN28858, HUMAN14285
OG0004140	DROME02610	HUMAN11430, HUMAN11431, HUMAN11429, HUMAN11428
OG0004142	DROME06754	HUMAN14999
OG0004143	DROME13621	HUMAN28620, HUMAN09650
OG0004144	DROME04309, DROME04310	HUMAN20558, HUMAN21379
OG0004145	DROME08647, DROME14074, DROME14075	HUMAN08310, HUMAN18750
