Orthogroup	DROME	SACKO_ok
OG0002902	DROME12234, DROME12235	SACKO_31560
OG0002905	DROME02163, DROME02164	SACKO_05520
OG0002906	DROME12553, DROME12554	SACKO_11930, SACKO_11931
OG0002907	DROME00536, DROME00537, DROME00535	SACKO_16536
OG0002908	DROME10191, DROME10190	SACKO_11145
OG0002909	DROME00512	SACKO_23664
OG0002910	DROME07768	SACKO_29263
OG0002911	DROME01531, DROME01532, DROME01530	SACKO_07058
OG0002912	DROME03365, DROME03361, DROME03364	SACKO_26709, SACKO_25820, SACKO_25821
OG0002914	DROME16791, DROME16792, DROME16793	SACKO_22358
OG0002915	DROME05142, DROME05144, DROME05146, DROME05143, DROME05145, DROME05147	SACKO_04947
OG0002916	DROME03083	SACKO_29255
OG0002917	DROME13023, DROME13021, DROME13019, DROME13018, DROME13015, DROME13020, DROME13017, DROME13022, DROME13016	SACKO_26409
OG0002921	DROME20904, DROME20903	SACKO_33268
OG0002922	DROME13161	SACKO_17100
OG0002924	DROME15371	SACKO_13053
OG0002925	DROME09078, DROME09077, DROME18817, DROME18816	SACKO_11448
OG0002926	DROME01891	SACKO_00854
OG0002927	DROME09412, DROME09413	SACKO_16689
OG0002944	DROME18576	SACKO_29103
OG0002945	DROME02620	SACKO_10023
OG0002948	DROME05969, DROME05968, DROME05967, DROME05966	SACKO_14209
OG0002949	DROME10411	SACKO_05711
OG0002952	DROME10856, DROME10855, DROME10853, DROME10854	SACKO_25112
OG0002953	DROME06983, DROME06984	SACKO_25506
OG0002954	DROME12606, DROME12607	SACKO_31927, SACKO_03834
OG0002955	DROME16794	SACKO_05650
OG0002956	DROME13931, DROME13930, DROME13929	SACKO_00857
OG0002957	DROME15903, DROME15902	SACKO_29770
OG0002958	DROME12415	SACKO_20348
OG0002958	DROME15817, DROME15819, DROME15818	SACKO_32631
OG0002959	DROME21736	SACKO_03836
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	SACKO_10276
OG0002962	DROME20600	SACKO_02237
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	SACKO_22385
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	SACKO_04692
OG0002967	DROME18521, DROME18520	SACKO_11046
OG0002968	DROME10921	SACKO_17591
OG0002968	DROME05214	SACKO_06975
OG0002969	DROME04084, DROME04085	SACKO_02667
OG0002973	DROME19229, DROME19228	SACKO_14102
OG0002974	DROME01465	SACKO_29031
OG0002975	DROME00051, DROME00050	SACKO_32400
OG0002976	DROME16320, DROME20322, DROME20323	SACKO_31461
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	SACKO_20192
OG0002978	DROME09324, DROME11790	SACKO_17957
OG0002979	DROME15607	SACKO_20128
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	SACKO_13358
OG0002983	DROME12376	SACKO_27335
OG0002984	DROME11997	SACKO_19745
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	SACKO_30570
OG0002987	DROME13970, DROME13977	SACKO_24109
OG0002990	DROME12949, DROME12950	SACKO_28950
OG0002991	DROME05520, DROME05522, DROME05521	SACKO_16196
OG0002992	DROME16899, DROME16900	SACKO_30998
OG0002994	DROME07777, DROME07776	SACKO_15129
OG0002997	DROME02903	SACKO_03884
OG0002998	DROME04901, DROME04900, DROME04899	SACKO_08408
OG0003001	DROME12222	SACKO_02123
OG0003004	DROME09624, DROME09625, DROME12361, DROME12362, DROME10708	SACKO_15243, SACKO_08904
OG0003005	DROME19774	SACKO_09366
OG0003006	DROME00129	SACKO_09983
OG0003008	DROME10417, DROME10419, DROME10418	SACKO_14283
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	SACKO_04866, SACKO_33454
OG0003011	DROME17655, DROME17656	SACKO_09511
OG0003012	DROME16686	SACKO_26048
OG0003014	DROME20620	SACKO_30554
OG0003016	DROME06109, DROME04760	SACKO_10325, SACKO_10324
OG0003017	DROME03993, DROME03994	SACKO_30528, SACKO_28070
OG0003018	DROME01985	SACKO_21884, SACKO_15715
OG0003019	DROME14436	SACKO_29411
OG0003021	DROME11191	SACKO_12395
OG0003022	DROME12200	SACKO_00432
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476	SACKO_15718, SACKO_24498
OG0003024	DROME14540, DROME13066	SACKO_04764
OG0003025	DROME16128	SACKO_25265
OG0003026	DROME01191	SACKO_02570
OG0003027	DROME13632	SACKO_20718
OG0003028	DROME19503	SACKO_26969
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	SACKO_23336
OG0003030	DROME20783, DROME03164	SACKO_20385
OG0003031	DROME10589, DROME10590	SACKO_31229, SACKO_13025
OG0003033	DROME02552	SACKO_21096
OG0003034	DROME13458	SACKO_10723
OG0003035	DROME10664	SACKO_13056
OG0003036	DROME08134	SACKO_03961
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	SACKO_26887
OG0003041	DROME13990, DROME13989	SACKO_15164
OG0003042	DROME19648, DROME19650, DROME19649	SACKO_01751
OG0003043	DROME01115	SACKO_02021
OG0003044	DROME07467	SACKO_29708
OG0003046	DROME06986	SACKO_19289
OG0003048	DROME03285	SACKO_30401
OG0003049	DROME11842	SACKO_27605
OG0003050	DROME21024, DROME21025	SACKO_15528
OG0003052	DROME17384, DROME22105, DROME17383	SACKO_31888
OG0003053	DROME05736	SACKO_00124
OG0003054	DROME15214	SACKO_23775
OG0003055	DROME13955	SACKO_14713
OG0003058	DROME03947	SACKO_30857
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	SACKO_10958, SACKO_20443
OG0003060	DROME04543	SACKO_07187
OG0003063	DROME03416	SACKO_07757
OG0003064	DROME05139, DROME16537, DROME16536	SACKO_30917
OG0003065	DROME07296	SACKO_12532
OG0003066	DROME19326	SACKO_05874
OG0003072	DROME09180, DROME09181	SACKO_22003
OG0003073	DROME13385, DROME14642	SACKO_19888, SACKO_03463
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	SACKO_00277
OG0003078	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990	SACKO_33444
OG0003079	DROME11418, DROME11417	SACKO_01137
OG0003085	DROME18955	SACKO_10244
OG0003085	DROME11671	SACKO_07202, SACKO_30684
OG0003090	DROME08348, DROME08349	SACKO_08916, SACKO_31355, SACKO_12364, SACKO_16254, SACKO_05373
OG0003101	DROME16966, DROME16965, DROME16967	SACKO_20862
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	SACKO_09737
OG0003104	DROME01186, DROME01187	SACKO_11227
OG0003105	DROME14362, DROME14361, DROME14360	SACKO_04098
OG0003106	DROME07627	SACKO_29288
OG0003107	DROME12506	SACKO_16349
OG0003108	DROME13177, DROME13178	SACKO_22455, SACKO_26646
OG0003109	DROME00284	SACKO_13832
OG0003110	DROME09020	SACKO_26390
OG0003112	DROME16468, DROME01349, DROME01348	SACKO_27668
OG0003114	DROME04951, DROME04952	SACKO_15238
OG0003115	DROME18331	SACKO_01855
OG0003116	DROME20130	SACKO_10934, SACKO_14549, SACKO_14593, SACKO_14030
OG0003118	DROME11873, DROME11872	SACKO_04745
OG0003119	DROME02450, DROME02453, DROME02451	SACKO_13546
OG0003120	DROME17944	SACKO_22096, SACKO_22116
OG0003121	DROME19886, DROME19887	SACKO_16521
OG0003125	DROME08841, DROME08840	SACKO_29448
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	SACKO_18141
OG0003128	DROME20310, DROME20309	SACKO_04405
OG0003130	DROME20301, DROME20300	SACKO_29703
OG0003132	DROME12375	SACKO_33715
OG0003135	DROME07491	SACKO_03116
OG0003136	DROME17171	SACKO_03114
OG0003137	DROME01904, DROME12782	SACKO_15912
OG0003138	DROME18809	SACKO_22321
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	SACKO_06695
OG0003141	DROME21226, DROME21227	SACKO_03614
OG0003142	DROME11840	SACKO_05126
OG0003144	DROME13433	SACKO_03680
OG0003145	DROME03862	SACKO_14415
OG0003146	DROME01929	SACKO_04352
OG0003147	DROME16290, DROME16289	SACKO_09203, SACKO_13733
OG0003148	DROME18800, DROME18799	SACKO_01512, SACKO_01504
OG0003149	DROME16606, DROME16608	SACKO_12102
OG0003150	DROME19300	SACKO_33473
OG0003151	DROME04792	SACKO_18699, SACKO_01605
OG0003152	DROME17760	SACKO_11895
OG0003153	DROME21845	SACKO_16378
OG0003154	DROME05761	SACKO_22446
OG0003156	DROME13943	SACKO_27553, SACKO_06021
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	SACKO_30627
OG0003158	DROME02271	SACKO_02553
OG0003159	DROME05071	SACKO_17748, SACKO_01588
OG0003160	DROME17382	SACKO_12466
OG0003161	DROME12081	SACKO_09109
OG0003164	DROME01606	SACKO_24629
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	SACKO_09454
OG0003169	DROME03939	SACKO_19322, SACKO_19319
OG0003171	DROME20192, DROME20189, DROME20190, DROME20191, DROME20193	SACKO_13185
OG0003172	DROME02195	SACKO_02203, SACKO_02691
OG0003173	DROME03095, DROME15988	SACKO_18203, SACKO_00536
OG0003173	DROME20160, DROME20161	SACKO_02198
OG0003174	DROME21527, DROME21526, DROME21528	SACKO_14589
OG0003175	DROME02106	SACKO_26238
OG0003176	DROME19128	SACKO_19057
OG0003178	DROME10286, DROME10285	SACKO_18493, SACKO_11994
OG0003179	DROME19635	SACKO_33031
OG0003180	DROME11167, DROME11166	SACKO_20193
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	SACKO_00391
OG0003182	DROME01632	SACKO_16383
OG0003183	DROME05040, DROME05042, DROME05041	SACKO_15802
OG0003184	DROME11152	SACKO_29685
OG0003185	DROME08767, DROME08766	SACKO_19190
OG0003188	DROME03250, DROME03249	SACKO_32262
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	SACKO_10353
OG0003191	DROME09590	SACKO_03093
OG0003192	DROME12610	SACKO_13024
OG0003193	DROME14192	SACKO_21175
OG0003194	DROME19483	SACKO_30088, SACKO_17566, SACKO_01119, SACKO_02887, SACKO_02885, SACKO_29755, SACKO_09227
OG0003197	DROME21048	SACKO_29949
OG0003198	DROME07357	SACKO_09167
OG0003199	DROME12668, DROME21725, DROME21726	SACKO_33150
OG0003202	DROME05838, DROME05839	SACKO_17487
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	SACKO_00607, SACKO_00828
OG0003205	DROME06205, DROME06206	SACKO_12111
OG0003206	DROME21836, DROME21837	SACKO_17979, SACKO_17971, SACKO_19787
OG0003207	DROME14952	SACKO_07582
OG0003210	DROME16773, DROME16774	SACKO_27430
OG0003212	DROME16100	SACKO_00699
OG0003214	DROME00548	SACKO_02358
OG0003215	DROME09352	SACKO_14011
OG0003217	DROME21077	SACKO_20635
OG0003218	DROME08231, DROME08230	SACKO_33469
OG0003219	DROME09373	SACKO_24194
OG0003220	DROME11342, DROME11341	SACKO_26339, SACKO_03695
OG0003222	DROME18303, DROME18302, DROME18304	SACKO_26715
OG0003223	DROME09209	SACKO_26827
OG0003224	DROME09348, DROME09349, DROME09347	SACKO_07681
OG0003225	DROME18849	SACKO_07427
OG0003226	DROME19617, DROME08490	SACKO_15104
OG0003228	DROME21008	SACKO_07288
OG0003229	DROME01144	SACKO_02081
OG0003230	DROME17741	SACKO_19470
OG0003231	DROME19301	SACKO_17265, SACKO_07487
OG0003235	DROME05661, DROME05663, DROME05662	SACKO_26089
OG0003238	DROME10776	SACKO_17755
OG0003240	DROME12807	SACKO_09100
OG0003245	DROME04935	SACKO_18976, SACKO_20007, SACKO_20010, SACKO_24306, SACKO_17960, SACKO_17404, SACKO_18968, SACKO_30056, SACKO_18965, SACKO_30057, SACKO_18966, SACKO_18950, SACKO_04224, SACKO_29399, SACKO_04225, SACKO_04213, SACKO_04748, SACKO_23264, SACKO_15744, SACKO_02936, SACKO_15740, SACKO_15765, SACKO_23271, SACKO_04200, SACKO_04208, SACKO_29398, SACKO_29400, SACKO_04209
OG0003251	DROME19769, DROME19768, DROME16949	SACKO_32082
OG0003252	DROME18445	SACKO_18053
OG0003254	DROME02901	SACKO_11378
OG0003255	DROME06336	SACKO_02946
OG0003257	DROME15418	SACKO_04676
OG0003261	DROME07634, DROME07633	SACKO_25373
OG0003262	DROME21043, DROME21045, DROME21044	SACKO_00711
OG0003263	DROME09851	SACKO_24493
OG0003267	DROME01973, DROME01974, DROME02727	SACKO_32336
OG0003268	DROME20306	SACKO_05287
OG0003269	DROME11682	SACKO_28019
OG0003272	DROME19754, DROME19755, DROME00829	SACKO_12753
OG0003273	DROME01509	SACKO_11959
OG0003275	DROME11988, DROME11987	SACKO_30780, SACKO_30771
OG0003277	DROME07456	SACKO_01244
OG0003279	DROME01016, DROME01017, DROME01018	SACKO_30116
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	SACKO_10441
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	SACKO_26387
OG0003282	DROME17686	SACKO_27155
OG0003283	DROME12472	SACKO_28354, SACKO_30822
OG0003284	DROME06818	SACKO_30896
OG0003286	DROME09199, DROME09198	SACKO_17313
OG0003287	DROME04328, DROME08276	SACKO_28184
OG0003288	DROME00366, DROME00364, DROME00365	SACKO_10698
OG0003289	DROME20541, DROME20542	SACKO_01897
OG0003290	DROME00517	SACKO_27393
OG0003293	DROME14676	SACKO_06484, SACKO_23226
OG0003294	DROME01659, DROME01660	SACKO_17331
OG0003296	DROME06822, DROME13531	SACKO_04472
OG0003298	DROME08089	SACKO_14529
OG0003301	DROME18741	SACKO_27778
OG0003302	DROME01480	SACKO_17873
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	SACKO_11752
OG0003304	DROME02914, DROME02913	SACKO_33198, SACKO_06173
OG0003305	DROME13149	SACKO_20245, SACKO_00957, SACKO_20237
OG0003306	DROME10136	SACKO_02846
OG0003307	DROME17313	SACKO_00155
OG0003309	DROME19043, DROME19042	SACKO_25385
OG0003311	DROME15213	SACKO_05588
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	SACKO_02370
OG0003316	DROME13200	SACKO_02137
OG0003317	DROME19362	SACKO_05670
OG0003318	DROME16706	SACKO_23709
OG0003320	DROME12326	SACKO_10308, SACKO_31257
OG0003327	DROME19734	SACKO_29807, SACKO_16114
OG0003329	DROME10094, DROME10095	SACKO_03764
OG0003330	DROME03252, DROME03251	SACKO_32249
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	SACKO_03264
OG0003332	DROME00791	SACKO_23821
OG0003333	DROME10886, DROME10885, DROME10884	SACKO_30489
OG0003335	DROME18113, DROME18112	SACKO_15302
OG0003336	DROME10919, DROME10920, DROME10917	SACKO_22803, SACKO_22795
OG0003337	DROME15232	SACKO_14865
OG0003340	DROME16534, DROME16533	SACKO_04037
OG0003341	DROME01797	SACKO_02780
OG0003343	DROME09151	SACKO_29714
OG0003344	DROME04462, DROME04461	SACKO_26970
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	SACKO_06543
OG0003346	DROME13869	SACKO_09097
OG0003347	DROME11879, DROME11880	SACKO_04192
OG0003348	DROME02128	SACKO_18275
OG0003349	DROME08306, DROME08305, DROME08304	SACKO_20573
OG0003350	DROME00177, DROME00176	SACKO_26402, SACKO_27781
OG0003352	DROME13172	SACKO_16000
OG0003353	DROME11820, DROME11822, DROME11821	SACKO_27934
OG0003354	DROME19858	SACKO_00210
OG0003356	DROME15849	SACKO_19552, SACKO_19562
OG0003357	DROME12029	SACKO_12468
OG0003358	DROME16921	SACKO_23618
OG0003359	DROME18758	SACKO_15399, SACKO_15411
OG0003360	DROME20878, DROME20879	SACKO_11966
OG0003361	DROME13197	SACKO_19401
OG0003362	DROME08296	SACKO_14757
OG0003364	DROME00064	SACKO_11623
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	SACKO_31581
OG0003367	DROME12239	SACKO_32690, SACKO_10006, SACKO_09981
OG0003368	DROME16106, DROME16107	SACKO_17847
OG0003370	DROME12377, DROME12378	SACKO_33714, SACKO_19353
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	SACKO_30945
OG0003374	DROME06476, DROME06475, DROME06474	SACKO_32930
OG0003375	DROME21029	SACKO_08712, SACKO_08748
OG0003376	DROME16130, DROME16131, DROME16129	SACKO_10287
OG0003377	DROME20606	SACKO_23381
OG0003380	DROME14333	SACKO_05451
OG0003381	DROME10051	SACKO_04584
OG0003384	DROME17249, DROME17250	SACKO_24086
OG0003386	DROME07039, DROME07040, DROME07041	SACKO_01067
OG0003388	DROME11674, DROME19363	SACKO_17919, SACKO_17906
OG0003392	DROME11355	SACKO_10639, SACKO_10646
OG0003396	DROME21609	SACKO_32243, SACKO_07005
OG0003401	DROME10424	SACKO_27469
OG0003419	DROME18310	SACKO_07603
OG0003421	DROME04908, DROME07137, DROME07651	SACKO_01930, SACKO_01928
OG0003422	DROME04814	SACKO_04586
OG0003425	DROME11464, DROME11465, DROME11463	SACKO_21290
OG0003426	DROME12495	SACKO_29295
OG0003431	DROME13747	SACKO_02696
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	SACKO_19315
OG0003434	DROME00166, DROME15353	SACKO_27927
OG0003437	DROME09807	SACKO_25025
OG0003439	DROME16821	SACKO_33811
OG0003442	DROME06015, DROME06013, DROME06014	SACKO_15203
OG0003443	DROME18500	SACKO_22199
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	SACKO_29328
OG0003445	DROME01285	SACKO_06557, SACKO_06554
OG0003448	DROME02828, DROME02829, DROME02830	SACKO_29640
OG0003450	DROME03280	SACKO_15572
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	SACKO_24050
OG0003453	DROME19225	SACKO_10209
OG0003454	DROME10067	SACKO_30324
OG0003456	DROME19556	SACKO_28683
OG0003457	DROME06510, DROME06508, DROME06509	SACKO_17526, SACKO_07023
OG0003458	DROME04148	SACKO_24689, SACKO_13988
OG0003458	DROME16139	SACKO_07225
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	SACKO_12030
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	SACKO_05169
OG0003461	DROME17474, DROME21694	SACKO_03545
OG0003462	DROME00239	SACKO_00776
OG0003463	DROME20444	SACKO_31602
OG0003464	DROME06231	SACKO_26254
OG0003465	DROME04464	SACKO_23058
OG0003466	DROME16278	SACKO_02294
OG0003467	DROME06043, DROME06042	SACKO_32119
OG0003468	DROME01968	SACKO_00890
OG0003469	DROME04366, DROME04367, DROME04365	SACKO_13507
OG0003471	DROME16825	SACKO_27818
OG0003472	DROME09631, DROME09633	SACKO_24937
OG0003473	DROME00049	SACKO_33089
OG0003475	DROME02190	SACKO_31281
OG0003477	DROME12317	SACKO_20610
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	SACKO_00688
OG0003479	DROME13645	SACKO_01184
OG0003481	DROME01114	SACKO_13902
OG0003482	DROME08487	SACKO_26994
OG0003483	DROME09876, DROME09877	SACKO_18557
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	SACKO_10815
OG0003487	DROME12571	SACKO_25911, SACKO_25905
OG0003489	DROME01312	SACKO_29393
OG0003490	DROME13468	SACKO_04384
OG0003491	DROME11698	SACKO_26412
OG0003492	DROME17943	SACKO_31827
OG0003493	DROME09294	SACKO_15477, SACKO_31955
OG0003496	DROME03124	SACKO_06794
OG0003497	DROME08732	SACKO_02621
OG0003498	DROME13034, DROME13035	SACKO_01996, SACKO_01988
OG0003499	DROME14561	SACKO_22766
OG0003501	DROME13347, DROME13346, DROME13348	SACKO_30952
OG0003502	DROME19567, DROME14375	SACKO_20189
OG0003503	DROME17101, DROME17102	SACKO_09739
OG0003504	DROME06794	SACKO_16259
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	SACKO_26757
OG0003506	DROME18707	SACKO_24649
OG0003507	DROME14387, DROME14388	SACKO_15223, SACKO_03869
OG0003508	DROME15658	SACKO_06902
OG0003509	DROME21960, DROME21962, DROME21961	SACKO_34164
OG0003510	DROME19505	SACKO_30246
OG0003513	DROME08556	SACKO_30320, SACKO_14277
OG0003515	DROME21652	SACKO_30659
OG0003518	DROME08309	SACKO_26732
OG0003519	DROME06802	SACKO_12908
OG0003520	DROME21807, DROME02028	SACKO_18568, SACKO_23243
OG0003523	DROME16368	SACKO_34177, SACKO_33207
OG0003524	DROME09643, DROME09639, DROME09640	SACKO_28813
OG0003526	DROME05107	SACKO_17051, SACKO_12308
OG0003527	DROME03645	SACKO_00460
OG0003528	DROME21047, DROME06070	SACKO_21089
OG0003531	DROME21993	SACKO_00165
OG0003532	DROME08605	SACKO_31069
OG0003533	DROME04480, DROME04479, DROME04481	SACKO_23729
OG0003535	DROME12323, DROME12324, DROME12325	SACKO_28933
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	SACKO_22529
OG0003538	DROME20330	SACKO_14572
OG0003539	DROME09387, DROME09386	SACKO_02852
OG0003541	DROME10049, DROME10048	SACKO_26803
OG0003543	DROME18669	SACKO_32884
OG0003544	DROME05896	SACKO_26949, SACKO_12520
OG0003545	DROME08949	SACKO_28684, SACKO_03798
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	SACKO_00985
OG0003548	DROME15072	SACKO_18715
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	SACKO_21635
OG0003551	DROME18271, DROME18270, DROME16713	SACKO_25700
OG0003552	DROME18554, DROME18555	SACKO_04703
OG0003553	DROME17708	SACKO_24071
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	SACKO_27750
OG0003556	DROME06703, DROME06702	SACKO_20857
OG0003558	DROME06037	SACKO_16535
OG0003561	DROME10510	SACKO_31413
OG0003562	DROME12847, DROME12848	SACKO_19186
OG0003564	DROME16736	SACKO_17080
OG0003566	DROME08493, DROME08492	SACKO_03424
OG0003567	DROME20360, DROME20359	SACKO_04644, SACKO_17659
OG0003568	DROME08773	SACKO_29348
OG0003570	DROME14267, DROME14246	SACKO_10065
OG0003571	DROME19608	SACKO_20473
OG0003573	DROME07521	SACKO_03300
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	SACKO_06470
OG0003578	DROME16703	SACKO_25432
OG0003579	DROME17312	SACKO_31496
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	SACKO_32993, SACKO_32992
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	SACKO_20514, SACKO_20506
OG0003597	DROME16622, DROME16621	SACKO_27649
OG0003599	DROME08018	SACKO_29256
OG0003603	DROME05424	SACKO_20353
OG0003604	DROME19568	SACKO_02211
OG0003606	DROME07484, DROME07483, DROME07482	SACKO_14800
OG0003610	DROME07982, DROME07983	SACKO_11265
OG0003611	DROME17638	SACKO_17082
OG0003613	DROME00856	SACKO_09649
OG0003615	DROME16618, DROME16617	SACKO_03496
OG0003617	DROME16095	SACKO_22185
OG0003618	DROME15284, DROME15283	SACKO_02416
OG0003619	DROME13589, DROME13590	SACKO_04087
OG0003620	DROME17770	SACKO_04500
OG0003621	DROME13714, DROME13715, DROME13713	SACKO_01831
OG0003623	DROME01675	SACKO_00865
OG0003624	DROME12696	SACKO_32508, SACKO_30807
OG0003629	DROME03564	SACKO_12633
OG0003630	DROME06784	SACKO_05455
OG0003631	DROME07363	SACKO_08255
OG0003632	DROME18545	SACKO_10570
OG0003635	DROME04946	SACKO_29880, SACKO_20382
OG0003638	DROME16659	SACKO_04756
OG0003639	DROME16964	SACKO_08531
OG0003641	DROME01116	SACKO_25568
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	SACKO_29276
OG0003644	DROME00616	SACKO_09283
OG0003645	DROME12178	SACKO_23291
OG0003646	DROME09249, DROME09250	SACKO_03457
OG0003647	DROME16616	SACKO_09851
OG0003649	DROME12148, DROME12149	SACKO_04513
OG0003650	DROME10934, DROME10933	SACKO_09653, SACKO_34048
OG0003655	DROME13069, DROME13070	SACKO_24287
OG0003656	DROME14867, DROME14868, DROME19174	SACKO_13038
OG0003657	DROME04619	SACKO_16386
OG0003658	DROME07032	SACKO_28365, SACKO_28351, SACKO_16579, SACKO_05605, SACKO_28276, SACKO_10742, SACKO_09971
OG0003659	DROME09855	SACKO_30164
OG0003660	DROME02231, DROME02233, DROME02232	SACKO_06451, SACKO_27660
OG0003661	DROME07051	SACKO_30405, SACKO_27413, SACKO_00300, SACKO_17621
OG0003664	DROME05104	SACKO_00324
OG0003666	DROME11426	SACKO_16204
OG0003667	DROME18793, DROME18792, DROME03291	SACKO_07527
OG0003668	DROME15022, DROME15023	SACKO_16542
OG0003669	DROME05487	SACKO_29388, SACKO_29382
OG0003671	DROME13120	SACKO_06102
OG0003672	DROME03649	SACKO_22038
OG0003673	DROME11788	SACKO_20751
OG0003674	DROME09782	SACKO_16258
OG0003676	DROME05478	SACKO_32292
OG0003677	DROME10098	SACKO_22925
OG0003678	DROME20450	SACKO_00514
OG0003679	DROME02313	SACKO_05594
OG0003680	DROME01384	SACKO_07919
OG0003681	DROME08680, DROME08681	SACKO_22429
OG0003682	DROME12564	SACKO_09118
OG0003683	DROME03935	SACKO_13327
OG0003687	DROME12601	SACKO_02692
OG0003690	DROME00439	SACKO_17688
OG0003692	DROME11124	SACKO_30272
OG0003693	DROME08115	SACKO_30147, SACKO_30156
OG0003694	DROME12215, DROME12216	SACKO_13899
OG0003695	DROME01947	SACKO_15073
OG0003696	DROME10156	SACKO_23747, SACKO_23745
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	SACKO_33327
OG0003698	DROME17520	SACKO_23560
OG0003700	DROME01181, DROME01182	SACKO_28036
OG0003701	DROME18636, DROME18637	SACKO_29992
OG0003703	DROME15370	SACKO_22461
OG0003704	DROME02181, DROME02180	SACKO_18437
OG0003708	DROME12282, DROME12281	SACKO_10347
OG0003709	DROME13668, DROME18688	SACKO_29614, SACKO_29630, SACKO_29613
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	SACKO_14655
OG0003712	DROME10970	SACKO_24483
OG0003713	DROME05410	SACKO_23814
OG0003714	DROME02517	SACKO_12574
OG0003716	DROME18657	SACKO_26655
OG0003717	DROME10046	SACKO_18355
OG0003718	DROME01297	SACKO_13035
OG0003719	DROME14563	SACKO_21324
OG0003720	DROME17484	SACKO_27787
OG0003721	DROME09052	SACKO_27819
OG0003722	DROME05995	SACKO_09342
OG0003729	DROME04356, DROME06341	SACKO_10462
OG0003729	DROME02593, DROME02592	SACKO_10479
OG0003731	DROME02907	SACKO_09116
OG0003732	DROME10070	SACKO_33518
OG0003733	DROME00230	SACKO_25639
OG0003734	DROME19430	SACKO_10298
OG0003735	DROME19631	SACKO_27359
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	SACKO_21407
OG0003738	DROME11561, DROME11562	SACKO_02219
OG0003740	DROME01620	SACKO_08475
OG0003741	DROME14002, DROME20156	SACKO_23163
OG0003742	DROME17331, DROME17332	SACKO_16317
OG0003743	DROME13785	SACKO_20767
OG0003744	DROME08150	SACKO_15973
