Orthogroup	DROME	CAPO3
OG0001609	DROME13801, DROME13802, DROME13800	CAPO304683
OG0001609	DROME09555	CAPO302057
OG0001610	DROME06881	CAPO301483
OG0001611	DROME07510, DROME07509, DROME07511	CAPO305038
OG0001612	DROME07050, DROME07049	CAPO302202
OG0001614	DROME14120	CAPO303895
OG0001614	DROME17646	CAPO307630
OG0001615	DROME19813, DROME19816, DROME19811, DROME19815, DROME19812, DROME19814, DROME19808, DROME19807, DROME19810, DROME19809	CAPO300749
OG0001617	DROME13150, DROME13151	CAPO302798
OG0001621	DROME19943, DROME19942, DROME19944	CAPO302875
OG0001634	DROME02691, DROME02692	CAPO305688
OG0001634	DROME06767	CAPO305614
OG0001638	DROME06413, DROME06412, DROME06414, DROME06416, DROME06415	CAPO303528
OG0001641	DROME08987, DROME08990, DROME08991	CAPO303281
OG0001643	DROME03424, DROME03423, DROME03425	CAPO306838
OG0001644	DROME05204	CAPO303665
OG0001652	DROME14027, DROME14026, DROME19080	CAPO302838
OG0001653	DROME03945, DROME03944, DROME03946	CAPO305118
OG0001655	DROME11541, DROME11542	CAPO302812
OG0001657	DROME16951	CAPO304165, CAPO303952
OG0001660	DROME01600, DROME01597, DROME01598, DROME01599	CAPO305930
OG0001663	DROME17604, DROME17603	CAPO301057
OG0001664	DROME03276	CAPO303152
OG0001665	DROME21335, DROME21336, DROME03860, DROME03861, DROME03859	CAPO302331
OG0001672	DROME04869, DROME04868, DROME04867	CAPO301880
OG0001673	DROME15611, DROME15610	CAPO305520
OG0001675	DROME07179, DROME07181, DROME07180	CAPO307574
OG0001676	DROME15959, DROME15958, DROME15960	CAPO305992
OG0001677	DROME14874	CAPO307978
OG0001680	DROME20427	CAPO304235, CAPO304477
OG0001684	DROME15541	CAPO300563
OG0001685	DROME10450	CAPO307707
OG0001686	DROME15719	CAPO307138
OG0001688	DROME20990, DROME20991, DROME20989	CAPO300133
OG0001691	DROME07542, DROME07543, DROME07544, DROME07545	CAPO307420
OG0001706	DROME01112	CAPO301033
OG0001707	DROME04786, DROME04787	CAPO303836
OG0001708	DROME10362, DROME14608, DROME16704	CAPO303804
OG0001711	DROME16692, DROME16691, DROME16690	CAPO301872
OG0001713	DROME20630	CAPO308041
OG0001714	DROME06892	CAPO306669
OG0001714	DROME13258, DROME13259	CAPO300188
OG0001718	DROME18626, DROME18625, DROME18627	CAPO301559, CAPO301838
OG0001720	DROME07093, DROME07094, DROME07095	CAPO303957
OG0001721	DROME21093, DROME21094	CAPO302302
OG0001723	DROME01240, DROME01235, DROME01239, DROME01238, DROME01237, DROME01236	CAPO308089
OG0001724	DROME16764, DROME16765, DROME16766, DROME16767	CAPO306474, CAPO305584
OG0001727	DROME01511, DROME01510, DROME01513, DROME01512	CAPO301729
OG0001730	DROME08359, DROME08358, DROME08360, DROME08361	CAPO303469
OG0001732	DROME05765, DROME05764, DROME05766	CAPO304710
OG0001733	DROME12129, DROME11165	CAPO306615
OG0001735	DROME19051, DROME19047, DROME19049, DROME19048, DROME19046, DROME19050, DROME19044, DROME19045	CAPO301389
OG0001736	DROME11563	CAPO307452
OG0001736	DROME03103	CAPO300355
OG0001738	DROME19892	CAPO301655
OG0001739	DROME17504, DROME18573, DROME08124	CAPO304154
OG0001743	DROME19492, DROME19493, DROME19497, DROME19491, DROME19495, DROME19490, DROME19494, DROME19498, DROME19496	CAPO306128
OG0001746	DROME21748	CAPO306662
OG0001750	DROME06453	CAPO304954
OG0001769	DROME08613	CAPO300754
OG0001769	DROME15632, DROME15631	CAPO306748
OG0001770	DROME12526, DROME12525	CAPO304551
OG0001774	DROME16288, DROME17117, DROME17119, DROME17118	CAPO302411
OG0001775	DROME03798	CAPO300385, CAPO303998
OG0001778	DROME03281	CAPO303585
OG0001780	DROME12052	CAPO305647
OG0001781	DROME05960	CAPO304059
OG0001781	DROME03304	CAPO306335
OG0001783	DROME03583, DROME03584, DROME03579, DROME03582, DROME03581, DROME03580, DROME03578	CAPO302497
OG0001787	DROME15226	CAPO302384
OG0001789	DROME15206, DROME15202, DROME15200, DROME15204	CAPO303597
OG0001792	DROME20324	CAPO302146
OG0001793	DROME16987	CAPO302934
OG0001793	DROME21922	CAPO300098
OG0001794	DROME06075, DROME11897, DROME11898, DROME11899, DROME11900, DROME14777, DROME14776	CAPO305037
OG0001799	DROME20617, DROME20618, DROME20615, DROME20612, DROME20616, DROME20614, DROME20619, DROME20613	CAPO307439
OG0001800	DROME19760, DROME19756, DROME19759, DROME19758, DROME19757	CAPO302099, CAPO301494
OG0001804	DROME18434, DROME18435, DROME18433, DROME18432	CAPO307706
OG0001805	DROME11510, DROME11511	CAPO301307
OG0001807	DROME02930, DROME02931, DROME02932	CAPO305640
OG0001808	DROME12890, DROME12888, DROME12889	CAPO300354
OG0001809	DROME10117, DROME10116	CAPO307543
OG0001814	DROME08233	CAPO305508
OG0001816	DROME01873	CAPO300431
OG0001818	DROME09141	CAPO302088
OG0001819	DROME17329, DROME17330, DROME07897, DROME00545	CAPO307172
OG0001820	DROME08719, DROME08720	CAPO300515
OG0001822	DROME10804, DROME10805, DROME10809, DROME10807, DROME10808, DROME10806	CAPO301119
OG0001825	DROME08707, DROME08708, DROME08709	CAPO306238
OG0001827	DROME14163	CAPO303060
OG0001830	DROME21176, DROME21177, DROME21178, DROME21179	CAPO300316
OG0001831	DROME16694, DROME16695, DROME16696	CAPO306824
OG0001832	DROME11192	CAPO300612
OG0001834	DROME21762, DROME21761, DROME21760	CAPO301512
OG0001846	DROME15051	CAPO305028
OG0001849	DROME12958, DROME13912	CAPO303014
OG0001850	DROME11385, DROME11386, DROME11384, DROME11388, DROME11389, DROME11387	CAPO301689
OG0001851	DROME00207	CAPO303828
OG0001857	DROME04659, DROME04661, DROME04660, DROME04662	CAPO306766
OG0001860	DROME00108, DROME00107	CAPO306960
OG0001861	DROME09171, DROME09172	CAPO303333
OG0001864	DROME05862, DROME05863, DROME05861	CAPO300448
OG0001865	DROME11190, DROME11189	CAPO301778
OG0001866	DROME07682	CAPO306683
OG0001867	DROME12422, DROME12423, DROME12425, DROME12420, DROME12424, DROME12419, DROME12418, DROME12421, DROME12417, DROME12416	CAPO302026
OG0001870	DROME02885	CAPO303422
OG0001875	DROME02032	CAPO303129
OG0001875	DROME16885	CAPO300770
OG0001877	DROME04518	CAPO305419
OG0001878	DROME14881, DROME14882	CAPO300594
OG0001879	DROME09530	CAPO302675
OG0001882	DROME21717, DROME21711	CAPO302587
OG0001883	DROME19927	CAPO304395
OG0001886	DROME14413	CAPO301013
OG0001888	DROME11501, DROME11500, DROME11503, DROME11502	CAPO307373
OG0001898	DROME00331, DROME00326, DROME00325, DROME00327, DROME00328, DROME00329, DROME00330	CAPO303887
OG0001900	DROME07202	CAPO306468, CAPO308362
OG0001901	DROME14282	CAPO302174
OG0001903	DROME10026	CAPO301651
OG0001913	DROME20114, DROME20115	CAPO308270
OG0001915	DROME15601	CAPO305922
OG0001916	DROME06422, DROME12396	CAPO304398
OG0001917	DROME05027, DROME05026	CAPO303937
OG0001919	DROME15351, DROME15349	CAPO305966
OG0001919	DROME17341	CAPO300799
OG0001923	DROME13928	CAPO300364
OG0001926	DROME02334	CAPO308203
OG0001927	DROME06807	CAPO303832
OG0001930	DROME07407	CAPO301567
OG0001932	DROME07500, DROME07499, DROME07504, DROME07502, DROME07503, DROME07501	CAPO304653
OG0001935	DROME16535, DROME05228	CAPO301339
OG0001938	DROME15196, DROME15195, DROME15198, DROME15197	CAPO303883
OG0001939	DROME03831, DROME00411, DROME06715, DROME07275, DROME03273, DROME08285, DROME06716	CAPO304703
OG0001940	DROME11372, DROME20166	CAPO307447
OG0001941	DROME09362, DROME09360, DROME09361	CAPO303660
OG0001943	DROME05587, DROME05589, DROME05586, DROME05588	CAPO304272
OG0001945	DROME09755, DROME09756, DROME22094, DROME20436	CAPO302125, CAPO302413
OG0001947	DROME14837	CAPO306182
OG0001949	DROME05190	CAPO303945
OG0001951	DROME01080, DROME01079, DROME01078, DROME07934	CAPO305792
OG0001953	DROME10526, DROME10527, DROME10525, DROME10528	CAPO306993
OG0001956	DROME18759	CAPO302405
OG0001957	DROME16952, DROME16955, DROME16953, DROME16954	CAPO307027
OG0001961	DROME02025, DROME02026	CAPO301591
OG0001963	DROME19777, DROME19776	CAPO304559
OG0001964	DROME13701, DROME13700, DROME13699	CAPO306144
OG0001965	DROME13659	CAPO305377
OG0001968	DROME04032	CAPO303436
OG0001969	DROME05971, DROME05972, DROME17147, DROME05970	CAPO301897
OG0001972	DROME05855, DROME05853, DROME05851, DROME05852, DROME05854, DROME05846, DROME05850, DROME05847, DROME05848, DROME05849	CAPO302726
OG0001985	DROME10994, DROME10993	CAPO307425
OG0001988	DROME11741	CAPO301454
OG0001989	DROME00900, DROME00899, DROME00898, DROME00902, DROME00901	CAPO303699
OG0001992	DROME21257	CAPO301694
OG0001994	DROME13142	CAPO307422
OG0001998	DROME09606	CAPO304168
OG0001999	DROME20622, DROME20625, DROME20626, DROME20624, DROME20623, DROME20627	CAPO303159
OG0002000	DROME04109	CAPO305912
OG0002001	DROME19332, DROME19331	CAPO301730, CAPO305766
OG0002003	DROME00292	CAPO306645
OG0002004	DROME04511, DROME11378	CAPO305661, CAPO300359
OG0002006	DROME06376, DROME06377, DROME06378	CAPO302881
OG0002007	DROME19057, DROME19058, DROME19056	CAPO301764
OG0002008	DROME04686, DROME04688, DROME04687, DROME04685	CAPO308237
OG0002009	DROME09784	CAPO305521
OG0002009	DROME15775, DROME15776, DROME15777	CAPO304107
OG0002011	DROME06968, DROME06969, DROME06970	CAPO305222
OG0002015	DROME14274, DROME14276, DROME14275	CAPO304377
OG0002016	DROME00587, DROME06733, DROME06734, DROME12753	CAPO300736, CAPO303360
OG0002020	DROME08263, DROME08264, DROME08266, DROME08262, DROME08265	CAPO301809, CAPO306607
OG0002024	DROME06569, DROME06570	CAPO300776
OG0002025	DROME08208, DROME08209	CAPO301502
OG0002026	DROME20307	CAPO307889, CAPO306582
OG0002027	DROME02939, DROME02938, DROME02937, DROME02936	CAPO307021
OG0002029	DROME21921	CAPO301097, CAPO303181, CAPO304041
OG0002030	DROME20203	CAPO303987
OG0002031	DROME21699, DROME13546	CAPO300135
OG0002032	DROME01693	CAPO304689
OG0002034	DROME19923	CAPO306318
OG0002043	DROME10764, DROME10766, DROME10765	CAPO306649
OG0002061	DROME17109, DROME17110	CAPO307339
OG0002062	DROME05606, DROME05610, DROME05608, DROME05609, DROME05605, DROME05607, DROME05604	CAPO301382
OG0002066	DROME10594	CAPO300576
OG0002067	DROME21628	CAPO302721
OG0002068	DROME17295	CAPO303650
OG0002069	DROME14513	CAPO306402
OG0002073	DROME02887, DROME17696	CAPO302333
OG0002074	DROME01991, DROME01990, DROME21599	CAPO304152
OG0002076	DROME15179, DROME15178	CAPO303117
OG0002078	DROME10262, DROME10261, DROME10264, DROME10263, DROME10265	CAPO302217
OG0002079	DROME05628	CAPO302876, CAPO301402
OG0002080	DROME04483, DROME04484, DROME04485	CAPO307474, CAPO307552
OG0002081	DROME20778	CAPO300584
OG0002087	DROME20417, DROME20418	CAPO306536
OG0002093	DROME10388	CAPO304254
OG0002094	DROME16500, DROME16501, DROME16502, DROME16498, DROME16499, DROME14162	CAPO303399
OG0002097	DROME08772, DROME08771	CAPO302111
OG0002099	DROME20021, DROME20022, DROME20015, DROME20018, DROME20014, DROME20017, DROME20016, DROME20019, DROME20020, DROME20013	CAPO306675
OG0002101	DROME06706, DROME06705, DROME16968	CAPO307803
OG0002103	DROME11171, DROME20108	CAPO305235
OG0002108	DROME07243, DROME07242	CAPO303834
OG0002122	DROME15052	CAPO300191
OG0002123	DROME20895, DROME02760	CAPO303373
OG0002131	DROME03421, DROME03420	CAPO302159
OG0002135	DROME20033, DROME20034, DROME20032, DROME17825	CAPO300616, CAPO300802
OG0002137	DROME20125, DROME03541	CAPO306593
OG0002138	DROME17634	CAPO304101
OG0002141	DROME13208, DROME13209, DROME13210, DROME13207, DROME13206	CAPO300491
OG0002144	DROME15087, DROME15088, DROME15089	CAPO308205
OG0002146	DROME20089	CAPO303694
OG0002147	DROME18735, DROME18736	CAPO307247
OG0002148	DROME16614, DROME20422	CAPO301311
OG0002150	DROME13889, DROME13888, DROME15137	CAPO305991
OG0002151	DROME14316	CAPO300513
OG0002152	DROME10626	CAPO305214
OG0002156	DROME12292	CAPO307789
OG0002158	DROME08010	CAPO300426
OG0002159	DROME17743, DROME17744	CAPO301618
OG0002160	DROME12795	CAPO306354
OG0002166	DROME06834, DROME06833	CAPO300536
OG0002168	DROME20356, DROME07753	CAPO305846
OG0002169	DROME16101	CAPO305188, CAPO305186
OG0002170	DROME18118, DROME08334	CAPO306065
OG0002171	DROME01331	CAPO300657
OG0002172	DROME16091	CAPO300117
OG0002173	DROME01352, DROME18848	CAPO300163
OG0002177	DROME06974, DROME06976, DROME06975	CAPO303715
OG0002179	DROME10648, DROME10649	CAPO301344
OG0002182	DROME12410	CAPO300304
OG0002184	DROME09706, DROME09707	CAPO302808
OG0002185	DROME03508, DROME03506	CAPO306894
OG0002187	DROME02679, DROME18572	CAPO303260
OG0002188	DROME16936	CAPO307308
OG0002189	DROME00632	CAPO302919, CAPO302901
OG0002190	DROME10141, DROME10140	CAPO305794
OG0002191	DROME00418	CAPO306349
OG0002201	DROME05210	CAPO305256
OG0002217	DROME12049, DROME12050, DROME12047, DROME12048, DROME12051, DROME12045, DROME07473, DROME14498, DROME00688, DROME00689	CAPO303403
OG0002219	DROME12262, DROME10717, DROME10716, DROME12261	CAPO301953
OG0002222	DROME06941	CAPO300961
OG0002224	DROME11780, DROME11781, DROME11779, DROME08782, DROME08783, DROME08784	CAPO304952
OG0002225	DROME17292, DROME17293, DROME17294	CAPO301769
OG0002226	DROME09270	CAPO307804
OG0002227	DROME08754, DROME08753	CAPO307820, CAPO307799
OG0002228	DROME20233, DROME09088	CAPO301630, CAPO300068
OG0002229	DROME19744	CAPO308040
OG0002235	DROME19571	CAPO303035
OG0002237	DROME08069, DROME08068	CAPO306506
OG0002239	DROME02338, DROME02339	CAPO301966
OG0002240	DROME05992, DROME05991, DROME05989, DROME05990, DROME05993	CAPO306707
OG0002241	DROME11351, DROME20942, DROME20943	CAPO303979
OG0002243	DROME12880, DROME12875, DROME12879, DROME12878, DROME12873, DROME12874, DROME12877, DROME12876, DROME17551	CAPO301335, CAPO300484
OG0002244	DROME13379, DROME13383, DROME13382, DROME13384, DROME13380, DROME13381	CAPO303840
OG0002246	DROME20742	CAPO301929
OG0002251	DROME21900	CAPO302943
OG0002251	DROME08201, DROME08200, DROME08199, DROME08202	CAPO302537
OG0002252	DROME12224	CAPO304306
OG0002255	DROME08255	CAPO301475, CAPO302337
OG0002257	DROME06529	CAPO303721
OG0002258	DROME01179, DROME01180, DROME03335	CAPO302229
OG0002261	DROME02617	CAPO303559
OG0002263	DROME07437	CAPO304694
OG0002264	DROME18761	CAPO302668, CAPO304810
OG0002266	DROME16417, DROME16419, DROME16420, DROME16416, DROME16418	CAPO307392
OG0002270	DROME13109	CAPO302042
OG0002271	DROME08491	CAPO302849, CAPO308065
OG0002272	DROME16098	CAPO301905
OG0002279	DROME12023	CAPO304874
OG0002282	DROME01013, DROME01014	CAPO300014
OG0002284	DROME05630	CAPO304167
OG0002287	DROME11553, DROME11555, DROME11551, DROME11552, DROME11554	CAPO306430
OG0002288	DROME04961, DROME04960	CAPO306855
OG0002292	DROME14281	CAPO308118, CAPO308288
OG0002293	DROME17161	CAPO302207
OG0002294	DROME20817, DROME17002, DROME17003, DROME22093, DROME02763	CAPO300522
OG0002296	DROME17890	CAPO307746
OG0002312	DROME13329, DROME13331, DROME13332, DROME13330	CAPO305339
OG0002316	DROME15000, DROME15001	CAPO302192
OG0002317	DROME19699, DROME19700	CAPO301129
OG0002318	DROME10081, DROME10080	CAPO302292
OG0002319	DROME00109	CAPO306342
OG0002321	DROME20195	CAPO300390
OG0002322	DROME02003	CAPO300979
OG0002323	DROME04035, DROME04036, DROME04037, DROME04034	CAPO308299
OG0002324	DROME12479	CAPO301866
OG0002325	DROME00088	CAPO300458
OG0002326	DROME14169, DROME14168, DROME14170	CAPO302239
OG0002327	DROME11958, DROME13738, DROME13737	CAPO302954
OG0002330	DROME18244, DROME18246, DROME18247, DROME18242, DROME18243, DROME18245	CAPO300172
OG0002331	DROME02521, DROME02520, DROME02522, DROME02523	CAPO302246
OG0002332	DROME03257, DROME03259, DROME03258	CAPO300761
OG0002337	DROME12455, DROME12454, DROME12456	CAPO307155
OG0002340	DROME04094	CAPO307906
OG0002343	DROME14435, DROME14437, DROME14438	CAPO303889
OG0002344	DROME12813, DROME12814, DROME12816, DROME12815	CAPO307434
OG0002346	DROME12738, DROME12737, DROME12739, DROME12741, DROME12740	CAPO307106
OG0002348	DROME20530, DROME21704	CAPO302095
OG0002354	DROME22022, DROME00577	CAPO306383
OG0002356	DROME14202	CAPO305051
OG0002357	DROME13155, DROME13156	CAPO302341
OG0002358	DROME10794, DROME10795	CAPO307788
OG0002359	DROME10172	CAPO302128
OG0002361	DROME02804	CAPO304727
OG0002362	DROME16995	CAPO301902
OG0002363	DROME06162, DROME06161, DROME06163	CAPO302980
OG0002368	DROME04055, DROME04054	CAPO301447
OG0002369	DROME09488, DROME09483, DROME09484, DROME09482, DROME09487, DROME09485, DROME09481, DROME09486	CAPO301279
OG0002370	DROME07944, DROME21065, DROME21066, DROME21064	CAPO303015
OG0002371	DROME01097	CAPO304426
OG0002373	DROME16503	CAPO306206
OG0002374	DROME00409, DROME19078, DROME19077, DROME10047	CAPO302309
OG0002376	DROME01976	CAPO304863
OG0002377	DROME14764, DROME14765	CAPO301847
OG0002379	DROME13342	CAPO301214
OG0002384	DROME08688, DROME08689, DROME08687, DROME08690, DROME08692, DROME08679, DROME08691, DROME05824, DROME06440, DROME07374, DROME19250, DROME07373	CAPO305065
OG0002396	DROME06620, DROME06622, DROME06623, DROME06621	CAPO302410
OG0002398	DROME09990	CAPO306938
OG0002405	DROME07984, DROME07985, DROME07986	CAPO300119, CAPO308161
OG0002406	DROME12854, DROME12851, DROME12852, DROME12850, DROME12853	CAPO304138
OG0002407	DROME16545, DROME16665, DROME16666, DROME16663, DROME16664	CAPO301366
OG0002409	DROME01803	CAPO301533
OG0002410	DROME00789	CAPO305170
OG0002413	DROME03087	CAPO307797
OG0002413	DROME15635, DROME15636	CAPO304716
OG0002414	DROME08162, DROME08163	CAPO304631
OG0002415	DROME06652	CAPO304905
OG0002418	DROME18804, DROME18803, DROME18801, DROME18802	CAPO303802
OG0002421	DROME10621	CAPO305365
OG0002422	DROME15666	CAPO302014
OG0002425	DROME01518	CAPO304491
OG0002426	DROME02031	CAPO303294
OG0002429	DROME21063	CAPO305260
OG0002433	DROME05519	CAPO302444
OG0002436	DROME20408, DROME20406, DROME20405, DROME20407	CAPO307054
OG0002437	DROME10916	CAPO303352
OG0002439	DROME05940, DROME05941, DROME05938, DROME05939, DROME05937	CAPO302565
OG0002441	DROME14577	CAPO304429
OG0002442	DROME02127	CAPO300535
OG0002443	DROME01526	CAPO301424
OG0002445	DROME05216	CAPO304782
OG0002446	DROME15360	CAPO303707
OG0002448	DROME11052, DROME11051, DROME14484	CAPO308204
OG0002453	DROME02946, DROME02947	CAPO305834
OG0002454	DROME18954	CAPO305157
OG0002467	DROME06832, DROME06831, DROME06829, DROME06827, DROME06828, DROME06826, DROME06830	CAPO302869
OG0002476	DROME01629	CAPO307617
OG0002484	DROME02182	CAPO305360
OG0002486	DROME10604	CAPO303598
OG0002489	DROME17457	CAPO304231
OG0002490	DROME08630, DROME08629	CAPO307409, CAPO300849
OG0002492	DROME17673, DROME17672	CAPO305743
OG0002494	DROME09533, DROME09534	CAPO307620
OG0002495	DROME03178	CAPO306559
OG0002496	DROME17015, DROME17014	CAPO300997
OG0002497	DROME10964	CAPO301629
OG0002499	DROME07520	CAPO308309
OG0002500	DROME05840, DROME04346	CAPO305159
OG0002501	DROME18550	CAPO305150
OG0002502	DROME12487, DROME12489, DROME12488, DROME15913, DROME09480	CAPO304947
OG0002503	DROME03384	CAPO301024
OG0002505	DROME03960	CAPO302692
OG0002506	DROME04368	CAPO301029
OG0002507	DROME09110, DROME09108, DROME09109, DROME09111, DROME12371	CAPO303215
OG0002509	DROME18834	CAPO305905, CAPO306732
OG0002510	DROME02221	CAPO305793
OG0002511	DROME06803	CAPO303146
OG0002516	DROME01623, DROME01624, DROME01622	CAPO307569
OG0002518	DROME16270, DROME16271, DROME16272, DROME12646, DROME11188	CAPO304200
OG0002519	DROME03368, DROME03367	CAPO302874
OG0002523	DROME12003, DROME12568, DROME20728, DROME20729	CAPO301008
OG0002527	DROME00451	CAPO306066
OG0002528	DROME12310, DROME12311, DROME12309	CAPO301891
OG0002529	DROME17791, DROME17789, DROME17792, DROME17790	CAPO301231, CAPO301232
OG0002532	DROME10137	CAPO307265
OG0002533	DROME06429, DROME06430	CAPO302353
OG0002534	DROME04087	CAPO302248
OG0002542	DROME18406	CAPO300062
OG0002543	DROME13135	CAPO306889, CAPO301493
OG0002548	DROME03632, DROME03629	CAPO303502
OG0002555	DROME21575, DROME21576	CAPO301095
OG0002557	DROME07954, DROME03130, DROME05213	CAPO302757
OG0002558	DROME12342, DROME12343, DROME12344	CAPO301820
OG0002559	DROME12291	CAPO306363
OG0002562	DROME18710, DROME18708, DROME18711, DROME18709, DROME17497	CAPO305283
OG0002564	DROME10075, DROME10076, DROME10073, DROME10074, DROME03643	CAPO307297
OG0002565	DROME16956, DROME16958, DROME16957	CAPO302611
OG0002566	DROME16674, DROME16678, DROME16673, DROME16677, DROME16679, DROME16675, DROME16676	CAPO303827
OG0002569	DROME16682, DROME16684, DROME16683, DROME16685	CAPO306658
OG0002570	DROME02309, DROME02312	CAPO307215
OG0002574	DROME17413, DROME17412, DROME17411	CAPO307488
OG0002587	DROME21383	CAPO300512
OG0002589	DROME20900	CAPO302447
OG0002592	DROME05959, DROME05952, DROME05955, DROME05958, DROME05954, DROME05953, DROME05957, DROME05956	CAPO300278
OG0002594	DROME19850, DROME19851, DROME19853, DROME19852	CAPO304177
OG0002598	DROME11558	CAPO300566
OG0002599	DROME19306	CAPO303706
OG0002600	DROME01704, DROME01705, DROME01707, DROME01706, DROME02043, DROME02045, DROME02044	CAPO305861
OG0002601	DROME17429, DROME17635	CAPO300675
OG0002602	DROME16510, DROME16509, DROME16511	CAPO303637
OG0002605	DROME07537, DROME07538, DROME07535, DROME07536	CAPO303522
OG0002608	DROME15925, DROME15928, DROME15929, DROME15926, DROME15924, DROME15927, DROME15922, DROME15923	CAPO303192
OG0002609	DROME00392	CAPO304999
OG0002610	DROME20526, DROME20527	CAPO307043
OG0002611	DROME09156, DROME09155	CAPO302425
OG0002617	DROME09377	CAPO307606
OG0002618	DROME00175	CAPO307902
OG0002620	DROME03650, DROME03654, DROME03653, DROME03652, DROME03655, DROME03651	CAPO300598
OG0002624	DROME19899	CAPO307642
OG0002630	DROME01927	CAPO300618
OG0002632	DROME19136	CAPO301605
OG0002633	DROME02613	CAPO301845
OG0002634	DROME07860	CAPO303763
OG0002636	DROME03989	CAPO302443
OG0002638	DROME02557, DROME20446, DROME20445	CAPO302461
OG0002643	DROME13189	CAPO305403
OG0002644	DROME18263, DROME18261, DROME18260, DROME18262	CAPO300686
OG0002645	DROME20914, DROME20911, DROME20916, DROME20917, DROME20912, DROME20915, DROME20913	CAPO302012
OG0002646	DROME02015, DROME02017, DROME02013, DROME02016, DROME02012, DROME02014	CAPO300302
OG0002651	DROME16668, DROME16669	CAPO307502
OG0002652	DROME09763, DROME09760, DROME09759, DROME09758, DROME09762, DROME09761	CAPO305413
OG0002656	DROME08799, DROME08800	CAPO301386
OG0002659	DROME08718	CAPO302308
OG0002662	DROME18671	CAPO307949
OG0002663	DROME08198, DROME08197	CAPO308163
OG0002665	DROME12021, DROME12020	CAPO307055
OG0002666	DROME12244	CAPO308350
OG0002668	DROME12758, DROME12754, DROME12757, DROME12759, DROME12756, DROME12755	CAPO301754
OG0002669	DROME13927	CAPO301762
OG0002672	DROME13218	CAPO307527
OG0002677	DROME00471, DROME00470	CAPO303005
OG0002706	DROME19506	CAPO306125
OG0002708	DROME16030, DROME21871, DROME21870, DROME16440	CAPO306708
OG0002710	DROME14357, DROME14358, DROME14359	CAPO301641
OG0002715	DROME03868	CAPO303783
OG0002717	DROME13040	CAPO307873
OG0002718	DROME02454, DROME02455	CAPO306705
OG0002720	DROME20862, DROME20861	CAPO304077
OG0002722	DROME16722	CAPO300697
OG0002726	DROME00393, DROME00394	CAPO303092
OG0002730	DROME19249	CAPO300185
OG0002739	DROME11838	CAPO303462
OG0002740	DROME04703	CAPO303044
OG0002741	DROME08059, DROME08060	CAPO305001
OG0002743	DROME02953, DROME02954	CAPO305659
OG0002744	DROME11699, DROME11704, DROME11700, DROME11706, DROME11705, DROME11702, DROME11703, DROME11707, DROME11701	CAPO307532
OG0002745	DROME14711, DROME04487, DROME04488, DROME15945	CAPO302960
OG0002746	DROME16661, DROME21181	CAPO301404
OG0002747	DROME11308, DROME19315, DROME13062	CAPO308121
OG0002749	DROME05439, DROME08834, DROME08494, DROME08495	CAPO305516
OG0002750	DROME07760, DROME07759	CAPO305820
OG0002752	DROME09099, DROME09098, DROME09096, DROME09097, DROME09101, DROME09100	CAPO306571
OG0002753	DROME11184	CAPO301419
OG0002755	DROME17482	CAPO303504
OG0002757	DROME02757	CAPO301022
OG0002758	DROME08710	CAPO302892, CAPO307678
OG0002760	DROME11244, DROME07304	CAPO306120
OG0002763	DROME13568, DROME13567	CAPO301217
OG0002764	DROME00298, DROME00297, DROME00296	CAPO300451
OG0002765	DROME12796	CAPO307679
OG0002766	DROME13857	CAPO300475
OG0002767	DROME05447	CAPO302818
OG0002770	DROME20985, DROME20988, DROME20984, DROME20987, DROME20986	CAPO300723
OG0002771	DROME01521, DROME07621	CAPO307480
OG0002772	DROME18154	CAPO301657
OG0002773	DROME00793, DROME00794, DROME00257	CAPO300783
OG0002773	DROME00258	CAPO303160
OG0002776	DROME04390	CAPO300785
OG0002777	DROME09718	CAPO303340
OG0002779	DROME10992	CAPO306710
OG0002780	DROME00776, DROME00775	CAPO306806
OG0002782	DROME16136	CAPO301842
OG0002785	DROME00137, DROME05688	CAPO300520
OG0002787	DROME19508	CAPO307667
OG0002788	DROME12013, DROME01698	CAPO304831
OG0002790	DROME15505, DROME15507, DROME15504, DROME15508, DROME15503, DROME15506	CAPO302263
OG0002799	DROME08812, DROME08811, DROME08813, DROME08815, DROME08814	CAPO301814
OG0002814	DROME14819	CAPO300792
OG0002815	DROME03122, DROME09886	CAPO305247
OG0002816	DROME16437	CAPO300822
OG0002817	DROME03807	CAPO305631
OG0002818	DROME06002, DROME01992	CAPO300344
OG0002821	DROME13953, DROME13952, DROME14725, DROME03921, DROME03922, DROME03919, DROME03920	CAPO300805, CAPO300806
OG0002822	DROME19658	CAPO300505
OG0002824	DROME05371, DROME05370, DROME05372	CAPO304804
OG0002825	DROME10105, DROME10106	CAPO303958
OG0002826	DROME12304	CAPO305161
OG0002827	DROME04425	CAPO302357
OG0002828	DROME07466, DROME07465, DROME07464, DROME06484, DROME06483, DROME06485	CAPO302033
OG0002831	DROME21764, DROME21763	CAPO303454
OG0002833	DROME08474, DROME08472, DROME08473, DROME08475	CAPO302961
OG0002835	DROME04546	CAPO306542
OG0002836	DROME03263	CAPO301463
OG0002837	DROME16455	CAPO304096
OG0002838	DROME19188	CAPO305478
OG0002839	DROME20539, DROME20540	CAPO302420
OG0002841	DROME06956	CAPO302293
OG0002843	DROME05626	CAPO300339
OG0002844	DROME01327, DROME00485	CAPO306381, CAPO305443
