Orthogroup	DROME	AMPFI_ok
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	AMPFI_22152
OG0003454	DROME10067	AMPFI_07469
OG0003457	DROME06510, DROME06508, DROME06509	AMPFI_19507, AMPFI_22980
OG0003458	DROME04148	AMPFI_25375
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	AMPFI_23502
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	AMPFI_09159
OG0003461	DROME17474, DROME21694	AMPFI_08837
OG0003462	DROME00239	AMPFI_05379
OG0003463	DROME20444	AMPFI_25834
OG0003465	DROME04464	AMPFI_12228
OG0003467	DROME06043, DROME06042	AMPFI_25477, AMPFI_05595
OG0003468	DROME01968	AMPFI_07635
OG0003469	DROME04366, DROME04367, DROME04365	AMPFI_12359
OG0003470	DROME13653	AMPFI_04555, AMPFI_17776
OG0003471	DROME16825	AMPFI_19969
OG0003472	DROME09631, DROME09633	AMPFI_06841
OG0003473	DROME00049	AMPFI_07801
OG0003475	DROME02190	AMPFI_21852, AMPFI_24738
OG0003477	DROME12317	AMPFI_11760
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	AMPFI_13018
OG0003479	DROME13645	AMPFI_08938
OG0003481	DROME01114	AMPFI_14089
OG0003482	DROME08487	AMPFI_07972
OG0003483	DROME09876, DROME09877	AMPFI_09299
OG0003484	DROME18666, DROME18665	AMPFI_18735
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	AMPFI_06950, AMPFI_18388, AMPFI_08775
OG0003487	DROME12571	AMPFI_23106
OG0003489	DROME01312	AMPFI_24006
OG0003490	DROME13468	AMPFI_22806, AMPFI_19232, AMPFI_21043, AMPFI_04860, AMPFI_11193
OG0003491	DROME11698	AMPFI_11101
OG0003492	DROME17943	AMPFI_19481, AMPFI_18221, AMPFI_00099
OG0003493	DROME09294	AMPFI_16534, AMPFI_17852
OG0003496	DROME03124	AMPFI_21723
OG0003497	DROME08732	AMPFI_04681
OG0003498	DROME13034, DROME13035	AMPFI_14554
OG0003499	DROME14561	AMPFI_10057
OG0003501	DROME13347, DROME13346, DROME13348	AMPFI_09583
OG0003502	DROME19567, DROME14375	AMPFI_22051
OG0003503	DROME17101, DROME17102	AMPFI_05344
OG0003504	DROME06794	AMPFI_24432
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	AMPFI_07475
OG0003506	DROME18707	AMPFI_14856
OG0003507	DROME14387, DROME14388	AMPFI_14147
OG0003508	DROME15658	AMPFI_00704, AMPFI_22615
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	AMPFI_07776
OG0003510	DROME19505	AMPFI_19782
OG0003513	DROME08556	AMPFI_21434
OG0003515	DROME21652	AMPFI_20138
OG0003518	DROME08309	AMPFI_13631
OG0003519	DROME06802	AMPFI_10068
OG0003520	DROME21807, DROME02028	AMPFI_05023
OG0003523	DROME16368	AMPFI_07760
OG0003524	DROME09643, DROME09639, DROME09640	AMPFI_02059, AMPFI_12429
OG0003526	DROME05107	AMPFI_06222
OG0003527	DROME03645	AMPFI_09571
OG0003528	DROME21047, DROME06070	AMPFI_08029
OG0003531	DROME21993	AMPFI_10001
OG0003532	DROME08605	AMPFI_24750
OG0003533	DROME04480, DROME04479, DROME04481	AMPFI_02269, AMPFI_18447, AMPFI_02287
OG0003535	DROME12323, DROME12324, DROME12325	AMPFI_24072
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	AMPFI_00410
OG0003538	DROME20330	AMPFI_21724, AMPFI_23397
OG0003539	DROME09387, DROME09386	AMPFI_00975
OG0003541	DROME10049, DROME10048	AMPFI_21493, AMPFI_04066, AMPFI_25161
OG0003543	DROME18669	AMPFI_24581
OG0003544	DROME05896	AMPFI_19004
OG0003545	DROME08949	AMPFI_15023, AMPFI_13578
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	AMPFI_04834
OG0003548	DROME15072	AMPFI_24768
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	AMPFI_18741
OG0003551	DROME18271, DROME18270, DROME16713	AMPFI_07598
OG0003552	DROME18554, DROME18555	AMPFI_05955
OG0003553	DROME17708	AMPFI_21634
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	AMPFI_22132
OG0003556	DROME06703, DROME06702	AMPFI_08098
OG0003558	DROME06037	AMPFI_20154
OG0003560	DROME18173	AMPFI_04633
OG0003561	DROME10510	AMPFI_06137
OG0003562	DROME12847, DROME12848	AMPFI_06538
OG0003564	DROME16736	AMPFI_08755
OG0003566	DROME08493, DROME08492	AMPFI_01090
OG0003567	DROME20360, DROME20359	AMPFI_14197, AMPFI_22713
OG0003568	DROME08773	AMPFI_06943
OG0003570	DROME14267, DROME14246	AMPFI_06993
OG0003571	DROME19608	AMPFI_12433
OG0003573	DROME07521	AMPFI_10938
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	AMPFI_19335
OG0003578	DROME16703	AMPFI_08173
OG0003579	DROME17312	AMPFI_22532
OG0003597	DROME16622, DROME16621	AMPFI_11403
OG0003599	DROME08018	AMPFI_03084
OG0003603	DROME05424	AMPFI_14800
OG0003604	DROME19568	AMPFI_14560
OG0003606	DROME07484, DROME07483, DROME07482	AMPFI_02736
OG0003610	DROME07982, DROME07983	AMPFI_08064
OG0003611	DROME17638	AMPFI_03674
OG0003613	DROME00856	AMPFI_14181
OG0003615	DROME16618, DROME16617	AMPFI_05633
OG0003617	DROME16095	AMPFI_00387
OG0003618	DROME15284, DROME15283	AMPFI_07271
OG0003619	DROME13589, DROME13590	AMPFI_10351
OG0003620	DROME17770	AMPFI_09860
OG0003623	DROME01675	AMPFI_13962
OG0003624	DROME12696	AMPFI_03514
OG0003629	DROME03564	AMPFI_13944
OG0003630	DROME06784	AMPFI_13915
OG0003631	DROME07363	AMPFI_20160
OG0003634	DROME03378	AMPFI_00355, AMPFI_24717, AMPFI_01365
OG0003635	DROME04946	AMPFI_14547, AMPFI_15181
OG0003638	DROME16659	AMPFI_07537
OG0003639	DROME16964	AMPFI_22785, AMPFI_14707
OG0003641	DROME01116	AMPFI_07323
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	AMPFI_06630
OG0003644	DROME00616	AMPFI_06306
OG0003645	DROME12178	AMPFI_16881
OG0003646	DROME09249, DROME09250	AMPFI_06564
OG0003647	DROME16616	AMPFI_00053
OG0003649	DROME12148, DROME12149	AMPFI_09951
OG0003650	DROME10934, DROME10933	AMPFI_12108
OG0003655	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070	AMPFI_08590
OG0003656	DROME14867, DROME14868, DROME19174	AMPFI_15780
OG0003658	DROME07032	AMPFI_13106
OG0003659	DROME09855	AMPFI_02966
OG0003660	DROME02231, DROME02233, DROME02232	AMPFI_24383, AMPFI_21513, AMPFI_24288, AMPFI_15577
OG0003661	DROME07051	AMPFI_09102
OG0003664	DROME05104	AMPFI_15265, AMPFI_25223
OG0003666	DROME11426	AMPFI_10136
OG0003667	DROME18793, DROME18792, DROME03291	AMPFI_08073
OG0003668	DROME15022, DROME15023	AMPFI_07166
OG0003669	DROME05487	AMPFI_11157
OG0003671	DROME13120	AMPFI_00179
OG0003672	DROME03649	AMPFI_09980
OG0003673	DROME11788	AMPFI_02480
OG0003676	DROME14242, DROME00396, DROME05478	AMPFI_18881
OG0003677	DROME10098	AMPFI_07661
OG0003678	DROME20450	AMPFI_07460
OG0003679	DROME02313	AMPFI_07845
OG0003680	DROME01384	AMPFI_09842
OG0003681	DROME08680, DROME08681	AMPFI_19503
OG0003682	DROME12564	AMPFI_07578
OG0003683	DROME03935	AMPFI_02901
OG0003686	DROME06762	AMPFI_07985
OG0003687	DROME12601	AMPFI_00830
OG0003690	DROME00439	AMPFI_05747
OG0003692	DROME11124	AMPFI_03589
OG0003693	DROME08115	AMPFI_02553
OG0003694	DROME12215, DROME12216	AMPFI_08303
OG0003695	DROME01947	AMPFI_15699
OG0003696	DROME10156	AMPFI_04491, AMPFI_03543, AMPFI_02677
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	AMPFI_11115
OG0003698	DROME17520	AMPFI_19011
OG0003700	DROME01181, DROME01182	AMPFI_09947
OG0003701	DROME18636, DROME18637	AMPFI_21477, AMPFI_00012, AMPFI_24465
OG0003703	DROME15370	AMPFI_10771
OG0003704	DROME02181, DROME02180	AMPFI_14195
OG0003708	DROME12282, DROME12281	AMPFI_12625
OG0003709	DROME13668, DROME18688	AMPFI_06172
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	AMPFI_12106, AMPFI_01123
OG0003712	DROME10970	AMPFI_04984
OG0003713	DROME05410	AMPFI_04283
OG0003714	DROME02517	AMPFI_25572
OG0003716	DROME18657	AMPFI_04436, AMPFI_02826
OG0003717	DROME10046	AMPFI_00073
OG0003718	DROME01297	AMPFI_18529
OG0003719	DROME14563	AMPFI_04202
OG0003720	DROME17484	AMPFI_24923, AMPFI_22323
OG0003721	DROME09052	AMPFI_08300
OG0003722	DROME05995	AMPFI_16876
OG0003729	DROME04356, DROME06341	AMPFI_24000
OG0003731	DROME02907	AMPFI_22155
OG0003732	DROME10070	AMPFI_21718
OG0003733	DROME00230	AMPFI_08970, AMPFI_15657
OG0003734	DROME19430	AMPFI_18672
OG0003735	DROME19631	AMPFI_19574
OG0003738	DROME11561, DROME11562	AMPFI_15996
OG0003740	DROME01620	AMPFI_12630
OG0003743	DROME13785	AMPFI_21068
OG0003744	DROME08150	AMPFI_11890
OG0003745	DROME20574, DROME20575	AMPFI_06392
OG0003748	DROME01784	AMPFI_12821
OG0003749	DROME18502, DROME18501	AMPFI_09561
OG0003750	DROME15590	AMPFI_19492
OG0003754	DROME08228, DROME08227	AMPFI_09209
OG0003755	DROME10789, DROME20093, DROME20094	AMPFI_19354
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	AMPFI_17707
OG0003758	DROME11710, DROME11712, DROME11711	AMPFI_19318
OG0003759	DROME06383	AMPFI_06066
OG0003761	DROME14154, DROME16436	AMPFI_18129
OG0003763	DROME19350	AMPFI_23055
OG0003764	DROME21578	AMPFI_00088
OG0003767	DROME02791	AMPFI_01797
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	AMPFI_04434, AMPFI_04953
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	AMPFI_07160
OG0003772	DROME12948	AMPFI_07478
OG0003773	DROME05209	AMPFI_10699
OG0003775	DROME10059	AMPFI_13847
OG0003777	DROME18238, DROME18237, DROME18236	AMPFI_20144
OG0003778	DROME13171	AMPFI_24942
OG0003794	DROME03810, DROME03820	AMPFI_16922
OG0003795	DROME10754, DROME10753, DROME10755	AMPFI_09136
OG0003798	DROME12695	AMPFI_02948
OG0003803	DROME02481, DROME02482	AMPFI_12565
OG0003805	DROME01815	AMPFI_04647
OG0003806	DROME01868	AMPFI_05818
OG0003807	DROME20522, DROME05215	AMPFI_03351
OG0003808	DROME08174	AMPFI_14079
OG0003809	DROME04169, DROME04168	AMPFI_02614, AMPFI_04031
OG0003811	DROME14988, DROME14990, DROME14989	AMPFI_10478
OG0003813	DROME10056	AMPFI_07875
OG0003815	DROME08171	AMPFI_09900
OG0003817	DROME00653	AMPFI_00947
OG0003818	DROME11129	AMPFI_01575, AMPFI_17759
OG0003820	DROME07987	AMPFI_00186, AMPFI_03526, AMPFI_17489
OG0003821	DROME04477	AMPFI_03105
OG0003823	DROME12335	AMPFI_06889
OG0003824	DROME17215	AMPFI_06085
OG0003827	DROME06883, DROME06884	AMPFI_21409
OG0003828	DROME10911	AMPFI_11909
OG0003829	DROME01864	AMPFI_00127
OG0003831	DROME02158	AMPFI_12797
OG0003832	DROME22043	AMPFI_20517
OG0003834	DROME21433	AMPFI_10226
OG0003836	DROME15123	AMPFI_14280
OG0003837	DROME14236, DROME08398	AMPFI_17550, AMPFI_24684
OG0003838	DROME00382, DROME00383	AMPFI_19657
OG0003839	DROME21710	AMPFI_07382
OG0003841	DROME10377, DROME10376, DROME21784	AMPFI_21826
OG0003843	DROME02011	AMPFI_05992
OG0003844	DROME19636, DROME19637	AMPFI_14349
OG0003845	DROME21374	AMPFI_07956
OG0003846	DROME14576	AMPFI_06425
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	AMPFI_23978
OG0003850	DROME19645	AMPFI_10267
OG0003851	DROME07873, DROME07872, DROME07874	AMPFI_11201, AMPFI_00905, AMPFI_11200, AMPFI_16652
OG0003852	DROME08152	AMPFI_10208
OG0003853	DROME00889	AMPFI_21676
OG0003854	DROME11356	AMPFI_03224
OG0003855	DROME08550, DROME08549	AMPFI_13948
OG0003856	DROME18670	AMPFI_08524, AMPFI_02809
OG0003857	DROME21963	AMPFI_07120
OG0003858	DROME12659	AMPFI_25088, AMPFI_00370
OG0003860	DROME03956	AMPFI_12427
OG0003861	DROME13113	AMPFI_02803
OG0003863	DROME16970, DROME16972, DROME16971	AMPFI_16528
OG0003864	DROME16687, DROME16688	AMPFI_13775
OG0003865	DROME12154, DROME12155	AMPFI_11940
OG0003866	DROME15012, DROME15013	AMPFI_14452
OG0003867	DROME04382	AMPFI_17746
OG0003868	DROME05264, DROME05265, DROME05263	AMPFI_11838
OG0003869	DROME09592	AMPFI_17164
OG0003870	DROME12586, DROME12587	AMPFI_05899
OG0003871	DROME19904, DROME19903	AMPFI_09651
OG0003872	DROME05404	AMPFI_14866
OG0003873	DROME21721	AMPFI_09750
OG0003874	DROME06608	AMPFI_14478
OG0003875	DROME19790, DROME19791	AMPFI_06901
OG0003876	DROME09112	AMPFI_22260
OG0003877	DROME03255, DROME03256	AMPFI_15725, AMPFI_00796
OG0003879	DROME15863, DROME15864	AMPFI_02846, AMPFI_04216, AMPFI_06329
OG0003881	DROME06398	AMPFI_15319, AMPFI_15320
OG0003883	DROME12952, DROME12953	AMPFI_12967
OG0003884	DROME16036	AMPFI_11418
OG0003885	DROME01881, DROME01880	AMPFI_12606
OG0003886	DROME16702	AMPFI_05835
OG0003887	DROME16856	AMPFI_10957
OG0003888	DROME14996	AMPFI_11985, AMPFI_01567, AMPFI_13524
OG0003892	DROME03882, DROME03883, DROME03881	AMPFI_11859, AMPFI_18544
OG0003893	DROME20864	AMPFI_15310
OG0003894	DROME08816	AMPFI_18671
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	AMPFI_09375
OG0003899	DROME15608	AMPFI_00789
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	AMPFI_19280
OG0003904	DROME13386	AMPFI_04520
OG0003906	DROME10315	AMPFI_11162
OG0003909	DROME12680	AMPFI_23810, AMPFI_23809
OG0003910	DROME10387	AMPFI_04464
OG0003911	DROME11361	AMPFI_08416
OG0003912	DROME03970, DROME03969, DROME03443	AMPFI_24373
OG0003913	DROME04350	AMPFI_21191, AMPFI_21520, AMPFI_15449
OG0003915	DROME04519	AMPFI_10789
OG0003916	DROME10524, DROME10523	AMPFI_09047
OG0003917	DROME06379	AMPFI_01608
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	AMPFI_05529
OG0003919	DROME21549	AMPFI_15999
OG0003920	DROME16629, DROME16630	AMPFI_25048
OG0003921	DROME02956, DROME02955, DROME02957	AMPFI_13490
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	AMPFI_15048
OG0003925	DROME01564, DROME01563	AMPFI_08582
OG0003929	DROME08880	AMPFI_10054
OG0003930	DROME20922	AMPFI_07230
OG0003931	DROME02384, DROME02385	AMPFI_26056
OG0003933	DROME03669	AMPFI_24509
OG0003934	DROME11280	AMPFI_16560
OG0003936	DROME02177	AMPFI_12668, AMPFI_09358
OG0003938	DROME13183	AMPFI_22623
OG0003939	DROME01287	AMPFI_06063
OG0003940	DROME13675	AMPFI_19837
OG0003942	DROME15620	AMPFI_14927
OG0003944	DROME18760	AMPFI_07557
OG0003945	DROME01863	AMPFI_05796, AMPFI_08691
OG0003946	DROME13159, DROME13158	AMPFI_00888
OG0003947	DROME08292	AMPFI_23175
OG0003949	DROME09152	AMPFI_12679
OG0003950	DROME16615	AMPFI_25875
OG0003951	DROME07725	AMPFI_11617
OG0003955	DROME16756	AMPFI_11128
OG0003958	DROME00635	AMPFI_00232
OG0003959	DROME15055	AMPFI_04671
OG0003961	DROME17804	AMPFI_06314
OG0003962	DROME09201	AMPFI_16905
OG0003964	DROME09409	AMPFI_01234
OG0003965	DROME07977, DROME07971, DROME07972	AMPFI_04828
OG0003967	DROME15281	AMPFI_05943, AMPFI_08131
OG0003968	DROME04759, DROME04758	AMPFI_06736
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	AMPFI_07721
OG0003970	DROME08299	AMPFI_07812
OG0003971	DROME06198	AMPFI_14528
OG0003972	DROME03377	AMPFI_15565
OG0003973	DROME13196, DROME13195, DROME13194	AMPFI_20438
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	AMPFI_02502, AMPFI_02531, AMPFI_05249, AMPFI_09969
OG0004000	DROME11283	AMPFI_21623, AMPFI_16405, AMPFI_21863
OG0004002	DROME08892	AMPFI_02137
OG0004004	DROME11755, DROME11754	AMPFI_09791
OG0004005	DROME14778, DROME14779, DROME14780	AMPFI_05677
OG0004007	DROME18644	AMPFI_00209
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	AMPFI_12935
OG0004011	DROME02697, DROME02696, DROME02701	AMPFI_07886
OG0004012	DROME11288	AMPFI_11587
OG0004015	DROME07793	AMPFI_12276
OG0004017	DROME02036	AMPFI_05329, AMPFI_16787
OG0004019	DROME01647	AMPFI_04656, AMPFI_20503
OG0004021	DROME19870	AMPFI_13532
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	AMPFI_19771
OG0004023	DROME19067	AMPFI_19933
OG0004025	DROME16102	AMPFI_13676, AMPFI_23617
OG0004027	DROME13967	AMPFI_22283
OG0004028	DROME21582, DROME21583	AMPFI_19763, AMPFI_10335
OG0004029	DROME07976	AMPFI_10197
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	AMPFI_05716
OG0004032	DROME08117	AMPFI_18750
OG0004033	DROME14180, DROME12245	AMPFI_03927
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	AMPFI_24745
OG0004036	DROME19609	AMPFI_19780
OG0004037	DROME06863	AMPFI_03972
OG0004039	DROME19307	AMPFI_01095, AMPFI_04352
OG0004040	DROME07203	AMPFI_23302
OG0004042	DROME16619	AMPFI_16992
OG0004044	DROME05299, DROME05298	AMPFI_00282
OG0004045	DROME06772	AMPFI_08610
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	AMPFI_19469
OG0004048	DROME17671	AMPFI_12579
OG0004051	DROME18087, DROME18086	AMPFI_17845
OG0004053	DROME21730	AMPFI_17533
OG0004054	DROME15059	AMPFI_08608
OG0004056	DROME15287	AMPFI_02644
OG0004057	DROME00479	AMPFI_09381
OG0004059	DROME13217	AMPFI_10187
OG0004060	DROME20687	AMPFI_14285
OG0004061	DROME03990	AMPFI_10286
OG0004064	DROME06301	AMPFI_07536
OG0004065	DROME02456	AMPFI_19408
OG0004067	DROME14860	AMPFI_09979
OG0004068	DROME11057	AMPFI_18859
OG0004069	DROME10101	AMPFI_11248
OG0004070	DROME04845	AMPFI_16812
OG0004071	DROME15812	AMPFI_07328
OG0004072	DROME21957, DROME17982	AMPFI_04941
OG0004073	DROME01650	AMPFI_04508, AMPFI_25607
OG0004074	DROME06751	AMPFI_16175, AMPFI_02501
OG0004075	DROME21242	AMPFI_22791
OG0004076	DROME00303	AMPFI_08732
OG0004078	DROME11078	AMPFI_16143
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	AMPFI_22149
OG0004080	DROME06468, DROME06467	AMPFI_07191
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	AMPFI_07325
OG0004082	DROME08161	AMPFI_08776
OG0004083	DROME14312	AMPFI_23993, AMPFI_01827
OG0004084	DROME12357	AMPFI_15041
OG0004085	DROME05732, DROME05731, DROME05733	AMPFI_10044
OG0004089	DROME00381	AMPFI_00735
OG0004091	DROME14119	AMPFI_15165
OG0004092	DROME12563	AMPFI_06912
OG0004093	DROME15725	AMPFI_23222
OG0004096	DROME00515	AMPFI_17501
OG0004098	DROME01948	AMPFI_25761, AMPFI_22663, AMPFI_04786
OG0004099	DROME19388	AMPFI_13965
OG0004101	DROME08755, DROME08757, DROME08756	AMPFI_18949
OG0004102	DROME12666	AMPFI_15461
OG0004105	DROME04809, DROME04810, DROME04811	AMPFI_00050
OG0004106	DROME05999	AMPFI_09128
OG0004107	DROME12701, DROME19212	AMPFI_09933
OG0004108	DROME07361	AMPFI_11075
OG0004110	DROME17755	AMPFI_12307
OG0004111	DROME04654, DROME04653	AMPFI_07741
OG0004112	DROME12140	AMPFI_03998, AMPFI_17086, AMPFI_15301
OG0004113	DROME06222, DROME06223	AMPFI_14558, AMPFI_10578
OG0004114	DROME16337	AMPFI_07189
OG0004115	DROME13846, DROME13845, DROME13844	AMPFI_13715, AMPFI_12783
OG0004116	DROME02477	AMPFI_14003
OG0004118	DROME19673	AMPFI_15447
OG0004119	DROME14543	AMPFI_07138
OG0004120	DROME07794	AMPFI_07749
OG0004121	DROME03957	AMPFI_19218
OG0004122	DROME08383	AMPFI_02482
OG0004123	DROME12798	AMPFI_13800, AMPFI_02624
OG0004124	DROME02608	AMPFI_07154
OG0004127	DROME07186	AMPFI_23987
OG0004130	DROME05314	AMPFI_17105
OG0004131	DROME18904, DROME18905	AMPFI_02623
OG0004133	DROME02029	AMPFI_00729
OG0004134	DROME14839	AMPFI_11318
OG0004135	DROME03879	AMPFI_23953
OG0004136	DROME17670	AMPFI_23022, AMPFI_00272
OG0004142	DROME06754	AMPFI_18239
OG0004143	DROME13621	AMPFI_15415
OG0004144	DROME04309, DROME04310	AMPFI_12498, AMPFI_08519, AMPFI_23218
OG0004145	DROME15893	AMPFI_17789
OG0004145	DROME08647, DROME14074, DROME14075	AMPFI_03194
OG0004147	DROME06149	AMPFI_22254
OG0004148	DROME06090, DROME06089	AMPFI_12585
OG0004149	DROME11017, DROME11016, DROME11015	AMPFI_26020
OG0004150	DROME04551, DROME04550	AMPFI_21548, AMPFI_13804
OG0004151	DROME14564	AMPFI_00134, AMPFI_15889
OG0004153	DROME12893	AMPFI_22147
OG0004156	DROME18060	AMPFI_06309
OG0004157	DROME21496	AMPFI_19370
OG0004158	DROME10050	AMPFI_07649
OG0004159	DROME20404, DROME20403, DROME20402	AMPFI_08829
OG0004160	DROME15565	AMPFI_00568
OG0004164	DROME16332	AMPFI_05757
OG0004166	DROME17896	AMPFI_19424
OG0004167	DROME18913	AMPFI_24252, AMPFI_22854
OG0004168	DROME05468	AMPFI_12418
OG0004169	DROME00368	AMPFI_09723
OG0004170	DROME12078	AMPFI_18162
OG0004171	DROME07182	AMPFI_05713
OG0004176	DROME10985, DROME10984	AMPFI_01331, AMPFI_23021
OG0004178	DROME02387, DROME04815	AMPFI_03249
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	AMPFI_06442
OG0004180	DROME20474	AMPFI_06582
OG0004181	DROME12964	AMPFI_10263
OG0004182	DROME16363	AMPFI_14315, AMPFI_15250, AMPFI_11529
OG0004183	DROME09271	AMPFI_11544
OG0004184	DROME04419	AMPFI_12472
OG0004185	DROME05297	AMPFI_18248
OG0004186	DROME16037	AMPFI_18492
OG0004187	DROME07871	AMPFI_19435
OG0004188	DROME07492, DROME07494, DROME07493	AMPFI_24196
OG0004189	DROME11000, DROME11001	AMPFI_25484
OG0004190	DROME01879, DROME22091	AMPFI_25836
OG0004215	DROME19401	AMPFI_05972
OG0004216	DROME11793	AMPFI_02909
OG0004217	DROME21224	AMPFI_11613
OG0004219	DROME03490	AMPFI_05687
OG0004220	DROME07426, DROME07425	AMPFI_06135
OG0004222	DROME04949	AMPFI_22508
OG0004223	DROME01123, DROME06776	AMPFI_14106, AMPFI_14107
OG0004225	DROME05012	AMPFI_15711
OG0004226	DROME15145	AMPFI_10795
OG0004227	DROME04086	AMPFI_07234
OG0004228	DROME10277	AMPFI_24494, AMPFI_18790
OG0004229	DROME02866, DROME02865	AMPFI_04684
OG0004230	DROME18730, DROME18729	AMPFI_16103
OG0004231	DROME14487, DROME14486	AMPFI_06317, AMPFI_24209
OG0004232	DROME15977	AMPFI_18466
OG0004235	DROME12429	AMPFI_18111
OG0004236	DROME17566	AMPFI_18952
OG0004238	DROME05258, DROME05259, DROME05257	AMPFI_20812
OG0004239	DROME15568	AMPFI_05780, AMPFI_05779
OG0004241	DROME15542	AMPFI_24897
OG0004243	DROME14802, DROME20505	AMPFI_10050
OG0004244	DROME10097	AMPFI_25390
OG0004245	DROME02038	AMPFI_14565
OG0004246	DROME07435	AMPFI_08562
OG0004247	DROME13808	AMPFI_09617
OG0004248	DROME14001	AMPFI_06429
OG0004249	DROME04762	AMPFI_13244
OG0004250	DROME18272, DROME18273	AMPFI_12407
OG0004251	DROME04402	AMPFI_12152, AMPFI_09987
OG0004252	DROME14951	AMPFI_09692
OG0004253	DROME20276, DROME20277, DROME20275	AMPFI_11137
OG0004254	DROME16850, DROME16851, DROME16852	AMPFI_23528
OG0004255	DROME06896, DROME06895	AMPFI_05607
OG0004257	DROME14416	AMPFI_12483
OG0004258	DROME05217	AMPFI_04576
OG0004259	DROME21474, DROME10563	AMPFI_05436
OG0004261	DROME10981	AMPFI_09942
OG0004262	DROME16780	AMPFI_15895
OG0004263	DROME06450	AMPFI_19144
OG0004265	DROME05465	AMPFI_18948, AMPFI_24112, AMPFI_22206
OG0004268	DROME10031	AMPFI_19077
OG0004269	DROME16782	AMPFI_02131
OG0004270	DROME19295, DROME19296, DROME19297	AMPFI_22607
OG0004272	DROME21011	AMPFI_03000, AMPFI_03190
OG0004273	DROME09850	AMPFI_20320, AMPFI_02222, AMPFI_01584
OG0004275	DROME16991	AMPFI_10196
OG0004278	DROME01231	AMPFI_00741
OG0004280	DROME22015	AMPFI_08532
OG0004281	DROME00885	AMPFI_21877
OG0004282	DROME07183	AMPFI_03603
OG0004283	DROME21977	AMPFI_04258, AMPFI_22058
OG0004284	DROME19835, DROME19836	AMPFI_07793
OG0004285	DROME12894	AMPFI_05686
OG0004287	DROME16211	AMPFI_18985, AMPFI_03750, AMPFI_16572
OG0004288	DROME12750, DROME12751	AMPFI_12843
OG0004289	DROME10833, DROME19397	AMPFI_15989
OG0004290	DROME01469	AMPFI_20931
OG0004294	DROME13106, DROME13107	AMPFI_25254
OG0004295	DROME20603, DROME20604, DROME20602	AMPFI_09939
OG0004297	DROME01005	AMPFI_04000
OG0004299	DROME21406, DROME21405	AMPFI_10108
OG0004300	DROME21737	AMPFI_20207
OG0004301	DROME06959	AMPFI_21938
OG0004302	DROME01833	AMPFI_16467
OG0004303	DROME02789, DROME02790	AMPFI_18613
OG0004305	DROME00211	AMPFI_12729
OG0004306	DROME06581, DROME06582, DROME06580, DROME06583	AMPFI_17375, AMPFI_16656
OG0004307	DROME07784	AMPFI_10120
OG0004308	DROME08791, DROME08790	AMPFI_06434
OG0004309	DROME11787	AMPFI_07893
OG0004310	DROME20002	AMPFI_01502
OG0004312	DROME07615	AMPFI_14477
OG0004314	DROME04957	AMPFI_17299
OG0004315	DROME21705	AMPFI_11714
OG0004316	DROME06707	AMPFI_06233
OG0004319	DROME01293	AMPFI_07860
OG0004321	DROME00141	AMPFI_03701
