Orthogroup	DROME	YEAST
OG0003012	DROME16686	YEAST04512
OG0003016	DROME06109, DROME04760	YEAST04810
OG0003017	DROME03993, DROME03994	YEAST02213
OG0003018	DROME01985	YEAST01635, YEAST01949
OG0003027	DROME13632	YEAST05498
OG0003028	DROME19503	YEAST05822
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	YEAST04523
OG0003033	DROME02552	YEAST02457, YEAST02640
OG0003043	DROME01115	YEAST02551
OG0003046	DROME06986	YEAST01632
OG0003054	DROME15214	YEAST04909, YEAST05341
OG0003056	DROME01323, DROME01324	YEAST02257
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	YEAST02832, YEAST03675
OG0003063	DROME03416	YEAST00204
OG0003066	DROME19326	YEAST00969
OG0003072	DROME09180, DROME09181	YEAST05076
OG0003073	DROME13385, DROME14642	YEAST00167
OG0003079	DROME11418, DROME11417	YEAST01019
OG0003101	DROME16966, DROME16965, DROME16967	YEAST01357
OG0003104	DROME01186, DROME01187	YEAST00861
OG0003105	DROME14362, DROME14361, DROME14360	YEAST04282
OG0003106	DROME07627	YEAST03619
OG0003107	DROME12506	YEAST00029
OG0003108	DROME13177, DROME13178, DROME02795, DROME10233	YEAST00796
OG0003110	DROME09020	YEAST02197
OG0003114	DROME04951, DROME04952	YEAST00453, YEAST02426
OG0003119	DROME02450, DROME02453, DROME02451	YEAST00778
OG0003121	DROME19886, DROME19887	YEAST03190
OG0003126	DROME07155, DROME07156, DROME07159, DROME07160, DROME07161, DROME07158, DROME07157, DROME05531, DROME05529, DROME05530, DROME05534, DROME05533, DROME05532, DROME07164, DROME07165, DROME07163, DROME07162	YEAST00300
OG0003131	DROME18130, DROME18131	YEAST04435, YEAST04350
OG0003135	DROME07491	YEAST02069
OG0003138	DROME18809	YEAST01790, YEAST00784
OG0003145	DROME03862	YEAST06012
OG0003147	DROME16290, DROME16289	YEAST03729
OG0003151	DROME04792	YEAST03910
OG0003153	DROME21845	YEAST05438
OG0003154	DROME05761	YEAST00694
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	YEAST01203
OG0003164	DROME01606	YEAST05549, YEAST04492
OG0003169	DROME03939	YEAST04410
OG0003172	DROME02195	YEAST06030
OG0003174	DROME21527, DROME21526, DROME21528	YEAST06178
OG0003178	DROME10286, DROME10285	YEAST05823
OG0003179	DROME19635	YEAST00905
OG0003182	DROME01632	YEAST05565
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	YEAST00820
OG0003191	DROME09590	YEAST01068
OG0003193	DROME14192	YEAST02494
OG0003197	DROME21048	YEAST06274
OG0003199	DROME12668, DROME21725, DROME21726	YEAST04961
OG0003207	DROME14952	YEAST04056
OG0003212	DROME16100	YEAST05531
OG0003214	DROME00548	YEAST03701
OG0003215	DROME09352	YEAST04373
OG0003218	DROME08231, DROME08230	YEAST04068
OG0003219	DROME09373	YEAST01656
OG0003220	DROME11342, DROME11341	YEAST03417, YEAST00186
OG0003221	DROME00225, DROME00224	YEAST05064
OG0003223	DROME09209	YEAST04472
OG0003228	DROME21008	YEAST06187
OG0003230	DROME17741	YEAST05487
OG0003235	DROME05661, DROME05663, DROME05662	YEAST06282
OG0003251	DROME19769, DROME19768, DROME16949	YEAST05338, YEAST04904
OG0003254	DROME02901	YEAST03911
OG0003257	DROME15418	YEAST02741
OG0003263	DROME09851	YEAST05333
OG0003264	DROME08076	YEAST03398
OG0003267	DROME01973, DROME01974, DROME02727	YEAST02516
OG0003277	DROME07456	YEAST03706
OG0003283	DROME12472	YEAST02779
OG0003284	DROME06818	YEAST02184
OG0003287	DROME04328, DROME08276	YEAST00166
OG0003288	DROME00366, DROME00364, DROME00365	YEAST05062
OG0003290	DROME00517	YEAST06325
OG0003293	DROME14676	YEAST04930
OG0003300	DROME16959	YEAST03316
OG0003301	DROME18741	YEAST03267
OG0003302	DROME01479, DROME01480	YEAST04633
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	YEAST05878
OG0003304	DROME02914, DROME02913	YEAST01018
OG0003316	DROME13200	YEAST04887
OG0003317	DROME19362	YEAST03051
OG0003318	DROME16706	YEAST02158
OG0003332	DROME00791	YEAST02945, YEAST00447
OG0003335	DROME18113, DROME18112	YEAST01260
OG0003340	DROME16534, DROME16533	YEAST04972
OG0003341	DROME01797	YEAST00990
OG0003343	DROME09151	YEAST04356, YEAST06258
OG0003344	DROME04462, DROME04461	YEAST04764
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	YEAST02133
OG0003348	DROME02128	YEAST02844
OG0003349	DROME08306, DROME08305, DROME08304	YEAST00235, YEAST04798
OG0003356	DROME15849	YEAST02937
OG0003357	DROME12029	YEAST04240, YEAST02522
OG0003364	DROME00064	YEAST00730
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	YEAST05276, YEAST03075
OG0003374	DROME06476, DROME06475, DROME06474	YEAST03627
OG0003375	DROME21029	YEAST03722
OG0003377	DROME20606	YEAST03340
OG0003380	DROME14333	YEAST00529
OG0003381	DROME10051	YEAST03447, YEAST01380
OG0003386	DROME07039, DROME07040, DROME07041	YEAST02725
OG0003425	DROME11464, DROME11465, DROME11463	YEAST05084
OG0003426	DROME12495	YEAST05251
OG0003429	DROME10811, DROME14963, DROME10812	YEAST05921
OG0003430	DROME19610, DROME04057	YEAST04732
OG0003434	DROME00166, DROME15353	YEAST02689
OG0003443	DROME18500	YEAST06032
OG0003454	DROME10067	YEAST04088
OG0003458	DROME04148, DROME16139	YEAST00169
OG0003461	DROME17474, DROME21694	YEAST05752, YEAST04759
OG0003463	DROME20444	YEAST02371
OG0003464	DROME06231	YEAST05120
OG0003465	DROME04464	YEAST02874
OG0003467	DROME06043, DROME06042	YEAST01278
OG0003477	DROME12317	YEAST03665
OG0003483	DROME09876, DROME09877	YEAST06074
OG0003487	DROME12571	YEAST03066
OG0003491	DROME11698	YEAST03514
OG0003493	DROME09294	YEAST01076
OG0003497	DROME08732	YEAST00758
OG0003498	DROME13034, DROME13035	YEAST05680
OG0003500	DROME04015, DROME00982	YEAST03303, YEAST02683
OG0003501	DROME13347, DROME13346, DROME13348	YEAST01421
OG0003502	DROME19567, DROME14375	YEAST02519
OG0003503	DROME17101, DROME17102	YEAST00400
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	YEAST00697
OG0003509	DROME09159, DROME09158, DROME04643, DROME21960, DROME21962, DROME21961	YEAST02850
OG0003515	DROME21652	YEAST00923
OG0003518	DROME08309	YEAST04809
OG0003523	DROME16368	YEAST05393
OG0003531	DROME21993	YEAST00465
OG0003532	DROME08605	YEAST05810
OG0003539	DROME09387, DROME09386	YEAST03774
OG0003541	DROME10049, DROME10048	YEAST01314
OG0003543	DROME18669	YEAST01290
OG0003544	DROME05896	YEAST00251
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	YEAST06166
OG0003551	DROME18271, DROME18270, DROME16713	YEAST01826
OG0003552	DROME18554, DROME18555	YEAST04163
OG0003556	DROME06703, DROME06702	YEAST05216
OG0003560	DROME18173	YEAST02357, YEAST05925
OG0003561	DROME10510	YEAST06100
OG0003562	DROME12847, DROME12848	YEAST00960
OG0003567	DROME20360, DROME20359	YEAST04838
OG0003568	DROME08773	YEAST04328
OG0003570	DROME14267, DROME14246	YEAST03562, YEAST04635
OG0003571	DROME19608	YEAST05553
OG0003573	DROME07521	YEAST00597
OG0003578	DROME16703	YEAST05031
OG0003579	DROME17312	YEAST05446
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	YEAST03174
OG0003599	DROME08018	YEAST04133
OG0003603	DROME05424	YEAST03529
OG0003610	DROME07982, DROME07983	YEAST02573
OG0003611	DROME17638	YEAST01054
OG0003613	DROME00856	YEAST02366
OG0003615	DROME16618, DROME16617	YEAST01638
OG0003617	DROME16095	YEAST01843, YEAST04802, YEAST04398
OG0003618	DROME15284, DROME15283	YEAST00747
OG0003619	DROME13589, DROME13590	YEAST04756
OG0003624	DROME12696	YEAST00147
OG0003630	DROME06784	YEAST04845
OG0003632	DROME18545	YEAST02125
OG0003638	DROME16659	YEAST00956
OG0003641	DROME01116	YEAST04061, YEAST01158
OG0003644	DROME00616	YEAST01545
OG0003645	DROME12178	YEAST05809, YEAST05493
OG0003646	DROME09249, DROME09250	YEAST02349
OG0003647	DROME16616	YEAST04352, YEAST04433
OG0003649	DROME12148, DROME12149	YEAST00203
OG0003650	DROME10934, DROME10933	YEAST00737, YEAST04997
OG0003659	DROME09855	YEAST00140
OG0003661	DROME07051	YEAST02758
OG0003664	DROME05104	YEAST03791
OG0003668	DROME15022, DROME15023	YEAST06168
OG0003669	DROME05487	YEAST02813
OG0003672	DROME03649	YEAST03137
OG0003676	DROME14242, DROME00396, DROME05478	YEAST03110
OG0003678	DROME20450	YEAST02330
OG0003679	DROME02313	YEAST03223
OG0003682	DROME12564	YEAST00571
OG0003687	DROME12601	YEAST02527, YEAST04246
OG0003690	DROME00439	YEAST01162
OG0003692	DROME11124	YEAST00692
OG0003693	DROME08115	YEAST05304
OG0003694	DROME12215, DROME12216	YEAST01453
OG0003696	DROME10156	YEAST05704
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	YEAST04962
OG0003698	DROME17520	YEAST03764, YEAST03185
OG0003703	DROME15370	YEAST00683
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	YEAST02077
OG0003712	DROME10970	YEAST02114
OG0003713	DROME05410	YEAST01549, YEAST03807
OG0003716	DROME18657	YEAST02390
OG0003718	DROME01297	YEAST05772
OG0003719	DROME14563	YEAST06338
OG0003721	DROME09052	YEAST04960
OG0003724	DROME10712	YEAST02365, YEAST06120
OG0003729	DROME04356, DROME06341, DROME02593, DROME02592	YEAST01543
OG0003731	DROME02907	YEAST04486
OG0003733	DROME00230	YEAST03492
OG0003734	DROME19430	YEAST02809, YEAST03842
OG0003735	DROME19631	YEAST06115
OG0003738	DROME11561, DROME11562	YEAST05605
OG0003740	DROME01620	YEAST01029
OG0003741	DROME14002, DROME20156	YEAST01379
OG0003743	DROME13785	YEAST06008, YEAST05688
OG0003744	DROME08150	YEAST01207
OG0003745	DROME20574, DROME20575	YEAST02618
OG0003749	DROME18502, DROME18501	YEAST04441
OG0003750	DROME15590	YEAST00149
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	YEAST01878
OG0003758	DROME11710, DROME11712, DROME11711	YEAST06133
OG0003759	DROME06383	YEAST03315
OG0003767	DROME02791	YEAST01933, YEAST01650
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	YEAST01999
OG0003778	DROME13171	YEAST05796
OG0003779	DROME17898	YEAST04431
OG0003806	DROME01868	YEAST02367
OG0003807	DROME20522, DROME05215	YEAST04265, YEAST03128
OG0003808	DROME08174	YEAST01201
OG0003811	DROME14988, DROME14990, DROME14989	YEAST00417
OG0003812	DROME16112, DROME15368	YEAST00287
OG0003813	DROME10056	YEAST00254
OG0003818	DROME11129	YEAST04318
OG0003824	DROME17215	YEAST01468
OG0003828	DROME10911	YEAST02448
OG0003829	DROME01864	YEAST02032, YEAST01031
OG0003831	DROME02158	YEAST03010
OG0003834	DROME21433	YEAST06322
OG0003837	DROME14236, DROME08398	YEAST02586
OG0003838	DROME00382, DROME00383	YEAST03413
OG0003839	DROME21710	YEAST01736
OG0003844	DROME19636, DROME19637	YEAST06054
OG0003846	DROME14576	YEAST00356
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	YEAST01654
OG0003850	DROME19645	YEAST00228
OG0003851	DROME07873, DROME07872, DROME07874	YEAST06169
OG0003852	DROME08152	YEAST03296
OG0003853	DROME00889	YEAST06251
OG0003855	DROME08550, DROME08549	YEAST04936
OG0003856	DROME18670	YEAST03934, YEAST02710
OG0003858	DROME12659	YEAST01401
OG0003860	DROME03956	YEAST01412
OG0003866	DROME15012, DROME15013	YEAST01895
OG0003867	DROME04382	YEAST03558
OG0003868	DROME05264, DROME05265, DROME05263	YEAST01448
OG0003869	DROME09592	YEAST02771
OG0003875	DROME19790, DROME19791	YEAST05070
OG0003876	DROME09112	YEAST02423
OG0003877	DROME03255, DROME03256	YEAST04860, YEAST05867, YEAST03825
OG0003879	DROME15863, DROME15864	YEAST00463
OG0003881	DROME06398	YEAST03851
OG0003886	DROME16702	YEAST06023
OG0003887	DROME05627, DROME16856	YEAST00028
OG0003893	DROME20864	YEAST05028
OG0003897	DROME08504, DROME08505	YEAST01270
OG0003899	DROME15608	YEAST04954
OG0003904	DROME13386	YEAST01732
OG0003908	DROME07423	YEAST01362
OG0003908	DROME05483	YEAST06330
OG0003910	DROME10387	YEAST03780
OG0003911	DROME11361	YEAST00032
OG0003913	DROME04350	YEAST03258
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	YEAST00058
OG0003921	DROME02956, DROME02955, DROME02957	YEAST06181
OG0003926	DROME01565, DROME01567, DROME01566	YEAST04138
OG0003929	DROME08880	YEAST04489, YEAST01422
OG0003930	DROME20922	YEAST03969
OG0003931	DROME02384, DROME02385	YEAST01142
OG0003934	DROME11280	YEAST00084
OG0003938	DROME13183	YEAST01566, YEAST05133
OG0003939	DROME01287	YEAST03211
OG0003944	DROME18760	YEAST01186
OG0003946	DROME13159, DROME13158	YEAST03220
OG0003947	DROME08292	YEAST06266, YEAST05428
OG0003949	DROME09152	YEAST01888
OG0003950	DROME16615	YEAST01409
OG0003955	DROME16756	YEAST03951
OG0003959	DROME15055	YEAST02778
OG0003961	DROME17804	YEAST01991
OG0003967	DROME15281	YEAST05935
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	YEAST02146
OG0003971	DROME06198	YEAST00520
OG0003972	DROME03377	YEAST06331
OG0003973	DROME13196, DROME13195, DROME13194	YEAST06329
OG0003978	DROME14494, DROME17669, DROME16351, DROME16350, DROME16349	YEAST03551, YEAST00942, YEAST05399
OG0003999	DROME14381, DROME14380	YEAST05604
OG0004000	DROME11283	YEAST06060
OG0004005	DROME14778, DROME14779, DROME14780	YEAST06216
OG0004007	DROME18644	YEAST01456
OG0004012	DROME11288	YEAST00755
OG0004017	DROME02036	YEAST03019
OG0004023	DROME16512, DROME19067	YEAST04349
OG0004027	DROME13967	YEAST03587
OG0004032	DROME08117	YEAST02562
OG0004033	DROME14180, DROME12245	YEAST02572
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	YEAST02134
OG0004037	DROME06863	YEAST03371
OG0004042	DROME16619	YEAST05578
OG0004044	DROME05299, DROME05298	YEAST05367
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	YEAST02496
OG0004051	DROME18087, DROME18086	YEAST01772
OG0004054	DROME15059	YEAST05576
OG0004056	DROME15287	YEAST05698
OG0004057	DROME06677, DROME00479	YEAST05620
OG0004059	DROME13217	YEAST00030
OG0004065	DROME02456	YEAST00772
OG0004067	DROME14860	YEAST02665
OG0004068	DROME11057	YEAST03461
OG0004071	DROME15812	YEAST02893
OG0004072	DROME21957, DROME17982	YEAST02440
OG0004075	DROME21242	YEAST02332
OG0004076	DROME00303	YEAST05461
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	YEAST04385
OG0004080	DROME06468, DROME06467	YEAST00812
OG0004082	DROME08161	YEAST00063, YEAST05409
OG0004090	DROME03177	YEAST02301, YEAST02021
OG0004091	DROME14119	YEAST04715
OG0004092	DROME12563	YEAST03564, YEAST06307
OG0004096	DROME05141, DROME05140, DROME05135, DROME00515	YEAST00160
OG0004097	DROME01515	YEAST05039
OG0004101	DROME08755, DROME08757, DROME08756	YEAST03547, YEAST02901
OG0004102	DROME12666	YEAST05787
OG0004105	DROME04809, DROME04810, DROME04811	YEAST01700, YEAST01565
OG0004110	DROME17755	YEAST02825
OG0004113	DROME06224	YEAST01291
OG0004113	DROME06222, DROME06223	YEAST02059
OG0004115	DROME13846, DROME13845, DROME13844	YEAST00325
OG0004116	DROME02477	YEAST00481
OG0004118	DROME19673	YEAST01855
OG0004119	DROME14543	YEAST02170
OG0004120	DROME07794	YEAST01953
OG0004123	DROME12798	YEAST04761
OG0004124	DROME02608	YEAST01139
OG0004127	DROME07186	YEAST06097
OG0004130	DROME05314	YEAST03149
OG0004134	DROME14839	YEAST05611
OG0004136	DROME17670	YEAST01084
OG0004142	DROME06754	YEAST05774
OG0004148	DROME06090, DROME06089	YEAST00867
OG0004150	DROME04551, DROME04550	YEAST04690
OG0004151	DROME14564	YEAST04284
OG0004153	DROME12893	YEAST05958, YEAST04386, YEAST00290
OG0004158	DROME10050	YEAST03379
OG0004164	DROME16332	YEAST05923
OG0004166	DROME17896	YEAST00189
OG0004168	DROME05468	YEAST03028
OG0004169	DROME00368	YEAST05813
OG0004170	DROME12078	YEAST05906
OG0004171	DROME07182	YEAST04501
OG0004179	DROME10276, DROME10274, DROME10275, DROME10273	YEAST01050
OG0004181	DROME12964	YEAST03406
OG0004182	DROME16363	YEAST03699
OG0004184	DROME04419	YEAST00127
OG0004186	DROME16037	YEAST04981
OG0004188	DROME07492, DROME07494, DROME07493	YEAST02761
OG0004198	DROME17028	YEAST02869, YEAST03548
OG0004215	DROME19401	YEAST04590
OG0004217	DROME21224	YEAST01257
OG0004219	DROME03490	YEAST00912
OG0004222	DROME04949	YEAST05826
OG0004230	DROME18730, DROME18729	YEAST02220
OG0004232	DROME01342, DROME15977	YEAST05931
OG0004236	DROME17566	YEAST05432
OG0004237	DROME18213, DROME18214	YEAST04445, YEAST04344
OG0004239	DROME15568	YEAST05144
OG0004243	DROME14802, DROME20505	YEAST00306
OG0004245	DROME02038	YEAST00859
OG0004248	DROME14001	YEAST03678
OG0004249	DROME04762	YEAST02740
OG0004250	DROME18272, DROME18273	YEAST05543
OG0004252	DROME14951	YEAST05178
OG0004254	DROME16850, DROME16851, DROME16852	YEAST03900
OG0004258	DROME05217	YEAST00665
OG0004259	DROME21474, DROME10563	YEAST03730
OG0004261	DROME10981	YEAST02564
OG0004262	DROME16780	YEAST02368
OG0004268	DROME10031	YEAST00496
OG0004269	DROME16782	YEAST04758
OG0004273	DROME09850	YEAST02547
OG0004278	DROME01231	YEAST00243
OG0004280	DROME22015	YEAST05895
OG0004282	DROME07183	YEAST02575, YEAST06242
OG0004283	DROME21977	YEAST04184
OG0004287	DROME16211	YEAST01708
OG0004289	DROME10833, DROME19397	YEAST05719
OG0004291	DROME16342	YEAST00852
OG0004292	DROME06641	YEAST02537
OG0004295	DROME20603, DROME20604, DROME20602	YEAST05946
OG0004297	DROME01005	YEAST01463
OG0004300	DROME21737	YEAST05309
OG0004301	DROME06959	YEAST03850
OG0004302	DROME01833	YEAST05203
OG0004303	DROME02789, DROME02790	YEAST02492
OG0004304	DROME15979, DROME15978	YEAST02425, YEAST05929
OG0004305	DROME00211	YEAST02123
OG0004307	DROME07784	YEAST04592
OG0004308	DROME08791, DROME08790	YEAST04835
OG0004309	DROME11787	YEAST05924
OG0004310	DROME20002	YEAST05001
OG0004312	DROME07615	YEAST03330
OG0004314	DROME04957	YEAST00500
OG0004324	DROME19211, DROME05925, DROME05924	YEAST04322
OG0004330	DROME05935	YEAST06277
OG0004331	DROME09522	YEAST06230
OG0004333	DROME03525	YEAST01391
OG0004335	DROME10278	YEAST01057
OG0004337	DROME13597	YEAST05652
OG0004338	DROME16553	YEAST05023
OG0004344	DROME17664	YEAST02441
OG0004345	DROME20919, DROME20924	YEAST04894
OG0004347	DROME18052, DROME18053, DROME21288, DROME21289	YEAST04515
OG0004348	DROME08598, DROME08597	YEAST03956
OG0004350	DROME08566	YEAST04742
OG0004351	DROME17742	YEAST04167
OG0004353	DROME05577	YEAST05143
OG0004356	DROME12218	YEAST02877
OG0004357	DROME01205, DROME01203	YEAST02304
OG0004358	DROME01539	YEAST01304
OG0004359	DROME15372	YEAST01873
OG0004364	DROME18518, DROME02371	YEAST00647
OG0004366	DROME02176	YEAST01097
OG0004369	DROME08156	YEAST04013
OG0004370	DROME13154, DROME12142, DROME12141	YEAST02378
OG0004374	DROME21010	YEAST00556
OG0004377	DROME02771, DROME02772, DROME02773, DROME02770	YEAST05181
OG0004378	DROME00771	YEAST03291
OG0004379	DROME14972, DROME14973	YEAST02180, YEAST04152
OG0004380	DROME21035, DROME21034	YEAST04825
OG0004382	DROME16408, DROME16407	YEAST03218
OG0004394	DROME00472, DROME00473, DROME00475	YEAST00619
OG0004396	DROME00290, DROME00291	YEAST01668
OG0004401	DROME15904	YEAST04219
OG0004404	DROME00111	YEAST00833, YEAST00883
OG0004417	DROME08382	YEAST03358
OG0004425	DROME09154	YEAST04958
OG0004426	DROME02898	YEAST01028
OG0004460	DROME01612	YEAST06162
OG0004462	DROME10763	YEAST03397
OG0004468	DROME08086	YEAST04439
OG0004472	DROME13220	YEAST06199
OG0004479	DROME02751	YEAST00474
OG0004484	DROME15453	YEAST01989
OG0004486	DROME03906	YEAST00968
OG0004489	DROME01140	YEAST03700
OG0004490	DROME02420	YEAST02887
OG0004492	DROME06523	YEAST05415, YEAST01368
OG0004494	DROME12460, DROME12459	YEAST03738
OG0004495	DROME19461, DROME19460, DROME03167	YEAST00946
OG0004498	DROME20932	YEAST02716
OG0004500	DROME19536	YEAST04651
OG0004503	DROME04705	YEAST02385
OG0004506	DROME10904	YEAST06061
OG0004507	DROME17036	YEAST04994
OG0004512	DROME10927	YEAST01510
OG0004513	DROME12675	YEAST04235
OG0004515	DROME15124, DROME19804	YEAST05737
OG0004519	DROME13472	YEAST01596
OG0004520	DROME13131	YEAST06001, YEAST05696
OG0004525	DROME13522	YEAST03937
OG0004526	DROME09780	YEAST02603
OG0004529	DROME14562	YEAST03981
OG0004535	DROME11313, DROME11681	YEAST02221
OG0004538	DROME01010	YEAST02750
OG0004542	DROME14306, DROME14305	YEAST04623
OG0004545	DROME14918	YEAST02071
OG0004546	DROME07299	YEAST04485
OG0004551	DROME17768, DROME17769	YEAST00426
OG0004554	DROME15667	YEAST04172
OG0004559	DROME00073	YEAST04428
OG0004563	DROME01043	YEAST04325
OG0004566	DROME09871	YEAST02192
OG0004567	DROME02916	YEAST05747
OG0004571	DROME15691, DROME15692	YEAST02127
OG0004573	DROME00139	YEAST00677
OG0004577	DROME08875, DROME08876	YEAST02283
OG0004579	DROME01846	YEAST00134
OG0004581	DROME17808, DROME17807, DROME17806	YEAST03583, YEAST04618
OG0004582	DROME06477	YEAST04377
OG0004583	DROME11053	YEAST05833
OG0004584	DROME21581	YEAST03457
OG0004585	DROME01558, DROME01556, DROME01557	YEAST01153
OG0004590	DROME15582, DROME11041, DROME11040	YEAST03622, YEAST00886
OG0004593	DROME07438	YEAST01231
OG0004606	DROME09779	YEAST05926
OG0004609	DROME08817	YEAST05326
OG0004610	DROME10381	YEAST04487, YEAST01427
OG0004611	DROME16445	YEAST04613
OG0004612	DROME00790	YEAST02359
OG0004616	DROME19950, DROME19951	YEAST00250, YEAST02830
OG0004619	DROME17529	YEAST03531
OG0004621	DROME20061, DROME20060	YEAST00178
OG0004626	DROME04697	YEAST00427
OG0004630	DROME13583	YEAST01322, YEAST02951
OG0004633	DROME15422	YEAST03510
OG0004634	DROME00888	YEAST00262, YEAST00249
OG0004635	DROME17782	YEAST02703
OG0004639	DROME08016	YEAST02924
OG0004642	DROME06579	YEAST03591
OG0004648	DROME18522	YEAST04721, YEAST05892
OG0004649	DROME20953	YEAST02284
OG0004651	DROME21452, DROME21453	YEAST01146
OG0004654	DROME05489, DROME05488	YEAST00988
OG0004655	DROME01318	YEAST01640
OG0004656	DROME16743	YEAST04281
OG0004657	DROME03195	YEAST00473
OG0004658	DROME09698	YEAST04140
OG0004659	DROME14307	YEAST02251
OG0004660	DROME17308, DROME17309, DROME17306, DROME17307	YEAST06221, YEAST00721
OG0004663	DROME20926	YEAST01161
OG0004664	DROME04843, DROME04844	YEAST05162
OG0004668	DROME08135	YEAST01610
OG0004669	DROME07920	YEAST00949
OG0004670	DROME04629	YEAST03416
OG0004671	DROME19389	YEAST02606
OG0004674	DROME20610	YEAST05448
OG0004675	DROME01467, DROME01466, DROME03380	YEAST05072, YEAST02983
OG0004676	DROME18548	YEAST05785, YEAST00056, YEAST02694
OG0004678	DROME04998, DROME04997	YEAST02777, YEAST04846
OG0004682	DROME14960, DROME14957	YEAST02876
OG0004683	DROME20448	YEAST00676
OG0004684	DROME16043	YEAST05643
OG0004685	DROME18917, DROME18916	YEAST04200
OG0004687	DROME02093	YEAST00982
OG0004691	DROME17121	YEAST00819
OG0004699	DROME03068	YEAST05453
OG0004703	DROME19325	YEAST00841
OG0004705	DROME20075, DROME20076	YEAST05591
OG0004708	DROME00172	YEAST04540
OG0004711	DROME06479	YEAST03281
OG0004728	DROME01900	YEAST04662, YEAST00882
OG0004733	DROME04757	YEAST06337
OG0004739	DROME16590	YEAST01817
OG0004740	DROME20299	YEAST04029
OG0004743	DROME03419	YEAST04299
OG0004747	DROME00628	YEAST01134
OG0004749	DROME10966	YEAST05904
OG0004753	DROME03636	YEAST04746
OG0004755	DROME16542	YEAST03690
OG0004756	DROME05028	YEAST03704
OG0004759	DROME14009	YEAST02912
OG0004760	DROME20882, DROME20886, DROME20887, DROME20888, DROME11853	YEAST01847
OG0004764	DROME04351	YEAST04443, YEAST04345
OG0004765	DROME08142, DROME19163	YEAST02487
OG0004766	DROME02533	YEAST01053
OG0004767	DROME10770	YEAST03559
OG0004768	DROME02452	YEAST02666
OG0004769	DROME02034	YEAST06228
OG0004770	DROME06615	YEAST03432
OG0004774	DROME15180	YEAST06062
OG0004785	DROME20154, DROME01032, DROME00155, DROME02565	YEAST04153
OG0004787	DROME07713	YEAST02164
OG0004792	DROME06361, DROME08012	YEAST02299
OG0004795	DROME13666	YEAST02163
OG0004797	DROME07303	YEAST00371
OG0004805	DROME04002	YEAST03570
OG0004808	DROME02542	YEAST02354
OG0004811	DROME02621	YEAST01683
OG0004814	DROME05830	YEAST05710
OG0004816	DROME07783	YEAST04664
OG0004819	DROME12033	YEAST00279
OG0004820	DROME01989	YEAST05404
OG0004822	DROME04359	YEAST03199
OG0004833	DROME21757, DROME21758, DROME07997, DROME05462, DROME18534	YEAST01309
OG0004836	DROME13630	YEAST00658
OG0004840	DROME05865	YEAST01399
OG0004841	DROME10055	YEAST01375
OG0004842	DROME03366	YEAST05083
OG0004843	DROME07719, DROME07718	YEAST03163
OG0004844	DROME13071	YEAST01571
OG0004848	DROME00795	YEAST02387
OG0004849	DROME13112	YEAST06335
OG0004850	DROME02318	YEAST05082, YEAST02977
OG0004851	DROME14412	YEAST02907
OG0004852	DROME19281, DROME19280	YEAST00825
OG0004854	DROME04906	YEAST00889, YEAST04304
OG0004855	DROME06480	YEAST03252
OG0004856	DROME20969, DROME02553	YEAST05973
OG0004858	DROME21278, DROME21279, DROME15142	YEAST04268
OG0004863	DROME11509	YEAST00862
OG0004864	DROME17771	YEAST00264
OG0004874	DROME06823	YEAST04564
OG0004875	DROME07370	YEAST02491
OG0004877	DROME13683	YEAST05247
OG0004879	DROME00897	YEAST01311
OG0004880	DROME08365	YEAST06046
OG0004881	DROME08062	YEAST00141
OG0004886	DROME20605	YEAST05077
OG0004887	DROME16935	YEAST05734
OG0004893	DROME00887	YEAST04667
OG0004896	DROME10135	YEAST06193
OG0004897	DROME19647, DROME19646	YEAST03127, YEAST00642
OG0004898	DROME20157	YEAST01269
OG0004902	DROME21164, DROME21163	YEAST00933
OG0004903	DROME05016	YEAST03539
OG0004906	DROME09739	YEAST02770
OG0004911	DROME03353, DROME03354	YEAST04765
OG0004913	DROME03983, DROME03981, DROME03982, DROME03984	YEAST01636
OG0004914	DROME06293	YEAST03369
OG0004917	DROME08602	YEAST00244
