Orthogroup	DROME	PFLAV
OG0002959	DROME21736	TCONS_00010958.p1
OG0002960	DROME20297, DROME20296, DROME20294, DROME20295, DROME20293	TCONS_00039602.p1, TCONS_00039603.p1
OG0002962	DROME20600	TCONS_00013946.p1
OG0002964	DROME17991, DROME17992, DROME17989, DROME17985, DROME17987, DROME17984, DROME17988, DROME17990, DROME17986	TCONS_00013728.p1
OG0002966	DROME20414, DROME20412, DROME20411, DROME20415, DROME20410, DROME20413	TCONS_00016413.p1, TCONS_00016414.p1
OG0002967	DROME18521, DROME18520	TCONS_00034167.p1, TCONS_00034173.p1
OG0002968	DROME05214	TCONS_00000180.p1
OG0002969	DROME04084, DROME04085	TCONS_00055983.p1
OG0002973	DROME19229, DROME19228	TCONS_00048192.p1
OG0002974	DROME01465	TCONS_00009337.p1
OG0002975	DROME00051, DROME00050	TCONS_00010555.p1
OG0002976	DROME16320, DROME20322, DROME20323	TCONS_00028969.p1
OG0002977	DROME10042, DROME10040, DROME10039, DROME10038, DROME10036, DROME10037, DROME10041, DROME10043	TCONS_00004747.p1
OG0002978	DROME09324, DROME11790	TCONS_00010996.p1
OG0002979	DROME15607	TCONS_00000115.p1
OG0002982	DROME07294, DROME07292, DROME07295, DROME07293	TCONS_00002363.p1, TCONS_00002375.p1
OG0002983	DROME12376	TCONS_00002109.p1, TCONS_00002101.p1
OG0002984	DROME11997	TCONS_00014608.p1
OG0002985	DROME08067, DROME08066, DROME08064, DROME08065, DROME08063	TCONS_00042833.p1
OG0002986	DROME06888	TCONS_00049664.p1
OG0002987	DROME13970, DROME13977	TCONS_00026946.p1
OG0002990	DROME12949, DROME12950	TCONS_00027688.p1
OG0002991	DROME05520, DROME05522, DROME05521	TCONS_00030348.p1
OG0002992	DROME16899, DROME16900	TCONS_00020442.p1
OG0002994	DROME07777, DROME07776	TCONS_00008401.p1
OG0002995	DROME15764, DROME15763, DROME15761, DROME15762, DROME15765	TCONS_00010897.p1
OG0002997	DROME02903	TCONS_00053213.p1
OG0002998	DROME04901, DROME04900, DROME04899	TCONS_00022351.p1
OG0003001	DROME12222	TCONS_00002698.p1
OG0003005	DROME19774	TCONS_00003466.p1
OG0003006	DROME00129	TCONS_00014322.p1, TCONS_00014334.p1
OG0003008	DROME10417, DROME10419, DROME10418	TCONS_00014834.p1
OG0003010	DROME09942, DROME21676, DROME21680, DROME21679, DROME21678, DROME21677	TCONS_00036755.p1
OG0003011	DROME17655, DROME17656	TCONS_00044235.p1
OG0003012	DROME16686	TCONS_00013995.p1, TCONS_00048089.p1
OG0003014	DROME20620	TCONS_00018508.p1
OG0003016	DROME06109, DROME04760	TCONS_00041684.p1
OG0003017	DROME03993, DROME03994	TCONS_00025399.p1
OG0003018	DROME01985	TCONS_00042596.p1
OG0003019	DROME14436	TCONS_00051034.p1
OG0003021	DROME11191	TCONS_00050470.p1, TCONS_00044206.p1
OG0003022	DROME12200	TCONS_00021935.p1
OG0003023	DROME04319, DROME04320, DROME04322, DROME19161, DROME19162, DROME20477, DROME20476	TCONS_00042741.p1
OG0003024	DROME14540, DROME13066	TCONS_00014173.p1
OG0003025	DROME16128	TCONS_00044903.p1
OG0003026	DROME01191	TCONS_00014720.p1, TCONS_00015662.p1
OG0003027	DROME13632	TCONS_00018446.p1
OG0003028	DROME19503	TCONS_00044915.p1
OG0003029	DROME01355, DROME01353, DROME01354, DROME01356	TCONS_00008363.p1
OG0003030	DROME20783, DROME03164	TCONS_00055499.p1
OG0003031	DROME10589, DROME10590	TCONS_00004052.p1
OG0003033	DROME02552	TCONS_00000889.p1
OG0003034	DROME13458	TCONS_00042530.p1
OG0003035	DROME10664	TCONS_00019341.p1
OG0003036	DROME08134	TCONS_00014973.p1
OG0003038	DROME21419, DROME21417, DROME21418, DROME21415, DROME21416	TCONS_00039831.p1
OG0003041	DROME13990, DROME13989	TCONS_00017725.p1, TCONS_00044813.p1
OG0003042	DROME19648, DROME19650, DROME19649	TCONS_00054889.p1
OG0003043	DROME01115	TCONS_00042430.p1
OG0003044	DROME07467	TCONS_00004867.p1
OG0003045	DROME10689, DROME10687, DROME10688	TCONS_00021219.p1
OG0003046	DROME06986	TCONS_00018079.p1
OG0003048	DROME03285	TCONS_00009304.p1
OG0003049	DROME11842	TCONS_00054626.p1, TCONS_00054702.p1
OG0003050	DROME21024, DROME21025	TCONS_00029314.p1
OG0003052	DROME17384, DROME22105, DROME17383	TCONS_00027167.p1
OG0003053	DROME05736	TCONS_00054310.p1
OG0003054	DROME15214	TCONS_00021522.p1
OG0003055	DROME13955	TCONS_00054282.p1
OG0003058	DROME03947	TCONS_00017801.p1
OG0003059	DROME10348, DROME10347, DROME10349, DROME10350	TCONS_00010865.p1, TCONS_00009506.p1, TCONS_00010866.p1
OG0003060	DROME04543	TCONS_00053579.p1, TCONS_00053576.p1
OG0003062	DROME19727	TCONS_00009277.p1
OG0003063	DROME03416	TCONS_00047299.p1
OG0003064	DROME05139, DROME16537, DROME16536	TCONS_00032013.p2
OG0003065	DROME07296	TCONS_00040405.p1
OG0003066	DROME19326	TCONS_00037980.p1
OG0003072	DROME09180, DROME09181	TCONS_00048899.p1
OG0003074	DROME08737, DROME08738, DROME08736, DROME08735	TCONS_00008081.p1
OG0003078	DROME02073, DROME02074, DROME05944, DROME15126, DROME02635, DROME13619, DROME00990	TCONS_00011470.p1
OG0003079	DROME11418, DROME11417	TCONS_00029793.p1
OG0003085	DROME18955	TCONS_00055899.p1
OG0003085	DROME11671	TCONS_00034701.p1, TCONS_00034698.p1, TCONS_00056482.p1, TCONS_00056499.p1, TCONS_00056497.p1, TCONS_00056481.p1
OG0003090	DROME08348, DROME08349	TCONS_00022504.p1, TCONS_00022507.p1, TCONS_00050796.p1, TCONS_00051891.p1, TCONS_00051894.p1, TCONS_00022509.p1
OG0003101	DROME16966, DROME16965, DROME16967	TCONS_00017184.p1
OG0003103	DROME19370, DROME19375, DROME19374, DROME19371, DROME19372	TCONS_00013562.p1, TCONS_00012395.p1
OG0003104	DROME01186, DROME01187	TCONS_00055183.p1, TCONS_00055155.p1
OG0003105	DROME14362, DROME14361, DROME14360	TCONS_00028837.p1
OG0003107	DROME12506	TCONS_00007437.p1
OG0003108	DROME13177, DROME13178	TCONS_00035993.p1
OG0003109	DROME00284	TCONS_00014595.p1
OG0003110	DROME09020	TCONS_00021811.p1
OG0003112	DROME16468, DROME01349, DROME01348	TCONS_00030053.p1, TCONS_00030052.p1
OG0003113	DROME01816, DROME01817	TCONS_00045447.p1, TCONS_00045473.p1
OG0003114	DROME04951, DROME04952	TCONS_00011587.p1
OG0003115	DROME18331	TCONS_00028290.p1
OG0003116	DROME20130	TCONS_00043730.p1
OG0003118	DROME11873, DROME11872	TCONS_00020273.p1
OG0003119	DROME02450, DROME02453, DROME02451	TCONS_00041056.p1
OG0003120	DROME17944	TCONS_00022866.p1, TCONS_00022865.p1, TCONS_00022605.p1
OG0003121	DROME19886, DROME19887	TCONS_00028552.p1
OG0003125	DROME08841, DROME08840	TCONS_00039975.p1
OG0003128	DROME20310, DROME20309	TCONS_00006238.p1
OG0003130	DROME20301, DROME20300	TCONS_00006397.p1
OG0003132	DROME12375	TCONS_00044476.p1, TCONS_00044485.p1, TCONS_00044491.p1, TCONS_00018768.p1
OG0003135	DROME07491	TCONS_00011843.p1
OG0003136	DROME17171	TCONS_00010930.p1
OG0003137	DROME01904, DROME12782	TCONS_00007039.p1
OG0003138	DROME18809	TCONS_00050755.p1
OG0003140	DROME06905, DROME06907, DROME06906, DROME06909, DROME06908	TCONS_00028144.p1
OG0003141	DROME21226, DROME21227	TCONS_00050305.p1, TCONS_00050154.p1, TCONS_00050309.p1, TCONS_00050306.p1
OG0003142	DROME11840	TCONS_00029198.p1
OG0003144	DROME13433	TCONS_00000595.p1
OG0003145	DROME03862	TCONS_00014971.p1
OG0003146	DROME01929	TCONS_00018409.p1, TCONS_00018423.p1
OG0003147	DROME16290, DROME16289	TCONS_00026561.p1
OG0003148	DROME18800, DROME18799	TCONS_00011185.p1
OG0003149	DROME16606, DROME16608	TCONS_00029158.p1
OG0003150	DROME19300	TCONS_00021955.p1
OG0003151	DROME04792	TCONS_00020486.p1
OG0003152	DROME17760	TCONS_00013455.p1
OG0003153	DROME21845	TCONS_00007590.p1
OG0003154	DROME05761	TCONS_00052774.p1, TCONS_00052813.p1
OG0003156	DROME13943	TCONS_00002246.p1
OG0003157	DROME06121, DROME06123, DROME06124, DROME06122, DROME06125, DROME06126	TCONS_00043932.p1
OG0003158	DROME02271	TCONS_00002576.p1
OG0003160	DROME17382	TCONS_00026054.p1
OG0003161	DROME12081	TCONS_00011327.p1
OG0003163	DROME02661, DROME02659	TCONS_00029491.p1
OG0003164	DROME01606	TCONS_00044053.p1
OG0003165	DROME00374, DROME00377, DROME00375, DROME00376	TCONS_00002241.p1
OG0003169	DROME03939	TCONS_00053814.p1
OG0003172	DROME02195	TCONS_00004769.p1, TCONS_00057202.p1
OG0003173	DROME03095, DROME15988	TCONS_00005896.p1
OG0003173	DROME20160, DROME20161	TCONS_00005903.p1
OG0003174	DROME21527, DROME21526, DROME21528	TCONS_00049142.p1, TCONS_00049139.p1, TCONS_00035661.p1, TCONS_00035570.p1, TCONS_00042946.p1
OG0003175	DROME02106	TCONS_00003127.p1
OG0003176	DROME19128	TCONS_00030621.p1, TCONS_00030620.p1
OG0003178	DROME10286, DROME10285	TCONS_00012175.p1
OG0003179	DROME19635	TCONS_00031402.p1
OG0003180	DROME11167, DROME11166	TCONS_00006051.p1
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	TCONS_00012251.p1
OG0003182	DROME01632	TCONS_00007597.p1
OG0003183	DROME05040, DROME05042, DROME05041	TCONS_00020630.p1
OG0003184	DROME11152	TCONS_00031430.p1
OG0003185	DROME08767, DROME08766	TCONS_00036463.p1
OG0003188	DROME03250, DROME03249	TCONS_00027939.p1
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	TCONS_00001707.p1
OG0003191	DROME09590	TCONS_00003984.p1
OG0003192	DROME12610	TCONS_00003034.p1
OG0003193	DROME14192	TCONS_00022403.p1
OG0003194	DROME19483	TCONS_00016610.p1, TCONS_00016612.p1, TCONS_00051910.p1, TCONS_00015839.p1
OG0003197	DROME21048	TCONS_00021731.p1
OG0003198	DROME07357	TCONS_00052157.p1, TCONS_00052173.p1
OG0003199	DROME12668, DROME21725, DROME21726	TCONS_00054864.p1, TCONS_00054865.p1
OG0003202	DROME05838, DROME05839	TCONS_00030468.p1
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	TCONS_00033348.p1
OG0003205	DROME06205, DROME06206	TCONS_00028178.p1
OG0003206	DROME21836, DROME21837	TCONS_00042722.p1
OG0003207	DROME14952	TCONS_00043267.p1, TCONS_00030185.p1
OG0003210	DROME16773, DROME16774	TCONS_00014945.p1
OG0003212	DROME16100	TCONS_00038921.p1, TCONS_00005698.p1
OG0003214	DROME00548	TCONS_00056343.p1, TCONS_00056311.p1
OG0003215	DROME09352	TCONS_00004511.p1
OG0003217	DROME21077	TCONS_00053417.p1
OG0003218	DROME08231, DROME08230	TCONS_00022948.p1
OG0003220	DROME11342, DROME11341	TCONS_00000598.p1
OG0003221	DROME00225, DROME00224	TCONS_00018637.p1
OG0003222	DROME18303, DROME18302, DROME18304	TCONS_00008423.p1
OG0003223	DROME09209	TCONS_00008858.p1
OG0003224	DROME09348, DROME09349, DROME09347	TCONS_00019205.p1
OG0003225	DROME18849	TCONS_00034983.p1
OG0003226	DROME19617, DROME08490	TCONS_00037381.p1
OG0003228	DROME21008	TCONS_00010782.p1
OG0003229	DROME01144	TCONS_00054940.p1
OG0003230	DROME17741	TCONS_00027696.p1
OG0003231	DROME19301	TCONS_00045218.p1
OG0003235	DROME05661, DROME05663, DROME05662	TCONS_00049408.p1
OG0003238	DROME10776	TCONS_00019863.p1
OG0003245	DROME04935	TCONS_00014385.p1, TCONS_00037504.p1, TCONS_00037276.p1, TCONS_00008410.p1, TCONS_00007101.p1, TCONS_00010293.p1, TCONS_00010294.p1, TCONS_00008409.p1, TCONS_00007097.p1, TCONS_00036120.p1, TCONS_00036105.p1, TCONS_00007098.p1
OG0003251	DROME19769, DROME19768, DROME16949	TCONS_00007188.p1, TCONS_00007189.p1
OG0003252	DROME18445	TCONS_00003543.p1
OG0003254	DROME02901	TCONS_00010837.p1
OG0003255	DROME06336	TCONS_00020100.p1
OG0003257	DROME15418	TCONS_00010798.p1, TCONS_00010797.p1
OG0003261	DROME07634, DROME07633	TCONS_00018872.p1
OG0003263	DROME09851	TCONS_00013622.p1
OG0003264	DROME08076	TCONS_00046364.p2
OG0003267	DROME01973, DROME01974, DROME02727	TCONS_00031423.p1
OG0003268	DROME20306	TCONS_00008149.p1
OG0003269	DROME11682	TCONS_00013521.p1
OG0003272	DROME19754, DROME19755, DROME00829	TCONS_00043871.p1
OG0003273	DROME01509	TCONS_00009692.p1
OG0003275	DROME11988, DROME11987	TCONS_00020755.p1
OG0003277	DROME07456	TCONS_00049210.p1
OG0003279	DROME01016, DROME01017, DROME01018	TCONS_00041744.p1
OG0003280	DROME06169, DROME06168, DROME04670, DROME04668, DROME04669	TCONS_00039790.p1, TCONS_00039792.p1
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	TCONS_00021791.p1
OG0003282	DROME17686	TCONS_00027650.p1
OG0003283	DROME12472	TCONS_00049262.p1
OG0003284	DROME06818	TCONS_00002839.p1, TCONS_00002854.p1
OG0003286	DROME09199, DROME09198	TCONS_00013948.p1
OG0003287	DROME04328, DROME08276	TCONS_00057175.p1
OG0003288	DROME00366, DROME00364, DROME00365	TCONS_00043817.p1
OG0003289	DROME20541, DROME20542	TCONS_00044248.p1
OG0003290	DROME00517	TCONS_00015060.p1
OG0003291	DROME20523	TCONS_00005261.p1
OG0003293	DROME14676	TCONS_00019456.p1
OG0003294	DROME01659, DROME01660	TCONS_00042669.p1
OG0003296	DROME06822, DROME13531	TCONS_00006223.p1
OG0003297	DROME19465	TCONS_00013842.p1
OG0003298	DROME08089	TCONS_00043866.p1
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	TCONS_00003948.p1
OG0003301	DROME18741	TCONS_00056136.p1
OG0003302	DROME01480	TCONS_00030954.p1
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	TCONS_00010442.p1
OG0003304	DROME02914, DROME02913	TCONS_00052730.p1
OG0003305	DROME13149	TCONS_00024351.p1, TCONS_00024385.p1, TCONS_00045454.p1, TCONS_00045430.p1
OG0003306	DROME10136	TCONS_00048857.p1
OG0003307	DROME17313	TCONS_00031062.p1
OG0003309	DROME19043, DROME19042	TCONS_00018873.p1
OG0003311	DROME15213	TCONS_00018844.p1
OG0003314	DROME09986, DROME09988, DROME09987, DROME09985	TCONS_00042277.p1, TCONS_00042229.p1, TCONS_00042276.p1
OG0003316	DROME13200	TCONS_00051522.p1
OG0003317	DROME19362	TCONS_00014439.p1
OG0003318	DROME16706	TCONS_00048242.p1
OG0003320	DROME12326	TCONS_00026069.p1
OG0003327	DROME19734	TCONS_00016375.p1
OG0003330	DROME03252, DROME03251	TCONS_00028960.p1
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	TCONS_00006506.p1
OG0003332	DROME00791	TCONS_00046195.p1
OG0003333	DROME10886, DROME10885, DROME10884	TCONS_00036252.p1
OG0003335	DROME18113, DROME18112	TCONS_00011485.p1
OG0003336	DROME10919, DROME10920, DROME10917	TCONS_00014647.p1
OG0003337	DROME15232	TCONS_00051325.p1, TCONS_00051418.p1
OG0003340	DROME16534, DROME16533	TCONS_00017094.p1
OG0003341	DROME01797	TCONS_00003609.p1
OG0003343	DROME09151	TCONS_00006521.p1
OG0003344	DROME04462, DROME04461	TCONS_00046687.p1
OG0003345	DROME17585, DROME17584, DROME17586, DROME17581, DROME17582, DROME17583, DROME17240, DROME17239, DROME01046	TCONS_00006815.p1
OG0003346	DROME13869	TCONS_00046360.p1, TCONS_00046351.p1, TCONS_00046362.p1
OG0003347	DROME11879, DROME11880	TCONS_00056116.p1
OG0003348	DROME02128	TCONS_00017611.p1, TCONS_00017647.p1
OG0003349	DROME08306, DROME08305, DROME08304	TCONS_00030123.p1
OG0003350	DROME00177, DROME00176	TCONS_00022739.p1
OG0003352	DROME13172	TCONS_00033183.p1
OG0003353	DROME11820, DROME11822, DROME11821	TCONS_00047823.p1, TCONS_00047834.p1
OG0003354	DROME19858	TCONS_00033398.p1, TCONS_00032835.p1
OG0003356	DROME15849	TCONS_00012900.p1, TCONS_00012899.p1
OG0003357	DROME12029	TCONS_00026252.p1
OG0003358	DROME16921	TCONS_00048237.p1
OG0003359	DROME18758	TCONS_00023445.p1, TCONS_00023479.p1
OG0003360	DROME20878, DROME20879	TCONS_00011165.p1
OG0003361	DROME13197	TCONS_00011047.p1
OG0003362	DROME08296	TCONS_00043774.p1
OG0003364	DROME00064	TCONS_00037083.p1
OG0003365	DROME04108	TCONS_00018439.p1
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	TCONS_00011117.p1
OG0003367	DROME12239	TCONS_00014336.p1, TCONS_00014325.p1
OG0003368	DROME16106, DROME16107	TCONS_00027072.p1
OG0003370	DROME12377, DROME12378	TCONS_00017723.p1, TCONS_00044503.p1, TCONS_00044812.p1, TCONS_00044504.p1
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	TCONS_00053297.p1
OG0003374	DROME06476, DROME06475, DROME06474	TCONS_00054992.p1
OG0003375	DROME21029	TCONS_00027996.p1, TCONS_00029030.p1, TCONS_00029032.p1
OG0003376	DROME16130, DROME16131, DROME16129	TCONS_00055205.p1, TCONS_00041457.p1
OG0003377	DROME20606	TCONS_00023122.p1
OG0003378	DROME18533	TCONS_00023058.p1, TCONS_00023089.p1
OG0003380	DROME14333	TCONS_00006819.p1
OG0003381	DROME10051	TCONS_00024085.p1
OG0003384	DROME17249, DROME17250	TCONS_00027067.p1
OG0003386	DROME07039, DROME07040, DROME07041	TCONS_00052234.p1
OG0003388	DROME11674, DROME19363	TCONS_00030400.p1, TCONS_00030384.p1
OG0003392	DROME11355	TCONS_00014589.p1
OG0003394	DROME14094	TCONS_00019998.p1
OG0003396	DROME21609	TCONS_00036037.p1
OG0003401	DROME10424	TCONS_00015311.p1
OG0003419	DROME18310	TCONS_00040540.p1
OG0003421	DROME04908, DROME07137, DROME07651	TCONS_00043655.p1, TCONS_00043654.p1, TCONS_00042652.p1, TCONS_00042813.p1
OG0003422	DROME04814	TCONS_00022982.p1
OG0003425	DROME11464, DROME11465, DROME11463	TCONS_00029551.p1
OG0003426	DROME12495	TCONS_00028995.p1
OG0003430	DROME19610, DROME04057	TCONS_00035290.p1
OG0003431	DROME13747	TCONS_00057200.p1
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	TCONS_00021164.p1
OG0003434	DROME00166, DROME15353	TCONS_00031599.p1
OG0003437	DROME09807	TCONS_00012557.p1, TCONS_00012556.p1, TCONS_00012555.p1
OG0003439	DROME16821	TCONS_00022916.p1
OG0003443	DROME18500	TCONS_00019758.p1, TCONS_00020819.p1, TCONS_00010416.p1
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	TCONS_00037790.p1
OG0003445	DROME01285	TCONS_00016588.p1, TCONS_00015497.p1
OG0003448	DROME02828, DROME02829, DROME02830	TCONS_00007006.p1, TCONS_00007007.p1
OG0003450	DROME03280	TCONS_00043348.p1, TCONS_00043337.p1
OG0003452	DROME16213, DROME16214, DROME16217, DROME16216, DROME16215	TCONS_00026077.p1
OG0003453	DROME19225	TCONS_00005573.p1
OG0003454	DROME10067	TCONS_00057051.p1
OG0003456	DROME19556	TCONS_00013273.p1
OG0003457	DROME06510, DROME06508, DROME06509	TCONS_00018135.p1
OG0003458	DROME04148	TCONS_00044748.p1
OG0003458	DROME16139	TCONS_00034693.p1, TCONS_00034755.p1
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	TCONS_00011141.p1
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	TCONS_00009899.p1
OG0003461	DROME17474, DROME21694	TCONS_00023345.p1, TCONS_00023217.p1
OG0003462	DROME00239	TCONS_00015415.p1
OG0003463	DROME20444	TCONS_00010682.p1, TCONS_00010685.p1
OG0003464	DROME06231	TCONS_00012311.p1
OG0003465	DROME04464	TCONS_00016466.p1
OG0003466	DROME16278	TCONS_00026627.p1
OG0003467	DROME06043, DROME06042	TCONS_00007054.p1
OG0003468	DROME01968	TCONS_00010320.p1
OG0003469	DROME04366, DROME04367, DROME04365	TCONS_00008558.p1
OG0003470	DROME13653	TCONS_00028699.p1
OG0003472	DROME09631, DROME09633	TCONS_00043524.p1
OG0003473	DROME00049	TCONS_00018879.p1
OG0003475	DROME02190	TCONS_00001181.p1, TCONS_00001191.p1
OG0003477	DROME12317	TCONS_00046338.p1
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	TCONS_00009936.p1, TCONS_00009948.p1
OG0003479	DROME13645	TCONS_00047360.p1
OG0003481	DROME01114	TCONS_00020337.p1, TCONS_00038309.p1, TCONS_00038320.p1, TCONS_00038317.p1, TCONS_00038284.p1, TCONS_00038307.p1, TCONS_00039218.p1, TCONS_00040387.p1, TCONS_00038312.p1
OG0003482	DROME08487	TCONS_00023584.p1, TCONS_00023547.p1
OG0003483	DROME09876, DROME09877	TCONS_00031009.p1
OG0003485	DROME19488, DROME19487, DROME19486, DROME19489	TCONS_00047225.p1
OG0003487	DROME12571	TCONS_00026217.p1
OG0003489	DROME01312	TCONS_00017830.p1
OG0003490	DROME13468	TCONS_00004980.p1
OG0003491	DROME11698	TCONS_00022792.p1, TCONS_00022795.p1
OG0003492	DROME17943	TCONS_00031295.p1
OG0003493	DROME09294	TCONS_00025636.p1
OG0003496	DROME03124	TCONS_00042095.p1
OG0003497	DROME08732	TCONS_00034974.p1
OG0003498	DROME13034, DROME13035	TCONS_00018101.p1
OG0003499	DROME14561	TCONS_00017602.p1
OG0003501	DROME13347, DROME13346, DROME13348	TCONS_00052580.p1
OG0003502	DROME19567, DROME14375	TCONS_00004748.p1
OG0003503	DROME17101, DROME17102	TCONS_00012915.p1
OG0003504	DROME06794	TCONS_00013392.p1
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	TCONS_00008629.p1
OG0003506	DROME18707	TCONS_00042743.p1
OG0003507	DROME14387, DROME14388	TCONS_00052832.p1
OG0003508	DROME15658	TCONS_00056773.p1
OG0003509	DROME21960, DROME21962, DROME21961	TCONS_00051123.p1
OG0003510	DROME19505	TCONS_00008128.p1
OG0003513	DROME08556	TCONS_00055574.p1
OG0003515	DROME21652	TCONS_00042609.p1
OG0003518	DROME08309	TCONS_00007976.p1
OG0003519	DROME06802	TCONS_00057255.p1
OG0003520	DROME21807, DROME02028	TCONS_00003471.p1
OG0003523	DROME16368	TCONS_00050093.p1, TCONS_00051275.p1
OG0003524	DROME09643, DROME09639, DROME09640	TCONS_00050096.p1
OG0003526	DROME05107	TCONS_00011200.p1
OG0003528	DROME21047, DROME06070	TCONS_00000892.p1, TCONS_00000893.p1
OG0003531	DROME21993	TCONS_00010091.p1
OG0003532	DROME08605	TCONS_00051905.p1
OG0003533	DROME04480, DROME04479, DROME04481	TCONS_00048487.p1
OG0003535	DROME12323, DROME12324, DROME12325	TCONS_00026200.p1
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	TCONS_00045108.p1
OG0003538	DROME20330	TCONS_00044141.p1
OG0003539	DROME09387, DROME09386	TCONS_00019206.p1
OG0003541	DROME10049, DROME10048	TCONS_00018913.p1
OG0003543	DROME18669	TCONS_00055790.p1
OG0003544	DROME05896	TCONS_00046341.p1
OG0003545	DROME08949	TCONS_00013272.p1
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	TCONS_00025320.p1
OG0003548	DROME15072	TCONS_00027368.p1
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	TCONS_00019051.p1
OG0003551	DROME18271, DROME18270, DROME16713	TCONS_00052907.p1
OG0003552	DROME18554, DROME18555	TCONS_00015339.p1
OG0003553	DROME17708	TCONS_00027833.p1
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	TCONS_00026112.p1
OG0003556	DROME06703, DROME06702	TCONS_00046619.p1
OG0003558	DROME06037	TCONS_00029710.p1
OG0003560	DROME18173	TCONS_00010190.p1
OG0003561	DROME10510	TCONS_00000395.p1
OG0003562	DROME12847, DROME12848	TCONS_00018209.p1
OG0003564	DROME16736	TCONS_00026983.p1
OG0003566	DROME08493, DROME08492	TCONS_00036670.p1, TCONS_00036691.p1
OG0003567	DROME20360, DROME20359	TCONS_00013825.p1
OG0003568	DROME08773	TCONS_00005329.p1
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	TCONS_00049703.p1
OG0003570	DROME14267, DROME14246	TCONS_00038273.p1, TCONS_00038298.p1
OG0003571	DROME19608	TCONS_00008075.p1
OG0003573	DROME07521	TCONS_00006509.p1
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	TCONS_00019459.p1
OG0003578	DROME16703	TCONS_00005625.p1
OG0003579	DROME17312	TCONS_00030567.p1
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	TCONS_00017960.p1, TCONS_00016901.p1
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	TCONS_00049811.p1
OG0003597	DROME16622, DROME16621	TCONS_00037741.p1
OG0003599	DROME08018	TCONS_00029425.p1
OG0003603	DROME05424	TCONS_00012634.p1
OG0003604	DROME19568	TCONS_00006087.p1
OG0003606	DROME07484, DROME07483, DROME07482	TCONS_00001243.p1
OG0003610	DROME07982, DROME07983	TCONS_00018565.p1
OG0003611	DROME17638	TCONS_00026984.p1
OG0003613	DROME00856	TCONS_00037548.p1
OG0003615	DROME16618, DROME16617	TCONS_00054640.p1
OG0003617	DROME16095	TCONS_00023003.p1
OG0003618	DROME15284, DROME15283	TCONS_00044972.p1
OG0003619	DROME13589, DROME13590	TCONS_00043918.p1
OG0003620	DROME17770	TCONS_00027300.p1
OG0003621	DROME13714, DROME13715, DROME13713	TCONS_00001275.p1
OG0003623	DROME01675	TCONS_00050642.p1
OG0003624	DROME12696	TCONS_00047934.p1, TCONS_00047920.p1
OG0003629	DROME03564	TCONS_00021339.p1
OG0003630	DROME06784	TCONS_00006358.p1
OG0003631	DROME07363	TCONS_00043632.p1, TCONS_00043605.p1
OG0003632	DROME18545	TCONS_00051362.p1
OG0003635	DROME04946	TCONS_00030553.p1, TCONS_00043850.p1
OG0003638	DROME16659	TCONS_00003511.p1
OG0003641	DROME01116	TCONS_00009159.p1
OG0003644	DROME00616	TCONS_00016060.p1
OG0003645	DROME12178	TCONS_00042488.p1
OG0003646	DROME09249, DROME09250	TCONS_00029784.p1
OG0003647	DROME16616	TCONS_00027854.p1
OG0003649	DROME12148, DROME12149	TCONS_00027915.p1
OG0003650	DROME10934, DROME10933	TCONS_00045964.p1
OG0003655	DROME13069, DROME13070	TCONS_00000200.p1
OG0003656	DROME14867, DROME14868, DROME19174	TCONS_00020357.p1
OG0003657	DROME04619	TCONS_00032983.p1
OG0003658	DROME07032	TCONS_00032273.p1
OG0003659	DROME09855	TCONS_00003686.p1
OG0003660	DROME02231, DROME02233, DROME02232	TCONS_00030797.p1
OG0003661	DROME07051	TCONS_00032274.p1
OG0003664	DROME05104	TCONS_00024736.p1, TCONS_00024643.p1
