Orthogroup	DROME	BRALA
OG0003181	DROME02965, DROME02966, DROME02967, DROME02968, DROME02969	BRALA13987
OG0003182	DROME01632	BRALA19997
OG0003183	DROME05040, DROME05042, DROME05041	BRALA00151
OG0003184	DROME11152	BRALA03612
OG0003185	DROME08767, DROME08766	BRALA08913
OG0003188	DROME03250, DROME03249	BRALA21755
OG0003189	DROME13140, DROME13139, DROME13141, DROME13138	BRALA28089, BRALA26188
OG0003191	DROME09590	BRALA04704
OG0003193	DROME14192	BRALA06151
OG0003194	DROME19483	BRALA02569, BRALA02570, BRALA02571
OG0003197	DROME21048	BRALA14254
OG0003198	DROME07357	BRALA19414, BRALA19411, BRALA23398
OG0003199	DROME12668, DROME21725, DROME21726	BRALA17301
OG0003202	DROME05838, DROME05839	BRALA06604
OG0003203	DROME05382, DROME05385, DROME05386, DROME05383, DROME05384	BRALA24870
OG0003205	DROME06205, DROME06206	BRALA34333, BRALA14611
OG0003206	DROME21836, DROME21837	BRALA15924
OG0003207	DROME14952	BRALA19743
OG0003210	DROME16773, DROME16774	BRALA02658
OG0003212	DROME16100	BRALA21845
OG0003214	DROME00548	BRALA11877
OG0003215	DROME09352	BRALA11919
OG0003217	DROME21077	BRALA22390, BRALA22386
OG0003218	DROME08231	BRALA27140
OG0003220	DROME11342, DROME11341	BRALA29359, BRALA35967
OG0003221	DROME00225, DROME00224	BRALA13791
OG0003222	DROME18303, DROME18302, DROME18304	BRALA03438, BRALA03437
OG0003223	DROME09209	BRALA03348
OG0003224	DROME09348, DROME09349, DROME09347	BRALA24852, BRALA24853, BRALA24851
OG0003225	DROME18849	BRALA24705
OG0003226	DROME19617, DROME08490	BRALA02281
OG0003227	DROME04709	BRALA34927
OG0003228	DROME21008	BRALA28908
OG0003229	DROME01144	BRALA28965
OG0003230	DROME17741	BRALA16395
OG0003231	DROME19301	BRALA01823
OG0003235	DROME05661, DROME05663, DROME05662	BRALA28961
OG0003238	DROME10776	BRALA07897
OG0003240	DROME12807	BRALA00023
OG0003251	DROME19769, DROME19768, DROME16949	BRALA03131
OG0003252	DROME18445	BRALA29060
OG0003254	DROME02901	BRALA10884
OG0003255	DROME06336	BRALA04178
OG0003257	DROME15418	BRALA10821
OG0003261	DROME07634, DROME07633	BRALA10363
OG0003262	DROME21043, DROME21045, DROME21044	BRALA23941
OG0003263	DROME09851	BRALA27485
OG0003264	DROME08076	BRALA16693
OG0003267	DROME01973, DROME01974, DROME02727	BRALA06736
OG0003268	DROME20306	BRALA28894
OG0003269	DROME11682	BRALA23035
OG0003272	DROME19754, DROME19755, DROME00829	BRALA20375
OG0003275	DROME11988, DROME11987	BRALA19113
OG0003277	DROME07456	BRALA12741
OG0003279	DROME01016, DROME01017, DROME01018	BRALA19410
OG0003281	DROME07833, DROME07834, DROME07829, DROME07830, DROME07831, DROME07832	BRALA16219, BRALA16218, BRALA06040
OG0003282	DROME17686	BRALA21917
OG0003283	DROME12472	BRALA09386
OG0003284	DROME06818	BRALA07080
OG0003286	DROME09199, DROME09198	BRALA11189
OG0003287	DROME04328, DROME08276	BRALA23219
OG0003288	DROME00366, DROME00364, DROME00365	BRALA18702
OG0003289	DROME20541, DROME20542	BRALA20587
OG0003290	DROME00517	BRALA03644
OG0003291	DROME20523	BRALA23985
OG0003294	DROME01659, DROME01660	BRALA20203
OG0003296	DROME06822, DROME13531	BRALA07237
OG0003297	DROME19465	BRALA11135
OG0003298	DROME08089	BRALA08285
OG0003299	DROME08284, DROME14772, DROME14767, DROME14773, DROME14768, DROME14774, DROME14769, DROME14771, DROME14770	BRALA05146
OG0003300	DROME16959	BRALA02469, BRALA02470, BRALA02468, BRALA02471, BRALA02472
OG0003301	DROME18741	BRALA12896
OG0003302	DROME01480	BRALA03648
OG0003303	DROME19468, DROME19469, DROME10718, DROME01925, DROME19470	BRALA31282
OG0003304	DROME02914, DROME02913	BRALA25466, BRALA01097, BRALA14452
OG0003305	DROME13149	BRALA02228
OG0003306	DROME10136	BRALA22690
OG0003309	DROME19043, DROME19042	BRALA07365
OG0003311	DROME15213	BRALA16041
OG0003316	DROME13200	BRALA05665
OG0003317	DROME19362	BRALA25346
OG0003318	DROME16706	BRALA25729
OG0003320	DROME12326	BRALA16362
OG0003327	DROME19734	BRALA18397
OG0003329	DROME10094, DROME10095	BRALA16528
OG0003330	DROME03252, DROME03251	BRALA21753
OG0003331	DROME12208, DROME12210, DROME12207, DROME12209	BRALA23588
OG0003333	DROME10886, DROME10885, DROME10884	BRALA20739
OG0003335	DROME18113, DROME18112	BRALA18893
OG0003336	DROME10919, DROME10920, DROME10917	BRALA19535
OG0003337	DROME15232	BRALA05428
OG0003340	DROME16534, DROME16533	BRALA13754
OG0003341	DROME01797	BRALA22123
OG0003343	DROME09151	BRALA14934
OG0003344	DROME04462, DROME04461	BRALA16634
OG0003346	DROME13869	BRALA01560, BRALA18456, BRALA18457, BRALA18458, BRALA01829
OG0003347	DROME11879, DROME11880	BRALA09177
OG0003348	DROME02128	BRALA15993
OG0003349	DROME08306, DROME08305, DROME08304	BRALA03624
OG0003350	DROME00177, DROME00176	BRALA14237
OG0003352	DROME13172	BRALA00218
OG0003353	DROME11820, DROME11822, DROME11821	BRALA15281
OG0003354	DROME19858	BRALA00361
OG0003356	DROME15849	BRALA20221
OG0003357	DROME12029	BRALA28370
OG0003358	DROME16921	BRALA20313
OG0003359	DROME18758	BRALA22885
OG0003360	DROME20878, DROME20879	BRALA24694
OG0003361	DROME13197	BRALA15184
OG0003362	DROME08296	BRALA22433, BRALA22431, BRALA22432
OG0003364	DROME00064	BRALA19189
OG0003366	DROME12603, DROME20629, DROME02253, DROME12602, DROME09664	BRALA13308
OG0003367	DROME12239	BRALA02186, BRALA02185, BRALA24845, BRALA32893, BRALA01014
OG0003368	DROME16106, DROME16107	BRALA11408
OG0003370	DROME12377, DROME12378	BRALA13625
OG0003372	DROME18186, DROME18187, DROME18189, DROME18182, DROME18183, DROME18184, DROME18185, DROME18188	BRALA01258, BRALA01257
OG0003374	DROME06476, DROME06475, DROME06474	BRALA32765
OG0003375	DROME21029	BRALA16607
OG0003376	DROME16130, DROME16131, DROME16129	BRALA08374
OG0003377	DROME20606	BRALA30976
OG0003378	DROME18533	BRALA18244
OG0003380	DROME14333	BRALA19352
OG0003381	DROME10051	BRALA18296
OG0003384	DROME17249, DROME17250	BRALA21417
OG0003386	DROME07039, DROME07040, DROME07041	BRALA30819
OG0003388	DROME11674, DROME19363	BRALA06749
OG0003392	DROME11355	BRALA06298
OG0003394	DROME14094	BRALA00627
OG0003396	DROME21609	BRALA02157
OG0003401	DROME10424	BRALA10100, BRALA10099
OG0003419	DROME18310	BRALA33995
OG0003419	DROME17074	BRALA24123
OG0003421	DROME04908, DROME07137, DROME07651	BRALA22933
OG0003422	DROME04814	BRALA08270
OG0003425	DROME11464, DROME11465, DROME11463	BRALA13514, BRALA13513
OG0003426	DROME12495	BRALA28983
OG0003429	DROME10812	BRALA02516
OG0003430	DROME19610, DROME04057	BRALA25695
OG0003431	DROME13747	BRALA07409
OG0003433	DROME02216, DROME02219, DROME02218, DROME02217	BRALA12225
OG0003434	DROME00166, DROME15353	BRALA00541
OG0003437	DROME09807	BRALA06487, BRALA06489
OG0003439	DROME16821	BRALA11592
OG0003443	DROME18500	BRALA15200
OG0003444	DROME05516, DROME05517, DROME05515, DROME06639	BRALA23414, BRALA16370
OG0003445	DROME01285	BRALA24008
OG0003448	DROME02828, DROME02829, DROME02830	BRALA03321
OG0003450	DROME03280	BRALA18866
OG0003453	DROME19225	BRALA22884
OG0003454	DROME10067	BRALA14039
OG0003456	DROME19556	BRALA13939, BRALA06592
OG0003457	DROME06510, DROME06508, DROME06509	BRALA14725
OG0003458	DROME04148	BRALA21912
OG0003458	DROME16139	BRALA09460
OG0003459	DROME18560, DROME18559, DROME18562, DROME18558, DROME18564, DROME18561, DROME18557, DROME18563, DROME18556	BRALA35733, BRALA30363
OG0003460	DROME14130, DROME14131, DROME14132, DROME14133, DROME14134	BRALA22272
OG0003461	DROME17474, DROME21694	BRALA29779
OG0003462	DROME00239	BRALA10146
OG0003463	DROME20444	BRALA13330
OG0003464	DROME06231	BRALA27365, BRALA23056
OG0003465	DROME04464	BRALA21319
OG0003466	DROME16278	BRALA09926
OG0003467	DROME06043, DROME06042	BRALA12491
OG0003468	DROME01968	BRALA29135
OG0003472	DROME09631, DROME09633	BRALA15949
OG0003473	DROME00049	BRALA25278
OG0003475	DROME02190	BRALA12280, BRALA35136, BRALA12279
OG0003477	DROME12317	BRALA21273
OG0003478	DROME13904, DROME13905, DROME13903, DROME13902	BRALA22512
OG0003479	DROME13645	BRALA30670
OG0003481	DROME01114	BRALA02540
OG0003482	DROME08487	BRALA27623
OG0003483	DROME09876, DROME09877	BRALA32124
OG0003487	DROME12571	BRALA16372
OG0003489	DROME01312	BRALA14772
OG0003491	DROME11698	BRALA06006
OG0003492	DROME17943	BRALA03827
OG0003493	DROME09294	BRALA05370
OG0003497	DROME08732	BRALA17605
OG0003498	DROME13034, DROME13035	BRALA09693
OG0003499	DROME14561	BRALA06317
OG0003500	DROME04015, DROME00982	BRALA15207
OG0003501	DROME13347, DROME13346, DROME13348	BRALA01350
OG0003502	DROME19567, DROME14375	BRALA34217, BRALA32822
OG0003503	DROME17101, DROME17102	BRALA35912
OG0003504	DROME06794	BRALA25286
OG0003505	DROME04896, DROME04894, DROME04898, DROME04897, DROME04895	BRALA03121
OG0003506	DROME18707	BRALA08237
OG0003507	DROME14387, DROME14388	BRALA01241
OG0003508	DROME15658	BRALA21200, BRALA21199
OG0003509	DROME21960, DROME21962, DROME21961	BRALA05520
OG0003513	DROME08556	BRALA14520
OG0003515	DROME21652	BRALA18725
OG0003518	DROME08309	BRALA01597
OG0003519	DROME06802	BRALA07432
OG0003520	DROME21807, DROME02028	BRALA13350
OG0003523	DROME16368	BRALA15819
OG0003524	DROME09643, DROME09639, DROME09640	BRALA19610
OG0003526	DROME05107	BRALA24423
OG0003527	DROME03645	BRALA12195
OG0003528	DROME21047, DROME06070	BRALA28828
OG0003531	DROME21993	BRALA34155
OG0003532	DROME08605	BRALA28381
OG0003533	DROME04480, DROME04479, DROME04481	BRALA12757
OG0003535	DROME12323, DROME12324, DROME12325	BRALA31819
OG0003536	DROME06045, DROME06046, DROME06044, DROME06047	BRALA01567
OG0003538	DROME20330	BRALA11760
OG0003539	DROME09387, DROME09386	BRALA09265
OG0003541	DROME10049, DROME10048	BRALA19973
OG0003543	DROME18669	BRALA02287
OG0003544	DROME05896	BRALA04094
OG0003545	DROME08949	BRALA25349
OG0003547	DROME10735, DROME10734, DROME10733, DROME10732	BRALA27840, BRALA27838, BRALA27839
OG0003548	DROME15072	BRALA21699, BRALA21696, BRALA21695, BRALA21698, BRALA21697
OG0003550	DROME17938, DROME17942, DROME17940, DROME17941, DROME17939	BRALA18608
OG0003551	DROME18271, DROME18270, DROME16713	BRALA01030
OG0003552	DROME18554, DROME18555	BRALA23094
OG0003553	DROME17708	BRALA27934
OG0003554	DROME19011, DROME19012, DROME17407, DROME12945	BRALA24475
OG0003554	DROME19695	BRALA26628, BRALA26630, BRALA26629
OG0003556	DROME06703, DROME06702	BRALA01809
OG0003558	DROME06037	BRALA16598
OG0003560	DROME18173	BRALA26145
OG0003561	DROME10510	BRALA28633
OG0003562	DROME12847, DROME12848	BRALA14777
OG0003564	DROME16736	BRALA27591
OG0003566	DROME08493, DROME08492	BRALA19185
OG0003567	DROME20360, DROME20359	BRALA02050, BRALA28180, BRALA33385, BRALA28183, BRALA35371
OG0003568	DROME08773	BRALA28427
OG0003569	DROME14126, DROME14122, DROME14123, DROME14127, DROME14124, DROME14125, DROME14128	BRALA15282
OG0003570	DROME14267, DROME14246	BRALA00798
OG0003571	DROME19608	BRALA31602, BRALA34916
OG0003573	DROME07521	BRALA14969
OG0003577	DROME13612, DROME13617, DROME13613, DROME13615, DROME13614, DROME13616, DROME13611	BRALA00402
OG0003578	DROME16703	BRALA29478, BRALA23275
OG0003579	DROME17312	BRALA03835
OG0003581	DROME08243, DROME08242, DROME08244, DROME08245	BRALA20305, BRALA20292
OG0003582	DROME21943, DROME02803, DROME12866, DROME13082, DROME14515, DROME13104	BRALA19721
OG0003584	DROME18930	BRALA08616
OG0003597	DROME16622, DROME16621	BRALA34091
OG0003599	DROME08018	BRALA30350, BRALA33877
OG0003603	DROME05424	BRALA06241
OG0003604	DROME19568	BRALA31536
OG0003610	DROME07982, DROME07983	BRALA09770
OG0003611	DROME17638	BRALA24495
OG0003613	DROME00856	BRALA11000
OG0003615	DROME16618, DROME16617	BRALA05371
OG0003617	DROME16095	BRALA23864, BRALA23865
OG0003618	DROME15284, DROME15283	BRALA30067
OG0003619	DROME13589, DROME13590	BRALA28306
OG0003620	DROME17770	BRALA15834
OG0003621	DROME13714, DROME13715, DROME13713	BRALA15694
OG0003623	DROME01675	BRALA13875
OG0003624	DROME12696	BRALA32206, BRALA34546, BRALA32644, BRALA32425
OG0003629	DROME03564	BRALA05892
OG0003630	DROME06784	BRALA29277
OG0003631	DROME07363	BRALA32757, BRALA35489, BRALA34452, BRALA34595
OG0003632	DROME18545	BRALA35240, BRALA22349
OG0003634	DROME03378	BRALA14363
OG0003635	DROME04946	BRALA18691
OG0003638	DROME16659	BRALA12059
OG0003639	DROME16964	BRALA34621, BRALA34483, BRALA34678
OG0003641	DROME01116	BRALA22029
OG0003642	DROME19937, DROME19935, DROME19939, DROME19940, DROME19936, DROME19938	BRALA14568
OG0003644	DROME00616	BRALA10140
OG0003645	DROME12178	BRALA13185
OG0003646	DROME09249, DROME09250	BRALA22868
OG0003647	DROME16616	BRALA16527
OG0003649	DROME12148, DROME12149	BRALA01612
OG0003650	DROME10934, DROME10933	BRALA13666
OG0003655	DROME13069, DROME13070	BRALA33353
OG0003656	DROME14867, DROME14868, DROME19174	BRALA04460
OG0003657	DROME04619	BRALA00140
OG0003658	DROME07032	BRALA00325
OG0003659	DROME09855	BRALA07055
OG0003660	DROME02231, DROME02233, DROME02232	BRALA03685
OG0003661	DROME07051	BRALA00518, BRALA23938
OG0003664	DROME05104	BRALA25355
OG0003666	DROME11426	BRALA25648
OG0003667	DROME18793, DROME18792, DROME03291	BRALA23581, BRALA23583, BRALA23582
OG0003668	DROME15022, DROME15023	BRALA16595
OG0003669	DROME05487	BRALA01156
OG0003671	DROME13120	BRALA32769
OG0003672	DROME03649	BRALA18633
OG0003673	DROME11788	BRALA19291
OG0003676	DROME05478	BRALA10096
OG0003677	DROME10098	BRALA09088
OG0003678	DROME20450	BRALA05291
OG0003679	DROME02313	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	DROME01384	BRALA09741
OG0003681	DROME08680, DROME08681	BRALA02162
OG0003682	DROME12564	BRALA10785, BRALA10910
OG0003686	DROME06762	BRALA12463
OG0003687	DROME12601	BRALA14064
OG0003690	DROME00439	BRALA33355, BRALA34982
OG0003692	DROME11124	BRALA28877
OG0003693	DROME08115	BRALA09225
OG0003694	DROME12215, DROME12216	BRALA07902
OG0003695	DROME01947	BRALA21829
OG0003696	DROME10156	BRALA20035
OG0003697	DROME03932, DROME03930, DROME03929, DROME03931	BRALA16767
OG0003698	DROME17520	BRALA21409
OG0003700	DROME01181, DROME01182	BRALA23022
OG0003701	DROME18636, DROME18637	BRALA16004
OG0003703	DROME15370	BRALA02399
OG0003704	DROME02181, DROME02180	BRALA17852
OG0003708	DROME12282, DROME12281	BRALA19031
OG0003709	DROME13668, DROME18688	BRALA03316
OG0003710	DROME19166, DROME19168, DROME19167, DROME19169	BRALA29789
OG0003712	DROME10970	BRALA11231
OG0003713	DROME05410	BRALA01757
OG0003714	DROME02517	BRALA14362
OG0003716	DROME18657	BRALA32334
OG0003717	DROME10046	BRALA21117
OG0003718	DROME01297	BRALA07126
OG0003719	DROME14563	BRALA14607
OG0003720	DROME17484	BRALA02638
OG0003721	DROME09052	BRALA12038
OG0003722	DROME05995	BRALA24100
OG0003729	DROME04356, DROME06341	BRALA06888, BRALA06951
OG0003731	DROME02907	BRALA21198
OG0003732	DROME10070	BRALA11685
OG0003733	DROME00230	BRALA01134, BRALA01135
OG0003734	DROME19430	BRALA21794
OG0003735	DROME19631	BRALA34167
OG0003737	DROME05769, DROME16282, DROME16607, DROME16283	BRALA17522
OG0003738	DROME11561, DROME11562	BRALA18659
OG0003742	DROME17331, DROME17332	BRALA18578
OG0003743	DROME13785	BRALA23724
OG0003744	DROME08150	BRALA24796
OG0003745	DROME20574, DROME20575	BRALA06719, BRALA03263, BRALA30410
OG0003746	DROME01977	BRALA17015
OG0003747	DROME00997, DROME00995, DROME00994, DROME00996	BRALA30716
OG0003748	DROME01784	BRALA12755
OG0003749	DROME18502, DROME18501	BRALA26426, BRALA26425
OG0003750	DROME15590	BRALA18863
OG0003753	DROME12522, DROME12521, DROME12523	BRALA16740
OG0003754	DROME08228, DROME08227	BRALA29308
OG0003755	DROME10789, DROME20093, DROME20094	BRALA35253, BRALA35547, BRALA34607
OG0003756	DROME21916, DROME21915, DROME03180, DROME21917	BRALA19970
OG0003758	DROME11710, DROME11712, DROME11711	BRALA00093
OG0003759	DROME06383	BRALA05624
OG0003761	DROME14154, DROME16436	BRALA04263
OG0003764	DROME21578	BRALA25043
OG0003767	DROME02791	BRALA03143
OG0003769	DROME11691, DROME11690, DROME11693, DROME11692	BRALA26566
OG0003771	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018	BRALA16711
OG0003772	DROME12948	BRALA31033
OG0003773	DROME05209	BRALA23295, BRALA25770, BRALA25032
OG0003775	DROME10059	BRALA35914
OG0003776	DROME09504, DROME16551	BRALA09052
OG0003777	DROME18238, DROME18237, DROME18236	BRALA06297
OG0003778	DROME13171	BRALA19187
OG0003779	DROME17898	BRALA31824
OG0003794	DROME03810, DROME03820	BRALA03340
OG0003795	DROME10754, DROME10753, DROME10755	BRALA19714
OG0003798	DROME12695	BRALA18800
OG0003803	DROME02481, DROME02482	BRALA01090
OG0003805	DROME01815	BRALA29394, BRALA28947, BRALA34265, BRALA29646, BRALA19070, BRALA24692, BRALA00605
OG0003806	DROME01868	BRALA06429
OG0003807	DROME20522, DROME05215	BRALA25353
OG0003808	DROME08174	BRALA10356
OG0003809	DROME04169, DROME04168	BRALA03811
OG0003811	DROME14988, DROME14990, DROME14989	BRALA19420
OG0003813	DROME10056	BRALA03804
OG0003815	DROME08171	BRALA24118
OG0003817	DROME00653	BRALA10868
OG0003818	DROME11129	BRALA21446
OG0003820	DROME07987	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	DROME04477	BRALA15354, BRALA15353
OG0003823	DROME12335	BRALA13717
OG0003824	DROME17215	BRALA21415
OG0003826	DROME12869, DROME12870, DROME12868	BRALA34230
OG0003827	DROME06883, DROME06884	BRALA00778, BRALA00768
OG0003828	DROME10911	BRALA27337
OG0003829	DROME01864	BRALA02842
OG0003831	DROME02158	BRALA11875
OG0003832	DROME22043	BRALA17319
OG0003834	DROME21433	BRALA27607
OG0003836	DROME15123	BRALA34236, BRALA34753
OG0003837	DROME14236, DROME08398	BRALA19478
OG0003839	DROME21710	BRALA02789
OG0003840	DROME00482	BRALA04449
OG0003843	DROME02011	BRALA33818, BRALA34158
OG0003844	DROME19636, DROME19637	BRALA16546
OG0003845	DROME21374	BRALA30351
OG0003846	DROME14576	BRALA21704
OG0003847	DROME04113	BRALA07349
OG0003848	DROME19059, DROME03440, DROME21451, DROME09630	BRALA21811
OG0003849	DROME18363, DROME18362	BRALA21745, BRALA21651
OG0003850	DROME19645	BRALA19297
OG0003851	DROME07873, DROME07872, DROME07874	BRALA10650, BRALA10712
OG0003852	DROME08152	BRALA04443
OG0003853	DROME00889	BRALA15182
OG0003854	DROME11356	BRALA15033
OG0003856	DROME18670	BRALA06378
OG0003857	DROME21963	BRALA06379
OG0003858	DROME12659	BRALA15163
OG0003861	DROME13113	BRALA12361
OG0003863	DROME16970, DROME16972, DROME16971	BRALA16261
OG0003864	DROME16687, DROME16688	BRALA28844
OG0003865	DROME12154, DROME12155	BRALA11341
OG0003866	DROME15012, DROME15013	BRALA23698
OG0003868	DROME05264, DROME05265, DROME05263	BRALA21807
OG0003869	DROME09592	BRALA14443
OG0003870	DROME12586, DROME12587	BRALA07708
OG0003872	DROME05404	BRALA30315
OG0003873	DROME21721	BRALA05760, BRALA05761, BRALA05762, BRALA05757
OG0003874	DROME06608	BRALA01611
OG0003875	DROME19790, DROME19791	BRALA35166, BRALA34606, BRALA35940, BRALA34443
OG0003876	DROME09112	BRALA00896
OG0003877	DROME03255, DROME03256	BRALA23816
OG0003879	DROME15863, DROME15864	BRALA15031
OG0003881	DROME06398	BRALA24783
OG0003883	DROME12952, DROME12953	BRALA11445
OG0003884	DROME16036	BRALA08005
OG0003885	DROME01881, DROME01880	BRALA23768
OG0003886	DROME16702	BRALA04852
OG0003887	DROME05627	BRALA26855
OG0003887	DROME16856	BRALA20668
OG0003888	DROME14996	BRALA19321
OG0003889	DROME06390	BRALA06547, BRALA06540, BRALA02812, BRALA02816, BRALA30158
OG0003892	DROME03882, DROME03883, DROME03881	BRALA22723
OG0003893	DROME20864	BRALA24429
OG0003894	DROME08816	BRALA10135, BRALA10136
OG0003895	DROME02851, DROME08609, DROME08610, DROME02850	BRALA13986
OG0003897	DROME08504, DROME08505	BRALA24446
OG0003898	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007	BRALA06113
OG0003899	DROME15608	BRALA08278
OG0003903	DROME10193, DROME10192, DROME10577, DROME05877, DROME10568, DROME05866, DROME06507, DROME06503	BRALA12337
OG0003904	DROME13386	BRALA04278
OG0003906	DROME10315	BRALA18512
OG0003908	DROME07423	BRALA16606
OG0003908	DROME05483	BRALA17141
OG0003909	DROME12680	BRALA29427
OG0003910	DROME10387	BRALA23005
OG0003911	DROME11361	BRALA13724
OG0003912	DROME03970, DROME03969, DROME03443	BRALA26575
OG0003913	DROME04350	BRALA05130
OG0003915	DROME04519	BRALA12140
OG0003916	DROME10524, DROME10523	BRALA19092
OG0003917	DROME06379	BRALA18730
OG0003918	DROME16748, DROME16746, DROME16745, DROME16747	BRALA03733
OG0003920	DROME16629, DROME16630	BRALA23721
OG0003921	DROME02956, DROME02955, DROME02957	BRALA09641
OG0003923	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714	BRALA14453
OG0003925	DROME01564, DROME01563	BRALA05610
OG0003926	DROME01565, DROME01567, DROME01566	BRALA05443
OG0003930	DROME20922	BRALA02295
OG0003931	DROME02384, DROME02385	BRALA25275
OG0003933	DROME03669	BRALA28039
OG0003934	DROME11280	BRALA01058
OG0003935	DROME00302	BRALA13280, BRALA03846, BRALA20864
OG0003936	DROME02177	BRALA34488, BRALA03060
OG0003938	DROME13183	BRALA24502
OG0003939	DROME01287	BRALA05196
OG0003940	DROME13675	BRALA15373
OG0003942	DROME15620	BRALA34122
OG0003944	DROME18760	BRALA12422
OG0003945	DROME01863	BRALA25345
OG0003946	DROME13159, DROME13158	BRALA21665
OG0003947	DROME08292	BRALA29298
OG0003949	DROME09152	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	DROME16615	BRALA02049
OG0003951	DROME07725	BRALA15284
OG0003953	DROME09054, DROME00634, DROME11448	BRALA30111
OG0003955	DROME16756	BRALA20185
OG0003958	DROME00635	BRALA33511
OG0003959	DROME15055	BRALA02632
OG0003961	DROME17804	BRALA09640
OG0003962	DROME09201	BRALA34272
OG0003964	DROME09409	BRALA12174, BRALA12173, BRALA12175
OG0003965	DROME07977, DROME07971, DROME07972	BRALA31971
OG0003967	DROME15281	BRALA26387
OG0003968	DROME04759, DROME04758	BRALA12045
OG0003969	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767	BRALA31035
OG0003970	DROME08299	BRALA04290
OG0003971	DROME06198	BRALA17785
OG0003972	DROME03377	BRALA03399
OG0003973	DROME13196, DROME13195, DROME13194	BRALA22301
OG0003998	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849	BRALA31907
OG0003999	DROME14381, DROME14380	BRALA00082
OG0004000	DROME11283	BRALA28671
OG0004004	DROME11755, DROME11754	BRALA00327
OG0004005	DROME14778, DROME14779, DROME14780	BRALA14573
OG0004007	DROME18644	BRALA01057
OG0004009	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735	BRALA28666
OG0004011	DROME02697, DROME02696, DROME02701	BRALA06852
OG0004012	DROME11288	BRALA21712
OG0004014	DROME02886, DROME02837	BRALA12884
OG0004015	DROME07793	BRALA28855
OG0004017	DROME02036	BRALA15067
OG0004019	DROME01647	BRALA02398
OG0004020	DROME17726, DROME17727	BRALA33134
OG0004021	DROME19870	BRALA27677, BRALA23566
OG0004022	DROME10913, DROME10915, DROME10912, DROME10914	BRALA09008, BRALA15698
OG0004023	DROME19067	BRALA27308
OG0004025	DROME16102	BRALA24484
OG0004027	DROME13967	BRALA35222
OG0004028	DROME21582, DROME21583	BRALA06730
OG0004029	DROME07976	BRALA09061
OG0004031	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216	BRALA30314
OG0004032	DROME08117	BRALA12147
OG0004033	DROME14180, DROME12245	BRALA13287
OG0004035	DROME03941, DROME03943, DROME03942, DROME03940	BRALA20551
OG0004036	DROME19609	BRALA19286
OG0004037	DROME06863	BRALA29961
OG0004038	DROME02888	BRALA05335
OG0004039	DROME19307	BRALA14564, BRALA14563
OG0004040	DROME07203	BRALA29252
OG0004041	DROME05936	BRALA26134
OG0004042	DROME16619	BRALA14677
OG0004044	DROME05299, DROME05298	BRALA10276
OG0004045	DROME06772	BRALA11417, BRALA32867
OG0004047	DROME02487, DROME02484, DROME02486, DROME02485	BRALA04429, BRALA18670, BRALA08115
OG0004048	DROME17671	BRALA24410
OG0004051	DROME18087, DROME18086	BRALA10732
OG0004053	DROME21730	BRALA15092
OG0004054	DROME15059	BRALA28842
OG0004056	DROME15287	BRALA04140
OG0004057	DROME06677, DROME00479	BRALA08841
OG0004059	DROME13217	BRALA22286
OG0004060	DROME20687	BRALA22527
OG0004061	DROME03990	BRALA00733
OG0004062	DROME16212	BRALA16266
OG0004064	DROME06301	BRALA01479
OG0004065	DROME02456	BRALA17282
OG0004067	DROME14860	BRALA11637
OG0004068	DROME11057	BRALA19301
OG0004069	DROME10101	BRALA04243
OG0004070	DROME04845	BRALA10466
OG0004071	DROME15812	BRALA18327
OG0004072	DROME21957, DROME17982	BRALA17054
OG0004073	DROME01650	BRALA24719, BRALA29860
OG0004074	DROME06751	BRALA16650
OG0004075	DROME21242	BRALA26090
OG0004076	DROME00303	BRALA15154
OG0004078	DROME11078	BRALA35758
OG0004079	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265	BRALA08294
OG0004080	DROME06468, DROME06467	BRALA20296
OG0004081	DROME16707, DROME16708, DROME16709, DROME16710	BRALA31261
OG0004082	DROME08161	BRALA01474
OG0004084	DROME12357	BRALA28518, BRALA08330
OG0004085	DROME05732, DROME05731, DROME05733	BRALA24215
OG0004089	DROME00381	BRALA08677, BRALA08678
OG0004091	DROME14119	BRALA00652
OG0004092	DROME12563	BRALA07368
OG0004093	DROME15725	BRALA33199
OG0004095	DROME13735	BRALA07608
OG0004096	DROME00515	BRALA21352
OG0004098	DROME01948	BRALA00651, BRALA22068
OG0004099	DROME19388	BRALA10432
OG0004101	DROME08755, DROME08757, DROME08756	BRALA04835
OG0004102	DROME12666	BRALA35263, BRALA34474
OG0004105	DROME04809, DROME04810, DROME04811	BRALA13768
OG0004107	DROME19212	BRALA03118
OG0004108	DROME07361	BRALA18855
