Orthogroup	MOUSE	BRALA
OG0003618	MOUSE21564	BRALA30067
OG0003619	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314	BRALA28306
OG0003620	MOUSE35127, MOUSE35128	BRALA15834
OG0003621	MOUSE44993, MOUSE44994	BRALA15694
OG0003622	MOUSE28010, MOUSE28008, MOUSE28009	BRALA13428
OG0003623	MOUSE41485	BRALA13875
OG0003624	MOUSE09386, MOUSE09387	BRALA34546, BRALA32644
OG0003625	MOUSE53422	BRALA29309, BRALA10329, BRALA10330, BRALA16006
OG0003627	MOUSE21801, MOUSE21800, MOUSE21802, MOUSE45258, MOUSE45262, MOUSE45261, MOUSE45260, MOUSE45254, MOUSE45256, MOUSE45255, MOUSE45259, MOUSE45257	BRALA16210
OG0003629	MOUSE29983, MOUSE29984, MOUSE29981, MOUSE29982	BRALA05892
OG0003630	MOUSE46274	BRALA29277
OG0003632	MOUSE29457, MOUSE29458	BRALA22349
OG0003633	MOUSE45040, MOUSE45041, MOUSE45037, MOUSE45039, MOUSE45038, MOUSE45036	BRALA10607
OG0003634	MOUSE34995, MOUSE34996	BRALA14363
OG0003635	MOUSE55664	BRALA18691
OG0003638	MOUSE07871	BRALA12059
OG0003640	MOUSE06258, MOUSE06259, MOUSE23351	BRALA04598
OG0003641	MOUSE19690, MOUSE28969, MOUSE28970	BRALA22029
OG0003642	MOUSE51394	BRALA14568
OG0003643	MOUSE23455, MOUSE23454	BRALA20230, BRALA05378, BRALA17185, BRALA07011
OG0003644	MOUSE25659, MOUSE25655, MOUSE25658	BRALA10140
OG0003645	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755	BRALA13185
OG0003646	MOUSE51957	BRALA22868
OG0003647	MOUSE10329, MOUSE10327, MOUSE10325, MOUSE10328, MOUSE10330	BRALA16527
OG0003648	MOUSE35777, MOUSE35776, MOUSE35779, MOUSE35778	BRALA17389
OG0003649	MOUSE18455	BRALA01612
OG0003650	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147	BRALA13666
OG0003651	MOUSE28186, MOUSE32014, MOUSE32016, MOUSE32015, MOUSE32017, MOUSE32012, MOUSE32013	BRALA21916
OG0003652	MOUSE51309, MOUSE00670	BRALA34260
OG0003653	MOUSE13490, MOUSE13491, MOUSE43712, MOUSE43711, MOUSE12262, MOUSE13492	BRALA33747, BRALA20594, BRALA35513
OG0003654	MOUSE29385, MOUSE29384	BRALA21275
OG0003655	MOUSE00092, MOUSE00091, MOUSE38828	BRALA33353
OG0003656	MOUSE52004, MOUSE52005, MOUSE30702	BRALA04460
OG0003657	MOUSE26477, MOUSE26479, MOUSE26480, MOUSE26478	BRALA00140
OG0003658	MOUSE39824	BRALA00325
OG0003659	MOUSE05800, MOUSE05799, MOUSE05801	BRALA07055
OG0003660	MOUSE11149, MOUSE11145, MOUSE11148, MOUSE11147, MOUSE11146	BRALA03685
OG0003662	MOUSE00931, MOUSE00930, MOUSE00932, MOUSE40409, MOUSE40410, MOUSE40406, MOUSE40408, MOUSE40407	BRALA28700
OG0003663	MOUSE03415, MOUSE00823, MOUSE03414	BRALA03839, BRALA03841
OG0003664	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910	BRALA25355
OG0003665	MOUSE07285	BRALA15969, BRALA08702
OG0003666	MOUSE26034, MOUSE26036, MOUSE23757, MOUSE23758, MOUSE26035	BRALA25648
OG0003667	MOUSE15239, MOUSE15238	BRALA23583
OG0003668	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217	BRALA16595
OG0003669	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718	BRALA01156
OG0003671	MOUSE21089, MOUSE03153	BRALA32769
OG0003672	MOUSE03769, MOUSE03770	BRALA18633
OG0003673	MOUSE52124, MOUSE52123, MOUSE52122, MOUSE52125	BRALA19292
OG0003673	MOUSE16463, MOUSE16464	BRALA19291
OG0003674	MOUSE03963, MOUSE03964	BRALA13017
OG0003675	MOUSE53287, MOUSE53284, MOUSE53286, MOUSE53283	BRALA11375
OG0003676	MOUSE25609	BRALA10096
OG0003676	MOUSE53232, MOUSE53233	BRALA14472
OG0003677	MOUSE26179, MOUSE25068, MOUSE25069, MOUSE05328	BRALA09088
OG0003678	MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400	BRALA05291
OG0003679	MOUSE15732, MOUSE25049, MOUSE25050	BRALA16005, BRALA21232, BRALA26522, BRALA26365, BRALA21231
OG0003680	MOUSE02511, MOUSE02510, MOUSE02508, MOUSE02509, MOUSE02513, MOUSE02514, MOUSE22063, MOUSE22062	BRALA09741
OG0003681	MOUSE14464, MOUSE27092, MOUSE27091	BRALA02162
OG0003682	MOUSE24620, MOUSE24619	BRALA10785, BRALA10910
OG0003683	MOUSE37323, MOUSE37321, MOUSE20043, MOUSE20045, MOUSE20047, MOUSE20048	BRALA22205
OG0003684	MOUSE23198, MOUSE23196, MOUSE23195, MOUSE23197	BRALA26598
OG0003685	MOUSE51976, MOUSE51974, MOUSE51975	BRALA04329
OG0003686	MOUSE49108, MOUSE49109, MOUSE49107, MOUSE49105, MOUSE49106, MOUSE49104, MOUSE49103, MOUSE49102, MOUSE49101, MOUSE49099	BRALA12463
OG0003687	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109	BRALA14064
OG0003688	MOUSE34520, MOUSE34521, MOUSE34522	BRALA26787, BRALA05434
OG0003689	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457	BRALA09157
OG0003691	MOUSE48085, MOUSE48086, MOUSE48087	BRALA22954
OG0003692	MOUSE02817, MOUSE02816, MOUSE02818	BRALA28877
OG0003693	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265	BRALA09225
OG0003694	MOUSE30782	BRALA07902
OG0003695	MOUSE25741, MOUSE25740, MOUSE25739, MOUSE20814	BRALA21829
OG0003696	MOUSE35449, MOUSE35450	BRALA20035
OG0003697	MOUSE06524	BRALA16767
OG0003698	MOUSE21124, MOUSE12762	BRALA21409
OG0003699	MOUSE25218	BRALA35351
OG0003700	MOUSE15026, MOUSE06260, MOUSE06261, MOUSE06262	BRALA23022
OG0003701	MOUSE15704, MOUSE15707, MOUSE15706, MOUSE15705, MOUSE15703	BRALA16004
OG0003702	MOUSE28176, MOUSE28174, MOUSE28173, MOUSE07243, MOUSE07240, MOUSE07242, MOUSE07241, MOUSE07239, MOUSE07237, MOUSE28175	BRALA28909
OG0003703	MOUSE20574, MOUSE27650	BRALA02399
OG0003704	MOUSE48834, MOUSE48833, MOUSE33411, MOUSE33409	BRALA17852
OG0003705	MOUSE35234, MOUSE35235, MOUSE35240, MOUSE35241, MOUSE35238, MOUSE35236, MOUSE35237	BRALA17124
OG0003706	MOUSE17759, MOUSE17750, MOUSE17753, MOUSE17755, MOUSE17756, MOUSE17754, MOUSE17757, MOUSE17758, MOUSE17752, MOUSE17751	BRALA21768
OG0003707	MOUSE09616, MOUSE44752, MOUSE44751	BRALA13435
OG0003709	MOUSE43765, MOUSE43763, MOUSE43764	BRALA03316
OG0003710	MOUSE55264, MOUSE31690	BRALA29789
OG0003711	MOUSE51934, MOUSE51928, MOUSE51930, MOUSE51936, MOUSE51935, MOUSE51933, MOUSE51931, MOUSE51932, MOUSE51927, MOUSE51929	BRALA03254
OG0003712	MOUSE14240, MOUSE14239, MOUSE15046	BRALA11231
OG0003713	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767	BRALA01757
OG0003714	MOUSE34993, MOUSE34994	BRALA14362
OG0003716	MOUSE15604, MOUSE15602	BRALA32334
OG0003717	MOUSE33976, MOUSE33975, MOUSE08977, MOUSE08978	BRALA21117
OG0003718	MOUSE22255, MOUSE22254	BRALA07126
OG0003719	MOUSE30866	BRALA14607
OG0003721	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247	BRALA12038
OG0003722	MOUSE31879, MOUSE31880, MOUSE31883, MOUSE31881, MOUSE25682, MOUSE25686, MOUSE25681	BRALA24100
OG0003724	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771	BRALA05473
OG0003725	MOUSE33444, MOUSE33447, MOUSE32961, MOUSE32962, MOUSE18709	BRALA29814, BRALA00696
OG0003726	MOUSE34118, MOUSE52017, MOUSE52018	BRALA15025, BRALA15024
OG0003727	MOUSE43077, MOUSE43079, MOUSE43078, MOUSE43080, MOUSE43076	BRALA25125
OG0003728	MOUSE31942, MOUSE31943, MOUSE31941	BRALA23646
OG0003729	MOUSE26210, MOUSE26211	BRALA06888, BRALA06951
OG0003730	MOUSE46790, MOUSE46788, MOUSE46787, MOUSE46786	BRALA29533
OG0003731	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320	BRALA21198
OG0003732	MOUSE22010, MOUSE22008, MOUSE22011	BRALA11685
OG0003733	MOUSE33101, MOUSE33100	BRALA01134
OG0003734	MOUSE25448, MOUSE18509, MOUSE28344	BRALA21794
OG0003735	MOUSE51303	BRALA34167
OG0003736	MOUSE49071	BRALA33666, BRALA33744, BRALA33746
OG0003737	MOUSE25393, MOUSE25394, MOUSE23885, MOUSE23886, MOUSE23887	BRALA17522
OG0003738	MOUSE04750, MOUSE04749	BRALA18659
OG0003739	MOUSE23353	BRALA14467
OG0003742	MOUSE06945, MOUSE06947, MOUSE02363	BRALA18578
OG0003743	MOUSE37350, MOUSE37349, MOUSE37354	BRALA23724
OG0003744	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535	BRALA24796
OG0003745	MOUSE15322, MOUSE15325, MOUSE15323	BRALA06719, BRALA03263, BRALA30410
OG0003746	MOUSE22549, MOUSE04784, MOUSE04785	BRALA17015
OG0003748	MOUSE01948, MOUSE01947, MOUSE01949, MOUSE01946, MOUSE01950	BRALA12755
OG0003749	MOUSE42046	BRALA26426, BRALA26425
OG0003750	MOUSE28487	BRALA18863
OG0003751	MOUSE23837	BRALA32676, BRALA06904
OG0003752	MOUSE32569, MOUSE32570, MOUSE52228, MOUSE52226	BRALA25856
OG0003753	MOUSE06070, MOUSE06071	BRALA16740
OG0003754	MOUSE20471, MOUSE20474, MOUSE20473, MOUSE20472, MOUSE02213	BRALA29308
OG0003755	MOUSE04959	BRALA35547, BRALA34607
OG0003756	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326	BRALA19970
OG0003757	MOUSE42645, MOUSE42643, MOUSE42644	BRALA13359
OG0003758	MOUSE05241, MOUSE05240, MOUSE14904	BRALA00093
OG0003759	MOUSE04234, MOUSE17579, MOUSE17581	BRALA05624
OG0003760	MOUSE18949, MOUSE18947, MOUSE18948, MOUSE06740, MOUSE06738, MOUSE06736, MOUSE06739, MOUSE06737	BRALA17848
OG0003761	MOUSE51337, MOUSE32241	BRALA04263
OG0003762	MOUSE06209, MOUSE15008	BRALA18646
OG0003763	MOUSE00212, MOUSE00213	BRALA24515
OG0003764	MOUSE06475, MOUSE06476, MOUSE06477, MOUSE06478	BRALA25043
OG0003765	MOUSE54396, MOUSE54390, MOUSE54394, MOUSE54389, MOUSE54386, MOUSE54393, MOUSE54395, MOUSE54387, MOUSE54391, MOUSE54388, MOUSE24921, MOUSE54392	BRALA18952
OG0003767	MOUSE13389	BRALA03143
OG0003768	MOUSE01938, MOUSE01939, MOUSE01940	BRALA11897
OG0003769	MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408	BRALA26566
OG0003770	MOUSE45318, MOUSE45319, MOUSE45317	BRALA19409
OG0003771	MOUSE06180, MOUSE06179, MOUSE14269	BRALA16711
OG0003772	MOUSE49741, MOUSE49740, MOUSE49744, MOUSE49743, MOUSE49746	BRALA31033
OG0003773	MOUSE17006, MOUSE17005, MOUSE17004, MOUSE05143	BRALA23295, BRALA25770, BRALA25032
OG0003775	MOUSE36961, MOUSE36959, MOUSE36962, MOUSE36960	BRALA35914
OG0003776	MOUSE16172, MOUSE16173	BRALA09052
OG0003777	MOUSE22964, MOUSE05638, MOUSE06985	BRALA06297
OG0003778	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258	BRALA19187
OG0003779	MOUSE04027, MOUSE04026, MOUSE04028	BRALA31824
OG0003781	MOUSE35996, MOUSE21311, MOUSE21310, MOUSE21312, MOUSE21306, MOUSE21305, MOUSE21308, MOUSE21307, MOUSE21303	BRALA24563
OG0003794	MOUSE28886, MOUSE28885, MOUSE28884, MOUSE28883, MOUSE19914, MOUSE43750	BRALA03340
OG0003795	MOUSE53567, MOUSE53566, MOUSE53563, MOUSE53564, MOUSE53565	BRALA19714
OG0003798	MOUSE26587, MOUSE26588, MOUSE14915	BRALA18800
OG0003803	MOUSE23801, MOUSE23803, MOUSE23802, MOUSE23800	BRALA01090
OG0003806	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978	BRALA06429
OG0003807	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985	BRALA25353
OG0003808	MOUSE34022, MOUSE34021	BRALA10356
OG0003809	MOUSE31684, MOUSE31683, MOUSE31685, MOUSE31687	BRALA03811
OG0003810	MOUSE13033, MOUSE13032, MOUSE13030, MOUSE13031, MOUSE09581, MOUSE09579	BRALA11857
OG0003811	MOUSE36524, MOUSE36525	BRALA19420
OG0003812	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619	BRALA05555
OG0003813	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965	BRALA03804
OG0003816	MOUSE21055	BRALA06868
OG0003817	MOUSE15979, MOUSE15977, MOUSE15978	BRALA10868
OG0003818	MOUSE47757	BRALA21446
OG0003820	MOUSE33033, MOUSE33034, MOUSE33032	BRALA22842, BRALA27361, BRALA30515, BRALA22840, BRALA29767, BRALA22841
OG0003821	MOUSE31151, MOUSE52622, MOUSE52623	BRALA15354, BRALA15353
OG0003823	MOUSE06728, MOUSE06726	BRALA13717
OG0003824	MOUSE47802	BRALA21415
OG0003825	MOUSE00683, MOUSE00691, MOUSE00687, MOUSE00685, MOUSE00684, MOUSE00689, MOUSE00686, MOUSE00688, MOUSE00682	BRALA17596
OG0003826	MOUSE04365	BRALA34055
OG0003826	MOUSE04366	BRALA34230
OG0003827	MOUSE31957	BRALA00778
OG0003827	MOUSE31958	BRALA00768
OG0003828	MOUSE32817	BRALA27337
OG0003829	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103	BRALA02842
OG0003830	MOUSE32193, MOUSE32191, MOUSE32192	BRALA15659
OG0003831	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298	BRALA11875
OG0003832	MOUSE31056, MOUSE02326, MOUSE02327, MOUSE02328, MOUSE52521, MOUSE52522, MOUSE52523	BRALA17319
OG0003833	MOUSE12711, MOUSE12709, MOUSE12710	BRALA19235
OG0003834	MOUSE23210, MOUSE49466	BRALA27607
OG0003835	MOUSE06592, MOUSE06595, MOUSE06594, MOUSE06593, MOUSE06591	BRALA21118
OG0003836	MOUSE36279, MOUSE36278, MOUSE03603, MOUSE03602	BRALA34236, BRALA34753
OG0003837	MOUSE06124, MOUSE06122	BRALA19478
OG0003839	MOUSE24236, MOUSE24234	BRALA02789
OG0003840	MOUSE51791, MOUSE51790, MOUSE51795, MOUSE51794, MOUSE51792, MOUSE30794, MOUSE30796, MOUSE30795	BRALA04449
OG0003842	MOUSE01988, MOUSE01994, MOUSE01996, MOUSE01991, MOUSE01992, MOUSE01990, MOUSE01989, MOUSE01993, MOUSE01995	BRALA00315
OG0003843	MOUSE02984	BRALA33818
OG0003844	MOUSE33019	BRALA16546
OG0003845	MOUSE04946	BRALA30351
OG0003846	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453	BRALA21704
OG0003847	MOUSE05297, MOUSE05298, MOUSE05296	BRALA07349
OG0003848	MOUSE23878, MOUSE23876, MOUSE23877	BRALA21811
OG0003849	MOUSE51655, MOUSE51656, MOUSE51657, MOUSE19816	BRALA21745, BRALA21651
OG0003850	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273	BRALA19297
OG0003851	MOUSE25173	BRALA10712
OG0003852	MOUSE44765, MOUSE19461	BRALA04443
OG0003853	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176	BRALA15182
OG0003854	MOUSE48500, MOUSE48497, MOUSE48498, MOUSE48499, MOUSE48496, MOUSE44637, MOUSE44638	BRALA15033
OG0003855	MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681	BRALA15994
OG0003856	MOUSE53260	BRALA06378
OG0003857	MOUSE15137, MOUSE15138, MOUSE15136, MOUSE15135	BRALA06379
OG0003858	MOUSE18173	BRALA15163
OG0003859	MOUSE35707, MOUSE35706, MOUSE35705	BRALA26266
OG0003861	MOUSE16328, MOUSE16329, MOUSE16332, MOUSE16326, MOUSE16330, MOUSE16325, MOUSE16327, MOUSE16324, MOUSE16331, MOUSE16323	BRALA12361
OG0003862	MOUSE26244, MOUSE26243, MOUSE26242, MOUSE26241, MOUSE26240, MOUSE26239	BRALA30431
OG0003863	MOUSE46853, MOUSE46851, MOUSE46852	BRALA16261
OG0003864	MOUSE43181, MOUSE43180, MOUSE43182, MOUSE43179	BRALA28844
OG0003865	MOUSE15488, MOUSE14853	BRALA11341
OG0003866	MOUSE55423, MOUSE54508, MOUSE54509	BRALA23698
OG0003868	MOUSE23872, MOUSE23869, MOUSE23871, MOUSE23870	BRALA21807
OG0003869	MOUSE05547	BRALA14443
OG0003870	MOUSE43942, MOUSE43941, MOUSE43940	BRALA07708
OG0003872	MOUSE15344, MOUSE15345, MOUSE15348, MOUSE15346, MOUSE15349, MOUSE15347, MOUSE15343	BRALA30315
OG0003873	MOUSE24551, MOUSE24547	BRALA05760, BRALA05761
OG0003873	MOUSE24549	BRALA05757
OG0003874	MOUSE30453, MOUSE30451, MOUSE30450, MOUSE30452, MOUSE30449	BRALA01611
OG0003875	MOUSE27194	BRALA34606, BRALA35940
OG0003875	MOUSE27195	BRALA34443
OG0003876	MOUSE32588, MOUSE32587	BRALA00896
OG0003878	MOUSE31216, MOUSE31215	BRALA20063
OG0003879	MOUSE51723, MOUSE51724, MOUSE51725	BRALA15031
OG0003880	MOUSE50195, MOUSE50194, MOUSE50193, MOUSE52393, MOUSE52391, MOUSE52395, MOUSE52394, MOUSE52392, MOUSE52390, MOUSE52388, MOUSE52389	BRALA11582
OG0003881	MOUSE34941, MOUSE34940, MOUSE34939	BRALA24783
OG0003882	MOUSE39472, MOUSE39470, MOUSE39471	BRALA03161
OG0003883	MOUSE36195, MOUSE36197, MOUSE36198, MOUSE36196, MOUSE36194	BRALA11445
OG0003884	MOUSE51646, MOUSE51647, MOUSE51649, MOUSE51645, MOUSE51650, MOUSE51648	BRALA08005
OG0003885	MOUSE52050, MOUSE52047, MOUSE09216, MOUSE09218, MOUSE09219, MOUSE09215, MOUSE09217	BRALA23768
OG0003886	MOUSE05592, MOUSE05590, MOUSE05588, MOUSE05593, MOUSE24488, MOUSE24487	BRALA04852
OG0003887	MOUSE46306, MOUSE46305	BRALA26855
OG0003887	MOUSE30820	BRALA20668
OG0003888	MOUSE01271, MOUSE01270, MOUSE01269	BRALA19321
OG0003889	MOUSE15029	BRALA06547, BRALA06540
OG0003890	MOUSE40542, MOUSE40541, MOUSE40543, MOUSE40544, MOUSE19610	BRALA26936
OG0003892	MOUSE24997, MOUSE24998	BRALA22723
OG0003893	MOUSE27805, MOUSE27806, MOUSE27807	BRALA24429
OG0003894	MOUSE25680	BRALA10135, BRALA10136
OG0003895	MOUSE05047	BRALA13986
OG0003896	MOUSE04755, MOUSE04754, MOUSE38515	BRALA13108
OG0003897	MOUSE22869, MOUSE22871	BRALA24446
OG0003898	MOUSE29424, MOUSE29423	BRALA06113
OG0003899	MOUSE32512, MOUSE32510, MOUSE32509, MOUSE32511	BRALA08278
OG0003900	MOUSE20186, MOUSE20185, MOUSE20184	BRALA17436
OG0003901	MOUSE18085, MOUSE18087, MOUSE18086, MOUSE18084, MOUSE34314, MOUSE34315, MOUSE34313	BRALA14426, BRALA08560, BRALA08561
OG0003903	MOUSE36163, MOUSE36162	BRALA12337
OG0003904	MOUSE44859, MOUSE44858, MOUSE44857, MOUSE44860	BRALA04278
OG0003906	MOUSE48566, MOUSE48567, MOUSE48565	BRALA18512
OG0003908	MOUSE48727	BRALA16606
OG0003908	MOUSE01976	BRALA17141
OG0003909	MOUSE06721, MOUSE06722	BRALA29427
OG0003910	MOUSE33951	BRALA23005
OG0003911	MOUSE28427, MOUSE28428, MOUSE28429, MOUSE28430	BRALA13724
OG0003912	MOUSE28242, MOUSE49733, MOUSE49734	BRALA26575
OG0003913	MOUSE37139, MOUSE37140, MOUSE37141	BRALA05130
OG0003914	MOUSE44937	BRALA04182
OG0003915	MOUSE47591, MOUSE53939, MOUSE53940, MOUSE53938	BRALA12140
OG0003916	MOUSE11886, MOUSE11883, MOUSE32101, MOUSE11887, MOUSE11888, MOUSE11885, MOUSE11884	BRALA19092
OG0003917	MOUSE21868, MOUSE21864, MOUSE21866, MOUSE21865	BRALA18730
OG0003918	MOUSE03352, MOUSE03353, MOUSE36870, MOUSE36868, MOUSE36871	BRALA03733
OG0003920	MOUSE34202, MOUSE34203, MOUSE34199, MOUSE34201, MOUSE34197	BRALA23721
OG0003921	MOUSE21508, MOUSE21507	BRALA09641
OG0003922	MOUSE15487	BRALA25868, BRALA02161
OG0003923	MOUSE22537, MOUSE22540	BRALA14453
OG0003924	MOUSE30310, MOUSE30307, MOUSE30309, MOUSE30308	BRALA04026
OG0003925	MOUSE34231, MOUSE34234, MOUSE34233, MOUSE34232	BRALA05610
OG0003926	MOUSE34485	BRALA05443
OG0003927	MOUSE37878	BRALA14919
OG0003930	MOUSE01907	BRALA02295
OG0003931	MOUSE54521, MOUSE54520, MOUSE15104, MOUSE15103	BRALA25275
OG0003933	MOUSE40723, MOUSE40721, MOUSE01760, MOUSE01761	BRALA28039
OG0003934	MOUSE42153, MOUSE42147, MOUSE42150, MOUSE42152, MOUSE42146, MOUSE42144, MOUSE42151, MOUSE42149, MOUSE42145, MOUSE42148	BRALA01058
OG0003935	MOUSE07299, MOUSE07301, MOUSE07304, MOUSE07305	BRALA13280, BRALA03846, BRALA20864
OG0003936	MOUSE49405, MOUSE49406, MOUSE49409, MOUSE49408, MOUSE49407	BRALA34488
OG0003937	MOUSE46835, MOUSE46834, MOUSE12731, MOUSE12732	BRALA25602
OG0003938	MOUSE44129, MOUSE44122, MOUSE44123, MOUSE44128, MOUSE21304, MOUSE44124, MOUSE44119	BRALA24502
OG0003939	MOUSE08650, MOUSE08652, MOUSE08651	BRALA05196
OG0003940	MOUSE27096, MOUSE27095, MOUSE27094	BRALA15373
OG0003941	MOUSE01824, MOUSE01825	BRALA20467
OG0003942	MOUSE00089	BRALA34122
OG0003943	MOUSE12675, MOUSE12671, MOUSE12673, MOUSE12674, MOUSE12668, MOUSE12670, MOUSE12669, MOUSE12672	BRALA01879, BRALA01880
OG0003944	MOUSE15418, MOUSE15417	BRALA12422
OG0003945	MOUSE41583, MOUSE41582, MOUSE41581, MOUSE17288, MOUSE17289	BRALA25345
OG0003946	MOUSE21095, MOUSE36215, MOUSE36213	BRALA21665
OG0003947	MOUSE35865	BRALA29298
OG0003948	MOUSE27770, MOUSE27769, MOUSE27768	BRALA14249
OG0003949	MOUSE00545, MOUSE00544	BRALA02048, BRALA07193, BRALA30122, BRALA20244, BRALA02045
OG0003950	MOUSE46969, MOUSE46968, MOUSE46965, MOUSE46966, MOUSE46967, MOUSE46964	BRALA02049
OG0003951	MOUSE52852, MOUSE52853, MOUSE52855	BRALA15284
OG0003952	MOUSE18252, MOUSE18251	BRALA23419
OG0003953	MOUSE03606, MOUSE48265, MOUSE48266, MOUSE48264	BRALA23252
OG0003954	MOUSE13604, MOUSE13605, MOUSE06634	BRALA16702
OG0003955	MOUSE54923, MOUSE54922, MOUSE48233	BRALA20185
OG0003956	MOUSE31801, MOUSE31799, MOUSE31800, MOUSE31798	BRALA05102
OG0003957	MOUSE23237	BRALA03349
OG0003958	MOUSE00807, MOUSE19245, MOUSE47952	BRALA33511
OG0003959	MOUSE25457, MOUSE25458, MOUSE25459	BRALA02632
OG0003960	MOUSE14525, MOUSE44448, MOUSE44449, MOUSE44447	BRALA02491
OG0003961	MOUSE33639	BRALA09640
OG0003962	MOUSE55666, MOUSE13058, MOUSE29655, MOUSE19377	BRALA34272
OG0003964	MOUSE26052	BRALA23648
OG0003965	MOUSE34195, MOUSE34194	BRALA31971
OG0003966	MOUSE16335, MOUSE16338, MOUSE16339, MOUSE16340, MOUSE16337, MOUSE16336	BRALA24386
OG0003967	MOUSE46011, MOUSE46010	BRALA26387
OG0003968	MOUSE30962, MOUSE30965, MOUSE30963, MOUSE30964, MOUSE24346, MOUSE24347	BRALA12045
OG0003969	MOUSE11695, MOUSE11697, MOUSE11700, MOUSE11699, MOUSE11698, MOUSE11702, MOUSE11701, MOUSE11696	BRALA31035
OG0003970	MOUSE37843, MOUSE37844, MOUSE37846, MOUSE37842, MOUSE37840, MOUSE37841	BRALA04290
OG0003971	MOUSE25243	BRALA17785
OG0003972	MOUSE28853, MOUSE28854, MOUSE28855	BRALA03399
OG0003973	MOUSE07129, MOUSE07128, MOUSE28069, MOUSE28068	BRALA22301
OG0003974	MOUSE41770	BRALA02422
OG0003976	MOUSE46808	BRALA25838
OG0003979	MOUSE12511	BRALA01550, BRALA33170, BRALA33805
OG0003979	MOUSE19609	BRALA19949
OG0003979	MOUSE49786	BRALA04551, BRALA02647
OG0003980	MOUSE34564, MOUSE34562, MOUSE34563, MOUSE34561, MOUSE34559, MOUSE34560, MOUSE34565	BRALA10372, BRALA18555
OG0003981	MOUSE16726, MOUSE13585, MOUSE49457, MOUSE49456	BRALA16165, BRALA16166, BRALA12076, BRALA01818, BRALA01817
OG0003997	MOUSE48238, MOUSE48239, MOUSE48236, MOUSE48237	BRALA16956
OG0003998	MOUSE03017, MOUSE03016, MOUSE03018, MOUSE03015	BRALA31907
OG0003999	MOUSE39639, MOUSE39638	BRALA00082
OG0004000	MOUSE53010, MOUSE53011	BRALA28671
OG0004002	MOUSE08674	BRALA24418
OG0004004	MOUSE29855, MOUSE48967, MOUSE55331	BRALA00327
OG0004005	MOUSE06870, MOUSE06869, MOUSE06871	BRALA14573
OG0004006	MOUSE24127, MOUSE24124, MOUSE24123, MOUSE24125	BRALA31286, BRALA35212, BRALA31287
OG0004007	MOUSE33282, MOUSE13163, MOUSE13164	BRALA01057
OG0004009	MOUSE31536, MOUSE31534, MOUSE00745, MOUSE00744	BRALA28666
OG0004010	MOUSE10577	BRALA00694, BRALA29812
OG0004011	MOUSE47919, MOUSE47918, MOUSE11106, MOUSE47920	BRALA06852
OG0004012	MOUSE03422	BRALA21712
OG0004014	MOUSE22452	BRALA12884
OG0004015	MOUSE31950, MOUSE31951, MOUSE31949, MOUSE31948, MOUSE31952	BRALA28855
OG0004016	MOUSE14828	BRALA07122
OG0004017	MOUSE46421, MOUSE46424, MOUSE46423, MOUSE46422, MOUSE46420	BRALA15067
OG0004018	MOUSE00552, MOUSE00553, MOUSE00555, MOUSE00554, MOUSE00556, MOUSE00557, MOUSE00551	BRALA25652, BRALA25651
OG0004019	MOUSE44044, MOUSE44042, MOUSE44043, MOUSE44046, MOUSE44050, MOUSE44045, MOUSE44048, MOUSE44047, MOUSE44051, MOUSE44049, MOUSE44041	BRALA02398
OG0004020	MOUSE22765, MOUSE22762, MOUSE22763	BRALA33134
OG0004021	MOUSE04367, MOUSE04368	BRALA27677, BRALA23566
