Orthogroup	MOUSE	DANRE
OG0001989	MOUSE01911, MOUSE01910, MOUSE01908	DANRE31355, DANRE31356, DANRE31354
OG0001989	MOUSE17252	DANRE22276, DANRE22275
OG0001990	MOUSE28277, MOUSE28278, MOUSE28274, MOUSE28280, MOUSE28279	DANRE22503
OG0001991	MOUSE28572	DANRE17344, DANRE17343, DANRE37142
OG0001992	MOUSE18241	DANRE11762
OG0001992	MOUSE18239, MOUSE18240	DANRE04530, DANRE04529
OG0001992	MOUSE27555	DANRE11763
OG0001993	MOUSE40327, MOUSE40324, MOUSE40325, MOUSE40326	DANRE16394, DANRE16396
OG0001993	MOUSE19185	DANRE24638, DANRE24639
OG0001993	MOUSE40329	DANRE16392, DANRE16393, DANRE16391, DANRE16395
OG0001994	MOUSE37537	DANRE33517, DANRE33516, DANRE33514, DANRE33513, DANRE33518
OG0001994	MOUSE04718, MOUSE04715, MOUSE04716	DANRE01221, DANRE08449, DANRE08448, DANRE08447, DANRE08446
OG0001994	MOUSE04717	DANRE01222
OG0001996	MOUSE07643	DANRE11804, DANRE11802, DANRE11803
OG0001997	MOUSE07968, MOUSE07969	DANRE05687, DANRE05689, DANRE05688
OG0001997	MOUSE07967, MOUSE07962, MOUSE07966, MOUSE07963, MOUSE07964, MOUSE07965	DANRE05692, DANRE05693, DANRE05694, DANRE05696, DANRE05695, DANRE05691
OG0001998	MOUSE32621, MOUSE32624, MOUSE32622, MOUSE32623	DANRE06555
OG0001998	MOUSE46491, MOUSE46493, MOUSE46492	DANRE03893, DANRE03894, DANRE03896, DANRE03895, DANRE03892, DANRE03891
OG0001999	MOUSE38646	DANRE03070
OG0001999	MOUSE20476, MOUSE20475	DANRE37619, DANRE37620
OG0002000	MOUSE10393	DANRE40008
OG0002000	MOUSE10391, MOUSE10392	DANRE34699
OG0002001	MOUSE02426, MOUSE02425	DANRE37098, DANRE37097
OG0002001	MOUSE03790, MOUSE03789, MOUSE03792	DANRE30004, DANRE30006, DANRE30005
OG0002002	MOUSE23079	DANRE20911, DANRE20910
OG0002002	MOUSE45110, MOUSE45111	DANRE12227
OG0002003	MOUSE27518, MOUSE27519, MOUSE27517	DANRE08375, DANRE08376, DANRE08373, DANRE08374
OG0002004	MOUSE30364, MOUSE30363, MOUSE30362, MOUSE30361	DANRE09625
OG0002005	MOUSE30089	DANRE15951
OG0002005	MOUSE21103	DANRE05732
OG0002006	MOUSE05502, MOUSE05503	DANRE03455, DANRE03454
OG0002007	MOUSE31419, MOUSE31421, MOUSE31420, MOUSE31418	DANRE15969, DANRE15968, DANRE39391, DANRE39390
OG0002007	MOUSE11029, MOUSE11028	DANRE05067, DANRE05068, DANRE03797, DANRE03795, DANRE03796
OG0002008	MOUSE21155, MOUSE21154	DANRE04353, DANRE04352
OG0002008	MOUSE36938, MOUSE36937, MOUSE36934, MOUSE36936, MOUSE36935, MOUSE36933, MOUSE36939	DANRE00171, DANRE00170
OG0002010	MOUSE14268	DANRE16540
OG0002010	MOUSE06265, MOUSE06264, MOUSE06263, MOUSE06268, MOUSE06267	DANRE36156
OG0002011	MOUSE28931	DANRE37137, DANRE37138
OG0002011	MOUSE12369, MOUSE12370, MOUSE12374, MOUSE12373, MOUSE12372, MOUSE12371	DANRE24058
OG0002012	MOUSE20563, MOUSE02726	DANRE33994, DANRE33996, DANRE33995
OG0002014	MOUSE06915, MOUSE06916, MOUSE06919, MOUSE06920, MOUSE06922, MOUSE06917, MOUSE06918, MOUSE31211, MOUSE31210, MOUSE31209, MOUSE31208	DANRE40407, DANRE02695, DANRE02696
OG0002014	MOUSE10913, MOUSE10914	DANRE02259
OG0002014	MOUSE10915	DANRE30741, DANRE30742
OG0002015	MOUSE16981, MOUSE14162	DANRE29469
OG0002015	MOUSE16983	DANRE29470
OG0002016	MOUSE36909, MOUSE36907, MOUSE36906, MOUSE36908	DANRE34549, DANRE34550, DANRE34548
OG0002017	MOUSE34862, MOUSE34861	DANRE23207, DANRE23208, DANRE23211
OG0002017	MOUSE41379, MOUSE41380	DANRE09296, DANRE09295
OG0002017	MOUSE52307, MOUSE52306	DANRE27800, DANRE27799, DANRE27801, DANRE08791
OG0002018	MOUSE48720	DANRE16229
OG0002018	MOUSE13046	DANRE35555
OG0002018	MOUSE19410	DANRE42884
OG0002019	MOUSE13302	DANRE41719
OG0002019	MOUSE13301, MOUSE13304	DANRE27901
OG0002019	MOUSE05562, MOUSE05561, MOUSE05558, MOUSE05559, MOUSE05560	DANRE41718, DANRE29916, DANRE29915
OG0002020	MOUSE03156	DANRE20452, DANRE20454, DANRE20453
OG0002020	MOUSE21293, MOUSE21292	DANRE05198, DANRE05197
OG0002022	MOUSE23899	DANRE40197, DANRE40195
OG0002023	MOUSE43134, MOUSE43133, MOUSE43135	DANRE35066, DANRE13137
OG0002023	MOUSE20426	DANRE06621
OG0002023	MOUSE24527, MOUSE24530	DANRE18324, DANRE18325, DANRE10946, DANRE10945
OG0002024	MOUSE23929, MOUSE23928, MOUSE23931, MOUSE23935, MOUSE23934, MOUSE23933, MOUSE23932	DANRE17679, DANRE17680
OG0002024	MOUSE25882, MOUSE25883, MOUSE25885, MOUSE25884	DANRE40672, DANRE33364
OG0002025	MOUSE46171, MOUSE46173	DANRE01978, DANRE01981, DANRE02045, DANRE02039, DANRE02043, DANRE02041, DANRE01984, DANRE02050, DANRE02061, DANRE42193, DANRE42198, DANRE42200, DANRE02058, DANRE02031, DANRE02042, DANRE01987, DANRE01986, DANRE01989, DANRE02048, DANRE02052, DANRE29840, DANRE29838
OG0002026	MOUSE54721, MOUSE54720	DANRE06615, DANRE06616
OG0002026	MOUSE47746, MOUSE47747	DANRE35735, DANRE35734, DANRE35733
OG0002027	MOUSE12849, MOUSE12847, MOUSE12848	DANRE07599
OG0002027	MOUSE29437	DANRE24467, DANRE24468, DANRE27098
OG0002028	MOUSE28064, MOUSE28063	DANRE21869
OG0002029	MOUSE17395, MOUSE17394	DANRE41634
OG0002030	MOUSE33204	DANRE36364
OG0002030	MOUSE50335, MOUSE50337, MOUSE50336	DANRE30168
OG0002030	MOUSE48615	DANRE39897, DANRE39898
OG0002030	MOUSE20826	DANRE19003, DANRE35205, DANRE35204, DANRE35203
OG0002031	MOUSE05700, MOUSE05698, MOUSE05705, MOUSE05706, MOUSE05703, MOUSE05701, MOUSE05707, MOUSE05704, MOUSE05702, MOUSE05699	DANRE29471, DANRE29473, DANRE29472
OG0002031	MOUSE35279	DANRE10345
OG0002032	MOUSE50992, MOUSE50993	DANRE07784, DANRE07783
OG0002033	MOUSE02422	DANRE41348, DANRE41349
OG0002033	MOUSE53104	DANRE11363, DANRE11364
OG0002034	MOUSE37084, MOUSE49038, MOUSE49039, MOUSE49037	DANRE38578
OG0002034	MOUSE27342	DANRE37184
OG0002034	MOUSE09994, MOUSE09997	DANRE14618, DANRE14615, DANRE14617, DANRE14616, DANRE38579
OG0002035	MOUSE33255, MOUSE33259, MOUSE33260, MOUSE33258	DANRE36439, DANRE36438, DANRE26465
OG0002035	MOUSE10551, MOUSE10553, MOUSE10554	DANRE00103, DANRE00102, DANRE40025, DANRE40026, DANRE40024
OG0002036	MOUSE07028, MOUSE07029	DANRE34372
OG0002036	MOUSE07027	DANRE34371, DANRE08351, DANRE08352, DANRE08353
OG0002037	MOUSE18900, MOUSE18896	DANRE03825
OG0002037	MOUSE18897	DANRE27954, DANRE27953, DANRE27955
OG0002037	MOUSE26122, MOUSE26119, MOUSE26120, MOUSE26121, MOUSE26117	DANRE42157, DANRE42153, DANRE42154, DANRE35482, DANRE35481
OG0002038	MOUSE37127, MOUSE37124, MOUSE37121, MOUSE37123, MOUSE37125	DANRE26622
OG0002038	MOUSE17207	DANRE10405, DANRE10403, DANRE10404
OG0002038	MOUSE25938, MOUSE25937	DANRE39861, DANRE39860
OG0002039	MOUSE19440	DANRE06384, DANRE06383, DANRE06382
OG0002039	MOUSE00898, MOUSE00897	DANRE05944
OG0002039	MOUSE48293, MOUSE48294, MOUSE48295, MOUSE48296, MOUSE48297	DANRE17862, DANRE17861, DANRE17858, DANRE17859, DANRE17860
OG0002042	MOUSE00895, MOUSE00894, MOUSE00893, MOUSE00890	DANRE05112, DANRE05113, DANRE05110
OG0002043	MOUSE34379	DANRE15042, DANRE15043, DANRE15044
OG0002043	MOUSE21497, MOUSE21495, MOUSE21494, MOUSE21492, MOUSE21498, MOUSE21496, MOUSE21493	DANRE39208, DANRE39209
OG0002044	MOUSE10859, MOUSE10860	DANRE02851, DANRE22814, DANRE22813
OG0002046	MOUSE27139	DANRE38963
OG0002046	MOUSE43924, MOUSE43926, MOUSE43925	DANRE29508, DANRE24792, DANRE24793
OG0002046	MOUSE39174, MOUSE39173	DANRE31406, DANRE12453
OG0002047	MOUSE47450	DANRE35427
OG0002047	MOUSE37049	DANRE36205
OG0002047	MOUSE37045, MOUSE25614	DANRE19119, DANRE35154
OG0002047	MOUSE37052, MOUSE37050, MOUSE37051	DANRE36206
OG0002049	MOUSE44924	DANRE37581
OG0002049	MOUSE20724	DANRE33950, DANRE33951
OG0002057	MOUSE09785, MOUSE09786, MOUSE09783, MOUSE09782	DANRE40573
OG0002057	MOUSE09781, MOUSE09784	DANRE40571, DANRE40572
OG0002057	MOUSE33629, MOUSE33630, MOUSE33628	DANRE27427, DANRE27428
OG0002059	MOUSE47444, MOUSE47441, MOUSE47442	DANRE16517, DANRE16518
OG0002059	MOUSE37113, MOUSE37112, MOUSE37114, MOUSE37111, MOUSE37110	DANRE36305, DANRE36306
OG0002060	MOUSE03073	DANRE35566
OG0002060	MOUSE07888, MOUSE07889	DANRE11739
OG0002060	MOUSE03075, MOUSE03076, MOUSE03072, MOUSE03074	DANRE35565, DANRE35564
OG0002061	MOUSE20942, MOUSE20943, MOUSE20941, MOUSE20940, MOUSE48024, MOUSE48025, MOUSE48023	DANRE19623, DANRE19624, DANRE33440, DANRE33439
OG0002062	MOUSE51397, MOUSE51398	DANRE25165, DANRE38918, DANRE38919
OG0002062	MOUSE48678	DANRE39950
OG0002063	MOUSE32438	DANRE26693, DANRE34874
OG0002063	MOUSE03566	DANRE00278
OG0002064	MOUSE49906, MOUSE49707	DANRE05154
OG0002064	MOUSE18636, MOUSE18635	DANRE18425, DANRE18426
OG0002064	MOUSE07468	DANRE12018
OG0002066	MOUSE06719	DANRE18336, DANRE18335, DANRE18337
OG0002066	MOUSE13655	DANRE18338
OG0002066	MOUSE13654	DANRE24013, DANRE24014, DANRE24015
OG0002067	MOUSE15032, MOUSE15033	DANRE29442
OG0002068	MOUSE07189, MOUSE07190, MOUSE07187, MOUSE08132	DANRE10690
OG0002068	MOUSE07188	DANRE18941, DANRE18940
OG0002068	MOUSE42750, MOUSE42749	DANRE08960
OG0002069	MOUSE28478, MOUSE28477	DANRE02387, DANRE02386, DANRE22653, DANRE22652
OG0002070	MOUSE31406, MOUSE31407	DANRE39971
OG0002070	MOUSE31405	DANRE39970, DANRE39968, DANRE39969
OG0002070	MOUSE25841, MOUSE25840	DANRE35180, DANRE35181, DANRE35179, DANRE35177, DANRE35178, DANRE00388, DANRE00387
OG0002071	MOUSE37453, MOUSE37454, MOUSE37452	DANRE40829, DANRE40828
OG0002071	MOUSE04880, MOUSE04879, MOUSE04882	DANRE20290, DANRE20291, DANRE07910, DANRE07911
OG0002072	MOUSE17001, MOUSE16997, MOUSE17002, MOUSE16998, MOUSE17000, MOUSE16999	DANRE28970
OG0002072	MOUSE17003	DANRE38672, DANRE38671
OG0002073	MOUSE19174, MOUSE52965, MOUSE52962, MOUSE52964, MOUSE27918, MOUSE27919	DANRE04897, DANRE04896, DANRE04895
OG0002074	MOUSE39385, MOUSE39384	DANRE30648
OG0002075	MOUSE18816	DANRE03759
OG0002075	MOUSE18815	DANRE05891
OG0002075	MOUSE07819	DANRE17476
OG0002076	MOUSE02520, MOUSE02519, MOUSE02521	DANRE36584
OG0002076	MOUSE52995, MOUSE52996, MOUSE52994, MOUSE52993	DANRE14308, DANRE14307, DANRE10308
OG0002077	MOUSE25091, MOUSE25093, MOUSE25092	DANRE24150, DANRE24148, DANRE24147, DANRE24146
OG0002078	MOUSE05885, MOUSE05884, MOUSE05886	DANRE30342, DANRE30343
OG0002079	MOUSE48747	DANRE16795
OG0002079	MOUSE53978, MOUSE53979, MOUSE53980, MOUSE53981	DANRE33739, DANRE33738, DANRE33737
OG0002080	MOUSE37386	DANRE33657, DANRE33658
OG0002080	MOUSE04894	DANRE34948, DANRE34947
OG0002081	MOUSE13036, MOUSE13035	DANRE41808, DANRE41807
OG0002084	MOUSE20965	DANRE03314, DANRE03315
OG0002084	MOUSE20964	DANRE11161
OG0002084	MOUSE40485, MOUSE40484, MOUSE40486	DANRE38145
OG0002085	MOUSE20147, MOUSE20144, MOUSE20151, MOUSE20143, MOUSE20148, MOUSE20152, MOUSE20145, MOUSE20149, MOUSE20146, MOUSE20153	DANRE19891, DANRE19892, DANRE06824
OG0002085	MOUSE03063	DANRE22131, DANRE22132
OG0002085	MOUSE03062	DANRE04437
OG0002085	MOUSE07901, MOUSE07902	DANRE05506
OG0002086	MOUSE27692, MOUSE27694, MOUSE27695, MOUSE27691, MOUSE27696, MOUSE29306, MOUSE27693	DANRE12296, DANRE12298, DANRE12295, DANRE12299, DANRE12297
OG0002087	MOUSE25833, MOUSE25831	DANRE19222
OG0002088	MOUSE47025, MOUSE47028, MOUSE47027, MOUSE47029, MOUSE47030, MOUSE47026	DANRE25804, DANRE25803
OG0002089	MOUSE24176, MOUSE24177, MOUSE24174, MOUSE24175	DANRE19291, DANRE32661, DANRE24434
OG0002090	MOUSE17662, MOUSE17663, MOUSE17664, MOUSE17659, MOUSE17658, MOUSE17656, MOUSE17657	DANRE30480
OG0002091	MOUSE38267, MOUSE38266	DANRE07576, DANRE07575
OG0002091	MOUSE46260, MOUSE46261, MOUSE46259, MOUSE46262, MOUSE46258	DANRE33471, DANRE33472
OG0002093	MOUSE18327, MOUSE18329, MOUSE18330, MOUSE18328, MOUSE18326, MOUSE18333, MOUSE18334	DANRE02687
OG0002093	MOUSE18332, MOUSE18331	DANRE02684, DANRE02685, DANRE02686, DANRE02683
OG0002094	MOUSE52558, MOUSE52554, MOUSE52555, MOUSE52553, MOUSE52560, MOUSE52557, MOUSE52556	DANRE22168, DANRE22167, DANRE22166, DANRE22165
OG0002095	MOUSE03259	DANRE19930
OG0002095	MOUSE44482	DANRE36508, DANRE36507, DANRE36509, DANRE36506
OG0002096	MOUSE37578, MOUSE37577	DANRE33813, DANRE33812
OG0002097	MOUSE15657	DANRE13376, DANRE13374, DANRE13375, DANRE26577
OG0002097	MOUSE54499, MOUSE54500	DANRE20395, DANRE24383, DANRE24384
OG0002098	MOUSE45236, MOUSE45237, MOUSE45238	DANRE01191, DANRE01194, DANRE01192
OG0002098	MOUSE45234, MOUSE45235	DANRE01193
OG0002098	MOUSE48767	DANRE16808, DANRE16809, DANRE16810
OG0002099	MOUSE28563, MOUSE28564, MOUSE28565, MOUSE28567	DANRE37066, DANRE37067, DANRE37068
OG0002100	MOUSE04559, MOUSE04560, MOUSE04561	DANRE35098
OG0002100	MOUSE46339, MOUSE46338, MOUSE46341, MOUSE46340	DANRE29151, DANRE29152, DANRE29150, DANRE29148, DANRE29149, DANRE29147, DANRE29146, DANRE03147
OG0002101	MOUSE33077	DANRE15987
OG0002102	MOUSE52405, MOUSE52406, MOUSE52398, MOUSE52400, MOUSE52401	DANRE36273, DANRE26951
OG0002102	MOUSE55074, MOUSE55075, MOUSE55077, MOUSE55076, MOUSE55078	DANRE20263, DANRE20264
OG0002102	MOUSE50142, MOUSE50143	DANRE07589
OG0002103	MOUSE20410, MOUSE20412, MOUSE20409, MOUSE54925, MOUSE54926, MOUSE54896, MOUSE54898, MOUSE54897, MOUSE54910, MOUSE54909	DANRE19955, DANRE06300
OG0002104	MOUSE48998, MOUSE48996, MOUSE48997, MOUSE48995	DANRE02403, DANRE36394, DANRE37183, DANRE38599, DANRE38600
OG0002105	MOUSE47020, MOUSE47023, MOUSE47022, MOUSE47021, MOUSE47017, MOUSE47019	DANRE25802, DANRE25800, DANRE25799, DANRE25801, DANRE38951, DANRE38950, DANRE38948, DANRE38949
OG0002105	MOUSE41993	DANRE25949, DANRE31451
OG0002106	MOUSE48291	DANRE17857
OG0002106	MOUSE17554, MOUSE17555	DANRE13872
OG0002107	MOUSE46729	DANRE04310, DANRE04311
OG0002108	MOUSE03039, MOUSE03038	DANRE05256
OG0002108	MOUSE38597, MOUSE08045, MOUSE08046, MOUSE08053, MOUSE08047	DANRE17432, DANRE17433
OG0002108	MOUSE08052	DANRE17434, DANRE17435, DANRE17437
OG0002109	MOUSE09401	DANRE00095
OG0002109	MOUSE54523, MOUSE53819, MOUSE53827, MOUSE53828, MOUSE53814, MOUSE53810, MOUSE53804, MOUSE53808, MOUSE54234, MOUSE55196	DANRE39547
OG0002110	MOUSE45379, MOUSE45378, MOUSE41823, MOUSE45375, MOUSE45376, MOUSE45377, MOUSE45316, MOUSE45315, MOUSE45314	DANRE43044, DANRE43045, DANRE43043, DANRE43042, DANRE28755, DANRE28731, DANRE28730, DANRE28588, DANRE28589, DANRE28591, DANRE28734, DANRE28735, DANRE28736, DANRE28729, DANRE28728, DANRE28590, DANRE28737
OG0002111	MOUSE54973	DANRE06332, DANRE06333
OG0002111	MOUSE54480	DANRE02921, DANRE42262, DANRE42261, DANRE42263
OG0002111	MOUSE21978, MOUSE21977, MOUSE21975, MOUSE21976	DANRE42857, DANRE42856
OG0002112	MOUSE20702, MOUSE20704, MOUSE20703	DANRE33930
OG0002112	MOUSE51833, MOUSE51835	DANRE38325, DANRE38324, DANRE38326, DANRE26006, DANRE26005
OG0002112	MOUSE30617, MOUSE30616, MOUSE30615	DANRE09484, DANRE09483
OG0002122	MOUSE03260	DANRE07020, DANRE07021
OG0002122	MOUSE44480, MOUSE44478, MOUSE44481	DANRE36505, DANRE36504
OG0002122	MOUSE44479	DANRE36503
OG0002123	MOUSE34389, MOUSE34390	DANRE10083, DANRE10080, DANRE10082, DANRE10081
OG0002123	MOUSE21500, MOUSE21501	DANRE27250
OG0002123	MOUSE29244, MOUSE29245, MOUSE29243	DANRE22514
OG0002124	MOUSE32619, MOUSE32618	DANRE02584
OG0002125	MOUSE53589, MOUSE53590	DANRE39735
OG0002125	MOUSE14427, MOUSE14426	DANRE25120, DANRE25119, DANRE25121, DANRE39736
OG0002127	MOUSE23127, MOUSE23128	DANRE36243, DANRE36242
OG0002127	MOUSE23129	DANRE26938
OG0002128	MOUSE53685, MOUSE53687, MOUSE53688, MOUSE53686	DANRE21325, DANRE21324
OG0002129	MOUSE45080, MOUSE45079	DANRE07788
OG0002129	MOUSE54406, MOUSE54408, MOUSE54407	DANRE33741, DANRE33740, DANRE33742
OG0002129	MOUSE48748, MOUSE48749	DANRE16214, DANRE16213
OG0002131	MOUSE09756	DANRE34723
OG0002131	MOUSE09757	DANRE34719, DANRE34341
OG0002134	MOUSE32089, MOUSE32087, MOUSE32088, MOUSE32086, MOUSE32090	DANRE14747, DANRE14746
OG0002135	MOUSE34329	DANRE10554
OG0002135	MOUSE30938, MOUSE30939	DANRE41892
OG0002135	MOUSE00694, MOUSE00693, MOUSE00692	DANRE18534
OG0002136	MOUSE19600	DANRE06672
OG0002136	MOUSE31584, MOUSE31583	DANRE15995
OG0002136	MOUSE21135, MOUSE21132, MOUSE21133, MOUSE21134	DANRE03986
OG0002137	MOUSE18711, MOUSE18712	DANRE04650
OG0002137	MOUSE29904	DANRE13016, DANRE13015
OG0002138	MOUSE01905, MOUSE01904, MOUSE01903	DANRE31593, DANRE31594
OG0002139	MOUSE24532, MOUSE24533	DANRE10950, DANRE10949
OG0002139	MOUSE08230	DANRE18034, DANRE18033, DANRE11923
OG0002140	MOUSE00246, MOUSE00245	DANRE23292, DANRE23294, DANRE23291, DANRE23293
OG0002141	MOUSE13011, MOUSE13010, MOUSE13014, MOUSE13012	DANRE42313, DANRE42312
OG0002141	MOUSE36269, MOUSE36270, MOUSE36267, MOUSE36268	DANRE15753, DANRE15752, DANRE15751
OG0002142	MOUSE51754, MOUSE51753, MOUSE51751, MOUSE51752	DANRE25156, DANRE25155, DANRE38915
OG0002142	MOUSE01555, MOUSE01557, MOUSE01556, MOUSE01558, MOUSE01559	DANRE19014, DANRE21713
OG0002142	MOUSE01560	DANRE19015
OG0002143	MOUSE44900, MOUSE44899	DANRE37599, DANRE37600
OG0002144	MOUSE46268, MOUSE46272, MOUSE46269, MOUSE46270, MOUSE46273	DANRE28933, DANRE28934
OG0002144	MOUSE37668, MOUSE37669, MOUSE37671, MOUSE37670, MOUSE37667	DANRE34604
OG0002146	MOUSE39181, MOUSE39182, MOUSE39180	DANRE31398, DANRE31399, DANRE31396, DANRE12431
OG0002146	MOUSE52839	DANRE40465, DANRE40464
OG0002147	MOUSE41378, MOUSE41377, MOUSE41376	DANRE09292, DANRE09293, DANRE09294
OG0002147	MOUSE29550, MOUSE29549, MOUSE29548, MOUSE29546, MOUSE29547	DANRE26428, DANRE36327, DANRE36326
OG0002148	MOUSE27469	DANRE18045
OG0002148	MOUSE03114, MOUSE03113	DANRE03752
OG0002149	MOUSE05744	DANRE03476, DANRE03477
OG0002149	MOUSE25166, MOUSE25171, MOUSE25168, MOUSE25170, MOUSE25169, MOUSE25165, MOUSE25164, MOUSE25167, MOUSE25163	DANRE23888, DANRE23887, DANRE23886, DANRE26592
OG0002150	MOUSE18523	DANRE34958
OG0002150	MOUSE44821, MOUSE44818	DANRE25256
OG0002151	MOUSE06320, MOUSE06321	DANRE02959, DANRE02960, DANRE30391, DANRE30392
OG0002152	MOUSE53483, MOUSE53486, MOUSE02022	DANRE30684
OG0002152	MOUSE17241, MOUSE17240, MOUSE17239, MOUSE17238	DANRE22375, DANRE36983
OG0002152	MOUSE17242	DANRE30685
OG0002153	MOUSE19238, MOUSE19242, MOUSE19243, MOUSE19237, MOUSE19236	DANRE19935, DANRE19938, DANRE19936, DANRE19937
OG0002154	MOUSE03163, MOUSE03164	DANRE00655, DANRE06135, DANRE06136, DANRE06183
OG0002154	MOUSE12835, MOUSE12834	DANRE41248, DANRE41249
OG0002154	MOUSE21197, MOUSE21198, MOUSE21200, MOUSE21199, MOUSE21201, MOUSE21196	DANRE16134, DANRE16135, DANRE05298, DANRE05299
OG0002155	MOUSE38014	DANRE19904
OG0002155	MOUSE40891, MOUSE40892, MOUSE40893	DANRE36593, DANRE36592
OG0002156	MOUSE48218, MOUSE48219, MOUSE48217	DANRE16294
OG0002157	MOUSE38584, MOUSE38583	DANRE15573, DANRE15572, DANRE30038, DANRE30037
OG0002157	MOUSE06037	DANRE15575, DANRE15574
OG0002158	MOUSE09191	DANRE23948
OG0002159	MOUSE44407	DANRE25780
OG0002160	MOUSE54346	DANRE22821, DANRE22820
OG0002161	MOUSE02915, MOUSE02914	DANRE09169, DANRE09170, DANRE14434, DANRE14433
OG0002161	MOUSE05360, MOUSE05359	DANRE24704, DANRE24703
OG0002161	MOUSE26291, MOUSE26292	DANRE42804
OG0002162	MOUSE24184, MOUSE24183, MOUSE24182	DANRE40141, DANRE26602
OG0002162	MOUSE25738	DANRE35386
OG0002163	MOUSE02128	DANRE31471
OG0002163	MOUSE44346	DANRE25945
OG0002163	MOUSE02129	DANRE31470
OG0002163	MOUSE23572	DANRE02306, DANRE02305
OG0002164	MOUSE27880, MOUSE27881	DANRE04882, DANRE04883, DANRE04880, DANRE04881
OG0002166	MOUSE37785	DANRE01435, DANRE01434, DANRE40855, DANRE40854
OG0002166	MOUSE38261, MOUSE38260	DANRE35051, DANRE35052
OG0002167	MOUSE02861	DANRE01555, DANRE33556, DANRE33557
OG0002167	MOUSE19225	DANRE20022, DANRE06269
OG0002167	MOUSE47991, MOUSE47990	DANRE00271, DANRE00272
OG0002168	MOUSE13726, MOUSE13725	DANRE14915, DANRE14916
OG0002168	MOUSE40358, MOUSE40357	DANRE01851, DANRE01853, DANRE01850, DANRE01852
OG0002169	MOUSE40487	DANRE38142, DANRE38141
OG0002169	MOUSE20963	DANRE03316
OG0002170	MOUSE19547	DANRE00534
OG0002170	MOUSE42281, MOUSE42282	DANRE09328, DANRE09327
OG0002171	MOUSE28471, MOUSE28467, MOUSE28466	DANRE40768, DANRE02347
OG0002172	MOUSE47319, MOUSE47320	DANRE13491, DANRE13490, DANRE13488, DANRE13489
OG0002172	MOUSE15799, MOUSE15798	DANRE31480, DANRE31481, DANRE31479
OG0002173	MOUSE09967	DANRE14606, DANRE14605
OG0002173	MOUSE30416, MOUSE30415, MOUSE51352, MOUSE51351, MOUSE51350, MOUSE41799, MOUSE41800	DANRE13464, DANRE13466, DANRE13467, DANRE25908, DANRE13465, DANRE25907, DANRE25906
OG0002175	MOUSE25598	DANRE39612
OG0002175	MOUSE13368, MOUSE28272, MOUSE00463, MOUSE00469	DANRE40442
OG0002176	MOUSE42061, MOUSE42062, MOUSE42060	DANRE31269
OG0002176	MOUSE27197, MOUSE27200	DANRE38229, DANRE38228, DANRE13187
OG0002177	MOUSE07397, MOUSE07396	DANRE17397, DANRE17396, DANRE17395
OG0002178	MOUSE17652, MOUSE17653, MOUSE17654, MOUSE17655	DANRE43120, DANRE30367
OG0002179	MOUSE18348, MOUSE18349	DANRE11778, DANRE11777
OG0002180	MOUSE21620	DANRE27214, DANRE24078, DANRE24077
OG0002182	MOUSE31073	DANRE13485
OG0002183	MOUSE02242, MOUSE02240, MOUSE02241	DANRE31505, DANRE31504, DANRE31506, DANRE31507, DANRE31503
OG0002183	MOUSE23512, MOUSE23513, MOUSE23515, MOUSE23510, MOUSE23514, MOUSE23511	DANRE02310, DANRE02311
OG0002184	MOUSE10380, MOUSE10379, MOUSE10381	DANRE34335
OG0002184	MOUSE48915, MOUSE48914	DANRE16850, DANRE29092
OG0002185	MOUSE49434, MOUSE49435	DANRE25404
OG0002185	MOUSE49415	DANRE25405
OG0002186	MOUSE22990, MOUSE22989	DANRE35920, DANRE35919, DANRE42101
OG0002186	MOUSE53266, MOUSE53267, MOUSE53268	DANRE24028, DANRE24027
OG0002187	MOUSE25447, MOUSE25445, MOUSE25446	DANRE34282, DANRE34283
OG0002188	MOUSE22432	DANRE15351
OG0002189	MOUSE51745, MOUSE51746, MOUSE51743	DANRE26778
OG0002190	MOUSE42846, MOUSE42845	DANRE09767, DANRE09768
OG0002190	MOUSE50944, MOUSE50942, MOUSE50941, MOUSE50943	DANRE08160
OG0002190	MOUSE50945, MOUSE50947, MOUSE15990, MOUSE15989, MOUSE15988	DANRE00930, DANRE00929
OG0002191	MOUSE53252, MOUSE53251, MOUSE53250	DANRE24199, DANRE24200, DANRE24201, DANRE24198
OG0002191	MOUSE14735	DANRE23348
OG0002191	MOUSE26315, MOUSE26313	DANRE42786
OG0002192	MOUSE17111, MOUSE17112, MOUSE17113	DANRE24746
OG0002192	MOUSE04762	DANRE36150, DANRE36149, DANRE36151
OG0002192	MOUSE33878	DANRE10056, DANRE10057
OG0002193	MOUSE33573, MOUSE33572, MOUSE33571	DANRE36401, DANRE36400
OG0002194	MOUSE15330, MOUSE15331	DANRE39769, DANRE39770, DANRE02435
OG0002195	MOUSE33769, MOUSE33767, MOUSE33768, MOUSE33770, MOUSE33771	DANRE02781
OG0002195	MOUSE15555	DANRE21833, DANRE21832
OG0002195	MOUSE41433, MOUSE41432	DANRE09289
OG0002196	MOUSE00860, MOUSE00859, MOUSE00856, MOUSE00857, MOUSE00858	DANRE05128
OG0002199	MOUSE46985	DANRE25781, DANRE38939
OG0002199	MOUSE41234, MOUSE41233	DANRE12337, DANRE12336
OG0002201	MOUSE49609	DANRE12839
OG0002201	MOUSE09232, MOUSE09233	DANRE13676
